Orthogroup	CCAP.longest_only	DEUG.longest_only
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	LOC108111804|XP_017076886.1|DEUG
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	LOC108106846|XP_017069577.1|DEUG
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	LOC108107126|XP_017070009.1|DEUG
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	LOC108104682|XP_017066372.1|DEUG
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	LOC108102332|XP_017062621.1|DEUG
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	LOC108108568|XP_017072145.1|DEUG
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	LOC108109871|XP_017074158.1|DEUG
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	LOC108113002|XP_017078904.1|DEUG
OG0009062	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP	LOC108112635|XP_017078231.1|DEUG
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	LOC108105684|XP_017067882.1|DEUG
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	LOC108106384|XP_017068879.1|DEUG
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	LOC108108849|XP_017072554.1|DEUG
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	LOC108114452|XP_017080941.1|DEUG
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	LOC108108742|XP_017072368.1|DEUG
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	LOC108112819|XP_017078613.1|DEUG
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	LOC108104032|XP_017065353.1|DEUG
OG0009071	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP	LOC108116606|XP_017084056.1|DEUG
OG0009072	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP	LOC108115171|XP_017081980.1|DEUG
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	LOC108117330|XP_017085194.1|DEUG
OG0009074	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP	LOC108116427|XP_017083810.1|DEUG
OG0009075	CCAP1982_LOCUS735|CAD6991836.1|CCAP	LOC108108563|XP_017072138.1|DEUG, LOC108108569|XP_017072151.1|DEUG, LOC108115024|XP_017081755.1|DEUG
OG0009076	CCAP1982_LOCUS4960|CAD6996277.1|CCAP	LOC108109495|XP_017073521.1|DEUG
OG0009077	CCAP1982_LOCUS4889|CAD6996199.1|CCAP	LOC108115039|XP_017081776.1|DEUG
OG0009078	CCAP1982_LOCUS4867|CAD6996175.1|CCAP	LOC108116340|XP_017083643.1|DEUG
OG0009079	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP	LOC108117486|XP_017085451.1|DEUG
OG0009080	CCAP1982_LOCUS4812|CAD6996117.1|CCAP	LOC108116437|XP_017083831.1|DEUG
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	LOC108113557|XP_017079639.1|DEUG
OG0009082	CCAP1982_LOCUS5090|CAD6996417.1|CCAP	LOC108116400|XP_017083759.1|DEUG
OG0009083	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP	LOC108117439|XP_017085348.1|DEUG
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	LOC108116491|XP_017083913.1|DEUG
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	LOC108116494|XP_017083917.1|DEUG
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	LOC108115022|XP_017081753.1|DEUG
OG0009087	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP	LOC108116091|XP_017083298.1|DEUG
OG0009088	CCAP1982_LOCUS1142|CAD6992274.1|CCAP	LOC108111288|XP_017076165.1|DEUG
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	LOC108117720|XP_017085768.1|DEUG
OG0009090	CCAP1982_LOCUS3889|CAD6995168.1|CCAP	LOC108111283|XP_017076160.1|DEUG
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	LOC108115043|XP_017081779.1|DEUG
OG0009092	CCAP1982_LOCUS2768|CAD6993985.1|CCAP	LOC108115065|XP_017081802.1|DEUG
OG0009093	CCAP1982_LOCUS2711|CAD6993920.1|CCAP	LOC108116944|XP_017084581.1|DEUG
OG0009094	CCAP1982_LOCUS2505|CAD6993699.1|CCAP	LOC108116063|XP_017083263.1|DEUG
OG0009095	CCAP1982_LOCUS2504|CAD6993698.1|CCAP	LOC108115950|XP_017083074.1|DEUG
OG0009096	CCAP1982_LOCUS2969|CAD6994207.1|CCAP	LOC108113562|XP_017079644.1|DEUG
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	LOC108113566|XP_017079647.1|DEUG
OG0009098	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP	LOC108115813|XP_017082890.1|DEUG
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	LOC108111344|XP_017076263.1|DEUG
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	LOC108105129|XP_017067050.1|DEUG
OG0009101	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP	LOC108110769|XP_017075477.1|DEUG
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	LOC108110923|XP_017075690.1|DEUG
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	LOC108110489|XP_017075056.1|DEUG
OG0009104	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP	LOC108110534|XP_017075105.1|DEUG
OG0009105	CCAP1982_LOCUS8217|CAD6999690.1|CCAP	LOC108108013|XP_017071361.1|DEUG
OG0009106	CCAP1982_LOCUS8493|CAD6999987.1|CCAP	LOC108112367|XP_017077689.1|DEUG
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	LOC108107115|XP_017069992.1|DEUG
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	LOC108116254|XP_017083532.1|DEUG, LOC108116267|XP_017083546.1|DEUG
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	LOC108104151|XP_017065541.1|DEUG
OG0009110	CCAP1982_LOCUS7387|CAD6998839.1|CCAP	LOC108110686|XP_017075302.1|DEUG
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	LOC108107919|XP_017071230.1|DEUG
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	LOC108110963|XP_017075752.1|DEUG
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	LOC108111130|XP_017075981.1|DEUG
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	LOC108106124|XP_017068492.1|DEUG
OG0009115	CCAP1982_LOCUS6265|CAD6997630.1|CCAP	LOC108113464|XP_017079533.1|DEUG
OG0009116	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP	LOC108110594|XP_017075181.1|DEUG
OG0009117	CCAP1982_LOCUS7761|CAD6999227.1|CCAP	LOC108102472|XP_017062970.1|DEUG
OG0009118	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP	LOC108105409|XP_017067445.1|DEUG
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	LOC108105814|XP_017068044.1|DEUG
OG0009120	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP	LOC108113905|XP_017080101.1|DEUG
OG0009121	CCAP1982_LOCUS21943|CAD7013929.1|CCAP	LOC108112013|XP_017077240.1|DEUG
OG0009122	CCAP1982_LOCUS22032|CAD7014026.1|CCAP	LOC108108947|XP_017072690.1|DEUG
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	LOC108109150|XP_017073049.1|DEUG
OG0009124	CCAP1982_LOCUS23411|CAD7015471.1|CCAP	LOC108105742|XP_017067947.1|DEUG
OG0009125	CCAP1982_LOCUS23371|CAD7015429.1|CCAP	LOC108112887|XP_017078730.1|DEUG
OG0009126	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP	LOC108113345|XP_017079397.1|DEUG
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	LOC108107418|XP_017070436.1|DEUG
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	LOC108112251|XP_017077561.1|DEUG
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	LOC108104462|XP_017066015.1|DEUG
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	LOC108112626|XP_017078216.1|DEUG
OG0009131	CCAP1982_LOCUS22704|CAD7014726.1|CCAP	LOC108113044|XP_017078962.1|DEUG
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	LOC108107318|XP_017070283.1|DEUG
OG0009133	CCAP1982_LOCUS22519|CAD7014518.1|CCAP	LOC108111916|XP_017077046.1|DEUG
OG0009134	CCAP1982_LOCUS7220|CAD6998653.1|CCAP	LOC108112222|XP_017077529.1|DEUG
OG0009135	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP	LOC108104602|XP_017066261.1|DEUG
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	LOC108106589|XP_017069259.1|DEUG
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	LOC108106261|XP_017068715.1|DEUG
OG0009138	CCAP1982_LOCUS21269|CAD7013198.1|CCAP	LOC108106802|XP_017069536.1|DEUG
OG0009139	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP	LOC108107363|XP_017070354.1|DEUG
OG0009140	CCAP1982_LOCUS21281|CAD7013210.1|CCAP	LOC108106693|XP_017069415.1|DEUG
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	LOC108112283|XP_017077594.1|DEUG
OG0009142	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP	LOC108112647|XP_017078251.1|DEUG
OG0009143	CCAP1982_LOCUS21544|CAD7013482.1|CCAP	LOC108113142|XP_017079139.1|DEUG
OG0009145	CCAP1982_LOCUS19965|CAD7011856.1|CCAP	LOC108112331|XP_017077648.1|DEUG
OG0009146	CCAP1982_LOCUS19781|CAD7011697.1|CCAP	LOC108106644|XP_017069344.1|DEUG
OG0009147	CCAP1982_LOCUS20323|CAD7012225.1|CCAP	LOC108112885|XP_017078724.1|DEUG
OG0009148	CCAP1982_LOCUS19993|CAD7011881.1|CCAP	LOC108104500|XP_017066104.1|DEUG
OG0009149	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP	LOC108109025|XP_017072788.1|DEUG
OG0009150	CCAP1982_LOCUS20559|CAD7012481.1|CCAP	LOC108114899|XP_017081558.1|DEUG
OG0009151	CCAP1982_LOCUS20661|CAD7012576.1|CCAP	LOC108106501|XP_017069085.1|DEUG
OG0009152	CCAP1982_LOCUS20690|CAD7012606.1|CCAP	LOC108104813|XP_017066586.1|DEUG
OG0009153	CCAP1982_LOCUS21097|CAD7013008.1|CCAP	LOC108107264|XP_017070185.1|DEUG
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	LOC108108431|XP_017071974.1|DEUG
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	LOC108114551|XP_017081085.1|DEUG
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	LOC108114181|XP_017080481.1|DEUG
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	LOC108107528|XP_017070557.1|DEUG
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	LOC108107643|XP_017070718.1|DEUG
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	LOC108114596|XP_017081141.1|DEUG
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	LOC108114597|XP_017081144.1|DEUG
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	LOC108114164|XP_017080445.1|DEUG
OG0009170	CCAP1982_LOCUS14887|CAD7006573.1|CCAP	LOC108113997|XP_017080230.1|DEUG
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	LOC108114210|XP_017080518.1|DEUG
OG0009172	CCAP1982_LOCUS11770|CAD7003309.1|CCAP	LOC108114641|XP_017081199.1|DEUG
OG0009173	CCAP1982_LOCUS11800|CAD7003341.1|CCAP	LOC108107836|XP_017071078.1|DEUG
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	LOC108104312|XP_017065785.1|DEUG
OG0009175	CCAP1982_LOCUS11681|CAD7003220.1|CCAP	LOC108110952|XP_017075737.1|DEUG
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	LOC108105990|XP_017068313.1|DEUG
OG0009177	CCAP1982_LOCUS14686|CAD7006364.1|CCAP	LOC108108336|XP_017071857.1|DEUG
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	LOC108118233|XP_017086306.1|DEUG
OG0009179	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP	LOC108116738|XP_017084245.1|DEUG
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	LOC108104286|XP_017065745.1|DEUG
OG0009183	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP	LOC108113862|XP_017080065.1|DEUG
OG0009184	CCAP1982_LOCUS13742|CAD7005382.1|CCAP	LOC108116754|XP_017084261.1|DEUG
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	LOC108108806|XP_017072479.1|DEUG
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	LOC108114699|XP_017081284.1|DEUG
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	LOC108112256|XP_017077567.1|DEUG
OG0009189	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP	LOC108114256|XP_017080642.1|DEUG
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	LOC108103586|XP_017064600.1|DEUG
OG0009191	CCAP1982_LOCUS21738|CAD7013698.1|CCAP	LOC108106263|XP_017068718.1|DEUG
OG0009192	CCAP1982_LOCUS22994|CAD7015037.1|CCAP	LOC108103141|XP_017064002.1|DEUG
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LOC108110879|XP_017075626.1|DEUG
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	LOC108110830|XP_017075556.1|DEUG
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	LOC108114681|XP_017081259.1|DEUG
OG0009245	CCAP1982_LOCUS649|CAD6991737.1|CCAP	LOC108105303|XP_017067286.1|DEUG
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	LOC108108145|XP_017071567.1|DEUG
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	LOC108113431|XP_017079482.1|DEUG
OG0009268	CCAP1982_LOCUS21134|CAD7013052.1|CCAP	LOC108104884|XP_017066706.1|DEUG
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	LOC108105290|XP_017067269.1|DEUG
OG0009270	CCAP1982_LOCUS20409|CAD7012315.1|CCAP	LOC108112236|XP_017077546.1|DEUG
OG0009273	CCAP1982_LOCUS9149|CAD7000675.1|CCAP	LOC108110506|XP_017075075.1|DEUG
OG0009274	CCAP1982_LOCUS11312|CAD7002843.1|CCAP	LOC108107738|XP_017070885.1|DEUG
OG0009276	CCAP1982_LOCUS22273|CAD7014270.1|CCAP	LOC108112286|XP_017077597.1|DEUG
OG0009283	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP	LOC108111071|XP_017075890.1|DEUG
OG0009285	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP	LOC108102345|XP_017062682.1|DEUG
OG0009286	CCAP1982_LOCUS12536|CAD7004115.1|CCAP	LOC108107815|XP_017071035.1|DEUG
OG0009287	CCAP1982_LOCUS12928|CAD7004531.1|CCAP	LOC108114111|XP_017080363.1|DEUG
OG0009288	CCAP1982_LOCUS8286|CAD6999763.1|CCAP	LOC108103258|XP_017064159.1|DEUG
OG0009289	CCAP1982_LOCUS10519|CAD7002031.1|CCAP	LOC108102359|XP_017062748.1|DEUG
OG0009290	CCAP1982_LOCUS21282|CAD7013211.1|CCAP	LOC108106344|XP_017068813.1|DEUG
OG0009291	CCAP1982_LOCUS9439|CAD7000966.1|CCAP	LOC108102360|XP_017062749.1|DEUG
OG0009296	CCAP1982_LOCUS786|CAD6991896.1|CCAP	LOC108113599|XP_017079741.1|DEUG
OG0009297	CCAP1982_LOCUS788|CAD6991898.1|CCAP	LOC108113533|XP_017079615.1|DEUG
OG0009298	CCAP1982_LOCUS806|CAD6991917.1|CCAP	LOC108111710|XP_017076749.1|DEUG
OG0009299	CCAP1982_LOCUS827|CAD6991939.1|CCAP	LOC108117282|XP_017085125.1|DEUG
OG0009300	CCAP1982_LOCUS828|CAD6991940.1|CCAP	LOC108117243|XP_017085074.1|DEUG
OG0009301	CCAP1982_LOCUS4778|CAD6996071.1|CCAP	LOC108116605|XP_017084054.1|DEUG
OG0009302	CCAP1982_LOCUS4700|CAD6995994.1|CCAP	LOC108115094|XP_017081832.1|DEUG, LOC108108588|XP_017072175.1|DEUG
OG0009303	CCAP1982_LOCUS4664|CAD6995953.1|CCAP	LOC108106928|XP_017069719.1|DEUG
OG0009304	CCAP1982_LOCUS104|CAD6991165.1|CCAP	LOC108117059|XP_017084720.1|DEUG
OG0009305	CCAP1982_LOCUS115|CAD6991176.1|CCAP	LOC108111475|XP_017076436.1|DEUG
OG0009306	CCAP1982_LOCUS4614|CAD6995912.1|CCAP	LOC108111845|XP_017076940.1|DEUG
OG0009307	CCAP1982_LOCUS4602|CAD6995901.1|CCAP	LOC108116424|XP_017083803.1|DEUG
OG0009308	CCAP1982_LOCUS4578|CAD6995877.1|CCAP	LOC108109625|XP_017073690.1|DEUG
OG0009309	CCAP1982_LOCUS4570|CAD6995869.1|CCAP	LOC108111495|XP_017076498.1|DEUG
OG0009310	CCAP1982_LOCUS5186|CAD6996518.1|CCAP	LOC108105306|XP_017067289.1|DEUG
OG0009312	CCAP1982_LOCUS4969|CAD6996285.1|CCAP	LOC108111458|XP_017076417.1|DEUG
OG0009313	CCAP1982_LOCUS901|CAD6992017.1|CCAP	LOC108111505|XP_017076507.1|DEUG
OG0009314	CCAP1982_LOCUS914|CAD6992032.1|CCAP	LOC108116368|XP_017083690.1|DEUG
OG0009315	CCAP1982_LOCUS949|CAD6992068.1|CCAP	LOC108112912|XP_017078782.1|DEUG
OG0009317	CCAP1982_LOCUS982|CAD6992099.1|CCAP	LOC108115770|XP_017082829.1|DEUG
OG0009318	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP	LOC108110193|XP_017074643.1|DEUG
OG0009319	CCAP1982_LOCUS4819|CAD6996125.1|CCAP	LOC108116412|XP_017083785.1|DEUG
OG0009320	CCAP1982_LOCUS351|CAD6991424.1|CCAP	LOC108113559|XP_017079641.1|DEUG
OG0009321	CCAP1982_LOCUS336|CAD6991409.1|CCAP	LOC108113551|XP_017079634.1|DEUG
OG0009322	CCAP1982_LOCUS329|CAD6991402.1|CCAP	LOC108116179|XP_017083409.1|DEUG
OG0009323	CCAP1982_LOCUS5158|CAD6996489.1|CCAP	LOC108116117|XP_017083330.1|DEUG
OG0009324	CCAP1982_LOCUS4331|CAD6995625.1|CCAP	LOC108115074|XP_017081811.1|DEUG
OG0009325	CCAP1982_LOCUS4216|CAD6995503.1|CCAP	LOC108117319|XP_017085178.1|DEUG
OG0009326	CCAP1982_LOCUS2052|CAD6993235.1|CCAP	LOC108111659|XP_017076679.1|DEUG
OG0009327	CCAP1982_LOCUS2030|CAD6993211.1|CCAP	LOC108111349|XP_017076269.1|DEUG
OG0009328	CCAP1982_LOCUS2139|CAD6993323.1|CCAP	LOC108111299|XP_017076181.1|DEUG
OG0009329	CCAP1982_LOCUS1322|CAD6992466.1|CCAP	LOC108116613|XP_017084068.1|DEUG
OG0009330	CCAP1982_LOCUS1297|CAD6992435.1|CCAP	LOC108116979|XP_017084629.1|DEUG
OG0009331	CCAP1982_LOCUS1226|CAD6992362.1|CCAP	LOC108117065|XP_017084726.1|DEUG
OG0009332	CCAP1982_LOCUS3991|CAD6995270.1|CCAP	LOC108116868|XP_017084435.1|DEUG
OG0009333	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP	LOC108109562|XP_017073624.1|DEUG
OG0009334	CCAP1982_LOCUS1756|CAD6992923.1|CCAP	LOC108113496|XP_017079571.1|DEUG
OG0009335	CCAP1982_LOCUS1657|CAD6992818.1|CCAP	LOC108109531|XP_017073584.1|DEUG
OG0009336	CCAP1982_LOCUS2237|CAD6993422.1|CCAP	LOC108105216|XP_017067168.1|DEUG
OG0009337	CCAP1982_LOCUS1592|CAD6992749.1|CCAP	LOC108103783|XP_017064903.1|DEUG
OG0009338	CCAP1982_LOCUS2306|CAD6993493.1|CCAP	LOC108114934|XP_017081607.1|DEUG
OG0009339	CCAP1982_LOCUS2314|CAD6993501.1|CCAP	LOC108115041|XP_017081778.1|DEUG
OG0009340	CCAP1982_LOCUS2341|CAD6993529.1|CCAP	LOC108116959|XP_017084604.1|DEUG
OG0009341	CCAP1982_LOCUS2936|CAD6994171.1|CCAP	LOC108117261|XP_017085102.1|DEUG
OG0009342	CCAP1982_LOCUS2923|CAD6994158.1|CCAP	LOC108111723|XP_017076764.1|DEUG
OG0009343	CCAP1982_LOCUS2921|CAD6994155.1|CCAP	LOC108111823|XP_017076920.1|DEUG
OG0009344	CCAP1982_LOCUS2915|CAD6994149.1|CCAP	LOC108109411|XP_017073398.1|DEUG
OG0009345	CCAP1982_LOCUS2715|CAD6993927.1|CCAP	LOC108115799|XP_017082875.1|DEUG
OG0009346	CCAP1982_LOCUS2656|CAD6993860.1|CCAP	LOC108115776|XP_017082837.1|DEUG
OG0009347	CCAP1982_LOCUS3633|CAD6994898.1|CCAP	LOC108113532|XP_017079614.1|DEUG
OG0009348	CCAP1982_LOCUS3702|CAD6994971.1|CCAP	LOC108115694|XP_017082752.1|DEUG
OG0009350	CCAP1982_LOCUS1843|CAD6993008.1|CCAP	LOC108111473|XP_017076434.1|DEUG
OG0009351	CCAP1982_LOCUS1870|CAD6993035.1|CCAP	LOC108111306|XP_017076188.1|DEUG
OG0009352	CCAP1982_LOCUS3356|CAD6994621.1|CCAP	LOC108115269|XP_017082114.1|DEUG
OG0009353	CCAP1982_LOCUS3247|CAD6994502.1|CCAP	LOC108115576|XP_017082574.1|DEUG
OG0009354	CCAP1982_LOCUS7070|CAD6998475.1|CCAP	LOC108111177|XP_017076046.1|DEUG
OG0009355	CCAP1982_LOCUS6961|CAD6998360.1|CCAP, CCAP1982_LOCUS6959|CAD6998358.1|CCAP	LOC108104102|XP_017065489.1|DEUG
OG0009356	CCAP1982_LOCUS6933|CAD6998328.1|CCAP	LOC108110486|XP_017075052.1|DEUG
OG0009357	CCAP1982_LOCUS6810|CAD6998194.1|CCAP	LOC108104092|XP_017065477.1|DEUG
OG0009358	CCAP1982_LOCUS8767|CAD7000277.1|CCAP	LOC108110690|XP_017075310.1|DEUG
OG0009359	CCAP1982_LOCUS8771|CAD7000281.1|CCAP	LOC108110689|XP_017075309.1|DEUG
OG0009360	CCAP1982_LOCUS8814|CAD7000331.1|CCAP	LOC108106077|XP_017068425.1|DEUG
OG0009361	CCAP1982_LOCUS8815|CAD7000332.1|CCAP	LOC108106204|XP_017068621.1|DEUG
OG0009362	CCAP1982_LOCUS8816|CAD7000333.1|CCAP	LOC108106195|XP_017068611.1|DEUG
OG0009363	CCAP1982_LOCUS8840|CAD7000358.1|CCAP	LOC108102685|XP_017063314.1|DEUG
OG0009364	CCAP1982_LOCUS8933|CAD7000456.1|CCAP	LOC108111236|XP_017076128.1|DEUG
OG0009365	CCAP1982_LOCUS8208|CAD6999678.1|CCAP	LOC108102581|XP_017063156.1|DEUG
OG0009367	CCAP1982_LOCUS7305|CAD6998751.1|CCAP	LOC108104120|XP_017065510.1|DEUG
OG0009368	CCAP1982_LOCUS22845|CAD7014881.1|CCAP, CCAP1982_LOCUS7386|CAD6998838.1|CCAP	LOC108110685|XP_017075301.1|DEUG
OG0009369	CCAP1982_LOCUS7440|CAD6998893.1|CCAP	LOC108106122|XP_017068490.1|DEUG
OG0009370	CCAP1982_LOCUS7991|CAD6999467.1|CCAP, CCAP1982_LOCUS7994|CAD6999470.1|CCAP	LOC108115458|XP_017082399.1|DEUG
OG0009371	CCAP1982_LOCUS7992|CAD6999468.1|CCAP	LOC108115430|XP_017082356.1|DEUG
OG0009372	CCAP1982_LOCUS8021|CAD6999497.1|CCAP	LOC108111008|XP_017075809.1|DEUG
OG0009373	CCAP1982_LOCUS7616|CAD6999070.1|CCAP	LOC108105643|XP_017067820.1|DEUG
OG0009374	CCAP1982_LOCUS7600|CAD6999053.1|CCAP	LOC108118490|XP_017086711.1|DEUG
OG0009376	CCAP1982_LOCUS13674|CAD7005313.1|CCAP	LOC108110548|XP_017075127.1|DEUG
OG0009377	CCAP1982_LOCUS5333|CAD6996649.1|CCAP	LOC108110199|XP_017075047.1|DEUG
OG0009378	CCAP1982_LOCUS7913|CAD6999387.1|CCAP	LOC108110564|XP_017075150.1|DEUG
OG0009379	CCAP1982_LOCUS7754|CAD6999220.1|CCAP	LOC108102489|XP_017062992.1|DEUG
