Orthogroup	CCAP.longest_only	DFIC.longest_only
OG0006903	CCAP1982_LOCUS2497|CAD6993691.1|CCAP	LOC108088502|XP_017041822.1|DFIC
OG0006905	CCAP1982_LOCUS7299|CAD6998744.1|CCAP	LOC108090610|XP_017044869.1|DFIC
OG0006906	CCAP1982_LOCUS7285|CAD6998730.1|CCAP	LOC108096071|XP_017052921.1|DFIC
OG0006907	CCAP1982_LOCUS8331|CAD6999819.1|CCAP	LOC108089843|XP_017043756.1|DFIC
OG0006908	CCAP1982_LOCUS5438|CAD6996759.1|CCAP	LOC108101754|XP_017061705.1|DFIC
OG0006909	CCAP1982_LOCUS5631|CAD6996965.1|CCAP	LOC108089268|XP_017042928.1|DFIC
OG0006910	CCAP1982_LOCUS5520|CAD6996844.1|CCAP	LOC108100968|XP_017060608.1|DFIC
OG0006911	CCAP1982_LOCUS9322|CAD7000848.1|CCAP	LOC108088719|XP_017042151.1|DFIC
OG0006912	CCAP1982_LOCUS5534|CAD6996858.1|CCAP	LOC108094451|XP_017050518.1|DFIC
OG0006913	CCAP1982_LOCUS7868|CAD6999341.1|CCAP	LOC108100871|XP_017060449.1|DFIC
OG0006914	CCAP1982_LOCUS13879|CAD7005519.1|CCAP	LOC108095438|XP_017052036.1|DFIC
OG0006915	CCAP1982_LOCUS12890|CAD7004486.1|CCAP	LOC108092499|XP_017047601.1|DFIC
OG0006916	CCAP1982_LOCUS6608|CAD6997992.1|CCAP	LOC108092656|XP_017047803.1|DFIC
OG0006917	CCAP1982_LOCUS6276|CAD6997643.1|CCAP	LOC108094542|XP_017050635.1|DFIC, LOC108100454|XP_017059872.1|DFIC
OG0006918	CCAP1982_LOCUS6219|CAD6997580.1|CCAP	LOC108094551|XP_017050648.1|DFIC
OG0006921	CCAP1982_LOCUS8766|CAD7000276.1|CCAP	LOC108092384|XP_017047425.1|DFIC
OG0006922	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP	LOC108092709|XP_017047919.1|DFIC
OG0006923	CCAP1982_LOCUS8722|CAD7000230.1|CCAP	LOC108092490|XP_017047574.1|DFIC
OG0006924	CCAP1982_LOCUS5568|CAD6996895.1|CCAP	LOC108102087|XP_017062228.1|DFIC
OG0006925	CCAP1982_LOCUS2530|CAD6993732.1|CCAP	LOC108086607|XP_017039070.1|DFIC
OG0006926	CCAP1982_LOCUS8948|CAD7000471.1|CCAP	LOC108092493|XP_017047577.1|DFIC
OG0006927	CCAP1982_LOCUS8942|CAD7000465.1|CCAP	LOC108092547|XP_017047670.1|DFIC
OG0006928	CCAP1982_LOCUS8939|CAD7000462.1|CCAP	LOC108092539|XP_017047656.1|DFIC
OG0006929	CCAP1982_LOCUS8843|CAD7000361.1|CCAP	LOC108100106|XP_017059342.1|DFIC
OG0006930	CCAP1982_LOCUS8846|CAD7000366.1|CCAP	LOC108089946|XP_017043925.1|DFIC
OG0006932	CCAP1982_LOCUS5658|CAD6996997.1|CCAP	LOC108089189|XP_017042814.1|DFIC
OG0006933	CCAP1982_LOCUS5646|CAD6996984.1|CCAP	LOC108089182|XP_017042807.1|DFIC
OG0006934	CCAP1982_LOCUS4601|CAD6995900.1|CCAP	LOC108092062|XP_017047012.1|DFIC
OG0006935	CCAP1982_LOCUS6277|CAD6997644.1|CCAP	LOC108094545|XP_017050642.1|DFIC
OG0006936	CCAP1982_LOCUS8400|CAD6999890.1|CCAP	LOC108088177|XP_017041344.1|DFIC
OG0006937	CCAP1982_LOCUS5709|CAD6997055.1|CCAP	LOC108089271|XP_017042932.1|DFIC
OG0006938	CCAP1982_LOCUS5742|CAD6997089.1|CCAP	LOC108101193|XP_017060925.1|DFIC
OG0006939	CCAP1982_LOCUS21452|CAD7013387.1|CCAP	LOC108097150|XP_017054759.1|DFIC
OG0006940	CCAP1982_LOCUS8047|CAD6999523.1|CCAP	LOC108100875|XP_017060456.1|DFIC
OG0006941	CCAP1982_LOCUS7072|CAD6998478.1|CCAP	LOC108100033|XP_017059242.1|DFIC
OG0006942	CCAP1982_LOCUS22668|CAD7014684.1|CCAP	LOC108096514|XP_017053630.1|DFIC
OG0006943	CCAP1982_LOCUS8610|CAD7000115.1|CCAP, CCAP1982_LOCUS8608|CAD7000113.1|CCAP	LOC108098247|XP_017056525.1|DFIC
OG0006944	CCAP1982_LOCUS8104|CAD6999579.1|CCAP	LOC108094139|XP_017050060.1|DFIC
OG0006945	CCAP1982_LOCUS6725|CAD6998111.1|CCAP	LOC108096079|XP_017052929.1|DFIC
OG0006946	CCAP1982_LOCUS1984|CAD6993158.1|CCAP	LOC108087249|XP_017040040.1|DFIC
OG0006947	CCAP1982_LOCUS5689|CAD6997030.1|CCAP	LOC108101747|XP_017061698.1|DFIC
OG0006948	CCAP1982_LOCUS5700|CAD6997043.1|CCAP	LOC108098350|XP_017056681.1|DFIC
OG0006949	CCAP1982_LOCUS7007|CAD6998407.1|CCAP	LOC108101277|XP_017061058.1|DFIC
OG0006950	CCAP1982_LOCUS5453|CAD6996778.1|CCAP	LOC108101395|XP_017061204.1|DFIC
OG0006951	CCAP1982_LOCUS5401|CAD6996721.1|CCAP	LOC108100951|XP_017060584.1|DFIC
OG0006952	CCAP1982_LOCUS2929|CAD6994163.1|CCAP	LOC108088067|XP_017041200.1|DFIC
OG0006953	CCAP1982_LOCUS11447|CAD7002984.1|CCAP	LOC108096371|XP_017053412.1|DFIC
OG0006954	CCAP1982_LOCUS8264|CAD6999738.1|CCAP	LOC108092276|XP_017047300.1|DFIC
OG0006955	CCAP1982_LOCUS3183|CAD6994432.1|CCAP	LOC108093293|XP_017048759.1|DFIC
OG0006956	CCAP1982_LOCUS7877|CAD6999350.1|CCAP	LOC108092325|XP_017047350.1|DFIC
OG0006957	CCAP1982_LOCUS5533|CAD6996857.1|CCAP	LOC108092701|XP_017047904.1|DFIC
OG0006958	CCAP1982_LOCUS21120|CAD7013036.1|CCAP	LOC108090957|XP_017045390.1|DFIC
OG0006959	CCAP1982_LOCUS14815|CAD7006498.1|CCAP	LOC108099043|XP_017057793.1|DFIC
OG0006960	CCAP1982_LOCUS5523|CAD6996847.1|CCAP	LOC108100999|XP_017060654.1|DFIC
OG0006961	CCAP1982_LOCUS7652|CAD6999107.1|CCAP	LOC108090627|XP_017044893.1|DFIC
OG0006962	CCAP1982_LOCUS6387|CAD6997756.1|CCAP	LOC108092368|XP_017047397.1|DFIC
OG0006964	CCAP1982_LOCUS5407|CAD6996727.1|CCAP	LOC108089247|XP_017042900.1|DFIC
OG0006965	CCAP1982_LOCUS8795|CAD7000309.1|CCAP	LOC108096076|XP_017052925.1|DFIC
OG0006966	CCAP1982_LOCUS6898|CAD6998289.1|CCAP	LOC108098332|XP_017056654.1|DFIC
OG0006967	CCAP1982_LOCUS21717|CAD7013674.1|CCAP	LOC108094912|XP_017051247.1|DFIC
OG0006968	CCAP1982_LOCUS21444|CAD7013379.1|CCAP	LOC108086427|XP_017038823.1|DFIC
OG0006969	CCAP1982_LOCUS11003|CAD7002514.1|CCAP	LOC108099925|XP_017059083.1|DFIC
OG0006970	CCAP1982_LOCUS2702|CAD6993910.1|CCAP	LOC108088425|XP_017041677.1|DFIC
OG0006971	CCAP1982_LOCUS7040|CAD6998441.1|CCAP	LOC108101334|XP_017061132.1|DFIC
OG0006972	CCAP1982_LOCUS5634|CAD6996968.1|CCAP	LOC108100026|XP_017059231.1|DFIC
OG0006973	CCAP1982_LOCUS6676|CAD6998062.1|CCAP	LOC108091412|XP_017046092.1|DFIC
OG0006975	CCAP1982_LOCUS8458|CAD6999950.1|CCAP	LOC108089858|XP_017043793.1|DFIC
OG0006976	CCAP1982_LOCUS7752|CAD6999218.1|CCAP	LOC108091744|XP_017046614.1|DFIC
OG0006979	CCAP1982_LOCUS6941|CAD6998337.1|CCAP	LOC108091461|XP_017046159.1|DFIC
OG0006980	CCAP1982_LOCUS5413|CAD6996733.1|CCAP	LOC108093439|XP_017048992.1|DFIC
OG0006981	CCAP1982_LOCUS6234|CAD6997598.1|CCAP	LOC108092667|XP_017047819.1|DFIC
OG0006982	CCAP1982_LOCUS7781|CAD6999250.1|CCAP	LOC108093427|XP_017048971.1|DFIC
OG0006983	CCAP1982_LOCUS6675|CAD6998061.1|CCAP	LOC108091493|XP_017046206.1|DFIC
OG0006984	CCAP1982_LOCUS8106|CAD6999582.1|CCAP	LOC108098224|XP_017056494.1|DFIC
OG0006985	CCAP1982_LOCUS8029|CAD6999505.1|CCAP	LOC108092608|XP_017047737.1|DFIC
OG0006986	CCAP1982_LOCUS7055|CAD6998458.1|CCAP	LOC108089960|XP_017043941.1|DFIC
OG0006987	CCAP1982_LOCUS22644|CAD7014656.1|CCAP	LOC108094290|XP_017050277.1|DFIC
OG0006988	CCAP1982_LOCUS8265|CAD6999739.1|CCAP	LOC108096084|XP_017052938.1|DFIC
OG0006989	CCAP1982_LOCUS7610|CAD6999064.1|CCAP	LOC108092274|XP_017047297.1|DFIC
OG0006991	CCAP1982_LOCUS5132|CAD6996463.1|CCAP	LOC108098671|XP_017057255.1|DFIC
OG0006992	CCAP1982_LOCUS7789|CAD6999259.1|CCAP	LOC108089886|XP_017043838.1|DFIC
OG0006993	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP	LOC108090601|XP_017044841.1|DFIC
OG0006994	CCAP1982_LOCUS8388|CAD6999879.1|CCAP	LOC108100872|XP_017060451.1|DFIC
OG0006995	CCAP1982_LOCUS5690|CAD6997031.1|CCAP	LOC108095345|XP_017051950.1|DFIC, LOC108092727|XP_017047945.1|DFIC
OG0006996	CCAP1982_LOCUS6107|CAD6997464.1|CCAP	LOC108092730|XP_017047947.1|DFIC
OG0006997	CCAP1982_LOCUS22555|CAD7014554.1|CCAP	LOC108090298|XP_017044396.1|DFIC
OG0006998	CCAP1982_LOCUS8778|CAD7000288.1|CCAP	LOC108095786|XP_017052532.1|DFIC
OG0006999	CCAP1982_LOCUS23139|CAD7015188.1|CCAP	LOC108094161|XP_017050097.1|DFIC
OG0007000	CCAP1982_LOCUS7504|CAD6998957.1|CCAP	LOC108091534|XP_017046289.1|DFIC
OG0007002	CCAP1982_LOCUS5776|CAD6997131.1|CCAP	LOC108094441|XP_017050503.1|DFIC
OG0007003	CCAP1982_LOCUS21089|CAD7012999.1|CCAP	LOC108086683|XP_017039165.1|DFIC
OG0007004	CCAP1982_LOCUS8615|CAD7000122.1|CCAP	LOC108092378|XP_017047410.1|DFIC
OG0007005	CCAP1982_LOCUS7656|CAD6999111.1|CCAP	LOC108090625|XP_017044891.1|DFIC
OG0007006	CCAP1982_LOCUS5395|CAD6996712.1|CCAP	LOC108098236|XP_017056512.1|DFIC
OG0007007	CCAP1982_LOCUS5618|CAD6996950.1|CCAP	LOC108089197|XP_017042830.1|DFIC
OG0007008	CCAP1982_LOCUS8437|CAD6999924.1|CCAP	LOC108101259|XP_017061002.1|DFIC
OG0007009	CCAP1982_LOCUS5645|CAD6996983.1|CCAP	LOC108089190|XP_017042816.1|DFIC
OG0007010	CCAP1982_LOCUS8665|CAD7000173.1|CCAP	LOC108096057|XP_017052900.1|DFIC
OG0007011	CCAP1982_LOCUS6463|CAD6997839.1|CCAP	LOC108091871|XP_017046741.1|DFIC
OG0007012	CCAP1982_LOCUS7841|CAD6999314.1|CCAP	LOC108089779|XP_017043662.1|DFIC
OG0007015	CCAP1982_LOCUS5400|CAD6996719.1|CCAP	LOC108092429|XP_017047498.1|DFIC
OG0007016	CCAP1982_LOCUS5545|CAD6996872.1|CCAP	LOC108100041|XP_017059254.1|DFIC
OG0007019	CCAP1982_LOCUS6166|CAD6997527.1|CCAP	LOC108101101|XP_017060805.1|DFIC
OG0007020	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP	LOC108094398|XP_017050455.1|DFIC
OG0007021	CCAP1982_LOCUS7488|CAD6998942.1|CCAP	LOC108091451|XP_017046139.1|DFIC
OG0007022	CCAP1982_LOCUS8723|CAD7000231.1|CCAP	LOC108092492|XP_017047575.1|DFIC
OG0007023	CCAP1982_LOCUS13964|CAD7005605.1|CCAP	LOC108089187|XP_017042813.1|DFIC
OG0007024	CCAP1982_LOCUS650|CAD6991738.1|CCAP	LOC108087156|XP_017039868.1|DFIC
OG0007026	CCAP1982_LOCUS6944|CAD6998342.1|CCAP	LOC108091460|XP_017046156.1|DFIC
OG0007027	CCAP1982_LOCUS7358|CAD6998809.1|CCAP	LOC108092328|XP_017047353.1|DFIC
OG0007028	CCAP1982_LOCUS7384|CAD6998835.1|CCAP	LOC108091465|XP_017046166.1|DFIC
OG0007029	CCAP1982_LOCUS8603|CAD7000105.1|CCAP	LOC108098257|XP_017056546.1|DFIC, LOC108086973|XP_017039618.1|DFIC
OG0007031	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP	LOC108094561|XP_017050659.1|DFIC
OG0007032	CCAP1982_LOCUS21398|CAD7013329.1|CCAP	LOC108088817|XP_017042274.1|DFIC
OG0007033	CCAP1982_LOCUS6554|CAD6997936.1|CCAP	LOC108090047|XP_017044041.1|DFIC
OG0007034	CCAP1982_LOCUS8181|CAD6999651.1|CCAP	LOC108092467|XP_017047545.1|DFIC
OG0007035	CCAP1982_LOCUS23410|CAD7015470.1|CCAP	LOC108097801|XP_017055821.1|DFIC
OG0007037	CCAP1982_LOCUS3270|CAD6994526.1|CCAP	LOC108099560|XP_017058637.1|DFIC
OG0007038	CCAP1982_LOCUS7155|CAD6998576.1|CCAP	LOC108096873|XP_017054291.1|DFIC
OG0007040	CCAP1982_LOCUS8336|CAD6999824.1|CCAP	LOC108094505|XP_017050594.1|DFIC
OG0007041	CCAP1982_LOCUS6403|CAD6997778.1|CCAP	LOC108095767|XP_017052482.1|DFIC
OG0007042	CCAP1982_LOCUS5381|CAD6996697.1|CCAP	LOC108098740|XP_017057360.1|DFIC
OG0007043	CCAP1982_LOCUS4565|CAD6995864.1|CCAP	LOC108090171|XP_017044232.1|DFIC
OG0007045	CCAP1982_LOCUS99|CAD6991159.1|CCAP	LOC108101049|XP_017060722.1|DFIC
OG0007046	CCAP1982_LOCUS4323|CAD6995617.1|CCAP	LOC108090225|XP_017044309.1|DFIC
OG0007047	CCAP1982_LOCUS8507|CAD7000001.1|CCAP	LOC108089777|XP_017043660.1|DFIC
OG0007048	CCAP1982_LOCUS8594|CAD7000096.1|CCAP	LOC108094162|XP_017050098.1|DFIC
OG0007049	CCAP1982_LOCUS9153|CAD7000679.1|CCAP	LOC108101331|XP_017061129.1|DFIC
OG0007050	CCAP1982_LOCUS8068|CAD6999548.1|CCAP	LOC108100903|XP_017060505.1|DFIC
OG0007051	CCAP1982_LOCUS8732|CAD7000240.1|CCAP	LOC108092497|XP_017047593.1|DFIC
OG0007053	CCAP1982_LOCUS4789|CAD6996083.1|CCAP	LOC108098834|XP_017057479.1|DFIC
OG0007054	CCAP1982_LOCUS21443|CAD7013378.1|CCAP	LOC108090846|XP_017045207.1|DFIC
OG0007055	CCAP1982_LOCUS22840|CAD7014876.1|CCAP	LOC108090470|XP_017044656.1|DFIC
OG0007056	CCAP1982_LOCUS12881|CAD7004476.1|CCAP	LOC108099189|XP_017058045.1|DFIC
OG0007059	CCAP1982_LOCUS8284|CAD6999761.1|CCAP	LOC108100799|XP_017060345.1|DFIC
OG0007060	CCAP1982_LOCUS8288|CAD6999765.1|CCAP	LOC108100800|XP_017060347.1|DFIC, LOC108095475|XP_017052082.1|DFIC
OG0007061	CCAP1982_LOCUS8289|CAD6999766.1|CCAP	LOC108100813|XP_017060369.1|DFIC
OG0007062	CCAP1982_LOCUS7441|CAD6998894.1|CCAP	LOC108091471|XP_017046177.1|DFIC
OG0007063	CCAP1982_LOCUS5521|CAD6996845.1|CCAP	LOC108100992|XP_017060646.1|DFIC
OG0007064	CCAP1982_LOCUS21728|CAD7013687.1|CCAP	LOC108090482|XP_017044672.1|DFIC
OG0007065	CCAP1982_LOCUS8842|CAD7000360.1|CCAP	LOC108099843|XP_017058979.1|DFIC
OG0007066	CCAP1982_LOCUS13819|CAD7005459.1|CCAP	LOC108096184|XP_017053056.1|DFIC
OG0007067	CCAP1982_LOCUS7438|CAD6998891.1|CCAP	LOC108100076|XP_017059305.1|DFIC
OG0007068	CCAP1982_LOCUS6290|CAD6997660.1|CCAP	LOC108089177|XP_017042802.1|DFIC
OG0007070	CCAP1982_LOCUS21250|CAD7013179.1|CCAP	LOC108096780|XP_017054144.1|DFIC
OG0007071	CCAP1982_LOCUS22928|CAD7014968.1|CCAP	LOC108090811|XP_017045157.1|DFIC
OG0007073	CCAP1982_LOCUS8062|CAD6999541.1|CCAP	LOC108101306|XP_017061097.1|DFIC
OG0007074	CCAP1982_LOCUS20176|CAD7012076.1|CCAP	LOC108090952|XP_017045385.1|DFIC
OG0007075	CCAP1982_LOCUS8114|CAD6999590.1|CCAP	LOC108092402|XP_017047454.1|DFIC
OG0007076	CCAP1982_LOCUS22136|CAD7014131.1|CCAP	LOC108101571|XP_017061470.1|DFIC
OG0007077	CCAP1982_LOCUS7920|CAD6999394.1|CCAP	LOC108100053|XP_017059275.1|DFIC
OG0007078	CCAP1982_LOCUS7354|CAD6998803.1|CCAP	LOC108092320|XP_017047344.1|DFIC
OG0007079	CCAP1982_LOCUS7353|CAD6998799.1|CCAP	LOC108092324|XP_017047348.1|DFIC
OG0007080	CCAP1982_LOCUS6393|CAD6997763.1|CCAP	LOC108097856|XP_017055881.1|DFIC
OG0007081	CCAP1982_LOCUS5561|CAD6996887.1|CCAP	LOC108094377|XP_017050414.1|DFIC
OG0007082	CCAP1982_LOCUS6673|CAD6998057.1|CCAP	LOC108091492|XP_017046205.1|DFIC
OG0007083	CCAP1982_LOCUS6906|CAD6998297.1|CCAP	LOC108093475|XP_017049050.1|DFIC
OG0007086	CCAP1982_LOCUS8255|CAD6999729.1|CCAP	LOC108098263|XP_017056551.1|DFIC
OG0007087	CCAP1982_LOCUS6897|CAD6998288.1|CCAP	LOC108088341|XP_017041576.1|DFIC
OG0007088	CCAP1982_LOCUS6895|CAD6998286.1|CCAP	LOC108098336|XP_017056665.1|DFIC
OG0007089	CCAP1982_LOCUS7485|CAD6998938.1|CCAP	LOC108091444|XP_017046128.1|DFIC
OG0007090	CCAP1982_LOCUS8235|CAD6999709.1|CCAP	LOC108092449|XP_017047523.1|DFIC
OG0007091	CCAP1982_LOCUS6972|CAD6998372.1|CCAP	LOC108098230|XP_017056501.1|DFIC
OG0007092	CCAP1982_LOCUS4644|CAD6995942.1|CCAP	LOC108092109|XP_017047095.1|DFIC
OG0007093	CCAP1982_LOCUS10850|CAD7002356.1|CCAP	LOC108101209|XP_017060946.1|DFIC
OG0007095	CCAP1982_LOCUS7737|CAD6999203.1|CCAP	LOC108086324|XP_017038714.1|DFIC
OG0007096	CCAP1982_LOCUS5513|CAD6996840.1|CCAP	LOC108098329|XP_017056646.1|DFIC
OG0007097	CCAP1982_LOCUS7965|CAD6999441.1|CCAP	LOC108089771|XP_017043651.1|DFIC
OG0007098	CCAP1982_LOCUS7969|CAD6999445.1|CCAP	LOC108089961|XP_017043942.1|DFIC
OG0007099	CCAP1982_LOCUS2724|CAD6993938.1|CCAP	LOC108087127|XP_017039812.1|DFIC
OG0007100	CCAP1982_LOCUS7691|CAD6999152.1|CCAP	LOC108088168|XP_017041329.1|DFIC
OG0007102	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP	LOC108091484|XP_017046194.1|DFIC
OG0007103	CCAP1982_LOCUS6721|CAD6998107.1|CCAP	LOC108101233|XP_017060972.1|DFIC
OG0007104	CCAP1982_LOCUS5635|CAD6996970.1|CCAP	LOC108100058|XP_017059279.1|DFIC
OG0007105	CCAP1982_LOCUS5711|CAD6997057.1|CCAP	LOC108089167|XP_017042787.1|DFIC
OG0007106	CCAP1982_LOCUS7479|CAD6998932.1|CCAP	LOC108091563|XP_017046325.1|DFIC
OG0007107	CCAP1982_LOCUS8486|CAD6999982.1|CCAP	LOC108094163|XP_017050100.1|DFIC
OG0007109	CCAP1982_LOCUS8807|CAD7000324.1|CCAP	LOC108101217|XP_017060955.1|DFIC
OG0007110	CCAP1982_LOCUS8571|CAD7000070.1|CCAP	LOC108092326|XP_017047351.1|DFIC
OG0007111	CCAP1982_LOCUS7393|CAD6998844.1|CCAP	LOC108100851|XP_017060419.1|DFIC
OG0007112	CCAP1982_LOCUS7501|CAD6998954.1|CCAP	LOC108091549|XP_017046309.1|DFIC
OG0007113	CCAP1982_LOCUS2444|CAD6993634.1|CCAP	LOC108095815|XP_017052577.1|DFIC
OG0007114	CCAP1982_LOCUS8259|CAD6999733.1|CCAP	LOC108093484|XP_017049059.1|DFIC
OG0007115	CCAP1982_LOCUS8261|CAD6999735.1|CCAP	LOC108092277|XP_017047301.1|DFIC
OG0007116	CCAP1982_LOCUS8864|CAD7000388.1|CCAP	LOC108100869|XP_017060445.1|DFIC
OG0007117	CCAP1982_LOCUS7696|CAD6999158.1|CCAP	LOC108101303|XP_017061093.1|DFIC
OG0007118	CCAP1982_LOCUS8559|CAD7000055.1|CCAP	LOC108098700|XP_017057299.1|DFIC
OG0007124	CCAP1982_LOCUS14438|CAD7006106.1|CCAP	LOC108089411|XP_017043098.1|DFIC
OG0007125	CCAP1982_LOCUS13823|CAD7005463.1|CCAP	LOC108095450|XP_017052048.1|DFIC
OG0007126	CCAP1982_LOCUS13816|CAD7005456.1|CCAP	LOC108096410|XP_017053472.1|DFIC
OG0007127	CCAP1982_LOCUS14233|CAD7005893.1|CCAP	LOC108100560|XP_017060023.1|DFIC
OG0007128	CCAP1982_LOCUS13827|CAD7005467.1|CCAP	LOC108095401|XP_017051973.1|DFIC
OG0007129	CCAP1982_LOCUS13825|CAD7005465.1|CCAP	LOC108095451|XP_017052051.1|DFIC
OG0007130	CCAP1982_LOCUS13965|CAD7005606.1|CCAP	LOC108100455|XP_017059869.1|DFIC
OG0007131	CCAP1982_LOCUS11653|CAD7003191.1|CCAP	LOC108093592|XP_017049207.1|DFIC
OG0007132	CCAP1982_LOCUS11686|CAD7003225.1|CCAP	LOC108093585|XP_017049199.1|DFIC
OG0007133	CCAP1982_LOCUS13226|CAD7004840.1|CCAP	LOC108089390|XP_017043062.1|DFIC
OG0007134	CCAP1982_LOCUS12053|CAD7003609.1|CCAP	LOC108089491|XP_017043261.1|DFIC
OG0007135	CCAP1982_LOCUS11440|CAD7002977.1|CCAP	LOC108089630|XP_017043482.1|DFIC
OG0007136	CCAP1982_LOCUS11814|CAD7003355.1|CCAP	LOC108100500|XP_017059935.1|DFIC
OG0007142	CCAP1982_LOCUS14614|CAD7006291.1|CCAP	LOC108088885|XP_017042372.1|DFIC
OG0007143	CCAP1982_LOCUS3194|CAD6994446.1|CCAP	LOC108088449|XP_017041716.1|DFIC
OG0007144	CCAP1982_LOCUS241|CAD6991312.1|CCAP	LOC108099565|XP_017058651.1|DFIC
OG0007145	CCAP1982_LOCUS430|CAD6991507.1|CCAP	LOC108091974|XP_017046873.1|DFIC
OG0007146	CCAP1982_LOCUS433|CAD6991511.1|CCAP	LOC108095874|XP_017052668.1|DFIC
OG0007149	CCAP1982_LOCUS22324|CAD7014327.1|CCAP	LOC108101558|XP_017061446.1|DFIC
OG0007150	CCAP1982_LOCUS11655|CAD7003193.1|CCAP	LOC108093595|XP_017049210.1|DFIC
OG0007151	CCAP1982_LOCUS11432|CAD7002968.1|CCAP	LOC108087413|XP_017040242.1|DFIC
OG0007154	CCAP1982_LOCUS20283|CAD7012182.1|CCAP	LOC108093713|XP_017049406.1|DFIC
OG0007155	CCAP1982_LOCUS19995|CAD7011883.1|CCAP	LOC108101801|XP_017061767.1|DFIC
OG0007156	CCAP1982_LOCUS1430|CAD6992582.1|CCAP	LOC108093324|XP_017048801.1|DFIC
OG0007157	CCAP1982_LOCUS563|CAD6991649.1|CCAP	LOC108090188|XP_017044264.1|DFIC
OG0007158	CCAP1982_LOCUS12225|CAD7003791.1|CCAP	LOC108099151|XP_017057985.1|DFIC
OG0007160	CCAP1982_LOCUS4974|CAD6996290.1|CCAP	LOC108102044|XP_017062156.1|DFIC
OG0007163	CCAP1982_LOCUS149|CAD6991211.1|CCAP	LOC108100757|XP_017060280.1|DFIC
OG0007164	CCAP1982_LOCUS148|CAD6991210.1|CCAP	LOC108100753|XP_017060274.1|DFIC
OG0007174	CCAP1982_LOCUS777|CAD6991886.1|CCAP	LOC108095974|XP_017052807.1|DFIC
OG0007175	CCAP1982_LOCUS14454|CAD7006122.1|CCAP	LOC108089416|XP_017043108.1|DFIC
OG0007176	CCAP1982_LOCUS829|CAD6991941.1|CCAP	LOC108095991|XP_017052825.1|DFIC
OG0007177	CCAP1982_LOCUS748|CAD6991849.1|CCAP	LOC108090120|XP_017044140.1|DFIC
OG0007178	CCAP1982_LOCUS867|CAD6991980.1|CCAP	LOC108099459|XP_017058496.1|DFIC
OG0007179	CCAP1982_LOCUS750|CAD6991852.1|CCAP	LOC108098555|XP_017057049.1|DFIC
OG0007180	CCAP1982_LOCUS745|CAD6991846.1|CCAP	LOC108090121|XP_017044141.1|DFIC
OG0007182	CCAP1982_LOCUS967|CAD6992087.1|CCAP	LOC108101127|XP_017060840.1|DFIC
OG0007183	CCAP1982_LOCUS970|CAD6992091.1|CCAP	LOC108101075|XP_017060758.1|DFIC
OG0007184	CCAP1982_LOCUS962|CAD6992082.1|CCAP	LOC108101128|XP_017060844.1|DFIC
OG0007185	CCAP1982_LOCUS7881|CAD6999354.1|CCAP	LOC108101280|XP_017061062.1|DFIC
OG0007186	CCAP1982_LOCUS906|CAD6992022.1|CCAP	LOC108102251|XP_017062488.1|DFIC
OG0007187	CCAP1982_LOCUS335|CAD6991408.1|CCAP	LOC108095877|XP_017052671.1|DFIC
OG0007188	CCAP1982_LOCUS5020|CAD6996342.1|CCAP	LOC108099532|XP_017058593.1|DFIC
OG0007189	CCAP1982_LOCUS4951|CAD6996268.1|CCAP	LOC108098897|XP_017057578.1|DFIC
OG0007190	CCAP1982_LOCUS708|CAD6991805.1|CCAP	LOC108102018|XP_017062105.1|DFIC
OG0007191	CCAP1982_LOCUS12894|CAD7004492.1|CCAP	LOC108099841|XP_017058976.1|DFIC
OG0007195	CCAP1982_LOCUS680|CAD6991773.1|CCAP	LOC108091382|XP_017046051.1|DFIC
OG0007196	CCAP1982_LOCUS451|CAD6991533.1|CCAP	LOC108088410|XP_017041658.1|DFIC
OG0007197	CCAP1982_LOCUS13596|CAD7005238.1|CCAP	LOC108086927|XP_017039519.1|DFIC
OG0007198	CCAP1982_LOCUS898|CAD6992012.1|CCAP	LOC108101025|XP_017060681.1|DFIC
OG0007199	CCAP1982_LOCUS580|CAD6991666.1|CCAP	LOC108087291|XP_017040091.1|DFIC
OG0007200	CCAP1982_LOCUS4879|CAD6996187.1|CCAP	LOC108102068|XP_017062197.1|DFIC
OG0007201	CCAP1982_LOCUS11204|CAD7002729.1|CCAP	LOC108089647|XP_017043504.1|DFIC
OG0007202	CCAP1982_LOCUS13344|CAD7004966.1|CCAP	LOC108089379|XP_017043048.1|DFIC
OG0007203	CCAP1982_LOCUS13330|CAD7004951.1|CCAP	LOC108089375|XP_017043042.1|DFIC
OG0007205	CCAP1982_LOCUS13329|CAD7004950.1|CCAP	LOC108089627|XP_017043480.1|DFIC
OG0007206	CCAP1982_LOCUS716|CAD6991815.1|CCAP	LOC108102038|XP_017062149.1|DFIC
