Orthogroup	CCAP.longest_only	DBIA.longest_only
OG0007578	CCAP1982_LOCUS8258|CAD6999732.1|CCAP	LOC108034071|XP_016964322.1|DBIA
OG0007579	CCAP1982_LOCUS19990|CAD7011878.1|CCAP	LOC108029762|XP_016957756.1|DBIA
OG0007580	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP	LOC108030550|XP_016958932.1|DBIA
OG0007581	CCAP1982_LOCUS7886|CAD6999359.1|CCAP	LOC108034603|XP_016965028.1|DBIA
OG0007582	CCAP1982_LOCUS19671|CAD7011582.1|CCAP	LOC108026256|XP_016952599.1|DBIA
OG0007583	CCAP1982_LOCUS20397|CAD7012301.1|CCAP	LOC108022944|XP_016947649.1|DBIA
OG0007586	CCAP1982_LOCUS7857|CAD6999330.1|CCAP	LOC108032593|XP_016961995.1|DBIA
OG0007588	CCAP1982_LOCUS6494|CAD6997875.1|CCAP	LOC108026737|XP_016953346.1|DBIA
OG0007590	CCAP1982_LOCUS13797|CAD7005437.1|CCAP	LOC108035076|XP_016965958.1|DBIA
OG0007591	CCAP1982_LOCUS20692|CAD7012608.1|CCAP	LOC108036324|XP_016967827.1|DBIA
OG0007592	CCAP1982_LOCUS23135|CAD7015184.1|CCAP	LOC108026755|XP_016953375.1|DBIA
OG0007594	CCAP1982_LOCUS20687|CAD7012602.1|CCAP	LOC108036657|XP_016968425.1|DBIA
OG0007595	CCAP1982_LOCUS20149|CAD7012047.1|CCAP	LOC108026949|XP_016953651.1|DBIA
OG0007596	CCAP1982_LOCUS14908|CAD7006597.1|CCAP	LOC108034591|XP_016965013.1|DBIA
OG0007597	CCAP1982_LOCUS14324|CAD7005988.1|CCAP	LOC108028791|XP_016956262.1|DBIA
OG0007598	CCAP1982_LOCUS20657|CAD7012572.1|CCAP	LOC108030147|XP_016958356.1|DBIA
OG0007599	CCAP1982_LOCUS14332|CAD7005996.1|CCAP	LOC108028741|XP_016956197.1|DBIA
OG0007600	CCAP1982_LOCUS14329|CAD7005993.1|CCAP	LOC108035931|XP_016967210.1|DBIA
OG0007601	CCAP1982_LOCUS13408|CAD7005037.1|CCAP	LOC108030522|XP_016958898.1|DBIA
OG0007602	CCAP1982_LOCUS13550|CAD7005190.1|CCAP	LOC108030926|XP_016959609.1|DBIA
OG0007603	CCAP1982_LOCUS13547|CAD7005187.1|CCAP	LOC108030886|XP_016959537.1|DBIA
OG0007604	CCAP1982_LOCUS12145|CAD7003708.1|CCAP	LOC108030127|XP_016958324.1|DBIA
OG0007605	CCAP1982_LOCUS13694|CAD7005334.1|CCAP	LOC108030736|XP_016959267.1|DBIA
OG0007606	CCAP1982_LOCUS13996|CAD7005638.1|CCAP	LOC108030575|XP_016958999.1|DBIA
OG0007607	CCAP1982_LOCUS3980|CAD6995259.1|CCAP	LOC108025260|XP_016951109.1|DBIA
OG0007608	CCAP1982_LOCUS13805|CAD7005445.1|CCAP	LOC108028324|XP_016955545.1|DBIA
OG0007611	CCAP1982_LOCUS9402|CAD7000927.1|CCAP	LOC108035728|XP_016966922.1|DBIA
OG0007612	CCAP1982_LOCUS20352|CAD7012256.1|CCAP	LOC108036574|XP_016968311.1|DBIA
OG0007613	CCAP1982_LOCUS19720|CAD7011631.1|CCAP	LOC108023011|XP_016947733.1|DBIA
OG0007614	CCAP1982_LOCUS12603|CAD7004184.1|CCAP	LOC108035472|XP_016966610.1|DBIA
OG0007615	CCAP1982_LOCUS3769|CAD6995039.1|CCAP	LOC108029892|XP_016957874.1|DBIA
OG0007616	CCAP1982_LOCUS3797|CAD6995074.1|CCAP	LOC108026287|XP_016952642.1|DBIA
OG0007617	CCAP1982_LOCUS14314|CAD7005976.1|CCAP	LOC108030616|XP_016959099.1|DBIA
OG0007618	CCAP1982_LOCUS14497|CAD7006170.1|CCAP	LOC108034620|XP_016965045.1|DBIA
OG0007619	CCAP1982_LOCUS14496|CAD7006169.1|CCAP	LOC108035155|XP_016966094.1|DBIA
OG0007620	CCAP1982_LOCUS14166|CAD7005820.1|CCAP	LOC108034836|XP_016965444.1|DBIA
OG0007621	CCAP1982_LOCUS22947|CAD7014989.1|CCAP	LOC108036651|XP_016968420.1|DBIA
OG0007622	CCAP1982_LOCUS13416|CAD7005045.1|CCAP	LOC108028246|XP_016955414.1|DBIA
OG0007623	CCAP1982_LOCUS13949|CAD7005590.1|CCAP	LOC108028333|XP_016955566.1|DBIA
OG0007624	CCAP1982_LOCUS14262|CAD7005924.1|CCAP	LOC108028771|XP_016956237.1|DBIA
OG0007625	CCAP1982_LOCUS13677|CAD7005316.1|CCAP	LOC108028351|XP_016955594.1|DBIA
OG0007626	CCAP1982_LOCUS14397|CAD7006062.1|CCAP	LOC108028334|XP_016955576.1|DBIA
OG0007627	CCAP1982_LOCUS14398|CAD7006063.1|CCAP	LOC108030858|XP_016959495.1|DBIA
OG0007628	CCAP1982_LOCUS10081|CAD7001587.1|CCAP	LOC108035643|XP_016966840.1|DBIA
OG0007629	CCAP1982_LOCUS10815|CAD7002325.1|CCAP	LOC108035380|XP_016966475.1|DBIA
OG0007630	CCAP1982_LOCUS4525|CAD6995822.1|CCAP	LOC108031339|XP_016960092.1|DBIA
OG0007631	CCAP1982_LOCUS2707|CAD6993916.1|CCAP	LOC108024621|XP_016950148.1|DBIA
OG0007632	CCAP1982_LOCUS11130|CAD7002647.1|CCAP	LOC108030166|XP_016958392.1|DBIA
OG0007633	CCAP1982_LOCUS8796|CAD7000310.1|CCAP	LOC108033757|XP_016963819.1|DBIA
OG0007634	CCAP1982_LOCUS1668|CAD6992831.1|CCAP	LOC108025507|XP_016951518.1|DBIA
OG0007635	CCAP1982_LOCUS10959|CAD7002470.1|CCAP	LOC108032703|XP_016962170.1|DBIA
OG0007637	CCAP1982_LOCUS5885|CAD6997252.1|CCAP	LOC108026904|XP_016953606.1|DBIA
OG0007638	CCAP1982_LOCUS21753|CAD7013716.1|CCAP	LOC108023360|XP_016948230.1|DBIA
OG0007639	CCAP1982_LOCUS599|CAD6991686.1|CCAP	LOC108024240|XP_016949610.1|DBIA
OG0007640	CCAP1982_LOCUS21568|CAD7013509.1|CCAP	LOC108022566|XP_016947053.1|DBIA
OG0007642	CCAP1982_LOCUS19674|CAD7011585.1|CCAP	LOC108036444|XP_016968073.1|DBIA
OG0007643	CCAP1982_LOCUS4813|CAD6996118.1|CCAP	LOC108026372|XP_016952782.1|DBIA
OG0007644	CCAP1982_LOCUS156|CAD6991218.1|CCAP	LOC108023869|XP_016949037.1|DBIA
OG0007645	CCAP1982_LOCUS5035|CAD6996357.1|CCAP	LOC108026070|XP_016952257.1|DBIA
OG0007646	CCAP1982_LOCUS6628|CAD6998011.1|CCAP	LOC108034351|XP_016964726.1|DBIA
OG0007647	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP	LOC108032374|XP_016961684.1|DBIA
OG0007648	CCAP1982_LOCUS21866|CAD7013847.1|CCAP	LOC108029752|XP_016957736.1|DBIA
OG0007649	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP	LOC108035385|XP_016966481.1|DBIA
OG0007650	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP	LOC108026522|XP_016952957.1|DBIA
OG0007651	CCAP1982_LOCUS12221|CAD7003785.1|CCAP	LOC108036509|XP_016968204.1|DBIA
OG0007652	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP	LOC108029571|XP_016957418.1|DBIA
OG0007653	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP	LOC108028500|XP_016955865.1|DBIA
OG0007664	CCAP1982_LOCUS1443|CAD6992594.1|CCAP	LOC108031126|XP_016959829.1|DBIA
OG0007668	CCAP1982_LOCUS19885|CAD7011773.1|CCAP	LOC108036151|XP_016967631.1|DBIA
OG0007673	CCAP1982_LOCUS3400|CAD6994666.1|CCAP	LOC108025239|XP_016951074.1|DBIA
OG0007680	CCAP1982_LOCUS6389|CAD6997759.1|CCAP	LOC108027873|XP_016954977.1|DBIA
OG0007681	CCAP1982_LOCUS20806|CAD7012699.1|CCAP	LOC108031957|XP_016961234.1|DBIA
OG0007688	CCAP1982_LOCUS2680|CAD6993886.1|CCAP	LOC108026157|XP_016952381.1|DBIA
OG0007691	CCAP1982_LOCUS3918|CAD6995199.1|CCAP	LOC108024740|XP_016950326.1|DBIA
OG0007704	CCAP1982_LOCUS3314|CAD6994576.1|CCAP	LOC108025103|XP_016950856.1|DBIA
OG0007717	CCAP1982_LOCUS3328|CAD6994589.1|CCAP	LOC108025357|XP_016951306.1|DBIA
OG0007737	CCAP1982_LOCUS1041|CAD6992165.1|CCAP	LOC108031775|XP_016960973.1|DBIA
OG0007738	CCAP1982_LOCUS2234|CAD6993419.1|CCAP	LOC108031756|XP_016960950.1|DBIA
OG0007743	CCAP1982_LOCUS2502|CAD6993696.1|CCAP	LOC108026385|XP_016952795.1|DBIA
OG0007745	CCAP1982_LOCUS2113|CAD6993299.1|CCAP	LOC108024704|XP_016950290.1|DBIA
OG0007750	CCAP1982_LOCUS1760|CAD6992927.1|CCAP	LOC108025312|XP_016951201.1|DBIA
OG0007758	CCAP1982_LOCUS5563|CAD6996889.1|CCAP	LOC108034025|XP_016964253.1|DBIA
OG0007759	CCAP1982_LOCUS1122|CAD6992252.1|CCAP	LOC108025442|XP_016951428.1|DBIA
OG0007766	CCAP1982_LOCUS2350|CAD6993538.1|CCAP	LOC108031909|XP_016961166.1|DBIA
OG0007777	CCAP1982_LOCUS22259|CAD7014256.1|CCAP	LOC108024004|XP_016949234.1|DBIA
OG0007779	CCAP1982_LOCUS14828|CAD7006514.1|CCAP	LOC108035281|XP_016966335.1|DBIA
OG0007784	CCAP1982_LOCUS1991|CAD6993166.1|CCAP	LOC108024974|XP_016950706.1|DBIA
OG0007786	CCAP1982_LOCUS6878|CAD6998269.1|CCAP	LOC108028977|XP_016956506.1|DBIA
OG0007787	CCAP1982_LOCUS1999|CAD6993177.1|CCAP	LOC108025545|XP_016951564.1|DBIA
OG0007788	CCAP1982_LOCUS3254|CAD6994510.1|CCAP	LOC108031979|XP_016961262.1|DBIA
OG0007789	CCAP1982_LOCUS2408|CAD6993598.1|CCAP	LOC108031051|XP_016959740.1|DBIA
OG0007790	CCAP1982_LOCUS1486|CAD6992640.1|CCAP	LOC108026142|XP_016952360.1|DBIA
OG0007791	CCAP1982_LOCUS1483|CAD6992635.1|CCAP	LOC108025348|XP_016951294.1|DBIA
OG0007793	CCAP1982_LOCUS4261|CAD6995550.1|CCAP	LOC108031417|XP_016960307.1|DBIA
OG0007797	CCAP1982_LOCUS1089|CAD6992219.1|CCAP	LOC108025333|XP_016951251.1|DBIA
OG0007798	CCAP1982_LOCUS1088|CAD6992218.1|CCAP	LOC108025296|XP_016951174.1|DBIA
OG0007799	CCAP1982_LOCUS3863|CAD6995140.1|CCAP	LOC108031084|XP_016959779.1|DBIA
OG0007800	CCAP1982_LOCUS3705|CAD6994974.1|CCAP	LOC108032224|XP_016961575.1|DBIA
OG0007801	CCAP1982_LOCUS3472|CAD6994739.1|CCAP	LOC108026404|XP_016952816.1|DBIA
OG0007803	CCAP1982_LOCUS3000|CAD6994238.1|CCAP	LOC108030955|XP_016959644.1|DBIA
OG0007808	CCAP1982_LOCUS3479|CAD6994746.1|CCAP	LOC108026465|XP_016952895.1|DBIA
OG0007811	CCAP1982_LOCUS3656|CAD6994923.1|CCAP	LOC108031429|XP_016960321.1|DBIA
OG0007813	CCAP1982_LOCUS2961|CAD6994197.1|CCAP	LOC108031715|XP_016960870.1|DBIA
OG0007816	CCAP1982_LOCUS2858|CAD6994089.1|CCAP	LOC108028729|XP_016956180.1|DBIA
OG0007817	CCAP1982_LOCUS2855|CAD6994086.1|CCAP	LOC108027334|XP_016954235.1|DBIA
OG0007820	CCAP1982_LOCUS2250|CAD6993437.1|CCAP	LOC108025303|XP_016951187.1|DBIA
OG0007821	CCAP1982_LOCUS1080|CAD6992209.1|CCAP	LOC108025531|XP_016951545.1|DBIA
OG0007822	CCAP1982_LOCUS1081|CAD6992210.1|CCAP	LOC108025530|XP_016951543.1|DBIA
OG0007823	CCAP1982_LOCUS1083|CAD6992213.1|CCAP	LOC108025012|XP_016950756.1|DBIA
OG0007824	CCAP1982_LOCUS1414|CAD6992569.1|CCAP	LOC108026210|XP_016952515.1|DBIA
OG0007825	CCAP1982_LOCUS3989|CAD6995268.1|CCAP	LOC108023984|XP_016949206.1|DBIA
OG0007826	CCAP1982_LOCUS1911|CAD6993081.1|CCAP	LOC108024575|XP_016950060.1|DBIA
OG0007828	CCAP1982_LOCUS14905|CAD7006594.1|CCAP	LOC108028691|XP_016956124.1|DBIA
OG0007829	CCAP1982_LOCUS1661|CAD6992823.1|CCAP	LOC108024953|XP_016950675.1|DBIA
OG0007830	CCAP1982_LOCUS1152|CAD6992284.1|CCAP	LOC108023410|XP_016948360.1|DBIA
OG0007835	CCAP1982_LOCUS3471|CAD6994738.1|CCAP	LOC108026300|XP_016952672.1|DBIA
OG0007836	CCAP1982_LOCUS1279|CAD6992415.1|CCAP	LOC108031092|XP_016959788.1|DBIA
OG0007838	CCAP1982_LOCUS2060|CAD6993243.1|CCAP	LOC108027079|XP_016953783.1|DBIA
OG0007840	CCAP1982_LOCUS1667|CAD6992830.1|CCAP	LOC108025505|XP_016951516.1|DBIA
OG0007842	CCAP1982_LOCUS2723|CAD6993937.1|CCAP	LOC108026261|XP_016952603.1|DBIA
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC108026096|XP_016952285.1|DBIA
OG0007844	CCAP1982_LOCUS22686|CAD7014704.1|CCAP	LOC108029905|XP_016957885.1|DBIA
OG0007845	CCAP1982_LOCUS2347|CAD6993535.1|CCAP	LOC108031125|XP_016959826.1|DBIA
OG0007847	CCAP1982_LOCUS2685|CAD6993892.1|CCAP	LOC108026399|XP_016952811.1|DBIA
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC108026400|XP_016952812.1|DBIA
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC108031789|XP_016960991.1|DBIA
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC108031788|XP_016960990.1|DBIA
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC108025066|XP_016950812.1|DBIA
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC108027057|XP_016953755.1|DBIA
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC108024844|XP_016950471.1|DBIA
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC108026342|XP_016952735.1|DBIA
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC108031235|XP_016959960.1|DBIA
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC108026401|XP_016952813.1|DBIA
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC108024721|XP_016950302.1|DBIA
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC108036105|XP_016967566.1|DBIA
OG0007860	CCAP1982_LOCUS3508|CAD6994777.1|CCAP	LOC108032110|XP_016961430.1|DBIA
OG0007861	CCAP1982_LOCUS3497|CAD6994766.1|CCAP	LOC108031561|XP_016960595.1|DBIA
OG0007862	CCAP1982_LOCUS1077|CAD6992205.1|CCAP	LOC108025190|XP_016950989.1|DBIA
OG0007863	CCAP1982_LOCUS7597|CAD6999050.1|CCAP	LOC108033759|XP_016963825.1|DBIA
OG0007864	CCAP1982_LOCUS1312|CAD6992455.1|CCAP	LOC108031888|XP_016961143.1|DBIA
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC108024695|XP_016950263.1|DBIA
OG0007867	CCAP1982_LOCUS2932|CAD6994167.1|CCAP	LOC108031970|XP_016961251.1|DBIA
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC108026105|XP_016952294.1|DBIA
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC108028422|XP_016955738.1|DBIA
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC108028552|XP_016955944.1|DBIA
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC108036454|XP_016968105.1|DBIA
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC108030344|XP_016958698.1|DBIA
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC108028452|XP_016955784.1|DBIA
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC108023953|XP_016949135.1|DBIA
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC108035527|XP_016966685.1|DBIA
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC108035159|XP_016966103.1|DBIA
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC108035158|XP_016966096.1|DBIA
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC108034411|XP_016964783.1|DBIA
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC108036456|XP_016968109.1|DBIA
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC108035156|XP_016966095.1|DBIA
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC108028627|XP_016956036.1|DBIA
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC108028786|XP_016956255.1|DBIA
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC108035461|XP_016966592.1|DBIA
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC108025751|XP_016951838.1|DBIA
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC108022786|XP_016947401.1|DBIA
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC108030205|XP_016958455.1|DBIA
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC108029663|XP_016957582.1|DBIA
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC108035602|XP_016966769.1|DBIA
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC108034513|XP_016964926.1|DBIA
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC108028437|XP_016955756.1|DBIA
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC108035235|XP_016966256.1|DBIA
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC108028482|XP_016955834.1|DBIA
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC108035297|XP_016966354.1|DBIA
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC108035298|XP_016966355.1|DBIA
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC108035952|XP_016967244.1|DBIA
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC108035653|XP_016966849.1|DBIA
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC108034800|XP_016965290.1|DBIA
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC108035654|XP_016966850.1|DBIA
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC108035165|XP_016966109.1|DBIA
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC108035691|XP_016966898.1|DBIA
OG0007916	CCAP1982_LOCUS5432|CAD6996753.1|CCAP	LOC108033718|XP_016963740.1|DBIA
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC108030327|XP_016958673.1|DBIA
OG0007919	CCAP1982_LOCUS21854|CAD7013834.1|CCAP	LOC108026843|XP_016953510.1|DBIA
OG0007920	CCAP1982_LOCUS22878|CAD7014914.1|CCAP	LOC108026835|XP_016953498.1|DBIA
OG0007921	CCAP1982_LOCUS22488|CAD7014486.1|CCAP	LOC108022193|XP_016946534.1|DBIA
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC108031160|XP_016959865.1|DBIA
OG0007924	CCAP1982_LOCUS21591|CAD7013532.1|CCAP	LOC108029704|XP_016957661.1|DBIA
OG0007925	CCAP1982_LOCUS7251|CAD6998694.1|CCAP	LOC108022446|XP_016946838.1|DBIA
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC108030154|XP_016958371.1|DBIA
OG0007927	CCAP1982_LOCUS6399|CAD6997770.1|CCAP	LOC108033895|XP_016964037.1|DBIA
OG0007928	CCAP1982_LOCUS5580|CAD6996907.1|CCAP	LOC108036756|XP_016968571.1|DBIA
OG0007929	CCAP1982_LOCUS6497|CAD6997878.1|CCAP	LOC108033960|XP_016964154.1|DBIA
OG0007930	CCAP1982_LOCUS19856|CAD7011744.1|CCAP	LOC108022187|XP_016946529.1|DBIA
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC108021864|XP_016946144.1|DBIA
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC108024983|XP_016950725.1|DBIA
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC108024996|XP_016950741.1|DBIA
OG0007935	CCAP1982_LOCUS6256|CAD6997620.1|CCAP	LOC108032508|XP_016961823.1|DBIA
OG0007938	CCAP1982_LOCUS7928|CAD6999402.1|CCAP	LOC108033918|XP_016964078.1|DBIA
OG0007939	CCAP1982_LOCUS7277|CAD6998720.1|CCAP	LOC108029139|XP_016956751.1|DBIA
OG0007940	CCAP1982_LOCUS7275|CAD6998718.1|CCAP	LOC108029140|XP_016956752.1|DBIA
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC108036688|XP_016968469.1|DBIA
OG0007943	CCAP1982_LOCUS6542|CAD6997924.1|CCAP	LOC108032348|XP_016961647.1|DBIA
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC108034798|XP_016965288.1|DBIA
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC108034194|XP_016964511.1|DBIA
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC108026556|XP_016952996.1|DBIA
OG0007947	CCAP1982_LOCUS7869|CAD6999342.1|CCAP	LOC108032760|XP_016962242.1|DBIA
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC108032676|XP_016962134.1|DBIA
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC108033373|XP_016963180.1|DBIA
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC108029159|XP_016956788.1|DBIA
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC108027864|XP_016954963.1|DBIA
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC108034033|XP_016964268.1|DBIA
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC108033748|XP_016963813.1|DBIA
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC108032375|XP_016961685.1|DBIA
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC108034031|XP_016964266.1|DBIA
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC108026439|XP_016952865.1|DBIA
OG0007963	CCAP1982_LOCUS5560|CAD6996886.1|CCAP	LOC108032724|XP_016962193.1|DBIA
OG0007964	CCAP1982_LOCUS6172|CAD6997533.1|CCAP	LOC108034279|XP_016964627.1|DBIA
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC108023831|XP_016948966.1|DBIA
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC108027751|XP_016954792.1|DBIA
OG0007968	CCAP1982_LOCUS7883|CAD6999356.1|CCAP	LOC108027765|XP_016954812.1|DBIA
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC108022859|XP_016947524.1|DBIA
OG0007972	CCAP1982_LOCUS21259|CAD7013188.1|CCAP	LOC108022338|XP_016946689.1|DBIA
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC108033806|XP_016963913.1|DBIA
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC108027211|XP_016954022.1|DBIA
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC108036765|XP_016968593.1|DBIA
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC108027677|XP_016954712.1|DBIA
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC108032728|XP_016962197.1|DBIA
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC108034146|XP_016964434.1|DBIA
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC108034109|XP_016964376.1|DBIA
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC108032579|XP_016961971.1|DBIA
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC108025963|XP_016952145.1|DBIA
OG0007986	CCAP1982_LOCUS8337|CAD6999826.1|CCAP	LOC108033808|XP_016963917.1|DBIA
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC108027857|XP_016954946.1|DBIA
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC108032766|XP_016962251.1|DBIA
OG0007990	CCAP1982_LOCUS5616|CAD6996948.1|CCAP	LOC108034183|XP_016964490.1|DBIA
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC108029155|XP_016956779.1|DBIA
OG0007993	CCAP1982_LOCUS3399|CAD6994664.1|CCAP	LOC108023876|XP_016949045.1|DBIA
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC108034020|XP_016964247.1|DBIA
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC108034042|XP_016964277.1|DBIA
OG0007999	CCAP1982_LOCUS7924|CAD6999398.1|CCAP	LOC108034308|XP_016964667.1|DBIA
OG0008000	CCAP1982_LOCUS7923|CAD6999397.1|CCAP	LOC108034273|XP_016964620.1|DBIA
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC108034203|XP_016964523.1|DBIA
OG0008002	CCAP1982_LOCUS7500|CAD6998953.1|CCAP	LOC108029099|XP_016956679.1|DBIA
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC108033931|XP_016964098.1|DBIA
OG0008008	CCAP1982_LOCUS11656|CAD7003194.1|CCAP	LOC108035915|XP_016967178.1|DBIA
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC108036182|XP_016967661.1|DBIA
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC108026923|XP_016953623.1|DBIA
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC108024987|XP_016950730.1|DBIA
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC108028590|XP_016955992.1|DBIA
OG0008022	CCAP1982_LOCUS3423|CAD6994688.1|CCAP	LOC108025235|XP_016951071.1|DBIA
