Orthogroup	CCAP.longest_only	CQUI.longest_only
OG0005640	CCAP1982_LOCUS709|CAD6991807.1|CCAP	LOC6041878|XP_038110971.1|CQUI, LOC6045116|XP_001862520.2|CQUI
OG0005642	CCAP1982_LOCUS2799|CAD6994022.1|CCAP	LOC6041941|XP_001851131.1|CQUI
OG0005643	CCAP1982_LOCUS12752|CAD7004334.1|CCAP	LOC6041935|XP_001851125.1|CQUI
OG0005644	CCAP1982_LOCUS12751|CAD7004332.1|CCAP	LOC6049901|XP_038119314.1|CQUI
OG0005647	CCAP1982_LOCUS9011|CAD7000534.1|CCAP	LOC6047993|XP_038121606.1|CQUI
OG0005648	CCAP1982_LOCUS13371|CAD7004995.1|CCAP	LOC6047989|XP_038120917.1|CQUI
OG0005649	CCAP1982_LOCUS736|CAD6991837.1|CCAP	LOC6046060|XP_038120782.1|CQUI
OG0005650	CCAP1982_LOCUS679|CAD6991772.1|CCAP	LOC6046053|XP_001863311.2|CQUI
OG0005652	CCAP1982_LOCUS446|CAD6991527.1|CCAP	LOC6046220|XP_038115005.1|CQUI
OG0005653	CCAP1982_LOCUS7957|CAD6999433.1|CCAP	LOC6046241|XP_001863468.2|CQUI
OG0005654	CCAP1982_LOCUS4890|CAD6996200.1|CCAP	LOC6046242|XP_001863469.2|CQUI
OG0005655	CCAP1982_LOCUS758|CAD6991864.1|CCAP	LOC6053488|XP_038121215.1|CQUI
OG0005656	CCAP1982_LOCUS756|CAD6991861.1|CCAP	LOC6053485|XP_038122201.1|CQUI
OG0005657	CCAP1982_LOCUS688|CAD6991783.1|CCAP	LOC6041934|XP_038121645.1|CQUI, LOC6041930|XP_038121635.1|CQUI
OG0005658	CCAP1982_LOCUS895|CAD6992009.1|CCAP	LOC6047447|XP_001864501.1|CQUI
OG0005659	CCAP1982_LOCUS591|CAD6991678.1|CCAP, CCAP1982_LOCUS592|CAD6991679.1|CCAP	LOC6054252|XP_038119057.1|CQUI
OG0005660	CCAP1982_LOCUS13331|CAD7004952.1|CCAP, CCAP1982_LOCUS13332|CAD7004953.1|CCAP	LOC6039333|XP_038120790.1|CQUI
OG0005661	CCAP1982_LOCUS723|CAD6991822.1|CCAP	LOC6039316|XP_038119228.1|CQUI
OG0005662	CCAP1982_LOCUS722|CAD6991821.1|CCAP	LOC6039315|XP_001848943.2|CQUI
OG0005664	CCAP1982_LOCUS2730|CAD6993945.1|CCAP	LOC6041749|XP_038114520.1|CQUI
OG0005665	CCAP1982_LOCUS319|CAD6991392.1|CCAP	LOC6045483|XP_038118984.1|CQUI
OG0005668	CCAP1982_LOCUS13367|CAD7004991.1|CCAP, CCAP1982_LOCUS13365|CAD7004989.1|CCAP	LOC6039483|XP_038115513.1|CQUI
OG0005669	CCAP1982_LOCUS8855|CAD7000377.1|CCAP	LOC6045181|XP_038115722.1|CQUI, LOC6048647|XP_038116851.1|CQUI, LOC6048648|XP_038106612.1|CQUI
OG0005670	CCAP1982_LOCUS690|CAD6991785.1|CCAP	LOC6045173|XP_001862571.2|CQUI
OG0005671	CCAP1982_LOCUS4275|CAD6995564.1|CCAP	LOC6043267|XP_038121402.1|CQUI
OG0005672	CCAP1982_LOCUS281|CAD6991351.1|CCAP	LOC6034963|XP_001845220.1|CQUI
OG0005673	CCAP1982_LOCUS11382|CAD7002915.1|CCAP	LOC6049023|XP_001865854.2|CQUI
OG0005674	CCAP1982_LOCUS903|CAD6992019.1|CCAP	LOC6052587|XP_038115270.1|CQUI
OG0005675	CCAP1982_LOCUS744|CAD6991845.1|CCAP	LOC6052589|XP_001868829.1|CQUI
OG0005676	CCAP1982_LOCUS12463|CAD7004038.1|CCAP	LOC6040350|XP_001849753.2|CQUI
OG0005677	CCAP1982_LOCUS21245|CAD7013174.1|CCAP	LOC6045695|XP_038121456.1|CQUI
OG0005678	CCAP1982_LOCUS82|CAD6991140.1|CCAP	LOC6052604|XP_038117890.1|CQUI
OG0005679	CCAP1982_LOCUS4788|CAD6996082.1|CCAP	LOC6039392|XP_038118290.1|CQUI
OG0005680	CCAP1982_LOCUS6668|CAD6998052.1|CCAP	LOC6039746|XP_038114659.1|CQUI, LOC6039745|XP_038114654.1|CQUI
OG0005681	CCAP1982_LOCUS909|CAD6992027.1|CCAP	LOC6032250|XP_001842888.1|CQUI
OG0005682	CCAP1982_LOCUS910|CAD6992028.1|CCAP	LOC6042883|XP_038120414.1|CQUI
OG0005684	CCAP1982_LOCUS13039|CAD7004644.1|CCAP	LOC6053452|XP_001869533.2|CQUI
OG0005687	CCAP1982_LOCUS14571|CAD7006245.1|CCAP	LOC6035008|XP_038119420.1|CQUI
OG0005688	CCAP1982_LOCUS20284|CAD7012183.1|CCAP	LOC6035009|XP_038119423.1|CQUI
OG0005690	CCAP1982_LOCUS3777|CAD6995051.1|CCAP, CCAP1982_LOCUS3778|CAD6995052.1|CCAP	LOC6035034|XP_038116366.1|CQUI
OG0005691	CCAP1982_LOCUS358|CAD6991431.1|CCAP	LOC6038148|XP_038118473.1|CQUI
OG0005693	CCAP1982_LOCUS14726|CAD7006406.1|CCAP	LOC6043884|XP_038116467.1|CQUI
OG0005694	CCAP1982_LOCUS618|CAD6991705.1|CCAP	LOC6044686|XP_038116199.1|CQUI
OG0005695	CCAP1982_LOCUS739|CAD6991840.1|CCAP	LOC6049537|XP_001866276.1|CQUI
OG0005696	CCAP1982_LOCUS742|CAD6991843.1|CCAP	LOC6041229|XP_001850521.1|CQUI
OG0005697	CCAP1982_LOCUS741|CAD6991842.1|CCAP	LOC6041228|XP_001850520.2|CQUI
OG0005698	CCAP1982_LOCUS22666|CAD7014682.1|CCAP	LOC6041227|XP_001850519.2|CQUI
OG0005699	CCAP1982_LOCUS704|CAD6991801.1|CCAP	LOC6041221|XP_038116325.1|CQUI
OG0005701	CCAP1982_LOCUS727|CAD6991828.1|CCAP	LOC6049607|XP_001866332.2|CQUI
OG0005702	CCAP1982_LOCUS21099|CAD7013010.1|CCAP	LOC6052879|XP_038120415.1|CQUI
OG0005703	CCAP1982_LOCUS20157|CAD7012055.1|CCAP	LOC6052878|XP_038118101.1|CQUI
OG0005705	CCAP1982_LOCUS12838|CAD7004429.1|CCAP	LOC6040336|XP_038119036.1|CQUI
OG0005706	CCAP1982_LOCUS3698|CAD6994966.1|CCAP	LOC6040296|XP_001849724.2|CQUI
OG0005709	CCAP1982_LOCUS4441|CAD6995736.1|CCAP	LOC6047736|XP_001864755.2|CQUI
OG0005710	CCAP1982_LOCUS4634|CAD6995932.1|CCAP	LOC6047732|XP_001864751.1|CQUI
OG0005711	CCAP1982_LOCUS14513|CAD7006184.1|CCAP	LOC6052568|XP_001868818.1|CQUI
OG0005712	CCAP1982_LOCUS8383|CAD6999873.1|CCAP	LOC6039130|XP_038114767.1|CQUI
OG0005714	CCAP1982_LOCUS2829|CAD6994057.1|CCAP	LOC6039150|XP_038122174.1|CQUI
OG0005715	CCAP1982_LOCUS4641|CAD6995939.1|CCAP	LOC6047594|XP_038115706.1|CQUI
OG0005716	CCAP1982_LOCUS85|CAD6991143.1|CCAP	LOC6047590|XP_038116526.1|CQUI
OG0005717	CCAP1982_LOCUS4640|CAD6995938.1|CCAP	LOC6047591|XP_001864630.2|CQUI
OG0005718	CCAP1982_LOCUS4638|CAD6995936.1|CCAP	LOC6047592|XP_001864631.2|CQUI
OG0005719	CCAP1982_LOCUS291|CAD6991361.1|CCAP	LOC6049626|XP_001866353.1|CQUI
OG0005721	CCAP1982_LOCUS284|CAD6991354.1|CCAP, CCAP1982_LOCUS285|CAD6991355.1|CCAP	LOC6045140|XP_038118666.1|CQUI
OG0005722	CCAP1982_LOCUS4390|CAD6995683.1|CCAP	LOC6042057|XP_038118659.1|CQUI
OG0005723	CCAP1982_LOCUS5037|CAD6996359.1|CCAP	LOC6042050|XP_038119530.1|CQUI
OG0005724	CCAP1982_LOCUS20801|CAD7012694.1|CCAP	LOC6049382|XP_038118043.1|CQUI
OG0005725	CCAP1982_LOCUS4665|CAD6995954.1|CCAP	LOC6049390|XP_038116132.1|CQUI
OG0005727	CCAP1982_LOCUS4680|CAD6995970.1|CCAP	LOC6036925|XP_038118378.1|CQUI
OG0005728	CCAP1982_LOCUS4433|CAD6995728.1|CCAP	LOC6054099|XP_038119757.1|CQUI
OG0005729	CCAP1982_LOCUS4438|CAD6995733.1|CCAP	LOC6053341|XP_038115779.1|CQUI
OG0005730	CCAP1982_LOCUS1018|CAD6992139.1|CCAP	LOC6039829|XP_038121515.1|CQUI
OG0005731	CCAP1982_LOCUS1017|CAD6992138.1|CCAP	LOC6039828|XP_038120326.1|CQUI
OG0005732	CCAP1982_LOCUS5121|CAD6996449.1|CCAP	LOC6039821|XP_001849333.2|CQUI
OG0005733	CCAP1982_LOCUS380|CAD6991455.1|CCAP	LOC6039816|XP_038119809.1|CQUI
OG0005734	CCAP1982_LOCUS5025|CAD6996347.1|CCAP	LOC6039820|XP_038115148.1|CQUI
OG0005735	CCAP1982_LOCUS4543|CAD6995842.1|CCAP	LOC6039814|XP_038121738.1|CQUI
OG0005736	CCAP1982_LOCUS4539|CAD6995837.1|CCAP	LOC6039809|XP_038121737.1|CQUI
OG0005737	CCAP1982_LOCUS849|CAD6991961.1|CCAP	LOC6039790|XP_038122090.1|CQUI
OG0005738	CCAP1982_LOCUS525|CAD6991610.1|CCAP	LOC6039793|XP_038122091.1|CQUI
OG0005739	CCAP1982_LOCUS5106|CAD6996433.1|CCAP	LOC6039789|XP_038122092.1|CQUI
OG0005740	CCAP1982_LOCUS4911|CAD6996223.1|CCAP	LOC119769698|XP_038119039.1|CQUI
OG0005741	CCAP1982_LOCUS768|CAD6991876.1|CCAP	LOC119769699|XP_038119041.1|CQUI
OG0005742	CCAP1982_LOCUS586|CAD6991673.1|CCAP	LOC6054152|XP_038121686.1|CQUI
OG0005743	CCAP1982_LOCUS4844|CAD6996152.1|CCAP	LOC6049242|XP_001866038.2|CQUI
OG0005744	CCAP1982_LOCUS242|CAD6991313.1|CCAP	LOC6054150|XP_001870113.2|CQUI
OG0005745	CCAP1982_LOCUS221|CAD6991292.1|CCAP, CCAP1982_LOCUS219|CAD6991290.1|CCAP	LOC6051066|XP_038119546.1|CQUI
OG0005746	CCAP1982_LOCUS213|CAD6991284.1|CCAP	LOC6050144|XP_001866801.2|CQUI
OG0005747	CCAP1982_LOCUS5043|CAD6996365.1|CCAP	LOC6050145|XP_038120735.1|CQUI
OG0005748	CCAP1982_LOCUS5178|CAD6996510.1|CCAP	LOC119768854|XP_038116241.1|CQUI
OG0005750	CCAP1982_LOCUS564|CAD6991650.1|CCAP	LOC6043768|XP_038118602.1|CQUI
OG0005752	CCAP1982_LOCUS22648|CAD7014660.1|CCAP	LOC6051693|XP_001868084.2|CQUI
OG0005753	CCAP1982_LOCUS7734|CAD6999199.1|CCAP	LOC6039715|XP_001849270.2|CQUI
OG0005754	CCAP1982_LOCUS19900|CAD7011789.1|CCAP	LOC6039699|XP_001849258.1|CQUI
OG0005755	CCAP1982_LOCUS20511|CAD7012428.1|CCAP	LOC6039684|XP_038118470.1|CQUI
OG0005756	CCAP1982_LOCUS718|CAD6991817.1|CCAP	LOC6048020|XP_038119125.1|CQUI
OG0005757	CCAP1982_LOCUS1015|CAD6992136.1|CCAP	LOC6047809|XP_038118855.1|CQUI
OG0005758	CCAP1982_LOCUS1007|CAD6992128.1|CCAP	LOC6042972|XP_038117984.1|CQUI
OG0005759	CCAP1982_LOCUS4170|CAD6995455.1|CCAP	LOC6044305|XP_038119603.1|CQUI
OG0005760	CCAP1982_LOCUS4880|CAD6996189.1|CCAP, CCAP1982_LOCUS4882|CAD6996191.1|CCAP	LOC6032530|XP_038121179.1|CQUI
OG0005761	CCAP1982_LOCUS995|CAD6992111.1|CCAP	LOC6032532|XP_038118595.1|CQUI
OG0005762	CCAP1982_LOCUS4883|CAD6996192.1|CCAP	LOC6032534|XP_001843115.2|CQUI
OG0005763	CCAP1982_LOCUS21805|CAD7013782.1|CCAP	LOC6032542|XP_001843122.1|CQUI
OG0005764	CCAP1982_LOCUS764|CAD6991871.1|CCAP	LOC6032547|XP_038119212.1|CQUI
OG0005765	CCAP1982_LOCUS578|CAD6991664.1|CCAP	LOC6032553|XP_038118544.1|CQUI
OG0005766	CCAP1982_LOCUS4874|CAD6996182.1|CCAP	LOC6032562|XP_038117788.1|CQUI
OG0005769	CCAP1982_LOCUS4827|CAD6996133.1|CCAP, CCAP1982_LOCUS4828|CAD6996134.1|CCAP, CCAP1982_LOCUS4829|CAD6996135.1|CCAP	LOC6039528|XP_038118455.1|CQUI
OG0005770	CCAP1982_LOCUS4458|CAD6995754.1|CCAP	LOC6039521|XP_038114864.1|CQUI
OG0005771	CCAP1982_LOCUS2191|CAD6993375.1|CCAP	LOC6039519|XP_001849121.2|CQUI
OG0005773	CCAP1982_LOCUS4822|CAD6996128.1|CCAP	LOC6039500|XP_001849103.1|CQUI
OG0005774	CCAP1982_LOCUS4975|CAD6996292.1|CCAP	LOC6039487|XP_001849093.2|CQUI
OG0005775	CCAP1982_LOCUS11813|CAD7003354.1|CCAP	LOC6039532|XP_038118951.1|CQUI
OG0005776	CCAP1982_LOCUS13599|CAD7005242.1|CCAP	LOC6043445|XP_038118008.1|CQUI
OG0005777	CCAP1982_LOCUS5166|CAD6996497.1|CCAP	LOC6043431|XP_001859028.2|CQUI
OG0005778	CCAP1982_LOCUS4962|CAD6996279.1|CCAP, CCAP1982_LOCUS4965|CAD6996282.1|CCAP	LOC6044523|XP_038118948.1|CQUI
OG0005779	CCAP1982_LOCUS4920|CAD6996235.1|CCAP	LOC6045570|XP_038115075.1|CQUI
OG0005780	CCAP1982_LOCUS13392|CAD7005020.1|CCAP	LOC6045571|XP_038120833.1|CQUI
OG0005781	CCAP1982_LOCUS13364|CAD7004988.1|CCAP	LOC6042293|XP_038121388.1|CQUI
OG0005784	CCAP1982_LOCUS440|CAD6991521.1|CCAP	LOC6046890|XP_038121578.1|CQUI
OG0005785	CCAP1982_LOCUS439|CAD6991520.1|CCAP	LOC6046891|XP_038117596.1|CQUI
OG0005786	CCAP1982_LOCUS4893|CAD6996204.1|CCAP	LOC6046892|XP_038120400.1|CQUI
OG0005787	CCAP1982_LOCUS4895|CAD6996205.1|CCAP	LOC6046896|XP_038120311.1|CQUI
OG0005788	CCAP1982_LOCUS7139|CAD6998554.1|CCAP	LOC6050403|XP_038117894.1|CQUI
OG0005789	CCAP1982_LOCUS4188|CAD6995472.1|CCAP	LOC6046391|XP_001863604.1|CQUI
OG0005790	CCAP1982_LOCUS2084|CAD6993267.1|CCAP	LOC6046392|XP_001863605.1|CQUI
OG0005791	CCAP1982_LOCUS911|CAD6992029.1|CCAP	LOC6040168|XP_038117873.1|CQUI
OG0005792	CCAP1982_LOCUS912|CAD6992030.1|CCAP	LOC6040165|XP_038121985.1|CQUI
OG0005793	CCAP1982_LOCUS921|CAD6992040.1|CCAP, CCAP1982_LOCUS2202|CAD6993386.1|CCAP	LOC6040158|XP_038120510.1|CQUI
OG0005794	CCAP1982_LOCUS22835|CAD7014871.1|CCAP	LOC6040152|XP_001849607.1|CQUI
OG0005795	CCAP1982_LOCUS4569|CAD6995868.1|CCAP	LOC6037590|XP_001847486.2|CQUI
OG0005796	CCAP1982_LOCUS5330|CAD6996646.1|CCAP	LOC6037587|XP_038122009.1|CQUI
OG0005797	CCAP1982_LOCUS12223|CAD7003789.1|CCAP	LOC6037585|XP_001847481.1|CQUI
OG0005798	CCAP1982_LOCUS4531|CAD6995829.1|CCAP	LOC6037578|XP_001847474.1|CQUI
OG0005799	CCAP1982_LOCUS725|CAD6991825.1|CCAP	LOC6037582|XP_038116552.1|CQUI
OG0005800	CCAP1982_LOCUS1021|CAD6992142.1|CCAP	LOC6037571|XP_001847467.1|CQUI
OG0005801	CCAP1982_LOCUS1022|CAD6992144.1|CCAP	LOC6037573|XP_001847469.2|CQUI
OG0005802	CCAP1982_LOCUS5115|CAD6996443.1|CCAP	LOC6037557|XP_038117507.1|CQUI
OG0005803	CCAP1982_LOCUS4956|CAD6996273.1|CCAP	LOC6037549|XP_038117491.1|CQUI
OG0005804	CCAP1982_LOCUS5187|CAD6996519.1|CCAP	LOC6044874|XP_001862316.2|CQUI
OG0005805	CCAP1982_LOCUS19734|CAD7011648.1|CCAP	LOC6041568|XP_038115070.1|CQUI
OG0005806	CCAP1982_LOCUS5063|CAD6996386.1|CCAP	LOC6048012|XP_001864986.2|CQUI
OG0005807	CCAP1982_LOCUS411|CAD6991486.1|CCAP	LOC6048007|XP_038120180.1|CQUI
OG0005809	CCAP1982_LOCUS12925|CAD7004528.1|CCAP	LOC6032735|XP_038118555.1|CQUI
OG0005810	CCAP1982_LOCUS4939|CAD6996256.1|CCAP	LOC6032746|XP_001843292.2|CQUI
OG0005811	CCAP1982_LOCUS4938|CAD6996255.1|CCAP	LOC6032744|XP_001843290.2|CQUI
OG0005812	CCAP1982_LOCUS555|CAD6991641.1|CCAP	LOC6032756|XP_001843298.1|CQUI
OG0005813	CCAP1982_LOCUS4279|CAD6995568.1|CCAP	LOC6032759|XP_001843300.1|CQUI
OG0005814	CCAP1982_LOCUS560|CAD6991646.1|CCAP	LOC6032766|XP_001843306.2|CQUI
OG0005815	CCAP1982_LOCUS20899|CAD7012799.1|CCAP	LOC6032767|XP_038121181.1|CQUI
OG0005816	CCAP1982_LOCUS443|CAD6991524.1|CCAP	LOC6033839|XP_038117555.1|CQUI
OG0005817	CCAP1982_LOCUS4296|CAD6995586.1|CCAP	LOC6033830|XP_001844224.2|CQUI
OG0005818	CCAP1982_LOCUS791|CAD6991901.1|CCAP	LOC6033812|XP_038118895.1|CQUI
OG0005819	CCAP1982_LOCUS498|CAD6991580.1|CCAP	LOC6037790|XP_001847667.2|CQUI
OG0005820	CCAP1982_LOCUS499|CAD6991581.1|CCAP	LOC6037783|XP_001847661.2|CQUI
OG0005821	CCAP1982_LOCUS386|CAD6991461.1|CCAP	LOC6037767|XP_038114725.1|CQUI
OG0005822	CCAP1982_LOCUS5762|CAD6997113.1|CCAP	LOC6037766|XP_038114724.1|CQUI
OG0005824	CCAP1982_LOCUS1888|CAD6993058.1|CCAP	LOC6037760|XP_001847640.1|CQUI
OG0005825	CCAP1982_LOCUS13620|CAD7005263.1|CCAP	LOC6040844|XP_001850179.2|CQUI
OG0005827	CCAP1982_LOCUS4842|CAD6996149.1|CCAP	LOC6040841|XP_001850176.2|CQUI
OG0005828	CCAP1982_LOCUS13228|CAD7004842.1|CCAP	LOC6040837|XP_001850172.1|CQUI
OG0005829	CCAP1982_LOCUS269|CAD6991340.1|CCAP	LOC6040834|XP_001850169.2|CQUI
OG0005830	CCAP1982_LOCUS12744|CAD7004325.1|CCAP	LOC6035828|XP_001845948.1|CQUI
OG0005831	CCAP1982_LOCUS12734|CAD7004315.1|CCAP	LOC6035825|XP_038115160.1|CQUI
OG0005832	CCAP1982_LOCUS12732|CAD7004312.1|CCAP	LOC6035822|XP_038115159.1|CQUI
OG0005833	CCAP1982_LOCUS12714|CAD7004294.1|CCAP, CCAP1982_LOCUS12723|CAD7004303.1|CCAP	LOC6035816|XP_038119142.1|CQUI
OG0005834	CCAP1982_LOCUS12717|CAD7004297.1|CCAP	LOC6035808|XP_038119145.1|CQUI
OG0005835	CCAP1982_LOCUS12709|CAD7004290.1|CCAP	LOC6035804|XP_001845926.2|CQUI
OG0005836	CCAP1982_LOCUS12037|CAD7003589.1|CCAP	LOC6035800|XP_038118277.1|CQUI
OG0005837	CCAP1982_LOCUS5060|CAD6996383.1|CCAP	LOC6035794|XP_001845916.2|CQUI
OG0005838	CCAP1982_LOCUS4302|CAD6995593.1|CCAP	LOC119770634|XP_038121818.1|CQUI
OG0005839	CCAP1982_LOCUS8173|CAD6999639.1|CCAP	LOC6042762|XP_038117820.1|CQUI
OG0005840	CCAP1982_LOCUS589|CAD6991676.1|CCAP	LOC6051130|XP_001867614.2|CQUI
OG0005841	CCAP1982_LOCUS4735|CAD6996029.1|CCAP	LOC6038977|XP_038118674.1|CQUI
OG0005843	CCAP1982_LOCUS13619|CAD7005262.1|CCAP	LOC6038966|XP_001848655.2|CQUI
OG0005844	CCAP1982_LOCUS11658|CAD7003196.1|CCAP	LOC6038965|XP_038120818.1|CQUI
OG0005845	CCAP1982_LOCUS1005|CAD6992124.1|CCAP	LOC6038955|XP_001848645.2|CQUI
OG0005846	CCAP1982_LOCUS4247|CAD6995536.1|CCAP	LOC6038954|XP_038120817.1|CQUI
OG0005847	CCAP1982_LOCUS248|CAD6991319.1|CCAP	LOC6038945|XP_038120802.1|CQUI
OG0005851	CCAP1982_LOCUS6496|CAD6997877.1|CCAP	LOC6034028|XP_001844413.2|CQUI
OG0005852	CCAP1982_LOCUS4766|CAD6996058.1|CCAP	LOC6034045|XP_038117124.1|CQUI
OG0005854	CCAP1982_LOCUS724|CAD6991824.1|CCAP	LOC6047957|XP_001864940.2|CQUI
OG0005857	CCAP1982_LOCUS97|CAD6991157.1|CCAP	LOC6037298|XP_001847224.2|CQUI
OG0005859	CCAP1982_LOCUS8971|CAD7000492.1|CCAP	LOC6045829|XP_038113048.1|CQUI
OG0005860	CCAP1982_LOCUS4366|CAD6995659.1|CCAP, CCAP1982_LOCUS4367|CAD6995660.1|CCAP	LOC6045493|XP_038110180.1|CQUI
OG0005861	CCAP1982_LOCUS5130|CAD6996459.1|CCAP, CCAP1982_LOCUS5129|CAD6996458.1|CCAP	LOC6047387|XP_038107422.1|CQUI
OG0005863	CCAP1982_LOCUS22383|CAD7014388.1|CCAP	LOC6033708|XP_001844130.2|CQUI
OG0005864	CCAP1982_LOCUS4248|CAD6995537.1|CCAP	LOC119766572|XP_038107299.1|CQUI
OG0005865	CCAP1982_LOCUS554|CAD6991640.1|CCAP	LOC6039959|XP_001849452.2|CQUI
OG0005866	CCAP1982_LOCUS20838|CAD7012734.1|CCAP	LOC6039950|XP_038113235.1|CQUI
OG0005867	CCAP1982_LOCUS6973|CAD6998373.1|CCAP	LOC6039942|XP_001849437.2|CQUI
OG0005868	CCAP1982_LOCUS19959|CAD7011850.1|CCAP, CCAP1982_LOCUS19958|CAD7011849.1|CCAP	LOC6046195|XP_001863426.2|CQUI
OG0005873	CCAP1982_LOCUS755|CAD6991860.1|CCAP	LOC6033774|XP_001844180.1|CQUI
OG0005875	CCAP1982_LOCUS21867|CAD7013848.1|CCAP	LOC6044626|XP_038110042.1|CQUI
OG0005880	CCAP1982_LOCUS14445|CAD7006113.1|CCAP	LOC6036897|XP_038109603.1|CQUI
OG0005881	CCAP1982_LOCUS14145|CAD7005797.1|CCAP	LOC6036898|XP_001846874.1|CQUI
OG0005883	CCAP1982_LOCUS14440|CAD7006108.1|CCAP	LOC6036908|XP_038111603.1|CQUI
OG0005884	CCAP1982_LOCUS12526|CAD7004103.1|CCAP	LOC6036909|XP_038110107.1|CQUI
OG0005885	CCAP1982_LOCUS13574|CAD7005214.1|CCAP, CCAP1982_LOCUS13572|CAD7005212.1|CCAP	LOC6046817|XP_001863956.2|CQUI
OG0005886	CCAP1982_LOCUS14462|CAD7006131.1|CCAP	LOC6046818|XP_038109778.1|CQUI
OG0005887	CCAP1982_LOCUS14144|CAD7005795.1|CCAP	LOC6037750|XP_038110619.1|CQUI
OG0005888	CCAP1982_LOCUS13765|CAD7005405.1|CCAP	LOC6048248|XP_038110893.1|CQUI
OG0005889	CCAP1982_LOCUS14546|CAD7006220.1|CCAP	LOC6040038|XP_038108356.1|CQUI
OG0005890	CCAP1982_LOCUS14026|CAD7005671.1|CCAP	LOC6040054|XP_038112362.1|CQUI
OG0005891	CCAP1982_LOCUS14027|CAD7005672.1|CCAP	LOC6040055|XP_001849526.1|CQUI
OG0005892	CCAP1982_LOCUS14009|CAD7005652.1|CCAP	LOC6040058|XP_001849529.2|CQUI
OG0005893	CCAP1982_LOCUS13814|CAD7005454.1|CCAP	LOC6033393|XP_038110306.1|CQUI
OG0005894	CCAP1982_LOCUS13813|CAD7005453.1|CCAP	LOC6033395|XP_001843851.1|CQUI
OG0005896	CCAP1982_LOCUS13808|CAD7005448.1|CCAP	LOC6033390|XP_001843845.1|CQUI
OG0005897	CCAP1982_LOCUS14510|CAD7006181.1|CCAP	LOC6042527|XP_038109560.1|CQUI
OG0005899	CCAP1982_LOCUS20296|CAD7012194.1|CCAP	LOC6038559|XP_001848345.2|CQUI
OG0005901	CCAP1982_LOCUS19448|CAD7011345.1|CCAP	LOC6043529|XP_001859584.2|CQUI
OG0005902	CCAP1982_LOCUS7143|CAD6998560.1|CCAP	LOC6043530|XP_038112651.1|CQUI
OG0005903	CCAP1982_LOCUS4631|CAD6995929.1|CCAP	LOC6043531|XP_001859594.1|CQUI, LOC119767684|XP_038112761.1|CQUI
OG0005904	CCAP1982_LOCUS3271|CAD6994527.1|CCAP	LOC6043533|XP_038106327.1|CQUI, LOC119767169|XP_038110994.1|CQUI
OG0005905	CCAP1982_LOCUS13433|CAD7005066.1|CCAP	LOC6036842|XP_038110154.1|CQUI
OG0005906	CCAP1982_LOCUS14052|CAD7005700.1|CCAP	LOC6051861|XP_001868222.2|CQUI
OG0005907	CCAP1982_LOCUS11787|CAD7003326.1|CCAP	LOC6048680|XP_038112010.1|CQUI
OG0005908	CCAP1982_LOCUS14096|CAD7005747.1|CCAP	LOC6032414|XP_038112350.1|CQUI
OG0005909	CCAP1982_LOCUS13552|CAD7005192.1|CCAP	LOC6032411|XP_038110424.1|CQUI
OG0005910	CCAP1982_LOCUS19583|CAD7011484.1|CCAP	LOC6032402|XP_038112653.1|CQUI
OG0005911	CCAP1982_LOCUS19590|CAD7011492.1|CCAP	LOC6032401|XP_038106341.1|CQUI
OG0005912	CCAP1982_LOCUS19594|CAD7011498.1|CCAP	LOC6032392|XP_001842997.2|CQUI
OG0005913	CCAP1982_LOCUS1465|CAD6992616.1|CCAP	LOC6045065|XP_038108256.1|CQUI
OG0005914	CCAP1982_LOCUS7131|CAD6998545.1|CCAP	LOC6045060|XP_038108563.1|CQUI
OG0005915	CCAP1982_LOCUS7130|CAD6998542.1|CCAP	LOC6043171|XP_038113050.1|CQUI
OG0005916	CCAP1982_LOCUS20378|CAD7012282.1|CCAP	LOC119766034|XP_038106313.1|CQUI, LOC119766036|XP_038106315.1|CQUI, LOC119767093|XP_038110614.1|CQUI
OG0005917	CCAP1982_LOCUS21151|CAD7013073.1|CCAP	LOC6053603|XP_001869661.2|CQUI
OG0005918	CCAP1982_LOCUS9238|CAD7000763.1|CCAP	LOC6053602|XP_001869660.2|CQUI
OG0005919	CCAP1982_LOCUS20693|CAD7012609.1|CCAP	LOC6048422|XP_038111306.1|CQUI
OG0005920	CCAP1982_LOCUS20658|CAD7012573.1|CCAP	LOC6038534|XP_001848322.2|CQUI
OG0005921	CCAP1982_LOCUS11259|CAD7002786.1|CCAP	LOC6038537|XP_038108185.1|CQUI
OG0005923	CCAP1982_LOCUS13454|CAD7005092.1|CCAP	LOC119770607|XP_038121755.1|CQUI, LOC6040078|XP_001849547.2|CQUI
OG0005924	CCAP1982_LOCUS13455|CAD7005093.1|CCAP	LOC6040079|XP_001849548.2|CQUI
OG0005925	CCAP1982_LOCUS14543|CAD7006216.1|CCAP	LOC6052090|XP_038111073.1|CQUI
OG0005927	CCAP1982_LOCUS4536|CAD6995834.1|CCAP	LOC6045700|XP_038113244.1|CQUI
OG0005929	CCAP1982_LOCUS21784|CAD7013756.1|CCAP	LOC6045704|XP_001863011.2|CQUI
OG0005930	CCAP1982_LOCUS20262|CAD7012160.1|CCAP	LOC6033418|XP_001843871.2|CQUI
OG0005931	CCAP1982_LOCUS20265|CAD7012163.1|CCAP	LOC6033416|XP_038112897.1|CQUI
