Orthogroup	CCAP.longest_only	DGUA.longest_only
OG0009326	CCAP1982_LOCUS2052|CAD6993235.1|CCAP	LOC117585062|XP_034130214.1|DGUA
OG0009327	CCAP1982_LOCUS2030|CAD6993211.1|CCAP	LOC117583636|XP_034127976.1|DGUA
OG0009328	CCAP1982_LOCUS2139|CAD6993323.1|CCAP	LOC117583633|XP_034127973.1|DGUA
OG0009329	CCAP1982_LOCUS1322|CAD6992466.1|CCAP	LOC117585385|XP_034130725.1|DGUA
OG0009330	CCAP1982_LOCUS1297|CAD6992435.1|CCAP	LOC117582895|XP_034126879.1|DGUA
OG0009331	CCAP1982_LOCUS1226|CAD6992362.1|CCAP	LOC117585022|XP_034130154.1|DGUA
OG0009332	CCAP1982_LOCUS3991|CAD6995270.1|CCAP	LOC117589823|XP_034137945.1|DGUA
OG0009333	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP	LOC117585808|XP_034131417.1|DGUA
OG0009334	CCAP1982_LOCUS1756|CAD6992923.1|CCAP	LOC117583349|XP_034127509.1|DGUA
OG0009335	CCAP1982_LOCUS1657|CAD6992818.1|CCAP	LOC117585312|XP_034130632.1|DGUA
OG0009336	CCAP1982_LOCUS2237|CAD6993422.1|CCAP	LOC117583551|XP_034127802.1|DGUA
OG0009338	CCAP1982_LOCUS2306|CAD6993493.1|CCAP	LOC117590102|XP_034138338.1|DGUA
OG0009339	CCAP1982_LOCUS2314|CAD6993501.1|CCAP	LOC117590088|XP_034138321.1|DGUA
OG0009340	CCAP1982_LOCUS2341|CAD6993529.1|CCAP	LOC117589576|XP_034137523.1|DGUA
OG0009341	CCAP1982_LOCUS2936|CAD6994171.1|CCAP	LOC117585763|XP_034131327.1|DGUA
OG0009342	CCAP1982_LOCUS2923|CAD6994158.1|CCAP	LOC117589789|XP_034137881.1|DGUA
OG0009343	CCAP1982_LOCUS2921|CAD6994155.1|CCAP	LOC117589650|XP_034137674.1|DGUA
OG0009344	CCAP1982_LOCUS2915|CAD6994149.1|CCAP	LOC117585381|XP_034130720.1|DGUA
OG0009345	CCAP1982_LOCUS2715|CAD6993927.1|CCAP	LOC117582825|XP_034126767.1|DGUA
OG0009346	CCAP1982_LOCUS2656|CAD6993860.1|CCAP	LOC117582909|XP_034126895.1|DGUA
OG0009347	CCAP1982_LOCUS3633|CAD6994898.1|CCAP	LOC117582941|XP_034126937.1|DGUA
OG0009348	CCAP1982_LOCUS3702|CAD6994971.1|CCAP	LOC117585741|XP_034131280.1|DGUA
OG0009350	CCAP1982_LOCUS1843|CAD6993008.1|CCAP	LOC117582968|XP_034126975.1|DGUA
OG0009351	CCAP1982_LOCUS1870|CAD6993035.1|CCAP	LOC117583094|XP_034127164.1|DGUA
OG0009352	CCAP1982_LOCUS3356|CAD6994621.1|CCAP	LOC117582835|XP_034126781.1|DGUA
OG0009353	CCAP1982_LOCUS3247|CAD6994502.1|CCAP	LOC117589591|XP_034137548.1|DGUA
OG0009354	CCAP1982_LOCUS7070|CAD6998475.1|CCAP	LOC117582394|XP_034125969.1|DGUA
OG0009355	CCAP1982_LOCUS6961|CAD6998360.1|CCAP, CCAP1982_LOCUS6959|CAD6998358.1|CCAP	LOC117582193|XP_034125688.1|DGUA
OG0009356	CCAP1982_LOCUS6933|CAD6998328.1|CCAP	LOC117581757|XP_034125049.1|DGUA
OG0009357	CCAP1982_LOCUS6810|CAD6998194.1|CCAP	LOC117581688|XP_034124955.1|DGUA
OG0009358	CCAP1982_LOCUS8767|CAD7000277.1|CCAP	LOC117582600|XP_034126354.1|DGUA
OG0009359	CCAP1982_LOCUS8771|CAD7000281.1|CCAP	LOC117582599|XP_034126353.1|DGUA
OG0009360	CCAP1982_LOCUS8814|CAD7000331.1|CCAP	LOC117582361|XP_034125908.1|DGUA
OG0009361	CCAP1982_LOCUS8815|CAD7000332.1|CCAP	LOC117582179|XP_034125674.1|DGUA
OG0009362	CCAP1982_LOCUS8816|CAD7000333.1|CCAP	LOC117581873|XP_034125226.1|DGUA
OG0009363	CCAP1982_LOCUS8840|CAD7000358.1|CCAP	LOC117584773|XP_034129766.1|DGUA
OG0009364	CCAP1982_LOCUS8933|CAD7000456.1|CCAP	LOC117584426|XP_034129213.1|DGUA
OG0009365	CCAP1982_LOCUS8208|CAD6999678.1|CCAP	LOC117581922|XP_034125282.1|DGUA
OG0009367	CCAP1982_LOCUS7305|CAD6998751.1|CCAP	LOC117582343|XP_034125886.1|DGUA
OG0009368	CCAP1982_LOCUS22845|CAD7014881.1|CCAP, CCAP1982_LOCUS7386|CAD6998838.1|CCAP	LOC117582514|XP_034126201.1|DGUA
OG0009369	CCAP1982_LOCUS7440|CAD6998893.1|CCAP	LOC117584801|XP_034129811.1|DGUA
OG0009370	CCAP1982_LOCUS7991|CAD6999467.1|CCAP, CCAP1982_LOCUS7994|CAD6999470.1|CCAP	LOC117581805|XP_034125137.1|DGUA
OG0009371	CCAP1982_LOCUS7992|CAD6999468.1|CCAP	LOC117581804|XP_034125136.1|DGUA
OG0009372	CCAP1982_LOCUS8021|CAD6999497.1|CCAP	LOC117584819|XP_034129832.1|DGUA
OG0009373	CCAP1982_LOCUS7616|CAD6999070.1|CCAP	LOC117582004|XP_034125390.1|DGUA
OG0009374	CCAP1982_LOCUS7600|CAD6999053.1|CCAP	LOC117584203|XP_034128864.1|DGUA
OG0009376	CCAP1982_LOCUS13674|CAD7005313.1|CCAP	LOC117581708|XP_034124978.1|DGUA
OG0009377	CCAP1982_LOCUS5333|CAD6996649.1|CCAP	LOC117590915|XP_034139839.1|DGUA
OG0009378	CCAP1982_LOCUS7913|CAD6999387.1|CCAP	LOC117588007|XP_034134922.1|DGUA
OG0009379	CCAP1982_LOCUS7754|CAD6999220.1|CCAP	LOC117588012|XP_034134931.1|DGUA
OG0009381	CCAP1982_LOCUS5412|CAD6996732.1|CCAP	LOC117587668|XP_034134450.1|DGUA
OG0009383	CCAP1982_LOCUS6128|CAD6997486.1|CCAP	LOC117587657|XP_034134439.1|DGUA
OG0009384	CCAP1982_LOCUS6071|CAD6997425.1|CCAP	LOC117584328|XP_034129048.1|DGUA
OG0009385	CCAP1982_LOCUS6048|CAD6997407.1|CCAP	LOC117584330|XP_034129050.1|DGUA
OG0009386	CCAP1982_LOCUS6018|CAD6997379.1|CCAP	LOC117584697|XP_034129622.1|DGUA
OG0009388	CCAP1982_LOCUS21934|CAD7013921.1|CCAP	LOC117579511|XP_034121717.1|DGUA
OG0009389	CCAP1982_LOCUS22023|CAD7014017.1|CCAP	LOC117579675|XP_034121555.1|DGUA
OG0009390	CCAP1982_LOCUS22080|CAD7014073.1|CCAP	LOC117582421|XP_034126057.1|DGUA
OG0009392	CCAP1982_LOCUS23374|CAD7015432.1|CCAP	LOC117578475|XP_034119899.1|DGUA
OG0009393	CCAP1982_LOCUS23005|CAD7015048.1|CCAP	LOC117586362|XP_034132272.1|DGUA
OG0009394	CCAP1982_LOCUS22806|CAD7014839.1|CCAP	LOC117580273|XP_034122621.1|DGUA
OG0009395	CCAP1982_LOCUS22790|CAD7014823.1|CCAP	LOC117592249|XP_034141777.1|DGUA
OG0009396	CCAP1982_LOCUS22785|CAD7014818.1|CCAP	LOC117580281|XP_034122646.1|DGUA
OG0009397	CCAP1982_LOCUS22162|CAD7014156.1|CCAP	LOC117585885|XP_034131532.1|DGUA
OG0009398	CCAP1982_LOCUS22233|CAD7014230.1|CCAP	LOC117578740|XP_034120295.1|DGUA
OG0009399	CCAP1982_LOCUS22729|CAD7014752.1|CCAP	LOC117583181|XP_034127276.1|DGUA
OG0009400	CCAP1982_LOCUS22557|CAD7014558.1|CCAP	LOC117592434|XP_034142080.1|DGUA
OG0009401	CCAP1982_LOCUS22478|CAD7014477.1|CCAP	LOC117581832|XP_034125171.1|DGUA
OG0009403	CCAP1982_LOCUS22937|CAD7014977.1|CCAP	LOC117578586|XP_034120060.1|DGUA
OG0009404	CCAP1982_LOCUS22288|CAD7014286.1|CCAP	LOC117578451|XP_034119865.1|DGUA
OG0009405	CCAP1982_LOCUS7219|CAD6998651.1|CCAP	LOC117578524|XP_034119975.1|DGUA
OG0009406	CCAP1982_LOCUS7195|CAD6998622.1|CCAP, CCAP1982_LOCUS7194|CAD6998621.1|CCAP	LOC117589065|XP_034136590.1|DGUA
OG0009407	CCAP1982_LOCUS7193|CAD6998619.1|CCAP	LOC117591113|XP_034140107.1|DGUA
OG0009408	CCAP1982_LOCUS22926|CAD7014966.1|CCAP	LOC117592204|XP_034141707.1|DGUA
OG0009409	CCAP1982_LOCUS21265|CAD7013194.1|CCAP	LOC117584059|XP_034128695.1|DGUA
OG0009410	CCAP1982_LOCUS21291|CAD7013220.1|CCAP	LOC117591876|XP_034141144.1|DGUA
OG0009411	CCAP1982_LOCUS21231|CAD7013160.1|CCAP	LOC117578675|XP_034120196.1|DGUA
OG0009412	CCAP1982_LOCUS21238|CAD7013167.1|CCAP	LOC117588151|XP_034135144.1|DGUA
OG0009413	CCAP1982_LOCUS21465|CAD7013401.1|CCAP	LOC117578479|XP_034119903.1|DGUA
OG0009414	CCAP1982_LOCUS21470|CAD7013406.1|CCAP	LOC117578476|XP_034119900.1|DGUA
OG0009415	CCAP1982_LOCUS21524|CAD7013459.1|CCAP	LOC117583472|XP_034127674.1|DGUA
OG0009416	CCAP1982_LOCUS21546|CAD7013484.1|CCAP	LOC117582252|XP_034125758.1|DGUA
OG0009417	CCAP1982_LOCUS21545|CAD7013483.1|CCAP	LOC117582273|XP_034125796.1|DGUA
OG0009418	CCAP1982_LOCUS21543|CAD7013481.1|CCAP	LOC117582260|XP_034125771.1|DGUA
OG0009419	CCAP1982_LOCUS21542|CAD7013480.1|CCAP	LOC117592090|XP_034141497.1|DGUA
OG0009420	CCAP1982_LOCUS21541|CAD7013479.1|CCAP	LOC117592096|XP_034141504.1|DGUA
OG0009421	CCAP1982_LOCUS20118|CAD7012007.1|CCAP, CCAP1982_LOCUS20117|CAD7012006.1|CCAP	LOC117591958|XP_034141278.1|DGUA
OG0009422	CCAP1982_LOCUS20132|CAD7012026.1|CCAP	LOC117578619|XP_034120112.1|DGUA
OG0009423	CCAP1982_LOCUS20232|CAD7012134.1|CCAP	LOC117592061|XP_034141448.1|DGUA
OG0009424	CCAP1982_LOCUS20233|CAD7012135.1|CCAP	LOC117590655|XP_034139398.1|DGUA
OG0009425	CCAP1982_LOCUS19788|CAD7011705.1|CCAP	LOC117591805|XP_034141005.1|DGUA
OG0009426	CCAP1982_LOCUS19780|CAD7011696.1|CCAP	LOC117582008|XP_034125407.1|DGUA
OG0009427	CCAP1982_LOCUS19727|CAD7011638.1|CCAP	LOC117579348|XP_034121069.1|DGUA
OG0009428	CCAP1982_LOCUS20023|CAD7011912.1|CCAP	LOC117588253|XP_034135285.1|DGUA
OG0009429	CCAP1982_LOCUS20083|CAD7011972.1|CCAP	LOC117579809|XP_034121785.1|DGUA
OG0009430	CCAP1982_LOCUS20546|CAD7012466.1|CCAP	LOC117591945|XP_034141250.1|DGUA
OG0009431	CCAP1982_LOCUS20524|CAD7012443.1|CCAP	LOC117582734|XP_034126558.1|DGUA
OG0009432	CCAP1982_LOCUS20475|CAD7012383.1|CCAP	LOC117592195|XP_034141696.1|DGUA
OG0009433	CCAP1982_LOCUS20466|CAD7012372.1|CCAP	LOC117592320|XP_034141889.1|DGUA
OG0009434	CCAP1982_LOCUS20416|CAD7012322.1|CCAP	LOC117592316|XP_034141884.1|DGUA
OG0009435	CCAP1982_LOCUS20415|CAD7012321.1|CCAP	LOC117592314|XP_034141881.1|DGUA
OG0009436	CCAP1982_LOCUS20562|CAD7012485.1|CCAP, CCAP1982_LOCUS20566|CAD7012489.1|CCAP	LOC117592521|XP_034142263.1|DGUA
OG0009437	CCAP1982_LOCUS20696|CAD7012612.1|CCAP	LOC117592025|XP_034141375.1|DGUA
OG0009438	CCAP1982_LOCUS21003|CAD7012904.1|CCAP	LOC117590796|XP_034139645.1|DGUA
OG0009439	CCAP1982_LOCUS21008|CAD7012909.1|CCAP	LOC117587457|XP_034134074.1|DGUA
OG0009440	CCAP1982_LOCUS21129|CAD7013047.1|CCAP	LOC117592609|XP_034142387.1|DGUA
OG0009459	CCAP1982_LOCUS12584|CAD7004164.1|CCAP, CCAP1982_LOCUS12582|CAD7004162.1|CCAP	LOC117589068|XP_034136589.1|DGUA
OG0009460	CCAP1982_LOCUS12507|CAD7004084.1|CCAP	LOC117579922|XP_034121956.1|DGUA
OG0009461	CCAP1982_LOCUS12501|CAD7004076.1|CCAP	LOC117579834|XP_034121819.1|DGUA
OG0009462	CCAP1982_LOCUS12210|CAD7003774.1|CCAP	LOC117587395|XP_034133940.1|DGUA
OG0009463	CCAP1982_LOCUS11997|CAD7003548.1|CCAP	LOC117588861|XP_034136255.1|DGUA
OG0009464	CCAP1982_LOCUS12008|CAD7003559.1|CCAP	LOC117589336|XP_034137079.1|DGUA
OG0009465	CCAP1982_LOCUS12023|CAD7003574.1|CCAP, CCAP1982_LOCUS12025|CAD7003577.1|CCAP	LOC117589405|XP_034137221.1|DGUA
OG0009466	CCAP1982_LOCUS12073|CAD7003634.1|CCAP	LOC117579860|XP_034121864.1|DGUA
OG0009467	CCAP1982_LOCUS13315|CAD7004932.1|CCAP	LOC117579337|XP_034121053.1|DGUA
OG0009468	CCAP1982_LOCUS13297|CAD7004914.1|CCAP	LOC117589120|XP_034136692.1|DGUA
OG0009469	CCAP1982_LOCUS12638|CAD7004219.1|CCAP	LOC117587420|XP_034133980.1|DGUA
OG0009470	CCAP1982_LOCUS12648|CAD7004229.1|CCAP	LOC117587339|XP_034133869.1|DGUA
OG0009471	CCAP1982_LOCUS11519|CAD7003056.1|CCAP	LOC117584514|XP_034129346.1|DGUA
OG0009472	CCAP1982_LOCUS13108|CAD7004715.1|CCAP	LOC117588913|XP_034136376.1|DGUA
OG0009473	CCAP1982_LOCUS13016|CAD7004621.1|CCAP	LOC117587025|XP_034133337.1|DGUA
OG0009474	CCAP1982_LOCUS11126|CAD7002643.1|CCAP	LOC117586874|XP_034133063.1|DGUA
OG0009475	CCAP1982_LOCUS11081|CAD7002595.1|CCAP	LOC117579279|XP_034120966.1|DGUA
OG0009476	CCAP1982_LOCUS11932|CAD7003481.1|CCAP	LOC117586982|XP_034133271.1|DGUA
OG0009477	CCAP1982_LOCUS14845|CAD7006531.1|CCAP, CCAP1982_LOCUS14842|CAD7006528.1|CCAP	LOC117588954|XP_034136431.1|DGUA
OG0009478	CCAP1982_LOCUS14880|CAD7006566.1|CCAP	LOC117588966|XP_034136445.1|DGUA
OG0009479	CCAP1982_LOCUS14918|CAD7006609.1|CCAP	LOC117583971|XP_034128569.1|DGUA
OG0009480	CCAP1982_LOCUS10851|CAD7002357.1|CCAP	LOC117589172|XP_034136779.1|DGUA
OG0009481	CCAP1982_LOCUS11801|CAD7003342.1|CCAP	LOC117579818|XP_034121801.1|DGUA
OG0009482	CCAP1982_LOCUS14560|CAD7006234.1|CCAP	LOC117579101|XP_034120713.1|DGUA
OG0009483	CCAP1982_LOCUS14561|CAD7006235.1|CCAP	LOC117579994|XP_034122082.1|DGUA
OG0009484	CCAP1982_LOCUS14455|CAD7006123.1|CCAP	LOC117585534|XP_034130944.1|DGUA
OG0009485	CCAP1982_LOCUS14396|CAD7006061.1|CCAP	LOC117589319|XP_034137028.1|DGUA
OG0009486	CCAP1982_LOCUS14395|CAD7006060.1|CCAP	LOC117589320|XP_034137029.1|DGUA
OG0009487	CCAP1982_LOCUS14050|CAD7005698.1|CCAP	LOC117579459|XP_034121238.1|DGUA
OG0009488	CCAP1982_LOCUS14083|CAD7005732.1|CCAP	LOC117579277|XP_034120964.1|DGUA
OG0009489	CCAP1982_LOCUS14180|CAD7005836.1|CCAP	LOC117579480|XP_034121266.1|DGUA
OG0009490	CCAP1982_LOCUS13373|CAD7004997.1|CCAP	LOC117582018|XP_034125434.1|DGUA
OG0009491	CCAP1982_LOCUS13875|CAD7005515.1|CCAP	LOC117589453|XP_034137294.1|DGUA
OG0009492	CCAP1982_LOCUS13749|CAD7005389.1|CCAP	LOC117579250|XP_034120927.1|DGUA
OG0009493	CCAP1982_LOCUS13726|CAD7005366.1|CCAP, CCAP1982_LOCUS13717|CAD7005357.1|CCAP	LOC117580499|XP_034122978.1|DGUA
OG0009494	CCAP1982_LOCUS13716|CAD7005356.1|CCAP	LOC117580500|XP_034122979.1|DGUA
OG0009495	CCAP1982_LOCUS13685|CAD7005325.1|CCAP	LOC117580549|XP_034123038.1|DGUA
OG0009496	CCAP1982_LOCUS13551|CAD7005191.1|CCAP	LOC117580239|XP_034122551.1|DGUA
OG0009497	CCAP1982_LOCUS13524|CAD7005163.1|CCAP	LOC117589828|XP_034137950.1|DGUA
OG0009498	CCAP1982_LOCUS14275|CAD7005937.1|CCAP	LOC117580118|XP_034122299.1|DGUA
OG0009499	CCAP1982_LOCUS14268|CAD7005930.1|CCAP	LOC117580006|XP_034122102.1|DGUA
OG0009500	CCAP1982_LOCUS14263|CAD7005925.1|CCAP	LOC117579288|XP_034120982.1|DGUA
OG0009501	CCAP1982_LOCUS13407|CAD7005035.1|CCAP	LOC117591229|XP_034140294.1|DGUA
OG0009502	CCAP1982_LOCUS5510|CAD6996837.1|CCAP	LOC117586312|XP_034132187.1|DGUA
OG0009503	CCAP1982_LOCUS5607|CAD6996937.1|CCAP	LOC117587898|XP_034134764.1|DGUA
OG0009505	CCAP1982_LOCUS8847|CAD7000367.1|CCAP	LOC117583938|XP_034128512.1|DGUA
OG0009506	CCAP1982_LOCUS11082|CAD7002596.1|CCAP, CCAP1982_LOCUS11083|CAD7002597.1|CCAP	LOC117579805|XP_034121773.1|DGUA
OG0009507	CCAP1982_LOCUS14752|CAD7006433.1|CCAP	LOC117589189|XP_034136806.1|DGUA
OG0009508	CCAP1982_LOCUS21479|CAD7013415.1|CCAP	LOC117584118|XP_034128759.1|DGUA
OG0009509	CCAP1982_LOCUS22435|CAD7014439.1|CCAP	LOC117592290|XP_034141848.1|DGUA
OG0009556	CCAP1982_LOCUS4559|CAD6995858.1|CCAP	LOC117578650|XP_034120157.1|DGUA
OG0009562	CCAP1982_LOCUS19486|CAD7011386.1|CCAP	LOC117582095|XP_034125548.1|DGUA
OG0009567	CCAP1982_LOCUS2822|CAD6994045.1|CCAP	LOC117589639|XP_034137654.1|DGUA
OG0009570	CCAP1982_LOCUS638|CAD6991725.1|CCAP	LOC117586209|XP_034132038.1|DGUA
OG0009576	CCAP1982_LOCUS2070|CAD6993253.1|CCAP	LOC117583241|XP_034127354.1|DGUA
OG0009578	CCAP1982_LOCUS6109|CAD6997466.1|CCAP	LOC117584633|XP_034129547.1|DGUA
OG0009580	CCAP1982_LOCUS21382|CAD7013312.1|CCAP, CCAP1982_LOCUS21383|CAD7013313.1|CCAP	LOC117583782|XP_034128240.1|DGUA
OG0009581	CCAP1982_LOCUS12317|CAD7003887.1|CCAP	LOC117584196|XP_034128857.1|DGUA
OG0009582	CCAP1982_LOCUS11930|CAD7003479.1|CCAP	LOC117586976|XP_034133246.1|DGUA
OG0009585	CCAP1982_LOCUS3481|CAD6994748.1|CCAP, CCAP1982_LOCUS3480|CAD6994747.1|CCAP	LOC117585666|XP_034131153.1|DGUA
OG0009587	CCAP1982_LOCUS21536|CAD7013474.1|CCAP	LOC117592091|XP_034141498.1|DGUA
OG0009588	CCAP1982_LOCUS3486|CAD6994753.1|CCAP	LOC117585671|XP_034131160.1|DGUA
OG0009590	CCAP1982_LOCUS11546|CAD7003083.1|CCAP	LOC117579627|XP_034121472.1|DGUA
OG0009591	CCAP1982_LOCUS865|CAD6991978.1|CCAP	LOC117585937|XP_034131597.1|DGUA
OG0009592	CCAP1982_LOCUS4936|CAD6996253.1|CCAP	LOC117586149|XP_034131939.1|DGUA
OG0009593	CCAP1982_LOCUS4931|CAD6996248.1|CCAP	LOC117586134|XP_034131916.1|DGUA
OG0009594	CCAP1982_LOCUS699|CAD6991795.1|CCAP	LOC117586319|XP_034132199.1|DGUA
OG0009595	CCAP1982_LOCUS4759|CAD6996052.1|CCAP	LOC117586118|XP_034131871.1|DGUA
OG0009596	CCAP1982_LOCUS4703|CAD6995997.1|CCAP	LOC117586367|XP_034132284.1|DGUA
OG0009597	CCAP1982_LOCUS4699|CAD6995993.1|CCAP	LOC117586144|XP_034131928.1|DGUA
OG0009598	CCAP1982_LOCUS4695|CAD6995989.1|CCAP	LOC117586143|XP_034131926.1|DGUA
OG0009599	CCAP1982_LOCUS4599|CAD6995898.1|CCAP	LOC117585861|XP_034131505.1|DGUA
OG0009600	CCAP1982_LOCUS4586|CAD6995885.1|CCAP	LOC117586460|XP_034132403.1|DGUA
OG0009601	CCAP1982_LOCUS4580|CAD6995879.1|CCAP	LOC117585697|XP_034131204.1|DGUA
OG0009602	CCAP1982_LOCUS5199|CAD6996531.1|CCAP	LOC117591205|XP_034140236.1|DGUA
OG0009603	CCAP1982_LOCUS956|CAD6992076.1|CCAP	LOC117585945|XP_034131610.1|DGUA
OG0009604	CCAP1982_LOCUS489|CAD6991571.1|CCAP	LOC117581227|XP_034124101.1|DGUA
OG0009605	CCAP1982_LOCUS356|CAD6991429.1|CCAP	LOC117591124|XP_034140118.1|DGUA
OG0009606	CCAP1982_LOCUS350|CAD6991423.1|CCAP	LOC117591115|XP_034140106.1|DGUA
OG0009607	CCAP1982_LOCUS347|CAD6991420.1|CCAP	LOC117591090|XP_034140082.1|DGUA
OG0009608	CCAP1982_LOCUS410|CAD6991485.1|CCAP	LOC117585084|XP_034130242.1|DGUA
OG0009609	CCAP1982_LOCUS5122|CAD6996450.1|CCAP	LOC117586753|XP_034132952.1|DGUA
OG0009611	CCAP1982_LOCUS4482|CAD6995778.1|CCAP, CCAP1982_LOCUS4483|CAD6995779.1|CCAP	LOC117586532|XP_034132557.1|DGUA
OG0009612	CCAP1982_LOCUS665|CAD6991754.1|CCAP	LOC117585108|XP_034130279.1|DGUA
OG0009613	CCAP1982_LOCUS5027|CAD6996349.1|CCAP	LOC117584701|XP_034129628.1|DGUA
OG0009614	CCAP1982_LOCUS2018|CAD6993196.1|CCAP	LOC117589557|XP_034137460.1|DGUA
OG0009615	CCAP1982_LOCUS3409|CAD6994674.1|CCAP	LOC117583730|XP_034128138.1|DGUA
OG0009616	CCAP1982_LOCUS3436|CAD6994701.1|CCAP	LOC117583717|XP_034128115.1|DGUA
OG0009617	CCAP1982_LOCUS2097|CAD6993281.1|CCAP	LOC117589473|XP_034137301.1|DGUA
OG0009619	CCAP1982_LOCUS1352|CAD6992502.1|CCAP	LOC117589919|XP_034138089.1|DGUA
OG0009620	CCAP1982_LOCUS1311|CAD6992454.1|CCAP	LOC117584963|XP_034130052.1|DGUA
OG0009621	CCAP1982_LOCUS1309|CAD6992452.1|CCAP	LOC117584964|XP_034130053.1|DGUA
OG0009622	CCAP1982_LOCUS1218|CAD6992354.1|CCAP	LOC117585042|XP_034130188.1|DGUA
OG0009624	CCAP1982_LOCUS1168|CAD6992300.1|CCAP	LOC117583794|XP_034128267.1|DGUA
OG0009625	CCAP1982_LOCUS1144|CAD6992276.1|CCAP	LOC117583292|XP_034127421.1|DGUA
OG0009626	CCAP1982_LOCUS3165|CAD6994413.1|CCAP	LOC117585649|XP_034131128.1|DGUA
OG0009627	CCAP1982_LOCUS3159|CAD6994407.1|CCAP	LOC117585383|XP_034130723.1|DGUA
OG0009628	CCAP1982_LOCUS3139|CAD6994386.1|CCAP	LOC117585634|XP_034131109.1|DGUA
OG0009629	CCAP1982_LOCUS3091|CAD6994335.1|CCAP	LOC117583260|XP_034127376.1|DGUA
OG0009630	CCAP1982_LOCUS3088|CAD6994332.1|CCAP	LOC117583086|XP_034127155.1|DGUA
OG0009631	CCAP1982_LOCUS3064|CAD6994305.1|CCAP	LOC117589713|XP_034137768.1|DGUA
OG0009632	CCAP1982_LOCUS3956|CAD6995237.1|CCAP	LOC117588459|XP_034135638.1|DGUA
OG0009633	CCAP1982_LOCUS3893|CAD6995172.1|CCAP	LOC117580217|XP_034122506.1|DGUA
OG0009634	CCAP1982_LOCUS2248|CAD6993435.1|CCAP	LOC117582964|XP_034126971.1|DGUA
OG0009635	CCAP1982_LOCUS1445|CAD6992596.1|CCAP	LOC117589765|XP_034137845.1|DGUA
OG0009636	CCAP1982_LOCUS2928|CAD6994162.1|CCAP	LOC117580188|XP_034122440.1|DGUA
OG0009637	CCAP1982_LOCUS2954|CAD6994189.1|CCAP	LOC117582787|XP_034126659.1|DGUA
OG0009638	CCAP1982_LOCUS3008|CAD6994247.1|CCAP	LOC117583040|XP_034127093.1|DGUA
OG0009639	CCAP1982_LOCUS3583|CAD6994848.1|CCAP	LOC117586188|XP_034132004.1|DGUA
OG0009640	CCAP1982_LOCUS3650|CAD6994916.1|CCAP	LOC117583426|XP_034127614.1|DGUA
OG0009641	CCAP1982_LOCUS3708|CAD6994977.1|CCAP	LOC117583317|XP_034127467.1|DGUA
OG0009642	CCAP1982_LOCUS3710|CAD6994979.1|CCAP	LOC117583316|XP_034127466.1|DGUA
OG0009643	CCAP1982_LOCUS3834|CAD6995112.1|CCAP	LOC117583404|XP_034127581.1|DGUA
OG0009644	CCAP1982_LOCUS1809|CAD6992978.1|CCAP	LOC117583108|XP_034127181.1|DGUA
OG0009645	CCAP1982_LOCUS1813|CAD6992982.1|CCAP	LOC117583357|XP_034127518.1|DGUA
OG0009646	CCAP1982_LOCUS1869|CAD6993034.1|CCAP	LOC117582982|XP_034126995.1|DGUA
OG0009647	CCAP1982_LOCUS1873|CAD6993038.1|CCAP	LOC117583290|XP_034127420.1|DGUA
OG0009648	CCAP1982_LOCUS3363|CAD6994628.1|CCAP	LOC117582838|XP_034126786.1|DGUA
OG0009649	CCAP1982_LOCUS3200|CAD6994453.1|CCAP	LOC117589860|XP_034138015.1|DGUA
OG0009650	CCAP1982_LOCUS7064|CAD6998467.1|CCAP	LOC117581962|XP_034125337.1|DGUA
OG0009651	CCAP1982_LOCUS6784|CAD6998168.1|CCAP	LOC117582496|XP_034126171.1|DGUA
OG0009652	CCAP1982_LOCUS6718|CAD6998104.1|CCAP	LOC117582431|XP_034126026.1|DGUA
OG0009653	CCAP1982_LOCUS8740|CAD7000250.1|CCAP	LOC117582611|XP_034126375.1|DGUA
OG0009654	CCAP1982_LOCUS8742|CAD7000252.1|CCAP	LOC117582612|XP_034126376.1|DGUA
OG0009655	CCAP1982_LOCUS8863|CAD7000387.1|CCAP	LOC117582472|XP_034126106.1|DGUA
OG0009656	CCAP1982_LOCUS8924|CAD7000447.1|CCAP	LOC117584727|XP_034129684.1|DGUA
OG0009657	CCAP1982_LOCUS8940|CAD7000463.1|CCAP	LOC117583932|XP_034128505.1|DGUA
OG0009658	CCAP1982_LOCUS7800|CAD6999270.1|CCAP	LOC117584166|XP_034128821.1|DGUA
OG0009659	CCAP1982_LOCUS8215|CAD6999687.1|CCAP	LOC117582450|XP_034126064.1|DGUA
OG0009660	CCAP1982_LOCUS8248|CAD6999722.1|CCAP	LOC117582357|XP_034125904.1|DGUA
OG0009661	CCAP1982_LOCUS8285|CAD6999762.1|CCAP	LOC117581960|XP_034125334.1|DGUA
OG0009663	CCAP1982_LOCUS8030|CAD6999506.1|CCAP	LOC117582488|XP_034126143.1|DGUA
OG0009664	CCAP1982_LOCUS8184|CAD6999654.1|CCAP	LOC117584645|XP_034129559.1|DGUA
OG0009665	CCAP1982_LOCUS7379|CAD6998830.1|CCAP	LOC117582207|XP_034125706.1|DGUA
OG0009666	CCAP1982_LOCUS7404|CAD6998855.1|CCAP	LOC117584055|XP_034128687.1|DGUA
