Orthogroup	CCAP.longest_only	DSAN.longest_only
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC120445738|XP_039482246.1|DSAN
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC120446021|XP_039482710.1|DSAN
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC120445949|XP_039482568.1|DSAN
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC120445496|XP_039481877.1|DSAN
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC120457476|XP_039500962.1|DSAN
OG0007986	CCAP1982_LOCUS8337|CAD6999826.1|CCAP	LOC120451034|XP_039490299.1|DSAN
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC120446880|XP_039484027.1|DSAN
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC120446411|XP_039483291.1|DSAN
OG0007990	CCAP1982_LOCUS5616|CAD6996948.1|CCAP	LOC120458087|XP_039501538.1|DSAN
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC120455246|XP_039497175.1|DSAN
OG0007993	CCAP1982_LOCUS3399|CAD6994664.1|CCAP	LOC120451424|XP_039491031.1|DSAN
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC120445029|XP_039481042.1|DSAN
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC120445169|XP_039481283.1|DSAN
OG0007999	CCAP1982_LOCUS7924|CAD6999398.1|CCAP	LOC120457041|XP_039500147.1|DSAN
OG0008000	CCAP1982_LOCUS7923|CAD6999397.1|CCAP	LOC120453304|XP_039493882.1|DSAN
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC120443999|XP_039479415.1|DSAN
OG0008002	CCAP1982_LOCUS7500|CAD6998953.1|CCAP	LOC120447067|XP_039484394.1|DSAN
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC120444038|XP_039479481.1|DSAN
OG0008008	CCAP1982_LOCUS11656|CAD7003194.1|CCAP	LOC120449580|XP_039488068.1|DSAN
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC120445340|XP_039481610.1|DSAN
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC120446265|XP_039483075.1|DSAN
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC120452478|XP_039492653.1|DSAN
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC120448773|XP_039486893.1|DSAN
OG0008022	CCAP1982_LOCUS3423|CAD6994688.1|CCAP	LOC120453193|XP_039493693.1|DSAN
OG0008029	CCAP1982_LOCUS303|CAD6991374.1|CCAP	LOC120454149|XP_039495142.1|DSAN
OG0008030	CCAP1982_LOCUS677|CAD6991770.1|CCAP	LOC120452459|XP_039492623.1|DSAN
OG0008032	CCAP1982_LOCUS900|CAD6992016.1|CCAP	LOC120451430|XP_039491040.1|DSAN
OG0008033	CCAP1982_LOCUS710|CAD6991808.1|CCAP	LOC120451522|XP_039491224.1|DSAN
OG0008036	CCAP1982_LOCUS689|CAD6991784.1|CCAP	LOC120453531|XP_039494217.1|DSAN
OG0008037	CCAP1982_LOCUS701|CAD6991797.1|CCAP	LOC120453524|XP_039494206.1|DSAN
OG0008039	CCAP1982_LOCUS22|CAD6991074.1|CCAP	LOC120453996|XP_039494895.1|DSAN
OG0008040	CCAP1982_LOCUS153|CAD6991215.1|CCAP	LOC120452736|XP_039493041.1|DSAN
OG0008042	CCAP1982_LOCUS164|CAD6991227.1|CCAP	LOC120454640|XP_039496073.1|DSAN
OG0008046	CCAP1982_LOCUS24|CAD6991076.1|CCAP	LOC120454605|XP_039495998.1|DSAN
OG0008047	CCAP1982_LOCUS5022|CAD6996344.1|CCAP	LOC120450777|XP_039489869.1|DSAN
OG0008048	CCAP1982_LOCUS25|CAD6991077.1|CCAP	LOC120453997|XP_039494897.1|DSAN
OG0008049	CCAP1982_LOCUS1019|CAD6992140.1|CCAP	LOC120450775|XP_039489867.1|DSAN
OG0008050	CCAP1982_LOCUS4834|CAD6996141.1|CCAP	LOC120451495|XP_039491180.1|DSAN
OG0008051	CCAP1982_LOCUS4237|CAD6995525.1|CCAP	LOC120450806|XP_039489910.1|DSAN
OG0008052	CCAP1982_LOCUS605|CAD6991692.1|CCAP	LOC120451153|XP_039490514.1|DSAN
OG0008053	CCAP1982_LOCUS5665|CAD6997004.1|CCAP	LOC120448285|XP_039486149.1|DSAN
OG0008057	CCAP1982_LOCUS4830|CAD6996136.1|CCAP	LOC120453625|XP_039494339.1|DSAN
OG0008059	CCAP1982_LOCUS17|CAD6991068.1|CCAP	LOC120453300|XP_039493866.1|DSAN
OG0008060	CCAP1982_LOCUS125|CAD6991187.1|CCAP	LOC120452223|XP_039492283.1|DSAN
OG0008063	CCAP1982_LOCUS163|CAD6991225.1|CCAP	LOC120454641|XP_039496075.1|DSAN
OG0008069	CCAP1982_LOCUS854|CAD6991967.1|CCAP	LOC120451254|XP_039490713.1|DSAN
OG0008070	CCAP1982_LOCUS4919|CAD6996234.1|CCAP	LOC120453998|XP_039494899.1|DSAN
OG0008075	CCAP1982_LOCUS19935|CAD7011825.1|CCAP	LOC120445542|XP_039481947.1|DSAN
OG0008082	CCAP1982_LOCUS4885|CAD6996195.1|CCAP	LOC120453720|XP_039494482.1|DSAN
OG0008083	CCAP1982_LOCUS771|CAD6991880.1|CCAP	LOC120454536|XP_039495848.1|DSAN
OG0008084	CCAP1982_LOCUS3892|CAD6995171.1|CCAP	LOC120453855|XP_039494694.1|DSAN
OG0008085	CCAP1982_LOCUS3982|CAD6995261.1|CCAP	LOC120452822|XP_039493160.1|DSAN
OG0008086	CCAP1982_LOCUS4826|CAD6996132.1|CCAP	LOC120454534|XP_039495841.1|DSAN
OG0008091	CCAP1982_LOCUS2678|CAD6993884.1|CCAP	LOC120452625|XP_039492868.1|DSAN
OG0008092	CCAP1982_LOCUS186|CAD6991251.1|CCAP	LOC120450872|XP_039490032.1|DSAN
OG0008094	CCAP1982_LOCUS6811|CAD6998195.1|CCAP	LOC120452918|XP_039493358.1|DSAN
OG0008098	CCAP1982_LOCUS13603|CAD7005246.1|CCAP	LOC120448525|XP_039486497.1|DSAN
OG0008099	CCAP1982_LOCUS13383|CAD7005010.1|CCAP	LOC120447674|XP_039485133.1|DSAN
OG0008100	CCAP1982_LOCUS536|CAD6991621.1|CCAP	LOC120451181|XP_039490555.1|DSAN
OG0008104	CCAP1982_LOCUS13968|CAD7005609.1|CCAP	LOC120449490|XP_039487906.1|DSAN
OG0008105	CCAP1982_LOCUS1889|CAD6993059.1|CCAP	LOC120454098|XP_039495042.1|DSAN
OG0008107	CCAP1982_LOCUS846|CAD6991958.1|CCAP	LOC120453473|XP_039494137.1|DSAN
OG0008132	CCAP1982_LOCUS5058|CAD6996379.1|CCAP	LOC120452235|XP_039492295.1|DSAN
OG0008136	CCAP1982_LOCUS7013|CAD6998413.1|CCAP	LOC120453744|XP_039494514.1|DSAN
OG0008138	CCAP1982_LOCUS14890|CAD7006576.1|CCAP	LOC120448590|XP_039486607.1|DSAN
OG0008153	CCAP1982_LOCUS7157|CAD6998579.1|CCAP	LOC120445086|XP_039481149.1|DSAN
OG0008154	CCAP1982_LOCUS13782|CAD7005419.1|CCAP	LOC120447687|XP_039485151.1|DSAN
OG0008156	CCAP1982_LOCUS262|CAD6991333.1|CCAP	LOC120451423|XP_039491030.1|DSAN
OG0008157	CCAP1982_LOCUS1671|CAD6992834.1|CCAP	LOC120453002|XP_039493440.1|DSAN
OG0008159	CCAP1982_LOCUS14131|CAD7005782.1|CCAP	LOC120450565|XP_039489609.1|DSAN
OG0008160	CCAP1982_LOCUS20519|CAD7012437.1|CCAP	LOC120445137|XP_039481222.1|DSAN
OG0008163	CCAP1982_LOCUS14911|CAD7006600.1|CCAP	LOC120447918|XP_039485509.1|DSAN
OG0008172	CCAP1982_LOCUS2600|CAD6993804.1|CCAP	LOC120450774|XP_039489865.1|DSAN
OG0008182	CCAP1982_LOCUS19443|CAD7011338.1|CCAP	LOC120458669|XP_039502337.1|DSAN
OG0008183	CCAP1982_LOCUS19493|CAD7011393.1|CCAP	LOC120445932|XP_039482529.1|DSAN
OG0008184	CCAP1982_LOCUS19714|CAD7011625.1|CCAP	LOC120450822|XP_039489938.1|DSAN
OG0008185	CCAP1982_LOCUS3685|CAD6994952.1|CCAP	LOC120451810|XP_039491701.1|DSAN
OG0008186	CCAP1982_LOCUS22846|CAD7014882.1|CCAP	LOC120445657|XP_039482136.1|DSAN
OG0008187	CCAP1982_LOCUS22847|CAD7014883.1|CCAP	LOC120445659|XP_039482139.1|DSAN
OG0008189	CCAP1982_LOCUS6511|CAD6997892.1|CCAP	LOC120448993|XP_039487197.1|DSAN
OG0008190	CCAP1982_LOCUS10923|CAD7002432.1|CCAP	LOC120449097|XP_039487339.1|DSAN
OG0008195	CCAP1982_LOCUS19870|CAD7011758.1|CCAP	LOC120446013|XP_039482700.1|DSAN
OG0008197	CCAP1982_LOCUS11615|CAD7003154.1|CCAP	LOC120449216|XP_039487516.1|DSAN
OG0008201	CCAP1982_LOCUS14008|CAD7005651.1|CCAP	LOC120449102|XP_039487345.1|DSAN
OG0008202	CCAP1982_LOCUS13425|CAD7005055.1|CCAP	LOC120448651|XP_039486716.1|DSAN
OG0008207	CCAP1982_LOCUS14253|CAD7005914.1|CCAP	LOC120449572|XP_039488060.1|DSAN
OG0008208	CCAP1982_LOCUS19592|CAD7011494.1|CCAP	LOC120446968|XP_039484170.1|DSAN
OG0008209	CCAP1982_LOCUS13090|CAD7004697.1|CCAP	LOC120448225|XP_039486054.1|DSAN
OG0008210	CCAP1982_LOCUS21155|CAD7013078.1|CCAP	LOC120449243|XP_039487553.1|DSAN
OG0008211	CCAP1982_LOCUS5555|CAD6996882.1|CCAP	LOC120458170|XP_039501661.1|DSAN
OG0008212	CCAP1982_LOCUS13377|CAD7005001.1|CCAP	LOC120450054|XP_039488745.1|DSAN
OG0008222	CCAP1982_LOCUS13754|CAD7005394.1|CCAP	LOC120448730|XP_039486836.1|DSAN
OG0008223	CCAP1982_LOCUS13974|CAD7005616.1|CCAP	LOC120450358|XP_039489272.1|DSAN
OG0008227	CCAP1982_LOCUS3812|CAD6995088.1|CCAP	LOC120454298|XP_039495428.1|DSAN
OG0008228	CCAP1982_LOCUS2358|CAD6993546.1|CCAP	LOC120451222|XP_039490636.1|DSAN
OG0008229	CCAP1982_LOCUS2175|CAD6993357.1|CCAP	LOC120454485|XP_039495761.1|DSAN
OG0008230	CCAP1982_LOCUS643|CAD6991732.1|CCAP	LOC120451283|XP_039490762.1|DSAN
OG0008232	CCAP1982_LOCUS11916|CAD7003463.1|CCAP	LOC120450143|XP_039488905.1|DSAN
OG0008233	CCAP1982_LOCUS5478|CAD6996805.1|CCAP	LOC120444998|XP_039480970.1|DSAN
OG0008234	CCAP1982_LOCUS22924|CAD7014962.1|CCAP	LOC120447018|XP_039484271.1|DSAN
OG0008237	CCAP1982_LOCUS21190|CAD7013117.1|CCAP	LOC120458753|XP_039502460.1|DSAN
OG0008238	CCAP1982_LOCUS12216|CAD7003780.1|CCAP	LOC120448595|XP_039486629.1|DSAN
OG0008239	CCAP1982_LOCUS13295|CAD7004911.1|CCAP	LOC120449394|XP_039487771.1|DSAN
OG0008240	CCAP1982_LOCUS21666|CAD7013615.1|CCAP	LOC120445797|XP_039482342.1|DSAN
OG0008243	CCAP1982_LOCUS21722|CAD7013681.1|CCAP	LOC120445582|XP_039482007.1|DSAN
OG0008244	CCAP1982_LOCUS3012|CAD6994251.1|CCAP, CCAP1982_LOCUS3014|CAD6994253.1|CCAP, CCAP1982_LOCUS3013|CAD6994252.1|CCAP	LOC120452208|XP_039492264.1|DSAN
OG0008245	CCAP1982_LOCUS20759|CAD7012652.1|CCAP, CCAP1982_LOCUS20761|CAD7012654.1|CCAP, CCAP1982_LOCUS20752|CAD7012649.1|CCAP	LOC120444691|XP_039480491.1|DSAN
OG0008246	CCAP1982_LOCUS20115|CAD7012004.1|CCAP	LOC120446645|XP_039483650.1|DSAN
OG0008247	CCAP1982_LOCUS3065|CAD6994307.1|CCAP	LOC120455490|XP_039497667.1|DSAN
OG0008248	CCAP1982_LOCUS7940|CAD6999414.1|CCAP, CCAP1982_LOCUS3813|CAD6995089.1|CCAP	LOC120453702|XP_039494458.1|DSAN
OG0008249	CCAP1982_LOCUS1862|CAD6993026.1|CCAP, CCAP1982_LOCUS1863|CAD6993027.1|CCAP	LOC120452917|XP_039493316.1|DSAN
OG0008250	CCAP1982_LOCUS23131|CAD7015179.1|CCAP, CCAP1982_LOCUS23132|CAD7015180.1|CCAP	LOC120446518|XP_039483463.1|DSAN
OG0008251	CCAP1982_LOCUS23380|CAD7015438.1|CCAP	LOC120458223|XP_039501737.1|DSAN
OG0008252	CCAP1982_LOCUS22375|CAD7014380.1|CCAP, CCAP1982_LOCUS22374|CAD7014379.1|CCAP	LOC120443858|XP_039479157.1|DSAN
OG0008253	CCAP1982_LOCUS20951|CAD7012852.1|CCAP, CCAP1982_LOCUS20795|CAD7012688.1|CCAP, CCAP1982_LOCUS20796|CAD7012689.1|CCAP, CCAP1982_LOCUS20797|CAD7012690.1|CCAP, CCAP1982_LOCUS20794|CAD7012687.1|CCAP, CCAP1982_LOCUS20793|CAD7012686.1|CCAP, CCAP1982_LOCUS20958|CAD7012859.1|CCAP	LOC120458375|XP_039501929.1|DSAN
OG0008254	CCAP1982_LOCUS14756|CAD7006437.1|CCAP	LOC120449809|XP_039488389.1|DSAN
OG0008255	CCAP1982_LOCUS22856|CAD7014892.1|CCAP, CCAP1982_LOCUS12510|CAD7004087.1|CCAP	LOC120448545|XP_039486529.1|DSAN
OG0008256	CCAP1982_LOCUS21502|CAD7013437.1|CCAP	LOC120443749|XP_039478946.1|DSAN
OG0008266	CCAP1982_LOCUS2422|CAD6993612.1|CCAP	LOC120452131|XP_039492149.1|DSAN
OG0008267	CCAP1982_LOCUS3067|CAD6994310.1|CCAP	LOC120454700|XP_039496167.1|DSAN
OG0008271	CCAP1982_LOCUS14909|CAD7006598.1|CCAP	LOC120450165|XP_039488945.1|DSAN
OG0008273	CCAP1982_LOCUS120|CAD6991182.1|CCAP	LOC120454467|XP_039495721.1|DSAN
OG0008284	CCAP1982_LOCUS9611|CAD7001139.1|CCAP	LOC120454885|XP_039496409.1|DSAN
OG0008288	CCAP1982_LOCUS1825|CAD6992994.1|CCAP	LOC120454603|XP_039495996.1|DSAN
OG0008289	CCAP1982_LOCUS1206|CAD6992342.1|CCAP	LOC120451591|XP_039491344.1|DSAN
OG0008294	CCAP1982_LOCUS3185|CAD6994434.1|CCAP	LOC120450835|XP_039489952.1|DSAN
OG0008299	CCAP1982_LOCUS3440|CAD6994705.1|CCAP	LOC120452487|XP_039492669.1|DSAN
OG0008301	CCAP1982_LOCUS1728|CAD6992893.1|CCAP	LOC120453701|XP_039494457.1|DSAN
OG0008308	CCAP1982_LOCUS3483|CAD6994750.1|CCAP	LOC120450978|XP_039490208.1|DSAN
OG0008310	CCAP1982_LOCUS13492|CAD7005130.1|CCAP	LOC120449601|XP_039488102.1|DSAN
OG0008312	CCAP1982_LOCUS3005|CAD6994244.1|CCAP	LOC120451014|XP_039490272.1|DSAN
OG0008316	CCAP1982_LOCUS9775|CAD7001277.1|CCAP, CCAP1982_LOCUS10515|CAD7002027.1|CCAP	LOC120455736|XP_039498090.1|DSAN
OG0008317	CCAP1982_LOCUS2023|CAD6993203.1|CCAP	LOC120453821|XP_039494636.1|DSAN
OG0008321	CCAP1982_LOCUS1594|CAD6992751.1|CCAP	LOC120452608|XP_039492841.1|DSAN
OG0008323	CCAP1982_LOCUS3509|CAD6994778.1|CCAP	LOC120453774|XP_039494549.1|DSAN
OG0008327	CCAP1982_LOCUS19575|CAD7011475.1|CCAP	LOC120445956|XP_039482578.1|DSAN
OG0008330	CCAP1982_LOCUS22445|CAD7014449.1|CCAP	LOC120446814|XP_039483911.1|DSAN
OG0008331	CCAP1982_LOCUS12328|CAD7003899.1|CCAP	LOC120447967|XP_039485592.1|DSAN
OG0008335	CCAP1982_LOCUS14416|CAD7006084.1|CCAP	LOC120450159|XP_039488937.1|DSAN
OG0008337	CCAP1982_LOCUS21735|CAD7013694.1|CCAP	LOC120444165|XP_039479682.1|DSAN
OG0008338	CCAP1982_LOCUS11816|CAD7003357.1|CCAP	LOC120450556|XP_039489597.1|DSAN
OG0008340	CCAP1982_LOCUS22350|CAD7014353.1|CCAP	LOC120445258|XP_039481482.1|DSAN
OG0008341	CCAP1982_LOCUS3342|CAD6994604.1|CCAP	LOC120448717|XP_039486821.1|DSAN
OG0008342	CCAP1982_LOCUS13043|CAD7004648.1|CCAP	LOC120447682|XP_039485143.1|DSAN
OG0008343	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP	LOC120454593|XP_039495979.1|DSAN
OG0008344	CCAP1982_LOCUS11914|CAD7003461.1|CCAP	LOC120450141|XP_039488903.1|DSAN
OG0008345	CCAP1982_LOCUS12323|CAD7003893.1|CCAP	LOC120450262|XP_039489087.1|DSAN
OG0008347	CCAP1982_LOCUS8876|CAD7000401.1|CCAP	LOC120456817|XP_039499802.1|DSAN
OG0008348	CCAP1982_LOCUS12034|CAD7003586.1|CCAP	LOC120448792|XP_039486917.1|DSAN
OG0008349	CCAP1982_LOCUS3526|CAD6994795.1|CCAP	LOC120448475|XP_039486434.1|DSAN
OG0008351	CCAP1982_LOCUS11606|CAD7003145.1|CCAP	LOC120450397|XP_039489326.1|DSAN
OG0008352	CCAP1982_LOCUS14829|CAD7006515.1|CCAP	LOC120447892|XP_039485438.1|DSAN
OG0008353	CCAP1982_LOCUS12045|CAD7003597.1|CCAP	LOC120450006|XP_039488654.1|DSAN
OG0008355	CCAP1982_LOCUS22485|CAD7014483.1|CCAP	LOC120444623|XP_039480362.1|DSAN
OG0008356	CCAP1982_LOCUS10774|CAD7002279.1|CCAP	LOC120448969|XP_039487164.1|DSAN
OG0008357	CCAP1982_LOCUS863|CAD6991976.1|CCAP	LOC120453332|XP_039493926.1|DSAN
OG0008358	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP	LOC120453852|XP_039494693.1|DSAN
OG0008359	CCAP1982_LOCUS7255|CAD6998698.1|CCAP	LOC120446691|XP_039483719.1|DSAN
OG0008360	CCAP1982_LOCUS7152|CAD6998572.1|CCAP	LOC120445999|XP_039482667.1|DSAN
OG0008361	CCAP1982_LOCUS9119|CAD7000645.1|CCAP	LOC120456278|XP_039498955.1|DSAN
OG0008363	CCAP1982_LOCUS19956|CAD7011847.1|CCAP	LOC120446945|XP_039484128.1|DSAN
OG0008364	CCAP1982_LOCUS14632|CAD7006310.1|CCAP	LOC120450649|XP_039489740.1|DSAN
OG0008365	CCAP1982_LOCUS20151|CAD7012049.1|CCAP	LOC120444622|XP_039480359.1|DSAN
OG0008366	CCAP1982_LOCUS4899|CAD6996210.1|CCAP	LOC120452324|XP_039492411.1|DSAN
OG0008371	CCAP1982_LOCUS4600|CAD6995899.1|CCAP	LOC120450943|XP_039490146.1|DSAN
OG0008372	CCAP1982_LOCUS21458|CAD7013393.1|CCAP	LOC120457473|XP_039500957.1|DSAN
OG0008376	CCAP1982_LOCUS8463|CAD6999956.1|CCAP	LOC120453421|XP_039494059.1|DSAN
OG0008377	CCAP1982_LOCUS5667|CAD6997006.1|CCAP	LOC120444667|XP_039480447.1|DSAN
OG0008379	CCAP1982_LOCUS5779|CAD6997134.1|CCAP	LOC120457794|XP_039501225.1|DSAN
OG0008381	CCAP1982_LOCUS7843|CAD6999316.1|CCAP	LOC120449983|XP_039488628.1|DSAN
OG0008387	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP	LOC120451346|XP_039490862.1|DSAN
OG0008389	CCAP1982_LOCUS6890|CAD6998281.1|CCAP	LOC120445390|XP_039481729.1|DSAN
OG0008392	CCAP1982_LOCUS13567|CAD7005207.1|CCAP	LOC120450605|XP_039489662.1|DSAN
OG0008393	CCAP1982_LOCUS13966|CAD7005607.1|CCAP	LOC120450337|XP_039489238.1|DSAN
OG0008400	CCAP1982_LOCUS11408|CAD7002943.1|CCAP	LOC120450330|XP_039489230.1|DSAN
OG0008401	CCAP1982_LOCUS8474|CAD6999969.1|CCAP	LOC120458105|XP_039501569.1|DSAN
OG0008402	CCAP1982_LOCUS4270|CAD6995559.1|CCAP	LOC120454060|XP_039494999.1|DSAN
OG0008404	CCAP1982_LOCUS652|CAD6991740.1|CCAP	LOC120454068|XP_039495012.1|DSAN
OG0008407	CCAP1982_LOCUS4426|CAD6995719.1|CCAP	LOC120452010|XP_039491980.1|DSAN
OG0008410	CCAP1982_LOCUS119|CAD6991180.1|CCAP	LOC120454468|XP_039495722.1|DSAN
OG0008423	CCAP1982_LOCUS9595|CAD7001123.1|CCAP	LOC120446364|XP_039483230.1|DSAN
OG0008425	CCAP1982_LOCUS105|CAD6991166.1|CCAP	LOC120452881|XP_039493266.1|DSAN
OG0008431	CCAP1982_LOCUS19670|CAD7011581.1|CCAP	LOC120447980|XP_039485609.1|DSAN
OG0008432	CCAP1982_LOCUS2706|CAD6993915.1|CCAP	LOC120453362|XP_039493969.1|DSAN
OG0008433	CCAP1982_LOCUS13436|CAD7005072.1|CCAP	LOC120448356|XP_039486257.1|DSAN
OG0008438	CCAP1982_LOCUS4252|CAD6995541.1|CCAP	LOC120452316|XP_039492401.1|DSAN
OG0008439	CCAP1982_LOCUS21021|CAD7012923.1|CCAP	LOC120446590|XP_039483545.1|DSAN
OG0008440	CCAP1982_LOCUS773|CAD6991882.1|CCAP	LOC120454535|XP_039495846.1|DSAN
OG0008442	CCAP1982_LOCUS21078|CAD7012987.1|CCAP	LOC120446025|XP_039482714.1|DSAN
OG0008443	CCAP1982_LOCUS13397|CAD7005025.1|CCAP	LOC120448838|XP_039486973.1|DSAN
OG0008444	CCAP1982_LOCUS14132|CAD7005783.1|CCAP	LOC120450561|XP_039489604.1|DSAN
OG0008451	CCAP1982_LOCUS100|CAD6991160.1|CCAP	LOC120451593|XP_039491347.1|DSAN
OG0008455	CCAP1982_LOCUS12726|CAD7004306.1|CCAP	LOC120450207|XP_039489008.1|DSAN
OG0008456	CCAP1982_LOCUS27|CAD6991079.1|CCAP	LOC120454241|XP_039495281.1|DSAN
OG0008457	CCAP1982_LOCUS4532|CAD6995830.1|CCAP	LOC120451471|XP_039491094.1|DSAN
OG0008458	CCAP1982_LOCUS19472|CAD7011371.1|CCAP	LOC120445354|XP_039481633.1|DSAN
OG0008461	CCAP1982_LOCUS6949|CAD6998348.1|CCAP	LOC120446412|XP_039483296.1|DSAN
OG0008462	CCAP1982_LOCUS8775|CAD7000285.1|CCAP	LOC120454957|XP_039496674.1|DSAN
OG0008463	CCAP1982_LOCUS8023|CAD6999499.1|CCAP	LOC120454437|XP_039495670.1|DSAN
OG0008464	CCAP1982_LOCUS22925|CAD7014964.1|CCAP	LOC120447017|XP_039484270.1|DSAN
OG0008466	CCAP1982_LOCUS7231|CAD6998669.1|CCAP	LOC120444687|XP_039480488.1|DSAN
OG0008467	CCAP1982_LOCUS21767|CAD7013736.1|CCAP	LOC120446126|XP_039482885.1|DSAN
OG0008468	CCAP1982_LOCUS7303|CAD6998749.1|CCAP	LOC120458545|XP_039502160.1|DSAN
OG0008469	CCAP1982_LOCUS23118|CAD7015165.1|CCAP	LOC120457179|XP_039500408.1|DSAN
OG0008472	CCAP1982_LOCUS10062|CAD7001568.1|CCAP	LOC120446764|XP_039483834.1|DSAN
OG0008474	CCAP1982_LOCUS5114|CAD6996442.1|CCAP	LOC120453810|XP_039494622.1|DSAN
OG0008475	CCAP1982_LOCUS6517|CAD6997899.1|CCAP, CCAP1982_LOCUS6523|CAD6997905.1|CCAP, CCAP1982_LOCUS6522|CAD6997904.1|CCAP, CCAP1982_LOCUS6524|CAD6997906.1|CCAP, CCAP1982_LOCUS6521|CAD6997903.1|CCAP	LOC120453114|XP_039493588.1|DSAN
OG0008476	CCAP1982_LOCUS391|CAD6991466.1|CCAP	LOC120454418|XP_039495624.1|DSAN
OG0008477	CCAP1982_LOCUS22509|CAD7014508.1|CCAP	LOC120445937|XP_039482535.1|DSAN
OG0008478	CCAP1982_LOCUS3477|CAD6994744.1|CCAP	LOC120453253|XP_039493803.1|DSAN
OG0008479	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP	LOC120445057|XP_039481113.1|DSAN
OG0008480	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP	LOC120447898|XP_039485474.1|DSAN
OG0008481	CCAP1982_LOCUS14544|CAD7006217.1|CCAP	LOC120456458|XP_039499239.1|DSAN
OG0008482	CCAP1982_LOCUS12017|CAD7003568.1|CCAP	LOC120448795|XP_039486919.1|DSAN
OG0008484	CCAP1982_LOCUS436|CAD6991516.1|CCAP	LOC120450945|XP_039490152.1|DSAN
OG0008485	CCAP1982_LOCUS6269|CAD6997634.1|CCAP	LOC120458581|XP_039502213.1|DSAN
OG0008486	CCAP1982_LOCUS9771|CAD7001273.1|CCAP	LOC120454845|XP_039496274.1|DSAN
OG0008487	CCAP1982_LOCUS6502|CAD6997883.1|CCAP	LOC120454973|XP_039496689.1|DSAN
OG0008488	CCAP1982_LOCUS661|CAD6991750.1|CCAP	LOC120453690|XP_039494444.1|DSAN
OG0008489	CCAP1982_LOCUS532|CAD6991617.1|CCAP	LOC120451970|XP_039491930.1|DSAN
OG0008490	CCAP1982_LOCUS653|CAD6991742.1|CCAP	LOC120454650|XP_039496086.1|DSAN
OG0008491	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP	LOC120453982|XP_039494871.1|DSAN
OG0008492	CCAP1982_LOCUS8811|CAD7000328.1|CCAP	LOC120446377|XP_039483242.1|DSAN, LOC120446791|XP_039483881.1|DSAN
OG0008493	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP	LOC120458049|XP_039501493.1|DSAN
OG0008494	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP	LOC120446641|XP_039483643.1|DSAN
OG0008495	CCAP1982_LOCUS19977|CAD7011865.1|CCAP	LOC120447128|XP_039484496.1|DSAN
OG0008497	CCAP1982_LOCUS20095|CAD7011984.1|CCAP	LOC120446424|XP_039483320.1|DSAN
OG0008498	CCAP1982_LOCUS20459|CAD7012365.1|CCAP	LOC120444597|XP_039480304.1|DSAN
OG0008500	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP	LOC120448428|XP_039486367.1|DSAN
OG0008501	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP	LOC120449038|XP_039487256.1|DSAN
OG0008504	CCAP1982_LOCUS13100|CAD7004707.1|CCAP	LOC120450070|XP_039488791.1|DSAN
OG0008505	CCAP1982_LOCUS13067|CAD7004672.1|CCAP	LOC120448254|XP_039486101.1|DSAN
