Orthogroup	CCAP.longest_only	AEAL.longest_only
OG0005401	CCAP1982_LOCUS8819|CAD7000336.1|CCAP	LOC115257262|XP_029712562.1|AEAL, LOC109415355|XP_019544801.2|AEAL
OG0005402	CCAP1982_LOCUS8820|CAD7000337.1|CCAP	LOC109415604|XP_029709018.1|AEAL, LOC115253486|XP_029709030.1|AEAL
OG0005403	CCAP1982_LOCUS8823|CAD7000340.1|CCAP	LOC109407176|XP_019535706.1|AEAL, LOC115255218|XP_029709021.1|AEAL
OG0005404	CCAP1982_LOCUS8822|CAD7000339.1|CCAP	LOC109424512|XP_029708977.1|AEAL
OG0005405	CCAP1982_LOCUS23138|CAD7015187.1|CCAP	LOC109419964|XP_019549798.2|AEAL, LOC115255190|XP_029708990.1|AEAL
OG0005406	CCAP1982_LOCUS22365|CAD7014368.1|CCAP	LOC109419960|XP_019549796.2|AEAL, LOC109622706|XP_019932679.2|AEAL
OG0005407	CCAP1982_LOCUS22687|CAD7014705.1|CCAP	LOC109419959|XP_029709558.1|AEAL
OG0005408	CCAP1982_LOCUS8272|CAD6999749.1|CCAP	LOC109419949|XP_019549780.2|AEAL, LOC109420743|XP_019550764.2|AEAL
OG0005409	CCAP1982_LOCUS8121|CAD6999598.1|CCAP	LOC115258228|XP_029714162.1|AEAL, LOC109419910|XP_029708896.1|AEAL
OG0005411	CCAP1982_LOCUS21262|CAD7013191.1|CCAP	LOC109419850|XP_019549680.2|AEAL, LOC109420603|XP_019550509.2|AEAL
OG0005412	CCAP1982_LOCUS21257|CAD7013186.1|CCAP	LOC109420710|XP_029708848.1|AEAL, LOC115253938|XP_029708856.1|AEAL
OG0005413	CCAP1982_LOCUS23120|CAD7015167.1|CCAP	LOC109420598|XP_029708843.1|AEAL, LOC109403254|XP_029709548.1|AEAL
OG0005416	CCAP1982_LOCUS21690|CAD7013646.1|CCAP	LOC109420670|XP_029708745.1|AEAL
OG0005417	CCAP1982_LOCUS7662|CAD6999118.1|CCAP	LOC109420659|XP_019550624.2|AEAL
OG0005418	CCAP1982_LOCUS7668|CAD6999124.1|CCAP	LOC109420658|XP_019550623.1|AEAL
OG0005419	CCAP1982_LOCUS5649|CAD6996987.1|CCAP	LOC115255109|XP_029708821.1|AEAL, LOC109420648|XP_019550554.2|AEAL
OG0005420	CCAP1982_LOCUS6505|CAD6997886.1|CCAP, CCAP1982_LOCUS6503|CAD6997884.1|CCAP	LOC109420641|XP_029708722.1|AEAL
OG0005421	CCAP1982_LOCUS8431|CAD6999920.1|CCAP	LOC109420547|XP_029708712.1|AEAL, LOC115255439|XP_029709432.1|AEAL
OG0005423	CCAP1982_LOCUS5752|CAD6997100.1|CCAP	LOC109407612|XP_029708649.1|AEAL
OG0005424	CCAP1982_LOCUS22079|CAD7014071.1|CCAP	LOC109419739|XP_029708585.1|AEAL
OG0005426	CCAP1982_LOCUS7102|CAD6998514.1|CCAP	LOC109398250|XP_029708620.1|AEAL
OG0005428	CCAP1982_LOCUS8973|CAD7000495.1|CCAP	LOC109402099|XP_029708546.1|AEAL, LOC115254977|XP_029708528.1|AEAL
OG0005429	CCAP1982_LOCUS6509|CAD6997890.1|CCAP	LOC109402103|XP_019530268.2|AEAL, LOC115254989|XP_029708543.1|AEAL
OG0005430	CCAP1982_LOCUS6508|CAD6997889.1|CCAP	LOC109402114|XP_029708540.1|AEAL, LOC115254981|XP_029708533.1|AEAL
OG0005431	CCAP1982_LOCUS9057|CAD7000583.1|CCAP	LOC109427433|XP_019558537.2|AEAL, LOC115254961|XP_029708513.1|AEAL
OG0005432	CCAP1982_LOCUS5447|CAD6996771.1|CCAP	LOC115262063|XP_029719866.1|AEAL, LOC109427514|XP_019558616.1|AEAL
OG0005433	CCAP1982_LOCUS23193|CAD7015243.1|CCAP	LOC109427534|XP_019558637.1|AEAL
OG0005434	CCAP1982_LOCUS6158|CAD6997519.1|CCAP	LOC115268763|XP_029732784.1|AEAL, LOC109427674|XP_019558808.2|AEAL
OG0005435	CCAP1982_LOCUS5442|CAD6996764.1|CCAP	LOC115262466|XP_029720734.1|AEAL, LOC109427694|XP_019558827.2|AEAL
OG0005436	CCAP1982_LOCUS5443|CAD6996765.1|CCAP	LOC109427682|XP_019558820.2|AEAL, LOC115262465|XP_029720732.1|AEAL
OG0005437	CCAP1982_LOCUS4214|CAD6995501.1|CCAP	LOC109427739|XP_019558882.2|AEAL
OG0005440	CCAP1982_LOCUS8728|CAD7000236.1|CCAP	LOC115266465|XP_029728559.1|AEAL, LOC109428028|XP_029728556.1|AEAL
OG0005441	CCAP1982_LOCUS6754|CAD6998143.1|CCAP	LOC109433590|XP_019565571.2|AEAL, LOC109430785|XP_019562403.2|AEAL
OG0005442	CCAP1982_LOCUS8810|CAD7000327.1|CCAP	LOC109430108|XP_019561684.1|AEAL, LOC109433573|XP_019565557.2|AEAL
OG0005443	CCAP1982_LOCUS5728|CAD6997076.1|CCAP	LOC109433587|XP_019565565.2|AEAL
OG0005444	CCAP1982_LOCUS7383|CAD6998834.1|CCAP	LOC109430148|XP_019561726.2|AEAL
OG0005445	CCAP1982_LOCUS7933|CAD6999407.1|CCAP	LOC115261021|XP_029718251.1|AEAL, LOC109430156|XP_029718253.1|AEAL, LOC115265230|XP_029725372.1|AEAL
OG0005446	CCAP1982_LOCUS8833|CAD7000351.1|CCAP	LOC109430164|XP_029727440.1|AEAL
OG0005447	CCAP1982_LOCUS7846|CAD6999319.1|CCAP	LOC109430166|XP_029727439.1|AEAL
OG0005448	CCAP1982_LOCUS21365|CAD7013294.1|CCAP	LOC109432638|XP_019564555.2|AEAL
OG0005450	CCAP1982_LOCUS7008|CAD6998408.1|CCAP	LOC109427575|XP_019558698.1|AEAL
OG0005451	CCAP1982_LOCUS7620|CAD6999074.1|CCAP	LOC109405617|XP_029723964.1|AEAL, LOC109427599|XP_029727669.1|AEAL
OG0005452	CCAP1982_LOCUS7156|CAD6998577.1|CCAP	LOC109423965|XP_019554581.2|AEAL
OG0005453	CCAP1982_LOCUS250|CAD6991321.1|CCAP	LOC109423958|XP_029727379.1|AEAL
OG0005454	CCAP1982_LOCUS8338|CAD6999827.1|CCAP	LOC115265637|XP_029727369.1|AEAL, LOC115265625|XP_029727348.1|AEAL, LOC109423949|XP_029727340.1|AEAL
OG0005455	CCAP1982_LOCUS22813|CAD7014846.1|CCAP	LOC109430993|XP_029725362.1|AEAL, LOC115265617|XP_029727317.1|AEAL
OG0005456	CCAP1982_LOCUS5827|CAD6997187.1|CCAP, CCAP1982_LOCUS5826|CAD6997186.1|CCAP	LOC109423937|XP_019554547.2|AEAL
OG0005457	CCAP1982_LOCUS5832|CAD6997192.1|CCAP	LOC109404804|XP_019533299.2|AEAL
OG0005458	CCAP1982_LOCUS8565|CAD7000062.1|CCAP	LOC115253702|XP_029727256.1|AEAL, LOC109423917|XP_029727297.1|AEAL
OG0005459	CCAP1982_LOCUS7844|CAD6999317.1|CCAP, CCAP1982_LOCUS7845|CAD6999318.1|CCAP	LOC109423920|XP_019554529.2|AEAL, LOC109404807|XP_019533301.2|AEAL
OG0005460	CCAP1982_LOCUS8484|CAD6999979.1|CCAP	LOC109423919|XP_019554528.2|AEAL, LOC109404798|XP_019533292.2|AEAL
OG0005461	CCAP1982_LOCUS5846|CAD6997208.1|CCAP	LOC109423916|XP_019554524.2|AEAL, LOC109404805|XP_019533300.2|AEAL
OG0005462	CCAP1982_LOCUS5848|CAD6997210.1|CCAP	LOC109423915|XP_019554523.2|AEAL, LOC115265610|XP_029727255.1|AEAL
OG0005463	CCAP1982_LOCUS13791|CAD7005430.1|CCAP	LOC109404781|XP_019533260.2|AEAL, LOC115265858|XP_029727665.1|AEAL
OG0005464	CCAP1982_LOCUS5843|CAD6997205.1|CCAP	LOC109404812|XP_029727283.1|AEAL, LOC109423908|XP_029727244.1|AEAL
OG0005465	CCAP1982_LOCUS5833|CAD6997193.1|CCAP	LOC109423885|XP_019554486.2|AEAL, LOC109404792|XP_019533284.1|AEAL
OG0005466	CCAP1982_LOCUS5831|CAD6997191.1|CCAP	LOC109404796|XP_029727240.1|AEAL, LOC109423883|XP_029727278.1|AEAL
OG0005467	CCAP1982_LOCUS775|CAD6991884.1|CCAP	LOC109419320|XP_029727660.1|AEAL
OG0005468	CCAP1982_LOCUS8598|CAD7000100.1|CCAP, CCAP1982_LOCUS8602|CAD7000104.1|CCAP	LOC109418152|XP_019547887.2|AEAL
OG0005469	CCAP1982_LOCUS5526|CAD6996850.1|CCAP	LOC109418101|XP_019547836.2|AEAL
OG0005470	CCAP1982_LOCUS5524|CAD6996848.1|CCAP	LOC109418088|XP_019547812.2|AEAL
OG0005471	CCAP1982_LOCUS8604|CAD7000106.1|CCAP	LOC109621903|XP_019931658.2|AEAL
OG0005473	CCAP1982_LOCUS8028|CAD6999504.1|CCAP	LOC109421659|XP_019551729.1|AEAL
OG0005474	CCAP1982_LOCUS8512|CAD7000007.1|CCAP	LOC109407359|XP_029725352.1|AEAL
OG0005475	CCAP1982_LOCUS8513|CAD7000008.1|CCAP	LOC109421655|XP_019551722.2|AEAL
OG0005476	CCAP1982_LOCUS22700|CAD7014721.1|CCAP	LOC109407335|XP_019535878.2|AEAL
OG0005477	CCAP1982_LOCUS11778|CAD7003317.1|CCAP	LOC109407329|XP_029727147.1|AEAL
OG0005478	CCAP1982_LOCUS9156|CAD7000682.1|CCAP	LOC109421642|XP_029727139.1|AEAL
OG0005479	CCAP1982_LOCUS9157|CAD7000683.1|CCAP	LOC109421641|XP_019551698.1|AEAL
OG0005480	CCAP1982_LOCUS9158|CAD7000684.1|CCAP	LOC109407322|XP_019535860.1|AEAL
OG0005481	CCAP1982_LOCUS9152|CAD7000678.1|CCAP	LOC109407319|XP_029727152.1|AEAL, LOC109421638|XP_019551695.2|AEAL
OG0005482	CCAP1982_LOCUS9150|CAD7000676.1|CCAP	LOC109407313|XP_029727125.1|AEAL, LOC115265592|XP_029727161.1|AEAL
OG0005483	CCAP1982_LOCUS4912|CAD6996225.1|CCAP	LOC109421630|XP_019551678.1|AEAL, LOC109421631|XP_029727162.1|AEAL
OG0005485	CCAP1982_LOCUS22512|CAD7014511.1|CCAP	LOC109409184|XP_029727069.1|AEAL
OG0005486	CCAP1982_LOCUS22543|CAD7014542.1|CCAP	LOC109409181|XP_029727116.1|AEAL
OG0005487	CCAP1982_LOCUS20898|CAD7012798.1|CCAP	LOC109421544|XP_019551609.2|AEAL
OG0005488	CCAP1982_LOCUS23408|CAD7015468.1|CCAP	LOC109421541|XP_029727101.1|AEAL
OG0005490	CCAP1982_LOCUS8150|CAD6999618.1|CCAP	LOC109421531|XP_019551594.2|AEAL, LOC109409136|XP_019538095.2|AEAL
OG0005491	CCAP1982_LOCUS7825|CAD6999296.1|CCAP	LOC109409130|XP_029727086.1|AEAL, LOC109421526|XP_029732662.1|AEAL
OG0005492	CCAP1982_LOCUS7814|CAD6999286.1|CCAP	LOC109409126|XP_019538083.1|AEAL
OG0005493	CCAP1982_LOCUS5481|CAD6996808.1|CCAP	LOC109409189|XP_029727080.1|AEAL
OG0005494	CCAP1982_LOCUS7091|CAD6998500.1|CCAP	LOC109621336|XP_019930925.2|AEAL
OG0005495	CCAP1982_LOCUS7250|CAD6998692.1|CCAP	LOC109421493|XP_029726819.1|AEAL
OG0005496	CCAP1982_LOCUS13482|CAD7005120.1|CCAP	LOC109421446|XP_029727011.1|AEAL, LOC109432531|XP_029726852.1|AEAL
OG0005497	CCAP1982_LOCUS5795|CAD6997150.1|CCAP	LOC109432547|XP_019564434.2|AEAL, LOC109421442|XP_019551475.2|AEAL
OG0005498	CCAP1982_LOCUS5796|CAD6997152.1|CCAP	LOC109421440|XP_019551472.1|AEAL, LOC109432537|XP_029727017.1|AEAL
OG0005499	CCAP1982_LOCUS5799|CAD6997155.1|CCAP	LOC109421432|XP_029726870.1|AEAL, LOC109432527|XP_029727025.1|AEAL
OG0005500	CCAP1982_LOCUS5800|CAD6997157.1|CCAP	LOC109432529|XP_019564406.2|AEAL, LOC109421433|XP_029727026.1|AEAL
OG0005501	CCAP1982_LOCUS5803|CAD6997160.1|CCAP	LOC115265560|XP_029727027.1|AEAL, LOC109421431|XP_019551461.2|AEAL
OG0005502	CCAP1982_LOCUS5804|CAD6997161.1|CCAP	LOC109421429|XP_019551459.2|AEAL, LOC115265561|XP_029727028.1|AEAL
OG0005504	CCAP1982_LOCUS8561|CAD7000057.1|CCAP	LOC109432551|XP_019564438.1|AEAL, LOC109421343|XP_029726914.1|AEAL
OG0005506	CCAP1982_LOCUS8577|CAD7000079.1|CCAP, CCAP1982_LOCUS8576|CAD7000078.1|CCAP	LOC109421318|XP_029726941.1|AEAL
OG0005507	CCAP1982_LOCUS7443|CAD6998896.1|CCAP	LOC109421314|XP_029727054.1|AEAL, LOC109621874|XP_029727621.1|AEAL
OG0005508	CCAP1982_LOCUS7439|CAD6998892.1|CCAP	LOC109421299|XP_019551343.1|AEAL
OG0005509	CCAP1982_LOCUS8612|CAD7000117.1|CCAP	LOC109421296|XP_019551340.2|AEAL
OG0005510	CCAP1982_LOCUS6032|CAD6997391.1|CCAP	LOC115265555|XP_029727007.1|AEAL
OG0005512	CCAP1982_LOCUS2277|CAD6993464.1|CCAP	LOC109622324|XP_029725097.1|AEAL, LOC109621398|XP_019930991.1|AEAL
OG0005513	CCAP1982_LOCUS6472|CAD6997848.1|CCAP	LOC109402480|XP_019530713.1|AEAL, LOC109621356|XP_019930950.1|AEAL
OG0005514	CCAP1982_LOCUS3752|CAD6995022.1|CCAP	LOC109402491|XP_019530721.3|AEAL, LOC109621733|XP_019931426.2|AEAL
OG0005516	CCAP1982_LOCUS6462|CAD6997838.1|CCAP	LOC109402503|XP_019530734.2|AEAL
OG0005517	CCAP1982_LOCUS8925|CAD7000448.1|CCAP	LOC109402506|XP_019530738.2|AEAL
OG0005518	CCAP1982_LOCUS7680|CAD6999137.1|CCAP, CCAP1982_LOCUS7689|CAD6999146.1|CCAP	LOC109402529|XP_019530769.2|AEAL
OG0005519	CCAP1982_LOCUS22134|CAD7014129.1|CCAP	LOC109402400|XP_019530615.2|AEAL
OG0005520	CCAP1982_LOCUS7919|CAD6999393.1|CCAP	LOC109416797|XP_019546402.2|AEAL
OG0005521	CCAP1982_LOCUS7921|CAD6999395.1|CCAP	LOC109429707|XP_019561260.1|AEAL, LOC109416783|XP_019546384.2|AEAL
OG0005522	CCAP1982_LOCUS8069|CAD6999549.1|CCAP	LOC109416802|XP_029720520.1|AEAL
OG0005523	CCAP1982_LOCUS7958|CAD6999434.1|CCAP	LOC109416779|XP_019546378.2|AEAL, LOC109429703|XP_029719874.1|AEAL
OG0005524	CCAP1982_LOCUS5542|CAD6996869.1|CCAP	LOC109406539|XP_019535178.2|AEAL
OG0005525	CCAP1982_LOCUS5852|CAD6997216.1|CCAP	LOC109406537|XP_029720013.1|AEAL
OG0005526	CCAP1982_LOCUS5854|CAD6997218.1|CCAP	LOC109429672|XP_029720001.1|AEAL, LOC109406525|XP_019535163.2|AEAL
OG0005527	CCAP1982_LOCUS10106|CAD7001612.1|CCAP	LOC115262053|XP_029719849.1|AEAL, LOC115262112|XP_029720002.1|AEAL, LOC109406528|XP_019535169.1|AEAL
OG0005528	CCAP1982_LOCUS8050|CAD6999528.1|CCAP	LOC109429647|XP_029719838.1|AEAL, LOC109622653|XP_019932619.2|AEAL, LOC115262108|XP_029719987.1|AEAL
OG0005529	CCAP1982_LOCUS7742|CAD6999208.1|CCAP	LOC109429626|XP_029719967.1|AEAL
OG0005530	CCAP1982_LOCUS6383|CAD6997751.1|CCAP	LOC109429598|XP_029724792.1|AEAL, LOC115262100|XP_029719954.1|AEAL, LOC115262130|XP_029720080.1|AEAL
OG0005531	CCAP1982_LOCUS13029|CAD7004634.1|CCAP	LOC109408544|XP_029724786.1|AEAL, LOC109429590|XP_029719951.1|AEAL
OG0005532	CCAP1982_LOCUS6674|CAD6998058.1|CCAP	LOC109426506|XP_019557587.1|AEAL
OG0005533	CCAP1982_LOCUS8180|CAD6999650.1|CCAP	LOC109429985|XP_019561540.2|AEAL, LOC109429569|XP_019561095.2|AEAL
OG0005535	CCAP1982_LOCUS7565|CAD6999018.1|CCAP	LOC109429543|XP_019561064.2|AEAL
OG0005536	CCAP1982_LOCUS7598|CAD6999051.1|CCAP	LOC109429538|XP_019561054.2|AEAL
OG0005538	CCAP1982_LOCUS7602|CAD6999055.1|CCAP	LOC109429897|XP_019561440.2|AEAL
OG0005540	CCAP1982_LOCUS7474|CAD6998927.1|CCAP	LOC109415441|XP_019544855.1|AEAL, LOC109429886|XP_029729353.1|AEAL
OG0005541	CCAP1982_LOCUS7451|CAD6998904.1|CCAP	LOC109415445|XP_029720113.1|AEAL
OG0005542	CCAP1982_LOCUS14976|CAD7006674.1|CCAP	LOC109429882|XP_029720112.1|AEAL
OG0005543	CCAP1982_LOCUS7738|CAD6999204.1|CCAP	LOC109398321|XP_019526215.1|AEAL
OG0005544	CCAP1982_LOCUS7542|CAD6998995.1|CCAP	LOC109398279|XP_019526150.2|AEAL
OG0005545	CCAP1982_LOCUS8526|CAD7000022.1|CCAP	LOC109398326|XP_019526222.1|AEAL, LOC109429843|XP_019561377.2|AEAL
OG0005546	CCAP1982_LOCUS7959|CAD6999435.1|CCAP	LOC115262144|XP_029720132.1|AEAL, LOC109398292|XP_029729185.1|AEAL
OG0005547	CCAP1982_LOCUS8830|CAD7000347.1|CCAP	LOC109398346|XP_019526240.2|AEAL, LOC115266772|XP_029729202.1|AEAL
OG0005548	CCAP1982_LOCUS8827|CAD7000344.1|CCAP	LOC115266773|XP_029729203.1|AEAL, LOC109398288|XP_019526169.2|AEAL
OG0005549	CCAP1982_LOCUS8821|CAD7000338.1|CCAP	LOC115262023|XP_029719821.1|AEAL, LOC109429868|XP_019561399.2|AEAL
OG0005550	CCAP1982_LOCUS7350|CAD6998796.1|CCAP	LOC109429859|XP_019561390.2|AEAL
OG0005551	CCAP1982_LOCUS21944|CAD7013930.1|CCAP	LOC109429800|XP_029720163.1|AEAL
OG0005552	CCAP1982_LOCUS21945|CAD7013931.1|CCAP	LOC109429799|XP_019561333.2|AEAL
OG0005553	CCAP1982_LOCUS8562|CAD7000058.1|CCAP	LOC109429784|XP_019561310.2|AEAL, LOC115262169|XP_029720298.1|AEAL
OG0005554	CCAP1982_LOCUS6657|CAD6998041.1|CCAP	LOC109404265|XP_029720307.1|AEAL, LOC109416574|XP_029720273.1|AEAL
OG0005555	CCAP1982_LOCUS6646|CAD6998030.1|CCAP	LOC109416572|XP_029720313.1|AEAL, LOC109404633|XP_019533094.1|AEAL
OG0005556	CCAP1982_LOCUS6645|CAD6998029.1|CCAP	LOC109416570|XP_019546192.2|AEAL, LOC109404628|XP_019533088.2|AEAL
OG0005557	CCAP1982_LOCUS7407|CAD6998858.1|CCAP	LOC109404637|XP_019533100.2|AEAL, LOC109411675|XP_019540785.2|AEAL
OG0005558	CCAP1982_LOCUS6644|CAD6998027.1|CCAP	LOC109411673|XP_029720314.1|AEAL, LOC109404626|XP_029720265.1|AEAL
OG0005559	CCAP1982_LOCUS8573|CAD7000072.1|CCAP	LOC109411678|XP_019540789.2|AEAL, LOC109404623|XP_019533076.2|AEAL
OG0005560	CCAP1982_LOCUS7406|CAD6998857.1|CCAP	LOC109404622|XP_029720318.1|AEAL, LOC109411679|XP_029720261.1|AEAL
OG0005561	CCAP1982_LOCUS8777|CAD7000287.1|CCAP	LOC109411690|XP_029720253.1|AEAL, LOC109404632|XP_019533093.2|AEAL
OG0005562	CCAP1982_LOCUS8216|CAD6999689.1|CCAP	LOC109411691|XP_029720330.1|AEAL, LOC109404617|XP_029720249.1|AEAL
OG0005563	CCAP1982_LOCUS10150|CAD7001658.1|CCAP, CCAP1982_LOCUS10149|CAD7001657.1|CCAP	LOC109411696|XP_019540814.2|AEAL
OG0005564	CCAP1982_LOCUS14618|CAD7006296.1|CCAP, CCAP1982_LOCUS5713|CAD6997059.1|CCAP	LOC109404606|XP_029720235.1|AEAL
OG0005565	CCAP1982_LOCUS7047|CAD6998449.1|CCAP	LOC109411710|XP_019540826.2|AEAL
OG0005566	CCAP1982_LOCUS7048|CAD6998450.1|CCAP	LOC109411786|XP_019540932.2|AEAL
OG0005567	CCAP1982_LOCUS2832|CAD6994060.1|CCAP	LOC109411711|XP_019540827.2|AEAL
OG0005568	CCAP1982_LOCUS9126|CAD7000652.1|CCAP	LOC109420392|XP_019550306.2|AEAL
OG0005569	CCAP1982_LOCUS7068|CAD6998473.1|CCAP	LOC109411723|XP_019540847.2|AEAL
OG0005570	CCAP1982_LOCUS8456|CAD6999948.1|CCAP, CCAP1982_LOCUS8457|CAD6999949.1|CCAP	LOC109420458|XP_029720181.1|AEAL
OG0005571	CCAP1982_LOCUS20866|CAD7012762.1|CCAP	LOC115262188|XP_029720385.1|AEAL
OG0005572	CCAP1982_LOCUS22318|CAD7014319.1|CCAP	LOC109419633|XP_019549442.2|AEAL, LOC109398252|XP_019526123.2|AEAL
OG0005573	CCAP1982_LOCUS864|CAD6991977.1|CCAP	LOC109398245|XP_019526109.2|AEAL, LOC115262210|XP_029720411.1|AEAL
OG0005574	CCAP1982_LOCUS22490|CAD7014488.1|CCAP	LOC109411217|XP_019540260.2|AEAL, LOC115262191|XP_029720393.1|AEAL
OG0005575	CCAP1982_LOCUS2176|CAD6993358.1|CCAP	LOC109411234|XP_019540290.2|AEAL
OG0005577	CCAP1982_LOCUS13818|CAD7005458.1|CCAP	LOC109414183|XP_019543510.2|AEAL
OG0005578	CCAP1982_LOCUS13957|CAD7005598.1|CCAP, CCAP1982_LOCUS13955|CAD7005596.1|CCAP	LOC109414177|XP_019543506.2|AEAL
OG0005580	CCAP1982_LOCUS13227|CAD7004841.1|CCAP	LOC109414165|XP_019543493.1|AEAL, LOC115257206|XP_029712505.1|AEAL
OG0005582	CCAP1982_LOCUS11833|CAD7003374.1|CCAP	LOC115254465|XP_029707879.1|AEAL, LOC109414155|XP_019543479.2|AEAL
OG0005583	CCAP1982_LOCUS14950|CAD7006645.1|CCAP	LOC115257205|XP_029712504.1|AEAL, LOC109414153|XP_019543474.2|AEAL
OG0005584	CCAP1982_LOCUS9010|CAD7000532.1|CCAP	LOC109406009|XP_029714010.1|AEAL, LOC109426340|XP_029707836.1|AEAL, LOC115268884|XP_029732931.1|AEAL
OG0005585	CCAP1982_LOCUS749|CAD6991851.1|CCAP	LOC109426327|XP_029707823.1|AEAL
OG0005586	CCAP1982_LOCUS4568|CAD6995867.1|CCAP	LOC115258113|XP_029714012.1|AEAL, LOC109407229|XP_029707819.1|AEAL
OG0005587	CCAP1982_LOCUS20128|CAD7012018.1|CCAP	LOC109421714|XP_019551784.1|AEAL, LOC109426318|XP_019557319.1|AEAL
OG0005588	CCAP1982_LOCUS12048|CAD7003600.1|CCAP	LOC109421717|XP_029707817.1|AEAL, LOC109426316|XP_029713985.1|AEAL
OG0005589	CCAP1982_LOCUS245|CAD6991316.1|CCAP	LOC109421721|XP_029713969.1|AEAL, LOC109425446|XP_019556260.2|AEAL
OG0005590	CCAP1982_LOCUS22768|CAD7014800.1|CCAP	LOC115254444|XP_029707811.1|AEAL, LOC109421723|XP_029713961.1|AEAL
OG0005592	CCAP1982_LOCUS400|CAD6991475.1|CCAP	LOC109425451|XP_019556264.1|AEAL, LOC109421726|XP_019551798.1|AEAL
OG0005593	CCAP1982_LOCUS11113|CAD7002629.1|CCAP	LOC109421731|XP_019551803.2|AEAL, LOC109425453|XP_019556268.1|AEAL
OG0005594	CCAP1982_LOCUS12227|CAD7003794.1|CCAP	LOC109425454|XP_029707804.1|AEAL, LOC109421732|XP_019551804.2|AEAL
OG0005595	CCAP1982_LOCUS12228|CAD7003795.1|CCAP	LOC109425455|XP_029707803.1|AEAL, LOC109421733|XP_029714002.1|AEAL
OG0005596	CCAP1982_LOCUS12522|CAD7004099.1|CCAP	LOC109425463|XP_019556278.2|AEAL, LOC109421737|XP_019551811.2|AEAL
OG0005597	CCAP1982_LOCUS5133|CAD6996464.1|CCAP	LOC115253568|XP_029713989.1|AEAL, LOC109425466|XP_029707796.1|AEAL
OG0005599	CCAP1982_LOCUS22316|CAD7014316.1|CCAP	LOC109427995|XP_019559200.2|AEAL, LOC115268733|XP_029732736.1|AEAL
OG0005600	CCAP1982_LOCUS4845|CAD6996153.1|CCAP	LOC109428009|XP_019559211.2|AEAL, LOC109418238|XP_019547940.2|AEAL
OG0005602	CCAP1982_LOCUS534|CAD6991619.1|CCAP	LOC115262447|XP_029720712.1|AEAL, LOC109418247|XP_019547951.2|AEAL
OG0005603	CCAP1982_LOCUS19996|CAD7011884.1|CCAP	LOC109418254|XP_019547956.1|AEAL
OG0005605	CCAP1982_LOCUS20030|CAD7011918.1|CCAP	LOC109418262|XP_019547968.2|AEAL
OG0005606	CCAP1982_LOCUS7798|CAD6999268.1|CCAP	LOC115262254|XP_029720527.1|AEAL, LOC109418270|XP_029720574.1|AEAL
OG0005607	CCAP1982_LOCUS4972|CAD6996288.1|CCAP	LOC109418288|XP_019547996.1|AEAL, LOC109428063|XP_019559284.1|AEAL
OG0005608	CCAP1982_LOCUS4971|CAD6996287.1|CCAP	LOC109418289|XP_029720406.1|AEAL, LOC109428067|XP_029719835.1|AEAL
OG0005609	CCAP1982_LOCUS12224|CAD7003790.1|CCAP	LOC109418290|XP_019547999.1|AEAL, LOC109428068|XP_029719847.1|AEAL
OG0005610	CCAP1982_LOCUS13038|CAD7004643.1|CCAP	LOC109428091|XP_019559318.2|AEAL, LOC109418316|XP_029720182.1|AEAL
OG0005611	CCAP1982_LOCUS11062|CAD7002574.1|CCAP	LOC109428096|XP_029720127.1|AEAL, LOC109418319|XP_029720055.1|AEAL
OG0005612	CCAP1982_LOCUS4892|CAD6996203.1|CCAP	LOC109418320|XP_029719807.1|AEAL, LOC109428098|XP_029720123.1|AEAL
OG0005613	CCAP1982_LOCUS4769|CAD6996062.1|CCAP	LOC109418330|XP_019548058.1|AEAL, LOC109427299|XP_019558361.1|AEAL
OG0005614	CCAP1982_LOCUS5026|CAD6996348.1|CCAP	LOC109427298|XP_029721127.1|AEAL, LOC109418329|XP_019548057.2|AEAL
OG0005615	CCAP1982_LOCUS4268|CAD6995557.1|CCAP, CCAP1982_LOCUS4269|CAD6995558.1|CCAP	LOC109427305|XP_019558368.1|AEAL, LOC109418334|XP_019548065.1|AEAL
OG0005616	CCAP1982_LOCUS232|CAD6991303.1|CCAP, CCAP1982_LOCUS233|CAD6991304.1|CCAP	LOC109427308|XP_029721225.1|AEAL
OG0005617	CCAP1982_LOCUS4456|CAD6995752.1|CCAP	LOC109418340|XP_029721233.1|AEAL, LOC109427311|XP_029721021.1|AEAL
OG0005618	CCAP1982_LOCUS21721|CAD7013680.1|CCAP	LOC115262649|XP_029721029.1|AEAL, LOC109418341|XP_029721243.1|AEAL
OG0005619	CCAP1982_LOCUS3396|CAD6994661.1|CCAP	LOC109418388|XP_029721379.1|AEAL
OG0005624	CCAP1982_LOCUS4792|CAD6996091.1|CCAP	LOC109426176|XP_029722037.1|AEAL, LOC115263255|XP_029722210.1|AEAL
OG0005625	CCAP1982_LOCUS4818|CAD6996123.1|CCAP	LOC109426177|XP_029722226.1|AEAL, LOC109418449|XP_029722025.1|AEAL
OG0005626	CCAP1982_LOCUS5054|CAD6996374.1|CCAP	LOC109426183|XP_029722001.1|AEAL
OG0005627	CCAP1982_LOCUS28|CAD6991080.1|CCAP	LOC115263397|XP_029722544.1|AEAL, LOC109418454|XP_029722083.1|AEAL
OG0005628	CCAP1982_LOCUS2033|CAD6993214.1|CCAP	LOC115263365|XP_029722525.1|AEAL, LOC109418456|XP_029722268.1|AEAL
