Orthogroup	CCAP.longest_only	DKIK.longest_only
OG0008234	CCAP1982_LOCUS22924|CAD7014962.1|CCAP	LOC108072339|XP_017018916.1|DKIK
OG0008237	CCAP1982_LOCUS21190|CAD7013117.1|CCAP	LOC108070893|XP_017017027.1|DKIK
OG0008238	CCAP1982_LOCUS12216|CAD7003780.1|CCAP	LOC108079047|XP_017028741.1|DKIK
OG0008239	CCAP1982_LOCUS13295|CAD7004911.1|CCAP	LOC108080208|XP_017030355.1|DKIK
OG0008240	CCAP1982_LOCUS21666|CAD7013615.1|CCAP	LOC108081181|XP_017031729.1|DKIK
OG0008243	CCAP1982_LOCUS21722|CAD7013681.1|CCAP	LOC108072881|XP_017019690.1|DKIK
OG0008244	CCAP1982_LOCUS3012|CAD6994251.1|CCAP, CCAP1982_LOCUS3014|CAD6994253.1|CCAP, CCAP1982_LOCUS3013|CAD6994252.1|CCAP	LOC108073333|XP_017020384.1|DKIK
OG0008245	CCAP1982_LOCUS20759|CAD7012652.1|CCAP, CCAP1982_LOCUS20761|CAD7012654.1|CCAP, CCAP1982_LOCUS20752|CAD7012649.1|CCAP	LOC108082119|XP_017032909.1|DKIK
OG0008246	CCAP1982_LOCUS20115|CAD7012004.1|CCAP	LOC108077988|XP_017027020.1|DKIK
OG0008247	CCAP1982_LOCUS3065|CAD6994307.1|CCAP	LOC108075405|XP_017023318.1|DKIK
OG0008248	CCAP1982_LOCUS7940|CAD6999414.1|CCAP, CCAP1982_LOCUS3813|CAD6995089.1|CCAP	LOC108084916|XP_017036802.1|DKIK
OG0008249	CCAP1982_LOCUS1862|CAD6993026.1|CCAP, CCAP1982_LOCUS1863|CAD6993027.1|CCAP	LOC108073731|XP_017020979.1|DKIK
OG0008250	CCAP1982_LOCUS23131|CAD7015179.1|CCAP, CCAP1982_LOCUS23132|CAD7015180.1|CCAP	LOC108081011|XP_017031436.1|DKIK
OG0008251	CCAP1982_LOCUS23380|CAD7015438.1|CCAP	LOC108080736|XP_017031084.1|DKIK, LOC108080711|XP_017031036.1|DKIK, LOC108080701|XP_017031028.1|DKIK
OG0008252	CCAP1982_LOCUS22375|CAD7014380.1|CCAP, CCAP1982_LOCUS22374|CAD7014379.1|CCAP	LOC108077982|XP_017027014.1|DKIK
OG0008253	CCAP1982_LOCUS20951|CAD7012852.1|CCAP, CCAP1982_LOCUS20795|CAD7012688.1|CCAP, CCAP1982_LOCUS20796|CAD7012689.1|CCAP, CCAP1982_LOCUS20797|CAD7012690.1|CCAP, CCAP1982_LOCUS20794|CAD7012687.1|CCAP, CCAP1982_LOCUS20793|CAD7012686.1|CCAP, CCAP1982_LOCUS20958|CAD7012859.1|CCAP	LOC108070788|XP_017016877.1|DKIK
OG0008254	CCAP1982_LOCUS14756|CAD7006437.1|CCAP	LOC108072657|XP_017019380.1|DKIK, LOC108080359|XP_017030563.1|DKIK, LOC108080246|XP_017030392.1|DKIK
OG0008255	CCAP1982_LOCUS22856|CAD7014892.1|CCAP, CCAP1982_LOCUS12510|CAD7004087.1|CCAP	LOC108083311|XP_017034538.1|DKIK
OG0008266	CCAP1982_LOCUS2422|CAD6993612.1|CCAP	LOC108081217|XP_017031784.1|DKIK
OG0008267	CCAP1982_LOCUS3067|CAD6994310.1|CCAP	LOC108075602|XP_017023618.1|DKIK
OG0008271	CCAP1982_LOCUS14909|CAD7006598.1|CCAP	LOC108075194|XP_017023018.1|DKIK
OG0008273	CCAP1982_LOCUS120|CAD6991182.1|CCAP	LOC108072036|XP_017018508.1|DKIK
OG0008284	CCAP1982_LOCUS9611|CAD7001139.1|CCAP	LOC108074884|XP_017022582.1|DKIK
OG0008288	CCAP1982_LOCUS1825|CAD6992994.1|CCAP	LOC108073118|XP_017020105.1|DKIK
OG0008289	CCAP1982_LOCUS1206|CAD6992342.1|CCAP	LOC108075667|XP_017023706.1|DKIK
OG0008294	CCAP1982_LOCUS3185|CAD6994434.1|CCAP	LOC108084586|XP_017036348.1|DKIK
OG0008299	CCAP1982_LOCUS3440|CAD6994705.1|CCAP	LOC108085013|XP_017036944.1|DKIK
OG0008301	CCAP1982_LOCUS1728|CAD6992893.1|CCAP	LOC108084293|XP_017035945.1|DKIK
OG0008308	CCAP1982_LOCUS3483|CAD6994750.1|CCAP	LOC108073426|XP_017020534.1|DKIK
OG0008310	CCAP1982_LOCUS13492|CAD7005130.1|CCAP	LOC108085514|XP_017037627.1|DKIK
OG0008312	CCAP1982_LOCUS3005|CAD6994244.1|CCAP	LOC108085698|XP_017037899.1|DKIK
OG0008317	CCAP1982_LOCUS2023|CAD6993203.1|CCAP	LOC108075441|XP_017023383.1|DKIK
OG0008321	CCAP1982_LOCUS1594|CAD6992751.1|CCAP	LOC108080903|XP_017031294.1|DKIK
OG0008323	CCAP1982_LOCUS3509|CAD6994778.1|CCAP	LOC108071411|XP_017017643.1|DKIK
OG0008327	CCAP1982_LOCUS19575|CAD7011475.1|CCAP	LOC108071994|XP_017018456.1|DKIK
OG0008330	CCAP1982_LOCUS22445|CAD7014449.1|CCAP	LOC108076216|XP_017024446.1|DKIK
OG0008331	CCAP1982_LOCUS12328|CAD7003899.1|CCAP	LOC108078944|XP_017028582.1|DKIK
OG0008335	CCAP1982_LOCUS14416|CAD7006084.1|CCAP	LOC108075189|XP_017023013.1|DKIK
OG0008337	CCAP1982_LOCUS21735|CAD7013694.1|CCAP	LOC108078127|XP_017027240.1|DKIK
OG0008338	CCAP1982_LOCUS11816|CAD7003357.1|CCAP	LOC108073924|XP_017021210.1|DKIK
OG0008340	CCAP1982_LOCUS22350|CAD7014353.1|CCAP	LOC108072915|XP_017019737.1|DKIK
OG0008341	CCAP1982_LOCUS3342|CAD6994604.1|CCAP	LOC108080693|XP_017031023.1|DKIK
OG0008342	CCAP1982_LOCUS13043|CAD7004648.1|CCAP	LOC108075160|XP_017022936.1|DKIK
OG0008343	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP	LOC108077635|XP_017026537.1|DKIK
OG0008344	CCAP1982_LOCUS11914|CAD7003461.1|CCAP	LOC108079745|XP_017029648.1|DKIK
OG0008345	CCAP1982_LOCUS12323|CAD7003893.1|CCAP	LOC108079779|XP_017029714.1|DKIK
OG0008347	CCAP1982_LOCUS8876|CAD7000401.1|CCAP	LOC108074413|XP_017021930.1|DKIK
OG0008348	CCAP1982_LOCUS12034|CAD7003586.1|CCAP	LOC108077544|XP_017026422.1|DKIK
OG0008349	CCAP1982_LOCUS3526|CAD6994795.1|CCAP	LOC108074979|XP_017022701.1|DKIK
OG0008351	CCAP1982_LOCUS11606|CAD7003145.1|CCAP	LOC108075265|XP_017023121.1|DKIK
OG0008352	CCAP1982_LOCUS14829|CAD7006515.1|CCAP	LOC108084432|XP_017036128.1|DKIK
OG0008353	CCAP1982_LOCUS12045|CAD7003597.1|CCAP	LOC108080759|XP_017031105.1|DKIK
OG0008355	CCAP1982_LOCUS22485|CAD7014483.1|CCAP	LOC108078148|XP_017027279.1|DKIK
OG0008356	CCAP1982_LOCUS10774|CAD7002279.1|CCAP	LOC108070472|XP_017016446.1|DKIK
OG0008357	CCAP1982_LOCUS863|CAD6991976.1|CCAP	LOC108072103|XP_017018606.1|DKIK
OG0008358	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP	LOC108075809|XP_017023870.1|DKIK
OG0008359	CCAP1982_LOCUS7255|CAD6998698.1|CCAP	LOC108072313|XP_017018874.1|DKIK
OG0008360	CCAP1982_LOCUS7152|CAD6998572.1|CCAP	LOC108076480|XP_017024858.1|DKIK
OG0008361	CCAP1982_LOCUS9119|CAD7000645.1|CCAP	LOC108074867|XP_017022569.1|DKIK
OG0008363	CCAP1982_LOCUS19956|CAD7011847.1|CCAP	LOC108073020|XP_017019967.1|DKIK
OG0008364	CCAP1982_LOCUS14632|CAD7006310.1|CCAP	LOC108083068|XP_017034196.1|DKIK
OG0008365	CCAP1982_LOCUS20151|CAD7012049.1|CCAP	LOC108078282|XP_017027534.1|DKIK
OG0008366	CCAP1982_LOCUS4899|CAD6996210.1|CCAP	LOC108070652|XP_017016709.1|DKIK
OG0008371	CCAP1982_LOCUS4600|CAD6995899.1|CCAP	LOC108081496|XP_017032199.1|DKIK
OG0008372	CCAP1982_LOCUS21458|CAD7013393.1|CCAP	LOC108071290|XP_017017477.1|DKIK
OG0008376	CCAP1982_LOCUS8463|CAD6999956.1|CCAP	LOC108086225|XP_017038579.1|DKIK
OG0008377	CCAP1982_LOCUS5667|CAD6997006.1|CCAP	LOC108074319|XP_017021806.1|DKIK
OG0008379	CCAP1982_LOCUS5779|CAD6997134.1|CCAP	LOC108075954|XP_017024091.1|DKIK
OG0008381	CCAP1982_LOCUS7843|CAD6999316.1|CCAP	LOC108086262|XP_017038636.1|DKIK
OG0008387	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP	LOC108073408|XP_017020494.1|DKIK
OG0008389	CCAP1982_LOCUS6890|CAD6998281.1|CCAP	LOC108073615|XP_017020799.1|DKIK
OG0008392	CCAP1982_LOCUS13567|CAD7005207.1|CCAP	LOC108075093|XP_017022865.1|DKIK
OG0008393	CCAP1982_LOCUS13966|CAD7005607.1|CCAP	LOC108075030|XP_017022773.1|DKIK
OG0008400	CCAP1982_LOCUS11408|CAD7002943.1|CCAP	LOC108075297|XP_017023181.1|DKIK
OG0008401	CCAP1982_LOCUS8474|CAD6999969.1|CCAP	LOC108074343|XP_017021855.1|DKIK
OG0008402	CCAP1982_LOCUS4270|CAD6995559.1|CCAP	LOC108077778|XP_017026766.1|DKIK
OG0008404	CCAP1982_LOCUS652|CAD6991740.1|CCAP	LOC108075525|XP_017023510.1|DKIK
OG0008407	CCAP1982_LOCUS4426|CAD6995719.1|CCAP	LOC108082878|XP_017033952.1|DKIK
OG0008410	CCAP1982_LOCUS119|CAD6991180.1|CCAP	LOC108072035|XP_017018507.1|DKIK
OG0008423	CCAP1982_LOCUS9595|CAD7001123.1|CCAP	LOC108072275|XP_017018830.1|DKIK
OG0008425	CCAP1982_LOCUS105|CAD6991166.1|CCAP	LOC108070722|XP_017016806.1|DKIK
OG0008431	CCAP1982_LOCUS19670|CAD7011581.1|CCAP	LOC108076441|XP_017024795.1|DKIK
OG0008432	CCAP1982_LOCUS2706|CAD6993915.1|CCAP	LOC108083726|XP_017035120.1|DKIK
OG0008433	CCAP1982_LOCUS13436|CAD7005072.1|CCAP	LOC108084807|XP_017036655.1|DKIK
OG0008438	CCAP1982_LOCUS4252|CAD6995541.1|CCAP	LOC108085452|XP_017037552.1|DKIK
OG0008439	CCAP1982_LOCUS21021|CAD7012923.1|CCAP	LOC108082408|XP_017033246.1|DKIK
OG0008440	CCAP1982_LOCUS773|CAD6991882.1|CCAP	LOC108084372|XP_017036044.1|DKIK
OG0008442	CCAP1982_LOCUS21078|CAD7012987.1|CCAP	LOC108082595|XP_017033551.1|DKIK
OG0008443	CCAP1982_LOCUS13397|CAD7005025.1|CCAP	LOC108083053|XP_017034169.1|DKIK
OG0008444	CCAP1982_LOCUS14132|CAD7005783.1|CCAP	LOC108080650|XP_017030963.1|DKIK
OG0008451	CCAP1982_LOCUS100|CAD6991160.1|CCAP	LOC108076477|XP_017024894.1|DKIK
OG0008455	CCAP1982_LOCUS12726|CAD7004306.1|CCAP	LOC108072734|XP_017019485.1|DKIK
OG0008456	CCAP1982_LOCUS27|CAD6991079.1|CCAP	LOC108084147|XP_017035682.1|DKIK
OG0008457	CCAP1982_LOCUS4532|CAD6995830.1|CCAP	LOC108073240|XP_017020282.1|DKIK
OG0008458	CCAP1982_LOCUS19472|CAD7011371.1|CCAP	LOC108070886|XP_017017019.1|DKIK
OG0008461	CCAP1982_LOCUS6949|CAD6998348.1|CCAP	LOC108079668|XP_017029554.1|DKIK
OG0008462	CCAP1982_LOCUS8775|CAD7000285.1|CCAP	LOC108074569|XP_017022159.1|DKIK
OG0008463	CCAP1982_LOCUS8023|CAD6999499.1|CCAP	LOC108074293|XP_017021769.1|DKIK
OG0008464	CCAP1982_LOCUS22925|CAD7014964.1|CCAP	LOC108072338|XP_017018915.1|DKIK
OG0008466	CCAP1982_LOCUS7231|CAD6998669.1|CCAP	LOC108076311|XP_017024579.1|DKIK
OG0008467	CCAP1982_LOCUS21767|CAD7013736.1|CCAP	LOC108082612|XP_017033581.1|DKIK
OG0008468	CCAP1982_LOCUS7303|CAD6998749.1|CCAP	LOC108074530|XP_017022096.1|DKIK
OG0008469	CCAP1982_LOCUS23118|CAD7015165.1|CCAP	LOC108085030|XP_017036966.1|DKIK
OG0008472	CCAP1982_LOCUS10062|CAD7001568.1|CCAP	LOC108072967|XP_017019889.1|DKIK
OG0008474	CCAP1982_LOCUS5114|CAD6996442.1|CCAP	LOC108070677|XP_017016739.1|DKIK
OG0008475	CCAP1982_LOCUS6517|CAD6997899.1|CCAP, CCAP1982_LOCUS6523|CAD6997905.1|CCAP, CCAP1982_LOCUS6522|CAD6997904.1|CCAP, CCAP1982_LOCUS6524|CAD6997906.1|CCAP, CCAP1982_LOCUS6521|CAD6997903.1|CCAP	LOC108072521|XP_017019181.1|DKIK
OG0008476	CCAP1982_LOCUS391|CAD6991466.1|CCAP	LOC108084039|XP_017035544.1|DKIK
OG0008477	CCAP1982_LOCUS22509|CAD7014508.1|CCAP	LOC108070759|XP_017016846.1|DKIK
OG0008478	CCAP1982_LOCUS3477|CAD6994744.1|CCAP	LOC108073277|XP_017020322.1|DKIK
OG0008479	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP	LOC108078216|XP_017027393.1|DKIK
OG0008480	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP	LOC108083081|XP_017034210.1|DKIK
OG0008481	CCAP1982_LOCUS14544|CAD7006217.1|CCAP	LOC108084661|XP_017036472.1|DKIK
OG0008482	CCAP1982_LOCUS12017|CAD7003568.1|CCAP	LOC108077533|XP_017026407.1|DKIK
OG0008484	CCAP1982_LOCUS436|CAD6991516.1|CCAP	LOC108077395|XP_017026182.1|DKIK
OG0008485	CCAP1982_LOCUS6269|CAD6997634.1|CCAP	LOC108082126|XP_017032916.1|DKIK
OG0008486	CCAP1982_LOCUS9771|CAD7001273.1|CCAP, CCAP1982_LOCUS9780|CAD7001282.1|CCAP, CCAP1982_LOCUS9781|CAD7001284.1|CCAP, CCAP1982_LOCUS9779|CAD7001281.1|CCAP	LOC108085975|XP_017038268.1|DKIK
OG0008487	CCAP1982_LOCUS6502|CAD6997883.1|CCAP	LOC108080026|XP_017030089.1|DKIK
OG0008488	CCAP1982_LOCUS661|CAD6991750.1|CCAP	LOC108084821|XP_017036672.1|DKIK
OG0008489	CCAP1982_LOCUS532|CAD6991617.1|CCAP	LOC108085403|XP_017037461.1|DKIK
OG0008490	CCAP1982_LOCUS653|CAD6991742.1|CCAP	LOC108073590|XP_017020773.1|DKIK
OG0008491	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP	LOC108077638|XP_017026541.1|DKIK
OG0008492	CCAP1982_LOCUS8811|CAD7000328.1|CCAP	LOC108079532|XP_017029357.1|DKIK
OG0008493	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP	LOC108075380|XP_017023283.1|DKIK, LOC108075324|XP_017023222.1|DKIK
OG0008494	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP	LOC108076250|XP_017024488.1|DKIK
OG0008495	CCAP1982_LOCUS19977|CAD7011865.1|CCAP	LOC108076315|XP_017024583.1|DKIK
OG0008497	CCAP1982_LOCUS20095|CAD7011984.1|CCAP	LOC108076632|XP_017025047.1|DKIK
OG0008498	CCAP1982_LOCUS20459|CAD7012365.1|CCAP	LOC108072882|XP_017019691.1|DKIK
OG0008500	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP	LOC108082288|XP_017033108.1|DKIK, LOC108082443|XP_017033302.1|DKIK
OG0008501	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP	LOC108071944|XP_017018399.1|DKIK
OG0008504	CCAP1982_LOCUS13100|CAD7004707.1|CCAP	LOC108075164|XP_017022955.1|DKIK
OG0008505	CCAP1982_LOCUS13067|CAD7004672.1|CCAP	LOC108085818|XP_017038058.1|DKIK
OG0008506	CCAP1982_LOCUS11720|CAD7003258.1|CCAP, CCAP1982_LOCUS11722|CAD7003260.1|CCAP, CCAP1982_LOCUS11721|CAD7003259.1|CCAP, CCAP1982_LOCUS11724|CAD7003262.1|CCAP	LOC108080201|XP_017030346.1|DKIK
OG0008507	CCAP1982_LOCUS14104|CAD7005756.1|CCAP, CCAP1982_LOCUS14105|CAD7005757.1|CCAP	LOC108076682|XP_017025118.1|DKIK, LOC108080570|XP_017030864.1|DKIK, LOC108080569|XP_017030863.1|DKIK
OG0008528	CCAP1982_LOCUS12165|CAD7003728.1|CCAP	LOC108079061|XP_017028763.1|DKIK
OG0008537	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP	LOC108073233|XP_017020270.1|DKIK
OG0008541	CCAP1982_LOCUS22831|CAD7014866.1|CCAP	LOC108078266|XP_017027503.1|DKIK
OG0008544	CCAP1982_LOCUS21998|CAD7013989.1|CCAP	LOC108078141|XP_017027268.1|DKIK
OG0008545	CCAP1982_LOCUS21091|CAD7013001.1|CCAP	LOC108072128|XP_017018649.1|DKIK
OG0008546	CCAP1982_LOCUS11185|CAD7002708.1|CCAP	LOC108075038|XP_017022795.1|DKIK
OG0008551	CCAP1982_LOCUS12997|CAD7004602.1|CCAP	LOC108079699|XP_017029593.1|DKIK
OG0008552	CCAP1982_LOCUS11251|CAD7002778.1|CCAP	LOC108077522|XP_017026376.1|DKIK
OG0008556	CCAP1982_LOCUS19952|CAD7011842.1|CCAP	LOC108078506|XP_017027897.1|DKIK
OG0008557	CCAP1982_LOCUS1669|CAD6992832.1|CCAP	LOC108077742|XP_017026695.1|DKIK
OG0008562	CCAP1982_LOCUS6143|CAD6997504.1|CCAP	LOC108082863|XP_017033929.1|DKIK
OG0008563	CCAP1982_LOCUS2235|CAD6993420.1|CCAP	LOC108071331|XP_017017534.1|DKIK
OG0008566	CCAP1982_LOCUS6031|CAD6997390.1|CCAP	LOC108085267|XP_017037306.1|DKIK
OG0008567	CCAP1982_LOCUS8257|CAD6999731.1|CCAP	LOC108072552|XP_017019216.1|DKIK
OG0008571	CCAP1982_LOCUS11110|CAD7002626.1|CCAP	LOC108077521|XP_017026375.1|DKIK
OG0008574	CCAP1982_LOCUS12049|CAD7003602.1|CCAP	LOC108078721|XP_017028207.1|DKIK
OG0008578	CCAP1982_LOCUS12346|CAD7003921.1|CCAP	LOC108083215|XP_017034413.1|DKIK
OG0008587	CCAP1982_LOCUS4937|CAD6996254.1|CCAP	LOC108081773|XP_017032475.1|DKIK
OG0008588	CCAP1982_LOCUS4528|CAD6995825.1|CCAP	LOC108084370|XP_017036039.1|DKIK
OG0008593	CCAP1982_LOCUS12098|CAD7003660.1|CCAP	LOC108071588|XP_017017859.1|DKIK
OG0008594	CCAP1982_LOCUS3117|CAD6994364.1|CCAP	LOC108073056|XP_017020016.1|DKIK
OG0008595	CCAP1982_LOCUS22911|CAD7014948.1|CCAP	LOC108072980|XP_017019910.1|DKIK
OG0008596	CCAP1982_LOCUS22919|CAD7014957.1|CCAP	LOC108072921|XP_017019754.1|DKIK
OG0008597	CCAP1982_LOCUS5059|CAD6996381.1|CCAP	LOC108073176|XP_017020171.1|DKIK
OG0008600	CCAP1982_LOCUS81|CAD6991139.1|CCAP	LOC108084866|XP_017036745.1|DKIK
OG0008601	CCAP1982_LOCUS7418|CAD6998871.1|CCAP	LOC108072489|XP_017019145.1|DKIK
OG0008602	CCAP1982_LOCUS2526|CAD6993728.1|CCAP	LOC108073302|XP_017020348.1|DKIK
OG0008604	CCAP1982_LOCUS22927|CAD7014967.1|CCAP	LOC108072335|XP_017018912.1|DKIK
OG0008605	CCAP1982_LOCUS5784|CAD6997139.1|CCAP	LOC108082788|XP_017033823.1|DKIK
OG0008607	CCAP1982_LOCUS575|CAD6991661.1|CCAP	LOC108077414|XP_017026207.1|DKIK
OG0008609	CCAP1982_LOCUS127|CAD6991189.1|CCAP	LOC108084879|XP_017036763.1|DKIK
OG0008612	CCAP1982_LOCUS21533|CAD7013470.1|CCAP	LOC108078442|XP_017027814.1|DKIK
OG0008613	CCAP1982_LOCUS2818|CAD6994041.1|CCAP	LOC108075438|XP_017023380.1|DKIK
OG0008615	CCAP1982_LOCUS4379|CAD6995672.1|CCAP	LOC108085464|XP_017037570.1|DKIK
OG0008616	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP	LOC108086027|XP_017038327.1|DKIK
OG0008619	CCAP1982_LOCUS7338|CAD6998784.1|CCAP	LOC108081991|XP_017032721.1|DKIK
OG0008620	CCAP1982_LOCUS22390|CAD7014396.1|CCAP	LOC108077951|XP_017026980.1|DKIK
OG0008621	CCAP1982_LOCUS1356|CAD6992507.1|CCAP	LOC108084269|XP_017035913.1|DKIK
OG0008622	CCAP1982_LOCUS19898|CAD7011787.1|CCAP	LOC108076149|XP_017024365.1|DKIK
OG0008623	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP	LOC108080846|XP_017031238.1|DKIK
OG0008624	CCAP1982_LOCUS7129|CAD6998541.1|CCAP	LOC108073013|XP_017019958.1|DKIK
OG0008625	CCAP1982_LOCUS22286|CAD7014283.1|CCAP	LOC108078305|XP_017027579.1|DKIK
OG0008626	CCAP1982_LOCUS23012|CAD7015055.1|CCAP	LOC108085451|XP_017037555.1|DKIK
OG0008627	CCAP1982_LOCUS11374|CAD7002905.1|CCAP	LOC108078734|XP_017028225.1|DKIK
OG0008629	CCAP1982_LOCUS23318|CAD7015374.1|CCAP	LOC108081840|XP_017032570.1|DKIK
OG0008630	CCAP1982_LOCUS9903|CAD7001406.1|CCAP, CCAP1982_LOCUS9905|CAD7001408.1|CCAP	LOC108079308|XP_017029088.1|DKIK
OG0008631	CCAP1982_LOCUS3213|CAD6994468.1|CCAP	LOC108073282|XP_017020326.1|DKIK
OG0008632	CCAP1982_LOCUS3689|CAD6994957.1|CCAP	LOC108077744|XP_017026699.1|DKIK
OG0008633	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP	LOC108072421|XP_017019015.1|DKIK
OG0008634	CCAP1982_LOCUS6169|CAD6997530.1|CCAP	LOC108074470|XP_017022026.1|DKIK
OG0008635	CCAP1982_LOCUS22385|CAD7014390.1|CCAP	LOC108078107|XP_017027200.1|DKIK
OG0008636	CCAP1982_LOCUS807|CAD6991918.1|CCAP	LOC108080464|XP_017030691.1|DKIK
OG0008637	CCAP1982_LOCUS11511|CAD7003048.1|CCAP	LOC108075317|XP_017023212.1|DKIK, LOC108074991|XP_017022711.1|DKIK
OG0008638	CCAP1982_LOCUS3053|CAD6994292.1|CCAP	LOC108083930|XP_017035420.1|DKIK
OG0008639	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP	LOC108083989|XP_017035492.1|DKIK
OG0008640	CCAP1982_LOCUS1423|CAD6992575.1|CCAP	LOC108085695|XP_017037894.1|DKIK
OG0008641	CCAP1982_LOCUS1076|CAD6992204.1|CCAP	LOC108085863|XP_017038110.1|DKIK
OG0008642	CCAP1982_LOCUS3079|CAD6994323.1|CCAP	LOC108084188|XP_017035774.1|DKIK
OG0008643	CCAP1982_LOCUS3686|CAD6994953.1|CCAP	LOC108077871|XP_017026897.1|DKIK
OG0008644	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP	LOC108073733|XP_017020981.1|DKIK, LOC108073735|XP_017020982.1|DKIK
OG0008645	CCAP1982_LOCUS7065|CAD6998468.1|CCAP	LOC108072540|XP_017019204.1|DKIK
OG0008646	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP	LOC108076941|XP_017025478.1|DKIK
OG0008647	CCAP1982_LOCUS8746|CAD7000256.1|CCAP	LOC108086069|XP_017038377.1|DKIK
OG0008648	CCAP1982_LOCUS8386|CAD6999877.1|CCAP	LOC108072529|XP_017019192.1|DKIK
OG0008649	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP	LOC108079865|XP_017029866.1|DKIK
OG0008650	CCAP1982_LOCUS22795|CAD7014828.1|CCAP	LOC108080951|XP_017031352.1|DKIK
OG0008651	CCAP1982_LOCUS7105|CAD6998517.1|CCAP	LOC108074651|XP_017022255.1|DKIK
OG0008652	CCAP1982_LOCUS19490|CAD7011390.1|CCAP	LOC108076595|XP_017024998.1|DKIK
OG0008653	CCAP1982_LOCUS19684|CAD7011595.1|CCAP	LOC108082485|XP_017033388.1|DKIK
OG0008654	CCAP1982_LOCUS20501|CAD7012415.1|CCAP	LOC108072099|XP_017018602.1|DKIK
OG0008655	CCAP1982_LOCUS20957|CAD7012858.1|CCAP	LOC108070787|XP_017016876.1|DKIK
OG0008660	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP	LOC108071935|XP_017018388.1|DKIK
OG0008661	CCAP1982_LOCUS14772|CAD7006454.1|CCAP	LOC108072651|XP_017019371.1|DKIK
OG0008662	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP	LOC108079036|XP_017028706.1|DKIK
OG0008663	CCAP1982_LOCUS14615|CAD7006293.1|CCAP	LOC108083295|XP_017034521.1|DKIK
OG0008664	CCAP1982_LOCUS14399|CAD7006064.1|CCAP	LOC108079809|XP_017029780.1|DKIK
OG0008665	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP	LOC108074398|XP_017021914.1|DKIK
OG0008666	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP	LOC108070407|XP_017016348.1|DKIK
OG0008667	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP	LOC108073769|XP_017021025.1|DKIK, LOC108073795|XP_017021055.1|DKIK
OG0008668	CCAP1982_LOCUS2470|CAD6993664.1|CCAP	LOC108079030|XP_017028700.1|DKIK
OG0008669	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP	LOC108075805|XP_017023865.1|DKIK
