Orthogroup	CCAP.longest_only	DSIM.longest_only
OG0009557	CCAP1982_LOCUS4189|CAD6995473.1|CCAP	LOC6729521|XP_002104829.2|DSIM
OG0009562	CCAP1982_LOCUS19486|CAD7011386.1|CCAP	LOC6732986|XP_016025664.1|DSIM
OG0009567	CCAP1982_LOCUS2822|CAD6994045.1|CCAP	LOC6727195|XP_016033704.1|DSIM
OG0009570	CCAP1982_LOCUS638|CAD6991725.1|CCAP	LOC6727381|XP_002102766.1|DSIM
OG0009576	CCAP1982_LOCUS2070|CAD6993253.1|CCAP	LOC6726945|XP_002102347.1|DSIM
OG0009578	CCAP1982_LOCUS6109|CAD6997466.1|CCAP	LOC6732833|XP_016025558.1|DSIM
OG0009580	CCAP1982_LOCUS21382|CAD7013312.1|CCAP, CCAP1982_LOCUS21383|CAD7013313.1|CCAP	LOC6733666|XP_002080713.1|DSIM
OG0009581	CCAP1982_LOCUS12317|CAD7003887.1|CCAP	LOC6732484|XP_002079604.2|DSIM
OG0009582	CCAP1982_LOCUS11930|CAD7003479.1|CCAP	LOC6738401|XP_016032225.1|DSIM
OG0009585	CCAP1982_LOCUS3481|CAD6994748.1|CCAP, CCAP1982_LOCUS3480|CAD6994747.1|CCAP	LOC6729544|XP_016036217.1|DSIM
OG0009587	CCAP1982_LOCUS21536|CAD7013474.1|CCAP	LOC6735742|XP_002082655.1|DSIM
OG0009588	CCAP1982_LOCUS3486|CAD6994753.1|CCAP	LOC6729550|XP_002104858.2|DSIM
OG0009590	CCAP1982_LOCUS11546|CAD7003083.1|CCAP	LOC6737078|XP_002083925.1|DSIM
OG0009591	CCAP1982_LOCUS865|CAD6991978.1|CCAP	LOC6728855|XP_002104189.1|DSIM
OG0009592	CCAP1982_LOCUS4936|CAD6996253.1|CCAP	LOC27208462|XP_016034007.1|DSIM
OG0009593	CCAP1982_LOCUS4931|CAD6996248.1|CCAP	LOC6727441|XP_002102822.1|DSIM
OG0009594	CCAP1982_LOCUS699|CAD6991795.1|CCAP	LOC6729615|XP_002104923.1|DSIM
OG0009595	CCAP1982_LOCUS4759|CAD6996052.1|CCAP	LOC6727088|XP_002102485.2|DSIM
OG0009596	CCAP1982_LOCUS4703|CAD6995997.1|CCAP	LOC6727122|XP_002102515.1|DSIM
OG0009597	CCAP1982_LOCUS4699|CAD6995993.1|CCAP	LOC6727126|XP_016033599.1|DSIM
OG0009598	CCAP1982_LOCUS4695|CAD6995989.1|CCAP	LOC6727128|XP_016033600.1|DSIM
OG0009599	CCAP1982_LOCUS4599|CAD6995898.1|CCAP	LOC6728584|XP_016035214.1|DSIM
OG0009600	CCAP1982_LOCUS4586|CAD6995885.1|CCAP	LOC6727873|XP_002103228.1|DSIM
OG0009601	CCAP1982_LOCUS4580|CAD6995879.1|CCAP	LOC6729420|XP_002104735.1|DSIM
OG0009602	CCAP1982_LOCUS5199|CAD6996531.1|CCAP	LOC6729681|XP_002104987.2|DSIM
OG0009603	CCAP1982_LOCUS956|CAD6992076.1|CCAP	LOC6728893|XP_016035582.1|DSIM
OG0009604	CCAP1982_LOCUS489|CAD6991571.1|CCAP	LOC6726305|XP_016039849.1|DSIM
OG0009605	CCAP1982_LOCUS356|CAD6991429.1|CCAP	LOC6729707|XP_002105013.1|DSIM
OG0009606	CCAP1982_LOCUS350|CAD6991423.1|CCAP	LOC6729703|XP_002105009.1|DSIM
OG0009607	CCAP1982_LOCUS347|CAD6991420.1|CCAP	LOC27206428|XP_016036363.1|DSIM
OG0009608	CCAP1982_LOCUS410|CAD6991485.1|CCAP	LOC6729407|XP_016036053.1|DSIM
OG0009609	CCAP1982_LOCUS5122|CAD6996450.1|CCAP	LOC6727854|XP_002103209.3|DSIM
OG0009611	CCAP1982_LOCUS4482|CAD6995778.1|CCAP, CCAP1982_LOCUS4483|CAD6995779.1|CCAP	LOC6727451|XP_016034051.1|DSIM
OG0009612	CCAP1982_LOCUS665|CAD6991754.1|CCAP	LOC6727252|XP_002102644.1|DSIM
OG0009613	CCAP1982_LOCUS5027|CAD6996349.1|CCAP	LOC27206416|XP_016025249.1|DSIM
OG0009614	CCAP1982_LOCUS2018|CAD6993196.1|CCAP	LOC6728134|XP_002103485.1|DSIM
OG0009615	CCAP1982_LOCUS3409|CAD6994674.1|CCAP	LOC6729820|XP_016036522.1|DSIM
OG0009616	CCAP1982_LOCUS3436|CAD6994701.1|CCAP	LOC6729807|XP_002105110.1|DSIM
OG0009617	CCAP1982_LOCUS2097|CAD6993281.1|CCAP	LOC6727559|XP_016034141.1|DSIM
OG0009619	CCAP1982_LOCUS1352|CAD6992502.1|CCAP	LOC6729086|XP_002104407.1|DSIM
OG0009620	CCAP1982_LOCUS1311|CAD6992454.1|CCAP	LOC6728953|XP_002104281.1|DSIM
OG0009621	CCAP1982_LOCUS1309|CAD6992452.1|CCAP	LOC6728955|XP_002104283.1|DSIM
OG0009622	CCAP1982_LOCUS1218|CAD6992354.1|CCAP	LOC6727524|XP_002102904.1|DSIM
OG0009624	CCAP1982_LOCUS1168|CAD6992300.1|CCAP	LOC6730383|XP_002105665.1|DSIM
OG0009625	CCAP1982_LOCUS1144|CAD6992276.1|CCAP	LOC6730233|XP_002105516.2|DSIM
OG0009626	CCAP1982_LOCUS3165|CAD6994413.1|CCAP	LOC6729169|XP_002104490.1|DSIM
OG0009627	CCAP1982_LOCUS3159|CAD6994407.1|CCAP	LOC27207846|XP_016035822.1|DSIM
OG0009628	CCAP1982_LOCUS3139|CAD6994386.1|CCAP	LOC6729165|XP_002104486.1|DSIM
OG0009629	CCAP1982_LOCUS3091|CAD6994335.1|CCAP	LOC6727731|XP_016034307.1|DSIM
OG0009630	CCAP1982_LOCUS3088|CAD6994332.1|CCAP	LOC6727735|XP_002103097.1|DSIM
OG0009631	CCAP1982_LOCUS3064|CAD6994305.1|CCAP	LOC6728293|XP_002103642.1|DSIM
OG0009632	CCAP1982_LOCUS3956|CAD6995237.1|CCAP	LOC6740079|XP_002076963.1|DSIM
OG0009633	CCAP1982_LOCUS3893|CAD6995172.1|CCAP	LOC6734542|XP_016027658.1|DSIM
OG0009634	CCAP1982_LOCUS2248|CAD6993435.1|CCAP	LOC6730334|XP_002105616.1|DSIM
OG0009635	CCAP1982_LOCUS1445|CAD6992596.1|CCAP	LOC6728143|XP_002103494.1|DSIM
OG0009636	CCAP1982_LOCUS2928|CAD6994162.1|CCAP	LOC6738867|XP_002085662.1|DSIM
OG0009637	CCAP1982_LOCUS2954|CAD6994189.1|CCAP	LOC6729500|XP_016036171.1|DSIM
OG0009638	CCAP1982_LOCUS3008|CAD6994247.1|CCAP	LOC6727537|XP_002102917.1|DSIM
OG0009639	CCAP1982_LOCUS3583|CAD6994848.1|CCAP	LOC6727006|XP_002102407.1|DSIM
OG0009640	CCAP1982_LOCUS3650|CAD6994916.1|CCAP	LOC6729767|XP_016036453.1|DSIM
OG0009641	CCAP1982_LOCUS3708|CAD6994977.1|CCAP	LOC6729071|XP_002104392.2|DSIM
OG0009642	CCAP1982_LOCUS3710|CAD6994979.1|CCAP	LOC6729068|XP_002104389.2|DSIM
OG0009643	CCAP1982_LOCUS3834|CAD6995112.1|CCAP	LOC27208951|XP_016034396.1|DSIM
OG0009644	CCAP1982_LOCUS1809|CAD6992978.1|CCAP	LOC6729265|XP_002104585.1|DSIM
OG0009645	CCAP1982_LOCUS1813|CAD6992982.1|CCAP	LOC6729268|XP_002104588.2|DSIM
OG0009646	CCAP1982_LOCUS1869|CAD6993034.1|CCAP	LOC6730242|XP_016036996.1|DSIM
OG0009647	CCAP1982_LOCUS1873|CAD6993038.1|CCAP	LOC6730234|XP_016036984.1|DSIM
OG0009648	CCAP1982_LOCUS3363|CAD6994628.1|CCAP	LOC6726917|XP_016033421.1|DSIM
OG0009649	CCAP1982_LOCUS3200|CAD6994453.1|CCAP	LOC6729968|XP_002105262.2|DSIM
OG0009650	CCAP1982_LOCUS7064|CAD6998467.1|CCAP	LOC6732525|XP_039154454.1|DSIM
OG0009651	CCAP1982_LOCUS6784|CAD6998168.1|CCAP	LOC6732013|XP_002079146.1|DSIM
OG0009652	CCAP1982_LOCUS6718|CAD6998104.1|CCAP	LOC6730880|XP_016023305.1|DSIM
OG0009653	CCAP1982_LOCUS8740|CAD7000250.1|CCAP	LOC6730906|XP_002078070.1|DSIM
OG0009654	CCAP1982_LOCUS8742|CAD7000252.1|CCAP	LOC6730905|XP_002078069.2|DSIM
OG0009655	CCAP1982_LOCUS8863|CAD7000387.1|CCAP	LOC6739225|XP_016024035.1|DSIM
OG0009656	CCAP1982_LOCUS8924|CAD7000447.1|CCAP	LOC6731449|XP_002078600.2|DSIM
OG0009657	CCAP1982_LOCUS8940|CAD7000463.1|CCAP	LOC6730710|XP_016023148.1|DSIM
OG0009658	CCAP1982_LOCUS7800|CAD6999270.1|CCAP	LOC6732055|XP_016024738.1|DSIM
OG0009659	CCAP1982_LOCUS8215|CAD6999687.1|CCAP	LOC6731006|XP_016023477.1|DSIM
OG0009660	CCAP1982_LOCUS8248|CAD6999722.1|CCAP	LOC6730676|XP_002077846.1|DSIM
OG0009661	CCAP1982_LOCUS8285|CAD6999762.1|CCAP	LOC6731391|XP_002078544.1|DSIM
OG0009663	CCAP1982_LOCUS8030|CAD6999506.1|CCAP	LOC6730703|XP_016023140.1|DSIM
OG0009664	CCAP1982_LOCUS8184|CAD6999654.1|CCAP	LOC6730759|XP_016023174.1|DSIM
OG0009665	CCAP1982_LOCUS7379|CAD6998830.1|CCAP	LOC6730515|XP_002077694.2|DSIM
OG0009666	CCAP1982_LOCUS7404|CAD6998855.1|CCAP	LOC6732542|XP_016025196.1|DSIM
OG0009667	CCAP1982_LOCUS7427|CAD6998880.1|CCAP	LOC6732975|XP_002080054.1|DSIM
OG0009668	CCAP1982_LOCUS7996|CAD6999472.1|CCAP	LOC6733010|XP_002080089.1|DSIM
OG0009669	CCAP1982_LOCUS8017|CAD6999493.1|CCAP	LOC6732691|XP_016025425.1|DSIM
OG0009670	CCAP1982_LOCUS8467|CAD6999960.1|CCAP	LOC27206201|XP_016023537.1|DSIM
OG0009672	CCAP1982_LOCUS5751|CAD6997099.1|CCAP	LOC6731639|XP_002078779.1|DSIM
OG0009673	CCAP1982_LOCUS5748|CAD6997096.1|CCAP	LOC6731641|XP_002078781.1|DSIM
OG0009674	CCAP1982_LOCUS7700|CAD6999163.1|CCAP	LOC6732856|XP_039149843.1|DSIM
OG0009675	CCAP1982_LOCUS7747|CAD6999213.1|CCAP	LOC6732405|XP_002079526.1|DSIM
OG0009676	CCAP1982_LOCUS9075|CAD7000601.1|CCAP	LOC6733099|XP_016025815.1|DSIM
OG0009677	CCAP1982_LOCUS9124|CAD7000650.1|CCAP	LOC6731524|XP_002078672.1|DSIM
OG0009678	CCAP1982_LOCUS5418|CAD6996738.1|CCAP	LOC6740279|XP_002077156.2|DSIM
OG0009679	CCAP1982_LOCUS5411|CAD6996731.1|CCAP	LOC6731119|XP_039154515.1|DSIM
OG0009680	CCAP1982_LOCUS6600|CAD6997984.1|CCAP	LOC6732230|XP_002079359.1|DSIM
OG0009681	CCAP1982_LOCUS22025|CAD7014019.1|CCAP	LOC6735874|XP_016029238.2|DSIM
OG0009682	CCAP1982_LOCUS22066|CAD7014058.1|CCAP	LOC6735436|XP_002082376.1|DSIM
OG0009683	CCAP1982_LOCUS23373|CAD7015431.1|CCAP	LOC6733312|XP_002080371.1|DSIM
OG0009684	CCAP1982_LOCUS23372|CAD7015430.1|CCAP	LOC6733313|XP_016026236.1|DSIM
OG0009685	CCAP1982_LOCUS23370|CAD7015428.1|CCAP	LOC6733317|XP_002080376.1|DSIM
OG0009689	CCAP1982_LOCUS22760|CAD7014790.1|CCAP	LOC6735120|XP_039147426.1|DSIM
OG0009690	CCAP1982_LOCUS22135|CAD7014130.1|CCAP	LOC6734467|XP_002081486.1|DSIM
OG0009691	CCAP1982_LOCUS22174|CAD7014168.1|CCAP	LOC6735512|XP_002082448.1|DSIM
OG0009692	CCAP1982_LOCUS22195|CAD7014190.1|CCAP	LOC6734746|XP_002081749.1|DSIM
OG0009693	CCAP1982_LOCUS22204|CAD7014199.1|CCAP	LOC6734171|XP_016027171.1|DSIM
OG0009694	CCAP1982_LOCUS22727|CAD7014750.1|CCAP	LOC6733936|XP_002080980.1|DSIM
OG0009695	CCAP1982_LOCUS22740|CAD7014766.1|CCAP	LOC27208964|XP_016029551.1|DSIM
OG0009696	CCAP1982_LOCUS22545|CAD7014544.1|CCAP	LOC27206694|XP_016026587.1|DSIM
OG0009697	CCAP1982_LOCUS22317|CAD7014317.1|CCAP	LOC6737772|XP_002084600.1|DSIM
OG0009698	CCAP1982_LOCUS22305|CAD7014303.1|CCAP	LOC6733285|XP_039147305.1|DSIM
OG0009699	CCAP1982_LOCUS21570|CAD7013511.1|CCAP	LOC6733975|XP_016027010.1|DSIM
OG0009701	CCAP1982_LOCUS22689|CAD7014707.1|CCAP	LOC6730153|XP_002105444.1|DSIM
OG0009703	CCAP1982_LOCUS7160|CAD6998582.1|CCAP	LOC6730432|XP_002077613.1|DSIM
OG0009704	CCAP1982_LOCUS7110|CAD6998523.1|CCAP	LOC6733475|XP_002080532.2|DSIM
OG0009705	CCAP1982_LOCUS21255|CAD7013184.1|CCAP	LOC6734160|XP_002081189.1|DSIM
OG0009707	CCAP1982_LOCUS21400|CAD7013331.1|CCAP	LOC6728724|XP_016035391.1|DSIM
OG0009708	CCAP1982_LOCUS21463|CAD7013398.1|CCAP	LOC6733319|XP_002080378.1|DSIM
OG0009709	CCAP1982_LOCUS21466|CAD7013402.1|CCAP	LOC6733320|XP_002080379.2|DSIM
OG0009710	CCAP1982_LOCUS21468|CAD7013404.1|CCAP	LOC6733321|XP_002080380.1|DSIM
OG0009711	CCAP1982_LOCUS21499|CAD7013434.1|CCAP	LOC6733335|XP_002080392.1|DSIM
OG0009712	CCAP1982_LOCUS14850|CAD7006536.1|CCAP	LOC6738293|XP_016032152.1|DSIM
OG0009713	CCAP1982_LOCUS20272|CAD7012170.1|CCAP	LOC6733609|XP_016026569.1|DSIM
OG0009714	CCAP1982_LOCUS20127|CAD7012015.1|CCAP	LOC6734387|XP_002081408.1|DSIM
OG0009715	CCAP1982_LOCUS20179|CAD7012079.1|CCAP	LOC6735935|XP_016029293.1|DSIM
OG0009716	CCAP1982_LOCUS19476|CAD7011375.1|CCAP	LOC6733594|XP_002080648.2|DSIM
OG0009717	CCAP1982_LOCUS19376|CAD7011268.1|CCAP	LOC6735231|XP_002082204.1|DSIM
OG0009718	CCAP1982_LOCUS19779|CAD7011695.1|CCAP	LOC6734363|XP_002081384.3|DSIM
OG0009721	CCAP1982_LOCUS20034|CAD7011923.1|CCAP	LOC6734116|XP_016027131.1|DSIM
OG0009722	CCAP1982_LOCUS20045|CAD7011933.1|CCAP, CCAP1982_LOCUS20057|CAD7011946.1|CCAP, CCAP1982_LOCUS20053|CAD7011942.1|CCAP, CCAP1982_LOCUS20049|CAD7011938.1|CCAP	LOC6739413|XP_016027105.1|DSIM
OG0009723	CCAP1982_LOCUS20070|CAD7011960.1|CCAP	LOC6736782|XP_016030423.1|DSIM
OG0009724	CCAP1982_LOCUS20374|CAD7012278.1|CCAP	LOC27207173|XP_016028828.1|DSIM
OG0009725	CCAP1982_LOCUS20421|CAD7012327.1|CCAP	LOC6735705|XP_016029076.1|DSIM
OG0009726	CCAP1982_LOCUS20410|CAD7012316.1|CCAP	LOC6727782|XP_002103143.1|DSIM
OG0009727	CCAP1982_LOCUS20580|CAD7012496.1|CCAP	LOC27206168|XP_016027420.1|DSIM
OG0009728	CCAP1982_LOCUS20743|CAD7012642.1|CCAP	LOC6735303|XP_016028653.1|DSIM
OG0009729	CCAP1982_LOCUS20744|CAD7012643.1|CCAP	LOC6735302|XP_002082262.1|DSIM
OG0009730	CCAP1982_LOCUS20811|CAD7012706.1|CCAP	LOC27207600|XP_016038881.1|DSIM
OG0009731	CCAP1982_LOCUS20841|CAD7012737.1|CCAP	LOC6734036|XP_039147517.1|DSIM
OG0009732	CCAP1982_LOCUS20962|CAD7012863.1|CCAP	LOC6733532|XP_016026496.1|DSIM
OG0009733	CCAP1982_LOCUS21054|CAD7012963.1|CCAP	LOC6725673|XP_016038930.1|DSIM
OG0009763	CCAP1982_LOCUS12924|CAD7004527.1|CCAP	LOC27206407|XP_016029862.1|DSIM
OG0009764	CCAP1982_LOCUS12919|CAD7004521.1|CCAP	LOC6738403|XP_016032236.1|DSIM
OG0009765	CCAP1982_LOCUS12579|CAD7004159.1|CCAP	LOC6736290|XP_002083174.1|DSIM
OG0009766	CCAP1982_LOCUS12553|CAD7004132.1|CCAP	LOC6736976|XP_002083823.1|DSIM
OG0009767	CCAP1982_LOCUS12531|CAD7004110.1|CCAP	LOC6736991|XP_002083838.1|DSIM
OG0009768	CCAP1982_LOCUS12506|CAD7004083.1|CCAP	LOC6740769|XP_002083471.2|DSIM
OG0009770	CCAP1982_LOCUS12146|CAD7003709.1|CCAP	LOC6737157|XP_002084004.2|DSIM
OG0009771	CCAP1982_LOCUS12167|CAD7003730.1|CCAP	LOC6736213|XP_002083108.1|DSIM
OG0009772	CCAP1982_LOCUS12199|CAD7003763.1|CCAP	LOC6736331|XP_016029808.1|DSIM
OG0009773	CCAP1982_LOCUS11973|CAD7003523.1|CCAP	LOC6738377|XP_002085186.1|DSIM
OG0009774	CCAP1982_LOCUS12009|CAD7003560.1|CCAP	LOC6738439|XP_002085247.1|DSIM
OG0009775	CCAP1982_LOCUS12072|CAD7003633.1|CCAP	LOC6737168|XP_016030830.1|DSIM
OG0009776	CCAP1982_LOCUS12078|CAD7003639.1|CCAP	LOC6737513|XP_002084349.1|DSIM
OG0009778	CCAP1982_LOCUS13298|CAD7004915.1|CCAP	LOC6736513|XP_002083383.1|DSIM
OG0009779	CCAP1982_LOCUS12618|CAD7004199.1|CCAP	LOC6736945|XP_016030591.1|DSIM
OG0009780	CCAP1982_LOCUS12628|CAD7004209.1|CCAP	LOC6736947|XP_016030593.1|DSIM
OG0009782	CCAP1982_LOCUS12352|CAD7003928.1|CCAP	LOC6736587|XP_002083449.1|DSIM
OG0009783	CCAP1982_LOCUS11527|CAD7003064.1|CCAP	LOC6736261|XP_002083145.1|DSIM
OG0009784	CCAP1982_LOCUS13114|CAD7004721.1|CCAP	LOC6736494|XP_002083364.2|DSIM
OG0009785	CCAP1982_LOCUS13018|CAD7004623.1|CCAP	LOC6738990|XP_002085785.1|DSIM
OG0009786	CCAP1982_LOCUS12990|CAD7004595.1|CCAP	LOC6737406|XP_002084244.1|DSIM
OG0009787	CCAP1982_LOCUS12986|CAD7004591.1|CCAP	LOC6737409|XP_002084247.1|DSIM
OG0009788	CCAP1982_LOCUS11399|CAD7002933.1|CCAP	LOC6736458|XP_002083329.1|DSIM
OG0009789	CCAP1982_LOCUS11288|CAD7002818.1|CCAP	LOC6736581|XP_002083443.1|DSIM
OG0009791	CCAP1982_LOCUS11239|CAD7002765.1|CCAP	LOC6737321|XP_016031050.1|DSIM
OG0009792	CCAP1982_LOCUS11189|CAD7002714.1|CCAP	LOC6737292|XP_002084132.1|DSIM
OG0009793	CCAP1982_LOCUS11163|CAD7002683.1|CCAP	LOC6734416|XP_002081436.1|DSIM
OG0009794	CCAP1982_LOCUS11109|CAD7002625.1|CCAP	LOC6729616|XP_002104924.1|DSIM
OG0009795	CCAP1982_LOCUS11051|CAD7002563.1|CCAP	LOC6726386|XP_002107345.2|DSIM
OG0009796	CCAP1982_LOCUS11020|CAD7002531.1|CCAP	LOC6737593|XP_002084426.1|DSIM
OG0009797	CCAP1982_LOCUS10933|CAD7002444.1|CCAP	LOC6737176|XP_002084022.1|DSIM
OG0009798	CCAP1982_LOCUS10932|CAD7002443.1|CCAP	LOC27206285|XP_016030864.2|DSIM
OG0009799	CCAP1982_LOCUS11728|CAD7003266.1|CCAP	LOC6738919|XP_002085714.1|DSIM
OG0009800	CCAP1982_LOCUS11614|CAD7003153.1|CCAP	LOC6739021|XP_002085816.1|DSIM
OG0009801	CCAP1982_LOCUS11566|CAD7003103.1|CCAP	LOC6736652|XP_002083508.1|DSIM
OG0009802	CCAP1982_LOCUS11550|CAD7003087.1|CCAP	LOC6736654|XP_002083510.1|DSIM
OG0009803	CCAP1982_LOCUS14836|CAD7006522.1|CCAP	LOC6738305|XP_016032159.1|DSIM
OG0009804	CCAP1982_LOCUS14859|CAD7006545.1|CCAP	LOC6738286|XP_002085097.1|DSIM
OG0009805	CCAP1982_LOCUS14860|CAD7006546.1|CCAP, CCAP1982_LOCUS14861|CAD7006547.1|CCAP	LOC6738285|XP_002085096.1|DSIM
OG0009806	CCAP1982_LOCUS14863|CAD7006549.1|CCAP	LOC6738283|XP_016032149.1|DSIM
OG0009807	CCAP1982_LOCUS14882|CAD7006568.1|CCAP	LOC6738268|XP_039149453.1|DSIM
OG0009808	CCAP1982_LOCUS14884|CAD7006570.1|CCAP	LOC6736586|XP_039149444.1|DSIM
OG0009809	CCAP1982_LOCUS14929|CAD7006622.1|CCAP	LOC6737087|XP_002083934.1|DSIM
OG0009810	CCAP1982_LOCUS10819|CAD7002331.1|CCAP	LOC6738978|XP_002085773.1|DSIM
OG0009811	CCAP1982_LOCUS10818|CAD7002330.1|CCAP	LOC6738977|XP_039149073.1|DSIM
OG0009812	CCAP1982_LOCUS10807|CAD7002317.1|CCAP	LOC6737066|XP_002083913.1|DSIM
OG0009813	CCAP1982_LOCUS11664|CAD7003204.1|CCAP	LOC6738697|XP_002085499.2|DSIM
OG0009814	CCAP1982_LOCUS14524|CAD7006196.1|CCAP	LOC6736861|XP_002083717.1|DSIM
OG0009815	CCAP1982_LOCUS14563|CAD7006237.1|CCAP	LOC27206303|XP_016032471.1|DSIM
OG0009816	CCAP1982_LOCUS12271|CAD7003838.1|CCAP	LOC6738018|XP_002084833.2|DSIM
OG0009817	CCAP1982_LOCUS12272|CAD7003839.1|CCAP	LOC6738017|XP_002084832.2|DSIM
OG0009818	CCAP1982_LOCUS14337|CAD7006002.1|CCAP	LOC6737942|XP_016031696.1|DSIM
OG0009819	CCAP1982_LOCUS14334|CAD7005998.1|CCAP	LOC6737943|XP_002084762.2|DSIM
OG0009820	CCAP1982_LOCUS14333|CAD7005997.1|CCAP	LOC6737944|XP_002084763.1|DSIM
OG0009823	CCAP1982_LOCUS14176|CAD7005832.1|CCAP	LOC27208437|XP_016030998.1|DSIM
OG0009825	CCAP1982_LOCUS13884|CAD7005524.1|CCAP	LOC6737962|XP_016031708.1|DSIM
OG0009826	CCAP1982_LOCUS13715|CAD7005355.1|CCAP	LOC6739113|XP_002085906.1|DSIM
OG0009827	CCAP1982_LOCUS13713|CAD7005353.1|CCAP	LOC27206204|XP_016032965.1|DSIM
OG0009828	CCAP1982_LOCUS13652|CAD7005295.1|CCAP	LOC6737651|XP_002084483.2|DSIM
OG0009829	CCAP1982_LOCUS13593|CAD7005234.1|CCAP	LOC6738215|XP_002085027.1|DSIM
OG0009830	CCAP1982_LOCUS13519|CAD7005158.1|CCAP	LOC6739054|XP_016032888.1|DSIM
OG0009831	CCAP1982_LOCUS13515|CAD7005154.1|CCAP	LOC6739060|XP_002085854.1|DSIM
OG0009832	CCAP1982_LOCUS13510|CAD7005149.1|CCAP	LOC6739061|XP_002085855.1|DSIM
OG0009833	CCAP1982_LOCUS14685|CAD7006363.1|CCAP	LOC6738191|XP_016032018.1|DSIM
OG0009835	CCAP1982_LOCUS20360|CAD7012264.1|CCAP	LOC6734923|XP_002081920.1|DSIM
OG0009836	CCAP1982_LOCUS3516|CAD6994785.1|CCAP	LOC6727481|XP_002102861.1|DSIM
OG0009837	CCAP1982_LOCUS4220|CAD6995507.1|CCAP	LOC6727757|XP_002103119.2|DSIM
OG0009838	CCAP1982_LOCUS7612|CAD6999066.1|CCAP	LOC6732651|XP_002079768.1|DSIM
OG0009841	CCAP1982_LOCUS5608|CAD6996938.1|CCAP	LOC6731135|XP_002078293.3|DSIM
OG0009842	CCAP1982_LOCUS8874|CAD7000399.1|CCAP	LOC27206227|XP_016031883.1|DSIM
OG0009843	CCAP1982_LOCUS13138|CAD7004745.1|CCAP	LOC120284198|XP_039149449.1|DSIM
OG0009844	CCAP1982_LOCUS14213|CAD7005871.1|CCAP	LOC27206406|XP_016031849.1|DSIM
OG0009845	CCAP1982_LOCUS20927|CAD7012827.1|CCAP	LOC6734562|XP_016027666.1|DSIM
OG0009925	CCAP1982_LOCUS118|CAD6991179.1|CCAP	LOC6728502|XP_002103847.1|DSIM
OG0009927	CCAP1982_LOCUS21028|CAD7012931.1|CCAP	LOC27206851|XP_016037632.1|DSIM
OG0009934	CCAP1982_LOCUS12943|CAD7004546.1|CCAP	LOC6736902|XP_016030550.1|DSIM
OG0009940	CCAP1982_LOCUS4839|CAD6996146.1|CCAP, CCAP1982_LOCUS4840|CAD6996147.1|CCAP	LOC6729648|XP_016036289.1|DSIM
OG0009952	CCAP1982_LOCUS7116|CAD6998529.1|CCAP	LOC6727592|XP_002102971.1|DSIM
OG0009954	CCAP1982_LOCUS377|CAD6991452.1|CCAP	LOC6728450|XP_002103795.1|DSIM
OG0009955	CCAP1982_LOCUS4322|CAD6995616.1|CCAP, CCAP1982_LOCUS4443|CAD6995738.1|CCAP	LOC6734638|XP_016027806.1|DSIM
OG0009958	CCAP1982_LOCUS3408|CAD6994673.1|CCAP	LOC6729821|XP_002105124.1|DSIM
OG0009960	CCAP1982_LOCUS2297|CAD6993484.1|CCAP	LOC6726664|XP_039151599.1|DSIM
OG0009961	CCAP1982_LOCUS2326|CAD6993513.1|CCAP	LOC6726652|XP_002102063.2|DSIM
OG0009963	CCAP1982_LOCUS2710|CAD6993919.1|CCAP	LOC6729084|XP_016035731.1|DSIM
OG0009965	CCAP1982_LOCUS1872|CAD6993037.1|CCAP	LOC27206394|XP_016036987.1|DSIM
OG0009967	CCAP1982_LOCUS8813|CAD7000330.1|CCAP	LOC6732747|XP_002079861.1|DSIM
OG0009968	CCAP1982_LOCUS7389|CAD6998840.1|CCAP	LOC6730444|XP_002077625.1|DSIM
OG0009972	CCAP1982_LOCUS5855|CAD6997219.1|CCAP	LOC6731780|XP_002078915.1|DSIM
OG0009973	CCAP1982_LOCUS5858|CAD6997223.1|CCAP, CCAP1982_LOCUS5867|CAD6997233.1|CCAP	LOC6739323|XP_039147743.1|DSIM
OG0009974	CCAP1982_LOCUS5493|CAD6996820.1|CCAP	LOC27207084|XP_016025781.1|DSIM
OG0009976	CCAP1982_LOCUS8401|CAD6999891.1|CCAP	LOC6731234|XP_002078393.1|DSIM
OG0009979	CCAP1982_LOCUS6530|CAD6997912.1|CCAP	LOC6732178|XP_002079307.1|DSIM
OG0009980	CCAP1982_LOCUS21811|CAD7013790.1|CCAP	LOC6736112|XP_002083012.1|DSIM
OG0009982	CCAP1982_LOCUS23076|CAD7015126.1|CCAP	LOC6735037|XP_002082018.3|DSIM
OG0009983	CCAP1982_LOCUS22958|CAD7015001.1|CCAP	LOC27206190|XP_016029061.1|DSIM
OG0009987	CCAP1982_LOCUS21534|CAD7013471.1|CCAP	LOC6735744|XP_002082657.1|DSIM
OG0009988	CCAP1982_LOCUS21535|CAD7013472.1|CCAP	LOC6735743|XP_002082656.1|DSIM
OG0009989	CCAP1982_LOCUS20240|CAD7012143.1|CCAP	LOC6735592|XP_002082512.1|DSIM
OG0010061	CCAP1982_LOCUS12913|CAD7004514.1|CCAP	LOC6736792|XP_002083648.1|DSIM
OG0010062	CCAP1982_LOCUS12532|CAD7004111.1|CCAP	LOC6736990|XP_002083837.1|DSIM
OG0010063	CCAP1982_LOCUS12024|CAD7003576.1|CCAP	LOC6738450|XP_002085257.1|DSIM
