Orthogroup	CCAP.longest_only	DANA.longest_only
OG0008985	CCAP1982_LOCUS12236|CAD7003803.1|CCAP	LOC6507020|XP_001956810.1|DANA
OG0008986	CCAP1982_LOCUS5702|CAD6997047.1|CCAP	LOC6501133|XP_001954614.1|DANA
OG0008990	CCAP1982_LOCUS11431|CAD7002967.1|CCAP	LOC6507289|XP_001956306.1|DANA
OG0008991	CCAP1982_LOCUS4200|CAD6995485.1|CCAP	LOC116654530|XP_032305626.1|DANA
OG0008992	CCAP1982_LOCUS3524|CAD6994793.1|CCAP	LOC6500690|XP_001953729.2|DANA
OG0008993	CCAP1982_LOCUS13676|CAD7005315.1|CCAP	LOC6507190|XP_001956517.1|DANA
OG0008994	CCAP1982_LOCUS6730|CAD6998118.1|CCAP	LOC6497449|XP_001962055.1|DANA
OG0008995	CCAP1982_LOCUS19479|CAD7011378.1|CCAP	LOC6496306|XP_001960664.2|DANA
OG0008999	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP	LOC6498809|XP_001967301.3|DANA
OG0009003	CCAP1982_LOCUS14538|CAD7006210.1|CCAP	LOC6506386|XP_001957973.2|DANA
OG0009005	CCAP1982_LOCUS8449|CAD6999940.1|CCAP	LOC6497052|XP_001962846.1|DANA
OG0009006	CCAP1982_LOCUS3116|CAD6994363.1|CCAP	LOC6505677|XP_001964477.1|DANA
OG0009007	CCAP1982_LOCUS14979|CAD7006678.1|CCAP	LOC6507003|XP_032310249.1|DANA
OG0009008	CCAP1982_LOCUS93|CAD6991153.1|CCAP	LOC6500137|XP_001953154.1|DANA
OG0009009	CCAP1982_LOCUS12773|CAD7004361.1|CCAP	LOC6507406|XP_001956078.1|DANA
OG0009010	CCAP1982_LOCUS14898|CAD7006587.1|CCAP	LOC6506824|XP_001957173.1|DANA
OG0009011	CCAP1982_LOCUS12729|CAD7004309.1|CCAP	LOC6506518|XP_001957730.1|DANA
OG0009014	CCAP1982_LOCUS13336|CAD7004957.1|CCAP	LOC6493397|XP_001957669.1|DANA
OG0009015	CCAP1982_LOCUS12356|CAD7003934.1|CCAP	LOC6493508|XP_001957894.2|DANA
OG0009016	CCAP1982_LOCUS10869|CAD7002375.1|CCAP	LOC6493500|XP_001957873.2|DANA
OG0009017	CCAP1982_LOCUS5361|CAD6996677.1|CCAP	LOC6497796|XP_001961464.1|DANA
OG0009018	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP	LOC6503310|XP_032308645.1|DANA
OG0009019	CCAP1982_LOCUS10619|CAD7002131.1|CCAP	LOC6504358|XP_032311693.1|DANA
OG0009020	CCAP1982_LOCUS2828|CAD6994056.1|CCAP	LOC6499500|XP_014766112.1|DANA
OG0009021	CCAP1982_LOCUS4666|CAD6995955.1|CCAP	LOC6501127|XP_001954600.1|DANA
OG0009022	CCAP1982_LOCUS1965|CAD6993139.1|CCAP	LOC6500874|XP_032312201.1|DANA
OG0009023	CCAP1982_LOCUS3398|CAD6994663.1|CCAP	LOC6501491|XP_001955357.1|DANA
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	LOC6505830|XP_001964448.1|DANA
OG0009025	CCAP1982_LOCUS3816|CAD6995093.1|CCAP	LOC6499836|XP_001953809.1|DANA
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	LOC6501648|XP_001955676.2|DANA
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	LOC26515402|XP_014764124.1|DANA
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	LOC6507297|XP_001956294.1|DANA
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	LOC6498403|XP_001962725.1|DANA
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	LOC6497976|XP_001961829.1|DANA
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	LOC6500097|XP_001953233.1|DANA
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	LOC6500448|XP_001953232.1|DANA
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	LOC6498453|XP_001962852.3|DANA
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	LOC6496701|XP_032309178.1|DANA
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	LOC6504543|XP_001964928.1|DANA
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	LOC6494345|XP_001960493.1|DANA
OG0009037	CCAP1982_LOCUS6931|CAD6998326.1|CCAP	LOC6498493|XP_032310961.1|DANA
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	LOC26514583|XP_014767305.1|DANA
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	LOC6499263|XP_001954998.1|DANA
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	LOC6494201|XP_001960761.1|DANA
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	LOC6498846|XP_001955811.1|DANA
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	LOC6504223|XP_001965131.1|DANA
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	LOC6497080|XP_001962796.1|DANA
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	LOC6496987|XP_001962991.1|DANA
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	LOC6493802|XP_032310838.1|DANA
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	LOC6495995|XP_014763580.1|DANA
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	LOC6504311|XP_001965045.1|DANA
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	LOC6494187|XP_001965966.1|DANA
OG0009050	CCAP1982_LOCUS6009|CAD6997372.1|CCAP	LOC6497094|XP_001962767.1|DANA
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	LOC6499638|XP_001954244.1|DANA
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	LOC6503416|XP_032312307.1|DANA
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	LOC6500536|XP_014766603.1|DANA
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	LOC6497524|XP_001961910.1|DANA
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	LOC6497287|XP_001962387.2|DANA
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	LOC6507667|XP_014765398.1|DANA
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	LOC6498715|XP_032311981.1|DANA
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	LOC6493406|XP_014764362.1|DANA
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	LOC6501253|XP_001954855.1|DANA
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	LOC6495508|XP_001959001.1|DANA
OG0009062	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP	LOC6496430|XP_001960900.1|DANA
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	LOC6497870|XP_014761860.1|DANA
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	LOC6495157|XP_001958942.1|DANA
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	LOC6501537|XP_001955441.1|DANA
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	LOC6507757|XP_001956286.1|DANA
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	LOC6493840|XP_014764574.1|DANA
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	LOC6494571|XP_032307293.1|DANA
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	LOC6506085|XP_001965113.2|DANA
OG0009071	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP	LOC6500052|XP_014766356.1|DANA
OG0009072	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP	LOC6502721|XP_001964369.1|DANA
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	LOC6500131|XP_001953164.1|DANA
OG0009074	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP	LOC6499430|XP_001954655.1|DANA
OG0009075	CCAP1982_LOCUS735|CAD6991836.1|CCAP	LOC6498881|XP_001955748.1|DANA
OG0009076	CCAP1982_LOCUS4960|CAD6996277.1|CCAP	LOC6499622|XP_001954275.1|DANA
OG0009077	CCAP1982_LOCUS4889|CAD6996199.1|CCAP	LOC6501670|XP_001955719.2|DANA
OG0009078	CCAP1982_LOCUS4867|CAD6996175.1|CCAP	LOC6499538|XP_001954414.1|DANA
OG0009079	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP	LOC6503452|XP_032312324.1|DANA
OG0009080	CCAP1982_LOCUS4812|CAD6996117.1|CCAP	LOC6498835|XP_032307446.1|DANA, LOC116654911|XP_032307437.1|DANA, LOC6501322|XP_001954992.1|DANA
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	LOC6499591|XP_001954336.1|DANA
OG0009082	CCAP1982_LOCUS5090|CAD6996417.1|CCAP	LOC6505699|XP_001964433.1|DANA
OG0009083	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP	LOC6503930|XP_001963864.3|DANA
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	LOC6500333|XP_014766506.1|DANA
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	LOC6499527|XP_001954438.1|DANA
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	LOC6499607|XP_014766148.1|DANA
OG0009087	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP	LOC6501453|XP_001955289.2|DANA
OG0009088	CCAP1982_LOCUS1142|CAD6992274.1|CCAP	LOC6505558|XP_032305718.1|DANA, LOC6505556|XP_001964707.2|DANA
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	LOC6503615|XP_001964062.1|DANA
OG0009090	CCAP1982_LOCUS3889|CAD6995168.1|CCAP	LOC6499024|XP_001955490.1|DANA
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	LOC6499616|XP_001954284.2|DANA
OG0009092	CCAP1982_LOCUS2768|CAD6993985.1|CCAP	LOC6499212|XP_014765940.1|DANA
OG0009093	CCAP1982_LOCUS2711|CAD6993920.1|CCAP	LOC6500371|XP_001953071.1|DANA
OG0009094	CCAP1982_LOCUS2505|CAD6993699.1|CCAP	LOC6505998|XP_001964755.3|DANA
OG0009095	CCAP1982_LOCUS2504|CAD6993698.1|CCAP	LOC6505997|XP_001964753.2|DANA
OG0009096	CCAP1982_LOCUS2969|CAD6994207.1|CCAP	LOC6501339|XP_001955023.1|DANA
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	LOC6499251|XP_001955022.2|DANA
OG0009098	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP	LOC6501335|XP_001955015.1|DANA
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	LOC6501582|XP_001955519.1|DANA
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	LOC6497346|XP_001962272.1|DANA
OG0009101	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP	LOC6497993|XP_001961853.1|DANA
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	LOC6497854|XP_014761851.1|DANA
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	LOC6498061|XP_001962003.1|DANA
OG0009104	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP	LOC6497474|XP_001962000.1|DANA
OG0009105	CCAP1982_LOCUS8217|CAD6999690.1|CCAP	LOC6498455|XP_001962859.2|DANA
OG0009106	CCAP1982_LOCUS8493|CAD6999987.1|CCAP	LOC6498124|XP_001962128.1|DANA
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	LOC6498662|XP_001963268.1|DANA
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	LOC6501306|XP_001954962.2|DANA
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	LOC6498483|XP_001962918.1|DANA
OG0009110	CCAP1982_LOCUS7387|CAD6998839.1|CCAP	LOC6507500|XP_001965387.1|DANA
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	LOC6507699|XP_001956167.1|DANA
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	LOC6507962|XP_001965362.1|DANA
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	LOC6498619|XP_001963166.2|DANA
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	LOC6505506|XP_001964956.2|DANA
OG0009115	CCAP1982_LOCUS6265|CAD6997630.1|CCAP	LOC6498217|XP_001962324.1|DANA
OG0009116	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP	LOC6497731|XP_001961469.1|DANA
OG0009117	CCAP1982_LOCUS7761|CAD6999227.1|CCAP	LOC6497137|XP_001962685.2|DANA
OG0009118	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP	LOC6504128|XP_001964240.1|DANA
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	LOC6497103|XP_001962749.1|DANA
OG0009120	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP	LOC6507284|XP_001956312.3|DANA
OG0009121	CCAP1982_LOCUS21943|CAD7013929.1|CCAP	LOC6496581|XP_001961194.2|DANA
OG0009122	CCAP1982_LOCUS22032|CAD7014026.1|CCAP	LOC6494705|XP_032306950.1|DANA
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	LOC6495049|XP_001959171.1|DANA
OG0009124	CCAP1982_LOCUS23411|CAD7015471.1|CCAP	LOC6497830|XP_001961533.2|DANA
OG0009125	CCAP1982_LOCUS23371|CAD7015429.1|CCAP	LOC6495533|XP_001959048.1|DANA
OG0009126	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP	LOC6496051|XP_001960118.1|DANA
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	LOC6494104|XP_001960968.1|DANA
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	LOC6495553|XP_001959088.1|DANA
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	LOC6495218|XP_001958822.1|DANA
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	LOC6496481|XP_014763854.1|DANA
OG0009131	CCAP1982_LOCUS22704|CAD7014726.1|CCAP	LOC6494098|XP_014762638.1|DANA
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	LOC6494396|XP_001960408.1|DANA
OG0009133	CCAP1982_LOCUS22519|CAD7014518.1|CCAP	LOC6496525|XP_001961069.1|DANA
OG0009134	CCAP1982_LOCUS7220|CAD6998653.1|CCAP	LOC6496215|XP_001960464.1|DANA
OG0009135	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP	LOC6495560|XP_001959104.2|DANA
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	LOC6494661|XP_001959913.1|DANA
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	LOC6495701|XP_001959402.1|DANA
OG0009138	CCAP1982_LOCUS21269|CAD7013198.1|CCAP	LOC6494928|XP_001959399.1|DANA
OG0009139	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP	LOC6494654|XP_001959925.1|DANA
OG0009140	CCAP1982_LOCUS21281|CAD7013210.1|CCAP	LOC6495389|XP_001958724.1|DANA
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	LOC6495537|XP_001959052.1|DANA
OG0009142	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP	LOC6495098|XP_001959072.1|DANA
OG0009143	CCAP1982_LOCUS21544|CAD7013482.1|CCAP	LOC6496419|XP_001960876.2|DANA
OG0009145	CCAP1982_LOCUS19965|CAD7011856.1|CCAP	LOC6494464|XP_001960279.1|DANA
OG0009146	CCAP1982_LOCUS19781|CAD7011697.1|CCAP	LOC6496549|XP_001961122.1|DANA
OG0009147	CCAP1982_LOCUS20323|CAD7012225.1|CCAP	LOC6494266|XP_001960637.1|DANA
OG0009148	CCAP1982_LOCUS19993|CAD7011881.1|CCAP	LOC6495219|XP_001958819.1|DANA
OG0009149	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP	LOC6494585|XP_001960058.2|DANA
OG0009150	CCAP1982_LOCUS20559|CAD7012481.1|CCAP	LOC6496536|XP_001961093.1|DANA
OG0009151	CCAP1982_LOCUS20661|CAD7012576.1|CCAP	LOC6495395|XP_001958747.1|DANA
OG0009152	CCAP1982_LOCUS20690|CAD7012606.1|CCAP	LOC6495331|XP_001958618.1|DANA
OG0009153	CCAP1982_LOCUS21097|CAD7013008.1|CCAP	LOC6495739|XP_001959470.1|DANA
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	LOC6506950|XP_001956931.1|DANA
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	LOC6493448|XP_014764383.1|DANA
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	LOC6507469|XP_001955953.2|DANA
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	LOC6493533|XP_001957953.1|DANA
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	LOC6506229|XP_001958301.2|DANA
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	LOC6493151|XP_001957154.1|DANA
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	LOC6506831|XP_032309660.1|DANA
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	LOC6507763|XP_032310630.1|DANA
OG0009170	CCAP1982_LOCUS14887|CAD7006573.1|CCAP	LOC6493185|XP_001957218.1|DANA
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	LOC6507037|XP_001956776.1|DANA
OG0009172	CCAP1982_LOCUS11770|CAD7003309.1|CCAP	LOC6507916|XP_001956595.2|DANA
OG0009173	CCAP1982_LOCUS11800|CAD7003341.1|CCAP	LOC6493121|XP_001957088.1|DANA
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	LOC6502362|XP_001967532.1|DANA
OG0009175	CCAP1982_LOCUS11681|CAD7003220.1|CCAP	LOC6498346|XP_001962591.1|DANA
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	LOC6507833|XP_001956439.1|DANA
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	LOC6493246|XP_001957350.1|DANA
OG0009179	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP	LOC6493873|XP_032310251.1|DANA
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	LOC6493607|XP_032310743.1|DANA
OG0009183	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP	LOC6493820|XP_001958502.1|DANA
OG0009184	CCAP1982_LOCUS13742|CAD7005382.1|CCAP	LOC6506098|XP_001958561.2|DANA
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	LOC6507789|XP_001956345.1|DANA
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	LOC6506753|XP_001957304.2|DANA
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	LOC6496067|XP_001960148.1|DANA
OG0009189	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP	LOC6506909|XP_032310313.1|DANA
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	LOC6507538|XP_001955879.1|DANA
OG0009191	CCAP1982_LOCUS21738|CAD7013698.1|CCAP	LOC26514173|XP_014763985.1|DANA
OG0009192	CCAP1982_LOCUS22994|CAD7015037.1|CCAP	LOC116656230|XP_032311599.1|DANA, LOC6502742|XP_001965768.1|DANA
OG0009219	CCAP1982_LOCUS1342|CAD6992490.1|CCAP	LOC6499990|XP_001953474.3|DANA
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LOC6496928|XP_001963116.1|DANA
OG0009230	CCAP1982_LOCUS5889|CAD6997256.1|CCAP	LOC116655224|XP_032308661.1|DANA, LOC116655225|XP_032308662.1|DANA, LOC26514278|XP_014760146.1|DANA, LOC26514491|XP_032308684.1|DANA
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	LOC6496938|XP_014761437.1|DANA
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	LOC6502826|XP_001956596.2|DANA
OG0009245	CCAP1982_LOCUS649|CAD6991737.1|CCAP	LOC6499299|XP_001954917.1|DANA
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	LOC6498454|XP_001962858.1|DANA
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	LOC6497319|XP_014761642.1|DANA
OG0009268	CCAP1982_LOCUS21134|CAD7013052.1|CCAP	LOC6494336|XP_001960507.1|DANA
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	LOC6505796|XP_014760794.1|DANA
OG0009270	CCAP1982_LOCUS20409|CAD7012315.1|CCAP	LOC6502525|XP_001959944.2|DANA
OG0009273	CCAP1982_LOCUS9149|CAD7000675.1|CCAP	LOC6497492|XP_001961973.2|DANA
OG0009274	CCAP1982_LOCUS11312|CAD7002843.1|CCAP	LOC6506903|XP_032309741.1|DANA
OG0009276	CCAP1982_LOCUS22273|CAD7014270.1|CCAP	LOC6494736|XP_001959758.1|DANA
OG0009283	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP	LOC6496956|XP_014761452.1|DANA
OG0009285	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP	LOC6496629|XP_032308025.1|DANA
OG0009286	CCAP1982_LOCUS12536|CAD7004115.1|CCAP	LOC6493784|XP_001958425.1|DANA
OG0009287	CCAP1982_LOCUS12928|CAD7004531.1|CCAP	LOC6506195|XP_001958366.1|DANA
OG0009288	CCAP1982_LOCUS8286|CAD6999763.1|CCAP	LOC6504737|XP_001966295.1|DANA
OG0009289	CCAP1982_LOCUS10519|CAD7002031.1|CCAP	LOC6506040|XP_014759725.2|DANA
OG0009290	CCAP1982_LOCUS21282|CAD7013211.1|CCAP	LOC6495275|XP_001958723.1|DANA
OG0009291	CCAP1982_LOCUS9439|CAD7000966.1|CCAP	LOC6506049|XP_001966636.2|DANA
OG0009296	CCAP1982_LOCUS786|CAD6991896.1|CCAP	LOC6501005|XP_001954346.2|DANA
OG0009297	CCAP1982_LOCUS788|CAD6991898.1|CCAP	LOC6499584|XP_001954344.2|DANA
OG0009298	CCAP1982_LOCUS806|CAD6991917.1|CCAP	LOC6500512|XP_001953370.2|DANA
OG0009299	CCAP1982_LOCUS827|CAD6991939.1|CCAP	LOC6500127|XP_001953170.1|DANA
OG0009300	CCAP1982_LOCUS828|CAD6991940.1|CCAP	LOC6500415|XP_014766550.1|DANA
OG0009301	CCAP1982_LOCUS4778|CAD6996071.1|CCAP	LOC6500055|XP_032305720.1|DANA
OG0009302	CCAP1982_LOCUS4700|CAD6995994.1|CCAP	LOC6505731|XP_001964367.1|DANA
OG0009303	CCAP1982_LOCUS4664|CAD6995953.1|CCAP	LOC6500596|XP_001953536.1|DANA
OG0009304	CCAP1982_LOCUS104|CAD6991165.1|CCAP	LOC6500130|XP_001953165.1|DANA
OG0009305	CCAP1982_LOCUS115|CAD6991176.1|CCAP	LOC6501267|XP_001954886.1|DANA
OG0009306	CCAP1982_LOCUS4614|CAD6995912.1|CCAP	LOC6503000|XP_001963435.1|DANA
OG0009307	CCAP1982_LOCUS4602|CAD6995901.1|CCAP	LOC6499520|XP_001954448.3|DANA
OG0009308	CCAP1982_LOCUS4578|CAD6995877.1|CCAP	LOC6499450|XP_001954616.1|DANA
OG0009309	CCAP1982_LOCUS4570|CAD6995869.1|CCAP	LOC6499309|XP_001954896.1|DANA
OG0009310	CCAP1982_LOCUS5186|CAD6996518.1|CCAP	LOC6499546|XP_001954404.1|DANA
OG0009312	CCAP1982_LOCUS4969|CAD6996285.1|CCAP	LOC6499315|XP_001954884.3|DANA
OG0009313	CCAP1982_LOCUS901|CAD6992017.1|CCAP	LOC6499320|XP_014766009.1|DANA
OG0009314	CCAP1982_LOCUS914|CAD6992032.1|CCAP	LOC6494741|XP_014760095.1|DANA
OG0009315	CCAP1982_LOCUS949|CAD6992068.1|CCAP	LOC6501199|XP_001954751.1|DANA
OG0009317	CCAP1982_LOCUS982|CAD6992099.1|CCAP	LOC6499087|XP_001955331.3|DANA
OG0009318	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP	LOC6505714|XP_001964405.2|DANA
OG0009319	CCAP1982_LOCUS4819|CAD6996125.1|CCAP	LOC6501321|XP_001954986.1|DANA
OG0009320	CCAP1982_LOCUS351|CAD6991424.1|CCAP	LOC6501001|XP_001954332.1|DANA
OG0009321	CCAP1982_LOCUS336|CAD6991409.1|CCAP	LOC6499589|XP_001954339.1|DANA
OG0009322	CCAP1982_LOCUS329|CAD6991402.1|CCAP	LOC6500611|XP_001953561.1|DANA
OG0009323	CCAP1982_LOCUS5158|CAD6996489.1|CCAP	LOC6501140|XP_001954623.1|DANA
OG0009324	CCAP1982_LOCUS4331|CAD6995625.1|CCAP	LOC6501228|XP_001954803.1|DANA
