Orthogroup	CCAP.longest_only	DALB.longest_only
OG0008345	CCAP1982_LOCUS12323|CAD7003893.1|CCAP	LOC117572268|XP_034110862.1|DALB
OG0008347	CCAP1982_LOCUS8876|CAD7000401.1|CCAP	LOC117564928|XP_034099773.1|DALB
OG0008348	CCAP1982_LOCUS12034|CAD7003586.1|CCAP	LOC117567207|XP_034102928.1|DALB
OG0008349	CCAP1982_LOCUS3526|CAD6994795.1|CCAP	LOC117571288|XP_034109247.1|DALB
OG0008351	CCAP1982_LOCUS11606|CAD7003145.1|CCAP	LOC117568251|XP_034104622.1|DALB
OG0008352	CCAP1982_LOCUS14829|CAD7006515.1|CCAP	LOC117567937|XP_034104118.1|DALB
OG0008353	CCAP1982_LOCUS12045|CAD7003597.1|CCAP	LOC117570776|XP_034108504.1|DALB
OG0008355	CCAP1982_LOCUS22485|CAD7014483.1|CCAP	LOC117572782|XP_034111770.1|DALB
OG0008356	CCAP1982_LOCUS10774|CAD7002279.1|CCAP	LOC117577982|XP_034118969.1|DALB
OG0008357	CCAP1982_LOCUS863|CAD6991976.1|CCAP	LOC117576782|XP_034117725.1|DALB
OG0008358	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP	LOC117565306|XP_034100235.1|DALB
OG0008359	CCAP1982_LOCUS7255|CAD6998698.1|CCAP	LOC117570430|XP_034107976.1|DALB
OG0008360	CCAP1982_LOCUS7152|CAD6998572.1|CCAP	LOC117568624|XP_034105304.1|DALB
OG0008361	CCAP1982_LOCUS9119|CAD7000645.1|CCAP	LOC117564264|XP_034098858.1|DALB
OG0008363	CCAP1982_LOCUS19956|CAD7011847.1|CCAP	LOC117567457|XP_034103362.1|DALB
OG0008364	CCAP1982_LOCUS14632|CAD7006310.1|CCAP	LOC117569486|XP_034106557.1|DALB
OG0008365	CCAP1982_LOCUS20151|CAD7012049.1|CCAP	LOC117567574|XP_034103536.1|DALB
OG0008366	CCAP1982_LOCUS4899|CAD6996210.1|CCAP	LOC117575531|XP_034115671.1|DALB
OG0008372	CCAP1982_LOCUS21458|CAD7013393.1|CCAP	LOC117570355|XP_034107816.1|DALB
OG0008376	CCAP1982_LOCUS8463|CAD6999956.1|CCAP	LOC117563273|XP_034097392.1|DALB
OG0008377	CCAP1982_LOCUS5667|CAD6997006.1|CCAP	LOC117565554|XP_034100611.1|DALB
OG0008379	CCAP1982_LOCUS5779|CAD6997134.1|CCAP	LOC117565257|XP_034100167.1|DALB
OG0008381	CCAP1982_LOCUS7843|CAD6999316.1|CCAP	LOC117563606|XP_034097891.1|DALB
OG0008387	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP	LOC117573595|XP_034112781.1|DALB
OG0008389	CCAP1982_LOCUS6890|CAD6998281.1|CCAP	LOC117565774|XP_034100941.1|DALB
OG0008392	CCAP1982_LOCUS13567|CAD7005207.1|CCAP	LOC117568581|XP_034105203.1|DALB
OG0008393	CCAP1982_LOCUS13966|CAD7005607.1|CCAP	LOC117569722|XP_034106879.1|DALB
OG0008400	CCAP1982_LOCUS11408|CAD7002943.1|CCAP	LOC117569934|XP_034107183.1|DALB
OG0008401	CCAP1982_LOCUS8474|CAD6999969.1|CCAP	LOC117564128|XP_034098679.1|DALB
OG0008402	CCAP1982_LOCUS4270|CAD6995559.1|CCAP	LOC117576015|XP_034116412.1|DALB
OG0008404	CCAP1982_LOCUS652|CAD6991740.1|CCAP	LOC117574059|XP_034113566.1|DALB
OG0008410	CCAP1982_LOCUS119|CAD6991180.1|CCAP	LOC117576635|XP_034117452.1|DALB
OG0008423	CCAP1982_LOCUS9595|CAD7001123.1|CCAP	LOC117569845|XP_034107065.1|DALB
OG0008425	CCAP1982_LOCUS105|CAD6991166.1|CCAP	LOC117575967|XP_034116337.1|DALB
OG0008431	CCAP1982_LOCUS19670|CAD7011581.1|CCAP	LOC117571485|XP_034109542.1|DALB
OG0008432	CCAP1982_LOCUS2706|CAD6993915.1|CCAP	LOC117573411|XP_034112505.1|DALB
OG0008433	CCAP1982_LOCUS13436|CAD7005072.1|CCAP	LOC117567731|XP_034103786.1|DALB
OG0008438	CCAP1982_LOCUS4252|CAD6995541.1|CCAP	LOC117575325|XP_034115371.1|DALB
OG0008439	CCAP1982_LOCUS21021|CAD7012923.1|CCAP	LOC117570421|XP_034107945.1|DALB
OG0008440	CCAP1982_LOCUS773|CAD6991882.1|CCAP	LOC117575403|XP_034115473.1|DALB
OG0008442	CCAP1982_LOCUS21078|CAD7012987.1|CCAP	LOC117566491|XP_034101919.1|DALB
OG0008443	CCAP1982_LOCUS13397|CAD7005025.1|CCAP	LOC117571217|XP_034109156.1|DALB
OG0008444	CCAP1982_LOCUS14132|CAD7005783.1|CCAP	LOC117569482|XP_034106543.1|DALB
OG0008451	CCAP1982_LOCUS100|CAD6991160.1|CCAP	LOC117574256|XP_034113877.1|DALB
OG0008455	CCAP1982_LOCUS12726|CAD7004306.1|CCAP	LOC117572114|XP_034110626.1|DALB
OG0008456	CCAP1982_LOCUS27|CAD6991079.1|CCAP	LOC117576492|XP_034117158.1|DALB
OG0008457	CCAP1982_LOCUS4532|CAD6995830.1|CCAP	LOC117574230|XP_034113830.1|DALB
OG0008461	CCAP1982_LOCUS6949|CAD6998348.1|CCAP	LOC117565139|XP_034100002.1|DALB
OG0008462	CCAP1982_LOCUS8775|CAD7000285.1|CCAP	LOC117564736|XP_034099515.1|DALB
OG0008463	CCAP1982_LOCUS8023|CAD6999499.1|CCAP	LOC117564122|XP_034098671.1|DALB
OG0008464	CCAP1982_LOCUS22925|CAD7014964.1|CCAP	LOC117570449|XP_034107998.1|DALB
OG0008466	CCAP1982_LOCUS7231|CAD6998669.1|CCAP	LOC117571723|XP_034109920.1|DALB
OG0008467	CCAP1982_LOCUS21767|CAD7013736.1|CCAP	LOC117569959|XP_034107222.1|DALB
OG0008468	CCAP1982_LOCUS7303|CAD6998749.1|CCAP	LOC117564718|XP_034099492.1|DALB
OG0008469	CCAP1982_LOCUS23118|CAD7015165.1|CCAP	LOC117569182|XP_034106141.1|DALB
OG0008472	CCAP1982_LOCUS10062|CAD7001568.1|CCAP	LOC117567947|XP_034104136.1|DALB
OG0008474	CCAP1982_LOCUS5114|CAD6996442.1|CCAP	LOC117576336|XP_034116901.1|DALB
OG0008476	CCAP1982_LOCUS391|CAD6991466.1|CCAP	LOC117576143|XP_034116601.1|DALB
OG0008477	CCAP1982_LOCUS22509|CAD7014508.1|CCAP	LOC117569048|XP_034105941.1|DALB
OG0008478	CCAP1982_LOCUS3477|CAD6994744.1|CCAP	LOC117573274|XP_034112246.1|DALB
OG0008479	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP	LOC117572684|XP_034111612.1|DALB
OG0008480	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP	LOC117567606|XP_034103584.1|DALB
OG0008481	CCAP1982_LOCUS14544|CAD7006217.1|CCAP	LOC117578086|XP_034119138.1|DALB
OG0008482	CCAP1982_LOCUS12017|CAD7003568.1|CCAP	LOC117568650|XP_034105336.1|DALB
OG0008484	CCAP1982_LOCUS436|CAD6991516.1|CCAP	LOC117575650|XP_034115828.1|DALB
OG0008485	CCAP1982_LOCUS6269|CAD6997634.1|CCAP	LOC117565260|XP_034100171.1|DALB
OG0008486	CCAP1982_LOCUS9771|CAD7001273.1|CCAP	LOC117573257|XP_034112226.1|DALB
OG0008487	CCAP1982_LOCUS6502|CAD6997883.1|CCAP	LOC117577261|XP_034118138.1|DALB, LOC117577257|XP_034118135.1|DALB, LOC117577260|XP_034118137.1|DALB, LOC117577253|XP_034118130.1|DALB, LOC117570309|XP_034107733.1|DALB, LOC117576787|XP_034117729.1|DALB
OG0008488	CCAP1982_LOCUS661|CAD6991750.1|CCAP	LOC117576154|XP_034116618.1|DALB
OG0008489	CCAP1982_LOCUS532|CAD6991617.1|CCAP	LOC117574727|XP_034114548.1|DALB, LOC117575320|XP_034115368.1|DALB
OG0008490	CCAP1982_LOCUS653|CAD6991742.1|CCAP	LOC117574758|XP_034114593.1|DALB
OG0008491	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP	LOC117575778|XP_034116036.1|DALB
OG0008493	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP	LOC117564418|XP_034099040.1|DALB
OG0008494	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP	LOC117568155|XP_034104464.1|DALB
OG0008495	CCAP1982_LOCUS19977|CAD7011865.1|CCAP	LOC117572772|XP_034111750.1|DALB
OG0008497	CCAP1982_LOCUS20095|CAD7011984.1|CCAP	LOC117568950|XP_034105780.1|DALB
OG0008498	CCAP1982_LOCUS20459|CAD7012365.1|CCAP	LOC117570769|XP_034108496.1|DALB
OG0008500	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP	LOC117568805|XP_034105557.1|DALB
OG0008501	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP	LOC117568787|XP_034105517.1|DALB
OG0008504	CCAP1982_LOCUS13100|CAD7004707.1|CCAP	LOC117568113|XP_034104405.1|DALB
OG0008505	CCAP1982_LOCUS13067|CAD7004672.1|CCAP	LOC117572285|XP_034110884.1|DALB
OG0008506	CCAP1982_LOCUS11720|CAD7003258.1|CCAP, CCAP1982_LOCUS11722|CAD7003260.1|CCAP, CCAP1982_LOCUS11721|CAD7003259.1|CCAP, CCAP1982_LOCUS11724|CAD7003262.1|CCAP	LOC117570972|XP_034108806.1|DALB
OG0008507	CCAP1982_LOCUS14104|CAD7005756.1|CCAP, CCAP1982_LOCUS14105|CAD7005757.1|CCAP	LOC117571011|XP_034108860.1|DALB
OG0008528	CCAP1982_LOCUS12165|CAD7003728.1|CCAP	LOC117569648|XP_034106784.1|DALB
OG0008537	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP	LOC117573680|XP_034112915.1|DALB
OG0008541	CCAP1982_LOCUS22831|CAD7014866.1|CCAP	LOC117572652|XP_034111523.1|DALB
OG0008542	CCAP1982_LOCUS12353|CAD7003929.1|CCAP	LOC117567721|XP_034103774.1|DALB
OG0008544	CCAP1982_LOCUS21998|CAD7013989.1|CCAP	LOC117572339|XP_034110977.1|DALB
OG0008546	CCAP1982_LOCUS11185|CAD7002708.1|CCAP	LOC117570344|XP_034107789.1|DALB
OG0008548	CCAP1982_LOCUS181|CAD6991246.1|CCAP	LOC117576684|XP_034117571.1|DALB
OG0008552	CCAP1982_LOCUS11251|CAD7002778.1|CCAP	LOC117567671|XP_034103682.1|DALB
OG0008556	CCAP1982_LOCUS19952|CAD7011842.1|CCAP	LOC117568415|XP_034104949.1|DALB
OG0008557	CCAP1982_LOCUS1669|CAD6992832.1|CCAP	LOC117576770|XP_034117712.1|DALB
OG0008562	CCAP1982_LOCUS6143|CAD6997504.1|CCAP	LOC117563398|XP_034097623.1|DALB
OG0008563	CCAP1982_LOCUS2235|CAD6993420.1|CCAP	LOC117573296|XP_034112292.1|DALB
OG0008566	CCAP1982_LOCUS6031|CAD6997390.1|CCAP	LOC117566099|XP_034101459.1|DALB
OG0008571	CCAP1982_LOCUS11110|CAD7002626.1|CCAP	LOC117567670|XP_034103681.1|DALB
OG0008574	CCAP1982_LOCUS12049|CAD7003602.1|CCAP	LOC117566806|XP_034102245.1|DALB
OG0008578	CCAP1982_LOCUS12346|CAD7003921.1|CCAP	LOC117575312|XP_034115357.1|DALB
OG0008587	CCAP1982_LOCUS4937|CAD6996254.1|CCAP	LOC117574798|XP_034114649.1|DALB
OG0008588	CCAP1982_LOCUS4528|CAD6995825.1|CCAP	LOC117573632|XP_034112831.1|DALB
OG0008593	CCAP1982_LOCUS12098|CAD7003660.1|CCAP	LOC117571582|XP_034109689.1|DALB
OG0008594	CCAP1982_LOCUS3117|CAD6994364.1|CCAP	LOC117573567|XP_034112745.1|DALB
OG0008595	CCAP1982_LOCUS22911|CAD7014948.1|CCAP	LOC117570441|XP_034107989.1|DALB
OG0008596	CCAP1982_LOCUS22919|CAD7014957.1|CCAP	LOC117566558|XP_034101991.1|DALB
OG0008597	CCAP1982_LOCUS5059|CAD6996381.1|CCAP	LOC117575783|XP_034116045.1|DALB
OG0008600	CCAP1982_LOCUS81|CAD6991139.1|CCAP	LOC117574083|XP_034113608.1|DALB
OG0008601	CCAP1982_LOCUS7418|CAD6998871.1|CCAP	LOC117564025|XP_034098515.1|DALB
OG0008602	CCAP1982_LOCUS2526|CAD6993728.1|CCAP	LOC117574300|XP_034113996.1|DALB
OG0008604	CCAP1982_LOCUS22927|CAD7014967.1|CCAP	LOC117570446|XP_034107995.1|DALB
OG0008605	CCAP1982_LOCUS5784|CAD6997139.1|CCAP	LOC117565930|XP_034101205.1|DALB
OG0008607	CCAP1982_LOCUS575|CAD6991661.1|CCAP	LOC117573415|XP_034112511.1|DALB
OG0008609	CCAP1982_LOCUS127|CAD6991189.1|CCAP	LOC117575012|XP_034114980.1|DALB
OG0008612	CCAP1982_LOCUS21533|CAD7013470.1|CCAP	LOC117570953|XP_034108780.1|DALB
OG0008613	CCAP1982_LOCUS2818|CAD6994041.1|CCAP	LOC117575595|XP_034115753.1|DALB
OG0008615	CCAP1982_LOCUS4379|CAD6995672.1|CCAP	LOC117575615|XP_034115780.1|DALB
OG0008616	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP	LOC117574837|XP_034114714.1|DALB
OG0008618	CCAP1982_LOCUS7976|CAD6999452.1|CCAP, CCAP1982_LOCUS14821|CAD7006505.1|CCAP, CCAP1982_LOCUS1313|CAD6992457.1|CCAP, CCAP1982_LOCUS7773|CAD6999241.1|CCAP	LOC117563892|XP_034098343.1|DALB
OG0008619	CCAP1982_LOCUS7338|CAD6998784.1|CCAP	LOC117564453|XP_034099125.1|DALB
OG0008620	CCAP1982_LOCUS22390|CAD7014396.1|CCAP	LOC117570600|XP_034108234.1|DALB
OG0008621	CCAP1982_LOCUS1356|CAD6992507.1|CCAP	LOC117574530|XP_034114283.1|DALB
OG0008622	CCAP1982_LOCUS19898|CAD7011787.1|CCAP	LOC117567548|XP_034103497.1|DALB
OG0008623	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP	LOC117571278|XP_034109232.1|DALB
OG0008624	CCAP1982_LOCUS7129|CAD6998541.1|CCAP	LOC117572418|XP_034111095.1|DALB
OG0008625	CCAP1982_LOCUS22286|CAD7014283.1|CCAP	LOC117571322|XP_034109299.1|DALB
OG0008626	CCAP1982_LOCUS23012|CAD7015055.1|CCAP	LOC117571154|XP_034109053.1|DALB
OG0008627	CCAP1982_LOCUS11374|CAD7002905.1|CCAP	LOC117570001|XP_034107283.1|DALB
OG0008629	CCAP1982_LOCUS23318|CAD7015374.1|CCAP	LOC117565656|XP_034100765.1|DALB
OG0008630	CCAP1982_LOCUS9903|CAD7001406.1|CCAP, CCAP1982_LOCUS9905|CAD7001408.1|CCAP	LOC117573106|XP_034111915.1|DALB
OG0008631	CCAP1982_LOCUS3213|CAD6994468.1|CCAP	LOC117573701|XP_034112957.1|DALB
OG0008632	CCAP1982_LOCUS3689|CAD6994957.1|CCAP	LOC117576006|XP_034116401.1|DALB
OG0008633	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP	LOC117567436|XP_034103335.1|DALB
OG0008634	CCAP1982_LOCUS6169|CAD6997530.1|CCAP	LOC117565672|XP_034100795.1|DALB
OG0008635	CCAP1982_LOCUS22385|CAD7014390.1|CCAP	LOC117567232|XP_034102954.1|DALB
OG0008636	CCAP1982_LOCUS807|CAD6991918.1|CCAP	LOC117576884|XP_034117889.1|DALB
OG0008637	CCAP1982_LOCUS11511|CAD7003048.1|CCAP	LOC117570115|XP_034107469.1|DALB, LOC117566504|XP_034101936.1|DALB
OG0008639	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP	LOC117575417|XP_034115491.1|DALB
OG0008640	CCAP1982_LOCUS1423|CAD6992575.1|CCAP	LOC117576063|XP_034116489.1|DALB
OG0008641	CCAP1982_LOCUS1076|CAD6992204.1|CCAP	LOC117574441|XP_034114169.1|DALB
OG0008642	CCAP1982_LOCUS3079|CAD6994323.1|CCAP	LOC117575432|XP_034115527.1|DALB, LOC117575062|XP_034115040.1|DALB
OG0008643	CCAP1982_LOCUS3686|CAD6994953.1|CCAP	LOC117575114|XP_034115104.1|DALB
OG0008644	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP	LOC117575816|XP_034116102.1|DALB
OG0008645	CCAP1982_LOCUS7065|CAD6998468.1|CCAP	LOC117564468|XP_034099155.1|DALB
OG0008646	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP	LOC117565004|XP_034099840.1|DALB
OG0008647	CCAP1982_LOCUS8746|CAD7000256.1|CCAP	LOC117565300|XP_034100228.1|DALB
OG0008648	CCAP1982_LOCUS8386|CAD6999877.1|CCAP	LOC117564956|XP_034099802.1|DALB
OG0008649	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP	LOC117571518|XP_034109581.1|DALB
OG0008650	CCAP1982_LOCUS22795|CAD7014828.1|CCAP	LOC117576118|XP_034116567.1|DALB
OG0008651	CCAP1982_LOCUS7105|CAD6998517.1|CCAP	LOC117570795|XP_034108541.1|DALB
OG0008652	CCAP1982_LOCUS19490|CAD7011390.1|CCAP	LOC117570492|XP_034108076.1|DALB
OG0008653	CCAP1982_LOCUS19684|CAD7011595.1|CCAP	LOC117571515|XP_034109579.1|DALB
OG0008654	CCAP1982_LOCUS20501|CAD7012415.1|CCAP	LOC117568374|XP_034104868.1|DALB
OG0008655	CCAP1982_LOCUS20957|CAD7012858.1|CCAP	LOC117569601|XP_034106727.1|DALB
OG0008661	CCAP1982_LOCUS14772|CAD7006454.1|CCAP	LOC117566594|XP_034102027.1|DALB, LOC117571089|XP_034108964.1|DALB
OG0008662	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP	LOC117570646|XP_034108304.1|DALB
OG0008663	CCAP1982_LOCUS14615|CAD7006293.1|CCAP	LOC117570073|XP_034107403.1|DALB
OG0008664	CCAP1982_LOCUS14399|CAD7006064.1|CCAP	LOC117572612|XP_034111453.1|DALB
OG0008665	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP	LOC117563355|XP_034097535.1|DALB
OG0008666	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP	LOC117571235|XP_034109178.1|DALB
OG0008667	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP	LOC117570956|XP_034108782.1|DALB
OG0008668	CCAP1982_LOCUS2470|CAD6993664.1|CCAP	LOC117571046|XP_034108905.1|DALB
OG0008669	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP	LOC117565518|XP_034100545.1|DALB
OG0008686	CCAP1982_LOCUS2227|CAD6993412.1|CCAP	LOC117573865|XP_034113231.1|DALB
OG0008689	CCAP1982_LOCUS521|CAD6991604.1|CCAP	LOC117575810|XP_034116093.1|DALB
OG0008690	CCAP1982_LOCUS6225|CAD6997586.1|CCAP	LOC117563506|XP_034097771.1|DALB
OG0008691	CCAP1982_LOCUS12637|CAD7004218.1|CCAP	LOC117571040|XP_034108899.1|DALB
OG0008695	CCAP1982_LOCUS8897|CAD7000421.1|CCAP	LOC117569366|XP_034106389.1|DALB
OG0008697	CCAP1982_LOCUS12730|CAD7004310.1|CCAP	LOC117572141|XP_034110671.1|DALB
OG0008700	CCAP1982_LOCUS639|CAD6991726.1|CCAP	LOC117575194|XP_034115199.1|DALB
OG0008703	CCAP1982_LOCUS12414|CAD7003992.1|CCAP	LOC117567687|XP_034103702.1|DALB
OG0008704	CCAP1982_LOCUS6717|CAD6998103.1|CCAP	LOC117564855|XP_034099684.1|DALB
OG0008705	CCAP1982_LOCUS5541|CAD6996868.1|CCAP	LOC117566069|XP_034101420.1|DALB
OG0008709	CCAP1982_LOCUS452|CAD6991534.1|CCAP	LOC117576709|XP_034117616.1|DALB
OG0008711	CCAP1982_LOCUS666|CAD6991757.1|CCAP	LOC117574330|XP_034114030.1|DALB
OG0008712	CCAP1982_LOCUS22119|CAD7014113.1|CCAP	LOC117566400|XP_034101804.1|DALB
OG0008715	CCAP1982_LOCUS3692|CAD6994960.1|CCAP	LOC117574562|XP_034114324.1|DALB
OG0008716	CCAP1982_LOCUS4582|CAD6995881.1|CCAP	LOC117574573|XP_034114340.1|DALB
OG0008717	CCAP1982_LOCUS10957|CAD7002468.1|CCAP	LOC117570354|XP_034107815.1|DALB
OG0008718	CCAP1982_LOCUS22609|CAD7014618.1|CCAP	LOC117567532|XP_034103469.1|DALB
OG0008723	CCAP1982_LOCUS19903|CAD7011793.1|CCAP	LOC117568444|XP_034105005.1|DALB
OG0008724	CCAP1982_LOCUS5746|CAD6997094.1|CCAP	LOC117564824|XP_034099639.1|DALB
OG0008725	CCAP1982_LOCUS22054|CAD7014047.1|CCAP	LOC117566568|XP_034102001.1|DALB
OG0008726	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP	LOC117569250|XP_034106215.1|DALB
OG0008727	CCAP1982_LOCUS3998|CAD6995279.1|CCAP	LOC117574752|XP_034114584.1|DALB
OG0008728	CCAP1982_LOCUS3859|CAD6995136.1|CCAP	LOC117574529|XP_034114282.1|DALB
OG0008731	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP	LOC117576253|XP_034116771.1|DALB
OG0008732	CCAP1982_LOCUS8792|CAD7000304.1|CCAP	LOC117563324|XP_034097478.1|DALB
OG0008734	CCAP1982_LOCUS1995|CAD6993171.1|CCAP	LOC117573487|XP_034112605.1|DALB
OG0008736	CCAP1982_LOCUS21754|CAD7013717.1|CCAP	LOC117567825|XP_034103958.1|DALB
OG0008738	CCAP1982_LOCUS6139|CAD6997498.1|CCAP	LOC117563620|XP_034097911.1|DALB
OG0008739	CCAP1982_LOCUS13810|CAD7005450.1|CCAP	LOC117571151|XP_034109049.1|DALB
OG0008740	CCAP1982_LOCUS20281|CAD7012179.1|CCAP	LOC117570816|XP_034108567.1|DALB
OG0008741	CCAP1982_LOCUS10476|CAD7001989.1|CCAP	LOC117567292|XP_034103054.1|DALB
OG0008742	CCAP1982_LOCUS11287|CAD7002817.1|CCAP	LOC117567086|XP_034102733.1|DALB
OG0008743	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP	LOC117566930|XP_034102443.1|DALB
OG0008744	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP	LOC117570451|XP_034108002.1|DALB
OG0008746	CCAP1982_LOCUS4934|CAD6996251.1|CCAP	LOC117576789|XP_034117733.1|DALB
OG0008747	CCAP1982_LOCUS13028|CAD7004633.1|CCAP	LOC117568979|XP_034105830.1|DALB
OG0008748	CCAP1982_LOCUS8870|CAD7000395.1|CCAP	LOC117564054|XP_034098566.1|DALB
OG0008750	CCAP1982_LOCUS6281|CAD6997649.1|CCAP	LOC117564166|XP_034098724.1|DALB
OG0008752	CCAP1982_LOCUS4966|CAD6996283.1|CCAP	LOC117574540|XP_034114295.1|DALB
OG0008754	CCAP1982_LOCUS1543|CAD6992698.1|CCAP, CCAP1982_LOCUS1552|CAD6992707.1|CCAP, CCAP1982_LOCUS1550|CAD6992705.1|CCAP, CCAP1982_LOCUS1541|CAD6992696.1|CCAP	LOC117567278|XP_034103035.1|DALB
OG0008755	CCAP1982_LOCUS2695|CAD6993902.1|CCAP	LOC117574453|XP_034114181.1|DALB
OG0008756	CCAP1982_LOCUS3007|CAD6994246.1|CCAP	LOC117576306|XP_034116852.1|DALB
OG0008757	CCAP1982_LOCUS3713|CAD6994982.1|CCAP	LOC117576301|XP_034116846.1|DALB
OG0008758	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP	LOC117565950|XP_034101228.1|DALB
OG0008759	CCAP1982_LOCUS8539|CAD7000035.1|CCAP	LOC117563727|XP_034098086.1|DALB
OG0008760	CCAP1982_LOCUS7945|CAD6999419.1|CCAP	LOC117564385|XP_034098996.1|DALB
OG0008761	CCAP1982_LOCUS5384|CAD6996700.1|CCAP	LOC117578404|XP_034097283.1|DALB
OG0008762	CCAP1982_LOCUS20993|CAD7012894.1|CCAP	LOC117569599|XP_034106725.1|DALB
OG0008763	CCAP1982_LOCUS6155|CAD6997516.1|CCAP	LOC117564511|XP_034099221.1|DALB
OG0008764	CCAP1982_LOCUS6030|CAD6997389.1|CCAP	LOC117563793|XP_034098214.1|DALB
OG0008765	CCAP1982_LOCUS21954|CAD7013942.1|CCAP	LOC117570440|XP_034107988.1|DALB
OG0008766	CCAP1982_LOCUS23200|CAD7015251.1|CCAP	LOC117565761|XP_034100919.1|DALB
OG0008767	CCAP1982_LOCUS23255|CAD7015310.1|CCAP	LOC117568926|XP_034105728.1|DALB
OG0008768	CCAP1982_LOCUS8440|CAD6999927.1|CCAP, CCAP1982_LOCUS23404|CAD7015464.1|CCAP, CCAP1982_LOCUS23405|CAD7015465.1|CCAP	LOC117572388|XP_034111051.1|DALB
OG0008769	CCAP1982_LOCUS22208|CAD7014204.1|CCAP	LOC117569248|XP_034106213.1|DALB
OG0008770	CCAP1982_LOCUS21615|CAD7013557.1|CCAP	LOC117571196|XP_034109129.1|DALB
OG0008771	CCAP1982_LOCUS21633|CAD7013577.1|CCAP	LOC117567255|XP_034102995.1|DALB
OG0008772	CCAP1982_LOCUS21275|CAD7013204.1|CCAP	LOC117570599|XP_034108233.1|DALB
OG0008773	CCAP1982_LOCUS19409|CAD7011303.1|CCAP	LOC117572147|XP_034110678.1|DALB
OG0008774	CCAP1982_LOCUS19458|CAD7011355.1|CCAP, CCAP1982_LOCUS19456|CAD7011353.1|CCAP, CCAP1982_LOCUS19457|CAD7011354.1|CCAP	LOC117570843|XP_034108615.1|DALB
OG0008776	CCAP1982_LOCUS20440|CAD7012346.1|CCAP	LOC117570256|XP_034107660.1|DALB
