Orthogroup	CCAP.longest_only	AALB.longest_only
OG0006817	CCAP1982_LOCUS11401|CAD7002935.1|CCAP	LOC118465087|XP_035788883.1|AALB
OG0006820	CCAP1982_LOCUS11817|CAD7003358.1|CCAP	LOC118463312|XP_035785689.1|AALB
OG0006823	CCAP1982_LOCUS12185|CAD7003749.1|CCAP	LOC118466214|XP_035791131.1|AALB
OG0006825	CCAP1982_LOCUS12860|CAD7004454.1|CCAP, CCAP1982_LOCUS12847|CAD7004441.1|CCAP	LOC118467774|XP_035794499.1|AALB
OG0006826	CCAP1982_LOCUS11999|CAD7003551.1|CCAP	LOC118466723|XP_035792283.1|AALB
OG0006827	CCAP1982_LOCUS4679|CAD6995969.1|CCAP	LOC118465610|XP_035789879.1|AALB
OG0006828	CCAP1982_LOCUS6487|CAD6997867.1|CCAP	LOC118463933|XP_035786787.1|AALB
OG0006830	CCAP1982_LOCUS14923|CAD7006615.1|CCAP	LOC118462915|XP_035784913.1|AALB
OG0006831	CCAP1982_LOCUS11877|CAD7003421.1|CCAP	LOC118464310|XP_035787494.1|AALB
OG0006832	CCAP1982_LOCUS11240|CAD7002768.1|CCAP	LOC118462823|XP_035784738.1|AALB
OG0006833	CCAP1982_LOCUS13013|CAD7004618.1|CCAP	LOC118467066|XP_035792986.1|AALB
OG0006835	CCAP1982_LOCUS12992|CAD7004597.1|CCAP	LOC118466272|XP_035791238.1|AALB
OG0006836	CCAP1982_LOCUS13163|CAD7004773.1|CCAP	LOC118465726|XP_035790066.1|AALB
OG0006837	CCAP1982_LOCUS12319|CAD7003889.1|CCAP	LOC118466125|XP_035790967.1|AALB
OG0006838	CCAP1982_LOCUS12084|CAD7003645.1|CCAP	LOC118464008|XP_035786949.1|AALB
OG0006839	CCAP1982_LOCUS12316|CAD7003886.1|CCAP	LOC118467071|XP_035792997.1|AALB
OG0006840	CCAP1982_LOCUS13320|CAD7004940.1|CCAP	LOC118466445|XP_035791656.1|AALB
OG0006841	CCAP1982_LOCUS12909|CAD7004510.1|CCAP	LOC118465446|XP_035789593.1|AALB
OG0006842	CCAP1982_LOCUS12429|CAD7004006.1|CCAP	LOC118466341|XP_035791365.1|AALB
OG0006844	CCAP1982_LOCUS3657|CAD6994924.1|CCAP	LOC118464852|XP_035788454.1|AALB
OG0006845	CCAP1982_LOCUS11172|CAD7002695.1|CCAP	LOC118465653|XP_035789960.1|AALB
OG0006846	CCAP1982_LOCUS11858|CAD7003402.1|CCAP	LOC118465651|XP_035789958.1|AALB
OG0006847	CCAP1982_LOCUS11863|CAD7003407.1|CCAP	LOC118464521|XP_035787851.1|AALB
OG0006848	CCAP1982_LOCUS21649|CAD7013594.1|CCAP	LOC118466139|XP_035790984.1|AALB
OG0006849	CCAP1982_LOCUS11226|CAD7002752.1|CCAP	LOC118463941|XP_035786802.1|AALB
OG0006850	CCAP1982_LOCUS11227|CAD7002753.1|CCAP	LOC118464135|XP_035787127.1|AALB
OG0006851	CCAP1982_LOCUS11230|CAD7002756.1|CCAP	LOC118464134|XP_035787125.1|AALB
OG0006852	CCAP1982_LOCUS21610|CAD7013551.1|CCAP	LOC118466355|XP_035791394.1|AALB
OG0006853	CCAP1982_LOCUS11843|CAD7003384.1|CCAP	LOC118467699|XP_035794376.1|AALB
OG0006854	CCAP1982_LOCUS22284|CAD7014281.1|CCAP	LOC118467799|XP_035794565.1|AALB
OG0006855	CCAP1982_LOCUS10776|CAD7002281.1|CCAP	LOC118467913|XP_035794741.1|AALB
OG0006856	CCAP1982_LOCUS22764|CAD7014795.1|CCAP	LOC118467915|XP_035794743.1|AALB
OG0006857	CCAP1982_LOCUS21319|CAD7013248.1|CCAP, CCAP1982_LOCUS21318|CAD7013247.1|CCAP, CCAP1982_LOCUS21317|CAD7013246.1|CCAP	LOC118466204|XP_035791114.1|AALB
OG0006858	CCAP1982_LOCUS10960|CAD7002471.1|CCAP	LOC118462781|XP_035784649.1|AALB
OG0006859	CCAP1982_LOCUS22323|CAD7014325.1|CCAP	LOC118464440|XP_035787708.1|AALB
OG0006861	CCAP1982_LOCUS21574|CAD7013514.1|CCAP	LOC118463270|XP_035785636.1|AALB
OG0006862	CCAP1982_LOCUS10905|CAD7002413.1|CCAP	LOC118465803|XP_035790263.1|AALB
OG0006864	CCAP1982_LOCUS23199|CAD7015250.1|CCAP	LOC118467166|XP_035793217.1|AALB
OG0006865	CCAP1982_LOCUS3034|CAD6994273.1|CCAP	LOC118463864|XP_035786667.1|AALB
OG0006866	CCAP1982_LOCUS22599|CAD7014606.1|CCAP	LOC118465213|XP_035789098.1|AALB
OG0006867	CCAP1982_LOCUS22612|CAD7014621.1|CCAP	LOC118465814|XP_035790278.1|AALB
OG0006868	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP	LOC118464015|XP_035786960.1|AALB
OG0006869	CCAP1982_LOCUS21592|CAD7013533.1|CCAP	LOC118463577|XP_035786110.1|AALB
OG0006870	CCAP1982_LOCUS23310|CAD7015365.1|CCAP, CCAP1982_LOCUS23311|CAD7015366.1|CCAP	LOC118464392|XP_035787632.1|AALB
OG0006871	CCAP1982_LOCUS22386|CAD7014392.1|CCAP	LOC118464400|XP_035787648.1|AALB
OG0006872	CCAP1982_LOCUS21203|CAD7013131.1|CCAP	LOC118464406|XP_035787654.1|AALB
OG0006873	CCAP1982_LOCUS22163|CAD7014157.1|CCAP	LOC118466907|XP_035792664.1|AALB
OG0006875	CCAP1982_LOCUS8282|CAD6999759.1|CCAP	LOC118468518|XP_035795250.1|AALB
OG0006876	CCAP1982_LOCUS20496|CAD7012409.1|CCAP	LOC118461532|XP_035782857.1|AALB
OG0006877	CCAP1982_LOCUS21126|CAD7013044.1|CCAP	LOC118461397|XP_035782553.1|AALB
OG0006878	CCAP1982_LOCUS5602|CAD6996932.1|CCAP	LOC118465623|XP_035789914.1|AALB
OG0006879	CCAP1982_LOCUS21394|CAD7013324.1|CCAP	LOC118465625|XP_035789920.1|AALB
OG0006880	CCAP1982_LOCUS6974|CAD6998374.1|CCAP	LOC118460013|XP_035779837.1|AALB
OG0006882	CCAP1982_LOCUS23304|CAD7015359.1|CCAP	LOC118456923|XP_035773944.1|AALB
OG0006883	CCAP1982_LOCUS6145|CAD6997506.1|CCAP	LOC118459784|XP_035779393.1|AALB
OG0006884	CCAP1982_LOCUS5398|CAD6996715.1|CCAP	LOC118468682|XP_035795686.1|AALB
OG0006885	CCAP1982_LOCUS7946|CAD6999421.1|CCAP	LOC118456534|XP_035773276.1|AALB
OG0006886	CCAP1982_LOCUS4026|CAD6995307.1|CCAP	LOC118462576|XP_035784273.1|AALB
OG0006888	CCAP1982_LOCUS5625|CAD6996958.1|CCAP	LOC118457672|XP_035775321.1|AALB
OG0006890	CCAP1982_LOCUS7413|CAD6998865.1|CCAP	LOC118457498|XP_035775027.1|AALB
OG0006891	CCAP1982_LOCUS7414|CAD6998866.1|CCAP	LOC118457499|XP_035775028.1|AALB
OG0006892	CCAP1982_LOCUS8684|CAD7000191.1|CCAP	LOC118456172|XP_035772609.1|AALB
OG0006893	CCAP1982_LOCUS8688|CAD7000195.1|CCAP	LOC118460010|XP_035779829.1|AALB
OG0006894	CCAP1982_LOCUS8689|CAD7000196.1|CCAP	LOC118460008|XP_035779823.1|AALB
OG0006896	CCAP1982_LOCUS6215|CAD6997576.1|CCAP	LOC118456621|XP_035773431.1|AALB
OG0006897	CCAP1982_LOCUS7852|CAD6999325.1|CCAP	LOC118461878|XP_035783606.1|AALB
OG0006898	CCAP1982_LOCUS7032|CAD6998432.1|CCAP	LOC118456438|XP_035773091.1|AALB
OG0006899	CCAP1982_LOCUS6975|CAD6998375.1|CCAP	LOC118457174|XP_035774398.1|AALB
OG0006900	CCAP1982_LOCUS7278|CAD6998721.1|CCAP	LOC118469040|XP_035796396.1|AALB
OG0006901	CCAP1982_LOCUS8472|CAD6999965.1|CCAP	LOC118468530|XP_035795301.1|AALB
OG0006903	CCAP1982_LOCUS2497|CAD6993691.1|CCAP	LOC118459159|XP_035778140.1|AALB
OG0006905	CCAP1982_LOCUS7299|CAD6998744.1|CCAP	LOC118456683|XP_035773561.1|AALB
OG0006906	CCAP1982_LOCUS7285|CAD6998730.1|CCAP	LOC118457965|XP_035775897.1|AALB
OG0006907	CCAP1982_LOCUS8331|CAD6999819.1|CCAP	LOC118458360|XP_035776605.1|AALB
OG0006908	CCAP1982_LOCUS5438|CAD6996759.1|CCAP	LOC118456840|XP_035773829.1|AALB
OG0006909	CCAP1982_LOCUS5631|CAD6996965.1|CCAP	LOC118456838|XP_035773827.1|AALB
OG0006910	CCAP1982_LOCUS5520|CAD6996844.1|CCAP	LOC118458363|XP_035776630.1|AALB
OG0006911	CCAP1982_LOCUS9322|CAD7000848.1|CCAP	LOC118457805|XP_035775547.1|AALB
OG0006912	CCAP1982_LOCUS5534|CAD6996858.1|CCAP	LOC118457108|XP_035774293.1|AALB
OG0006913	CCAP1982_LOCUS7868|CAD6999341.1|CCAP	LOC118468740|XP_035795791.1|AALB
OG0006914	CCAP1982_LOCUS13879|CAD7005519.1|CCAP	LOC118468742|XP_035795793.1|AALB
OG0006915	CCAP1982_LOCUS12890|CAD7004486.1|CCAP	LOC118468739|XP_035795790.1|AALB
OG0006916	CCAP1982_LOCUS6608|CAD6997992.1|CCAP	LOC118468735|XP_035795771.1|AALB
OG0006917	CCAP1982_LOCUS6276|CAD6997643.1|CCAP	LOC118456157|XP_035772570.1|AALB
OG0006918	CCAP1982_LOCUS6219|CAD6997580.1|CCAP	LOC118468755|XP_035795809.1|AALB
OG0006921	CCAP1982_LOCUS8766|CAD7000276.1|CCAP	LOC118456370|XP_035772942.1|AALB
OG0006922	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP	LOC118456468|XP_035773151.1|AALB
OG0006923	CCAP1982_LOCUS8722|CAD7000230.1|CCAP	LOC118461415|XP_035782597.1|AALB
OG0006924	CCAP1982_LOCUS5568|CAD6996895.1|CCAP	LOC118456832|XP_035773820.1|AALB
OG0006925	CCAP1982_LOCUS2530|CAD6993732.1|CCAP	LOC118458820|XP_035777585.1|AALB
OG0006926	CCAP1982_LOCUS8948|CAD7000471.1|CCAP	LOC118457608|XP_035775206.1|AALB
OG0006927	CCAP1982_LOCUS8942|CAD7000465.1|CCAP	LOC118458768|XP_035777453.1|AALB
OG0006928	CCAP1982_LOCUS8939|CAD7000462.1|CCAP	LOC118468720|XP_035795743.1|AALB
OG0006929	CCAP1982_LOCUS8843|CAD7000361.1|CCAP	LOC118461541|XP_035782880.1|AALB
OG0006932	CCAP1982_LOCUS5658|CAD6996997.1|CCAP	LOC118460407|XP_035780587.1|AALB
OG0006933	CCAP1982_LOCUS5646|CAD6996984.1|CCAP	LOC118460411|XP_035780591.1|AALB
OG0006934	CCAP1982_LOCUS4601|CAD6995900.1|CCAP	LOC118459920|XP_035779655.1|AALB
OG0006935	CCAP1982_LOCUS6277|CAD6997644.1|CCAP	LOC118462069|XP_035783958.1|AALB
OG0006936	CCAP1982_LOCUS8400|CAD6999890.1|CCAP	LOC118461154|XP_035782021.1|AALB
OG0006937	CCAP1982_LOCUS5709|CAD6997055.1|CCAP	LOC118458445|XP_035776820.1|AALB
OG0006938	CCAP1982_LOCUS5742|CAD6997089.1|CCAP	LOC118458444|XP_035776819.1|AALB
OG0006939	CCAP1982_LOCUS21452|CAD7013387.1|CCAP	LOC118460440|XP_035780630.1|AALB
OG0006940	CCAP1982_LOCUS8047|CAD6999523.1|CCAP	LOC118467746|XP_035794454.1|AALB
OG0006941	CCAP1982_LOCUS7072|CAD6998478.1|CCAP	LOC118468482|XP_035795195.1|AALB
OG0006942	CCAP1982_LOCUS22668|CAD7014684.1|CCAP	LOC118460072|XP_035779967.1|AALB
OG0006944	CCAP1982_LOCUS8104|CAD6999579.1|CCAP	LOC118459686|XP_035779212.1|AALB
OG0006945	CCAP1982_LOCUS6725|CAD6998111.1|CCAP	LOC118456969|XP_035774056.1|AALB
OG0006946	CCAP1982_LOCUS1984|CAD6993158.1|CCAP	LOC118460720|XP_035781160.1|AALB
OG0006947	CCAP1982_LOCUS5689|CAD6997030.1|CCAP	LOC118460723|XP_035781165.1|AALB
OG0006948	CCAP1982_LOCUS5700|CAD6997043.1|CCAP	LOC118468751|XP_035795806.1|AALB
OG0006950	CCAP1982_LOCUS5453|CAD6996778.1|CCAP	LOC118457155|XP_035774373.1|AALB
OG0006951	CCAP1982_LOCUS5401|CAD6996721.1|CCAP	LOC118461671|XP_035783152.1|AALB
OG0006952	CCAP1982_LOCUS2929|CAD6994163.1|CCAP	LOC118461664|XP_035783142.1|AALB
OG0006953	CCAP1982_LOCUS11447|CAD7002984.1|CCAP	LOC118468951|XP_035796194.1|AALB
OG0006954	CCAP1982_LOCUS8264|CAD6999738.1|CCAP	LOC118461895|XP_035783642.1|AALB
OG0006955	CCAP1982_LOCUS3183|CAD6994432.1|CCAP	LOC118459540|XP_035778904.1|AALB
OG0006956	CCAP1982_LOCUS7877|CAD6999350.1|CCAP	LOC118458745|XP_035777416.1|AALB
OG0006957	CCAP1982_LOCUS5533|CAD6996857.1|CCAP	LOC118458740|XP_035777404.1|AALB
OG0006958	CCAP1982_LOCUS21120|CAD7013036.1|CCAP	LOC118458742|XP_035777411.1|AALB
OG0006959	CCAP1982_LOCUS14815|CAD7006498.1|CCAP	LOC118458305|XP_035776531.1|AALB
OG0006960	CCAP1982_LOCUS5523|CAD6996847.1|CCAP	LOC118457875|XP_035775691.1|AALB
OG0006961	CCAP1982_LOCUS7652|CAD6999107.1|CCAP	LOC118457465|XP_035774977.1|AALB
OG0006962	CCAP1982_LOCUS6387|CAD6997756.1|CCAP	LOC118458743|XP_035777413.1|AALB
OG0006964	CCAP1982_LOCUS5407|CAD6996727.1|CCAP	LOC118461296|XP_035782369.1|AALB
OG0006965	CCAP1982_LOCUS8795|CAD7000309.1|CCAP	LOC118456184|XP_035772630.1|AALB
OG0006966	CCAP1982_LOCUS6898|CAD6998289.1|CCAP	LOC118456182|XP_035772627.1|AALB
OG0006967	CCAP1982_LOCUS21717|CAD7013674.1|CCAP	LOC118456179|XP_035772622.1|AALB
OG0006968	CCAP1982_LOCUS21444|CAD7013379.1|CCAP	LOC118459215|XP_035778289.1|AALB
OG0006969	CCAP1982_LOCUS11003|CAD7002514.1|CCAP	LOC118468477|XP_035795189.1|AALB
OG0006970	CCAP1982_LOCUS2702|CAD6993910.1|CCAP	LOC118457653|XP_035775289.1|AALB
OG0006971	CCAP1982_LOCUS7040|CAD6998441.1|CCAP	LOC118460747|XP_035781227.1|AALB
OG0006972	CCAP1982_LOCUS5634|CAD6996968.1|CCAP	LOC118460745|XP_035781209.1|AALB
OG0006973	CCAP1982_LOCUS6676|CAD6998062.1|CCAP	LOC118468692|XP_035795701.1|AALB
OG0006975	CCAP1982_LOCUS8458|CAD6999950.1|CCAP	LOC118460117|XP_035780048.1|AALB
OG0006976	CCAP1982_LOCUS7752|CAD6999218.1|CCAP	LOC118456166|XP_035772585.1|AALB
OG0006979	CCAP1982_LOCUS6941|CAD6998337.1|CCAP	LOC118459774|XP_035779378.1|AALB
OG0006980	CCAP1982_LOCUS5413|CAD6996733.1|CCAP	LOC118458824|XP_035777601.1|AALB
OG0006981	CCAP1982_LOCUS6234|CAD6997598.1|CCAP, CCAP1982_LOCUS9740|CAD7001242.1|CCAP	LOC118468699|XP_035795716.1|AALB
OG0006982	CCAP1982_LOCUS7781|CAD6999250.1|CCAP	LOC118468707|XP_035795723.1|AALB
OG0006983	CCAP1982_LOCUS6675|CAD6998061.1|CCAP	LOC118468710|XP_035795730.1|AALB
OG0006984	CCAP1982_LOCUS8106|CAD6999582.1|CCAP	LOC118456244|XP_035772732.1|AALB
OG0006985	CCAP1982_LOCUS8029|CAD6999505.1|CCAP	LOC118458391|XP_035776696.1|AALB
OG0006986	CCAP1982_LOCUS7055|CAD6998458.1|CCAP	LOC118458393|XP_035776698.1|AALB
OG0006988	CCAP1982_LOCUS8265|CAD6999739.1|CCAP	LOC118456907|XP_035773925.1|AALB
OG0006989	CCAP1982_LOCUS7610|CAD6999064.1|CCAP	LOC118468642|XP_035795557.1|AALB
OG0006991	CCAP1982_LOCUS5132|CAD6996463.1|CCAP	LOC118461242|XP_035782235.1|AALB
OG0006992	CCAP1982_LOCUS7789|CAD6999259.1|CCAP	LOC118460114|XP_035780042.1|AALB
OG0006993	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP	LOC118467552|XP_035794048.1|AALB
OG0006994	CCAP1982_LOCUS8388|CAD6999879.1|CCAP	LOC118459203|XP_035778265.1|AALB
OG0006995	CCAP1982_LOCUS5690|CAD6997031.1|CCAP	LOC118457647|XP_035775282.1|AALB
OG0006996	CCAP1982_LOCUS6107|CAD6997464.1|CCAP	LOC118461629|XP_035783071.1|AALB
OG0006997	CCAP1982_LOCUS22555|CAD7014554.1|CCAP	LOC118457863|XP_035775653.1|AALB
OG0006998	CCAP1982_LOCUS8778|CAD7000288.1|CCAP	LOC118461445|XP_035782659.1|AALB
OG0006999	CCAP1982_LOCUS23139|CAD7015188.1|CCAP	LOC118459327|XP_035778476.1|AALB
OG0007000	CCAP1982_LOCUS7504|CAD6998957.1|CCAP	LOC118457707|XP_035775378.1|AALB
OG0007002	CCAP1982_LOCUS5776|CAD6997131.1|CCAP	LOC118460746|XP_035781214.1|AALB
OG0007003	CCAP1982_LOCUS21089|CAD7012999.1|CCAP	LOC118461731|XP_035783315.1|AALB
OG0007004	CCAP1982_LOCUS8615|CAD7000122.1|CCAP	LOC118459638|XP_035779109.1|AALB
OG0007005	CCAP1982_LOCUS7656|CAD6999111.1|CCAP	LOC118458844|XP_035777641.1|AALB
OG0007006	CCAP1982_LOCUS5395|CAD6996712.1|CCAP	LOC118456773|XP_035773742.1|AALB
OG0007007	CCAP1982_LOCUS5618|CAD6996950.1|CCAP	LOC118457693|XP_035775359.1|AALB
OG0007008	CCAP1982_LOCUS8437|CAD6999924.1|CCAP	LOC118467927|XP_035794781.1|AALB
OG0007009	CCAP1982_LOCUS5645|CAD6996983.1|CCAP	LOC118460023|XP_035779848.1|AALB
OG0007010	CCAP1982_LOCUS8665|CAD7000173.1|CCAP	LOC118468850|XP_035795987.1|AALB
OG0007011	CCAP1982_LOCUS6463|CAD6997839.1|CCAP	LOC118461122|XP_035781952.1|AALB
OG0007012	CCAP1982_LOCUS7841|CAD6999314.1|CCAP	LOC118456807|XP_035773789.1|AALB
OG0007015	CCAP1982_LOCUS5400|CAD6996719.1|CCAP	LOC118456751|XP_035773704.1|AALB
OG0007016	CCAP1982_LOCUS5545|CAD6996872.1|CCAP	LOC118459308|XP_035778452.1|AALB
OG0007019	CCAP1982_LOCUS6166|CAD6997527.1|CCAP	LOC118461235|XP_035782227.1|AALB
OG0007020	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP	LOC118458221|XP_035776375.1|AALB
OG0007021	CCAP1982_LOCUS7488|CAD6998942.1|CCAP	LOC118458676|XP_035777280.1|AALB
OG0007022	CCAP1982_LOCUS8723|CAD7000231.1|CCAP	LOC118460231|XP_035780262.1|AALB
OG0007023	CCAP1982_LOCUS13964|CAD7005605.1|CCAP	LOC118456324|XP_035772866.1|AALB
OG0007024	CCAP1982_LOCUS650|CAD6991738.1|CCAP	LOC118456321|XP_035772863.1|AALB
OG0007026	CCAP1982_LOCUS6944|CAD6998342.1|CCAP	LOC118468038|XP_035794869.1|AALB
OG0007027	CCAP1982_LOCUS7358|CAD6998809.1|CCAP	LOC118459527|XP_035778878.1|AALB
OG0007028	CCAP1982_LOCUS7384|CAD6998835.1|CCAP	LOC118459520|XP_035778857.1|AALB
OG0007029	CCAP1982_LOCUS8603|CAD7000105.1|CCAP	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB
OG0007031	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP	LOC118460561|XP_035780857.1|AALB
OG0007032	CCAP1982_LOCUS21398|CAD7013329.1|CCAP	LOC118458720|XP_035777357.1|AALB
OG0007033	CCAP1982_LOCUS6554|CAD6997936.1|CCAP	LOC118458721|XP_035777358.1|AALB
OG0007034	CCAP1982_LOCUS8181|CAD6999651.1|CCAP	LOC118456631|XP_035773452.1|AALB
OG0007035	CCAP1982_LOCUS23410|CAD7015470.1|CCAP	LOC118456629|XP_035773450.1|AALB
OG0007037	CCAP1982_LOCUS3270|CAD6994526.1|CCAP	LOC118457134|XP_035774341.1|AALB
OG0007038	CCAP1982_LOCUS7155|CAD6998576.1|CCAP	LOC118460966|XP_035781651.1|AALB
OG0007040	CCAP1982_LOCUS8336|CAD6999824.1|CCAP	LOC118458270|XP_035776476.1|AALB
OG0007041	CCAP1982_LOCUS6403|CAD6997778.1|CCAP	LOC118456237|XP_035772715.1|AALB
OG0007042	CCAP1982_LOCUS5381|CAD6996697.1|CCAP	LOC118456238|XP_035772721.1|AALB
OG0007043	CCAP1982_LOCUS4565|CAD6995864.1|CCAP	LOC118458141|XP_035776228.1|AALB
OG0007045	CCAP1982_LOCUS99|CAD6991159.1|CCAP	LOC118462017|XP_035783860.1|AALB
OG0007046	CCAP1982_LOCUS4323|CAD6995617.1|CCAP	LOC118458784|XP_035777502.1|AALB
OG0007047	CCAP1982_LOCUS8507|CAD7000001.1|CCAP	LOC118459249|XP_035778353.1|AALB
OG0007048	CCAP1982_LOCUS8594|CAD7000096.1|CCAP	LOC118459239|XP_035778330.1|AALB
OG0007049	CCAP1982_LOCUS9153|CAD7000679.1|CCAP	LOC118468931|XP_035796147.1|AALB
OG0007050	CCAP1982_LOCUS8068|CAD6999548.1|CCAP	LOC118457914|XP_035775808.1|AALB
OG0007051	CCAP1982_LOCUS8732|CAD7000240.1|CCAP	LOC118461896|XP_035783643.1|AALB
OG0007053	CCAP1982_LOCUS4789|CAD6996083.1|CCAP	LOC118458120|XP_035776187.1|AALB
OG0007054	CCAP1982_LOCUS21443|CAD7013378.1|CCAP	LOC118458747|XP_035777418.1|AALB
OG0007055	CCAP1982_LOCUS22840|CAD7014876.1|CCAP	LOC118461427|XP_035782628.1|AALB
OG0007056	CCAP1982_LOCUS12881|CAD7004476.1|CCAP	LOC118459421|XP_035778658.1|AALB
OG0007059	CCAP1982_LOCUS8284|CAD6999761.1|CCAP	LOC118458171|XP_035776269.1|AALB
OG0007060	CCAP1982_LOCUS8288|CAD6999765.1|CCAP	LOC118458174|XP_035776272.1|AALB
OG0007061	CCAP1982_LOCUS8289|CAD6999766.1|CCAP	LOC118458175|XP_035776273.1|AALB
OG0007062	CCAP1982_LOCUS7441|CAD6998894.1|CCAP	LOC118460689|XP_035781094.1|AALB
OG0007063	CCAP1982_LOCUS5521|CAD6996845.1|CCAP	LOC118456378|XP_035772958.1|AALB
OG0007064	CCAP1982_LOCUS21728|CAD7013687.1|CCAP	LOC118459281|XP_035778420.1|AALB
OG0007065	CCAP1982_LOCUS8842|CAD7000360.1|CCAP	LOC118459276|XP_035778406.1|AALB
OG0007066	CCAP1982_LOCUS13819|CAD7005459.1|CCAP	LOC118456387|XP_035772970.1|AALB
OG0007067	CCAP1982_LOCUS7438|CAD6998891.1|CCAP	LOC118456374|XP_035772951.1|AALB
OG0007068	CCAP1982_LOCUS6290|CAD6997660.1|CCAP	LOC118456389|XP_035772972.1|AALB
OG0007070	CCAP1982_LOCUS21250|CAD7013179.1|CCAP	LOC118459031|XP_035777940.1|AALB
OG0007071	CCAP1982_LOCUS22928|CAD7014968.1|CCAP	LOC118458205|XP_035776343.1|AALB
OG0007073	CCAP1982_LOCUS8062|CAD6999541.1|CCAP	LOC118456505|XP_035773226.1|AALB
OG0007074	CCAP1982_LOCUS20176|CAD7012076.1|CCAP	LOC118458044|XP_035776056.1|AALB
OG0007075	CCAP1982_LOCUS8114|CAD6999590.1|CCAP	LOC118456916|XP_035773938.1|AALB
OG0007076	CCAP1982_LOCUS22136|CAD7014131.1|CCAP	LOC118458663|XP_035777254.1|AALB
OG0007077	CCAP1982_LOCUS7920|CAD6999394.1|CCAP	LOC118458767|XP_035777452.1|AALB
OG0007078	CCAP1982_LOCUS7354|CAD6998803.1|CCAP	LOC118459639|XP_035779112.1|AALB
OG0007079	CCAP1982_LOCUS7353|CAD6998799.1|CCAP	LOC118459648|XP_035779123.1|AALB
OG0007080	CCAP1982_LOCUS6393|CAD6997763.1|CCAP	LOC118468729|XP_035795756.1|AALB
OG0007081	CCAP1982_LOCUS5561|CAD6996887.1|CCAP	LOC118468730|XP_035795762.1|AALB
OG0007082	CCAP1982_LOCUS6673|CAD6998057.1|CCAP	LOC118468325|XP_035794962.1|AALB
OG0007083	CCAP1982_LOCUS6906|CAD6998297.1|CCAP	LOC118457686|XP_035775346.1|AALB
OG0007086	CCAP1982_LOCUS8255|CAD6999729.1|CCAP	LOC118459761|XP_035779351.1|AALB
OG0007087	CCAP1982_LOCUS6897|CAD6998288.1|CCAP	LOC118460517|XP_035780785.1|AALB
OG0007088	CCAP1982_LOCUS6895|CAD6998286.1|CCAP	LOC118460509|XP_035780763.1|AALB
OG0007089	CCAP1982_LOCUS7485|CAD6998938.1|CCAP	LOC118458076|XP_035776124.1|AALB
OG0007090	CCAP1982_LOCUS8235|CAD6999709.1|CCAP	LOC118458494|XP_035776940.1|AALB
OG0007091	CCAP1982_LOCUS6972|CAD6998372.1|CCAP	LOC118458484|XP_035776927.1|AALB
OG0007092	CCAP1982_LOCUS4644|CAD6995942.1|CCAP	LOC118458074|XP_035776122.1|AALB
OG0007093	CCAP1982_LOCUS10850|CAD7002356.1|CCAP	LOC118458080|XP_035776130.1|AALB
OG0007095	CCAP1982_LOCUS7737|CAD6999203.1|CCAP	LOC118461855|XP_035783548.1|AALB
OG0007096	CCAP1982_LOCUS5513|CAD6996840.1|CCAP	LOC118461856|XP_035783549.1|AALB
OG0007097	CCAP1982_LOCUS7965|CAD6999441.1|CCAP	LOC118461547|XP_035782889.1|AALB
OG0007098	CCAP1982_LOCUS7969|CAD6999445.1|CCAP	LOC118468864|XP_035796037.1|AALB
OG0007099	CCAP1982_LOCUS2724|CAD6993938.1|CCAP	LOC118456896|XP_035773910.1|AALB
OG0007100	CCAP1982_LOCUS7691|CAD6999152.1|CCAP	LOC118456886|XP_035773899.1|AALB
OG0007103	CCAP1982_LOCUS6721|CAD6998107.1|CCAP	LOC118456173|XP_035772612.1|AALB
OG0007104	CCAP1982_LOCUS5635|CAD6996970.1|CCAP	LOC118456174|XP_035772613.1|AALB
OG0007105	CCAP1982_LOCUS5711|CAD6997057.1|CCAP	LOC118460009|XP_035779828.1|AALB
OG0007106	CCAP1982_LOCUS7479|CAD6998932.1|CCAP	LOC118461536|XP_035782875.1|AALB
OG0007107	CCAP1982_LOCUS8486|CAD6999982.1|CCAP	LOC118456424|XP_035773059.1|AALB
OG0007109	CCAP1982_LOCUS8807|CAD7000324.1|CCAP	LOC118456224|XP_035772702.1|AALB
OG0007110	CCAP1982_LOCUS8571|CAD7000070.1|CCAP	LOC118456219|XP_035772693.1|AALB
OG0007111	CCAP1982_LOCUS7393|CAD6998844.1|CCAP	LOC118456212|XP_035772676.1|AALB
OG0007112	CCAP1982_LOCUS7501|CAD6998954.1|CCAP	LOC118462012|XP_035783851.1|AALB
OG0007113	CCAP1982_LOCUS2444|CAD6993634.1|CCAP	LOC118456444|XP_035773098.1|AALB
OG0007114	CCAP1982_LOCUS8259|CAD6999733.1|CCAP	LOC118456442|XP_035773096.1|AALB
