Orthogroup	CCAP.longest_only	CPIP.longest_only
OG0007737	CCAP1982_LOCUS1041|CAD6992165.1|CCAP	LOC120414150|XP_039431121.1|CPIP
OG0007738	CCAP1982_LOCUS2234|CAD6993419.1|CCAP	LOC120414170|XP_039431162.1|CPIP
OG0007743	CCAP1982_LOCUS2502|CAD6993696.1|CCAP	LOC120428363|XP_039449301.1|CPIP
OG0007750	CCAP1982_LOCUS1760|CAD6992927.1|CCAP	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP
OG0007758	CCAP1982_LOCUS5563|CAD6996889.1|CCAP	LOC120419890|XP_039438692.1|CPIP
OG0007766	CCAP1982_LOCUS2350|CAD6993538.1|CCAP	LOC120426424|XP_039447116.1|CPIP
OG0007767	CCAP1982_LOCUS9329|CAD7000855.1|CCAP	LOC120424148|XP_039444126.1|CPIP
OG0007773	CCAP1982_LOCUS5389|CAD6996705.1|CCAP	LOC120425482|XP_039445953.1|CPIP
OG0007777	CCAP1982_LOCUS22259|CAD7014256.1|CCAP	LOC120431415|XP_039452470.1|CPIP
OG0007788	CCAP1982_LOCUS3254|CAD6994510.1|CCAP	LOC120425477|XP_039445946.1|CPIP
OG0007789	CCAP1982_LOCUS2408|CAD6993598.1|CCAP	LOC120431710|XP_039452766.1|CPIP
OG0007790	CCAP1982_LOCUS1486|CAD6992640.1|CCAP	LOC120431864|XP_039452933.1|CPIP
OG0007791	CCAP1982_LOCUS1483|CAD6992635.1|CCAP	LOC120423859|XP_039443746.1|CPIP
OG0007797	CCAP1982_LOCUS1089|CAD6992219.1|CCAP	LOC120423295|XP_039442993.1|CPIP
OG0007798	CCAP1982_LOCUS1088|CAD6992218.1|CCAP	LOC120423294|XP_039442991.1|CPIP
OG0007800	CCAP1982_LOCUS3705|CAD6994974.1|CCAP	LOC120426742|XP_039447454.1|CPIP
OG0007803	CCAP1982_LOCUS3000|CAD6994238.1|CCAP	LOC120422571|XP_039441989.1|CPIP
OG0007808	CCAP1982_LOCUS3479|CAD6994746.1|CCAP	LOC120423723|XP_039443562.1|CPIP
OG0007813	CCAP1982_LOCUS2961|CAD6994197.1|CCAP	LOC120431840|XP_039452905.1|CPIP
OG0007816	CCAP1982_LOCUS2858|CAD6994089.1|CCAP	LOC120427406|XP_039448201.1|CPIP
OG0007817	CCAP1982_LOCUS2855|CAD6994086.1|CCAP	LOC120427405|XP_039448200.1|CPIP
OG0007820	CCAP1982_LOCUS2250|CAD6993437.1|CCAP	LOC120420713|XP_039439742.1|CPIP
OG0007821	CCAP1982_LOCUS1080|CAD6992209.1|CCAP	LOC120420733|XP_039439762.1|CPIP
OG0007822	CCAP1982_LOCUS1081|CAD6992210.1|CCAP	LOC120420732|XP_039439761.1|CPIP
OG0007823	CCAP1982_LOCUS1083|CAD6992213.1|CCAP	LOC120420718|XP_039439750.1|CPIP
OG0007824	CCAP1982_LOCUS1414|CAD6992569.1|CCAP	LOC120420721|XP_039439753.1|CPIP
OG0007825	CCAP1982_LOCUS3989|CAD6995268.1|CCAP	LOC120414293|XP_039431363.1|CPIP
OG0007826	CCAP1982_LOCUS1911|CAD6993081.1|CCAP	LOC120422546|XP_039441947.1|CPIP
OG0007828	CCAP1982_LOCUS14905|CAD7006594.1|CCAP	LOC120422325|XP_039441653.1|CPIP
OG0007829	CCAP1982_LOCUS1661|CAD6992823.1|CCAP	LOC120430493|XP_039451521.1|CPIP
OG0007830	CCAP1982_LOCUS1152|CAD6992284.1|CCAP	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP
OG0007835	CCAP1982_LOCUS3471|CAD6994738.1|CCAP	LOC120415630|XP_039433164.1|CPIP
OG0007836	CCAP1982_LOCUS1279|CAD6992415.1|CCAP	LOC120415785|XP_039433350.1|CPIP
OG0007838	CCAP1982_LOCUS2060|CAD6993243.1|CCAP	LOC120428854|XP_039449910.1|CPIP
OG0007840	CCAP1982_LOCUS1667|CAD6992830.1|CCAP	LOC120423556|XP_039443338.1|CPIP
OG0007842	CCAP1982_LOCUS2723|CAD6993937.1|CCAP	LOC120424276|XP_039444273.1|CPIP
OG0007843	CCAP1982_LOCUS2722|CAD6993935.1|CCAP	LOC120424267|XP_039444263.1|CPIP
OG0007847	CCAP1982_LOCUS2685|CAD6993892.1|CCAP	LOC120427163|XP_039447955.1|CPIP
OG0007848	CCAP1982_LOCUS2692|CAD6993899.1|CCAP	LOC120428710|XP_039449715.1|CPIP
OG0007849	CCAP1982_LOCUS1593|CAD6992750.1|CCAP	LOC120428705|XP_039449711.1|CPIP
OG0007850	CCAP1982_LOCUS1591|CAD6992747.1|CCAP	LOC120428704|XP_039449710.1|CPIP
OG0007851	CCAP1982_LOCUS3811|CAD6995087.1|CCAP	LOC120428708|XP_039449713.1|CPIP
OG0007852	CCAP1982_LOCUS3826|CAD6995103.1|CCAP	LOC120423341|XP_039443045.1|CPIP
OG0007853	CCAP1982_LOCUS1394|CAD6992546.1|CCAP	LOC120418336|XP_039436609.1|CPIP
OG0007854	CCAP1982_LOCUS1478|CAD6992630.1|CCAP	LOC120418337|XP_039436610.1|CPIP
OG0007855	CCAP1982_LOCUS3101|CAD6994345.1|CCAP	LOC120423527|XP_039443307.1|CPIP
OG0007856	CCAP1982_LOCUS2693|CAD6993900.1|CCAP	LOC120423533|XP_039443314.1|CPIP
OG0007857	CCAP1982_LOCUS1820|CAD6992989.1|CCAP	LOC120431748|XP_039452808.1|CPIP
OG0007858	CCAP1982_LOCUS6731|CAD6998119.1|CCAP	LOC120431826|XP_039452886.1|CPIP
OG0007866	CCAP1982_LOCUS2468|CAD6993661.1|CCAP	LOC120425371|XP_039445814.1|CPIP
OG0007867	CCAP1982_LOCUS2932|CAD6994167.1|CCAP	LOC120425368|XP_039445810.1|CPIP
OG0007868	CCAP1982_LOCUS2432|CAD6993623.1|CCAP	LOC120423558|XP_039443344.1|CPIP
OG0007870	CCAP1982_LOCUS11052|CAD7002564.1|CCAP	LOC120427621|XP_039448435.1|CPIP
OG0007873	CCAP1982_LOCUS11840|CAD7003381.1|CCAP	LOC120417842|XP_039435996.1|CPIP
OG0007875	CCAP1982_LOCUS22696|CAD7014715.1|CCAP	LOC120419498|XP_039438122.1|CPIP
OG0007878	CCAP1982_LOCUS22637|CAD7014648.1|CCAP	LOC120425584|XP_039446092.1|CPIP
OG0007879	CCAP1982_LOCUS11905|CAD7003451.1|CCAP	LOC120432628|XP_039453812.1|CPIP
OG0007880	CCAP1982_LOCUS21795|CAD7013772.1|CCAP	LOC120426012|XP_039446622.1|CPIP
OG0007881	CCAP1982_LOCUS13044|CAD7004649.1|CCAP	LOC120420565|XP_039439572.1|CPIP
OG0007882	CCAP1982_LOCUS10785|CAD7002293.1|CCAP	LOC120424871|XP_039445063.1|CPIP
OG0007883	CCAP1982_LOCUS10786|CAD7002294.1|CCAP	LOC120424784|XP_039444919.1|CPIP
OG0007884	CCAP1982_LOCUS12922|CAD7004525.1|CCAP	LOC120430318|XP_039451353.1|CPIP
OG0007885	CCAP1982_LOCUS22695|CAD7014714.1|CCAP	LOC120412394|XP_039428778.1|CPIP
OG0007887	CCAP1982_LOCUS19461|CAD7011359.1|CCAP	LOC120413192|XP_039429840.1|CPIP
OG0007888	CCAP1982_LOCUS12706|CAD7004286.1|CCAP	LOC120413186|XP_039429834.1|CPIP
OG0007889	CCAP1982_LOCUS10796|CAD7002306.1|CCAP	LOC120413205|XP_039429855.1|CPIP
OG0007890	CCAP1982_LOCUS13035|CAD7004640.1|CCAP	LOC120413268|XP_039429929.1|CPIP
OG0007892	CCAP1982_LOCUS21865|CAD7013846.1|CCAP	LOC120420078|XP_039438937.1|CPIP
OG0007893	CCAP1982_LOCUS22382|CAD7014387.1|CCAP	LOC120420084|XP_039438947.1|CPIP
OG0007894	CCAP1982_LOCUS14992|CAD7006693.1|CCAP	LOC120428829|XP_039449873.1|CPIP
OG0007895	CCAP1982_LOCUS12575|CAD7004155.1|CCAP	LOC120428828|XP_039449871.1|CPIP
OG0007897	CCAP1982_LOCUS13296|CAD7004913.1|CCAP	LOC120413448|XP_039430215.1|CPIP
OG0007898	CCAP1982_LOCUS11495|CAD7003032.1|CCAP	LOC120413454|XP_039430223.1|CPIP
OG0007899	CCAP1982_LOCUS12817|CAD7004406.1|CCAP	LOC120414636|XP_039431802.1|CPIP
OG0007901	CCAP1982_LOCUS11103|CAD7002619.1|CCAP, CCAP1982_LOCUS11101|CAD7002617.1|CCAP	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP
OG0007903	CCAP1982_LOCUS10966|CAD7002477.1|CCAP	LOC120417624|XP_039435671.1|CPIP
OG0007904	CCAP1982_LOCUS13292|CAD7004908.1|CCAP	LOC120417611|XP_039435659.1|CPIP
OG0007907	CCAP1982_LOCUS11579|CAD7003117.1|CCAP	LOC120430384|XP_039451421.1|CPIP
OG0007908	CCAP1982_LOCUS11580|CAD7003118.1|CCAP	LOC120430385|XP_039451424.1|CPIP
OG0007910	CCAP1982_LOCUS14592|CAD7006268.1|CCAP	LOC120427935|XP_039448814.1|CPIP
OG0007911	CCAP1982_LOCUS11252|CAD7002779.1|CCAP	LOC120415805|XP_039433363.1|CPIP
OG0007912	CCAP1982_LOCUS11257|CAD7002784.1|CCAP	LOC120415789|XP_039433352.1|CPIP
OG0007913	CCAP1982_LOCUS11253|CAD7002780.1|CCAP	LOC120415790|XP_039433353.1|CPIP
OG0007914	CCAP1982_LOCUS14822|CAD7006506.1|CCAP	LOC120419000|XP_039437505.1|CPIP
OG0007915	CCAP1982_LOCUS12412|CAD7003990.1|CCAP	LOC120419540|XP_039438183.1|CPIP
OG0007916	CCAP1982_LOCUS5432|CAD6996753.1|CCAP	LOC120431460|XP_039452511.1|CPIP
OG0007918	CCAP1982_LOCUS22289|CAD7014287.1|CCAP	LOC120418835|XP_039437288.1|CPIP
OG0007922	CCAP1982_LOCUS797|CAD6991907.1|CCAP	LOC120426166|XP_039446819.1|CPIP
OG0007926	CCAP1982_LOCUS22263|CAD7014260.1|CCAP	LOC120431736|XP_039452795.1|CPIP
OG0007931	CCAP1982_LOCUS6141|CAD6997501.1|CCAP	LOC120414657|XP_039431850.1|CPIP
OG0007933	CCAP1982_LOCUS402|CAD6991477.1|CCAP	LOC120414723|XP_039431960.1|CPIP
OG0007934	CCAP1982_LOCUS9009|CAD7000531.1|CCAP	LOC120430914|XP_039451967.1|CPIP
OG0007935	CCAP1982_LOCUS6256|CAD6997620.1|CCAP	LOC120431073|XP_039452161.1|CPIP
OG0007938	CCAP1982_LOCUS7928|CAD6999402.1|CCAP	LOC120422800|XP_039442275.1|CPIP
OG0007941	CCAP1982_LOCUS7179|CAD6998604.1|CCAP	LOC120430183|XP_039451197.1|CPIP
OG0007943	CCAP1982_LOCUS6542|CAD6997924.1|CCAP	LOC120423664|XP_039443480.1|CPIP
OG0007944	CCAP1982_LOCUS11254|CAD7002781.1|CCAP	LOC120418313|XP_039436575.1|CPIP
OG0007945	CCAP1982_LOCUS8334|CAD6999822.1|CCAP	LOC120422981|XP_039442525.1|CPIP
OG0007946	CCAP1982_LOCUS6560|CAD6997943.1|CCAP	LOC120413563|XP_039430376.1|CPIP
OG0007947	CCAP1982_LOCUS7869|CAD6999342.1|CCAP	LOC120413629|XP_039430473.1|CPIP
OG0007948	CCAP1982_LOCUS6221|CAD6997582.1|CCAP	LOC120413625|XP_039430468.1|CPIP
OG0007950	CCAP1982_LOCUS8000|CAD6999476.1|CCAP	LOC120413637|XP_039430487.1|CPIP
OG0007951	CCAP1982_LOCUS8465|CAD6999958.1|CCAP	LOC120413632|XP_039430482.1|CPIP
OG0007952	CCAP1982_LOCUS8845|CAD7000365.1|CCAP	LOC120420132|XP_039439016.1|CPIP
OG0007953	CCAP1982_LOCUS6138|CAD6997497.1|CCAP	LOC120428850|XP_039449907.1|CPIP
OG0007954	CCAP1982_LOCUS6411|CAD6997786.1|CCAP	LOC120414747|XP_039431997.1|CPIP
OG0007955	CCAP1982_LOCUS5745|CAD6997092.1|CCAP	LOC120424894|XP_039445116.1|CPIP
OG0007956	CCAP1982_LOCUS7699|CAD6999162.1|CCAP	LOC120424904|XP_039445129.1|CPIP
OG0007959	CCAP1982_LOCUS8266|CAD6999740.1|CCAP	LOC120413128|XP_039429767.1|CPIP
OG0007961	CCAP1982_LOCUS590|CAD6991677.1|CCAP	LOC120416308|XP_039433964.1|CPIP
OG0007963	CCAP1982_LOCUS5560|CAD6996886.1|CCAP	LOC120420828|XP_039439884.1|CPIP
OG0007964	CCAP1982_LOCUS6172|CAD6997533.1|CCAP	LOC120420806|XP_039439861.1|CPIP
OG0007965	CCAP1982_LOCUS9241|CAD7000766.1|CCAP	LOC120428320|XP_039449250.1|CPIP
OG0007966	CCAP1982_LOCUS7028|CAD6998428.1|CCAP	LOC120416263|XP_039433900.1|CPIP
OG0007968	CCAP1982_LOCUS7883|CAD6999356.1|CCAP	LOC120425333|XP_039445742.1|CPIP
OG0007970	CCAP1982_LOCUS20492|CAD7012404.1|CCAP	LOC120415968|XP_039433546.1|CPIP
OG0007972	CCAP1982_LOCUS21259|CAD7013188.1|CCAP	LOC120419857|XP_039438628.1|CPIP
OG0007973	CCAP1982_LOCUS8370|CAD6999858.1|CCAP	LOC120412796|XP_039429321.1|CPIP
OG0007975	CCAP1982_LOCUS559|CAD6991645.1|CCAP	LOC120416613|XP_039434346.1|CPIP
OG0007977	CCAP1982_LOCUS8384|CAD6999874.1|CCAP	LOC120416261|XP_039433898.1|CPIP
OG0007978	CCAP1982_LOCUS7842|CAD6999315.1|CCAP	LOC120420008|XP_039438848.1|CPIP
OG0007979	CCAP1982_LOCUS6340|CAD6997708.1|CCAP	LOC120422616|XP_039442044.1|CPIP
OG0007980	CCAP1982_LOCUS7607|CAD6999061.1|CCAP	LOC120412826|XP_039429366.1|CPIP
OG0007983	CCAP1982_LOCUS7870|CAD6999343.1|CCAP	LOC120415532|XP_039433025.1|CPIP
OG0007984	CCAP1982_LOCUS6110|CAD6997467.1|CCAP	LOC120421133|XP_039440230.1|CPIP
OG0007985	CCAP1982_LOCUS6495|CAD6997876.1|CCAP	LOC120421149|XP_039440273.1|CPIP
OG0007987	CCAP1982_LOCUS8176|CAD6999644.1|CCAP	LOC120415568|XP_039433080.1|CPIP
OG0007988	CCAP1982_LOCUS5792|CAD6997147.1|CCAP	LOC120431688|XP_039452736.1|CPIP
OG0007990	CCAP1982_LOCUS5616|CAD6996948.1|CCAP	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP
OG0007991	CCAP1982_LOCUS8730|CAD7000238.1|CCAP	LOC120419469|XP_039438089.1|CPIP
OG0007993	CCAP1982_LOCUS3399|CAD6994664.1|CCAP	LOC120432433|XP_039453585.1|CPIP
OG0007994	CCAP1982_LOCUS6289|CAD6997659.1|CCAP	LOC120423109|XP_039442722.1|CPIP
OG0007998	CCAP1982_LOCUS8804|CAD7000319.1|CCAP	LOC120426269|XP_039446944.1|CPIP
OG0007999	CCAP1982_LOCUS7924|CAD6999398.1|CCAP	LOC120412687|XP_039429197.1|CPIP
OG0008000	CCAP1982_LOCUS7923|CAD6999397.1|CCAP	LOC120412684|XP_039429192.1|CPIP
OG0008001	CCAP1982_LOCUS8043|CAD6999518.1|CCAP	LOC120419044|XP_039437544.1|CPIP
OG0008003	CCAP1982_LOCUS8260|CAD6999734.1|CCAP	LOC120429072|XP_039450153.1|CPIP
OG0008012	CCAP1982_LOCUS20280|CAD7012178.1|CCAP	LOC120420639|XP_039439651.1|CPIP
OG0008013	CCAP1982_LOCUS20004|CAD7011893.1|CCAP	LOC120416170|XP_039433789.1|CPIP
OG0008014	CCAP1982_LOCUS435|CAD6991515.1|CCAP	LOC120416158|XP_039433771.1|CPIP
OG0008015	CCAP1982_LOCUS13361|CAD7004984.1|CCAP	LOC120416141|XP_039433751.1|CPIP
OG0008022	CCAP1982_LOCUS3423|CAD6994688.1|CCAP	LOC120418560|XP_039436929.1|CPIP
OG0008029	CCAP1982_LOCUS303|CAD6991374.1|CCAP	LOC120431566|XP_039452608.1|CPIP
OG0008030	CCAP1982_LOCUS677|CAD6991770.1|CCAP	LOC120423913|XP_039443831.1|CPIP
OG0008032	CCAP1982_LOCUS900|CAD6992016.1|CCAP	LOC120425218|XP_039445583.1|CPIP
OG0008033	CCAP1982_LOCUS710|CAD6991808.1|CCAP	LOC120420471|XP_039439433.1|CPIP
OG0008036	CCAP1982_LOCUS689|CAD6991784.1|CCAP	LOC120418175|XP_039436409.1|CPIP
OG0008037	CCAP1982_LOCUS701|CAD6991797.1|CCAP	LOC120418183|XP_039436417.1|CPIP
OG0008039	CCAP1982_LOCUS22|CAD6991074.1|CCAP	LOC120415156|XP_039432530.1|CPIP
OG0008040	CCAP1982_LOCUS153|CAD6991215.1|CCAP	LOC120414784|XP_039432032.1|CPIP
OG0008042	CCAP1982_LOCUS164|CAD6991227.1|CCAP	LOC120432177|XP_039453250.1|CPIP
OG0008046	CCAP1982_LOCUS24|CAD6991076.1|CCAP	LOC120432380|XP_039453508.1|CPIP
OG0008047	CCAP1982_LOCUS5022|CAD6996344.1|CCAP	LOC120432389|XP_039453518.1|CPIP
OG0008048	CCAP1982_LOCUS25|CAD6991077.1|CCAP	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP
OG0008049	CCAP1982_LOCUS1019|CAD6992140.1|CCAP	LOC120432353|XP_039453473.1|CPIP
OG0008050	CCAP1982_LOCUS4834|CAD6996141.1|CCAP	LOC120432403|XP_039453538.1|CPIP
OG0008051	CCAP1982_LOCUS4237|CAD6995525.1|CCAP	LOC120432405|XP_039453542.1|CPIP
OG0008052	CCAP1982_LOCUS605|CAD6991692.1|CCAP	LOC120413664|XP_039430526.1|CPIP
OG0008053	CCAP1982_LOCUS5665|CAD6997004.1|CCAP	LOC120414511|XP_039431655.1|CPIP
OG0008057	CCAP1982_LOCUS4830|CAD6996136.1|CCAP	LOC120419257|XP_039437846.1|CPIP
OG0008059	CCAP1982_LOCUS17|CAD6991068.1|CCAP	LOC120419106|XP_039437634.1|CPIP
OG0008060	CCAP1982_LOCUS125|CAD6991187.1|CCAP	LOC120417147|XP_039435066.1|CPIP
OG0008063	CCAP1982_LOCUS163|CAD6991225.1|CCAP	LOC120415920|XP_039433499.1|CPIP
OG0008069	CCAP1982_LOCUS854|CAD6991967.1|CCAP	LOC120413797|XP_039430681.1|CPIP
OG0008070	CCAP1982_LOCUS4919|CAD6996234.1|CCAP	LOC120413765|XP_039430636.1|CPIP
OG0008075	CCAP1982_LOCUS19935|CAD7011825.1|CCAP	LOC120414824|XP_039432085.1|CPIP
OG0008082	CCAP1982_LOCUS4885|CAD6996195.1|CCAP	LOC120413934|XP_039430865.1|CPIP
OG0008083	CCAP1982_LOCUS771|CAD6991880.1|CCAP	LOC120413939|XP_039430872.1|CPIP
OG0008084	CCAP1982_LOCUS3892|CAD6995171.1|CCAP	LOC120413028|XP_039429636.1|CPIP
OG0008085	CCAP1982_LOCUS3982|CAD6995261.1|CCAP	LOC120412993|XP_039429578.1|CPIP
OG0008086	CCAP1982_LOCUS4826|CAD6996132.1|CCAP	LOC120412962|XP_039429540.1|CPIP
OG0008091	CCAP1982_LOCUS2678|CAD6993884.1|CCAP	LOC120425713|XP_039446244.1|CPIP
OG0008092	CCAP1982_LOCUS186|CAD6991251.1|CCAP	LOC120413991|XP_039430935.1|CPIP
OG0008094	CCAP1982_LOCUS6811|CAD6998195.1|CCAP	LOC120413995|XP_039430938.1|CPIP
OG0008098	CCAP1982_LOCUS13604|CAD7005247.1|CCAP, CCAP1982_LOCUS13603|CAD7005246.1|CCAP	LOC120425660|XP_039446174.1|CPIP
OG0008099	CCAP1982_LOCUS13383|CAD7005010.1|CCAP	LOC120426304|XP_039446987.1|CPIP
OG0008100	CCAP1982_LOCUS536|CAD6991621.1|CCAP	LOC120422357|XP_039441694.1|CPIP
OG0008102	CCAP1982_LOCUS4798|CAD6996098.1|CCAP	LOC120423442|XP_039443193.1|CPIP
OG0008104	CCAP1982_LOCUS13968|CAD7005609.1|CCAP	LOC120421502|XP_039440657.1|CPIP
OG0008105	CCAP1982_LOCUS1889|CAD6993059.1|CCAP	LOC120421503|XP_039440658.1|CPIP
OG0008107	CCAP1982_LOCUS846|CAD6991958.1|CCAP	LOC120421813|XP_039441028.1|CPIP
OG0008138	CCAP1982_LOCUS14890|CAD7006576.1|CCAP	LOC120419577|XP_039438235.1|CPIP
OG0008153	CCAP1982_LOCUS7157|CAD6998579.1|CCAP	LOC120424960|XP_039445252.1|CPIP
OG0008154	CCAP1982_LOCUS13782|CAD7005419.1|CCAP	LOC120425255|XP_039445635.1|CPIP
OG0008156	CCAP1982_LOCUS262|CAD6991333.1|CCAP	LOC120417582|XP_039435627.1|CPIP
OG0008157	CCAP1982_LOCUS1671|CAD6992834.1|CCAP	LOC120418461|XP_039436828.1|CPIP
OG0008159	CCAP1982_LOCUS14131|CAD7005782.1|CCAP	LOC120420433|XP_039439391.1|CPIP
OG0008163	CCAP1982_LOCUS14911|CAD7006600.1|CCAP	LOC120415324|XP_039432743.1|CPIP
OG0008172	CCAP1982_LOCUS2600|CAD6993804.1|CCAP	LOC120431259|XP_039452326.1|CPIP
OG0008182	CCAP1982_LOCUS19443|CAD7011338.1|CCAP	LOC120416741|XP_039434510.1|CPIP
OG0008183	CCAP1982_LOCUS19493|CAD7011393.1|CCAP	LOC120422938|XP_039442450.1|CPIP
OG0008184	CCAP1982_LOCUS19714|CAD7011625.1|CCAP	LOC120426096|XP_039446733.1|CPIP, LOC120426095|XP_039446732.1|CPIP
OG0008185	CCAP1982_LOCUS3685|CAD6994952.1|CCAP	LOC120421841|XP_039441058.1|CPIP
OG0008186	CCAP1982_LOCUS22846|CAD7014882.1|CCAP	LOC120425540|XP_039446035.1|CPIP
OG0008187	CCAP1982_LOCUS22847|CAD7014883.1|CCAP	LOC120425544|XP_039446039.1|CPIP
OG0008189	CCAP1982_LOCUS6511|CAD6997892.1|CCAP	LOC120428242|XP_039449156.1|CPIP
OG0008190	CCAP1982_LOCUS10923|CAD7002432.1|CCAP	LOC120419166|XP_039437752.1|CPIP
OG0008195	CCAP1982_LOCUS19870|CAD7011758.1|CCAP	LOC120428721|XP_039449726.1|CPIP
OG0008197	CCAP1982_LOCUS11615|CAD7003154.1|CCAP	LOC120426748|XP_039447456.1|CPIP
OG0008201	CCAP1982_LOCUS14008|CAD7005651.1|CCAP	LOC120412356|XP_039428706.1|CPIP
OG0008202	CCAP1982_LOCUS13425|CAD7005055.1|CCAP	LOC120412338|XP_039428675.1|CPIP
OG0008207	CCAP1982_LOCUS14253|CAD7005914.1|CCAP	LOC120416860|XP_039434690.1|CPIP
OG0008208	CCAP1982_LOCUS19592|CAD7011494.1|CCAP	LOC120421857|XP_039441081.1|CPIP
OG0008209	CCAP1982_LOCUS13090|CAD7004697.1|CCAP	LOC120421878|XP_039441109.1|CPIP
OG0008210	CCAP1982_LOCUS21155|CAD7013078.1|CCAP	LOC120420290|XP_039439222.1|CPIP
OG0008211	CCAP1982_LOCUS5555|CAD6996882.1|CCAP	LOC120415208|XP_039432598.1|CPIP
OG0008212	CCAP1982_LOCUS13377|CAD7005001.1|CCAP	LOC120424703|XP_039444817.1|CPIP
OG0008222	CCAP1982_LOCUS13754|CAD7005394.1|CCAP	LOC120422210|XP_039441526.1|CPIP
OG0008223	CCAP1982_LOCUS13974|CAD7005616.1|CCAP	LOC120416675|XP_039434428.1|CPIP
OG0008227	CCAP1982_LOCUS3812|CAD6995088.1|CCAP	LOC120432313|XP_039453430.1|CPIP
OG0008228	CCAP1982_LOCUS2358|CAD6993546.1|CCAP	LOC120424630|XP_039444730.1|CPIP
OG0008230	CCAP1982_LOCUS643|CAD6991732.1|CCAP	LOC120419231|XP_039437821.1|CPIP
OG0008232	CCAP1982_LOCUS11916|CAD7003463.1|CCAP	LOC120414680|XP_039431898.1|CPIP
OG0008233	CCAP1982_LOCUS5478|CAD6996805.1|CCAP	LOC120414075|XP_039431029.1|CPIP
OG0008237	CCAP1982_LOCUS21190|CAD7013117.1|CCAP	LOC120416495|XP_039434144.1|CPIP
OG0008238	CCAP1982_LOCUS12216|CAD7003780.1|CCAP	LOC120414441|XP_039431561.1|CPIP
OG0008239	CCAP1982_LOCUS13295|CAD7004911.1|CCAP	LOC120413233|XP_039429896.1|CPIP
OG0008240	CCAP1982_LOCUS21666|CAD7013615.1|CCAP	LOC120423617|XP_039443418.1|CPIP
OG0008243	CCAP1982_LOCUS21722|CAD7013681.1|CCAP	LOC120414400|XP_039431511.1|CPIP
OG0008246	CCAP1982_LOCUS20115|CAD7012004.1|CCAP	LOC120426142|XP_039446793.1|CPIP
OG0008266	CCAP1982_LOCUS2422|CAD6993612.1|CCAP	LOC120415055|XP_039432370.1|CPIP
OG0008267	CCAP1982_LOCUS3067|CAD6994310.1|CCAP	LOC120432217|XP_039453316.1|CPIP
OG0008271	CCAP1982_LOCUS14909|CAD7006598.1|CCAP	LOC120419288|XP_039437889.1|CPIP
OG0008273	CCAP1982_LOCUS120|CAD6991182.1|CCAP	LOC120430978|XP_039452050.1|CPIP
OG0008284	CCAP1982_LOCUS9611|CAD7001139.1|CCAP	LOC120424103|XP_039444092.1|CPIP
OG0008288	CCAP1982_LOCUS1825|CAD6992994.1|CCAP	LOC120414528|XP_039431670.1|CPIP
OG0008289	CCAP1982_LOCUS1206|CAD6992342.1|CCAP	LOC120429020|XP_039450095.1|CPIP, LOC120427222|XP_039448019.1|CPIP
OG0008294	CCAP1982_LOCUS3185|CAD6994434.1|CCAP	LOC120419895|XP_039438698.1|CPIP
OG0008299	CCAP1982_LOCUS3440|CAD6994705.1|CCAP	LOC120428779|XP_039449799.1|CPIP
OG0008308	CCAP1982_LOCUS3483|CAD6994750.1|CCAP	LOC120423714|XP_039443552.1|CPIP
OG0008310	CCAP1982_LOCUS13492|CAD7005130.1|CCAP	LOC120416902|XP_039434736.1|CPIP
OG0008312	CCAP1982_LOCUS3005|CAD6994244.1|CCAP	LOC120422542|XP_039441940.1|CPIP
OG0008316	CCAP1982_LOCUS9775|CAD7001277.1|CCAP, CCAP1982_LOCUS10515|CAD7002027.1|CCAP	LOC120425593|XP_039446109.1|CPIP
OG0008321	CCAP1982_LOCUS1594|CAD6992751.1|CCAP	LOC120428714|XP_039449720.1|CPIP
OG0008327	CCAP1982_LOCUS19575|CAD7011475.1|CCAP	LOC120424179|XP_039444168.1|CPIP
OG0008330	CCAP1982_LOCUS22445|CAD7014449.1|CCAP	LOC120427037|XP_039447805.1|CPIP
OG0008331	CCAP1982_LOCUS12328|CAD7003899.1|CCAP	LOC120422885|XP_039442380.1|CPIP
OG0008335	CCAP1982_LOCUS14416|CAD7006084.1|CCAP	LOC120421539|XP_039440702.1|CPIP
OG0008337	CCAP1982_LOCUS21735|CAD7013694.1|CCAP	LOC120418482|XP_039436855.1|CPIP
OG0008338	CCAP1982_LOCUS11816|CAD7003357.1|CCAP	LOC120413203|XP_039429853.1|CPIP
OG0008340	CCAP1982_LOCUS22350|CAD7014353.1|CCAP	LOC120420059|XP_039438904.1|CPIP
OG0008341	CCAP1982_LOCUS3342|CAD6994604.1|CCAP	LOC120430784|XP_039451831.1|CPIP
OG0008342	CCAP1982_LOCUS13043|CAD7004648.1|CCAP	LOC120413488|XP_039430279.1|CPIP
OG0008344	CCAP1982_LOCUS11914|CAD7003461.1|CCAP	LOC120420665|XP_039439695.1|CPIP
OG0008345	CCAP1982_LOCUS12323|CAD7003893.1|CCAP	LOC120413496|XP_039430287.1|CPIP
