Orthogroup	CCAP.longest_only	SLEB.longest_only
OG0008340	CCAP1982_LOCUS22350|CAD7014353.1|CCAP	LOC115634832|XP_030388614.1|SLEB
OG0008341	CCAP1982_LOCUS3342|CAD6994604.1|CCAP	LOC115632237|XP_030385158.1|SLEB
OG0008342	CCAP1982_LOCUS13043|CAD7004648.1|CCAP	LOC115622358|XP_030372132.1|SLEB
OG0008343	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP	LOC115621293|XP_030370756.1|SLEB
OG0008344	CCAP1982_LOCUS11914|CAD7003461.1|CCAP	LOC115632255|XP_030385188.1|SLEB
OG0008347	CCAP1982_LOCUS8876|CAD7000401.1|CCAP	LOC115631926|XP_030384636.1|SLEB
OG0008348	CCAP1982_LOCUS12034|CAD7003586.1|CCAP	LOC115632246|XP_030385167.1|SLEB
OG0008349	CCAP1982_LOCUS3526|CAD6994795.1|CCAP	LOC115620452|XP_030369543.1|SLEB
OG0008351	CCAP1982_LOCUS11606|CAD7003145.1|CCAP	LOC115622785|XP_030372705.1|SLEB
OG0008352	CCAP1982_LOCUS14829|CAD7006515.1|CCAP	LOC115632222|XP_030385140.1|SLEB
OG0008353	CCAP1982_LOCUS12045|CAD7003597.1|CCAP	LOC115632584|XP_030385664.1|SLEB
OG0008355	CCAP1982_LOCUS22485|CAD7014483.1|CCAP	LOC115621949|XP_030371659.1|SLEB
OG0008356	CCAP1982_LOCUS10774|CAD7002279.1|CCAP	LOC115624561|XP_030375150.1|SLEB
OG0008357	CCAP1982_LOCUS863|CAD6991976.1|CCAP	LOC115625131|XP_030375905.1|SLEB
OG0008358	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP	LOC115626570|XP_030377809.1|SLEB
OG0008359	CCAP1982_LOCUS7255|CAD6998698.1|CCAP	LOC115634784|XP_030388547.1|SLEB
OG0008360	CCAP1982_LOCUS7152|CAD6998572.1|CCAP	LOC115619955|XP_030368848.1|SLEB
OG0008361	CCAP1982_LOCUS9119|CAD7000645.1|CCAP	LOC115628536|XP_030380558.1|SLEB
OG0008363	CCAP1982_LOCUS19956|CAD7011847.1|CCAP	LOC115633652|XP_030386955.1|SLEB
OG0008364	CCAP1982_LOCUS14632|CAD7006310.1|CCAP	LOC115622671|XP_030372546.1|SLEB
OG0008365	CCAP1982_LOCUS20151|CAD7012049.1|CCAP	LOC115624530|XP_030375112.1|SLEB
OG0008366	CCAP1982_LOCUS4899|CAD6996210.1|CCAP	LOC115623881|XP_030374291.1|SLEB
OG0008372	CCAP1982_LOCUS21458|CAD7013393.1|CCAP	LOC115629842|XP_030382283.1|SLEB
OG0008376	CCAP1982_LOCUS8463|CAD6999956.1|CCAP	LOC115631376|XP_030383957.1|SLEB
OG0008377	CCAP1982_LOCUS5667|CAD6997006.1|CCAP	LOC115631101|XP_030383615.1|SLEB
OG0008379	CCAP1982_LOCUS5779|CAD6997134.1|CCAP	LOC115625869|XP_030376939.1|SLEB
OG0008381	CCAP1982_LOCUS7843|CAD6999316.1|CCAP	LOC115630442|XP_030382861.1|SLEB
OG0008387	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP	LOC115620913|XP_030370268.1|SLEB
OG0008389	CCAP1982_LOCUS6890|CAD6998281.1|CCAP	LOC115631268|XP_030383840.1|SLEB
OG0008392	CCAP1982_LOCUS13567|CAD7005207.1|CCAP	LOC115620513|XP_030369638.1|SLEB, LOC115623006|XP_030373037.1|SLEB
OG0008400	CCAP1982_LOCUS11408|CAD7002943.1|CCAP	LOC115622983|XP_030372996.1|SLEB
OG0008401	CCAP1982_LOCUS8474|CAD6999969.1|CCAP	LOC115631319|XP_030383894.1|SLEB
OG0008402	CCAP1982_LOCUS4270|CAD6995559.1|CCAP	LOC115620615|XP_030369794.1|SLEB
OG0008404	CCAP1982_LOCUS652|CAD6991740.1|CCAP	LOC115625101|XP_030375864.1|SLEB
OG0008407	CCAP1982_LOCUS4426|CAD6995719.1|CCAP	LOC115623526|XP_030373768.1|SLEB
OG0008410	CCAP1982_LOCUS119|CAD6991180.1|CCAP	LOC115624263|XP_030374747.1|SLEB
OG0008423	CCAP1982_LOCUS9595|CAD7001123.1|CCAP	LOC115634625|XP_030388339.1|SLEB
OG0008425	CCAP1982_LOCUS105|CAD6991166.1|CCAP	LOC115625190|XP_030376016.1|SLEB
OG0008431	CCAP1982_LOCUS19670|CAD7011581.1|CCAP	LOC115631027|XP_030383547.1|SLEB
OG0008432	CCAP1982_LOCUS2706|CAD6993915.1|CCAP	LOC115621402|XP_030370906.1|SLEB
OG0008433	CCAP1982_LOCUS13436|CAD7005072.1|CCAP	LOC115623184|XP_030373265.1|SLEB
OG0008438	CCAP1982_LOCUS4252|CAD6995541.1|CCAP	LOC115624026|XP_030374463.1|SLEB
OG0008439	CCAP1982_LOCUS21021|CAD7012923.1|CCAP	LOC115633692|XP_030387008.1|SLEB
OG0008440	CCAP1982_LOCUS773|CAD6991882.1|CCAP	LOC115623447|XP_030373657.1|SLEB
OG0008442	CCAP1982_LOCUS21078|CAD7012987.1|CCAP	LOC115626964|XP_030378342.1|SLEB
OG0008443	CCAP1982_LOCUS13397|CAD7005025.1|CCAP	LOC115624575|XP_030375166.1|SLEB
OG0008444	CCAP1982_LOCUS14132|CAD7005783.1|CCAP	LOC115623279|XP_030373422.1|SLEB
OG0008451	CCAP1982_LOCUS100|CAD6991160.1|CCAP	LOC115624155|XP_030374612.1|SLEB
OG0008455	CCAP1982_LOCUS12726|CAD7004306.1|CCAP	LOC115628391|XP_030380335.1|SLEB
OG0008456	CCAP1982_LOCUS27|CAD6991079.1|CCAP	LOC115623318|XP_030373439.1|SLEB
OG0008457	CCAP1982_LOCUS4532|CAD6995830.1|CCAP	LOC115623640|XP_030373944.1|SLEB
OG0008458	CCAP1982_LOCUS19472|CAD7011371.1|CCAP	LOC115624860|XP_030375566.1|SLEB
OG0008461	CCAP1982_LOCUS6949|CAD6998348.1|CCAP	LOC115631987|XP_030384766.1|SLEB
OG0008462	CCAP1982_LOCUS8775|CAD7000285.1|CCAP	LOC115631737|XP_030384435.1|SLEB
OG0008463	CCAP1982_LOCUS8023|CAD6999499.1|CCAP	LOC115631964|XP_030384687.1|SLEB
OG0008464	CCAP1982_LOCUS22925|CAD7014964.1|CCAP	LOC115631726|XP_030384424.1|SLEB
OG0008466	CCAP1982_LOCUS7231|CAD6998669.1|CCAP	LOC115634103|XP_030387519.1|SLEB
OG0008467	CCAP1982_LOCUS21767|CAD7013736.1|CCAP	LOC115628930|XP_030381056.1|SLEB
OG0008468	CCAP1982_LOCUS7303|CAD6998749.1|CCAP	LOC115631849|XP_030384553.1|SLEB
OG0008469	CCAP1982_LOCUS23118|CAD7015165.1|CCAP	LOC115626097|XP_030377243.1|SLEB
OG0008472	CCAP1982_LOCUS10062|CAD7001568.1|CCAP	LOC115628381|XP_030380326.1|SLEB
OG0008474	CCAP1982_LOCUS5114|CAD6996442.1|CCAP	LOC115625214|XP_030376044.1|SLEB
OG0008475	CCAP1982_LOCUS6517|CAD6997899.1|CCAP, CCAP1982_LOCUS6523|CAD6997905.1|CCAP, CCAP1982_LOCUS6522|CAD6997904.1|CCAP, CCAP1982_LOCUS6524|CAD6997906.1|CCAP, CCAP1982_LOCUS6521|CAD6997903.1|CCAP	LOC115626084|XP_030377196.1|SLEB
OG0008476	CCAP1982_LOCUS391|CAD6991466.1|CCAP	LOC115625453|XP_030376361.1|SLEB
OG0008477	CCAP1982_LOCUS22509|CAD7014508.1|CCAP	LOC115619971|XP_030368867.1|SLEB
OG0008479	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP	LOC115624537|XP_030375121.1|SLEB
OG0008480	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP	LOC115622419|XP_030372214.1|SLEB
OG0008481	CCAP1982_LOCUS14544|CAD7006217.1|CCAP	LOC115633300|XP_030386571.1|SLEB
OG0008482	CCAP1982_LOCUS12017|CAD7003568.1|CCAP	LOC115632150|XP_030385028.1|SLEB
OG0008484	CCAP1982_LOCUS436|CAD6991516.1|CCAP	LOC115624119|XP_030374574.1|SLEB
OG0008485	CCAP1982_LOCUS6269|CAD6997634.1|CCAP	LOC115626299|XP_030377487.1|SLEB
OG0008486	CCAP1982_LOCUS9771|CAD7001273.1|CCAP	LOC115627746|XP_030379380.1|SLEB
OG0008487	CCAP1982_LOCUS6502|CAD6997883.1|CCAP	LOC115633247|XP_030386503.1|SLEB
OG0008488	CCAP1982_LOCUS661|CAD6991750.1|CCAP	LOC115624309|XP_030374792.1|SLEB
OG0008489	CCAP1982_LOCUS532|CAD6991617.1|CCAP	LOC115624247|XP_030374728.1|SLEB, LOC115624266|XP_030374750.1|SLEB
OG0008490	CCAP1982_LOCUS653|CAD6991742.1|CCAP	LOC115624139|XP_030374595.1|SLEB
OG0008491	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP	LOC115620974|XP_030370355.1|SLEB
OG0008492	CCAP1982_LOCUS8812|CAD7000329.1|CCAP, CCAP1982_LOCUS8811|CAD7000328.1|CCAP	LOC115631388|XP_030383970.1|SLEB
OG0008493	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP	LOC115626024|XP_030377133.1|SLEB
OG0008494	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP	LOC115632642|XP_030385732.1|SLEB, LOC115634759|XP_030388510.1|SLEB, LOC115632867|XP_030385990.1|SLEB
OG0008495	CCAP1982_LOCUS19977|CAD7011865.1|CCAP	LOC115634695|XP_030388430.1|SLEB
OG0008497	CCAP1982_LOCUS20095|CAD7011984.1|CCAP	LOC115634074|XP_030387481.1|SLEB
OG0008498	CCAP1982_LOCUS20459|CAD7012365.1|CCAP	LOC115621705|XP_030371275.1|SLEB
OG0008500	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP	LOC115631282|XP_030383859.1|SLEB, LOC115631272|XP_030383847.1|SLEB
OG0008501	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP	LOC115622997|XP_030373016.1|SLEB
OG0008504	CCAP1982_LOCUS13100|CAD7004707.1|CCAP	LOC115633038|XP_030386242.1|SLEB
OG0008505	CCAP1982_LOCUS13067|CAD7004672.1|CCAP	LOC115623245|XP_030373366.1|SLEB
OG0008506	CCAP1982_LOCUS11720|CAD7003258.1|CCAP, CCAP1982_LOCUS11722|CAD7003260.1|CCAP, CCAP1982_LOCUS11721|CAD7003259.1|CCAP, CCAP1982_LOCUS11724|CAD7003262.1|CCAP	LOC115632335|XP_030385300.1|SLEB
OG0008507	CCAP1982_LOCUS14104|CAD7005756.1|CCAP, CCAP1982_LOCUS14105|CAD7005757.1|CCAP	LOC115622633|XP_030372499.1|SLEB
OG0008528	CCAP1982_LOCUS12165|CAD7003728.1|CCAP	LOC115632230|XP_030385150.1|SLEB
OG0008541	CCAP1982_LOCUS22831|CAD7014866.1|CCAP	LOC115622583|XP_030372439.1|SLEB
OG0008542	CCAP1982_LOCUS12353|CAD7003929.1|CCAP	LOC115632197|XP_030385103.1|SLEB
OG0008544	CCAP1982_LOCUS21998|CAD7013989.1|CCAP	LOC115634389|XP_030387938.1|SLEB
OG0008545	CCAP1982_LOCUS21091|CAD7013001.1|CCAP	LOC115633691|XP_030387007.1|SLEB
OG0008546	CCAP1982_LOCUS11185|CAD7002708.1|CCAP	LOC115622970|XP_030372980.1|SLEB
OG0008548	CCAP1982_LOCUS181|CAD6991246.1|CCAP	LOC115626271|XP_030377449.1|SLEB
OG0008551	CCAP1982_LOCUS12997|CAD7004602.1|CCAP	LOC115622353|XP_030372128.1|SLEB
OG0008552	CCAP1982_LOCUS11251|CAD7002778.1|CCAP	LOC115622617|XP_030372478.1|SLEB
OG0008556	CCAP1982_LOCUS19952|CAD7011842.1|CCAP	LOC115620561|XP_030369712.1|SLEB
OG0008557	CCAP1982_LOCUS1669|CAD6992832.1|CCAP	LOC115620714|XP_030369951.1|SLEB
OG0008562	CCAP1982_LOCUS6143|CAD6997504.1|CCAP	LOC115626203|XP_030377346.1|SLEB
OG0008563	CCAP1982_LOCUS2235|CAD6993420.1|CCAP	LOC115620890|XP_030370233.1|SLEB
OG0008566	CCAP1982_LOCUS6031|CAD6997390.1|CCAP	LOC115625675|XP_030376672.1|SLEB
OG0008567	CCAP1982_LOCUS8257|CAD6999731.1|CCAP	LOC115631621|XP_030384287.1|SLEB
OG0008571	CCAP1982_LOCUS11110|CAD7002626.1|CCAP	LOC115622616|XP_030372476.1|SLEB
OG0008574	CCAP1982_LOCUS12049|CAD7003602.1|CCAP	LOC115622828|XP_030372766.1|SLEB
OG0008578	CCAP1982_LOCUS12346|CAD7003921.1|CCAP	LOC115624065|XP_030374510.1|SLEB
OG0008587	CCAP1982_LOCUS4937|CAD6996254.1|CCAP	LOC115623424|XP_030373606.1|SLEB
OG0008588	CCAP1982_LOCUS4528|CAD6995825.1|CCAP	LOC115624380|XP_030374947.1|SLEB
OG0008593	CCAP1982_LOCUS12098|CAD7003660.1|CCAP	LOC115623140|XP_030373210.1|SLEB
OG0008594	CCAP1982_LOCUS3117|CAD6994364.1|CCAP	LOC115621230|XP_030370679.1|SLEB
OG0008595	CCAP1982_LOCUS22911|CAD7014948.1|CCAP	LOC115634210|XP_030387662.1|SLEB
OG0008596	CCAP1982_LOCUS22919|CAD7014957.1|CCAP	LOC115634208|XP_030387659.1|SLEB
OG0008597	CCAP1982_LOCUS5059|CAD6996381.1|CCAP	LOC115625392|XP_030376289.1|SLEB
OG0008600	CCAP1982_LOCUS81|CAD6991139.1|CCAP	LOC115624422|XP_030375019.1|SLEB
OG0008601	CCAP1982_LOCUS7418|CAD6998871.1|CCAP	LOC115631711|XP_030384398.1|SLEB
OG0008602	CCAP1982_LOCUS2526|CAD6993728.1|CCAP	LOC115625318|XP_030376200.1|SLEB
OG0008604	CCAP1982_LOCUS22927|CAD7014967.1|CCAP	LOC115623079|XP_030373143.1|SLEB
OG0008605	CCAP1982_LOCUS5784|CAD6997139.1|CCAP	LOC115626104|XP_030377217.1|SLEB
OG0008607	CCAP1982_LOCUS575|CAD6991661.1|CCAP	LOC115623682|XP_030374012.1|SLEB
OG0008609	CCAP1982_LOCUS127|CAD6991189.1|CCAP	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB
OG0008612	CCAP1982_LOCUS21533|CAD7013470.1|CCAP	LOC115633874|XP_030387235.1|SLEB
OG0008615	CCAP1982_LOCUS4379|CAD6995672.1|CCAP	LOC115623853|XP_030374257.1|SLEB
OG0008616	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP	LOC115625561|XP_030376515.1|SLEB
OG0008617	CCAP1982_LOCUS22526|CAD7014525.1|CCAP	LOC115627650|XP_030379251.1|SLEB, LOC115627700|XP_030379303.1|SLEB, LOC115627699|XP_030379302.1|SLEB
OG0008619	CCAP1982_LOCUS7338|CAD6998784.1|CCAP	LOC115630708|XP_030383221.1|SLEB
OG0008620	CCAP1982_LOCUS22390|CAD7014396.1|CCAP	LOC115628000|XP_030379770.1|SLEB
OG0008621	CCAP1982_LOCUS1356|CAD6992507.1|CCAP	LOC115621221|XP_030370666.1|SLEB
OG0008622	CCAP1982_LOCUS19898|CAD7011787.1|CCAP	LOC115634634|XP_030388349.1|SLEB
OG0008623	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB
OG0008624	CCAP1982_LOCUS7129|CAD6998541.1|CCAP	LOC115633659|XP_030386965.1|SLEB
OG0008625	CCAP1982_LOCUS22286|CAD7014283.1|CCAP	LOC115634565|XP_030388252.1|SLEB
OG0008626	CCAP1982_LOCUS23012|CAD7015055.1|CCAP	LOC115623064|XP_030373107.1|SLEB
OG0008627	CCAP1982_LOCUS11374|CAD7002905.1|CCAP	LOC115632999|XP_030386181.1|SLEB
OG0008629	CCAP1982_LOCUS23318|CAD7015374.1|CCAP	LOC115625812|XP_030376899.1|SLEB
OG0008630	CCAP1982_LOCUS9903|CAD7001406.1|CCAP, CCAP1982_LOCUS9905|CAD7001408.1|CCAP	LOC115627761|XP_030379407.1|SLEB
OG0008631	CCAP1982_LOCUS3213|CAD6994468.1|CCAP	LOC115622042|XP_030371770.1|SLEB
OG0008632	CCAP1982_LOCUS3689|CAD6994957.1|CCAP	LOC115620497|XP_030369609.1|SLEB
OG0008633	CCAP1982_LOCUS20925|CAD7012825.1|CCAP, CCAP1982_LOCUS20920|CAD7012820.1|CCAP, CCAP1982_LOCUS20923|CAD7012823.1|CCAP	LOC115626573|XP_030377817.1|SLEB
OG0008634	CCAP1982_LOCUS6169|CAD6997530.1|CCAP	LOC115626406|XP_030377631.1|SLEB
OG0008635	CCAP1982_LOCUS22385|CAD7014390.1|CCAP	LOC115634056|XP_030387459.1|SLEB
OG0008636	CCAP1982_LOCUS807|CAD6991918.1|CCAP	LOC115623911|XP_030374326.1|SLEB
OG0008637	CCAP1982_LOCUS11511|CAD7003048.1|CCAP	LOC115634383|XP_030387928.1|SLEB
OG0008638	CCAP1982_LOCUS3053|CAD6994292.1|CCAP	LOC115620386|XP_030369454.1|SLEB
OG0008639	CCAP1982_LOCUS7495|CAD6998948.1|CCAP, CCAP1982_LOCUS9371|CAD7000896.1|CCAP, CCAP1982_LOCUS3397|CAD6994662.1|CCAP	LOC115621159|XP_030370577.1|SLEB
OG0008640	CCAP1982_LOCUS1423|CAD6992575.1|CCAP	LOC115620338|XP_030369395.1|SLEB
OG0008641	CCAP1982_LOCUS1076|CAD6992204.1|CCAP	LOC115621916|XP_030371617.1|SLEB
OG0008642	CCAP1982_LOCUS3079|CAD6994323.1|CCAP	LOC115628984|XP_030381123.1|SLEB
OG0008643	CCAP1982_LOCUS3686|CAD6994953.1|CCAP	LOC115620511|XP_030369634.1|SLEB
OG0008644	CCAP1982_LOCUS1846|CAD6993011.1|CCAP, CCAP1982_LOCUS1845|CAD6993010.1|CCAP	LOC115620934|XP_030370302.1|SLEB
OG0008645	CCAP1982_LOCUS7065|CAD6998468.1|CCAP	LOC115626142|XP_030377264.1|SLEB
OG0008646	CCAP1982_LOCUS7050|CAD6998452.1|CCAP, CCAP1982_LOCUS7051|CAD6998453.1|CCAP	LOC115630807|XP_030383331.1|SLEB
OG0008647	CCAP1982_LOCUS8746|CAD7000256.1|CCAP	LOC115630957|XP_030383391.1|SLEB
OG0008648	CCAP1982_LOCUS8386|CAD6999877.1|CCAP	LOC115631878|XP_030384586.1|SLEB
OG0008649	CCAP1982_LOCUS22995|CAD7015038.1|CCAP, CCAP1982_LOCUS22993|CAD7015036.1|CCAP	LOC115630948|XP_030383418.1|SLEB
OG0008650	CCAP1982_LOCUS22795|CAD7014828.1|CCAP	LOC115624075|XP_030374524.1|SLEB
OG0008651	CCAP1982_LOCUS7105|CAD6998517.1|CCAP	LOC115633025|XP_030386213.1|SLEB
OG0008652	CCAP1982_LOCUS19490|CAD7011390.1|CCAP	LOC115629101|XP_030381285.1|SLEB
OG0008653	CCAP1982_LOCUS19684|CAD7011595.1|CCAP	LOC115634317|XP_030387837.1|SLEB
OG0008654	CCAP1982_LOCUS20501|CAD7012415.1|CCAP	LOC115633830|XP_030387178.1|SLEB
OG0008655	CCAP1982_LOCUS20957|CAD7012858.1|CCAP	LOC115633689|XP_030387006.1|SLEB
OG0008660	CCAP1982_LOCUS12825|CAD7004416.1|CCAP, CCAP1982_LOCUS12826|CAD7004417.1|CCAP, CCAP1982_LOCUS12824|CAD7004414.1|CCAP	LOC115632340|XP_030385304.1|SLEB
OG0008661	CCAP1982_LOCUS14772|CAD7006454.1|CCAP	LOC115622889|XP_030372852.1|SLEB
OG0008662	CCAP1982_LOCUS14653|CAD7006331.1|CCAP, CCAP1982_LOCUS14654|CAD7006332.1|CCAP	LOC115632683|XP_030385779.1|SLEB
OG0008663	CCAP1982_LOCUS14615|CAD7006293.1|CCAP	LOC115620030|XP_030368995.1|SLEB
OG0008664	CCAP1982_LOCUS14399|CAD7006064.1|CCAP	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB
OG0008665	CCAP1982_LOCUS14102|CAD7005754.1|CCAP, CCAP1982_LOCUS14106|CAD7005758.1|CCAP	LOC115622631|XP_030372497.1|SLEB
OG0008666	CCAP1982_LOCUS13516|CAD7005155.1|CCAP, CCAP1982_LOCUS13511|CAD7005150.1|CCAP, CCAP1982_LOCUS13513|CAD7005152.1|CCAP	LOC115624942|XP_030375652.1|SLEB
OG0008667	CCAP1982_LOCUS13449|CAD7005086.1|CCAP, CCAP1982_LOCUS13448|CAD7005085.1|CCAP	LOC115622272|XP_030372034.1|SLEB
OG0008668	CCAP1982_LOCUS2470|CAD6993664.1|CCAP	LOC115628340|XP_030380263.1|SLEB
OG0008669	CCAP1982_LOCUS6213|CAD6997574.1|CCAP, CCAP1982_LOCUS6212|CAD6997573.1|CCAP, CCAP1982_LOCUS6214|CAD6997575.1|CCAP	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB
OG0008686	CCAP1982_LOCUS2227|CAD6993412.1|CCAP	LOC115620630|XP_030369820.1|SLEB
OG0008689	CCAP1982_LOCUS521|CAD6991604.1|CCAP	LOC115624384|XP_030374955.1|SLEB
OG0008690	CCAP1982_LOCUS6225|CAD6997586.1|CCAP	LOC115626393|XP_030377613.1|SLEB
OG0008691	CCAP1982_LOCUS12637|CAD7004218.1|CCAP	LOC115633110|XP_030386355.1|SLEB
OG0008695	CCAP1982_LOCUS8897|CAD7000421.1|CCAP	LOC115626143|XP_030377266.1|SLEB
OG0008697	CCAP1982_LOCUS12730|CAD7004310.1|CCAP	LOC115628427|XP_030380374.1|SLEB
OG0008699	CCAP1982_LOCUS11790|CAD7003330.1|CCAP	LOC115624700|XP_030375376.1|SLEB
OG0008700	CCAP1982_LOCUS639|CAD6991726.1|CCAP	LOC115623934|XP_030374354.1|SLEB
OG0008701	CCAP1982_LOCUS20548|CAD7012468.1|CCAP	LOC115633940|XP_030387318.1|SLEB
OG0008704	CCAP1982_LOCUS6717|CAD6998103.1|CCAP	LOC115631289|XP_030383863.1|SLEB
OG0008705	CCAP1982_LOCUS5541|CAD6996868.1|CCAP	LOC115625931|XP_030377027.1|SLEB
OG0008706	CCAP1982_LOCUS152|CAD6991214.1|CCAP	LOC115620450|XP_030369540.1|SLEB
OG0008709	CCAP1982_LOCUS452|CAD6991534.1|CCAP	LOC115620584|XP_030369749.1|SLEB
OG0008710	CCAP1982_LOCUS2383|CAD6993571.1|CCAP	LOC115620387|XP_030369455.1|SLEB
OG0008711	CCAP1982_LOCUS666|CAD6991757.1|CCAP	LOC115623542|XP_030373785.1|SLEB
OG0008712	CCAP1982_LOCUS22119|CAD7014113.1|CCAP	LOC115634211|XP_030387663.1|SLEB
OG0008715	CCAP1982_LOCUS3692|CAD6994960.1|CCAP	LOC115620817|XP_030370104.1|SLEB
OG0008716	CCAP1982_LOCUS4582|CAD6995881.1|CCAP	LOC115625402|XP_030376300.1|SLEB
OG0008717	CCAP1982_LOCUS10957|CAD7002468.1|CCAP	LOC115632391|XP_030385381.1|SLEB
OG0008718	CCAP1982_LOCUS22609|CAD7014618.1|CCAP	LOC115634161|XP_030387601.1|SLEB
OG0008719	CCAP1982_LOCUS147|CAD6991209.1|CCAP	LOC115620398|XP_030369470.1|SLEB
OG0008723	CCAP1982_LOCUS19903|CAD7011793.1|CCAP	LOC115622219|XP_030371976.1|SLEB
OG0008724	CCAP1982_LOCUS5746|CAD6997094.1|CCAP	LOC115626042|XP_030377153.1|SLEB
OG0008725	CCAP1982_LOCUS22054|CAD7014047.1|CCAP	LOC115634685|XP_030388408.1|SLEB
OG0008726	CCAP1982_LOCUS23099|CAD7015150.1|CCAP, CCAP1982_LOCUS23098|CAD7015149.1|CCAP	LOC115621851|XP_030371526.1|SLEB
OG0008727	CCAP1982_LOCUS3998|CAD6995279.1|CCAP	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB
OG0008728	CCAP1982_LOCUS3859|CAD6995136.1|CCAP	LOC115620780|XP_030370049.1|SLEB
OG0008731	CCAP1982_LOCUS4085|CAD6995366.1|CCAP, CCAP1982_LOCUS4086|CAD6995367.1|CCAP	LOC115621876|XP_030371562.1|SLEB
OG0008732	CCAP1982_LOCUS8792|CAD7000304.1|CCAP	LOC115628542|XP_030380563.1|SLEB
OG0008734	CCAP1982_LOCUS1995|CAD6993171.1|CCAP	LOC115621802|XP_030371443.1|SLEB
OG0008736	CCAP1982_LOCUS21754|CAD7013717.1|CCAP	LOC115633756|XP_030387091.1|SLEB
OG0008738	CCAP1982_LOCUS6139|CAD6997498.1|CCAP	LOC115625671|XP_030376667.1|SLEB
OG0008739	CCAP1982_LOCUS13810|CAD7005450.1|CCAP	LOC115626366|XP_030377583.1|SLEB
OG0008740	CCAP1982_LOCUS20281|CAD7012179.1|CCAP	LOC115630611|XP_030383099.1|SLEB
OG0008741	CCAP1982_LOCUS10476|CAD7001989.1|CCAP	LOC115627190|XP_030378657.1|SLEB
OG0008742	CCAP1982_LOCUS11287|CAD7002817.1|CCAP	LOC115632461|XP_030385477.1|SLEB
OG0008743	CCAP1982_LOCUS22592|CAD7014599.1|CCAP, CCAP1982_LOCUS22587|CAD7014593.1|CCAP	LOC115630495|XP_030382947.1|SLEB
OG0008744	CCAP1982_LOCUS21204|CAD7013132.1|CCAP, CCAP1982_LOCUS21207|CAD7013136.1|CCAP	LOC115634653|XP_030388370.1|SLEB
OG0008746	CCAP1982_LOCUS4934|CAD6996251.1|CCAP	LOC115623370|XP_030373515.1|SLEB
OG0008747	CCAP1982_LOCUS13028|CAD7004633.1|CCAP	LOC115622403|XP_030372193.1|SLEB
OG0008748	CCAP1982_LOCUS8870|CAD7000395.1|CCAP	LOC115631630|XP_030384297.1|SLEB
OG0008750	CCAP1982_LOCUS6281|CAD6997649.1|CCAP	LOC115625682|XP_030376679.1|SLEB
OG0008751	CCAP1982_LOCUS4713|CAD6996007.1|CCAP	LOC115624269|XP_030374755.1|SLEB
OG0008752	CCAP1982_LOCUS4966|CAD6996283.1|CCAP	LOC115623648|XP_030373954.1|SLEB
OG0008756	CCAP1982_LOCUS3007|CAD6994246.1|CCAP	LOC115621932|XP_030371640.1|SLEB
OG0008757	CCAP1982_LOCUS3713|CAD6994982.1|CCAP	LOC115621624|XP_030371180.1|SLEB
OG0008758	CCAP1982_LOCUS8687|CAD7000194.1|CCAP, CCAP1982_LOCUS8685|CAD7000192.1|CCAP, CCAP1982_LOCUS8686|CAD7000193.1|CCAP	LOC115631593|XP_030384254.1|SLEB
OG0008759	CCAP1982_LOCUS8539|CAD7000035.1|CCAP	LOC115631550|XP_030384187.1|SLEB
