Orthogroup	CCAP.longest_only	DSER.longest_only
OG0007356	CCAP1982_LOCUS21381|CAD7013311.1|CCAP	LOC110189002|XP_020814613.1|DSER
OG0007357	CCAP1982_LOCUS4455|CAD6995751.1|CCAP	LOC110191935|XP_020818611.1|DSER
OG0007358	CCAP1982_LOCUS4816|CAD6996121.1|CCAP	LOC110191748|XP_020818343.1|DSER
OG0007360	CCAP1982_LOCUS1890|CAD6993060.1|CCAP	LOC110188092|XP_020813307.1|DSER
OG0007362	CCAP1982_LOCUS5554|CAD6996881.1|CCAP	LOC110181433|XP_020804835.1|DSER
OG0007366	CCAP1982_LOCUS4415|CAD6995708.1|CCAP	LOC110188525|XP_020813927.1|DSER
OG0007367	CCAP1982_LOCUS12741|CAD7004322.1|CCAP	LOC110183611|XP_020807587.1|DSER
OG0007368	CCAP1982_LOCUS584|CAD6991671.1|CCAP	LOC110189593|XP_020815387.1|DSER
OG0007369	CCAP1982_LOCUS4308|CAD6995601.1|CCAP	LOC110188251|XP_020813583.1|DSER
OG0007370	CCAP1982_LOCUS22387|CAD7014393.1|CCAP	LOC110180701|XP_020804043.1|DSER
OG0007371	CCAP1982_LOCUS3268|CAD6994524.1|CCAP	LOC110186852|XP_020811799.1|DSER
OG0007372	CCAP1982_LOCUS246|CAD6991317.1|CCAP	LOC110186920|XP_020811902.1|DSER
OG0007389	CCAP1982_LOCUS6401|CAD6997775.1|CCAP	LOC110185101|XP_020809449.1|DSER
OG0007393	CCAP1982_LOCUS5062|CAD6996385.1|CCAP	LOC110186137|XP_020810845.1|DSER
OG0007396	CCAP1982_LOCUS4566|CAD6995865.1|CCAP	LOC110177273|XP_020799589.1|DSER
OG0007397	CCAP1982_LOCUS6480|CAD6997857.1|CCAP, CCAP1982_LOCUS6479|CAD6997856.1|CCAP	LOC110183307|XP_020807206.1|DSER
OG0007398	CCAP1982_LOCUS20412|CAD7012318.1|CCAP	LOC110180050|XP_020803330.1|DSER
OG0007402	CCAP1982_LOCUS4479|CAD6995775.1|CCAP	LOC110188266|XP_020813614.1|DSER
OG0007403	CCAP1982_LOCUS4486|CAD6995782.1|CCAP	LOC110188613|XP_020814036.1|DSER
OG0007404	CCAP1982_LOCUS4527|CAD6995824.1|CCAP	LOC110188676|XP_020814133.1|DSER
OG0007405	CCAP1982_LOCUS686|CAD6991781.1|CCAP	LOC110186972|XP_020811980.1|DSER
OG0007406	CCAP1982_LOCUS4363|CAD6995656.1|CCAP	LOC110186650|XP_020811574.1|DSER
OG0007407	CCAP1982_LOCUS5431|CAD6996752.1|CCAP, CCAP1982_LOCUS5430|CAD6996751.1|CCAP	LOC110183085|XP_020806933.1|DSER
OG0007408	CCAP1982_LOCUS14593|CAD7006269.1|CCAP	LOC110185285|XP_020809692.1|DSER
OG0007409	CCAP1982_LOCUS7010|CAD6998410.1|CCAP	LOC110179158|XP_020802204.1|DSER
OG0007413	CCAP1982_LOCUS23203|CAD7015255.1|CCAP	LOC110178350|XP_020801137.1|DSER
OG0007419	CCAP1982_LOCUS2364|CAD6993552.1|CCAP, CCAP1982_LOCUS2363|CAD6993551.1|CCAP	LOC110176489|XP_020798522.1|DSER
OG0007420	CCAP1982_LOCUS21572|CAD7013512.1|CCAP	LOC110182258|XP_020805938.1|DSER
OG0007424	CCAP1982_LOCUS13372|CAD7004996.1|CCAP	LOC110189929|XP_020815867.1|DSER
OG0007425	CCAP1982_LOCUS13380|CAD7005005.1|CCAP	LOC110190124|XP_020816104.1|DSER
OG0007429	CCAP1982_LOCUS21051|CAD7012960.1|CCAP	LOC110189511|XP_020815279.1|DSER
OG0007430	CCAP1982_LOCUS12596|CAD7004176.1|CCAP	LOC110178647|XP_020801497.1|DSER
OG0007431	CCAP1982_LOCUS8214|CAD6999686.1|CCAP	LOC110179185|XP_020802256.1|DSER
OG0007432	CCAP1982_LOCUS13753|CAD7005393.1|CCAP	LOC110190423|XP_020816560.1|DSER
OG0007433	CCAP1982_LOCUS14013|CAD7005656.1|CCAP	LOC110184311|XP_020808457.1|DSER
OG0007434	CCAP1982_LOCUS14025|CAD7005670.1|CCAP	LOC110181224|XP_020804575.1|DSER
OG0007436	CCAP1982_LOCUS13811|CAD7005451.1|CCAP	LOC110184669|XP_020808936.1|DSER
OG0007437	CCAP1982_LOCUS11674|CAD7003214.1|CCAP	LOC110176151|XP_020798048.1|DSER
OG0007438	CCAP1982_LOCUS14461|CAD7006129.1|CCAP	LOC110190406|XP_020816530.1|DSER
OG0007441	CCAP1982_LOCUS19618|CAD7011529.1|CCAP	LOC110178297|XP_020801044.1|DSER
OG0007442	CCAP1982_LOCUS20522|CAD7012440.1|CCAP	LOC110189828|XP_020815685.1|DSER
OG0007443	CCAP1982_LOCUS23350|CAD7015407.1|CCAP	LOC110177055|XP_020799232.1|DSER
OG0007444	CCAP1982_LOCUS20645|CAD7012560.1|CCAP	LOC110182620|XP_020806345.1|DSER
OG0007445	CCAP1982_LOCUS20644|CAD7012559.1|CCAP	LOC110182611|XP_020806335.1|DSER
OG0007446	CCAP1982_LOCUS8283|CAD6999760.1|CCAP	LOC110187516|XP_020812570.1|DSER
OG0007447	CCAP1982_LOCUS21118|CAD7013034.1|CCAP	LOC110178120|XP_020800798.1|DSER
OG0007448	CCAP1982_LOCUS20471|CAD7012377.1|CCAP	LOC110189490|XP_020815239.1|DSER
OG0007449	CCAP1982_LOCUS14049|CAD7005697.1|CCAP	LOC110179008|XP_020802007.1|DSER
OG0007450	CCAP1982_LOCUS14048|CAD7005696.1|CCAP	LOC110187416|XP_020812464.1|DSER
OG0007451	CCAP1982_LOCUS14097|CAD7005748.1|CCAP	LOC110189858|XP_020815736.1|DSER
OG0007452	CCAP1982_LOCUS14095|CAD7005744.1|CCAP	LOC110189857|XP_020815734.1|DSER
OG0007453	CCAP1982_LOCUS13360|CAD7004983.1|CCAP	LOC110181276|XP_020804650.1|DSER
OG0007454	CCAP1982_LOCUS14676|CAD7006354.1|CCAP	LOC110179964|XP_020803204.1|DSER
OG0007455	CCAP1982_LOCUS20521|CAD7012439.1|CCAP	LOC110178359|XP_020801154.1|DSER
OG0007457	CCAP1982_LOCUS12756|CAD7004340.1|CCAP	LOC110187040|XP_020812070.1|DSER
OG0007458	CCAP1982_LOCUS5439|CAD6996760.1|CCAP	LOC110191703|XP_020818278.1|DSER
OG0007459	CCAP1982_LOCUS3176|CAD6994425.1|CCAP	LOC110177338|XP_020799682.1|DSER
OG0007460	CCAP1982_LOCUS20640|CAD7012555.1|CCAP	LOC110178794|XP_020801709.1|DSER
OG0007461	CCAP1982_LOCUS13456|CAD7005094.1|CCAP	LOC110178550|XP_020801374.1|DSER
OG0007462	CCAP1982_LOCUS13453|CAD7005090.1|CCAP	LOC110178998|XP_020801987.1|DSER
OG0007463	CCAP1982_LOCUS13451|CAD7005088.1|CCAP	LOC110178997|XP_020801985.1|DSER
OG0007464	CCAP1982_LOCUS13457|CAD7005095.1|CCAP	LOC110178548|XP_020801368.1|DSER
OG0007465	CCAP1982_LOCUS13881|CAD7005521.1|CCAP	LOC110179828|XP_020803093.1|DSER
OG0007466	CCAP1982_LOCUS20263|CAD7012161.1|CCAP	LOC110180260|XP_020803575.1|DSER
OG0007467	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP	LOC110189262|XP_020814935.1|DSER
OG0007468	CCAP1982_LOCUS20279|CAD7012177.1|CCAP	LOC110191571|XP_020818116.1|DSER
OG0007469	CCAP1982_LOCUS14126|CAD7005777.1|CCAP	LOC110191353|XP_020817860.1|DSER
OG0007470	CCAP1982_LOCUS13322|CAD7004943.1|CCAP	LOC110185606|XP_020810210.1|DSER
OG0007471	CCAP1982_LOCUS19913|CAD7011803.1|CCAP	LOC110180452|XP_020803790.1|DSER
OG0007473	CCAP1982_LOCUS14237|CAD7005897.1|CCAP	LOC110184625|XP_020808882.1|DSER
OG0007474	CCAP1982_LOCUS20063|CAD7011952.1|CCAP	LOC110189465|XP_020815202.1|DSER
OG0007475	CCAP1982_LOCUS15011|CAD7006712.1|CCAP	LOC110178767|XP_020801665.1|DSER
OG0007478	CCAP1982_LOCUS5617|CAD6996949.1|CCAP	LOC110183315|XP_020807218.1|DSER
OG0007480	CCAP1982_LOCUS4811|CAD6996116.1|CCAP	LOC110191815|XP_020818434.1|DSER
OG0007481	CCAP1982_LOCUS11111|CAD7002627.1|CCAP	LOC110183653|XP_020807636.1|DSER
OG0007482	CCAP1982_LOCUS8868|CAD7000393.1|CCAP	LOC110177010|XP_020799179.1|DSER
OG0007483	CCAP1982_LOCUS20545|CAD7012465.1|CCAP	LOC110178250|XP_020800961.1|DSER
OG0007487	CCAP1982_LOCUS10387|CAD7001900.1|CCAP	LOC110185405|XP_020809870.1|DSER
OG0007488	CCAP1982_LOCUS14240|CAD7005900.1|CCAP	LOC110184662|XP_020808924.1|DSER
OG0007489	CCAP1982_LOCUS175|CAD6991238.1|CCAP	LOC110191919|XP_020818565.1|DSER
OG0007492	CCAP1982_LOCUS20210|CAD7012111.1|CCAP	LOC110189596|XP_020815386.1|DSER
OG0007494	CCAP1982_LOCUS5739|CAD6997086.1|CCAP	LOC110183336|XP_020807245.1|DSER
OG0007496	CCAP1982_LOCUS13434|CAD7005069.1|CCAP	LOC110189917|XP_020815849.1|DSER
OG0007498	CCAP1982_LOCUS12278|CAD7003847.1|CCAP	LOC110189914|XP_020815846.1|DSER
OG0007499	CCAP1982_LOCUS13350|CAD7004972.1|CCAP	LOC110190432|XP_020816573.1|DSER
OG0007500	CCAP1982_LOCUS13351|CAD7004973.1|CCAP	LOC110190434|XP_020816576.1|DSER
OG0007501	CCAP1982_LOCUS14638|CAD7006316.1|CCAP	LOC110190355|XP_020816420.1|DSER
OG0007502	CCAP1982_LOCUS19404|CAD7011297.1|CCAP	LOC110189407|XP_020815122.1|DSER
OG0007503	CCAP1982_LOCUS20514|CAD7012431.1|CCAP	LOC110179148|XP_020802195.1|DSER
OG0007505	CCAP1982_LOCUS14226|CAD7005884.1|CCAP	LOC110176139|XP_020798034.1|DSER
OG0007507	CCAP1982_LOCUS8510|CAD7000004.1|CCAP	LOC110187290|XP_020812338.1|DSER
OG0007508	CCAP1982_LOCUS8172|CAD6999638.1|CCAP	LOC110182261|XP_020805937.1|DSER
OG0007509	CCAP1982_LOCUS5697|CAD6997039.1|CCAP	LOC110185068|XP_020809407.1|DSER
OG0007510	CCAP1982_LOCUS19758|CAD7011673.1|CCAP	LOC110178241|XP_020800950.1|DSER
OG0007511	CCAP1982_LOCUS6512|CAD6997893.1|CCAP	LOC110185892|XP_020810562.1|DSER
OG0007512	CCAP1982_LOCUS5564|CAD6996891.1|CCAP	LOC110188706|XP_020814171.1|DSER
OG0007513	CCAP1982_LOCUS7496|CAD6998949.1|CCAP	LOC110187557|XP_020812605.1|DSER
OG0007514	CCAP1982_LOCUS14922|CAD7006614.1|CCAP	LOC110177582|XP_020800022.1|DSER
OG0007515	CCAP1982_LOCUS7417|CAD6998870.1|CCAP	LOC110181187|XP_020804523.1|DSER
OG0007516	CCAP1982_LOCUS8596|CAD7000098.1|CCAP	LOC110187407|XP_020812454.1|DSER
OG0007517	CCAP1982_LOCUS14254|CAD7005915.1|CCAP	LOC110184624|XP_020808881.1|DSER
OG0007518	CCAP1982_LOCUS19471|CAD7011369.1|CCAP	LOC110176515|XP_020798554.1|DSER
OG0007519	CCAP1982_LOCUS20370|CAD7012274.1|CCAP	LOC110179220|XP_020802314.1|DSER
OG0007523	CCAP1982_LOCUS20857|CAD7012753.1|CCAP	LOC110177988|XP_020800645.1|DSER
OG0007524	CCAP1982_LOCUS7012|CAD6998412.1|CCAP	LOC110179159|XP_020802207.1|DSER
OG0007525	CCAP1982_LOCUS5816|CAD6997174.1|CCAP	LOC110186012|XP_020810707.1|DSER
OG0007526	CCAP1982_LOCUS4929|CAD6996246.1|CCAP	LOC110191722|XP_020818299.1|DSER
OG0007527	CCAP1982_LOCUS12805|CAD7004395.1|CCAP	LOC110178598|XP_020801442.1|DSER
OG0007528	CCAP1982_LOCUS19840|CAD7011726.1|CCAP	LOC110189310|XP_020815010.1|DSER
OG0007529	CCAP1982_LOCUS21087|CAD7012996.1|CCAP	LOC110180133|XP_020803440.1|DSER
OG0007531	CCAP1982_LOCUS20805|CAD7012698.1|CCAP	LOC110189727|XP_020815577.1|DSER
OG0007532	CCAP1982_LOCUS19762|CAD7011677.1|CCAP	LOC110180014|XP_020803272.1|DSER
OG0007533	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP	LOC110190427|XP_020816565.1|DSER
OG0007534	CCAP1982_LOCUS11682|CAD7003221.1|CCAP	LOC110189943|XP_020815889.1|DSER
OG0007535	CCAP1982_LOCUS13588|CAD7005228.1|CCAP	LOC110191251|XP_020817691.1|DSER
OG0007536	CCAP1982_LOCUS5088|CAD6996415.1|CCAP	LOC110188273|XP_020813623.1|DSER
OG0007537	CCAP1982_LOCUS13581|CAD7005221.1|CCAP	LOC110190897|XP_020817215.1|DSER
OG0007538	CCAP1982_LOCUS13577|CAD7005217.1|CCAP	LOC110191040|XP_020817419.1|DSER
OG0007539	CCAP1982_LOCUS7627|CAD6999081.1|CCAP	LOC110187486|XP_020812536.1|DSER
OG0007540	CCAP1982_LOCUS2246|CAD6993431.1|CCAP	LOC110188095|XP_020813313.1|DSER
OG0007541	CCAP1982_LOCUS19874|CAD7011762.1|CCAP	LOC110189582|XP_020815374.1|DSER
OG0007542	CCAP1982_LOCUS19378|CAD7011270.1|CCAP	LOC110177725|XP_020800229.1|DSER
OG0007543	CCAP1982_LOCUS10549|CAD7002061.1|CCAP	LOC110185395|XP_020809834.1|DSER
OG0007544	CCAP1982_LOCUS14155|CAD7005809.1|CCAP	LOC110178996|XP_020801980.1|DSER
OG0007546	CCAP1982_LOCUS432|CAD6991513.1|CCAP	LOC110186213|XP_020810935.1|DSER
OG0007548	CCAP1982_LOCUS12766|CAD7004350.1|CCAP	LOC110178738|XP_020801623.1|DSER
OG0007549	CCAP1982_LOCUS11797|CAD7003337.1|CCAP	LOC110190147|XP_020816135.1|DSER
OG0007550	CCAP1982_LOCUS13435|CAD7005070.1|CCAP	LOC110190193|XP_020816202.1|DSER
OG0007551	CCAP1982_LOCUS7124|CAD6998537.1|CCAP	LOC110182927|XP_020806760.1|DSER
OG0007552	CCAP1982_LOCUS6880|CAD6998271.1|CCAP	LOC110176828|XP_020798938.1|DSER
OG0007553	CCAP1982_LOCUS7357|CAD6998808.1|CCAP	LOC110187245|XP_020812301.1|DSER
OG0007554	CCAP1982_LOCUS14423|CAD7006091.1|CCAP	LOC110190554|XP_020816768.1|DSER
OG0007555	CCAP1982_LOCUS20383|CAD7012287.1|CCAP	LOC110179169|XP_020802231.1|DSER
OG0007556	CCAP1982_LOCUS19480|CAD7011379.1|CCAP	LOC110176829|XP_020798942.1|DSER
OG0007557	CCAP1982_LOCUS19482|CAD7011381.1|CCAP	LOC110187977|XP_020813195.1|DSER
OG0007558	CCAP1982_LOCUS20456|CAD7012362.1|CCAP	LOC110178484|XP_020801285.1|DSER
OG0007559	CCAP1982_LOCUS6873|CAD6998264.1|CCAP	LOC110183890|XP_020807894.1|DSER
OG0007560	CCAP1982_LOCUS13687|CAD7005327.1|CCAP	LOC110184637|XP_020808894.1|DSER
OG0007562	CCAP1982_LOCUS13499|CAD7005137.1|CCAP	LOC110179013|XP_020802013.1|DSER
OG0007563	CCAP1982_LOCUS14195|CAD7005852.1|CCAP	LOC110178959|XP_020801921.1|DSER
OG0007564	CCAP1982_LOCUS14390|CAD7006055.1|CCAP	LOC110191196|XP_020817624.1|DSER
OG0007565	CCAP1982_LOCUS3495|CAD6994763.1|CCAP	LOC110189031|XP_020814655.1|DSER
OG0007566	CCAP1982_LOCUS20228|CAD7012130.1|CCAP	LOC110190937|XP_020817268.1|DSER
OG0007567	CCAP1982_LOCUS3798|CAD6995075.1|CCAP	LOC110187001|XP_020812020.1|DSER
OG0007568	CCAP1982_LOCUS19435|CAD7011330.1|CCAP	LOC110189770|XP_020815649.1|DSER
OG0007569	CCAP1982_LOCUS19429|CAD7011324.1|CCAP	LOC110177546|XP_020799977.1|DSER
OG0007570	CCAP1982_LOCUS19431|CAD7011326.1|CCAP	LOC110189769|XP_020815646.1|DSER
OG0007571	CCAP1982_LOCUS19436|CAD7011331.1|CCAP	LOC110189547|XP_020815337.1|DSER
OG0007572	CCAP1982_LOCUS21156|CAD7013079.1|CCAP	LOC110187413|XP_020812460.1|DSER
OG0007573	CCAP1982_LOCUS20390|CAD7012294.1|CCAP	LOC110178266|XP_020800990.1|DSER
OG0007574	CCAP1982_LOCUS21235|CAD7013164.1|CCAP	LOC110177219|XP_020799500.1|DSER
OG0007575	CCAP1982_LOCUS20488|CAD7012400.1|CCAP	LOC110178300|XP_020801048.1|DSER
OG0007578	CCAP1982_LOCUS8258|CAD6999732.1|CCAP	LOC110181177|XP_020804512.1|DSER
OG0007579	CCAP1982_LOCUS19990|CAD7011878.1|CCAP	LOC110178895|XP_020801833.1|DSER
OG0007580	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP	LOC110176299|XP_020798278.1|DSER
OG0007581	CCAP1982_LOCUS7886|CAD6999359.1|CCAP	LOC110184864|XP_020809168.1|DSER
OG0007582	CCAP1982_LOCUS19671|CAD7011582.1|CCAP	LOC110186975|XP_020811983.1|DSER
OG0007583	CCAP1982_LOCUS20397|CAD7012301.1|CCAP	LOC110177778|XP_020800305.1|DSER
OG0007586	CCAP1982_LOCUS7857|CAD6999330.1|CCAP	LOC110185570|XP_020810154.1|DSER
OG0007588	CCAP1982_LOCUS6494|CAD6997875.1|CCAP	LOC110188777|XP_020814280.1|DSER
OG0007590	CCAP1982_LOCUS13797|CAD7005437.1|CCAP	LOC110176246|XP_020798208.1|DSER
OG0007591	CCAP1982_LOCUS20692|CAD7012608.1|CCAP	LOC110191854|XP_020818494.1|DSER
OG0007592	CCAP1982_LOCUS23135|CAD7015184.1|CCAP	LOC110175979|XP_020797839.1|DSER
OG0007594	CCAP1982_LOCUS20687|CAD7012602.1|CCAP	LOC110176496|XP_020798531.1|DSER
OG0007595	CCAP1982_LOCUS20149|CAD7012047.1|CCAP	LOC110176549|XP_020798602.1|DSER
OG0007596	CCAP1982_LOCUS14908|CAD7006597.1|CCAP	LOC110190625|XP_020816878.1|DSER
OG0007597	CCAP1982_LOCUS14324|CAD7005988.1|CCAP	LOC110185226|XP_020809615.1|DSER
OG0007598	CCAP1982_LOCUS20657|CAD7012572.1|CCAP	LOC110178363|XP_020801157.1|DSER
OG0007599	CCAP1982_LOCUS14332|CAD7005996.1|CCAP	LOC110191229|XP_020817658.1|DSER
OG0007600	CCAP1982_LOCUS14329|CAD7005993.1|CCAP	LOC110190208|XP_020816222.1|DSER
OG0007601	CCAP1982_LOCUS13408|CAD7005037.1|CCAP	LOC110176201|XP_020798121.1|DSER
OG0007602	CCAP1982_LOCUS13550|CAD7005190.1|CCAP	LOC110177507|XP_020799920.1|DSER
OG0007603	CCAP1982_LOCUS13547|CAD7005187.1|CCAP	LOC110177525|XP_020799941.1|DSER
OG0007604	CCAP1982_LOCUS12145|CAD7003708.1|CCAP	LOC110178829|XP_020801754.1|DSER
OG0007605	CCAP1982_LOCUS13694|CAD7005334.1|CCAP	LOC110190335|XP_020816390.1|DSER
OG0007606	CCAP1982_LOCUS13996|CAD7005638.1|CCAP	LOC110179005|XP_020801998.1|DSER
OG0007607	CCAP1982_LOCUS3980|CAD6995259.1|CCAP	LOC110176497|XP_020798528.1|DSER
OG0007608	CCAP1982_LOCUS13805|CAD7005445.1|CCAP	LOC110176713|XP_020798812.1|DSER
OG0007611	CCAP1982_LOCUS9402|CAD7000927.1|CCAP	LOC110185466|XP_020809967.1|DSER
OG0007612	CCAP1982_LOCUS20352|CAD7012256.1|CCAP	LOC110176991|XP_020799162.1|DSER
OG0007613	CCAP1982_LOCUS19720|CAD7011631.1|CCAP	LOC110179233|XP_020802345.1|DSER
OG0007614	CCAP1982_LOCUS12603|CAD7004184.1|CCAP	LOC110182760|XP_020806530.1|DSER
OG0007615	CCAP1982_LOCUS3769|CAD6995039.1|CCAP	LOC110190632|XP_020816886.1|DSER
OG0007616	CCAP1982_LOCUS3797|CAD6995074.1|CCAP	LOC110190872|XP_020817183.1|DSER
OG0007617	CCAP1982_LOCUS14314|CAD7005976.1|CCAP	LOC110189872|XP_020815772.1|DSER
OG0007618	CCAP1982_LOCUS14497|CAD7006170.1|CCAP	LOC110190327|XP_020816381.1|DSER
OG0007619	CCAP1982_LOCUS14496|CAD7006169.1|CCAP	LOC110189913|XP_020815844.1|DSER
OG0007620	CCAP1982_LOCUS14166|CAD7005820.1|CCAP	LOC110191298|XP_020817766.1|DSER
OG0007621	CCAP1982_LOCUS22947|CAD7014989.1|CCAP	LOC110176269|XP_020798247.1|DSER
OG0007622	CCAP1982_LOCUS13416|CAD7005045.1|CCAP	LOC110178969|XP_020801933.1|DSER
OG0007623	CCAP1982_LOCUS13949|CAD7005590.1|CCAP	LOC110178576|XP_020801407.1|DSER
OG0007624	CCAP1982_LOCUS14262|CAD7005924.1|CCAP	LOC110176726|XP_020798827.1|DSER
OG0007625	CCAP1982_LOCUS13677|CAD7005316.1|CCAP	LOC110181222|XP_020804571.1|DSER
OG0007626	CCAP1982_LOCUS14397|CAD7006062.1|CCAP	LOC110188898|XP_020814478.1|DSER
OG0007627	CCAP1982_LOCUS14398|CAD7006063.1|CCAP	LOC110177541|XP_020799969.1|DSER
OG0007628	CCAP1982_LOCUS10081|CAD7001587.1|CCAP	LOC110185449|XP_020809941.1|DSER
OG0007629	CCAP1982_LOCUS10815|CAD7002325.1|CCAP	LOC110190789|XP_020817086.1|DSER
OG0007630	CCAP1982_LOCUS4525|CAD6995822.1|CCAP	LOC110188432|XP_020813817.1|DSER
OG0007631	CCAP1982_LOCUS2707|CAD6993916.1|CCAP	LOC110177314|XP_020799645.1|DSER
OG0007632	CCAP1982_LOCUS11130|CAD7002647.1|CCAP	LOC110178828|XP_020801753.1|DSER
OG0007633	CCAP1982_LOCUS8796|CAD7000310.1|CCAP	LOC110187520|XP_020812574.1|DSER
OG0007634	CCAP1982_LOCUS1668|CAD6992831.1|CCAP	LOC110191280|XP_020817736.1|DSER
OG0007635	CCAP1982_LOCUS10959|CAD7002470.1|CCAP	LOC110185656|XP_020810274.1|DSER
OG0007637	CCAP1982_LOCUS5885|CAD6997252.1|CCAP	LOC110188796|XP_020814313.1|DSER
OG0007638	CCAP1982_LOCUS21753|CAD7013716.1|CCAP	LOC110182176|XP_020805835.1|DSER
OG0007639	CCAP1982_LOCUS599|CAD6991686.1|CCAP	LOC110177113|XP_020799316.1|DSER, LOC110180111|XP_020803405.1|DSER
OG0007640	CCAP1982_LOCUS21568|CAD7013509.1|CCAP	LOC110178348|XP_020801125.1|DSER
OG0007642	CCAP1982_LOCUS19674|CAD7011585.1|CCAP	LOC110189768|XP_020815645.1|DSER
OG0007643	CCAP1982_LOCUS4813|CAD6996118.1|CCAP	LOC110191743|XP_020818334.1|DSER
OG0007644	CCAP1982_LOCUS156|CAD6991218.1|CCAP	LOC110186798|XP_020811737.1|DSER
OG0007645	CCAP1982_LOCUS5035|CAD6996357.1|CCAP	LOC110191880|XP_020818523.1|DSER, LOC110191883|XP_020818526.1|DSER
OG0007646	CCAP1982_LOCUS6628|CAD6998011.1|CCAP	LOC110183989|XP_020808006.1|DSER
OG0007647	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP	LOC110181336|XP_020804714.1|DSER, LOC110178701|XP_020801560.1|DSER
OG0007648	CCAP1982_LOCUS21866|CAD7013847.1|CCAP	LOC110178679|XP_020801543.1|DSER
OG0007649	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP	LOC110190673|XP_020816937.1|DSER
OG0007650	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP	LOC110181721|XP_020805240.1|DSER
OG0007651	CCAP1982_LOCUS12221|CAD7003785.1|CCAP	LOC110180343|XP_020803664.1|DSER
OG0007652	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP	LOC110189668|XP_020815484.1|DSER
OG0007653	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP	LOC110176717|XP_020798817.1|DSER
OG0007664	CCAP1982_LOCUS1443|CAD6992594.1|CCAP	LOC110186784|XP_020811717.1|DSER
OG0007668	CCAP1982_LOCUS19885|CAD7011773.1|CCAP	LOC110183827|XP_020807839.1|DSER
OG0007673	CCAP1982_LOCUS3400|CAD6994666.1|CCAP	LOC110186889|XP_020811848.1|DSER
OG0007680	CCAP1982_LOCUS6389|CAD6997759.1|CCAP	LOC110185686|XP_020810313.1|DSER
OG0007681	CCAP1982_LOCUS20806|CAD7012699.1|CCAP	LOC110188134|XP_020813381.1|DSER
OG0007688	CCAP1982_LOCUS2680|CAD6993886.1|CCAP	LOC110191426|XP_020817944.1|DSER
OG0007704	CCAP1982_LOCUS3314|CAD6994576.1|CCAP	LOC110186829|XP_020811779.1|DSER
OG0007717	CCAP1982_LOCUS3328|CAD6994589.1|CCAP	LOC110186414|XP_020811249.1|DSER
OG0007737	CCAP1982_LOCUS1041|CAD6992165.1|CCAP	LOC110177240|XP_020799535.1|DSER
OG0007738	CCAP1982_LOCUS2234|CAD6993419.1|CCAP	LOC110191442|XP_020817963.1|DSER
OG0007743	CCAP1982_LOCUS2502|CAD6993696.1|CCAP	LOC110186317|XP_020811112.1|DSER
OG0007745	CCAP1982_LOCUS2113|CAD6993299.1|CCAP	LOC110187642|XP_020812710.1|DSER
OG0007750	CCAP1982_LOCUS1760|CAD6992927.1|CCAP	LOC110186370|XP_020811180.1|DSER
OG0007758	CCAP1982_LOCUS5563|CAD6996889.1|CCAP	LOC110185040|XP_020809351.1|DSER
OG0007759	CCAP1982_LOCUS1122|CAD6992252.1|CCAP	LOC110182185|XP_020805847.1|DSER, LOC110186421|XP_020811260.1|DSER
OG0007766	CCAP1982_LOCUS2350|CAD6993538.1|CCAP	LOC110183967|XP_020807985.1|DSER
OG0007773	CCAP1982_LOCUS5389|CAD6996705.1|CCAP	LOC110185741|XP_020810391.1|DSER
OG0007777	CCAP1982_LOCUS22259|CAD7014256.1|CCAP	LOC110175929|XP_020797767.1|DSER
OG0007779	CCAP1982_LOCUS14828|CAD7006514.1|CCAP	LOC110190484|XP_020816655.1|DSER
OG0007784	CCAP1982_LOCUS1991|CAD6993166.1|CCAP	LOC110176456|XP_020798467.1|DSER
OG0007786	CCAP1982_LOCUS6878|CAD6998269.1|CCAP	LOC110178131|XP_020800815.1|DSER
OG0007787	CCAP1982_LOCUS1999|CAD6993177.1|CCAP	LOC110176447|XP_020798455.1|DSER
OG0007788	CCAP1982_LOCUS3254|CAD6994510.1|CCAP	LOC110188335|XP_020813702.1|DSER
OG0007789	CCAP1982_LOCUS2408|CAD6993598.1|CCAP	LOC110177264|XP_020799574.1|DSER
OG0007790	CCAP1982_LOCUS1486|CAD6992640.1|CCAP	LOC110177399|XP_020799763.1|DSER
OG0007791	CCAP1982_LOCUS1483|CAD6992635.1|CCAP	LOC110181942|XP_020805538.1|DSER, LOC110177286|XP_020799601.1|DSER
