Orthogroup	AALB.longest_only	DELE.longest_only
OG0007630	LOC118465939|XP_035790551.1|AALB	LOC108135749|XP_017112072.1|DELE
OG0007631	LOC118460683|XP_035781074.1|AALB	LOC108140761|XP_017119236.1|DELE
OG0007632	LOC118468349|XP_035795002.1|AALB	LOC108146093|XP_017127410.1|DELE
OG0007633	LOC118457152|XP_035774370.1|AALB	LOC108149396|XP_017132419.1|DELE
OG0007634	LOC118468401|XP_035795058.1|AALB	LOC108148779|XP_017131479.1|DELE
OG0007635	LOC118461204|XP_035782149.1|AALB	LOC108149480|XP_017132585.1|DELE
OG0007636	LOC118466863|XP_035792592.1|AALB	LOC108145740|XP_017126792.1|DELE
OG0007637	LOC118464130|XP_035787118.1|AALB	LOC108134744|XP_017110672.1|DELE
OG0007638	LOC118464530|XP_035787859.1|AALB	LOC108150391|XP_017134022.1|DELE
OG0007639	LOC118463263|XP_035785627.1|AALB	LOC108134868|XP_017110846.1|DELE
OG0007665	LOC118459890|XP_035779587.1|AALB	LOC108135922|XP_017112354.1|DELE
OG0007666	LOC118459902|XP_035779621.1|AALB	LOC108135942|XP_017112380.1|DELE
OG0007667	LOC118463704|XP_035786392.1|AALB	LOC108140925|XP_017119478.1|DELE
OG0007668	LOC118466605|XP_035792106.1|AALB	LOC108149257|XP_017132189.1|DELE
OG0007669	LOC118462035|XP_035783906.1|AALB	LOC108140893|XP_017119420.1|DELE
OG0007670	LOC118462026|XP_035783894.1|AALB	LOC108140892|XP_017119418.1|DELE
OG0007671	LOC118463623|XP_035786214.1|AALB	LOC108136553|XP_017113348.1|DELE
OG0007672	LOC118463063|XP_035785215.1|AALB	LOC108138440|XP_017116130.1|DELE
OG0007673	LOC118467038|XP_035792920.1|AALB	LOC108148943|XP_017131765.1|DELE
OG0007674	LOC118456371|XP_035772948.1|AALB	LOC108138528|XP_017116278.1|DELE
OG0007675	LOC118463206|XP_035785583.1|AALB	LOC108138540|XP_017116299.1|DELE
OG0007676	LOC118462076|XP_035783977.1|AALB	LOC108136476|XP_017113168.1|DELE
OG0007677	LOC118466216|XP_035791132.1|AALB	LOC108137587|XP_017114807.1|DELE
OG0007679	LOC118464627|XP_035787968.1|AALB	LOC108141613|XP_017120567.1|DELE
OG0007680	LOC118457096|XP_035774280.1|AALB	LOC108147993|XP_017130297.1|DELE
OG0007682	LOC118458641|XP_035777226.1|AALB	LOC108138465|XP_017116162.1|DELE
OG0007683	LOC118461566|XP_035782935.1|AALB	LOC108134866|XP_017110844.1|DELE
OG0007684	LOC118462940|XP_035784971.1|AALB	LOC108138597|XP_017116376.1|DELE
OG0007685	LOC118463151|XP_035785430.1|AALB	LOC108134852|XP_017110808.1|DELE
OG0007686	LOC118457697|XP_035775367.1|AALB	LOC108145564|XP_017126558.1|DELE
OG0007687	LOC118461954|XP_035783747.1|AALB	LOC108137135|XP_017114177.1|DELE
OG0007688	LOC118458033|XP_035776045.1|AALB	LOC108136694|XP_017113507.1|DELE
OG0007689	LOC118460147|XP_035780137.1|AALB	LOC108144644|XP_017125179.1|DELE
OG0007690	LOC118466351|XP_035791381.1|AALB	LOC108137120|XP_017114137.1|DELE
OG0007691	LOC118458658|XP_035777246.1|AALB	LOC108148878|XP_017131668.1|DELE
OG0007692	LOC118465101|XP_035788960.1|AALB	LOC108148181|XP_017130572.1|DELE
OG0007693	LOC118464479|XP_035787792.1|AALB	LOC108134922|XP_017110926.1|DELE
OG0007694	LOC118458932|XP_035777800.1|AALB	LOC108136155|XP_017112639.1|DELE
OG0007695	LOC118456341|XP_035772891.1|AALB	LOC108141422|XP_017120300.1|DELE
OG0007696	LOC118461964|XP_035783767.1|AALB	LOC108137420|XP_017114572.1|DELE
OG0007697	LOC118459082|XP_035778034.1|AALB	LOC108146125|XP_017127459.1|DELE
OG0007698	LOC118459598|XP_035779035.1|AALB	LOC108150009|XP_017133449.1|DELE
OG0007699	LOC118460060|XP_035779949.1|AALB	LOC108138593|XP_017116373.1|DELE
OG0007700	LOC118460510|XP_035780771.1|AALB	LOC108136261|XP_017112806.1|DELE
OG0007701	LOC118461497|XP_035782817.1|AALB	LOC108149868|XP_017133239.1|DELE
OG0007702	LOC118457139|XP_035774387.1|AALB	LOC108136324|XP_017112915.1|DELE
OG0007703	LOC118459807|XP_035779441.1|AALB	LOC108137183|XP_017114255.1|DELE
OG0007704	LOC118468869|XP_035796048.1|AALB	LOC108142902|XP_017122478.1|DELE
OG0007705	LOC118460330|XP_035780441.1|AALB	LOC108136546|XP_017113334.1|DELE
OG0007706	LOC118459584|XP_035779008.1|AALB	LOC108136544|XP_017113331.1|DELE
OG0007707	LOC118468659|XP_035795588.1|AALB	LOC108135418|XP_017111619.1|DELE
OG0007708	LOC118464777|XP_035788299.1|AALB	LOC108137623|XP_017114883.1|DELE
OG0007709	LOC118466036|XP_035790764.1|AALB	LOC108147731|XP_017129948.1|DELE
OG0007710	LOC118461656|XP_035783166.1|AALB	LOC108145565|XP_017126560.1|DELE
OG0007711	LOC118468416|XP_035795075.1|AALB	LOC108150025|XP_017133474.1|DELE
OG0007712	LOC118465197|XP_035789068.1|AALB	LOC108137139|XP_017114188.1|DELE
OG0007713	LOC118461271|XP_035782311.1|AALB	LOC108147618|XP_017129743.1|DELE
OG0007714	LOC118465614|XP_035789888.1|AALB	LOC108144303|XP_017124487.1|DELE
OG0007715	LOC118461523|XP_035782851.1|AALB	LOC108144397|XP_017124670.1|DELE
OG0007716	LOC118456153|XP_035772565.1|AALB	LOC108137630|XP_017114905.1|DELE
OG0007717	LOC118458754|XP_035777442.1|AALB	LOC108142952|XP_017122581.1|DELE
OG0007718	LOC118463383|XP_035785817.1|AALB	LOC108140930|XP_017119483.1|DELE
OG0007719	LOC118456402|XP_035773001.1|AALB	LOC108136276|XP_017112833.1|DELE
OG0007720	LOC118459694|XP_035779232.1|AALB	LOC108136313|XP_017112900.1|DELE
OG0007721	LOC118460673|XP_035781089.1|AALB	LOC108137304|XP_017114413.1|DELE
OG0007722	LOC118468565|XP_035795375.1|AALB	LOC108137244|XP_017114315.1|DELE
OG0007723	LOC118456571|XP_035773342.1|AALB	LOC108137326|XP_017114446.1|DELE
OG0007724	LOC118456483|XP_035773197.1|AALB	LOC108137855|XP_017115272.1|DELE
OG0007725	LOC118459301|XP_035778446.1|AALB	LOC108136581|XP_017113382.1|DELE
OG0007726	LOC118467056|XP_035792998.1|AALB	LOC108137604|XP_017114868.1|DELE
OG0007727	LOC118459861|XP_035779529.1|AALB	LOC108136348|XP_017112944.1|DELE
OG0007728	LOC118466157|XP_035791067.1|AALB	LOC108141040|XP_017119662.1|DELE
OG0007729	LOC118462784|XP_035784669.1|AALB	LOC108137743|XP_017115132.1|DELE
OG0007731	LOC118456287|XP_035772798.1|AALB	LOC108142202|XP_017121378.1|DELE
OG0007733	LOC118461642|XP_035783111.1|AALB	LOC108136577|XP_017113376.1|DELE
OG0007734	LOC118465766|XP_035790178.1|AALB	LOC108147640|XP_017129784.1|DELE
OG0007735	LOC118460684|XP_035781079.1|AALB	LOC108138525|XP_017116275.1|DELE
OG0007736	LOC118458075|XP_035776128.1|AALB	LOC108150401|XP_017134048.1|DELE
OG0007737	LOC118464411|XP_035787665.1|AALB	LOC108140575|XP_017118937.1|DELE
OG0007738	LOC118466333|XP_035791349.1|AALB	LOC108148807|XP_017131524.1|DELE
OG0007741	LOC118460967|XP_035781670.1|AALB	LOC108148135|XP_017130475.1|DELE
OG0007742	LOC118456365|XP_035772933.1|AALB	LOC108141607|XP_017120550.1|DELE
OG0007743	LOC118459847|XP_035779511.1|AALB	LOC108148631|XP_017131230.1|DELE
OG0007744	LOC118466209|XP_035791123.1|AALB	LOC108138113|XP_017115627.1|DELE
OG0007745	LOC118461267|XP_035782293.1|AALB	LOC108136846|XP_017113757.1|DELE
OG0007746	LOC118460595|XP_035780919.1|AALB	LOC108144027|XP_017124147.1|DELE
OG0007747	LOC118460552|XP_035780843.1|AALB	LOC108136217|XP_017112725.1|DELE
OG0007749	LOC118466762|XP_035792369.1|AALB	LOC108136223|XP_017112733.1|DELE
OG0007751	LOC118462901|XP_035784892.1|AALB	LOC108137858|XP_017115277.1|DELE
OG0007753	LOC118457856|XP_035775641.1|AALB	LOC108137413|XP_017114561.1|DELE
OG0007754	LOC118468805|XP_035795909.1|AALB	LOC108142798|XP_017122341.1|DELE
OG0007755	LOC118460763|XP_035781256.1|AALB	LOC108142263|XP_017121473.1|DELE
OG0007756	LOC118464326|XP_035787532.1|AALB	LOC108141109|XP_017119815.1|DELE
OG0007758	LOC118456894|XP_035773908.1|AALB	LOC108135262|XP_017111420.1|DELE
OG0007760	LOC118460774|XP_035781275.1|AALB	LOC108137742|XP_017115131.1|DELE
OG0007761	LOC118466394|XP_035791584.1|AALB	LOC108144558|XP_017125029.1|DELE
OG0007762	LOC118458786|XP_035777527.1|AALB	LOC108144784|XP_017125388.1|DELE
OG0007763	LOC118457131|XP_035774342.1|AALB	LOC108137852|XP_017115270.1|DELE
OG0007764	LOC118457304|XP_035774687.1|AALB	LOC108136472|XP_017113161.1|DELE
OG0007765	LOC118459063|XP_035777995.1|AALB	LOC108136473|XP_017113162.1|DELE
OG0007767	LOC118464693|XP_035788111.1|AALB	LOC108145270|XP_017126039.1|DELE
OG0007768	LOC118465585|XP_035789849.1|AALB	LOC108137590|XP_017114811.1|DELE
OG0007769	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB	LOC108134947|XP_017110961.1|DELE
OG0007770	LOC118460429|XP_035780613.1|AALB	LOC108139059|XP_017117169.1|DELE
OG0007771	LOC118462664|XP_035784453.1|AALB	LOC108138979|XP_017117052.1|DELE
OG0007772	LOC118466974|XP_035792779.1|AALB	LOC108136289|XP_017112864.1|DELE
OG0007773	LOC118460446|XP_035780651.1|AALB	LOC108148289|XP_017130750.1|DELE
OG0007774	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB	LOC108142864|XP_017122426.1|DELE
OG0007775	LOC118464866|XP_035788481.1|AALB	LOC108147733|XP_017129951.1|DELE
OG0007776	LOC118458526|XP_035777000.1|AALB	LOC108136599|XP_017113404.1|DELE
OG0007777	LOC118468445|XP_035795112.1|AALB	LOC108138543|XP_017116301.1|DELE
OG0007778	LOC118468395|XP_035795051.1|AALB	LOC108147616|XP_017129741.1|DELE
OG0007779	LOC118465472|XP_035789664.1|AALB	LOC108146414|XP_017127906.1|DELE
OG0007780	LOC118465513|XP_035789728.1|AALB	LOC108141308|XP_017120066.1|DELE
OG0007781	LOC118459370|XP_035778564.1|AALB	LOC108148152|XP_017130534.1|DELE
OG0007782	LOC118459432|XP_035778674.1|AALB	LOC108136611|XP_017113419.1|DELE
OG0007783	LOC118458025|XP_035776024.1|AALB	LOC108140978|XP_017119540.1|DELE
OG0007784	LOC118467381|XP_035793754.1|AALB	LOC108141120|XP_017119823.1|DELE
OG0007785	LOC118460838|XP_035781413.1|AALB	LOC108135434|XP_017111662.1|DELE
OG0007786	LOC118460134|XP_035780091.1|AALB	LOC108137830|XP_017115244.1|DELE
OG0007787	LOC118457809|XP_035775556.1|AALB	LOC108148990|XP_017131820.1|DELE
OG0007788	LOC118468319|XP_035794957.1|AALB	LOC108148815|XP_017131555.1|DELE
OG0007790	LOC118460940|XP_035781597.1|AALB	LOC108147172|XP_017128994.1|DELE
OG0007792	LOC118460537|XP_035780817.1|AALB	LOC108147693|XP_017129896.1|DELE
OG0007793	LOC118460081|XP_035779988.1|AALB	LOC108134658|XP_017110543.1|DELE
OG0007794	LOC118460665|XP_035781028.1|AALB	LOC108134871|XP_017110850.1|DELE
OG0007795	LOC118458115|XP_035776182.1|AALB	LOC108137593|XP_017114813.1|DELE
OG0007796	LOC118459039|XP_035777952.1|AALB	LOC108143911|XP_017123978.1|DELE
OG0007797	LOC118457292|XP_035774647.1|AALB	LOC108148656|XP_017131275.1|DELE
OG0007798	LOC118457294|XP_035774652.1|AALB	LOC108148657|XP_017131276.1|DELE
OG0007799	LOC118457830|XP_035775598.1|AALB	LOC108149016|XP_017131851.1|DELE
OG0007800	LOC118462038|XP_035783905.1|AALB	LOC108148999|XP_017131831.1|DELE
OG0007802	LOC118461388|XP_035782542.1|AALB	LOC108143062|XP_017122765.1|DELE
OG0007803	LOC118461597|XP_035782994.1|AALB	LOC108135730|XP_017112053.1|DELE
OG0007804	LOC118460901|XP_035781537.1|AALB	LOC108142487|XP_017121862.1|DELE
OG0007805	LOC118460908|XP_035781551.1|AALB	LOC108135896|XP_017112301.1|DELE
OG0007806	LOC118460902|XP_035781538.1|AALB	LOC108135889|XP_017112294.1|DELE
OG0007808	LOC118458041|XP_035776053.1|AALB	LOC108143762|XP_017123780.1|DELE
OG0007809	LOC118469013|XP_035796347.1|AALB	LOC108147726|XP_017129944.1|DELE
OG0007810	LOC118469010|XP_035796337.1|AALB	LOC108149423|XP_017132479.1|DELE
OG0007811	LOC118462043|XP_035783913.1|AALB	LOC108140543|XP_017118869.1|DELE
OG0007812	LOC118462039|XP_035783907.1|AALB	LOC108136388|XP_017112989.1|DELE
OG0007813	LOC118456276|XP_035772782.1|AALB	LOC108143009|XP_017122687.1|DELE
OG0007814	LOC118458318|XP_035776554.1|AALB	LOC108135437|XP_017111667.1|DELE
OG0007815	LOC118460946|XP_035781607.1|AALB	LOC108136584|XP_017113385.1|DELE
OG0007816	LOC118460456|XP_035780670.1|AALB	LOC108142654|XP_017122144.1|DELE
OG0007817	LOC118460454|XP_035780667.1|AALB	LOC108148282|XP_017130732.1|DELE
OG0007818	LOC118458467|XP_035776880.1|AALB	LOC108136988|XP_017113971.1|DELE
OG0007819	LOC118460556|XP_035780846.1|AALB	LOC108137656|XP_017114977.1|DELE
OG0007820	LOC118457057|XP_035774198.1|AALB	LOC108143038|XP_017122725.1|DELE
OG0007821	LOC118458614|XP_035777184.1|AALB	LOC108148961|XP_017131786.1|DELE
OG0007822	LOC118458612|XP_035777181.1|AALB	LOC108148960|XP_017131785.1|DELE
OG0007823	LOC118466764|XP_035792381.1|AALB	LOC108148688|XP_017131321.1|DELE
OG0007824	LOC118460811|XP_035781321.1|AALB	LOC108148639|XP_017131250.1|DELE
OG0007825	LOC118459490|XP_035778801.1|AALB	LOC108150572|XP_017134317.1|DELE
OG0007827	LOC118458129|XP_035776203.1|AALB	LOC108138451|XP_017116142.1|DELE
OG0007828	LOC118464782|XP_035788305.1|AALB	LOC108147447|XP_017129464.1|DELE
OG0007829	LOC118460206|XP_035780208.1|AALB	LOC108141174|XP_017119890.1|DELE
OG0007830	LOC118456262|XP_035772756.1|AALB	LOC108136708|XP_017113522.1|DELE
OG0007831	LOC118457754|XP_035775463.1|AALB	LOC108136483|XP_017113186.1|DELE
OG0007832	LOC118459589|XP_035779010.1|AALB	LOC108137236|XP_017114303.1|DELE
OG0007833	LOC118458802|XP_035777558.1|AALB	LOC108136319|XP_017112908.1|DELE
OG0007834	LOC118461380|XP_035782526.1|AALB	LOC108143963|XP_017124051.1|DELE
OG0007835	LOC118460479|XP_035780713.1|AALB	LOC108144039|XP_017124165.1|DELE
OG0007836	LOC118461492|XP_035782767.1|AALB	LOC108139117|XP_017117219.1|DELE
OG0007837	LOC118458405|XP_035776713.1|AALB	LOC108148252|XP_017130656.1|DELE
OG0007838	LOC118456161|XP_035772577.1|AALB	LOC108148416|XP_017130945.1|DELE
OG0007839	LOC118468927|XP_035796139.1|AALB	LOC108136457|XP_017113132.1|DELE
OG0007840	LOC118458253|XP_035776435.1|AALB	LOC108148777|XP_017131476.1|DELE
OG0007841	LOC118456926|XP_035773949.1|AALB	LOC108144036|XP_017124157.1|DELE
OG0007842	LOC118461363|XP_035782494.1|AALB	LOC108148683|XP_017131312.1|DELE
OG0007843	LOC118462070|XP_035783959.1|AALB	LOC108148570|XP_017131105.1|DELE
OG0007844	LOC118458097|XP_035776158.1|AALB	LOC108137983|XP_017115443.1|DELE
OG0007845	LOC118458107|XP_035776173.1|AALB	LOC108147318|XP_017129234.1|DELE
OG0007846	LOC118468686|XP_035795693.1|AALB	LOC108136246|XP_017112774.1|DELE
OG0007847	LOC118456589|XP_035773380.1|AALB	LOC108136975|XP_017113955.1|DELE
OG0007848	LOC118457094|XP_035774275.1|AALB	LOC108136953|XP_017113927.1|DELE
OG0007849	LOC118458993|XP_035777885.1|AALB	LOC108139288|XP_017117472.1|DELE
OG0007850	LOC118458989|XP_035777881.1|AALB	LOC108139287|XP_017117471.1|DELE
OG0007852	LOC118460383|XP_035780535.1|AALB	LOC108134797|XP_017110736.1|DELE
OG0007853	LOC118458789|XP_035777523.1|AALB	LOC108148976|XP_017131804.1|DELE
OG0007854	LOC118468568|XP_035795389.1|AALB	LOC108136927|XP_017113890.1|DELE
OG0007855	LOC118459189|XP_035778239.1|AALB	LOC108135050|XP_017111078.1|DELE
OG0007856	LOC118458697|XP_035777329.1|AALB	LOC108136954|XP_017113928.1|DELE
OG0007857	LOC118461655|XP_035783126.1|AALB	LOC108135224|XP_017111346.1|DELE
OG0007858	LOC118468313|XP_035794949.1|AALB	LOC108149495|XP_017132605.1|DELE
OG0007859	LOC118459827|XP_035779482.1|AALB	LOC108136642|XP_017113454.1|DELE
OG0007860	LOC118468563|XP_035795368.1|AALB	LOC108135061|XP_017111096.1|DELE
OG0007861	LOC118457553|XP_035775113.1|AALB	LOC108150177|XP_017133657.1|DELE
OG0007863	LOC118461677|XP_035783161.1|AALB, LOC118461678|XP_035783162.1|AALB	LOC108150429|XP_017134075.1|DELE
OG0007864	LOC118456784|XP_035773753.1|AALB	LOC108143972|XP_017124065.1|DELE
OG0007865	LOC118456718|XP_035773648.1|AALB	LOC108142656|XP_017122146.1|DELE
OG0007866	LOC118459563|XP_035778955.1|AALB	LOC108140774|XP_017119251.1|DELE
OG0007867	LOC118468312|XP_035794943.1|AALB	LOC108148753|XP_017131438.1|DELE
OG0007868	LOC118458052|XP_035776069.1|AALB	LOC108144080|XP_017124219.1|DELE
OG0007869	LOC118461292|XP_035782358.1|AALB	LOC108140800|XP_017119291.1|DELE
OG0007870	LOC118463895|XP_035786718.1|AALB	LOC108150354|XP_017133977.1|DELE
OG0007871	LOC118464868|XP_035788483.1|AALB	LOC108137737|XP_017115124.1|DELE
OG0007872	LOC118464825|XP_035788388.1|AALB	LOC108146816|XP_017128496.1|DELE
OG0007874	LOC118467049|XP_035792936.1|AALB	LOC108147736|XP_017129955.1|DELE
OG0007875	LOC118462974|XP_035785036.1|AALB	LOC108149784|XP_017133127.1|DELE
OG0007876	LOC118464856|XP_035788457.1|AALB	LOC108141455|XP_017120351.1|DELE
OG0007877	LOC118466828|XP_035792516.1|AALB	LOC108144545|XP_017125008.1|DELE
OG0007878	LOC118465410|XP_035789525.1|AALB	LOC108143559|XP_017123556.1|DELE
OG0007880	LOC118463157|XP_035785433.1|AALB	LOC108136618|XP_017113424.1|DELE
OG0007881	LOC118463702|XP_035786379.1|AALB	LOC108146390|XP_017127873.1|DELE
OG0007882	LOC118466765|XP_035792379.1|AALB	LOC108146327|XP_017127781.1|DELE
OG0007883	LOC118466763|XP_035792370.1|AALB	LOC108146153|XP_017127505.1|DELE
OG0007884	LOC118466094|XP_035790900.1|AALB	LOC108146593|XP_017128104.1|DELE
OG0007885	LOC118465529|XP_035789748.1|AALB	LOC108149785|XP_017133129.1|DELE
OG0007886	LOC118467340|XP_035793608.1|AALB	LOC108149523|XP_017132640.1|DELE
OG0007887	LOC118464467|XP_035787768.1|AALB	LOC108146326|XP_017127778.1|DELE
OG0007888	LOC118467081|XP_035793013.1|AALB	LOC108150322|XP_017133932.1|DELE
OG0007889	LOC118467091|XP_035793029.1|AALB	LOC108142846|XP_017122404.1|DELE
OG0007890	LOC118463212|XP_035785547.1|AALB	LOC108147514|XP_017129579.1|DELE
OG0007891	LOC118464090|XP_035787048.1|AALB	LOC108140524|XP_017118822.1|DELE
OG0007892	LOC118462650|XP_035784396.1|AALB	LOC108147019|XP_017128764.1|DELE
OG0007893	LOC118466284|XP_035791262.1|AALB	LOC108143524|XP_017123497.1|DELE
OG0007894	LOC118463540|XP_035786052.1|AALB	LOC108142346|XP_017121593.1|DELE
OG0007895	LOC118463539|XP_035786048.1|AALB	LOC108146170|XP_017127557.1|DELE
OG0007896	LOC118466432|XP_035791622.1|AALB	LOC108150330|XP_017133941.1|DELE
OG0007897	LOC118462885|XP_035784860.1|AALB	LOC108146940|XP_017128682.1|DELE
OG0007898	LOC118467506|XP_035793951.1|AALB	LOC108146435|XP_017127928.1|DELE
OG0007899	LOC118462687|XP_035784494.1|AALB	LOC108135600|XP_017111900.1|DELE
OG0007900	LOC118463615|XP_035786201.1|AALB	LOC108138729|XP_017116603.1|DELE
OG0007902	LOC118468845|XP_035795982.1|AALB	LOC108148173|XP_017130561.1|DELE
OG0007903	LOC118466224|XP_035791152.1|AALB	LOC108146175|XP_017127570.1|DELE
OG0007904	LOC118466225|XP_035791153.1|AALB	LOC108142753|XP_017122271.1|DELE
OG0007905	LOC118458716|XP_035777354.1|AALB	LOC108139028|XP_017117126.1|DELE
OG0007906	LOC118464496|XP_035787817.1|AALB	LOC108147508|XP_017129565.1|DELE
OG0007907	LOC118466275|XP_035791241.1|AALB	LOC108147453|XP_017129470.1|DELE
OG0007908	LOC118466278|XP_035791248.1|AALB	LOC108147455|XP_017129472.1|DELE
OG0007909	LOC118467371|XP_035793677.1|AALB	LOC108136234|XP_017112749.1|DELE
OG0007911	LOC118464311|XP_035787495.1|AALB	LOC108146487|XP_017128005.1|DELE
OG0007912	LOC118464314|XP_035787503.1|AALB	LOC108145830|XP_017126928.1|DELE
OG0007913	LOC118464316|XP_035787505.1|AALB	LOC108146488|XP_017128007.1|DELE
OG0007914	LOC118466442|XP_035791644.1|AALB	LOC108142695|XP_017122193.1|DELE
OG0007915	LOC118466347|XP_035791371.1|AALB	LOC108146696|XP_017128250.1|DELE
OG0007916	LOC118467368|XP_035793669.1|AALB	LOC108137808|XP_017115205.1|DELE
OG0007917	LOC118466756|XP_035792349.1|AALB	LOC108143326|XP_017123135.1|DELE
OG0007918	LOC118467804|XP_035794571.1|AALB	LOC108145084|XP_017125759.1|DELE
OG0007919	LOC118466906|XP_035792663.1|AALB	LOC108144602|XP_017125101.1|DELE
OG0007920	LOC118466912|XP_035792670.1|AALB	LOC108143597|XP_017123609.1|DELE
OG0007921	LOC118464026|XP_035786975.1|AALB	LOC108144213|XP_017124376.1|DELE
OG0007922	LOC118456930|XP_035773965.1|AALB	LOC108135148|XP_017111256.1|DELE
OG0007923	LOC118465895|XP_035790439.1|AALB	LOC108144263|XP_017124438.1|DELE
OG0007924	LOC118463576|XP_035786109.1|AALB	LOC108143512|XP_017123473.1|DELE
OG0007925	LOC118464399|XP_035787646.1|AALB	LOC108141313|XP_017120071.1|DELE
OG0007926	LOC118457558|XP_035775122.1|AALB	LOC108141435|XP_017120310.1|DELE
OG0007927	LOC118458139|XP_035776223.1|AALB	LOC108150712|XP_017134481.1|DELE
OG0007928	LOC118461869|XP_035783584.1|AALB	LOC108141854|XP_017120934.1|DELE
OG0007929	LOC118457730|XP_035775415.1|AALB	LOC108135235|XP_017111386.1|DELE
OG0007930	LOC118456901|XP_035773918.1|AALB	LOC108141363|XP_017120175.1|DELE
OG0007931	LOC118457040|XP_035774175.1|AALB	LOC108141776|XP_017120770.1|DELE
OG0007932	LOC118461846|XP_035783521.1|AALB	LOC108141608|XP_017120552.1|DELE
OG0007933	LOC118456481|XP_035773188.1|AALB	LOC108135533|XP_017111772.1|DELE
OG0007934	LOC118459157|XP_035778138.1|AALB	LOC108141244|XP_017119990.1|DELE
OG0007935	LOC118468679|XP_035795683.1|AALB	LOC108149395|XP_017132416.1|DELE
OG0007936	LOC118457675|XP_035775325.1|AALB	LOC108141916|XP_017121027.1|DELE
OG0007937	LOC118457175|XP_035774400.1|AALB	LOC108138156|XP_017115733.1|DELE
OG0007938	LOC118456682|XP_035773555.1|AALB	LOC108135345|XP_017111526.1|DELE
OG0007939	LOC118457851|XP_035775631.1|AALB	LOC108134760|XP_017110692.1|DELE
OG0007940	LOC118457384|XP_035774811.1|AALB	LOC108134731|XP_017110626.1|DELE
OG0007941	LOC118458354|XP_035776598.1|AALB	LOC108142153|XP_017121327.1|DELE, LOC108134987|XP_017111007.1|DELE
OG0007942	LOC118468922|XP_035796125.1|AALB	LOC108134830|XP_017110778.1|DELE
OG0007944	LOC118459768|XP_035779356.1|AALB	LOC108145829|XP_017126927.1|DELE
OG0007945	LOC118456855|XP_035773848.1|AALB	LOC108142030|XP_017121196.1|DELE
OG0007946	LOC118456965|XP_035774048.1|AALB	LOC108144893|XP_017125543.1|DELE
OG0007947	LOC118468737|XP_035795781.1|AALB	LOC108149512|XP_017132628.1|DELE
OG0007948	LOC118456159|XP_035772575.1|AALB	LOC108138278|XP_017115919.1|DELE
OG0007949	LOC118457326|XP_035774712.1|AALB	LOC108138564|XP_017116333.1|DELE
OG0007950	LOC118461542|XP_035782881.1|AALB	LOC108142129|XP_017121314.1|DELE
OG0007951	LOC118461544|XP_035782885.1|AALB	LOC108147791|XP_017130019.1|DELE
OG0007952	LOC118461545|XP_035782887.1|AALB	LOC108138917|XP_017116968.1|DELE
OG0007954	LOC118457935|XP_035775840.1|AALB	LOC108150726|XP_017134512.1|DELE
OG0007955	LOC118468538|XP_035795314.1|AALB	LOC108142085|XP_017121266.1|DELE
OG0007956	LOC118458010|XP_035776000.1|AALB	LOC108138798|XP_017116766.1|DELE
OG0007957	LOC118457870|XP_035775677.1|AALB	LOC108141694|XP_017120663.1|DELE
OG0007958	LOC118456970|XP_035774057.1|AALB	LOC108147718|XP_017129933.1|DELE
OG0007959	LOC118456499|XP_035773221.1|AALB	LOC108149292|XP_017132225.1|DELE
OG0007960	LOC118467157|XP_035793194.1|AALB	LOC108142038|XP_017121202.1|DELE
OG0007961	LOC118458304|XP_035776527.1|AALB	LOC108148988|XP_017131818.1|DELE
OG0007962	LOC118456180|XP_035772624.1|AALB	LOC108137162|XP_017114221.1|DELE
OG0007963	LOC118459218|XP_035778294.1|AALB	LOC108149486|XP_017132595.1|DELE
OG0007964	LOC118468474|XP_035795185.1|AALB	LOC108135267|XP_017111432.1|DELE
OG0007965	LOC118458825|XP_035777602.1|AALB	LOC108149854|XP_017133222.1|DELE
OG0007966	LOC118456909|XP_035773928.1|AALB	LOC108147945|XP_017130218.1|DELE
