Orthogroup	AALB.longest_only	AEAL.longest_only
OG0013369	LOC118458778|XP_035777494.1|AALB	LOC109431152|XP_029708028.1|AEAL, LOC109415599|XP_019545042.2|AEAL, LOC115256394|XP_029710682.1|AEAL
OG0013370	LOC118458410|XP_035776723.1|AALB	LOC109431140|XP_019562879.2|AEAL, LOC109415715|XP_019545195.2|AEAL
OG0013371	LOC118456813|XP_035773800.1|AALB	LOC109412267|XP_019541461.1|AEAL
OG0013373	LOC118460484|XP_035780725.1|AALB	LOC115256656|XP_029711384.1|AEAL, LOC109428361|XP_029712292.1|AEAL
OG0013377	LOC118464964|XP_035788666.1|AALB	LOC109401849|XP_019530001.2|AEAL, LOC115256459|XP_029710951.1|AEAL
OG0013380	LOC118457665|XP_035775316.1|AALB	LOC109402067|XP_019530210.2|AEAL
OG0013381	LOC118457354|XP_035774757.1|AALB	LOC109404900|XP_029722536.1|AEAL, LOC109398408|XP_029711660.1|AEAL, LOC115256822|XP_029711661.1|AEAL
OG0013383	LOC118462734|XP_035784580.1|AALB	LOC115253543|XP_029736276.1|AEAL, LOC109409480|XP_029736271.1|AEAL
OG0013384	LOC118462000|XP_035783832.1|AALB	LOC109409538|XP_029736265.1|AEAL, LOC115271009|XP_029736261.1|AEAL
OG0013385	LOC118461990|XP_035783822.1|AALB	LOC109397633|XP_019525465.2|AEAL, LOC115271010|XP_029736264.1|AEAL
OG0013387	LOC118460018|XP_035779845.1|AALB	LOC109397718|XP_019525574.2|AEAL
OG0013388	LOC118465878|XP_035790411.1|AALB	LOC115267186|XP_029729913.1|AEAL, LOC109402194|XP_029729915.1|AEAL, LOC115267209|XP_029729949.1|AEAL
OG0013390	LOC118458616|XP_035777192.1|AALB	LOC109397609|XP_019525445.2|AEAL, LOC109422866|XP_019553311.2|AEAL
OG0013391	LOC118461132|XP_035781990.1|AALB	LOC109432382|XP_029708390.1|AEAL
OG0013395	LOC118460201|XP_035780202.1|AALB	LOC109423139|XP_019553610.1|AEAL, LOC109419151|XP_029707978.1|AEAL
OG0013396	LOC118459057|XP_035777980.1|AALB	LOC109423182|XP_019553647.2|AEAL, LOC115259174|XP_029715547.1|AEAL, LOC109397310|XP_029708243.1|AEAL
OG0013397	LOC118457529|XP_035775068.1|AALB	LOC115269881|XP_029734537.1|AEAL
OG0013398	LOC118459628|XP_035779098.1|AALB	LOC109430298|XP_019561897.2|AEAL
OG0013400	LOC118456720|XP_035773650.1|AALB	LOC109412473|XP_019541650.2|AEAL
OG0013401	LOC118458469|XP_035776887.1|AALB	LOC115263669|XP_029722734.1|AEAL, LOC109413260|XP_029728563.1|AEAL, LOC115263770|XP_029722971.1|AEAL
OG0013402	LOC118458062|XP_035776095.1|AALB	LOC109413271|XP_029722969.1|AEAL
OG0013403	LOC118458092|XP_035776146.1|AALB	LOC109430368|XP_029712764.1|AEAL
OG0013404	LOC118461376|XP_035782520.1|AALB	LOC109410075|XP_019539150.2|AEAL, LOC109430216|XP_029713258.1|AEAL
OG0013405	LOC118459580|XP_035779001.1|AALB	LOC109430212|XP_019561804.2|AEAL
OG0013407	LOC118459388|XP_035778582.1|AALB	LOC109430724|XP_019562343.2|AEAL, LOC109429807|XP_019561339.2|AEAL
OG0013409	LOC118459552|XP_035778926.1|AALB	LOC115269359|XP_029733873.1|AEAL
OG0013410	LOC118456275|XP_035772781.1|AALB	LOC109400482|XP_019528540.2|AEAL
OG0013411	LOC118457720|XP_035775404.1|AALB	LOC109417714|XP_029716292.1|AEAL, LOC109400525|XP_019528588.2|AEAL
OG0013412	LOC118460810|XP_035781313.1|AALB	LOC109399857|XP_029715973.1|AEAL, LOC109400506|XP_029716362.1|AEAL
OG0013413	LOC118468556|XP_035795350.1|AALB	LOC115259783|XP_029716436.1|AEAL, LOC115259770|XP_029716422.1|AEAL, LOC109412730|XP_029716412.1|AEAL
OG0013414	LOC118461458|XP_035782687.1|AALB	LOC115254169|XP_029728539.1|AEAL, LOC109412715|XP_029728538.1|AEAL
OG0013416	LOC118463605|XP_035786165.1|AALB	LOC115259815|XP_029716484.1|AEAL, LOC115255404|XP_029709338.1|AEAL, LOC109622037|XP_019931788.2|AEAL
OG0013417	LOC118461691|XP_035783201.1|AALB	LOC109400736|XP_019528782.1|AEAL, LOC109397127|XP_029716307.1|AEAL
OG0013418	LOC118460900|XP_035781536.1|AALB	LOC109433568|XP_029716223.1|AEAL, LOC109412601|XP_029716402.1|AEAL
OG0013419	LOC118467932|XP_035794786.1|AALB	LOC109623081|XP_019933100.2|AEAL, LOC109623063|XP_029716065.1|AEAL
OG0013420	LOC118459809|XP_035779444.1|AALB	LOC115264130|XP_029723342.1|AEAL, LOC115264129|XP_029723341.1|AEAL
OG0013421	LOC118456990|XP_035774098.1|AALB	LOC115266514|XP_029728623.1|AEAL, LOC109400258|XP_019528286.2|AEAL
OG0013422	LOC118456989|XP_035774095.1|AALB	LOC109400219|XP_029723827.1|AEAL, LOC115266515|XP_029728624.1|AEAL
OG0013423	LOC118458992|XP_035777884.1|AALB	LOC109424785|XP_019555514.2|AEAL, LOC109414652|XP_019544036.2|AEAL
OG0013425	LOC118465498|XP_035789696.1|AALB	LOC109431877|XP_019563690.2|AEAL, LOC109409730|XP_019538770.2|AEAL
OG0013426	LOC118464591|XP_035787928.1|AALB	LOC109409736|XP_029725268.1|AEAL, LOC109432322|XP_019564210.2|AEAL
OG0013427	LOC118463009|XP_035785134.1|AALB	LOC109621693|XP_019931376.2|AEAL, LOC109410371|XP_019539466.2|AEAL
OG0013428	LOC118465104|XP_035788940.1|AALB	LOC109407735|XP_019536455.2|AEAL
OG0013429	LOC118463003|XP_035785126.1|AALB	LOC109423355|XP_019553864.2|AEAL
OG0013430	LOC118463076|XP_035785230.1|AALB	LOC109429070|XP_029726540.1|AEAL
OG0013432	LOC118465251|XP_035789165.1|AALB	LOC109413981|XP_019543256.2|AEAL, LOC109399191|XP_019527169.2|AEAL
OG0013433	LOC118464011|XP_035786951.1|AALB, LOC118465699|XP_035790019.1|AALB	LOC109399160|XP_019527131.2|AEAL
OG0013434	LOC118462463|XP_035784039.1|AALB	LOC115265784|XP_029727591.1|AEAL, LOC109622844|XP_029711981.1|AEAL
OG0013435	LOC118462839|XP_035784789.1|AALB, LOC118462840|XP_035784790.1|AALB	LOC109413015|XP_019542244.2|AEAL
OG0013436	LOC118463712|XP_035786399.1|AALB	LOC109418883|XP_029728015.1|AEAL, LOC109412637|XP_029726703.1|AEAL, LOC115266194|XP_029728021.1|AEAL
OG0013438	LOC118464379|XP_035787614.1|AALB	LOC109410042|XP_029725828.1|AEAL, LOC109420214|XP_019550083.2|AEAL
OG0013439	LOC118465520|XP_035789736.1|AALB	LOC115265709|XP_029727529.1|AEAL, LOC109426622|XP_019557696.2|AEAL
OG0013440	LOC118466266|XP_035791226.1|AALB	LOC109417796|XP_019547512.2|AEAL
OG0013441	LOC118464909|XP_035788566.1|AALB	LOC109426705|XP_019557794.2|AEAL, LOC115258005|XP_029713859.1|AEAL
OG0013442	LOC118467342|XP_035793616.1|AALB, LOC118464606|XP_035787943.1|AALB	LOC109417844|XP_029725440.1|AEAL
OG0013443	LOC118464470|XP_035787772.1|AALB	LOC109426813|XP_019557895.2|AEAL
OG0013445	LOC118467158|XP_035793195.1|AALB	LOC109403652|XP_019532010.2|AEAL
OG0013446	LOC118463965|XP_035786860.1|AALB	LOC109400679|XP_019528720.2|AEAL, LOC109399411|XP_019527394.2|AEAL
OG0013447	LOC118463078|XP_035785232.1|AALB	LOC109399417|XP_029734836.1|AEAL
OG0013448	LOC118465595|XP_035789854.1|AALB	LOC115269627|XP_029734314.1|AEAL, LOC109422899|XP_029714309.1|AEAL
OG0013449	LOC118463443|XP_035785920.1|AALB	LOC115263127|XP_029721904.1|AEAL, LOC109406449|XP_019535091.2|AEAL, LOC109403797|XP_019532241.2|AEAL
OG0013450	LOC118466188|XP_035791087.1|AALB	LOC109416291|XP_019545873.2|AEAL, LOC115254106|XP_029722294.1|AEAL, LOC109407415|XP_029721915.1|AEAL
OG0013451	LOC118466232|XP_035791165.1|AALB	LOC115263168|XP_029721957.1|AEAL, LOC109430911|XP_019562559.1|AEAL
OG0013452	LOC118464820|XP_035788380.1|AALB	LOC109424125|XP_029722495.1|AEAL, LOC109430876|XP_019562508.2|AEAL, LOC115263331|XP_029722491.1|AEAL
OG0013453	LOC118464821|XP_035788381.1|AALB	LOC115254099|XP_029721859.1|AEAL, LOC109424123|XP_019554764.1|AEAL, LOC109430864|XP_019562502.1|AEAL
OG0013454	LOC118464147|XP_035787146.1|AALB	LOC109398093|XP_019525999.2|AEAL, LOC115253492|XP_029730355.1|AEAL, LOC115253684|XP_029730434.1|AEAL
OG0013455	LOC118464303|XP_035787484.1|AALB	LOC109426188|XP_019557176.2|AEAL, LOC109398084|XP_019525992.2|AEAL
OG0013456	LOC118465608|XP_035789877.1|AALB	LOC109408673|XP_019537579.2|AEAL, LOC109408691|XP_029735708.1|AEAL
OG0013457	LOC118465268|XP_035789189.1|AALB	LOC115270435|XP_029736018.1|AEAL, LOC109622197|XP_029736025.1|AEAL, LOC109408648|XP_029735853.1|AEAL
OG0013459	LOC118465999|XP_035790686.1|AALB	LOC109420786|XP_019550784.2|AEAL, LOC109401011|XP_019529024.1|AEAL, LOC115269826|XP_029734466.1|AEAL
OG0013460	LOC118467718|XP_035794414.1|AALB	LOC109428718|XP_019560088.2|AEAL, LOC109424264|XP_019554892.2|AEAL, LOC115254253|XP_029735280.1|AEAL
OG0013461	LOC118468719|XP_035795742.1|AALB	LOC109410284|XP_029736341.1|AEAL, LOC109410283|XP_019539374.2|AEAL
OG0013463	LOC118462596|XP_035784314.1|AALB	LOC109416500|XP_029728885.1|AEAL, LOC109416686|XP_029728898.1|AEAL, LOC115266603|XP_029728910.1|AEAL, LOC115266606|XP_029728912.1|AEAL
OG0013466	LOC118467185|XP_035793277.1|AALB	LOC109427912|XP_029728371.1|AEAL
OG0013467	LOC118460862|XP_035781472.1|AALB	LOC109427891|XP_029728406.1|AEAL
OG0013469	LOC118457449|XP_035774938.1|AALB	LOC109408038|XP_029720697.1|AEAL, LOC109412027|XP_029713351.1|AEAL
OG0013470	LOC118458373|XP_035776664.1|AALB	LOC109401384|XP_029712508.1|AEAL
OG0013471	LOC118456778|XP_035773746.1|AALB	LOC115256796|XP_029711619.1|AEAL, LOC109432895|XP_019564807.2|AEAL, LOC109401398|XP_019529494.2|AEAL
OG0013472	LOC118459794|XP_035779418.1|AALB	LOC109401371|XP_029711627.1|AEAL, LOC109432896|XP_019564808.2|AEAL, LOC115256929|XP_029711991.1|AEAL
OG0013473	LOC118456598|XP_035773391.1|AALB	LOC109433129|XP_019565071.1|AEAL, LOC109411313|XP_019540390.1|AEAL
OG0013474	LOC118461013|XP_035781755.1|AALB	LOC109622010|XP_019931764.2|AEAL, LOC109420625|XP_019550533.1|AEAL
OG0013475	LOC118456689|XP_035773571.1|AALB	LOC109420831|XP_029724983.1|AEAL, LOC109621991|XP_029725006.1|AEAL
OG0013476	LOC118458569|XP_035777109.1|AALB	LOC109621977|XP_019931736.2|AEAL, LOC109409003|XP_019537952.2|AEAL, LOC115254182|XP_029730044.1|AEAL
OG0013477	LOC118459921|XP_035779659.1|AALB	LOC109414029|XP_019543308.2|AEAL
OG0013479	LOC118456201|XP_035772657.1|AALB	LOC109425087|XP_029725014.1|AEAL, LOC115258457|XP_029714417.1|AEAL
OG0013480	LOC118468782|XP_035795872.1|AALB	LOC109419033|XP_019548798.2|AEAL, LOC109408101|XP_029729404.1|AEAL
OG0013482	LOC118461666|XP_035783147.1|AALB	LOC109419577|XP_019549343.2|AEAL
OG0013483	LOC118460749|XP_035781228.1|AALB	LOC109407043|XP_029715308.1|AEAL
OG0013484	LOC118456459|XP_035773127.1|AALB	LOC109407200|XP_019535724.2|AEAL
OG0013485	LOC118459298|XP_035778438.1|AALB, LOC118459304|XP_035778445.1|AALB	LOC109407298|XP_029714817.1|AEAL, LOC109414354|XP_029714812.1|AEAL
OG0013486	LOC118457146|XP_035774352.1|AALB	LOC109412658|XP_019541835.2|AEAL
OG0013487	LOC118468703|XP_035795720.1|AALB	LOC115258652|XP_029714820.1|AEAL, LOC109428580|XP_029714484.1|AEAL, LOC109420984|XP_019551003.2|AEAL
OG0013488	LOC118457522|XP_035775060.1|AALB	LOC109428917|XP_019560308.2|AEAL, LOC115258911|XP_029715236.1|AEAL, LOC109421024|XP_029714991.1|AEAL
OG0013489	LOC118457523|XP_035775061.1|AALB	LOC115253575|XP_029714562.1|AEAL, LOC109421029|XP_029724673.1|AEAL
OG0013490	LOC118468370|XP_035795023.1|AALB	LOC109420696|XP_029736326.1|AEAL
OG0013491	LOC118461735|XP_035783324.1|AALB	LOC115255116|XP_029708828.1|AEAL, LOC109414381|XP_019543740.1|AEAL, LOC109420594|XP_019550503.2|AEAL
OG0013493	LOC118456805|XP_035773784.1|AALB	LOC109407425|XP_019536010.2|AEAL, LOC109420524|XP_029708688.1|AEAL, LOC115255051|XP_029708667.1|AEAL
OG0013494	LOC118460337|XP_035780446.1|AALB	LOC115255048|XP_029708664.1|AEAL
OG0013495	LOC118456754|XP_035773710.1|AALB	LOC115253784|XP_029708597.1|AEAL, LOC109419758|XP_019549577.2|AEAL
OG0013496	LOC118466749|XP_035792339.1|AALB	LOC115255033|XP_029708605.1|AEAL
OG0013497	LOC118456337|XP_035772888.1|AALB	LOC109402115|XP_019530284.2|AEAL, LOC115254985|XP_029708537.1|AEAL, LOC115254970|XP_029708521.1|AEAL
OG0013498	LOC118460232|XP_035780266.1|AALB	LOC109427951|XP_019559158.2|AEAL
OG0013499	LOC118459521|XP_035778865.1|AALB	LOC109433560|XP_019565546.2|AEAL, LOC109430136|XP_019561714.2|AEAL
OG0013500	LOC118459266|XP_035778380.1|AALB	LOC115253863|XP_029718254.1|AEAL
OG0013501	LOC118460299|XP_035780388.1|AALB	LOC109430168|XP_019561758.2|AEAL
OG0013502	LOC118461973|XP_035783783.1|AALB	LOC109416265|XP_019545838.2|AEAL
OG0013503	LOC118457309|XP_035774685.1|AALB	LOC109416261|XP_029727377.1|AEAL
OG0013504	LOC118457435|XP_035774913.1|AALB	LOC109431005|XP_029727329.1|AEAL, LOC115265631|XP_029727358.1|AEAL
OG0013505	LOC118468420|XP_035795076.1|AALB	LOC109423874|XP_029725357.1|AEAL, LOC115265857|XP_029727663.1|AEAL, LOC109404772|XP_019533256.2|AEAL
OG0013506	LOC118459244|XP_035778343.1|AALB	LOC109407344|XP_029727197.1|AEAL
OG0013507	LOC118458816|XP_035777579.1|AALB	LOC115265027|XP_029725094.1|AEAL, LOC115268602|XP_029732579.1|AEAL, LOC109622325|XP_019932144.2|AEAL
OG0013508	LOC118460933|XP_035781589.1|AALB	LOC115262235|XP_029720497.1|AEAL, LOC109406522|XP_019535160.2|AEAL
OG0013509	LOC118457167|XP_035774389.1|AALB	LOC109429646|XP_029719817.1|AEAL, LOC109622652|XP_029719833.1|AEAL
OG0013511	LOC118460638|XP_035780983.1|AALB	LOC109411224|XP_019540276.2|AEAL, LOC109411227|XP_019540282.2|AEAL, LOC115262002|XP_029719802.1|AEAL
OG0013512	LOC118468840|XP_035795974.1|AALB	LOC109411231|XP_019540287.2|AEAL
OG0013515	LOC118460292|XP_035780378.1|AALB	LOC109414171|XP_029712500.1|AEAL
OG0013516	LOC118460952|XP_035781613.1|AALB	LOC115254468|XP_029707882.1|AEAL, LOC109414157|XP_029712518.1|AEAL
OG0013517	LOC118458091|XP_035776145.1|AALB	LOC109414202|XP_019543543.2|AEAL, LOC109426290|XP_019557300.2|AEAL
OG0013518	LOC118460033|XP_035779868.1|AALB	LOC109426291|XP_029707783.1|AEAL, LOC109414201|XP_019543541.2|AEAL
OG0013520	LOC118461490|XP_035782765.1|AALB	LOC115262745|XP_029721385.1|AEAL, LOC109418389|XP_019548113.2|AEAL
OG0013521	LOC118457231|XP_035774502.1|AALB	LOC115263981|XP_029723145.1|AEAL, LOC109418369|XP_029717835.1|AEAL
OG0013522	LOC118456532|XP_035773267.1|AALB	LOC115263982|XP_029723146.1|AEAL, LOC109418371|XP_019548107.1|AEAL, LOC109427274|XP_029717906.1|AEAL
OG0013524	LOC118458829|XP_035777611.1|AALB	LOC109426100|XP_029723957.1|AEAL, LOC109397643|XP_019525831.2|AEAL, LOC115264467|XP_029724044.1|AEAL
OG0013525	LOC118458626|XP_035777207.1|AALB	LOC109410436|XP_019539536.2|AEAL, LOC109401504|XP_019529628.2|AEAL
OG0013526	LOC118468830|XP_035795953.1|AALB	LOC109399760|XP_029727133.1|AEAL
OG0013528	LOC118469035|XP_035796389.1|AALB	LOC109400187|XP_029728063.1|AEAL, LOC109427107|XP_029728141.1|AEAL
OG0013529	LOC118456660|XP_035773503.1|AALB	LOC109415802|XP_029730226.1|AEAL, LOC109401328|XP_019529375.2|AEAL, LOC115266549|XP_029728701.1|AEAL
OG0013530	LOC118461809|XP_035783450.1|AALB	LOC109423689|XP_029728938.1|AEAL
OG0013531	LOC118456343|XP_035772897.1|AALB	LOC115268962|XP_029733085.1|AEAL, LOC109425597|XP_019556388.2|AEAL, LOC109411236|XP_019540299.1|AEAL
OG0013533	LOC118459710|XP_035779261.1|AALB	LOC109410929|XP_029730368.1|AEAL, LOC115267402|XP_029730245.1|AEAL
OG0013534	LOC118459359|XP_035778550.1|AALB	LOC109415490|XP_019544918.2|AEAL, LOC115267741|XP_029730813.1|AEAL
OG0013535	LOC118456786|XP_035773759.1|AALB	LOC109415485|XP_019544913.2|AEAL
OG0013536	LOC118456997|XP_035774108.1|AALB	LOC109400828|XP_019528867.2|AEAL, LOC109415517|XP_019544949.2|AEAL
OG0013537	LOC118460052|XP_035779925.1|AALB	LOC109415316|XP_019544748.2|AEAL, LOC115266234|XP_029728075.1|AEAL
OG0013538	LOC118461147|XP_035782012.1|AALB	LOC109414486|XP_019543886.2|AEAL
OG0013540	LOC118460227|XP_035780247.1|AALB	LOC109411030|XP_029729096.1|AEAL, LOC109433300|XP_029711794.1|AEAL
OG0013541	LOC118458999|XP_035777892.1|AALB	LOC109622372|XP_029734384.1|AEAL, LOC109416441|XP_029729797.1|AEAL, LOC115269710|XP_029734391.1|AEAL
OG0013542	LOC118460070|XP_035779962.1|AALB	LOC109408452|XP_029735130.1|AEAL
OG0013544	LOC118460041|XP_035779897.1|AALB	LOC109424051|XP_019554663.2|AEAL
OG0013545	LOC118458944|XP_035777815.1|AALB	LOC115266179|XP_029728008.1|AEAL, LOC115266183|XP_029728011.1|AEAL, LOC109401139|XP_029727936.1|AEAL
OG0013546	LOC118461095|XP_035781896.1|AALB	LOC115262646|XP_029721025.1|AEAL
OG0013547	LOC118460402|XP_035780574.1|AALB	LOC115257057|XP_029712168.1|AEAL, LOC109422584|XP_029712189.1|AEAL
OG0013548	LOC118456619|XP_035773422.1|AALB	LOC109402762|XP_029719337.1|AEAL
OG0013549	LOC118459273|XP_035778403.1|AALB	LOC109401792|XP_019529951.2|AEAL
OG0013550	LOC118469003|XP_035796331.1|AALB	LOC115261132|XP_029718358.1|AEAL, LOC109403297|XP_029718603.1|AEAL, LOC109412253|XP_029718356.1|AEAL
OG0013551	LOC118458224|XP_035776381.1|AALB	LOC109403283|XP_019531633.1|AEAL
OG0013552	LOC118460379|XP_035780527.1|AALB	LOC115260072|XP_029716802.1|AEAL, LOC115261357|XP_029718741.1|AEAL, LOC109429222|XP_029716806.1|AEAL
OG0013553	LOC118460494|XP_035780739.1|AALB	LOC109398802|XP_019526762.1|AEAL
OG0013554	LOC118456745|XP_035773693.1|AALB	LOC109429175|XP_029736199.1|AEAL, LOC109398841|XP_029718790.1|AEAL
OG0013555	LOC118460616|XP_035780951.1|AALB	LOC109429126|XP_019560521.2|AEAL, LOC115267294|XP_029730068.1|AEAL
OG0013557	LOC118461493|XP_035782768.1|AALB	LOC115257314|XP_029712634.1|AEAL, LOC109427215|XP_029718938.1|AEAL, LOC109427183|XP_029718980.1|AEAL
OG0013558	LOC118468758|XP_035795823.1|AALB	LOC109411646|XP_019540758.2|AEAL, LOC109428137|XP_019559369.2|AEAL
OG0013560	LOC118461044|XP_035781827.1|AALB	LOC109404461|XP_029719622.1|AEAL, LOC109416185|XP_029719142.1|AEAL
OG0013561	LOC118464482|XP_035787798.1|AALB	LOC109428790|XP_019560182.2|AEAL, LOC109397783|XP_019525646.2|AEAL, LOC115258128|XP_029714028.1|AEAL, LOC115269392|XP_029733930.1|AEAL
OG0013563	LOC118465107|XP_035788943.1|AALB	LOC109397782|XP_029733916.1|AEAL, LOC109419485|XP_029733969.1|AEAL
OG0013564	LOC118466560|XP_035791996.1|AALB	LOC109399311|XP_029724160.1|AEAL
OG0013566	LOC118467950|XP_035794812.1|AALB	LOC109398993|XP_019526989.2|AEAL
OG0013567	LOC118466691|XP_035792214.1|AALB	LOC109431253|XP_019563026.2|AEAL, LOC109407708|XP_019536403.2|AEAL
OG0013568	LOC118462891|XP_035784874.1|AALB	LOC109420145|XP_029724318.1|AEAL, LOC109431252|XP_019563025.1|AEAL
OG0013569	LOC118465913|XP_035790499.1|AALB	LOC115259953|XP_029716609.1|AEAL
OG0013570	LOC118467382|XP_035793712.1|AALB	LOC109418757|XP_019548527.2|AEAL
OG0013571	LOC118466932|XP_035792714.1|AALB	LOC109401655|XP_019529773.2|AEAL
OG0013572	LOC118467733|XP_035794431.1|AALB	LOC109420324|XP_019550192.2|AEAL
OG0013573	LOC118463851|XP_035786649.1|AALB	LOC109402347|XP_029713412.1|AEAL
OG0013574	LOC118462472|XP_035784063.1|AALB	LOC109420424|XP_019550309.2|AEAL, LOC109402341|XP_019530554.2|AEAL
OG0013575	LOC118464804|XP_035788360.1|AALB	LOC109402284|XP_019530479.1|AEAL, LOC115257389|XP_029712786.1|AEAL
OG0013576	LOC118464131|XP_035787119.1|AALB	LOC109402286|XP_029712831.1|AEAL, LOC115253571|XP_029713407.1|AEAL, LOC115257761|XP_029713559.1|AEAL
OG0013577	LOC118467037|XP_035792916.1|AALB	LOC109403415|XP_019531786.2|AEAL, LOC115257633|XP_029713320.1|AEAL, LOC115257434|XP_029712878.1|AEAL
OG0013578	LOC118466615|XP_035792093.1|AALB	LOC109416722|XP_019546319.2|AEAL, LOC109403391|XP_029713505.1|AEAL, LOC115257784|XP_029713600.1|AEAL
OG0013579	LOC118466614|XP_035792091.1|AALB	LOC109403408|XP_019531781.1|AEAL, LOC109416719|XP_029712699.1|AEAL
OG0013580	LOC118463384|XP_035785815.1|AALB	LOC115257702|XP_029713429.1|AEAL, LOC115257738|XP_029713500.1|AEAL, LOC109416734|XP_019546329.1|AEAL
OG0013581	LOC118463091|XP_035785264.1|AALB	LOC115257705|XP_029713440.1|AEAL, LOC115257620|XP_029713295.1|AEAL, LOC109403387|XP_019531747.1|AEAL, LOC109416739|XP_019546334.2|AEAL
OG0013582	LOC118465885|XP_035790428.1|AALB	LOC109424463|XP_019555142.2|AEAL, LOC109422370|XP_019552663.2|AEAL
OG0013583	LOC118463892|XP_035786716.1|AALB	LOC109422363|XP_019552652.2|AEAL, LOC109424459|XP_019555136.2|AEAL
OG0013584	LOC118463824|XP_035786599.1|AALB	LOC109412924|XP_029712990.1|AEAL, LOC109418693|XP_029712840.1|AEAL
OG0013585	LOC118465943|XP_035790559.1|AALB	LOC109418632|XP_029713360.1|AEAL
OG0013586	LOC118465574|XP_035789829.1|AALB	LOC109413137|XP_019542404.2|AEAL
OG0013587	LOC118467665|XP_035794310.1|AALB	LOC115257353|XP_029712681.1|AEAL, LOC109413122|XP_029713218.1|AEAL
OG0013588	LOC118466329|XP_035791342.1|AALB	LOC109418513|XP_029713136.1|AEAL
OG0013589	LOC118463658|XP_035786302.1|AALB, LOC118462541|XP_035784201.1|AALB	LOC109413083|XP_029713437.1|AEAL
OG0013590	LOC118466056|XP_035790798.1|AALB	LOC109431050|XP_019562731.2|AEAL
OG0013591	LOC118463386|XP_035785818.1|AALB	LOC109432976|XP_029721494.1|AEAL
OG0013593	LOC118465976|XP_035790629.1|AALB	LOC109413634|XP_029720863.1|AEAL, LOC115262827|XP_029721580.1|AEAL, LOC109425939|XP_019556889.2|AEAL
OG0013594	LOC118464132|XP_035787123.1|AALB	LOC109407903|XP_019536630.2|AEAL, LOC109413554|XP_019542782.2|AEAL
OG0013595	LOC118464186|XP_035787229.1|AALB	LOC109407907|XP_029721434.1|AEAL, LOC109413555|XP_019542784.2|AEAL
OG0013596	LOC118467744|XP_035794446.1|AALB	LOC109401205|XP_019529221.2|AEAL
OG0013597	LOC118467544|XP_035794034.1|AALB	LOC109426883|XP_019557989.2|AEAL, LOC109623364|XP_019933468.2|AEAL
OG0013598	LOC118465260|XP_035789174.1|AALB	LOC109623327|XP_029721178.1|AEAL, LOC109426912|XP_029721193.1|AEAL
OG0013600	LOC118463196|XP_035785523.1|AALB	LOC109623332|XP_019933430.2|AEAL
OG0013601	LOC118465597|XP_035789859.1|AALB	LOC109426891|XP_019557994.2|AEAL, LOC115263537|XP_029722632.1|AEAL
OG0013604	LOC118465365|XP_035789447.1|AALB	LOC109432666|XP_029720941.1|AEAL
OG0013605	LOC118466238|XP_035791173.1|AALB	LOC109402006|XP_029717478.1|AEAL, LOC109432646|XP_029731371.1|AEAL
OG0013607	LOC118466103|XP_035790914.1|AALB	LOC109428952|XP_029730792.1|AEAL, LOC109408740|XP_019537659.2|AEAL
OG0013608	LOC118458895|XP_035777743.1|AALB	LOC109428950|XP_019560339.2|AEAL
OG0013609	LOC118467963|XP_035794838.1|AALB	LOC109414898|XP_019544286.2|AEAL
OG0013610	LOC118466890|XP_035792636.1|AALB	LOC109416888|XP_019546533.2|AEAL
OG0013612	LOC118463569|XP_035786102.1|AALB	LOC109428859|XP_029730872.1|AEAL, LOC115268098|XP_029731979.1|AEAL
OG0013613	LOC118466105|XP_035790917.1|AALB	LOC109396990|XP_029730900.1|AEAL, LOC109432246|XP_029731037.1|AEAL
OG0013616	LOC118463144|XP_035785401.1|AALB	LOC109397119|XP_029730936.1|AEAL
OG0013617	LOC118462532|XP_035784181.1|AALB	LOC109399108|XP_019527096.2|AEAL
OG0013619	LOC118467253|XP_035793428.1|AALB	LOC109421163|XP_029731270.1|AEAL, LOC109410563|XP_019539639.2|AEAL
OG0013620	LOC118463105|XP_035785315.1|AALB	LOC115256010|XP_029710103.1|AEAL, LOC109426513|XP_029710113.1|AEAL
OG0013621	LOC118467922|XP_035794761.1|AALB	LOC109426452|XP_029731356.1|AEAL, LOC109402151|XP_019530321.2|AEAL
OG0013622	LOC118466256|XP_035791203.1|AALB	LOC109403984|XP_019532402.2|AEAL
OG0013623	LOC118467312|XP_035793539.1|AALB	LOC115268336|XP_029732224.1|AEAL, LOC109403160|XP_019531445.2|AEAL
OG0013624	LOC118466027|XP_035790740.1|AALB	LOC109410753|XP_029731583.1|AEAL
OG0013625	LOC118462725|XP_035784562.1|AALB	LOC109410746|XP_019539805.2|AEAL
OG0013626	LOC118464939|XP_035788617.1|AALB	LOC109433510|XP_019565491.2|AEAL, LOC109410673|XP_019539753.2|AEAL
OG0013627	LOC118463070|XP_035785222.1|AALB	LOC109621462|XP_019931047.2|AEAL, LOC115267989|XP_029731726.1|AEAL
OG0013628	LOC118467559|XP_035794082.1|AALB	LOC115268207|XP_029732124.1|AEAL, LOC109425877|XP_029732247.1|AEAL
OG0013629	LOC118467558|XP_035794081.1|AALB	LOC109426009|XP_019556980.2|AEAL, LOC115268381|XP_029732249.1|AEAL
