Orthogroup	AALB.longest_only	DALB.longest_only
OG0008120	LOC118460182|XP_035780178.1|AALB	LOC117575116|XP_034115108.1|DALB
OG0008122	LOC118460174|XP_035780171.1|AALB	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC118456426|XP_035773074.1|AALB	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC118456427|XP_035773075.1|AALB	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC118460540|XP_035780823.1|AALB	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC118456405|XP_035773009.1|AALB	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC118459336|XP_035778499.1|AALB	LOC117578106|XP_034119174.1|DALB
OG0008128	LOC118457324|XP_035774710.1|AALB	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC118458200|XP_035776337.1|AALB	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC118458196|XP_035776334.1|AALB	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC118461859|XP_035783556.1|AALB	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC118458145|XP_035776232.1|AALB	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC118458114|XP_035776181.1|AALB	LOC117576570|XP_034117317.1|DALB
OG0008135	LOC118457991|XP_035775951.1|AALB	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC118461483|XP_035782746.1|AALB	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC118463501|XP_035785993.1|AALB	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC118462483|XP_035784084.1|AALB	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC118462481|XP_035784080.1|AALB	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC118462480|XP_035784073.1|AALB	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC118466169|XP_035791044.1|AALB	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC118465877|XP_035790408.1|AALB	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC118466372|XP_035791489.1|AALB	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC118466375|XP_035791493.1|AALB	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC118467945|XP_035794806.1|AALB	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC118467947|XP_035794809.1|AALB	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC118464223|XP_035787288.1|AALB	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC118466552|XP_035791967.1|AALB	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC118462951|XP_035784986.1|AALB	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC118463891|XP_035786715.1|AALB	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC118465363|XP_035789432.1|AALB	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC118464504|XP_035787832.1|AALB	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC118462728|XP_035784565.1|AALB	LOC117571719|XP_034109911.1|DALB
OG0008154	LOC118462746|XP_035784600.1|AALB	LOC117567478|XP_034103399.1|DALB
OG0008157	LOC118462667|XP_035784457.1|AALB	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC118464133|XP_035787124.1|AALB	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC118465083|XP_035788880.1|AALB	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC118464224|XP_035787291.1|AALB	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC118463056|XP_035785199.1|AALB	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC118464950|XP_035788633.1|AALB	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC118463226|XP_035785569.1|AALB	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC118464873|XP_035788500.1|AALB	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC118467124|XP_035793098.1|AALB	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC118465090|XP_035788888.1|AALB	LOC117577553|XP_034118274.1|DALB
OG0008167	LOC118465204|XP_035789082.1|AALB	LOC117564321|XP_034098916.1|DALB
OG0008168	LOC118466196|XP_035791106.1|AALB	LOC117564329|XP_034098929.1|DALB
OG0008169	LOC118466198|XP_035791109.1|AALB	LOC117566948|XP_034102475.1|DALB
OG0008170	LOC118467668|XP_035794316.1|AALB	LOC117570726|XP_034108439.1|DALB
OG0008171	LOC118466328|XP_035791338.1|AALB	LOC117578073|XP_034119108.1|DALB
OG0008172	LOC118467823|XP_035794605.1|AALB	LOC117575720|XP_034115950.1|DALB
OG0008173	LOC118466064|XP_035790820.1|AALB	LOC117563850|XP_034098270.1|DALB
OG0008174	LOC118465975|XP_035790628.1|AALB	LOC117572086|XP_034110573.1|DALB
OG0008175	LOC118465851|XP_035790372.1|AALB	LOC117568172|XP_034104499.1|DALB
OG0008176	LOC118467891|XP_035794701.1|AALB	LOC117578228|XP_034119497.1|DALB
OG0008177	LOC118467747|XP_035794450.1|AALB	LOC117569103|XP_034106015.1|DALB
OG0008178	LOC118467741|XP_035794440.1|AALB	LOC117565783|XP_034100954.1|DALB
OG0008179	LOC118463449|XP_035785926.1|AALB	LOC117578286|XP_034119613.1|DALB
OG0008180	LOC118463921|XP_035786771.1|AALB	LOC117577592|XP_034118330.1|DALB
OG0008181	LOC118463924|XP_035786775.1|AALB	LOC117577795|XP_034118613.1|DALB
OG0008183	LOC118462766|XP_035784621.1|AALB	LOC117569867|XP_034107092.1|DALB
OG0008185	LOC118464180|XP_035787215.1|AALB	LOC117573781|XP_034113078.1|DALB
OG0008186	LOC118467840|XP_035794630.1|AALB	LOC117569174|XP_034106134.1|DALB
OG0008187	LOC118467846|XP_035794644.1|AALB	LOC117569177|XP_034106137.1|DALB
OG0008188	LOC118465082|XP_035788878.1|AALB	LOC117563478|XP_034097730.1|DALB
OG0008190	LOC118465112|XP_035788951.1|AALB	LOC117569021|XP_034105901.1|DALB
OG0008191	LOC118462539|XP_035784198.1|AALB	LOC117573080|XP_034111864.1|DALB
OG0008192	LOC118465366|XP_035789452.1|AALB	LOC117565058|XP_034099900.1|DALB
OG0008193	LOC118467677|XP_035794340.1|AALB	LOC117575334|XP_034115385.1|DALB
OG0008194	LOC118464006|XP_035786947.1|AALB	LOC117564160|XP_034098718.1|DALB
OG0008195	LOC118465499|XP_035789697.1|AALB	LOC117571856|XP_034110142.1|DALB
OG0008196	LOC118466897|XP_035792646.1|AALB	LOC117567946|XP_034104135.1|DALB
OG0008197	LOC118464267|XP_035787405.1|AALB	LOC117570218|XP_034107607.1|DALB
OG0008198	LOC118460270|XP_035780343.1|AALB	LOC117571025|XP_034108880.1|DALB
OG0008199	LOC118467726|XP_035794423.1|AALB	LOC117574641|XP_034114434.1|DALB
OG0008200	LOC118465850|XP_035790370.1|AALB	LOC117568948|XP_034105779.1|DALB
OG0008201	LOC118466542|XP_035791950.1|AALB	LOC117569497|XP_034106572.1|DALB
OG0008202	LOC118466539|XP_035791947.1|AALB	LOC117571694|XP_034109879.1|DALB
OG0008203	LOC118467498|XP_035793942.1|AALB	LOC117572503|XP_034111246.1|DALB
OG0008204	LOC118463203|XP_035785539.1|AALB	LOC117564651|XP_034099404.1|DALB
OG0008205	LOC118465080|XP_035788876.1|AALB	LOC117574669|XP_034114469.1|DALB
OG0008206	LOC118465353|XP_035789417.1|AALB	LOC117571807|XP_034110068.1|DALB
OG0008207	LOC118463177|XP_035785477.1|AALB	LOC117571802|XP_034110060.1|DALB
OG0008208	LOC118463459|XP_035785942.1|AALB	LOC117570166|XP_034107532.1|DALB
OG0008209	LOC118463462|XP_035785944.1|AALB	LOC117565337|XP_034100278.1|DALB
OG0008210	LOC118465167|XP_035789020.1|AALB	LOC117569167|XP_034106123.1|DALB
OG0008212	LOC118466461|XP_035791711.1|AALB	LOC117568885|XP_034105676.1|DALB
OG0008213	LOC118467619|XP_035794221.1|AALB	LOC117577759|XP_034118561.1|DALB
OG0008214	LOC118467019|XP_035792861.1|AALB	LOC117567404|XP_034103254.1|DALB
OG0008215	LOC118467280|XP_035793476.1|AALB	LOC117571946|XP_034110334.1|DALB
OG0008216	LOC118467309|XP_035793530.1|AALB	LOC117572397|XP_034111068.1|DALB
OG0008217	LOC118462719|XP_035784555.1|AALB	LOC117578285|XP_034119612.1|DALB
OG0008218	LOC118465026|XP_035788784.1|AALB	LOC117570164|XP_034107529.1|DALB
OG0008219	LOC118464937|XP_035788603.1|AALB	LOC117565745|XP_034100887.1|DALB
OG0008220	LOC118464938|XP_035788615.1|AALB	LOC117578051|XP_034119065.1|DALB
OG0008221	LOC118462507|XP_035784124.1|AALB	LOC117566212|XP_034101641.1|DALB
OG0008222	LOC118465830|XP_035790312.1|AALB	LOC117570506|XP_034108093.1|DALB
OG0008223	LOC118466318|XP_035791324.1|AALB	LOC117568247|XP_034104617.1|DALB
OG0008224	LOC118466971|XP_035792775.1|AALB	LOC117571795|XP_034110050.1|DALB
OG0008225	LOC118462877|XP_035784841.1|AALB	LOC117572291|XP_034110895.1|DALB
OG0008226	LOC118462735|XP_035784576.1|AALB	LOC117568048|XP_034104286.1|DALB
OG0008227	LOC118456240|XP_035772730.1|AALB	LOC117574405|XP_034114134.1|DALB
OG0008228	LOC118461264|XP_035782287.1|AALB	LOC117575126|XP_034115118.1|DALB
OG0008229	LOC118456770|XP_035773738.1|AALB	LOC117574672|XP_034114470.1|DALB
OG0008230	LOC118457358|XP_035774763.1|AALB	LOC117575724|XP_034115957.1|DALB
OG0008232	LOC118461849|XP_035783529.1|AALB	LOC117566386|XP_034101782.1|DALB
OG0008233	LOC118460975|XP_035781681.1|AALB	LOC117564228|XP_034098809.1|DALB
OG0008234	LOC118465509|XP_035789721.1|AALB	LOC117570450|XP_034107999.1|DALB
OG0008235	LOC118465014|XP_035788760.1|AALB	LOC117564186|XP_034098755.1|DALB
OG0008236	LOC118462486|XP_035784086.1|AALB	LOC117566979|XP_034102533.1|DALB
OG0008237	LOC118464401|XP_035787649.1|AALB	LOC117571189|XP_034109117.1|DALB
OG0008238	LOC118466227|XP_035791159.1|AALB	LOC117568178|XP_034104504.1|DALB
OG0008239	LOC118464847|XP_035788436.1|AALB	LOC117567750|XP_034103829.1|DALB
OG0008240	LOC118466963|XP_035792758.1|AALB	LOC117569973|XP_034107240.1|DALB
OG0008267	LOC118458361|XP_035776613.1|AALB	LOC117573283|XP_034112274.1|DALB
OG0008269	LOC118463496|XP_035786025.1|AALB	LOC117563754|XP_034098127.1|DALB
OG0008270	LOC118458598|XP_035777169.1|AALB	LOC117578144|XP_034119253.1|DALB
OG0008272	LOC118460690|XP_035781096.1|AALB	LOC117577940|XP_034118842.1|DALB
OG0008274	LOC118460154|XP_035780148.1|AALB	LOC117577913|XP_034118802.1|DALB
OG0008275	LOC118468768|XP_035795842.1|AALB, LOC118465862|XP_035790387.1|AALB	LOC117569073|XP_034105982.1|DALB
OG0008276	LOC118456666|XP_035773529.1|AALB	LOC117578311|XP_034119650.1|DALB
OG0008277	LOC118466263|XP_035791222.1|AALB	LOC117564131|XP_034098720.1|DALB
OG0008279	LOC118458083|XP_035776139.1|AALB	LOC117574000|XP_034113450.1|DALB
OG0008280	LOC118458911|XP_035777771.1|AALB	LOC117570258|XP_034107664.1|DALB
OG0008281	LOC118464807|XP_035788367.1|AALB	LOC117573922|XP_034113330.1|DALB
OG0008282	LOC118466587|XP_035792043.1|AALB	LOC117577848|XP_034118680.1|DALB
OG0008283	LOC118467884|XP_035794730.1|AALB	LOC117571650|XP_034109778.1|DALB
OG0008285	LOC118461087|XP_035781882.1|AALB	LOC117577744|XP_034118546.1|DALB
OG0008286	LOC118466530|XP_035791932.1|AALB	LOC117577710|XP_034118505.1|DALB
OG0008287	LOC118465757|XP_035790156.1|AALB	LOC117577838|XP_034118669.1|DALB
OG0008290	LOC118466401|XP_035791563.1|AALB	LOC117577785|XP_034118601.1|DALB
OG0008291	LOC118466410|XP_035791574.1|AALB	LOC117563933|XP_034098399.1|DALB
OG0008295	LOC118459623|XP_035779097.1|AALB	LOC117564014|XP_034098507.1|DALB
OG0008296	LOC118461030|XP_035781803.1|AALB	LOC117577894|XP_034118767.1|DALB
OG0008297	LOC118457584|XP_035775169.1|AALB	LOC117577841|XP_034118675.1|DALB
OG0008300	LOC118457452|XP_035774946.1|AALB	LOC117578029|XP_034119033.1|DALB
OG0008302	LOC118461430|XP_035782633.1|AALB	LOC117576300|XP_034116848.1|DALB
OG0008303	LOC118458479|XP_035776919.1|AALB	LOC117574175|XP_034113759.1|DALB
OG0008304	LOC118458719|XP_035777361.1|AALB	LOC117577787|XP_034118603.1|DALB, LOC117571301|XP_034109266.1|DALB
OG0008305	LOC118468317|XP_035794954.1|AALB	LOC117578081|XP_034119167.1|DALB
OG0008306	LOC118457821|XP_035775589.1|AALB	LOC117578183|XP_034119387.1|DALB
OG0008308	LOC118460267|XP_035780333.1|AALB	LOC117575485|XP_034115610.1|DALB
OG0008309	LOC118457827|XP_035775594.1|AALB	LOC117565443|XP_034100425.1|DALB
OG0008311	LOC118457722|XP_035775406.1|AALB	LOC117577614|XP_034118355.1|DALB
OG0008313	LOC118456493|XP_035773211.1|AALB	LOC117572125|XP_034110647.1|DALB
OG0008314	LOC118469015|XP_035796351.1|AALB	LOC117569831|XP_034107047.1|DALB
OG0008315	LOC118460160|XP_035780153.1|AALB	LOC117569090|XP_034105998.1|DALB
OG0008317	LOC118468570|XP_035795392.1|AALB	LOC117574308|XP_034114007.1|DALB
OG0008318	LOC118460909|XP_035781552.1|AALB	LOC117576131|XP_034116587.1|DALB
OG0008319	LOC118458670|XP_035777269.1|AALB	LOC117567007|XP_034102583.1|DALB
OG0008320	LOC118468687|XP_035795694.1|AALB	LOC117577915|XP_034118804.1|DALB
OG0008321	LOC118468669|XP_035795622.1|AALB	LOC117573795|XP_034113094.1|DALB
OG0008322	LOC118457977|XP_035775918.1|AALB	LOC117565248|XP_034100151.1|DALB
OG0008323	LOC118468572|XP_035795397.1|AALB	LOC117575011|XP_034114978.1|DALB
OG0008324	LOC118457927|XP_035775830.1|AALB	LOC117578293|XP_034119628.1|DALB
OG0008325	LOC118456578|XP_035773361.1|AALB	LOC117577988|XP_034118975.1|DALB
OG0008326	LOC118459439|XP_035778678.1|AALB	LOC117575226|XP_034115245.1|DALB
OG0008327	LOC118466118|XP_035790948.1|AALB	LOC117571402|XP_034109425.1|DALB
OG0008328	LOC118463331|XP_035785721.1|AALB	LOC117569865|XP_034107094.1|DALB
OG0008330	LOC118464624|XP_035787963.1|AALB	LOC117571354|XP_034109354.1|DALB
OG0008331	LOC118463042|XP_035785180.1|AALB	LOC117569314|XP_034106317.1|DALB
OG0008332	LOC118463052|XP_035785195.1|AALB	LOC117571123|XP_034109015.1|DALB
OG0008333	LOC118466270|XP_035791230.1|AALB	LOC117569418|XP_034106456.1|DALB
OG0008334	LOC118466264|XP_035791218.1|AALB	LOC117571153|XP_034109051.1|DALB
OG0008336	LOC118465243|XP_035789156.1|AALB	LOC117570098|XP_034107441.1|DALB
OG0008337	LOC118463064|XP_035785212.1|AALB	LOC117571853|XP_034110138.1|DALB
OG0008338	LOC118462708|XP_035784541.1|AALB	LOC117569476|XP_034106534.1|DALB
OG0008339	LOC118467016|XP_035792860.1|AALB	LOC117577617|XP_034118361.1|DALB
OG0008340	LOC118466226|XP_035791155.1|AALB	LOC117566940|XP_034102462.1|DALB
OG0008342	LOC118467815|XP_035794593.1|AALB	LOC117566949|XP_034102472.1|DALB
OG0008343	LOC118464109|XP_035787090.1|AALB	LOC117575792|XP_034116059.1|DALB
OG0008345	LOC118465956|XP_035790590.1|AALB	LOC117572268|XP_034110862.1|DALB
OG0008346	LOC118463663|XP_035786309.1|AALB	LOC117571621|XP_034109737.1|DALB
OG0008347	LOC118463665|XP_035786311.1|AALB	LOC117564928|XP_034099773.1|DALB
OG0008348	LOC118463426|XP_035785883.1|AALB	LOC117567207|XP_034102928.1|DALB
OG0008349	LOC118466210|XP_035791119.1|AALB	LOC117571288|XP_034109247.1|DALB
OG0008350	LOC118463718|XP_035786403.1|AALB	LOC117573510|XP_034112633.1|DALB
OG0008355	LOC118465017|XP_035788764.1|AALB	LOC117572782|XP_034111770.1|DALB
OG0008356	LOC118467914|XP_035794742.1|AALB	LOC117577982|XP_034118969.1|DALB
OG0008357	LOC118456788|XP_035773761.1|AALB	LOC117576782|XP_034117725.1|DALB
OG0008358	LOC118457938|XP_035775845.1|AALB	LOC117565306|XP_034100235.1|DALB
OG0008359	LOC118464397|XP_035787641.1|AALB	LOC117570430|XP_034107976.1|DALB
OG0008360	LOC118468522|XP_035795278.1|AALB	LOC117568624|XP_034105304.1|DALB
OG0008361	LOC118456836|XP_035773825.1|AALB	LOC117564264|XP_034098858.1|DALB
OG0008362	LOC118461391|XP_035782546.1|AALB	LOC117564444|XP_034099079.1|DALB
OG0008363	LOC118461390|XP_035782545.1|AALB	LOC117567457|XP_034103362.1|DALB
OG0008364	LOC118461396|XP_035782552.1|AALB	LOC117569486|XP_034106557.1|DALB
OG0008365	LOC118465896|XP_035790442.1|AALB	LOC117567574|XP_034103536.1|DALB
OG0008366	LOC118458935|XP_035777807.1|AALB	LOC117575531|XP_034115671.1|DALB
OG0008368	LOC118459534|XP_035778887.1|AALB	LOC117566199|XP_034101607.1|DALB
OG0008369	LOC118457670|XP_035775319.1|AALB	LOC117577790|XP_034118606.1|DALB
OG0008370	LOC118461543|XP_035782882.1|AALB	LOC117573178|XP_034112039.1|DALB
OG0008372	LOC118460439|XP_035780629.1|AALB	LOC117570355|XP_034107816.1|DALB
OG0008373	LOC118457632|XP_035775244.1|AALB	LOC117563347|XP_034097520.1|DALB
OG0008374	LOC118460973|XP_035781679.1|AALB	LOC117565698|XP_034100824.1|DALB
OG0008375	LOC118468590|XP_035795467.1|AALB	LOC117566235|XP_034101674.1|DALB
OG0008377	LOC118461628|XP_035783070.1|AALB	LOC117565554|XP_034100611.1|DALB
OG0008378	LOC118468575|XP_035795400.1|AALB	LOC117565553|XP_034100609.1|DALB
OG0008379	LOC118460751|XP_035781230.1|AALB	LOC117565257|XP_034100167.1|DALB
OG0008381	LOC118462053|XP_035783932.1|AALB	LOC117563606|XP_034097891.1|DALB
OG0008383	LOC118458679|XP_035777284.1|AALB	LOC117564940|XP_034099785.1|DALB
OG0008384	LOC118468422|XP_035795078.1|AALB	LOC117564222|XP_034098800.1|DALB
OG0008385	LOC118459524|XP_035778874.1|AALB	LOC117565435|XP_034100413.1|DALB
OG0008386	LOC118459131|XP_035778095.1|AALB	LOC117567240|XP_034102981.1|DALB
OG0008387	LOC118459277|XP_035778407.1|AALB	LOC117573595|XP_034112781.1|DALB
OG0008388	LOC118456392|XP_035772977.1|AALB	LOC117563353|XP_034097530.1|DALB
OG0008390	LOC118461556|XP_035782901.1|AALB	LOC117563781|XP_034098178.1|DALB
OG0008392	LOC118456977|XP_035774069.1|AALB	LOC117568581|XP_034105203.1|DALB
OG0008393	LOC118460295|XP_035780383.1|AALB	LOC117569722|XP_034106879.1|DALB
OG0008394	LOC118460400|XP_035780572.1|AALB	LOC117567620|XP_034103602.1|DALB
OG0008395	LOC118460287|XP_035780369.1|AALB	LOC117569532|XP_034106629.1|DALB
OG0008396	LOC118460289|XP_035780372.1|AALB	LOC117577674|XP_034118457.1|DALB
OG0008397	LOC118459190|XP_035778241.1|AALB	LOC117576939|XP_034117991.1|DALB
OG0008398	LOC118468463|XP_035795149.1|AALB	LOC117577902|XP_034118784.1|DALB
OG0008399	LOC118459796|XP_035779420.1|AALB	LOC117573331|XP_034112372.1|DALB
OG0008401	LOC118460184|XP_035780181.1|AALB	LOC117564128|XP_034098679.1|DALB
OG0008402	LOC118467057|XP_035792955.1|AALB	LOC117576015|XP_034116412.1|DALB
OG0008403	LOC118468999|XP_035796321.1|AALB	LOC117573814|XP_034113126.1|DALB
OG0008404	LOC118468498|XP_035795225.1|AALB	LOC117574059|XP_034113566.1|DALB
OG0008405	LOC118459720|XP_035779278.1|AALB	LOC117574550|XP_034114316.1|DALB
OG0008408	LOC118459721|XP_035779279.1|AALB	LOC117578088|XP_034119140.1|DALB
OG0008409	LOC118460034|XP_035779869.1|AALB	LOC117566519|XP_034101951.1|DALB
OG0008410	LOC118458912|XP_035777769.1|AALB	LOC117576635|XP_034117452.1|DALB
OG0008411	LOC118456328|XP_035772877.1|AALB	LOC117575754|XP_034116004.1|DALB
OG0008413	LOC118458500|XP_035776947.1|AALB	LOC117571791|XP_034110041.1|DALB
OG0008414	LOC118460333|XP_035780442.1|AALB	LOC117578123|XP_034119201.1|DALB
OG0008415	LOC118457226|XP_035774498.1|AALB	LOC117577786|XP_034118602.1|DALB
OG0008416	LOC118458358|XP_035776603.1|AALB	LOC117573058|XP_034111827.1|DALB
OG0008417	LOC118456511|XP_035773239.1|AALB	LOC117578319|XP_034119666.1|DALB
OG0008418	LOC118460269|XP_035780342.1|AALB	LOC117564915|XP_034099763.1|DALB
OG0008419	LOC118460271|XP_035780344.1|AALB	LOC117578287|XP_034119614.1|DALB
OG0008420	LOC118458474|XP_035776905.1|AALB	LOC117577698|XP_034118489.1|DALB
OG0008421	LOC118461564|XP_035782922.1|AALB	LOC117570887|XP_034108679.1|DALB
OG0008422	LOC118458148|XP_035776236.1|AALB	LOC117568096|XP_034104372.1|DALB
OG0008423	LOC118458023|XP_035776021.1|AALB	LOC117569845|XP_034107065.1|DALB
OG0008424	LOC118458928|XP_035777791.1|AALB	LOC117571780|XP_034110032.1|DALB
OG0008425	LOC118456540|XP_035773284.1|AALB	LOC117575967|XP_034116337.1|DALB
OG0008427	LOC118462482|XP_035784081.1|AALB	LOC117578271|XP_034119585.1|DALB
OG0008428	LOC118465870|XP_035790396.1|AALB	LOC117577836|XP_034118668.1|DALB
OG0008429	LOC118465880|XP_035790410.1|AALB	LOC117575584|XP_034115742.1|DALB
OG0008430	LOC118467227|XP_035793379.1|AALB	LOC117578278|XP_034119596.1|DALB
OG0008431	LOC118463625|XP_035786215.1|AALB	LOC117571485|XP_034109542.1|DALB
OG0008432	LOC118465909|XP_035790494.1|AALB	LOC117573411|XP_034112505.1|DALB
OG0008433	LOC118465071|XP_035788850.1|AALB	LOC117567731|XP_034103786.1|DALB
OG0008436	LOC118467851|XP_035794649.1|AALB	LOC117569178|XP_034106138.1|DALB
OG0008439	LOC118456151|XP_035772560.1|AALB	LOC117570421|XP_034107945.1|DALB
OG0008440	LOC118467313|XP_035793541.1|AALB	LOC117575403|XP_034115473.1|DALB
OG0008442	LOC118465023|XP_035788777.1|AALB	LOC117566491|XP_034101919.1|DALB
OG0008443	LOC118466388|XP_035791516.1|AALB	LOC117571217|XP_034109156.1|DALB
OG0008446	LOC118457414|XP_035774883.1|AALB	LOC117577963|XP_034118903.1|DALB
OG0008447	LOC118463460|XP_035785946.1|AALB	LOC117567154|XP_034102861.1|DALB
OG0008448	LOC118468961|XP_035796436.1|AALB	LOC117566630|XP_034102065.1|DALB
OG0008449	LOC118464638|XP_035788026.1|AALB	LOC117578205|XP_034119433.1|DALB
OG0008450	LOC118466007|XP_035790698.1|AALB, LOC118458137|XP_035776221.1|AALB	LOC117573887|XP_034113268.1|DALB
OG0008451	LOC118465382|XP_035789510.1|AALB	LOC117574256|XP_034113877.1|DALB
OG0008452	LOC118459055|XP_035777982.1|AALB	LOC117565540|XP_034100575.1|DALB
OG0008453	LOC118456605|XP_035773400.1|AALB	LOC117572528|XP_034111279.1|DALB
OG0008454	LOC118459062|XP_035777987.1|AALB	LOC117569505|XP_034106582.1|DALB
OG0008455	LOC118468589|XP_035795416.1|AALB	LOC117572114|XP_034110626.1|DALB
OG0008456	LOC118469034|XP_035796388.1|AALB	LOC117576492|XP_034117158.1|DALB
OG0008457	LOC118460256|XP_035780320.1|AALB	LOC117574230|XP_034113830.1|DALB
OG0008459	LOC118468816|XP_035795927.1|AALB	LOC117573676|XP_034112900.1|DALB
OG0008460	LOC118461294|XP_035782366.1|AALB	LOC117565695|XP_034100822.1|DALB
OG0008461	LOC118460864|XP_035781479.1|AALB	LOC117565139|XP_034100002.1|DALB
OG0008462	LOC118468917|XP_035796120.1|AALB	LOC117564736|XP_034099515.1|DALB
OG0008463	LOC118465828|XP_035790309.1|AALB	LOC117564122|XP_034098671.1|DALB
OG0008464	LOC118465510|XP_035789722.1|AALB	LOC117570449|XP_034107998.1|DALB
OG0008465	LOC118463089|XP_035785262.1|AALB	LOC117567776|XP_034103866.1|DALB
OG0008466	LOC118463872|XP_035786683.1|AALB	LOC117571723|XP_034109920.1|DALB
OG0008467	LOC118466814|XP_035792496.1|AALB	LOC117569959|XP_034107222.1|DALB
OG0008468	LOC118464555|XP_035787887.1|AALB	LOC117564718|XP_034099492.1|DALB
OG0008469	LOC118464618|XP_035787956.1|AALB	LOC117569182|XP_034106141.1|DALB
OG0008470	LOC118466666|XP_035792162.1|AALB	LOC117567466|XP_034103376.1|DALB
OG0008536	LOC118459399|XP_035778605.1|AALB	LOC117574143|XP_034113713.1|DALB
OG0008539	LOC118457813|XP_035775567.1|AALB	LOC117565245|XP_034100152.1|DALB
OG0008540	LOC118458848|XP_035777661.1|AALB	LOC117574299|XP_034113995.1|DALB
OG0008542	LOC118456849|XP_035773840.1|AALB	LOC117567721|XP_034103774.1|DALB
OG0008544	LOC118466653|XP_035792133.1|AALB	LOC117572339|XP_034110977.1|DALB
OG0008546	LOC118463167|XP_035785454.1|AALB	LOC117570344|XP_034107789.1|DALB
OG0008549	LOC118465532|XP_035789750.1|AALB	LOC117576691|XP_034117578.1|DALB
OG0008552	LOC118464315|XP_035787504.1|AALB	LOC117567671|XP_034103682.1|DALB
OG0008553	LOC118466143|XP_035790988.1|AALB	LOC117570292|XP_034107704.1|DALB
OG0008554	LOC118466345|XP_035791369.1|AALB	LOC117563728|XP_034098094.1|DALB
OG0008555	LOC118466342|XP_035791367.1|AALB	LOC117577088|XP_034118079.1|DALB
OG0008560	LOC118456189|XP_035772637.1|AALB	LOC117565732|XP_034100871.1|DALB
OG0008562	LOC118456765|XP_035773725.1|AALB	LOC117563398|XP_034097623.1|DALB
OG0008564	LOC118459107|XP_035778063.1|AALB	LOC117563490|XP_034097743.1|DALB
OG0008565	LOC118459423|XP_035778660.1|AALB	LOC117577948|XP_034118874.1|DALB
OG0008569	LOC118461284|XP_035782330.1|AALB	LOC117571852|XP_034110140.1|DALB
OG0008570	LOC118459915|XP_035779649.1|AALB	LOC117563284|XP_034097415.1|DALB
