Orthogroup	AALB.longest_only	DSIM.longest_only
OG0007029	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB	LOC6732567|XP_002079686.1|DSIM
OG0007030	LOC118460930|XP_035781583.1|AALB	LOC6725498|XP_016038623.1|DSIM
OG0007031	LOC118460561|XP_035780857.1|AALB	LOC27209260|XP_016033114.1|DSIM
OG0007032	LOC118458720|XP_035777357.1|AALB	LOC6739071|XP_002085865.1|DSIM
OG0007033	LOC118458721|XP_035777358.1|AALB	LOC6732321|XP_002079449.2|DSIM
OG0007034	LOC118456631|XP_035773452.1|AALB	LOC27206525|XP_016023175.1|DSIM
OG0007035	LOC118456629|XP_035773450.1|AALB	LOC6725878|XP_002106874.1|DSIM
OG0007036	LOC118457136|XP_035774344.1|AALB	LOC6738816|XP_016032629.1|DSIM
OG0007037	LOC118457134|XP_035774341.1|AALB	LOC6729124|XP_002104445.1|DSIM
OG0007038	LOC118460966|XP_035781651.1|AALB	LOC6735779|XP_039147491.1|DSIM
OG0007039	LOC118458267|XP_035776471.1|AALB	LOC6733845|XP_002080889.2|DSIM
OG0007040	LOC118458270|XP_035776476.1|AALB	LOC6732089|XP_002079221.1|DSIM
OG0007041	LOC118456237|XP_035772715.1|AALB	LOC6733087|XP_039147008.1|DSIM
OG0007042	LOC118456238|XP_035772721.1|AALB	LOC6731588|XP_016024265.1|DSIM
OG0007043	LOC118458141|XP_035776228.1|AALB	LOC6726815|XP_016033316.1|DSIM
OG0007044	LOC118458729|XP_035777389.1|AALB	LOC6731336|XP_016023933.1|DSIM
OG0007045	LOC118462017|XP_035783860.1|AALB	LOC6727400|XP_016033946.1|DSIM
OG0007046	LOC118458784|XP_035777502.1|AALB	LOC6726762|XP_002102171.1|DSIM
OG0007047	LOC118459249|XP_035778353.1|AALB	LOC6731047|XP_002078208.2|DSIM
OG0007048	LOC118459239|XP_035778330.1|AALB	LOC6730643|XP_016023079.1|DSIM
OG0007049	LOC118468931|XP_035796147.1|AALB	LOC6730959|XP_002078122.2|DSIM
OG0007050	LOC118457914|XP_035775808.1|AALB	LOC6731343|XP_002078499.1|DSIM
OG0007051	LOC118461896|XP_035783643.1|AALB	LOC6730915|XP_016023355.1|DSIM
OG0007052	LOC118459278|XP_035778414.1|AALB	LOC6740711|XP_039153002.1|DSIM
OG0007053	LOC118458120|XP_035776187.1|AALB	LOC6728022|XP_002103374.1|DSIM
OG0007054	LOC118458747|XP_035777418.1|AALB	LOC6736130|XP_002083030.1|DSIM
OG0007055	LOC118461427|XP_035782628.1|AALB	LOC6734754|XP_016027961.1|DSIM
OG0007056	LOC118459421|XP_035778658.1|AALB	LOC27206276|XP_016030193.1|DSIM
OG0007057	LOC118459841|XP_035779502.1|AALB	LOC6740184|XP_016039847.1|DSIM
OG0007058	LOC118459836|XP_035779495.1|AALB	LOC6724974|XP_039153223.1|DSIM
OG0007059	LOC118458171|XP_035776269.1|AALB	LOC6731392|XP_002078545.1|DSIM
OG0007060	LOC118458174|XP_035776272.1|AALB	LOC6731389|XP_016024009.1|DSIM
OG0007061	LOC118458175|XP_035776273.1|AALB	LOC6731388|XP_016024007.1|DSIM
OG0007062	LOC118460689|XP_035781094.1|AALB	LOC6730429|XP_002077610.1|DSIM
OG0007063	LOC118456378|XP_035772958.1|AALB	LOC6731511|XP_016024185.1|DSIM
OG0007064	LOC118459281|XP_035778420.1|AALB	LOC6733669|XP_002080716.1|DSIM
OG0007065	LOC118459276|XP_035778406.1|AALB	LOC6738548|XP_002085353.2|DSIM
OG0007066	LOC118456387|XP_035772970.1|AALB	LOC6738120|XP_002084933.1|DSIM
OG0007067	LOC118456374|XP_035772951.1|AALB	LOC6731902|XP_002079037.1|DSIM
OG0007068	LOC118456389|XP_035772972.1|AALB	LOC6739229|XP_016024385.1|DSIM
OG0007069	LOC118457982|XP_035775927.1|AALB	LOC6726634|XP_039146922.1|DSIM
OG0007070	LOC118459031|XP_035777940.1|AALB	LOC27206619|XP_039148089.1|DSIM
OG0007071	LOC118458205|XP_035776343.1|AALB	LOC27209168|XP_016029566.1|DSIM
OG0007073	LOC118456505|XP_035773226.1|AALB	LOC6730956|XP_002078119.1|DSIM
OG0007074	LOC118458044|XP_035776056.1|AALB	LOC6735938|XP_002082848.1|DSIM
OG0007075	LOC118456916|XP_035773938.1|AALB	LOC6730651|XP_016023088.1|DSIM
OG0007076	LOC118458663|XP_035777254.1|AALB	LOC6734466|XP_002081485.1|DSIM
OG0007077	LOC118458767|XP_035777452.1|AALB	LOC27206552|XP_016024556.1|DSIM
OG0007078	LOC118459639|XP_035779112.1|AALB	LOC6730806|XP_016023236.1|DSIM
OG0007079	LOC118459648|XP_035779123.1|AALB	LOC6730805|XP_016023233.1|DSIM
OG0007080	LOC118468729|XP_035795756.1|AALB	LOC6731618|XP_016024298.1|DSIM
OG0007081	LOC118468730|XP_035795762.1|AALB	LOC6731217|XP_002078376.1|DSIM
OG0007082	LOC118468325|XP_035794962.1|AALB	LOC6730402|XP_002077583.2|DSIM
OG0007083	LOC118457686|XP_035775346.1|AALB	LOC6732070|XP_002079202.2|DSIM
OG0007084	LOC118461838|XP_035783491.1|AALB	LOC6726153|XP_016039683.1|DSIM
OG0007085	LOC118461845|XP_035783520.1|AALB	LOC6730602|XP_016023043.1|DSIM
OG0007086	LOC118459761|XP_035779351.1|AALB	LOC6732508|XP_002079628.1|DSIM
OG0007087	LOC118460517|XP_035780785.1|AALB	LOC6738598|XP_016032443.1|DSIM
OG0007088	LOC118460509|XP_035780763.1|AALB	LOC6732918|XP_016025638.1|DSIM
OG0007089	LOC118458076|XP_035776124.1|AALB	LOC6730497|XP_002077678.1|DSIM
OG0007090	LOC118458494|XP_035776940.1|AALB	LOC6730696|XP_016023122.1|DSIM
OG0007091	LOC118458484|XP_035776927.1|AALB	LOC6732494|XP_002079614.1|DSIM
OG0007092	LOC118458074|XP_035776122.1|AALB	LOC6727659|XP_039150426.1|DSIM
OG0007093	LOC118458080|XP_035776130.1|AALB	LOC6731660|XP_002078800.1|DSIM
OG0007094	LOC118456630|XP_035773451.1|AALB	LOC6731659|XP_002078799.1|DSIM
OG0007095	LOC118461855|XP_035783548.1|AALB	LOC6732813|XP_002079926.1|DSIM
OG0007096	LOC118461856|XP_035783549.1|AALB	LOC6732867|XP_002079977.1|DSIM
OG0007097	LOC118461547|XP_035782889.1|AALB	LOC6733032|XP_002080111.1|DSIM
OG0007098	LOC118468864|XP_035796037.1|AALB	LOC6733014|XP_016025718.2|DSIM
OG0007099	LOC118456896|XP_035773910.1|AALB	LOC6728275|XP_002103624.1|DSIM
OG0007100	LOC118456886|XP_035773899.1|AALB	LOC6731242|XP_002078401.2|DSIM
OG0007101	LOC118456897|XP_035773913.1|AALB	LOC6732547|XP_002079666.1|DSIM
OG0007103	LOC118456173|XP_035772612.1|AALB	LOC6731689|XP_002078825.2|DSIM
OG0007104	LOC118456174|XP_035772613.1|AALB	LOC6731923|XP_039151475.1|DSIM
OG0007105	LOC118460009|XP_035779828.1|AALB	LOC6731810|XP_002078945.1|DSIM
OG0007106	LOC118461536|XP_035782875.1|AALB	LOC6730490|XP_016022944.1|DSIM
OG0007107	LOC118456424|XP_035773059.1|AALB	LOC6730639|XP_016023075.1|DSIM
OG0007108	LOC118457236|XP_035774509.1|AALB	LOC6730994|XP_002078155.1|DSIM
OG0007109	LOC118456224|XP_035772702.1|AALB	LOC6732742|XP_002079856.1|DSIM
OG0007110	LOC118456219|XP_035772693.1|AALB	LOC6730804|XP_016023232.1|DSIM
OG0007111	LOC118456212|XP_035772676.1|AALB	LOC6731363|XP_039146954.1|DSIM
OG0007112	LOC118462012|XP_035783851.1|AALB	LOC6730452|XP_002077633.1|DSIM
OG0007113	LOC118456444|XP_035773098.1|AALB	LOC6729513|XP_016036186.1|DSIM
OG0007114	LOC118456442|XP_035773096.1|AALB	LOC6732045|XP_002079177.1|DSIM
OG0007115	LOC118456441|XP_035773095.1|AALB	LOC6732122|XP_002079254.2|DSIM
OG0007116	LOC118460521|XP_035780790.1|AALB	LOC6731416|XP_002078568.1|DSIM
OG0007117	LOC118460527|XP_035780800.1|AALB	LOC6730543|XP_002077722.1|DSIM
OG0007118	LOC118460516|XP_035780784.1|AALB	LOC6731983|XP_002079117.1|DSIM
OG0007119	LOC118462024|XP_035783883.1|AALB	LOC6725395|XP_016038462.1|DSIM
OG0007120	LOC118457841|XP_035775614.1|AALB	LOC6725136|XP_016038107.1|DSIM
OG0007121	LOC118460653|XP_035781009.1|AALB	LOC6725964|XP_002106947.1|DSIM
OG0007122	LOC118468838|XP_035795971.1|AALB	LOC6726452|XP_016040026.1|DSIM
OG0007123	LOC118468839|XP_035795972.1|AALB	LOC27209228|XP_016040031.1|DSIM
OG0007124	LOC118456674|XP_035773539.1|AALB	LOC6737857|XP_016031623.1|DSIM
OG0007125	LOC118457898|XP_035775770.1|AALB	LOC6737950|XP_016031700.1|DSIM
OG0007126	LOC118457838|XP_035775610.1|AALB	LOC6738123|XP_002084936.1|DSIM
OG0007127	LOC118457342|XP_035774733.1|AALB	LOC6738828|XP_002085628.1|DSIM
OG0007128	LOC118457341|XP_035774732.1|AALB	LOC6737948|XP_016031699.1|DSIM
OG0007129	LOC118460290|XP_035780376.1|AALB	LOC6737949|XP_002084768.1|DSIM
OG0007130	LOC118460294|XP_035780382.1|AALB	LOC6738823|XP_002085623.1|DSIM
OG0007131	LOC118461280|XP_035782326.1|AALB	LOC6739088|XP_016032929.1|DSIM
OG0007132	LOC118461282|XP_035782328.1|AALB	LOC6739092|XP_016032932.1|DSIM
OG0007133	LOC118460961|XP_035781630.1|AALB	LOC6738352|XP_002085162.1|DSIM
OG0007134	LOC118460954|XP_035781623.1|AALB	LOC6738240|XP_002085052.1|DSIM
OG0007135	LOC118460399|XP_035780571.1|AALB	LOC6738248|XP_002085060.1|DSIM
OG0007136	LOC118460391|XP_035780557.1|AALB	LOC6738748|XP_016032559.1|DSIM
OG0007137	LOC118459927|XP_035779668.1|AALB	LOC6724819|XP_016037598.1|DSIM
OG0007138	LOC118468487|XP_035795207.1|AALB	LOC6725091|XP_016038065.1|DSIM
OG0007139	LOC118468990|XP_035796299.1|AALB	LOC6726466|XP_039152616.1|DSIM
OG0007140	LOC118468992|XP_035796311.1|AALB	LOC6739948|XP_039152526.1|DSIM
OG0007142	LOC118468844|XP_035795981.1|AALB	LOC6738726|XP_002085527.1|DSIM
OG0007143	LOC118459469|XP_035778770.1|AALB	LOC6730092|XP_016036860.1|DSIM
OG0007144	LOC118459465|XP_035778766.1|AALB	LOC6728852|XP_016035538.1|DSIM
OG0007145	LOC118459468|XP_035778769.1|AALB	LOC6729418|XP_002104733.1|DSIM
OG0007146	LOC118459485|XP_035778791.1|AALB	LOC6729715|XP_002105021.1|DSIM
OG0007147	LOC118461692|XP_035783202.1|AALB	LOC6728322|XP_002103671.1|DSIM
OG0007148	LOC118461437|XP_035782638.1|AALB	LOC6725375|XP_039154013.1|DSIM
OG0007149	LOC118468462|XP_035795148.1|AALB	LOC27206323|XP_016026379.1|DSIM
OG0007151	LOC118456531|XP_035773266.1|AALB	LOC6737438|XP_002084275.1|DSIM
OG0007152	LOC118456305|XP_035772836.1|AALB	LOC6726471|XP_002107428.2|DSIM
OG0007153	LOC118456951|XP_035774019.1|AALB	LOC6740247|XP_002077127.1|DSIM
OG0007154	LOC118459853|XP_035779516.1|AALB	LOC6734849|XP_002081850.1|DSIM
OG0007155	LOC118461530|XP_035782855.1|AALB	LOC6734592|XP_002081600.1|DSIM
OG0007156	LOC118456950|XP_035774018.1|AALB	LOC6727280|XP_002102669.2|DSIM
OG0007157	LOC118458627|XP_035777208.1|AALB	LOC6726872|XP_016033378.1|DSIM
OG0007158	LOC118458631|XP_035777213.1|AALB	LOC6736592|XP_002083454.2|DSIM
OG0007159	LOC118459633|XP_035779104.1|AALB	LOC6724852|XP_016037635.2|DSIM
OG0007160	LOC118460777|XP_035781274.1|AALB	LOC6728519|XP_016035176.1|DSIM
OG0007161	LOC118459919|XP_035779654.1|AALB	LOC6724753|XP_016037492.1|DSIM
OG0007162	LOC118459918|XP_035779653.1|AALB	LOC6725629|XP_016038845.1|DSIM
OG0007163	LOC118456708|XP_035773637.1|AALB	LOC6730364|XP_002105646.1|DSIM
OG0007164	LOC118466404|XP_035791565.1|AALB	LOC6730363|XP_002105645.1|DSIM
OG0007165	LOC118462077|XP_035783979.1|AALB	LOC6725698|XP_039153359.1|DSIM
OG0007166	LOC118462071|XP_035783960.1|AALB	LOC6737286|XP_016031003.1|DSIM
OG0007167	LOC118468449|XP_035795118.1|AALB	LOC6726051|XP_002107033.1|DSIM
OG0007168	LOC118457319|XP_035774701.1|AALB	LOC6726468|XP_016040077.1|DSIM
OG0007169	LOC118457321|XP_035774705.1|AALB	LOC27207671|XP_016037787.1|DSIM
OG0007170	LOC118468484|XP_035795198.1|AALB	LOC6726670|XP_016033162.1|DSIM
OG0007171	LOC118461045|XP_035781828.1|AALB	LOC6725798|XP_016039121.1|DSIM
OG0007172	LOC118456641|XP_035773472.1|AALB	LOC27208559|XP_016037645.1|DSIM
OG0007173	LOC118456639|XP_035773467.1|AALB	LOC6724856|XP_002105895.2|DSIM
OG0007174	LOC118461233|XP_035782225.1|AALB	LOC6729142|XP_016035796.1|DSIM
OG0007175	LOC118459716|XP_035779269.1|AALB	LOC6737858|XP_016031625.1|DSIM
OG0007176	LOC118458623|XP_035777200.1|AALB	LOC6729576|XP_002104884.1|DSIM
OG0007177	LOC118461526|XP_035782850.1|AALB	LOC6726814|XP_002102221.1|DSIM
OG0007178	LOC118459466|XP_035778767.1|AALB	LOC6728886|XP_016035579.1|DSIM
OG0007179	LOC118459480|XP_035778784.1|AALB	LOC6727051|XP_002102448.1|DSIM
OG0007180	LOC118459472|XP_035778777.1|AALB	LOC6726811|XP_002102218.2|DSIM
OG0007181	LOC118458172|XP_035776270.1|AALB	LOC6724966|XP_002106002.1|DSIM
OG0007182	LOC118461604|XP_035783014.1|AALB	LOC6727426|XP_016033993.1|DSIM
OG0007183	LOC118459678|XP_035779179.1|AALB	LOC6727424|XP_039151790.1|DSIM
OG0007184	LOC118459674|XP_035779174.1|AALB	LOC6727428|XP_002102809.2|DSIM
OG0007185	LOC118468613|XP_035795507.1|AALB	LOC6730969|XP_002078131.2|DSIM
OG0007186	LOC118459576|XP_035778994.1|AALB	LOC6727849|XP_016034430.1|DSIM
OG0007187	LOC118459175|XP_035778214.1|AALB	LOC6729695|XP_039150364.1|DSIM
OG0007188	LOC118459177|XP_035778226.1|AALB	LOC6729489|XP_039151070.1|DSIM
OG0007189	LOC118459180|XP_035778229.1|AALB	LOC6728774|XP_002104109.1|DSIM
OG0007190	LOC118459185|XP_035778235.1|AALB	LOC6728488|XP_039151222.1|DSIM
OG0007191	LOC118459178|XP_035778227.1|AALB	LOC6738474|XP_002085281.1|DSIM
OG0007192	LOC118458460|XP_035776866.1|AALB	LOC27207641|XP_016039227.1|DSIM
OG0007193	LOC118458452|XP_035776833.1|AALB	LOC27206642|XP_016039231.1|DSIM
OG0007194	LOC118458459|XP_035776865.1|AALB	LOC27208351|XP_016038147.1|DSIM
OG0007195	LOC118459858|XP_035779524.1|AALB	LOC6726740|XP_002102151.1|DSIM
OG0007196	LOC118456953|XP_035774022.1|AALB	LOC6739682|XP_016036569.1|DSIM
OG0007197	LOC118458624|XP_035777201.1|AALB	LOC6738041|XP_016031865.1|DSIM
OG0007198	LOC118457259|XP_035774540.1|AALB	LOC6727429|XP_016033997.1|DSIM
OG0007199	LOC118457256|XP_035774536.1|AALB	LOC6727593|XP_002102972.2|DSIM
OG0007200	LOC118457252|XP_035774533.1|AALB	LOC6728469|XP_016035112.1|DSIM
OG0007201	LOC118467541|XP_035794036.1|AALB	LOC6737814|XP_002084642.2|DSIM
OG0007202	LOC118467534|XP_035794014.1|AALB	LOC6738338|XP_016032183.1|DSIM
OG0007203	LOC118459071|XP_035778003.1|AALB	LOC6738334|XP_016032180.1|DSIM
OG0007204	LOC118459064|XP_035777991.1|AALB	LOC6740152|XP_002077032.2|DSIM
OG0007205	LOC118459066|XP_035777996.1|AALB	LOC6738333|XP_002085143.1|DSIM
OG0007206	LOC118460278|XP_035780355.1|AALB	LOC6728495|XP_016035130.1|DSIM
OG0007207	LOC118460279|XP_035780356.1|AALB	LOC6729573|XP_002104881.1|DSIM
OG0007208	LOC118457065|XP_035774221.1|AALB	LOC6728772|XP_016035450.1|DSIM
OG0007209	LOC118457064|XP_035774220.1|AALB	LOC6728771|XP_002104106.1|DSIM
OG0007210	LOC118457370|XP_035774792.1|AALB	LOC6727434|XP_002102815.1|DSIM
OG0007211	LOC118457062|XP_035774217.1|AALB	LOC6727148|XP_039151213.1|DSIM
OG0007212	LOC118456862|XP_035773858.1|AALB	LOC6730170|XP_002105461.1|DSIM
OG0007214	LOC118458862|XP_035777696.1|AALB	LOC6737638|XP_016031408.1|DSIM
OG0007215	LOC118461706|XP_035783224.1|AALB	LOC6728522|XP_002103867.1|DSIM
OG0007216	LOC118468885|XP_035796070.1|AALB	LOC6730259|XP_016037033.1|DSIM
OG0007217	LOC118468888|XP_035796074.1|AALB	LOC27206633|XP_016029300.1|DSIM
OG0007218	LOC118460262|XP_035780327.1|AALB	LOC6730376|XP_002105658.1|DSIM
OG0007219	LOC118459693|XP_035779224.1|AALB	LOC6728031|XP_016034646.1|DSIM
OG0007220	LOC118458689|XP_035777320.1|AALB	LOC6727516|XP_039150604.1|DSIM
OG0007221	LOC118458688|XP_035777319.1|AALB	LOC6729710|XP_016036369.1|DSIM
OG0007222	LOC118457351|XP_035774742.1|AALB	LOC6727954|XP_016034551.1|DSIM
OG0007223	LOC118460592|XP_035780905.1|AALB	LOC6730370|XP_002105652.1|DSIM
OG0007224	LOC118460584|XP_035780896.1|AALB	LOC6727480|XP_016034069.2|DSIM
OG0007225	LOC118460601|XP_035780922.1|AALB	LOC6727993|XP_002103345.1|DSIM
OG0007226	LOC118460580|XP_035780886.1|AALB	LOC6728905|XP_002104235.1|DSIM
OG0007227	LOC118457533|XP_035775078.1|AALB	LOC6736918|XP_002083765.1|DSIM
OG0007228	LOC118457698|XP_035775363.1|AALB	LOC6736766|XP_016030389.1|DSIM
OG0007229	LOC118459016|XP_035777911.1|AALB	LOC6727213|XP_002102605.1|DSIM
OG0007230	LOC118461719|XP_035783272.1|AALB	LOC6727617|XP_016034212.1|DSIM
OG0007231	LOC118461714|XP_035783264.1|AALB	LOC6728412|XP_039150661.1|DSIM
OG0007232	LOC118459912|XP_035779639.1|AALB	LOC6736823|XP_016030482.1|DSIM
OG0007233	LOC118459914|XP_035779648.1|AALB	LOC6736826|XP_016030484.1|DSIM
OG0007234	LOC118457881|XP_035775703.1|AALB	LOC6736834|XP_002083690.1|DSIM
OG0007235	LOC118457879|XP_035775701.1|AALB	LOC6736831|XP_039149345.1|DSIM
OG0007236	LOC118468608|XP_035795492.1|AALB	LOC6727170|XP_002102563.1|DSIM
OG0007237	LOC118468607|XP_035795491.1|AALB	LOC6728908|XP_002104238.1|DSIM
OG0007238	LOC118461786|XP_035783408.1|AALB	LOC6724740|XP_016037425.1|DSIM
OG0007239	LOC118468494|XP_035795215.1|AALB	LOC6726721|XP_016033200.1|DSIM
OG0007240	LOC118468496|XP_035795219.1|AALB	LOC6727588|XP_016034181.1|DSIM
OG0007241	LOC118458123|XP_035776196.1|AALB	LOC6726308|XP_002107269.2|DSIM
OG0007242	LOC118458122|XP_035776189.1|AALB	LOC6726309|XP_016039853.1|DSIM
OG0007243	LOC118461137|XP_035781991.1|AALB	LOC6725833|XP_016039154.1|DSIM
OG0007244	LOC118458210|XP_035776348.1|AALB	LOC6727920|XP_002103275.1|DSIM
OG0007245	LOC118461111|XP_035781923.1|AALB	LOC6730251|XP_016037021.1|DSIM
OG0007246	LOC118459001|XP_035777896.1|AALB	LOC6728345|XP_002103693.1|DSIM
OG0007247	LOC118456294|XP_035772825.1|AALB	LOC6734452|XP_016027576.1|DSIM
OG0007248	LOC118458969|XP_035777849.1|AALB	LOC6724757|XP_016037496.1|DSIM
OG0007249	LOC118456705|XP_035773615.1|AALB	LOC27209339|XP_039153961.1|DSIM
OG0007250	LOC118459738|XP_035779307.1|AALB	LOC6725599|XP_002106606.1|DSIM
OG0007251	LOC118459739|XP_035779308.1|AALB	LOC6728892|XP_002104225.1|DSIM
OG0007252	LOC118458066|XP_035776108.1|AALB	LOC6728709|XP_002104045.3|DSIM
OG0007253	LOC118461813|XP_035783458.1|AALB	LOC6739653|XP_002076549.1|DSIM
OG0007254	LOC118457300|XP_035774663.1|AALB	LOC6727603|XP_016034196.1|DSIM
OG0007255	LOC118461527|XP_035782852.1|AALB	LOC6726420|XP_002107377.1|DSIM
OG0007256	LOC118459478|XP_035778782.1|AALB	LOC6726813|XP_002102220.1|DSIM
OG0007257	LOC118469021|XP_035796358.1|AALB	LOC6727853|XP_002103208.2|DSIM
OG0007258	LOC118461175|XP_035782078.1|AALB	LOC6727851|XP_039151434.1|DSIM
OG0007259	LOC118459454|XP_035778756.1|AALB	LOC27208051|XP_016037618.1|DSIM
OG0007260	LOC118459458|XP_035778760.1|AALB	LOC6737786|XP_002084614.1|DSIM
OG0007261	LOC118458285|XP_035776501.1|AALB	LOC6734914|XP_002081911.2|DSIM
OG0007262	LOC118459546|XP_035778919.1|AALB	LOC27206369|XP_016037760.1|DSIM
OG0007263	LOC118459547|XP_035778920.1|AALB	LOC6738853|XP_002085653.1|DSIM
OG0007264	LOC118457026|XP_035774154.1|AALB	LOC6739107|XP_016032957.1|DSIM
OG0007265	LOC118459722|XP_035779288.1|AALB	LOC6725298|XP_002106316.1|DSIM
OG0007266	LOC118456141|XP_035772535.1|AALB	LOC6727318|XP_039151095.1|DSIM
OG0007267	LOC118456670|XP_035773535.1|AALB	LOC6727610|XP_002102989.1|DSIM
OG0007268	LOC118456668|XP_035773528.1|AALB	LOC6735059|XP_002082036.1|DSIM
OG0007269	LOC118459195|XP_035778249.1|AALB	LOC6724847|XP_016037630.1|DSIM
OG0007270	LOC118457201|XP_035774444.1|AALB	LOC6728115|XP_016034736.1|DSIM
OG0007271	LOC118457204|XP_035774452.1|AALB	LOC6727918|XP_002103273.1|DSIM
OG0007272	LOC118457216|XP_035774484.1|AALB	LOC6736917|XP_002083764.1|DSIM
OG0007273	LOC118457209|XP_035774467.1|AALB	LOC6728559|XP_016035194.1|DSIM
OG0007274	LOC118457220|XP_035774491.1|AALB	LOC6728702|XP_016035371.1|DSIM
OG0007275	LOC118457206|XP_035774460.1|AALB	LOC6736665|XP_016030287.1|DSIM
OG0007276	LOC118460039|XP_035779895.1|AALB	LOC27208413|XP_016030286.1|DSIM
OG0007277	LOC118460036|XP_035779872.1|AALB	LOC6739022|XP_016032860.1|DSIM
OG0007278	LOC118460040|XP_035779896.1|AALB	LOC6737364|XP_002084202.1|DSIM
OG0007279	LOC118468960|XP_035796216.1|AALB	LOC6737498|XP_016031293.1|DSIM
OG0007280	LOC118457036|XP_035774163.1|AALB	LOC6738953|XP_016032781.1|DSIM
OG0007281	LOC118461152|XP_035782020.1|AALB	LOC6729623|XP_002104931.1|DSIM
OG0007282	LOC118461149|XP_035782016.1|AALB	LOC6729624|XP_016036259.1|DSIM
OG0007283	LOC118461150|XP_035782017.1|AALB	LOC6729718|XP_002105024.1|DSIM
OG0007284	LOC118468801|XP_035795904.1|AALB	LOC6727542|XP_002102922.1|DSIM
OG0007285	LOC118467031|XP_035792908.1|AALB	LOC6726456|XP_002107413.3|DSIM
OG0007286	LOC118460127|XP_035780069.1|AALB	LOC6726457|XP_016040035.1|DSIM
OG0007287	LOC118460129|XP_035780074.1|AALB	LOC6730496|XP_002077677.1|DSIM
OG0007288	LOC118467024|XP_035792873.1|AALB	LOC6725280|XP_039153752.1|DSIM
OG0007289	LOC118459724|XP_035779291.1|AALB	LOC27206361|XP_016038280.1|DSIM
OG0007290	LOC118459671|XP_035779171.1|AALB	LOC6727597|XP_002102976.1|DSIM
OG0007291	LOC118458909|XP_035777764.1|AALB	LOC6725150|XP_016038149.1|DSIM
OG0007292	LOC118458913|XP_035777770.1|AALB	LOC6726073|XP_002107055.2|DSIM
OG0007293	LOC118468896|XP_035796082.1|AALB	LOC27206843|XP_039150612.1|DSIM
OG0007294	LOC118460221|XP_035780235.1|AALB	LOC6728025|XP_002103377.1|DSIM
OG0007295	LOC118460760|XP_035781251.1|AALB	LOC6727925|XP_002103280.1|DSIM
OG0007296	LOC118461130|XP_035781984.1|AALB	LOC6729996|XP_016036761.1|DSIM
OG0007297	LOC118461134|XP_035781988.1|AALB	LOC6727670|XP_016034257.1|DSIM
OG0007298	LOC118461135|XP_035781989.1|AALB	LOC6726810|XP_016033313.1|DSIM
OG0007299	LOC118458831|XP_035777613.1|AALB	LOC27209373|XP_016035541.1|DSIM
OG0007300	LOC118468655|XP_035795580.1|AALB	LOC6727856|XP_039151432.1|DSIM
OG0007301	LOC118461587|XP_035782981.1|AALB	LOC6726861|XP_002102263.1|DSIM
OG0007302	LOC118468987|XP_035796289.1|AALB	LOC27207284|XP_016033300.1|DSIM
OG0007303	LOC118458133|XP_035776212.1|AALB	LOC6725667|XP_002106673.1|DSIM
OG0007304	LOC118466694|XP_035792221.1|AALB	LOC6732322|XP_002079450.1|DSIM
OG0007305	LOC118460854|XP_035781453.1|AALB	LOC27208190|XP_016032400.1|DSIM
OG0007306	LOC118460853|XP_035781451.1|AALB	LOC6739662|XP_002076556.1|DSIM
OG0007307	LOC118460098|XP_035780018.1|AALB	LOC6727871|XP_016034453.1|DSIM
OG0007308	LOC118458637|XP_035777219.1|AALB	LOC6729851|XP_002105154.1|DSIM
OG0007309	LOC118457899|XP_035775778.1|AALB	LOC6729738|XP_016036399.1|DSIM
OG0007310	LOC118459078|XP_035778018.1|AALB	LOC6729384|XP_016036027.1|DSIM
OG0007311	LOC118459073|XP_035778006.1|AALB	LOC6729387|XP_016036029.2|DSIM
OG0007312	LOC118468543|XP_035795320.1|AALB	LOC6734752|XP_002081755.1|DSIM
OG0007313	LOC118460646|XP_035780999.1|AALB	LOC6725418|XP_002106434.1|DSIM
OG0007314	LOC118460649|XP_035781003.1|AALB	LOC6724919|XP_039152529.1|DSIM
OG0007315	LOC118468745|XP_035795796.1|AALB	LOC6725631|XP_039153542.1|DSIM
OG0007316	LOC118457217|XP_035774486.1|AALB	LOC6727410|XP_002102795.1|DSIM
OG0007317	LOC118460045|XP_035779900.1|AALB	LOC6726882|XP_002102284.1|DSIM
OG0007318	LOC118460037|XP_035779888.1|AALB	LOC6726881|XP_016033393.1|DSIM
OG0007319	LOC118456860|XP_035773853.1|AALB	LOC6737812|XP_002084640.1|DSIM
OG0007320	LOC118461314|XP_035782402.1|AALB	LOC6728660|XP_016035312.1|DSIM
OG0007321	LOC118461612|XP_035783042.1|AALB	LOC6724942|XP_016037807.1|DSIM
OG0007322	LOC118460871|XP_035781497.1|AALB	LOC6724833|XP_039153052.1|DSIM
OG0007323	LOC118460869|XP_035781493.1|AALB	LOC6724789|XP_016037564.1|DSIM
OG0007324	LOC118459984|XP_035779774.1|AALB	LOC6726835|XP_016033341.1|DSIM
OG0007325	LOC118459977|XP_035779765.1|AALB	LOC6729133|XP_016035778.1|DSIM
OG0007326	LOC118461503|XP_035782820.1|AALB	LOC6726837|XP_016033342.1|DSIM
OG0007327	LOC118458516|XP_035776980.1|AALB	LOC6736570|XP_002083432.1|DSIM
OG0007328	LOC118459982|XP_035779772.1|AALB	LOC27208122|XP_039150767.1|DSIM
OG0007329	LOC118457783|XP_035775521.1|AALB	LOC6729592|XP_002104900.2|DSIM
