Orthogroup	AALB.longest_only	DSER.longest_only
OG0007524	LOC118467017|XP_035792856.1|AALB	LOC110179159|XP_020802207.1|DSER
OG0007525	LOC118464004|XP_035786944.1|AALB	LOC110186012|XP_020810707.1|DSER
OG0007526	LOC118466166|XP_035791037.1|AALB	LOC110191722|XP_020818299.1|DSER
OG0007527	LOC118466160|XP_035791029.1|AALB	LOC110178598|XP_020801442.1|DSER
OG0007528	LOC118466875|XP_035792618.1|AALB	LOC110189310|XP_020815010.1|DSER
OG0007529	LOC118465414|XP_035789529.1|AALB	LOC110180133|XP_020803440.1|DSER
OG0007530	LOC118465075|XP_035788865.1|AALB	LOC110191314|XP_020817792.1|DSER
OG0007531	LOC118465057|XP_035788832.1|AALB	LOC110189727|XP_020815577.1|DSER
OG0007532	LOC118467246|XP_035793410.1|AALB	LOC110180014|XP_020803272.1|DSER
OG0007533	LOC118467976|XP_035794856.1|AALB	LOC110190427|XP_020816565.1|DSER
OG0007534	LOC118465224|XP_035789112.1|AALB	LOC110189943|XP_020815889.1|DSER
OG0007535	LOC118465660|XP_035789967.1|AALB	LOC110191251|XP_020817691.1|DSER
OG0007536	LOC118464336|XP_035787547.1|AALB	LOC110188273|XP_020813623.1|DSER
OG0007537	LOC118467030|XP_035792889.1|AALB	LOC110190897|XP_020817215.1|DSER
OG0007538	LOC118462793|XP_035784678.1|AALB	LOC110191040|XP_020817419.1|DSER
OG0007539	LOC118467723|XP_035794419.1|AALB	LOC110187486|XP_020812536.1|DSER
OG0007540	LOC118467725|XP_035794422.1|AALB	LOC110188095|XP_020813313.1|DSER
OG0007541	LOC118465259|XP_035789173.1|AALB	LOC110189582|XP_020815374.1|DSER
OG0007542	LOC118465261|XP_035789176.1|AALB	LOC110177725|XP_020800229.1|DSER
OG0007543	LOC118466017|XP_035790722.1|AALB	LOC110185395|XP_020809834.1|DSER
OG0007544	LOC118466045|XP_035790774.1|AALB	LOC110178996|XP_020801980.1|DSER
OG0007545	LOC118457829|XP_035775597.1|AALB	LOC110181351|XP_020804730.1|DSER
OG0007546	LOC118466872|XP_035792614.1|AALB	LOC110186213|XP_020810935.1|DSER
OG0007547	LOC118465277|XP_035789211.1|AALB	LOC110176350|XP_020798338.1|DSER
OG0007548	LOC118466951|XP_035792743.1|AALB	LOC110178738|XP_020801623.1|DSER
OG0007549	LOC118466824|XP_035792508.1|AALB	LOC110190147|XP_020816135.1|DSER
OG0007550	LOC118466525|XP_035791915.1|AALB	LOC110190193|XP_020816202.1|DSER
OG0007551	LOC118466526|XP_035791924.1|AALB	LOC110182927|XP_020806760.1|DSER
OG0007552	LOC118466716|XP_035792273.1|AALB	LOC110176828|XP_020798938.1|DSER
OG0007553	LOC118467427|XP_035793805.1|AALB	LOC110187245|XP_020812301.1|DSER
OG0007554	LOC118462662|XP_035784447.1|AALB	LOC110190554|XP_020816768.1|DSER
OG0007555	LOC118466096|XP_035790904.1|AALB	LOC110179169|XP_020802231.1|DSER
OG0007556	LOC118465093|XP_035788894.1|AALB	LOC110176829|XP_020798942.1|DSER
OG0007557	LOC118467903|XP_035794720.1|AALB	LOC110187977|XP_020813195.1|DSER
OG0007558	LOC118465089|XP_035788886.1|AALB	LOC110178484|XP_020801285.1|DSER
OG0007559	LOC118465081|XP_035788877.1|AALB	LOC110183890|XP_020807894.1|DSER
OG0007560	LOC118462772|XP_035784629.1|AALB	LOC110184637|XP_020808894.1|DSER
OG0007561	LOC118463179|XP_035785479.1|AALB	LOC110185295|XP_020809702.1|DSER
OG0007562	LOC118462899|XP_035784888.1|AALB	LOC110179013|XP_020802013.1|DSER
OG0007563	LOC118467027|XP_035792885.1|AALB	LOC110178959|XP_020801921.1|DSER
OG0007564	LOC118465688|XP_035790012.1|AALB	LOC110191196|XP_020817624.1|DSER
OG0007565	LOC118463461|XP_035785943.1|AALB	LOC110189031|XP_020814655.1|DSER
OG0007566	LOC118466820|XP_035792501.1|AALB	LOC110190937|XP_020817268.1|DSER
OG0007567	LOC118467933|XP_035794787.1|AALB	LOC110187001|XP_020812020.1|DSER
OG0007568	LOC118467929|XP_035794782.1|AALB	LOC110189770|XP_020815649.1|DSER
OG0007569	LOC118467931|XP_035794785.1|AALB	LOC110177546|XP_020799977.1|DSER
OG0007570	LOC118467928|XP_035794780.1|AALB	LOC110189769|XP_020815646.1|DSER
OG0007571	LOC118467925|XP_035794773.1|AALB	LOC110189547|XP_020815337.1|DSER
OG0007572	LOC118465166|XP_035789019.1|AALB	LOC110187413|XP_020812460.1|DSER
OG0007573	LOC118467295|XP_035793505.1|AALB	LOC110178266|XP_020800990.1|DSER
OG0007574	LOC118465972|XP_035790625.1|AALB	LOC110177219|XP_020799500.1|DSER
OG0007575	LOC118464699|XP_035788114.1|AALB	LOC110178300|XP_020801048.1|DSER
OG0007576	LOC118465555|XP_035789781.1|AALB	LOC110182047|XP_020805659.1|DSER
OG0007577	LOC118462671|XP_035784461.1|AALB	LOC110184314|XP_020808461.1|DSER
OG0007578	LOC118464981|XP_035788705.1|AALB	LOC110181177|XP_020804512.1|DSER
OG0007579	LOC118466462|XP_035791712.1|AALB	LOC110178895|XP_020801833.1|DSER
OG0007580	LOC118466464|XP_035791715.1|AALB	LOC110176299|XP_020798278.1|DSER
OG0007581	LOC118462799|XP_035784689.1|AALB	LOC110184864|XP_020809168.1|DSER
OG0007582	LOC118462800|XP_035784691.1|AALB	LOC110186975|XP_020811983.1|DSER
OG0007583	LOC118465438|XP_035789581.1|AALB	LOC110177778|XP_020800305.1|DSER
OG0007584	LOC118464347|XP_035787560.1|AALB	LOC110181883|XP_020805471.1|DSER
OG0007585	LOC118463874|XP_035786687.1|AALB	LOC110178994|XP_020801974.1|DSER
OG0007586	LOC118467282|XP_035793480.1|AALB	LOC110185570|XP_020810154.1|DSER
OG0007587	LOC118467306|XP_035793522.1|AALB	LOC110179196|XP_020802269.1|DSER
OG0007588	LOC118467307|XP_035793528.1|AALB	LOC110188777|XP_020814280.1|DSER
OG0007589	LOC118467418|XP_035793797.1|AALB	LOC110184262|XP_020808383.1|DSER
OG0007590	LOC118465148|XP_035788987.1|AALB	LOC110176246|XP_020798208.1|DSER
OG0007591	LOC118462745|XP_035784598.1|AALB	LOC110191854|XP_020818494.1|DSER
OG0007592	LOC118462729|XP_035784567.1|AALB	LOC110175979|XP_020797839.1|DSER
OG0007593	LOC118462741|XP_035784595.1|AALB	LOC110183053|XP_020806897.1|DSER
OG0007594	LOC118463304|XP_035785683.1|AALB	LOC110176496|XP_020798531.1|DSER
OG0007595	LOC118464203|XP_035787256.1|AALB	LOC110176549|XP_020798602.1|DSER
OG0007596	LOC118464944|XP_035788624.1|AALB	LOC110190625|XP_020816878.1|DSER
OG0007597	LOC118463069|XP_035785221.1|AALB	LOC110185226|XP_020809615.1|DSER
OG0007598	LOC118464980|XP_035788704.1|AALB	LOC110178363|XP_020801157.1|DSER
OG0007599	LOC118466976|XP_035792781.1|AALB	LOC110191229|XP_020817658.1|DSER
OG0007600	LOC118464707|XP_035788132.1|AALB	LOC110190208|XP_020816222.1|DSER
OG0007601	LOC118462757|XP_035784614.1|AALB	LOC110176201|XP_020798121.1|DSER
OG0007602	LOC118465687|XP_035790011.1|AALB	LOC110177507|XP_020799920.1|DSER
OG0007603	LOC118465822|XP_035790301.1|AALB	LOC110177525|XP_020799941.1|DSER
OG0007604	LOC118464999|XP_035788733.1|AALB	LOC110178829|XP_020801754.1|DSER
OG0007605	LOC118463996|XP_035786921.1|AALB	LOC110190335|XP_020816390.1|DSER
OG0007606	LOC118466386|XP_035791510.1|AALB	LOC110179005|XP_020801998.1|DSER
OG0007607	LOC118463519|XP_035786015.1|AALB	LOC110176497|XP_020798528.1|DSER
OG0007608	LOC118466977|XP_035792784.1|AALB	LOC110176713|XP_020798812.1|DSER
OG0007609	LOC118463467|XP_035785950.1|AALB	LOC110176069|XP_020797950.1|DSER
OG0007610	LOC118466491|XP_035791785.1|AALB	LOC110177237|XP_020799534.1|DSER
OG0007611	LOC118466493|XP_035791791.1|AALB	LOC110185466|XP_020809967.1|DSER
OG0007612	LOC118466492|XP_035791787.1|AALB	LOC110176991|XP_020799162.1|DSER
OG0007613	LOC118466504|XP_035791827.1|AALB	LOC110179233|XP_020802345.1|DSER
OG0007614	LOC118462876|XP_035784840.1|AALB	LOC110182760|XP_020806530.1|DSER
OG0007615	LOC118462879|XP_035784843.1|AALB	LOC110190632|XP_020816886.1|DSER
OG0007616	LOC118462878|XP_035784842.1|AALB	LOC110190872|XP_020817183.1|DSER
OG0007617	LOC118463931|XP_035786783.1|AALB	LOC110189872|XP_020815772.1|DSER
OG0007618	LOC118465798|XP_035790255.1|AALB	LOC110190327|XP_020816381.1|DSER
OG0007619	LOC118463994|XP_035786917.1|AALB	LOC110189913|XP_020815844.1|DSER
OG0007620	LOC118465928|XP_035790521.1|AALB	LOC110191298|XP_020817766.1|DSER
OG0007621	LOC118466925|XP_035792703.1|AALB	LOC110176269|XP_020798247.1|DSER
OG0007622	LOC118463755|XP_035786450.1|AALB	LOC110178969|XP_020801933.1|DSER
OG0007623	LOC118462684|XP_035784486.1|AALB	LOC110178576|XP_020801407.1|DSER
OG0007624	LOC118466098|XP_035790906.1|AALB	LOC110176726|XP_020798827.1|DSER
OG0007625	LOC118465978|XP_035790633.1|AALB	LOC110181222|XP_020804571.1|DSER
OG0007626	LOC118465992|XP_035790677.1|AALB	LOC110188898|XP_020814478.1|DSER
OG0007627	LOC118465989|XP_035790671.1|AALB	LOC110177541|XP_020799969.1|DSER
OG0007628	LOC118456878|XP_035773887.1|AALB	LOC110185449|XP_020809941.1|DSER
OG0007629	LOC118460913|XP_035781557.1|AALB	LOC110190789|XP_020817086.1|DSER
OG0007630	LOC118465939|XP_035790551.1|AALB	LOC110188432|XP_020813817.1|DSER
OG0007631	LOC118460683|XP_035781074.1|AALB	LOC110177314|XP_020799645.1|DSER
OG0007632	LOC118468349|XP_035795002.1|AALB	LOC110178828|XP_020801753.1|DSER
OG0007633	LOC118457152|XP_035774370.1|AALB	LOC110187520|XP_020812574.1|DSER
OG0007634	LOC118468401|XP_035795058.1|AALB	LOC110191280|XP_020817736.1|DSER
OG0007635	LOC118461204|XP_035782149.1|AALB	LOC110185656|XP_020810274.1|DSER
OG0007636	LOC118466863|XP_035792592.1|AALB	LOC110185245|XP_020809639.1|DSER
OG0007637	LOC118464130|XP_035787118.1|AALB	LOC110188796|XP_020814313.1|DSER
OG0007638	LOC118464530|XP_035787859.1|AALB	LOC110182176|XP_020805835.1|DSER
OG0007639	LOC118463263|XP_035785627.1|AALB	LOC110177113|XP_020799316.1|DSER, LOC110180111|XP_020803405.1|DSER
OG0007665	LOC118459890|XP_035779587.1|AALB	LOC110184390|XP_020808556.1|DSER
OG0007666	LOC118459902|XP_035779621.1|AALB	LOC110184400|XP_020808585.1|DSER
OG0007667	LOC118463704|XP_035786392.1|AALB	LOC110184612|XP_020808863.1|DSER
OG0007668	LOC118466605|XP_035792106.1|AALB	LOC110183827|XP_020807839.1|DSER
OG0007669	LOC118462035|XP_035783906.1|AALB	LOC110180318|XP_020803633.1|DSER
OG0007670	LOC118462026|XP_035783894.1|AALB	LOC110180317|XP_020803632.1|DSER
OG0007671	LOC118463623|XP_035786214.1|AALB	LOC110184451|XP_020808649.1|DSER
OG0007672	LOC118463063|XP_035785215.1|AALB	LOC110182458|XP_020806153.1|DSER
OG0007673	LOC118467038|XP_035792920.1|AALB	LOC110186889|XP_020811848.1|DSER
OG0007674	LOC118456371|XP_035772948.1|AALB	LOC110181753|XP_020805275.1|DSER
OG0007675	LOC118463206|XP_035785583.1|AALB	LOC110183235|XP_020807110.1|DSER
OG0007676	LOC118462076|XP_035783977.1|AALB	LOC110176045|XP_020797916.1|DSER
OG0007677	LOC118466216|XP_035791132.1|AALB	LOC110180417|XP_020803740.1|DSER
OG0007679	LOC118464627|XP_035787968.1|AALB	LOC110175957|XP_020797804.1|DSER
OG0007680	LOC118457096|XP_035774280.1|AALB	LOC110185686|XP_020810313.1|DSER
OG0007682	LOC118458641|XP_035777226.1|AALB	LOC110181948|XP_020805547.1|DSER
OG0007683	LOC118461566|XP_035782935.1|AALB	LOC110180107|XP_020803399.1|DSER
OG0007684	LOC118462940|XP_035784971.1|AALB	LOC110183226|XP_020807101.1|DSER
OG0007685	LOC118463151|XP_035785430.1|AALB	LOC110181761|XP_020805284.1|DSER
OG0007686	LOC118457697|XP_035775367.1|AALB	LOC110181915|XP_020805508.1|DSER
OG0007687	LOC118461954|XP_035783747.1|AALB	LOC110184126|XP_020808192.1|DSER
OG0007688	LOC118458033|XP_035776045.1|AALB	LOC110191426|XP_020817944.1|DSER
OG0007689	LOC118460147|XP_035780137.1|AALB	LOC110176106|XP_020798004.1|DSER
OG0007690	LOC118466351|XP_035791381.1|AALB	LOC110179467|XP_020802691.1|DSER
OG0007692	LOC118465101|XP_035788960.1|AALB	LOC110181805|XP_020805349.1|DSER
OG0007693	LOC118464479|XP_035787792.1|AALB	LOC110181752|XP_020805273.1|DSER
OG0007694	LOC118458932|XP_035777800.1|AALB	LOC110176187|XP_020798097.1|DSER
OG0007695	LOC118456341|XP_035772891.1|AALB	LOC110181747|XP_020805266.1|DSER
OG0007696	LOC118461964|XP_035783767.1|AALB	LOC110185200|XP_020809585.1|DSER
OG0007697	LOC118459082|XP_035778034.1|AALB	LOC110189876|XP_020815778.1|DSER
OG0007698	LOC118459598|XP_035779035.1|AALB	LOC110183519|XP_020807465.1|DSER
OG0007699	LOC118460060|XP_035779949.1|AALB	LOC110184535|XP_020808772.1|DSER
OG0007700	LOC118460510|XP_035780771.1|AALB	LOC110180136|XP_020803441.1|DSER
OG0007701	LOC118461497|XP_035782817.1|AALB	LOC110182843|XP_020806634.1|DSER
OG0007702	LOC118457139|XP_035774387.1|AALB	LOC110182503|XP_020806210.1|DSER
OG0007703	LOC118459807|XP_035779441.1|AALB	LOC110181710|XP_020805218.1|DSER
OG0007704	LOC118468869|XP_035796048.1|AALB	LOC110186829|XP_020811779.1|DSER
OG0007705	LOC118460330|XP_035780441.1|AALB	LOC110181944|XP_020805539.1|DSER
OG0007706	LOC118459584|XP_035779008.1|AALB	LOC110178850|XP_020801769.1|DSER
OG0007707	LOC118468659|XP_035795588.1|AALB	LOC110182103|XP_020805745.1|DSER
OG0007708	LOC118464777|XP_035788299.1|AALB	LOC110179465|XP_020802687.1|DSER
OG0007709	LOC118466036|XP_035790764.1|AALB	LOC110184209|XP_020808315.1|DSER
OG0007710	LOC118461656|XP_035783166.1|AALB	LOC110181764|XP_020805293.1|DSER
OG0007711	LOC118468416|XP_035795075.1|AALB	LOC110179089|XP_020802134.1|DSER
OG0007712	LOC118465197|XP_035789068.1|AALB	LOC110187047|XP_020812082.1|DSER
OG0007713	LOC118461271|XP_035782311.1|AALB	LOC110180558|XP_020803911.1|DSER
OG0007714	LOC118465614|XP_035789888.1|AALB	LOC110175913|XP_020797745.1|DSER
OG0007715	LOC118461523|XP_035782851.1|AALB	LOC110179479|XP_020802711.1|DSER
OG0007716	LOC118456153|XP_035772565.1|AALB	LOC110180290|XP_020803606.1|DSER
OG0007717	LOC118458754|XP_035777442.1|AALB	LOC110186414|XP_020811249.1|DSER
OG0007718	LOC118463383|XP_035785817.1|AALB	LOC110181783|XP_020805321.1|DSER
OG0007719	LOC118456402|XP_035773001.1|AALB	LOC110187056|XP_020812091.1|DSER
OG0007720	LOC118459694|XP_035779232.1|AALB	LOC110187059|XP_020812103.1|DSER
OG0007721	LOC118460673|XP_035781089.1|AALB	LOC110179049|XP_020802064.1|DSER
OG0007722	LOC118468565|XP_035795375.1|AALB	LOC110179060|XP_020802079.1|DSER
OG0007723	LOC118456571|XP_035773342.1|AALB	LOC110179064|XP_020802085.1|DSER
OG0007724	LOC118456483|XP_035773197.1|AALB	LOC110178176|XP_020800869.1|DSER
OG0007725	LOC118459301|XP_035778446.1|AALB	LOC110175915|XP_020797750.1|DSER
OG0007726	LOC118467056|XP_035792998.1|AALB	LOC110179615|XP_020802876.1|DSER
OG0007727	LOC118459861|XP_035779529.1|AALB	LOC110184214|XP_020808322.1|DSER
OG0007728	LOC118466157|XP_035791067.1|AALB	LOC110181477|XP_020804885.1|DSER
OG0007729	LOC118462784|XP_035784669.1|AALB	LOC110182098|XP_020805742.1|DSER
OG0007731	LOC118456287|XP_035772798.1|AALB	LOC110188517|XP_020813913.1|DSER
OG0007733	LOC118461642|XP_035783111.1|AALB	LOC110184452|XP_020808650.1|DSER
OG0007734	LOC118465766|XP_035790178.1|AALB	LOC110184347|XP_020808502.1|DSER
OG0007735	LOC118460684|XP_035781079.1|AALB	LOC110184308|XP_020808455.1|DSER
OG0007736	LOC118458075|XP_035776128.1|AALB	LOC110182205|XP_020805891.1|DSER
OG0007737	LOC118464411|XP_035787665.1|AALB	LOC110177240|XP_020799535.1|DSER
OG0007738	LOC118466333|XP_035791349.1|AALB	LOC110191442|XP_020817963.1|DSER
OG0007741	LOC118460967|XP_035781670.1|AALB	LOC110179610|XP_020802867.1|DSER
OG0007742	LOC118456365|XP_035772933.1|AALB	LOC110184583|XP_020808827.1|DSER
OG0007743	LOC118459847|XP_035779511.1|AALB	LOC110186317|XP_020811112.1|DSER
OG0007744	LOC118466209|XP_035791123.1|AALB	LOC110183007|XP_020806855.1|DSER
OG0007745	LOC118461267|XP_035782293.1|AALB	LOC110187642|XP_020812710.1|DSER
OG0007746	LOC118460595|XP_035780919.1|AALB	LOC110186471|XP_020811317.1|DSER
OG0007747	LOC118460552|XP_035780843.1|AALB	LOC110181890|XP_020805478.1|DSER
OG0007749	LOC118466762|XP_035792369.1|AALB	LOC110180171|XP_020803490.1|DSER
OG0007751	LOC118462901|XP_035784892.1|AALB	LOC110178171|XP_020800863.1|DSER
OG0007753	LOC118457856|XP_035775641.1|AALB	LOC110179378|XP_020802551.1|DSER
OG0007754	LOC118468805|XP_035795909.1|AALB	LOC110183224|XP_020807097.1|DSER
OG0007755	LOC118460763|XP_035781256.1|AALB	LOC110183234|XP_020807109.1|DSER
OG0007756	LOC118464326|XP_035787532.1|AALB	LOC110184315|XP_020808463.1|DSER
OG0007758	LOC118456894|XP_035773908.1|AALB	LOC110185040|XP_020809351.1|DSER
OG0007760	LOC118460774|XP_035781275.1|AALB	LOC110179449|XP_020802656.1|DSER
OG0007761	LOC118466394|XP_035791584.1|AALB	LOC110184527|XP_020808761.1|DSER
OG0007762	LOC118458786|XP_035777527.1|AALB	LOC110184530|XP_020808765.1|DSER
OG0007763	LOC118457131|XP_035774342.1|AALB	LOC110178183|XP_020800874.1|DSER
OG0007764	LOC118457304|XP_035774687.1|AALB	LOC110184811|XP_020809109.1|DSER
OG0007765	LOC118459063|XP_035777995.1|AALB	LOC110184812|XP_020809111.1|DSER
OG0007767	LOC118464693|XP_035788111.1|AALB	LOC110185407|XP_020809872.1|DSER
OG0007768	LOC118465585|XP_035789849.1|AALB	LOC110179477|XP_020802709.1|DSER
OG0007769	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB	LOC110179506|XP_020802741.1|DSER
OG0007770	LOC118460429|XP_035780613.1|AALB	LOC110182614|XP_020806334.1|DSER
OG0007771	LOC118462664|XP_035784453.1|AALB	LOC110185778|XP_020810439.1|DSER
OG0007772	LOC118466974|XP_035792779.1|AALB	LOC110179624|XP_020802889.1|DSER
OG0007773	LOC118460446|XP_035780651.1|AALB	LOC110185741|XP_020810391.1|DSER
OG0007774	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB	LOC110176721|XP_020798821.1|DSER
OG0007775	LOC118464866|XP_035788481.1|AALB	LOC110180624|XP_020803967.1|DSER
OG0007776	LOC118458526|XP_035777000.1|AALB	LOC110176006|XP_020797870.1|DSER
OG0007777	LOC118468445|XP_035795112.1|AALB	LOC110175929|XP_020797767.1|DSER
OG0007778	LOC118468395|XP_035795051.1|AALB	LOC110181723|XP_020805238.1|DSER
OG0007779	LOC118465472|XP_035789664.1|AALB	LOC110190484|XP_020816655.1|DSER
OG0007780	LOC118465513|XP_035789728.1|AALB	LOC110182556|XP_020806267.1|DSER
OG0007781	LOC118459370|XP_035778564.1|AALB	LOC110181719|XP_020805232.1|DSER
OG0007782	LOC118459432|XP_035778674.1|AALB	LOC110183056|XP_020806900.1|DSER
OG0007783	LOC118458025|XP_035776024.1|AALB	LOC110179461|XP_020802679.1|DSER
OG0007784	LOC118467381|XP_035793754.1|AALB	LOC110176456|XP_020798467.1|DSER
OG0007785	LOC118460838|XP_035781413.1|AALB	LOC110181563|XP_020805010.1|DSER
OG0007786	LOC118460134|XP_035780091.1|AALB	LOC110178131|XP_020800815.1|DSER
OG0007787	LOC118457809|XP_035775556.1|AALB	LOC110176447|XP_020798455.1|DSER
OG0007788	LOC118468319|XP_035794957.1|AALB	LOC110188335|XP_020813702.1|DSER
OG0007790	LOC118460940|XP_035781597.1|AALB	LOC110177399|XP_020799763.1|DSER
OG0007792	LOC118460537|XP_035780817.1|AALB	LOC110179101|XP_020802147.1|DSER
OG0007793	LOC118460081|XP_035779988.1|AALB	LOC110189996|XP_020815956.1|DSER
OG0007794	LOC118460665|XP_035781028.1|AALB	LOC110180151|XP_020803459.1|DSER
OG0007795	LOC118458115|XP_035776182.1|AALB	LOC110181880|XP_020805466.1|DSER
OG0007796	LOC118459039|XP_035777952.1|AALB	LOC110189032|XP_020814657.1|DSER
OG0007797	LOC118457292|XP_035774647.1|AALB	LOC110186979|XP_020811989.1|DSER
OG0007798	LOC118457294|XP_035774652.1|AALB	LOC110186980|XP_020811991.1|DSER
OG0007799	LOC118457830|XP_035775598.1|AALB	LOC110188626|XP_020814058.1|DSER
OG0007800	LOC118462038|XP_035783905.1|AALB	LOC110187653|XP_020812728.1|DSER
OG0007802	LOC118461388|XP_035782542.1|AALB	LOC110189190|XP_020814821.1|DSER
OG0007803	LOC118461597|XP_035782994.1|AALB	LOC110186314|XP_020811096.1|DSER
OG0007804	LOC118460901|XP_035781537.1|AALB	LOC110191972|XP_020818648.1|DSER
OG0007805	LOC118460908|XP_035781551.1|AALB	LOC110176121|XP_020798017.1|DSER
OG0007806	LOC118460902|XP_035781538.1|AALB	LOC110176116|XP_020798012.1|DSER
OG0007808	LOC118458041|XP_035776053.1|AALB	LOC110190792|XP_020817094.1|DSER
OG0007809	LOC118469013|XP_035796347.1|AALB	LOC110184162|XP_020808229.1|DSER
OG0007810	LOC118469010|XP_035796337.1|AALB	LOC110185023|XP_020809333.1|DSER
OG0007811	LOC118462043|XP_035783913.1|AALB	LOC110186836|XP_020811785.1|DSER
OG0007812	LOC118462039|XP_035783907.1|AALB	LOC110184375|XP_020808533.1|DSER
OG0007813	LOC118456276|XP_035772782.1|AALB	LOC110187708|XP_020812802.1|DSER
OG0007814	LOC118458318|XP_035776554.1|AALB	LOC110181543|XP_020804984.1|DSER
OG0007815	LOC118460946|XP_035781607.1|AALB	LOC110179104|XP_020802151.1|DSER
OG0007816	LOC118460456|XP_035780670.1|AALB	LOC110184631|XP_020808886.1|DSER
OG0007817	LOC118460454|XP_035780667.1|AALB	LOC110190946|XP_020817279.1|DSER
OG0007818	LOC118458467|XP_035776880.1|AALB	LOC110191169|XP_020817588.1|DSER
OG0007819	LOC118460556|XP_035780846.1|AALB	LOC110180101|XP_020803387.1|DSER
OG0007820	LOC118457057|XP_035774198.1|AALB	LOC110190948|XP_020817285.1|DSER
OG0007821	LOC118458614|XP_035777184.1|AALB	LOC110186487|XP_020811333.1|DSER
OG0007822	LOC118458612|XP_035777181.1|AALB	LOC110186488|XP_020811334.1|DSER
OG0007823	LOC118466764|XP_035792381.1|AALB	LOC110186274|XP_020811046.1|DSER
OG0007824	LOC118460811|XP_035781321.1|AALB	LOC110186959|XP_020811959.1|DSER
OG0007825	LOC118459490|XP_035778801.1|AALB	LOC110187832|XP_020812969.1|DSER
OG0007827	LOC118458129|XP_035776203.1|AALB	LOC110187092|XP_020812155.1|DSER
OG0007828	LOC118464782|XP_035788305.1|AALB	LOC110176223|XP_020798164.1|DSER
OG0007829	LOC118460206|XP_035780208.1|AALB	LOC110189611|XP_020815411.1|DSER
OG0007830	LOC118456262|XP_035772756.1|AALB	LOC110188313|XP_020813680.1|DSER
OG0007831	LOC118457754|XP_035775463.1|AALB	LOC110187106|XP_020812170.1|DSER
OG0007832	LOC118459589|XP_035779010.1|AALB	LOC110182217|XP_020805902.1|DSER
OG0007833	LOC118458802|XP_035777558.1|AALB	LOC110180180|XP_020803500.1|DSER
OG0007834	LOC118461380|XP_035782526.1|AALB	LOC110190860|XP_020817169.1|DSER
OG0007835	LOC118460479|XP_035780713.1|AALB	LOC110191061|XP_020817450.1|DSER
OG0007836	LOC118461492|XP_035782767.1|AALB	LOC110191292|XP_020817760.1|DSER
OG0007837	LOC118458405|XP_035776713.1|AALB	LOC110176588|XP_020798662.1|DSER
OG0007838	LOC118456161|XP_035772577.1|AALB	LOC110176596|XP_020798671.1|DSER
OG0007839	LOC118468927|XP_035796139.1|AALB	LOC110179081|XP_020802126.1|DSER
OG0007840	LOC118458253|XP_035776435.1|AALB	LOC110191277|XP_020817734.1|DSER
OG0007841	LOC118456926|XP_035773949.1|AALB	LOC110191207|XP_020817634.1|DSER
OG0007842	LOC118461363|XP_035782494.1|AALB	LOC110186943|XP_020811935.1|DSER
OG0007843	LOC118462070|XP_035783959.1|AALB	LOC110186342|XP_020811149.1|DSER
OG0007844	LOC118458097|XP_035776158.1|AALB	LOC110191700|XP_020818275.1|DSER
OG0007845	LOC118458107|XP_035776173.1|AALB	LOC110184349|XP_020808506.1|DSER
OG0007846	LOC118468686|XP_035795693.1|AALB	LOC110187061|XP_020812106.1|DSER
OG0007847	LOC118456589|XP_035773380.1|AALB	LOC110191076|XP_020817470.1|DSER
OG0007848	LOC118457094|XP_035774275.1|AALB	LOC110191165|XP_020817584.1|DSER
OG0007849	LOC118458993|XP_035777885.1|AALB	LOC110191885|XP_020818529.1|DSER
OG0007850	LOC118458989|XP_035777881.1|AALB	LOC110191884|XP_020818527.1|DSER
OG0007852	LOC118460383|XP_035780535.1|AALB	LOC110191407|XP_020817924.1|DSER
OG0007853	LOC118458789|XP_035777523.1|AALB	LOC110184630|XP_020808889.1|DSER
OG0007854	LOC118468568|XP_035795389.1|AALB	LOC110189459|XP_020815197.1|DSER
OG0007855	LOC118459189|XP_035778239.1|AALB	LOC110188673|XP_020814130.1|DSER
