Orthogroup	AALB.longest_only	HILL.longest_only
OG0012555	LOC118466760|XP_035792366.1|AALB, LOC118464614|XP_035787951.1|AALB, LOC118466757|XP_035792350.1|AALB, LOC118464613|XP_035787950.1|AALB, LOC118465936|XP_035790538.1|AALB	LOC119647106|XP_037903813.1|HILL
OG0012557	LOC118468414|XP_035795071.1|AALB, LOC118457282|XP_035774634.1|AALB	LOC119661653|XP_037927014.1|HILL
OG0012559	LOC118457507|XP_035775039.1|AALB	LOC119661421|XP_037926692.1|HILL
OG0012563	LOC118466985|XP_035792799.1|AALB	LOC119646404|XP_037902776.1|HILL
OG0012565	LOC118459028|XP_035777937.1|AALB	LOC119649295|XP_037907315.1|HILL, LOC119649466|XP_037907549.1|HILL, LOC119649407|XP_037907470.1|HILL
OG0012567	LOC118457429|XP_035774904.1|AALB	LOC119649227|XP_037907217.1|HILL
OG0012569	LOC118467292|XP_035793504.1|AALB	LOC119646741|XP_037903247.1|HILL
OG0012571	LOC118464424|XP_035787679.1|AALB	LOC119655490|XP_037917319.1|HILL, LOC119654990|XP_037916583.1|HILL
OG0012572	LOC118468868|XP_035796044.1|AALB	LOC119656110|XP_037918354.1|HILL
OG0012573	LOC118456693|XP_035773575.1|AALB	LOC119653846|XP_037914820.1|HILL
OG0012575	LOC118459933|XP_035779690.1|AALB	LOC119658577|XP_037921954.1|HILL
OG0012577	LOC118456191|XP_035772640.1|AALB	LOC119659514|XP_037923572.1|HILL
OG0012579	LOC118461794|XP_035783425.1|AALB	LOC119654703|XP_037916145.1|HILL
OG0012580	LOC118464481|XP_035787796.1|AALB	LOC119659657|XP_037923795.1|HILL
OG0012583	LOC118465078|XP_035788874.1|AALB	LOC119655229|XP_037916939.1|HILL, LOC119655230|XP_037916940.1|HILL
OG0012586	LOC118463057|XP_035785200.1|AALB	LOC119653615|XP_037914310.1|HILL
OG0012588	LOC118462627|XP_035784361.1|AALB	LOC119654464|XP_037915806.1|HILL
OG0012589	LOC118462628|XP_035784364.1|AALB	LOC119654581|XP_037915966.1|HILL
OG0012591	LOC118466929|XP_035792708.1|AALB	LOC119648386|XP_037906051.1|HILL
OG0012592	LOC118467322|XP_035793553.1|AALB	LOC119653374|XP_037913846.1|HILL
OG0012593	LOC118467625|XP_035794235.1|AALB	LOC119649195|XP_037907159.1|HILL
OG0012595	LOC118457668|XP_035775315.1|AALB, LOC118461301|XP_035782383.1|AALB	LOC119657643|XP_037920576.1|HILL
OG0012596	LOC118467275|XP_035793464.1|AALB	LOC119655609|XP_037917492.1|HILL
OG0012597	LOC118457582|XP_035775154.1|AALB	LOC119646865|XP_037903418.1|HILL
OG0012736	LOC118461743|XP_035783392.1|AALB, LOC118464611|XP_035787952.1|AALB	LOC119657420|XP_037920246.1|HILL
OG0012737	LOC118461635|XP_035783098.1|AALB	LOC119658155|XP_037921350.1|HILL
OG0012738	LOC118462803|XP_035784703.1|AALB	LOC119656611|XP_037918978.1|HILL
OG0012739	LOC118465235|XP_035789140.1|AALB	LOC119659488|XP_037923529.1|HILL
OG0012742	LOC118457736|XP_035775430.1|AALB	LOC119656922|XP_037919541.1|HILL
OG0012745	LOC118456607|XP_035773410.1|AALB	LOC119661385|XP_037926634.1|HILL
OG0012749	LOC118463698|XP_035786378.1|AALB	LOC119652932|XP_037913250.1|HILL
OG0012750	LOC118463750|XP_035786447.1|AALB	LOC119652423|XP_037912474.1|HILL
OG0012751	LOC118458519|XP_035776988.1|AALB	LOC119658638|XP_037922096.1|HILL
OG0012752	LOC118466516|XP_035791902.1|AALB	LOC119657097|XP_037919780.1|HILL
OG0012754	LOC118461636|XP_035783094.1|AALB	LOC119653120|XP_037913573.1|HILL
OG0012759	LOC118460249|XP_035780310.1|AALB	LOC119659487|XP_037923534.1|HILL
OG0012761	LOC118460996|XP_035781712.1|AALB	LOC119656928|XP_037919549.1|HILL
OG0012762	LOC118460876|XP_035781505.1|AALB	LOC119658593|XP_037921981.1|HILL
OG0012763	LOC118460878|XP_035781508.1|AALB	LOC119658623|XP_037922046.1|HILL
OG0012766	LOC118460477|XP_035780706.1|AALB	LOC119650955|XP_037910125.1|HILL
OG0012767	LOC118460063|XP_035779951.1|AALB	LOC119652726|XP_037912952.1|HILL
OG0012769	LOC118462679|XP_035784473.1|AALB	LOC119657217|XP_037919956.1|HILL
OG0012770	LOC118461652|XP_035783122.1|AALB	LOC119652221|XP_037912091.1|HILL
OG0012771	LOC118456591|XP_035773382.1|AALB	LOC119657384|XP_037920198.1|HILL
OG0012772	LOC118466668|XP_035792164.1|AALB	LOC119661132|XP_037926259.1|HILL
OG0012773	LOC118465319|XP_035789337.1|AALB	LOC119648558|XP_037906256.1|HILL
OG0012775	LOC118466299|XP_035791289.1|AALB	LOC119654240|XP_037915411.1|HILL
OG0012777	LOC118463784|XP_035786504.1|AALB	LOC119648077|XP_037905490.1|HILL
OG0012780	LOC118467110|XP_035793063.1|AALB	LOC119650051|XP_037908464.1|HILL
OG0012783	LOC118467174|XP_035793247.1|AALB	LOC119659858|XP_037924091.1|HILL
OG0012785	LOC118467235|XP_035793386.1|AALB	LOC119647904|XP_037905140.1|HILL
OG0012788	LOC118462503|XP_035784118.1|AALB	LOC119648726|XP_037906465.1|HILL
OG0012789	LOC118462692|XP_035784508.1|AALB	LOC119647051|XP_037903737.1|HILL
OG0012794	LOC118464300|XP_035787481.1|AALB	LOC119651849|XP_037911581.1|HILL
OG0012795	LOC118461848|XP_035783526.1|AALB	LOC119650361|XP_037908980.1|HILL
OG0012796	LOC118457532|XP_035775076.1|AALB	LOC119655400|XP_037917210.1|HILL
OG0012798	LOC118460974|XP_035781680.1|AALB	LOC119653095|XP_037913529.1|HILL
OG0012799	LOC118457728|XP_035775412.1|AALB	LOC119659997|XP_037924304.1|HILL
OG0012800	LOC118456731|XP_035773668.1|AALB	LOC119646905|XP_037903501.1|HILL
OG0012801	LOC118461440|XP_035782648.1|AALB	LOC119654321|XP_037915579.1|HILL
OG0012803	LOC118457626|XP_035775235.1|AALB	LOC119658185|XP_037921382.1|HILL
OG0012804	LOC118457238|XP_035774512.1|AALB	LOC119659355|XP_037923335.1|HILL
OG0012805	LOC118459415|XP_035778641.1|AALB	LOC119659567|XP_037923644.1|HILL
OG0012807	LOC118469025|XP_035796363.1|AALB, LOC118469024|XP_035796361.1|AALB	LOC119660527|XP_037925079.1|HILL, LOC119660526|XP_037925078.1|HILL, LOC119660426|XP_037924902.1|HILL
OG0012808	LOC118460795|XP_035781295.1|AALB	LOC119656086|XP_037918317.1|HILL
OG0012810	LOC118458827|XP_035777607.1|AALB	LOC119660250|XP_037924633.1|HILL
OG0012811	LOC118458054|XP_035776072.1|AALB	LOC119660272|XP_037924661.1|HILL
OG0012812	LOC118458016|XP_035776012.1|AALB	LOC119660270|XP_037924657.1|HILL
OG0012813	LOC118468605|XP_035795488.1|AALB, LOC118456319|XP_035772853.1|AALB	LOC119659942|XP_037924211.1|HILL
OG0012814	LOC118459544|XP_035778913.1|AALB	LOC119654188|XP_037915310.1|HILL
OG0012816	LOC118468665|XP_035795599.1|AALB	LOC119655566|XP_037917426.1|HILL
OG0012817	LOC118461092|XP_035781891.1|AALB	LOC119658836|XP_037922503.1|HILL
OG0012818	LOC118457391|XP_035774821.1|AALB, LOC118460681|XP_035781073.1|AALB	LOC119659723|XP_037923907.1|HILL
OG0012820	LOC118458320|XP_035776556.1|AALB	LOC119655358|XP_037917139.1|HILL
OG0012822	LOC118463530|XP_035786035.1|AALB	LOC119655694|XP_037917628.1|HILL
OG0012823	LOC118466529|XP_035791927.1|AALB	LOC119655444|XP_037917266.1|HILL
OG0012824	LOC118462754|XP_035784610.1|AALB	LOC119654183|XP_037915300.1|HILL
OG0012826	LOC118466611|XP_035792088.1|AALB	LOC119655845|XP_037917886.1|HILL
OG0012827	LOC118467142|XP_035793162.1|AALB	LOC119654657|XP_037916073.1|HILL
OG0012829	LOC118463983|XP_035786894.1|AALB	LOC119655475|XP_037917303.1|HILL
OG0012830	LOC118467401|XP_035793757.1|AALB	LOC119655883|XP_037917949.1|HILL
OG0012832	LOC118462521|XP_035784161.1|AALB	LOC119654516|XP_037915882.1|HILL
OG0012835	LOC118462875|XP_035784830.1|AALB	LOC119655568|XP_037917427.1|HILL
OG0012837	LOC118466712|XP_035792261.1|AALB	LOC119654335|XP_037915595.1|HILL
OG0012838	LOC118467624|XP_035794228.1|AALB	LOC119648426|XP_037906107.1|HILL
OG0012839	LOC118464117|XP_035787097.1|AALB	LOC119655423|XP_037917241.1|HILL
OG0012845	LOC118464499|XP_035787823.1|AALB	LOC119654358|XP_037915630.1|HILL
OG0012846	LOC118467308|XP_035793529.1|AALB	LOC119655939|XP_037918054.1|HILL
OG0012847	LOC118466023|XP_035790733.1|AALB	LOC119654800|XP_037916280.1|HILL
OG0012850	LOC118463998|XP_035786938.1|AALB	LOC119658258|XP_037921479.1|HILL, LOC119652442|XP_037912516.1|HILL, LOC119646296|XP_037902642.1|HILL
OG0012852	LOC118467893|XP_035794704.1|AALB, LOC118468404|XP_035795064.1|AALB, LOC118468394|XP_035795054.1|AALB, LOC118468427|XP_035795086.1|AALB	LOC119652510|XP_037912632.1|HILL
OG0012855	LOC118463186|XP_035785499.1|AALB, LOC118465225|XP_035789113.1|AALB	LOC119648249|XP_037905816.1|HILL
OG0012996	LOC118462792|XP_035784682.1|AALB	LOC119657553|XP_037920437.1|HILL
OG0012997	LOC118463592|XP_035786148.1|AALB, LOC118457320|XP_035774706.1|AALB	LOC119657990|XP_037921135.1|HILL
OG0012999	LOC118460085|XP_035779993.1|AALB	LOC119657788|XP_037920801.1|HILL
OG0013002	LOC118464874|XP_035788544.1|AALB	LOC119652307|XP_037912653.1|HILL
OG0013004	LOC118468521|XP_035795282.1|AALB	LOC119658015|XP_037921172.1|HILL
OG0013005	LOC118460104|XP_035780035.1|AALB	LOC119647090|XP_037903790.1|HILL
OG0013007	LOC118468396|XP_035795052.1|AALB	LOC119658118|XP_037921313.1|HILL
OG0013008	LOC118461998|XP_035783827.1|AALB	LOC119651590|XP_037911165.1|HILL
OG0013009	LOC118460816|XP_035781330.1|AALB	LOC119656984|XP_037919647.1|HILL
OG0013010	LOC118461085|XP_035781874.1|AALB	LOC119661049|XP_037926180.1|HILL
OG0013011	LOC118456518|XP_035773248.1|AALB	LOC119653081|XP_037913502.1|HILL, LOC119652854|XP_037913134.1|HILL
OG0013015	LOC118459144|XP_035778118.1|AALB	LOC119658008|XP_037921160.1|HILL
OG0013018	LOC118458858|XP_035777673.1|AALB	LOC119659494|XP_037923544.1|HILL
OG0013024	LOC118459272|XP_035778401.1|AALB	LOC119652946|XP_037913265.1|HILL
OG0013025	LOC118460156|XP_035780146.1|AALB	LOC119657741|XP_037920713.1|HILL
OG0013026	LOC118460476|XP_035780705.1|AALB	LOC119651370|XP_037910871.1|HILL
OG0013027	LOC118456796|XP_035773776.1|AALB	LOC119651238|XP_037910645.1|HILL
OG0013028	LOC118460478|XP_035780708.1|AALB	LOC119650625|XP_037909444.1|HILL
OG0013032	LOC118464631|XP_035787970.1|AALB, LOC118465721|XP_035790059.1|AALB	LOC119648536|XP_037906232.1|HILL
OG0013033	LOC118462956|XP_035785003.1|AALB	LOC119646123|XP_037902398.1|HILL
OG0013034	LOC118462957|XP_035785004.1|AALB	LOC119646609|XP_037903038.1|HILL
OG0013035	LOC118462953|XP_035784990.1|AALB	LOC119658753|XP_037922374.1|HILL
OG0013036	LOC118462987|XP_035785090.1|AALB	LOC119661035|XP_037926137.1|HILL
OG0013037	LOC118464661|XP_035788061.1|AALB	LOC119661687|XP_037927059.1|HILL
OG0013038	LOC118467736|XP_035794436.1|AALB	LOC119646137|XP_037902421.1|HILL
OG0013039	LOC118465403|XP_035789514.1|AALB	LOC119649938|XP_037908288.1|HILL
OG0013040	LOC118464824|XP_035788383.1|AALB	LOC119647871|XP_037905069.1|HILL
OG0013041	LOC118467328|XP_035793558.1|AALB	LOC119648996|XP_037906859.1|HILL
OG0013042	LOC118462695|XP_035784514.1|AALB	LOC119648143|XP_037905618.1|HILL
OG0013043	LOC118467713|XP_035794404.1|AALB	LOC119659424|XP_037923429.1|HILL
OG0013044	LOC118467178|XP_035793254.1|AALB	LOC119659110|XP_037922964.1|HILL
OG0013047	LOC118466513|XP_035791885.1|AALB	LOC119647762|XP_037904809.1|HILL
OG0013048	LOC118463367|XP_035785784.1|AALB	LOC119648367|XP_037906021.1|HILL, LOC119648965|XP_037906813.1|HILL
OG0013051	LOC118467605|XP_035794195.1|AALB	LOC119661775|XP_037927179.1|HILL, LOC119661486|XP_037926778.1|HILL
OG0013052	LOC118463239|XP_035785598.1|AALB	LOC119661040|XP_037926147.1|HILL
OG0013053	LOC118463411|XP_035785856.1|AALB	LOC119661473|XP_037926763.1|HILL
OG0013055	LOC118462602|XP_035784323.1|AALB	LOC119660552|XP_037925123.1|HILL
OG0013056	LOC118466254|XP_035791199.1|AALB	LOC119648966|XP_037906814.1|HILL
OG0013062	LOC118464074|XP_035787018.1|AALB	LOC119650410|XP_037909124.1|HILL
OG0013063	LOC118466072|XP_035790829.1|AALB	LOC119657443|XP_037920283.1|HILL
OG0013065	LOC118462597|XP_035784315.1|AALB	LOC119660475|XP_037924993.1|HILL
OG0013066	LOC118468532|XP_035795303.1|AALB	LOC119650788|XP_037909840.1|HILL
OG0013068	LOC118456480|XP_035773187.1|AALB	LOC119656583|XP_037918914.1|HILL
OG0013070	LOC118457745|XP_035775450.1|AALB	LOC119660925|XP_037925832.1|HILL
OG0013071	LOC118459160|XP_035778141.1|AALB	LOC119653097|XP_037913531.1|HILL
OG0013072	LOC118459770|XP_035779371.1|AALB	LOC119652897|XP_037913198.1|HILL
OG0013073	LOC118458366|XP_035776649.1|AALB	LOC119652330|XP_037912270.1|HILL
OG0013074	LOC118457515|XP_035775052.1|AALB	LOC119652188|XP_037912060.1|HILL
OG0013078	LOC118460409|XP_035780590.1|AALB	LOC119650961|XP_037910144.1|HILL
OG0013079	LOC118459017|XP_035777912.1|AALB	LOC119655252|XP_037916975.1|HILL
OG0013082	LOC118467788|XP_035794542.1|AALB	LOC119661670|XP_037927035.1|HILL
OG0013083	LOC118459167|XP_035778203.1|AALB	LOC119660598|XP_037925206.1|HILL
OG0013085	LOC118456684|XP_035773563.1|AALB	LOC119658586|XP_037921975.1|HILL
OG0013087	LOC118456686|XP_035773566.1|AALB	LOC119646718|XP_037903225.1|HILL
OG0013089	LOC118456449|XP_035773113.1|AALB	LOC119647165|XP_037903898.1|HILL
OG0013090	LOC118468704|XP_035795721.1|AALB	LOC119652482|XP_037912584.1|HILL
OG0013091	LOC118458556|XP_035777088.1|AALB	LOC119650983|XP_037910174.1|HILL
OG0013095	LOC118461090|XP_035781886.1|AALB	LOC119651260|XP_037910682.1|HILL
OG0013096	LOC118468289|XP_035794908.1|AALB	LOC119652440|XP_037912511.1|HILL
OG0013099	LOC118460674|XP_035781044.1|AALB	LOC119649307|XP_037907336.1|HILL
OG0013100	LOC118458850|XP_035777663.1|AALB	LOC119659124|XP_037922979.1|HILL
OG0013101	LOC118457986|XP_035775943.1|AALB	LOC119646463|XP_037902839.1|HILL
OG0013103	LOC118466715|XP_035792274.1|AALB	LOC119650646|XP_037909502.1|HILL
OG0013105	LOC118460304|XP_035780400.1|AALB	LOC119651245|XP_037910652.1|HILL
OG0013106	LOC118457316|XP_035774697.1|AALB	LOC119653151|XP_037913618.1|HILL
OG0013108	LOC118459422|XP_035778659.1|AALB	LOC119660982|XP_037925995.1|HILL
OG0013109	LOC118460406|XP_035780583.1|AALB	LOC119647071|XP_037903757.1|HILL, LOC119648171|XP_037905683.1|HILL
OG0013113	LOC118468946|XP_035796188.1|AALB	LOC119651078|XP_037910347.1|HILL, LOC119650224|XP_037908729.1|HILL
OG0013115	LOC118457504|XP_035775035.1|AALB	LOC119658658|XP_037922139.1|HILL
OG0013116	LOC118461283|XP_035782329.1|AALB	LOC119648639|XP_037906338.1|HILL
OG0013117	LOC118460955|XP_035781624.1|AALB	LOC119660185|XP_037924526.1|HILL
OG0013118	LOC118457253|XP_035774534.1|AALB	LOC119660340|XP_037924755.1|HILL
OG0013120	LOC118459481|XP_035778786.1|AALB	LOC119655785|XP_037917804.1|HILL
OG0013121	LOC118456941|XP_035773995.1|AALB	LOC119654237|XP_037915399.1|HILL
OG0013123	LOC118462072|XP_035783968.1|AALB	LOC119656171|XP_037918445.1|HILL
OG0013125	LOC118456739|XP_035773680.1|AALB	LOC119653721|XP_037914555.1|HILL, LOC119653722|XP_037914556.1|HILL
OG0013126	LOC118461350|XP_035782470.1|AALB	LOC119659148|XP_037923019.1|HILL
OG0013127	LOC118461360|XP_035782489.1|AALB	LOC119659901|XP_037924154.1|HILL
OG0013128	LOC118457757|XP_035775469.1|AALB	LOC119659563|XP_037923641.1|HILL
OG0013129	LOC118459696|XP_035779230.1|AALB	LOC119660871|XP_037925710.1|HILL
OG0013130	LOC118459733|XP_035779302.1|AALB	LOC119655506|XP_037917337.1|HILL
OG0013131	LOC118461812|XP_035783456.1|AALB	LOC119660412|XP_037924879.1|HILL
OG0013132	LOC118459692|XP_035779221.1|AALB	LOC119659810|XP_037924010.1|HILL
OG0013135	LOC118457189|XP_035774431.1|AALB	LOC119648649|XP_037906349.1|HILL
OG0013136	LOC118466453|XP_035791685.1|AALB	LOC119654642|XP_037916048.1|HILL
OG0013137	LOC118459930|XP_035779684.1|AALB	LOC119658575|XP_037921950.1|HILL
OG0013138	LOC118456563|XP_035773325.1|AALB	LOC119656498|XP_037918762.1|HILL
OG0013140	LOC118458703|XP_035777335.1|AALB	LOC119652406|XP_037912447.1|HILL, LOC119654548|XP_037915921.1|HILL
OG0013142	LOC118469066|XP_035796440.1|AALB	LOC119660357|XP_037924788.1|HILL
OG0013143	LOC118458520|XP_035776983.1|AALB	LOC119659397|XP_037923390.1|HILL, LOC119660315|XP_037924718.1|HILL, LOC119660254|XP_037924637.1|HILL
OG0013144	LOC118458505|XP_035776965.1|AALB	LOC119660247|XP_037924629.1|HILL
OG0013148	LOC118460189|XP_035780187.1|AALB	LOC119659157|XP_037923035.1|HILL
OG0013149	LOC118457224|XP_035774496.1|AALB	LOC119659670|XP_037923823.1|HILL
OG0013150	LOC118468294|XP_035794914.1|AALB	LOC119659240|XP_037923148.1|HILL
OG0013153	LOC118458765|XP_035777450.1|AALB	LOC119655135|XP_037916799.1|HILL
OG0013154	LOC118456403|XP_035772998.1|AALB	LOC119657568|XP_037920460.1|HILL
OG0013155	LOC118458024|XP_035776022.1|AALB	LOC119650678|XP_037909559.1|HILL
OG0013156	LOC118467579|XP_035794121.1|AALB	LOC119653649|XP_037914393.1|HILL
OG0013157	LOC118467449|XP_035793846.1|AALB	LOC119648326|XP_037905947.1|HILL
OG0013159	LOC118465867|XP_035790393.1|AALB	LOC119656063|XP_037918268.1|HILL
OG0013162	LOC118465551|XP_035789773.1|AALB	LOC119657665|XP_037920619.1|HILL, LOC119657418|XP_037920244.1|HILL
OG0013163	LOC118467956|XP_035794820.1|AALB	LOC119653383|XP_037913858.1|HILL
OG0013169	LOC118464443|XP_035787715.1|AALB	LOC119658968|XP_037922775.1|HILL
OG0013170	LOC118465516|XP_035789727.1|AALB	LOC119654532|XP_037915903.1|HILL
OG0013171	LOC118467438|XP_035793836.1|AALB	LOC119654207|XP_037915337.1|HILL
OG0013173	LOC118466672|XP_035792168.1|AALB	LOC119661121|XP_037926247.1|HILL
OG0013174	LOC118467822|XP_035794604.1|AALB	LOC119655169|XP_037916847.1|HILL
OG0013175	LOC118463388|XP_035785827.1|AALB	LOC119653860|XP_037914846.1|HILL
OG0013177	LOC118467844|XP_035794641.1|AALB	LOC119646558|XP_037902963.1|HILL
OG0013178	LOC118465464|XP_035789654.1|AALB	LOC119655824|XP_037917858.1|HILL
OG0013180	LOC118463195|XP_035785521.1|AALB	LOC119658662|XP_037922143.1|HILL
OG0013183	LOC118465139|XP_035788970.1|AALB, LOC118464245|XP_035787339.1|AALB	LOC119655192|XP_037916889.1|HILL
OG0013184	LOC118467319|XP_035793550.1|AALB	LOC119653371|XP_037913841.1|HILL
OG0013185	LOC118467463|XP_035793866.1|AALB	LOC119653372|XP_037913842.1|HILL
OG0013186	LOC118463143|XP_035785398.1|AALB	LOC119655971|XP_037918132.1|HILL
OG0013187	LOC118462646|XP_035784388.1|AALB	LOC119656280|XP_037918635.1|HILL
OG0013188	LOC118465490|XP_035789686.1|AALB	LOC119650252|XP_037908772.1|HILL
OG0013191	LOC118465202|XP_035789079.1|AALB	LOC119660886|XP_037925734.1|HILL
OG0013196	LOC118464261|XP_035787393.1|AALB	LOC119655320|XP_037917084.1|HILL
OG0013199	LOC118467571|XP_035794096.1|AALB	LOC119653573|XP_037914231.1|HILL
OG0013200	LOC118467574|XP_035794105.1|AALB	LOC119655101|XP_037916751.1|HILL
OG0013201	LOC118463758|XP_035786458.1|AALB	LOC119656134|XP_037918394.1|HILL
OG0013204	LOC118456359|XP_035772922.1|AALB	LOC119651217|XP_037910599.1|HILL
OG0013208	LOC118463450|XP_035785928.1|AALB, LOC118464264|XP_035787402.1|AALB	LOC119654011|XP_037915102.1|HILL
OG0013366	LOC118465583|XP_035789845.1|AALB	LOC119650064|XP_037908490.1|HILL
OG0013370	LOC118458410|XP_035776723.1|AALB	LOC119660783|XP_037925492.1|HILL
OG0013371	LOC118456813|XP_035773800.1|AALB	LOC119652364|XP_037912383.1|HILL
OG0013375	LOC118466344|XP_035791372.1|AALB	LOC119657880|XP_037920939.1|HILL
OG0013379	LOC118463763|XP_035786474.1|AALB	LOC119657842|XP_037920893.1|HILL
OG0013387	LOC118460018|XP_035779845.1|AALB	LOC119646141|XP_037902426.1|HILL
OG0013391	LOC118461132|XP_035781990.1|AALB	LOC119657485|XP_037920335.1|HILL
OG0013398	LOC118459628|XP_035779098.1|AALB	LOC119659293|XP_037923233.1|HILL
OG0013402	LOC118458062|XP_035776095.1|AALB	LOC119652780|XP_037913020.1|HILL
OG0013409	LOC118459552|XP_035778926.1|AALB	LOC119652286|XP_037912209.1|HILL
OG0013410	LOC118456275|XP_035772781.1|AALB	LOC119655325|XP_037917092.1|HILL
OG0013422	LOC118456989|XP_035774095.1|AALB	LOC119651799|XP_037911511.1|HILL
OG0013423	LOC118458992|XP_035777884.1|AALB	LOC119651743|XP_037911402.1|HILL
OG0013427	LOC118463009|XP_035785134.1|AALB	LOC119661123|XP_037926249.1|HILL
OG0013428	LOC118465104|XP_035788940.1|AALB	LOC119646994|XP_037903639.1|HILL, LOC119652684|XP_037912888.1|HILL
OG0013429	LOC118463003|XP_035785126.1|AALB	LOC119655717|XP_037917681.1|HILL
OG0013430	LOC118463076|XP_035785230.1|AALB	LOC119653792|XP_037914726.1|HILL
OG0013440	LOC118466266|XP_035791226.1|AALB	LOC119648590|XP_037906288.1|HILL
OG0013441	LOC118464909|XP_035788566.1|AALB	LOC119646223|XP_037902541.1|HILL
OG0013443	LOC118464470|XP_035787772.1|AALB	LOC119653640|XP_037914369.1|HILL
OG0013445	LOC118467158|XP_035793195.1|AALB	LOC119659182|XP_037923069.1|HILL
OG0013446	LOC118463965|XP_035786860.1|AALB	LOC119647860|XP_037905057.1|HILL
OG0013447	LOC118463078|XP_035785232.1|AALB	LOC119649355|XP_037907391.1|HILL
OG0013466	LOC118467185|XP_035793277.1|AALB	LOC119653026|XP_037913398.1|HILL
OG0013467	LOC118460862|XP_035781472.1|AALB	LOC119646177|XP_037902488.1|HILL
OG0013470	LOC118458373|XP_035776664.1|AALB	LOC119651692|XP_037911328.1|HILL
OG0013477	LOC118459921|XP_035779659.1|AALB	LOC119652968|XP_037913299.1|HILL
OG0013482	LOC118461666|XP_035783147.1|AALB	LOC119661709|XP_037927092.1|HILL
OG0013483	LOC118460749|XP_035781228.1|AALB	LOC119657928|XP_037921046.1|HILL
OG0013484	LOC118456459|XP_035773127.1|AALB	LOC119661242|XP_037926399.1|HILL
OG0013486	LOC118457146|XP_035774352.1|AALB	LOC119655210|XP_037916912.1|HILL, LOC119654998|XP_037916593.1|HILL
OG0013490	LOC118468370|XP_035795023.1|AALB	LOC119651699|XP_037911338.1|HILL
OG0013494	LOC118460337|XP_035780446.1|AALB	LOC119661332|XP_037926561.1|HILL
OG0013496	LOC118466749|XP_035792339.1|AALB	LOC119649873|XP_037908177.1|HILL
OG0013500	LOC118459266|XP_035778380.1|AALB	LOC119659897|XP_037924153.1|HILL
OG0013501	LOC118460299|XP_035780388.1|AALB	LOC119651784|XP_037911471.1|HILL
OG0013502	LOC118461973|XP_035783783.1|AALB	LOC119657709|XP_037920681.1|HILL
OG0013503	LOC118457309|XP_035774685.1|AALB	LOC119651064|XP_037910327.1|HILL
OG0013504	LOC118457435|XP_035774913.1|AALB	LOC119653094|XP_037913526.1|HILL
OG0013506	LOC118459244|XP_035778343.1|AALB	LOC119647309|XP_037904153.1|HILL
OG0013512	LOC118468840|XP_035795974.1|AALB	LOC119653789|XP_037914720.1|HILL
OG0013513	LOC118458851|XP_035777664.1|AALB	LOC119655233|XP_037916942.1|HILL
OG0013514	LOC118456976|XP_035774067.1|AALB	LOC119655243|XP_037916957.1|HILL
OG0013515	LOC118460292|XP_035780378.1|AALB	LOC119649436|XP_037907514.1|HILL
OG0013516	LOC118460952|XP_035781613.1|AALB	LOC119658870|XP_037922568.1|HILL
OG0013527	LOC118460253|XP_035780313.1|AALB	LOC119653568|XP_037914213.1|HILL
OG0013528	LOC118469035|XP_035796389.1|AALB	LOC119658614|XP_037922032.1|HILL
OG0013530	LOC118461809|XP_035783450.1|AALB	LOC119660349|XP_037924771.1|HILL
OG0013535	LOC118456786|XP_035773759.1|AALB	LOC119654490|XP_037915842.1|HILL
OG0013538	LOC118461147|XP_035782012.1|AALB	LOC119659829|XP_037924050.1|HILL
OG0013542	LOC118460070|XP_035779962.1|AALB	LOC119649361|XP_037907407.1|HILL
OG0013544	LOC118460041|XP_035779897.1|AALB	LOC119659609|XP_037923708.1|HILL
OG0013548	LOC118456619|XP_035773422.1|AALB	LOC119660384|XP_037924837.1|HILL
OG0013551	LOC118458224|XP_035776381.1|AALB	LOC119660183|XP_037924521.1|HILL
OG0013553	LOC118460494|XP_035780739.1|AALB	LOC119658777|XP_037922403.1|HILL
OG0013554	LOC118456745|XP_035773693.1|AALB	LOC119659348|XP_037923325.1|HILL
OG0013560	LOC118461044|XP_035781827.1|AALB	LOC119660810|XP_037925579.1|HILL
