Orthogroup	AALB.longest_only	BTRY.longest_only
OG0006968	LOC118459215|XP_035778289.1|AALB	LOC120772441|XP_039956992.1|BTRY
OG0006969	LOC118468477|XP_035795189.1|AALB	LOC120777399|XP_039964629.1|BTRY
OG0006970	LOC118457653|XP_035775289.1|AALB	LOC120782832|XP_039971287.1|BTRY
OG0006971	LOC118460747|XP_035781227.1|AALB	LOC120768640|XP_039951344.1|BTRY
OG0006972	LOC118460745|XP_035781209.1|AALB	LOC120779970|XP_039968203.1|BTRY
OG0006973	LOC118468692|XP_035795701.1|AALB	LOC120768354|XP_039950943.1|BTRY
OG0006974	LOC118456453|XP_035773120.1|AALB	LOC120777011|XP_039964048.1|BTRY
OG0006975	LOC118460117|XP_035780048.1|AALB	LOC120769274|XP_039952123.1|BTRY
OG0006976	LOC118456166|XP_035772585.1|AALB	LOC120769297|XP_039952160.1|BTRY
OG0006977	LOC118459228|XP_035778313.1|AALB	LOC120771714|XP_039955801.1|BTRY
OG0006979	LOC118459774|XP_035779378.1|AALB	LOC120767231|XP_039948992.1|BTRY
OG0006980	LOC118458824|XP_035777601.1|AALB	LOC120768059|XP_039950512.1|BTRY
OG0006981	LOC118468699|XP_035795716.1|AALB	LOC120767443|XP_039949439.1|BTRY
OG0006982	LOC118468707|XP_035795723.1|AALB	LOC120769064|XP_039951853.1|BTRY
OG0006983	LOC118468710|XP_035795730.1|AALB	LOC120768356|XP_039950946.1|BTRY
OG0006984	LOC118456244|XP_035772732.1|AALB	LOC120769324|XP_039952209.1|BTRY
OG0006985	LOC118458391|XP_035776696.1|AALB	LOC120769737|XP_039952824.1|BTRY
OG0006986	LOC118458393|XP_035776698.1|AALB	LOC120769605|XP_039952619.1|BTRY
OG0006988	LOC118456907|XP_035773925.1|AALB	LOC120767950|XP_039950270.1|BTRY
OG0006989	LOC118468642|XP_035795557.1|AALB	LOC120768291|XP_039950852.1|BTRY
OG0006990	LOC118461742|XP_035783341.1|AALB	LOC120767995|XP_039950346.1|BTRY
OG0006991	LOC118461242|XP_035782235.1|AALB	LOC120766305|XP_039947656.1|BTRY
OG0006992	LOC118460114|XP_035780042.1|AALB	LOC120767447|XP_039949444.1|BTRY
OG0006993	LOC118467552|XP_035794048.1|AALB	LOC120767303|XP_039949123.1|BTRY
OG0006994	LOC118459203|XP_035778265.1|AALB	LOC120767847|XP_039950079.1|BTRY
OG0006995	LOC118457647|XP_035775282.1|AALB	LOC120767985|XP_039950336.1|BTRY
OG0006996	LOC118461629|XP_035783071.1|AALB	LOC120768638|XP_039951337.1|BTRY
OG0006997	LOC118457863|XP_035775653.1|AALB	LOC120770265|XP_039953508.1|BTRY
OG0006998	LOC118461445|XP_035782659.1|AALB	LOC120768502|XP_039951160.1|BTRY
OG0006999	LOC118459327|XP_035778476.1|AALB	LOC120771953|XP_039956197.1|BTRY
OG0007000	LOC118457707|XP_035775378.1|AALB	LOC120768899|XP_039951590.1|BTRY
OG0007001	LOC118457625|XP_035775233.1|AALB	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY
OG0007002	LOC118460746|XP_035781214.1|AALB	LOC120768980|XP_039951718.1|BTRY
OG0007003	LOC118461731|XP_035783315.1|AALB	LOC120770091|XP_039953174.1|BTRY
OG0007004	LOC118459638|XP_035779109.1|AALB	LOC120767898|XP_039950174.1|BTRY
OG0007005	LOC118458844|XP_035777641.1|AALB	LOC120769494|XP_039952457.1|BTRY
OG0007006	LOC118456773|XP_035773742.1|AALB	LOC120769273|XP_039952119.1|BTRY
OG0007007	LOC118457693|XP_035775359.1|AALB	LOC120781600|XP_039969770.1|BTRY
OG0007008	LOC118467927|XP_035794781.1|AALB	LOC120768896|XP_039951584.1|BTRY
OG0007009	LOC118460023|XP_035779848.1|AALB	LOC120781686|XP_039969837.1|BTRY
OG0007010	LOC118468850|XP_035795987.1|AALB	LOC120768388|XP_039950990.1|BTRY
OG0007011	LOC118461122|XP_035781952.1|AALB	LOC120768459|XP_039951094.1|BTRY
OG0007012	LOC118456807|XP_035773789.1|AALB	LOC120769315|XP_039952195.1|BTRY
OG0007013	LOC118456783|XP_035773751.1|AALB	LOC120769104|XP_039951899.1|BTRY
OG0007014	LOC118461876|XP_035783600.1|AALB	LOC120769491|XP_039952454.1|BTRY
OG0007015	LOC118456751|XP_035773704.1|AALB	LOC120769754|XP_039952851.1|BTRY
OG0007016	LOC118459308|XP_035778452.1|AALB	LOC120767220|XP_039948969.1|BTRY
OG0007017	LOC118459661|XP_035779154.1|AALB	LOC120769674|XP_039952726.1|BTRY
OG0007018	LOC118459663|XP_035779157.1|AALB	LOC120768120|XP_039950605.1|BTRY
OG0007019	LOC118461235|XP_035782227.1|AALB	LOC120768498|XP_039951154.1|BTRY
OG0007021	LOC118458676|XP_035777280.1|AALB	LOC120767668|XP_039949774.1|BTRY
OG0007022	LOC118460231|XP_035780262.1|AALB	LOC120768020|XP_039950414.1|BTRY
OG0007023	LOC118456324|XP_035772866.1|AALB	LOC120777225|XP_039964340.1|BTRY
OG0007024	LOC118456321|XP_035772863.1|AALB	LOC120766607|XP_039948148.1|BTRY
OG0007025	LOC118457051|XP_035774192.1|AALB	LOC120774850|XP_039960605.1|BTRY
OG0007026	LOC118468038|XP_035794869.1|AALB	LOC120767346|XP_039949238.1|BTRY
OG0007027	LOC118459527|XP_035778878.1|AALB	LOC120769083|XP_039951877.1|BTRY
OG0007028	LOC118459520|XP_035778857.1|AALB	LOC120767284|XP_039949093.1|BTRY
OG0007029	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB	LOC120768387|XP_039950986.1|BTRY
OG0007030	LOC118460930|XP_035781583.1|AALB	LOC120774469|XP_039960059.1|BTRY
OG0007031	LOC118460561|XP_035780857.1|AALB	LOC120768251|XP_039950779.1|BTRY
OG0007032	LOC118458720|XP_035777357.1|AALB	LOC120771197|XP_039955030.1|BTRY
OG0007033	LOC118458721|XP_035777358.1|AALB	LOC120767854|XP_039950092.1|BTRY
OG0007034	LOC118456631|XP_035773452.1|AALB	LOC120768048|XP_039950491.1|BTRY
OG0007035	LOC118456629|XP_035773450.1|AALB	LOC120772678|XP_039957349.1|BTRY
OG0007036	LOC118457136|XP_035774344.1|AALB	LOC120778007|XP_039965604.1|BTRY
OG0007037	LOC118457134|XP_035774341.1|AALB	LOC120779971|XP_039968206.1|BTRY
OG0007038	LOC118460966|XP_035781651.1|AALB	LOC120770251|XP_039953486.1|BTRY
OG0007039	LOC118458267|XP_035776471.1|AALB	LOC120775473|XP_039961605.1|BTRY
OG0007040	LOC118458270|XP_035776476.1|AALB	LOC120769780|XP_039952897.1|BTRY
OG0007041	LOC118456237|XP_035772715.1|AALB	LOC120769289|XP_039952144.1|BTRY
OG0007042	LOC118456238|XP_035772721.1|AALB	LOC120767844|XP_039950072.1|BTRY
OG0007043	LOC118458141|XP_035776228.1|AALB	LOC120766954|XP_039948673.1|BTRY
OG0007045	LOC118462017|XP_035783860.1|AALB	LOC120767043|XP_039948830.1|BTRY
OG0007046	LOC118458784|XP_035777502.1|AALB	LOC120782395|XP_039970572.1|BTRY
OG0007047	LOC118459249|XP_035778353.1|AALB	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY
OG0007048	LOC118459239|XP_035778330.1|AALB	LOC120767989|XP_039950342.1|BTRY
OG0007049	LOC118468931|XP_035796147.1|AALB	LOC120767813|XP_039950026.1|BTRY
OG0007050	LOC118457914|XP_035775808.1|AALB	LOC120768268|XP_039950800.1|BTRY
OG0007051	LOC118461896|XP_035783643.1|AALB	LOC120768900|XP_039951591.1|BTRY
OG0007052	LOC118459278|XP_035778414.1|AALB	LOC120774706|XP_039960370.1|BTRY
OG0007053	LOC118458120|XP_035776187.1|AALB	LOC120780510|XP_039968719.1|BTRY
OG0007054	LOC118458747|XP_035777418.1|AALB	LOC120771998|XP_039956289.1|BTRY
OG0007055	LOC118461427|XP_035782628.1|AALB	LOC120770557|XP_039954067.1|BTRY
OG0007056	LOC118459421|XP_035778658.1|AALB	LOC120777595|XP_039964966.1|BTRY
OG0007057	LOC118459841|XP_035779502.1|AALB	LOC120774707|XP_039960375.1|BTRY
OG0007058	LOC118459836|XP_035779495.1|AALB	LOC120775597|XP_039961770.1|BTRY
OG0007059	LOC118458171|XP_035776269.1|AALB	LOC120768581|XP_039951270.1|BTRY
OG0007060	LOC118458174|XP_035776272.1|AALB	LOC120768483|XP_039951132.1|BTRY
OG0007061	LOC118458175|XP_035776273.1|AALB	LOC120769409|XP_039952321.1|BTRY
OG0007062	LOC118460689|XP_035781094.1|AALB	LOC120769819|XP_039952961.1|BTRY
OG0007063	LOC118456378|XP_035772958.1|AALB	LOC120767546|XP_039949594.1|BTRY
OG0007064	LOC118459281|XP_035778420.1|AALB	LOC120781229|XP_039969299.1|BTRY
OG0007065	LOC118459276|XP_035778406.1|AALB	LOC120767317|XP_039949184.1|BTRY
OG0007066	LOC118456387|XP_035772970.1|AALB	LOC120776858|XP_039963838.1|BTRY
OG0007067	LOC118456374|XP_035772951.1|AALB	LOC120768220|XP_039950729.1|BTRY
OG0007068	LOC118456389|XP_035772972.1|AALB	LOC120768004|XP_039950363.1|BTRY
OG0007069	LOC118457982|XP_035775927.1|AALB	LOC120767907|XP_039950191.1|BTRY
OG0007070	LOC118459031|XP_035777940.1|AALB	LOC120770377|XP_039953728.1|BTRY
OG0007071	LOC118458205|XP_035776343.1|AALB	LOC120770360|XP_039953705.1|BTRY
OG0007073	LOC118456505|XP_035773226.1|AALB	LOC120768270|XP_039950802.1|BTRY
OG0007074	LOC118458044|XP_035776056.1|AALB	LOC120771748|XP_039955853.1|BTRY
OG0007075	LOC118456916|XP_035773938.1|AALB	LOC120767314|XP_039949174.1|BTRY
OG0007076	LOC118458663|XP_035777254.1|AALB	LOC120771229|XP_039955074.1|BTRY
OG0007077	LOC118458767|XP_035777452.1|AALB	LOC120768266|XP_039950797.1|BTRY
OG0007078	LOC118459639|XP_035779112.1|AALB	LOC120768939|XP_039951656.1|BTRY
OG0007079	LOC118459648|XP_035779123.1|AALB	LOC120768942|XP_039951661.1|BTRY
OG0007080	LOC118468729|XP_035795756.1|AALB	LOC120768007|XP_039950366.1|BTRY
OG0007081	LOC118468730|XP_035795762.1|AALB	LOC120768902|XP_039951593.1|BTRY
OG0007082	LOC118468325|XP_035794962.1|AALB	LOC120768134|XP_039950626.1|BTRY
OG0007083	LOC118457686|XP_035775346.1|AALB	LOC120767583|XP_039949664.1|BTRY
OG0007084	LOC118461838|XP_035783491.1|AALB	LOC120774380|XP_039959918.1|BTRY
OG0007085	LOC118461845|XP_035783520.1|AALB	LOC120768915|XP_039951620.1|BTRY
OG0007086	LOC118459761|XP_035779351.1|AALB	LOC120769254|XP_039952090.1|BTRY
OG0007087	LOC118460517|XP_035780785.1|AALB	LOC120769084|XP_039951878.1|BTRY
OG0007088	LOC118460509|XP_035780763.1|AALB	LOC120769709|XP_039952782.1|BTRY
OG0007089	LOC118458076|XP_035776124.1|AALB	LOC120768089|XP_039950561.1|BTRY
OG0007090	LOC118458494|XP_035776940.1|AALB	LOC120767393|XP_039949343.1|BTRY
OG0007091	LOC118458484|XP_035776927.1|AALB	LOC120768295|XP_039950858.1|BTRY
OG0007092	LOC118458074|XP_035776122.1|AALB	LOC120769325|XP_039952217.1|BTRY
OG0007093	LOC118458080|XP_035776130.1|AALB	LOC120777570|XP_039964908.1|BTRY
OG0007094	LOC118456630|XP_035773451.1|AALB	LOC120772640|XP_039957298.1|BTRY
OG0007095	LOC118461855|XP_035783548.1|AALB	LOC120768396|XP_039951003.1|BTRY
OG0007096	LOC118461856|XP_035783549.1|AALB	LOC120768415|XP_039951030.1|BTRY
OG0007097	LOC118461547|XP_035782889.1|AALB	LOC120767198|XP_039948933.1|BTRY
OG0007098	LOC118468864|XP_035796037.1|AALB	LOC120767860|XP_039950103.1|BTRY
OG0007099	LOC118456896|XP_035773910.1|AALB	LOC120778745|XP_039966656.1|BTRY
OG0007100	LOC118456886|XP_035773899.1|AALB	LOC120769229|XP_039952060.1|BTRY
OG0007101	LOC118456897|XP_035773913.1|AALB	LOC120767556|XP_039949621.1|BTRY
OG0007103	LOC118456173|XP_035772612.1|AALB	LOC120768087|XP_039950558.1|BTRY
OG0007104	LOC118456174|XP_035772613.1|AALB	LOC120781663|XP_039969817.1|BTRY
OG0007105	LOC118460009|XP_035779828.1|AALB	LOC120767969|XP_039950311.1|BTRY
OG0007106	LOC118461536|XP_035782875.1|AALB	LOC120768213|XP_039950717.1|BTRY
OG0007107	LOC118456424|XP_035773059.1|AALB	LOC120767897|XP_039950168.1|BTRY
OG0007108	LOC118457236|XP_035774509.1|AALB	LOC120769384|XP_039952288.1|BTRY
OG0007109	LOC118456224|XP_035772702.1|AALB	LOC120769205|XP_039952034.1|BTRY
OG0007110	LOC118456219|XP_035772693.1|AALB	LOC120768921|XP_039951630.1|BTRY
OG0007111	LOC118456212|XP_035772676.1|AALB	LOC120767562|XP_039949632.1|BTRY
OG0007112	LOC118462012|XP_035783851.1|AALB	LOC120767605|XP_039949688.1|BTRY
OG0007113	LOC118456444|XP_035773098.1|AALB	LOC120766535|XP_039948040.1|BTRY
OG0007114	LOC118456442|XP_035773096.1|AALB	LOC120767952|XP_039950273.1|BTRY
OG0007115	LOC118456441|XP_035773095.1|AALB	LOC120767951|XP_039950271.1|BTRY
OG0007116	LOC118460521|XP_035780790.1|AALB	LOC120767433|XP_039949424.1|BTRY
OG0007117	LOC118460527|XP_035780800.1|AALB	LOC120769247|XP_039952083.1|BTRY
OG0007118	LOC118460516|XP_035780784.1|AALB	LOC120767681|XP_039949799.1|BTRY
OG0007119	LOC118462024|XP_035783883.1|AALB	LOC120774715|XP_039960392.1|BTRY
OG0007120	LOC118457841|XP_035775614.1|AALB	LOC120776092|XP_039962507.1|BTRY
OG0007121	LOC118460653|XP_035781009.1|AALB	LOC120774892|XP_039960694.1|BTRY
OG0007122	LOC118468838|XP_035795971.1|AALB	LOC120774321|XP_039959796.1|BTRY
OG0007123	LOC118468839|XP_035795972.1|AALB	LOC120773852|XP_039958924.1|BTRY
OG0007124	LOC118456674|XP_035773539.1|AALB	LOC120776842|XP_039963802.1|BTRY
OG0007125	LOC118457898|XP_035775770.1|AALB	LOC120779031|XP_039967086.1|BTRY
OG0007126	LOC118457838|XP_035775610.1|AALB	LOC120776460|XP_039963061.1|BTRY
OG0007127	LOC118457342|XP_035774733.1|AALB	LOC120777861|XP_039965344.1|BTRY
OG0007128	LOC118457341|XP_035774732.1|AALB	LOC120777358|XP_039964560.1|BTRY
OG0007129	LOC118460290|XP_035780376.1|AALB	LOC120777761|XP_039965198.1|BTRY
OG0007130	LOC118460294|XP_035780382.1|AALB	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC118461280|XP_035782326.1|AALB	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC118461282|XP_035782328.1|AALB	LOC120778128|XP_039965766.1|BTRY
OG0007133	LOC118460961|XP_035781630.1|AALB	LOC120777070|XP_039964131.1|BTRY
OG0007134	LOC118460954|XP_035781623.1|AALB	LOC120776662|XP_039963466.1|BTRY
OG0007135	LOC118460399|XP_035780571.1|AALB	LOC120777739|XP_039965164.1|BTRY
OG0007136	LOC118460391|XP_035780557.1|AALB	LOC120776611|XP_039963334.1|BTRY
OG0007137	LOC118459927|XP_035779668.1|AALB	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC118468487|XP_035795207.1|AALB	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC118468990|XP_035796299.1|AALB	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC118468992|XP_035796311.1|AALB	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC118460022|XP_035779847.1|AALB	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC118468844|XP_035795981.1|AALB	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC118459469|XP_035778770.1|AALB	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC118459465|XP_035778766.1|AALB	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC118459468|XP_035778769.1|AALB	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC118459485|XP_035778791.1|AALB	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC118461692|XP_035783202.1|AALB	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC118461437|XP_035782638.1|AALB	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC118468462|XP_035795148.1|AALB	LOC120772447|XP_039957001.1|BTRY
OG0007151	LOC118456531|XP_035773266.1|AALB	LOC120777058|XP_039964105.1|BTRY
OG0007152	LOC118456305|XP_035772836.1|AALB	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC118456951|XP_035774019.1|AALB	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC118459853|XP_035779516.1|AALB	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC118461530|XP_035782855.1|AALB	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC118456950|XP_035774018.1|AALB	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC118458627|XP_035777208.1|AALB	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC118458631|XP_035777213.1|AALB	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC118459633|XP_035779104.1|AALB	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC118460777|XP_035781274.1|AALB	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC118459919|XP_035779654.1|AALB	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC118459918|XP_035779653.1|AALB	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC118456708|XP_035773637.1|AALB	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC118466404|XP_035791565.1|AALB	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC118462077|XP_035783979.1|AALB	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC118462071|XP_035783960.1|AALB	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC118468449|XP_035795118.1|AALB	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC118457319|XP_035774701.1|AALB	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC118457321|XP_035774705.1|AALB	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC118468484|XP_035795198.1|AALB	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC118461045|XP_035781828.1|AALB	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC118456641|XP_035773472.1|AALB	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC118456639|XP_035773467.1|AALB	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC118461233|XP_035782225.1|AALB	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC118459716|XP_035779269.1|AALB	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC118458623|XP_035777200.1|AALB	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC118461526|XP_035782850.1|AALB	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC118459466|XP_035778767.1|AALB	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC118459480|XP_035778784.1|AALB	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC118459472|XP_035778777.1|AALB	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC118458172|XP_035776270.1|AALB	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC118461604|XP_035783014.1|AALB	LOC120782283|XP_039970419.1|BTRY
OG0007183	LOC118459678|XP_035779179.1|AALB	LOC120782428|XP_039970614.1|BTRY
OG0007184	LOC118459674|XP_035779174.1|AALB	LOC120782693|XP_039971026.1|BTRY
OG0007185	LOC118468613|XP_035795507.1|AALB	LOC120767926|XP_039950221.1|BTRY
OG0007186	LOC118459576|XP_035778994.1|AALB	LOC120769965|XP_039952975.1|BTRY
OG0007187	LOC118459175|XP_035778214.1|AALB	LOC120775465|XP_039961593.1|BTRY
OG0007188	LOC118459177|XP_035778226.1|AALB	LOC120769391|XP_039952296.1|BTRY
OG0007189	LOC118459180|XP_035778229.1|AALB	LOC120766529|XP_039948036.1|BTRY
OG0007190	LOC118459185|XP_035778235.1|AALB	LOC120766227|XP_039947537.1|BTRY
OG0007191	LOC118459178|XP_035778227.1|AALB	LOC120776458|XP_039963057.1|BTRY
OG0007192	LOC118458460|XP_035776866.1|AALB	LOC120773934|XP_039959070.1|BTRY
OG0007193	LOC118458452|XP_035776833.1|AALB	LOC120773933|XP_039959068.1|BTRY
OG0007194	LOC118458459|XP_035776865.1|AALB	LOC120773954|XP_039959116.1|BTRY
OG0007195	LOC118459858|XP_035779524.1|AALB	LOC120766457|XP_039947915.1|BTRY
OG0007196	LOC118456953|XP_035774022.1|AALB	LOC120774760|XP_039960457.1|BTRY
OG0007197	LOC118458624|XP_035777201.1|AALB	LOC120777790|XP_039965251.1|BTRY
OG0007198	LOC118457259|XP_035774540.1|AALB	LOC120766398|XP_039947779.1|BTRY
OG0007199	LOC118457256|XP_035774536.1|AALB	LOC120782598|XP_039970887.1|BTRY
OG0007200	LOC118457252|XP_035774533.1|AALB	LOC120768610|XP_039951315.1|BTRY
OG0007201	LOC118467541|XP_035794036.1|AALB	LOC120777634|XP_039965020.1|BTRY
OG0007202	LOC118467534|XP_035794014.1|AALB	LOC120776409|XP_039962967.1|BTRY
OG0007203	LOC118459071|XP_035778003.1|AALB	LOC120777079|XP_039964142.1|BTRY
OG0007204	LOC118459064|XP_035777991.1|AALB	LOC120775119|XP_039961071.1|BTRY
OG0007205	LOC118459066|XP_035777996.1|AALB	LOC120778315|XP_039966043.1|BTRY
OG0007206	LOC118460278|XP_035780355.1|AALB	LOC120768256|XP_039950787.1|BTRY
OG0007207	LOC118460279|XP_035780356.1|AALB	LOC120779108|XP_039967226.1|BTRY
OG0007208	LOC118457065|XP_035774221.1|AALB	LOC120779098|XP_039967203.1|BTRY
OG0007209	LOC118457064|XP_035774220.1|AALB	LOC120779115|XP_039967240.1|BTRY
OG0007210	LOC118457370|XP_035774792.1|AALB	LOC120779383|XP_039967517.1|BTRY
OG0007211	LOC118457062|XP_035774217.1|AALB	LOC120782757|XP_039971145.1|BTRY
OG0007212	LOC118456862|XP_035773858.1|AALB	LOC120766827|XP_039948473.1|BTRY
OG0007214	LOC118458862|XP_035777696.1|AALB	LOC120777204|XP_039964312.1|BTRY
OG0007215	LOC118461706|XP_035783224.1|AALB	LOC120779567|XP_039967845.1|BTRY
OG0007216	LOC118468885|XP_035796070.1|AALB	LOC120782884|XP_039971367.1|BTRY
OG0007217	LOC118468888|XP_035796074.1|AALB	LOC120771083|XP_039954841.1|BTRY
OG0007218	LOC118460262|XP_035780327.1|AALB	LOC120782436|XP_039970657.1|BTRY
OG0007219	LOC118459693|XP_035779224.1|AALB	LOC120775486|XP_039961627.1|BTRY
OG0007220	LOC118458689|XP_035777320.1|AALB	LOC120766527|XP_039948031.1|BTRY
OG0007221	LOC118458688|XP_035777319.1|AALB	LOC120780234|XP_039968422.1|BTRY
OG0007222	LOC118457351|XP_035774742.1|AALB	LOC120782795|XP_039971203.1|BTRY
OG0007223	LOC118460592|XP_035780905.1|AALB	LOC120774939|XP_039960755.1|BTRY
OG0007224	LOC118460584|XP_035780896.1|AALB	LOC120782847|XP_039971308.1|BTRY
OG0007225	LOC118460601|XP_035780922.1|AALB	LOC120782173|XP_039970243.1|BTRY
OG0007226	LOC118460580|XP_035780886.1|AALB	LOC120780061|XP_039968266.1|BTRY
OG0007227	LOC118457533|XP_035775078.1|AALB	LOC120778209|XP_039965899.1|BTRY
OG0007228	LOC118457698|XP_035775363.1|AALB	LOC120778580|XP_039966380.1|BTRY
OG0007229	LOC118459016|XP_035777911.1|AALB	LOC120774807|XP_039960542.1|BTRY
OG0007230	LOC118461719|XP_035783272.1|AALB	LOC120782713|XP_039971068.1|BTRY
OG0007231	LOC118461714|XP_035783264.1|AALB	LOC120776410|XP_039962976.1|BTRY
OG0007232	LOC118459912|XP_035779639.1|AALB	LOC120777201|XP_039964304.1|BTRY
OG0007233	LOC118459914|XP_035779648.1|AALB	LOC120778049|XP_039965659.1|BTRY
OG0007234	LOC118457881|XP_035775703.1|AALB	LOC120778673|XP_039966541.1|BTRY
OG0007235	LOC118457879|XP_035775701.1|AALB	LOC120777998|XP_039965589.1|BTRY
OG0007236	LOC118468608|XP_035795492.1|AALB	LOC120777951|XP_039965501.1|BTRY
OG0007237	LOC118468607|XP_035795491.1|AALB	LOC120769030|XP_039951808.1|BTRY
OG0007238	LOC118461786|XP_035783408.1|AALB	LOC120779566|XP_039967842.1|BTRY
OG0007239	LOC118468494|XP_035795215.1|AALB	LOC120782012|XP_039970107.1|BTRY
OG0007240	LOC118468496|XP_035795219.1|AALB	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY
OG0007241	LOC118458123|XP_035776196.1|AALB	LOC120774466|XP_039960056.1|BTRY
OG0007242	LOC118458122|XP_035776189.1|AALB	LOC120773480|XP_039958340.1|BTRY
OG0007243	LOC118461137|XP_035781991.1|AALB	LOC120775652|XP_039961842.1|BTRY
OG0007244	LOC118458210|XP_035776348.1|AALB	LOC120775909|XP_039962235.1|BTRY
OG0007245	LOC118461111|XP_035781923.1|AALB	LOC120782640|XP_039970946.1|BTRY
OG0007246	LOC118459001|XP_035777896.1|AALB	LOC120782564|XP_039970839.1|BTRY
OG0007247	LOC118456294|XP_035772825.1|AALB	LOC120771613|XP_039955636.1|BTRY
OG0007248	LOC118458969|XP_035777849.1|AALB	LOC120775809|XP_039962091.1|BTRY
OG0007249	LOC118456705|XP_035773615.1|AALB	LOC120773424|XP_039958231.1|BTRY
OG0007250	LOC118459738|XP_035779307.1|AALB	LOC120775317|XP_039961387.1|BTRY
OG0007251	LOC118459739|XP_035779308.1|AALB	LOC120771610|XP_039955633.1|BTRY
OG0007252	LOC118458066|XP_035776108.1|AALB	LOC120782849|XP_039971310.1|BTRY
OG0007253	LOC118461813|XP_035783458.1|AALB	LOC120779143|XP_039967284.1|BTRY
OG0007254	LOC118457300|XP_035774663.1|AALB	LOC120782066|XP_039970155.1|BTRY
OG0007255	LOC118461527|XP_035782852.1|AALB	LOC120775391|XP_039961485.1|BTRY
OG0007256	LOC118459478|XP_035778782.1|AALB	LOC120766174|XP_039947461.1|BTRY
OG0007257	LOC118469021|XP_035796358.1|AALB	LOC120770085|XP_039953170.1|BTRY
OG0007258	LOC118461175|XP_035782078.1|AALB	LOC120782369|XP_039970646.1|BTRY
OG0007259	LOC118459454|XP_035778756.1|AALB	LOC120773456|XP_039958284.1|BTRY
OG0007260	LOC118459458|XP_035778760.1|AALB	LOC120775536|XP_039961692.1|BTRY
OG0007262	LOC118459546|XP_035778919.1|AALB	LOC120774080|XP_039959341.1|BTRY
OG0007264	LOC118457026|XP_035774154.1|AALB	LOC120774161|XP_039959512.1|BTRY
OG0007265	LOC118459722|XP_035779288.1|AALB	LOC120775882|XP_039962192.1|BTRY
OG0007266	LOC118456141|XP_035772535.1|AALB	LOC120774317|XP_039959791.1|BTRY
OG0007267	LOC118456670|XP_035773535.1|AALB	LOC120772473|XP_039957047.1|BTRY
OG0007268	LOC118456668|XP_035773528.1|AALB	LOC120771305|XP_039955173.1|BTRY
OG0007269	LOC118459195|XP_035778249.1|AALB	LOC120774685|XP_039960349.1|BTRY
OG0007270	LOC118457201|XP_035774444.1|AALB	LOC120767050|XP_039948838.1|BTRY
OG0007271	LOC118457204|XP_035774452.1|AALB	LOC120775599|XP_039961775.1|BTRY
