Orthogroup	AALB.longest_only	DERE.longest_only
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC6550032|XP_001977498.2|DERE
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC6542042|XP_001968464.1|DERE
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC6544595|XP_026832879.1|DERE
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC6543974|XP_015013885.1|DERE
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC6543963|XP_026832791.1|DERE
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC6541810|XP_001970729.1|DERE
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC6543564|XP_001971824.1|DERE
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC6543884|XP_001973643.1|DERE
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC6541938|XP_001969431.1|DERE
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC6544783|XP_001971603.1|DERE
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC6545767|XP_026832453.1|DERE
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC6545561|XP_001972687.1|DERE
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC6549819|XP_001977342.1|DERE
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC6546600|XP_001975488.1|DERE
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC6547254|XP_001976140.1|DERE
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC6543971|XP_015013886.1|DERE
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC6546708|XP_001975869.2|DERE
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC6545394|XP_026832606.1|DERE
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC6545574|XP_015012984.1|DERE
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC6540618|XP_001970319.1|DERE
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC6546473|XP_001971754.1|DERE
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC6544861|XP_026832402.1|DERE
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC6554252|XP_026839807.1|DERE
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC6544770|XP_001971676.1|DERE
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC6551846|XP_026831980.1|DERE
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC6544795|XP_001972502.1|DERE
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC6546262|XP_015013349.1|DERE
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC6546263|XP_001971759.1|DERE
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC6546481|XP_026833165.1|DERE
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC6545205|XP_001971066.2|DERE
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC6545575|XP_001973353.1|DERE
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC6541360|XP_001969860.1|DERE
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC6543631|XP_001973011.1|DERE
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC6544335|XP_001971986.1|DERE
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC6544945|XP_001972618.1|DERE
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC6543938|XP_001973028.2|DERE
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC6553197|XP_001979158.1|DERE
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC6543154|XP_001969425.1|DERE
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC6545193|XP_001972039.1|DERE
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC6543769|XP_001971197.1|DERE
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC6545676|XP_001971658.1|DERE
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC6545390|XP_001971620.1|DERE
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC6543731|XP_026833270.1|DERE
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC6555409|XP_026835312.1|DERE
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC6543669|XP_001971367.1|DERE
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC6546375|XP_001971320.1|DERE
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC6543827|XP_001971877.1|DERE
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC6546082|XP_015013215.1|DERE
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC6543753|XP_001971871.1|DERE
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC6540916|XP_001970026.2|DERE
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC6544206|XP_001971899.2|DERE
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC6546260|XP_001971772.1|DERE
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC6555720|XP_001982564.1|DERE
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC6552037|XP_001980682.1|DERE
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC6543910|XP_015014017.1|DERE
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC6544846|XP_026833512.1|DERE
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC6544843|XP_001971533.2|DERE
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC6547837|XP_001975048.2|DERE
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC6545737|XP_001971631.3|DERE
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC6545736|XP_001971630.2|DERE
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC6545733|XP_015013771.1|DERE
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC6542281|XP_026835414.1|DERE
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC6545802|XP_015013782.1|DERE
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC6541491|XP_026834486.1|DERE
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC6545312|XP_001972554.1|DERE
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC6547157|XP_001974685.2|DERE
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC6542839|XP_026834703.1|DERE
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC6543607|XP_001971393.1|DERE
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC6541773|XP_026835280.1|DERE
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC6547347|XP_001976180.1|DERE
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC6546669|XP_015011629.1|DERE
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC6544979|XP_015013756.1|DERE
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC6550117|XP_001977654.1|DERE
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC6546628|XP_001975844.1|DERE
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC6552244|XP_001979756.2|DERE
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC6546657|XP_001974500.1|DERE
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC26526411|XP_015012800.2|DERE
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC6546666|XP_001974578.1|DERE
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC6549520|XP_026835829.1|DERE
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC6547349|XP_001976182.3|DERE
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC6541868|XP_001970510.1|DERE
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC6542038|XP_001970591.1|DERE
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC6547928|XP_015012228.1|DERE
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC6549233|XP_001974358.1|DERE
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC6547952|XP_026837034.1|DERE
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC26526950|XP_015015582.1|DERE
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC6540673|XP_026834135.1|DERE
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC6548494|XP_026836247.1|DERE
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC6543080|XP_001969033.1|DERE
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC6547555|XP_001976176.1|DERE
OG0006883	LOC118459784|XP_035779393.1|AALB	LOC6548600|XP_001973945.1|DERE
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC113564054|XP_026834233.1|DERE
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC6541525|XP_015014899.1|DERE
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC6554560|XP_001982164.1|DERE
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC6555656|XP_001982569.2|DERE
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC6541730|XP_001969478.1|DERE
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC6548599|XP_001973944.1|DERE
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC6543523|XP_001968723.1|DERE
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC6543304|XP_001969787.1|DERE
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC6543219|XP_001968229.1|DERE
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC6540830|XP_001968135.1|DERE
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC6540849|XP_026835084.1|DERE
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC26526319|XP_015011450.1|DERE
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC6542977|XP_001968999.1|DERE, LOC6556019|XP_001982881.1|DERE
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC6543004|XP_026835159.1|DERE
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC6549235|XP_026835901.1|DERE
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC6543090|XP_001968367.1|DERE
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC6551308|XP_001977096.1|DERE
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC6543189|XP_001968155.1|DERE
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC6550324|XP_001976772.1|DERE
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC6554662|XP_001981342.3|DERE
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC6540939|XP_001969581.1|DERE
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC6549637|XP_001974443.1|DERE
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC6549328|XP_001974333.1|DERE
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC6548699|XP_026837049.1|DERE
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC6542294|XP_001968933.1|DERE
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC6543396|XP_001969452.1|DERE
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC6540668|XP_001970306.1|DERE
OG0006911	LOC118457805|XP_035775547.1|AALB	LOC6550446|XP_015011155.1|DERE
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC6549202|XP_001974241.1|DERE
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC6542749|XP_001970148.1|DERE
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC6544823|XP_001972659.1|DERE
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC6542512|XP_026835509.1|DERE
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC6542390|XP_001969609.1|DERE
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC6542173|XP_026834050.1|DERE
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC6543206|XP_001968989.1|DERE
OG0006919	LOC118465077|XP_035788873.1|AALB	LOC6541446|XP_026834444.1|DERE
OG0006920	LOC118460565|XP_035780859.1|AALB	LOC6541707|XP_015014467.1|DERE
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC6540897|XP_026835321.1|DERE
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC6541967|XP_001969630.1|DERE
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC6542859|XP_001968623.1|DERE
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC6548269|XP_001973863.1|DERE
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC6554631|XP_026831514.1|DERE
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC6542079|XP_015015274.1|DERE
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC6542142|XP_001968415.1|DERE
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC6541684|XP_001968411.2|DERE
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC6542288|XP_001968115.1|DERE
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC6541461|XP_001969766.1|DERE
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC6543056|XP_001969461.1|DERE
OG0006933	LOC118460411|XP_035780591.1|AALB	LOC6542526|XP_001969457.1|DERE
OG0006934	LOC118459920|XP_035779655.1|AALB	LOC6551920|XP_026832032.1|DERE
OG0006935	LOC118462069|XP_035783958.1|AALB	LOC6541397|XP_015015364.1|DERE
OG0006936	LOC118461154|XP_035782021.1|AALB	LOC6540848|XP_026835108.1|DERE
OG0006937	LOC118458445|XP_035776820.1|AALB	LOC6541319|XP_001969429.1|DERE
OG0006938	LOC118458444|XP_035776819.1|AALB	LOC6542074|XP_001969363.1|DERE
OG0006939	LOC118460440|XP_035780630.1|AALB	LOC6550925|XP_001976980.1|DERE
OG0006940	LOC118467746|XP_035794454.1|AALB	LOC6542519|XP_001970156.2|DERE
OG0006941	LOC118468482|XP_035795195.1|AALB	LOC6542041|XP_026835254.1|DERE
OG0006942	LOC118460072|XP_035779967.1|AALB	LOC6547459|XP_026836815.1|DERE
OG0006944	LOC118459686|XP_035779212.1|AALB	LOC6541703|XP_001968312.3|DERE
OG0006945	LOC118456969|XP_035774056.1|AALB	LOC6549299|XP_001974373.1|DERE
OG0006946	LOC118460720|XP_035781160.1|AALB	LOC6553570|XP_015009864.1|DERE
OG0006947	LOC118460723|XP_035781165.1|AALB	LOC6541257|XP_001968926.1|DERE
OG0006948	LOC118468751|XP_035795806.1|AALB	LOC6549112|XP_026836011.1|DERE
OG0006950	LOC118457155|XP_035774373.1|AALB	LOC6542353|XP_026835069.1|DERE
OG0006951	LOC118461671|XP_035783152.1|AALB	LOC6540696|XP_015014542.1|DERE
OG0006952	LOC118461664|XP_035783142.1|AALB	LOC6553680|XP_001980377.1|DERE
OG0006953	LOC118468951|XP_035796194.1|AALB	LOC6543604|XP_001971390.1|DERE
OG0006954	LOC118461895|XP_035783642.1|AALB	LOC6542458|XP_001969710.3|DERE
OG0006955	LOC118459540|XP_035778904.1|AALB	LOC6553756|XP_001979416.1|DERE
OG0006956	LOC118458745|XP_035777416.1|AALB	LOC6542127|XP_001968517.2|DERE
OG0006957	LOC118458740|XP_035777404.1|AALB	LOC6542322|XP_001969576.1|DERE
OG0006958	LOC118458742|XP_035777411.1|AALB	LOC6548209|XP_001976488.1|DERE
OG0006959	LOC118458305|XP_035776531.1|AALB	LOC6545235|XP_026833314.1|DERE
OG0006960	LOC118457875|XP_035775691.1|AALB	LOC6540968|XP_001970295.1|DERE
OG0006961	LOC118457465|XP_035774977.1|AALB	LOC6549254|XP_026836452.1|DERE
OG0006962	LOC118458743|XP_035777413.1|AALB	LOC6541369|XP_001968483.1|DERE
OG0006963	LOC118467897|XP_035794712.1|AALB	LOC6541549|XP_001969400.2|DERE
OG0006964	LOC118461296|XP_035782369.1|AALB	LOC6541663|XP_026835047.1|DERE
OG0006965	LOC118456184|XP_035772630.1|AALB	LOC6549173|XP_001974362.2|DERE
OG0006966	LOC118456182|XP_035772627.1|AALB	LOC6549040|XP_001974159.1|DERE
OG0006967	LOC118456179|XP_035772622.1|AALB	LOC6547092|XP_001974931.1|DERE
OG0006968	LOC118459215|XP_035778289.1|AALB	LOC6546938|XP_001976047.1|DERE
OG0006969	LOC118468477|XP_035795189.1|AALB	LOC6543778|XP_001972313.1|DERE
OG0006970	LOC118457653|XP_035775289.1|AALB	LOC6554355|XP_001981530.1|DERE
OG0006971	LOC118460747|XP_035781227.1|AALB	LOC6542999|XP_001968251.1|DERE
OG0006972	LOC118460745|XP_035781209.1|AALB	LOC6541548|XP_015014906.1|DERE
OG0006973	LOC118468692|XP_035795701.1|AALB	LOC6542495|XP_001968110.2|DERE
OG0006974	LOC118456453|XP_035773120.1|AALB	LOC6540908|XP_001970027.1|DERE
OG0006975	LOC118460117|XP_035780048.1|AALB	LOC6540727|XP_001968763.1|DERE
OG0006976	LOC118456166|XP_035772585.1|AALB	LOC6540742|XP_001968842.2|DERE
OG0006977	LOC118459228|XP_035778313.1|AALB	LOC6547195|XP_001974742.3|DERE
OG0006978	LOC118459229|XP_035778317.1|AALB	LOC6549635|XP_001974441.1|DERE
OG0006979	LOC118459774|XP_035779378.1|AALB	LOC6540811|XP_026834218.1|DERE
OG0006980	LOC118458824|XP_035777601.1|AALB	LOC6541273|XP_026834227.1|DERE
OG0006981	LOC118468699|XP_035795716.1|AALB	LOC6542842|XP_026834030.1|DERE
OG0006982	LOC118468707|XP_035795723.1|AALB	LOC6548862|XP_001974050.1|DERE
OG0006983	LOC118468710|XP_035795730.1|AALB	LOC6542314|XP_001968116.2|DERE
OG0006984	LOC118456244|XP_035772732.1|AALB	LOC6547505|XP_026836975.1|DERE
OG0006985	LOC118458391|XP_035776696.1|AALB	LOC6541706|XP_001970252.1|DERE
OG0006986	LOC118458393|XP_035776698.1|AALB	LOC6543511|XP_001968709.1|DERE
OG0006988	LOC118456907|XP_035773925.1|AALB	LOC6549301|XP_001974375.1|DERE
OG0006989	LOC118468642|XP_035795557.1|AALB	LOC6543000|XP_001969716.2|DERE
OG0006990	LOC118461742|XP_035783341.1|AALB	LOC6548958|XP_026835918.1|DERE
OG0006991	LOC118461242|XP_035782235.1|AALB	LOC6555122|XP_001981043.1|DERE
OG0006992	LOC118460114|XP_035780042.1|AALB	LOC6540725|XP_015015324.1|DERE
OG0006993	LOC118467552|XP_035794048.1|AALB	LOC6549219|XP_026836905.1|DERE
OG0006994	LOC118459203|XP_035778265.1|AALB	LOC6542784|XP_001970239.1|DERE
OG0006995	LOC118457647|XP_035775282.1|AALB	LOC6541871|XP_001969635.1|DERE
OG0006996	LOC118461629|XP_035783071.1|AALB	LOC6541156|XP_026835004.1|DERE
OG0006997	LOC118457863|XP_035775653.1|AALB	LOC6542971|XP_001970381.1|DERE
OG0006998	LOC118461445|XP_035782659.1|AALB	LOC6555322|XP_001981883.1|DERE
OG0006999	LOC118459327|XP_035778476.1|AALB	LOC6542160|XP_001968317.1|DERE
OG0007000	LOC118457707|XP_035775378.1|AALB	LOC6543427|XP_001968164.2|DERE
OG0007001	LOC118457625|XP_035775233.1|AALB	LOC6546820|XP_001975930.1|DERE
OG0007002	LOC118460746|XP_035781214.1|AALB	LOC6549490|XP_026836964.1|DERE
OG0007003	LOC118461731|XP_035783315.1|AALB	LOC6549169|XP_015012384.1|DERE
OG0007004	LOC118459638|XP_035779109.1|AALB	LOC6543152|XP_026834587.1|DERE
OG0007005	LOC118458844|XP_035777641.1|AALB	LOC6549256|XP_026836451.1|DERE
OG0007006	LOC118456773|XP_035773742.1|AALB	LOC6543530|XP_026834765.1|DERE
OG0007007	LOC118457693|XP_035775359.1|AALB	LOC6542820|XP_001969475.1|DERE
OG0007008	LOC118467927|XP_035794781.1|AALB	LOC6541792|XP_001968667.1|DERE
OG0007009	LOC118460023|XP_035779848.1|AALB	LOC6542400|XP_001969460.1|DERE
OG0007010	LOC118468850|XP_035795987.1|AALB	LOC6549294|XP_015012076.1|DERE
OG0007011	LOC118461122|XP_035781952.1|AALB	LOC6552521|XP_026839792.1|DERE
OG0007012	LOC118456807|XP_035773789.1|AALB	LOC6540804|XP_001968729.1|DERE
OG0007013	LOC118456783|XP_035773751.1|AALB	LOC6542931|XP_026835095.1|DERE
OG0007014	LOC118461876|XP_035783600.1|AALB	LOC6542939|XP_026835050.1|DERE
OG0007015	LOC118456751|XP_035773704.1|AALB	LOC113563684|XP_026835629.1|DERE, LOC6542029|XP_015015167.1|DERE
OG0007016	LOC118459308|XP_035778452.1|AALB	LOC6541920|XP_026834324.1|DERE
OG0007017	LOC118459661|XP_035779154.1|AALB	LOC6541376|XP_015015170.1|DERE
OG0007018	LOC118459663|XP_035779157.1|AALB	LOC6542101|XP_015014943.1|DERE
OG0007019	LOC118461235|XP_035782227.1|AALB	LOC6548607|XP_026838672.1|DERE
OG0007020	LOC118458221|XP_035776375.1|AALB	LOC6548874|XP_026839457.1|DERE
OG0007021	LOC118458676|XP_035777280.1|AALB	LOC6542718|XP_001968218.1|DERE
OG0007022	LOC118460231|XP_035780262.1|AALB	LOC6541224|XP_001968622.1|DERE
OG0007023	LOC118456324|XP_035772866.1|AALB	LOC6543017|XP_026834898.1|DERE
OG0007024	LOC118456321|XP_035772863.1|AALB	LOC6551960|XP_001979686.1|DERE
OG0007025	LOC118457051|XP_035774192.1|AALB	LOC6550935|XP_001976973.1|DERE
OG0007026	LOC118468038|XP_035794869.1|AALB	LOC6540779|XP_001968173.1|DERE
OG0007027	LOC118459527|XP_035778878.1|AALB	LOC6540985|XP_001968516.1|DERE
OG0007028	LOC118459520|XP_035778857.1|AALB	LOC6543319|XP_026835323.1|DERE
OG0007029	LOC118458731|XP_035777393.1|AALB, LOC118461192|XP_035782119.1|AALB	LOC6547634|XP_001976269.1|DERE
OG0007030	LOC118460930|XP_035781583.1|AALB	LOC6549903|XP_001977379.1|DERE
OG0007031	LOC118460561|XP_035780857.1|AALB	LOC6542847|XP_026838612.1|DERE
OG0007032	LOC118458720|XP_035777357.1|AALB	LOC6544062|XP_001973691.1|DERE
OG0007033	LOC118458721|XP_035777358.1|AALB	LOC6540653|XP_026834098.1|DERE
OG0007034	LOC118456631|XP_035773452.1|AALB	LOC6543127|XP_001968457.1|DERE
OG0007035	LOC118456629|XP_035773450.1|AALB	LOC6551133|XP_001978247.1|DERE
OG0007036	LOC118457136|XP_035774344.1|AALB	LOC6545755|XP_026833101.1|DERE
OG0007037	LOC118457134|XP_035774341.1|AALB	LOC6555114|XP_001982256.1|DERE
OG0007038	LOC118460966|XP_035781651.1|AALB	LOC6547404|XP_026836022.1|DERE
OG0007039	LOC118458267|XP_035776471.1|AALB	LOC6542781|XP_001969068.3|DERE
OG0007040	LOC118458270|XP_035776476.1|AALB	LOC6542751|XP_001969740.1|DERE
OG0007041	LOC118456237|XP_035772715.1|AALB	LOC6548790|XP_026839452.1|DERE
OG0007042	LOC118456238|XP_035772721.1|AALB	LOC6541957|XP_015015018.1|DERE
OG0007043	LOC118458141|XP_035776228.1|AALB	LOC6552203|XP_026832394.1|DERE
OG0007044	LOC118458729|XP_035777389.1|AALB	LOC6542672|XP_001970144.2|DERE
OG0007045	LOC118462017|XP_035783860.1|AALB	LOC6553934|XP_001979485.1|DERE
OG0007046	LOC118458784|XP_035777502.1|AALB	LOC6552373|XP_001978884.1|DERE
OG0007047	LOC118459249|XP_035778353.1|AALB	LOC6540606|XP_001968773.1|DERE
OG0007048	LOC118459239|XP_035778330.1|AALB	LOC6542319|XP_026834521.1|DERE
OG0007049	LOC118468931|XP_035796147.1|AALB	LOC6541856|XP_001968668.1|DERE
OG0007050	LOC118457914|XP_035775808.1|AALB	LOC6543292|XP_001970149.1|DERE
OG0007051	LOC118461896|XP_035783643.1|AALB	LOC6541381|XP_026835086.1|DERE
OG0007052	LOC118459278|XP_035778414.1|AALB	LOC6550110|XP_026837408.1|DERE
OG0007053	LOC118458120|XP_035776187.1|AALB	LOC6552892|XP_001980000.1|DERE
OG0007054	LOC118458747|XP_035777418.1|AALB	LOC6548404|XP_001976670.1|DERE
OG0007055	LOC118461427|XP_035782628.1|AALB	LOC6548530|XP_015011712.1|DERE
OG0007056	LOC118459421|XP_035778658.1|AALB	LOC26526422|XP_015014275.1|DERE
OG0007057	LOC118459841|XP_035779502.1|AALB	LOC6550111|XP_001977602.1|DERE
OG0007058	LOC118459836|XP_035779495.1|AALB	LOC6550585|XP_001976743.1|DERE
OG0007059	LOC118458171|XP_035776269.1|AALB	LOC6541479|XP_001970194.1|DERE
OG0007060	LOC118458174|XP_035776272.1|AALB	LOC6541295|XP_001970191.2|DERE
OG0007061	LOC118458175|XP_035776273.1|AALB	LOC6541203|XP_026835030.1|DERE
OG0007062	LOC118460689|XP_035781094.1|AALB	LOC6540955|XP_001968142.1|DERE
OG0007063	LOC118456378|XP_035772958.1|AALB	LOC6540694|XP_001970305.1|DERE
OG0007064	LOC118459281|XP_035778420.1|AALB	LOC6541042|XP_001970353.1|DERE
OG0007065	LOC118459276|XP_035778406.1|AALB	LOC6546165|XP_001972862.1|DERE
OG0007066	LOC118456387|XP_035772970.1|AALB	LOC6546063|XP_001972804.1|DERE
OG0007067	LOC118456374|XP_035772951.1|AALB	LOC6543285|XP_001969903.1|DERE
OG0007068	LOC118456389|XP_035772972.1|AALB	LOC6541522|XP_001969373.1|DERE
OG0007069	LOC118457982|XP_035775927.1|AALB	LOC6540795|XP_001969597.2|DERE
OG0007070	LOC118459031|XP_035777940.1|AALB	LOC6546724|XP_001975877.1|DERE
OG0007071	LOC118458205|XP_035776343.1|AALB	LOC6548616|XP_001976702.1|DERE
OG0007073	LOC118456505|XP_035773226.1|AALB	LOC6542022|XP_001968665.1|DERE
OG0007074	LOC118458044|XP_035776056.1|AALB	LOC6548385|XP_001976466.1|DERE
OG0007075	LOC118456916|XP_035773938.1|AALB	LOC6541377|XP_015015190.1|DERE
OG0007076	LOC118458663|XP_035777254.1|AALB	LOC6549414|XP_001975647.1|DERE
OG0007077	LOC118458767|XP_035777452.1|AALB	LOC6542658|XP_001969919.1|DERE
OG0007078	LOC118459639|XP_035779112.1|AALB	LOC6542464|XP_001968513.2|DERE
OG0007079	LOC118459648|XP_035779123.1|AALB	LOC6541486|XP_001968512.1|DERE
OG0007080	LOC118468729|XP_035795756.1|AALB	LOC6542128|XP_026835046.1|DERE
OG0007081	LOC118468730|XP_035795762.1|AALB	LOC6540950|XP_001970020.1|DERE
OG0007082	LOC118468325|XP_035794962.1|AALB	LOC6542327|XP_001968117.2|DERE
OG0007083	LOC118457686|XP_035775346.1|AALB	LOC6541542|XP_001969757.1|DERE
OG0007084	LOC118461838|XP_035783491.1|AALB	LOC6549999|XP_001977465.2|DERE
OG0007085	LOC118461845|XP_035783520.1|AALB	LOC6543180|XP_026834887.1|DERE
OG0007086	LOC118459761|XP_035779351.1|AALB	LOC6541466|XP_001969044.1|DERE
OG0007087	LOC118460517|XP_035780785.1|AALB	LOC6545999|XP_001972811.2|DERE
OG0007088	LOC118460509|XP_035780763.1|AALB	LOC6549038|XP_015011979.1|DERE
OG0007089	LOC118458076|XP_035776124.1|AALB	LOC6542813|XP_001968214.1|DERE
OG0007090	LOC118458494|XP_035776940.1|AALB	LOC6543141|XP_026835076.1|DERE
OG0007091	LOC118458484|XP_035776927.1|AALB	LOC6541157|XP_001969030.1|DERE
OG0007092	LOC118458074|XP_035776122.1|AALB	LOC6552173|XP_026835803.1|DERE
OG0007093	LOC118458080|XP_035776130.1|AALB	LOC6542177|XP_001969332.1|DERE
OG0007094	LOC118456630|XP_035773451.1|AALB	LOC6540856|XP_001969331.1|DERE
OG0007095	LOC118461855|XP_035783548.1|AALB	LOC6549650|XP_001974255.1|DERE
OG0007096	LOC118461856|XP_035783549.1|AALB	LOC6549096|XP_015012037.1|DERE
OG0007097	LOC118461547|XP_035782889.1|AALB	LOC6548953|XP_001974076.1|DERE
OG0007098	LOC118468864|XP_035796037.1|AALB	LOC6548957|XP_026836772.1|DERE
OG0007099	LOC118456896|XP_035773910.1|AALB	LOC6553739|XP_001980325.1|DERE
