Orthogroup	AALB.longest_only	DSUB.longest_only
OG0006651	LOC118464656|XP_035788028.1|AALB	LOC117895736|XP_034659487.1|DSUB
OG0006652	LOC118464664|XP_035788068.1|AALB	LOC117894367|XP_034657260.1|DSUB
OG0006653	LOC118466088|XP_035790879.1|AALB	LOC117893056|XP_034655329.1|DSUB
OG0006654	LOC118467468|XP_035793890.1|AALB	LOC117893183|XP_034655567.1|DSUB
OG0006655	LOC118467144|XP_035793166.1|AALB	LOC117893909|XP_034656578.1|DSUB
OG0006656	LOC118466358|XP_035791409.1|AALB	LOC117895850|XP_034659705.1|DSUB
OG0006657	LOC118466989|XP_035792800.1|AALB	LOC117889831|XP_034650203.1|DSUB
OG0006658	LOC118463165|XP_035785445.1|AALB	LOC117892977|XP_034655210.1|DSUB
OG0006659	LOC118463166|XP_035785448.1|AALB	LOC117892979|XP_034655214.1|DSUB
OG0006660	LOC118465471|XP_035789659.1|AALB	LOC117895253|XP_034658660.1|DSUB
OG0006661	LOC118463074|XP_035785226.1|AALB	LOC117895248|XP_034658652.1|DSUB
OG0006662	LOC118468551|XP_035795339.1|AALB	LOC117900686|XP_034667025.1|DSUB
OG0006663	LOC118467698|XP_035794373.1|AALB	LOC117893970|XP_034656665.1|DSUB
OG0006664	LOC118464255|XP_035787384.1|AALB	LOC117896366|XP_034660533.1|DSUB
OG0006665	LOC118464252|XP_035787380.1|AALB	LOC117893081|XP_034655393.1|DSUB
OG0006666	LOC118465407|XP_035789522.1|AALB	LOC117892602|XP_034654833.1|DSUB
OG0006667	LOC118463786|XP_035786511.1|AALB	LOC117895420|XP_034658947.1|DSUB
OG0006668	LOC118462844|XP_035784795.1|AALB	LOC117891612|XP_034653039.1|DSUB
OG0006669	LOC118462836|XP_035784785.1|AALB	LOC117894634|XP_034657696.1|DSUB
OG0006670	LOC118462853|XP_035784803.1|AALB	LOC117894640|XP_034657702.1|DSUB
OG0006671	LOC118462834|XP_035784778.1|AALB	LOC117894633|XP_034657692.1|DSUB
OG0006672	LOC118462831|XP_035784763.1|AALB	LOC117894863|XP_034658010.1|DSUB
OG0006673	LOC118462852|XP_035784801.1|AALB	LOC117893027|XP_034655276.1|DSUB
OG0006674	LOC118462816|XP_035784729.1|AALB	LOC117894193|XP_034657000.1|DSUB
OG0006675	LOC118467766|XP_035794487.1|AALB	LOC117893165|XP_034655533.1|DSUB
OG0006676	LOC118467460|XP_035793864.1|AALB	LOC117895783|XP_034659572.1|DSUB
OG0006677	LOC118467456|XP_035793855.1|AALB	LOC117895798|XP_034659606.1|DSUB
OG0006678	LOC118464195|XP_035787247.1|AALB	LOC117894654|XP_034657721.1|DSUB
OG0006679	LOC118463889|XP_035786713.1|AALB	LOC117894343|XP_034657220.1|DSUB
OG0006680	LOC118465444|XP_035789587.1|AALB	LOC117898128|XP_034663211.1|DSUB
OG0006681	LOC118465751|XP_035790115.1|AALB	LOC117894632|XP_034657688.1|DSUB
OG0006682	LOC118466727|XP_035792292.1|AALB	LOC117893812|XP_034656450.1|DSUB
OG0006683	LOC118466730|XP_035792306.1|AALB	LOC117895503|XP_034659091.1|DSUB
OG0006684	LOC118466726|XP_035792291.1|AALB	LOC117895795|XP_034659601.1|DSUB
OG0006685	LOC118466482|XP_035791756.1|AALB	LOC117892540|XP_034654739.1|DSUB
OG0006686	LOC118462983|XP_035785074.1|AALB	LOC117893973|XP_034656668.1|DSUB
OG0006687	LOC118467763|XP_035794485.1|AALB	LOC117901444|XP_034668081.1|DSUB
OG0006689	LOC118465786|XP_035790213.1|AALB	LOC117894892|XP_034658066.1|DSUB
OG0006690	LOC118465324|XP_035789354.1|AALB	LOC117899133|XP_034664822.1|DSUB
OG0006691	LOC118462994|XP_035785113.1|AALB	LOC117893109|XP_034655436.1|DSUB
OG0006692	LOC118467111|XP_035793064.1|AALB	LOC117895278|XP_034658703.1|DSUB
OG0006693	LOC118467106|XP_035793058.1|AALB	LOC117894462|XP_034657452.1|DSUB
OG0006694	LOC118463188|XP_035785508.1|AALB	LOC117903461|XP_034671390.1|DSUB
OG0006695	LOC118466549|XP_035791955.1|AALB	LOC117895329|XP_034658792.1|DSUB
OG0006696	LOC118466545|XP_035791952.1|AALB	LOC117901715|XP_034668483.1|DSUB
OG0006697	LOC118465337|XP_035789379.1|AALB	LOC117895205|XP_034658580.1|DSUB
OG0006698	LOC118465345|XP_035789394.1|AALB	LOC117893415|XP_034655917.1|DSUB
OG0006699	LOC118462859|XP_035784809.1|AALB	LOC117892928|XP_034655135.1|DSUB
OG0006700	LOC118462861|XP_035784811.1|AALB	LOC117893075|XP_034655384.1|DSUB
OG0006701	LOC118465528|XP_035789747.1|AALB	LOC117890842|XP_034651817.1|DSUB
OG0006702	LOC118463690|XP_035786358.1|AALB	LOC117894719|XP_034657795.1|DSUB
OG0006703	LOC118467476|XP_035793909.1|AALB	LOC117893763|XP_034656394.1|DSUB
OG0006704	LOC118467483|XP_035793918.1|AALB	LOC117893774|XP_034656405.1|DSUB
OG0006705	LOC118464094|XP_035787052.1|AALB	LOC117890058|XP_034650581.1|DSUB
OG0006706	LOC118464095|XP_035787056.1|AALB	LOC117892283|XP_034654293.1|DSUB
OG0006707	LOC118463244|XP_035785604.1|AALB	LOC117891212|XP_034652444.1|DSUB
OG0006708	LOC118463257|XP_035785619.1|AALB	LOC117898550|XP_034663926.1|DSUB
OG0006709	LOC118466478|XP_035791753.1|AALB	LOC117898120|XP_034663203.1|DSUB
OG0006710	LOC118464514|XP_035787844.1|AALB	LOC117893061|XP_034655352.1|DSUB
OG0006711	LOC118466590|XP_035792042.1|AALB	LOC117893156|XP_034655509.1|DSUB
OG0006712	LOC118466758|XP_035792351.1|AALB	LOC117895793|XP_034659586.1|DSUB
OG0006713	LOC118462683|XP_035784485.1|AALB	LOC117893501|XP_034656030.1|DSUB
OG0006714	LOC118462681|XP_035784483.1|AALB	LOC117893495|XP_034656022.1|DSUB
OG0006715	LOC118463024|XP_035785159.1|AALB	LOC117892939|XP_034655153.1|DSUB
OG0006716	LOC118463022|XP_035785152.1|AALB	LOC117900026|XP_034666104.1|DSUB
OG0006717	LOC118463034|XP_035785170.1|AALB	LOC117894456|XP_034657446.1|DSUB
OG0006718	LOC118463041|XP_035785178.1|AALB	LOC117894466|XP_034657458.1|DSUB
OG0006719	LOC118464112|XP_035787093.1|AALB	LOC117894435|XP_034657389.1|DSUB
OG0006720	LOC118467475|XP_035793908.1|AALB	LOC117892969|XP_034655193.1|DSUB
OG0006721	LOC118466276|XP_035791246.1|AALB	LOC117894454|XP_034657444.1|DSUB
OG0006722	LOC118464280|XP_035787448.1|AALB	LOC117894500|XP_034657499.1|DSUB
OG0006723	LOC118467714|XP_035794407.1|AALB	LOC117902601|XP_034670004.1|DSUB
OG0006724	LOC118464908|XP_035788565.1|AALB	LOC117897338|XP_034661999.1|DSUB
OG0006725	LOC118465533|XP_035789752.1|AALB	LOC117899436|XP_034665331.1|DSUB
OG0006726	LOC118465535|XP_035789754.1|AALB	LOC117898206|XP_034663318.1|DSUB
OG0006727	LOC118465531|XP_035789749.1|AALB	LOC117899434|XP_034665327.1|DSUB
OG0006728	LOC118467241|XP_035793401.1|AALB	LOC117898194|XP_034663304.1|DSUB
OG0006729	LOC118465720|XP_035790056.1|AALB	LOC117891684|XP_034653153.1|DSUB
OG0006730	LOC118467118|XP_035793076.1|AALB	LOC117891681|XP_034653149.1|DSUB
OG0006731	LOC118464100|XP_035787064.1|AALB	LOC117902593|XP_034669984.1|DSUB
OG0006732	LOC118463266|XP_035785629.1|AALB	LOC117895301|XP_034658751.1|DSUB
OG0006733	LOC118465791|XP_035790220.1|AALB	LOC117893470|XP_034655984.1|DSUB
OG0006734	LOC118463213|XP_035785548.1|AALB	LOC117893766|XP_034656397.1|DSUB
OG0006735	LOC118463208|XP_035785544.1|AALB	LOC117893579|XP_034656143.1|DSUB
OG0006736	LOC118465246|XP_035789160.1|AALB	LOC117893029|XP_034655278.1|DSUB
OG0006737	LOC118464072|XP_035787016.1|AALB	LOC117894703|XP_034657777.1|DSUB
OG0006738	LOC118464070|XP_035787012.1|AALB	LOC117891504|XP_034652885.1|DSUB
OG0006739	LOC118466287|XP_035791266.1|AALB	LOC117894578|XP_034657610.1|DSUB
OG0006740	LOC118466288|XP_035791267.1|AALB	LOC117895300|XP_034658749.1|DSUB
OG0006741	LOC118467077|XP_035793006.1|AALB	LOC117895297|XP_034658743.1|DSUB
OG0006742	LOC118467344|XP_035793618.1|AALB	LOC117899414|XP_034665295.1|DSUB
OG0006743	LOC118464465|XP_035787761.1|AALB	LOC117900656|XP_034666981.1|DSUB
OG0006744	LOC118463493|XP_035785977.1|AALB	LOC117894444|XP_034657418.1|DSUB
OG0006745	LOC118467172|XP_035793244.1|AALB	LOC117896083|XP_034660010.1|DSUB
OG0006746	LOC118463067|XP_035785217.1|AALB	LOC117895137|XP_034658449.1|DSUB
OG0006747	LOC118463215|XP_035785551.1|AALB	LOC117893030|XP_034655279.1|DSUB
OG0006748	LOC118463884|XP_035786700.1|AALB	LOC117900213|XP_034666389.1|DSUB
OG0006749	LOC118466223|XP_035791147.1|AALB	LOC117893555|XP_034656102.1|DSUB
OG0006750	LOC118466153|XP_035791021.1|AALB	LOC117903541|XP_034671620.1|DSUB
OG0006752	LOC118465011|XP_035788754.1|AALB	LOC117893945|XP_034656626.1|DSUB
OG0006753	LOC118465865|XP_035790390.1|AALB	LOC117893942|XP_034656622.1|DSUB
OG0006754	LOC118463544|XP_035786059.1|AALB	LOC117895110|XP_034658404.1|DSUB
OG0006755	LOC118466431|XP_035791620.1|AALB	LOC117893186|XP_034655570.1|DSUB
OG0006756	LOC118463275|XP_035785644.1|AALB	LOC117894567|XP_034657591.1|DSUB
OG0006757	LOC118465396|XP_035789488.1|AALB	LOC117894599|XP_034657639.1|DSUB
OG0006758	LOC118462963|XP_035785017.1|AALB	LOC117894353|XP_034657233.1|DSUB
OG0006759	LOC118462962|XP_035785011.1|AALB	LOC117894347|XP_034657227.1|DSUB
OG0006760	LOC118467814|XP_035794584.1|AALB	LOC117893605|XP_034656172.1|DSUB
OG0006761	LOC118466515|XP_035791901.1|AALB	LOC117897136|XP_034661697.1|DSUB
OG0006762	LOC118464838|XP_035788411.1|AALB	LOC117892027|XP_034653866.1|DSUB
OG0006763	LOC118463395|XP_035785833.1|AALB	LOC117892524|XP_034654705.1|DSUB
OG0006764	LOC118463392|XP_035785829.1|AALB	LOC117891343|XP_034652656.1|DSUB
OG0006765	LOC118463394|XP_035785832.1|AALB	LOC117890815|XP_034651776.1|DSUB
OG0006766	LOC118463960|XP_035786837.1|AALB	LOC117892971|XP_034655194.1|DSUB
OG0006767	LOC118466077|XP_035790854.1|AALB	LOC117894280|XP_034657130.1|DSUB
OG0006768	LOC118466076|XP_035790847.1|AALB	LOC117894279|XP_034657126.1|DSUB
OG0006769	LOC118465113|XP_035788953.1|AALB	LOC117894311|XP_034657168.1|DSUB
OG0006770	LOC118464600|XP_035787937.1|AALB	LOC117895499|XP_034659086.1|DSUB
OG0006771	LOC118464274|XP_035787430.1|AALB	LOC117903524|XP_034671534.1|DSUB
OG0006772	LOC118467082|XP_035793014.1|AALB	LOC117891832|XP_034653472.1|DSUB
OG0006773	LOC118465958|XP_035790591.1|AALB	LOC117894057|XP_034656800.1|DSUB
OG0006774	LOC118462884|XP_035784851.1|AALB	LOC117893831|XP_034656483.1|DSUB
OG0006775	LOC118467504|XP_035793948.1|AALB	LOC117893934|XP_034656607.1|DSUB
OG0006776	LOC118467505|XP_035793949.1|AALB	LOC117893938|XP_034656617.1|DSUB
OG0006777	LOC118467512|XP_035793956.1|AALB	LOC117893946|XP_034656627.1|DSUB
OG0006778	LOC118467507|XP_035793952.1|AALB	LOC117895341|XP_034658809.1|DSUB
OG0006779	LOC118462600|XP_035784318.1|AALB	LOC117895694|XP_034659430.1|DSUB
OG0006780	LOC118462599|XP_035784317.1|AALB	LOC117895866|XP_034659723.1|DSUB
OG0006781	LOC118464963|XP_035788661.1|AALB	LOC117895374|XP_034658853.1|DSUB
OG0006782	LOC118464972|XP_035788699.1|AALB	LOC117895574|XP_034659185.1|DSUB
OG0006783	LOC118467430|XP_035793813.1|AALB	LOC117891880|XP_034653537.1|DSUB
OG0006784	LOC118464966|XP_035788667.1|AALB	LOC117893408|XP_034655898.1|DSUB
OG0006785	LOC118464969|XP_035788693.1|AALB	LOC117889816|XP_034650187.1|DSUB
OG0006786	LOC118465325|XP_035789362.1|AALB	LOC117891632|XP_034653066.1|DSUB
OG0006788	LOC118463431|XP_035785892.1|AALB	LOC117895075|XP_034658355.1|DSUB
OG0006789	LOC118463295|XP_035785673.1|AALB	LOC117901197|XP_034667744.1|DSUB
OG0006790	LOC118463297|XP_035785676.1|AALB	LOC117900815|XP_034667199.1|DSUB
OG0006791	LOC118463250|XP_035785612.1|AALB	LOC117895636|XP_034659286.1|DSUB
OG0006792	LOC118467604|XP_035794193.1|AALB	LOC117894213|XP_034657019.1|DSUB
OG0006793	LOC118467597|XP_035794172.1|AALB	LOC117894479|XP_034657471.1|DSUB
OG0006794	LOC118467610|XP_035794205.1|AALB	LOC117890301|XP_034650966.1|DSUB
OG0006795	LOC118464793|XP_035788318.1|AALB	LOC117894191|XP_034656998.1|DSUB
OG0006796	LOC118464685|XP_035788100.1|AALB	LOC117894784|XP_034657904.1|DSUB
OG0006797	LOC118464684|XP_035788099.1|AALB	LOC117901839|XP_034668670.1|DSUB
OG0006798	LOC118464540|XP_035787870.1|AALB	LOC117895390|XP_034658905.1|DSUB
OG0006799	LOC118467075|XP_035793003.1|AALB	LOC117895200|XP_034658571.1|DSUB
OG0006800	LOC118467001|XP_035792819.1|AALB	LOC117895333|XP_034658797.1|DSUB
OG0006801	LOC118466071|XP_035790828.1|AALB	LOC117901207|XP_034667758.1|DSUB
OG0006802	LOC118463990|XP_035786907.1|AALB	LOC117891074|XP_034652142.1|DSUB
OG0006803	LOC118467528|XP_035793987.1|AALB	LOC117890848|XP_034651823.1|DSUB
OG0006804	LOC118463428|XP_035785887.1|AALB	LOC117893746|XP_034656371.1|DSUB
OG0006805	LOC118463417|XP_035785864.1|AALB	LOC117890691|XP_034651574.1|DSUB
OG0006806	LOC118464486|XP_035787800.1|AALB	LOC117894800|XP_034657921.1|DSUB
OG0006807	LOC118467587|XP_035794130.1|AALB	LOC117893825|XP_034656470.1|DSUB
OG0006808	LOC118463409|XP_035785853.1|AALB	LOC117890646|XP_034651490.1|DSUB
OG0006809	LOC118462604|XP_035784327.1|AALB	LOC117894909|XP_034658097.1|DSUB
OG0006810	LOC118462601|XP_035784319.1|AALB	LOC117893315|XP_034655794.1|DSUB
OG0006811	LOC118464899|XP_035788552.1|AALB	LOC117896750|XP_034661106.1|DSUB
OG0006812	LOC118463271|XP_035785637.1|AALB	LOC117894618|XP_034657668.1|DSUB
OG0006813	LOC118466486|XP_035791777.1|AALB	LOC117897057|XP_034661543.1|DSUB
OG0006814	LOC118466269|XP_035791229.1|AALB	LOC117894940|XP_034658153.1|DSUB
OG0006815	LOC118462654|XP_035784421.1|AALB	LOC117894908|XP_034658094.1|DSUB
OG0006816	LOC118467794|XP_035794561.1|AALB	LOC117894905|XP_034658088.1|DSUB
OG0006817	LOC118465087|XP_035788883.1|AALB	LOC117893119|XP_034655455.1|DSUB
OG0006818	LOC118464809|XP_035788364.1|AALB	LOC117894187|XP_034656991.1|DSUB
OG0006820	LOC118463312|XP_035785689.1|AALB	LOC117893826|XP_034656474.1|DSUB
OG0006821	LOC118465868|XP_035790395.1|AALB	LOC117900455|XP_034666718.1|DSUB
OG0006823	LOC118466214|XP_035791131.1|AALB	LOC117893796|XP_034656432.1|DSUB
OG0006824	LOC118466221|XP_035791143.1|AALB	LOC117895372|XP_034658849.1|DSUB
OG0006825	LOC118467774|XP_035794499.1|AALB	LOC117894857|XP_034658005.1|DSUB
OG0006826	LOC118466723|XP_035792283.1|AALB	LOC117893978|XP_034656680.1|DSUB
OG0006827	LOC118465610|XP_035789879.1|AALB	LOC117898683|XP_034664177.1|DSUB
OG0006828	LOC118463933|XP_035786787.1|AALB	LOC117902393|XP_034669609.1|DSUB
OG0006829	LOC118462924|XP_035784925.1|AALB	LOC117895507|XP_034659097.1|DSUB
OG0006830	LOC118462915|XP_035784913.1|AALB	LOC117893559|XP_034656112.1|DSUB
OG0006831	LOC118464310|XP_035787494.1|AALB	LOC117895327|XP_034658788.1|DSUB
OG0006832	LOC118462823|XP_035784738.1|AALB	LOC117895159|XP_034658505.1|DSUB
OG0006833	LOC118467066|XP_035792986.1|AALB	LOC117895800|XP_034659611.1|DSUB
OG0006834	LOC118466279|XP_035791249.1|AALB	LOC117896473|XP_034660699.1|DSUB
OG0006835	LOC118466272|XP_035791238.1|AALB	LOC117895299|XP_034658748.1|DSUB
OG0006836	LOC118465726|XP_035790066.1|AALB	LOC117893259|XP_034655717.1|DSUB
OG0006837	LOC118466125|XP_035790967.1|AALB	LOC117893842|XP_034656499.1|DSUB
OG0006838	LOC118464008|XP_035786949.1|AALB	LOC117895055|XP_034658325.1|DSUB
OG0006839	LOC118467071|XP_035792997.1|AALB	LOC117895045|XP_034658314.1|DSUB
OG0006840	LOC118466445|XP_035791656.1|AALB	LOC117900690|XP_034667031.1|DSUB
OG0006841	LOC118465446|XP_035789593.1|AALB	LOC117893508|XP_034656037.1|DSUB
OG0006842	LOC118466341|XP_035791365.1|AALB	LOC117894186|XP_034656990.1|DSUB
OG0006843	LOC118464854|XP_035788455.1|AALB	LOC117903053|XP_034670686.1|DSUB
OG0006844	LOC118464852|XP_035788454.1|AALB	LOC117898324|XP_034663539.1|DSUB
OG0006845	LOC118465653|XP_035789960.1|AALB	LOC117894077|XP_034656829.1|DSUB
OG0006846	LOC118465651|XP_035789958.1|AALB	LOC117893975|XP_034656672.1|DSUB
OG0006847	LOC118464521|XP_035787851.1|AALB	LOC117893966|XP_034656657.1|DSUB
OG0006848	LOC118466139|XP_035790984.1|AALB	LOC117891882|XP_034653567.1|DSUB
OG0006849	LOC118463941|XP_035786802.1|AALB	LOC117895405|XP_034658929.1|DSUB
OG0006850	LOC118464135|XP_035787127.1|AALB	LOC117895155|XP_034658484.1|DSUB
OG0006851	LOC118464134|XP_035787125.1|AALB	LOC117895157|XP_034658500.1|DSUB
OG0006852	LOC118466355|XP_035791394.1|AALB	LOC117892065|XP_034653942.1|DSUB
OG0006853	LOC118467699|XP_035794376.1|AALB	LOC117893609|XP_034656177.1|DSUB
OG0006854	LOC118467799|XP_035794565.1|AALB	LOC117891355|XP_034652680.1|DSUB
OG0006855	LOC118467913|XP_035794741.1|AALB	LOC117895189|XP_034658557.1|DSUB
OG0006856	LOC118467915|XP_035794743.1|AALB	LOC117892678|XP_034654967.1|DSUB
OG0006857	LOC118466204|XP_035791114.1|AALB	LOC117890967|XP_034651997.1|DSUB
OG0006858	LOC118462781|XP_035784649.1|AALB	LOC117894124|XP_034656901.1|DSUB
OG0006859	LOC118464440|XP_035787708.1|AALB	LOC117891826|XP_034653457.1|DSUB
OG0006860	LOC118465746|XP_035790108.1|AALB	LOC117891683|XP_034653151.1|DSUB
OG0006861	LOC118463270|XP_035785636.1|AALB	LOC117890723|XP_034651658.1|DSUB
OG0006862	LOC118465803|XP_035790263.1|AALB	LOC117894207|XP_034657010.1|DSUB
OG0006863	LOC118458605|XP_035777174.1|AALB	LOC117901517|XP_034668184.1|DSUB
OG0006864	LOC118467166|XP_035793217.1|AALB	LOC117890070|XP_034650601.1|DSUB
OG0006865	LOC118463864|XP_035786667.1|AALB	LOC117897676|XP_034662575.1|DSUB
OG0006866	LOC118465213|XP_035789098.1|AALB	LOC117891836|XP_034653478.1|DSUB
OG0006867	LOC118465814|XP_035790278.1|AALB	LOC117891848|XP_034653490.1|DSUB
OG0006868	LOC118464015|XP_035786960.1|AALB	LOC117891844|XP_034653485.1|DSUB
OG0006869	LOC118463577|XP_035786110.1|AALB	LOC117891102|XP_034652178.1|DSUB
OG0006870	LOC118464392|XP_035787632.1|AALB	LOC117891679|XP_034653145.1|DSUB
OG0006871	LOC118464400|XP_035787648.1|AALB	LOC117892720|XP_034655030.1|DSUB
OG0006872	LOC118464406|XP_035787654.1|AALB	LOC117892098|XP_034653985.1|DSUB
OG0006873	LOC118466907|XP_035792664.1|AALB	LOC117892179|XP_034654154.1|DSUB
OG0006875	LOC118468518|XP_035795250.1|AALB	LOC117900563|XP_034666862.1|DSUB
OG0006876	LOC118461532|XP_035782857.1|AALB	LOC117891154|XP_034652300.1|DSUB
OG0006877	LOC118461397|XP_035782553.1|AALB	LOC117900727|XP_034667093.1|DSUB
OG0006878	LOC118465623|XP_035789914.1|AALB	LOC117902113|XP_034669117.1|DSUB
OG0006879	LOC118465625|XP_035789920.1|AALB	LOC117890715|XP_034651647.1|DSUB
OG0006880	LOC118460013|XP_035779837.1|AALB	LOC117901910|XP_034668767.1|DSUB
OG0006882	LOC118456923|XP_035773944.1|AALB	LOC117891682|XP_034653150.1|DSUB
OG0006883	LOC118459784|XP_035779393.1|AALB	LOC117902442|XP_034669724.1|DSUB
OG0006884	LOC118468682|XP_035795686.1|AALB	LOC117900943|XP_034667402.1|DSUB
OG0006885	LOC118456534|XP_035773276.1|AALB	LOC117900279|XP_034666482.1|DSUB
OG0006886	LOC118462576|XP_035784273.1|AALB	LOC117896342|XP_034660476.1|DSUB, LOC117896343|XP_034660477.1|DSUB
OG0006887	LOC118457663|XP_035775308.1|AALB	LOC117894342|XP_034657222.1|DSUB
OG0006888	LOC118457672|XP_035775321.1|AALB	LOC117902397|XP_034669615.1|DSUB
OG0006889	LOC118457667|XP_035775314.1|AALB	LOC117902448|XP_034669734.1|DSUB
OG0006890	LOC118457498|XP_035775027.1|AALB	LOC117900721|XP_034667080.1|DSUB
OG0006891	LOC118457499|XP_035775028.1|AALB	LOC117901556|XP_034668245.1|DSUB
OG0006892	LOC118456172|XP_035772609.1|AALB	LOC117900825|XP_034667223.1|DSUB
OG0006893	LOC118460010|XP_035779829.1|AALB	LOC117902011|XP_034668950.1|DSUB
OG0006894	LOC118460008|XP_035779823.1|AALB	LOC117902010|XP_034668949.1|DSUB
OG0006895	LOC118456620|XP_035773430.1|AALB	LOC117903668|XP_034671885.1|DSUB
OG0006896	LOC118456621|XP_035773431.1|AALB	LOC117901827|XP_034668648.1|DSUB
OG0006897	LOC118461878|XP_035783606.1|AALB	LOC117902458|XP_034669746.1|DSUB
OG0006898	LOC118456438|XP_035773091.1|AALB	LOC117900565|XP_034666864.1|DSUB
OG0006899	LOC118457174|XP_035774398.1|AALB	LOC117900048|XP_034666132.1|DSUB
OG0006900	LOC118469040|XP_035796396.1|AALB	LOC117903332|XP_034671168.1|DSUB
OG0006901	LOC118468530|XP_035795301.1|AALB	LOC117901131|XP_034667662.1|DSUB
OG0006902	LOC118469059|XP_035796424.1|AALB	LOC117889739|XP_034650057.1|DSUB
OG0006903	LOC118459159|XP_035778140.1|AALB	LOC117896440|XP_034660659.1|DSUB
OG0006904	LOC118467839|XP_035794632.1|AALB	LOC117902439|XP_034669712.1|DSUB
OG0006905	LOC118456683|XP_035773561.1|AALB	LOC117900206|XP_034666371.1|DSUB
OG0006906	LOC118457965|XP_035775897.1|AALB	LOC117900212|XP_034666383.1|DSUB
OG0006907	LOC118458360|XP_035776605.1|AALB	LOC117902002|XP_034668907.1|DSUB
OG0006908	LOC118456840|XP_035773829.1|AALB	LOC117900327|XP_034666548.1|DSUB
OG0006909	LOC118456838|XP_035773827.1|AALB	LOC117901749|XP_034668526.1|DSUB
OG0006910	LOC118458363|XP_035776630.1|AALB	LOC117901034|XP_034667529.1|DSUB
OG0006911	LOC118457805|XP_035775547.1|AALB	LOC117903187|XP_034670935.1|DSUB
OG0006912	LOC118457108|XP_035774293.1|AALB	LOC117900393|XP_034666638.1|DSUB
OG0006913	LOC118468740|XP_035795791.1|AALB	LOC117900302|XP_034666508.1|DSUB
OG0006914	LOC118468742|XP_035795793.1|AALB	LOC117895745|XP_034659507.1|DSUB
OG0006915	LOC118468739|XP_035795790.1|AALB	LOC117901902|XP_034668757.1|DSUB
OG0006916	LOC118468735|XP_035795771.1|AALB	LOC117902757|XP_034670239.1|DSUB
OG0006917	LOC118456157|XP_035772570.1|AALB	LOC117900347|XP_034666579.1|DSUB
OG0006918	LOC118468755|XP_035795809.1|AALB	LOC117900536|XP_034666826.1|DSUB
OG0006919	LOC118465077|XP_035788873.1|AALB	LOC117902197|XP_034669289.1|DSUB
OG0006920	LOC118460565|XP_035780859.1|AALB	LOC117901356|XP_034667956.1|DSUB
OG0006921	LOC118456370|XP_035772942.1|AALB	LOC117902697|XP_034670129.1|DSUB
OG0006922	LOC118456468|XP_035773151.1|AALB	LOC117902240|XP_034669376.1|DSUB
OG0006923	LOC118461415|XP_035782597.1|AALB	LOC117900783|XP_034667155.1|DSUB
OG0006924	LOC118456832|XP_035773820.1|AALB	LOC117900742|XP_034667111.1|DSUB
OG0006925	LOC118458820|XP_035777585.1|AALB	LOC117898160|XP_034663259.1|DSUB
OG0006926	LOC118457608|XP_035775206.1|AALB	LOC117900604|XP_034666907.1|DSUB
OG0006927	LOC118458768|XP_035777453.1|AALB	LOC117901486|XP_034668144.1|DSUB
OG0006928	LOC118468720|XP_035795743.1|AALB	LOC117900895|XP_034667317.1|DSUB
OG0006929	LOC118461541|XP_035782880.1|AALB	LOC117901209|XP_034667755.1|DSUB
OG0006931	LOC118460693|XP_035781101.1|AALB	LOC117900863|XP_034667276.1|DSUB
OG0006932	LOC118460407|XP_035780587.1|AALB	LOC117901836|XP_034668660.1|DSUB
OG0006933	LOC118460411|XP_035780591.1|AALB	LOC117900914|XP_034667366.1|DSUB
OG0006934	LOC118459920|XP_035779655.1|AALB	LOC117899774|XP_034665937.1|DSUB
OG0006935	LOC118462069|XP_035783958.1|AALB	LOC117900191|XP_034666332.1|DSUB
OG0006936	LOC118461154|XP_035782021.1|AALB	LOC117902264|XP_034669414.1|DSUB
OG0006937	LOC118458445|XP_035776820.1|AALB	LOC117902312|XP_034669488.1|DSUB
OG0006938	LOC118458444|XP_035776819.1|AALB	LOC117902024|XP_034668974.1|DSUB
OG0006939	LOC118460440|XP_035780630.1|AALB	LOC117890623|XP_034651466.1|DSUB
OG0006940	LOC118467746|XP_035794454.1|AALB	LOC117900941|XP_034667397.1|DSUB
OG0006941	LOC118468482|XP_035795195.1|AALB	LOC117901802|XP_034668606.1|DSUB
OG0006942	LOC118460072|XP_035779967.1|AALB	LOC117892030|XP_034653842.1|DSUB
OG0006944	LOC118459686|XP_035779212.1|AALB	LOC117901927|XP_034668787.1|DSUB
OG0006945	LOC118456969|XP_035774056.1|AALB	LOC117900012|XP_034666088.1|DSUB
OG0006946	LOC118460720|XP_035781160.1|AALB	LOC117896002|XP_034659889.1|DSUB
OG0006947	LOC118460723|XP_035781165.1|AALB	LOC117900804|XP_034667182.1|DSUB
OG0006948	LOC118468751|XP_035795806.1|AALB	LOC117902636|XP_034670049.1|DSUB
OG0006950	LOC118457155|XP_035774373.1|AALB	LOC117901864|XP_034668710.1|DSUB
OG0006951	LOC118461671|XP_035783152.1|AALB	LOC117901037|XP_034667533.1|DSUB
OG0006952	LOC118461664|XP_035783142.1|AALB	LOC117897290|XP_034661922.1|DSUB
OG0006953	LOC118468951|XP_035796194.1|AALB	LOC117894138|XP_034656923.1|DSUB
OG0006954	LOC118461895|XP_035783642.1|AALB	LOC117900254|XP_034666444.1|DSUB
OG0006955	LOC118459540|XP_035778904.1|AALB	LOC117899663|XP_034665737.1|DSUB
