Orthogroup	AALB.longest_only	DSEC.longest_only
OG0006199	LOC118464419|XP_035787670.1|AALB	LOC6607839|XP_002032596.1|DSEC
OG0006200	LOC118457825|XP_035775596.1|AALB	LOC6616747|XP_002041084.2|DSEC
OG0006201	LOC118466129|XP_035790976.1|AALB	LOC6614852|XP_032582348.1|DSEC
OG0006202	LOC118458386|XP_035776692.1|AALB	LOC6614851|XP_002039269.1|DSEC
OG0006203	LOC118461462|XP_035782697.1|AALB	LOC6618057|XP_032582645.1|DSEC
OG0006204	LOC118460860|XP_035781469.1|AALB	LOC6606367|XP_002031172.1|DSEC
OG0006205	LOC118459852|XP_035779558.1|AALB	LOC6620462|XP_002044669.1|DSEC
OG0006206	LOC118457605|XP_035775205.1|AALB	LOC6620002|XP_032581219.1|DSEC
OG0006207	LOC118456769|XP_035773741.1|AALB	LOC6613489|XP_002037958.1|DSEC
OG0006208	LOC118456730|XP_035773671.1|AALB	LOC6610150|XP_002034759.1|DSEC
OG0006209	LOC118457987|XP_035775944.1|AALB	LOC6619800|XP_002044013.1|DSEC
OG0006210	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB	LOC6619746|XP_032580586.1|DSEC
OG0006211	LOC118466470|XP_035791744.1|AALB	LOC6611626|XP_002036162.1|DSEC
OG0006212	LOC118466456|XP_035791701.1|AALB	LOC6611625|XP_032578634.1|DSEC
OG0006214	LOC118463876|XP_035786691.1|AALB	LOC6617922|XP_002042230.1|DSEC
OG0006215	LOC118463084|XP_035785249.1|AALB	LOC6620263|XP_002044471.2|DSEC
OG0006216	LOC118468581|XP_035795409.1|AALB	LOC6617104|XP_032577639.1|DSEC
OG0006217	LOC118460912|XP_035781561.1|AALB	LOC6618096|XP_032580995.1|DSEC
OG0006218	LOC118463277|XP_035785650.1|AALB	LOC6611203|XP_002035759.1|DSEC
OG0006219	LOC118463439|XP_035785919.1|AALB	LOC6616014|XP_032581769.1|DSEC
OG0006220	LOC118463219|XP_035785557.1|AALB	LOC6606129|XP_002030937.2|DSEC
OG0006221	LOC118459979|XP_035779771.1|AALB	LOC6612967|XP_002037458.2|DSEC
OG0006222	LOC118456205|XP_035772668.1|AALB	LOC6612965|XP_002037456.1|DSEC
OG0006223	LOC118465175|XP_035789030.1|AALB	LOC6615132|XP_002039548.1|DSEC
OG0006224	LOC118466416|XP_035791588.1|AALB	LOC6620464|XP_032582738.1|DSEC
OG0006225	LOC118467439|XP_035793877.1|AALB	LOC6612327|XP_002036837.1|DSEC
OG0006226	LOC118460925|XP_035781578.1|AALB	LOC6608577|XP_002033311.1|DSEC
OG0006227	LOC118463379|XP_035785804.1|AALB	LOC6617653|XP_032580704.1|DSEC
OG0006228	LOC118461791|XP_035783420.1|AALB	LOC6609953|XP_002034599.1|DSEC
OG0006229	LOC118468908|XP_035796110.1|AALB	LOC6620107|XP_032579887.1|DSEC
OG0006230	LOC118456961|XP_035774040.1|AALB	LOC6617989|XP_032582706.1|DSEC
OG0006231	LOC118457496|XP_035775432.1|AALB	LOC6618458|XP_032582038.1|DSEC
OG0006232	LOC118459319|XP_035778467.1|AALB	LOC6620006|XP_032582284.1|DSEC
OG0006233	LOC118460378|XP_035780531.1|AALB	LOC6620008|XP_032580911.1|DSEC
OG0006234	LOC118465641|XP_035789942.1|AALB	LOC6617990|XP_002042298.1|DSEC
OG0006235	LOC118463210|XP_035785549.1|AALB	LOC6614962|XP_032582526.1|DSEC
OG0006237	LOC118462880|XP_035784845.1|AALB	LOC6620461|XP_002044668.1|DSEC
OG0006238	LOC118457229|XP_035774504.1|AALB	LOC6617937|XP_032581095.1|DSEC
OG0006239	LOC118463624|XP_035786219.1|AALB	LOC6620594|XP_032581439.1|DSEC
OG0006240	LOC118463733|XP_035786423.1|AALB	LOC6612744|XP_002037247.1|DSEC
OG0006241	LOC118465640|XP_035789941.1|AALB	LOC6617991|XP_002042299.1|DSEC
OG0006242	LOC118458264|XP_035776453.1|AALB	LOC6619903|XP_002044115.1|DSEC
OG0006243	LOC118458243|XP_035776409.1|AALB	LOC6607047|XP_002031835.1|DSEC
OG0006244	LOC118462949|XP_035784989.1|AALB	LOC6607133|XP_002031919.1|DSEC
OG0006248	LOC118457572|XP_035775144.1|AALB	LOC6619240|XP_002043459.1|DSEC
OG0006249	LOC118466313|XP_035791322.1|AALB	LOC6613336|XP_032569722.1|DSEC
OG0006250	LOC118459263|XP_035778367.1|AALB	LOC6619939|XP_002044151.2|DSEC
OG0006251	LOC118456703|XP_035773608.1|AALB	LOC6617092|XP_002041419.1|DSEC
OG0006252	LOC118468752|XP_035795810.1|AALB	LOC6617093|XP_002041420.1|DSEC
OG0006253	LOC118456293|XP_035772813.1|AALB	LOC6616220|XP_002040585.2|DSEC
OG0006254	LOC118462194|XP_035784000.1|AALB	LOC6618181|XP_002042456.1|DSEC
OG0006255	LOC118466494|XP_035791798.1|AALB	LOC6607493|XP_002032262.1|DSEC
OG0006256	LOC118458819|XP_035777628.1|AALB	LOC6617996|XP_002042304.1|DSEC
OG0006257	LOC118469017|XP_035796353.1|AALB	LOC6617472|XP_032582311.1|DSEC, LOC116802464|XP_032582829.1|DSEC
OG0006258	LOC118456994|XP_035774143.1|AALB	LOC6619799|XP_032580651.1|DSEC
OG0006259	LOC118458707|XP_035777341.1|AALB	LOC6606455|XP_002031258.1|DSEC
OG0006260	LOC118461408|XP_035782580.1|AALB	LOC6617471|XP_002041788.1|DSEC
OG0006261	LOC118457792|XP_035775531.1|AALB	LOC6617704|XP_002042016.1|DSEC
OG0006262	LOC118466942|XP_035792736.1|AALB	LOC6617514|XP_002041830.2|DSEC
OG0006263	LOC118462005|XP_035783834.1|AALB	LOC6612381|XP_032580407.1|DSEC
OG0006264	LOC118460208|XP_035780212.1|AALB	LOC6616057|XP_002040423.2|DSEC
OG0006265	LOC118459545|XP_035778921.1|AALB	LOC6609382|XP_002034071.1|DSEC
OG0006266	LOC118461682|XP_035783165.1|AALB	LOC6616054|XP_002040420.1|DSEC
OG0006267	LOC118457138|XP_035774345.1|AALB	LOC6618547|XP_032581232.1|DSEC
OG0006268	LOC118460298|XP_035780392.1|AALB	LOC6615527|XP_002039906.2|DSEC
OG0006269	LOC118465239|XP_035789153.1|AALB	LOC6607139|XP_002031925.1|DSEC
OG0006270	LOC118465046|XP_035788821.1|AALB	LOC6617504|XP_002041820.1|DSEC
OG0006271	LOC118459332|XP_035778492.1|AALB	LOC6606950|XP_002031744.2|DSEC
OG0006272	LOC118461970|XP_035783778.1|AALB	LOC6618447|XP_032581411.1|DSEC
OG0006273	LOC118460314|XP_035780416.1|AALB	LOC6607898|XP_002032652.1|DSEC
OG0006274	LOC118464853|XP_035788462.1|AALB	LOC6618666|XP_032581001.1|DSEC
OG0006276	LOC118460244|XP_035780297.1|AALB	LOC6610180|XP_002034788.1|DSEC
OG0006278	LOC118462294|XP_035784008.1|AALB	LOC6618091|XP_002042389.1|DSEC
OG0006279	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB	LOC6620974|XP_032580184.1|DSEC
OG0006280	LOC118465053|XP_035788831.1|AALB	LOC6620342|XP_002044550.2|DSEC
OG0006281	LOC118465016|XP_035788768.1|AALB	LOC6620344|XP_002044552.1|DSEC
OG0006282	LOC118459291|XP_035778429.1|AALB	LOC6615067|XP_002039484.2|DSEC
OG0006283	LOC118466546|XP_035791956.1|AALB	LOC6607621|XP_002032389.1|DSEC
OG0006284	LOC118466134|XP_035790978.1|AALB	LOC6605893|XP_002030706.1|DSEC
OG0006285	LOC118468716|XP_035795740.1|AALB	LOC116801772|XP_032579110.1|DSEC
OG0006286	LOC118462808|XP_035784717.1|AALB	LOC6613768|XP_002038237.2|DSEC
OG0006287	LOC118465949|XP_035790571.1|AALB	LOC6619925|XP_002044137.1|DSEC
OG0006288	LOC118465979|XP_035790645.1|AALB	LOC6612919|XP_002037411.2|DSEC
OG0006289	LOC118458506|XP_035776966.1|AALB	LOC6613738|XP_002038208.1|DSEC
OG0006290	LOC118466363|XP_035791447.1|AALB	LOC6619735|XP_032580383.1|DSEC
OG0006291	LOC118465309|XP_035789316.1|AALB	LOC6617807|XP_002042119.2|DSEC
OG0006292	LOC118466281|XP_035791257.1|AALB	LOC6618561|XP_032580885.1|DSEC
OG0006293	LOC118461819|XP_035783510.1|AALB	LOC6610344|XP_002034930.1|DSEC
OG0006294	LOC118463794|XP_035786576.1|AALB	LOC6618515|XP_032580703.1|DSEC
OG0006295	LOC118468364|XP_035795020.1|AALB	LOC6612192|XP_002036710.2|DSEC
OG0006296	LOC118463357|XP_035785769.1|AALB	LOC6614975|XP_032580759.1|DSEC
OG0006297	LOC118466091|XP_035790937.1|AALB	LOC6618108|XP_032581646.1|DSEC
OG0006298	LOC118461726|XP_035783303.1|AALB	LOC6618517|XP_032581483.1|DSEC
OG0006299	LOC118464722|XP_035788191.1|AALB	LOC6612570|XP_032580895.1|DSEC
OG0006300	LOC118461782|XP_035783407.1|AALB	LOC6616181|XP_032581190.1|DSEC
OG0006301	LOC118460259|XP_035780328.1|AALB	LOC6615095|XP_002039511.2|DSEC
OG0006302	LOC118465105|XP_035788944.1|AALB	LOC6617621|XP_032580553.1|DSEC
OG0006303	LOC118468541|XP_035795317.1|AALB	LOC6608767|XP_002033490.2|DSEC
OG0006305	LOC118461623|XP_035783066.1|AALB	LOC6612614|XP_032576757.1|DSEC
OG0006306	LOC118461600|XP_035783011.1|AALB	LOC116801694|XP_032578683.1|DSEC
OG0006308	LOC118463970|XP_035786865.1|AALB	LOC6618007|XP_002042315.1|DSEC
OG0006309	LOC118460217|XP_035780229.1|AALB	LOC6617981|XP_032581708.1|DSEC
OG0006311	LOC118465547|XP_035789770.1|AALB	LOC6620161|XP_032581331.1|DSEC
OG0006312	LOC118468837|XP_035795975.1|AALB	LOC6620160|XP_032581328.1|DSEC
OG0006313	LOC118467803|XP_035794611.1|AALB	LOC6620254|XP_002044462.1|DSEC
OG0006314	LOC118461551|XP_035782898.1|AALB	LOC6619979|XP_032580732.1|DSEC
OG0006315	LOC118463018|XP_035785148.1|AALB	LOC6612952|XP_032576276.1|DSEC
OG0006316	LOC118457593|XP_035775187.1|AALB	LOC6620337|XP_002044545.1|DSEC
OG0006317	LOC118468456|XP_035795134.1|AALB	LOC6619005|XP_002043250.1|DSEC
OG0006318	LOC118457726|XP_035775414.1|AALB	LOC6614981|XP_002039398.1|DSEC
OG0006319	LOC118468591|XP_035795427.1|AALB	LOC6608414|XP_002033148.1|DSEC
OG0006320	LOC118456502|XP_035773227.1|AALB	LOC6617487|XP_002041804.2|DSEC
OG0006321	LOC118466569|XP_035792006.1|AALB	LOC6619771|XP_002043984.1|DSEC
OG0006322	LOC118466573|XP_035792012.1|AALB	LOC6620442|XP_002044650.1|DSEC
OG0006323	LOC118458746|XP_035777417.1|AALB	LOC6619995|XP_002044207.1|DSEC
OG0006324	LOC118461572|XP_035782959.1|AALB	LOC6616095|XP_002040460.2|DSEC
OG0006325	LOC118462663|XP_035784456.1|AALB	LOC6619199|XP_002043420.1|DSEC
OG0006326	LOC118461169|XP_035782062.1|AALB	LOC116801099|XP_032574624.1|DSEC
OG0006327	LOC118468971|XP_035796239.1|AALB	LOC6617135|XP_002041462.1|DSEC
OG0006328	LOC118456195|XP_035772649.1|AALB	LOC6607503|XP_002032272.1|DSEC
OG0006329	LOC118462177|XP_035783999.1|AALB	LOC6618651|XP_032582694.1|DSEC
OG0006330	LOC118464657|XP_035788047.1|AALB	LOC6607841|XP_032576457.1|DSEC
OG0006331	LOC118467416|XP_035793792.1|AALB	LOC6618052|XP_002042350.1|DSEC
OG0006332	LOC118460893|XP_035781531.1|AALB	LOC6618627|XP_002042886.1|DSEC
OG0006333	LOC118460274|XP_035780354.1|AALB	LOC6618427|XP_032582465.1|DSEC
OG0006334	LOC118466496|XP_035791815.1|AALB	LOC6612197|XP_002036714.1|DSEC
OG0006335	LOC118464913|XP_035788577.1|AALB	LOC6607536|XP_002032305.1|DSEC
OG0006336	LOC118459083|XP_035778077.1|AALB	LOC6617586|XP_002041899.1|DSEC
OG0006337	LOC118468488|XP_035795209.1|AALB	LOC6617637|XP_002041950.1|DSEC
OG0006339	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB	LOC6619990|XP_032580727.1|DSEC
OG0006340	LOC118465869|XP_035790399.1|AALB	LOC6615102|XP_002039518.1|DSEC
OG0006341	LOC118458683|XP_035777292.1|AALB	LOC6617486|XP_032581210.1|DSEC
OG0006342	LOC118456744|XP_035773694.1|AALB	LOC6617484|XP_032580983.1|DSEC
OG0006343	LOC118456724|XP_035773658.1|AALB	LOC6617481|XP_002041798.2|DSEC
OG0006344	LOC118466444|XP_035791657.1|AALB	LOC6617999|XP_032581617.1|DSEC
OG0006345	LOC118460464|XP_035780681.1|AALB	LOC6607461|XP_032579591.1|DSEC
OG0006346	LOC118468323|XP_035794960.1|AALB	LOC6612676|XP_002037179.1|DSEC
OG0006347	LOC118461583|XP_035782971.1|AALB	LOC6607713|XP_032577284.1|DSEC
OG0006348	LOC118461309|XP_035782428.1|AALB	LOC6616197|XP_002040562.2|DSEC
OG0006349	LOC118461711|XP_035783261.1|AALB	LOC6616050|XP_002040416.2|DSEC
OG0006350	LOC118461925|XP_035783695.1|AALB	LOC6612727|XP_002037230.1|DSEC
OG0006351	LOC118462622|XP_035784357.1|AALB	LOC6615060|XP_032582643.1|DSEC
OG0006352	LOC118465168|XP_035789021.1|AALB	LOC6609216|XP_002033907.1|DSEC
OG0006353	LOC118457074|XP_035774249.1|AALB	LOC6612822|XP_002037323.1|DSEC
OG0006354	LOC118457280|XP_035774615.1|AALB	LOC6607487|XP_002032256.2|DSEC
OG0006355	LOC118457027|XP_035774157.1|AALB	LOC6617467|XP_002041784.2|DSEC
OG0006356	LOC118461829|XP_035783483.1|AALB	LOC6616081|XP_002040447.1|DSEC
OG0006357	LOC118461140|XP_035782002.1|AALB	LOC6618102|XP_032582141.1|DSEC
OG0006358	LOC118458510|XP_035776975.1|AALB	LOC6610360|XP_002034946.1|DSEC
OG0006359	LOC118462581|XP_035784285.1|AALB	LOC6606276|XP_002031081.1|DSEC
OG0006360	LOC118462588|XP_035784298.1|AALB	LOC6612300|XP_002036810.1|DSEC
OG0006361	LOC118461356|XP_035782476.1|AALB	LOC6614138|XP_032578201.1|DSEC
OG0006362	LOC118466392|XP_035791528.1|AALB	LOC6616162|XP_032581086.1|DSEC
OG0006364	LOC118457719|XP_035775402.1|AALB	LOC6617712|XP_002042024.2|DSEC
OG0006365	LOC118458954|XP_035777833.1|AALB	LOC6615154|XP_002039570.1|DSEC
OG0006366	LOC118459652|XP_035779131.1|AALB	LOC6615151|XP_032581126.1|DSEC
OG0006367	LOC118458817|XP_035777581.1|AALB	LOC6620460|XP_002044667.1|DSEC
OG0006368	LOC118464099|XP_035787068.1|AALB	LOC6612883|XP_032577684.1|DSEC
OG0006369	LOC118463930|XP_035786786.1|AALB	LOC6612886|XP_032576295.1|DSEC
OG0006370	LOC118460029|XP_035779865.1|AALB	LOC116801989|XP_032580534.1|DSEC, LOC6614909|XP_002039326.2|DSEC
OG0006371	LOC118460706|XP_035781116.1|AALB	LOC6612917|XP_002037409.1|DSEC
OG0006372	LOC118465530|XP_035789751.1|AALB	LOC6617128|XP_002041455.1|DSEC
OG0006373	LOC118457618|XP_035775268.1|AALB	LOC6619839|XP_032581642.1|DSEC
OG0006374	LOC118463184|XP_035785496.1|AALB	LOC6620157|XP_032580346.1|DSEC
OG0006375	LOC118464653|XP_035788012.1|AALB	LOC6620482|XP_032580562.1|DSEC
OG0006376	LOC118465134|XP_035788968.1|AALB	LOC6620459|XP_002044666.2|DSEC
OG0006377	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB	LOC6614890|XP_002039307.1|DSEC
OG0006378	LOC118468810|XP_035795922.1|AALB	LOC6612734|XP_032578158.1|DSEC
OG0006379	LOC118467580|XP_035794122.1|AALB	LOC6619584|XP_032580950.1|DSEC
OG0006381	LOC118465272|XP_035789197.1|AALB	LOC6618511|XP_002042771.2|DSEC
OG0006382	LOC118463072|XP_035785227.1|AALB	LOC6618621|XP_002042880.1|DSEC
OG0006383	LOC118468712|XP_035795738.1|AALB	LOC6618646|XP_032582362.1|DSEC
OG0006384	LOC118465637|XP_035789940.1|AALB	LOC6618645|XP_032582363.1|DSEC
OG0006385	LOC118460171|XP_035780167.1|AALB	LOC6621093|XP_032578931.1|DSEC
OG0006386	LOC118457589|XP_035775172.1|AALB	LOC6611421|XP_002035965.1|DSEC
OG0006387	LOC118468994|XP_035796316.1|AALB	LOC6612860|XP_002037352.1|DSEC
OG0006388	LOC118465098|XP_035788921.1|AALB	LOC6612198|XP_032581819.1|DSEC
OG0006389	LOC118465560|XP_035789847.1|AALB	LOC6612199|XP_002036716.1|DSEC
OG0006392	LOC118466535|XP_035791936.1|AALB	LOC6612377|XP_032580397.1|DSEC
OG0006393	LOC118459940|XP_035779712.1|AALB	LOC6613689|XP_002038159.2|DSEC
OG0006394	LOC118458395|XP_035776702.1|AALB	LOC6621082|XP_002045273.1|DSEC
OG0006395	LOC118460198|XP_035780199.1|AALB	LOC6607140|XP_002031926.1|DSEC
OG0006396	LOC118464016|XP_035786962.1|AALB	LOC6615044|XP_002039461.1|DSEC
OG0006397	LOC118461986|XP_035783814.1|AALB	LOC6612552|XP_002037060.1|DSEC
OG0006398	LOC118461991|XP_035783819.1|AALB	LOC6612289|XP_002036799.2|DSEC
OG0006399	LOC118456882|XP_035773888.1|AALB	LOC6620486|XP_002044693.1|DSEC
OG0006400	LOC118456879|XP_035773884.1|AALB	LOC6620483|XP_002044692.1|DSEC
OG0006401	LOC118456881|XP_035773886.1|AALB	LOC6618350|XP_002042621.2|DSEC
OG0006402	LOC118461435|XP_035782637.1|AALB	LOC6620057|XP_002044269.1|DSEC
OG0006403	LOC118457002|XP_035774118.1|AALB	LOC6620064|XP_002044276.1|DSEC
OG0006404	LOC118461789|XP_035783413.1|AALB	LOC6606774|XP_002031571.1|DSEC
OG0006405	LOC118461634|XP_035783093.1|AALB	LOC6605562|XP_032574864.1|DSEC
OG0006406	LOC118457806|XP_035775551.1|AALB	LOC6612636|XP_002037140.1|DSEC
OG0006407	LOC118468413|XP_035795070.1|AALB	LOC6619849|XP_032580096.1|DSEC
OG0006408	LOC118459970|XP_035779758.1|AALB	LOC6615100|XP_002039516.1|DSEC
OG0006409	LOC118459462|XP_035778765.1|AALB	LOC6619919|XP_032581747.1|DSEC
OG0006410	LOC118457597|XP_035775189.1|AALB	LOC6617957|XP_032580011.1|DSEC
OG0006411	LOC118457493|XP_035775019.1|AALB	LOC6620311|XP_002044519.1|DSEC
OG0006412	LOC118456826|XP_035773814.1|AALB	LOC6617074|XP_002041402.1|DSEC
OG0006413	LOC118456827|XP_035773815.1|AALB	LOC6617076|XP_032576962.1|DSEC
OG0006414	LOC118464924|XP_035788590.1|AALB	LOC6607227|XP_032577930.1|DSEC
OG0006415	LOC118459463|XP_035778762.1|AALB	LOC6617513|XP_032580802.1|DSEC
OG0006416	LOC118459745|XP_035779322.1|AALB	LOC6618976|XP_002043221.1|DSEC
OG0006417	LOC118467060|XP_035792954.1|AALB	LOC6613177|XP_002037658.1|DSEC
OG0006418	LOC118464433|XP_035787703.1|AALB	LOC6618004|XP_002042312.2|DSEC
OG0006419	LOC118461081|XP_035781866.1|AALB	LOC6612986|XP_032578310.1|DSEC
OG0006420	LOC118456331|XP_035772881.1|AALB	LOC6607627|XP_002032395.1|DSEC
OG0006421	LOC118456817|XP_035773802.1|AALB	LOC6613512|XP_002037980.1|DSEC
OG0006422	LOC118460444|XP_035780641.1|AALB	LOC6613519|XP_032583240.1|DSEC
OG0006423	LOC118468311|XP_035794942.1|AALB	LOC6607425|XP_002032194.1|DSEC
OG0006424	LOC118468321|XP_035794959.1|AALB	LOC6607426|XP_002032195.1|DSEC
OG0006425	LOC118458398|XP_035776701.1|AALB	LOC6607423|XP_032578699.1|DSEC
OG0006426	LOC118458397|XP_035776700.1|AALB	LOC6607422|XP_002032191.1|DSEC
OG0006427	LOC118460086|XP_035779994.1|AALB	LOC6618701|XP_002042960.1|DSEC
OG0006429	LOC118460195|XP_035780193.1|AALB	LOC6607665|XP_032576818.1|DSEC
OG0006430	LOC118456760|XP_035773717.1|AALB	LOC6616327|XP_002040687.1|DSEC
OG0006431	LOC118461001|XP_035781720.1|AALB	LOC6612757|XP_002037260.2|DSEC
OG0006432	LOC118461727|XP_035783304.1|AALB	LOC6620511|XP_002044711.1|DSEC
OG0006433	LOC118469005|XP_035796332.1|AALB	LOC6607637|XP_002032402.1|DSEC
OG0006434	LOC118458642|XP_035777223.1|AALB	LOC6611952|XP_002036469.1|DSEC
OG0006435	LOC118468969|XP_035796227.1|AALB	LOC6621063|XP_032577780.1|DSEC
OG0006436	LOC118460538|XP_035780821.1|AALB	LOC6617994|XP_002042302.1|DSEC
OG0006437	LOC118461884|XP_035783616.1|AALB	LOC6618428|XP_032582467.1|DSEC
OG0006438	LOC118461383|XP_035782535.1|AALB	LOC6617253|XP_002041580.1|DSEC
OG0006439	LOC118457630|XP_035775238.1|AALB	LOC6616857|XP_002041193.1|DSEC
OG0006440	LOC118457631|XP_035775242.1|AALB	LOC6616858|XP_002041194.1|DSEC
OG0006441	LOC118459382|XP_035778576.1|AALB	LOC6614053|XP_002038507.2|DSEC
OG0006442	LOC118456732|XP_035773670.1|AALB	LOC6607799|XP_032576572.1|DSEC
OG0006443	LOC118468663|XP_035795594.1|AALB	LOC6614140|XP_002038593.1|DSEC
OG0006444	LOC118457552|XP_035775112.1|AALB	LOC6612812|XP_002037313.1|DSEC
OG0006445	LOC118457876|XP_035775692.1|AALB	LOC6615902|XP_032580932.1|DSEC
OG0006446	LOC118456516|XP_035773245.1|AALB	LOC6619671|XP_032578033.1|DSEC
OG0006447	LOC118456514|XP_035773242.1|AALB	LOC6619665|XP_032579578.1|DSEC
OG0006448	LOC118460214|XP_035780223.1|AALB	LOC6607702|XP_032577810.1|DSEC
OG0006449	LOC118458130|XP_035776204.1|AALB	LOC6607699|XP_002032463.2|DSEC
OG0006450	LOC118458668|XP_035777266.1|AALB	LOC6614486|XP_002038919.1|DSEC
OG0006451	LOC118460533|XP_035780807.1|AALB	LOC6619779|XP_032582149.1|DSEC
OG0006452	LOC118460555|XP_035780845.1|AALB	LOC6619637|XP_002043852.1|DSEC
OG0006453	LOC118468524|XP_035795286.1|AALB	LOC6606097|XP_002030906.1|DSEC
OG0006454	LOC118459350|XP_035778525.1|AALB	LOC6615925|XP_002040293.2|DSEC
OG0006455	LOC118458473|XP_035776898.1|AALB	LOC6613801|XP_032577948.1|DSEC
OG0006456	LOC118459124|XP_035778086.1|AALB	LOC6613805|XP_002038274.1|DSEC
OG0006457	LOC118458093|XP_035776148.1|AALB	LOC6606535|XP_002031336.1|DSEC
OG0006458	LOC118461518|XP_035782843.1|AALB	LOC6611934|XP_002036451.1|DSEC
OG0006459	LOC118459587|XP_035779007.1|AALB	LOC6607446|XP_002032215.1|DSEC
OG0006460	LOC118457542|XP_035775088.1|AALB	LOC6607675|XP_032577655.1|DSEC
OG0006461	LOC118460668|XP_035781035.1|AALB	LOC6620035|XP_002044247.2|DSEC
OG0006462	LOC118461754|XP_035783374.1|AALB	LOC6607605|XP_032578271.1|DSEC
OG0006463	LOC118461753|XP_035783362.1|AALB	LOC6606250|XP_032578170.1|DSEC
OG0006465	LOC118459380|XP_035778574.1|AALB	LOC6616069|XP_002040435.1|DSEC
OG0006466	LOC118459377|XP_035778570.1|AALB	LOC6616173|XP_032582022.1|DSEC
OG0006467	LOC118457444|XP_035774929.1|AALB	LOC6613731|XP_032577154.1|DSEC
OG0006468	LOC118468571|XP_035795396.1|AALB	LOC6607696|XP_002032460.1|DSEC
OG0006469	LOC118460904|XP_035781541.1|AALB	LOC6615058|XP_002039475.1|DSEC
OG0006470	LOC118468304|XP_035794935.1|AALB	LOC6605871|XP_032575361.1|DSEC
OG0006471	LOC118456584|XP_035773374.1|AALB	LOC6607684|XP_002032448.1|DSEC
OG0006472	LOC118456581|XP_035773365.1|AALB	LOC6607681|XP_002032445.1|DSEC
OG0006473	LOC118457182|XP_035774415.1|AALB	LOC6605100|XP_032574453.1|DSEC
OG0006474	LOC118457975|XP_035775915.1|AALB	LOC6609483|XP_002034168.1|DSEC
OG0006475	LOC118457093|XP_035774274.1|AALB	LOC6614100|XP_002038554.1|DSEC
OG0006476	LOC118460798|XP_035781302.1|AALB	LOC6612201|XP_002036718.1|DSEC
OG0006477	LOC118460799|XP_035781303.1|AALB	LOC6612576|XP_002037081.1|DSEC
OG0006478	LOC118459566|XP_035778959.1|AALB	LOC6607655|XP_002032420.2|DSEC
OG0006479	LOC118459555|XP_035778929.1|AALB	LOC6607657|XP_032576814.1|DSEC
OG0006480	LOC118459557|XP_035778942.1|AALB	LOC6608062|XP_002032810.1|DSEC
OG0006481	LOC118460158|XP_035780151.1|AALB	LOC6617689|XP_002042001.1|DSEC
OG0006482	LOC118461755|XP_035783375.1|AALB	LOC6612655|XP_002037159.1|DSEC
OG0006483	LOC118456277|XP_035772783.1|AALB	LOC6607830|XP_032577706.1|DSEC
OG0006484	LOC118460442|XP_035780635.1|AALB	LOC6607831|XP_032577704.1|DSEC
OG0006485	LOC118460239|XP_035780288.1|AALB	LOC6607287|XP_002032066.2|DSEC
OG0006486	LOC118457483|XP_035775001.1|AALB	LOC6606928|XP_032578091.1|DSEC
OG0006487	LOC118461452|XP_035782674.1|AALB	LOC6606983|XP_032579464.1|DSEC
OG0006488	LOC118462060|XP_035783941.1|AALB	LOC6610235|XP_032573695.1|DSEC
OG0006489	LOC118461463|XP_035782693.1|AALB	LOC6612617|XP_002037121.1|DSEC
OG0006490	LOC118460942|XP_035781602.1|AALB	LOC6620062|XP_002044274.2|DSEC
OG0006491	LOC118468305|XP_035794936.1|AALB	LOC6614573|XP_002039001.1|DSEC
OG0006492	LOC118457056|XP_035774197.1|AALB	LOC6614032|XP_002038486.2|DSEC
OG0006493	LOC118460453|XP_035780664.1|AALB	LOC6618074|XP_002042372.1|DSEC
OG0006494	LOC118459347|XP_035778516.1|AALB	LOC6620361|XP_032582206.1|DSEC
OG0006495	LOC118458449|XP_035776825.1|AALB	LOC6619976|XP_032580711.1|DSEC
OG0006496	LOC118456577|XP_035773359.1|AALB	LOC6607685|XP_002032449.1|DSEC
OG0006497	LOC118468776|XP_035795860.1|AALB	LOC6606596|XP_002031397.1|DSEC
OG0006498	LOC118458411|XP_035776720.1|AALB	LOC6606598|XP_002031399.1|DSEC
OG0006499	LOC118456421|XP_035773048.1|AALB	LOC6612974|XP_032576258.1|DSEC
OG0006500	LOC118457530|XP_035775073.1|AALB	LOC6611947|XP_002036464.2|DSEC
OG0006501	LOC118457531|XP_035775075.1|AALB	LOC6612821|XP_002037322.1|DSEC
OG0006502	LOC118458468|XP_035776886.1|AALB	LOC6612826|XP_032577590.1|DSEC
OG0006503	LOC118461214|XP_035782170.1|AALB	LOC6612828|XP_032576849.1|DSEC
OG0006504	LOC118458382|XP_035776681.1|AALB	LOC6612829|XP_002037330.1|DSEC
OG0006505	LOC118460808|XP_035781312.1|AALB	LOC6612745|XP_002037248.1|DSEC
OG0006506	LOC118467453|XP_035793856.1|AALB	LOC6604924|XP_002029767.1|DSEC
OG0006507	LOC118458399|XP_035776703.1|AALB	LOC6616693|XP_032577888.1|DSEC
OG0006508	LOC118458704|XP_035777336.1|AALB	LOC6616691|XP_032577003.1|DSEC
OG0006509	LOC118457061|XP_035774214.1|AALB	LOC6615107|XP_002039523.1|DSEC
