Orthogroup	DBUS.longest_only	ASTE.longest_only
OG0007354	LOC108602422|XP_017846025.1|DBUS	LOC118505412|XP_035897054.1|ASTE
OG0007355	LOC108603418|XP_017847704.1|DBUS	LOC118502676|XP_035891058.1|ASTE
OG0007356	LOC108597768|XP_017839970.1|DBUS	LOC118502772|XP_035891257.1|ASTE
OG0007357	LOC108603360|XP_033150078.1|DBUS	LOC118502766|XP_035891245.1|ASTE
OG0007358	LOC108603350|XP_017847572.1|DBUS	LOC118502767|XP_035891249.1|ASTE
OG0007359	LOC108603162|XP_017847206.1|DBUS	LOC118504496|XP_035894912.1|ASTE
OG0007360	LOC108603107|XP_017847101.1|DBUS	LOC118506388|XP_035899321.1|ASTE
OG0007361	LOC108606618|XP_017852382.1|DBUS	LOC118504304|XP_035894493.1|ASTE
OG0007362	LOC108602581|XP_017846244.2|DBUS	LOC118504306|XP_035894500.1|ASTE
OG0007363	LOC108605704|XP_017850985.1|DBUS	LOC118506269|XP_035899064.1|ASTE
OG0007364	LOC108606304|XP_017851783.1|DBUS	LOC118505770|XP_035897906.1|ASTE
OG0007365	LOC108605687|XP_017850967.1|DBUS	LOC118503249|XP_035892179.1|ASTE
OG0007366	LOC108601900|XP_017845366.1|DBUS	LOC118503251|XP_035892182.1|ASTE
OG0007367	LOC108598116|XP_033149388.1|DBUS	LOC118503256|XP_035892189.1|ASTE
OG0007368	LOC108604362|XP_017849292.1|DBUS	LOC118508501|XP_035904230.1|ASTE
OG0007369	LOC108602858|XP_033149838.1|DBUS	LOC118504868|XP_035895805.1|ASTE
OG0007370	LOC108597504|XP_017839578.1|DBUS	LOC118504865|XP_035895800.1|ASTE
OG0007371	LOC108601502|XP_017844890.1|DBUS	LOC118508382|XP_035904012.1|ASTE
OG0007372	LOC108602414|XP_017846016.1|DBUS	LOC118504245|XP_035894361.1|ASTE
OG0007373	LOC108607084|XP_017853195.1|DBUS	LOC118504250|XP_035894370.1|ASTE
OG0007374	LOC108605684|XP_017850965.1|DBUS	LOC118502522|XP_035890676.1|ASTE
OG0007375	LOC108607120|XP_017853242.1|DBUS	LOC118505044|XP_035896188.1|ASTE
OG0007376	LOC108607090|XP_017853204.1|DBUS	LOC118505054|XP_035896221.1|ASTE
OG0007377	LOC108605964|XP_017851273.1|DBUS	LOC118505017|XP_035896099.1|ASTE
OG0007378	LOC108605110|XP_017850161.2|DBUS	LOC118504982|XP_035896028.1|ASTE
OG0007379	LOC108607228|XP_017853394.1|DBUS	LOC118504997|XP_035896067.1|ASTE
OG0007380	LOC108606935|XP_017852974.1|DBUS	LOC118505002|XP_035896080.1|ASTE
OG0007381	LOC108607195|XP_017853345.1|DBUS	LOC118507564|XP_035902079.1|ASTE
OG0007382	LOC108605215|XP_017850313.1|DBUS	LOC118502873|XP_035891474.1|ASTE
OG0007383	LOC108606207|XP_017851560.1|DBUS	LOC118507561|XP_035902056.1|ASTE
OG0007384	LOC108605673|XP_017850954.1|DBUS	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE
OG0007385	LOC117134903|XP_033150227.1|DBUS	LOC118506823|XP_035900406.1|ASTE
OG0007386	LOC108605775|XP_017851067.1|DBUS	LOC118506848|XP_035900471.1|ASTE
OG0007387	LOC108605821|XP_017851116.1|DBUS	LOC118506856|XP_035900479.1|ASTE
OG0007388	LOC108606615|XP_017852375.1|DBUS	LOC118506842|XP_035900449.1|ASTE
OG0007389	LOC108607441|XP_017853761.1|DBUS	LOC118507081|XP_035900957.1|ASTE
OG0007390	LOC108606841|XP_017852821.1|DBUS	LOC118506850|XP_035900473.1|ASTE
OG0007391	LOC108604650|XP_017849689.1|DBUS	LOC118507438|XP_035901809.1|ASTE
OG0007392	LOC108606471|XP_017852088.1|DBUS	LOC118506861|XP_035900485.1|ASTE
OG0007393	LOC108603375|XP_033150068.1|DBUS	LOC118505263|XP_035896718.1|ASTE
OG0007394	LOC108606398|XP_017851966.1|DBUS	LOC118505173|XP_035896507.1|ASTE
OG0007395	LOC108606320|XP_017851818.1|DBUS	LOC118505207|XP_035896584.1|ASTE
OG0007396	LOC108603830|XP_017848456.1|DBUS	LOC118505155|XP_035896441.1|ASTE
OG0007397	LOC108607858|XP_033150561.1|DBUS	LOC118504536|XP_035894992.1|ASTE
OG0007398	LOC108595051|XP_017835682.1|DBUS	LOC118505854|XP_035898127.1|ASTE
OG0007399	LOC108607165|XP_017853305.2|DBUS	LOC118505855|XP_035898129.1|ASTE
OG0007400	LOC108605307|XP_017850466.1|DBUS	LOC118509347|XP_035905758.1|ASTE
OG0007401	LOC108606348|XP_017851886.1|DBUS	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	LOC108604287|XP_017849187.1|DBUS	LOC118510985|XP_035909388.1|ASTE
OG0007404	LOC108603536|XP_017847924.1|DBUS	LOC118510978|XP_035909372.1|ASTE
OG0007405	LOC108602864|XP_017846641.1|DBUS	LOC118510979|XP_035909373.1|ASTE
OG0007406	LOC108603621|XP_017848066.1|DBUS	LOC118511183|XP_035909832.1|ASTE
OG0007407	LOC108607820|XP_017854357.2|DBUS	LOC118510927|XP_035909231.1|ASTE
OG0007408	LOC108600612|XP_017843779.1|DBUS	LOC118511398|XP_035910325.1|ASTE
OG0007409	LOC108608516|XP_017855407.2|DBUS	LOC118510953|XP_035909291.1|ASTE
OG0007410	LOC108607184|XP_017853329.1|DBUS	LOC118504266|XP_035894388.1|ASTE
OG0007411	LOC108606734|XP_017852616.1|DBUS	LOC118504273|XP_035894400.1|ASTE
OG0007412	LOC108605632|XP_017850904.1|DBUS	LOC118504271|XP_035894398.1|ASTE
OG0007413	LOC108596415|XP_017837619.1|DBUS	LOC118503642|XP_035893036.1|ASTE
OG0007414	LOC108605873|XP_017851176.1|DBUS	LOC118517702|XP_035920026.1|ASTE
OG0007415	LOC108605108|XP_017850160.1|DBUS	LOC118512406|XP_035912690.1|ASTE
OG0007416	LOC108605069|XP_033150486.1|DBUS	LOC118512398|XP_035912673.1|ASTE
OG0007417	LOC108605647|XP_017850919.1|DBUS	LOC118512409|XP_035912697.1|ASTE
OG0007418	LOC108597474|XP_017839537.1|DBUS	LOC118512412|XP_035912702.1|ASTE
OG0007419	LOC108603672|XP_017848159.1|DBUS	LOC118517717|XP_035920055.1|ASTE
OG0007420	LOC108597391|XP_017839416.1|DBUS	LOC118512425|XP_035912722.1|ASTE
OG0007421	LOC108606721|XP_033150235.1|DBUS	LOC118505383|XP_035896978.1|ASTE
OG0007422	LOC108605594|XP_017850857.1|DBUS	LOC118508218|XP_035903697.1|ASTE
OG0007423	LOC108605476|XP_017850654.1|DBUS	LOC118508216|XP_035903690.1|ASTE
OG0007424	LOC108598461|XP_017840595.1|DBUS	LOC118504881|XP_035895830.1|ASTE
OG0007425	LOC108599725|XP_017842213.1|DBUS	LOC118506009|XP_035898486.1|ASTE
OG0007426	LOC108607019|XP_017853093.1|DBUS	LOC118506004|XP_035898482.1|ASTE
OG0007427	LOC108605720|XP_017851002.1|DBUS	LOC118506016|XP_035898495.1|ASTE
OG0007428	LOC108606427|XP_033150435.1|DBUS	LOC118511568|XP_035910701.1|ASTE
OG0007429	LOC108594706|XP_017835335.1|DBUS	LOC118504230|XP_035894340.1|ASTE
OG0007430	LOC108599038|XP_017841307.1|DBUS	LOC118506160|XP_035898824.1|ASTE
OG0007431	LOC108596670|XP_017838170.1|DBUS	LOC118506159|XP_035898823.1|ASTE
OG0007432	LOC108599106|XP_017841386.2|DBUS	LOC118508402|XP_035904056.1|ASTE
OG0007433	LOC108605014|XP_017850070.1|DBUS	LOC118503486|XP_035892681.1|ASTE
OG0007434	LOC108601125|XP_017844535.1|DBUS	LOC118504010|XP_035893859.1|ASTE
OG0007435	LOC108600551|XP_017843699.1|DBUS	LOC118504012|XP_035893867.1|ASTE
OG0007436	LOC108600763|XP_017844013.1|DBUS	LOC118504028|XP_035893901.1|ASTE
OG0007437	LOC108601066|XP_017844446.1|DBUS	LOC118504042|XP_035893933.1|ASTE
OG0007438	LOC108598140|XP_033149615.1|DBUS	LOC118504283|XP_035894451.1|ASTE
OG0007439	LOC108606081|XP_017851417.1|DBUS	LOC118507604|XP_035902170.1|ASTE
OG0007440	LOC108605415|XP_033150420.1|DBUS	LOC118505787|XP_035897989.1|ASTE
OG0007441	LOC108595732|XP_017836504.1|DBUS	LOC118507264|XP_035901447.1|ASTE
OG0007442	LOC108604777|XP_017849863.1|DBUS	LOC118503273|XP_035892239.1|ASTE
OG0007443	LOC108596964|XP_017838700.1|DBUS	LOC118507273|XP_035901470.1|ASTE
OG0007444	LOC108595277|XP_017835979.1|DBUS	LOC118507411|XP_035901765.1|ASTE
OG0007445	LOC108595276|XP_017835978.1|DBUS	LOC118503990|XP_035893832.1|ASTE
OG0007446	LOC108600306|XP_017843287.1|DBUS	LOC118507406|XP_035901757.1|ASTE
OG0007447	LOC108601280|XP_017844672.1|DBUS	LOC118503991|XP_035893833.1|ASTE
OG0007448	LOC108596155|XP_017837147.1|DBUS	LOC118503917|XP_035893611.1|ASTE
OG0007449	LOC108599830|XP_017842428.1|DBUS	LOC118503714|XP_035893170.1|ASTE
OG0007450	LOC108607466|XP_017853792.1|DBUS	LOC118503720|XP_035893215.1|ASTE
OG0007451	LOC108601001|XP_017844355.2|DBUS	LOC118505962|XP_035898390.1|ASTE
OG0007452	LOC108599503|XP_017841858.2|DBUS	LOC118505959|XP_035898386.1|ASTE
OG0007453	LOC108600908|XP_017844226.1|DBUS	LOC118507158|XP_035901101.1|ASTE
OG0007454	LOC108599621|XP_017842069.1|DBUS	LOC118506215|XP_035898929.1|ASTE
OG0007455	LOC108595729|XP_017836500.1|DBUS	LOC118503480|XP_035892673.1|ASTE
OG0007456	LOC108606801|XP_017852759.1|DBUS	LOC118508084|XP_035903452.1|ASTE
OG0007457	LOC108600801|XP_017844073.1|DBUS	LOC118503318|XP_035892350.1|ASTE
OG0007458	LOC108594363|XP_017835012.1|DBUS	LOC118504032|XP_035893909.1|ASTE
OG0007459	LOC108602911|XP_033149860.1|DBUS	LOC118504026|XP_035893899.1|ASTE
OG0007460	LOC108597057|XP_017838867.1|DBUS	LOC118504024|XP_035893896.1|ASTE
OG0007461	LOC108599439|XP_017841753.2|DBUS	LOC118507977|XP_035903217.1|ASTE
OG0007462	LOC108599446|XP_017841766.1|DBUS	LOC118502350|XP_035890425.1|ASTE
OG0007463	LOC108599441|XP_017841760.2|DBUS	LOC118517741|XP_035920079.1|ASTE
OG0007464	LOC108599440|XP_017841754.1|DBUS	LOC118505315|XP_035896846.1|ASTE
OG0007465	LOC108599040|XP_017841308.2|DBUS	LOC118508068|XP_035903418.1|ASTE
OG0007466	LOC108597025|XP_017838796.1|DBUS	LOC118503503|XP_035892732.1|ASTE
OG0007468	LOC108596201|XP_017837206.1|DBUS	LOC118503976|XP_035893804.1|ASTE
OG0007469	LOC108601159|XP_033149365.1|DBUS	LOC118503997|XP_035893841.1|ASTE
OG0007470	LOC108606807|XP_017852769.1|DBUS	LOC118503478|XP_035892670.1|ASTE
OG0007471	LOC108595044|XP_017835674.1|DBUS	LOC118507983|XP_035903240.1|ASTE
OG0007472	LOC108605831|XP_017851126.1|DBUS	LOC118504030|XP_035893903.1|ASTE
OG0007473	LOC108599671|XP_017842145.1|DBUS	LOC118517644|XP_035919858.1|ASTE
OG0007474	LOC108595257|XP_017835953.1|DBUS	LOC118503329|XP_035892371.1|ASTE
OG0007475	LOC108597978|XP_033149580.1|DBUS	LOC118505976|XP_035898422.1|ASTE
OG0007476	LOC108607108|XP_017853224.1|DBUS	LOC118510918|XP_035909216.1|ASTE
OG0007477	LOC108606588|XP_017852307.1|DBUS	LOC118508198|XP_035903656.1|ASTE
OG0007478	LOC108598005|XP_017840113.1|DBUS	LOC118508193|XP_035903649.1|ASTE
OG0007479	LOC108605574|XP_017850833.1|DBUS	LOC118505309|XP_035896840.1|ASTE
OG0007481	LOC108599460|XP_017841784.2|DBUS	LOC118505333|XP_035896875.1|ASTE
OG0007482	LOC108607546|XP_017853921.1|DBUS	LOC118503949|XP_035893727.1|ASTE
OG0007483	LOC108595149|XP_017835804.1|DBUS	LOC118504776|XP_035895597.1|ASTE
OG0007484	LOC108605587|XP_017850846.1|DBUS	LOC118503902|XP_035893585.1|ASTE
OG0007485	LOC108605943|XP_017851252.1|DBUS	LOC118503905|XP_035893590.1|ASTE
OG0007486	LOC117134961|XP_033150501.1|DBUS	LOC118503955|XP_035893736.1|ASTE
OG0007487	LOC108607336|XP_017853508.1|DBUS	LOC118503954|XP_035893732.1|ASTE
OG0007488	LOC108600775|XP_017844032.1|DBUS	LOC118517650|XP_035919871.1|ASTE
OG0007489	LOC108604146|XP_017848945.1|DBUS	LOC118512379|XP_035912640.1|ASTE
OG0007490	LOC108605297|XP_017850445.1|DBUS	LOC118509901|XP_035907053.1|ASTE
OG0007491	LOC108607072|XP_017853180.1|DBUS	LOC118504880|XP_035895829.1|ASTE
OG0007492	LOC108597430|XP_017839476.1|DBUS	LOC118507217|XP_035901210.1|ASTE
OG0007493	LOC108605386|XP_017850545.1|DBUS	LOC118510091|XP_035907400.1|ASTE
OG0007494	LOC108605997|XP_017851312.1|DBUS	LOC118510297|XP_035907814.1|ASTE
OG0007495	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS	LOC118507211|XP_035901193.1|ASTE
OG0007496	LOC108600878|XP_017844183.1|DBUS	LOC118504112|XP_035894093.1|ASTE
OG0007497	LOC108600495|XP_017843618.1|DBUS	LOC118504113|XP_035894097.1|ASTE
OG0007498	LOC108600431|XP_017843492.2|DBUS	LOC118512314|XP_035912458.1|ASTE
OG0007499	LOC108600323|XP_017843319.2|DBUS	LOC118512351|XP_035912545.1|ASTE
OG0007500	LOC108598680|XP_017840892.1|DBUS	LOC118510929|XP_035909240.1|ASTE
OG0007501	LOC108600933|XP_017844259.2|DBUS	LOC118503884|XP_035893531.1|ASTE
OG0007502	LOC108595207|XP_017835884.1|DBUS	LOC118504123|XP_035894107.1|ASTE
OG0007503	LOC108594308|XP_017834942.1|DBUS	LOC118504063|XP_035893992.1|ASTE
OG0007504	LOC108600955|XP_017844291.1|DBUS	LOC118504106|XP_035894086.1|ASTE
OG0007505	LOC108600737|XP_017843971.1|DBUS	LOC118504061|XP_035893988.1|ASTE
OG0007506	LOC108598860|XP_017841107.1|DBUS	LOC118504094|XP_035894069.1|ASTE
OG0007507	LOC108608031|XP_017854697.1|DBUS	LOC118504156|XP_035894177.1|ASTE
OG0007508	LOC108608425|XP_017855281.1|DBUS	LOC118512348|XP_035912535.1|ASTE
OG0007510	LOC108597302|XP_017839270.1|DBUS	LOC118506095|XP_035898672.1|ASTE
OG0007511	LOC108607601|XP_017853994.2|DBUS	LOC118503978|XP_035893806.1|ASTE
OG0007512	LOC108603932|XP_017848616.1|DBUS	LOC118503961|XP_035893749.1|ASTE
OG0007513	LOC108598713|XP_017840935.1|DBUS	LOC118507336|XP_035901618.1|ASTE
OG0007514	LOC108599852|XP_033149678.1|DBUS	LOC118507342|XP_035901624.1|ASTE
OG0007515	LOC108600379|XP_017843412.1|DBUS	LOC118512384|XP_035912648.1|ASTE
OG0007516	LOC108607458|XP_017853783.2|DBUS	LOC118512367|XP_035912589.1|ASTE
OG0007517	LOC108599973|XP_017842731.1|DBUS	LOC118512382|XP_035912646.1|ASTE
OG0007518	LOC108596588|XP_017838004.1|DBUS	LOC118507238|XP_035901382.1|ASTE
OG0007519	LOC108597693|XP_017839858.1|DBUS	LOC118508149|XP_035903578.1|ASTE
OG0007520	LOC108605654|XP_017850929.1|DBUS	LOC118503437|XP_035892590.1|ASTE
OG0007521	LOC108605660|XP_017850935.1|DBUS	LOC118505916|XP_035898277.1|ASTE
OG0007522	LOC108605909|XP_017851214.1|DBUS	LOC118507331|XP_035901612.1|ASTE
OG0007523	LOC108597402|XP_033150926.1|DBUS	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE
OG0007524	LOC108608517|XP_017855409.1|DBUS	LOC118505993|XP_035898459.1|ASTE
OG0007525	LOC108608409|XP_017855256.1|DBUS	LOC118517684|XP_035919988.1|ASTE
OG0007526	LOC108601645|XP_017845033.1|DBUS	LOC118517695|XP_035920011.1|ASTE
OG0007527	LOC108601141|XP_017844557.1|DBUS	LOC118517701|XP_035920025.1|ASTE
OG0007528	LOC108596237|XP_017837265.2|DBUS	LOC118517627|XP_035919830.1|ASTE
OG0007529	LOC108595268|XP_017835970.1|DBUS	LOC118503323|XP_035892358.1|ASTE
OG0007530	LOC117134677|XP_033149016.1|DBUS	LOC118505983|XP_035898438.1|ASTE
OG0007531	LOC108595800|XP_017836580.1|DBUS	LOC118506100|XP_035898678.1|ASTE
OG0007532	LOC108597769|XP_017839971.1|DBUS	LOC118507250|XP_035901426.1|ASTE
OG0007534	LOC108598838|XP_017841081.1|DBUS	LOC118507304|XP_035901571.1|ASTE
OG0007535	LOC108599015|XP_017841283.2|DBUS	LOC118507271|XP_035901464.1|ASTE
OG0007536	LOC108603539|XP_017847940.1|DBUS	LOC118506023|XP_035898519.1|ASTE
OG0007537	LOC108600229|XP_033149772.1|DBUS	LOC118508138|XP_035903545.1|ASTE
OG0007538	LOC108600432|XP_033149314.1|DBUS	LOC118508136|XP_035903536.1|ASTE
OG0007539	LOC108595435|XP_033150825.1|DBUS	LOC118508123|XP_035903523.1|ASTE
OG0007540	LOC108603235|XP_017847343.1|DBUS	LOC118508124|XP_035903525.1|ASTE
OG0007541	LOC108595060|XP_017835694.1|DBUS	LOC118507161|XP_035901108.1|ASTE
OG0007542	LOC108595081|XP_017835721.1|DBUS	LOC118507165|XP_035901122.1|ASTE
OG0007543	LOC108607368|XP_017853572.1|DBUS	LOC118508157|XP_035903591.1|ASTE
OG0007544	LOC108598429|XP_017840546.1|DBUS	LOC118507301|XP_035901562.1|ASTE
OG0007545	LOC108597169|XP_017839076.1|DBUS	LOC118514089|XP_035916518.1|ASTE
OG0007546	LOC108602221|XP_017845757.1|DBUS	LOC118506320|XP_035899164.1|ASTE
OG0007547	LOC108596290|XP_017837368.1|DBUS	LOC118504846|XP_035895748.1|ASTE
OG0007548	LOC108600580|XP_017843737.1|DBUS	LOC118504163|XP_035894189.1|ASTE
OG0007549	LOC108599122|XP_017841399.1|DBUS	LOC118504170|XP_035894206.1|ASTE
OG0007550	LOC108600628|XP_017843803.1|DBUS	LOC118517655|XP_035919881.1|ASTE
OG0007551	LOC108595098|XP_017835738.2|DBUS	LOC118517661|XP_035919930.1|ASTE
OG0007552	LOC108602428|XP_017846038.1|DBUS	LOC118517664|XP_035919935.1|ASTE
OG0007553	LOC108608126|XP_017854845.1|DBUS	LOC118517668|XP_035919939.1|ASTE
OG0007554	LOC108599182|XP_017841463.1|DBUS	LOC118505978|XP_035898426.1|ASTE
OG0007555	LOC108596196|XP_017837199.1|DBUS	LOC118505987|XP_035898442.1|ASTE
OG0007556	LOC108596589|XP_017838005.1|DBUS	LOC118503241|XP_035892146.1|ASTE
OG0007557	LOC108597423|XP_017839465.1|DBUS	LOC118503242|XP_035892147.1|ASTE
OG0007558	LOC108595101|XP_033148900.1|DBUS	LOC118507272|XP_035901465.1|ASTE
OG0007559	LOC108602856|XP_017846624.1|DBUS	LOC118505982|XP_035898436.1|ASTE
OG0007560	LOC108598319|XP_017840424.1|DBUS	LOC118503237|XP_035892139.1|ASTE
OG0007561	LOC108601000|XP_033149497.1|DBUS	LOC118507986|XP_035903246.1|ASTE
OG0007562	LOC108598578|XP_017840756.2|DBUS	LOC118503170|XP_035892026.1|ASTE
OG0007563	LOC108601040|XP_017844415.1|DBUS	LOC118504752|XP_035895565.1|ASTE
OG0007564	LOC108601143|XP_017844560.1|DBUS	LOC118506205|XP_035898906.1|ASTE
OG0007565	LOC108604506|XP_017849494.1|DBUS	LOC118505882|XP_035898217.1|ASTE
OG0007566	LOC108597565|XP_017839663.1|DBUS	LOC118504173|XP_035894214.1|ASTE
OG0007567	LOC108604191|XP_017849031.1|DBUS	LOC118507375|XP_035901711.1|ASTE
OG0007568	LOC108596593|XP_017838011.1|DBUS	LOC118504223|XP_035894332.1|ASTE
OG0007569	LOC108597219|XP_017839149.1|DBUS	LOC118507379|XP_035901717.1|ASTE
OG0007570	LOC108597567|XP_017839667.1|DBUS	LOC118507378|XP_035901716.1|ASTE
OG0007572	LOC108595330|XP_017836039.1|DBUS	LOC118504225|XP_035894333.1|ASTE
OG0007573	LOC108595978|XP_017836754.1|DBUS	LOC118503072|XP_035891839.1|ASTE
OG0007574	LOC108597172|XP_017839075.1|DBUS	LOC118503069|XP_035891835.1|ASTE
OG0007575	LOC108597311|XP_017839285.1|DBUS	LOC118503059|XP_035891818.1|ASTE
OG0007576	LOC108606750|XP_033150503.1|DBUS	LOC118503963|XP_035893751.1|ASTE
OG0007577	LOC108605928|XP_017851237.1|DBUS	LOC118503984|XP_035893821.1|ASTE
OG0007579	LOC108596219|XP_017837236.1|DBUS	LOC118503874|XP_035893511.1|ASTE
OG0007580	LOC108598638|XP_017840832.2|DBUS	LOC118503871|XP_035893504.1|ASTE
OG0007581	LOC108607839|XP_017854392.2|DBUS	LOC118503862|XP_035893485.1|ASTE
OG0007582	LOC108601894|XP_017845357.1|DBUS	LOC118503866|XP_035893493.1|ASTE
OG0007583	LOC108595657|XP_017836423.1|DBUS	LOC118503865|XP_035893492.1|ASTE
OG0007584	LOC117134953|XP_033150467.1|DBUS	LOC118507417|XP_035901774.1|ASTE
OG0007585	LOC108599452|XP_017841774.2|DBUS	LOC118507194|XP_035901163.1|ASTE
OG0007587	LOC108597394|XP_017839419.1|DBUS	LOC118506121|XP_035898731.1|ASTE
OG0007588	LOC108607955|XP_017854572.2|DBUS	LOC118506117|XP_035898718.1|ASTE
OG0007589	LOC108606743|XP_017852630.1|DBUS	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE
OG0007590	LOC108600425|XP_017843481.1|DBUS	LOC118503692|XP_035893128.1|ASTE
OG0007591	LOC108596702|XP_017838214.2|DBUS	LOC118507104|XP_035901000.1|ASTE
OG0007592	LOC108595385|XP_017836099.1|DBUS	LOC118508065|XP_035903415.1|ASTE
OG0007593	LOC108605511|XP_017850750.1|DBUS	LOC118504841|XP_035895740.1|ASTE
OG0007594	LOC108595201|XP_017835878.1|DBUS	LOC118504115|XP_035894099.1|ASTE
OG0007595	LOC108595421|XP_017836138.1|DBUS	LOC118504202|XP_035894275.1|ASTE
OG0007596	LOC108599150|XP_017841427.1|DBUS	LOC118504852|XP_035895757.1|ASTE
OG0007597	LOC108599675|XP_017842154.2|DBUS	LOC118504194|XP_035894262.1|ASTE
OG0007598	LOC108597151|XP_017839039.1|DBUS	LOC118503499|XP_035892726.1|ASTE
OG0007599	LOC108598876|XP_017841125.1|DBUS	LOC118503083|XP_035891858.1|ASTE
OG0007600	LOC108600538|XP_017843679.1|DBUS	LOC118503084|XP_035891860.1|ASTE
OG0007601	LOC108599072|XP_017841344.1|DBUS	LOC118503364|XP_035892451.1|ASTE
OG0007602	LOC108599258|XP_017841543.1|DBUS	LOC118503365|XP_035892454.1|ASTE
OG0007603	LOC108601035|XP_017844403.1|DBUS	LOC118503348|XP_035892413.1|ASTE
OG0007604	LOC108600960|XP_017844303.1|DBUS	LOC118503797|XP_035893381.1|ASTE
OG0007605	LOC108599826|XP_017842419.1|DBUS	LOC118503793|XP_035893366.1|ASTE
OG0007606	LOC108599829|XP_017842425.1|DBUS	LOC118503788|XP_035893357.1|ASTE
OG0007607	LOC108604292|XP_017849193.1|DBUS	LOC118503780|XP_035893346.1|ASTE
OG0007608	LOC108599952|XP_017842692.1|DBUS	LOC118503766|XP_035893328.1|ASTE
OG0007609	LOC108606694|XP_017852550.1|DBUS	LOC118509776|XP_035906808.1|ASTE
OG0007610	LOC108595127|XP_017839954.1|DBUS	LOC118503409|XP_035892531.1|ASTE
OG0007611	LOC108607377|XP_017853588.1|DBUS	LOC118503406|XP_035892504.1|ASTE
OG0007612	LOC108597332|XP_017839316.2|DBUS	LOC118506137|XP_035898766.1|ASTE
OG0007613	LOC108597718|XP_017839898.1|DBUS	LOC118507358|XP_035901658.1|ASTE
OG0007614	LOC108600767|XP_017844017.1|DBUS	LOC118504908|XP_035895869.1|ASTE
OG0007615	LOC108600114|XP_017842975.1|DBUS	LOC118504913|XP_035895878.1|ASTE
OG0007616	LOC108601984|XP_017845468.1|DBUS	LOC118504912|XP_035895877.1|ASTE
OG0007617	LOC108600867|XP_017844166.1|DBUS	LOC118504909|XP_035895870.1|ASTE
OG0007618	LOC108600351|XP_017843364.1|DBUS	LOC118504243|XP_035894358.1|ASTE
OG0007619	LOC108600320|XP_017843311.1|DBUS	LOC118506217|XP_035898940.1|ASTE
OG0007620	LOC108598378|XP_033149459.1|DBUS	LOC118504790|XP_035895648.1|ASTE
OG0007621	LOC108596988|XP_017838742.1|DBUS	LOC118508395|XP_035904040.1|ASTE
OG0007622	LOC108599620|XP_017842068.2|DBUS	LOC118508117|XP_035903508.1|ASTE
OG0007623	LOC108599795|XP_017842348.2|DBUS	LOC118503091|XP_035891875.1|ASTE
OG0007624	LOC108599234|XP_017841521.2|DBUS	LOC118503755|XP_035893299.1|ASTE
OG0007625	LOC108600339|XP_017843345.2|DBUS	LOC118503741|XP_035893260.1|ASTE
OG0007626	LOC108600163|XP_017843053.1|DBUS	LOC118503737|XP_035893246.1|ASTE
OG0007627	LOC108600161|XP_017843052.1|DBUS	LOC118503744|XP_035893279.1|ASTE
OG0007628	LOC108607349|XP_017853523.1|DBUS	LOC118509707|XP_035906686.1|ASTE
OG0007630	LOC108601487|XP_017844874.1|DBUS	LOC118517457|XP_035919507.1|ASTE
OG0007631	LOC108603635|XP_017848084.1|DBUS	LOC118508383|XP_035904013.1|ASTE
OG0007632	LOC108598832|XP_017841074.1|DBUS	LOC118509989|XP_035907264.1|ASTE
OG0007633	LOC108607796|XP_017854325.1|DBUS	LOC118510618|XP_035908538.1|ASTE
OG0007635	LOC108608459|XP_017855332.2|DBUS	LOC118512547|XP_035913019.1|ASTE
OG0007637	LOC108600815|XP_017844093.2|DBUS	LOC118508236|XP_035903736.1|ASTE
OG0007664	LOC108602241|XP_017845779.1|DBUS	LOC118504945|XP_035895941.1|ASTE
OG0007665	LOC108605032|XP_033150285.1|DBUS	LOC118510267|XP_035907760.1|ASTE
OG0007666	LOC108607128|XP_017853255.1|DBUS	LOC118510285|XP_035907797.1|ASTE
OG0007667	LOC108606394|XP_017851961.1|DBUS	LOC118507830|XP_035902831.1|ASTE
OG0007669	LOC108606382|XP_017851932.1|DBUS	LOC118517403|XP_035919361.1|ASTE
OG0007670	LOC108606381|XP_033150463.1|DBUS	LOC118517401|XP_035919359.1|ASTE
OG0007671	LOC108605284|XP_017850421.1|DBUS	LOC118509751|XP_035906775.1|ASTE
OG0007672	LOC108607101|XP_017853216.1|DBUS	LOC118517485|XP_035919573.1|ASTE
OG0007673	LOC108602162|XP_017845684.1|DBUS	LOC118507722|XP_035902566.1|ASTE
OG0007674	LOC108606532|XP_017852195.1|DBUS	LOC118511164|XP_035909799.1|ASTE
OG0007675	LOC108606811|XP_017852773.1|DBUS	LOC118510733|XP_035908842.1|ASTE
OG0007676	LOC108606353|XP_017851890.1|DBUS	LOC118510586|XP_035908482.1|ASTE
OG0007677	LOC108606574|XP_017852283.1|DBUS	LOC118514235|XP_035916832.1|ASTE
OG0007678	LOC108604927|XP_017849986.1|DBUS	LOC118509459|XP_035906426.1|ASTE
OG0007679	LOC108605547|XP_017850794.1|DBUS	LOC118517458|XP_035919508.1|ASTE
