Orthogroup	DBUS.longest_only	AAEG.longest_only
OG0006620	LOC108599385|XP_017841681.1|DBUS	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC108600992|XP_033149567.1|DBUS	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC108599920|XP_017842612.1|DBUS	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC108600669|XP_017843854.1|DBUS	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC108596253|XP_017837295.1|DBUS	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC108594882|XP_017835509.1|DBUS	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC108596818|XP_017838425.1|DBUS	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC108597698|XP_017839867.1|DBUS	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC108597426|XP_017839470.1|DBUS	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC108597131|XP_017839005.1|DBUS	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC108594736|XP_017835363.1|DBUS	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC108600313|XP_017843299.1|DBUS	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC108596184|XP_017837187.1|DBUS	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC108599861|XP_017842491.2|DBUS	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC108608171|XP_017854917.2|DBUS	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC108608442|XP_033149750.1|DBUS	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC108605643|XP_017850915.1|DBUS	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC108598817|XP_017841052.1|DBUS	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC108596269|XP_017837325.1|DBUS	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC108596266|XP_017837314.1|DBUS	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC108596326|XP_017837439.1|DBUS	LOC110675376|XP_021695875.1|AAEG
OG0006642	LOC108596859|XP_017838493.1|DBUS	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC108596082|XP_017836988.1|DBUS	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC108600988|XP_017844340.1|DBUS	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC108607981|XP_017854624.1|DBUS	LOC5578052|XP_021695953.1|AAEG
OG0006646	LOC108596069|XP_017836952.1|DBUS	LOC5578053|XP_021695958.1|AAEG
OG0006647	LOC108596848|XP_017838467.1|DBUS	LOC5568469|XP_021695997.1|AAEG
OG0006648	LOC108598915|XP_017841167.1|DBUS	LOC5573484|XP_001654632.1|AAEG
OG0006649	LOC108595912|XP_017836692.1|DBUS	LOC5575041|XP_001661771.2|AAEG
OG0006650	LOC108596409|XP_017837589.1|DBUS	LOC5573236|XP_021696049.1|AAEG
OG0006651	LOC108599975|XP_017842735.2|DBUS	LOC110675422|XP_021696083.1|AAEG
OG0006652	LOC108598914|XP_017841166.1|DBUS	LOC5574113|XP_001661185.1|AAEG
OG0006653	LOC108599808|XP_017842374.1|DBUS	LOC5574095|XP_021696112.1|AAEG
OG0006654	LOC108598555|XP_017840730.1|DBUS	LOC5574088|XP_021696127.1|AAEG
OG0006655	LOC117134619|XP_033149774.1|DBUS	LOC5574085|XP_021696132.1|AAEG
OG0006656	LOC108598478|XP_017840617.1|DBUS	LOC5565105|XP_021696171.1|AAEG
OG0006657	LOC108595638|XP_017836399.1|DBUS	LOC5572889|XP_001654239.2|AAEG
OG0006658	LOC108600568|XP_033149352.1|DBUS	LOC5574850|XP_001661673.2|AAEG
OG0006659	LOC108601160|XP_017844581.2|DBUS	LOC5566569|XP_021696260.1|AAEG
OG0006660	LOC108598604|XP_017840791.2|DBUS	LOC5574852|XP_021696264.1|AAEG
OG0006661	LOC108600340|XP_017843352.2|DBUS	LOC5579990|XP_021696271.1|AAEG
OG0006662	LOC108608510|XP_017855399.1|DBUS	LOC5574519|XP_001661488.1|AAEG
OG0006663	LOC108599866|XP_033149396.1|DBUS	LOC23687518|XP_011493493.2|AAEG
OG0006664	LOC108603274|XP_017847422.1|DBUS	LOC5577071|XP_021696368.1|AAEG
OG0006665	LOC108601100|XP_017844504.1|DBUS	LOC110675498|XP_021696371.1|AAEG
OG0006666	LOC108595019|XP_017835642.1|DBUS	LOC5570511|XP_021696425.1|AAEG
OG0006667	LOC108598711|XP_017840927.1|DBUS	LOC5570529|XP_021696429.1|AAEG
OG0006668	LOC108596115|XP_017837032.1|DBUS	LOC5570473|XP_021696469.1|AAEG
OG0006669	LOC108598126|XP_017840232.1|DBUS	LOC5571688|XP_021696474.1|AAEG
OG0006670	LOC108599563|XP_017841948.1|DBUS	LOC5571685|XP_001659821.1|AAEG
OG0006671	LOC108599560|XP_017841944.1|DBUS	LOC5571684|XP_021696476.1|AAEG
OG0006672	LOC108599768|XP_017842282.2|DBUS	LOC5567636|XP_021696480.1|AAEG
OG0006673	LOC108601158|XP_017844578.1|DBUS	LOC5567634|XP_001657589.2|AAEG
OG0006674	LOC108598365|XP_017840474.1|DBUS	LOC5567619|XP_001657593.2|AAEG
OG0006675	LOC108600035|XP_017842865.1|DBUS	LOC110675521|XP_021696504.1|AAEG
OG0006676	LOC108598513|XP_017840678.1|DBUS	LOC5564100|XP_021696522.1|AAEG
OG0006677	LOC108600267|XP_017843212.1|DBUS	LOC5564099|XP_001648425.2|AAEG
OG0006678	LOC108599953|XP_017842693.1|DBUS	LOC5566286|XP_021696527.1|AAEG
OG0006679	LOC108600279|XP_017843236.1|DBUS	LOC5566296|XP_001650672.2|AAEG
OG0006680	LOC108601621|XP_017845009.1|DBUS	LOC5566273|XP_021696539.1|AAEG
OG0006681	LOC108599559|XP_017841941.1|DBUS	LOC5566279|XP_021696554.1|AAEG
OG0006682	LOC108600674|XP_017843866.1|DBUS	LOC5566283|XP_021696559.1|AAEG
OG0006683	LOC108601097|XP_017844501.1|DBUS	LOC110675561|XP_021696569.1|AAEG
OG0006684	LOC108600266|XP_017843211.1|DBUS	LOC5566291|XP_021696570.1|AAEG
OG0006685	LOC108597729|XP_017839913.2|DBUS	LOC5570091|XP_001653078.1|AAEG
OG0006686	LOC108598582|XP_017840763.1|DBUS	LOC5570087|XP_021696585.1|AAEG
OG0006687	LOC108607173|XP_017853315.1|DBUS	LOC5569214|XP_001658387.1|AAEG
OG0006688	LOC108598883|XP_017841132.1|DBUS	LOC5568098|XP_001652035.1|AAEG
OG0006689	LOC108598173|XP_017840277.2|DBUS	LOC5568104|XP_001652043.2|AAEG
OG0006690	LOC108603669|XP_017848154.1|DBUS	LOC5566341|XP_021696745.1|AAEG
OG0006691	LOC108600447|XP_017843523.1|DBUS	LOC5578957|XP_001664136.2|AAEG
OG0006692	LOC108599859|XP_017842489.1|DBUS	LOC5564626|XP_001648971.2|AAEG
OG0006693	LOC108598648|XP_017840849.1|DBUS	LOC5564627|XP_021696772.1|AAEG
OG0006694	LOC108606566|XP_017852273.1|DBUS	LOC5567126|XP_001651548.1|AAEG
OG0006695	LOC108600645|XP_017843830.2|DBUS	LOC5564573|XP_021696810.1|AAEG
OG0006696	LOC108594423|XP_017835087.2|DBUS	LOC5572350|XP_021702586.1|AAEG
OG0006697	LOC108598630|XP_017840819.1|DBUS	LOC5566237|XP_021696840.1|AAEG
OG0006698	LOC108599997|XP_017842766.1|DBUS	LOC5566233|XP_001650607.1|AAEG
OG0006699	LOC108600458|XP_017843536.2|DBUS	LOC5565645|XP_021696877.1|AAEG
OG0006700	LOC108600773|XP_017844029.2|DBUS	LOC5565664|XP_001650012.1|AAEG
OG0006701	LOC108595233|XP_017835920.1|DBUS	LOC110675643|XP_021696899.1|AAEG
OG0006702	LOC108598526|XP_017840696.1|DBUS	LOC5573780|XP_021696923.1|AAEG
OG0006703	LOC108598896|XP_017841146.1|DBUS	LOC5576413|XP_001656115.2|AAEG
OG0006704	LOC108599360|XP_017841653.1|DBUS	LOC5576414|XP_021696953.1|AAEG
OG0006705	LOC108597329|XP_017839310.1|DBUS	LOC5568904|XP_021696995.1|AAEG
OG0006706	LOC108595144|XP_017835799.1|DBUS	LOC5568900|XP_001658223.2|AAEG
OG0006707	LOC108594840|XP_017835467.1|DBUS	LOC5574793|XP_001655350.2|AAEG
OG0006708	LOC108606213|XP_017851592.1|DBUS	LOC5574797|XP_021697006.1|AAEG
OG0006709	LOC108605143|XP_017850207.1|DBUS	LOC5574825|XP_021697020.1|AAEG
OG0006710	LOC108599863|XP_017842498.1|DBUS	LOC5578225|XP_021697046.1|AAEG
OG0006712	LOC108600014|XP_017842813.1|DBUS	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC108598506|XP_017840665.1|DBUS	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC108598505|XP_017840664.1|DBUS	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC108600828|XP_017844110.1|DBUS	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC108607624|XP_017854030.1|DBUS	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC108600122|XP_017842994.2|DBUS	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC108601037|XP_017844408.1|DBUS	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC108598496|XP_017840653.2|DBUS	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC108598296|XP_033149394.1|DBUS	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC108600491|XP_017843612.2|DBUS	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC108598600|XP_017840784.1|DBUS	LOC5571811|XP_021697116.1|AAEG
OG0006724	LOC108604637|XP_017849675.1|DBUS	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC108602815|XP_017846535.1|DBUS	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC108603525|XP_017847909.1|DBUS	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC108603502|XP_017847864.1|DBUS	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC108604071|XP_017848828.1|DBUS	LOC5571605|XP_001653725.2|AAEG
OG0006729	LOC108597029|XP_017838806.1|DBUS	LOC5570741|XP_021697358.1|AAEG
OG0006730	LOC108597028|XP_017838804.1|DBUS	LOC5576648|XP_001662804.1|AAEG
OG0006731	LOC108606764|XP_017852668.1|DBUS	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC108598004|XP_033149661.1|DBUS	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC108599082|XP_017841359.1|DBUS	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC108600399|XP_017843438.1|DBUS	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC108600451|XP_017843527.2|DBUS	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC108598624|XP_017840812.1|DBUS	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC108600759|XP_017844008.1|DBUS	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC108596426|XP_017837638.1|DBUS	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC108600118|XP_017842985.1|DBUS	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC108600686|XP_017843887.1|DBUS	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC108600685|XP_017843886.1|DBUS	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC108604123|XP_017848899.1|DBUS	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC108608119|XP_033149789.1|DBUS	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC108600925|XP_017844247.1|DBUS	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC108604762|XP_017849841.1|DBUS	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC108600778|XP_033149505.1|DBUS	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC108600107|XP_033149583.1|DBUS	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC108607231|XP_017853397.1|DBUS	LOC5567758|XP_021697604.1|AAEG
OG0006749	LOC108600909|XP_017844227.2|DBUS	LOC5564953|XP_021697669.1|AAEG
OG0006750	LOC108605839|XP_017851136.1|DBUS	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC108598421|XP_017840537.1|DBUS	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC108598258|XP_017840363.1|DBUS	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC108599486|XP_017841821.1|DBUS	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC108600527|XP_017843664.1|DBUS	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC108598476|XP_017840613.2|DBUS	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC108599961|XP_017842700.1|DBUS	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC108600316|XP_017843303.1|DBUS	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC108600315|XP_017843302.1|DBUS	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC108599536|XP_017841910.1|DBUS	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC108601836|XP_017845268.1|DBUS	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC108606795|XP_033150181.1|DBUS	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC108597750|XP_017839947.1|DBUS	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC108596025|XP_017836872.1|DBUS	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC108595982|XP_017836758.2|DBUS	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC108600959|XP_017844300.1|DBUS	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC108601044|XP_017844424.1|DBUS	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC108601042|XP_017844419.1|DBUS	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC108598502|XP_017840662.1|DBUS	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC108598127|XP_017840233.1|DBUS	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC108606805|XP_017852764.1|DBUS	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC108595093|XP_017835734.1|DBUS	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC108599875|XP_017842519.1|DBUS	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC108600691|XP_017843894.1|DBUS	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC108599180|XP_017841457.1|DBUS	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC108600633|XP_017843809.2|DBUS	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC108600631|XP_017843807.1|DBUS	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC108600791|XP_017841499.1|DBUS	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC108601016|XP_017844379.1|DBUS	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC108600916|XP_017844238.1|DBUS	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC108600895|XP_017844208.2|DBUS	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC108599640|XP_017842102.1|DBUS	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC108596117|XP_033150945.1|DBUS	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC108599932|XP_033149620.1|DBUS	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC108596180|XP_017837177.1|DBUS	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC108595652|XP_017836415.1|DBUS	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC108598428|XP_017840544.2|DBUS	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC108598757|XP_017840983.1|DBUS	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC108606594|XP_017852329.1|DBUS	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC108596654|XP_017838129.1|DBUS	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC108599473|XP_033149702.1|DBUS	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC108599918|XP_017842611.1|DBUS	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC108598498|XP_017840657.2|DBUS	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC108597400|XP_017839433.1|DBUS	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC108598399|XP_017840511.1|DBUS	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC108598473|XP_017840610.1|DBUS	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC108596597|XP_017838019.1|DBUS	LOC5564300|XP_001648651.1|AAEG
OG0006799	LOC108600220|XP_017843132.2|DBUS	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC108599727|XP_017842216.1|DBUS	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC108606595|XP_017852331.1|DBUS	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC108595346|XP_017836059.1|DBUS	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC108596715|XP_017838237.1|DBUS	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC108599396|XP_017841694.1|DBUS	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC108596432|XP_017837647.1|DBUS	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC108600946|XP_017844279.1|DBUS	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC108600746|XP_033149622.1|DBUS	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC108595026|XP_017835650.1|DBUS	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC108594899|XP_017835525.1|DBUS	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC108600367|XP_017843392.1|DBUS	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC108601928|XP_017845393.1|DBUS	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC108601127|XP_017844537.1|DBUS	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC108597133|XP_017839007.1|DBUS	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC108599492|XP_017841828.1|DBUS	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC108600192|XP_017843090.1|DBUS	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC108600190|XP_017843088.1|DBUS	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC108601172|XP_017844594.1|DBUS	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC108600157|XP_017843047.1|DBUS	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC108600187|XP_017843083.2|DBUS	LOC5574351|XP_001661386.2|AAEG
OG0006821	LOC108608314|XP_017855131.1|DBUS	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC108597158|XP_017839054.1|DBUS	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC108598683|XP_017840895.1|DBUS	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC108600298|XP_017843269.1|DBUS	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC108599170|XP_017841445.1|DBUS	LOC5577266|XP_021698973.1|AAEG
OG0006826	LOC108598790|XP_017841929.2|DBUS	LOC5577270|XP_021698987.1|AAEG
OG0006828	LOC108599871|XP_017842515.2|DBUS	LOC5573299|XP_021699066.1|AAEG
OG0006829	LOC108600969|XP_017844315.1|DBUS	LOC5575939|XP_001662292.2|AAEG
OG0006830	LOC108601104|XP_033149628.1|DBUS	LOC5577292|XP_021699169.1|AAEG
OG0006831	LOC108600644|XP_033149381.1|DBUS	LOC5572503|XP_001660443.2|AAEG
OG0006832	LOC108599311|XP_017841603.1|DBUS	LOC5577144|XP_021699221.1|AAEG
OG0006833	LOC108599383|XP_017841677.1|DBUS	LOC5577147|XP_021699228.1|AAEG
OG0006834	LOC108600858|XP_017844152.2|DBUS	LOC5573014|XP_001654342.2|AAEG
OG0006835	LOC108601166|XP_017844587.1|DBUS	LOC5573011|XP_021699250.1|AAEG
OG0006836	LOC108599297|XP_033149471.1|DBUS	LOC5573010|XP_001654338.2|AAEG
OG0006837	LOC108598579|XP_017840759.2|DBUS	LOC5573001|XP_001654328.1|AAEG
OG0006838	LOC108598481|XP_017840622.1|DBUS	LOC5574542|XP_021699261.1|AAEG
OG0006839	LOC108600973|XP_017844324.1|DBUS	LOC5574541|XP_021699268.1|AAEG
OG0006840	LOC108594247|XP_017834856.2|DBUS	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC108598313|XP_017840418.1|DBUS	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC108598093|XP_033149303.1|DBUS	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC108606810|XP_017852771.1|DBUS	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC108603233|XP_017847341.1|DBUS	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC108600548|XP_017843696.2|DBUS	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC108601131|XP_017844543.1|DBUS	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC108600760|XP_017844009.1|DBUS	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC108594807|XP_033149010.1|DBUS	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC108599583|XP_017842014.1|DBUS	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC108599493|XP_017841829.1|DBUS	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC108599498|XP_033149770.1|DBUS	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC108596861|XP_017838497.1|DBUS	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC108598176|XP_017840281.1|DBUS	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC108597037|XP_017838819.1|DBUS	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC108600120|XP_017842991.1|DBUS	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC108596284|XP_017837345.1|DBUS	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC108594665|XP_033149148.1|DBUS	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC108600311|XP_017843291.2|DBUS	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC108596971|XP_017838709.1|DBUS	LOC5569576|XP_001658637.2|AAEG
OG0006860	LOC108597018|XP_017838788.1|DBUS	LOC5567709|XP_021699758.1|AAEG
OG0006861	LOC108597289|XP_017839252.1|DBUS	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC108598450|XP_017840579.2|DBUS	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC108605628|XP_017850900.1|DBUS	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC108596706|XP_017838217.1|DBUS	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC108604480|XP_017849456.1|DBUS	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC108597576|XP_017839678.1|DBUS	LOC5574641|XP_001661556.2|AAEG
OG0006869	LOC108596785|XP_017838378.1|DBUS	LOC5574645|XP_021699909.1|AAEG
OG0006870	LOC108594651|XP_017835282.2|DBUS	LOC5572042|XP_001660147.3|AAEG
OG0006871	LOC108595371|XP_017836087.1|DBUS	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC108595847|XP_017836626.1|DBUS	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC108596259|XP_017837305.1|DBUS	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC108608282|XP_017855085.2|DBUS	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC108600411|XP_017843462.1|DBUS	LOC5574376|XP_021700082.1|AAEG
OG0006876	LOC108596545|XP_017837927.1|DBUS	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC108602582|XP_017846211.1|DBUS	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC108607993|XP_017854640.1|DBUS	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC108597292|XP_017839258.1|DBUS	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC108594675|XP_017835308.1|DBUS	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC108594388|XP_017835043.2|DBUS	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC108595301|XP_017836004.1|DBUS	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC108608155|XP_033148947.1|DBUS	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC108594447|XP_017835110.1|DBUS	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC108607879|XP_033149980.1|DBUS	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC108601409|XP_017844796.1|DBUS	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC108606439|XP_017852040.1|DBUS	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC108594240|XP_017834843.1|DBUS	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC108608156|XP_017854898.1|DBUS	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC108608183|XP_033149863.1|DBUS	LOC5571936|XP_001660046.2|AAEG
OG0006891	LOC108608558|XP_017855469.1|DBUS	LOC5571942|XP_021700428.1|AAEG
OG0006892	LOC108608544|XP_017855450.1|DBUS	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC108608103|XP_017854803.1|DBUS	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC108608101|XP_017854798.1|DBUS	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC108606828|XP_017852800.1|DBUS	LOC5569506|XP_021700483.1|AAEG
OG0006896	LOC108599483|XP_017841822.2|DBUS	LOC5569507|XP_021700485.1|AAEG
OG0006897	LOC108608291|XP_033150581.1|DBUS	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC108607794|XP_017854323.1|DBUS	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC108594430|XP_033149965.1|DBUS	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC108595867|XP_017836647.1|DBUS	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC108607598|XP_017853989.1|DBUS	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC108606912|XP_017852942.1|DBUS	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC108601230|XP_033150113.1|DBUS	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC108608460|XP_017855333.1|DBUS	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC108607911|XP_017854514.1|DBUS	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC108598384|XP_017840495.1|DBUS	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC108607501|XP_033149547.1|DBUS	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC108608356|XP_017855191.1|DBUS	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC117134988|XP_033150580.1|DBUS	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC108608341|XP_017855173.1|DBUS	LOC5570913|XP_021700629.1|AAEG
OG0006912	LOC108604264|XP_017849151.1|DBUS	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC108608015|XP_017854678.1|DBUS	LOC5571738|XP_021700728.1|AAEG
OG0006914	LOC108599959|XP_017842698.1|DBUS	LOC5571737|XP_021700731.1|AAEG
OG0006916	LOC108608091|XP_033150868.1|DBUS	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC108607607|XP_017853999.1|DBUS	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC108606064|XP_017851403.1|DBUS	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC108608093|XP_017854786.1|DBUS	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
