Orthogroup	DBUS.longest_only	HILL.longest_only
OG0006488	LOC108599922|XP_017842618.1|DBUS	LOC119658238|XP_037921443.1|HILL
OG0006489	LOC108603293|XP_017847453.1|DBUS	LOC119660606|XP_037925222.1|HILL
OG0006490	LOC108603966|XP_017848658.1|DBUS	LOC119651103|XP_037910388.1|HILL
OG0006491	LOC108608359|XP_017855195.1|DBUS	LOC119651712|XP_037911354.1|HILL
OG0006492	LOC108604702|XP_017849751.1|DBUS	LOC119653214|XP_037913712.1|HILL
OG0006493	LOC108605261|XP_017850376.1|DBUS	LOC119656486|XP_037918738.1|HILL
OG0006494	LOC108606739|XP_017852623.1|DBUS	LOC119656698|XP_037919131.1|HILL
OG0006495	LOC108605575|XP_017850834.1|DBUS	LOC119657028|XP_037919706.1|HILL
OG0006496	LOC108604526|XP_017849526.1|DBUS	LOC119651027|XP_037910267.1|HILL
OG0006498	LOC108601778|XP_017845194.1|DBUS	LOC119653040|XP_037913424.1|HILL
OG0006499	LOC108603462|XP_017847784.1|DBUS	LOC119657758|XP_037920742.1|HILL
OG0006500	LOC108594485|XP_033149018.1|DBUS	LOC119661012|XP_037926087.1|HILL
OG0006501	LOC108603047|XP_017846955.1|DBUS	LOC119656671|XP_037919082.1|HILL
OG0006502	LOC108602075|XP_017845584.1|DBUS	LOC119653085|XP_037913506.1|HILL
OG0006503	LOC108604115|XP_017848888.1|DBUS	LOC119651191|XP_037910557.1|HILL
OG0006504	LOC108602297|XP_017845867.1|DBUS	LOC119651519|XP_037911078.1|HILL
OG0006505	LOC108603921|XP_017848602.1|DBUS	LOC119657263|XP_037920022.1|HILL
OG0006506	LOC108600875|XP_017844177.1|DBUS	LOC119658062|XP_037921243.1|HILL
OG0006507	LOC108601758|XP_017845171.2|DBUS	LOC119660184|XP_037924523.1|HILL
OG0006508	LOC108602473|XP_017846086.1|DBUS	LOC119660356|XP_037924783.1|HILL
OG0006509	LOC108605325|XP_017850483.1|DBUS	LOC119658452|XP_037921787.1|HILL
OG0006510	LOC117134730|XP_033149264.1|DBUS	LOC119653249|XP_037913783.1|HILL
OG0006512	LOC108601441|XP_017844828.1|DBUS	LOC119653193|XP_037913681.1|HILL
OG0006513	LOC108602877|XP_017846662.2|DBUS	LOC119653075|XP_037913487.1|HILL
OG0006514	LOC108604523|XP_017849521.1|DBUS	LOC119652574|XP_037912716.1|HILL
OG0006515	LOC108603018|XP_017846904.1|DBUS	LOC119652573|XP_037912715.1|HILL
OG0006516	LOC108601615|XP_017845003.1|DBUS	LOC119651653|XP_037911264.1|HILL
OG0006517	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS	LOC119651985|XP_037911828.1|HILL
OG0006518	LOC108603137|XP_017847150.2|DBUS	LOC119652349|XP_037912317.1|HILL
OG0006519	LOC108601798|XP_017845222.1|DBUS	LOC119652695|XP_037912900.1|HILL
OG0006520	LOC108604142|XP_017848940.1|DBUS	LOC119651182|XP_037910540.1|HILL
OG0006521	LOC108602150|XP_017845672.1|DBUS	LOC119652980|XP_037913317.1|HILL
OG0006522	LOC108604772|XP_017849855.1|DBUS	LOC119650619|XP_037909436.1|HILL
OG0006523	LOC108602616|XP_017846243.1|DBUS	LOC119653189|XP_037913674.1|HILL
OG0006524	LOC108608467|XP_017855343.2|DBUS	LOC119658312|XP_037921562.1|HILL
OG0006525	LOC108606283|XP_017851752.1|DBUS	LOC119657066|XP_037919747.1|HILL
OG0006526	LOC108601457|XP_017844844.1|DBUS	LOC119651732|XP_037911388.1|HILL
OG0006527	LOC108603899|XP_017848564.1|DBUS	LOC119651540|XP_037911099.1|HILL
OG0006529	LOC108601458|XP_017844845.1|DBUS	LOC119652404|XP_037912438.1|HILL
OG0006530	LOC108601459|XP_017844846.2|DBUS	LOC119652934|XP_037913252.1|HILL
OG0006531	LOC108602731|XP_017846371.1|DBUS	LOC119652436|XP_037912506.1|HILL
OG0006532	LOC108602315|XP_017845888.1|DBUS	LOC119653118|XP_037913570.1|HILL
OG0006533	LOC108595324|XP_017836032.1|DBUS	LOC119652743|XP_037912970.1|HILL
OG0006534	LOC108603727|XP_017848259.1|DBUS	LOC119651146|XP_037910478.1|HILL
OG0006535	LOC108604058|XP_017848810.1|DBUS	LOC119650683|XP_037909571.1|HILL
OG0006536	LOC108602342|XP_017845926.1|DBUS	LOC119651773|XP_037911455.1|HILL
OG0006537	LOC108602435|XP_017846045.1|DBUS	LOC119651281|XP_037910718.1|HILL
OG0006538	LOC108603283|XP_017847434.1|DBUS	LOC119652334|XP_037912274.1|HILL
OG0006539	LOC108603534|XP_033150099.1|DBUS	LOC119651829|XP_037911550.1|HILL
OG0006540	LOC108604700|XP_017849750.1|DBUS	LOC119652783|XP_037913026.1|HILL
OG0006541	LOC108603615|XP_017848054.1|DBUS	LOC119651498|XP_037911043.1|HILL
OG0006542	LOC108603617|XP_017848055.1|DBUS	LOC119651499|XP_037911044.1|HILL
OG0006543	LOC108604009|XP_017848740.1|DBUS	LOC119650745|XP_037909746.1|HILL
OG0006544	LOC108603488|XP_017847829.1|DBUS	LOC119659523|XP_037923587.1|HILL
OG0006545	LOC108606136|XP_017851478.1|DBUS	LOC119651305|XP_037910760.1|HILL
OG0006546	LOC108601810|XP_017845235.1|DBUS	LOC119652898|XP_037913199.1|HILL
OG0006547	LOC108603324|XP_017847534.1|DBUS	LOC119652369|XP_037912390.1|HILL
OG0006548	LOC108602646|XP_017846281.1|DBUS	LOC119657121|XP_037919813.1|HILL
OG0006549	LOC108604691|XP_017849737.1|DBUS	LOC119660221|XP_037924587.1|HILL
OG0006550	LOC108602403|XP_017846003.1|DBUS	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL
OG0006551	LOC108605321|XP_017850480.1|DBUS	LOC119656782|XP_037919295.1|HILL
OG0006552	LOC108607099|XP_017853212.1|DBUS	LOC119657003|XP_037919669.1|HILL
OG0006553	LOC108602468|XP_017846080.1|DBUS	LOC119652849|XP_037913129.1|HILL
OG0006554	LOC108603013|XP_017846898.1|DBUS	LOC119652536|XP_037912665.1|HILL
OG0006555	LOC108604388|XP_017849334.1|DBUS	LOC119651458|XP_037910992.1|HILL
OG0006557	LOC108603816|XP_017848433.1|DBUS	LOC119660277|XP_037924675.1|HILL
OG0006558	LOC108604032|XP_017848773.1|DBUS	LOC119646603|XP_037903027.1|HILL
OG0006559	LOC108601787|XP_017845202.1|DBUS	LOC119652796|XP_037913046.1|HILL
OG0006560	LOC108603127|XP_017847134.1|DBUS	LOC119651149|XP_037910482.1|HILL
OG0006561	LOC108603126|XP_017847133.1|DBUS	LOC119651148|XP_037910481.1|HILL
OG0006562	LOC108604361|XP_017849291.2|DBUS	LOC119652452|XP_037912525.1|HILL
OG0006563	LOC108602950|XP_017846788.1|DBUS	LOC119652630|XP_037912805.1|HILL
OG0006564	LOC108602245|XP_017845784.1|DBUS	LOC119652651|XP_037912828.1|HILL
OG0006565	LOC108601360|XP_017844749.1|DBUS	LOC119652367|XP_037912387.1|HILL
OG0006566	LOC108603529|XP_017847912.1|DBUS	LOC119651112|XP_037910407.1|HILL
OG0006567	LOC108602183|XP_017845711.1|DBUS	LOC119656536|XP_037918810.1|HILL
OG0006568	LOC108603802|XP_033149828.1|DBUS	LOC119656537|XP_037918811.1|HILL
OG0006569	LOC108598954|XP_017841214.1|DBUS	LOC119658819|XP_037922471.1|HILL
OG0006570	LOC108604258|XP_017849140.1|DBUS	LOC119658841|XP_037922514.1|HILL
OG0006571	LOC108602841|XP_017846581.1|DBUS	LOC119651702|XP_037911343.1|HILL
OG0006572	LOC108602026|XP_017845517.1|DBUS	LOC119656551|XP_037918845.1|HILL
OG0006573	LOC108604687|XP_017849732.1|DBUS	LOC119652575|XP_037912717.1|HILL
OG0006574	LOC108604503|XP_017849488.1|DBUS	LOC119651224|XP_037910616.1|HILL
OG0006575	LOC108602999|XP_017846883.1|DBUS	LOC119657045|XP_037919727.1|HILL
OG0006576	LOC108603997|XP_017848720.1|DBUS	LOC119657999|XP_037921147.1|HILL
OG0006577	LOC108604454|XP_017849423.1|DBUS	LOC119651460|XP_037910994.1|HILL
OG0006578	LOC108603995|XP_017848717.1|DBUS	LOC119652253|XP_037912162.1|HILL
OG0006579	LOC108597687|XP_017839854.2|DBUS	LOC119656902|XP_037919514.1|HILL
OG0006580	LOC108604218|XP_017849072.1|DBUS	LOC119657922|XP_037921037.1|HILL
OG0006581	LOC108601937|XP_017845403.1|DBUS	LOC119660486|XP_037925003.1|HILL
OG0006582	LOC108604282|XP_017849174.1|DBUS	LOC119659834|XP_037924058.1|HILL
OG0006583	LOC108604422|XP_017849377.1|DBUS	LOC119651628|XP_037911217.1|HILL
OG0006585	LOC108607179|XP_017853327.1|DBUS	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL
OG0006586	LOC108604610|XP_017849638.1|DBUS	LOC119652220|XP_037912090.1|HILL
OG0006587	LOC108604608|XP_017849636.1|DBUS	LOC119652217|XP_037912087.1|HILL
OG0006588	LOC108604288|XP_017849188.1|DBUS	LOC119653122|XP_037913576.1|HILL
OG0006589	LOC108601543|XP_033150091.1|DBUS	LOC119653155|XP_037913623.1|HILL
OG0006590	LOC108601653|XP_017845042.1|DBUS	LOC119653132|XP_037913589.1|HILL
OG0006591	LOC108600152|XP_017843036.2|DBUS	LOC119648435|XP_037906118.1|HILL
OG0006592	LOC108604562|XP_017849580.1|DBUS	LOC119652647|XP_037912824.1|HILL
OG0006593	LOC108604560|XP_017849577.1|DBUS	LOC119652646|XP_037912822.1|HILL
OG0006594	LOC108598905|XP_017841157.2|DBUS	LOC119648050|XP_037905441.1|HILL
OG0006595	LOC108596663|XP_033149251.1|DBUS	LOC119658874|XP_037922572.1|HILL
OG0006596	LOC108596557|XP_017837943.1|DBUS	LOC119659414|XP_037923416.1|HILL
OG0006597	LOC108599834|XP_017842431.1|DBUS	LOC119648678|XP_037906399.1|HILL
OG0006598	LOC117134993|XP_033150598.1|DBUS	LOC119649983|XP_037908353.1|HILL
OG0006599	LOC108600362|XP_017843383.1|DBUS	LOC119647869|XP_037905067.1|HILL
OG0006600	LOC108600468|XP_017843557.1|DBUS	LOC119650219|XP_037908721.1|HILL
OG0006601	LOC108599500|XP_017841856.1|DBUS	LOC119647715|XP_037904735.1|HILL
OG0006602	LOC108599501|XP_017841857.1|DBUS	LOC119647716|XP_037904736.1|HILL
OG0006603	LOC108598013|XP_017840117.1|DBUS	LOC119649936|XP_037908284.1|HILL
OG0006604	LOC108599057|XP_017841326.1|DBUS	LOC119648393|XP_037906059.1|HILL
OG0006605	LOC108605803|XP_017851098.1|DBUS	LOC119657847|XP_037920897.1|HILL
OG0006606	LOC108597975|XP_017840080.1|DBUS	LOC119648454|XP_037906139.1|HILL
OG0006607	LOC108600636|XP_033149380.1|DBUS	LOC119647644|XP_037904634.1|HILL
OG0006608	LOC108604624|XP_017849661.1|DBUS	LOC119648457|XP_037906142.1|HILL
OG0006609	LOC108603593|XP_017848023.1|DBUS	LOC119648766|XP_037906523.1|HILL
OG0006610	LOC108600617|XP_017843783.1|DBUS	LOC119647929|XP_037905190.1|HILL
OG0006611	LOC108601094|XP_017844493.1|DBUS	LOC119648127|XP_037905576.1|HILL
OG0006612	LOC108599135|XP_017841413.1|DBUS	LOC119648253|XP_037905824.1|HILL
OG0006613	LOC108599101|XP_017841379.1|DBUS	LOC119648989|XP_037906841.1|HILL
OG0006614	LOC108598402|XP_017840514.1|DBUS	LOC119648696|XP_037906429.1|HILL
OG0006615	LOC108598689|XP_017840898.1|DBUS	LOC119649819|XP_037908079.1|HILL
OG0006616	LOC108599777|XP_017842320.1|DBUS	LOC119647444|XP_037904295.1|HILL
OG0006617	LOC108600042|XP_017842876.1|DBUS	LOC119647975|XP_037905275.1|HILL
OG0006618	LOC108598902|XP_017841154.1|DBUS	LOC119648360|XP_037906002.1|HILL
OG0006619	LOC108599750|XP_017842252.1|DBUS	LOC119648922|XP_037906755.1|HILL
OG0006620	LOC108599385|XP_017841681.1|DBUS	LOC119648932|XP_037906773.1|HILL
OG0006621	LOC108600992|XP_033149567.1|DBUS	LOC119649908|XP_037908234.1|HILL
OG0006622	LOC108599920|XP_017842612.1|DBUS	LOC119648062|XP_037905457.1|HILL
OG0006623	LOC108600669|XP_017843854.1|DBUS	LOC119648289|XP_037905873.1|HILL
OG0006624	LOC108596253|XP_017837295.1|DBUS	LOC119646852|XP_037903401.1|HILL
OG0006625	LOC108594882|XP_017835509.1|DBUS	LOC119646854|XP_037903404.1|HILL
OG0006626	LOC108596818|XP_017838425.1|DBUS	LOC119646320|XP_037902669.1|HILL
OG0006627	LOC108597698|XP_017839867.1|DBUS	LOC119661535|XP_037926843.1|HILL
OG0006628	LOC108597426|XP_017839470.1|DBUS	LOC119651079|XP_037910352.1|HILL
OG0006629	LOC108597131|XP_017839005.1|DBUS	LOC119646641|XP_037903082.1|HILL
OG0006630	LOC108594736|XP_017835363.1|DBUS	LOC119646423|XP_037902796.1|HILL
OG0006631	LOC108600313|XP_017843299.1|DBUS	LOC119649078|XP_037907002.1|HILL
OG0006632	LOC108596184|XP_017837187.1|DBUS	LOC119661230|XP_037926383.1|HILL
OG0006633	LOC108599861|XP_017842491.2|DBUS	LOC119649759|XP_037907981.1|HILL
OG0006634	LOC108608171|XP_017854917.2|DBUS	LOC119656414|XP_037918727.1|HILL
OG0006635	LOC108608442|XP_033149750.1|DBUS	LOC119649163|XP_037907115.1|HILL
OG0006636	LOC108605643|XP_017850915.1|DBUS	LOC119646544|XP_037902944.1|HILL
OG0006637	LOC108598817|XP_017841052.1|DBUS	LOC119649931|XP_037908277.1|HILL
OG0006638	LOC108596269|XP_017837325.1|DBUS	LOC119646231|XP_037902549.1|HILL
OG0006639	LOC108596266|XP_017837314.1|DBUS	LOC119652732|XP_037912959.1|HILL
OG0006640	LOC108596326|XP_017837439.1|DBUS	LOC119647104|XP_037903810.1|HILL
OG0006642	LOC108596859|XP_017838493.1|DBUS	LOC119647177|XP_037903913.1|HILL
OG0006643	LOC108596082|XP_017836988.1|DBUS	LOC119646469|XP_037902847.1|HILL
OG0006644	LOC108600988|XP_017844340.1|DBUS	LOC119658235|XP_037921444.1|HILL
OG0006645	LOC108607981|XP_017854624.1|DBUS	LOC119659183|XP_037923074.1|HILL
OG0006646	LOC108596069|XP_017836952.1|DBUS	LOC119651013|XP_037910240.1|HILL
OG0006648	LOC108598915|XP_017841167.1|DBUS	LOC119650182|XP_037908663.1|HILL
OG0006649	LOC108595912|XP_017836692.1|DBUS	LOC119647292|XP_037904126.1|HILL
OG0006650	LOC108596409|XP_017837589.1|DBUS	LOC119649168|XP_037907127.1|HILL
OG0006651	LOC108599975|XP_017842735.2|DBUS	LOC119648095|XP_037905521.1|HILL
OG0006652	LOC108598914|XP_017841166.1|DBUS	LOC119650045|XP_037908456.1|HILL
OG0006653	LOC108599808|XP_017842374.1|DBUS	LOC119647725|XP_037904747.1|HILL
OG0006654	LOC108598555|XP_017840730.1|DBUS	LOC119649991|XP_037908375.1|HILL
OG0006655	LOC117134619|XP_033149774.1|DBUS	LOC119649426|XP_037907501.1|HILL
OG0006656	LOC108598478|XP_017840617.1|DBUS	LOC119650022|XP_037908426.1|HILL
OG0006657	LOC108595638|XP_017836399.1|DBUS	LOC119650079|XP_037908510.1|HILL
OG0006658	LOC108600568|XP_033149352.1|DBUS	LOC119649010|XP_037906888.1|HILL
OG0006659	LOC108601160|XP_017844581.2|DBUS	LOC119649474|XP_037907561.1|HILL
OG0006660	LOC108598604|XP_017840791.2|DBUS	LOC119648340|XP_037905963.1|HILL
OG0006661	LOC108600340|XP_017843352.2|DBUS	LOC119650375|XP_037909040.1|HILL
OG0006662	LOC108608510|XP_017855399.1|DBUS	LOC119660836|XP_037925636.1|HILL
OG0006663	LOC108599866|XP_033149396.1|DBUS	LOC119648026|XP_037905372.1|HILL
OG0006664	LOC108603274|XP_017847422.1|DBUS	LOC119653526|XP_037914129.1|HILL
OG0006665	LOC108601100|XP_017844504.1|DBUS	LOC119649164|XP_037907117.1|HILL
OG0006666	LOC108595019|XP_017835642.1|DBUS	LOC119649952|XP_037908316.1|HILL
OG0006667	LOC108598711|XP_017840927.1|DBUS	LOC119649797|XP_037908029.1|HILL
OG0006668	LOC108596115|XP_017837032.1|DBUS	LOC119661738|XP_037927132.1|HILL
OG0006669	LOC108598126|XP_017840232.1|DBUS	LOC119648923|XP_037906756.1|HILL
OG0006670	LOC108599563|XP_017841948.1|DBUS	LOC119650071|XP_037908495.1|HILL
OG0006671	LOC108599560|XP_017841944.1|DBUS	LOC119648973|XP_037906823.1|HILL
OG0006672	LOC108599768|XP_017842282.2|DBUS	LOC119648236|XP_037905787.1|HILL
OG0006673	LOC108601158|XP_017844578.1|DBUS	LOC119648804|XP_037906580.1|HILL
OG0006674	LOC108598365|XP_017840474.1|DBUS	LOC119649504|XP_037907600.1|HILL
OG0006675	LOC108600035|XP_017842865.1|DBUS	LOC119648645|XP_037906344.1|HILL
OG0006676	LOC108598513|XP_017840678.1|DBUS	LOC119649618|XP_037907767.1|HILL
OG0006677	LOC108600267|XP_017843212.1|DBUS	LOC119648799|XP_037906571.1|HILL
OG0006678	LOC108599953|XP_017842693.1|DBUS	LOC119649817|XP_037908076.1|HILL
OG0006679	LOC108600279|XP_017843236.1|DBUS	LOC119649878|XP_037908183.1|HILL
OG0006680	LOC108601621|XP_017845009.1|DBUS	LOC119660544|XP_037925107.1|HILL
OG0006681	LOC108599559|XP_017841941.1|DBUS	LOC119647706|XP_037904719.1|HILL
OG0006682	LOC108600674|XP_017843866.1|DBUS	LOC119648876|XP_037906695.1|HILL
OG0006683	LOC108601097|XP_017844501.1|DBUS	LOC119648877|XP_037906696.1|HILL
OG0006684	LOC108600266|XP_017843211.1|DBUS	LOC119650435|XP_037909184.1|HILL
OG0006685	LOC108597729|XP_017839913.2|DBUS	LOC119647412|XP_037904222.1|HILL
OG0006686	LOC108598582|XP_017840763.1|DBUS	LOC119650149|XP_037908614.1|HILL
OG0006687	LOC108607173|XP_017853315.1|DBUS	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL
OG0006688	LOC108598883|XP_017841132.1|DBUS	LOC119649611|XP_037907759.1|HILL
OG0006689	LOC108598173|XP_017840277.2|DBUS	LOC119648980|XP_037906830.1|HILL
OG0006691	LOC108600447|XP_017843523.1|DBUS	LOC119647467|XP_037904329.1|HILL
OG0006692	LOC108599859|XP_017842489.1|DBUS	LOC119648021|XP_037905361.1|HILL
OG0006693	LOC108598648|XP_017840849.1|DBUS	LOC119649161|XP_037907097.1|HILL
OG0006694	LOC108606566|XP_017852273.1|DBUS	LOC119661022|XP_037926099.1|HILL
OG0006695	LOC108600645|XP_017843830.2|DBUS	LOC119649586|XP_037907719.1|HILL
OG0006696	LOC108594423|XP_017835087.2|DBUS	LOC119648619|XP_037906316.1|HILL
OG0006697	LOC108598630|XP_017840819.1|DBUS	LOC119647480|XP_037904351.1|HILL
OG0006698	LOC108599997|XP_017842766.1|DBUS	LOC119648646|XP_037906346.1|HILL
OG0006699	LOC108600458|XP_017843536.2|DBUS	LOC119647901|XP_037905136.1|HILL
OG0006700	LOC108600773|XP_017844029.2|DBUS	LOC119655486|XP_037917316.1|HILL
OG0006701	LOC108595233|XP_017835920.1|DBUS	LOC119651642|XP_037911245.1|HILL
OG0006702	LOC108598526|XP_017840696.1|DBUS	LOC119648266|XP_037905846.1|HILL
OG0006703	LOC108598896|XP_017841146.1|DBUS	LOC119649368|XP_037907412.1|HILL
OG0006704	LOC108599360|XP_017841653.1|DBUS	LOC119649674|XP_037907861.1|HILL
OG0006707	LOC108594840|XP_017835467.1|DBUS	LOC119646489|XP_037902876.1|HILL
OG0006709	LOC108605143|XP_017850207.1|DBUS	LOC119646133|XP_037902410.1|HILL
OG0006710	LOC108599863|XP_017842498.1|DBUS	LOC119649858|XP_037908149.1|HILL
OG0006712	LOC108600014|XP_017842813.1|DBUS	LOC119648307|XP_037905901.1|HILL
OG0006713	LOC108598506|XP_017840665.1|DBUS	LOC119650347|XP_037908949.1|HILL
OG0006714	LOC108598505|XP_017840664.1|DBUS	LOC119650346|XP_037908946.1|HILL
OG0006715	LOC108600828|XP_017844110.1|DBUS	LOC119648912|XP_037906746.1|HILL
OG0006716	LOC108607624|XP_017854030.1|DBUS	LOC119651593|XP_037911167.1|HILL
OG0006717	LOC108600122|XP_017842994.2|DBUS	LOC119648294|XP_037905882.1|HILL
OG0006718	LOC108601037|XP_017844408.1|DBUS	LOC119648409|XP_037906087.1|HILL
OG0006719	LOC108598496|XP_017840653.2|DBUS	LOC119650233|XP_037908739.1|HILL
OG0006720	LOC108598296|XP_033149394.1|DBUS	LOC119650370|XP_037909028.1|HILL
OG0006721	LOC108600491|XP_017843612.2|DBUS	LOC119649549|XP_037907669.1|HILL
OG0006722	LOC108598600|XP_017840784.1|DBUS	LOC119649327|XP_037907356.1|HILL
OG0006724	LOC108604637|XP_017849675.1|DBUS	LOC119659984|XP_037924282.1|HILL
OG0006725	LOC108602815|XP_017846535.1|DBUS	LOC119660239|XP_037924621.1|HILL
OG0006726	LOC108603525|XP_017847909.1|DBUS	LOC119654868|XP_037916391.1|HILL
OG0006727	LOC108603502|XP_017847864.1|DBUS	LOC119659216|XP_037923117.1|HILL
OG0006728	LOC108604071|XP_017848828.1|DBUS	LOC119652388|XP_037912421.1|HILL
OG0006729	LOC108597029|XP_017838806.1|DBUS	LOC119647269|XP_037904088.1|HILL
OG0006730	LOC108597028|XP_017838804.1|DBUS	LOC119647270|XP_037904091.1|HILL
OG0006731	LOC108606764|XP_017852668.1|DBUS	LOC119649399|XP_037907452.1|HILL
OG0006732	LOC108598004|XP_033149661.1|DBUS	LOC119650157|XP_037908630.1|HILL
OG0006733	LOC108599082|XP_017841359.1|DBUS	LOC119650415|XP_037909136.1|HILL
OG0006734	LOC108600399|XP_017843438.1|DBUS	LOC119648874|XP_037906693.1|HILL
OG0006735	LOC108600451|XP_017843527.2|DBUS	LOC119648389|XP_037906054.1|HILL
OG0006736	LOC108598624|XP_017840812.1|DBUS	LOC119647995|XP_037905308.1|HILL
OG0006737	LOC108600759|XP_017844008.1|DBUS	LOC119650276|XP_037908829.1|HILL
OG0006738	LOC108596426|XP_017837638.1|DBUS	LOC119648263|XP_037905842.1|HILL
OG0006739	LOC108600118|XP_017842985.1|DBUS	LOC119648264|XP_037905844.1|HILL
OG0006740	LOC108600686|XP_017843887.1|DBUS	LOC119648149|XP_037905648.1|HILL
OG0006741	LOC108600685|XP_017843886.1|DBUS	LOC119648063|XP_037905458.1|HILL
OG0006743	LOC108608119|XP_033149789.1|DBUS	LOC119660984|XP_037925997.1|HILL
OG0006744	LOC108600925|XP_017844247.1|DBUS	LOC119648196|XP_037905717.1|HILL
OG0006745	LOC108604762|XP_017849841.1|DBUS	LOC119660191|XP_037924537.1|HILL
OG0006746	LOC108600778|XP_033149505.1|DBUS	LOC119648006|XP_037905326.1|HILL
OG0006747	LOC108600107|XP_033149583.1|DBUS	LOC119649601|XP_037907743.1|HILL
OG0006748	LOC108607231|XP_017853397.1|DBUS	LOC119646538|XP_037902937.1|HILL
OG0006749	LOC108600909|XP_017844227.2|DBUS	LOC119649274|XP_037907291.1|HILL
OG0006750	LOC108605839|XP_017851136.1|DBUS	LOC119657897|XP_037920981.1|HILL
OG0006752	LOC108598421|XP_017840537.1|DBUS	LOC119648292|XP_037905880.1|HILL
OG0006753	LOC108598258|XP_017840363.1|DBUS	LOC119649451|XP_037907534.1|HILL
OG0006754	LOC108599486|XP_017841821.1|DBUS	LOC119649029|XP_037906914.1|HILL
OG0006755	LOC108600527|XP_017843664.1|DBUS	LOC119649960|XP_037908324.1|HILL
OG0006756	LOC108598476|XP_017840613.2|DBUS	LOC119650259|XP_037908788.1|HILL
OG0006757	LOC108599961|XP_017842700.1|DBUS	LOC119649187|XP_037907142.1|HILL
OG0006758	LOC108600316|XP_017843303.1|DBUS	LOC119650023|XP_037908427.1|HILL
OG0006759	LOC108600315|XP_017843302.1|DBUS	LOC119647416|XP_037904226.1|HILL
OG0006760	LOC108599536|XP_017841910.1|DBUS	LOC119647592|XP_037904534.1|HILL
OG0006761	LOC108601836|XP_017845268.1|DBUS	LOC119660931|XP_037925847.1|HILL
OG0006762	LOC108606795|XP_033150181.1|DBUS	LOC119657977|XP_037921116.1|HILL
OG0006763	LOC108597750|XP_017839947.1|DBUS	LOC119661295|XP_037926509.1|HILL
OG0006764	LOC108596025|XP_017836872.1|DBUS	LOC119661160|XP_037926304.1|HILL
OG0006765	LOC108595982|XP_017836758.2|DBUS	LOC119646184|XP_037902494.1|HILL
OG0006766	LOC108600959|XP_017844300.1|DBUS	LOC119647858|XP_037905054.1|HILL
OG0006767	LOC108601044|XP_017844424.1|DBUS	LOC119649005|XP_037906876.1|HILL
OG0006768	LOC108601042|XP_017844419.1|DBUS	LOC119648092|XP_037905513.1|HILL
OG0006769	LOC108598502|XP_017840662.1|DBUS	LOC119648093|XP_037905519.1|HILL
OG0006770	LOC108598127|XP_017840233.1|DBUS	LOC119649222|XP_037907209.1|HILL
OG0006771	LOC108606805|XP_017852764.1|DBUS	LOC119661627|XP_037926977.1|HILL
OG0006772	LOC108595093|XP_017835734.1|DBUS	LOC119660006|XP_037924315.1|HILL
OG0006773	LOC108599875|XP_017842519.1|DBUS	LOC119650135|XP_037908594.1|HILL
OG0006774	LOC108600691|XP_017843894.1|DBUS	LOC119648099|XP_037905527.1|HILL
OG0006775	LOC108599180|XP_017841457.1|DBUS	LOC119647633|XP_037904618.1|HILL
OG0006776	LOC108600633|XP_017843809.2|DBUS	LOC119649137|XP_037907072.1|HILL
OG0006777	LOC108600631|XP_017843807.1|DBUS	LOC119649138|XP_037907073.1|HILL
OG0006778	LOC108600791|XP_017841499.1|DBUS	LOC119649505|XP_037907603.1|HILL
OG0006779	LOC108601016|XP_017844379.1|DBUS	LOC119650345|XP_037908942.1|HILL
OG0006780	LOC108600916|XP_017844238.1|DBUS	LOC119649689|XP_037907884.1|HILL
OG0006781	LOC108600895|XP_017844208.2|DBUS	LOC119647888|XP_037905114.1|HILL
OG0006782	LOC108599640|XP_017842102.1|DBUS	LOC119648225|XP_037905769.1|HILL
OG0006783	LOC108596117|XP_033150945.1|DBUS	LOC119651276|XP_037910711.1|HILL
OG0006784	LOC108599932|XP_033149620.1|DBUS	LOC119647732|XP_037904761.1|HILL
OG0006785	LOC108596180|XP_017837177.1|DBUS	LOC119646218|XP_037902528.1|HILL
OG0006786	LOC108595652|XP_017836415.1|DBUS	LOC119646585|XP_037903008.1|HILL
OG0006787	LOC108598428|XP_017840544.2|DBUS	LOC119650194|XP_037908688.1|HILL
OG0006789	LOC108606594|XP_017852329.1|DBUS	LOC119650196|XP_037908691.1|HILL
OG0006790	LOC108596654|XP_017838129.1|DBUS	LOC119648733|XP_037906478.1|HILL
OG0006791	LOC108599473|XP_033149702.1|DBUS	LOC119648991|XP_037906844.1|HILL
OG0006792	LOC108599918|XP_017842611.1|DBUS	LOC119648412|XP_037906090.1|HILL
OG0006793	LOC108598498|XP_017840657.2|DBUS	LOC119650244|XP_037908756.1|HILL
OG0006794	LOC108597400|XP_017839433.1|DBUS	LOC119661128|XP_037926255.1|HILL
OG0006795	LOC108598399|XP_017840511.1|DBUS	LOC119649325|XP_037907354.1|HILL
OG0006796	LOC108598473|XP_017840610.1|DBUS	LOC119648356|XP_037905997.1|HILL
OG0006797	LOC108596597|XP_017838019.1|DBUS	LOC119661206|XP_037926358.1|HILL
