Orthogroup	DBUS.longest_only	CPIP.longest_only
OG0007705	LOC108606447|XP_017852050.1|DBUS	LOC120422443|XP_039441820.1|CPIP
OG0007706	LOC108605714|XP_017850997.1|DBUS	LOC120420220|XP_039439142.1|CPIP
OG0007707	LOC108606377|XP_033150294.1|DBUS	LOC120420252|XP_039439178.1|CPIP
OG0007708	LOC108606599|XP_017852344.1|DBUS	LOC120416886|XP_039434713.1|CPIP
OG0007709	LOC108605510|XP_017850749.1|DBUS	LOC120413339|XP_039430049.1|CPIP
OG0007710	LOC108607052|XP_017853153.1|DBUS	LOC120412706|XP_039429220.1|CPIP
OG0007711	LOC108606712|XP_017852579.1|DBUS	LOC120412954|XP_039429532.1|CPIP
OG0007712	LOC108605616|XP_033150348.1|DBUS	LOC120432603|XP_039453786.1|CPIP
OG0007713	LOC108606195|XP_033150364.1|DBUS	LOC120413005|XP_039429591.1|CPIP
OG0007714	LOC108604912|XP_017849971.1|DBUS	LOC120412406|XP_039428805.1|CPIP
OG0007715	LOC108606612|XP_017852371.1|DBUS	LOC120432339|XP_039453464.1|CPIP
OG0007716	LOC108606476|XP_017852092.1|DBUS	LOC120421425|XP_039440571.1|CPIP
OG0007717	LOC108603828|XP_017848451.1|DBUS	LOC120417022|XP_039434895.1|CPIP
OG0007719	LOC108607006|XP_017853074.2|DBUS	LOC120428373|XP_039449338.1|CPIP
OG0007720	LOC108605363|XP_017850521.1|DBUS	LOC120426047|XP_039446701.1|CPIP
OG0007721	LOC108606786|XP_017852709.1|DBUS	LOC120415177|XP_039432603.1|CPIP
OG0007722	LOC108604958|XP_017850017.1|DBUS	LOC120413640|XP_039430525.1|CPIP
OG0007723	LOC108606063|XP_017851399.1|DBUS	LOC120429012|XP_039450115.1|CPIP
OG0007724	LOC108594519|XP_017835212.2|DBUS	LOC120423411|XP_039443183.1|CPIP
OG0007725	LOC108606217|XP_017851597.1|DBUS	LOC120413343|XP_039430056.1|CPIP
OG0007726	LOC108605057|XP_017850114.1|DBUS	LOC120424698|XP_039444811.1|CPIP
OG0007727	LOC108607180|XP_017853324.1|DBUS	LOC120424692|XP_039444805.1|CPIP
OG0007728	LOC108606423|XP_017852016.1|DBUS	LOC120424529|XP_039444622.1|CPIP
OG0007729	LOC108605625|XP_017850897.1|DBUS	LOC120424532|XP_039444627.1|CPIP
OG0007730	LOC108607193|XP_033150362.1|DBUS	LOC120416906|XP_039434739.1|CPIP
OG0007731	LOC108600526|XP_017843660.1|DBUS	LOC120430987|XP_039452086.1|CPIP
OG0007732	LOC108605583|XP_017850843.1|DBUS	LOC120413291|XP_039429981.1|CPIP
OG0007733	LOC108606715|XP_017852581.1|DBUS	LOC120413161|XP_039429807.1|CPIP
OG0007734	LOC108605542|XP_017850783.1|DBUS	LOC120432278|XP_039453402.1|CPIP
OG0007735	LOC108606969|XP_017853021.1|DBUS	LOC120426602|XP_039447329.1|CPIP
OG0007736	LOC108606289|XP_017851763.1|DBUS	LOC120414524|XP_039431666.1|CPIP
OG0007737	LOC108604635|XP_017849673.1|DBUS	LOC120414150|XP_039431121.1|CPIP
OG0007738	LOC108604178|XP_017849005.1|DBUS	LOC120414170|XP_039431162.1|CPIP
OG0007739	LOC108606494|XP_017852139.1|DBUS	LOC120419613|XP_039438286.1|CPIP
OG0007740	LOC108605300|XP_017850453.1|DBUS	LOC120419627|XP_039438315.1|CPIP
OG0007741	LOC108606254|XP_017851692.1|DBUS	LOC120417756|XP_039435845.1|CPIP
OG0007742	LOC108606672|XP_017852494.1|DBUS	LOC120432667|XP_039453854.1|CPIP
OG0007743	LOC108602816|XP_017846536.1|DBUS	LOC120428363|XP_039449301.1|CPIP
OG0007744	LOC108599482|XP_017841818.1|DBUS	LOC120422227|XP_039441583.1|CPIP
OG0007746	LOC108601704|XP_017845106.1|DBUS	LOC120426471|XP_039447168.1|CPIP
OG0007747	LOC108606428|XP_017852025.1|DBUS	LOC120413292|XP_039429980.1|CPIP
OG0007748	LOC108605380|XP_033150260.1|DBUS	LOC120413272|XP_039429935.1|CPIP
OG0007749	LOC108605210|XP_017850304.1|DBUS	LOC120423866|XP_039443748.1|CPIP
OG0007750	LOC108603547|XP_017847952.1|DBUS	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP
OG0007751	LOC108594328|XP_017834967.1|DBUS	LOC120430115|XP_039451133.1|CPIP
OG0007753	LOC108606638|XP_017852423.1|DBUS	LOC120416279|XP_039433927.1|CPIP
OG0007754	LOC108605493|XP_017850727.1|DBUS	LOC120418065|XP_039436257.1|CPIP
OG0007755	LOC108605958|XP_017851267.1|DBUS	LOC120414210|XP_039431244.1|CPIP
OG0007756	LOC108605407|XP_033150392.1|DBUS	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP
OG0007757	LOC108606550|XP_017852239.1|DBUS	LOC120419905|XP_039438707.1|CPIP
OG0007758	LOC108606016|XP_017851335.1|DBUS	LOC120419890|XP_039438692.1|CPIP
OG0007760	LOC108605948|XP_017851258.1|DBUS	LOC120428463|XP_039449410.1|CPIP
OG0007761	LOC108605451|XP_033150282.1|DBUS	LOC120426438|XP_039447136.1|CPIP
OG0007762	LOC108605450|XP_017850622.1|DBUS	LOC120426431|XP_039447128.1|CPIP
OG0007763	LOC108603577|XP_017848416.2|DBUS	LOC120426439|XP_039447137.1|CPIP
OG0007764	LOC108606950|XP_033150153.1|DBUS	LOC120426430|XP_039447125.1|CPIP
OG0007765	LOC108607049|XP_017853146.1|DBUS	LOC120426447|XP_039447140.1|CPIP
OG0007766	LOC108603203|XP_017847274.1|DBUS	LOC120426424|XP_039447116.1|CPIP
OG0007767	LOC108607328|XP_017853486.1|DBUS, LOC108607339|XP_017853511.1|DBUS	LOC120424148|XP_039444126.1|CPIP
OG0007768	LOC108605728|XP_017851010.1|DBUS	LOC120431852|XP_039452912.1|CPIP
OG0007771	LOC108599216|XP_017841503.2|DBUS	LOC120429691|XP_039450660.1|CPIP
OG0007772	LOC108605149|XP_017850212.1|DBUS	LOC120425008|XP_039445313.1|CPIP
OG0007773	LOC108608400|XP_017855247.1|DBUS	LOC120425482|XP_039445953.1|CPIP
OG0007775	LOC108606628|XP_017852404.1|DBUS	LOC120425624|XP_039446141.1|CPIP
OG0007776	LOC108606838|XP_017852820.1|DBUS	LOC120425635|XP_039446152.1|CPIP
OG0007777	LOC108607035|XP_017853117.1|DBUS	LOC120431415|XP_039452470.1|CPIP
OG0007778	LOC108606987|XP_017853049.1|DBUS	LOC120427650|XP_039448463.1|CPIP
OG0007780	LOC108607257|XP_017853430.1|DBUS	LOC120428525|XP_039449488.1|CPIP
OG0007781	LOC108605200|XP_017850282.1|DBUS	LOC120413004|XP_039429588.1|CPIP
OG0007782	LOC108607260|XP_017853437.1|DBUS	LOC120429010|XP_039450082.1|CPIP
OG0007788	LOC108603061|XP_017846986.1|DBUS	LOC120425477|XP_039445946.1|CPIP
OG0007789	LOC108604132|XP_017848928.1|DBUS	LOC120431710|XP_039452766.1|CPIP
OG0007790	LOC108601384|XP_033149911.1|DBUS	LOC120431864|XP_039452933.1|CPIP
OG0007791	LOC108603395|XP_017847663.1|DBUS	LOC120423859|XP_039443746.1|CPIP
OG0007792	LOC108605793|XP_017851084.1|DBUS	LOC120423835|XP_039443714.1|CPIP
OG0007794	LOC108606608|XP_017852365.1|DBUS	LOC120417203|XP_039435103.1|CPIP
OG0007795	LOC108606920|XP_017852950.1|DBUS	LOC120430959|XP_039452023.1|CPIP
OG0007797	LOC108604102|XP_017848871.1|DBUS	LOC120423295|XP_039442993.1|CPIP
OG0007798	LOC108603881|XP_017848542.1|DBUS	LOC120423294|XP_039442991.1|CPIP
OG0007800	LOC108601879|XP_017845340.1|DBUS	LOC120426742|XP_039447454.1|CPIP
OG0007802	LOC108603706|XP_017848235.1|DBUS	LOC120415992|XP_039433583.1|CPIP
OG0007803	LOC108601267|XP_017844656.1|DBUS	LOC120422571|XP_039441989.1|CPIP
OG0007804	LOC108606489|XP_017852119.1|DBUS	LOC120430217|XP_039451226.1|CPIP
OG0007805	LOC108606491|XP_017852123.1|DBUS	LOC120430222|XP_039451235.1|CPIP
OG0007806	LOC108605646|XP_017850918.1|DBUS	LOC120430221|XP_039451234.1|CPIP
OG0007808	LOC108601858|XP_017845299.1|DBUS	LOC120423723|XP_039443562.1|CPIP
OG0007809	LOC108606222|XP_017851608.1|DBUS	LOC120428284|XP_039449211.1|CPIP
OG0007810	LOC108608402|XP_033150738.1|DBUS	LOC120428287|XP_039449213.1|CPIP
OG0007812	LOC108606000|XP_017851311.1|DBUS	LOC120418356|XP_039436643.1|CPIP
OG0007813	LOC108603803|XP_017848390.1|DBUS	LOC120431840|XP_039452905.1|CPIP
OG0007814	LOC108605518|XP_017850756.1|DBUS	LOC120421190|XP_039440328.1|CPIP
OG0007815	LOC108607105|XP_017853222.1|DBUS	LOC120424262|XP_039444258.1|CPIP
OG0007816	LOC108598945|XP_017841204.2|DBUS	LOC120427406|XP_039448201.1|CPIP
OG0007817	LOC108603858|XP_017848504.1|DBUS	LOC120427405|XP_039448200.1|CPIP
OG0007818	LOC108604515|XP_017849508.1|DBUS	LOC120427156|XP_039447947.1|CPIP
OG0007819	LOC108606803|XP_017852762.1|DBUS	LOC120421191|XP_039440329.1|CPIP
OG0007820	LOC108604134|XP_017848929.1|DBUS	LOC120420713|XP_039439742.1|CPIP
OG0007821	LOC108602092|XP_017845605.1|DBUS	LOC120420733|XP_039439762.1|CPIP
OG0007822	LOC108602091|XP_017845604.1|DBUS	LOC120420732|XP_039439761.1|CPIP
OG0007823	LOC108604530|XP_017849532.1|DBUS	LOC120420718|XP_039439750.1|CPIP
OG0007824	LOC108602987|XP_017846866.1|DBUS	LOC120420721|XP_039439753.1|CPIP
OG0007825	LOC108602876|XP_017846656.1|DBUS	LOC120414293|XP_039431363.1|CPIP
OG0007826	LOC108602343|XP_017845927.1|DBUS	LOC120422546|XP_039441947.1|CPIP
OG0007827	LOC108605442|XP_017850614.1|DBUS	LOC120431640|XP_039452682.1|CPIP
OG0007828	LOC108599183|XP_017841465.1|DBUS	LOC120422325|XP_039441653.1|CPIP
OG0007829	LOC108603295|XP_017847455.1|DBUS	LOC120430493|XP_039451521.1|CPIP
OG0007830	LOC108601359|XP_017844747.1|DBUS	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP
OG0007831	LOC108607196|XP_017853346.1|DBUS	LOC120421186|XP_039440321.1|CPIP
OG0007832	LOC108606682|XP_017852520.1|DBUS	LOC120427413|XP_039448211.1|CPIP
OG0007833	LOC108605268|XP_017850384.1|DBUS	LOC120427403|XP_039448198.1|CPIP
OG0007834	LOC108601911|XP_017845378.1|DBUS	LOC120417014|XP_039434888.1|CPIP
OG0007836	LOC108602759|XP_017846419.1|DBUS	LOC120415785|XP_039433350.1|CPIP
OG0007837	LOC108601460|XP_017844847.1|DBUS	LOC120430150|XP_039451168.1|CPIP
OG0007838	LOC108602421|XP_017846024.1|DBUS	LOC120428854|XP_039449910.1|CPIP
OG0007839	LOC108606062|XP_017851398.1|DBUS	LOC120430275|XP_039451301.1|CPIP
OG0007840	LOC108601863|XP_017845309.1|DBUS	LOC120423556|XP_039443338.1|CPIP
OG0007841	LOC108602353|XP_017845941.1|DBUS	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP
OG0007842	LOC108603614|XP_017848052.1|DBUS	LOC120424276|XP_039444273.1|CPIP
OG0007843	LOC108601501|XP_017844889.1|DBUS	LOC120424267|XP_039444263.1|CPIP
OG0007846	LOC108606549|XP_017852237.1|DBUS	LOC120424856|XP_039445042.1|CPIP
OG0007847	LOC108604801|XP_017849890.1|DBUS	LOC120427163|XP_039447955.1|CPIP
OG0007848	LOC108604695|XP_017849741.1|DBUS	LOC120428710|XP_039449715.1|CPIP
OG0007849	LOC108604472|XP_017849448.1|DBUS	LOC120428705|XP_039449711.1|CPIP
OG0007850	LOC108601862|XP_017845308.1|DBUS	LOC120428704|XP_039449710.1|CPIP
OG0007851	LOC108602579|XP_017846206.1|DBUS	LOC120428708|XP_039449713.1|CPIP
OG0007852	LOC108602450|XP_017846062.1|DBUS	LOC120423341|XP_039443045.1|CPIP
OG0007853	LOC108602171|XP_017845696.1|DBUS	LOC120418336|XP_039436609.1|CPIP
OG0007854	LOC108602185|XP_017845718.1|DBUS	LOC120418337|XP_039436610.1|CPIP
OG0007855	LOC108601424|XP_033149917.1|DBUS	LOC120423527|XP_039443307.1|CPIP
OG0007856	LOC108604696|XP_017849743.1|DBUS	LOC120423533|XP_039443314.1|CPIP
OG0007858	LOC108607539|XP_017853910.1|DBUS	LOC120431826|XP_039452886.1|CPIP
OG0007865	LOC108600378|XP_017843407.1|DBUS	LOC120422580|XP_039442003.1|CPIP
OG0007866	LOC108604217|XP_017849071.1|DBUS	LOC120425371|XP_039445814.1|CPIP
OG0007867	LOC108603318|XP_017847522.1|DBUS	LOC120425368|XP_039445810.1|CPIP
OG0007868	LOC108601420|XP_017844807.1|DBUS	LOC120423558|XP_039443344.1|CPIP
OG0007869	LOC108605549|XP_017850799.1|DBUS	LOC120428080|XP_039448991.1|CPIP
OG0007870	LOC108600359|XP_017843380.2|DBUS	LOC120427621|XP_039448435.1|CPIP
OG0007871	LOC108605084|XP_017850140.1|DBUS	LOC120423015|XP_039442587.1|CPIP
OG0007872	LOC108601168|XP_017844589.2|DBUS	LOC120421742|XP_039440943.1|CPIP
OG0007873	LOC108600405|XP_017843445.1|DBUS	LOC120417842|XP_039435996.1|CPIP
OG0007874	LOC108607276|XP_017853460.1|DBUS	LOC120419493|XP_039438116.1|CPIP
OG0007875	LOC108596840|XP_017838457.1|DBUS	LOC120419498|XP_039438122.1|CPIP
OG0007876	LOC108605560|XP_017850814.1|DBUS	LOC120422633|XP_039442065.1|CPIP
OG0007877	LOC108606648|XP_017852447.1|DBUS	LOC120412890|XP_039429451.1|CPIP
OG0007878	LOC108597761|XP_017839961.1|DBUS	LOC120425584|XP_039446092.1|CPIP
OG0007879	LOC108599844|XP_017842457.1|DBUS	LOC120432628|XP_039453812.1|CPIP
OG0007880	LOC108605932|XP_017851240.1|DBUS	LOC120426012|XP_039446622.1|CPIP
OG0007881	LOC108598517|XP_017840684.2|DBUS	LOC120420565|XP_039439572.1|CPIP
OG0007882	LOC108600940|XP_017844268.1|DBUS	LOC120424871|XP_039445063.1|CPIP
OG0007883	LOC108600239|XP_017843158.1|DBUS	LOC120424784|XP_039444919.1|CPIP
OG0007884	LOC108598053|XP_017840157.2|DBUS	LOC120430318|XP_039451353.1|CPIP
OG0007885	LOC108596841|XP_017838459.1|DBUS	LOC120412394|XP_039428778.1|CPIP
OG0007886	LOC108597034|XP_017838820.2|DBUS	LOC120426796|XP_039447507.1|CPIP
OG0007887	LOC108600939|XP_017844267.1|DBUS	LOC120413192|XP_039429840.1|CPIP
OG0007888	LOC108600981|XP_017844332.1|DBUS	LOC120413186|XP_039429834.1|CPIP
OG0007889	LOC108598754|XP_017840978.1|DBUS	LOC120413205|XP_039429855.1|CPIP
OG0007890	LOC108598518|XP_017840685.1|DBUS	LOC120413268|XP_039429929.1|CPIP
OG0007891	LOC108601641|XP_017845030.1|DBUS	LOC120418480|XP_039436853.1|CPIP
OG0007892	LOC108596801|XP_017838397.1|DBUS	LOC120420078|XP_039438937.1|CPIP
OG0007893	LOC108597274|XP_017839226.1|DBUS	LOC120420084|XP_039438947.1|CPIP
OG0007894	LOC108600438|XP_017843504.2|DBUS	LOC120428829|XP_039449873.1|CPIP
OG0007895	LOC108598039|XP_033149592.1|DBUS	LOC120428828|XP_039449871.1|CPIP
OG0007896	LOC108598419|XP_017840535.1|DBUS	LOC120430782|XP_039451830.1|CPIP
OG0007897	LOC108599823|XP_017842416.1|DBUS	LOC120413448|XP_039430215.1|CPIP
OG0007898	LOC108597922|XP_017840067.1|DBUS	LOC120413454|XP_039430223.1|CPIP
OG0007899	LOC108597916|XP_033149289.1|DBUS	LOC120414636|XP_039431802.1|CPIP
OG0007900	LOC108596090|XP_017836997.1|DBUS	LOC120412900|XP_039429466.1|CPIP
OG0007901	LOC108599547|XP_017841921.1|DBUS	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP
OG0007902	LOC108605642|XP_017850914.1|DBUS	LOC120426141|XP_039446792.1|CPIP
OG0007903	LOC108600984|XP_017844336.2|DBUS	LOC120417624|XP_039435671.1|CPIP
OG0007904	LOC108600557|XP_017843708.2|DBUS	LOC120417611|XP_039435659.1|CPIP
OG0007905	LOC108594307|XP_017834941.2|DBUS	LOC120423601|XP_039443399.1|CPIP
OG0007906	LOC108600159|XP_033149422.1|DBUS	LOC120413404|XP_039430137.1|CPIP
OG0007907	LOC108600289|XP_017843248.1|DBUS	LOC120430384|XP_039451421.1|CPIP
OG0007908	LOC108600290|XP_017843249.1|DBUS	LOC120430385|XP_039451424.1|CPIP
OG0007909	LOC108605279|XP_017850414.1|DBUS	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP
OG0007910	LOC108600611|XP_017843778.1|DBUS	LOC120427935|XP_039448814.1|CPIP
OG0007911	LOC108599459|XP_033149484.1|DBUS	LOC120415805|XP_039433363.1|CPIP
OG0007912	LOC108599461|XP_017841785.2|DBUS	LOC120415789|XP_039433352.1|CPIP
OG0007913	LOC108599462|XP_017841787.1|DBUS	LOC120415790|XP_039433353.1|CPIP
OG0007916	LOC108599323|XP_017841615.1|DBUS	LOC120431460|XP_039452511.1|CPIP
OG0007917	LOC108596107|XP_017837015.1|DBUS	LOC120430640|XP_039451675.1|CPIP
OG0007918	LOC108597213|XP_017839142.1|DBUS	LOC120418835|XP_039437288.1|CPIP
OG0007922	LOC108602553|XP_017846176.1|DBUS	LOC120426166|XP_039446819.1|CPIP
OG0007926	LOC108596454|XP_017837690.1|DBUS	LOC120431736|XP_039452795.1|CPIP
OG0007931	LOC108608496|XP_017855381.1|DBUS	LOC120414657|XP_039431850.1|CPIP
OG0007932	LOC108606673|XP_017852495.1|DBUS	LOC120414661|XP_039431863.1|CPIP
OG0007933	LOC108604669|XP_017849710.1|DBUS	LOC120414723|XP_039431960.1|CPIP
OG0007934	LOC108607821|XP_017854358.2|DBUS	LOC120430914|XP_039451967.1|CPIP
OG0007935	LOC108608137|XP_017854861.1|DBUS	LOC120431073|XP_039452161.1|CPIP
OG0007936	LOC108594241|XP_017834844.1|DBUS	LOC120431281|XP_039452353.1|CPIP
OG0007937	LOC108607840|XP_017854393.1|DBUS	LOC120419177|XP_039437770.1|CPIP
OG0007938	LOC108608268|XP_033149642.1|DBUS	LOC120422800|XP_039442275.1|CPIP
OG0007941	LOC117135036|XP_033150755.1|DBUS	LOC120430183|XP_039451197.1|CPIP
OG0007942	LOC117134922|XP_033150317.1|DBUS	LOC120423660|XP_039443476.1|CPIP
OG0007943	LOC108595169|XP_033149993.1|DBUS	LOC120423664|XP_039443480.1|CPIP
OG0007944	LOC108599456|XP_017841781.2|DBUS	LOC120418313|XP_039436575.1|CPIP
OG0007945	LOC108607787|XP_017854316.2|DBUS	LOC120422981|XP_039442525.1|CPIP
OG0007947	LOC108608546|XP_017855453.1|DBUS	LOC120413629|XP_039430473.1|CPIP
OG0007948	LOC108594525|XP_017835217.2|DBUS	LOC120413625|XP_039430468.1|CPIP
OG0007949	LOC108605544|XP_017850785.1|DBUS	LOC120414097|XP_039431054.1|CPIP
OG0007950	LOC108606547|XP_017852238.2|DBUS	LOC120413637|XP_039430487.1|CPIP
OG0007951	LOC108608470|XP_033149958.1|DBUS	LOC120413632|XP_039430482.1|CPIP
OG0007952	LOC108608250|XP_017854515.1|DBUS	LOC120420132|XP_039439016.1|CPIP
OG0007953	LOC108602023|XP_017845518.1|DBUS	LOC120428850|XP_039449907.1|CPIP
OG0007954	LOC108594508|XP_033150787.1|DBUS	LOC120414747|XP_039431997.1|CPIP
OG0007955	LOC108601600|XP_017844992.2|DBUS	LOC120424894|XP_039445116.1|CPIP
OG0007956	LOC108607915|XP_017854516.1|DBUS	LOC120424904|XP_039445129.1|CPIP
OG0007957	LOC117135003|XP_033150671.1|DBUS	LOC120416306|XP_039433962.1|CPIP
OG0007958	LOC108607249|XP_017853421.1|DBUS	LOC120413086|XP_039429727.1|CPIP
OG0007959	LOC108608449|XP_017855319.1|DBUS	LOC120413128|XP_039429767.1|CPIP
OG0007960	LOC108596620|XP_017838057.1|DBUS	LOC120428000|XP_039448906.1|CPIP
OG0007961	LOC108602005|XP_017845496.1|DBUS	LOC120416308|XP_039433964.1|CPIP
OG0007962	LOC108607116|XP_017853238.1|DBUS	LOC120421719|XP_039440900.1|CPIP
OG0007963	LOC108607597|XP_017853988.1|DBUS	LOC120420828|XP_039439884.1|CPIP
OG0007964	LOC108607738|XP_017854251.2|DBUS	LOC120420806|XP_039439861.1|CPIP
OG0007965	LOC108607872|XP_017854456.2|DBUS	LOC120428320|XP_039449250.1|CPIP
OG0007966	LOC108606560|XP_017852266.1|DBUS	LOC120416263|XP_039433900.1|CPIP
OG0007967	LOC108596319|XP_017837427.2|DBUS	LOC120425341|XP_039445768.1|CPIP
OG0007968	LOC108607639|XP_033150797.1|DBUS	LOC120425333|XP_039445742.1|CPIP
OG0007969	LOC108603080|XP_017847061.2|DBUS	LOC120423127|XP_039442739.1|CPIP
OG0007970	LOC108595090|XP_017835731.1|DBUS	LOC120415968|XP_039433546.1|CPIP
OG0007971	LOC108607053|XP_017853154.1|DBUS	LOC120428678|XP_039449662.1|CPIP
OG0007972	LOC108595650|XP_017836413.1|DBUS	LOC120419857|XP_039438628.1|CPIP
OG0007974	LOC108606002|XP_017851314.1|DBUS	LOC120412816|XP_039429354.1|CPIP
OG0007975	LOC108603419|XP_017847709.1|DBUS	LOC120416613|XP_039434346.1|CPIP
OG0007976	LOC108605615|XP_017850886.1|DBUS	LOC120415983|XP_039433573.1|CPIP
OG0007977	LOC108605576|XP_017850838.1|DBUS	LOC120416261|XP_039433898.1|CPIP
OG0007980	LOC108597389|XP_017839415.1|DBUS	LOC120412826|XP_039429366.1|CPIP
OG0007981	LOC108605757|XP_017851048.1|DBUS	LOC120412821|XP_039429362.1|CPIP
OG0007982	LOC108608294|XP_017855108.1|DBUS	LOC120412789|XP_039429312.1|CPIP
OG0007983	LOC108594384|XP_017835036.1|DBUS	LOC120415532|XP_039433025.1|CPIP
OG0007984	LOC108604293|XP_017849199.1|DBUS	LOC120421133|XP_039440230.1|CPIP
OG0007985	LOC108601546|XP_017844937.1|DBUS	LOC120421149|XP_039440273.1|CPIP
OG0007987	LOC108600726|XP_017843957.1|DBUS	LOC120415568|XP_039433080.1|CPIP
OG0007988	LOC108596630|XP_017838080.1|DBUS	LOC120431688|XP_039452736.1|CPIP
OG0007989	LOC108598840|XP_033150585.1|DBUS	LOC120413859|XP_039430750.1|CPIP
OG0007990	LOC108596612|XP_017838045.1|DBUS	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP
OG0007991	LOC108608436|XP_017855301.1|DBUS	LOC120419469|XP_039438089.1|CPIP
OG0007992	LOC108608193|XP_017854952.1|DBUS	LOC120426274|XP_039446951.1|CPIP
OG0007993	LOC108604552|XP_017849569.1|DBUS	LOC120432433|XP_039453585.1|CPIP
OG0007994	LOC108606008|XP_033149544.1|DBUS	LOC120423109|XP_039442722.1|CPIP
OG0007995	LOC108608388|XP_033150817.1|DBUS	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP
OG0007996	LOC108605545|XP_017850786.1|DBUS	LOC120419460|XP_039438076.1|CPIP
OG0007997	LOC108598767|XP_017841062.1|DBUS	LOC120426285|XP_039446968.1|CPIP
OG0007998	LOC108603039|XP_017846989.2|DBUS	LOC120426269|XP_039446944.1|CPIP
OG0007999	LOC108594411|XP_017835069.1|DBUS	LOC120412687|XP_039429197.1|CPIP
OG0008000	LOC108599857|XP_017842488.1|DBUS	LOC120412684|XP_039429192.1|CPIP
OG0008004	LOC108606774|XP_017852677.1|DBUS	LOC120426565|XP_039447271.1|CPIP
OG0008005	LOC108606463|XP_017852074.2|DBUS	LOC120426560|XP_039447260.1|CPIP
OG0008006	LOC108606456|XP_017852060.1|DBUS	LOC120423202|XP_039442837.1|CPIP
OG0008007	LOC108605732|XP_017851016.1|DBUS	LOC120423204|XP_039442842.1|CPIP
OG0008009	LOC108605601|XP_017850867.1|DBUS	LOC120426573|XP_039447292.1|CPIP
OG0008010	LOC108605134|XP_017850191.1|DBUS	LOC120420629|XP_039439636.1|CPIP
OG0008011	LOC108595845|XP_017836623.1|DBUS	LOC120420641|XP_039439653.1|CPIP
OG0008012	LOC108596481|XP_017837745.1|DBUS	LOC120420639|XP_039439651.1|CPIP
OG0008013	LOC117134655|XP_033148911.1|DBUS	LOC120416170|XP_039433789.1|CPIP
OG0008014	LOC108601761|XP_017845174.1|DBUS	LOC120416158|XP_039433771.1|CPIP
OG0008015	LOC108600804|XP_017844077.1|DBUS	LOC120416141|XP_039433751.1|CPIP
OG0008016	LOC108600807|XP_017844079.1|DBUS	LOC120416143|XP_039433753.1|CPIP
OG0008017	LOC108605973|XP_017851284.1|DBUS	LOC120416194|XP_039433812.1|CPIP
OG0008018	LOC108606277|XP_033150257.1|DBUS	LOC120423936|XP_039443854.1|CPIP
OG0008019	LOC108607141|XP_017853268.1|DBUS	LOC120427999|XP_039448898.1|CPIP
OG0008020	LOC108604379|XP_017849322.1|DBUS	LOC120427002|XP_039447752.1|CPIP
OG0008021	LOC108605051|XP_017850108.1|DBUS	LOC120414840|XP_039432101.1|CPIP
OG0008022	LOC108601283|XP_017844671.1|DBUS	LOC120418560|XP_039436929.1|CPIP
OG0008023	LOC108604948|XP_017850007.1|DBUS	LOC120418887|XP_039437356.1|CPIP
OG0008024	LOC108604949|XP_033150371.1|DBUS	LOC120418982|XP_039437466.1|CPIP
OG0008025	LOC108607041|XP_017853132.1|DBUS	LOC120419135|XP_039437660.1|CPIP
OG0008026	LOC108606134|XP_017851476.1|DBUS	LOC120419146|XP_039437718.1|CPIP
OG0008027	LOC108605727|XP_017851008.1|DBUS	LOC120418587|XP_039436969.1|CPIP
OG0008028	LOC108603592|XP_017848022.1|DBUS	LOC120425614|XP_039446131.1|CPIP
OG0008029	LOC108602924|XP_017846755.1|DBUS	LOC120431566|XP_039452608.1|CPIP
OG0008030	LOC108604614|XP_017849642.1|DBUS	LOC120423913|XP_039443831.1|CPIP
OG0008031	LOC108600473|XP_017843580.2|DBUS	LOC120423471|XP_039443236.1|CPIP
OG0008032	LOC108602409|XP_017846010.1|DBUS	LOC120425218|XP_039445583.1|CPIP
OG0008033	LOC108604381|XP_017849325.1|DBUS	LOC120420471|XP_039439433.1|CPIP
OG0008034	LOC108606790|XP_017852722.1|DBUS	LOC120420003|XP_039438831.1|CPIP
OG0008035	LOC108605116|XP_033150389.1|DBUS	LOC120421617|XP_039440780.1|CPIP
OG0008036	LOC108604675|XP_017849716.1|DBUS	LOC120418175|XP_039436409.1|CPIP
OG0008037	LOC108602846|XP_033150697.1|DBUS	LOC120418183|XP_039436417.1|CPIP
OG0008038	LOC108604930|XP_017849989.1|DBUS	LOC120426767|XP_039447476.1|CPIP
OG0008039	LOC108601242|XP_017844630.2|DBUS	LOC120415156|XP_039432530.1|CPIP
OG0008040	LOC108601691|XP_017845091.1|DBUS	LOC120414784|XP_039432032.1|CPIP
OG0008044	LOC108606230|XP_017851638.1|DBUS	LOC120422257|XP_039441588.1|CPIP
OG0008045	LOC108605905|XP_017851209.1|DBUS	LOC120432391|XP_039453521.1|CPIP
OG0008046	LOC108601743|XP_017845152.1|DBUS	LOC120432380|XP_039453508.1|CPIP
