Orthogroup	DBUS.longest_only	CQUI.longest_only
OG0007176	LOC108602082|XP_017845595.1|DBUS	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC108603642|XP_017848092.1|DBUS	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC108603558|XP_017847966.1|DBUS	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC108604210|XP_017849061.1|DBUS	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC108603643|XP_017848096.1|DBUS	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC108605746|XP_017851032.1|DBUS	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC108604743|XP_017849819.1|DBUS	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC108603309|XP_017847481.1|DBUS	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC108602017|XP_017845509.1|DBUS	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC108594358|XP_017835005.1|DBUS	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC108603723|XP_017848251.1|DBUS	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC108603745|XP_017848307.1|DBUS	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC108603600|XP_017848034.1|DBUS	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC108603781|XP_017848363.1|DBUS	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC108604008|XP_017848737.1|DBUS	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC108599680|XP_017842162.1|DBUS	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC108605769|XP_017851061.1|DBUS	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC108606780|XP_017852692.1|DBUS	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC108606794|XP_017852742.1|DBUS	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC108601254|XP_017844643.1|DBUS	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC108604034|XP_017848780.1|DBUS	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC108600569|XP_017843725.1|DBUS	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC108604244|XP_017849107.1|DBUS	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC108603590|XP_017848020.1|DBUS	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC108604340|XP_017849254.1|DBUS	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC108598699|XP_017840912.1|DBUS	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC108599754|XP_017842256.1|DBUS	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC108599752|XP_017843076.1|DBUS	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC108606632|XP_017852413.1|DBUS	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC108598793|XP_017841001.1|DBUS	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC108604229|XP_017849085.1|DBUS	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC108602331|XP_017845907.1|DBUS	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC108603783|XP_017848365.1|DBUS	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC108603784|XP_017848368.1|DBUS	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC108604648|XP_017849687.1|DBUS	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC108604550|XP_017849566.1|DBUS	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC108604781|XP_017849866.1|DBUS	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC108597298|XP_017839265.1|DBUS	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC108600614|XP_017843781.1|DBUS	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC108603819|XP_017848435.1|DBUS	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC108601935|XP_017845402.1|DBUS	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC108596883|XP_017838552.1|DBUS	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC108602387|XP_017845986.1|DBUS	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC108604204|XP_017849053.1|DBUS	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC108603430|XP_017847738.1|DBUS	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC108604791|XP_017849880.1|DBUS	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC108601637|XP_017845025.1|DBUS	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC108604312|XP_017849223.1|DBUS	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC108601912|XP_017845379.1|DBUS	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC108603373|XP_017847624.1|DBUS	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC108604804|XP_017849895.1|DBUS	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC108600849|XP_017844139.1|DBUS	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC108599387|XP_017841683.1|DBUS	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC108603220|XP_017847308.1|DBUS	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC108603250|XP_017847377.1|DBUS	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC108604359|XP_017849286.1|DBUS	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC108599839|XP_017842438.1|DBUS	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC108597949|XP_017840053.1|DBUS	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC108598890|XP_017841139.1|DBUS	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC108600099|XP_017842957.1|DBUS	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC108602481|XP_017846094.1|DBUS	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC108604645|XP_017849683.1|DBUS	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC108607330|XP_017853488.1|DBUS	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC108604453|XP_017849422.1|DBUS	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC108601609|XP_017844998.2|DBUS	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC108606326|XP_017851834.1|DBUS	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC108606323|XP_017851826.1|DBUS	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC108605035|XP_017850092.1|DBUS	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC108601951|XP_017845425.1|DBUS	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC108602290|XP_017845861.1|DBUS	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC108604350|XP_017849269.2|DBUS	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC108594999|XP_017835620.1|DBUS	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC108606475|XP_017852091.1|DBUS	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC108605082|XP_033150411.1|DBUS	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC108606857|XP_017852846.1|DBUS	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC108603088|XP_017847067.1|DBUS	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC108604835|XP_017849940.1|DBUS	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC108600371|XP_017843396.1|DBUS	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC108602030|XP_017845522.1|DBUS	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC108606262|XP_017851708.1|DBUS	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC108603644|XP_017848097.1|DBUS	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC108603869|XP_017848528.1|DBUS	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC108603100|XP_017847085.1|DBUS	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC108606522|XP_017852182.1|DBUS	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC108605840|XP_017851137.1|DBUS	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC108595967|XP_017836743.1|DBUS	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC108606399|XP_017851971.1|DBUS	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC108607412|XP_017853689.1|DBUS	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC108600910|XP_017844231.1|DBUS	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC108605441|XP_017850613.1|DBUS	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC108604524|XP_017849522.1|DBUS	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC108604779|XP_017849864.1|DBUS	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC108596380|XP_017837539.1|DBUS	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC108605733|XP_017851017.1|DBUS	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC108603241|XP_033150054.1|DBUS	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC108603355|XP_017847584.1|DBUS	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC108600850|XP_017844140.1|DBUS	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC108602799|XP_017846511.1|DBUS	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC108602366|XP_017845958.1|DBUS	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC108600852|XP_017844142.1|DBUS	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC108598733|XP_017840954.1|DBUS	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC108598955|XP_017841215.2|DBUS	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC108600619|XP_017843792.2|DBUS	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC108600821|XP_033149372.1|DBUS	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC108600976|XP_033149371.1|DBUS	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC108603958|XP_017848643.1|DBUS	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC108603957|XP_017848641.1|DBUS	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC108602467|XP_017846079.1|DBUS	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC108602527|XP_017846150.1|DBUS	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC108605424|XP_017850588.1|DBUS	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC108605416|XP_017850575.1|DBUS	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC108602482|XP_017846133.2|DBUS	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC108605141|XP_017850203.1|DBUS	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC108606691|XP_017852536.1|DBUS	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC108601947|XP_017845419.1|DBUS	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC108605602|XP_017850868.1|DBUS	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC117134909|XP_033150249.1|DBUS	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC108604558|XP_017849575.1|DBUS	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC108603968|XP_017848664.1|DBUS	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC108602416|XP_017846020.1|DBUS	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC108604024|XP_017848757.1|DBUS	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC108601806|XP_017845231.1|DBUS	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC108603646|XP_017848099.1|DBUS	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC108601601|XP_033150040.1|DBUS	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC108601661|XP_017845051.1|DBUS	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC108603425|XP_017847720.1|DBUS	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC108603280|XP_017847430.1|DBUS	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC108607568|XP_017853948.1|DBUS	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC108599107|XP_017841387.1|DBUS	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC108598997|XP_017841263.2|DBUS	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC108604262|XP_017849146.1|DBUS	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC108601276|XP_017844665.1|DBUS	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC108604476|XP_017849451.1|DBUS	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC108604431|XP_017849392.1|DBUS	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC108603693|XP_017848205.1|DBUS	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC108597552|XP_017839649.1|DBUS	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC108606744|XP_017852631.1|DBUS	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC108605589|XP_017850848.1|DBUS	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC108605395|XP_017850554.2|DBUS	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC108601539|XP_017844927.1|DBUS	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC108604308|XP_017849217.1|DBUS	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC108604306|XP_017849213.1|DBUS	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC108598149|XP_017840254.2|DBUS	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC108597192|XP_017839114.1|DBUS	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC108605422|XP_017850586.1|DBUS	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC108607156|XP_017853292.1|DBUS	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC108605919|XP_017851226.1|DBUS	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC108603811|XP_017848403.1|DBUS	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC108602854|XP_017846617.1|DBUS	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC108603810|XP_017848402.1|DBUS	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC108600768|XP_017844018.1|DBUS	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC108602052|XP_017845554.1|DBUS	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC108602077|XP_017845585.1|DBUS	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC108605556|XP_017850808.1|DBUS	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC108606601|XP_017852348.1|DBUS	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC108606315|XP_017851809.1|DBUS	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC108603533|XP_017847920.1|DBUS	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC108601495|XP_017844882.1|DBUS	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC108600772|XP_017844025.2|DBUS	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC108607214|XP_017853371.1|DBUS	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC108599589|XP_017842023.2|DBUS	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC108599529|XP_017841893.1|DBUS	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC108604145|XP_017848944.1|DBUS	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC108603081|XP_033149985.1|DBUS	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC108603681|XP_017848173.1|DBUS	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC108602299|XP_017845868.1|DBUS	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC108602124|XP_017845641.1|DBUS	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC108594242|XP_017834845.1|DBUS	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC108602125|XP_017845642.2|DBUS	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC108599255|XP_017841541.1|DBUS	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC108606250|XP_017851684.1|DBUS	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC108606248|XP_017851682.1|DBUS	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC108606242|XP_017851675.1|DBUS	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC108605917|XP_017851222.1|DBUS	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC108600606|XP_017843772.1|DBUS	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC108596436|XP_017837657.1|DBUS	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC108604098|XP_017848869.1|DBUS	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC108602422|XP_017846025.1|DBUS	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC108603418|XP_017847704.1|DBUS	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC108597768|XP_017839970.1|DBUS	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC108603360|XP_033150078.1|DBUS	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC108603350|XP_017847572.1|DBUS	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC108603162|XP_017847206.1|DBUS	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC108603107|XP_017847101.1|DBUS	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC108606618|XP_017852382.1|DBUS	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC108602581|XP_017846244.2|DBUS	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC108605704|XP_017850985.1|DBUS	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC108606304|XP_017851783.1|DBUS	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC108605687|XP_017850967.1|DBUS	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC108601900|XP_017845366.1|DBUS	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC108598116|XP_033149388.1|DBUS	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC108604362|XP_017849292.1|DBUS	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC108602858|XP_033149838.1|DBUS	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC108597504|XP_017839578.1|DBUS	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC108601502|XP_017844890.1|DBUS	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC108602414|XP_017846016.1|DBUS	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC108607084|XP_017853195.1|DBUS	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC108605684|XP_017850965.1|DBUS	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC108607120|XP_017853242.1|DBUS	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC108607090|XP_017853204.1|DBUS	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC108605964|XP_017851273.1|DBUS	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC108605110|XP_017850161.2|DBUS	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC108607228|XP_017853394.1|DBUS	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC108606935|XP_017852974.1|DBUS	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC108607195|XP_017853345.1|DBUS	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC108605215|XP_017850313.1|DBUS	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC108606207|XP_017851560.1|DBUS	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC108605673|XP_017850954.1|DBUS	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC117134903|XP_033150227.1|DBUS	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC108605775|XP_017851067.1|DBUS	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC108605821|XP_017851116.1|DBUS	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC108606615|XP_017852375.1|DBUS	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC108606841|XP_017852821.1|DBUS	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC108603375|XP_033150068.1|DBUS	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC108606398|XP_017851966.1|DBUS	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC108606320|XP_017851818.1|DBUS	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC108603830|XP_017848456.1|DBUS	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC108595051|XP_017835682.1|DBUS	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC108607165|XP_017853305.2|DBUS	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC108605307|XP_017850466.1|DBUS	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC108606348|XP_017851886.1|DBUS	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC108604287|XP_017849187.1|DBUS	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC108603001|XP_017846885.1|DBUS	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC108603536|XP_017847924.1|DBUS	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC108602864|XP_017846641.1|DBUS	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC108603621|XP_017848066.1|DBUS	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC108600612|XP_017843779.1|DBUS	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC108608516|XP_017855407.2|DBUS	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC108607184|XP_017853329.1|DBUS	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC108606734|XP_017852616.1|DBUS	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC108605632|XP_017850904.1|DBUS	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC108596415|XP_017837619.1|DBUS	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC108605873|XP_017851176.1|DBUS	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC108605108|XP_017850160.1|DBUS	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC108605069|XP_033150486.1|DBUS	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC108605647|XP_017850919.1|DBUS	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC108597474|XP_017839537.1|DBUS	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC108603672|XP_017848159.1|DBUS	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC108597391|XP_017839416.1|DBUS	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC108606721|XP_033150235.1|DBUS	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC108605594|XP_017850857.1|DBUS	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC108605476|XP_017850654.1|DBUS	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC108598461|XP_017840595.1|DBUS	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC108599725|XP_017842213.1|DBUS	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC108607019|XP_017853093.1|DBUS	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC108605720|XP_017851002.1|DBUS	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC108606427|XP_033150435.1|DBUS	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC108594706|XP_017835335.1|DBUS	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC108599038|XP_017841307.1|DBUS	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC108596670|XP_017838170.1|DBUS	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC108599106|XP_017841386.2|DBUS	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC108605014|XP_017850070.1|DBUS	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC108601125|XP_017844535.1|DBUS	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC108600551|XP_017843699.1|DBUS	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC108600763|XP_017844013.1|DBUS	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC108601066|XP_017844446.1|DBUS	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC108598140|XP_033149615.1|DBUS	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC108606081|XP_017851417.1|DBUS	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC108605415|XP_033150420.1|DBUS	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC108595732|XP_017836504.1|DBUS	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC108604777|XP_017849863.1|DBUS	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC108596964|XP_017838700.1|DBUS	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC108595277|XP_017835979.1|DBUS	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC108595276|XP_017835978.1|DBUS	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC108600306|XP_017843287.1|DBUS	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC108601280|XP_017844672.1|DBUS	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC108596155|XP_017837147.1|DBUS	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC108599830|XP_017842428.1|DBUS	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC108607466|XP_017853792.1|DBUS	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC108601001|XP_017844355.2|DBUS	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC108599503|XP_017841858.2|DBUS	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC108600908|XP_017844226.1|DBUS	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC108599621|XP_017842069.1|DBUS	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC108595729|XP_017836500.1|DBUS	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC108606801|XP_017852759.1|DBUS	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC108600801|XP_017844073.1|DBUS	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC108594363|XP_017835012.1|DBUS	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC108602911|XP_033149860.1|DBUS	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC108597057|XP_017838867.1|DBUS	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC108599439|XP_017841753.2|DBUS	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC108599446|XP_017841766.1|DBUS	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC108599441|XP_017841760.2|DBUS	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC108599440|XP_017841754.1|DBUS	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC108599040|XP_017841308.2|DBUS	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC108597025|XP_017838796.1|DBUS	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC108597730|XP_017839914.1|DBUS	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC108596201|XP_017837206.1|DBUS	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC108601159|XP_033149365.1|DBUS	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC108606807|XP_017852769.1|DBUS	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC108595044|XP_017835674.1|DBUS	LOC6051162|XP_038110767.1|CQUI
