Orthogroup	DSUZ.longest_only	HILL.longest_only
OG0008194	LOC108006826|XP_016925866.1|DSUZ	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC108019556|XP_036670063.1|DSUZ	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC108008085|XP_016927364.1|DSUZ	LOC119655919|XP_037918013.1|HILL
OG0008198	LOC108014922|XP_016936632.2|DSUZ	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC108015389|XP_016937298.1|DSUZ	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC108010043|XP_016930341.1|DSUZ	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC108010706|XP_036671655.1|DSUZ	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC108018656|XP_016941717.1|DSUZ	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC108012411|XP_016933261.1|DSUZ	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC108011110|XP_016931671.1|DSUZ	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC108017006|XP_016939448.1|DSUZ	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC108014006|XP_036671107.1|DSUZ	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC108012838|XP_016933794.1|DSUZ	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC108010280|XP_016930638.1|DSUZ	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC108007071|XP_036670455.1|DSUZ	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC108021533|XP_016945787.1|DSUZ	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC108010657|XP_036672164.1|DSUZ	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC108016546|XP_036676222.1|DSUZ	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC108011749|XP_036670947.1|DSUZ	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC108005128|XP_036677104.1|DSUZ	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC108011457|XP_016932090.1|DSUZ	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC108015315|XP_016937184.1|DSUZ	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC108009101|XP_016928654.1|DSUZ	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC108015111|XP_016936848.1|DSUZ	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC108021787|XP_036676889.1|DSUZ	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC108018875|XP_016941956.1|DSUZ	LOC119648657|XP_037906365.1|HILL
OG0008222	LOC108007698|XP_036671922.1|DSUZ	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC108011754|XP_016932471.2|DSUZ	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC108012835|XP_016933789.1|DSUZ	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC108005443|XP_016924222.1|DSUZ	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC108015271|XP_016937121.1|DSUZ	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC108011707|XP_036675470.1|DSUZ	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC108015444|XP_036675251.1|DSUZ	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC108012043|XP_016932812.1|DSUZ, LOC118878111|XP_036675423.1|DSUZ	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC108018635|XP_036673524.1|DSUZ	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC108013327|XP_016934613.1|DSUZ	LOC119648618|XP_037906318.1|HILL
OG0008233	LOC108021396|XP_016945584.1|DSUZ	LOC119650930|XP_037910084.1|HILL
OG0008234	LOC108009963|XP_016930213.1|DSUZ	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC108019007|XP_016942110.1|DSUZ	LOC119646452|XP_037902830.1|HILL
OG0008236	LOC108006932|XP_016926024.1|DSUZ	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC108010147|XP_016930471.1|DSUZ	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC108012431|XP_016933284.1|DSUZ	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC108018168|XP_016941152.1|DSUZ	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC108008477|XP_016927822.2|DSUZ	LOC119648025|XP_037905371.1|HILL
OG0008244	LOC108011343|XP_016931943.2|DSUZ	LOC119657479|XP_037920327.1|HILL
OG0008246	LOC108008760|XP_016928147.1|DSUZ	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	LOC108016134|XP_016938229.2|DSUZ	LOC119651615|XP_037911197.1|HILL
OG0008250	LOC108008567|XP_016927926.1|DSUZ	LOC119658209|XP_037921403.1|HILL
OG0008254	LOC108013515|XP_016934898.1|DSUZ	LOC119648698|XP_037906433.1|HILL
OG0008255	LOC108007705|XP_016926937.1|DSUZ	LOC119658673|XP_037922163.1|HILL
OG0008266	LOC108005731|XP_036675019.1|DSUZ	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC108016115|XP_036675306.1|DSUZ	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC108019906|XP_016943494.1|DSUZ	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC108007104|XP_016926195.2|DSUZ	LOC119656884|XP_037919481.1|HILL
OG0008272	LOC108019119|XP_016942333.1|DSUZ	LOC119657131|XP_037919829.1|HILL
OG0008273	LOC108011680|XP_036674459.1|DSUZ	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC108016702|XP_016938916.1|DSUZ	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC108015306|XP_016937173.1|DSUZ	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC108019182|XP_016942440.1|DSUZ	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC108015359|XP_016937260.1|DSUZ	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC108009244|XP_016928911.1|DSUZ	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC108006327|XP_016925316.1|DSUZ	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC108006271|XP_016925209.1|DSUZ	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC108014999|XP_016936713.1|DSUZ	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC108005252|XP_016923934.1|DSUZ	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC108005387|XP_016924137.1|DSUZ	LOC119661755|XP_037927152.1|HILL
OG0008284	LOC108020420|XP_016944214.1|DSUZ	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008285	LOC108015423|XP_016937343.1|DSUZ	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC108005492|XP_016924285.1|DSUZ	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC108019107|XP_016942316.1|DSUZ	LOC119657837|XP_037920886.1|HILL
OG0008288	LOC108013837|XP_016935308.2|DSUZ	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC108015144|XP_016936903.1|DSUZ	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC108019125|XP_016942348.1|DSUZ	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC108016677|XP_036676527.1|DSUZ	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC108010849|XP_036678259.1|DSUZ, LOC118876759|XP_036675249.1|DSUZ	LOC119657480|XP_037920328.1|HILL
OG0008294	LOC108017502|XP_016940047.1|DSUZ	LOC119650805|XP_037909872.1|HILL
OG0008295	LOC108006564|XP_016925585.1|DSUZ	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC108006323|XP_016925313.1|DSUZ	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC108019108|XP_016942318.1|DSUZ	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC108018866|XP_036675739.1|DSUZ	LOC119657521|XP_037920391.1|HILL
OG0008299	LOC108016155|XP_036675596.1|DSUZ	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC108015343|XP_036676364.1|DSUZ	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC108016211|XP_036674564.1|DSUZ	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC108015001|XP_016936716.1|DSUZ	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC108013730|XP_036676343.1|DSUZ	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC108016663|XP_016938863.1|DSUZ	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC108019218|XP_016942503.1|DSUZ	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC108018946|XP_016942037.1|DSUZ	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC108005044|XP_036673306.1|DSUZ	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC108008861|XP_016928256.1|DSUZ	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC108020720|XP_016944578.1|DSUZ	LOC119649911|XP_037908238.1|HILL
OG0008311	LOC108006555|XP_016925576.1|DSUZ	LOC119652273|XP_037912190.1|HILL
OG0008312	LOC108014897|XP_036672675.1|DSUZ	LOC119658482|XP_037921855.1|HILL
OG0008313	LOC108015230|XP_016937063.1|DSUZ	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC108008332|XP_016927647.1|DSUZ	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC108012596|XP_016933504.1|DSUZ	LOC119650949|XP_037910111.1|HILL
OG0008317	LOC108020517|XP_016944342.1|DSUZ	LOC119652588|XP_037912737.1|HILL
OG0008318	LOC108006277|XP_016925222.1|DSUZ	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC108008619|XP_016927989.1|DSUZ	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC108006518|XP_036676301.1|DSUZ	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC108010569|XP_016930938.2|DSUZ	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC108018318|XP_016941348.1|DSUZ	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC108011152|XP_016931727.1|DSUZ	LOC119652576|XP_037912718.1|HILL
OG0008325	LOC108005359|XP_016924093.1|DSUZ	LOC119656527|XP_037918801.1|HILL
OG0008326	LOC108019987|XP_036673761.1|DSUZ	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC108009901|XP_016930114.1|DSUZ	LOC119651627|XP_037911220.1|HILL
OG0008328	LOC108004772|XP_016923308.1|DSUZ	LOC119657563|XP_037920450.1|HILL
OG0008329	LOC108016680|XP_016938889.1|DSUZ	LOC119647997|XP_037905311.1|HILL
OG0008330	LOC108008744|XP_016928130.1|DSUZ	LOC119656858|XP_037919443.1|HILL
OG0008332	LOC108006584|XP_036671382.1|DSUZ	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC108012432|XP_016933285.2|DSUZ	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC108013423|XP_016934776.1|DSUZ	LOC119649189|XP_037907143.1|HILL
OG0008335	LOC108007111|XP_016926201.1|DSUZ	LOC119648296|XP_037905883.1|HILL
OG0008337	LOC108009856|XP_016930044.1|DSUZ	LOC119647142|XP_037903863.1|HILL
OG0008339	LOC108016530|XP_016938692.2|DSUZ	LOC119652566|XP_037912707.1|HILL
OG0008340	LOC108009174|XP_016928797.1|DSUZ	LOC119649185|XP_037907140.1|HILL
OG0008341	LOC108012415|XP_036671539.1|DSUZ	LOC119648181|XP_037905695.1|HILL
OG0008343	LOC108018761|XP_036675372.1|DSUZ	LOC119657424|XP_037920254.1|HILL
OG0008344	LOC108012385|XP_016933230.1|DSUZ	LOC119647984|XP_037905295.1|HILL
OG0008346	LOC108016615|XP_016938797.2|DSUZ	LOC119653453|XP_037913994.1|HILL
OG0008349	LOC108006151|XP_016925093.2|DSUZ	LOC119660324|XP_037924730.1|HILL
OG0008350	LOC108015327|XP_016937217.1|DSUZ	LOC119652808|XP_037913059.1|HILL
OG0008351	LOC108013404|XP_016934747.1|DSUZ	LOC119649434|XP_037907512.1|HILL
OG0008352	LOC118877250|XP_036670779.1|DSUZ	LOC119649676|XP_037907863.1|HILL
OG0008354	LOC108004690|XP_016923187.1|DSUZ	LOC119654286|XP_037915502.1|HILL
OG0008356	LOC108011760|XP_016932481.2|DSUZ	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC108011561|XP_016932218.2|DSUZ	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC108018843|XP_036678440.1|DSUZ	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC108008298|XP_036669242.1|DSUZ	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC108010119|XP_016930434.1|DSUZ	LOC119660896|XP_037925761.1|HILL
OG0008361	LOC108021020|XP_016944989.1|DSUZ	LOC119646622|XP_037903058.1|HILL
OG0008362	LOC108016922|XP_016939338.1|DSUZ	LOC119655470|XP_037917300.1|HILL
OG0008363	LOC108009491|XP_016929371.1|DSUZ	LOC119655874|XP_037917932.1|HILL
OG0008364	LOC108015709|XP_036670419.1|DSUZ	LOC119648142|XP_037905617.1|HILL
OG0008365	LOC108019836|XP_016943353.1|DSUZ	LOC119653677|XP_037914449.1|HILL
OG0008366	LOC118877782|XP_036673739.1|DSUZ	LOC119659464|XP_037923479.1|HILL
OG0008368	LOC108021074|XP_016945076.1|DSUZ	LOC119652448|XP_037912522.1|HILL
OG0008369	LOC108004762|XP_016923289.1|DSUZ	LOC119658808|XP_037922458.1|HILL
OG0008370	LOC108005047|XP_016923675.2|DSUZ	LOC119650773|XP_037909806.1|HILL
OG0008371	LOC108012113|XP_016932885.1|DSUZ	LOC119651021|XP_037910252.1|HILL
OG0008372	LOC108005993|XP_016924924.1|DSUZ	LOC119657132|XP_037919835.1|HILL
OG0008373	LOC108020942|XP_016944867.1|DSUZ	LOC119652225|XP_037912106.1|HILL
OG0008374	LOC108010876|XP_016931351.1|DSUZ	LOC119653093|XP_037913524.1|HILL
OG0008375	LOC108019913|XP_016943507.1|DSUZ	LOC119657648|XP_037920583.1|HILL
OG0008376	LOC108017003|XP_016939447.1|DSUZ	LOC119646421|XP_037902827.1|HILL
OG0008377	LOC108019127|XP_016942362.1|DSUZ	LOC119651862|XP_037911600.1|HILL
OG0008378	LOC108019120|XP_016942341.1|DSUZ	LOC119661748|XP_037927145.1|HILL
OG0008379	LOC108005473|XP_016924265.1|DSUZ	LOC119653166|XP_037913637.1|HILL
OG0008380	LOC108005097|XP_016923764.1|DSUZ	LOC119651008|XP_037910224.1|HILL
OG0008381	LOC108021525|XP_016945774.1|DSUZ	LOC119646161|XP_037902462.1|HILL
OG0008383	LOC108013083|XP_016934201.1|DSUZ	LOC119646932|XP_037903547.1|HILL
OG0008384	LOC108020970|XP_016944906.1|DSUZ	LOC119646705|XP_037903210.1|HILL
OG0008385	LOC108004953|XP_016923548.1|DSUZ	LOC119651251|XP_037910667.1|HILL
OG0008386	LOC108005484|XP_016924276.1|DSUZ	LOC119658070|XP_037921257.1|HILL
OG0008387	LOC108015452|XP_036675330.1|DSUZ	LOC119647133|XP_037903852.1|HILL
OG0008388	LOC108005081|XP_016923741.1|DSUZ	LOC119647327|XP_037904193.1|HILL
OG0008389	LOC108011168|XP_036668600.1|DSUZ	LOC119646633|XP_037903073.1|HILL
OG0008390	LOC108021031|XP_016945008.1|DSUZ	LOC119659095|XP_037922944.1|HILL
OG0008391	LOC108021573|XP_016945848.1|DSUZ	LOC119652222|XP_037912098.1|HILL
OG0008392	LOC108006221|XP_016925149.2|DSUZ	LOC119653422|XP_037913927.1|HILL
OG0008394	LOC108017628|XP_016940218.1|DSUZ	LOC119647559|XP_037904480.1|HILL
OG0008395	LOC108015339|XP_016937234.1|DSUZ	LOC119658707|XP_037922245.1|HILL
OG0008396	LOC108019060|XP_016942181.1|DSUZ	LOC119659220|XP_037923123.1|HILL
OG0008397	LOC108021831|XP_016946125.2|DSUZ	LOC119653462|XP_037914001.1|HILL
OG0008398	LOC108004559|XP_016922983.1|DSUZ	LOC119653763|XP_037914672.1|HILL
OG0008399	LOC108014932|XP_036676761.1|DSUZ	LOC119654489|XP_037915840.1|HILL
OG0008400	LOC108013520|XP_016934904.1|DSUZ	LOC119659902|XP_037924155.1|HILL
OG0008401	LOC108014227|XP_016935754.1|DSUZ	LOC119646477|XP_037902859.1|HILL
OG0008402	LOC108018718|XP_016941778.1|DSUZ	LOC119658664|XP_037922146.1|HILL
OG0008403	LOC108004603|XP_016923031.1|DSUZ	LOC119655441|XP_037917263.1|HILL
OG0008404	LOC108016286|XP_016938408.2|DSUZ	LOC119659299|XP_037923240.1|HILL
OG0008405	LOC108005216|XP_016923894.1|DSUZ	LOC119654757|XP_037916226.1|HILL
OG0008406	LOC108005201|XP_016923877.1|DSUZ	LOC119651075|XP_037910344.1|HILL
OG0008407	LOC108014724|XP_016936383.2|DSUZ	LOC119659976|XP_037924270.1|HILL
OG0008409	LOC108005890|XP_036670857.1|DSUZ	LOC119660967|XP_037925951.1|HILL
OG0008410	LOC108010626|XP_036674448.1|DSUZ	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL
OG0008411	LOC108007004|XP_036673405.1|DSUZ	LOC119659741|XP_037923931.1|HILL
OG0008412	LOC108005411|XP_016924160.1|DSUZ	LOC119649391|XP_037907444.1|HILL
OG0008413	LOC108005743|XP_036670883.1|DSUZ	LOC119647423|XP_037904248.1|HILL
OG0008414	LOC108016594|XP_016938770.1|DSUZ	LOC119654340|XP_037915608.1|HILL
OG0008415	LOC108004674|XP_016923145.1|DSUZ	LOC119658392|XP_037921707.1|HILL
OG0008417	LOC108016979|XP_016939412.1|DSUZ	LOC119654935|XP_037916515.1|HILL
OG0008418	LOC108016889|XP_016939282.1|DSUZ	LOC119654193|XP_037915316.1|HILL
OG0008419	LOC108015139|XP_016936895.2|DSUZ	LOC119655546|XP_037917389.1|HILL
OG0008420	LOC108005503|XP_016924298.1|DSUZ	LOC119655458|XP_037917287.1|HILL
OG0008421	LOC108006330|XP_036676370.1|DSUZ	LOC119654170|XP_037915270.1|HILL
OG0008422	LOC108016975|XP_016939406.1|DSUZ	LOC119654194|XP_037915318.1|HILL
OG0008423	LOC108008625|XP_016927994.1|DSUZ	LOC119654987|XP_037916579.1|HILL
OG0008424	LOC108005437|XP_016924212.1|DSUZ	LOC119659658|XP_037923796.1|HILL
OG0008425	LOC108004940|XP_036673808.1|DSUZ	LOC119659896|XP_037924148.1|HILL
OG0008426	LOC108009657|XP_016929665.1|DSUZ	LOC119654067|XP_037915158.1|HILL
OG0008427	LOC108014979|XP_036676426.1|DSUZ	LOC119654509|XP_037915874.1|HILL
OG0008428	LOC108015424|XP_016937347.1|DSUZ	LOC119656163|XP_037918434.1|HILL
OG0008429	LOC108018548|XP_016941590.2|DSUZ	LOC119658929|XP_037922685.1|HILL
OG0008430	LOC108016637|XP_016938823.1|DSUZ	LOC119653906|XP_037914971.1|HILL
OG0008431	LOC118877277|XP_036671092.1|DSUZ	LOC119656132|XP_037918392.1|HILL
OG0008432	LOC108013866|XP_036673204.1|DSUZ	LOC119654296|XP_037915529.1|HILL
OG0008433	LOC108013334|XP_016934623.1|DSUZ	LOC119649810|XP_037908068.1|HILL
OG0008434	LOC108008040|XP_016927313.2|DSUZ	LOC119655234|XP_037916943.1|HILL
OG0008435	LOC108007503|XP_016926680.2|DSUZ	LOC119655831|XP_037917867.1|HILL
OG0008436	LOC108008418|XP_016927753.1|DSUZ	LOC119656057|XP_037918258.1|HILL
OG0008438	LOC108007979|XP_036673042.1|DSUZ	LOC119660408|XP_037924872.1|HILL
OG0008440	LOC108016289|XP_016938412.1|DSUZ	LOC119655943|XP_037918060.1|HILL
OG0008442	LOC108018229|XP_016941237.1|DSUZ	LOC119653907|XP_037914972.1|HILL
OG0008443	LOC108011357|XP_036671060.1|DSUZ	LOC119649330|XP_037907363.1|HILL
OG0008444	LOC108015540|XP_016937507.2|DSUZ	LOC119647406|XP_037904210.1|HILL
OG0008445	LOC108016625|XP_016938809.1|DSUZ	LOC119651387|XP_037910893.1|HILL
OG0008446	LOC108005373|XP_036676963.1|DSUZ	LOC119649052|XP_037906963.1|HILL
OG0008447	LOC108005480|XP_016924270.1|DSUZ	LOC119656499|XP_037918765.1|HILL
OG0008448	LOC108005304|XP_036675787.1|DSUZ	LOC119656739|XP_037919214.1|HILL
OG0008449	LOC108011150|XP_016931725.1|DSUZ	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL
OG0008450	LOC108004843|XP_016923413.1|DSUZ	LOC119656990|XP_037919653.1|HILL
OG0008451	LOC108015959|XP_016938030.1|DSUZ	LOC119658424|XP_037922133.1|HILL
OG0008452	LOC108021292|XP_016945428.1|DSUZ	LOC119657292|XP_037920066.1|HILL
OG0008453	LOC108019606|XP_016942973.1|DSUZ	LOC119661580|XP_037926907.1|HILL
OG0008454	LOC108016536|XP_036676488.1|DSUZ	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL
OG0008455	LOC108020031|XP_016943605.1|DSUZ	LOC119647675|XP_037904680.1|HILL
OG0008456	LOC108014711|XP_036675310.1|DSUZ	LOC119660776|XP_037925480.1|HILL
OG0008457	LOC108016435|XP_016938574.2|DSUZ	LOC119658986|XP_037922796.1|HILL
OG0008458	LOC108009812|XP_016929978.1|DSUZ	LOC119654864|XP_037916381.1|HILL
OG0008459	LOC108019205|XP_016942486.1|DSUZ	LOC119655755|XP_037917740.1|HILL
OG0008460	LOC108021643|XP_016945946.1|DSUZ	LOC119650750|XP_037909768.1|HILL
OG0008461	LOC108019968|XP_016943544.2|DSUZ	LOC119652350|XP_037912380.1|HILL
OG0008462	LOC108021357|XP_016945530.2|DSUZ	LOC119660516|XP_037925064.1|HILL
OG0008463	LOC108014175|XP_016935702.1|DSUZ	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC108009962|XP_016930212.1|DSUZ	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC108009703|XP_016929749.1|DSUZ	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC108009485|XP_016929367.1|DSUZ	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC108013298|XP_016934579.1|DSUZ	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC108010437|XP_016930786.1|DSUZ	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC108009269|XP_016928967.1|DSUZ	LOC119647064|XP_037903750.1|HILL
OG0008472	LOC108009332|XP_016929097.1|DSUZ	LOC119652164|XP_037912037.1|HILL
OG0008473	LOC108006290|XP_016925239.1|DSUZ	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC108004950|XP_016923542.2|DSUZ	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	LOC108004881|XP_016923454.2|DSUZ	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	LOC108019922|XP_016943519.1|DSUZ	LOC119651482|XP_037911021.1|HILL
OG0008478	LOC108005012|XP_036673305.1|DSUZ	LOC119650952|XP_037910116.1|HILL
OG0008479	LOC108008398|XP_016927732.1|DSUZ	LOC119651481|XP_037911020.1|HILL
OG0008480	LOC108007529|XP_036670696.1|DSUZ	LOC119649602|XP_037907744.1|HILL
OG0008481	LOC108015151|XP_016936916.1|DSUZ	LOC119649501|XP_037907597.1|HILL
OG0008482	LOC108013392|XP_016934730.1|DSUZ	LOC119660779|XP_037925482.1|HILL
OG0008483	LOC108019599|XP_016942934.1|DSUZ	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL
OG0008484	LOC108004901|XP_016923474.2|DSUZ	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC108013876|XP_036678162.1|DSUZ, LOC108017091|XP_016939538.2|DSUZ, LOC108012208|XP_016932993.1|DSUZ	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC108020378|XP_016944116.1|DSUZ	LOC119660883|XP_037925726.1|HILL
OG0008487	LOC108019137|XP_016942370.1|DSUZ	LOC119653734|XP_037914584.1|HILL
OG0008488	LOC108017192|XP_036672883.1|DSUZ	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008496	LOC108009702|XP_016929748.1|DSUZ	LOC119654774|XP_037916244.1|HILL
OG0008498	LOC108008346|XP_016927662.1|DSUZ	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	LOC108018003|XP_016940843.1|DSUZ	LOC119655028|XP_037916630.1|HILL
OG0008505	LOC108013180|XP_016934370.1|DSUZ	LOC119649383|XP_037907429.1|HILL
OG0008508	LOC108005155|XP_016923819.2|DSUZ	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL
OG0008527	LOC108010408|XP_036676037.1|DSUZ	LOC119658475|XP_037921839.1|HILL
OG0008528	LOC108012935|XP_016933960.1|DSUZ	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC108016590|XP_016938765.1|DSUZ	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC108013735|XP_016935173.1|DSUZ	LOC119657299|XP_037920073.1|HILL
OG0008531	LOC108016793|XP_016939049.1|DSUZ	LOC119657125|XP_037919817.1|HILL
OG0008532	LOC108005507|XP_016924303.1|DSUZ	LOC119658066|XP_037921251.1|HILL
OG0008534	LOC118878260|XP_036676035.1|DSUZ, LOC118878261|XP_036676036.1|DSUZ, LOC118878370|XP_036677008.1|DSUZ, LOC108010455|XP_016930810.2|DSUZ	LOC119657089|XP_037919772.1|HILL
OG0008535	LOC108016991|XP_016939428.1|DSUZ	LOC119658522|XP_037921926.1|HILL
OG0008536	LOC108016884|XP_016939267.1|DSUZ	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC108018465|XP_036673903.1|DSUZ	LOC119651053|XP_037910310.1|HILL
OG0008538	LOC108015365|XP_016937271.1|DSUZ	LOC119656958|XP_037919605.1|HILL
OG0008540	LOC108016431|XP_016938571.2|DSUZ	LOC119653019|XP_037913386.1|HILL
OG0008541	LOC108019709|XP_016943096.1|DSUZ	LOC119653135|XP_037913597.1|HILL
OG0008542	LOC108007088|XP_016926180.2|DSUZ	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC108009168|XP_016928785.1|DSUZ	LOC119652767|XP_037913006.1|HILL
OG0008545	LOC118878888|XP_036677791.1|DSUZ, LOC108010971|XP_016931482.2|DSUZ	LOC119661353|XP_037926587.1|HILL
OG0008547	LOC108015073|XP_016936800.1|DSUZ	LOC119657476|XP_037920325.1|HILL
OG0008550	LOC108016675|XP_016938882.1|DSUZ	LOC119656706|XP_037919144.1|HILL
OG0008551	LOC108012770|XP_036670308.1|DSUZ	LOC119649435|XP_037907513.1|HILL
OG0008552	LOC108013255|XP_016934494.1|DSUZ	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC108016580|XP_016938751.1|DSUZ	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC108016767|XP_016939020.1|DSUZ	LOC119654383|XP_037915679.1|HILL
OG0008556	LOC108019882|XP_016943442.1|DSUZ	LOC119654250|XP_037915421.1|HILL
