Orthogroup	DSUZ.longest_only	BCOP.longest_only
OG0008055	LOC108016985|XP_016939421.1|DSUZ	LOC119085019|XP_037051092.1|BCOP
OG0008056	LOC108016589|XP_016938763.1|DSUZ	LOC119076482|XP_037039158.1|BCOP
OG0008057	LOC108006748|XP_016925789.2|DSUZ	LOC119075171|XP_037037461.1|BCOP
OG0008058	LOC108018789|XP_036674246.1|DSUZ	LOC119084254|XP_037050053.1|BCOP
OG0008059	LOC108016280|XP_016938400.2|DSUZ	LOC119076150|XP_037038728.1|BCOP
OG0008060	LOC108006202|XP_016925128.2|DSUZ	LOC119073793|XP_037035465.1|BCOP
OG0008061	LOC108004739|XP_016923254.1|DSUZ	LOC119071051|XP_037031605.1|BCOP
OG0008062	LOC108005470|XP_016924258.1|DSUZ	LOC119067084|XP_037025740.1|BCOP
OG0008063	LOC108018707|XP_036672748.1|DSUZ	LOC119073869|XP_037035635.1|BCOP
OG0008064	LOC108006320|XP_016925311.1|DSUZ	LOC119078090|XP_037041449.1|BCOP
OG0008066	LOC108005082|XP_016923738.1|DSUZ	LOC119072746|XP_037033926.1|BCOP
OG0008067	LOC108014039|XP_016935545.1|DSUZ	LOC119077964|XP_037041239.1|BCOP
OG0008068	LOC108006337|XP_016925336.1|DSUZ	LOC119067569|XP_037026545.1|BCOP
OG0008070	LOC108012001|XP_036674653.1|DSUZ	LOC119075230|XP_037037515.1|BCOP
OG0008071	LOC108004732|XP_016923246.1|DSUZ	LOC119075914|XP_037038394.1|BCOP
OG0008072	LOC108015371|XP_016937278.1|DSUZ	LOC119074319|XP_037036272.1|BCOP
OG0008073	LOC108021784|XP_036677169.1|DSUZ	LOC119076456|XP_037039117.1|BCOP
OG0008074	LOC108004761|XP_016923288.1|DSUZ	LOC119083047|XP_037048566.1|BCOP
OG0008075	LOC108008272|XP_016927550.1|DSUZ	LOC119071751|XP_037032681.1|BCOP
OG0008076	LOC108016825|XP_016939131.1|DSUZ	LOC119084159|XP_037049906.1|BCOP
OG0008077	LOC108013798|XP_016935260.1|DSUZ	LOC119077912|XP_037041182.1|BCOP
OG0008078	LOC108004755|XP_016923281.1|DSUZ	LOC119084431|XP_037050305.1|BCOP
OG0008079	LOC108005180|XP_016923851.1|DSUZ	LOC119084119|XP_037049867.1|BCOP
OG0008080	LOC108016606|XP_016938785.1|DSUZ	LOC119082210|XP_037047553.1|BCOP
OG0008081	LOC108016848|XP_016939197.1|DSUZ	LOC119078098|XP_037041458.1|BCOP
OG0008082	LOC108011710|XP_016932413.2|DSUZ	LOC119085282|XP_037051531.1|BCOP
OG0008083	LOC108016290|XP_016938415.1|DSUZ	LOC119078370|XP_037041803.1|BCOP
OG0008084	LOC118877663|XP_036673191.1|DSUZ, LOC108014392|XP_016935985.2|DSUZ	LOC119079547|XP_037043430.1|BCOP
OG0008085	LOC108010907|XP_036675523.1|DSUZ	LOC119074978|XP_037037275.1|BCOP
OG0008086	LOC108016244|XP_036675025.1|DSUZ	LOC119075172|XP_037037463.1|BCOP
OG0008087	LOC108005414|XP_016924167.1|DSUZ	LOC119076896|XP_037039800.1|BCOP
OG0008088	LOC108018936|XP_016942020.1|DSUZ	LOC119073524|XP_037034956.1|BCOP
OG0008089	LOC108013316|XP_016934598.1|DSUZ	LOC119072334|XP_037033417.1|BCOP
OG0008090	LOC108015299|XP_016937165.1|DSUZ	LOC119067478|XP_037026375.1|BCOP
OG0008091	LOC108015758|XP_016937785.2|DSUZ	LOC119074790|XP_037036970.1|BCOP
OG0008092	LOC108015566|XP_036672616.1|DSUZ	LOC119077582|XP_037040685.1|BCOP
OG0008093	LOC108016798|XP_016939061.1|DSUZ	LOC119068635|XP_037028196.1|BCOP
OG0008095	LOC108007248|XP_036675373.1|DSUZ	LOC119070888|XP_037031304.1|BCOP
OG0008096	LOC108015133|XP_016936887.1|DSUZ	LOC119072735|XP_037033909.1|BCOP
OG0008097	LOC108015331|XP_016937221.1|DSUZ	LOC119069803|XP_037029853.1|BCOP
OG0008098	LOC108012687|XP_016933603.1|DSUZ	LOC119084426|XP_037050298.1|BCOP
OG0008099	LOC108005883|XP_016924754.1|DSUZ	LOC119075192|XP_037037478.1|BCOP
OG0008100	LOC108007991|XP_036673953.1|DSUZ	LOC119082207|XP_037047541.1|BCOP
OG0008101	LOC108006527|XP_036676109.1|DSUZ	LOC119079961|XP_037043969.1|BCOP
OG0008102	LOC108014571|XP_016936214.2|DSUZ	LOC119083990|XP_037049702.1|BCOP
OG0008103	LOC108015196|XP_016937006.1|DSUZ	LOC119070004|XP_037030155.1|BCOP
OG0008104	LOC108011364|XP_016931968.1|DSUZ	LOC119074909|XP_037037151.1|BCOP
OG0008105	LOC108007644|XP_016926854.2|DSUZ	LOC119076036|XP_037038550.1|BCOP
OG0008106	LOC108007710|XP_016926947.1|DSUZ	LOC119074355|XP_037036355.1|BCOP
OG0008108	LOC108016804|XP_036676231.1|DSUZ	LOC119081955|XP_037047145.1|BCOP
OG0008109	LOC108016676|XP_016938883.1|DSUZ	LOC119076140|XP_037038709.1|BCOP
OG0008110	LOC108021836|XP_016946131.2|DSUZ	LOC119076093|XP_037038643.1|BCOP
OG0008111	LOC108016605|XP_016938784.1|DSUZ	LOC119074576|XP_037036701.1|BCOP
OG0008112	LOC108016642|XP_016938829.1|DSUZ	LOC119074551|XP_037036621.1|BCOP
OG0008113	LOC108005221|XP_016923901.1|DSUZ	LOC119074688|XP_037036867.1|BCOP
OG0008114	LOC108005191|XP_016923865.1|DSUZ	LOC119074677|XP_037036856.1|BCOP
OG0008115	LOC108019090|XP_016942255.1|DSUZ	LOC119074557|XP_037036650.1|BCOP
OG0008116	LOC108019113|XP_016942324.1|DSUZ	LOC119074564|XP_037036678.1|BCOP
OG0008117	LOC108013734|XP_016935172.1|DSUZ	LOC119077955|XP_037041219.1|BCOP
OG0008118	LOC108016653|XP_016938850.1|DSUZ	LOC119075159|XP_037037450.1|BCOP
OG0008119	LOC108015203|XP_016937017.1|DSUZ	LOC119074475|XP_037036511.1|BCOP
OG0008120	LOC108004722|XP_016923231.1|DSUZ	LOC119085119|XP_037051276.1|BCOP
OG0008121	LOC108019617|XP_016942987.1|DSUZ	LOC119080235|XP_037044380.1|BCOP
OG0008122	LOC108015346|XP_016937246.1|DSUZ	LOC119077862|XP_037041093.1|BCOP
OG0008123	LOC108021780|XP_016946072.2|DSUZ	LOC119074917|XP_037037201.1|BCOP
OG0008124	LOC108016833|XP_016939141.1|DSUZ	LOC119074922|XP_037037208.1|BCOP
OG0008125	LOC108016908|XP_016939313.1|DSUZ	LOC119076112|XP_037038707.1|BCOP
OG0008126	LOC108015000|XP_016936715.1|DSUZ	LOC119073962|XP_037035799.1|BCOP
OG0008127	LOC108015216|XP_016937043.1|DSUZ	LOC119074403|XP_037036420.1|BCOP
OG0008128	LOC108018958|XP_016942051.1|DSUZ	LOC119074415|XP_037036439.1|BCOP
OG0008129	LOC108015234|XP_016937069.1|DSUZ	LOC119076565|XP_037039248.1|BCOP
OG0008130	LOC108005469|XP_016924257.1|DSUZ	LOC119085975|XP_037052437.1|BCOP
OG0008131	LOC108016797|XP_016939059.1|DSUZ	LOC119083014|XP_037048546.1|BCOP
OG0008132	LOC108017597|XP_016940176.2|DSUZ	LOC119077750|XP_037040953.1|BCOP
OG0008133	LOC108005427|XP_016924194.1|DSUZ	LOC119076058|XP_037038589.1|BCOP
OG0008134	LOC108014982|XP_036676384.1|DSUZ	LOC119076012|XP_037038495.1|BCOP
OG0008135	LOC108007978|XP_016927242.1|DSUZ	LOC119076742|XP_037039582.1|BCOP
OG0008136	LOC108007032|XP_016926130.1|DSUZ	LOC119075283|XP_037037565.1|BCOP
OG0008137	LOC108016743|XP_016938973.1|DSUZ	LOC119076042|XP_037038563.1|BCOP
OG0008138	LOC108007502|XP_036670480.1|DSUZ	LOC119069965|XP_037030099.1|BCOP
OG0008139	LOC108019919|XP_016943515.1|DSUZ	LOC119066868|XP_037025437.1|BCOP
OG0008140	LOC108016964|XP_016939390.1|DSUZ	LOC119073938|XP_037035711.1|BCOP
OG0008141	LOC108004714|XP_016923218.1|DSUZ	LOC119084203|XP_037049977.1|BCOP
OG0008142	LOC108015005|XP_016936721.1|DSUZ	LOC119074760|XP_037036922.1|BCOP
OG0008143	LOC108018922|XP_016942003.1|DSUZ	LOC119084208|XP_037049993.1|BCOP
OG0008144	LOC108019822|XP_016943328.1|DSUZ	LOC119084228|XP_037050022.1|BCOP
OG0008145	LOC108005428|XP_016924195.1|DSUZ	LOC119080666|XP_037044989.1|BCOP
OG0008146	LOC108021816|XP_016946109.1|DSUZ	LOC119077014|XP_037040022.1|BCOP
OG0008147	LOC108004694|XP_016923194.1|DSUZ	LOC119084983|XP_037051030.1|BCOP
OG0008148	LOC108004655|XP_036677163.1|DSUZ	LOC119074761|XP_037036923.1|BCOP
OG0008149	LOC108015337|XP_016937231.1|DSUZ	LOC119066760|XP_037025294.1|BCOP
OG0008150	LOC108004726|XP_016923237.1|DSUZ	LOC119074512|XP_037036569.1|BCOP
OG0008151	LOC108016809|XP_016939095.1|DSUZ	LOC119068799|XP_037028456.1|BCOP
OG0008152	LOC108016535|XP_036676801.1|DSUZ	LOC119074866|XP_037037084.1|BCOP
OG0008153	LOC108009909|XP_016930123.1|DSUZ	LOC119080186|XP_037044318.1|BCOP
OG0008154	LOC108013135|XP_016934305.1|DSUZ	LOC119071941|XP_037032960.1|BCOP
OG0008155	LOC108010707|XP_016931109.1|DSUZ	LOC119086030|XP_037052501.1|BCOP
OG0008156	LOC108010825|XP_016931276.2|DSUZ	LOC119070003|XP_037030154.1|BCOP
OG0008157	LOC108020552|XP_036673070.1|DSUZ	LOC119077044|XP_037040069.1|BCOP
OG0008158	LOC108005426|XP_016924193.1|DSUZ	LOC119071049|XP_037031551.1|BCOP
OG0008159	LOC108015535|XP_016937500.2|DSUZ	LOC119074215|XP_037036110.1|BCOP
OG0008160	LOC108009431|XP_016929254.1|DSUZ	LOC119071538|XP_037032318.1|BCOP
OG0008161	LOC108012804|XP_016933732.1|DSUZ	LOC119077047|XP_037040074.1|BCOP
OG0008162	LOC108015172|XP_016936944.1|DSUZ	LOC119067759|XP_037026787.1|BCOP
OG0008163	LOC108011451|XP_036670809.1|DSUZ	LOC119072459|XP_037033577.1|BCOP
OG0008164	LOC108020476|XP_016944294.1|DSUZ	LOC119074604|XP_037036751.1|BCOP
OG0008165	LOC108016954|XP_036676841.1|DSUZ	LOC119076032|XP_037038544.1|BCOP
OG0008166	LOC108005123|XP_036676996.1|DSUZ	LOC119076110|XP_037038665.1|BCOP
OG0008167	LOC108005142|XP_036677265.1|DSUZ	LOC119074951|XP_037037235.1|BCOP
OG0008168	LOC108005204|XP_016923880.1|DSUZ	LOC119072326|XP_037033446.1|BCOP
OG0008169	LOC108015124|XP_036676407.1|DSUZ	LOC119067583|XP_037026577.1|BCOP
OG0008170	LOC108010175|XP_016930507.1|DSUZ	LOC119070978|XP_037031456.1|BCOP
OG0008171	LOC108004662|XP_016923125.1|DSUZ	LOC119081639|XP_037046606.1|BCOP
OG0008172	LOC108018411|XP_016941456.2|DSUZ	LOC119071532|XP_037032310.1|BCOP
OG0008173	LOC108021166|XP_016945237.1|DSUZ	LOC119080692|XP_037045033.1|BCOP
OG0008174	LOC108019752|XP_016943186.1|DSUZ	LOC119086007|XP_037052479.1|BCOP
OG0008175	LOC108014966|XP_036676676.1|DSUZ	LOC119067740|XP_037026766.1|BCOP
OG0008176	LOC108015136|XP_016936890.1|DSUZ	LOC119074810|XP_037036989.1|BCOP
OG0008177	LOC108015291|XP_016937153.1|DSUZ	LOC119068603|XP_037028153.1|BCOP
OG0008178	LOC108011162|XP_016931739.1|DSUZ	LOC119070245|XP_037030412.1|BCOP
OG0008179	LOC108018930|XP_016942012.1|DSUZ	LOC119073841|XP_037035570.1|BCOP
OG0008180	LOC108015296|XP_016937161.1|DSUZ	LOC119084027|XP_037049743.1|BCOP
OG0008181	LOC108015298|XP_016937164.1|DSUZ	LOC119077779|XP_037040984.1|BCOP
OG0008182	LOC108018104|XP_016941007.1|DSUZ	LOC119084061|XP_037049793.1|BCOP
OG0008185	LOC108010828|XP_016931280.2|DSUZ, LOC118878126|XP_036675574.1|DSUZ	LOC119075288|XP_037037571.1|BCOP
OG0008186	LOC108008416|XP_016927750.1|DSUZ	LOC119082527|XP_037047935.1|BCOP
OG0008187	LOC108008417|XP_016927752.1|DSUZ	LOC119076164|XP_037038744.1|BCOP
OG0008188	LOC108021441|XP_016945649.1|DSUZ	LOC119066940|XP_037025553.1|BCOP
OG0008189	LOC108020926|XP_016944838.1|DSUZ	LOC119082226|XP_037047575.1|BCOP
OG0008191	LOC108016575|XP_016938744.1|DSUZ	LOC119084325|XP_037050150.1|BCOP
OG0008192	LOC108014990|XP_016936701.1|DSUZ	LOC119076044|XP_037038565.1|BCOP
OG0008193	LOC108015434|XP_016937358.2|DSUZ	LOC119066911|XP_037025506.1|BCOP
OG0008194	LOC108006826|XP_016925866.1|DSUZ	LOC119071964|XP_037032990.1|BCOP
OG0008195	LOC108019556|XP_036670063.1|DSUZ	LOC119085314|XP_037051587.1|BCOP
OG0008196	LOC108008085|XP_016927364.1|DSUZ	LOC119071671|XP_037032545.1|BCOP
OG0008198	LOC108014922|XP_016936632.2|DSUZ	LOC119075145|XP_037037431.1|BCOP
OG0008199	LOC108015389|XP_016937298.1|DSUZ	LOC119085986|XP_037052446.1|BCOP
OG0008200	LOC108010043|XP_016930341.1|DSUZ	LOC119078286|XP_037041671.1|BCOP
OG0008201	LOC108010706|XP_036671655.1|DSUZ	LOC119071626|XP_037032478.1|BCOP
OG0008202	LOC108018656|XP_016941717.1|DSUZ	LOC119066395|XP_037024722.1|BCOP
OG0008203	LOC108012411|XP_016933261.1|DSUZ	LOC119076390|XP_037039009.1|BCOP
OG0008204	LOC108011110|XP_016931671.1|DSUZ	LOC119083255|XP_037048828.1|BCOP
OG0008205	LOC108017006|XP_016939448.1|DSUZ	LOC119072501|XP_037033638.1|BCOP
OG0008206	LOC108014006|XP_036671107.1|DSUZ	LOC119082711|XP_037048182.1|BCOP
OG0008207	LOC108012838|XP_016933794.1|DSUZ	LOC119082564|XP_037047985.1|BCOP
OG0008210	LOC108012682|XP_016933597.1|DSUZ	LOC119071256|XP_037031996.1|BCOP
OG0008211	LOC108021533|XP_016945787.1|DSUZ	LOC119071676|XP_037032551.1|BCOP
OG0008212	LOC108010657|XP_036672164.1|DSUZ	LOC119071161|XP_037031811.1|BCOP
OG0008213	LOC108016546|XP_036676222.1|DSUZ	LOC119076099|XP_037038650.1|BCOP
OG0008215	LOC108005128|XP_036677104.1|DSUZ	LOC119071001|XP_037031490.1|BCOP
OG0008216	LOC108011457|XP_016932090.1|DSUZ	LOC119072097|XP_037033146.1|BCOP
OG0008217	LOC108015315|XP_016937184.1|DSUZ	LOC119076943|XP_037039889.1|BCOP
OG0008218	LOC108009101|XP_016928654.1|DSUZ	LOC119066417|XP_037024785.1|BCOP
OG0008219	LOC108015111|XP_016936848.1|DSUZ	LOC119068848|XP_037028561.1|BCOP
OG0008220	LOC108021787|XP_036676889.1|DSUZ	LOC119084315|XP_037050130.1|BCOP
OG0008221	LOC108018875|XP_016941956.1|DSUZ	LOC119078498|XP_037041945.1|BCOP
OG0008222	LOC108007698|XP_036671922.1|DSUZ	LOC119072303|XP_037033384.1|BCOP
OG0008223	LOC108011754|XP_016932471.2|DSUZ	LOC119081765|XP_037046854.1|BCOP
OG0008224	LOC108012835|XP_016933789.1|DSUZ	LOC119066103|XP_037024272.1|BCOP
OG0008225	LOC108005443|XP_016924222.1|DSUZ	LOC119082577|XP_037047997.1|BCOP
OG0008226	LOC108015271|XP_016937121.1|DSUZ	LOC119083485|XP_037049106.1|BCOP
OG0008227	LOC108011707|XP_036675470.1|DSUZ	LOC119069404|XP_037029349.1|BCOP
OG0008228	LOC108015444|XP_036675251.1|DSUZ	LOC119070042|XP_037030221.1|BCOP
OG0008230	LOC108018635|XP_036673524.1|DSUZ	LOC119074414|XP_037036438.1|BCOP
OG0008233	LOC108021396|XP_016945584.1|DSUZ	LOC119080068|XP_037044178.1|BCOP
OG0008234	LOC108009963|XP_016930213.1|DSUZ	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP
OG0008235	LOC108019007|XP_016942110.1|DSUZ	LOC119076171|XP_037038752.1|BCOP
OG0008237	LOC108010147|XP_016930471.1|DSUZ	LOC119079953|XP_037043959.1|BCOP
OG0008238	LOC108012833|XP_016933787.1|DSUZ	LOC119079531|XP_037043416.1|BCOP
OG0008239	LOC108012431|XP_016933284.1|DSUZ	LOC119080534|XP_037044841.1|BCOP
OG0008240	LOC108018168|XP_016941152.1|DSUZ	LOC119079888|XP_037043866.1|BCOP
OG0008243	LOC108008477|XP_016927822.2|DSUZ	LOC119084712|XP_037050689.1|BCOP
OG0008244	LOC108011343|XP_016931943.2|DSUZ	LOC119077545|XP_037040653.1|BCOP
OG0008245	LOC108018785|XP_016941860.1|DSUZ	LOC119066604|XP_037025062.1|BCOP
OG0008246	LOC108008760|XP_016928147.1|DSUZ	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP
OG0008266	LOC108005731|XP_036675019.1|DSUZ	LOC119069491|XP_037029456.1|BCOP
OG0008267	LOC108016115|XP_036675306.1|DSUZ	LOC119070586|XP_037030892.1|BCOP
OG0008268	LOC108019906|XP_016943494.1|DSUZ	LOC119068096|XP_037027414.1|BCOP
OG0008269	LOC108005246|XP_016923931.1|DSUZ	LOC119070128|XP_037030344.1|BCOP
OG0008270	LOC108019168|XP_016942415.1|DSUZ	LOC119082239|XP_037047601.1|BCOP
OG0008271	LOC108007104|XP_016926195.2|DSUZ	LOC119070326|XP_037030490.1|BCOP
OG0008272	LOC108019119|XP_016942333.1|DSUZ	LOC119067290|XP_037026075.1|BCOP
OG0008273	LOC108011680|XP_036674459.1|DSUZ	LOC119084499|XP_037050414.1|BCOP
OG0008275	LOC108015306|XP_016937173.1|DSUZ	LOC119067576|XP_037026556.1|BCOP
OG0008276	LOC108019182|XP_016942440.1|DSUZ	LOC119067757|XP_037026784.1|BCOP
OG0008277	LOC108015359|XP_016937260.1|DSUZ	LOC119067626|XP_037026614.1|BCOP
OG0008278	LOC108009244|XP_016928911.1|DSUZ	LOC119080890|XP_037045364.1|BCOP
OG0008279	LOC108006327|XP_016925316.1|DSUZ	LOC119082228|XP_037047581.1|BCOP
OG0008280	LOC108006271|XP_016925209.1|DSUZ	LOC119082580|XP_037048013.1|BCOP
OG0008281	LOC108014999|XP_016936713.1|DSUZ	LOC119082635|XP_037048100.1|BCOP
OG0008282	LOC108005252|XP_016923934.1|DSUZ	LOC119067575|XP_037026555.1|BCOP
OG0008283	LOC108005387|XP_016924137.1|DSUZ	LOC119069528|XP_037029497.1|BCOP
OG0008285	LOC108015423|XP_016937343.1|DSUZ	LOC119069574|XP_037029553.1|BCOP
OG0008286	LOC108005492|XP_016924285.1|DSUZ	LOC119067132|XP_037025812.1|BCOP
OG0008287	LOC108019107|XP_016942316.1|DSUZ	LOC119067603|XP_037026589.1|BCOP
OG0008288	LOC108013837|XP_016935308.2|DSUZ	LOC119068323|XP_037027773.1|BCOP
OG0008290	LOC108015144|XP_016936903.1|DSUZ	LOC119067610|XP_037026598.1|BCOP
OG0008291	LOC108019125|XP_016942348.1|DSUZ	LOC119067820|XP_037026878.1|BCOP
OG0008292	LOC108016677|XP_036676527.1|DSUZ	LOC119076490|XP_037039170.1|BCOP
OG0008293	LOC108010849|XP_036678259.1|DSUZ, LOC118876759|XP_036675249.1|DSUZ	LOC119068319|XP_037027768.1|BCOP
OG0008294	LOC108017502|XP_016940047.1|DSUZ	LOC119067446|XP_037026322.1|BCOP
OG0008295	LOC108006564|XP_016925585.1|DSUZ	LOC119081345|XP_037046073.1|BCOP
OG0008296	LOC108006323|XP_016925313.1|DSUZ	LOC119066847|XP_037025410.1|BCOP
OG0008297	LOC108019108|XP_016942318.1|DSUZ	LOC119070055|XP_037030245.1|BCOP
OG0008298	LOC108018866|XP_036675739.1|DSUZ	LOC119067333|XP_037026133.1|BCOP
OG0008300	LOC108015343|XP_036676364.1|DSUZ	LOC119068835|XP_037028515.1|BCOP
OG0008301	LOC108016211|XP_036674564.1|DSUZ	LOC119067853|XP_037026986.1|BCOP
OG0008302	LOC108015001|XP_016936716.1|DSUZ	LOC119069511|XP_037029483.1|BCOP
OG0008303	LOC108013730|XP_036676343.1|DSUZ	LOC119068729|XP_037028317.1|BCOP
OG0008304	LOC108016663|XP_016938863.1|DSUZ	LOC119082681|XP_037048153.1|BCOP
OG0008305	LOC108019218|XP_016942503.1|DSUZ	LOC119066348|XP_037024659.1|BCOP
OG0008306	LOC108018946|XP_016942037.1|DSUZ	LOC119069231|XP_037029165.1|BCOP
OG0008307	LOC108015934|XP_036674461.1|DSUZ	LOC119067431|XP_037026298.1|BCOP
OG0008308	LOC108005044|XP_036673306.1|DSUZ	LOC119069956|XP_037030082.1|BCOP
OG0008309	LOC108008861|XP_016928256.1|DSUZ	LOC119069274|XP_037029228.1|BCOP
OG0008310	LOC108020720|XP_016944578.1|DSUZ	LOC119066478|XP_037024878.1|BCOP
OG0008311	LOC108006555|XP_016925576.1|DSUZ	LOC119068741|XP_037028339.1|BCOP
OG0008312	LOC108014897|XP_036672675.1|DSUZ	LOC119068458|XP_037027938.1|BCOP
OG0008313	LOC108015230|XP_016937063.1|DSUZ	LOC119068063|XP_037027359.1|BCOP
OG0008314	LOC108008332|XP_016927647.1|DSUZ	LOC119083508|XP_037049125.1|BCOP
OG0008315	LOC108012596|XP_016933504.1|DSUZ	LOC119068174|XP_037027557.1|BCOP
OG0008318	LOC108006277|XP_016925222.1|DSUZ	LOC119068760|XP_037028392.1|BCOP
OG0008319	LOC108008619|XP_016927989.1|DSUZ	LOC119069798|XP_037029848.1|BCOP
OG0008320	LOC108006518|XP_036676301.1|DSUZ	LOC119068570|XP_037028109.1|BCOP
OG0008321	LOC108010569|XP_016930938.2|DSUZ	LOC119070426|XP_037030662.1|BCOP
OG0008322	LOC108021401|XP_016945589.1|DSUZ	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP
OG0008323	LOC108018318|XP_016941348.1|DSUZ	LOC119070508|XP_037030761.1|BCOP
OG0008324	LOC108011152|XP_016931727.1|DSUZ	LOC119067189|XP_037025915.1|BCOP
OG0008325	LOC108005359|XP_016924093.1|DSUZ	LOC119068562|XP_037028085.1|BCOP
OG0008326	LOC108019987|XP_036673761.1|DSUZ	LOC119085744|XP_037052108.1|BCOP
OG0008327	LOC108009901|XP_016930114.1|DSUZ	LOC119081555|XP_037046474.1|BCOP
OG0008328	LOC108004772|XP_016923308.1|DSUZ	LOC119075915|XP_037038396.1|BCOP
OG0008329	LOC108016680|XP_016938889.1|DSUZ	LOC119080609|XP_037044906.1|BCOP
OG0008330	LOC108008744|XP_016928130.1|DSUZ	LOC119081787|XP_037046892.1|BCOP
OG0008332	LOC108006584|XP_036671382.1|DSUZ	LOC119080768|XP_037045229.1|BCOP
OG0008333	LOC108012432|XP_016933285.2|DSUZ	LOC119075217|XP_037037497.1|BCOP
OG0008334	LOC108013423|XP_016934776.1|DSUZ	LOC119075216|XP_037037496.1|BCOP
OG0008335	LOC108007111|XP_016926201.1|DSUZ	LOC119085587|XP_037051903.1|BCOP
OG0008336	LOC108020438|XP_036672493.1|DSUZ, LOC118877354|XP_036671693.1|DSUZ	LOC119073749|XP_037035304.1|BCOP
OG0008337	LOC108009856|XP_016930044.1|DSUZ	LOC119080936|XP_037045451.1|BCOP
OG0008338	LOC108005860|XP_016924727.2|DSUZ	LOC119079345|XP_037043070.1|BCOP
OG0008339	LOC108016530|XP_016938692.2|DSUZ	LOC119082078|XP_037047315.1|BCOP
OG0008341	LOC108012415|XP_036671539.1|DSUZ	LOC119078140|XP_037041512.1|BCOP
OG0008342	LOC108013149|XP_016934327.1|DSUZ	LOC119085489|XP_037051800.1|BCOP
OG0008344	LOC108012385|XP_016933230.1|DSUZ	LOC119077307|XP_037040369.1|BCOP
OG0008345	LOC108007149|XP_016926242.1|DSUZ	LOC119074314|XP_037036268.1|BCOP
OG0008346	LOC108016615|XP_016938797.2|DSUZ	LOC119074036|XP_037035876.1|BCOP
OG0008347	LOC108013033|XP_016934117.1|DSUZ	LOC119082661|XP_037048141.1|BCOP
OG0008349	LOC108006151|XP_016925093.2|DSUZ	LOC119076081|XP_037038627.1|BCOP
OG0008350	LOC108015327|XP_016937217.1|DSUZ	LOC119066261|XP_037024509.1|BCOP
OG0008351	LOC108013404|XP_016934747.1|DSUZ	LOC119079850|XP_037043812.1|BCOP
OG0008352	LOC118877250|XP_036670779.1|DSUZ	LOC119081067|XP_037045685.1|BCOP
OG0008354	LOC108004690|XP_016923187.1|DSUZ	LOC119085317|XP_037051593.1|BCOP
OG0008355	LOC108009785|XP_016929916.1|DSUZ	LOC119073486|XP_037034886.1|BCOP
OG0008356	LOC108011760|XP_016932481.2|DSUZ	LOC119080708|XP_037045064.1|BCOP
OG0008357	LOC108011561|XP_016932218.2|DSUZ	LOC119076007|XP_037038482.1|BCOP
OG0008358	LOC108018843|XP_036678440.1|DSUZ	LOC119077904|XP_037041170.1|BCOP
OG0008359	LOC108008298|XP_036669242.1|DSUZ	LOC119066753|XP_037025279.1|BCOP
OG0008360	LOC108010119|XP_016930434.1|DSUZ	LOC119083566|XP_037049201.1|BCOP
OG0008361	LOC108021020|XP_016944989.1|DSUZ	LOC119082409|XP_037047836.1|BCOP
OG0008362	LOC108016922|XP_016939338.1|DSUZ	LOC119067571|XP_037026550.1|BCOP
OG0008363	LOC108009491|XP_016929371.1|DSUZ	LOC119085390|XP_037051680.1|BCOP
OG0008364	LOC108015709|XP_036670419.1|DSUZ	LOC119071285|XP_037032050.1|BCOP
OG0008365	LOC108019836|XP_016943353.1|DSUZ	LOC119072045|XP_037033065.1|BCOP
OG0008366	LOC118877782|XP_036673739.1|DSUZ	LOC119084907|XP_037050957.1|BCOP
OG0008367	LOC108015057|XP_016936786.1|DSUZ	LOC119070837|XP_037031242.1|BCOP
OG0008369	LOC108004762|XP_016923289.1|DSUZ	LOC119076540|XP_037039230.1|BCOP
OG0008370	LOC108005047|XP_016923675.2|DSUZ	LOC119068252|XP_037027685.1|BCOP
OG0008371	LOC108012113|XP_016932885.1|DSUZ	LOC119072824|XP_037034021.1|BCOP
OG0008372	LOC108005993|XP_016924924.1|DSUZ	LOC119081792|XP_037046897.1|BCOP
OG0008373	LOC108020942|XP_016944867.1|DSUZ	LOC119075606|XP_037037971.1|BCOP
OG0008374	LOC108010876|XP_016931351.1|DSUZ	LOC119078669|XP_037042221.1|BCOP
OG0008375	LOC108019913|XP_016943507.1|DSUZ	LOC119068457|XP_037027932.1|BCOP
OG0008376	LOC108017003|XP_016939447.1|DSUZ	LOC119072552|XP_037033684.1|BCOP
OG0008377	LOC108019127|XP_016942362.1|DSUZ	LOC119080007|XP_037044076.1|BCOP
OG0008378	LOC108019120|XP_016942341.1|DSUZ	LOC119066354|XP_037024667.1|BCOP
OG0008379	LOC108005473|XP_016924265.1|DSUZ	LOC119078778|XP_037042383.1|BCOP
OG0008380	LOC108005097|XP_016923764.1|DSUZ	LOC119082275|XP_037047644.1|BCOP
OG0008381	LOC108021525|XP_016945774.1|DSUZ	LOC119084646|XP_037050609.1|BCOP
OG0008383	LOC108013083|XP_016934201.1|DSUZ	LOC119085858|XP_037052265.1|BCOP
OG0008384	LOC108020970|XP_016944906.1|DSUZ	LOC119066500|XP_037024907.1|BCOP
