Orthogroup	DSUZ.longest_only	CQUI.longest_only
OG0007638	LOC108016758|XP_036676332.1|DSUZ	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	LOC108015006|XP_016936723.1|DSUZ	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC108009282|XP_016929001.1|DSUZ	LOC6045407|XP_038106968.1|CQUI
OG0007641	LOC108018538|XP_016941581.1|DSUZ	LOC6044290|XP_001861822.2|CQUI
OG0007651	LOC108005174|XP_016923839.1|DSUZ	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC108015938|XP_036674301.1|DSUZ	LOC6048860|XP_038122644.1|CQUI
OG0007666	LOC108019178|XP_016942434.1|DSUZ	LOC6035090|XP_038105572.1|CQUI
OG0007668	LOC108005089|XP_016923753.1|DSUZ	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC108020475|XP_016944290.1|DSUZ	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC108020474|XP_016944287.1|DSUZ	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC108015403|XP_016937312.1|DSUZ	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC108016579|XP_016938750.1|DSUZ	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC108016114|XP_036675576.1|DSUZ	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC108013672|XP_036676376.1|DSUZ	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC108013719|XP_016935148.1|DSUZ	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC108010445|XP_016930795.1|DSUZ	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC108016621|XP_016938805.1|DSUZ	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC108006286|XP_016925233.1|DSUZ	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC108006334|XP_016925332.1|DSUZ	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC108021230|XP_016945325.1|DSUZ	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC108005050|XP_036673270.1|DSUZ, LOC118877574|XP_036672715.1|DSUZ	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC108018976|XP_016942068.1|DSUZ	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC108013683|XP_016935091.1|DSUZ	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC108019094|XP_036676159.1|DSUZ	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC108006343|XP_016925346.2|DSUZ	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC108016926|XP_016939341.1|DSUZ	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC108015432|XP_016937356.1|DSUZ	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC108006540|XP_016925554.2|DSUZ	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC108014826|XP_036673527.1|DSUZ	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC108013740|XP_016935180.1|DSUZ	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC108015406|XP_016937319.1|DSUZ	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC108019353|XP_016942662.2|DSUZ	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC108004768|XP_016923301.1|DSUZ	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC118877400|XP_036671957.1|DSUZ	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC108020196|XP_036670732.1|DSUZ	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC108005450|XP_016924229.1|DSUZ	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC108004776|XP_016923314.1|DSUZ	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC108016915|XP_016939325.1|DSUZ	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC108011160|XP_016931737.1|DSUZ	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC108015419|XP_016937338.1|DSUZ	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC108016989|XP_016939426.1|DSUZ	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC108014084|XP_016935593.2|DSUZ	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC108004849|XP_016923420.1|DSUZ	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC108010471|XP_016930835.1|DSUZ	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC108006301|XP_016925266.1|DSUZ	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC108005381|XP_036677090.1|DSUZ	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC108005459|XP_016924244.1|DSUZ	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC108006342|XP_036676514.1|DSUZ	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC108005383|XP_016924133.1|DSUZ	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC108005112|XP_036677076.1|DSUZ	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC108015169|XP_016936935.1|DSUZ	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC108006534|XP_016925548.1|DSUZ	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC108019114|XP_016942327.1|DSUZ	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC108007464|XP_036675350.1|DSUZ	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC108011209|XP_016931789.1|DSUZ	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC108015182|XP_016936966.1|DSUZ	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC108015292|XP_016937155.2|DSUZ	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC108015320|XP_016937201.1|DSUZ	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC108015110|XP_016936843.1|DSUZ	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC108015102|XP_036676443.1|DSUZ	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC108020284|XP_016943904.1|DSUZ	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC108004758|XP_016923284.1|DSUZ	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC108005401|XP_016924153.1|DSUZ	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC108011135|XP_016931699.1|DSUZ	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC108005157|XP_016923821.1|DSUZ	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC108011114|XP_016931674.2|DSUZ	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC108015407|XP_016937320.1|DSUZ	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC108021827|XP_016946120.1|DSUZ	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC108016929|XP_016939346.1|DSUZ	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC108017076|XP_036674275.1|DSUZ	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC108011033|XP_036673966.1|DSUZ	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC108019210|XP_016942495.1|DSUZ	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC108015388|XP_016937297.1|DSUZ	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC108005305|XP_016924003.1|DSUZ	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC108006314|XP_016925304.1|DSUZ	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC108019461|XP_036674435.1|DSUZ	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC108014093|XP_016935605.1|DSUZ	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC108020305|XP_036677898.1|DSUZ	LOC6048774|XP_038105485.1|CQUI
OG0007747	LOC108004671|XP_016923143.1|DSUZ	LOC6050775|XP_038107338.1|CQUI
OG0007748	LOC108015071|XP_016936799.1|DSUZ	LOC6038330|XP_038122467.1|CQUI
OG0007750	LOC108012157|XP_016932937.2|DSUZ	LOC6047654|XP_001864690.2|CQUI
OG0007752	LOC108005091|XP_016923752.1|DSUZ	LOC6053536|XP_001869600.2|CQUI
OG0007755	LOC108016558|XP_036676428.1|DSUZ	LOC6052578|XP_038121672.1|CQUI
OG0007756	LOC108016980|XP_016939413.1|DSUZ	LOC6034417|XP_038122766.1|CQUI
OG0007757	LOC108015377|XP_016937285.1|DSUZ	LOC6034428|XP_038108334.1|CQUI
OG0007760	LOC108018965|XP_016942056.1|DSUZ	LOC6034457|XP_001844770.2|CQUI
OG0007761	LOC108015229|XP_016937062.1|DSUZ	LOC6034471|XP_038122821.1|CQUI
OG0007762	LOC108014947|XP_036676749.1|DSUZ	LOC6034472|XP_038115983.1|CQUI
OG0007763	LOC108021293|XP_016945431.1|DSUZ	LOC6034474|XP_001844784.1|CQUI
OG0007764	LOC108004677|XP_016923153.1|DSUZ	LOC6034476|XP_038122923.1|CQUI
OG0007765	LOC108004745|XP_016923267.1|DSUZ	LOC6034480|XP_038104014.1|CQUI
OG0007766	LOC108018310|XP_036674745.1|DSUZ	LOC6034483|XP_038104015.1|CQUI
OG0007768	LOC108018927|XP_016942009.1|DSUZ	LOC6052779|XP_038113508.1|CQUI
OG0007769	LOC108018967|XP_016942058.1|DSUZ	LOC6051179|XP_001867661.1|CQUI
OG0007770	LOC108011936|XP_016932673.1|DSUZ	LOC6049167|XP_038122974.1|CQUI
OG0007771	LOC108006815|XP_016925855.1|DSUZ	LOC6031445|XP_001842249.2|CQUI
OG0007772	LOC108016778|XP_016939033.1|DSUZ	LOC6042570|XP_038105036.1|CQUI
OG0007774	LOC108005769|XP_036672136.1|DSUZ	LOC6031438|XP_038105652.1|CQUI
OG0007775	LOC108006563|XP_016925584.1|DSUZ	LOC6052605|XP_038105818.1|CQUI
OG0007776	LOC108010413|XP_036675964.1|DSUZ	LOC6053471|XP_038122686.1|CQUI
OG0007777	LOC108013722|XP_016935151.1|DSUZ	LOC6043994|XP_038116333.1|CQUI
OG0007779	LOC108018817|XP_016941891.2|DSUZ	LOC119765085|XP_038104145.1|CQUI
OG0007780	LOC108019215|XP_016942499.1|DSUZ	LOC6052646|XP_038105404.1|CQUI
OG0007781	LOC108015266|XP_036676236.1|DSUZ	LOC119769479|XP_038118005.1|CQUI
OG0007782	LOC108019193|XP_016942456.2|DSUZ	LOC6039069|XP_038104568.1|CQUI
OG0007784	LOC108011647|XP_016932327.2|DSUZ	LOC6051726|XP_001868120.2|CQUI
OG0007786	LOC108012076|XP_016932846.1|DSUZ	LOC6053054|XP_038105741.1|CQUI
OG0007787	LOC108015458|XP_036675566.1|DSUZ	LOC119765323|XP_038104889.1|CQUI
OG0007788	LOC108020512|XP_016944335.2|DSUZ	LOC6034808|XP_001845080.2|CQUI
OG0007789	LOC108020317|XP_036674110.1|DSUZ, LOC108017392|XP_036673849.1|DSUZ	LOC6046774|XP_038104944.1|CQUI
OG0007790	LOC108007209|XP_036674511.1|DSUZ	LOC6036488|XP_038105712.1|CQUI
OG0007792	LOC108019155|XP_016942394.1|DSUZ	LOC6042419|XP_038113154.1|CQUI
OG0007793	LOC108010926|XP_016931422.2|DSUZ	LOC119769520|XP_038118274.1|CQUI
OG0007794	LOC108015184|XP_036676550.1|DSUZ	LOC6034931|XP_038113474.1|CQUI
OG0007795	LOC108016988|XP_016939425.1|DSUZ	LOC6048844|XP_001865691.2|CQUI
OG0007796	LOC108005037|XP_016923663.2|DSUZ	LOC6032710|XP_001843262.2|CQUI
OG0007797	LOC108016480|XP_016938630.2|DSUZ	LOC6047473|XP_038122879.1|CQUI
OG0007798	LOC108018338|XP_016941369.2|DSUZ	LOC6054407|XP_038112909.1|CQUI
OG0007799	LOC108020491|XP_036673015.1|DSUZ	LOC6052080|XP_001868407.1|CQUI
OG0007800	LOC108020526|XP_036673090.1|DSUZ	LOC6044840|XP_001862290.2|CQUI
OG0007801	LOC108005048|XP_016923677.1|DSUZ	LOC6035567|XP_038107035.1|CQUI
OG0007802	LOC108015858|XP_016937915.1|DSUZ	LOC119771186|XP_038122713.1|CQUI
OG0007803	LOC108014885|XP_036672744.1|DSUZ	LOC6032576|XP_038104221.1|CQUI
OG0007804	LOC108016822|XP_016939126.1|DSUZ	LOC6035085|XP_038122773.1|CQUI
OG0007805	LOC108015356|XP_016937256.1|DSUZ	LOC6048399|XP_001865322.2|CQUI
OG0007806	LOC108015355|XP_016937255.1|DSUZ	LOC6048398|XP_038122542.1|CQUI
OG0007808	LOC108005013|XP_036673303.1|DSUZ	LOC6046418|XP_038122936.1|CQUI
OG0007811	LOC108014769|XP_036673075.1|DSUZ	LOC6032633|XP_038105259.1|CQUI
OG0007812	LOC108015051|XP_016936779.1|DSUZ	LOC6032652|XP_001843219.2|CQUI
OG0007814	LOC108016609|XP_016938789.1|DSUZ	LOC6037468|XP_038104007.1|CQUI
OG0007815	LOC108016972|XP_016939403.1|DSUZ	LOC6039935|XP_001849432.2|CQUI
OG0007816	LOC108005795|XP_016924613.1|DSUZ	LOC6035392|XP_001845592.2|CQUI
OG0007817	LOC108014371|XP_016935953.2|DSUZ	LOC6035391|XP_038104697.1|CQUI
OG0007818	LOC108015783|XP_036673346.1|DSUZ	LOC6031659|XP_038104431.1|CQUI
OG0007819	LOC108013713|XP_016935142.1|DSUZ	LOC6037472|XP_001847381.2|CQUI
OG0007820	LOC108010853|XP_036675375.1|DSUZ	LOC6033670|XP_038113389.1|CQUI
OG0007821	LOC108016458|XP_016938600.2|DSUZ	LOC6033667|XP_001844093.2|CQUI
OG0007822	LOC108016461|XP_036675564.1|DSUZ	LOC6033666|XP_038104214.1|CQUI
OG0007823	LOC108016481|XP_036675500.1|DSUZ	LOC6051326|XP_038105826.1|CQUI
OG0007824	LOC108010735|XP_016931152.2|DSUZ	LOC6041355|XP_038107049.1|CQUI
OG0007825	LOC108014133|XP_016935650.1|DSUZ	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC108014751|XP_036673482.1|DSUZ	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC108015206|XP_016937024.1|DSUZ	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC108011458|XP_016932091.2|DSUZ	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC108011652|XP_016932337.2|DSUZ	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC108019144|XP_016942381.1|DSUZ	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC108015383|XP_016937291.1|DSUZ	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC108016962|XP_016939388.1|DSUZ	LOC6035410|XP_001845603.2|CQUI
OG0007834	LOC108006629|XP_016925651.1|DSUZ	LOC6035539|XP_038110831.1|CQUI
OG0007835	LOC108005054|XP_016923683.2|DSUZ	LOC6046139|XP_001863382.2|CQUI
OG0007836	LOC108015640|XP_016937621.1|DSUZ, LOC108015629|XP_036674266.1|DSUZ	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC108016039|XP_016938123.1|DSUZ	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC108015992|XP_016938074.2|DSUZ	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC108016186|XP_016938299.1|DSUZ	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC108007232|XP_016926358.2|DSUZ	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC108007199|XP_016926322.1|DSUZ	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC108018235|XP_016941251.2|DSUZ	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC118877955|XP_036674616.1|DSUZ, LOC108014328|XP_036672781.1|DSUZ	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC108015290|XP_016937152.1|DSUZ	LOC6040938|XP_001850266.2|CQUI
OG0007847	LOC108015765|XP_036673410.1|DSUZ	LOC6031652|XP_001842400.2|CQUI
OG0007855	LOC108020076|XP_036674095.1|DSUZ	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC108015744|XP_036673423.1|DSUZ	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC108007860|XP_036674284.1|DSUZ	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC108016611|XP_016938791.1|DSUZ	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC108006462|XP_016925475.2|DSUZ	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC108010916|XP_036674668.1|DSUZ	LOC6040926|XP_001850254.1|CQUI
OG0007862	LOC108016469|XP_016938612.2|DSUZ	LOC6040925|XP_038123040.1|CQUI
OG0007863	LOC108021191|XP_016945268.1|DSUZ	LOC6040935|XP_001850263.2|CQUI
OG0007864	LOC108006507|XP_016925519.2|DSUZ	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC108020812|XP_016944680.1|DSUZ	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC108012192|XP_016932976.2|DSUZ	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC108004594|XP_016923021.1|DSUZ	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC108014100|XP_036670474.1|DSUZ	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC108005449|XP_016924227.1|DSUZ	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC108005753|XP_036671559.1|DSUZ	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC108021812|XP_016946103.1|DSUZ	LOC6053032|XP_038115021.1|CQUI
OG0007875	LOC108009480|XP_016929351.1|DSUZ	LOC6046848|XP_038118512.1|CQUI
OG0007876	LOC108004771|XP_016923306.1|DSUZ	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC108005318|XP_036677229.1|DSUZ	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC108008592|XP_016927960.1|DSUZ	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC108004813|XP_036670972.1|DSUZ	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC108013686|XP_016935093.1|DSUZ	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC108011815|XP_036671759.1|DSUZ	LOC6044954|XP_038116490.1|CQUI
OG0007882	LOC108006807|XP_016925844.1|DSUZ	LOC6038799|XP_038115014.1|CQUI
OG0007883	LOC108006802|XP_036670398.1|DSUZ	LOC6049317|XP_038119973.1|CQUI
OG0007884	LOC108006829|XP_036671987.1|DSUZ	LOC6051409|XP_038118934.1|CQUI
OG0007885	LOC108009481|XP_016929355.1|DSUZ	LOC6036576|XP_038118795.1|CQUI
OG0007886	LOC108021662|XP_016945965.1|DSUZ	LOC6041123|XP_038115925.1|CQUI
OG0007887	LOC108006805|XP_016925842.2|DSUZ	LOC6053688|XP_038118638.1|CQUI
OG0007888	LOC108014598|XP_016936250.2|DSUZ	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC108012405|XP_016933254.1|DSUZ	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC108018728|XP_016941790.2|DSUZ	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC108010627|XP_016931008.2|DSUZ	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC108009846|XP_016930027.1|DSUZ	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC108012642|XP_016933555.1|DSUZ	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC108012388|XP_016933232.1|DSUZ	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC108012539|XP_016933442.1|DSUZ	LOC6041253|XP_001850543.1|CQUI
OG0007900	LOC108009055|XP_016928548.1|DSUZ	LOC6048328|XP_001865264.2|CQUI
OG0007901	LOC108013152|XP_016934330.1|DSUZ	LOC6035616|XP_001845765.2|CQUI
OG0007902	LOC108005193|XP_016923867.1|DSUZ	LOC6040601|XP_038121775.1|CQUI
OG0007903	LOC108007498|XP_016926670.2|DSUZ	LOC6040625|XP_038118997.1|CQUI
OG0007904	LOC108012881|XP_016933860.1|DSUZ	LOC6040631|XP_038118240.1|CQUI
OG0007905	LOC108019183|XP_016942442.1|DSUZ	LOC6036407|XP_001846460.2|CQUI
OG0007906	LOC108013617|XP_016935047.2|DSUZ	LOC6044194|XP_038116507.1|CQUI
OG0007907	LOC108014472|XP_016936086.1|DSUZ	LOC6041976|XP_001851151.1|CQUI
OG0007908	LOC108014473|XP_016936089.1|DSUZ	LOC6041975|XP_038118179.1|CQUI
OG0007909	LOC108016752|XP_016938988.1|DSUZ	LOC6041970|XP_001851144.2|CQUI
OG0007910	LOC108020709|XP_036672472.1|DSUZ, LOC108011775|XP_036671658.1|DSUZ	LOC6043157|XP_001870893.2|CQUI
OG0007911	LOC108014524|XP_016936152.2|DSUZ	LOC6048152|XP_001865114.2|CQUI
OG0007912	LOC108013522|XP_016934907.1|DSUZ	LOC6048144|XP_001865107.2|CQUI
OG0007913	LOC108014525|XP_016936153.1|DSUZ	LOC6048146|XP_001865108.1|CQUI
OG0007914	LOC108014649|XP_036672196.1|DSUZ	LOC6037181|XP_038118242.1|CQUI
OG0007915	LOC108005628|XP_016924427.2|DSUZ	LOC6035489|XP_001845670.2|CQUI
OG0007916	LOC108018311|XP_016941343.1|DSUZ	LOC119770305|XP_038120863.1|CQUI
OG0007917	LOC108008687|XP_016928069.1|DSUZ	LOC119770730|XP_038122061.1|CQUI
OG0007920	LOC108010319|XP_016930708.1|DSUZ	LOC6036142|XP_038110797.1|CQUI
OG0007921	LOC108008781|XP_016928168.1|DSUZ	LOC6030957|XP_038121867.1|CQUI
OG0007922	LOC108019257|XP_036673845.1|DSUZ	LOC6052063|XP_038119760.1|CQUI
OG0007923	LOC108021791|XP_036676950.1|DSUZ	LOC6053863|XP_038116111.1|CQUI
OG0007927	LOC108020989|XP_016944937.1|DSUZ	LOC6050100|XP_038107685.1|CQUI
OG0007928	LOC108007867|XP_016927118.1|DSUZ	LOC6042610|XP_001852944.2|CQUI
OG0007929	LOC108021095|XP_016945109.1|DSUZ	LOC6042604|XP_038109733.1|CQUI
OG0007930	LOC108008284|XP_016927561.1|DSUZ	LOC6054296|XP_038113999.1|CQUI
OG0007932	LOC108006315|XP_016925307.1|DSUZ	LOC6032467|XP_001843060.1|CQUI
OG0007933	LOC118877814|XP_036673857.1|DSUZ	LOC6032469|XP_038112410.1|CQUI
OG0007934	LOC108011632|XP_016932310.2|DSUZ	LOC6043623|XP_038111348.1|CQUI
OG0007935	LOC108014594|XP_016936249.1|DSUZ	LOC6038600|XP_038108223.1|CQUI
OG0007936	LOC108021494|XP_016945726.1|DSUZ	LOC6034117|XP_001844485.1|CQUI
OG0007937	LOC108019179|XP_016942437.1|DSUZ	LOC6046043|XP_038109540.1|CQUI
OG0007938	LOC108020885|XP_016944777.1|DSUZ	LOC6034156|XP_001844514.2|CQUI
OG0007939	LOC108021260|XP_016945376.1|DSUZ	LOC6034163|XP_001844519.2|CQUI
OG0007940	LOC108021375|XP_036668759.1|DSUZ	LOC6034164|XP_038108636.1|CQUI
OG0007942	LOC108019175|XP_016942427.1|DSUZ	LOC6032935|XP_001843455.2|CQUI
OG0007943	LOC108017266|XP_036678695.1|DSUZ	LOC6032945|XP_038108155.1|CQUI
OG0007944	LOC108012871|XP_016933848.1|DSUZ	LOC6050451|XP_038106065.1|CQUI
OG0007945	LOC108021612|XP_016945900.1|DSUZ	LOC6041620|XP_001850853.2|CQUI
OG0007946	LOC108010289|XP_016930648.1|DSUZ	LOC6036144|XP_001846235.2|CQUI
OG0007947	LOC108021267|XP_016945389.1|DSUZ	LOC6031331|XP_038112363.1|CQUI
OG0007948	LOC108021500|XP_016945737.2|DSUZ	LOC6031340|XP_038111689.1|CQUI
OG0007949	LOC108004731|XP_016923244.1|DSUZ	LOC6053570|XP_038110150.1|CQUI
OG0007950	LOC108020489|XP_016944312.1|DSUZ	LOC6049612|XP_001866340.2|CQUI
OG0007951	LOC108021209|XP_016945296.1|DSUZ	LOC6049613|XP_001866341.2|CQUI
OG0007952	LOC108021439|XP_016945645.1|DSUZ	LOC6037377|XP_001847297.1|CQUI
OG0007954	LOC108021602|XP_016945887.1|DSUZ	LOC6047192|XP_038111329.1|CQUI
OG0007955	LOC108009201|XP_036674191.1|DSUZ	LOC6046731|XP_038107136.1|CQUI
OG0007956	LOC108014775|XP_016936460.1|DSUZ	LOC6044545|XP_001862047.2|CQUI
OG0007957	LOC108008509|XP_016927868.1|DSUZ	LOC6037104|XP_038114374.1|CQUI
OG0007958	LOC108006560|XP_016925579.1|DSUZ	LOC6031942|XP_038107792.1|CQUI
OG0007959	LOC108021309|XP_016945452.1|DSUZ	LOC6031944|XP_001842623.2|CQUI
OG0007960	LOC108021303|XP_016945447.1|DSUZ	LOC6038267|XP_001848091.2|CQUI
OG0007962	LOC108016923|XP_016939339.1|DSUZ	LOC6050857|XP_001867383.2|CQUI
OG0007963	LOC108020924|XP_016944836.1|DSUZ	LOC6050870|XP_001867395.2|CQUI
OG0007964	LOC108021693|XP_016946010.1|DSUZ	LOC6043906|XP_038109110.1|CQUI
OG0007965	LOC108020086|XP_036677919.1|DSUZ	LOC6037001|XP_038114193.1|CQUI
OG0007967	LOC108008811|XP_016928207.1|DSUZ	LOC6035248|XP_038112313.1|CQUI
OG0007968	LOC108019553|XP_016942882.1|DSUZ	LOC6035256|XP_038107348.1|CQUI
OG0007969	LOC108009585|XP_016929548.1|DSUZ	LOC6042127|XP_001851276.2|CQUI
OG0007970	LOC108008203|XP_016927482.2|DSUZ	LOC6033188|XP_001843668.1|CQUI
OG0007971	LOC108016885|XP_016939268.1|DSUZ	LOC6033134|XP_038109208.1|CQUI
OG0007972	LOC108008705|XP_016928091.1|DSUZ	LOC6042108|XP_038113524.1|CQUI
OG0007973	LOC108014277|XP_016935810.1|DSUZ	LOC6044258|XP_038113110.1|CQUI
OG0007974	LOC108005451|XP_016924230.1|DSUZ	LOC6035273|XP_001845494.2|CQUI
OG0007975	LOC108006729|XP_036675236.1|DSUZ	LOC6038621|XP_038113294.1|CQUI
OG0007976	LOC108015069|XP_016936797.1|DSUZ	LOC6033140|XP_001843630.2|CQUI
OG0007978	LOC108006926|XP_016926021.1|DSUZ	LOC6046363|XP_001863580.1|CQUI
OG0007979	LOC108020912|XP_016944818.1|DSUZ	LOC6038927|XP_038109016.1|CQUI
OG0007980	LOC108021437|XP_016945646.1|DSUZ	LOC6044234|XP_038109535.1|CQUI
OG0007981	LOC108018945|XP_016942036.1|DSUZ	LOC6044232|XP_038112894.1|CQUI
OG0007982	LOC108020404|XP_016944183.1|DSUZ	LOC6054392|XP_038107203.1|CQUI
OG0007983	LOC108021527|XP_016945778.1|DSUZ	LOC6036446|XP_038107979.1|CQUI
OG0007984	LOC108016851|XP_036668799.1|DSUZ	LOC6034404|XP_038111335.1|CQUI
OG0007985	LOC108007466|XP_016926628.1|DSUZ	LOC119767549|XP_038112319.1|CQUI
OG0007986	LOC108014274|XP_016935806.1|DSUZ	LOC6038879|XP_001848578.1|CQUI
OG0007987	LOC108021184|XP_016945255.1|DSUZ	LOC6046635|XP_038112393.1|CQUI
OG0007989	LOC108021048|XP_016945042.1|DSUZ	LOC6037900|XP_038114338.1|CQUI
OG0007990	LOC108021295|XP_016945435.1|DSUZ	LOC6035778|XP_001845903.1|CQUI
OG0007991	LOC108021333|XP_016945493.1|DSUZ	LOC6050920|XP_038111847.1|CQUI
OG0007992	LOC108016346|XP_016938472.1|DSUZ	LOC6033303|XP_001843769.1|CQUI
OG0007993	LOC108010860|XP_016931323.1|DSUZ	LOC6045774|XP_038110349.1|CQUI
OG0007994	LOC108017723|XP_036668721.1|DSUZ	LOC6034885|XP_001845153.2|CQUI
OG0007995	LOC108018250|XP_016941270.1|DSUZ	LOC6053417|XP_038107383.1|CQUI
