Orthogroup	AEAL.longest_only	DANA.longest_only
OG0006066	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL	LOC6494810|XP_001959617.1|DANA
OG0006067	LOC109399084|XP_029731093.1|AEAL	LOC6495234|XP_032306929.1|DANA
OG0006068	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL	LOC6497734|XP_032307450.1|DANA, LOC6503128|XP_001963474.1|DANA
OG0006069	LOC109399634|XP_029731142.1|AEAL	LOC6507205|XP_032310285.1|DANA
OG0006071	LOC109399594|XP_029731143.1|AEAL	LOC6499099|XP_001955304.1|DANA
OG0006072	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL	LOC6507497|XP_001955886.1|DANA
OG0006073	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL	LOC6492959|XP_001956750.2|DANA
OG0006074	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL	LOC6502240|XP_001966047.2|DANA
OG0006075	LOC115267841|XP_029731192.1|AEAL	LOC116654453|XP_032308478.1|DANA
OG0006076	LOC109398945|XP_029731205.1|AEAL	LOC6494638|XP_001959968.1|DANA
OG0006077	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL	LOC6493584|XP_001958040.2|DANA
OG0006078	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL	LOC6493583|XP_001958039.1|DANA
OG0006079	LOC109401928|XP_029731263.1|AEAL	LOC6506747|XP_014764887.1|DANA
OG0006080	LOC109399659|XP_019527699.2|AEAL	LOC6493233|XP_001957321.1|DANA
OG0006081	LOC109421146|XP_019551183.2|AEAL	LOC6495326|XP_001958625.1|DANA
OG0006082	LOC109410554|XP_029731278.1|AEAL	LOC6495327|XP_001958623.1|DANA
OG0006083	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL	LOC6493669|XP_032310594.1|DANA
OG0006084	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL	LOC6506729|XP_032310635.1|DANA
OG0006085	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL	LOC6506367|XP_001958013.1|DANA
OG0006086	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL	LOC6506369|XP_014764721.1|DANA
OG0006087	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL	LOC6496273|XP_001960587.2|DANA
OG0006088	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL	LOC6507856|XP_001956478.1|DANA
OG0006089	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL	LOC6504018|XP_001964014.2|DANA
OG0006090	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL	LOC6506908|XP_032309498.1|DANA
OG0006091	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL	LOC6507300|XP_001956289.3|DANA
OG0006092	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL	LOC26515299|XP_014761228.2|DANA
OG0006093	LOC109426481|XP_019557547.2|AEAL	LOC6494723|XP_001959794.1|DANA
OG0006094	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL	LOC6507914|XP_032310434.1|DANA
OG0006095	LOC109403958|XP_019532390.2|AEAL	LOC6495084|XP_001959098.3|DANA
OG0006096	LOC109426375|XP_019557393.2|AEAL	LOC6496368|XP_001960774.1|DANA
OG0006097	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL	LOC6506274|XP_032310647.1|DANA
OG0006098	LOC109622243|XP_019932054.2|AEAL	LOC6507178|XP_001965325.2|DANA
OG0006099	LOC109622293|XP_029731502.1|AEAL	LOC6495158|XP_032306076.1|DANA
OG0006100	LOC109431589|XP_019563371.2|AEAL	LOC6496398|XP_001960830.1|DANA
OG0006101	LOC109622232|XP_019932034.2|AEAL	LOC6498582|XP_001963109.1|DANA
OG0006102	LOC109431570|XP_029731514.1|AEAL	LOC6495194|XP_001958881.1|DANA
OG0006103	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL	LOC6503114|XP_032308895.1|DANA
OG0006104	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL	LOC6492913|XP_001963674.1|DANA
OG0006105	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL	LOC6503826|XP_001963673.2|DANA
OG0006106	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL	LOC6507266|XP_014765121.1|DANA
OG0006107	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL	LOC6495821|XP_032306043.1|DANA
OG0006108	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL	LOC6503698|XP_001963904.1|DANA
OG0006109	LOC109403370|XP_019531732.1|AEAL	LOC6506083|XP_001958591.1|DANA
OG0006110	LOC109410749|XP_029731587.1|AEAL	LOC6506281|XP_001958206.1|DANA
OG0006111	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL	LOC6495832|XP_001959676.1|DANA
OG0006112	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL	LOC116654698|XP_032306398.1|DANA
OG0006113	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL	LOC6506577|XP_001957614.1|DANA
OG0006114	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL	LOC6505585|XP_001964646.1|DANA
OG0006115	LOC109410630|XP_029731613.1|AEAL	LOC6495685|XP_001959379.1|DANA
OG0006116	LOC109433505|XP_029731616.1|AEAL	LOC6495498|XP_001958980.1|DANA
OG0006117	LOC109433481|XP_019565447.2|AEAL	LOC6495037|XP_001959195.1|DANA
OG0006118	LOC109433516|XP_029731638.1|AEAL	LOC6494291|XP_014762708.1|DANA
OG0006119	LOC109410652|XP_019539731.1|AEAL	LOC6494026|XP_001961125.1|DANA
OG0006120	LOC109410665|XP_019539748.2|AEAL	LOC6496071|XP_001960158.1|DANA
OG0006121	LOC109407648|XP_019536346.1|AEAL	LOC26513893|XP_014765548.1|DANA
OG0006122	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL	LOC6506053|XP_001966639.2|DANA
OG0006123	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL	LOC6496453|XP_001960942.3|DANA
OG0006124	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL	LOC6498918|XP_032312287.1|DANA
OG0006125	LOC109621450|XP_019931031.2|AEAL	LOC6506214|XP_032310066.1|DANA
OG0006126	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL	LOC6507749|XP_001956264.1|DANA
OG0006127	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL	LOC6506332|XP_001958083.2|DANA
OG0006128	LOC109425900|XP_019556821.1|AEAL	LOC6506343|XP_001958067.1|DANA
OG0006129	LOC109426026|XP_019557003.2|AEAL	LOC6493606|XP_001958092.1|DANA
OG0006130	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL	LOC6506716|XP_001957377.1|DANA
OG0006131	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL	LOC6507095|XP_001956679.1|DANA
OG0006132	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL	LOC6506345|XP_001958063.2|DANA
OG0006133	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL	LOC6493262|XP_001957376.1|DANA
OG0006134	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL	LOC6506326|XP_014764710.1|DANA
OG0006135	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL	LOC6506715|XP_032309628.1|DANA
OG0006136	LOC109425968|XP_019556925.1|AEAL	LOC6493732|XP_001958330.1|DANA
OG0006137	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL	LOC6507257|XP_001956375.1|DANA
OG0006138	LOC109425885|XP_019556809.2|AEAL	LOC6495451|XP_001958873.1|DANA
OG0006139	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL	LOC6495072|XP_001959127.1|DANA
OG0006140	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL	LOC6494121|XP_001960927.2|DANA
OG0006142	LOC109425818|XP_019556706.1|AEAL	LOC6493651|XP_001958165.3|DANA
OG0006143	LOC109425815|XP_019556703.2|AEAL	LOC6507800|XP_001956367.2|DANA
OG0006144	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL	LOC6493270|XP_001957408.2|DANA
OG0006145	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL	LOC6506245|XP_001958274.1|DANA
OG0006146	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL	LOC6498037|XP_001961944.2|DANA
OG0006147	LOC109425784|XP_029720450.1|AEAL	LOC6499994|XP_001953466.1|DANA
OG0006148	LOC109425780|XP_019556649.1|AEAL	LOC6507105|XP_001956662.1|DANA
OG0006149	LOC109425778|XP_019556645.2|AEAL	LOC6507264|XP_001956366.1|DANA
OG0006150	LOC109407516|XP_019536118.2|AEAL	LOC6507799|XP_001956365.1|DANA
OG0006151	LOC109425771|XP_019556638.2|AEAL	LOC6498537|XP_032311080.1|DANA
OG0006152	LOC109430291|XP_029722909.1|AEAL	LOC6499886|XP_001953698.1|DANA
OG0006153	LOC109408451|XP_029735124.1|AEAL	LOC6502514|XP_032307161.1|DANA
OG0006155	LOC109427245|XP_019558308.2|AEAL	LOC6500552|XP_014766617.2|DANA
OG0006156	LOC109398936|XP_029718519.1|AEAL	LOC6499621|XP_001954276.1|DANA
OG0006157	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL	LOC6494905|XP_001959453.1|DANA
OG0006158	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL	LOC6507622|XP_001956013.2|DANA
OG0006159	LOC109407649|XP_019536347.2|AEAL	LOC6494214|XP_001960735.2|DANA
OG0006160	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL	LOC6495731|XP_001959454.1|DANA
OG0006161	LOC109426613|XP_029725528.1|AEAL	LOC6495927|XP_032306788.1|DANA
OG0006181	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL	LOC6508044|XP_014765756.1|DANA
OG0006182	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL	LOC6501626|XP_001955635.1|DANA
OG0006183	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL	LOC6499025|XP_001955489.1|DANA
OG0006184	LOC109405397|XP_019534002.2|AEAL	LOC6500826|XP_001953991.1|DANA
OG0006185	LOC109431068|XP_019562751.2|AEAL	LOC6505845|XP_001964474.1|DANA
OG0006186	LOC109431069|XP_019562752.2|AEAL	LOC6499748|XP_001953998.1|DANA
OG0006187	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL	LOC6501595|XP_001955549.1|DANA
OG0006188	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL	LOC6503530|XP_014760981.1|DANA
OG0006189	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL	LOC116655267|XP_032308772.1|DANA
OG0006190	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL	LOC6499105|XP_001955287.1|DANA
OG0006191	LOC109397820|XP_029715577.1|AEAL	LOC6499080|XP_001955346.1|DANA
OG0006192	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL	LOC6504096|XP_001964167.2|DANA
OG0006193	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL	LOC6498759|XP_001967262.1|DANA
OG0006194	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL	LOC6501795|XP_001967181.1|DANA
OG0006195	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL	LOC6503905|XP_001963818.1|DANA
OG0006196	LOC109413202|XP_019542453.2|AEAL	LOC6494404|XP_032305616.1|DANA
OG0006197	LOC109424927|XP_019555652.2|AEAL	LOC6504362|XP_032311676.1|DANA
OG0006198	LOC109424932|XP_029710833.1|AEAL	LOC6502283|XP_032309407.1|DANA
OG0006199	LOC109413211|XP_019542478.2|AEAL	LOC6499112|XP_001955277.1|DANA
OG0006200	LOC109431146|XP_019562886.2|AEAL	LOC6499204|XP_001955120.1|DANA
OG0006201	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL	LOC6505093|XP_032307862.1|DANA
OG0006202	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL	LOC6505094|XP_001965479.1|DANA
OG0006203	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL	LOC6504986|XP_032307900.1|DANA
OG0006204	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL	LOC6500323|XP_001952970.1|DANA
OG0006205	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL	LOC6504451|XP_032308162.1|DANA
OG0006206	LOC109431166|XP_029711688.1|AEAL	LOC6503210|XP_032311841.1|DANA
OG0006207	LOC109431185|XP_019562944.2|AEAL	LOC6497570|XP_001961796.2|DANA
OG0006208	LOC109431184|XP_029710723.1|AEAL	LOC6507680|XP_001956133.1|DANA
OG0006209	LOC109412265|XP_029711492.1|AEAL	LOC6504510|XP_001967046.2|DANA
OG0006210	LOC109424776|XP_029711088.1|AEAL	LOC6501948|XP_032308336.1|DANA
OG0006211	LOC109424772|XP_019555497.1|AEAL	LOC6497233|XP_001962513.1|DANA
OG0006212	LOC109417225|XP_029711755.1|AEAL	LOC6498312|XP_001962512.1|DANA
OG0006213	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL	LOC6500066|XP_001953289.1|DANA
OG0006214	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL	LOC6502368|XP_001967164.1|DANA
OG0006215	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL	LOC6503977|XP_001963942.3|DANA
OG0006216	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL	LOC6501330|XP_001955005.2|DANA
OG0006217	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL	LOC6505210|XP_001965552.1|DANA
OG0006218	LOC109433598|XP_019565582.2|AEAL	LOC6498425|XP_001962783.2|DANA
OG0006219	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL	LOC6504834|XP_001966420.1|DANA
OG0006220	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL	LOC6507864|XP_001956487.2|DANA
OG0006221	LOC109428348|XP_019559612.2|AEAL	LOC6500559|XP_001953479.3|DANA
OG0006222	LOC109415239|XP_019544671.2|AEAL	LOC6500558|XP_001953477.1|DANA
OG0006223	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL	LOC6504976|XP_001965698.1|DANA
OG0006224	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL	LOC6504472|XP_001966963.3|DANA
OG0006225	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL	LOC6504756|XP_001966296.2|DANA
OG0006226	LOC109428390|XP_019559657.1|AEAL	LOC6496619|XP_001961275.1|DANA
OG0006227	LOC109415199|XP_019544627.2|AEAL	LOC6505014|XP_001965627.1|DANA
OG0006228	LOC109415195|XP_019544624.2|AEAL	LOC6496024|XP_001960065.1|DANA
OG0006229	LOC109428414|XP_019559689.1|AEAL	LOC6505477|XP_032311781.1|DANA
OG0006230	LOC109428417|XP_019559694.2|AEAL	LOC6504951|XP_001965748.2|DANA
OG0006231	LOC109428419|XP_029711365.1|AEAL	LOC6505263|XP_032307804.1|DANA
OG0006232	LOC109428422|XP_019559720.2|AEAL	LOC6503208|XP_014761336.1|DANA
OG0006233	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL	LOC116656481|XP_032312033.1|DANA
OG0006234	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL	LOC6505318|XP_001965749.1|DANA
OG0006235	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL	LOC6498802|XP_001967286.1|DANA
OG0006236	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL	LOC6503747|XP_001963816.1|DANA
OG0006237	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL	LOC6504474|XP_001966969.1|DANA
OG0006238	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL	LOC6502323|XP_001967152.2|DANA
OG0006239	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL	LOC6504813|XP_001966385.1|DANA
OG0006240	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL	LOC6506018|XP_001964784.1|DANA
OG0006241	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL	LOC6504950|XP_001965750.1|DANA
OG0006242	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL	LOC6502968|XP_001963498.2|DANA
OG0006243	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL	LOC6505681|XP_001964465.1|DANA
OG0006244	LOC109428482|XP_019559803.2|AEAL	LOC6500554|XP_001953469.1|DANA
OG0006245	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL	LOC6501223|XP_001954794.1|DANA
OG0006246	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL	LOC6502370|XP_001967547.1|DANA
OG0006247	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL	LOC6496477|XP_032306526.1|DANA
OG0006248	LOC109416837|XP_019546467.2|AEAL	LOC6499478|XP_032305874.1|DANA
OG0006249	LOC109413163|XP_029730095.1|AEAL	LOC6503852|XP_014760406.1|DANA
OG0006250	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL	LOC6504914|XP_032309328.1|DANA
OG0006251	LOC109402633|XP_019530882.1|AEAL	LOC6499254|XP_001955017.1|DANA
OG0006252	LOC109402640|XP_019530889.2|AEAL	LOC6501336|XP_032307613.1|DANA
OG0006253	LOC109402629|XP_029710542.1|AEAL	LOC116655046|XP_032307914.1|DANA, LOC6502352|XP_032307835.1|DANA
OG0006255	LOC109397898|XP_019525780.2|AEAL	LOC6501064|XP_001954488.1|DANA
OG0006256	LOC109397867|XP_029711467.1|AEAL	LOC6505320|XP_001965753.1|DANA
OG0006257	LOC109397852|XP_019525726.2|AEAL	LOC6505083|XP_014760290.1|DANA
OG0006258	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL	LOC6504398|XP_032308210.1|DANA
OG0006259	LOC109406977|XP_019535543.2|AEAL	LOC6499026|XP_001955487.1|DANA
OG0006260	LOC109397918|XP_019525804.1|AEAL	LOC6505040|XP_001965579.2|DANA
OG0006261	LOC109397896|XP_019525779.2|AEAL	LOC6504235|XP_001965116.1|DANA
OG0006262	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL	LOC6493211|XP_001957279.1|DANA
OG0006263	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL	LOC6504050|XP_001964083.1|DANA
OG0006264	LOC109416121|XP_019545634.2|AEAL	LOC6502211|XP_001966023.1|DANA
OG0006265	LOC109397881|XP_019525762.2|AEAL	LOC6495892|XP_032306140.1|DANA
OG0006266	LOC109416128|XP_019545639.2|AEAL	LOC6502228|XP_001966025.1|DANA
OG0006267	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL	LOC6505225|XP_014760324.1|DANA
OG0006268	LOC109411591|XP_029711118.1|AEAL	LOC6495863|XP_001959735.2|DANA
OG0006269	LOC109398788|XP_019526730.2|AEAL	LOC6499384|XP_001954740.1|DANA
OG0006270	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL	LOC6499285|XP_001954951.2|DANA
OG0006271	LOC109427510|XP_019558608.2|AEAL	LOC6500251|XP_001952937.1|DANA
OG0006272	LOC109427519|XP_019558618.2|AEAL	LOC6507965|XP_032308007.1|DANA
OG0006273	LOC109427482|XP_019558579.1|AEAL	LOC6496621|XP_001961281.1|DANA
OG0006274	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL	LOC6502163|XP_001966099.2|DANA
OG0006275	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL	LOC6505146|XP_001965436.2|DANA
OG0006277	LOC109401875|XP_019530016.2|AEAL	LOC6501374|XP_001955101.2|DANA
OG0006278	LOC109401855|XP_019530003.2|AEAL	LOC6505266|XP_001965652.2|DANA
OG0006280	LOC109401892|XP_029729175.1|AEAL	LOC6503694|XP_014761037.1|DANA
OG0006281	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL	LOC6503953|XP_001963909.1|DANA
OG0006282	LOC109401882|XP_019530030.2|AEAL	LOC6502932|XP_001963565.1|DANA
OG0006283	LOC109401912|XP_019530072.2|AEAL	LOC6499057|XP_001955396.1|DANA
OG0006284	LOC109401844|XP_019529998.1|AEAL	LOC6506795|XP_001957222.1|DANA
OG0006285	LOC109414679|XP_019544054.2|AEAL	LOC6499601|XP_001954319.1|DANA
OG0006286	LOC109401872|XP_019530013.2|AEAL	LOC6500896|XP_001954123.2|DANA
OG0006287	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL	LOC6504268|XP_001967378.1|DANA
OG0006288	LOC109401897|XP_019530052.2|AEAL	LOC6505951|XP_001964667.1|DANA
OG0006289	LOC109404703|XP_019533172.2|AEAL	LOC6500879|XP_001954095.1|DANA
OG0006290	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL	LOC6501887|XP_014759637.1|DANA
OG0006291	LOC109410343|XP_019539437.2|AEAL	LOC6497050|XP_001962849.1|DANA
OG0006292	LOC109422047|XP_029711770.1|AEAL	LOC6502155|XP_014759953.1|DANA
OG0006293	LOC109422054|XP_019552233.2|AEAL	LOC6507405|XP_032309634.1|DANA
OG0006294	LOC109422061|XP_029711420.1|AEAL	LOC6498791|XP_001967261.2|DANA
OG0006295	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL	LOC6504097|XP_001964169.1|DANA
OG0006296	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL	LOC6498754|XP_001967270.1|DANA
OG0006297	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL	LOC6503847|XP_014761092.2|DANA
OG0006298	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL	LOC6498789|XP_001967259.1|DANA
OG0006299	LOC109422130|XP_019552308.2|AEAL	LOC6501918|XP_014759667.1|DANA
OG0006300	LOC109422132|XP_019552315.2|AEAL	LOC6505149|XP_001965442.2|DANA
OG0006301	LOC115261795|XP_029719542.1|AEAL	LOC6503156|XP_001963537.1|DANA
OG0006302	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL	LOC6503105|XP_001963436.2|DANA
OG0006304	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL	LOC6501361|XP_001955074.2|DANA
OG0006305	LOC109422026|XP_019552212.1|AEAL	LOC6499221|XP_032308593.1|DANA
OG0006306	LOC109422023|XP_029711683.1|AEAL	LOC26515147|XP_032308614.1|DANA
OG0006307	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL	LOC6500289|XP_014766482.1|DANA
OG0006308	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL	LOC6496751|XP_001967862.1|DANA
OG0006309	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL	LOC6505309|XP_032307841.1|DANA
OG0006310	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL	LOC6499150|XP_001955206.1|DANA
OG0006311	LOC109421984|XP_019552162.2|AEAL	LOC6503674|XP_032308473.1|DANA
OG0006312	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL	LOC6503676|XP_001963953.1|DANA
OG0006313	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL	LOC6503876|XP_001963759.1|DANA
OG0006314	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL	LOC26515188|XP_032311937.1|DANA
OG0006315	LOC109427437|XP_029710575.1|AEAL	LOC6499390|XP_032312332.1|DANA
OG0006316	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL	LOC6503691|XP_001963914.1|DANA
OG0006317	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL	LOC6503714|XP_001963874.1|DANA
OG0006318	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL	LOC6498749|XP_001967276.1|DANA
OG0006319	LOC109402081|XP_019558454.2|AEAL	LOC6493941|XP_001961278.1|DANA
OG0006320	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL	LOC6501898|XP_001966711.2|DANA
OG0006321	LOC109416551|XP_019546177.2|AEAL	LOC6501892|XP_001966720.1|DANA
OG0006322	LOC109405078|XP_029711041.1|AEAL	LOC6501860|XP_001966786.1|DANA
OG0006323	LOC109405085|XP_019533628.2|AEAL	LOC6502849|XP_001958220.1|DANA
OG0006324	LOC109400381|XP_029711643.1|AEAL, LOC109398393|XP_029711231.1|AEAL	LOC6503890|XP_032308420.1|DANA
OG0006325	LOC109398396|XP_029711766.1|AEAL	LOC6499798|XP_001953893.2|DANA
OG0006326	LOC109398422|XP_019526324.2|AEAL, LOC109409409|XP_029711206.1|AEAL	LOC6493599|XP_001958071.1|DANA
