Orthogroup	AEAL.longest_only	DSIM.longest_only
OG0006109	LOC109403370|XP_019531732.1|AEAL	LOC6739156|XP_002085947.2|DSIM
OG0006110	LOC109410749|XP_029731587.1|AEAL	LOC6738599|XP_002085403.1|DSIM
OG0006111	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL	LOC6735473|XP_016028776.1|DSIM
OG0006112	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL	LOC6736009|XP_002082918.1|DSIM
OG0006113	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL	LOC6738397|XP_002085206.1|DSIM
OG0006114	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL	LOC6739788|XP_002076680.1|DSIM
OG0006115	LOC109410630|XP_029731613.1|AEAL	LOC6734115|XP_016027130.1|DSIM
OG0006116	LOC109433505|XP_029731616.1|AEAL	LOC6734074|XP_039147502.1|DSIM
OG0006117	LOC109433481|XP_019565447.2|AEAL	LOC6734726|XP_002081733.1|DSIM
OG0006118	LOC109433516|XP_029731638.1|AEAL	LOC6734846|XP_016028087.1|DSIM
OG0006119	LOC109410652|XP_019539731.1|AEAL	LOC6734365|XP_016027447.1|DSIM
OG0006120	LOC109410665|XP_019539748.2|AEAL	LOC6734991|XP_002081973.1|DSIM
OG0006121	LOC109407648|XP_019536346.1|AEAL	LOC6739033|XP_016032872.1|DSIM
OG0006122	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL	LOC27208655|XP_039152063.1|DSIM
OG0006123	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL	LOC6736067|XP_039147397.1|DSIM
OG0006124	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL	LOC6729381|XP_002104696.1|DSIM
OG0006125	LOC109621450|XP_019931031.2|AEAL	LOC6737872|XP_016031643.1|DSIM
OG0006126	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL	LOC6737118|XP_016030746.1|DSIM
OG0006127	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL	LOC27206299|XP_016031961.1|DSIM
OG0006128	LOC109425900|XP_019556821.1|AEAL	LOC27207250|XP_016031979.1|DSIM
OG0006129	LOC109426026|XP_019557003.2|AEAL	LOC6738119|XP_002084932.1|DSIM
OG0006130	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL	LOC6738165|XP_002084978.1|DSIM
OG0006131	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL	LOC6738162|XP_002084975.1|DSIM
OG0006132	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL	LOC6738154|XP_002084967.1|DSIM
OG0006133	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL	LOC6738166|XP_016031998.1|DSIM
OG0006134	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL	LOC6738114|XP_016031947.1|DSIM
OG0006135	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL	LOC6738164|XP_039149338.1|DSIM
OG0006136	LOC109425968|XP_019556925.1|AEAL	LOC6737873|XP_002084701.1|DSIM
OG0006137	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL	LOC27206298|XP_016031906.1|DSIM
OG0006138	LOC109425885|XP_019556809.2|AEAL	LOC6739330|XP_002076238.1|DSIM
OG0006139	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL	LOC27207771|XP_016026583.1|DSIM
OG0006140	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL	LOC27207253|XP_016029453.1|DSIM
OG0006142	LOC109425818|XP_019556706.1|AEAL	LOC6738644|XP_002085446.3|DSIM
OG0006143	LOC109425815|XP_019556703.2|AEAL	LOC6737903|XP_002084731.1|DSIM
OG0006144	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL	LOC6738000|XP_016031795.1|DSIM
OG0006145	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL	LOC6738760|XP_002085560.1|DSIM
OG0006146	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL	LOC6731496|XP_002078645.2|DSIM
OG0006147	LOC109425784|XP_029720450.1|AEAL	LOC6728805|XP_016035494.1|DSIM
OG0006148	LOC109425780|XP_019556649.1|AEAL	LOC6738826|XP_002085626.2|DSIM
OG0006149	LOC109425778|XP_019556645.2|AEAL	LOC6737904|XP_016031681.1|DSIM
OG0006150	LOC109407516|XP_019536118.2|AEAL	LOC6737906|XP_002084733.1|DSIM
OG0006151	LOC109425771|XP_019556638.2|AEAL	LOC6731711|XP_016024387.1|DSIM
OG0006152	LOC109430291|XP_029722909.1|AEAL	LOC6729546|XP_002104854.1|DSIM
OG0006153	LOC109408451|XP_029735124.1|AEAL	LOC6734842|XP_016028085.1|DSIM
OG0006155	LOC109427245|XP_019558308.2|AEAL	LOC6728800|XP_016035486.1|DSIM
OG0006156	LOC109398936|XP_029718519.1|AEAL	LOC27207382|XP_016035565.1|DSIM
OG0006157	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL	LOC6735981|XP_002082890.1|DSIM
OG0006158	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL	LOC6737791|XP_016031566.1|DSIM
OG0006159	LOC109407649|XP_019536347.2|AEAL	LOC6734486|XP_016027610.1|DSIM
OG0006160	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL	LOC6735982|XP_016029345.1|DSIM
OG0006161	LOC109426613|XP_029725528.1|AEAL	LOC6733703|XP_016026669.1|DSIM
OG0006181	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL	LOC6727485|XP_016034076.1|DSIM
OG0006182	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL	LOC6729127|XP_002104448.1|DSIM
OG0006183	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL	LOC6728157|XP_016034768.1|DSIM
OG0006184	LOC109405397|XP_019534002.2|AEAL	LOC6729013|XP_002104334.1|DSIM
OG0006185	LOC109431068|XP_019562751.2|AEAL	LOC6727984|XP_002103336.1|DSIM
OG0006186	LOC109431069|XP_019562752.2|AEAL	LOC6729021|XP_002104342.1|DSIM
OG0006187	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL	LOC27208805|XP_016036948.1|DSIM
OG0006188	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL	LOC6725309|XP_016038369.1|DSIM
OG0006189	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL	LOC6725308|XP_016038367.1|DSIM
OG0006190	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL	LOC6729490|XP_002104800.1|DSIM
OG0006191	LOC109397820|XP_029715577.1|AEAL	LOC6739679|XP_016036573.1|DSIM
OG0006192	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL	LOC27206573|XP_016038384.1|DSIM
OG0006193	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL	LOC6725931|XP_002106915.2|DSIM
OG0006194	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL	LOC6740156|XP_016039605.1|DSIM
OG0006195	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL	LOC6725989|XP_016039359.1|DSIM
OG0006196	LOC109413202|XP_019542453.2|AEAL	LOC27206475|XP_016035407.1|DSIM
OG0006197	LOC109424927|XP_019555652.2|AEAL	LOC6724698|XP_016037260.1|DSIM
OG0006198	LOC109424932|XP_029710833.1|AEAL	LOC6726317|XP_039152775.1|DSIM
OG0006199	LOC109413211|XP_019542478.2|AEAL	LOC6729503|XP_002104811.2|DSIM
OG0006200	LOC109431146|XP_019562886.2|AEAL	LOC6727701|XP_002103063.1|DSIM
OG0006201	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL	LOC6726339|XP_039153954.1|DSIM
OG0006202	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL	LOC6726338|XP_002107298.1|DSIM
OG0006203	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL	LOC6726244|XP_039153732.1|DSIM
OG0006204	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL	LOC6728069|XP_002103421.1|DSIM
OG0006205	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL	LOC6740042|XP_016038677.1|DSIM
OG0006206	LOC109431166|XP_029711688.1|AEAL	LOC6739841|XP_016039503.1|DSIM
OG0006207	LOC109431185|XP_019562944.2|AEAL	LOC6731088|XP_016023608.1|DSIM
OG0006208	LOC109431184|XP_029710723.1|AEAL	LOC6736214|XP_002083109.2|DSIM
OG0006209	LOC109412265|XP_029711492.1|AEAL	LOC6725441|XP_016038527.1|DSIM
OG0006210	LOC109424776|XP_029711088.1|AEAL	LOC6725491|XP_039152815.1|DSIM
OG0006211	LOC109424772|XP_019555497.1|AEAL	LOC6731447|XP_002078598.1|DSIM
OG0006212	LOC109417225|XP_029711755.1|AEAL	LOC6731446|XP_002078597.1|DSIM
OG0006213	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL	LOC27206456|XP_016033136.1|DSIM
OG0006214	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL	LOC6726127|XP_016039627.1|DSIM
OG0006215	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL	LOC6725402|XP_016038469.1|DSIM
OG0006216	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL	LOC6729801|XP_016036487.1|DSIM
OG0006217	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL	LOC6726281|XP_002107242.1|DSIM
OG0006218	LOC109433598|XP_019565582.2|AEAL	LOC6732260|XP_016024930.1|DSIM
OG0006219	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL	LOC27207498|XP_016037691.1|DSIM
OG0006220	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL	LOC6738510|XP_002085316.3|DSIM
OG0006221	LOC109428348|XP_019559612.2|AEAL	LOC6730324|XP_002105606.1|DSIM
OG0006222	LOC109415239|XP_019544671.2|AEAL	LOC6730322|XP_002105604.1|DSIM
OG0006223	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL	LOC6740259|XP_016040167.1|DSIM
OG0006224	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL	LOC6725539|XP_039153937.1|DSIM
OG0006225	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL	LOC6725237|XP_039152394.1|DSIM
OG0006226	LOC109428390|XP_019559657.1|AEAL	LOC6733924|XP_016026972.1|DSIM
OG0006227	LOC109415199|XP_019544627.2|AEAL	LOC6725662|XP_002106668.2|DSIM
OG0006228	LOC109415195|XP_019544624.2|AEAL	LOC6739474|XP_016028616.1|DSIM
OG0006229	LOC109428414|XP_019559689.1|AEAL	LOC27208546|XP_016037402.1|DSIM
OG0006230	LOC109428417|XP_019559694.2|AEAL	LOC6726179|XP_016039709.1|DSIM
OG0006231	LOC109428419|XP_029711365.1|AEAL	LOC6725888|XP_016022708.1|DSIM
OG0006232	LOC109428422|XP_019559720.2|AEAL	LOC6726084|XP_016039527.1|DSIM
OG0006233	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL	LOC6740150|XP_002077031.1|DSIM
OG0006234	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL	LOC6726180|XP_002107156.1|DSIM
OG0006235	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL	LOC6726421|XP_002107378.3|DSIM
OG0006236	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL	LOC6725987|XP_016039358.1|DSIM
OG0006237	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL	LOC6739861|XP_002076753.1|DSIM
OG0006238	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL	LOC27207613|XP_016039655.1|DSIM
OG0006239	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL	LOC6740288|XP_002077166.1|DSIM
OG0006240	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL	LOC6730101|XP_002105394.1|DSIM
OG0006241	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL	LOC6726181|XP_002107157.1|DSIM
OG0006242	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL	LOC6725706|XP_002106709.2|DSIM
OG0006243	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL	LOC6728731|XP_016035402.1|DSIM
OG0006244	LOC109428482|XP_019559803.2|AEAL	LOC6728809|XP_002104143.1|DSIM
OG0006245	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL	LOC6729100|XP_002104421.2|DSIM
OG0006246	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL	LOC6725001|XP_016037953.1|DSIM
OG0006247	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL	LOC6733440|XP_016026388.1|DSIM
OG0006248	LOC109416837|XP_019546467.2|AEAL	LOC6727316|XP_002102703.1|DSIM
OG0006249	LOC109413163|XP_029730095.1|AEAL	LOC6730957|XP_002078120.2|DSIM
OG0006250	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL	LOC6726034|XP_016039420.1|DSIM
OG0006251	LOC109402633|XP_019530882.1|AEAL	LOC6729786|XP_002105091.1|DSIM
OG0006252	LOC109402640|XP_019530889.2|AEAL	LOC6729787|XP_016036475.1|DSIM
OG0006253	LOC109402629|XP_029710542.1|AEAL	LOC6725000|XP_039153989.1|DSIM
OG0006254	LOC109397859|XP_029710861.1|AEAL	LOC6732980|XP_016025662.1|DSIM
OG0006255	LOC109397898|XP_019525780.2|AEAL	LOC6729160|XP_002104481.1|DSIM
OG0006256	LOC109397867|XP_029711467.1|AEAL	LOC6726186|XP_002107162.1|DSIM
OG0006257	LOC109397852|XP_019525726.2|AEAL	LOC6725554|XP_016038692.1|DSIM
OG0006258	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL	LOC6727414|XP_039153133.1|DSIM
OG0006259	LOC109406977|XP_019535543.2|AEAL	LOC6728155|XP_039151467.1|DSIM
OG0006260	LOC109397918|XP_019525804.1|AEAL	LOC6725553|XP_002106564.1|DSIM
OG0006261	LOC109397896|XP_019525779.2|AEAL	LOC6732051|XP_002079183.1|DSIM
OG0006262	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL	LOC6725581|XP_002106591.1|DSIM
OG0006263	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL	LOC6725184|XP_016038212.1|DSIM
OG0006264	LOC109416121|XP_019545634.2|AEAL	LOC6739935|XP_016037741.1|DSIM
OG0006265	LOC109397881|XP_019525762.2|AEAL	LOC6734713|XP_002081720.1|DSIM
OG0006266	LOC109416128|XP_019545639.2|AEAL	LOC6724900|XP_002105938.2|DSIM
OG0006267	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL	LOC6725870|XP_016039194.1|DSIM
OG0006268	LOC109411591|XP_029711118.1|AEAL	LOC6735702|XP_002082618.1|DSIM
OG0006269	LOC109398788|XP_019526730.2|AEAL	LOC6728815|XP_002104149.1|DSIM
OG0006270	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL	LOC6725573|XP_002106583.1|DSIM
OG0006271	LOC109427510|XP_019558608.2|AEAL	LOC6728642|XP_002103983.2|DSIM
OG0006272	LOC109427519|XP_019558618.2|AEAL	LOC6725885|XP_016039255.1|DSIM
OG0006273	LOC109427482|XP_019558579.1|AEAL	LOC6733274|XP_002080337.1|DSIM
OG0006274	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL	LOC6725855|XP_016039181.1|DSIM
OG0006275	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL	LOC27209234|XP_016037920.1|DSIM
OG0006276	LOC109406867|XP_019535414.2|AEAL	LOC6734421|XP_002081441.2|DSIM
OG0006277	LOC109401875|XP_019530016.2|AEAL	LOC6727182|XP_002102574.1|DSIM
OG0006278	LOC109401855|XP_019530003.2|AEAL	LOC6740179|XP_016039787.1|DSIM
OG0006280	LOC109401892|XP_029729175.1|AEAL	LOC6726631|XP_016040356.1|DSIM
OG0006281	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL	LOC6726630|XP_002107579.1|DSIM
OG0006282	LOC109401882|XP_019530030.2|AEAL	LOC6726486|XP_039153738.1|DSIM
OG0006283	LOC109401912|XP_019530072.2|AEAL	LOC6729278|XP_002104598.1|DSIM
OG0006284	LOC109401844|XP_019529998.1|AEAL	LOC6738263|XP_002085074.1|DSIM
OG0006285	LOC109414679|XP_019544054.2|AEAL	LOC6726695|XP_002102106.1|DSIM
OG0006286	LOC109401872|XP_019530013.2|AEAL	LOC6727574|XP_002102953.1|DSIM
OG0006287	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL	LOC6725729|XP_039153832.1|DSIM
OG0006288	LOC109401897|XP_019530052.2|AEAL	LOC6730276|XP_039151932.1|DSIM
OG0006289	LOC109404703|XP_019533172.2|AEAL	LOC6727545|XP_002102925.1|DSIM
OG0006290	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL	LOC6725483|XP_016038603.1|DSIM
OG0006291	LOC109410343|XP_019539437.2|AEAL	LOC6732157|XP_002079289.1|DSIM
OG0006292	LOC109422047|XP_029711770.1|AEAL	LOC6725780|XP_039152323.1|DSIM
OG0006293	LOC109422054|XP_019552233.2|AEAL	LOC6736359|XP_002083235.1|DSIM
OG0006294	LOC109422061|XP_029711420.1|AEAL	LOC6725932|XP_016039285.1|DSIM
OG0006295	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL	LOC27208986|XP_039153668.1|DSIM
OG0006296	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL	LOC6740229|XP_016039995.1|DSIM
OG0006297	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL	LOC6726270|XP_016039821.1|DSIM
OG0006298	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL	LOC6725933|XP_039153977.1|DSIM
OG0006299	LOC109422130|XP_019552308.2|AEAL	LOC6725036|XP_039153884.1|DSIM
OG0006300	LOC109422132|XP_019552315.2|AEAL	LOC6724970|XP_016037914.1|DSIM
OG0006301	LOC115261795|XP_029719542.1|AEAL	LOC27209022|XP_039153538.1|DSIM
OG0006302	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL	LOC27207933|XP_039152416.1|DSIM
OG0006304	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL	LOC6729957|XP_016036721.2|DSIM
OG0006305	LOC109422026|XP_019552212.1|AEAL	LOC6729961|XP_016036726.1|DSIM
OG0006306	LOC109422023|XP_029711683.1|AEAL	LOC27206430|XP_039150580.1|DSIM
OG0006307	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL	LOC6730382|XP_039151054.1|DSIM
OG0006308	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL	LOC6726199|XP_002107174.1|DSIM
OG0006309	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL	LOC6740172|XP_016039695.1|DSIM
OG0006310	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL	LOC6726886|XP_002102288.1|DSIM
OG0006311	LOC109421984|XP_019552162.2|AEAL	LOC27209151|XP_016038490.1|DSIM
OG0006312	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL	LOC6725413|XP_016038489.1|DSIM
OG0006313	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL	LOC6725397|XP_002106413.1|DSIM
OG0006314	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL	LOC6726072|XP_039153293.1|DSIM
OG0006315	LOC109427437|XP_029710575.1|AEAL	LOC6730309|XP_016037073.1|DSIM
OG0006316	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL	LOC6726622|XP_016040315.1|DSIM
OG0006317	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL	LOC6725378|XP_016038436.1|DSIM
OG0006318	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL	LOC27208335|XP_039152341.1|DSIM
OG0006319	LOC109402081|XP_019558454.2|AEAL	LOC6733773|XP_016026727.1|DSIM
OG0006320	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL	LOC6725567|XP_016038711.1|DSIM
OG0006321	LOC109416551|XP_019546177.2|AEAL	LOC6725505|XP_002106519.2|DSIM
OG0006322	LOC109405078|XP_029711041.1|AEAL	LOC6725524|XP_016038659.2|DSIM
OG0006323	LOC109405085|XP_019533628.2|AEAL	LOC6739839|XP_002076733.1|DSIM
OG0006324	LOC109400381|XP_029711643.1|AEAL, LOC109398393|XP_029711231.1|AEAL	LOC6724922|XP_039152514.1|DSIM
OG0006325	LOC109398396|XP_029711766.1|AEAL	LOC6727273|XP_002102662.2|DSIM
OG0006326	LOC109398422|XP_019526324.2|AEAL, LOC109409409|XP_029711206.1|AEAL	LOC6738146|XP_002084959.1|DSIM
OG0006327	LOC109398385|XP_029708281.1|AEAL, LOC109409410|XP_019538394.1|AEAL	LOC6729825|XP_002105128.1|DSIM
OG0006328	LOC109409413|XP_029710514.1|AEAL	LOC6729168|XP_016035813.1|DSIM
OG0006329	LOC109398391|XP_029710715.1|AEAL, LOC109409427|XP_029710704.1|AEAL	LOC6725844|XP_039152571.1|DSIM
OG0006330	LOC109409444|XP_029711335.1|AEAL	LOC6729505|XP_016036178.1|DSIM
OG0006331	LOC109432684|XP_019564605.2|AEAL, LOC109409448|XP_019538438.2|AEAL	LOC6726243|XP_039153736.1|DSIM
OG0006332	LOC109409452|XP_029711040.1|AEAL, LOC115256575|XP_029711208.1|AEAL	LOC6725821|XP_039152300.1|DSIM
OG0006333	LOC109415320|XP_029713920.1|AEAL, LOC109409456|XP_029711402.1|AEAL	LOC6725875|XP_039153973.1|DSIM
OG0006334	LOC109412983|XP_019542186.1|AEAL, LOC109409462|XP_029711811.1|AEAL	LOC6740005|XP_016038381.1|DSIM
OG0006335	LOC109397708|XP_019525565.2|AEAL	LOC6729196|XP_002104517.1|DSIM
OG0006336	LOC115258379|XP_029714328.1|AEAL, LOC109397717|XP_029714325.1|AEAL, LOC109433002|XP_029734247.1|AEAL	LOC6725621|XP_002106628.1|DSIM
OG0006337	LOC109413030|XP_019542252.2|AEAL, LOC109623422|XP_019933526.2|AEAL	LOC6740076|XP_002076958.1|DSIM
OG0006338	LOC115256089|XP_029710204.1|AEAL, LOC109414086|XP_019543371.2|AEAL	LOC6726686|XP_002102097.2|DSIM
OG0006339	LOC109402218|XP_019530398.2|AEAL	LOC6739837|XP_016039489.1|DSIM
OG0006340	LOC109402213|XP_019530390.1|AEAL, LOC115267213|XP_029729952.1|AEAL	LOC6726506|XP_016040151.1|DSIM
OG0006341	LOC115267214|XP_029729953.1|AEAL, LOC109402212|XP_019530389.1|AEAL	LOC6740047|XP_016038707.1|DSIM
OG0006342	LOC109402243|XP_019530431.2|AEAL, LOC115253706|XP_029729920.1|AEAL	LOC6725566|XP_016038704.1|DSIM
OG0006343	LOC115253439|XP_029723967.1|AEAL, LOC109402206|XP_019530381.2|AEAL	LOC27206391|XP_039152889.1|DSIM
OG0006344	LOC115267221|XP_029729968.1|AEAL, LOC109402236|XP_019530421.2|AEAL	LOC6726189|XP_039153194.1|DSIM
OG0006345	LOC109402210|XP_029729982.1|AEAL	LOC6729129|XP_039151021.1|DSIM
OG0006346	LOC109413004|XP_019542222.1|AEAL	LOC6730030|XP_002105323.1|DSIM
OG0006347	LOC109402216|XP_029729985.1|AEAL	LOC6729377|XP_016036019.1|DSIM
OG0006348	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL	LOC27207232|XP_039152454.1|DSIM
OG0006350	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL	LOC6730085|XP_002105378.1|DSIM
OG0006351	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL	LOC6726474|XP_016040096.1|DSIM
OG0006352	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL	LOC6734549|XP_002081558.1|DSIM
OG0006353	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL	LOC6730182|XP_016036940.1|DSIM
OG0006354	LOC109403562|XP_029717432.1|AEAL, LOC109422955|XP_019553392.1|AEAL, LOC115260580|XP_029717410.1|AEAL	LOC6729153|XP_016035801.1|DSIM
OG0006355	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL	LOC6725550|XP_016038688.2|DSIM
OG0006356	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL	LOC6724913|XP_002105951.2|DSIM
OG0006357	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL	LOC6726275|XP_016039805.1|DSIM
OG0006358	LOC109423007|XP_029730271.1|AEAL	LOC6739598|XP_002076498.3|DSIM
OG0006359	LOC109415627|XP_019545073.2|AEAL	LOC6727981|XP_002103333.1|DSIM
OG0006360	LOC109423010|XP_019553469.1|AEAL	LOC6725266|XP_016038274.1|DSIM
OG0006361	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL	LOC6726987|XP_002102388.1|DSIM
OG0006362	LOC109432358|XP_019564238.1|AEAL, LOC109423060|XP_019553521.1|AEAL, LOC115260692|XP_029717755.1|AEAL	LOC27208862|XP_016037882.1|DSIM
OG0006363	LOC109413806|XP_019543088.2|AEAL	LOC6726410|XP_039152308.1|DSIM
OG0006364	LOC109413800|XP_019543074.2|AEAL	LOC6732060|XP_002079192.1|DSIM
