Orthogroup	AEAL.longest_only	DBIA.longest_only
OG0005981	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL	LOC108030924|XP_016959643.1|DBIA
OG0005982	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL	LOC108030375|XP_016958734.1|DBIA
OG0005983	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL	LOC108023982|XP_016949199.1|DBIA
OG0005984	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL	LOC108033121|XP_016962822.1|DBIA
OG0005985	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL	LOC108025759|XP_016951843.1|DBIA
OG0005986	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL	LOC108023349|XP_016948182.1|DBIA
OG0005987	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL	LOC108025796|XP_016951921.1|DBIA
OG0005988	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL	LOC108030406|XP_016958780.1|DBIA
OG0005989	LOC109401152|XP_019931319.1|AEAL	LOC108029560|XP_016957390.1|DBIA
OG0005990	LOC109401151|XP_019529172.2|AEAL	LOC108022664|XP_016947221.1|DBIA
OG0005991	LOC109401160|XP_019529179.1|AEAL	LOC108029536|XP_016957334.1|DBIA
OG0005992	LOC109401156|XP_019529174.2|AEAL	LOC108035308|XP_016966368.1|DBIA
OG0005993	LOC109401157|XP_029712135.1|AEAL	LOC108035310|XP_016966371.1|DBIA
OG0005994	LOC109401167|XP_019529192.1|AEAL	LOC108030814|XP_016959403.1|DBIA
OG0005995	LOC109623256|XP_029712134.1|AEAL	LOC108028790|XP_016956261.1|DBIA
OG0005996	LOC109401143|XP_019529168.1|AEAL	LOC108030754|XP_016959294.1|DBIA
OG0005997	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL	LOC108036579|XP_016968319.1|DBIA
OG0005998	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL	LOC108034578|XP_016964999.1|DBIA
OG0005999	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL	LOC108031279|XP_016960013.1|DBIA
OG0006000	LOC109426924|XP_019558029.2|AEAL	LOC108036390|XP_016967986.1|DBIA
OG0006001	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL	LOC108034498|XP_016964893.1|DBIA
OG0006002	LOC109623351|XP_019933453.2|AEAL	LOC108026810|XP_016953462.1|DBIA
OG0006003	LOC109427043|XP_019558137.1|AEAL	LOC108035458|XP_016966588.1|DBIA
OG0006004	LOC109401606|XP_019529727.2|AEAL	LOC108032851|XP_016962341.1|DBIA, LOC108032888|XP_016962412.1|DBIA
OG0006006	LOC109424734|XP_019555465.2|AEAL	LOC108022742|XP_016947323.1|DBIA
OG0006007	LOC109424722|XP_029721098.1|AEAL	LOC108029688|XP_016957633.1|DBIA
OG0006008	LOC109424719|XP_029721099.1|AEAL	LOC108027850|XP_016954933.1|DBIA
OG0006009	LOC109424714|XP_029721104.1|AEAL	LOC108028342|XP_016955582.1|DBIA
OG0006010	LOC109424682|XP_029721116.1|AEAL	LOC108030824|XP_016959430.1|DBIA
OG0006011	LOC109424681|XP_019555391.2|AEAL	LOC108029499|XP_016957271.1|DBIA
OG0006012	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL	LOC108028256|XP_016955431.1|DBIA
OG0006013	LOC109412033|XP_029721014.1|AEAL	LOC108029866|XP_016957844.1|DBIA
OG0006014	LOC109412042|XP_019541229.2|AEAL	LOC108034528|XP_016964943.1|DBIA
OG0006015	LOC109412048|XP_019541236.1|AEAL	LOC108026699|XP_016953281.1|DBIA
OG0006016	LOC109424657|XP_019555372.2|AEAL	LOC108029599|XP_016957460.1|DBIA
OG0006017	LOC109412056|XP_019541246.2|AEAL	LOC108023089|XP_016947835.1|DBIA
OG0006018	LOC109412058|XP_019541248.1|AEAL	LOC108030175|XP_016958405.1|DBIA
OG0006019	LOC109412061|XP_019541254.2|AEAL	LOC108023015|XP_016947737.1|DBIA
OG0006020	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL	LOC108028695|XP_016956129.1|DBIA
OG0006021	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL	LOC108035893|XP_016967136.1|DBIA
OG0006022	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL	LOC108032704|XP_016962171.1|DBIA
OG0006023	LOC109421944|XP_029720925.1|AEAL	LOC108025999|XP_016952178.1|DBIA
OG0006024	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL	LOC108032991|XP_016962558.1|DBIA
OG0006025	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL	LOC108022509|XP_016946966.1|DBIA
OG0006026	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL	LOC108031969|XP_016961250.1|DBIA
OG0006027	LOC109432670|XP_029730759.1|AEAL	LOC108029641|XP_016957538.1|DBIA
OG0006028	LOC115267731|XP_029730785.1|AEAL	LOC108023076|XP_016947816.1|DBIA
OG0006029	LOC109428956|XP_029730788.1|AEAL	LOC108029547|XP_016957352.1|DBIA
OG0006030	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL	LOC108031651|XP_016960771.1|DBIA
OG0006031	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL	LOC108030364|XP_016958722.1|DBIA
OG0006032	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL	LOC108027562|XP_016954527.1|DBIA
OG0006033	LOC109428930|XP_019560315.2|AEAL	LOC108023028|XP_016947757.1|DBIA
OG0006034	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL	LOC108031853|XP_016961095.1|DBIA
OG0006035	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL	LOC108026217|XP_016952523.1|DBIA
OG0006036	LOC109414915|XP_019544311.2|AEAL	LOC108032436|XP_016961748.1|DBIA
OG0006037	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL	LOC108022816|XP_016947442.1|DBIA
OG0006038	LOC109428901|XP_019560282.2|AEAL	LOC108027407|XP_016954335.1|DBIA
OG0006039	LOC109428893|XP_029715550.1|AEAL	LOC108029693|XP_016957644.1|DBIA
OG0006040	LOC109428880|XP_019560263.2|AEAL	LOC108029666|XP_016957583.1|DBIA
OG0006041	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL	LOC108023723|XP_016948848.1|DBIA
OG0006042	LOC109416894|XP_029730889.1|AEAL	LOC108030075|XP_016958169.1|DBIA
OG0006043	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL	LOC108028708|XP_016956147.1|DBIA
OG0006044	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL	LOC108024197|XP_016949535.1|DBIA
OG0006045	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL	LOC108035507|XP_016966660.1|DBIA
OG0006046	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL	LOC108022865|XP_016947532.1|DBIA
OG0006047	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL	LOC108035549|XP_016966707.1|DBIA
OG0006048	LOC109397145|XP_019525030.2|AEAL	LOC108030665|XP_016959180.1|DBIA
OG0006049	LOC109397161|XP_019525043.2|AEAL	LOC108023969|XP_016949179.1|DBIA
OG0006050	LOC109397123|XP_019525004.2|AEAL	LOC108025286|XP_016951156.1|DBIA
OG0006051	LOC109432316|XP_019564201.1|AEAL	LOC108023661|XP_016948770.1|DBIA
OG0006052	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL	LOC108022752|XP_016947339.1|DBIA
OG0006053	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL	LOC108034751|XP_016965189.1|DBIA
OG0006054	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL	LOC108024912|XP_016950593.1|DBIA
OG0006055	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL	LOC108027419|XP_016954350.1|DBIA
OG0006056	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL	LOC108030367|XP_016958725.1|DBIA
OG0006057	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL	LOC108030590|XP_016959055.1|DBIA
OG0006058	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL	LOC108031847|XP_016961088.1|DBIA
OG0006059	LOC109409885|XP_029731075.1|AEAL	LOC108035900|XP_016967148.1|DBIA
OG0006060	LOC109409886|XP_019538947.2|AEAL	LOC108035903|XP_016967153.1|DBIA
OG0006061	LOC109409901|XP_019538963.2|AEAL	LOC108027546|XP_016954488.1|DBIA
OG0006062	LOC109399072|XP_019527042.1|AEAL	LOC108024519|XP_016949959.1|DBIA
OG0006063	LOC109399134|XP_019527117.2|AEAL	LOC108034061|XP_016964308.1|DBIA
OG0006064	LOC109399094|XP_019527070.2|AEAL	LOC108036396|XP_016967999.1|DBIA
OG0006065	LOC109409911|XP_019538977.2|AEAL	LOC108035455|XP_016966583.1|DBIA
OG0006066	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL	LOC108030240|XP_016958533.1|DBIA
OG0006067	LOC109399084|XP_029731093.1|AEAL	LOC108029478|XP_016957221.1|DBIA
OG0006068	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL	LOC108024141|XP_016949412.1|DBIA
OG0006069	LOC109399634|XP_029731142.1|AEAL	LOC108028567|XP_016955963.1|DBIA
OG0006071	LOC109399594|XP_029731143.1|AEAL	LOC108024691|XP_016950257.1|DBIA
OG0006072	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL	LOC108034521|XP_016964934.1|DBIA
OG0006073	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL	LOC108031132|XP_016959838.1|DBIA
OG0006074	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL	LOC108026238|XP_016952566.1|DBIA
OG0006075	LOC115267841|XP_029731192.1|AEAL	LOC108023789|XP_016948916.1|DBIA
OG0006076	LOC109398945|XP_029731205.1|AEAL	LOC108023110|XP_016947865.1|DBIA
OG0006077	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL	LOC108030853|XP_016959484.1|DBIA
OG0006078	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL	LOC108030873|XP_016959517.1|DBIA
OG0006079	LOC109401928|XP_029731263.1|AEAL	LOC108028527|XP_016955907.1|DBIA
OG0006080	LOC109399659|XP_019527699.2|AEAL	LOC108030615|XP_016959098.1|DBIA
OG0006081	LOC109421146|XP_019551183.2|AEAL	LOC108036656|XP_016968424.1|DBIA
OG0006082	LOC109410554|XP_029731278.1|AEAL	LOC108036326|XP_016967828.1|DBIA
OG0006083	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL	LOC108035912|XP_016967172.1|DBIA
OG0006084	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL	LOC108030611|XP_016959092.1|DBIA
OG0006085	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL	LOC108030917|XP_016959600.1|DBIA
OG0006086	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL	LOC108030932|XP_016959616.1|DBIA
OG0006087	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL	LOC108036614|XP_016968366.1|DBIA
OG0006088	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL	LOC108028780|XP_016956248.1|DBIA
OG0006089	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL	LOC108032628|XP_016962061.1|DBIA
OG0006090	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL	LOC108035496|XP_016966638.1|DBIA
OG0006091	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL	LOC108035330|XP_016966397.1|DBIA
OG0006092	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL	LOC108033193|XP_016962926.1|DBIA
OG0006093	LOC109426481|XP_019557547.2|AEAL	LOC108036354|XP_016967919.1|DBIA
OG0006094	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL	LOC108030640|XP_016959140.1|DBIA
OG0006095	LOC109403958|XP_019532390.2|AEAL	LOC108036602|XP_016968353.1|DBIA
OG0006096	LOC109426375|XP_019557393.2|AEAL	LOC108022793|XP_016947411.1|DBIA
OG0006097	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL	LOC108028451|XP_016955778.1|DBIA
OG0006098	LOC109622243|XP_019932054.2|AEAL	LOC108036852|XP_016968713.1|DBIA
OG0006099	LOC109622293|XP_029731502.1|AEAL	LOC108030032|XP_016958079.1|DBIA
OG0006100	LOC109431589|XP_019563371.2|AEAL	LOC108022174|XP_016946507.1|DBIA
OG0006101	LOC109622232|XP_019932034.2|AEAL	LOC108034010|XP_016964229.1|DBIA
OG0006102	LOC109431570|XP_029731514.1|AEAL	LOC108026868|XP_016953542.1|DBIA
OG0006103	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL	LOC108025740|XP_016951817.1|DBIA
OG0006104	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL	LOC108022032|XP_016946366.1|DBIA
OG0006105	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL	LOC108022028|XP_016946363.1|DBIA
OG0006106	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL	LOC108030871|XP_016959513.1|DBIA
OG0006107	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL	LOC108022863|XP_016947529.1|DBIA
OG0006108	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL	LOC108023524|XP_016948566.1|DBIA
OG0006109	LOC109403370|XP_019531732.1|AEAL	LOC108030838|XP_016959456.1|DBIA
OG0006110	LOC109410749|XP_029731587.1|AEAL	LOC108035908|XP_016967164.1|DBIA
OG0006111	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL	LOC108022736|XP_016947314.1|DBIA
OG0006112	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL	LOC108026566|XP_016953006.1|DBIA
OG0006113	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL	LOC108035641|XP_016966835.1|DBIA
OG0006114	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL	LOC108026343|XP_016952737.1|DBIA
OG0006115	LOC109410630|XP_029731613.1|AEAL	LOC108023072|XP_016947812.1|DBIA
OG0006116	LOC109433505|XP_029731616.1|AEAL	LOC108030308|XP_016958633.1|DBIA
OG0006117	LOC109433481|XP_019565447.2|AEAL	LOC108022710|XP_016947273.1|DBIA
OG0006118	LOC109433516|XP_029731638.1|AEAL	LOC108036494|XP_016968174.1|DBIA
OG0006119	LOC109410652|XP_019539731.1|AEAL	LOC108029692|XP_016957642.1|DBIA
OG0006120	LOC109410665|XP_019539748.2|AEAL	LOC108023129|XP_016947888.1|DBIA
OG0006121	LOC109407648|XP_019536346.1|AEAL	LOC108030827|XP_016959434.1|DBIA
OG0006122	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL	LOC108024913|XP_016950597.1|DBIA
OG0006123	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL	LOC108023068|XP_016947805.1|DBIA
OG0006124	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL	LOC108026382|XP_016952791.1|DBIA
OG0006125	LOC109621450|XP_019931031.2|AEAL	LOC108035898|XP_016967145.1|DBIA
OG0006126	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL	LOC108028583|XP_016955981.1|DBIA
OG0006127	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL	LOC108030609|XP_016959090.1|DBIA
OG0006128	LOC109425900|XP_019556821.1|AEAL	LOC108030657|XP_016959168.1|DBIA
OG0006129	LOC109426026|XP_019557003.2|AEAL	LOC108030623|XP_016959115.1|DBIA
OG0006130	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL	LOC108030638|XP_016959137.1|DBIA
OG0006131	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL	LOC108030566|XP_016958955.1|DBIA
OG0006132	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL	LOC108030694|XP_016959219.1|DBIA
OG0006133	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL	LOC108030639|XP_016959138.1|DBIA
OG0006134	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL	LOC108030601|XP_016959074.1|DBIA
OG0006135	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL	LOC108030564|XP_016958951.1|DBIA
OG0006136	LOC109425968|XP_019556925.1|AEAL	LOC108035904|XP_016967158.1|DBIA
OG0006137	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL	LOC108034588|XP_016965010.1|DBIA
OG0006138	LOC109425885|XP_019556809.2|AEAL	LOC108029791|XP_016957791.1|DBIA
OG0006139	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL	LOC108029614|XP_016957488.1|DBIA
OG0006140	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL	LOC108026827|XP_016953487.1|DBIA
OG0006142	LOC109425818|XP_019556706.1|AEAL	LOC108035917|XP_016967182.1|DBIA
OG0006143	LOC109425815|XP_019556703.2|AEAL	LOC108028637|XP_016956050.1|DBIA
OG0006144	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL	LOC108034837|XP_016965446.1|DBIA
OG0006145	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL	LOC108034496|XP_016964891.1|DBIA
OG0006146	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL	LOC108036083|XP_016967521.1|DBIA
OG0006147	LOC109425784|XP_029720450.1|AEAL	LOC108031075|XP_016959769.1|DBIA
OG0006148	LOC109425780|XP_019556649.1|AEAL	LOC108028387|XP_016955688.1|DBIA
OG0006149	LOC109425778|XP_019556645.2|AEAL	LOC108028656|XP_016956071.1|DBIA
OG0006150	LOC109407516|XP_019536118.2|AEAL	LOC108028654|XP_016956069.1|DBIA
OG0006151	LOC109425771|XP_019556638.2|AEAL	LOC108034478|XP_016964864.1|DBIA
OG0006152	LOC109430291|XP_029722909.1|AEAL	LOC108026339|XP_016952732.1|DBIA
OG0006153	LOC109408451|XP_029735124.1|AEAL	LOC108036663|XP_016968434.1|DBIA
OG0006155	LOC109427245|XP_019558308.2|AEAL	LOC108031072|XP_016959767.1|DBIA
OG0006156	LOC109398936|XP_029718519.1|AEAL	LOC108031596|XP_016960663.1|DBIA
OG0006157	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL	LOC108026865|XP_016953540.1|DBIA
OG0006158	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL	LOC108035621|XP_016966799.1|DBIA
OG0006159	LOC109407649|XP_019536347.2|AEAL	LOC108023085|XP_016947827.1|DBIA
OG0006160	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL	LOC108026864|XP_016953539.1|DBIA
OG0006161	LOC109426613|XP_029725528.1|AEAL	LOC108036467|XP_016968131.1|DBIA
OG0006181	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL	LOC108031551|XP_016960582.1|DBIA
OG0006182	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL	LOC108031786|XP_016960988.1|DBIA
OG0006183	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL	LOC108031892|XP_016961149.1|DBIA
OG0006184	LOC109405397|XP_019534002.2|AEAL	LOC108032197|XP_016961542.1|DBIA
OG0006185	LOC109431068|XP_019562751.2|AEAL	LOC108026422|XP_016952840.1|DBIA
OG0006186	LOC109431069|XP_019562752.2|AEAL	LOC108032024|XP_016961323.1|DBIA
OG0006187	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL	LOC108025535|XP_016951553.1|DBIA
OG0006188	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL	LOC108023586|XP_016948673.1|DBIA
OG0006189	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL	LOC108023588|XP_016948680.1|DBIA
OG0006190	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL	LOC108031717|XP_016960875.1|DBIA
OG0006191	LOC109397820|XP_029715577.1|AEAL	LOC108024588|XP_016950085.1|DBIA
OG0006192	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL	LOC108023271|XP_016948045.1|DBIA
OG0006193	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL	LOC108023998|XP_016949227.1|DBIA
OG0006194	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL	LOC108025844|XP_016951998.1|DBIA
OG0006195	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL	LOC108026664|XP_016953197.1|DBIA
OG0006196	LOC109413202|XP_019542453.2|AEAL	LOC108032237|XP_016961589.1|DBIA
OG0006197	LOC109424927|XP_019555652.2|AEAL	LOC108035994|XP_016967346.1|DBIA
OG0006198	LOC109424932|XP_029710833.1|AEAL	LOC108023289|XP_016948070.1|DBIA
OG0006199	LOC109413211|XP_019542478.2|AEAL	LOC108026132|XP_016952335.1|DBIA
OG0006200	LOC109431146|XP_019562886.2|AEAL	LOC108024833|XP_016950456.1|DBIA
OG0006201	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL	LOC108035784|XP_016966994.1|DBIA
OG0006202	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL	LOC108035756|XP_016966943.1|DBIA
OG0006203	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL	LOC108033066|XP_016962716.1|DBIA
OG0006204	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL	LOC108024809|XP_016950421.1|DBIA
OG0006205	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL	LOC108023568|XP_016948649.1|DBIA
OG0006206	LOC109431166|XP_029711688.1|AEAL	LOC108025923|XP_016952102.1|DBIA
OG0006207	LOC109431185|XP_019562944.2|AEAL	LOC108033651|XP_016963575.1|DBIA
OG0006208	LOC109431184|XP_029710723.1|AEAL	LOC108029928|XP_016957915.1|DBIA
OG0006209	LOC109412265|XP_029711492.1|AEAL	LOC108024014|XP_016949262.1|DBIA
OG0006210	LOC109424776|XP_029711088.1|AEAL	LOC108023362|XP_016948234.1|DBIA
OG0006211	LOC109424772|XP_019555497.1|AEAL	LOC108032762|XP_016962247.1|DBIA
OG0006212	LOC109417225|XP_029711755.1|AEAL	LOC108032761|XP_016962245.1|DBIA
OG0006213	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL	LOC108024936|XP_016950624.1|DBIA
OG0006214	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL	LOC108025860|XP_016952017.1|DBIA
OG0006215	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL	LOC108028853|XP_016956326.1|DBIA
OG0006216	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL	LOC108025428|XP_016951404.1|DBIA
OG0006217	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL	LOC108023492|XP_016948509.1|DBIA
OG0006218	LOC109433598|XP_019565582.2|AEAL	LOC108032639|XP_016962074.1|DBIA
OG0006219	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL	LOC108023370|XP_016948263.1|DBIA
OG0006220	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL	LOC108028815|XP_016956291.1|DBIA
OG0006221	LOC109428348|XP_019559612.2|AEAL	LOC108025522|XP_016951533.1|DBIA
OG0006222	LOC109415239|XP_019544671.2|AEAL	LOC108025048|XP_016950793.1|DBIA
OG0006223	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL	LOC108027580|XP_016954583.1|DBIA
OG0006224	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL	LOC108023417|XP_016948379.1|DBIA
OG0006225	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL	LOC108036367|XP_016967943.1|DBIA
OG0006226	LOC109428390|XP_019559657.1|AEAL	LOC108036248|XP_016967746.1|DBIA
OG0006227	LOC109415199|XP_019544627.2|AEAL	LOC108032557|XP_016961930.1|DBIA
OG0006228	LOC109415195|XP_019544624.2|AEAL	LOC108026623|XP_016953124.1|DBIA
OG0006229	LOC109428414|XP_019559689.1|AEAL	LOC108035980|XP_016967296.1|DBIA
OG0006230	LOC109428417|XP_019559694.2|AEAL	LOC108024610|XP_016950118.1|DBIA
OG0006231	LOC109428419|XP_029711365.1|AEAL	LOC108023960|XP_016949155.1|DBIA
OG0006232	LOC109428422|XP_019559720.2|AEAL	LOC108025809|XP_016951941.1|DBIA
OG0006233	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL	LOC108025816|XP_016951956.1|DBIA
OG0006234	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL	LOC108024827|XP_016950447.1|DBIA
OG0006235	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL	LOC108027596|XP_016954603.1|DBIA
