Orthogroup	AEAL.longest_only	ASTE.longest_only
OG0006920	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL	LOC118513559|XP_035915374.1|ASTE
OG0006921	LOC109433057|XP_029711204.1|AEAL	LOC118513550|XP_035915331.1|ASTE
OG0006922	LOC109433079|XP_019565016.1|AEAL	LOC118511040|XP_035909527.1|ASTE
OG0006923	LOC109420029|XP_029711125.1|AEAL	LOC118510079|XP_035907381.1|ASTE
OG0006924	LOC109420136|XP_019549996.1|AEAL	LOC118511045|XP_035909535.1|ASTE
OG0006925	LOC109433145|XP_029711057.1|AEAL	LOC118511043|XP_035909533.1|ASTE
OG0006926	LOC109401713|XP_019529842.2|AEAL	LOC118513866|XP_035916061.1|ASTE
OG0006927	LOC109401722|XP_019529859.2|AEAL	LOC118513865|XP_035916060.1|ASTE
OG0006928	LOC109401719|XP_019529851.1|AEAL	LOC118513863|XP_035916057.1|ASTE
OG0006930	LOC109622004|XP_029725030.1|AEAL	LOC118511066|XP_035909566.1|ASTE
OG0006931	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL	LOC118514277|XP_035916911.1|ASTE
OG0006932	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL	LOC118510143|XP_035907523.1|ASTE
OG0006933	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL	LOC118509330|XP_035905683.1|ASTE
OG0006934	LOC109414027|XP_019543305.2|AEAL	LOC118511598|XP_035910771.1|ASTE
OG0006935	LOC109400337|XP_029724843.1|AEAL	LOC118511714|XP_035911029.1|ASTE
OG0006937	LOC109425161|XP_019555947.1|AEAL	LOC118511723|XP_035911053.1|ASTE
OG0006938	LOC109429440|XP_019560940.2|AEAL	LOC118511722|XP_035911051.1|ASTE
OG0006939	LOC109429439|XP_019560938.1|AEAL	LOC118514007|XP_035916351.1|ASTE
OG0006940	LOC109425142|XP_019555917.2|AEAL	LOC118513883|XP_035916085.1|ASTE
OG0006941	LOC115266941|XP_029729501.1|AEAL	LOC118511087|XP_035909663.1|ASTE
OG0006942	LOC109429376|XP_019560820.2|AEAL	LOC118511089|XP_035909676.1|ASTE
OG0006943	LOC109408128|XP_019536903.2|AEAL	LOC118513934|XP_035916200.1|ASTE
OG0006944	LOC109408124|XP_029729427.1|AEAL	LOC118514018|XP_035916382.1|ASTE
OG0006945	LOC109408119|XP_019536883.2|AEAL	LOC118514017|XP_035916381.1|ASTE
OG0006946	LOC109419069|XP_029729408.1|AEAL	LOC118513999|XP_035916329.1|ASTE
OG0006947	LOC109419043|XP_019548804.2|AEAL	LOC118514005|XP_035916347.1|ASTE
OG0006948	LOC109419076|XP_019548831.2|AEAL	LOC118511756|XP_035911116.1|ASTE
OG0006950	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL	LOC118510612|XP_035908517.1|ASTE
OG0006951	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL	LOC118511590|XP_035910733.1|ASTE
OG0006952	LOC109419579|XP_019549344.2|AEAL	LOC118511587|XP_035910731.1|ASTE
OG0006953	LOC109409270|XP_019538236.2|AEAL	LOC118513397|XP_035914970.1|ASTE
OG0006954	LOC109419584|XP_019549350.1|AEAL	LOC118513394|XP_035914968.1|ASTE
OG0006955	LOC109419587|XP_029714881.1|AEAL	LOC118509137|XP_035905231.1|ASTE
OG0006956	LOC109409251|XP_029714835.1|AEAL	LOC118512540|XP_035913004.1|ASTE
OG0006957	LOC109409249|XP_029714949.1|AEAL	LOC118512539|XP_035913002.1|ASTE
OG0006958	LOC109419599|XP_019549375.2|AEAL	LOC118512543|XP_035913008.1|ASTE
OG0006959	LOC109409246|XP_019538206.2|AEAL	LOC118511658|XP_035910897.1|ASTE
OG0006960	LOC109409242|XP_019538202.2|AEAL	LOC118511662|XP_035910903.1|ASTE
OG0006961	LOC109621277|XP_029715239.1|AEAL	LOC118511231|XP_035909959.1|ASTE
OG0006962	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL	LOC118512544|XP_035913010.1|ASTE
OG0006963	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL	LOC118513434|XP_035915058.1|ASTE
OG0006964	LOC109622834|XP_019932838.2|AEAL	LOC118513439|XP_035915072.1|ASTE
OG0006965	LOC109404412|XP_019532837.2|AEAL	LOC118509270|XP_035905517.1|ASTE
OG0006966	LOC109398644|XP_019526575.2|AEAL	LOC118509269|XP_035905516.1|ASTE
OG0006967	LOC109398643|XP_019526573.2|AEAL	LOC118509267|XP_035905511.1|ASTE
OG0006968	LOC109404609|XP_019533059.2|AEAL	LOC118509066|XP_035905078.1|ASTE
OG0006969	LOC109404806|XP_029715233.1|AEAL	LOC118509079|XP_035905105.1|ASTE
OG0006970	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL	LOC118508991|XP_035904882.1|ASTE
OG0006971	LOC109398724|XP_019526664.2|AEAL	LOC118511679|XP_035910940.1|ASTE
OG0006972	LOC109398704|XP_019526631.2|AEAL	LOC118511677|XP_035910933.1|ASTE
OG0006973	LOC109407268|XP_029714457.1|AEAL	LOC118511670|XP_035910921.1|ASTE
OG0006974	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL	LOC118511648|XP_035910875.1|ASTE
OG0006975	LOC109407230|XP_029714714.1|AEAL	LOC118512470|XP_035912849.1|ASTE
OG0006976	LOC109424232|XP_019554858.2|AEAL	LOC118511789|XP_035911200.1|ASTE
OG0006977	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL	LOC118511622|XP_035910813.1|ASTE
OG0006978	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL	LOC118511605|XP_035910781.1|ASTE
OG0006979	LOC109428471|XP_019559789.2|AEAL	LOC118509144|XP_035905244.1|ASTE
OG0006980	LOC109420995|XP_019551018.2|AEAL	LOC118509038|XP_035904971.1|ASTE
OG0006981	LOC109428695|XP_029715201.1|AEAL	LOC118514031|XP_035916400.1|ASTE
OG0006982	LOC109428719|XP_019560092.1|AEAL	LOC118513894|XP_035916101.1|ASTE
OG0006983	LOC109428745|XP_019560118.2|AEAL	LOC118513900|XP_035916110.1|ASTE
OG0006984	LOC109421007|XP_019551037.1|AEAL	LOC118513733|XP_035915781.1|ASTE
OG0006985	LOC109421011|XP_019551041.2|AEAL	LOC118513728|XP_035915774.1|ASTE
OG0006986	LOC109428798|XP_019560199.2|AEAL	LOC118513729|XP_035915776.1|ASTE
OG0006987	LOC109421056|XP_019551089.2|AEAL	LOC118510997|XP_035909404.1|ASTE
OG0006988	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL	LOC118510995|XP_035909402.1|ASTE
OG0006989	LOC109416523|XP_019546140.1|AEAL	LOC118511025|XP_035909496.1|ASTE
OG0006990	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL	LOC118511022|XP_035909486.1|ASTE
OG0006991	LOC109405612|XP_019534217.2|AEAL	LOC118511016|XP_035909437.1|ASTE
OG0006992	LOC109417672|XP_029709324.1|AEAL	LOC118512468|XP_035912836.1|ASTE
OG0006993	LOC109417226|XP_029709486.1|AEAL	LOC118512567|XP_035913053.1|ASTE
OG0006994	LOC109417726|XP_029709182.1|AEAL	LOC118510142|XP_035907522.1|ASTE
OG0006995	LOC109417740|XP_029709153.1|AEAL	LOC118511692|XP_035910986.1|ASTE
OG0006996	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL	LOC118513776|XP_035915847.1|ASTE
OG0006997	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL	LOC118510001|XP_035907278.1|ASTE
OG0006998	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL	LOC118513744|XP_035915794.1|ASTE
OG0006999	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL	LOC118513760|XP_035915827.1|ASTE
OG0007000	LOC109419905|XP_019549733.2|AEAL	LOC118514143|XP_035916644.1|ASTE
OG0007001	LOC109420715|XP_019550716.2|AEAL	LOC118513360|XP_035914885.1|ASTE
OG0007002	LOC109414139|XP_029708866.1|AEAL	LOC118511688|XP_035910971.1|ASTE
OG0007003	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL	LOC118513836|XP_035915996.1|ASTE
OG0007004	LOC109420669|XP_019550636.2|AEAL	LOC118512575|XP_035913087.1|ASTE
OG0007005	LOC109413918|XP_029708750.1|AEAL	LOC118512581|XP_035913102.1|ASTE
OG0007006	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL	LOC118510645|XP_035908637.1|ASTE
OG0007007	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL	LOC118514599|XP_035917489.1|ASTE
OG0007008	LOC109420576|XP_029709534.1|AEAL	LOC118510011|XP_035907290.1|ASTE
OG0007009	LOC109417170|XP_019546841.2|AEAL	LOC118510592|XP_035908487.1|ASTE
OG0007010	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL	LOC118514660|XP_035917591.1|ASTE
OG0007011	LOC109407750|XP_019536469.1|AEAL	LOC118514664|XP_035917599.1|ASTE
OG0007012	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL	LOC118514670|XP_035917605.1|ASTE
OG0007013	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL	LOC118511778|XP_035911177.1|ASTE
OG0007014	LOC109419738|XP_019549558.2|AEAL	LOC118511780|XP_035911179.1|ASTE
OG0007015	LOC109419757|XP_019549572.2|AEAL	LOC118511786|XP_035911196.1|ASTE
OG0007016	LOC109419762|XP_019549587.2|AEAL	LOC118509319|XP_035905664.1|ASTE
OG0007017	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL	LOC118514631|XP_035917526.1|ASTE
OG0007018	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL	LOC118514632|XP_035917529.1|ASTE
OG0007019	LOC109431815|XP_019563627.2|AEAL	LOC118511798|XP_035911221.1|ASTE
OG0007020	LOC109427442|XP_029708477.1|AEAL	LOC118512431|XP_035912782.1|ASTE
OG0007022	LOC109428002|XP_019559208.2|AEAL	LOC118514540|XP_035917416.1|ASTE
OG0007023	LOC109428038|XP_029728557.1|AEAL	LOC118514575|XP_035917469.1|ASTE
OG0007024	LOC109428057|XP_029728558.1|AEAL	LOC118514536|XP_035917412.1|ASTE
OG0007025	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL	LOC118513286|XP_035914747.1|ASTE
OG0007026	LOC109433586|XP_019565564.2|AEAL	LOC118513277|XP_035914736.1|ASTE
OG0007027	LOC109430141|XP_019561721.1|AEAL	LOC118509224|XP_035905418.1|ASTE
OG0007029	LOC115261023|XP_029718255.1|AEAL	LOC118513255|XP_035914711.1|ASTE
OG0007030	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL	LOC118512609|XP_035913175.1|ASTE
OG0007031	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL	LOC118512595|XP_035913141.1|ASTE
OG0007032	LOC109432628|XP_019564538.2|AEAL	LOC118512601|XP_035913150.1|ASTE
OG0007033	LOC109432653|XP_019564563.2|AEAL	LOC118512604|XP_035913166.1|ASTE
OG0007034	LOC109427572|XP_019558690.2|AEAL	LOC118513689|XP_035915701.1|ASTE
OG0007035	LOC109432680|XP_019564602.2|AEAL	LOC118513688|XP_035915700.1|ASTE
OG0007036	LOC109427558|XP_019558674.2|AEAL	LOC118513693|XP_035915710.1|ASTE
OG0007037	LOC109427574|XP_019558697.2|AEAL	LOC118513694|XP_035915711.1|ASTE
OG0007038	LOC109416244|XP_029727394.1|AEAL	LOC118512535|XP_035912983.1|ASTE
OG0007039	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL	LOC118511554|XP_035910676.1|ASTE
OG0007040	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL	LOC118509827|XP_035906890.1|ASTE
OG0007041	LOC115265620|XP_029727324.1|AEAL	LOC118510863|XP_035909102.1|ASTE
OG0007042	LOC109431007|XP_029727308.1|AEAL	LOC118510860|XP_035909086.1|ASTE
OG0007043	LOC109404810|XP_019533306.2|AEAL	LOC118505163|XP_035896453.1|ASTE
OG0007044	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL	LOC118513503|XP_035915243.1|ASTE
OG0007045	LOC109419322|XP_029727212.1|AEAL	LOC118509262|XP_035905504.1|ASTE
OG0007046	LOC109419315|XP_019549096.2|AEAL	LOC118514600|XP_035917490.1|ASTE
OG0007047	LOC109421664|XP_019551739.2|AEAL	LOC118513351|XP_035914876.1|ASTE
OG0007048	LOC109421660|XP_019551730.2|AEAL	LOC118513319|XP_035914818.1|ASTE
OG0007049	LOC109421618|XP_019551666.1|AEAL	LOC118509181|XP_035905340.1|ASTE
OG0007050	LOC109409175|XP_019538140.2|AEAL	LOC118513627|XP_035915583.1|ASTE
OG0007051	LOC109409200|XP_029727111.1|AEAL	LOC118513631|XP_035915588.1|ASTE
OG0007052	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL	LOC118510583|XP_035908468.1|ASTE
OG0007053	LOC109421518|XP_029727081.1|AEAL	LOC118510874|XP_035909129.1|ASTE
OG0007054	LOC109621331|XP_019930921.2|AEAL	LOC118512542|XP_035913007.1|ASTE
OG0007055	LOC109621337|XP_029726807.1|AEAL	LOC118513779|XP_035915850.1|ASTE
OG0007056	LOC109421461|XP_019551500.2|AEAL	LOC118513799|XP_035915889.1|ASTE
OG0007057	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL	LOC118513826|XP_035915955.1|ASTE
OG0007058	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL	LOC118513818|XP_035915944.1|ASTE
OG0007059	LOC109421345|XP_029726913.1|AEAL, LOC109432556|XP_019564442.2|AEAL	LOC118510868|XP_035909109.1|ASTE
OG0007060	LOC115265572|XP_029727066.1|AEAL	LOC118513005|XP_035914159.1|ASTE
OG0007061	LOC109421193|XP_029726917.1|AEAL, LOC109432482|XP_029727065.1|AEAL	LOC118512941|XP_035914038.1|ASTE
OG0007062	LOC109621806|XP_019931506.2|AEAL	LOC118513470|XP_035915154.1|ASTE
OG0007063	LOC109421307|XP_019551355.3|AEAL	LOC118511237|XP_035909968.1|ASTE
OG0007064	LOC109421303|XP_019551348.1|AEAL	LOC118513660|XP_035915647.1|ASTE
OG0007065	LOC109621809|XP_019931517.2|AEAL	LOC118513657|XP_035915636.1|ASTE
OG0007066	LOC109621858|XP_019931608.2|AEAL	LOC118514251|XP_035916858.1|ASTE
OG0007067	LOC109421298|XP_019551341.2|AEAL	LOC118509881|XP_035907013.1|ASTE
OG0007068	LOC109621853|XP_029726958.1|AEAL	LOC118509891|XP_035907030.1|ASTE
OG0007069	LOC109410817|XP_029710355.1|AEAL, LOC115256260|XP_029710390.1|AEAL	LOC118511695|XP_035910988.1|ASTE
OG0007070	LOC109621231|XP_019530737.2|AEAL	LOC118515244|XP_035917821.1|ASTE
OG0007071	LOC109402516|XP_019530752.2|AEAL	LOC118513225|XP_035914645.1|ASTE
OG0007073	LOC109402498|XP_019530727.2|AEAL	LOC118513623|XP_035915574.1|ASTE
OG0007074	LOC109415856|XP_019545349.2|AEAL	LOC118510912|XP_035909208.1|ASTE
OG0007075	LOC109415853|XP_019545346.2|AEAL	LOC118510911|XP_035909205.1|ASTE
OG0007076	LOC109402466|XP_019530702.2|AEAL	LOC118512969|XP_035914089.1|ASTE
OG0007077	LOC109416798|XP_019546403.1|AEAL	LOC118511807|XP_035911240.1|ASTE
OG0007078	LOC109402527|XP_019530771.2|AEAL	LOC118511812|XP_035911244.1|ASTE
OG0007079	LOC109416792|XP_029720038.1|AEAL	LOC118509951|XP_035907175.1|ASTE
OG0007080	LOC109429583|XP_029719935.1|AEAL	LOC118510772|XP_035908931.1|ASTE
OG0007081	LOC109429582|XP_019561109.2|AEAL	LOC118510764|XP_035908910.1|ASTE
OG0007082	LOC109426524|XP_019557606.2|AEAL	LOC118510763|XP_035908909.1|ASTE
OG0007083	LOC109429576|XP_029719930.1|AEAL	LOC118510760|XP_035908897.1|ASTE
OG0007084	LOC115262079|XP_029719891.1|AEAL, LOC109429573|XP_029719925.1|AEAL	LOC118510757|XP_035908894.1|ASTE
OG0007085	LOC109429560|XP_029719916.1|AEAL, LOC109429977|XP_029719908.1|AEAL	LOC118510043|XP_035907324.1|ASTE
OG0007086	LOC109429546|XP_029720094.1|AEAL	LOC118514053|XP_035916439.1|ASTE
OG0007087	LOC109429894|XP_019561437.2|AEAL	LOC118514124|XP_035916602.1|ASTE
OG0007088	LOC109429892|XP_029720103.1|AEAL	LOC118514120|XP_035916592.1|ASTE
OG0007089	LOC109415453|XP_019544874.2|AEAL	LOC118509947|XP_035907172.1|ASTE
OG0007090	LOC109429879|XP_029720114.1|AEAL	LOC118514101|XP_035916559.1|ASTE
OG0007091	LOC109429872|XP_019561403.2|AEAL	LOC118514094|XP_035916523.1|ASTE
OG0007092	LOC109415451|XP_019544872.2|AEAL	LOC118509946|XP_035907171.1|ASTE
OG0007093	LOC109429955|XP_029720122.1|AEAL	LOC118511222|XP_035909937.1|ASTE
OG0007094	LOC109429944|XP_019561486.1|AEAL	LOC118513690|XP_035915703.1|ASTE
OG0007095	LOC109429946|XP_019561488.2|AEAL	LOC118513685|XP_035915683.1|ASTE
OG0007096	LOC109429943|XP_019561485.2|AEAL	LOC118513337|XP_035914851.1|ASTE
OG0007098	LOC115262145|XP_029720148.1|AEAL	LOC118510674|XP_035908728.1|ASTE
OG0007099	LOC109429796|XP_019526211.2|AEAL	LOC118514116|XP_035916585.1|ASTE
OG0007100	LOC109429791|XP_029720166.1|AEAL	LOC118510064|XP_035907347.1|ASTE
OG0007101	LOC109404638|XP_019533101.2|AEAL, LOC109411676|XP_019540786.2|AEAL	LOC118514087|XP_035916513.1|ASTE
OG0007102	LOC109404600|XP_029720262.1|AEAL	LOC118514071|XP_035916490.1|ASTE
OG0007103	LOC109404604|XP_019533052.1|AEAL	LOC118510712|XP_035908804.1|ASTE
OG0007104	LOC109411702|XP_019540820.1|AEAL	LOC118510706|XP_035908798.1|ASTE
OG0007105	LOC109411704|XP_019540824.2|AEAL	LOC118510705|XP_035908797.1|ASTE
OG0007106	LOC109411764|XP_019540919.2|AEAL, LOC115262162|XP_029720233.1|AEAL	LOC118510696|XP_035908768.1|ASTE
OG0007107	LOC109416814|XP_019546424.2|AEAL	LOC118510694|XP_035908762.1|ASTE
OG0007108	LOC115266197|XP_029728025.1|AEAL, LOC109416813|XP_029720224.1|AEAL	LOC118510693|XP_035908760.1|ASTE
OG0007109	LOC109421195|XP_019551262.1|AEAL	LOC118510680|XP_035908736.1|ASTE
OG0007110	LOC109421405|XP_029719783.1|AEAL	LOC118510677|XP_035908731.1|ASTE
OG0007111	LOC109421495|XP_029720210.1|AEAL	LOC118510673|XP_035908713.1|ASTE
OG0007112	LOC109411735|XP_019540879.2|AEAL	LOC118510668|XP_035908705.1|ASTE
OG0007113	LOC109411740|XP_019540888.2|AEAL	LOC118510664|XP_035908697.1|ASTE
OG0007114	LOC109420449|XP_019550340.2|AEAL	LOC118510662|XP_035908689.1|ASTE
OG0007115	LOC109411747|XP_029720204.1|AEAL	LOC118510658|XP_035908676.1|ASTE
OG0007116	LOC109411754|XP_019540905.2|AEAL	LOC118514135|XP_035916624.1|ASTE
OG0007118	LOC109411759|XP_019540913.2|AEAL	LOC118514134|XP_035916621.1|ASTE
OG0007119	LOC109411214|XP_029719801.1|AEAL	LOC118505767|XP_035897903.1|ASTE
OG0007120	LOC109411219|XP_019540265.2|AEAL	LOC118505764|XP_035897887.1|ASTE
OG0007121	LOC115262201|XP_029720403.1|AEAL, LOC109411242|XP_019540304.1|AEAL	LOC118503512|XP_035892756.1|ASTE
OG0007122	LOC109411230|XP_019540283.2|AEAL	LOC118505761|XP_035897882.1|ASTE
OG0007123	LOC109411232|XP_019540288.1|AEAL	LOC118505758|XP_035897868.1|ASTE
OG0007124	LOC109414188|XP_019543517.2|AEAL	LOC118505742|XP_035897829.1|ASTE
OG0007125	LOC109414187|XP_019543515.2|AEAL	LOC118505740|XP_035897823.1|ASTE
OG0007126	LOC109414186|XP_019543514.2|AEAL	LOC118505738|XP_035897821.1|ASTE
OG0007127	LOC109414184|XP_019543511.1|AEAL	LOC118505737|XP_035897820.1|ASTE
OG0007128	LOC109414180|XP_019543508.2|AEAL	LOC118505736|XP_035897819.1|ASTE
OG0007129	LOC109414179|XP_019543507.2|AEAL	LOC118505851|XP_035898123.1|ASTE
OG0007130	LOC109414174|XP_029712512.1|AEAL	LOC118505327|XP_035896866.1|ASTE
OG0007131	LOC109414168|XP_019543496.2|AEAL	LOC118505324|XP_035896860.1|ASTE
OG0007132	LOC109414166|XP_029712485.1|AEAL	LOC118507359|XP_035901659.1|ASTE
OG0007133	LOC109414161|XP_019543486.1|AEAL, LOC115254470|XP_029707884.1|AEAL	LOC118507596|XP_035902157.1|ASTE
OG0007134	LOC115257198|XP_029712493.1|AEAL, LOC109414159|XP_019543484.1|AEAL	LOC118507586|XP_035902141.1|ASTE
OG0007135	LOC109414203|XP_019543544.1|AEAL, LOC115257215|XP_029712519.1|AEAL	LOC118507598|XP_035902161.1|ASTE
OG0007136	LOC109414152|XP_019543473.2|AEAL, LOC115254464|XP_029707878.1|AEAL	LOC118507574|XP_035902112.1|ASTE
OG0007137	LOC109432457|XP_029707856.1|AEAL, LOC109426364|XP_029713954.1|AEAL	LOC118506569|XP_035899786.1|ASTE
OG0007138	LOC109621640|XP_029713994.1|AEAL, LOC109426361|XP_029707853.1|AEAL	LOC118506570|XP_035899803.1|ASTE
OG0007139	LOC109621532|XP_029707846.1|AEAL, LOC109426356|XP_029713956.1|AEAL	LOC118506645|XP_035899926.1|ASTE
OG0007140	LOC109426355|XP_019557360.2|AEAL, LOC109621531|XP_029713976.1|AEAL	LOC118506646|XP_035899938.1|ASTE
OG0007141	LOC109426352|XP_019557358.2|AEAL, LOC109621643|XP_019931291.2|AEAL	LOC118506644|XP_035899925.1|ASTE
OG0007142	LOC109423350|XP_019553893.1|AEAL	LOC118505232|XP_035896658.1|ASTE
OG0007143	LOC109421791|XP_019551886.2|AEAL	LOC118517522|XP_035919644.1|ASTE
OG0007145	LOC109427108|XP_019558237.2|AEAL, LOC109421675|XP_029708067.1|AEAL	LOC118502499|XP_035890624.1|ASTE
OG0007146	LOC109421799|XP_019551893.2|AEAL	LOC118517545|XP_035919677.1|ASTE
OG0007147	LOC109421805|XP_029732695.1|AEAL	LOC118517523|XP_035919645.1|ASTE
OG0007148	LOC109427974|XP_019559174.2|AEAL, LOC109418212|XP_029732714.1|AEAL	LOC118505845|XP_035898097.1|ASTE
OG0007149	LOC109418227|XP_029732711.1|AEAL	LOC118502506|XP_035890638.1|ASTE
OG0007150	LOC109418235|XP_029720550.1|AEAL, LOC109428008|XP_029709760.1|AEAL	LOC118505357|XP_035896924.1|ASTE
OG0007151	LOC109427971|XP_029709762.1|AEAL, LOC109418190|XP_029720552.1|AEAL	LOC118505361|XP_035896944.1|ASTE
OG0007152	LOC109418237|XP_019547939.2|AEAL, LOC115255773|XP_029709761.1|AEAL	LOC118505825|XP_035898068.1|ASTE
OG0007153	LOC109428025|XP_019559228.2|AEAL	LOC118505837|XP_035898088.1|ASTE
OG0007154	LOC109428033|XP_019559242.2|AEAL	LOC118504859|XP_035895788.1|ASTE
OG0007155	LOC109428035|XP_019559245.2|AEAL	LOC118517571|XP_035919711.1|ASTE
OG0007156	LOC109428039|XP_019559249.2|AEAL	LOC118505288|XP_035896766.1|ASTE
OG0007157	LOC109418263|XP_019547970.2|AEAL	LOC118505655|XP_035897635.1|ASTE
OG0007158	LOC109428045|XP_019559256.2|AEAL	LOC118505658|XP_035897642.1|ASTE
OG0007159	LOC115259927|XP_029716580.1|AEAL, LOC109428053|XP_029720490.1|AEAL	LOC118505665|XP_035897670.1|ASTE
OG0007160	LOC109428082|XP_029720317.1|AEAL	LOC118505673|XP_035897696.1|ASTE
OG0007161	LOC109428094|XP_029720041.1|AEAL, LOC109418200|XP_019547909.2|AEAL	LOC118505516|XP_035897309.1|ASTE
OG0007162	LOC109418317|XP_019548035.2|AEAL, LOC109428095|XP_029720165.1|AEAL	LOC118505515|XP_035897308.1|ASTE
OG0007163	LOC109428101|XP_019559333.2|AEAL, LOC109418322|XP_019548044.2|AEAL	LOC118506333|XP_035899200.1|ASTE
OG0007164	LOC109418331|XP_019548059.2|AEAL, LOC109427300|XP_029721137.1|AEAL	LOC118505822|XP_035898064.1|ASTE
OG0007165	LOC115253710|XP_029721253.1|AEAL, LOC109418342|XP_029721037.1|AEAL	LOC118504952|XP_035895963.1|ASTE
OG0007166	LOC109418349|XP_019548082.2|AEAL	LOC118504947|XP_035895939.1|ASTE
OG0007167	LOC109418350|XP_029721279.1|AEAL	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC109418402|XP_029721463.1|AEAL, LOC109426117|XP_029721773.1|AEAL	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC109418375|XP_019548108.1|AEAL, LOC109426090|XP_019557056.1|AEAL	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC115263071|XP_029721860.1|AEAL, LOC109426121|XP_029721524.1|AEAL	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC109418416|XP_029721930.1|AEAL, LOC115262876|XP_029721618.1|AEAL	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC109418422|XP_019548151.2|AEAL, LOC109426153|XP_019557128.2|AEAL	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC109426154|XP_019557130.2|AEAL, LOC115262909|XP_029721671.1|AEAL	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC109419125|XP_019548888.2|AEAL	LOC118506736|XP_035900175.1|ASTE
OG0007175	LOC109426191|XP_019557178.2|AEAL	LOC118506751|XP_035900226.1|ASTE
OG0007176	LOC109415977|XP_019545499.2|AEAL	LOC118505650|XP_035897625.1|ASTE
OG0007177	LOC109419210|XP_019548962.1|AEAL	LOC118517563|XP_035919698.1|ASTE
OG0007178	LOC109419213|XP_019548965.2|AEAL	LOC118517521|XP_035919643.1|ASTE
OG0007179	LOC109416013|XP_019545526.2|AEAL	LOC118517539|XP_035919668.1|ASTE
OG0007180	LOC109419216|XP_019548973.2|AEAL	LOC118517530|XP_035919657.1|ASTE
OG0007181	LOC109419226|XP_029719621.1|AEAL, LOC109407487|XP_029723344.1|AEAL	LOC118505519|XP_035897312.1|ASTE
OG0007182	LOC109419229|XP_029723373.1|AEAL	LOC118506435|XP_035899448.1|ASTE
OG0007183	LOC109419233|XP_019548989.2|AEAL	LOC118506428|XP_035899422.1|ASTE
OG0007184	LOC109407483|XP_029723393.1|AEAL	LOC118506427|XP_035899420.1|ASTE
OG0007185	LOC109407493|XP_029723535.1|AEAL, LOC109419166|XP_019548931.2|AEAL	LOC118506754|XP_035900244.1|ASTE
