Orthogroup	AEAL.longest_only	DERE.longest_only
OG0007668	LOC109413249|XP_019542528.2|AEAL	LOC6540987|XP_001970294.1|DERE
OG0007669	LOC109413217|XP_019542486.2|AEAL	LOC6549978|XP_026837551.1|DERE
OG0007670	LOC109424955|XP_019555694.2|AEAL	LOC6549977|XP_001978750.1|DERE
OG0007671	LOC109431118|XP_019562842.1|AEAL	LOC6549721|XP_026837344.1|DERE
OG0007672	LOC109412260|XP_019541456.2|AEAL	LOC6555742|XP_001982511.2|DERE
OG0007673	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL	LOC6554904|XP_001981589.2|DERE
OG0007674	LOC109425484|XP_019556294.2|AEAL	LOC6551030|XP_026838120.1|DERE
OG0007675	LOC109408930|XP_019537870.2|AEAL	LOC6550950|XP_001978232.1|DERE
OG0007676	LOC109433636|XP_019565638.2|AEAL	LOC6550120|XP_001977657.1|DERE
OG0007677	LOC109433617|XP_029711062.1|AEAL	LOC6551648|XP_001978495.1|DERE
OG0007678	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL	LOC6550558|XP_001977958.1|DERE
OG0007679	LOC109415242|XP_019544673.2|AEAL	LOC6550554|XP_026838417.1|DERE
OG0007680	LOC109415202|XP_019544632.1|AEAL	LOC6541149|XP_001968484.1|DERE
OG0007681	LOC109428523|XP_019559862.2|AEAL	LOC6553947|XP_001979473.1|DERE
OG0007682	LOC109428426|XP_029711704.1|AEAL	LOC6550707|XP_001978007.2|DERE
OG0007683	LOC109428427|XP_029711705.1|AEAL	LOC6550463|XP_001977790.1|DERE
OG0007684	LOC109428430|XP_019559731.2|AEAL, LOC109430515|XP_029729607.1|AEAL	LOC6550870|XP_001978230.1|DERE
OG0007685	LOC109428436|XP_029711403.1|AEAL	LOC6550604|XP_026838168.1|DERE
OG0007686	LOC109428453|XP_029711958.1|AEAL	LOC6550565|XP_026838066.1|DERE
OG0007688	LOC109428478|XP_019559798.2|AEAL, LOC109422116|XP_019552288.2|AEAL	LOC6555000|XP_001982055.1|DERE
OG0007690	LOC109402625|XP_029730096.1|AEAL	LOC6550858|XP_015011315.2|DERE
OG0007691	LOC109402650|XP_029711186.1|AEAL	LOC6554322|XP_001981481.1|DERE
OG0007692	LOC109402662|XP_029711559.1|AEAL	LOC113563680|XP_026838065.1|DERE
OG0007693	LOC109402690|XP_019530938.2|AEAL	LOC6550411|XP_001977742.1|DERE
OG0007694	LOC109397900|XP_019525782.2|AEAL	LOC6544338|XP_001973081.1|DERE
OG0007695	LOC109416129|XP_029711852.1|AEAL	LOC6551173|XP_026838798.1|DERE
OG0007696	LOC109416140|XP_019545648.2|AEAL	LOC6545272|XP_001973269.1|DERE
OG0007697	LOC109427490|XP_019558584.1|AEAL	LOC6544207|XP_001971900.1|DERE
OG0007698	LOC109427492|XP_019558586.2|AEAL	LOC6550999|XP_001978315.2|DERE
OG0007699	LOC109427498|XP_029711700.1|AEAL	LOC6551653|XP_001978567.1|DERE
OG0007700	LOC109427503|XP_019558600.2|AEAL, LOC115256746|XP_029711551.1|AEAL	LOC6555494|XP_026837611.1|DERE
OG0007701	LOC109427505|XP_019558603.2|AEAL	LOC6551213|XP_026838794.1|DERE
OG0007702	LOC109427511|XP_019558610.2|AEAL	LOC6555521|XP_001982427.1|DERE
OG0007703	LOC109427535|XP_019558638.2|AEAL, LOC115256619|XP_029711301.1|AEAL	LOC6550921|XP_001976888.1|DERE
OG0007704	LOC109406871|XP_029711139.1|AEAL	LOC6554941|XP_001981122.1|DERE
OG0007705	LOC109401911|XP_019530070.1|AEAL	LOC6550124|XP_001977705.1|DERE
OG0007706	LOC109401930|XP_029710551.1|AEAL	LOC6550234|XP_001977685.1|DERE
OG0007707	LOC109401880|XP_029711447.1|AEAL	LOC6550736|XP_026837298.1|DERE
OG0007708	LOC109401910|XP_029729174.1|AEAL	LOC6550781|XP_026838258.1|DERE
OG0007709	LOC109410345|XP_019539439.2|AEAL	LOC6550831|XP_001978273.2|DERE
OG0007710	LOC109422055|XP_019552234.2|AEAL	LOC6551304|XP_026837484.1|DERE
OG0007711	LOC109422058|XP_019552237.2|AEAL	LOC6550042|XP_001977508.1|DERE
OG0007712	LOC109422059|XP_029710799.1|AEAL	LOC6550703|XP_001978117.1|DERE
OG0007713	LOC109432601|XP_029733349.1|AEAL, LOC109397187|XP_029733316.1|AEAL	LOC6551118|XP_015010997.2|DERE
OG0007714	LOC109397190|XP_019525080.2|AEAL, LOC109432619|XP_019564524.2|AEAL	LOC6549881|XP_001978659.1|DERE
OG0007715	LOC109422034|XP_019552219.2|AEAL	LOC6550861|XP_001978221.3|DERE
OG0007716	LOC109407378|XP_029711474.1|AEAL, LOC109421980|XP_029711685.1|AEAL	LOC6551728|XP_001977214.1|DERE
OG0007717	LOC109427438|XP_029710581.1|AEAL	LOC6554815|XP_001981115.1|DERE
OG0007718	LOC109410138|XP_029707926.1|AEAL, LOC109427418|XP_019558504.2|AEAL	LOC6549956|XP_001978694.1|DERE
OG0007719	LOC109427367|XP_029711329.1|AEAL	LOC6550927|XP_026838593.1|DERE
OG0007720	LOC109427366|XP_029711147.1|AEAL	LOC6550929|XP_015010927.2|DERE
OG0007721	LOC109427361|XP_029711728.1|AEAL	LOC6551702|XP_026838474.1|DERE
OG0007722	LOC109427343|XP_029711071.1|AEAL	LOC6551703|XP_015011060.1|DERE
OG0007723	LOC109402089|XP_029710806.1|AEAL	LOC6551568|XP_001977289.1|DERE
OG0007724	LOC109416555|XP_029710825.1|AEAL	LOC6540784|XP_026834237.1|DERE
OG0007725	LOC109405088|XP_019533630.2|AEAL	LOC6551036|XP_001978255.1|DERE
OG0007726	LOC109400394|XP_029710664.1|AEAL, LOC109398425|XP_029711235.1|AEAL	LOC6551343|XP_001977077.1|DERE
OG0007727	LOC115256587|XP_029711229.1|AEAL	LOC6550833|XP_026838012.1|DERE
OG0007728	LOC109409418|XP_019538405.2|AEAL	LOC6551048|XP_026838729.1|DERE
OG0007729	LOC109398402|XP_019526297.2|AEAL	LOC6551322|XP_001977087.1|DERE
OG0007730	LOC109398404|XP_029711892.1|AEAL, LOC109409429|XP_029711455.1|AEAL	LOC6551049|XP_026838727.1|DERE
OG0007731	LOC115256662|XP_029711392.1|AEAL, LOC115256422|XP_029710809.1|AEAL	LOC6545152|XP_015013404.1|DERE
OG0007732	LOC109409470|XP_029736283.1|AEAL, LOC115271020|XP_029736296.1|AEAL, LOC109412991|XP_029736284.1|AEAL	LOC6549782|XP_026837466.1|DERE
OG0007733	LOC115269569|XP_029734244.1|AEAL, LOC109397682|XP_019525528.2|AEAL	LOC6550007|XP_001977473.1|DERE
OG0007734	LOC115269568|XP_029734240.1|AEAL, LOC109397693|XP_019525536.2|AEAL, LOC109432963|XP_019564859.2|AEAL	LOC6550004|XP_001977470.1|DERE
OG0007735	LOC109432999|XP_019564920.2|AEAL	LOC6551639|XP_001978587.1|DERE
OG0007736	LOC109402237|XP_019530422.2|AEAL	LOC6555773|XP_001982531.1|DERE
OG0007737	LOC109397596|XP_019525433.1|AEAL	LOC6553598|XP_001979405.1|DERE
OG0007739	LOC109422962|XP_019553404.2|AEAL	LOC6550872|XP_001976812.2|DERE
OG0007740	LOC109422972|XP_029717430.1|AEAL, LOC109403574|XP_029717387.1|AEAL	LOC6551543|XP_001978454.1|DERE
OG0007741	LOC115260565|XP_029717353.1|AEAL	LOC6551259|XP_026838806.1|DERE
OG0007742	LOC109423006|XP_019553462.2|AEAL	LOC6550508|XP_001977973.1|DERE
OG0007743	LOC109423013|XP_029708358.1|AEAL	LOC6554598|XP_026839697.1|DERE
OG0007744	LOC109423062|XP_019553522.2|AEAL, LOC115254836|XP_029708380.1|AEAL	LOC26526650|XP_015015545.2|DERE
OG0007745	LOC109400894|XP_029708359.1|AEAL, LOC115259370|XP_029715789.1|AEAL	LOC6551832|XP_026834190.1|DERE
OG0007746	LOC109422799|XP_019553225.2|AEAL, LOC109421817|XP_019551918.2|AEAL	LOC6552790|XP_026837547.1|DERE
OG0007748	LOC109425263|XP_029717611.1|AEAL	LOC6549784|XP_001978622.1|DERE
OG0007749	LOC109418604|XP_019548355.1|AEAL, LOC109425019|XP_019555756.1|AEAL	LOC6555589|XP_001982614.1|DERE
OG0007750	LOC115260468|XP_029717273.1|AEAL	LOC6554970|XP_001981141.1|DERE
OG0007751	LOC109431354|XP_029717805.1|AEAL, LOC109427775|XP_029717781.1|AEAL	LOC6541080|XP_001968189.1|DERE
OG0007752	LOC115260719|XP_029717807.1|AEAL	LOC6549732|XP_001978721.1|DERE
OG0007753	LOC109431338|XP_029717810.1|AEAL, LOC109427764|XP_029717788.1|AEAL	LOC6549813|XP_001977336.1|DERE
OG0007754	LOC115260709|XP_029717791.1|AEAL, LOC109427758|XP_029717812.1|AEAL	LOC6551372|XP_001977117.1|DERE
OG0007755	LOC109431361|XP_019563127.1|AEAL	LOC6551374|XP_001977119.1|DERE
OG0007757	LOC109427701|XP_019558833.1|AEAL	LOC6550962|XP_026838557.1|DERE
OG0007758	LOC109427685|XP_019558819.2|AEAL	LOC6542455|XP_001970019.1|DERE
OG0007759	LOC109427679|XP_019558812.2|AEAL, LOC109431481|XP_019563238.2|AEAL	LOC6555288|XP_001981204.1|DERE
OG0007760	LOC109431411|XP_019563172.2|AEAL	LOC6550778|XP_001978075.1|DERE
OG0007761	LOC109427663|XP_019558786.2|AEAL	LOC6549935|XP_026837390.1|DERE
OG0007762	LOC109431437|XP_029717865.1|AEAL	LOC6549936|XP_026837673.1|DERE
OG0007763	LOC109431440|XP_019563190.2|AEAL	LOC6542616|XP_001968193.1|DERE
OG0007764	LOC109427657|XP_029717864.1|AEAL	LOC6551558|XP_001978597.2|DERE
OG0007765	LOC109427655|XP_029717867.1|AEAL	LOC6551559|XP_001978598.1|DERE
OG0007766	LOC115260735|XP_029717869.1|AEAL, LOC109431507|XP_029717831.1|AEAL	LOC6553585|XP_015009857.1|DERE
OG0007767	LOC109431480|XP_029717329.1|AEAL	LOC6555888|XP_026839271.1|DERE
OG0007768	LOC109431454|XP_029717895.1|AEAL	LOC6550775|XP_001978072.1|DERE
OG0007769	LOC109415583|XP_019545018.2|AEAL	LOC6550649|XP_001978039.1|DERE
OG0007770	LOC109431455|XP_019563206.2|AEAL	LOC6542711|XP_026834569.1|DERE
OG0007771	LOC109431470|XP_019563226.2|AEAL	LOC6541952|XP_001968928.2|DERE
OG0007772	LOC109415589|XP_019545025.2|AEAL	LOC6555716|XP_001982560.1|DERE
OG0007774	LOC109412170|XP_019541372.2|AEAL	LOC6544052|XP_026832688.1|DERE
OG0007775	LOC109431612|XP_019563393.2|AEAL	LOC6550097|XP_001978185.1|DERE
OG0007776	LOC109412181|XP_029717914.1|AEAL	LOC6550114|XP_026837891.1|DERE
OG0007778	LOC109416324|XP_019545906.1|AEAL, LOC109426544|XP_019557633.2|AEAL	LOC6550174|XP_001977879.1|DERE
OG0007779	LOC109405623|XP_029712345.1|AEAL	LOC6545322|XP_001973248.1|DERE
OG0007780	LOC109407160|XP_029713887.1|AEAL	LOC6550772|XP_026838293.1|DERE
OG0007781	LOC109405486|XP_019534118.2|AEAL	LOC6549949|XP_001978688.1|DERE
OG0007782	LOC109405510|XP_029712309.1|AEAL	LOC6551111|XP_001976842.1|DERE
OG0007783	LOC109405490|XP_019534123.2|AEAL	LOC6551283|XP_001978427.1|DERE
OG0007784	LOC109405638|XP_019534251.1|AEAL	LOC6552131|XP_026835707.1|DERE
OG0007785	LOC109405502|XP_019534148.1|AEAL	LOC6550106|XP_001977597.1|DERE
OG0007786	LOC109405483|XP_019534116.2|AEAL	LOC6542674|XP_001968195.2|DERE
OG0007787	LOC109405655|XP_019534270.1|AEAL	LOC6554119|XP_001981274.3|DERE
OG0007788	LOC109419524|XP_019549288.2|AEAL	LOC6555182|XP_001982280.1|DERE
OG0007791	LOC109423511|XP_029722782.1|AEAL	LOC6554642|XP_026832497.1|DERE
OG0007792	LOC109432171|XP_019564036.2|AEAL	LOC6550368|XP_001977865.1|DERE
OG0007793	LOC109431949|XP_019563797.2|AEAL	LOC26526361|XP_015010476.1|DERE
OG0007794	LOC109430265|XP_019561854.2|AEAL	LOC6550390|XP_001977772.1|DERE
OG0007795	LOC109430282|XP_019561877.2|AEAL	LOC6551555|XP_001978503.1|DERE
OG0007796	LOC109415535|XP_029722884.1|AEAL, LOC115263743|XP_029722889.1|AEAL, LOC109430274|XP_019561869.1|AEAL	LOC6555474|XP_001981850.1|DERE
OG0007798	LOC109430346|XP_019561950.1|AEAL	LOC6554209|XP_001981226.2|DERE
OG0007799	LOC109412457|XP_019541638.1|AEAL	LOC6555170|XP_001982268.1|DERE
OG0007800	LOC109430342|XP_029722945.1|AEAL	LOC6555260|XP_001982301.1|DERE
OG0007802	LOC109430215|XP_019561808.1|AEAL, LOC115260341|XP_029717130.1|AEAL	LOC6552306|XP_001980831.1|DERE
OG0007804	LOC109399932|XP_029729778.1|AEAL	LOC6551619|XP_026838822.1|DERE
OG0007805	LOC109399954|XP_019527967.1|AEAL	LOC6549938|XP_001978686.1|DERE
OG0007806	LOC109399952|XP_029729777.1|AEAL	LOC6549948|XP_001978687.1|DERE
OG0007808	LOC109402372|XP_029730300.1|AEAL, LOC109416958|XP_029716259.1|AEAL	LOC6555486|XP_026834797.1|DERE
OG0007809	LOC109425514|XP_019556309.2|AEAL	LOC6550375|XP_001977856.1|DERE
OG0007810	LOC109417289|XP_019546939.2|AEAL	LOC6542730|XP_001969626.1|DERE
OG0007811	LOC109411403|XP_029716189.1|AEAL	LOC6552038|XP_001980683.2|DERE
OG0007812	LOC109621642|XP_019931290.2|AEAL	LOC6549946|XP_001977404.1|DERE
OG0007813	LOC109400513|XP_029715852.1|AEAL	LOC6554153|XP_001981910.1|DERE
OG0007814	LOC109622456|XP_019932344.1|AEAL	LOC6550107|XP_001977598.1|DERE
OG0007815	LOC109425244|XP_019556035.2|AEAL	LOC6549896|XP_001977373.1|DERE
OG0007816	LOC109419817|XP_019549659.2|AEAL	LOC6545881|XP_001973486.1|DERE
OG0007817	LOC109425308|XP_019556090.2|AEAL	LOC6552708|XP_001979000.1|DERE
OG0007818	LOC109425318|XP_029715951.1|AEAL	LOC6554974|XP_001982039.1|DERE
OG0007819	LOC109419806|XP_019549646.2|AEAL	LOC26527027|XP_015011495.1|DERE
OG0007820	LOC109415422|XP_029729677.1|AEAL	LOC6554746|XP_015009117.1|DERE
OG0007821	LOC115267036|XP_029729681.1|AEAL, LOC109415421|XP_019544833.2|AEAL	LOC6554219|XP_001981236.1|DERE
OG0007822	LOC109415420|XP_029729680.1|AEAL	LOC6554218|XP_026831462.1|DERE
OG0007823	LOC109425345|XP_019556142.2|AEAL	LOC6554216|XP_001981233.1|DERE
OG0007824	LOC109425528|XP_029715837.1|AEAL	LOC6554770|XP_015009195.1|DERE
OG0007825	LOC109397201|XP_019525091.2|AEAL, LOC109414949|XP_019544345.2|AEAL	LOC6553740|XP_001980326.1|DERE
OG0007826	LOC109397118|XP_019525002.2|AEAL	LOC6555366|XP_001981450.1|DERE
OG0007827	LOC109398472|XP_019526396.1|AEAL	LOC6551599|XP_001978464.1|DERE
OG0007829	LOC109398457|XP_029720671.1|AEAL	LOC6552151|XP_026839820.1|DERE
OG0007831	LOC109623070|XP_019933088.2|AEAL	LOC6550741|XP_001978056.1|DERE
OG0007832	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL	LOC6551584|XP_001977270.1|DERE
OG0007833	LOC109623098|XP_029709998.1|AEAL	LOC6555617|XP_001982596.1|DERE
OG0007834	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL	LOC6555441|XP_001981885.1|DERE
OG0007835	LOC115253987|XP_029712723.1|AEAL, LOC109622970|XP_029712738.1|AEAL	LOC6555489|XP_001981872.1|DERE
OG0007836	LOC115257405|XP_029712826.1|AEAL	LOC6553392|XP_026839758.1|DERE
OG0007837	LOC109411181|XP_019540200.2|AEAL	LOC6552719|XP_001979048.1|DERE
OG0007838	LOC109403615|XP_029730130.1|AEAL	LOC6552951|XP_026833598.1|DERE
OG0007839	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL	LOC6549895|XP_001977372.1|DERE
OG0007840	LOC109411499|XP_029723460.1|AEAL	LOC6554121|XP_001981276.1|DERE
OG0007841	LOC109423569|XP_019554097.2|AEAL	LOC6554376|XP_001982359.1|DERE
OG0007842	LOC109402379|XP_029712620.1|AEAL	LOC6556297|XP_026839485.1|DERE
OG0007843	LOC109402471|XP_019530703.2|AEAL	LOC6554957|XP_001981377.1|DERE
OG0007844	LOC109405405|XP_029733821.1|AEAL	LOC6547048|XP_001974637.1|DERE
OG0007845	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL	LOC6553580|XP_026839849.1|DERE
OG0007846	LOC109408271|XP_019537078.2|AEAL	LOC6550959|XP_026838554.1|DERE
OG0007847	LOC109405419|XP_019534030.2|AEAL	LOC6554349|XP_026831540.1|DERE
OG0007848	LOC109424828|XP_019555565.2|AEAL	LOC6554976|XP_001982041.1|DERE
OG0007849	LOC109414622|XP_019543999.2|AEAL	LOC6552309|XP_001980762.1|DERE
OG0007850	LOC109414624|XP_019544001.2|AEAL	LOC6552281|XP_001980761.1|DERE
OG0007851	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL	LOC6554801|XP_001981579.1|DERE
OG0007852	LOC109424793|XP_019555523.2|AEAL	LOC6553914|XP_001980425.1|DERE
OG0007853	LOC109413326|XP_019542589.2|AEAL	LOC6555359|XP_001981438.1|DERE
OG0007854	LOC109413324|XP_019542587.2|AEAL	LOC6555018|XP_001982030.1|DERE
OG0007858	LOC109403851|XP_029732508.1|AEAL	LOC6541142|XP_015014821.1|DERE
OG0007859	LOC109403855|XP_019532298.2|AEAL, LOC115268548|XP_029732498.1|AEAL	LOC6549856|XP_001977362.1|DERE
OG0007860	LOC109404030|XP_029723623.1|AEAL	LOC6551772|XP_001980641.1|DERE
OG0007861	LOC109403977|XP_019532395.1|AEAL	LOC6551761|XP_001980645.1|DERE
OG0007862	LOC109412795|XP_029723625.1|AEAL	LOC113564492|XP_026837691.1|DERE
OG0007863	LOC109412787|XP_029723636.1|AEAL	LOC6549561|XP_001974479.1|DERE
OG0007864	LOC109432051|XP_029723669.1|AEAL	LOC6552906|XP_026831467.1|DERE
OG0007865	LOC115264223|XP_029723607.1|AEAL, LOC109432059|XP_019563905.2|AEAL	LOC6544614|XP_001972448.1|DERE
OG0007866	LOC109412857|XP_019542023.2|AEAL	LOC6552325|XP_001979784.1|DERE
OG0007867	LOC109405207|XP_029720365.1|AEAL	LOC6555118|XP_026838564.1|DERE
OG0007868	LOC109405236|XP_019533814.2|AEAL	LOC6554267|XP_001981897.1|DERE
OG0007869	LOC109409654|XP_019538660.1|AEAL	LOC6551336|XP_026837225.1|DERE
OG0007870	LOC109411451|XP_019540512.2|AEAL	LOC6544030|XP_001972333.1|DERE
OG0007871	LOC109621675|XP_029726147.1|AEAL	LOC6550718|XP_001978100.1|DERE
OG0007872	LOC115257273|XP_029712579.1|AEAL, LOC109410364|XP_029726174.1|AEAL	LOC6544382|XP_026833542.1|DERE
OG0007873	LOC109622440|XP_019932328.2|AEAL, LOC109410306|XP_019539404.2|AEAL	LOC26526478|XP_026833645.1|DERE
OG0007874	LOC109423302|XP_019553775.2|AEAL	LOC6550891|XP_026837549.1|DERE
OG0007875	LOC109423298|XP_029726461.1|AEAL	LOC6547355|XP_026836156.1|DERE
OG0007876	LOC109429038|XP_019560416.1|AEAL	LOC6551314|XP_001978406.1|DERE
OG0007877	LOC109413956|XP_019543231.2|AEAL	LOC6550721|XP_026837819.1|DERE
OG0007878	LOC109418081|XP_019547800.1|AEAL	LOC6547784|XP_001974939.1|DERE
OG0007879	LOC109418949|XP_029733593.1|AEAL	LOC6546194|XP_001972923.1|DERE
OG0007882	LOC109416460|XP_019546066.2|AEAL	LOC6546407|XP_001971799.2|DERE
OG0007883	LOC109402587|XP_029712091.1|AEAL, LOC109406423|XP_029725710.1|AEAL	LOC6546408|XP_026833065.1|DERE
OG0007884	LOC109426591|XP_019557668.2|AEAL	LOC6543917|XP_001972988.1|DERE
OG0007885	LOC109417816|XP_019547535.2|AEAL	LOC6547354|XP_001976187.1|DERE
OG0007886	LOC109426796|XP_029725451.1|AEAL	LOC6542551|XP_001969622.1|DERE
OG0007887	LOC109417851|XP_019547574.2|AEAL	LOC6546406|XP_001971798.3|DERE
OG0007890	LOC109621926|XP_019931678.2|AEAL	LOC6543762|XP_026833631.1|DERE
OG0007891	LOC109407938|XP_019536681.2|AEAL	LOC6553160|XP_001980068.1|DERE
OG0007892	LOC109407990|XP_019536744.2|AEAL	LOC6542054|XP_001970811.1|DERE
OG0007893	LOC109407996|XP_029735120.1|AEAL	LOC6547802|XP_026835894.1|DERE
OG0007894	LOC109414872|XP_029735172.1|AEAL	LOC6545050|XP_015013408.1|DERE
OG0007895	LOC109413473|XP_019542694.2|AEAL	LOC6544644|XP_026832474.1|DERE
OG0007896	LOC109413483|XP_019542708.1|AEAL	LOC6543548|XP_001972301.1|DERE
OG0007897	LOC109403238|XP_019531566.2|AEAL	LOC6545183|XP_001972531.1|DERE
OG0007898	LOC109403201|XP_019531502.1|AEAL	LOC6546531|XP_001971265.1|DERE
OG0007899	LOC109425682|XP_029734693.1|AEAL	LOC6546284|XP_001972908.1|DERE
OG0007900	LOC109401545|XP_019529663.1|AEAL	LOC26526085|XP_015012738.1|DERE
OG0007901	LOC109416453|XP_029722237.1|AEAL, LOC109407433|XP_029722348.1|AEAL	LOC6545650|XP_001971609.1|DERE
OG0007902	LOC109430955|XP_019562616.1|AEAL	LOC6550642|XP_001978130.1|DERE
OG0007903	LOC109430930|XP_029721959.1|AEAL	LOC6544892|XP_026832686.1|DERE
OG0007904	LOC109430909|XP_019562555.2|AEAL	LOC6546397|XP_001973542.3|DERE
OG0007905	LOC109433386|XP_019565363.2|AEAL, LOC109430962|XP_019562628.2|AEAL	LOC6541441|XP_001970223.1|DERE
OG0007906	LOC109398085|XP_029730423.1|AEAL	LOC6544501|XP_015013844.1|DERE
OG0007911	LOC109401026|XP_019529054.2|AEAL	LOC6546237|XP_001971795.2|DERE
OG0007912	LOC109420866|XP_019550892.2|AEAL	LOC6545940|XP_001971200.1|DERE
OG0007913	LOC109401023|XP_019529046.1|AEAL	LOC6546236|XP_001971794.1|DERE
OG0007914	LOC109428694|XP_019560048.2|AEAL	LOC6544680|XP_026833692.1|DERE
OG0007915	LOC109423870|XP_019554458.2|AEAL	LOC6544217|XP_001973033.1|DERE
OG0007916	LOC115259298|XP_029715691.1|AEAL, LOC115269870|XP_029734526.1|AEAL	LOC6542937|XP_001968858.1|DERE
OG0007917	LOC109621228|XP_029728720.1|AEAL	LOC6540719|XP_001970317.1|DERE
OG0007918	LOC109408206|XP_019536991.2|AEAL	LOC6543070|XP_001970698.1|DERE
OG0007919	LOC109418472|XP_019548228.2|AEAL	LOC6547073|XP_001975505.1|DERE
OG0007920	LOC109408906|XP_019537834.2|AEAL, LOC109418471|XP_019548227.2|AEAL	LOC6548216|XP_001975074.3|DERE, LOC113564475|XP_026837214.1|DERE
OG0007921	LOC109408918|XP_019537849.2|AEAL	LOC6546874|XP_001976066.1|DERE
OG0007922	LOC109415148|XP_019544577.2|AEAL	LOC6553891|XP_026839575.1|DERE
OG0007923	LOC109414978|XP_029728996.1|AEAL, LOC115266617|XP_029728941.1|AEAL	LOC6551517|XP_026838838.1|DERE
OG0007924	LOC109407033|XP_029729024.1|AEAL	LOC6546710|XP_001975871.1|DERE
OG0007926	LOC109406673|XP_029732847.1|AEAL	LOC6548755|XP_001975440.1|DERE
OG0007927	LOC109402987|XP_029719603.1|AEAL	LOC6542785|XP_026834541.1|DERE
OG0007928	LOC109403694|XP_029709943.1|AEAL	LOC6543157|XP_015015023.1|DERE
OG0007929	LOC109411553|XP_029709929.1|AEAL	LOC6542634|XP_001970084.1|DERE
OG0007931	LOC109427905|XP_029728385.1|AEAL	LOC6541467|XP_026834759.1|DERE
OG0007932	LOC109428196|XP_019559441.2|AEAL	LOC6550509|XP_001977974.1|DERE
OG0007933	LOC109428192|XP_029734299.1|AEAL	LOC6552488|XP_001979837.1|DERE
OG0007934	LOC109424543|XP_019555271.2|AEAL	LOC6552179|XP_001978833.1|DERE
OG0007935	LOC109427858|XP_019558976.2|AEAL	LOC6541453|XP_001969672.2|DERE
OG0007936	LOC109433241|XP_019565194.1|AEAL	LOC6542021|XP_001969479.1|DERE
OG0007937	LOC109420084|XP_019549937.1|AEAL	LOC6541132|XP_001970203.1|DERE
OG0007938	LOC109420078|XP_019549927.2|AEAL	LOC6542675|XP_001969924.1|DERE
OG0007939	LOC109420075|XP_019549924.2|AEAL	LOC6542120|XP_026835592.1|DERE
OG0007940	LOC109420070|XP_019549917.2|AEAL	LOC6542486|XP_026835589.1|DERE
OG0007941	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL	LOC6541903|XP_026839325.1|DERE
OG0007942	LOC109408297|XP_019537113.2|AEAL	LOC6550694|XP_001978019.1|DERE
OG0007943	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL	LOC6541652|XP_001969642.3|DERE
OG0007944	LOC109412379|XP_029712647.1|AEAL	LOC6545942|XP_026832971.1|DERE
OG0007945	LOC109412369|XP_019541570.2|AEAL	LOC6541307|XP_001969962.1|DERE
OG0007946	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL	LOC6547989|XP_001976491.2|DERE
OG0007947	LOC109433112|XP_019565050.2|AEAL	LOC6542562|XP_001969648.1|DERE
OG0007949	LOC109420001|XP_019549838.1|AEAL	LOC6551715|XP_001978522.1|DERE
OG0007953	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL	LOC6541423|XP_001970011.1|DERE
OG0007957	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL	LOC6543326|XP_026835026.1|DERE
OG0007958	LOC109408121|XP_019536885.1|AEAL	LOC6550580|XP_001978181.1|DERE
OG0007959	LOC109419059|XP_019548811.2|AEAL	LOC6549302|XP_026836358.1|DERE
OG0007960	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL	LOC6543149|XP_001969485.1|DERE
OG0007961	LOC109409247|XP_019538207.2|AEAL	LOC6554724|XP_001981787.1|DERE
OG0007962	LOC109404439|XP_019532876.2|AEAL	LOC6555512|XP_001982670.1|DERE
OG0007963	LOC109404656|XP_029715234.1|AEAL	LOC6541696|XP_001969667.1|DERE
OG0007964	LOC109404751|XP_019533229.2|AEAL	LOC6540860|XP_001970034.1|DERE
OG0007965	LOC109420996|XP_019551019.2|AEAL	LOC6541914|XP_001969981.1|DERE
OG0007966	LOC115268657|XP_029732629.1|AEAL	LOC6541168|XP_001968313.1|DERE
OG0007967	LOC109415690|XP_029714846.1|AEAL	LOC6548802|XP_026835917.1|DERE
OG0007968	LOC109416537|XP_029715235.1|AEAL	LOC6543144|XP_026835256.1|DERE
OG0007969	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL	LOC6541769|XP_001969430.1|DERE
OG0007970	LOC109417743|XP_019547405.1|AEAL	LOC26526271|XP_015012771.1|DERE
OG0007971	LOC109419906|XP_029708892.1|AEAL	LOC6551607|XP_001977132.1|DERE
