Orthogroup	AEAL.longest_only	DVIR.longest_only
OG0007913	LOC109401023|XP_019529046.1|AEAL	LOC6636825|XP_002060274.1|DVIR
OG0007914	LOC109428694|XP_019560048.2|AEAL	LOC6624621|XP_002047493.2|DVIR
OG0007915	LOC109423870|XP_019554458.2|AEAL	LOC6622949|XP_002046503.1|DVIR
OG0007916	LOC115259298|XP_029715691.1|AEAL, LOC115269870|XP_029734526.1|AEAL	LOC6623648|XP_002047342.2|DVIR
OG0007917	LOC109621228|XP_029728720.1|AEAL	LOC6635987|XP_002059305.1|DVIR
OG0007918	LOC109408206|XP_019536991.2|AEAL	LOC6635800|XP_032291907.1|DVIR
OG0007919	LOC109418472|XP_019548228.2|AEAL	LOC6625485|XP_002051030.3|DVIR
OG0007920	LOC109408906|XP_019537834.2|AEAL, LOC109418471|XP_019548227.2|AEAL	LOC6626759|XP_032292460.1|DVIR
OG0007921	LOC109408918|XP_019537849.2|AEAL	LOC6625402|XP_002050143.2|DVIR
OG0007922	LOC109415148|XP_019544577.2|AEAL	LOC6632966|XP_032289832.1|DVIR
OG0007923	LOC109414978|XP_029728996.1|AEAL, LOC115266617|XP_029728941.1|AEAL	LOC6634573|XP_002058185.2|DVIR
OG0007924	LOC109407033|XP_029729024.1|AEAL	LOC6636317|XP_002059877.1|DVIR
OG0007926	LOC109406673|XP_029732847.1|AEAL	LOC6627273|XP_002050650.1|DVIR
OG0007927	LOC109402987|XP_029719603.1|AEAL	LOC6627582|XP_032293503.1|DVIR
OG0007928	LOC109403694|XP_029709943.1|AEAL	LOC6633946|XP_032293761.1|DVIR
OG0007929	LOC109411553|XP_029709929.1|AEAL	LOC6627546|XP_032294477.1|DVIR
OG0007931	LOC109427905|XP_029728385.1|AEAL	LOC6628011|XP_002051315.1|DVIR
OG0007932	LOC109428196|XP_019559441.2|AEAL	LOC6636673|XP_002060151.1|DVIR
OG0007933	LOC109428192|XP_029734299.1|AEAL	LOC6630665|XP_002053444.2|DVIR
OG0007934	LOC109424543|XP_019555271.2|AEAL	LOC6628973|XP_002051365.1|DVIR
OG0007935	LOC109427858|XP_019558976.2|AEAL	LOC26531807|XP_032293844.1|DVIR
OG0007936	LOC109433241|XP_019565194.1|AEAL	LOC6627425|XP_002052410.1|DVIR
OG0007937	LOC109420084|XP_019549937.1|AEAL	LOC6628422|XP_002051861.1|DVIR
OG0007938	LOC109420078|XP_019549927.2|AEAL	LOC6629237|XP_032294022.1|DVIR
OG0007939	LOC109420075|XP_019549924.2|AEAL	LOC6627325|XP_002051921.1|DVIR
OG0007940	LOC109420070|XP_019549917.2|AEAL	LOC6627408|XP_002051919.2|DVIR
OG0007941	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL	LOC6625992|XP_002050015.2|DVIR
OG0007942	LOC109408297|XP_019537113.2|AEAL	LOC6636716|XP_002060189.2|DVIR
OG0007943	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL	LOC6634332|XP_002057685.3|DVIR
OG0007944	LOC109412379|XP_029712647.1|AEAL	LOC6636826|XP_002060275.3|DVIR
OG0007945	LOC109412369|XP_019541570.2|AEAL	LOC6635664|XP_002059199.1|DVIR
OG0007946	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL	LOC6634158|XP_002057525.1|DVIR
OG0007947	LOC109433112|XP_019565050.2|AEAL	LOC6634272|XP_002057689.1|DVIR
OG0007949	LOC109420001|XP_019549838.1|AEAL	LOC6633528|XP_002057356.1|DVIR
OG0007953	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL	LOC6628014|XP_002051318.1|DVIR
OG0007957	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL	LOC6634139|XP_032289035.1|DVIR
OG0007958	LOC109408121|XP_019536885.1|AEAL	LOC6631299|XP_002054938.1|DVIR
OG0007959	LOC109419059|XP_019548811.2|AEAL	LOC6629034|XP_002052811.1|DVIR
OG0007960	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL	LOC6628092|XP_002051152.1|DVIR
OG0007961	LOC109409247|XP_019538207.2|AEAL	LOC6632662|XP_002056468.1|DVIR
OG0007962	LOC109404439|XP_019532876.2|AEAL	LOC6634636|XP_032296403.1|DVIR
OG0007963	LOC109404656|XP_029715234.1|AEAL	LOC6634365|XP_002057706.1|DVIR
OG0007964	LOC109404751|XP_019533229.2|AEAL	LOC6628085|XP_002051169.1|DVIR
OG0007965	LOC109420996|XP_019551019.2|AEAL	LOC6628279|XP_002051472.3|DVIR
OG0007966	LOC115268657|XP_029732629.1|AEAL	LOC6627440|XP_002052241.1|DVIR
OG0007967	LOC109415690|XP_029714846.1|AEAL	LOC6628532|XP_002052055.1|DVIR
OG0007968	LOC109416537|XP_029715235.1|AEAL	LOC6627839|XP_002051729.3|DVIR
OG0007969	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL	LOC6628854|XP_002051240.1|DVIR
OG0007970	LOC109417743|XP_019547405.1|AEAL	LOC26530452|XP_015030203.1|DVIR
OG0007971	LOC109419906|XP_029708892.1|AEAL	LOC6635447|XP_002058987.1|DVIR
OG0007973	LOC115255128|XP_029708860.1|AEAL, LOC109419845|XP_019549678.2|AEAL	LOC6628312|XP_032293986.1|DVIR
OG0007974	LOC109414012|XP_019543284.2|AEAL	LOC6633827|XP_002057106.1|DVIR
OG0007976	LOC109407379|XP_019535923.2|AEAL	LOC6632178|XP_002055276.1|DVIR
OG0007977	LOC109431814|XP_029708483.1|AEAL	LOC6628037|XP_002052685.1|DVIR
OG0007978	LOC109431819|XP_019563630.2|AEAL	LOC6628824|XP_002052589.1|DVIR
OG0007979	LOC109427650|XP_029708458.1|AEAL	LOC6628228|XP_002051176.3|DVIR
OG0007981	LOC109427901|XP_019559058.2|AEAL	LOC6634627|XP_002058026.1|DVIR
OG0007982	LOC109427916|XP_029728553.1|AEAL	LOC6627759|XP_002051132.2|DVIR
OG0007983	LOC109430175|XP_019561772.2|AEAL	LOC6627502|XP_002052785.1|DVIR
OG0007985	LOC109423957|XP_019554571.1|AEAL	LOC6629173|XP_002052368.2|DVIR
OG0007986	LOC115265636|XP_029727367.1|AEAL	LOC116651793|XP_032294712.1|DVIR
OG0007987	LOC109404797|XP_019533290.2|AEAL	LOC6628988|XP_002052119.2|DVIR
OG0007988	LOC109418121|XP_029727181.1|AEAL	LOC6634008|XP_002057829.1|DVIR
OG0007989	LOC109418060|XP_029727189.1|AEAL	LOC6636626|XP_002060090.1|DVIR
OG0007990	LOC109421652|XP_019551717.2|AEAL	LOC6628093|XP_002051153.1|DVIR
OG0007991	LOC109421565|XP_019551630.2|AEAL	LOC6627690|XP_032294474.1|DVIR
OG0007992	LOC109421540|XP_029732657.1|AEAL, LOC109409148|XP_019538110.1|AEAL	LOC26530858|XP_015028869.1|DVIR
OG0007993	LOC109421520|XP_019551575.2|AEAL	LOC6629755|XP_002053897.3|DVIR
OG0007994	LOC109621857|XP_019931606.2|AEAL	LOC6633961|XP_002057763.1|DVIR
OG0007995	LOC109621350|XP_029732582.1|AEAL, LOC115268615|XP_029732606.1|AEAL	LOC6634019|XP_032293421.1|DVIR
OG0007996	LOC109402145|XP_029720068.1|AEAL	LOC6635412|XP_015024632.1|DVIR
OG0007997	LOC109429534|XP_019561046.1|AEAL	LOC6622920|XP_002048034.2|DVIR
OG0007998	LOC109415438|XP_029720109.1|AEAL	LOC6627936|XP_002052661.1|DVIR
OG0007999	LOC109398302|XP_029720159.1|AEAL	LOC6629236|XP_015028501.1|DVIR
OG0008000	LOC109429805|XP_029720162.1|AEAL	LOC6629235|XP_002052611.1|DVIR
OG0008001	LOC109411698|XP_019540815.2|AEAL	LOC6635749|XP_002059220.1|DVIR
OG0008002	LOC109411734|XP_019540871.1|AEAL	LOC6627596|XP_002052827.1|DVIR
OG0008003	LOC109420448|XP_019550338.1|AEAL	LOC6635750|XP_002059221.2|DVIR
OG0008004	LOC109398246|XP_019526112.2|AEAL	LOC6631445|XP_032296252.1|DVIR
OG0008005	LOC109411213|XP_019540249.2|AEAL	LOC6636128|XP_032296267.1|DVIR
OG0008007	LOC109414189|XP_019543518.1|AEAL	LOC6633527|XP_002057355.1|DVIR
OG0008008	LOC109414151|XP_029712511.1|AEAL, LOC115254437|XP_029707784.1|AEAL	LOC6622452|XP_002047596.2|DVIR
OG0008009	LOC109425447|XP_029707812.1|AEAL, LOC109421722|XP_029713955.1|AEAL	LOC6633772|XP_002057304.1|DVIR
OG0008010	LOC109421743|XP_019551819.2|AEAL	LOC6636665|XP_002060143.2|DVIR
OG0008011	LOC115255672|XP_029709635.1|AEAL, LOC109421750|XP_019551831.2|AEAL	LOC6627044|XP_002050074.2|DVIR
OG0008012	LOC109421751|XP_019551832.2|AEAL	LOC6626688|XP_002049825.3|DVIR
OG0008016	LOC109423435|XP_019553987.1|AEAL	LOC6623241|XP_002048551.1|DVIR
OG0008017	LOC109421803|XP_029732694.1|AEAL	LOC6633250|XP_032296576.1|DVIR
OG0008018	LOC109418213|XP_029732700.1|AEAL	LOC6635475|XP_002059004.2|DVIR
OG0008019	LOC115254335|XP_029707621.1|AEAL, LOC109418242|XP_029720776.1|AEAL	LOC6634412|XP_032296330.1|DVIR
OG0008020	LOC109418259|XP_019547963.2|AEAL	LOC6632646|XP_002056545.1|DVIR
OG0008021	LOC109428104|XP_019559337.2|AEAL, LOC109418324|XP_019548046.2|AEAL	LOC6635519|XP_002058937.2|DVIR
OG0008022	LOC109418396|XP_019548119.2|AEAL	LOC6630246|XP_002053910.1|DVIR
OG0008023	LOC109418432|XP_019548163.2|AEAL, LOC115263613|XP_029722705.1|AEAL	LOC6631768|XP_002055176.1|DVIR
OG0008024	LOC109426162|XP_029722703.1|AEAL	LOC6631766|XP_002055174.1|DVIR
OG0008026	LOC109407077|XP_019535646.2|AEAL	LOC6635448|XP_032295915.1|DVIR
OG0008027	LOC115263794|XP_029723036.1|AEAL	LOC6634629|XP_032296425.1|DVIR
OG0008028	LOC109419212|XP_019548964.1|AEAL	LOC6630364|XP_002054900.1|DVIR
OG0008030	LOC109429502|XP_019561015.2|AEAL	LOC6632392|XP_002056628.1|DVIR
OG0008031	LOC109429507|XP_019561023.1|AEAL	LOC6634194|XP_002057787.1|DVIR
OG0008032	LOC109405852|XP_019534455.1|AEAL	LOC6629750|XP_002053892.2|DVIR
OG0008033	LOC109398743|XP_029726321.1|AEAL	LOC6632569|XP_002056328.2|DVIR
OG0008034	LOC109411329|XP_029726639.1|AEAL	LOC6631887|XP_032295406.1|DVIR
OG0008035	LOC115253894|XP_029727735.1|AEAL, LOC109411339|XP_029717712.1|AEAL	LOC6631463|XP_002054927.2|DVIR
OG0008038	LOC109413778|XP_019543063.2|AEAL	LOC6631715|XP_032295616.1|DVIR
OG0008039	LOC109413672|XP_029727554.1|AEAL	LOC6629989|XP_002054171.3|DVIR
OG0008040	LOC109413669|XP_029727574.1|AEAL	LOC6629329|XP_002053870.1|DVIR
OG0008041	LOC109425033|XP_019555776.2|AEAL	LOC6631427|XP_015026366.1|DVIR
OG0008042	LOC109400199|XP_019528223.1|AEAL	LOC6629849|XP_002054470.1|DVIR
OG0008043	LOC109427081|XP_029728548.1|AEAL, LOC109399798|XP_019527839.2|AEAL	LOC6633430|XP_002057223.1|DVIR
OG0008044	LOC109399730|XP_029723004.1|AEAL	LOC6633594|XP_002056806.1|DVIR
OG0008054	LOC109401336|XP_029728621.1|AEAL	LOC6633585|XP_002057263.1|DVIR
OG0008055	LOC115266517|XP_029728629.1|AEAL	LOC6635449|XP_002058989.2|DVIR
OG0008057	LOC115266942|XP_029729519.1|AEAL	LOC6633164|XP_002056613.1|DVIR
OG0008058	LOC109411012|XP_019540004.2|AEAL	LOC6631204|XP_002054435.1|DVIR
OG0008059	LOC109410893|XP_029730484.1|AEAL	LOC6629565|XP_002053653.1|DVIR
OG0008061	LOC109415496|XP_019544930.2|AEAL	LOC6634495|XP_002058233.1|DVIR
OG0008062	LOC109415495|XP_019544927.1|AEAL	LOC6633874|XP_032296185.1|DVIR
OG0008063	LOC109400878|XP_019528907.2|AEAL	LOC6629848|XP_032295214.1|DVIR
OG0008064	LOC109430465|XP_029732074.1|AEAL	LOC6636699|XP_002060172.1|DVIR
OG0008065	LOC109409565|XP_019538559.2|AEAL	LOC6633843|XP_002057195.2|DVIR
OG0008066	LOC109430456|XP_029732243.1|AEAL, LOC109409576|XP_029732405.1|AEAL	LOC6631945|XP_015026431.2|DVIR
OG0008067	LOC109405747|XP_019534360.1|AEAL	LOC6633444|XP_032288722.1|DVIR
OG0008068	LOC109399348|XP_029722686.1|AEAL	LOC6631394|XP_002055531.1|DVIR
OG0008069	LOC109430362|XP_019561966.2|AEAL	LOC6633013|XP_002056134.1|DVIR
OG0008070	LOC109432404|XP_019564295.2|AEAL	LOC6629991|XP_015027600.1|DVIR
OG0008071	LOC109419329|XP_029734694.1|AEAL, LOC115266282|XP_029728112.1|AEAL	LOC6633529|XP_032295876.1|DVIR
OG0008072	LOC109408450|XP_019537327.2|AEAL	LOC6634680|XP_002057996.1|DVIR
OG0008073	LOC115254636|XP_029708113.1|AEAL, LOC109408443|XP_029735174.1|AEAL	LOC6631866|XP_032295980.1|DVIR
OG0008074	LOC109419381|XP_019549158.2|AEAL	LOC6631864|XP_015026323.1|DVIR
OG0008075	LOC109419354|XP_029735319.1|AEAL	LOC6624742|XP_015029827.1|DVIR
OG0008076	LOC109405716|XP_019534328.2|AEAL	LOC6634666|XP_002057982.2|DVIR
OG0008077	LOC109408401|XP_019537254.1|AEAL	LOC6629594|XP_002053547.1|DVIR
OG0008078	LOC109432412|XP_019564302.2|AEAL	LOC6634510|XP_032296364.1|DVIR
OG0008079	LOC109432419|XP_029735868.1|AEAL	LOC6633859|XP_032295879.1|DVIR
OG0008080	LOC109416300|XP_019545888.2|AEAL	LOC6633402|XP_002057212.2|DVIR
OG0008081	LOC109424067|XP_019554691.2|AEAL	LOC6633267|XP_002057148.1|DVIR
OG0008082	LOC109426221|XP_019557220.2|AEAL	LOC6634686|XP_002058339.1|DVIR
OG0008084	LOC115266155|XP_029727981.1|AEAL	LOC6630850|XP_002053932.2|DVIR
OG0008085	LOC109404426|XP_029727840.1|AEAL	LOC6630757|XP_002054496.1|DVIR
OG0008086	LOC109431859|XP_029727842.1|AEAL	LOC6632398|XP_015025800.1|DVIR
OG0008087	LOC109422729|XP_029727900.1|AEAL	LOC6631497|XP_002055131.1|DVIR
OG0008088	LOC109401125|XP_029727941.1|AEAL, LOC109422684|XP_019553090.2|AEAL	LOC6631852|XP_002055588.2|DVIR
OG0008089	LOC109401087|XP_019529111.2|AEAL, LOC115271083|XP_029736408.1|AEAL	LOC6622711|XP_002047040.2|DVIR
OG0008090	LOC109402789|XP_019531039.2|AEAL, LOC109422609|XP_019552961.2|AEAL	LOC6635598|XP_002059023.2|DVIR
OG0008092	LOC109398937|XP_019526940.2|AEAL	LOC6632550|XP_032289407.1|DVIR
OG0008093	LOC109433418|XP_029718558.1|AEAL	LOC6633600|XP_002056996.1|DVIR
OG0008094	LOC109403715|XP_019532120.2|AEAL	LOC6627548|XP_002052283.2|DVIR
OG0008095	LOC109403318|XP_019531670.2|AEAL	LOC6632579|XP_002056744.2|DVIR
OG0008096	LOC109406532|XP_019535175.2|AEAL	LOC6633309|XP_032289127.1|DVIR
OG0008097	LOC109406509|XP_019535144.1|AEAL	LOC6635497|XP_032296262.1|DVIR
OG0008099	LOC109403281|XP_029718621.1|AEAL	LOC6622369|XP_002048138.2|DVIR
OG0008101	LOC109415077|XP_019544495.1|AEAL	LOC6631335|XP_032294824.1|DVIR
OG0008102	LOC109414145|XP_029718362.1|AEAL, LOC109417350|XP_019547002.2|AEAL	LOC26531622|XP_015027917.1|DVIR
OG0008103	LOC109414114|XP_019560683.2|AEAL	LOC6635607|XP_002058950.1|DVIR
OG0008104	LOC109398852|XP_019526838.2|AEAL	LOC6623583|XP_002048258.1|DVIR
OG0008105	LOC109398862|XP_029718770.1|AEAL	LOC6633039|XP_002056262.1|DVIR
OG0008106	LOC109398894|XP_029718778.1|AEAL	LOC6622607|XP_002047669.1|DVIR
OG0008107	LOC109398885|XP_019526880.2|AEAL	LOC6632835|XP_032289591.1|DVIR
OG0008108	LOC109429163|XP_019560573.2|AEAL	LOC6633586|XP_002057264.1|DVIR
OG0008109	LOC109398887|XP_019526881.2|AEAL	LOC6633298|XP_002057397.3|DVIR
OG0008110	LOC109428136|XP_019559368.2|AEAL	LOC6633596|XP_002056808.3|DVIR
OG0008111	LOC109406885|XP_019535441.2|AEAL	LOC6634398|XP_002058151.1|DVIR
OG0008112	LOC109404438|XP_029719076.1|AEAL	LOC6636126|XP_032295491.1|DVIR
OG0008113	LOC109404433|XP_019532853.2|AEAL	LOC116652303|XP_032296592.1|DVIR
OG0008114	LOC109406887|XP_029719077.1|AEAL	LOC6633254|XP_002057132.1|DVIR
OG0008115	LOC109404436|XP_029719078.1|AEAL	LOC6632097|XP_032295465.1|DVIR
OG0008116	LOC109406884|XP_029719086.1|AEAL	LOC6632095|XP_032295529.1|DVIR
OG0008117	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL	LOC6636132|XP_015024186.2|DVIR
OG0008118	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL	LOC6636078|XP_002059609.1|DVIR
OG0008119	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL	LOC6634821|XP_002058210.1|DVIR
OG0008120	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL	LOC6633273|XP_032296584.1|DVIR
OG0008121	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL	LOC6626483|XP_002049077.2|DVIR
OG0008122	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL	LOC6633556|XP_032295944.1|DVIR
OG0008123	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL	LOC6634794|XP_002058130.1|DVIR
OG0008124	LOC109404983|XP_029719181.1|AEAL	LOC6633406|XP_032288761.1|DVIR
OG0008125	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL	LOC6633842|XP_002057194.1|DVIR
OG0008126	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL	LOC6633368|XP_002057172.1|DVIR
OG0008127	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL	LOC6633543|XP_002057240.1|DVIR
OG0008128	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL	LOC6633539|XP_002057237.1|DVIR
OG0008129	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL	LOC6636075|XP_015024188.1|DVIR
OG0008130	LOC109416147|XP_019545665.1|AEAL, LOC109416210|XP_019545747.1|AEAL	LOC6632188|XP_002055643.1|DVIR
OG0008131	LOC109416616|XP_029719304.1|AEAL, LOC115261574|XP_029719331.1|AEAL	LOC6636068|XP_002059599.3|DVIR
OG0008132	LOC109432823|XP_029719312.1|AEAL	LOC6630626|XP_002053300.2|DVIR
OG0008133	LOC109432765|XP_029710329.1|AEAL, LOC109407890|XP_029710334.1|AEAL	LOC6633652|XP_032289169.1|DVIR
OG0008134	LOC109411935|XP_029733015.1|AEAL, LOC109406739|XP_029733046.1|AEAL	LOC6633301|XP_032296059.1|DVIR
OG0008135	LOC109411936|XP_029733023.1|AEAL, LOC109406737|XP_029733044.1|AEAL	LOC6629606|XP_002054671.1|DVIR
OG0008136	LOC109411951|XP_019541152.1|AEAL	LOC6635677|XP_002059248.2|DVIR
OG0008137	LOC109428767|XP_029734005.1|AEAL	LOC6634630|XP_002058029.1|DVIR
OG0008141	LOC109400049|XP_029730291.1|AEAL	LOC6631802|XP_032295610.1|DVIR
OG0008145	LOC109405105|XP_019533655.2|AEAL	LOC6633337|XP_002056865.2|DVIR
OG0008146	LOC109400240|XP_019528263.2|AEAL	LOC6636099|XP_015024167.1|DVIR
OG0008147	LOC109400295|XP_029724209.1|AEAL	LOC6636097|XP_032295501.1|DVIR
OG0008148	LOC109399404|XP_029724165.1|AEAL	LOC6634816|XP_002058142.2|DVIR
OG0008150	LOC109399059|XP_019527034.2|AEAL	LOC6634546|XP_002058290.1|DVIR
OG0008151	LOC109399010|XP_029724223.1|AEAL	LOC6634488|XP_015025018.1|DVIR
OG0008152	LOC109398962|XP_019526958.2|AEAL	LOC6636124|XP_032295494.1|DVIR
OG0008153	LOC109431307|XP_019563069.2|AEAL	LOC6625043|XP_002048814.2|DVIR
OG0008154	LOC109431323|XP_019563091.2|AEAL	LOC6624504|XP_032290736.1|DVIR
OG0008155	LOC109407703|XP_019536397.2|AEAL	LOC26531753|XP_015031796.1|DVIR
OG0008156	LOC109409395|XP_019538385.2|AEAL	LOC6629753|XP_002053895.2|DVIR
OG0008158	LOC109415956|XP_019545475.1|AEAL	LOC6631967|XP_002055014.1|DVIR
OG0008159	LOC109405803|XP_029713444.1|AEAL	LOC26530925|XP_015031667.1|DVIR
OG0008160	LOC109401644|XP_029713325.1|AEAL	LOC6626795|XP_015029862.1|DVIR
OG0008161	LOC115257520|XP_029713075.1|AEAL, LOC109400008|XP_029712813.1|AEAL	LOC6636693|XP_002060171.1|DVIR
OG0008162	LOC109422441|XP_029713526.1|AEAL	LOC6632087|XP_002055635.1|DVIR
OG0008164	LOC109414796|XP_029736449.1|AEAL	LOC6633350|XP_002056791.2|DVIR
OG0008165	LOC109418642|XP_029712862.1|AEAL	LOC6633354|XP_002056978.1|DVIR
OG0008166	LOC109418633|XP_019548394.2|AEAL	LOC6633355|XP_002056979.1|DVIR
OG0008167	LOC109405271|XP_019533851.2|AEAL	LOC6633288|XP_002056871.1|DVIR
OG0008168	LOC109405267|XP_019533845.2|AEAL	LOC6633286|XP_002056869.2|DVIR
OG0008169	LOC109418625|XP_029712880.1|AEAL	LOC6635451|XP_032296044.1|DVIR
OG0008170	LOC109418621|XP_029712939.1|AEAL	LOC6626093|XP_002049402.1|DVIR
OG0008171	LOC109413090|XP_029713501.1|AEAL	LOC6631361|XP_032296000.1|DVIR
OG0008173	LOC109425798|XP_019556689.2|AEAL	LOC6627606|XP_002051408.1|DVIR
OG0008174	LOC109425670|XP_019556484.2|AEAL	LOC6624787|XP_002049338.1|DVIR
OG0008175	LOC109413593|XP_029721337.1|AEAL	LOC6631651|XP_032295803.1|DVIR
OG0008176	LOC115262725|XP_029721277.1|AEAL	LOC6633308|XP_002056779.1|DVIR
OG0008177	LOC109401305|XP_019529353.2|AEAL	LOC6633385|XP_002056796.1|DVIR
OG0008178	LOC109401286|XP_019529323.2|AEAL	LOC6634772|XP_032296460.1|DVIR
OG0008179	LOC109401287|XP_019529324.2|AEAL	LOC6634775|XP_002058201.1|DVIR
OG0008180	LOC109401273|XP_019529300.2|AEAL	LOC6635599|XP_002059024.1|DVIR
OG0008181	LOC109401317|XP_019529366.2|AEAL	LOC6635551|XP_002059025.3|DVIR
OG0008182	LOC109401148|XP_019529171.2|AEAL	LOC6626441|XP_002048909.2|DVIR
OG0008183	LOC109427035|XP_029721150.1|AEAL	LOC6626005|XP_002049448.2|DVIR
OG0008184	LOC109622601|XP_029721128.1|AEAL	LOC6628048|XP_002051159.3|DVIR
OG0008188	LOC109424715|XP_019555418.1|AEAL	LOC6628934|XP_002052750.1|DVIR
OG0008189	LOC109424687|XP_019555399.2|AEAL	LOC6634363|XP_002057704.1|DVIR
OG0008190	LOC109421942|XP_019552123.2|AEAL	LOC6622787|XP_032290636.1|DVIR
OG0008191	LOC109421934|XP_029720933.1|AEAL	LOC6632060|XP_002055113.1|DVIR
OG0008192	LOC109432691|XP_029720937.1|AEAL	LOC6634822|XP_002058211.1|DVIR
OG0008193	LOC109432718|XP_019564648.2|AEAL	LOC6631592|XP_002055444.1|DVIR
OG0008194	LOC109428999|XP_019560385.1|AEAL	LOC6628658|XP_002051508.2|DVIR
OG0008195	LOC109428909|XP_029708109.1|AEAL	LOC6626922|XP_002049536.2|DVIR
OG0008196	LOC109428879|XP_019560262.2|AEAL	LOC6626179|XP_002050243.1|DVIR
OG0008197	LOC109433666|XP_029731019.1|AEAL	LOC6622979|XP_032290666.1|DVIR
OG0008198	LOC109432323|XP_019564207.1|AEAL	LOC6635505|XP_002059045.3|DVIR
OG0008199	LOC109409845|XP_019538873.2|AEAL	LOC6631653|XP_002055343.1|DVIR
OG0008200	LOC109397146|XP_019525031.2|AEAL	LOC6626686|XP_002049823.1|DVIR
OG0008203	LOC109409921|XP_019538994.2|AEAL	LOC6622246|XP_002046371.1|DVIR
OG0008204	LOC109399607|XP_019527639.2|AEAL	LOC6633451|XP_002056913.1|DVIR
OG0008205	LOC109399568|XP_019527625.2|AEAL	LOC6631939|XP_002055032.1|DVIR
OG0008206	LOC115267848|XP_029731222.1|AEAL	LOC6622103|XP_015030611.1|DVIR
OG0008207	LOC109401835|XP_019530015.2|AEAL	LOC6622882|XP_002048084.1|DVIR
OG0008208	LOC115256002|XP_029710086.1|AEAL	LOC6626461|XP_002049150.1|DVIR
OG0008209	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL	LOC6627925|XP_002052800.1|DVIR
OG0008210	LOC109402159|XP_019530333.1|AEAL	LOC6627132|XP_002048950.1|DVIR
OG0008211	LOC109403560|XP_029731448.1|AEAL	LOC6634121|XP_002057722.2|DVIR
OG0008212	LOC109431574|XP_019563355.1|AEAL	LOC6622818|XP_002047542.1|DVIR
OG0008213	LOC109622241|XP_029731486.1|AEAL	LOC6631548|XP_032295861.1|DVIR
OG0008214	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL	LOC26530594|XP_015031627.1|DVIR
OG0008215	LOC109403168|XP_019531456.2|AEAL	LOC6631704|XP_002055352.1|DVIR
OG0008216	LOC109622177|XP_019931961.2|AEAL	LOC6622997|XP_002048062.1|DVIR
OG0008217	LOC109410612|XP_029731608.1|AEAL	LOC6634777|XP_002058203.1|DVIR
OG0008218	LOC109433482|XP_019565448.2|AEAL	LOC26531552|XP_015030346.1|DVIR
OG0008219	LOC109410664|XP_029731655.1|AEAL	LOC6631613|XP_002055071.2|DVIR
OG0008220	LOC109410666|XP_029731658.1|AEAL	LOC6633456|XP_002057339.2|DVIR
OG0008221	LOC109433484|XP_029731675.1|AEAL, LOC109410674|XP_029731670.1|AEAL	LOC6627920|XP_002052795.3|DVIR
OG0008222	LOC109426024|XP_019556998.2|AEAL	LOC6622866|XP_002047684.2|DVIR
OG0008223	LOC109425985|XP_019556954.2|AEAL	LOC6624479|XP_032290711.1|DVIR
OG0008224	LOC109407622|XP_019536308.2|AEAL	LOC6622260|XP_002048079.1|DVIR
OG0008225	LOC109425828|XP_019556720.2|AEAL	LOC6631443|XP_002055681.2|DVIR
OG0008226	LOC109407532|XP_019536143.2|AEAL	LOC6631585|XP_002055695.1|DVIR
OG0008227	LOC109413246|XP_029715424.1|AEAL	LOC6630617|XP_002053746.3|DVIR
OG0008228	LOC109621728|XP_029712612.1|AEAL	LOC6632222|XP_032288758.1|DVIR
OG0008229	LOC115257119|XP_029712361.1|AEAL, LOC109623020|XP_019933040.1|AEAL	LOC6631249|XP_015027259.1|DVIR
OG0008230	LOC109411644|XP_029718360.1|AEAL	LOC6629355|XP_002053564.1|DVIR
