Orthogroup	AEAL.longest_only	DYAK.longest_only
OG0008284	LOC115256505|XP_029711039.1|AEAL, LOC109410169|XP_029721633.1|AEAL	LOC6523752|XP_002099627.1|DYAK
OG0008285	LOC109427360|XP_019558439.2|AEAL	LOC6525966|XP_002101785.1|DYAK
OG0008286	LOC109400384|XP_019528434.2|AEAL	LOC6525543|XP_002101378.1|DYAK
OG0008287	LOC109432998|XP_029714317.1|AEAL	LOC6525324|XP_002101160.1|DYAK
OG0008288	LOC109402231|XP_029729983.1|AEAL	LOC6535651|XP_002096279.2|DYAK
OG0008289	LOC109422868|XP_019553312.2|AEAL, LOC109397607|XP_019525442.1|AEAL	LOC6538645|XP_002099165.1|DYAK
OG0008292	LOC109403518|XP_019531884.2|AEAL	LOC6524483|XP_015045721.1|DYAK
OG0008293	LOC109403544|XP_029720773.1|AEAL	LOC6539027|XP_002099529.3|DYAK
OG0008294	LOC109427684|XP_029717927.1|AEAL, LOC115260730|XP_029717850.1|AEAL	LOC6537960|XP_002098497.1|DYAK
OG0008295	LOC109431478|XP_019563235.2|AEAL	LOC6524710|XP_002100554.1|DYAK
OG0008296	LOC109431476|XP_019563231.2|AEAL	LOC6524951|XP_039227595.1|DYAK
OG0008297	LOC109431504|XP_019563271.2|AEAL	LOC6525322|XP_002101158.1|DYAK
OG0008298	LOC109431469|XP_019563225.2|AEAL	LOC6526060|XP_002101877.1|DYAK
OG0008299	LOC109431079|XP_019562770.2|AEAL	LOC6538331|XP_002098858.1|DYAK
OG0008300	LOC109412166|XP_029718058.1|AEAL	LOC6525288|XP_015046209.1|DYAK
OG0008301	LOC109406378|XP_029714210.1|AEAL, LOC115258275|XP_029714213.1|AEAL	LOC6536436|XP_002097017.2|DYAK
OG0008302	LOC109424864|XP_029713906.1|AEAL	LOC6525668|XP_015046403.1|DYAK
OG0008303	LOC109405528|XP_019534280.1|AEAL	LOC6524267|XP_002100130.1|DYAK
OG0008304	LOC109405547|XP_019534178.2|AEAL	LOC6523789|XP_002099664.1|DYAK
OG0008305	LOC109622748|XP_019932747.2|AEAL	LOC6524887|XP_002100727.2|DYAK
OG0008306	LOC109432121|XP_019563950.2|AEAL	LOC6524314|XP_002100173.1|DYAK
OG0008307	LOC109432188|XP_029723071.1|AEAL, LOC109423479|XP_029722809.1|AEAL	LOC6537361|XP_002097918.1|DYAK
OG0008308	LOC109412405|XP_029722911.1|AEAL	LOC6538587|XP_002099109.1|DYAK
OG0008309	LOC109430338|XP_019561940.2|AEAL	LOC6527493|XP_002088583.1|DYAK
OG0008310	LOC109410072|XP_019539147.1|AEAL	LOC6535011|XP_002095681.1|DYAK
OG0008311	LOC109430003|XP_019561562.2|AEAL, LOC115257414|XP_029712854.1|AEAL, LOC109430705|XP_019562320.2|AEAL	LOC6524728|XP_002100572.1|DYAK
OG0008312	LOC109430731|XP_019562352.2|AEAL	LOC26534819|XP_039232415.1|DYAK
OG0008314	LOC109417287|XP_019546938.1|AEAL	LOC6530173|XP_002091113.1|DYAK
OG0008315	LOC109623054|XP_019933079.2|AEAL	LOC6533071|XP_002093803.1|DYAK
OG0008316	LOC115270284|XP_029735462.1|AEAL, LOC115270290|XP_029735484.1|AEAL, LOC115257649|XP_029713345.1|AEAL, LOC115268557|XP_029732519.1|AEAL, LOC115256160|XP_029710260.1|AEAL, LOC115268993|XP_029733145.1|AEAL, LOC115254451|XP_029707827.1|AEAL, LOC115263234|XP_029722098.1|AEAL, LOC115271011|XP_029736275.1|AEAL, LOC115257026|XP_029712133.1|AEAL, LOC115266157|XP_029727984.1|AEAL, LOC115254324|XP_029707592.1|AEAL, LOC115265643|XP_029727416.1|AEAL, LOC115261059|XP_029718286.1|AEAL, LOC109425874|XP_029729267.1|AEAL, LOC115259234|XP_029715628.1|AEAL	LOC120320463|XP_039226115.1|DYAK, LOC120320665|XP_039226919.1|DYAK, LOC120320757|XP_039227243.1|DYAK
OG0008317	LOC109400507|XP_019528570.2|AEAL	LOC6537733|XP_002098278.2|DYAK
OG0008318	LOC109400504|XP_019528567.1|AEAL	LOC6524947|XP_002100787.1|DYAK
OG0008319	LOC109430050|XP_019561623.2|AEAL	LOC6531195|XP_002092023.1|DYAK
OG0008320	LOC109405414|XP_029733815.1|AEAL	LOC6524665|XP_039233454.1|DYAK
OG0008321	LOC109414621|XP_019543997.2|AEAL	LOC6536420|XP_002097002.1|DYAK
OG0008322	LOC115260773|XP_029717954.1|AEAL	LOC6527998|XP_002089065.1|DYAK
OG0008323	LOC109404027|XP_019546694.2|AEAL	LOC6536554|XP_002097130.1|DYAK
OG0008324	LOC109412789|XP_019541946.2|AEAL	LOC6524106|XP_002099970.1|DYAK
OG0008325	LOC109404006|XP_029723650.1|AEAL	LOC6524836|XP_039233368.1|DYAK
OG0008326	LOC109412880|XP_019542071.1|AEAL	LOC6536692|XP_002097264.1|DYAK
OG0008327	LOC109407724|XP_019536417.1|AEAL	LOC6531952|XP_015051631.1|DYAK
OG0008328	LOC109429065|XP_019560446.2|AEAL	LOC6523992|XP_002099864.1|DYAK
OG0008329	LOC109418090|XP_029717041.1|AEAL, LOC109406456|XP_019535094.2|AEAL	LOC6525475|XP_002101310.1|DYAK
OG0008331	LOC109426574|XP_019557650.2|AEAL	LOC6533564|XP_002094274.1|DYAK
OG0008332	LOC109426648|XP_019557718.2|AEAL	LOC6534404|XP_015050621.1|DYAK
OG0008333	LOC109417797|XP_019547513.2|AEAL	LOC6533891|XP_002094591.1|DYAK
OG0008334	LOC109417798|XP_029725494.1|AEAL	LOC6533889|XP_039229830.1|DYAK
OG0008335	LOC109426849|XP_019557948.1|AEAL	LOC6533443|XP_002094154.1|DYAK
OG0008336	LOC109406023|XP_029732417.1|AEAL	LOC6534962|XP_015050962.2|DYAK
OG0008337	LOC109407974|XP_019536724.1|AEAL, LOC109403662|XP_029735111.1|AEAL	LOC6528694|XP_002089736.1|DYAK
OG0008338	LOC109407955|XP_029732268.1|AEAL	LOC6534894|XP_002095566.1|DYAK
OG0008339	LOC109403668|XP_019532040.2|AEAL	LOC6525232|XP_002101070.1|DYAK
OG0008340	LOC109408007|XP_029735219.1|AEAL, LOC109405144|XP_029735134.1|AEAL	LOC6531183|XP_002092012.1|DYAK
OG0008342	LOC109410777|XP_019539853.2|AEAL	LOC6533489|XP_002094200.1|DYAK
OG0008343	LOC109400634|XP_019528666.2|AEAL	LOC6538344|XP_002098869.1|DYAK
OG0008344	LOC109400706|XP_019528744.2|AEAL	LOC6532450|XP_002093197.1|DYAK
OG0008345	LOC109402742|XP_019530999.2|AEAL	LOC6533420|XP_002094138.1|DYAK
OG0008346	LOC109401375|XP_019529455.2|AEAL	LOC6525458|XP_002101293.2|DYAK
OG0008347	LOC109423354|XP_019553867.2|AEAL	LOC6526407|XP_002087526.2|DYAK
OG0008348	LOC109430821|XP_019562452.2|AEAL, LOC115253907|XP_029722042.1|AEAL, LOC115263203|XP_029722043.1|AEAL	LOC6534333|XP_002095013.2|DYAK
OG0008349	LOC115267588|XP_029730535.1|AEAL	LOC6533982|XP_002094677.2|DYAK
OG0008350	LOC109403038|XP_019531299.2|AEAL	LOC6526088|XP_039233557.1|DYAK
OG0008351	LOC109412521|XP_029735887.1|AEAL	LOC6532464|XP_002093211.2|DYAK
OG0008352	LOC109428689|XP_019560046.2|AEAL	LOC6535049|XP_002095713.1|DYAK
OG0008353	LOC115270229|XP_029735346.1|AEAL, LOC109430663|XP_019562293.1|AEAL	LOC6532247|XP_002093020.2|DYAK
OG0008354	LOC115254177|XP_029728873.1|AEAL, LOC109408217|XP_029728794.1|AEAL	LOC6525042|XP_002100881.2|DYAK
OG0008355	LOC109408914|XP_029728841.1|AEAL	LOC120321115|XP_039228660.1|DYAK
OG0008358	LOC109415149|XP_029729047.1|AEAL	LOC6528077|XP_002089144.1|DYAK
OG0008360	LOC109425060|XP_029732895.1|AEAL	LOC6531727|XP_002092517.1|DYAK
OG0008362	LOC109411537|XP_029709938.1|AEAL	LOC6524390|XP_002100248.1|DYAK
OG0008367	LOC109414443|XP_029728132.1|AEAL, LOC115266418|XP_029728509.1|AEAL, LOC109622254|XP_019932072.2|AEAL	LOC6523859|XP_002099732.2|DYAK
OG0008368	LOC109412015|XP_029720689.1|AEAL, LOC109407942|XP_029713428.1|AEAL	LOC6527225|XP_002088319.1|DYAK
OG0008369	LOC109401716|XP_029710770.1|AEAL	LOC6525306|XP_002101142.1|DYAK
OG0008371	LOC109414024|XP_019543302.2|AEAL	LOC6536576|XP_002097152.1|DYAK
OG0008372	LOC109429438|XP_019560937.2|AEAL	LOC26534583|XP_039227636.1|DYAK
OG0008373	LOC109408110|XP_029729410.1|AEAL	LOC6528045|XP_002089112.1|DYAK
OG0008374	LOC109419591|XP_019549364.2|AEAL	LOC6528620|XP_002089663.1|DYAK
OG0008375	LOC109404561|XP_019533007.2|AEAL	LOC6529241|XP_002090247.1|DYAK
OG0008376	LOC115255336|XP_029709210.1|AEAL	LOC26536066|XP_015054687.1|DYAK
OG0008378	LOC109420563|XP_029708898.1|AEAL, LOC109419840|XP_029708889.1|AEAL, LOC109420564|XP_029708885.1|AEAL	LOC6529563|XP_039229122.1|DYAK
OG0008379	LOC109414182|XP_019543584.1|AEAL	LOC6529218|XP_015052222.1|DYAK
OG0008380	LOC109417231|XP_029708711.1|AEAL	LOC6528051|XP_002089118.1|DYAK
OG0008381	LOC109417135|XP_019546807.1|AEAL	LOC6527622|XP_002088710.1|DYAK
OG0008384	LOC109428076|XP_029729223.1|AEAL	LOC6527285|XP_002088379.1|DYAK
OG0008385	LOC109433555|XP_019565539.2|AEAL	LOC6528163|XP_002089228.1|DYAK
OG0008386	LOC109405621|XP_029727407.1|AEAL	LOC6525565|XP_002101400.1|DYAK
OG0008388	LOC109421304|XP_019551349.1|AEAL	LOC6527714|XP_002088798.1|DYAK
OG0008389	LOC109429890|XP_019561427.2|AEAL	LOC6529822|XP_002090803.1|DYAK
OG0008390	LOC109429841|XP_029729187.1|AEAL, LOC109398295|XP_029720133.1|AEAL	LOC6529252|XP_002090257.1|DYAK
OG0008391	LOC109420849|XP_019550909.2|AEAL	LOC6526517|XP_015053312.1|DYAK
OG0008393	LOC109414175|XP_019543502.1|AEAL	LOC6539412|XP_002086300.1|DYAK
OG0008394	LOC109414154|XP_019543476.2|AEAL, LOC115257197|XP_029712492.1|AEAL	LOC6535112|XP_002095775.1|DYAK
OG0008397	LOC109422206|XP_019552405.2|AEAL	LOC6525437|XP_002101272.2|DYAK
OG0008398	LOC109418223|XP_019547926.2|AEAL	LOC6525413|XP_002101248.1|DYAK
OG0008399	LOC115253707|XP_029723045.1|AEAL, LOC109415963|XP_029726071.1|AEAL	LOC6523896|XP_039233414.1|DYAK
OG0008400	LOC109429494|XP_029717298.1|AEAL	LOC6533527|XP_002094237.1|DYAK
OG0008401	LOC109415664|XP_019545125.1|AEAL	LOC6526286|XP_002087408.1|DYAK
OG0008405	LOC109401961|XP_019530130.2|AEAL	LOC6524519|XP_002100376.1|DYAK
OG0008406	LOC109424058|XP_019554683.2|AEAL	LOC6525557|XP_002101392.1|DYAK
OG0008408	LOC109410825|XP_029730373.1|AEAL, LOC109410897|XP_029730250.1|AEAL	LOC6524050|XP_002099919.1|DYAK
OG0008409	LOC109416749|XP_029718735.1|AEAL	LOC26536128|XP_015045009.2|DYAK
OG0008410	LOC109433374|XP_019565351.2|AEAL	LOC6537424|XP_002097980.1|DYAK
OG0008411	LOC109433280|XP_019565256.3|AEAL	LOC6537151|XP_002097712.1|DYAK
OG0008412	LOC109408456|XP_029735108.1|AEAL	LOC26536297|XP_039226013.1|DYAK
OG0008413	LOC109422732|XP_029727902.1|AEAL	LOC6534880|XP_039229462.1|DYAK
OG0008414	LOC109422621|XP_029712220.1|AEAL	LOC6523913|XP_002099786.1|DYAK
OG0008415	LOC109415063|XP_019544465.2|AEAL	LOC6525661|XP_002101483.1|DYAK
OG0008416	LOC109428147|XP_019559377.1|AEAL	LOC6525856|XP_039233432.1|DYAK
OG0008417	LOC109404488|XP_029719111.1|AEAL	LOC6524426|XP_002100284.1|DYAK
OG0008418	LOC109406326|XP_029719127.1|AEAL	LOC6524212|XP_002100075.2|DYAK
OG0008419	LOC109406330|XP_029719050.1|AEAL	LOC6525154|XP_002100992.1|DYAK
OG0008422	LOC109404190|XP_019532560.1|AEAL	LOC6525476|XP_002101311.1|DYAK
OG0008423	LOC115256208|XP_029710332.1|AEAL	LOC6531772|XP_002092559.1|DYAK
OG0008424	LOC109411944|XP_019541147.2|AEAL, LOC115268955|XP_029733030.1|AEAL	LOC6524750|XP_002100594.1|DYAK
OG0008425	LOC109411955|XP_029733031.1|AEAL	LOC6537047|XP_002097612.2|DYAK
OG0008426	LOC109428802|XP_029734053.1|AEAL, LOC109424511|XP_029709905.1|AEAL	LOC6531449|XP_002092252.1|DYAK
OG0008431	LOC109401562|XP_029724216.1|AEAL, LOC109398922|XP_019526921.1|AEAL	LOC6534570|XP_002095246.2|DYAK
OG0008434	LOC109418631|XP_029713131.1|AEAL	LOC6538930|XP_002099434.1|DYAK
OG0008435	LOC109433159|XP_019565103.1|AEAL	LOC6528055|XP_002089122.1|DYAK
OG0008438	LOC109397130|XP_019525013.2|AEAL	LOC6536253|XP_002096839.1|DYAK
OG0008439	LOC109404084|XP_019532488.2|AEAL	LOC6531149|XP_002091978.1|DYAK
OG0008440	LOC109403176|XP_019531473.2|AEAL	LOC6537497|XP_002098045.1|DYAK
OG0008441	LOC109410752|XP_019539818.1|AEAL	LOC6535195|XP_039230423.1|DYAK
OG0008442	LOC109410639|XP_029731617.1|AEAL	LOC6530983|XP_015051768.1|DYAK
OG0008443	LOC109407640|XP_019536336.2|AEAL	LOC6534493|XP_002095170.1|DYAK
OG0008444	LOC109407526|XP_019536135.2|AEAL	LOC6534202|XP_002094885.3|DYAK
OG0008445	LOC109410209|XP_029715066.1|AEAL	LOC6525470|XP_039233590.1|DYAK
OG0008447	LOC109420443|XP_019550332.2|AEAL	LOC6524568|XP_002100425.1|DYAK
OG0008448	LOC109424878|XP_029713901.1|AEAL	LOC6523966|XP_015045405.1|DYAK
OG0008449	LOC109415633|XP_019545084.2|AEAL	LOC6524984|XP_002100824.1|DYAK
OG0008450	LOC109424777|XP_029717661.1|AEAL	LOC26535577|XP_015046516.1|DYAK
OG0008451	LOC115271004|XP_029736236.1|AEAL	LOC6535744|XP_002096367.2|DYAK
OG0008452	LOC109431439|XP_019563189.2|AEAL	LOC6526329|XP_002087451.2|DYAK
OG0008453	LOC109406092|XP_019534699.2|AEAL	LOC6528501|XP_002089547.1|DYAK
OG0008455	LOC109429137|XP_029718856.1|AEAL	LOC6532923|XP_002093659.1|DYAK
OG0008456	LOC115266218|XP_029728053.1|AEAL	LOC6537390|XP_039231424.1|DYAK
OG0008459	LOC115268915|XP_029732986.1|AEAL, LOC109406716|XP_029733014.1|AEAL, LOC109411934|XP_029733051.1|AEAL	LOC6525127|XP_039233775.1|DYAK
OG0008461	LOC109419826|XP_029709155.1|AEAL	LOC6527684|XP_015053029.2|DYAK
OG0008463	LOC109426023|XP_019556997.2|AEAL	LOC6526284|XP_002087406.1|DYAK
OG0008465	LOC109406497|XP_019535127.1|AEAL	LOC26535292|XP_015052894.1|DYAK
OG0008466	LOC109408578|XP_029735301.1|AEAL	LOC6532100|XP_002092876.1|DYAK
OG0008469	LOC109426398|XP_029730634.1|AEAL	LOC6525799|XP_002101620.1|DYAK
OG0008470	LOC115268986|XP_029733133.1|AEAL, LOC109408660|XP_029726356.1|AEAL	LOC6532085|XP_002092862.2|DYAK
OG0008472	LOC115259391|XP_029715799.1|AEAL, LOC115256979|XP_029712062.1|AEAL	LOC6531640|XP_039227841.1|DYAK
OG0008473	LOC109622450|XP_019932336.2|AEAL	LOC6524961|XP_002100801.2|DYAK
OG0008527	LOC115256352|XP_029710547.1|AEAL, LOC109431091|XP_029710798.1|AEAL	LOC6525760|XP_002101581.1|DYAK
OG0008528	LOC109412261|XP_019541457.1|AEAL	LOC6532203|XP_002092977.1|DYAK
OG0008529	LOC109422167|XP_019552353.2|AEAL, LOC109428458|XP_019559767.2|AEAL	LOC6523926|XP_002099799.1|DYAK
OG0008530	LOC109398797|XP_019526753.1|AEAL	LOC6524634|XP_002100491.1|DYAK
OG0008531	LOC109422140|XP_029733205.1|AEAL, LOC115260348|XP_029717141.1|AEAL	LOC6525724|XP_002101546.1|DYAK
OG0008532	LOC109421960|XP_019552142.2|AEAL, LOC115256719|XP_029711517.1|AEAL	LOC6525573|XP_002101408.2|DYAK
OG0008534	LOC109412994|XP_019542201.2|AEAL	LOC120320554|XP_039226398.1|DYAK
OG0008535	LOC115260728|XP_029717844.1|AEAL, LOC109427689|XP_029728062.1|AEAL	LOC6525466|XP_039228564.1|DYAK
OG0008537	LOC109431513|XP_019563287.2|AEAL, LOC109415597|XP_029717879.1|AEAL	LOC26534728|XP_039231023.1|DYAK
OG0008538	LOC109415572|XP_019545002.2|AEAL	LOC6525281|XP_002101117.1|DYAK
OG0008540	LOC109414937|XP_029715983.1|AEAL	LOC6536364|XP_002096946.1|DYAK
OG0008541	LOC109416353|XP_029730204.1|AEAL	LOC6528532|XP_039226505.1|DYAK
OG0008542	LOC109413323|XP_019542586.2|AEAL	LOC6532774|XP_002093516.1|DYAK
OG0008545	LOC109423356|XP_019553865.2|AEAL	LOC6531969|XP_002092755.1|DYAK
OG0008546	LOC115265474|XP_029726575.1|AEAL	LOC6532501|XP_002093247.1|DYAK
OG0008547	LOC109407778|XP_019536499.2|AEAL	LOC6524043|XP_002099912.1|DYAK
OG0008548	LOC115257722|XP_029713469.1|AEAL, LOC109403392|XP_029734587.1|AEAL, LOC115258514|XP_029714496.1|AEAL, LOC109426579|XP_029725605.1|AEAL, LOC109410522|XP_029725606.1|AEAL	LOC6538879|XP_002099383.3|DYAK
OG0008549	LOC109426770|XP_019557851.2|AEAL	LOC6538660|XP_002099180.1|DYAK
OG0008550	LOC109426745|XP_019557825.2|AEAL	LOC6524193|XP_002100056.3|DYAK
OG0008551	LOC115269243|XP_029733645.1|AEAL, LOC109403097|XP_029725118.1|AEAL	LOC6532456|XP_002093203.2|DYAK
OG0008552	LOC109420867|XP_019550893.2|AEAL	LOC6532673|XP_002093417.1|DYAK
OG0008554	LOC109408213|XP_029728786.1|AEAL	LOC6523915|XP_015045370.1|DYAK
OG0008555	LOC109415138|XP_019544567.2|AEAL	LOC6523942|XP_002099814.1|DYAK
OG0008560	LOC109405896|XP_029715267.1|AEAL	LOC6527840|XP_015054635.1|DYAK
OG0008561	LOC115255331|XP_029709202.1|AEAL, LOC109417557|XP_019547176.2|AEAL, LOC115255377|XP_029709280.1|AEAL	LOC6530326|XP_002091253.1|DYAK
OG0008562	LOC109427452|XP_029708469.1|AEAL	LOC6527092|XP_002088185.3|DYAK
OG0008563	LOC109428064|XP_019559288.2|AEAL	LOC6537849|XP_002098390.1|DYAK
OG0008564	LOC109409190|XP_029727082.1|AEAL	LOC6528023|XP_002089090.1|DYAK
OG0008565	LOC109421412|XP_019551432.2|AEAL	LOC6534372|XP_002095050.1|DYAK
OG0008567	LOC109429547|XP_019561069.2|AEAL, LOC109429910|XP_019561463.2|AEAL	LOC26535908|XP_015052934.2|DYAK
OG0008570	LOC109419222|XP_029723309.1|AEAL	LOC6525480|XP_039226653.1|DYAK
OG0008571	LOC109425041|XP_019555787.2|AEAL	LOC6532670|XP_002093414.2|DYAK
OG0008572	LOC115266343|XP_029728322.1|AEAL, LOC115266145|XP_029727970.1|AEAL, LOC115266347|XP_029728343.1|AEAL, LOC109400207|XP_029728240.1|AEAL	LOC6535350|XP_002096002.1|DYAK
OG0008574	LOC115266713|XP_029729103.1|AEAL, LOC109423801|XP_019554382.2|AEAL, LOC109415330|XP_019544759.2|AEAL	LOC26534943|XP_015050724.1|DYAK
OG0008576	LOC109409549|XP_029731963.1|AEAL	LOC6539098|XP_015045309.1|DYAK
OG0008578	LOC109422755|XP_019553179.2|AEAL, LOC115266090|XP_029727878.1|AEAL	LOC6535535|XP_015047207.1|DYAK
OG0008579	LOC109401774|XP_019529930.1|AEAL	LOC6532592|XP_002093336.1|DYAK
OG0008581	LOC109416175|XP_019545701.2|AEAL, LOC109404984|XP_019533516.2|AEAL	LOC6534926|XP_002095597.3|DYAK
OG0008582	LOC109404961|XP_029718394.1|AEAL	LOC6524036|XP_002099906.1|DYAK
OG0008583	LOC109432807|XP_029719332.1|AEAL	LOC6523777|XP_039228390.1|DYAK
OG0008584	LOC109432811|XP_029719335.1|AEAL	LOC6524464|XP_002100321.1|DYAK
OG0008585	LOC109404234|XP_019532611.1|AEAL	LOC6525472|XP_002101307.1|DYAK
OG0008587	LOC109406241|XP_029733101.1|AEAL, LOC115253823|XP_029733082.1|AEAL	LOC6535707|XP_015047290.1|DYAK
OG0008589	LOC109428799|XP_019560197.2|AEAL	LOC6524526|XP_039233583.1|DYAK
OG0008590	LOC109409868|XP_019538923.2|AEAL	LOC6538417|XP_002098941.2|DYAK
OG0008592	LOC109431583|XP_029731501.1|AEAL	LOC6530575|XP_039229144.1|DYAK
OG0008597	LOC109432827|XP_019564717.1|AEAL	LOC6538734|XP_002099249.1|DYAK
OG0008600	LOC109405930|XP_019534522.2|AEAL	LOC6535892|XP_002096508.1|DYAK
OG0008607	LOC115257603|XP_029713263.1|AEAL	LOC6537527|XP_002098073.1|DYAK
OG0008612	LOC115260768|XP_029717947.1|AEAL	LOC120320824|XP_039227563.1|DYAK
OG0008614	LOC109404498|XP_019532937.2|AEAL, LOC109413247|XP_019542526.2|AEAL	LOC6525208|XP_002101046.1|DYAK
OG0008615	LOC109411933|XP_019541134.2|AEAL, LOC115268971|XP_029733110.1|AEAL	LOC6536069|XP_002096679.2|DYAK
OG0008616	LOC109428406|XP_029711280.1|AEAL	LOC6538985|XP_039231213.1|DYAK
OG0008677	LOC115269616|XP_029734306.1|AEAL	LOC6537804|XP_002098345.1|DYAK
OG0008679	LOC109432919|XP_019564827.2|AEAL, LOC115270987|XP_029736217.1|AEAL	LOC6525953|XP_002101773.1|DYAK
OG0008680	LOC109402252|XP_019530448.2|AEAL	LOC6524311|XP_015045607.1|DYAK
OG0008681	LOC109412993|XP_029729997.1|AEAL	LOC6524611|XP_002100468.1|DYAK
OG0008682	LOC115260660|XP_029717662.1|AEAL, LOC109412949|XP_029717708.1|AEAL	LOC6525844|XP_002101664.1|DYAK
OG0008683	LOC109415581|XP_019545015.2|AEAL	LOC6523958|XP_002099830.2|DYAK
OG0008684	LOC115260742|XP_029717896.1|AEAL	LOC6524712|XP_002100556.1|DYAK
OG0008685	LOC115268113|XP_029732001.1|AEAL, LOC115258483|XP_029714459.1|AEAL	LOC6530571|XP_002091484.3|DYAK
OG0008686	LOC109416060|XP_019545567.2|AEAL	LOC6537840|XP_002098381.2|DYAK
OG0008687	LOC109408514|XP_019537389.2|AEAL	LOC6531957|XP_002092743.2|DYAK
OG0008689	LOC109421591|XP_029728220.1|AEAL	LOC6536403|XP_002096985.1|DYAK
OG0008691	LOC109429198|XP_019560635.2|AEAL, LOC109421065|XP_019551103.2|AEAL	LOC6533146|XP_002093872.1|DYAK
OG0008694	LOC109402922|XP_019531210.2|AEAL, LOC109431762|XP_019563578.2|AEAL	LOC6525826|XP_002101646.1|DYAK
OG0008696	LOC109400184|XP_019528198.2|AEAL	LOC6538493|XP_002099015.1|DYAK
OG0008699	LOC109431320|XP_019563085.1|AEAL, LOC109432022|XP_019563871.1|AEAL	LOC26534786|XP_015050738.1|DYAK
OG0008700	LOC109424404|XP_019555040.2|AEAL	LOC6535758|XP_002096381.3|DYAK
OG0008701	LOC115270967|XP_029736201.1|AEAL, LOC109411565|XP_019540648.2|AEAL	LOC6531586|XP_002092384.1|DYAK
OG0008702	LOC115268103|XP_029731985.1|AEAL	LOC6536753|XP_002097325.1|DYAK
OG0008703	LOC109425774|XP_019556642.2|AEAL	LOC6534429|XP_002095106.1|DYAK
OG0008706	LOC109425011|XP_019555744.2|AEAL	LOC6539038|XP_002099540.1|DYAK
OG0008717	LOC115263064|XP_029721856.1|AEAL	LOC6533372|XP_002094097.1|DYAK
OG0008719	LOC115254355|XP_029707670.1|AEAL	LOC6539033|XP_002099535.1|DYAK
OG0008721	LOC115269509|XP_029734150.1|AEAL	LOC6524604|XP_002100461.3|DYAK
OG0008805	LOC115256895|XP_029711890.1|AEAL, LOC109421986|XP_019552164.2|AEAL	LOC6525690|XP_002101512.1|DYAK
OG0008806	LOC109415577|XP_019545007.2|AEAL	LOC6524888|XP_002100728.1|DYAK
OG0008807	LOC109405544|XP_029723956.1|AEAL	LOC6524972|XP_015046009.1|DYAK
OG0008808	LOC109405484|XP_019534117.2|AEAL	LOC6524590|XP_039226439.1|DYAK
OG0008813	LOC109424826|XP_019555563.1|AEAL	LOC6536419|XP_015047741.1|DYAK
OG0008814	LOC109423347|XP_019553845.2|AEAL	LOC6531954|XP_002092740.1|DYAK
OG0008815	LOC109622111|XP_029733476.1|AEAL	LOC26535265|XP_015050101.1|DYAK, LOC120321931|XP_039232149.1|DYAK
OG0008816	LOC109426589|XP_029725609.1|AEAL	LOC6534383|XP_002095061.1|DYAK
OG0008821	LOC109414223|XP_019543911.2|AEAL	LOC6526177|XP_039233651.1|DYAK
OG0008822	LOC109420628|XP_029708709.1|AEAL	LOC6528028|XP_002089095.1|DYAK
OG0008823	LOC109426998|XP_019558103.2|AEAL	LOC6525278|XP_002101114.2|DYAK
OG0008824	LOC109425593|XP_029729648.1|AEAL, LOC109411277|XP_019540352.2|AEAL	LOC6533981|XP_002094676.2|DYAK
OG0008825	LOC109412132|XP_029729654.1|AEAL	LOC6533975|XP_002094670.1|DYAK
OG0008836	LOC109417766|XP_029709108.1|AEAL	LOC6528672|XP_015054310.1|DYAK
OG0008845	LOC109407308|XP_019535843.2|AEAL	LOC6529011|XP_002090043.1|DYAK
OG0008846	LOC109432285|XP_019564159.2|AEAL	LOC6535005|XP_002095675.3|DYAK
OG0008847	LOC115258334|XP_029714277.1|AEAL	LOC6536147|XP_002096748.3|DYAK
OG0008848	LOC115258499|XP_029714475.1|AEAL	LOC6531356|XP_002092159.2|DYAK
OG0008983	LOC109409696|XP_019538721.2|AEAL	LOC6531951|XP_002092737.1|DYAK
OG0008985	LOC109412560|XP_019541737.2|AEAL, LOC109420767|XP_019550781.2|AEAL	LOC6539473|XP_002086363.2|DYAK
OG0008986	LOC115257373|XP_029712750.1|AEAL	LOC6537608|XP_002098154.1|DYAK
OG0008987	LOC109407297|XP_019535840.1|AEAL, LOC109414299|XP_019543659.1|AEAL	LOC6527588|XP_002088676.1|DYAK
OG0008988	LOC109432555|XP_029726862.1|AEAL	LOC6536731|XP_002097303.1|DYAK
OG0008989	LOC109406526|XP_019535165.2|AEAL, LOC109429673|XP_019561224.2|AEAL	LOC6524364|XP_039229152.1|DYAK
OG0008999	LOC115256121|XP_029710236.1|AEAL	LOC6525875|XP_002101695.1|DYAK
OG0009000	LOC115264002|XP_029723164.1|AEAL	LOC6524162|XP_039226078.1|DYAK
OG0009001	LOC109415217|XP_019544652.2|AEAL	LOC6529666|XP_002090659.2|DYAK
OG0009219	LOC115253762|XP_029733415.1|AEAL	LOC6538984|XP_002099486.2|DYAK
OG0009220	LOC115269549|XP_029734194.1|AEAL, LOC109432960|XP_029734235.1|AEAL	LOC26534478|XP_015046395.1|DYAK
OG0009222	LOC115259631|XP_029716258.1|AEAL, LOC109411878|XP_029730489.1|AEAL	LOC6524895|XP_002100735.1|DYAK
OG0009225	LOC109622250|XP_029728118.1|AEAL, LOC109414432|XP_029728302.1|AEAL	LOC6523928|XP_002099801.1|DYAK
OG0009226	LOC109622874|XP_019932884.1|AEAL	LOC120320460|XP_039226109.1|DYAK
