Orthogroup	AEAL.longest_only	DSAN.longest_only
OG0005996	LOC109401143|XP_019529168.1|AEAL	LOC120450406|XP_039489336.1|DSAN
OG0005997	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL	LOC120445416|XP_039481766.1|DSAN
OG0005998	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL	LOC120450360|XP_039489276.1|DSAN
OG0005999	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL	LOC120449183|XP_039487466.1|DSAN
OG0006000	LOC109426924|XP_019558029.2|AEAL	LOC120446856|XP_039483983.1|DSAN
OG0006001	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL	LOC120448751|XP_039486868.1|DSAN
OG0006002	LOC109623351|XP_019933453.2|AEAL	LOC120444984|XP_039480946.1|DSAN
OG0006003	LOC109427043|XP_019558137.1|AEAL	LOC120448213|XP_039486026.1|DSAN
OG0006004	LOC109401606|XP_019529727.2|AEAL	LOC120450903|XP_039490086.1|DSAN
OG0006006	LOC109424734|XP_019555465.2|AEAL	LOC120445052|XP_039481104.1|DSAN
OG0006007	LOC109424722|XP_029721098.1|AEAL	LOC120458692|XP_039502367.1|DSAN
OG0006008	LOC109424719|XP_029721099.1|AEAL	LOC120449058|XP_039487290.1|DSAN
OG0006009	LOC109424714|XP_029721104.1|AEAL	LOC120447950|XP_039485568.1|DSAN
OG0006010	LOC109424682|XP_029721116.1|AEAL	LOC120450489|XP_039489470.1|DSAN
OG0006011	LOC109424681|XP_019555391.2|AEAL	LOC120450367|XP_039489285.1|DSAN
OG0006012	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL	LOC120450319|XP_039489210.1|DSAN
OG0006013	LOC109412033|XP_029721014.1|AEAL	LOC120447073|XP_039484398.1|DSAN
OG0006014	LOC109412042|XP_019541229.2|AEAL	LOC120450179|XP_039488974.1|DSAN
OG0006015	LOC109412048|XP_019541236.1|AEAL	LOC120445610|XP_039482053.1|DSAN
OG0006016	LOC109424657|XP_019555372.2|AEAL	LOC120448403|XP_039486331.1|DSAN
OG0006017	LOC109412056|XP_019541246.2|AEAL	LOC120446932|XP_039484116.1|DSAN
OG0006018	LOC109412058|XP_019541248.1|AEAL	LOC120444634|XP_039480374.1|DSAN
OG0006019	LOC109412061|XP_019541254.2|AEAL	LOC120445869|XP_039482446.1|DSAN
OG0006020	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL	LOC120450442|XP_039489389.1|DSAN
OG0006021	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL	LOC120448002|XP_039485649.1|DSAN
OG0006022	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL	LOC120452510|XP_039492701.1|DSAN
OG0006023	LOC109421944|XP_029720925.1|AEAL	LOC120451730|XP_039491572.1|DSAN
OG0006024	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL	LOC120457181|XP_039500411.1|DSAN
OG0006025	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL	LOC120444648|XP_039480408.1|DSAN
OG0006026	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL	LOC120452911|XP_039493307.1|DSAN
OG0006027	LOC109432670|XP_029730759.1|AEAL	LOC120444731|XP_039480591.1|DSAN
OG0006028	LOC115267731|XP_029730785.1|AEAL	LOC120446072|XP_039482784.1|DSAN
OG0006029	LOC109428956|XP_029730788.1|AEAL	LOC120458666|XP_039502334.1|DSAN
OG0006030	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL	LOC120453146|XP_039493636.1|DSAN
OG0006031	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL	LOC120445953|XP_039482574.1|DSAN
OG0006032	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL	LOC120455190|XP_039497062.1|DSAN
OG0006033	LOC109428930|XP_019560315.2|AEAL	LOC120446933|XP_039484117.1|DSAN
OG0006034	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL	LOC120452183|XP_039492227.1|DSAN
OG0006035	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL	LOC120454614|XP_039496010.1|DSAN
OG0006036	LOC109414915|XP_019544311.2|AEAL	LOC120453958|XP_039494845.1|DSAN
OG0006037	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL	LOC120445301|XP_039481544.1|DSAN
OG0006038	LOC109428901|XP_019560282.2|AEAL	LOC120451209|XP_039490616.1|DSAN
OG0006039	LOC109428893|XP_029715550.1|AEAL	LOC120443773|XP_039479009.1|DSAN
OG0006040	LOC109428880|XP_019560263.2|AEAL	LOC120444534|XP_039480214.1|DSAN
OG0006041	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL	LOC120456511|XP_039499311.1|DSAN
OG0006042	LOC109416894|XP_029730889.1|AEAL	LOC120447117|XP_039484472.1|DSAN
OG0006043	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL	LOC120448332|XP_039486220.1|DSAN
OG0006044	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL	LOC120454965|XP_039496680.1|DSAN
OG0006045	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL	LOC120458697|XP_039502378.1|DSAN
OG0006046	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL	LOC120444318|XP_039479797.1|DSAN
OG0006047	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL	LOC120448943|XP_039487123.1|DSAN
OG0006048	LOC109397145|XP_019525030.2|AEAL	LOC120448973|XP_039487167.1|DSAN
OG0006049	LOC109397161|XP_019525043.2|AEAL	LOC120457377|XP_039500849.1|DSAN
OG0006050	LOC109397123|XP_019525004.2|AEAL	LOC120452690|XP_039492977.1|DSAN
OG0006051	LOC109432316|XP_019564201.1|AEAL	LOC120455688|XP_039498030.1|DSAN
OG0006052	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL	LOC120445313|XP_039481558.1|DSAN
OG0006053	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL	LOC120449131|XP_039487378.1|DSAN
OG0006054	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL	LOC120454888|XP_039496456.1|DSAN
OG0006055	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL	LOC120451403|XP_039491005.1|DSAN
OG0006056	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL	LOC120446444|XP_039483358.1|DSAN
OG0006057	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL	LOC120448431|XP_039486368.1|DSAN
OG0006058	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL	LOC120452059|XP_039492055.1|DSAN
OG0006059	LOC109409885|XP_029731075.1|AEAL	LOC120450523|XP_039489539.1|DSAN
OG0006060	LOC109409886|XP_019538947.2|AEAL	LOC120450525|XP_039489541.1|DSAN
OG0006061	LOC109409901|XP_019538963.2|AEAL	LOC120457007|XP_039500095.1|DSAN
OG0006062	LOC109399072|XP_019527042.1|AEAL	LOC120452225|XP_039492285.1|DSAN
OG0006063	LOC109399134|XP_019527117.2|AEAL	LOC120445088|XP_039481154.1|DSAN
OG0006064	LOC109399094|XP_019527070.2|AEAL	LOC120447079|XP_039484405.1|DSAN
OG0006065	LOC109409911|XP_019538977.2|AEAL	LOC120447834|XP_039485372.1|DSAN
OG0006066	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL	LOC120458131|XP_039501607.1|DSAN
OG0006067	LOC109399084|XP_029731093.1|AEAL	LOC120444631|XP_039480376.1|DSAN
OG0006068	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL	LOC120455500|XP_039497694.1|DSAN
OG0006069	LOC109399634|XP_029731142.1|AEAL	LOC120450595|XP_039489651.1|DSAN
OG0006071	LOC109399594|XP_029731143.1|AEAL	LOC120452836|XP_039493197.1|DSAN
OG0006072	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL	LOC120447841|XP_039485381.1|DSAN
OG0006073	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL	LOC120449312|XP_039487640.1|DSAN
OG0006074	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL	LOC120456137|XP_039498698.1|DSAN
OG0006075	LOC115267841|XP_029731192.1|AEAL	LOC120456231|XP_039498851.1|DSAN
OG0006076	LOC109398945|XP_029731205.1|AEAL	LOC120445458|XP_039481837.1|DSAN
OG0006077	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL	LOC120448546|XP_039486532.1|DSAN
OG0006078	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL	LOC120448752|XP_039486870.1|DSAN
OG0006079	LOC109401928|XP_029731263.1|AEAL	LOC120448061|XP_039485760.1|DSAN
OG0006080	LOC109399659|XP_019527699.2|AEAL	LOC120448057|XP_039485741.1|DSAN
OG0006081	LOC109421146|XP_019551183.2|AEAL	LOC120448260|XP_039486117.1|DSAN
OG0006082	LOC109410554|XP_029731278.1|AEAL	LOC120448350|XP_039486254.1|DSAN
OG0006083	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL	LOC120449471|XP_039487877.1|DSAN
OG0006084	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL	LOC120448697|XP_039486785.1|DSAN
OG0006085	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL	LOC120449336|XP_039487674.1|DSAN
OG0006086	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL	LOC120448386|XP_039486302.1|DSAN
OG0006087	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL	LOC120444319|XP_039479799.1|DSAN
OG0006088	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL	LOC120450599|XP_039489654.1|DSAN
OG0006089	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL	LOC120456630|XP_039499487.1|DSAN
OG0006090	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL	LOC120448206|XP_039486011.1|DSAN
OG0006091	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL	LOC120448865|XP_039487012.1|DSAN
OG0006092	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL	LOC120455699|XP_039498040.1|DSAN
OG0006093	LOC109426481|XP_019557547.2|AEAL	LOC120458396|XP_039501953.1|DSAN
OG0006094	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL	LOC120449127|XP_039487374.1|DSAN
OG0006095	LOC109403958|XP_019532390.2|AEAL	LOC120444617|XP_039480348.1|DSAN
OG0006096	LOC109426375|XP_019557393.2|AEAL	LOC120446042|XP_039482749.1|DSAN
OG0006097	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL	LOC120448188|XP_039485987.1|DSAN
OG0006098	LOC109622243|XP_019932054.2|AEAL	LOC120443925|XP_039479302.1|DSAN
OG0006099	LOC109622293|XP_029731502.1|AEAL	LOC120446450|XP_039483378.1|DSAN
OG0006100	LOC109431589|XP_019563371.2|AEAL	LOC120446618|XP_039483598.1|DSAN
OG0006101	LOC109622232|XP_019932034.2|AEAL	LOC120449023|XP_039487242.1|DSAN
OG0006102	LOC109431570|XP_029731514.1|AEAL	LOC120445870|XP_039482447.1|DSAN
OG0006103	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL	LOC120455421|XP_039497505.1|DSAN
OG0006104	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL	LOC120454937|XP_039496639.1|DSAN
OG0006105	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL	LOC120456427|XP_039499193.1|DSAN
OG0006106	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL	LOC120449259|XP_039487575.1|DSAN
OG0006107	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL	LOC120445022|XP_039481027.1|DSAN
OG0006108	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL	LOC120455466|XP_039497622.1|DSAN
OG0006109	LOC109403370|XP_019531732.1|AEAL	LOC120449004|XP_039487209.1|DSAN
OG0006110	LOC109410749|XP_029731587.1|AEAL	LOC120447497|XP_039484828.1|DSAN
OG0006111	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL	LOC120445049|XP_039481099.1|DSAN
OG0006112	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL	LOC120446321|XP_039483170.1|DSAN
OG0006113	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL	LOC120448608|XP_039486652.1|DSAN
OG0006114	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL	LOC120454560|XP_039495885.1|DSAN
OG0006115	LOC109410630|XP_029731613.1|AEAL	LOC120446151|XP_039482914.1|DSAN
OG0006116	LOC109433505|XP_029731616.1|AEAL	LOC120446109|XP_039482837.1|DSAN
OG0006117	LOC109433481|XP_019565447.2|AEAL	LOC120445768|XP_039482297.1|DSAN
OG0006118	LOC109433516|XP_029731638.1|AEAL	LOC120447139|XP_039484508.1|DSAN
OG0006119	LOC109410652|XP_019539731.1|AEAL	LOC120445784|XP_039482321.1|DSAN
OG0006120	LOC109410665|XP_019539748.2|AEAL	LOC120446520|XP_039483466.1|DSAN
OG0006121	LOC109407648|XP_019536346.1|AEAL	LOC120450404|XP_039489334.1|DSAN
OG0006122	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL	LOC120454917|XP_039496577.1|DSAN
OG0006123	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL	LOC120445709|XP_039482203.1|DSAN
OG0006124	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL	LOC120454026|XP_039494950.1|DSAN
OG0006125	LOC109621450|XP_019931031.2|AEAL	LOC120447998|XP_039485643.1|DSAN
OG0006126	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL	LOC120448621|XP_039486667.1|DSAN
OG0006127	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL	LOC120448270|XP_039486128.1|DSAN
OG0006128	LOC109425900|XP_019556821.1|AEAL	LOC120449010|XP_039487222.1|DSAN
OG0006129	LOC109426026|XP_019557003.2|AEAL	LOC120450534|XP_039489559.1|DSAN
OG0006130	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL	LOC120448036|XP_039485714.1|DSAN
OG0006131	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL	LOC120450585|XP_039489640.1|DSAN
OG0006132	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL	LOC120449189|XP_039487475.1|DSAN
OG0006133	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL	LOC120448037|XP_039485715.1|DSAN
OG0006134	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL	LOC120450356|XP_039489266.1|DSAN
OG0006135	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL	LOC120447471|XP_039484796.1|DSAN
OG0006136	LOC109425968|XP_019556925.1|AEAL	LOC120448000|XP_039485647.1|DSAN
OG0006137	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL	LOC120448771|XP_039486889.1|DSAN
OG0006138	LOC109425885|XP_019556809.2|AEAL	LOC120447010|XP_039484256.1|DSAN
OG0006139	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL	LOC120448393|XP_039486319.1|DSAN
OG0006140	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL	LOC120446516|XP_039483459.1|DSAN
OG0006142	LOC109425818|XP_019556706.1|AEAL	LOC120450481|XP_039489462.1|DSAN
OG0006143	LOC109425815|XP_019556703.2|AEAL	LOC120448862|XP_039487006.1|DSAN
OG0006144	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL	LOC120449222|XP_039487526.1|DSAN
OG0006145	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL	LOC120450109|XP_039488840.1|DSAN
OG0006146	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL	LOC120443784|XP_039479047.1|DSAN
OG0006147	LOC109425784|XP_029720450.1|AEAL	LOC120453769|XP_039494539.1|DSAN
OG0006148	LOC109425780|XP_019556649.1|AEAL	LOC120450336|XP_039489237.1|DSAN
OG0006149	LOC109425778|XP_019556645.2|AEAL	LOC120448999|XP_039487201.1|DSAN
OG0006150	LOC109407516|XP_019536118.2|AEAL	LOC120448997|XP_039487199.1|DSAN
OG0006151	LOC109425771|XP_019556638.2|AEAL	LOC120445061|XP_039481123.1|DSAN
OG0006152	LOC109430291|XP_029722909.1|AEAL	LOC120452079|XP_039492077.1|DSAN
OG0006153	LOC109408451|XP_029735124.1|AEAL	LOC120445123|XP_039481204.1|DSAN
OG0006155	LOC109427245|XP_019558308.2|AEAL	LOC120452784|XP_039493110.1|DSAN
OG0006156	LOC109398936|XP_029718519.1|AEAL	LOC120454355|XP_039495511.1|DSAN
OG0006157	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL	LOC120444884|XP_039480800.1|DSAN
OG0006158	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL	LOC120448938|XP_039487116.1|DSAN
OG0006159	LOC109407649|XP_019536347.2|AEAL	LOC120446455|XP_039483385.1|DSAN
OG0006160	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL	LOC120444663|XP_039480439.1|DSAN
OG0006161	LOC109426613|XP_029725528.1|AEAL	LOC120447888|XP_039485441.1|DSAN
OG0006181	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL	LOC120454602|XP_039495993.1|DSAN
OG0006182	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL	LOC120451595|XP_039491349.1|DSAN
OG0006183	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL	LOC120453257|XP_039493812.1|DSAN
OG0006184	LOC109405397|XP_019534002.2|AEAL	LOC120452960|XP_039493384.1|DSAN
OG0006185	LOC109431068|XP_019562751.2|AEAL	LOC120454344|XP_039495490.1|DSAN
OG0006186	LOC109431069|XP_019562752.2|AEAL	LOC120452576|XP_039492793.1|DSAN
OG0006187	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL	LOC120452580|XP_039492798.1|DSAN
OG0006188	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL	LOC120455209|XP_039497102.1|DSAN
OG0006189	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL	LOC120455211|XP_039497106.1|DSAN
OG0006190	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL	LOC120451502|XP_039491188.1|DSAN
OG0006191	LOC109397820|XP_029715577.1|AEAL	LOC120452083|XP_039492080.1|DSAN
OG0006192	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL	LOC120456479|XP_039499277.1|DSAN
OG0006193	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL	LOC120455471|XP_039497626.1|DSAN
OG0006194	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL	LOC120457090|XP_039500209.1|DSAN
OG0006195	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL	LOC120456361|XP_039499090.1|DSAN
OG0006196	LOC109413202|XP_019542453.2|AEAL	LOC120454432|XP_039495660.1|DSAN
OG0006197	LOC109424927|XP_019555652.2|AEAL	LOC120454852|XP_039496301.1|DSAN
OG0006198	LOC109424932|XP_029710833.1|AEAL	LOC120455760|XP_039498134.1|DSAN
OG0006199	LOC109413211|XP_019542478.2|AEAL	LOC120452642|XP_039492891.1|DSAN
OG0006200	LOC109431146|XP_019562886.2|AEAL	LOC120453365|XP_039493973.1|DSAN
OG0006201	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL	LOC120455239|XP_039497150.1|DSAN
OG0006202	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL	LOC120457050|XP_039500154.1|DSAN
OG0006203	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL	LOC120457380|XP_039500853.1|DSAN
OG0006204	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL	LOC120454396|XP_039495581.1|DSAN
OG0006205	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL	LOC120456748|XP_039499673.1|DSAN
OG0006206	LOC109431166|XP_029711688.1|AEAL	LOC120456456|XP_039499229.1|DSAN
OG0006207	LOC109431185|XP_019562944.2|AEAL	LOC120450543|XP_039489583.1|DSAN
OG0006208	LOC109431184|XP_029710723.1|AEAL	LOC120447984|XP_039485614.1|DSAN
OG0006209	LOC109412265|XP_029711492.1|AEAL	LOC120455226|XP_039497131.1|DSAN
OG0006210	LOC109424776|XP_029711088.1|AEAL	LOC120457292|XP_039500681.1|DSAN
OG0006211	LOC109424772|XP_019555497.1|AEAL	LOC120443769|XP_039478997.1|DSAN
OG0006212	LOC109417225|XP_029711755.1|AEAL	LOC120443764|XP_039478992.1|DSAN
OG0006213	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL	LOC120452276|XP_039492341.1|DSAN
OG0006214	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL	LOC120455376|XP_039497434.1|DSAN
OG0006215	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL	LOC120456166|XP_039498744.1|DSAN
OG0006216	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL	LOC120452725|XP_039493024.1|DSAN
OG0006217	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL	LOC120456068|XP_039498591.1|DSAN
OG0006218	LOC109433598|XP_019565582.2|AEAL	LOC120458032|XP_039501474.1|DSAN
OG0006219	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL	LOC120456581|XP_039499422.1|DSAN
OG0006220	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL	LOC120449460|XP_039487866.1|DSAN
OG0006221	LOC109428348|XP_019559612.2|AEAL	LOC120451068|XP_039490361.1|DSAN
OG0006222	LOC109415239|XP_019544671.2|AEAL	LOC120451073|XP_039490368.1|DSAN
OG0006223	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL	LOC120455812|XP_039498206.1|DSAN
OG0006224	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL	LOC120456750|XP_039499675.1|DSAN
OG0006225	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL	LOC120455438|XP_039497569.1|DSAN
OG0006226	LOC109428390|XP_019559657.1|AEAL	LOC120446608|XP_039483582.1|DSAN
OG0006227	LOC109415199|XP_019544627.2|AEAL	LOC120457123|XP_039500274.1|DSAN
OG0006228	LOC109415195|XP_019544624.2|AEAL	LOC120444487|XP_039480127.1|DSAN
OG0006229	LOC109428414|XP_019559689.1|AEAL	LOC120454897|XP_039496486.1|DSAN
OG0006230	LOC109428417|XP_019559694.2|AEAL	LOC120456614|XP_039499466.1|DSAN
OG0006231	LOC109428419|XP_029711365.1|AEAL	LOC120456857|XP_039499865.1|DSAN
OG0006232	LOC109428422|XP_019559720.2|AEAL	LOC120456083|XP_039498608.1|DSAN
OG0006233	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL	LOC120455576|XP_039497880.1|DSAN
OG0006234	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL	LOC120456620|XP_039499476.1|DSAN
OG0006235	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL	LOC120455302|XP_039497275.1|DSAN
OG0006236	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL	LOC120456612|XP_039499460.1|DSAN
OG0006237	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL	LOC120456749|XP_039499674.1|DSAN
OG0006238	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL	LOC120456107|XP_039498651.1|DSAN
OG0006239	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL	LOC120455133|XP_039496965.1|DSAN
OG0006240	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL	LOC120453124|XP_039493605.1|DSAN
OG0006241	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL	LOC120456616|XP_039499472.1|DSAN
OG0006242	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL	LOC120455800|XP_039498195.1|DSAN
OG0006243	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL	LOC120452603|XP_039492834.1|DSAN
OG0006244	LOC109428482|XP_019559803.2|AEAL	LOC120452620|XP_039492859.1|DSAN
OG0006245	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL	LOC120453741|XP_039494507.1|DSAN
OG0006246	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL	LOC120457269|XP_039500621.1|DSAN
OG0006247	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL	LOC120443728|XP_039478917.1|DSAN
OG0006248	LOC109416837|XP_019546467.2|AEAL	LOC120453219|XP_039493744.1|DSAN
OG0006249	LOC109413163|XP_029730095.1|AEAL	LOC120448486|XP_039486453.1|DSAN
OG0006250	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL	LOC120455564|XP_039497861.1|DSAN
