Orthogroup	AEAL.longest_only	DHYD.longest_only
OG0006356	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL	LOC111594265|XP_023163260.1|DHYD
OG0006357	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL	LOC111598144|XP_023168978.2|DHYD
OG0006358	LOC109423007|XP_029730271.1|AEAL	LOC111595290|XP_023164713.1|DHYD
OG0006359	LOC109415627|XP_019545073.2|AEAL	LOC111602623|XP_023175553.1|DHYD
OG0006360	LOC109423010|XP_019553469.1|AEAL	LOC111605146|XP_023179295.1|DHYD
OG0006361	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL	LOC111592376|XP_023160316.1|DHYD
OG0006363	LOC109413806|XP_019543088.2|AEAL	LOC111596043|XP_023165847.2|DHYD
OG0006364	LOC109413800|XP_019543074.2|AEAL	LOC111602447|XP_023175273.2|DHYD
OG0006365	LOC109421874|XP_029716106.1|AEAL, LOC109425298|XP_019556083.1|AEAL	LOC111593047|XP_030079313.1|DHYD
OG0006366	LOC109425273|XP_029716126.1|AEAL, LOC109421875|XP_029717610.1|AEAL	LOC111593058|XP_023161401.2|DHYD
OG0006367	LOC109421880|XP_029717614.1|AEAL	LOC111594248|XP_023163228.2|DHYD
OG0006368	LOC109421885|XP_019552006.2|AEAL	LOC111592469|XP_023160449.1|DHYD
OG0006369	LOC109425098|XP_029717622.1|AEAL	LOC111592467|XP_023160436.2|DHYD
OG0006370	LOC115260678|XP_029717691.1|AEAL, LOC109424929|XP_019555667.2|AEAL, LOC109418727|XP_029717650.1|AEAL	LOC111598379|XP_030079596.1|DHYD
OG0006371	LOC109424769|XP_019555498.2|AEAL, LOC109412947|XP_019542147.2|AEAL	LOC111602012|XP_023174674.2|DHYD
OG0006372	LOC115260662|XP_029717666.1|AEAL, LOC109424725|XP_029717716.1|AEAL	LOC111603251|XP_023176526.2|DHYD
OG0006373	LOC109412939|XP_029717729.1|AEAL, LOC115260665|XP_029717673.1|AEAL	LOC111604738|XP_023178679.1|DHYD
OG0006374	LOC109406901|XP_029717797.1|AEAL, LOC115267134|XP_029729832.1|AEAL	LOC111597255|XP_023167626.2|DHYD
OG0006375	LOC109427767|XP_019558907.2|AEAL, LOC109431340|XP_029717795.1|AEAL	LOC111598271|XP_023169216.2|DHYD
OG0006376	LOC115254055|XP_029717808.1|AEAL, LOC109427762|XP_029717786.1|AEAL	LOC111598441|XP_023169454.2|DHYD
OG0006377	LOC109431351|XP_019563119.1|AEAL, LOC109427760|XP_019558898.1|AEAL	LOC111603118|XP_023176358.1|DHYD
OG0006378	LOC109427759|XP_019558895.1|AEAL, LOC109431348|XP_019563110.2|AEAL	LOC111600235|XP_023172033.1|DHYD
OG0006379	LOC109427741|XP_019558880.2|AEAL	LOC111591908|XP_023159586.1|DHYD
OG0006380	LOC109427743|XP_019558883.2|AEAL, LOC109431375|XP_029717821.1|AEAL	LOC111604766|XP_023178735.1|DHYD
OG0006381	LOC109427706|XP_019558835.2|AEAL	LOC111603209|XP_023176472.1|DHYD
OG0006382	LOC109431380|XP_019563137.2|AEAL	LOC111593410|XP_023161904.1|DHYD
OG0006383	LOC109427696|XP_029728054.1|AEAL	LOC111598182|XP_023169048.1|DHYD
OG0006384	LOC109431390|XP_019563153.1|AEAL	LOC111602411|XP_023175209.1|DHYD
OG0006385	LOC109431485|XP_029717846.1|AEAL, LOC109427687|XP_029717928.1|AEAL	LOC111600154|XP_030080628.1|DHYD
OG0006386	LOC109431482|XP_019563239.2|AEAL, LOC109427680|XP_019558813.2|AEAL	LOC111605042|XP_023179146.2|DHYD
OG0006387	LOC109431499|XP_019563265.2|AEAL, LOC109427683|XP_019558817.2|AEAL	LOC111592485|XP_023160473.2|DHYD
OG0006388	LOC115260732|XP_029717859.1|AEAL, LOC109427666|XP_029717842.1|AEAL	LOC111598845|XP_023170049.2|DHYD
OG0006389	LOC109431450|XP_029717843.1|AEAL, LOC109427667|XP_029717861.1|AEAL	LOC111598817|XP_023170013.2|DHYD
OG0006390	LOC109431519|XP_019563297.2|AEAL, LOC109427652|XP_019558767.2|AEAL	LOC111595938|XP_023165672.1|DHYD
OG0006391	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL	LOC111594507|XP_023163592.2|DHYD
OG0006392	LOC109431452|XP_029717897.1|AEAL	LOC111593436|XP_023161951.2|DHYD
OG0006393	LOC109415588|XP_029717898.1|AEAL	LOC111602540|XP_023175438.2|DHYD
OG0006394	LOC109412192|XP_029717908.1|AEAL	LOC111601535|XP_023173935.2|DHYD
OG0006395	LOC109417115|XP_029728647.1|AEAL	LOC111597847|XP_023168524.1|DHYD
OG0006396	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL	LOC111593470|XP_023162000.2|DHYD
OG0006397	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL	LOC111593427|XP_023162347.1|DHYD
OG0006398	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL	LOC111603710|XP_023177219.1|DHYD
OG0006399	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL	LOC111596832|XP_023166975.1|DHYD
OG0006400	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL	LOC111596831|XP_023166974.2|DHYD
OG0006401	LOC109431004|XP_029707526.1|AEAL	LOC111592346|XP_023160247.2|DHYD
OG0006402	LOC109412126|XP_019541313.2|AEAL	LOC111598498|XP_023169525.2|DHYD
OG0006403	LOC109412130|XP_019541318.1|AEAL	LOC111592037|XP_030081745.1|DHYD
OG0006404	LOC109431109|XP_019562826.2|AEAL	LOC111592050|XP_023159815.2|DHYD
OG0006405	LOC109431193|XP_019562955.2|AEAL	LOC111604518|XP_023178382.1|DHYD
OG0006406	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL	LOC111602807|XP_023175872.1|DHYD
OG0006407	LOC109431436|XP_019563188.2|AEAL	LOC111603153|XP_023176398.1|DHYD
OG0006408	LOC109431578|XP_019563362.2|AEAL	LOC111593464|XP_023161994.2|DHYD
OG0006409	LOC109431473|XP_019563230.2|AEAL	LOC111591893|XP_023159567.1|DHYD
OG0006410	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL	LOC111594044|XP_023162968.1|DHYD
OG0006411	LOC109406377|XP_029714194.1|AEAL	LOC111596793|XP_023166919.2|DHYD
OG0006414	LOC109427619|XP_019558740.2|AEAL	LOC111595914|XP_023165632.1|DHYD
OG0006415	LOC109421800|XP_029708068.1|AEAL	LOC111596167|XP_023166027.2|DHYD
OG0006416	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL	LOC111602866|XP_023175952.1|DHYD
OG0006417	LOC115258025|XP_029713883.1|AEAL, LOC109424870|XP_029713884.1|AEAL	LOC111603889|XP_023177474.1|DHYD
OG0006418	LOC109405519|XP_019534162.2|AEAL	LOC111603358|XP_023176672.2|DHYD
OG0006420	LOC109622735|XP_019932731.2|AEAL	LOC111602675|XP_030080792.1|DHYD
OG0006421	LOC109622736|XP_019932735.2|AEAL	LOC111602279|XP_023175043.1|DHYD
OG0006422	LOC109419596|XP_029712359.1|AEAL	LOC111602324|XP_023175093.2|DHYD
OG0006423	LOC109419547|XP_019549314.2|AEAL	LOC111603545|XP_023176946.1|DHYD
OG0006424	LOC109419516|XP_029712318.1|AEAL	LOC111603547|XP_023176948.1|DHYD
OG0006425	LOC109423116|XP_029712310.1|AEAL	LOC111603611|XP_023177044.2|DHYD
OG0006426	LOC109423115|XP_019553562.2|AEAL	LOC111603610|XP_023177043.2|DHYD
OG0006427	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL	LOC111593228|XP_023161648.2|DHYD
OG0006428	LOC109423133|XP_019553596.2|AEAL	LOC111599808|XP_023171363.1|DHYD
OG0006429	LOC109423140|XP_019553612.2|AEAL	LOC111602688|XP_023175680.1|DHYD
OG0006430	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL	LOC111605697|XP_023180139.1|DHYD
OG0006431	LOC109423166|XP_029722764.1|AEAL	LOC111601456|XP_030078731.1|DHYD
OG0006432	LOC109397236|XP_029722770.1|AEAL	LOC111603482|XP_030081668.1|DHYD
OG0006433	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL	LOC111602879|XP_023175977.1|DHYD
OG0006434	LOC109432189|XP_019564058.2|AEAL	LOC111594728|XP_023163927.1|DHYD
OG0006435	LOC109432128|XP_029723032.1|AEAL	LOC111592697|XP_023160840.2|DHYD
OG0006436	LOC109432168|XP_019564032.2|AEAL	LOC111604416|XP_023178239.2|DHYD
OG0006437	LOC109432137|XP_019563979.1|AEAL	LOC111597295|XP_023167684.1|DHYD
OG0006438	LOC109432141|XP_019563991.1|AEAL	LOC111599090|XP_023170398.1|DHYD
OG0006439	LOC109423485|XP_019554001.1|AEAL	LOC111598838|XP_023170045.1|DHYD
OG0006440	LOC109432167|XP_029722804.1|AEAL	LOC111598848|XP_023170054.1|DHYD
OG0006441	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL	LOC111594579|XP_023163704.2|DHYD
OG0006442	LOC115263731|XP_029722865.1|AEAL	LOC111601784|XP_023174312.2|DHYD
OG0006443	LOC109430284|XP_019561882.2|AEAL	LOC111600819|XP_023172887.1|DHYD
OG0006444	LOC109430279|XP_019561873.1|AEAL	LOC111594462|XP_023163528.2|DHYD
OG0006445	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL	LOC111591979|XP_023159697.2|DHYD
OG0006446	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL	LOC111601351|XP_023173651.2|DHYD
OG0006447	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL	LOC111600805|XP_023172863.1|DHYD
OG0006448	LOC109430294|XP_019561891.2|AEAL	LOC111597173|XP_023167502.1|DHYD
OG0006449	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL	LOC111597174|XP_030080855.1|DHYD
OG0006450	LOC109430323|XP_029722925.1|AEAL	LOC111594949|XP_023164214.2|DHYD
OG0006451	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL	LOC111601854|XP_023174458.1|DHYD
OG0006452	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL	LOC111596065|XP_023165882.2|DHYD
OG0006453	LOC109621633|XP_029707605.1|AEAL	LOC111601055|XP_023173239.1|DHYD
OG0006454	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL	LOC111601947|XP_023174571.2|DHYD
OG0006455	LOC109430375|XP_029722973.1|AEAL	LOC111602659|XP_030081681.1|DHYD
OG0006456	LOC109413270|XP_019542541.1|AEAL	LOC111602777|XP_023175812.2|DHYD
OG0006457	LOC109410083|XP_019539162.2|AEAL	LOC111605479|XP_023179781.2|DHYD
OG0006459	LOC109410069|XP_019539144.2|AEAL	LOC111602780|XP_023175814.1|DHYD
OG0006460	LOC109432132|XP_019563967.1|AEAL	LOC111596492|XP_023166521.1|DHYD
OG0006461	LOC109430158|XP_019561743.2|AEAL	LOC111602672|XP_023175633.1|DHYD
OG0006462	LOC109430140|XP_019561722.2|AEAL	LOC111601508|XP_023173871.2|DHYD
OG0006463	LOC109430557|XP_029713778.1|AEAL	LOC111595216|XP_023164597.2|DHYD
OG0006464	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL	LOC111596659|XP_023166732.1|DHYD
OG0006465	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL	LOC111604032|XP_023177657.1|DHYD
OG0006466	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL	LOC111594245|XP_023163224.1|DHYD
OG0006467	LOC109430734|XP_019562357.2|AEAL	LOC111598086|XP_030081667.1|DHYD
OG0006468	LOC109399928|XP_019527923.2|AEAL	LOC111598905|XP_023170141.1|DHYD
OG0006469	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL	LOC111605036|XP_023179141.1|DHYD
OG0006470	LOC109399960|XP_029729776.1|AEAL	LOC111595096|XP_023164431.2|DHYD
OG0006471	LOC109399942|XP_019527940.2|AEAL	LOC111596491|XP_023166520.2|DHYD
OG0006472	LOC109399938|XP_019527937.2|AEAL	LOC111596487|XP_023166516.1|DHYD
OG0006473	LOC109425390|XP_029729765.1|AEAL	LOC111598744|XP_023169910.2|DHYD
OG0006474	LOC109425389|XP_019556187.1|AEAL	LOC111593861|XP_023162683.1|DHYD
OG0006475	LOC109399958|XP_019527971.1|AEAL	LOC111601383|XP_023173689.1|DHYD
OG0006476	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL	LOC111598875|XP_023170103.2|DHYD
OG0006477	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL	LOC111604740|XP_023178681.1|DHYD
OG0006478	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL	LOC111602705|XP_023175710.1|DHYD
OG0006479	LOC115259508|XP_029715993.1|AEAL	LOC111602797|XP_023175852.2|DHYD
OG0006480	LOC109415605|XP_019545043.2|AEAL	LOC111593832|XP_023162638.2|DHYD
OG0006481	LOC109425515|XP_019556310.1|AEAL	LOC111603764|XP_023177265.1|DHYD
OG0006482	LOC109408301|XP_019537115.2|AEAL	LOC111598331|XP_023169300.2|DHYD
OG0006483	LOC109408294|XP_029716261.1|AEAL	LOC111594509|XP_023163594.2|DHYD
OG0006484	LOC109408292|XP_029715979.1|AEAL	LOC111594536|XP_023163644.2|DHYD
OG0006485	LOC109400498|XP_019528559.2|AEAL	LOC111596258|XP_023166161.1|DHYD
OG0006486	LOC109622760|XP_029716468.1|AEAL	LOC111601312|XP_023173604.2|DHYD
OG0006487	LOC109400411|XP_019528470.2|AEAL	LOC111603543|XP_023176945.2|DHYD
OG0006488	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL	LOC111598687|XP_023169819.1|DHYD
OG0006489	LOC109412721|XP_019541888.1|AEAL	LOC111605462|XP_023179749.1|DHYD
OG0006490	LOC109425248|XP_029716356.1|AEAL	LOC111603441|XP_023176796.2|DHYD
OG0006491	LOC109425249|XP_029715845.1|AEAL	LOC111595788|XP_023165441.2|DHYD
OG0006492	LOC109412274|XP_029716231.1|AEAL	LOC111598793|XP_023169980.1|DHYD
OG0006493	LOC109425310|XP_029716520.1|AEAL	LOC111595948|XP_023165684.1|DHYD
OG0006494	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL	LOC111594261|XP_023163255.2|DHYD
OG0006495	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL	LOC111598472|XP_023169497.1|DHYD
OG0006496	LOC109425317|XP_029716521.1|AEAL	LOC111596495|XP_023166524.2|DHYD
OG0006497	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL	LOC111594515|XP_023163608.1|DHYD
OG0006498	LOC109419802|XP_019549638.2|AEAL	LOC111594482|XP_023163558.2|DHYD
OG0006499	LOC109425336|XP_029716308.1|AEAL	LOC111596405|XP_030080761.1|DHYD
OG0006500	LOC109425339|XP_019556132.2|AEAL	LOC111592631|XP_023160736.2|DHYD
OG0006501	LOC109425340|XP_019556133.2|AEAL	LOC111594478|XP_023163549.2|DHYD
OG0006502	LOC109415419|XP_029729682.1|AEAL	LOC111594528|XP_023163630.2|DHYD
OG0006503	LOC109425346|XP_019556143.1|AEAL	LOC111594490|XP_023163567.1|DHYD
OG0006504	LOC109425348|XP_019556144.2|AEAL	LOC111594541|XP_023163659.2|DHYD
OG0006505	LOC115254010|XP_029714362.1|AEAL	LOC111597838|XP_023168508.2|DHYD
OG0006506	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL	LOC111598372|XP_023169348.1|DHYD
OG0006507	LOC109429338|XP_029716044.1|AEAL	LOC111598500|XP_023169534.2|DHYD
OG0006508	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL	LOC111598616|XP_023169718.1|DHYD
OG0006509	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL	LOC111593434|XP_023161949.1|DHYD
OG0006510	LOC109397066|XP_029715963.1|AEAL	LOC111601794|XP_023174338.1|DHYD
OG0006511	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL	LOC111594531|XP_023163636.2|DHYD
OG0006512	LOC109433532|XP_029716014.1|AEAL, LOC109412592|XP_029716096.1|AEAL	LOC111600700|XP_023172722.2|DHYD
OG0006513	LOC109429301|XP_029716438.1|AEAL	LOC111594540|XP_023163649.1|DHYD
OG0006514	LOC109429359|XP_019560804.1|AEAL, LOC109398210|XP_019526064.1|AEAL	LOC111598814|XP_023170006.1|DHYD
OG0006515	LOC109429304|XP_019560756.2|AEAL, LOC109400818|XP_019528862.2|AEAL	LOC111598812|XP_023170004.1|DHYD
OG0006518	LOC109398458|XP_029719455.1|AEAL	LOC111593694|XP_023162378.1|DHYD
OG0006520	LOC109398460|XP_019526378.1|AEAL	LOC111596418|XP_023166397.2|DHYD
OG0006521	LOC109424332|XP_019554977.2|AEAL	LOC111593250|XP_023161676.2|DHYD
OG0006522	LOC109424331|XP_019554976.2|AEAL	LOC111596420|XP_023166399.2|DHYD
OG0006523	LOC109424334|XP_019554979.1|AEAL	LOC111594976|XP_023164243.1|DHYD
OG0006524	LOC109414933|XP_019544328.2|AEAL	LOC111598785|XP_023169966.1|DHYD
OG0006525	LOC109414931|XP_029716185.1|AEAL	LOC111592354|XP_030079673.1|DHYD
OG0006526	LOC115267374|XP_029730220.1|AEAL, LOC109409091|XP_019538042.2|AEAL	LOC111594436|XP_023163492.2|DHYD
OG0006527	LOC115267344|XP_029730126.1|AEAL	LOC111594437|XP_030080736.1|DHYD
OG0006528	LOC109411175|XP_019540195.1|AEAL	LOC111594595|XP_023163726.2|DHYD
OG0006529	LOC109411176|XP_019540196.2|AEAL	LOC111594438|XP_023163494.1|DHYD
OG0006530	LOC109411177|XP_019540197.1|AEAL, LOC115258177|XP_029714095.1|AEAL	LOC111594439|XP_023163495.2|DHYD
OG0006531	LOC109417098|XP_019546769.1|AEAL	LOC111594601|XP_023163733.2|DHYD
OG0006532	LOC109414776|XP_029730129.1|AEAL	LOC111594596|XP_030080663.1|DHYD
OG0006533	LOC109403614|XP_029730153.1|AEAL, LOC109414754|XP_019544129.2|AEAL	LOC111601227|XP_023173492.1|DHYD
OG0006534	LOC109430028|XP_029730185.1|AEAL, LOC109416354|XP_029730206.1|AEAL	LOC111594960|XP_023164227.1|DHYD
OG0006535	LOC115267358|XP_029730180.1|AEAL, LOC109430033|XP_019561602.1|AEAL	LOC111604196|XP_023177920.2|DHYD
OG0006536	LOC109416364|XP_029730172.1|AEAL	LOC111598213|XP_023169135.2|DHYD
OG0006537	LOC109430049|XP_019561622.2|AEAL, LOC115253448|XP_029730162.1|AEAL, LOC109416373|XP_019545958.2|AEAL	LOC111600625|XP_023172597.1|DHYD
OG0006538	LOC109406630|XP_029723423.1|AEAL	LOC111599575|XP_023171017.2|DHYD
OG0006539	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL	LOC111596007|XP_023165793.2|DHYD
OG0006540	LOC109423597|XP_019554121.2|AEAL	LOC111598225|XP_023169152.2|DHYD
OG0006541	LOC109423534|XP_019554063.2|AEAL	LOC111595231|XP_023164635.2|DHYD
OG0006542	LOC109402401|XP_019530611.2|AEAL	LOC111595232|XP_023164636.1|DHYD
OG0006543	LOC109423542|XP_019554071.2|AEAL	LOC111597762|XP_023168385.2|DHYD
OG0006544	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL	LOC111596430|XP_023166412.2|DHYD
OG0006545	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL	LOC111598346|XP_023169320.1|DHYD
OG0006546	LOC109405463|XP_029712616.1|AEAL	LOC111603489|XP_023176856.1|DHYD
OG0006547	LOC115267180|XP_029729889.1|AEAL	LOC111593689|XP_023162354.2|DHYD
OG0006548	LOC109408289|XP_019537100.1|AEAL	LOC111605546|XP_023179876.1|DHYD
OG0006549	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL	LOC111604840|XP_023178840.2|DHYD
OG0006550	LOC109411505|XP_029723850.1|AEAL, LOC109415927|XP_019545429.1|AEAL	LOC111594617|XP_023163773.2|DHYD
OG0006551	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL	LOC111596170|XP_023166031.2|DHYD
OG0006552	LOC109416096|XP_019545610.2|AEAL	LOC111596164|XP_023166024.2|DHYD
OG0006553	LOC109402954|XP_029723492.1|AEAL, LOC109416082|XP_019545594.2|AEAL	LOC111597761|XP_023168384.2|DHYD
OG0006554	LOC109416067|XP_029723489.1|AEAL	LOC111602603|XP_030081687.1|DHYD
OG0006555	LOC109415703|XP_029723518.1|AEAL	LOC111595556|XP_023165121.2|DHYD
OG0006556	LOC109415699|XP_019545171.2|AEAL	LOC111594469|XP_023163537.2|DHYD
OG0006557	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL	LOC111599418|XP_030078700.1|DHYD
OG0006558	LOC109414605|XP_029723553.1|AEAL	LOC111598256|XP_023169193.1|DHYD
OG0006559	LOC109414606|XP_019543980.2|AEAL	LOC111602783|XP_023175822.1|DHYD
OG0006560	LOC109414609|XP_019543983.2|AEAL	LOC111594820|XP_023164050.1|DHYD
OG0006561	LOC109414612|XP_019543987.2|AEAL	LOC111594819|XP_023164049.1|DHYD
OG0006562	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL	LOC111598259|XP_023169201.1|DHYD
OG0006563	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL	LOC111598561|XP_023169632.1|DHYD
OG0006564	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL	LOC111598877|XP_023170110.2|DHYD
OG0006565	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL	LOC111598894|XP_030080671.1|DHYD
OG0006566	LOC109417253|XP_019546910.2|AEAL	LOC111595682|XP_023165288.2|DHYD
OG0006567	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL	LOC111598555|XP_023169617.1|DHYD
OG0006568	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL	LOC111598658|XP_023169776.2|DHYD
OG0006569	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL	LOC111594843|XP_023164077.1|DHYD
OG0006570	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL	LOC111604796|XP_023178781.1|DHYD
OG0006571	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL	LOC111595896|XP_023165605.1|DHYD
OG0006572	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL	LOC111601295|XP_023173574.1|DHYD
OG0006573	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL	LOC111592384|XP_023160326.2|DHYD
OG0006574	LOC109412784|XP_029723637.1|AEAL	LOC111601793|XP_023174333.2|DHYD
OG0006575	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL	LOC111604262|XP_023178026.1|DHYD
OG0006576	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL	LOC115482736|XP_030081594.1|DHYD
OG0006577	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL	LOC111596257|XP_023166160.1|DHYD
OG0006578	LOC109404021|XP_029723674.1|AEAL	LOC111598545|XP_023169605.2|DHYD
OG0006579	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL	LOC111603918|XP_023177511.1|DHYD
OG0006580	LOC109405218|XP_019533793.2|AEAL	LOC111601396|XP_023173708.1|DHYD
OG0006581	LOC109412860|XP_019542035.2|AEAL	LOC111604795|XP_023178780.2|DHYD
OG0006582	LOC109405220|XP_029720360.1|AEAL	LOC111599605|XP_023171059.1|DHYD
OG0006583	LOC109405214|XP_029720366.1|AEAL	LOC111601438|XP_023173782.1|DHYD
OG0006584	LOC109405229|XP_019533809.2|AEAL	LOC111595015|XP_023164290.2|DHYD
OG0006585	LOC109412872|XP_029720370.1|AEAL	LOC111595560|XP_023165122.2|DHYD
OG0006586	LOC109412875|XP_019542065.2|AEAL	LOC111596425|XP_023166405.1|DHYD
OG0006587	LOC109405227|XP_019533807.2|AEAL	LOC111596421|XP_023166401.1|DHYD
OG0006588	LOC109405222|XP_029720374.1|AEAL	LOC111602529|XP_023175426.2|DHYD
OG0006589	LOC109406962|XP_019535516.1|AEAL	LOC111595226|XP_023164624.2|DHYD
OG0006590	LOC109405232|XP_019533811.2|AEAL	LOC111595265|XP_023164683.2|DHYD
OG0006591	LOC109409650|XP_019538649.1|AEAL	LOC111594385|XP_023163420.2|DHYD
OG0006592	LOC109409657|XP_019538667.2|AEAL	LOC111594625|XP_023163784.1|DHYD
OG0006593	LOC109409656|XP_019538666.2|AEAL	LOC111594623|XP_023163781.1|DHYD
OG0006594	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL	LOC111595668|XP_023165260.2|DHYD
OG0006595	LOC109409693|XP_029726019.1|AEAL	LOC111594021|XP_023162897.2|DHYD
OG0006596	LOC109409697|XP_019538717.2|AEAL	LOC111592417|XP_023160361.2|DHYD
OG0006598	LOC109411446|XP_029726032.1|AEAL	LOC111604002|XP_023177626.1|DHYD
OG0006599	LOC109411461|XP_019540530.2|AEAL	LOC111597603|XP_023168172.2|DHYD
OG0006600	LOC109411457|XP_029726036.1|AEAL	LOC111593201|XP_023161597.2|DHYD
OG0006601	LOC109409719|XP_019538755.2|AEAL	LOC111605197|XP_023179372.2|DHYD
OG0006602	LOC109411487|XP_019540554.1|AEAL	LOC111605198|XP_023179373.1|DHYD
OG0006603	LOC109409721|XP_019538757.2|AEAL	LOC111605193|XP_023179364.2|DHYD
OG0006604	LOC109412811|XP_019541967.2|AEAL	LOC111598719|XP_023169879.1|DHYD
OG0006605	LOC109409726|XP_019538765.2|AEAL	LOC111596478|XP_023166502.1|DHYD
OG0006606	LOC109412806|XP_029725264.1|AEAL	LOC111600301|XP_030081394.1|DHYD
OG0006607	LOC109409728|XP_029726061.1|AEAL	LOC111603718|XP_023177194.2|DHYD
OG0006608	LOC109409731|XP_019538772.1|AEAL	LOC111604875|XP_023178880.1|DHYD
OG0006609	LOC109404752|XP_019533226.2|AEAL	LOC111602719|XP_023175733.1|DHYD
OG0006610	LOC109404750|XP_029726137.1|AEAL	LOC111601665|XP_023174118.2|DHYD
OG0006611	LOC109621275|XP_029726148.1|AEAL	LOC111601671|XP_023174129.2|DHYD
OG0006612	LOC109404761|XP_019533243.3|AEAL	LOC111601669|XP_023174127.1|DHYD
OG0006613	LOC109404762|XP_019533244.1|AEAL	LOC111601667|XP_023174126.1|DHYD
