Orthogroup	AEAL.longest_only	DMIR.longest_only
OG0006805	LOC109430832|XP_029722021.1|AEAL	LOC108159166|XP_017147680.1|DMIR
OG0006806	LOC109430889|XP_029721983.1|AEAL	LOC108151274|XP_017135289.1|DMIR
OG0006807	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL	LOC108152317|XP_017137039.1|DMIR
OG0006808	LOC109430916|XP_029721936.1|AEAL	LOC108159275|XP_017147923.1|DMIR
OG0006809	LOC109431614|XP_019563392.2|AEAL	LOC108152850|XP_017137955.1|DMIR
OG0006810	LOC109430917|XP_029730393.1|AEAL	LOC108151249|XP_017135253.1|DMIR
OG0006811	LOC109431620|XP_019563396.2|AEAL	LOC108157209|XP_017144647.1|DMIR
OG0006812	LOC109431672|XP_019563471.1|AEAL	LOC108152739|XP_017137773.1|DMIR
OG0006813	LOC109430952|XP_019562613.1|AEAL	LOC108155574|XP_033245788.1|DMIR
OG0006814	LOC109398023|XP_019525915.2|AEAL	LOC108151118|XP_017135025.1|DMIR
OG0006815	LOC109398004|XP_029730630.1|AEAL	LOC108152882|XP_017138004.1|DMIR
OG0006816	LOC109431646|XP_029730627.1|AEAL	LOC108152649|XP_017137629.1|DMIR
OG0006817	LOC109426268|XP_019557285.2|AEAL	LOC108152444|XP_017137279.1|DMIR
OG0006818	LOC109398094|XP_029730570.1|AEAL, LOC109426278|XP_029714139.1|AEAL	LOC108151834|XP_017136197.1|DMIR
OG0006819	LOC115267593|XP_029730546.1|AEAL	LOC108151168|XP_017135086.1|DMIR, LOC108157809|XP_017145495.1|DMIR
OG0006820	LOC115254187|XP_029730543.1|AEAL, LOC109398016|XP_019525901.2|AEAL	LOC108152320|XP_017137044.1|DMIR
OG0006821	LOC109399475|XP_019527464.2|AEAL	LOC108161630|XP_017151418.1|DMIR, LOC117191186|XP_033252022.1|DMIR
OG0006823	LOC109398039|XP_019525939.1|AEAL	LOC108152793|XP_017137864.1|DMIR
OG0006824	LOC115254003|XP_029714082.1|AEAL, LOC109399511|XP_019527502.1|AEAL	LOC108151480|XP_017135603.1|DMIR
OG0006826	LOC109404376|XP_029735658.1|AEAL	LOC108153522|XP_033242216.1|DMIR
OG0006827	LOC109408670|XP_029735819.1|AEAL, LOC109403076|XP_019531358.2|AEAL	LOC108157081|XP_017144418.1|DMIR
OG0006828	LOC109403057|XP_029735842.1|AEAL	LOC108162202|XP_017152302.2|DMIR
OG0006829	LOC115266751|XP_029729163.1|AEAL, LOC109420842|XP_019550857.1|AEAL	LOC108153086|XP_017138355.1|DMIR
OG0006830	LOC109412540|XP_029735912.1|AEAL, LOC109420844|XP_029729165.1|AEAL	LOC108151053|XP_017134916.1|DMIR
OG0006831	LOC109401024|XP_019529052.2|AEAL	LOC108151863|XP_017136239.1|DMIR
OG0006832	LOC109420874|XP_019550915.1|AEAL	LOC108152094|XP_017136632.1|DMIR
OG0006833	LOC109401001|XP_029735958.1|AEAL	LOC108152485|XP_017137348.1|DMIR
OG0006834	LOC109422464|XP_019552790.2|AEAL, LOC109428687|XP_019560044.2|AEAL	LOC108157384|XP_017144904.1|DMIR
OG0006835	LOC109428639|XP_029735980.1|AEAL	LOC108151751|XP_017136078.1|DMIR
OG0006836	LOC109428644|XP_029735992.1|AEAL, LOC109422490|XP_029721599.1|AEAL	LOC108152714|XP_017137738.1|DMIR
OG0006837	LOC109428652|XP_019560000.2|AEAL	LOC108152650|XP_017137631.1|DMIR
OG0006838	LOC109428654|XP_019560004.1|AEAL	LOC108151830|XP_017136189.1|DMIR
OG0006839	LOC109428657|XP_029735997.1|AEAL	LOC108152917|XP_017138084.1|DMIR
OG0006840	LOC109424281|XP_029735631.1|AEAL	LOC108162845|XP_033249918.1|DMIR
OG0006841	LOC115270167|XP_029735265.1|AEAL	LOC108152771|XP_017137838.1|DMIR
OG0006842	LOC109424254|XP_029735308.1|AEAL	LOC108153259|XP_017138611.1|DMIR
OG0006843	LOC109408577|XP_019537447.2|AEAL, LOC109423861|XP_019554443.2|AEAL	LOC108152533|XP_017137433.1|DMIR
OG0006844	LOC109423860|XP_019554442.2|AEAL	LOC108154834|XP_017140737.2|DMIR
OG0006845	LOC109430625|XP_019562257.2|AEAL, LOC109423769|XP_029735499.1|AEAL	LOC108153074|XP_017138344.1|DMIR
OG0006846	LOC109423766|XP_029735507.1|AEAL	LOC108152878|XP_033242834.1|DMIR
OG0006847	LOC109430633|XP_019562270.2|AEAL	LOC108152876|XP_017137996.1|DMIR
OG0006848	LOC109423744|XP_029735561.1|AEAL	LOC108158882|XP_017147145.1|DMIR
OG0006849	LOC109423720|XP_019554251.2|AEAL	LOC108152945|XP_017138129.1|DMIR
OG0006850	LOC109423718|XP_019554249.1|AEAL	LOC108152587|XP_017137523.2|DMIR
OG0006851	LOC109423717|XP_019554247.2|AEAL	LOC117185882|XP_033243622.1|DMIR
OG0006852	LOC109408244|XP_029728725.1|AEAL	LOC108158510|XP_017146373.1|DMIR
OG0006853	LOC109411124|XP_019540123.2|AEAL	LOC108151498|XP_017135626.1|DMIR
OG0006854	LOC109411132|XP_029728775.1|AEAL, LOC109408197|XP_019536981.1|AEAL	LOC108160736|XP_017150416.1|DMIR
OG0006855	LOC109411146|XP_029728780.1|AEAL	LOC108151508|XP_017135642.1|DMIR
OG0006856	LOC109408212|XP_019537004.1|AEAL	LOC117185839|XP_033253823.1|DMIR, LOC108158673|XP_033247278.1|DMIR
OG0006857	LOC109411153|XP_029728791.1|AEAL	LOC108160512|XP_017150045.1|DMIR
OG0006858	LOC109411160|XP_019540180.2|AEAL	LOC108152332|XP_017137071.1|DMIR
OG0006859	LOC109408235|XP_029728803.1|AEAL	LOC117189837|XP_033250792.1|DMIR, LOC108159461|XP_017148257.1|DMIR
OG0006860	LOC109408243|XP_029728870.1|AEAL, LOC109408902|XP_019537818.1|AEAL	LOC117187826|XP_033246577.1|DMIR, LOC108159621|XP_017148565.2|DMIR
OG0006861	LOC109416692|XP_029728889.1|AEAL	LOC117193624|XP_033254253.1|DMIR, LOC108158912|XP_017147196.1|DMIR
OG0006862	LOC109416487|XP_019546106.2|AEAL	LOC108151574|XP_017135735.1|DMIR
OG0006863	LOC109415134|XP_029728935.1|AEAL, LOC109414987|XP_019544386.2|AEAL	LOC108162839|XP_017153272.1|DMIR
OG0006864	LOC109414997|XP_019544411.2|AEAL	LOC108159092|XP_017147546.1|DMIR
OG0006865	LOC109415006|XP_029728985.1|AEAL, LOC115266622|XP_029728986.1|AEAL	LOC108157559|XP_017145159.1|DMIR
OG0006866	LOC109415110|XP_019544515.2|AEAL	LOC108159424|XP_017148179.1|DMIR, LOC117189963|XP_033250936.1|DMIR
OG0006867	LOC109415008|XP_019544420.2|AEAL	LOC108160821|XP_017150540.1|DMIR, LOC117192278|XP_033252824.1|DMIR, LOC117192282|XP_033252829.1|DMIR
OG0006868	LOC115266629|XP_029728991.1|AEAL, LOC109415105|XP_029728990.1|AEAL	LOC117192280|XP_033252827.1|DMIR, LOC108159817|XP_017148877.1|DMIR
OG0006869	LOC109407039|XP_029729087.1|AEAL	LOC108158973|XP_017147300.1|DMIR, LOC117185715|XP_033250448.1|DMIR
OG0006870	LOC109417392|XP_029729008.1|AEAL	LOC117192560|XP_033253156.1|DMIR, LOC108159951|XP_033247045.1|DMIR
OG0006873	LOC109408309|XP_029732827.1|AEAL	LOC117190772|XP_033251721.1|DMIR, LOC108160721|XP_017150386.1|DMIR
OG0006875	LOC109411545|XP_029709926.1|AEAL, LOC115255872|XP_029709917.1|AEAL	LOC108161732|XP_017151544.1|DMIR
OG0006876	LOC115253955|XP_029709939.1|AEAL, LOC109421775|XP_029709932.1|AEAL, LOC115255890|XP_029709924.1|AEAL	LOC108158585|XP_017146521.1|DMIR
OG0006877	LOC109411896|XP_019541059.2|AEAL, LOC109407071|XP_029709935.1|AEAL	LOC108162775|XP_017153159.1|DMIR
OG0006878	LOC109414492|XP_029728216.1|AEAL, LOC109421554|XP_029728225.1|AEAL	LOC108162737|XP_017153103.1|DMIR
OG0006879	LOC109414485|XP_029728232.1|AEAL	LOC117192478|XP_033253066.1|DMIR, LOC108159987|XP_017149184.1|DMIR
OG0006880	LOC109414478|XP_029728238.1|AEAL, LOC109421401|XP_029728211.1|AEAL	LOC117188691|XP_033248808.1|DMIR
OG0006881	LOC109404739|XP_029728310.1|AEAL, LOC115253747|XP_029728505.1|AEAL	LOC108162434|XP_017152657.1|DMIR
OG0006882	LOC109428213|XP_019559457.1|AEAL	LOC108159620|XP_017148564.1|DMIR
OG0006883	LOC115259047|XP_029715413.1|AEAL, LOC115259056|XP_029715421.1|AEAL, LOC109427823|XP_019558953.2|AEAL	LOC108161352|XP_033249168.1|DMIR
OG0006884	LOC109427860|XP_029715490.1|AEAL	LOC108162649|XP_017152970.1|DMIR
OG0006885	LOC109424163|XP_029715452.1|AEAL	LOC108162633|XP_017152946.2|DMIR
OG0006887	LOC109433249|XP_029714932.1|AEAL	LOC108152458|XP_017137314.1|DMIR
OG0006888	LOC109424394|XP_029714907.1|AEAL	LOC108161613|XP_033249807.1|DMIR
OG0006889	LOC109424428|XP_019555082.2|AEAL	LOC108161361|XP_017151092.1|DMIR
OG0006890	LOC109433258|XP_019565227.2|AEAL	LOC108162031|XP_017152038.1|DMIR
OG0006891	LOC109424528|XP_019555250.2|AEAL	LOC108163119|XP_017153714.1|DMIR
OG0006892	LOC109433230|XP_019565191.2|AEAL	LOC108162914|XP_017153380.1|DMIR
OG0006893	LOC109433266|XP_019565238.2|AEAL	LOC108163965|XP_017155008.1|DMIR
OG0006894	LOC109433275|XP_019565248.2|AEAL	LOC108163964|XP_017155005.1|DMIR
OG0006895	LOC109622875|XP_019932885.2|AEAL	LOC108158608|XP_017146576.1|DMIR
OG0006896	LOC109622873|XP_019932883.1|AEAL	LOC108164254|XP_017155379.1|DMIR
OG0006897	LOC109622866|XP_029713905.1|AEAL	LOC108163023|XP_017153551.1|DMIR
OG0006898	LOC109420090|XP_019549947.2|AEAL	LOC108161734|XP_017151547.1|DMIR
OG0006899	LOC109420086|XP_019549943.2|AEAL	LOC108162068|XP_017152102.1|DMIR
OG0006900	LOC109420077|XP_019549926.1|AEAL	LOC108164531|XP_017155813.1|DMIR
OG0006901	LOC109407834|XP_019536548.1|AEAL	LOC108163686|XP_017154605.1|DMIR
OG0006902	LOC109408221|XP_019537021.2|AEAL, LOC109400996|XP_029713306.1|AEAL	LOC108165032|XP_017156558.1|DMIR
OG0006903	LOC109400973|XP_029713227.1|AEAL	LOC108156358|XP_033246014.1|DMIR
OG0006904	LOC109412353|XP_019541540.1|AEAL, LOC109416188|XP_029712991.1|AEAL	LOC108163775|XP_017154741.1|DMIR
OG0006906	LOC109412364|XP_019541559.2|AEAL	LOC108163709|XP_017154641.1|DMIR
OG0006907	LOC109412368|XP_029712619.1|AEAL	LOC108161795|XP_033248771.1|DMIR
OG0006908	LOC109401408|XP_019529505.2|AEAL	LOC108163560|XP_017154414.1|DMIR
OG0006909	LOC109432862|XP_019564753.2|AEAL	LOC108163189|XP_017153818.1|DMIR
OG0006910	LOC109401363|XP_019529415.2|AEAL	LOC108162610|XP_017152918.1|DMIR
OG0006911	LOC109401433|XP_029712092.1|AEAL, LOC109404653|XP_029712143.1|AEAL	LOC108164852|XP_017156269.1|DMIR
OG0006912	LOC109412936|XP_029715451.1|AEAL	LOC108163776|XP_017154743.1|DMIR
OG0006913	LOC109411249|XP_029715458.1|AEAL	LOC108163543|XP_017154390.1|DMIR
OG0006914	LOC109411251|XP_019540314.2|AEAL	LOC108151366|XP_017135415.1|DMIR
OG0006915	LOC109433122|XP_029719554.1|AEAL, LOC109411253|XP_029715440.1|AEAL	LOC108162908|XP_017153368.1|DMIR
OG0006916	LOC109433065|XP_029715435.1|AEAL	LOC108162866|XP_017153304.1|DMIR
OG0006919	LOC109405799|XP_019534401.2|AEAL	LOC108161791|XP_017151629.1|DMIR
OG0006920	LOC115259360|XP_029715763.1|AEAL, LOC109411283|XP_029715703.1|AEAL, LOC109433032|XP_029711361.1|AEAL	LOC108161632|XP_017151422.1|DMIR
OG0006921	LOC109433057|XP_029711204.1|AEAL	LOC108162419|XP_017152634.1|DMIR
OG0006922	LOC109433079|XP_019565016.1|AEAL	LOC108162580|XP_017152882.1|DMIR
OG0006923	LOC109420029|XP_029711125.1|AEAL	LOC108162703|XP_017153047.1|DMIR
OG0006924	LOC109420136|XP_019549996.1|AEAL	LOC108161919|XP_017151823.1|DMIR
OG0006925	LOC109433145|XP_029711057.1|AEAL	LOC108157183|XP_017144595.1|DMIR
OG0006926	LOC109401713|XP_019529842.2|AEAL	LOC108163475|XP_017154265.2|DMIR
OG0006927	LOC109401722|XP_019529859.2|AEAL	LOC108163899|XP_017154911.2|DMIR
OG0006928	LOC109401719|XP_019529851.1|AEAL	LOC108164237|XP_033248861.1|DMIR
OG0006930	LOC109622004|XP_029725030.1|AEAL	LOC108163727|XP_017154672.1|DMIR
OG0006931	LOC109621953|XP_019931713.2|AEAL, LOC109415045|XP_019544439.2|AEAL	LOC108163417|XP_017154174.1|DMIR
OG0006932	LOC109404204|XP_029724911.1|AEAL, LOC109621947|XP_029724954.1|AEAL	LOC108163053|XP_017153614.1|DMIR
OG0006933	LOC109404209|XP_029724950.1|AEAL, LOC109621944|XP_029724893.1|AEAL	LOC108161608|XP_017151393.1|DMIR
OG0006934	LOC109414027|XP_019543305.2|AEAL	LOC108156043|XP_033244480.1|DMIR
OG0006935	LOC109400337|XP_029724843.1|AEAL	LOC108163416|XP_017154172.1|DMIR
OG0006937	LOC109425161|XP_019555947.1|AEAL	LOC108163010|XP_017153527.1|DMIR
OG0006938	LOC109429440|XP_019560940.2|AEAL	LOC108162057|XP_017152086.1|DMIR
OG0006939	LOC109429439|XP_019560938.1|AEAL	LOC108162926|XP_017153400.1|DMIR
OG0006940	LOC109425142|XP_019555917.2|AEAL	LOC108163185|XP_017153810.1|DMIR
OG0006941	LOC115266941|XP_029729501.1|AEAL	LOC108162823|XP_017153238.1|DMIR
OG0006942	LOC109429376|XP_019560820.2|AEAL	LOC108158135|XP_017145833.1|DMIR
OG0006943	LOC109408128|XP_019536903.2|AEAL	LOC108161943|XP_017151865.1|DMIR
OG0006944	LOC109408124|XP_029729427.1|AEAL	LOC108162009|XP_017151989.1|DMIR
OG0006945	LOC109408119|XP_019536883.2|AEAL	LOC108162483|XP_017152722.1|DMIR
OG0006946	LOC109419069|XP_029729408.1|AEAL	LOC108157082|XP_017144420.1|DMIR
OG0006947	LOC109419043|XP_019548804.2|AEAL	LOC108162491|XP_017152731.1|DMIR
OG0006948	LOC109419076|XP_019548831.2|AEAL	LOC108163197|XP_017153831.1|DMIR
OG0006949	LOC109409333|XP_019538327.2|AEAL, LOC115266913|XP_029729391.1|AEAL, LOC109419093|XP_019548850.2|AEAL	LOC108163901|XP_017154914.1|DMIR
OG0006950	LOC109419530|XP_019549292.2|AEAL, LOC109409295|XP_019538281.2|AEAL	LOC108162460|XP_017152696.1|DMIR
OG0006951	LOC109409276|XP_029718124.1|AEAL, LOC109419572|XP_029714721.1|AEAL	LOC108163165|XP_017153776.1|DMIR
OG0006952	LOC109419579|XP_019549344.2|AEAL	LOC108154861|XP_017140777.1|DMIR
OG0006953	LOC109409270|XP_019538236.2|AEAL	LOC108152842|XP_017137939.1|DMIR
OG0006954	LOC109419584|XP_019549350.1|AEAL	LOC108161566|XP_017151344.2|DMIR
OG0006955	LOC109419587|XP_029714881.1|AEAL	LOC108157359|XP_017144871.1|DMIR
OG0006956	LOC109409251|XP_029714835.1|AEAL	LOC108162265|XP_017152403.1|DMIR
OG0006957	LOC109409249|XP_029714949.1|AEAL	LOC108163133|XP_017153736.2|DMIR
OG0006958	LOC109419599|XP_019549375.2|AEAL	LOC108160454|XP_017149959.1|DMIR, LOC117190854|XP_033251772.1|DMIR
OG0006959	LOC109409246|XP_019538206.2|AEAL	LOC108153368|XP_017138827.1|DMIR
OG0006960	LOC109409242|XP_019538202.2|AEAL	LOC108162198|XP_017152294.1|DMIR
OG0006961	LOC109621277|XP_029715239.1|AEAL	LOC108163758|XP_017154718.1|DMIR
OG0006962	LOC109622815|XP_019932817.1|AEAL, LOC109397523|XP_029715283.1|AEAL	LOC108162613|XP_017152920.1|DMIR
OG0006963	LOC115271035|XP_029736322.1|AEAL, LOC109621307|XP_029714610.1|AEAL	LOC108162036|XP_017152048.2|DMIR
OG0006964	LOC109622834|XP_019932838.2|AEAL	LOC108164230|XP_017155350.2|DMIR
OG0006965	LOC109404412|XP_019532837.2|AEAL	LOC108161735|XP_017151548.1|DMIR
OG0006966	LOC109398644|XP_019526575.2|AEAL	LOC108162433|XP_017152656.2|DMIR
OG0006967	LOC109398643|XP_019526573.2|AEAL	LOC108158616|XP_017146580.1|DMIR
OG0006968	LOC109404609|XP_019533059.2|AEAL	LOC108159692|XP_017148690.1|DMIR
OG0006969	LOC109404806|XP_029715233.1|AEAL	LOC108152823|XP_017137905.1|DMIR
OG0006970	LOC109406723|XP_029714544.1|AEAL, LOC115258532|XP_029714526.1|AEAL	LOC108156645|XP_017143736.1|DMIR
OG0006971	LOC109398724|XP_019526664.2|AEAL	LOC108162831|XP_017153252.1|DMIR
OG0006972	LOC109398704|XP_019526631.2|AEAL	LOC108162889|XP_017153343.1|DMIR
OG0006973	LOC109407268|XP_029714457.1|AEAL	LOC108161313|XP_017151022.2|DMIR
OG0006974	LOC109405866|XP_019534471.2|AEAL, LOC109407205|XP_029716571.1|AEAL	LOC108162846|XP_017153279.1|DMIR
OG0006975	LOC109407230|XP_029714714.1|AEAL	LOC108162353|XP_017152548.1|DMIR
OG0006976	LOC109424232|XP_019554858.2|AEAL	LOC108163316|XP_017154029.1|DMIR
OG0006977	LOC109420931|XP_029714072.1|AEAL, LOC109412683|XP_029720653.1|AEAL	LOC108160083|XP_017149344.1|DMIR
OG0006978	LOC109412651|XP_029714040.1|AEAL, LOC109420936|XP_029720648.1|AEAL, LOC115258141|XP_029714045.1|AEAL	LOC108163297|XP_017153996.1|DMIR
OG0006979	LOC109428471|XP_019559789.2|AEAL	LOC108162086|XP_017152129.1|DMIR
OG0006980	LOC109420995|XP_019551018.2|AEAL	LOC108163687|XP_017154607.1|DMIR
OG0006981	LOC109428695|XP_029715201.1|AEAL	LOC108163270|XP_017153960.1|DMIR
OG0006982	LOC109428719|XP_019560092.1|AEAL	LOC108163088|XP_017153658.1|DMIR
OG0006983	LOC109428745|XP_019560118.2|AEAL	LOC108162465|XP_017152702.1|DMIR
OG0006984	LOC109421007|XP_019551037.1|AEAL	LOC108162008|XP_017151986.1|DMIR
OG0006985	LOC109421011|XP_019551041.2|AEAL	LOC108163152|XP_017153758.1|DMIR
OG0006986	LOC109428798|XP_019560199.2|AEAL	LOC108162810|XP_017153210.1|DMIR
OG0006987	LOC109421056|XP_019551089.2|AEAL	LOC108159935|XP_017149075.1|DMIR
OG0006988	LOC115253814|XP_029732625.1|AEAL, LOC109421061|XP_029715160.1|AEAL	LOC108162482|XP_017152721.1|DMIR
OG0006989	LOC109416523|XP_019546140.1|AEAL	LOC108163373|XP_017154114.1|DMIR
OG0006990	LOC109415689|XP_029715572.1|AEAL, LOC109416528|XP_029714588.1|AEAL	LOC108163769|XP_017154734.1|DMIR
OG0006991	LOC109405612|XP_019534217.2|AEAL	LOC108157233|XP_017144679.1|DMIR
OG0006992	LOC109417672|XP_029709324.1|AEAL	LOC108162352|XP_033249946.1|DMIR
OG0006993	LOC109417226|XP_029709486.1|AEAL	LOC108162024|XP_017152006.1|DMIR
OG0006994	LOC109417726|XP_029709182.1|AEAL	LOC108163203|XP_033248533.1|DMIR
OG0006995	LOC109417740|XP_029709153.1|AEAL	LOC108163714|XP_017154651.1|DMIR
OG0006996	LOC115253942|XP_029709143.1|AEAL, LOC109420025|XP_019549878.1|AEAL	LOC108163715|XP_017154652.1|DMIR
OG0006997	LOC115255251|XP_029709058.1|AEAL, LOC109419399|XP_029710310.1|AEAL, LOC115255246|XP_029709053.1|AEAL, LOC115255260|XP_029709073.1|AEAL	LOC108159489|XP_017148318.2|DMIR, LOC117187765|XP_033246474.1|DMIR
OG0006998	LOC109397496|XP_019525339.2|AEAL, LOC115253470|XP_029708978.1|AEAL	LOC108154081|XP_017139682.1|DMIR
OG0006999	LOC109419965|XP_019549799.1|AEAL, LOC115255191|XP_029708991.1|AEAL	LOC108163147|XP_017153752.1|DMIR
OG0007000	LOC109419905|XP_019549733.2|AEAL	LOC108161813|XP_017151661.1|DMIR
OG0007001	LOC109420715|XP_019550716.2|AEAL	LOC108160569|XP_017150142.1|DMIR
OG0007002	LOC109414139|XP_029708866.1|AEAL	LOC108162996|XP_033250096.1|DMIR
OG0007003	LOC109414105|XP_019543401.2|AEAL, LOC109420684|XP_019550661.2|AEAL	LOC117190511|XP_033251469.1|DMIR, LOC108159663|XP_017148629.1|DMIR
OG0007004	LOC109420669|XP_019550636.2|AEAL	LOC108163512|XP_017154333.1|DMIR
OG0007005	LOC109413918|XP_029708750.1|AEAL	LOC108163759|XP_017154721.1|DMIR
OG0007006	LOC109420556|XP_029732942.1|AEAL, LOC115255108|XP_029708808.1|AEAL	LOC108163470|XP_017154258.1|DMIR
OG0007007	LOC109429462|XP_019560960.1|AEAL, LOC109420650|XP_019550556.1|AEAL	LOC108164039|XP_017155105.1|DMIR
OG0007008	LOC109420576|XP_029709534.1|AEAL	LOC108163070|XP_017153634.1|DMIR
OG0007009	LOC109417170|XP_019546841.2|AEAL	LOC108163054|XP_017153615.2|DMIR
OG0007010	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL	LOC108163539|XP_017154384.1|DMIR
OG0007011	LOC109407750|XP_019536469.1|AEAL	LOC108156083|XP_017142860.1|DMIR
OG0007012	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL	LOC108163694|XP_017154616.1|DMIR
OG0007013	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL	LOC108163595|XP_017154467.1|DMIR
OG0007014	LOC109419738|XP_019549558.2|AEAL	LOC108163951|XP_017154981.1|DMIR
OG0007015	LOC109419757|XP_019549572.2|AEAL	LOC108162827|XP_017153244.1|DMIR
OG0007016	LOC109419762|XP_019549587.2|AEAL	LOC108161420|XP_017151165.1|DMIR
OG0007017	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL	LOC108163588|XP_017154454.1|DMIR
OG0007018	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL	LOC108163492|XP_017154301.1|DMIR
OG0007019	LOC109431815|XP_019563627.2|AEAL	LOC108163884|XP_017154888.1|DMIR
OG0007020	LOC109427442|XP_029708477.1|AEAL	LOC108162299|XP_017152454.1|DMIR
OG0007022	LOC109428002|XP_019559208.2|AEAL	LOC108162705|XP_017153050.1|DMIR
OG0007023	LOC109428038|XP_029728557.1|AEAL	LOC108161335|XP_017151062.1|DMIR
OG0007024	LOC109428057|XP_029728558.1|AEAL	LOC108155614|XP_017142032.1|DMIR
OG0007025	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL	LOC108165044|XP_017156571.1|DMIR
OG0007026	LOC109433586|XP_019565564.2|AEAL	LOC108162085|XP_017152128.1|DMIR
OG0007027	LOC109430141|XP_019561721.1|AEAL	LOC108161996|XP_017151954.1|DMIR
OG0007029	LOC115261023|XP_029718255.1|AEAL	LOC108161940|XP_017151863.1|DMIR
OG0007030	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL	LOC108158530|XP_017146421.1|DMIR
OG0007031	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL	LOC108161331|XP_017151058.1|DMIR
OG0007032	LOC109432628|XP_019564538.2|AEAL	LOC108153434|XP_017138928.1|DMIR
OG0007033	LOC109432653|XP_019564563.2|AEAL	LOC108161682|XP_017151480.1|DMIR
OG0007034	LOC109427572|XP_019558690.2|AEAL	LOC108161721|XP_017151530.1|DMIR
OG0007035	LOC109432680|XP_019564602.2|AEAL	LOC108153283|XP_017138644.1|DMIR
OG0007036	LOC109427558|XP_019558674.2|AEAL	LOC108152046|XP_017136538.1|DMIR
OG0007037	LOC109427574|XP_019558697.2|AEAL	LOC108156734|XP_017143882.1|DMIR
OG0007038	LOC109416244|XP_029727394.1|AEAL	LOC108158353|XP_017146083.1|DMIR
OG0007039	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL	LOC108160367|XP_017149828.1|DMIR
OG0007040	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL	LOC108163180|XP_033249863.1|DMIR
OG0007041	LOC115265620|XP_029727324.1|AEAL	LOC108163161|XP_017153770.1|DMIR
OG0007042	LOC109431007|XP_029727308.1|AEAL	LOC108164279|XP_017155414.1|DMIR
OG0007043	LOC109404810|XP_019533306.2|AEAL	LOC108155261|XP_017141448.1|DMIR
OG0007044	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL	LOC108162806|XP_017153205.1|DMIR
OG0007045	LOC109419322|XP_029727212.1|AEAL	LOC108156762|XP_017143914.1|DMIR
OG0007046	LOC109419315|XP_019549096.2|AEAL	LOC108156020|XP_033245482.1|DMIR
OG0007047	LOC109421664|XP_019551739.2|AEAL	LOC108162226|XP_017152336.1|DMIR
OG0007048	LOC109421660|XP_019551730.2|AEAL	LOC108163243|XP_017153895.1|DMIR
OG0007049	LOC109421618|XP_019551666.1|AEAL	LOC108163520|XP_017154355.1|DMIR
OG0007050	LOC109409175|XP_019538140.2|AEAL	LOC108164089|XP_017155168.1|DMIR
OG0007051	LOC109409200|XP_029727111.1|AEAL	LOC108164033|XP_017155098.1|DMIR
OG0007052	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL	LOC108154862|XP_017140781.1|DMIR
OG0007053	LOC109421518|XP_029727081.1|AEAL	LOC108156289|XP_017143160.1|DMIR
OG0007054	LOC109621331|XP_019930921.2|AEAL	LOC108159160|XP_017147655.1|DMIR
OG0007055	LOC109621337|XP_029726807.1|AEAL	LOC108160121|XP_017149403.1|DMIR
OG0007056	LOC109421461|XP_019551500.2|AEAL	LOC108152634|XP_017137602.1|DMIR
OG0007057	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL	LOC108154872|XP_017140803.1|DMIR
OG0007058	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL	LOC108164696|XP_017156057.1|DMIR
OG0007059	LOC109421345|XP_029726913.1|AEAL, LOC109432556|XP_019564442.2|AEAL	LOC108163092|XP_017153667.1|DMIR
OG0007060	LOC115265572|XP_029727066.1|AEAL	LOC108162939|XP_017153414.1|DMIR
OG0007061	LOC109421193|XP_029726917.1|AEAL, LOC109432482|XP_029727065.1|AEAL	LOC108162946|XP_017153426.1|DMIR
OG0007062	LOC109621806|XP_019931506.2|AEAL	LOC108162273|XP_017152420.2|DMIR
OG0007063	LOC109421307|XP_019551355.3|AEAL	LOC108163499|XP_017154313.1|DMIR
OG0007064	LOC109421303|XP_019551348.1|AEAL	LOC108158668|XP_017146666.1|DMIR
OG0007065	LOC109621809|XP_019931517.2|AEAL	LOC108151583|XP_017135751.1|DMIR
OG0007066	LOC109621858|XP_019931608.2|AEAL	LOC108152497|XP_017137361.1|DMIR
OG0007067	LOC109421298|XP_019551341.2|AEAL	LOC108163213|XP_033248438.1|DMIR
OG0007068	LOC109621853|XP_029726958.1|AEAL	LOC108162604|XP_017152912.2|DMIR
