Orthogroup	AEAL.longest_only	DGUA.longest_only
OG0007010	LOC109420531|XP_029708697.1|AEAL, LOC109417005|XP_029708694.1|AEAL	LOC117582467|XP_034126087.1|DGUA
OG0007011	LOC109407750|XP_019536469.1|AEAL	LOC117585785|XP_034131367.1|DGUA
OG0007012	LOC109420523|XP_029708669.1|AEAL, LOC115255430|XP_029709421.1|AEAL	LOC117581887|XP_034125245.1|DGUA
OG0007013	LOC109419736|XP_029708636.1|AEAL, LOC115255020|XP_029708583.1|AEAL	LOC117587716|XP_034134516.1|DGUA
OG0007014	LOC109419738|XP_019549558.2|AEAL	LOC117587715|XP_034134512.1|DGUA
OG0007015	LOC109419757|XP_019549572.2|AEAL	LOC117583875|XP_034128415.1|DGUA
OG0007016	LOC109419762|XP_019549587.2|AEAL	LOC117591562|XP_034140758.1|DGUA
OG0007017	LOC115254978|XP_029708529.1|AEAL, LOC109402110|XP_019530277.2|AEAL	LOC117584577|XP_034129442.1|DGUA
OG0007018	LOC115254993|XP_029708557.1|AEAL, LOC109402109|XP_019530276.1|AEAL	LOC117587631|XP_034134387.1|DGUA
OG0007019	LOC109431815|XP_019563627.2|AEAL	LOC117588236|XP_034135277.1|DGUA
OG0007020	LOC109427442|XP_029708477.1|AEAL	LOC117591075|XP_034140067.1|DGUA
OG0007022	LOC109428002|XP_019559208.2|AEAL	LOC117581719|XP_034124988.1|DGUA
OG0007023	LOC109428038|XP_029728557.1|AEAL	LOC117584738|XP_034129702.1|DGUA
OG0007024	LOC109428057|XP_029728558.1|AEAL	LOC117585221|XP_034130506.1|DGUA
OG0007025	LOC109433591|XP_029729239.1|AEAL, LOC115253748|XP_029729230.1|AEAL	LOC117581266|XP_034124167.1|DGUA
OG0007026	LOC109433586|XP_019565564.2|AEAL	LOC117582630|XP_034126398.1|DGUA
OG0007027	LOC109430141|XP_019561721.1|AEAL	LOC117581707|XP_034124977.1|DGUA
OG0007029	LOC115261023|XP_029718255.1|AEAL	LOC117584703|XP_034129635.1|DGUA
OG0007030	LOC109430167|XP_019561757.2|AEAL, LOC115264867|XP_029724760.1|AEAL	LOC117590335|XP_034138720.1|DGUA
OG0007031	LOC115264869|XP_029724761.1|AEAL, LOC109430169|XP_019561759.1|AEAL	LOC117584752|XP_034129735.1|DGUA
OG0007032	LOC109432628|XP_019564538.2|AEAL	LOC117579419|XP_034121189.1|DGUA
OG0007033	LOC109432653|XP_019564563.2|AEAL	LOC117584616|XP_034129523.1|DGUA
OG0007034	LOC109427572|XP_019558690.2|AEAL	LOC117584646|XP_034129561.1|DGUA
OG0007035	LOC109432680|XP_019564602.2|AEAL	LOC117588441|XP_034135615.1|DGUA
OG0007036	LOC109427558|XP_019558674.2|AEAL	LOC117587228|XP_034133682.1|DGUA
OG0007037	LOC109427574|XP_019558697.2|AEAL	LOC117583391|XP_034127565.1|DGUA
OG0007038	LOC109416244|XP_029727394.1|AEAL	LOC117590163|XP_034138450.1|DGUA
OG0007039	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL	LOC117592463|XP_034142182.1|DGUA
OG0007040	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL	LOC117582380|XP_034125943.1|DGUA
OG0007041	LOC115265620|XP_029727324.1|AEAL	LOC117588140|XP_034135122.1|DGUA
OG0007042	LOC109431007|XP_029727308.1|AEAL	LOC117588044|XP_034134984.1|DGUA
OG0007043	LOC109404810|XP_019533306.2|AEAL	LOC117586572|XP_034132623.1|DGUA
OG0007044	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL	LOC117584430|XP_034129218.1|DGUA
OG0007045	LOC109419322|XP_029727212.1|AEAL	LOC117586046|XP_034131781.1|DGUA
OG0007046	LOC109419315|XP_019549096.2|AEAL	LOC117586262|XP_034132095.1|DGUA
OG0007047	LOC109421664|XP_019551739.2|AEAL	LOC117584778|XP_034129773.1|DGUA
OG0007048	LOC109421660|XP_019551730.2|AEAL	LOC117581750|XP_034125037.1|DGUA
OG0007049	LOC109421618|XP_019551666.1|AEAL	LOC117582319|XP_034125857.1|DGUA
OG0007050	LOC109409175|XP_019538140.2|AEAL	LOC117584488|XP_034129303.1|DGUA
OG0007051	LOC109409200|XP_029727111.1|AEAL	LOC117582019|XP_034125431.1|DGUA
OG0007052	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL	LOC117581232|XP_034124106.1|DGUA
OG0007053	LOC109421518|XP_029727081.1|AEAL	LOC117585810|XP_034131421.1|DGUA
OG0007054	LOC109621331|XP_019930921.2|AEAL	LOC117586650|XP_034132780.1|DGUA
OG0007055	LOC109621337|XP_029726807.1|AEAL	LOC117592484|XP_034142213.1|DGUA
OG0007056	LOC109421461|XP_019551500.2|AEAL	LOC117579507|XP_034121301.1|DGUA
OG0007057	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL	LOC117581234|XP_034124109.1|DGUA
OG0007058	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL	LOC117588287|XP_034135355.1|DGUA
OG0007059	LOC109421345|XP_029726913.1|AEAL, LOC109432556|XP_019564442.2|AEAL	LOC117581833|XP_034125172.1|DGUA
OG0007060	LOC115265572|XP_029727066.1|AEAL	LOC117582331|XP_034125871.1|DGUA
OG0007061	LOC109421193|XP_029726917.1|AEAL, LOC109432482|XP_029727065.1|AEAL	LOC117582332|XP_034125872.1|DGUA
OG0007062	LOC109621806|XP_019931506.2|AEAL	LOC117584800|XP_034129810.1|DGUA
OG0007063	LOC109421307|XP_019551355.3|AEAL	LOC117587834|XP_034134686.1|DGUA
OG0007064	LOC109421303|XP_019551348.1|AEAL	LOC117583770|XP_034128218.1|DGUA
OG0007065	LOC109621809|XP_019931517.2|AEAL	LOC117579733|XP_034121622.1|DGUA
OG0007066	LOC109621858|XP_019931608.2|AEAL	LOC117580559|XP_034123053.1|DGUA
OG0007067	LOC109421298|XP_019551341.2|AEAL	LOC117584312|XP_034129030.1|DGUA
OG0007068	LOC109621853|XP_029726958.1|AEAL	LOC117587855|XP_034134713.1|DGUA
OG0007069	LOC109410817|XP_029710355.1|AEAL, LOC115256260|XP_029710390.1|AEAL	LOC117584822|XP_034129837.1|DGUA
OG0007070	LOC109621231|XP_019530737.2|AEAL	LOC117588848|XP_034136242.1|DGUA
OG0007071	LOC109402516|XP_019530752.2|AEAL	LOC117592202|XP_034141705.1|DGUA
OG0007073	LOC109402498|XP_019530727.2|AEAL	LOC117582656|XP_034126452.1|DGUA
OG0007074	LOC109415856|XP_019545349.2|AEAL	LOC117581373|XP_034124403.1|DGUA
OG0007075	LOC109415853|XP_019545346.2|AEAL	LOC117581752|XP_034125042.1|DGUA
OG0007076	LOC109402466|XP_019530702.2|AEAL	LOC117583497|XP_034127733.1|DGUA
OG0007077	LOC109416798|XP_019546403.1|AEAL	LOC117584813|XP_034129825.1|DGUA
OG0007078	LOC109402527|XP_019530771.2|AEAL	LOC117581698|XP_034124967.1|DGUA
OG0007079	LOC109416792|XP_029720038.1|AEAL	LOC117581701|XP_034124970.1|DGUA
OG0007080	LOC109429583|XP_029719935.1|AEAL	LOC117587673|XP_034134456.1|DGUA
OG0007081	LOC109429582|XP_019561109.2|AEAL	LOC117591577|XP_034140785.1|DGUA
OG0007082	LOC109426524|XP_019557606.2|AEAL	LOC117582485|XP_034126134.1|DGUA
OG0007083	LOC109429576|XP_029719930.1|AEAL	LOC117581823|XP_034125158.1|DGUA
OG0007084	LOC115262079|XP_029719891.1|AEAL, LOC109429573|XP_029719925.1|AEAL	LOC117588367|XP_034135472.1|DGUA
OG0007085	LOC109429560|XP_029719916.1|AEAL, LOC109429977|XP_029719908.1|AEAL	LOC117582108|XP_034125565.1|DGUA
OG0007086	LOC109429546|XP_029720094.1|AEAL	LOC117584376|XP_034129110.1|DGUA
OG0007087	LOC109429894|XP_019561437.2|AEAL	LOC117579310|XP_034121012.1|DGUA
OG0007088	LOC109429892|XP_029720103.1|AEAL	LOC117584378|XP_034129113.1|DGUA
OG0007089	LOC109415453|XP_019544874.2|AEAL	LOC117582445|XP_034126051.1|DGUA
OG0007090	LOC109429879|XP_029720114.1|AEAL	LOC117581729|XP_034125000.1|DGUA
OG0007091	LOC109429872|XP_019561403.2|AEAL	LOC117584405|XP_034129159.1|DGUA
OG0007092	LOC109415451|XP_019544872.2|AEAL	LOC117586617|XP_034132712.1|DGUA
OG0007093	LOC109429955|XP_029720122.1|AEAL	LOC117587708|XP_034134503.1|DGUA
OG0007094	LOC109429944|XP_019561486.1|AEAL	LOC117587711|XP_034134506.1|DGUA
OG0007095	LOC109429946|XP_019561488.2|AEAL	LOC117587643|XP_034134420.1|DGUA
OG0007096	LOC109429943|XP_019561485.2|AEAL	LOC117587774|XP_034134603.1|DGUA
OG0007097	LOC115253886|XP_029729201.1|AEAL, LOC109429830|XP_029720145.1|AEAL	LOC117583866|XP_034128402.1|DGUA
OG0007098	LOC115262145|XP_029720148.1|AEAL	LOC117583865|XP_034128401.1|DGUA
OG0007099	LOC109429796|XP_019526211.2|AEAL	LOC117589825|XP_034137948.1|DGUA
OG0007100	LOC109429791|XP_029720166.1|AEAL	LOC117583905|XP_034128473.1|DGUA
OG0007101	LOC109404638|XP_019533101.2|AEAL, LOC109411676|XP_019540786.2|AEAL	LOC117584053|XP_034128685.1|DGUA
OG0007102	LOC109404600|XP_029720262.1|AEAL	LOC117582627|XP_034126393.1|DGUA
OG0007103	LOC109404604|XP_019533052.1|AEAL	LOC117587768|XP_034134595.1|DGUA
OG0007104	LOC109411702|XP_019540820.1|AEAL	LOC117584285|XP_034128995.1|DGUA
OG0007105	LOC109411704|XP_019540824.2|AEAL	LOC117584609|XP_034129515.1|DGUA
OG0007106	LOC109411764|XP_019540919.2|AEAL, LOC115262162|XP_029720233.1|AEAL	LOC117582349|XP_034125891.1|DGUA
OG0007107	LOC109416814|XP_019546424.2|AEAL	LOC117581742|XP_034125026.1|DGUA
OG0007108	LOC115266197|XP_029728025.1|AEAL, LOC109416813|XP_029720224.1|AEAL	LOC117582074|XP_034125522.1|DGUA
OG0007109	LOC109421195|XP_019551262.1|AEAL	LOC117581725|XP_034124995.1|DGUA
OG0007110	LOC109421405|XP_029719783.1|AEAL	LOC117581705|XP_034124974.1|DGUA
OG0007111	LOC109421495|XP_029720210.1|AEAL	LOC117582652|XP_034126442.1|DGUA
OG0007112	LOC109411735|XP_019540879.2|AEAL	LOC117582632|XP_034126401.1|DGUA
OG0007113	LOC109411740|XP_019540888.2|AEAL	LOC117582954|XP_034126955.1|DGUA
OG0007114	LOC109420449|XP_019550340.2|AEAL	LOC117584656|XP_034129575.1|DGUA
OG0007115	LOC109411747|XP_029720204.1|AEAL	LOC117583993|XP_034128611.1|DGUA
OG0007116	LOC109411754|XP_019540905.2|AEAL	LOC117582476|XP_034126110.1|DGUA
OG0007118	LOC109411759|XP_019540913.2|AEAL	LOC117581741|XP_034125025.1|DGUA
OG0007119	LOC109411214|XP_029719801.1|AEAL	LOC117591168|XP_034140178.1|DGUA
OG0007120	LOC109411219|XP_019540265.2|AEAL	LOC117591400|XP_034140536.1|DGUA
OG0007121	LOC115262201|XP_029720403.1|AEAL, LOC109411242|XP_019540304.1|AEAL	LOC117581267|XP_034124168.1|DGUA
OG0007122	LOC109411230|XP_019540283.2|AEAL	LOC117588772|XP_034136152.1|DGUA, LOC117591316|XP_034140415.1|DGUA
OG0007123	LOC109411232|XP_019540288.1|AEAL	LOC117591322|XP_034140421.1|DGUA
OG0007124	LOC109414188|XP_019543517.2|AEAL	LOC117586968|XP_034133234.1|DGUA
OG0007125	LOC109414187|XP_019543515.2|AEAL	LOC117579672|XP_034121547.1|DGUA
OG0007126	LOC109414186|XP_019543514.2|AEAL	LOC117580556|XP_034123047.1|DGUA
OG0007127	LOC109414184|XP_019543511.1|AEAL	LOC117586961|XP_034133224.1|DGUA
OG0007128	LOC109414180|XP_019543508.2|AEAL	LOC117579677|XP_034121556.1|DGUA
OG0007129	LOC109414179|XP_019543507.2|AEAL	LOC117579673|XP_034121549.1|DGUA
OG0007130	LOC109414174|XP_029712512.1|AEAL	LOC117586995|XP_034133285.1|DGUA
OG0007131	LOC109414168|XP_019543496.2|AEAL	LOC117579283|XP_034120971.1|DGUA
OG0007132	LOC109414166|XP_029712485.1|AEAL	LOC117579772|XP_034121716.1|DGUA
OG0007133	LOC109414161|XP_019543486.1|AEAL, LOC115254470|XP_029707884.1|AEAL	LOC117589080|XP_034136607.1|DGUA
OG0007134	LOC115257198|XP_029712493.1|AEAL, LOC109414159|XP_019543484.1|AEAL	LOC117587460|XP_034134075.1|DGUA
OG0007135	LOC109414203|XP_019543544.1|AEAL, LOC115257215|XP_029712519.1|AEAL	LOC117588878|XP_034136277.1|DGUA
OG0007136	LOC109414152|XP_019543473.2|AEAL, LOC115254464|XP_029707878.1|AEAL	LOC117580445|XP_034122893.1|DGUA
OG0007137	LOC109432457|XP_029707856.1|AEAL, LOC109426364|XP_029713954.1|AEAL	LOC117590798|XP_034139644.1|DGUA
OG0007138	LOC109621640|XP_029713994.1|AEAL, LOC109426361|XP_029707853.1|AEAL	LOC117590859|XP_034139750.1|DGUA
OG0007139	LOC109621532|XP_029707846.1|AEAL, LOC109426356|XP_029713956.1|AEAL	LOC117591373|XP_034140503.1|DGUA
OG0007140	LOC109426355|XP_019557360.2|AEAL, LOC109621531|XP_029713976.1|AEAL	LOC117580801|XP_034123391.1|DGUA
OG0007141	LOC109426352|XP_019557358.2|AEAL, LOC109621643|XP_019931291.2|AEAL	LOC117590833|XP_034139701.1|DGUA
OG0007142	LOC109423350|XP_019553893.1|AEAL	LOC117579926|XP_034121962.1|DGUA
OG0007143	LOC109421791|XP_019551886.2|AEAL	LOC117585832|XP_034131459.1|DGUA
OG0007145	LOC109427108|XP_019558237.2|AEAL, LOC109421675|XP_029708067.1|AEAL	LOC117585691|XP_034131197.1|DGUA
OG0007146	LOC109421799|XP_019551893.2|AEAL	LOC117591123|XP_034140116.1|DGUA
OG0007147	LOC109421805|XP_029732695.1|AEAL	LOC117589600|XP_034137565.1|DGUA
OG0007148	LOC109427974|XP_019559174.2|AEAL, LOC109418212|XP_029732714.1|AEAL	LOC117581420|XP_034124468.1|DGUA
OG0007149	LOC109418227|XP_029732711.1|AEAL	LOC117591503|XP_034140694.1|DGUA
OG0007150	LOC109418235|XP_029720550.1|AEAL, LOC109428008|XP_029709760.1|AEAL	LOC117579722|XP_034121609.1|DGUA
OG0007151	LOC109427971|XP_029709762.1|AEAL, LOC109418190|XP_029720552.1|AEAL	LOC117579323|XP_034121028.1|DGUA
OG0007152	LOC109418237|XP_019547939.2|AEAL, LOC115255773|XP_029709761.1|AEAL	LOC117588757|XP_034136128.1|DGUA
OG0007153	LOC109428025|XP_019559228.2|AEAL	LOC117588765|XP_034136138.1|DGUA
OG0007154	LOC109428033|XP_019559242.2|AEAL	LOC117592058|XP_034141445.1|DGUA
OG0007155	LOC109428035|XP_019559245.2|AEAL	LOC117591361|XP_034140486.1|DGUA
OG0007156	LOC109428039|XP_019559249.2|AEAL	LOC117589862|XP_034138021.1|DGUA
OG0007157	LOC109418263|XP_019547970.2|AEAL	LOC117585747|XP_034131287.1|DGUA
OG0007158	LOC109428045|XP_019559256.2|AEAL	LOC117579711|XP_034121595.1|DGUA
OG0007159	LOC115259927|XP_029716580.1|AEAL, LOC109428053|XP_029720490.1|AEAL	LOC117590687|XP_034139478.1|DGUA
OG0007160	LOC109428082|XP_029720317.1|AEAL	LOC117590126|XP_034138389.1|DGUA
OG0007161	LOC109428094|XP_029720041.1|AEAL, LOC109418200|XP_019547909.2|AEAL	LOC117588550|XP_034135822.1|DGUA
OG0007162	LOC109418317|XP_019548035.2|AEAL, LOC109428095|XP_029720165.1|AEAL	LOC117590856|XP_034139744.1|DGUA
OG0007163	LOC109428101|XP_019559333.2|AEAL, LOC109418322|XP_019548044.2|AEAL	LOC117583675|XP_034128034.1|DGUA
OG0007164	LOC109418331|XP_019548059.2|AEAL, LOC109427300|XP_029721137.1|AEAL	LOC117583669|XP_034128027.1|DGUA
OG0007165	LOC115253710|XP_029721253.1|AEAL, LOC109418342|XP_029721037.1|AEAL	LOC117581014|XP_034123720.1|DGUA
OG0007166	LOC109418349|XP_019548082.2|AEAL	LOC117589321|XP_034137030.1|DGUA
OG0007167	LOC109418350|XP_029721279.1|AEAL	LOC117580799|XP_034123389.1|DGUA
OG0007168	LOC109418402|XP_029721463.1|AEAL, LOC109426117|XP_029721773.1|AEAL	LOC117588764|XP_034136137.1|DGUA
OG0007169	LOC109418375|XP_019548108.1|AEAL, LOC109426090|XP_019557056.1|AEAL	LOC117580933|XP_034123604.1|DGUA
OG0007170	LOC115263071|XP_029721860.1|AEAL, LOC109426121|XP_029721524.1|AEAL	LOC117590196|XP_034138522.1|DGUA
OG0007171	LOC109418416|XP_029721930.1|AEAL, LOC115262876|XP_029721618.1|AEAL	LOC117590470|XP_034139008.1|DGUA
OG0007172	LOC109418422|XP_019548151.2|AEAL, LOC109426153|XP_019557128.2|AEAL	LOC117588676|XP_034136014.1|DGUA
OG0007173	LOC109426154|XP_019557130.2|AEAL, LOC115262909|XP_029721671.1|AEAL	LOC117588672|XP_034136006.1|DGUA
OG0007174	LOC109419125|XP_019548888.2|AEAL	LOC117585648|XP_034131127.1|DGUA
OG0007175	LOC109426191|XP_019557178.2|AEAL	LOC117587051|XP_034133377.1|DGUA
OG0007176	LOC109415977|XP_019545499.2|AEAL	LOC117585909|XP_034131562.1|DGUA
OG0007177	LOC109419210|XP_019548962.1|AEAL	LOC117586574|XP_034132630.1|DGUA
OG0007178	LOC109419213|XP_019548965.2|AEAL	LOC117586694|XP_034132851.1|DGUA
OG0007179	LOC109416013|XP_019545526.2|AEAL	LOC117586036|XP_034131773.1|DGUA
OG0007180	LOC109419216|XP_019548973.2|AEAL	LOC117586575|XP_034132631.1|DGUA
OG0007181	LOC109419226|XP_029719621.1|AEAL, LOC109407487|XP_029723344.1|AEAL	LOC117581385|XP_034124417.1|DGUA
OG0007182	LOC109419229|XP_029723373.1|AEAL	LOC117586306|XP_034132154.1|DGUA
OG0007183	LOC109419233|XP_019548989.2|AEAL	LOC117585948|XP_034131613.1|DGUA
OG0007184	LOC109407483|XP_029723393.1|AEAL	LOC117586184|XP_034131997.1|DGUA
OG0007185	LOC109407493|XP_029723535.1|AEAL, LOC109419166|XP_019548931.2|AEAL	LOC117582326|XP_034125864.1|DGUA
OG0007186	LOC109427338|XP_029723668.1|AEAL	LOC117586754|XP_034132953.1|DGUA
OG0007187	LOC109427334|XP_029723762.1|AEAL	LOC117591131|XP_034140132.1|DGUA
OG0007188	LOC109419253|XP_019549045.2|AEAL	LOC117590002|XP_034138179.1|DGUA
OG0007189	LOC109419256|XP_019549049.2|AEAL	LOC117585932|XP_034131588.1|DGUA
OG0007190	LOC109419258|XP_019549050.2|AEAL	LOC117590083|XP_034138313.1|DGUA
OG0007191	LOC109426113|XP_019557086.2|AEAL	LOC117588886|XP_034136317.1|DGUA
OG0007192	LOC109415725|XP_029724457.1|AEAL, LOC109429486|XP_029724233.1|AEAL	LOC117588481|XP_034135671.1|DGUA
OG0007193	LOC115264647|XP_029724441.1|AEAL, LOC109429484|XP_019560986.2|AEAL	LOC117588476|XP_034135663.1|DGUA
OG0007194	LOC109429489|XP_019560993.2|AEAL, LOC109415723|XP_019545200.2|AEAL	LOC117590817|XP_034139676.1|DGUA
OG0007195	LOC109429506|XP_019561022.2|AEAL	LOC117585998|XP_034131716.1|DGUA
OG0007196	LOC109410465|XP_029725098.1|AEAL	LOC117583615|XP_034127948.1|DGUA
OG0007197	LOC109401486|XP_029725929.1|AEAL	LOC117580416|XP_034122855.1|DGUA
OG0007198	LOC109405857|XP_019534461.1|AEAL	LOC117586185|XP_034131998.1|DGUA
OG0007199	LOC109405847|XP_019534453.2|AEAL	LOC117586078|XP_034131824.1|DGUA
OG0007200	LOC109405846|XP_029725478.1|AEAL	LOC117590069|XP_034138290.1|DGUA
OG0007201	LOC109405835|XP_019534439.2|AEAL	LOC117589360|XP_034137147.1|DGUA
OG0007202	LOC109410403|XP_029726146.1|AEAL	LOC117589254|XP_034136920.1|DGUA
OG0007203	LOC109405832|XP_019534435.2|AEAL	LOC117589250|XP_034136914.1|DGUA
OG0007204	LOC109410394|XP_019539492.2|AEAL	LOC117588261|XP_034135286.1|DGUA
OG0007205	LOC109410392|XP_019539490.2|AEAL	LOC117589253|XP_034136918.1|DGUA
OG0007206	LOC109417380|XP_029726232.1|AEAL	LOC117586272|XP_034132109.1|DGUA
OG0007207	LOC109398749|XP_019526683.2|AEAL	LOC117585927|XP_034131584.1|DGUA
OG0007208	LOC109398750|XP_029726251.1|AEAL	LOC117585934|XP_034131591.1|DGUA
OG0007209	LOC109398756|XP_019526691.2|AEAL	LOC117585935|XP_034131593.1|DGUA
OG0007210	LOC109398754|XP_019526688.2|AEAL	LOC117586241|XP_034132069.1|DGUA
OG0007211	LOC109410380|XP_019539477.2|AEAL	LOC117586271|XP_034132108.1|DGUA
OG0007212	LOC109398748|XP_029726381.1|AEAL	LOC117582864|XP_034126824.1|DGUA
OG0007213	LOC109416239|XP_019545782.1|AEAL, LOC109427053|XP_019558151.1|AEAL	LOC117578547|XP_034120010.1|DGUA
OG0007214	LOC109416235|XP_019545778.2|AEAL	LOC117579909|XP_034121936.1|DGUA
OG0007215	LOC109399757|XP_029727155.1|AEAL	LOC117586100|XP_034131850.1|DGUA
OG0007220	LOC109413692|XP_019542958.2|AEAL	LOC117585699|XP_034131207.1|DGUA
OG0007221	LOC109413690|XP_019542955.2|AEAL	LOC117591118|XP_034140110.1|DGUA
OG0007222	LOC109622416|XP_029727441.1|AEAL	LOC117585749|XP_034131290.1|DGUA
OG0007223	LOC109413668|XP_019542920.2|AEAL	LOC117583673|XP_034128032.1|DGUA
OG0007224	LOC109425010|XP_019555743.2|AEAL	LOC117586260|XP_034132093.1|DGUA
OG0007225	LOC109413665|XP_019542914.1|AEAL	LOC117586064|XP_034131803.1|DGUA
OG0007226	LOC109413664|XP_019542913.2|AEAL	LOC117585676|XP_034131168.1|DGUA
OG0007227	LOC109413663|XP_019542910.2|AEAL	LOC117587367|XP_034133903.1|DGUA
OG0007228	LOC109413662|XP_029727604.1|AEAL	LOC117589247|XP_034136909.1|DGUA
OG0007229	LOC109425023|XP_019555759.1|AEAL	LOC117589959|XP_034138149.1|DGUA
OG0007230	LOC109415663|XP_019545124.1|AEAL	LOC117585226|XP_034130510.1|DGUA
OG0007231	LOC109415660|XP_019545118.2|AEAL	LOC117586157|XP_034131947.1|DGUA
OG0007232	LOC109425042|XP_029727679.1|AEAL	LOC117579810|XP_034121780.1|DGUA
OG0007233	LOC109415653|XP_019545106.2|AEAL	LOC117579811|XP_034121790.1|DGUA
OG0007234	LOC109415649|XP_019545099.2|AEAL	LOC117579177|XP_034120830.1|DGUA
OG0007235	LOC109425049|XP_029727738.1|AEAL	LOC117579384|XP_034121147.1|DGUA
OG0007238	LOC109399794|XP_019527837.2|AEAL	LOC117590652|XP_034139385.1|DGUA
OG0007241	LOC115270942|XP_029736156.1|AEAL, LOC109402035|XP_019530184.2|AEAL	LOC117581229|XP_034124103.1|DGUA
OG0007242	LOC109413710|XP_029736157.1|AEAL, LOC109402021|XP_029736139.1|AEAL	LOC117581226|XP_034124096.1|DGUA
OG0007243	LOC109404827|XP_029708124.1|AEAL	LOC117588468|XP_034135650.1|DGUA
OG0007244	LOC109414569|XP_029708123.1|AEAL	LOC117585086|XP_034130245.1|DGUA
OG0007248	LOC109415814|XP_019545291.2|AEAL, LOC115266506|XP_029728613.1|AEAL	LOC117588317|XP_034135404.1|DGUA
OG0007249	LOC109415801|XP_029730396.1|AEAL	LOC117580671|XP_034123173.1|DGUA
OG0007250	LOC115254176|XP_029728818.1|AEAL, LOC109415780|XP_029728748.1|AEAL	LOC117590873|XP_034139786.1|DGUA
OG0007251	LOC109415778|XP_019545253.1|AEAL, LOC109423907|XP_019554513.1|AEAL	LOC117585944|XP_034131608.1|DGUA
OG0007252	LOC109423866|XP_029728959.1|AEAL	LOC117585199|XP_034130468.1|DGUA
OG0007253	LOC109424043|XP_029731223.1|AEAL	LOC117587456|XP_034134069.1|DGUA
OG0007254	LOC109621941|XP_019931705.2|AEAL	LOC117585616|XP_034131068.1|DGUA
OG0007255	LOC109425571|XP_029729481.1|AEAL, LOC109411551|XP_029729537.1|AEAL	LOC117590328|XP_034138712.1|DGUA
OG0007256	LOC109411514|XP_019540597.1|AEAL	LOC117586576|XP_034132632.1|DGUA
OG0007257	LOC109411492|XP_019540558.2|AEAL	LOC117586750|XP_034132948.1|DGUA
OG0007258	LOC109425583|XP_029729639.1|AEAL	LOC117586736|XP_034132921.1|DGUA
OG0007259	LOC109411178|XP_019540201.2|AEAL, LOC109425602|XP_019556393.2|AEAL	LOC117590723|XP_034139521.1|DGUA
OG0007260	LOC115267204|XP_029729945.1|AEAL, LOC109411166|XP_029729878.1|AEAL	LOC117579827|XP_034121812.1|DGUA
OG0007261	LOC109412043|XP_019541234.2|AEAL, LOC115269864|XP_029734543.1|AEAL	LOC117582422|XP_034126020.1|DGUA
OG0007262	LOC115267323|XP_029730109.1|AEAL, LOC109411071|XP_029730097.1|AEAL	LOC117581126|XP_034123942.1|DGUA
OG0007263	LOC109411036|XP_019540022.2|AEAL	LOC117589221|XP_034136859.1|DGUA
OG0007264	LOC109411781|XP_029730209.1|AEAL	LOC117579282|XP_034120970.1|DGUA
OG0007265	LOC109410892|XP_019539947.2|AEAL	LOC117581624|XP_034124883.1|DGUA
OG0007266	LOC109410890|XP_029730312.1|AEAL, LOC115254065|XP_029718516.1|AEAL	LOC117585765|XP_034131331.1|DGUA
OG0007269	LOC109400874|XP_019528904.2|AEAL	LOC117590765|XP_034139602.1|DGUA
OG0007270	LOC109416761|XP_019546363.2|AEAL	LOC117589864|XP_034138023.1|DGUA
OG0007271	LOC109400850|XP_019528878.2|AEAL	LOC117586723|XP_034132909.1|DGUA
OG0007272	LOC109416759|XP_019546361.2|AEAL	LOC117587371|XP_034133910.1|DGUA
OG0007273	LOC109416756|XP_019546356.2|AEAL	LOC117585347|XP_034130681.1|DGUA
OG0007274	LOC109416755|XP_019546355.2|AEAL	LOC117583188|XP_034127281.1|DGUA
OG0007275	LOC109416751|XP_019546352.2|AEAL	LOC117587133|XP_034133529.1|DGUA
OG0007276	LOC109400871|XP_019528902.1|AEAL	LOC117587132|XP_034133528.1|DGUA
OG0007277	LOC109416018|XP_029731355.1|AEAL	LOC117588903|XP_034136351.1|DGUA
OG0007278	LOC109416016|XP_019545527.2|AEAL	LOC117587405|XP_034133953.1|DGUA
OG0007279	LOC109415018|XP_029731416.1|AEAL	LOC117586867|XP_034133055.1|DGUA
OG0007280	LOC109414810|XP_029731432.1|AEAL	LOC117587043|XP_034133365.1|DGUA
OG0007281	LOC109414524|XP_019543912.2|AEAL	LOC117585822|XP_034131443.1|DGUA
OG0007282	LOC109423413|XP_029731787.1|AEAL	LOC117585821|XP_034131442.1|DGUA
OG0007283	LOC109414481|XP_019543874.2|AEAL	LOC117591119|XP_034140111.1|DGUA
OG0007284	LOC109423378|XP_019553914.1|AEAL	LOC117589773|XP_034137861.1|DGUA
OG0007285	LOC109409555|XP_019538536.2|AEAL	LOC117591327|XP_034140429.1|DGUA
OG0007286	LOC109423376|XP_029720642.1|AEAL, LOC109430466|XP_029732046.1|AEAL	LOC117591325|XP_034140424.1|DGUA
OG0007287	LOC109409558|XP_019538543.2|AEAL	LOC117582449|XP_034126063.1|DGUA
