Orthogroup	AEAL.longest_only	DMEL.longest_only
OG0008162	LOC109422441|XP_029713526.1|AEAL	Gga|NP_572571.1|DMEL
OG0008164	LOC109414796|XP_029736449.1|AEAL	zyd|NP_001015261.3|DMEL
OG0008165	LOC109418642|XP_029712862.1|AEAL	Raf|NP_525047.1|DMEL
OG0008166	LOC109418633|XP_019548394.2|AEAL	CG1622|NP_572872.1|DMEL
OG0008167	LOC109405271|XP_019533851.2|AEAL	CG11085|NP_572815.3|DMEL
OG0008168	LOC109405267|XP_019533845.2|AEAL	CG1463|NP_572813.2|DMEL
OG0008169	LOC109418625|XP_029712880.1|AEAL	Sec22|NP_001259103.1|DMEL
OG0008170	LOC109418621|XP_029712939.1|AEAL	HPS1|NP_610997.1|DMEL
OG0008171	LOC109413090|XP_029713501.1|AEAL	mahe|NP_572424.1|DMEL
OG0008173	LOC109425798|XP_019556689.2|AEAL	CG8679|NP_610099.1|DMEL
OG0008174	LOC109425670|XP_019556484.2|AEAL	CG33155|NP_001027417.1|DMEL
OG0008175	LOC109413593|XP_029721337.1|AEAL	Cfp1|NP_572556.1|DMEL
OG0008176	LOC115262725|XP_029721277.1|AEAL	Dredd|NP_477249.3|DMEL
OG0008177	LOC109401305|XP_019529353.2|AEAL	Rab18|NP_524744.2|DMEL
OG0008178	LOC109401286|XP_019529323.2|AEAL	mbt|NP_523375.2|DMEL
OG0008179	LOC109401287|XP_019529324.2|AEAL	CG9213|NP_788910.1|DMEL
OG0008180	LOC109401273|XP_019529300.2|AEAL	Cdc45|NP_569880.1|DMEL
OG0008181	LOC109401317|XP_019529366.2|AEAL	CG3021|NP_652639.1|DMEL
OG0008182	LOC109401148|XP_019529171.2|AEAL	MrgBP|NP_610417.1|DMEL
OG0008183	LOC109427035|XP_029721150.1|AEAL	Fatp3|NP_726437.2|DMEL
OG0008184	LOC109622601|XP_029721128.1|AEAL	Sps2|NP_477478.4|DMEL
OG0008188	LOC109424715|XP_019555418.1|AEAL	RpL27A|NP_476963.1|DMEL
OG0008189	LOC109424687|XP_019555399.2|AEAL	Ski6|NP_609618.2|DMEL
OG0008190	LOC109421942|XP_019552123.2|AEAL	CG9133|NP_001027093.1|DMEL
OG0008191	LOC109421934|XP_029720933.1|AEAL	Ns3|NP_569915.1|DMEL
OG0008192	LOC109432691|XP_029720937.1|AEAL	Mer|NP_523413.1|DMEL
OG0008193	LOC109432718|XP_019564648.2|AEAL	unc|NP_608435.2|DMEL
OG0008194	LOC109428999|XP_019560385.1|AEAL	NC2beta|NP_609736.1|DMEL
OG0008195	LOC109428909|XP_029708109.1|AEAL	CG6280|NP_610898.1|DMEL
OG0008196	LOC109428879|XP_019560262.2|AEAL	Obp59a|NP_788429.1|DMEL
OG0008197	LOC109433666|XP_029731019.1|AEAL	Sox21b|NP_001261829.1|DMEL
OG0008198	LOC109432323|XP_019564207.1|AEAL	Lztr1|NP_001259114.1|DMEL
OG0008199	LOC109409845|XP_019538873.2|AEAL	ric8a|NP_572550.2|DMEL
OG0008200	LOC109397146|XP_019525031.2|AEAL	nclb|NP_610623.1|DMEL
OG0008203	LOC109409921|XP_019538994.2|AEAL	CG13919|NP_647637.1|DMEL
OG0008204	LOC109399607|XP_019527639.2|AEAL	GAA1|NP_572273.2|DMEL
OG0008205	LOC109399568|XP_019527625.2|AEAL	Spase25|NP_572723.1|DMEL
OG0008206	LOC115267848|XP_029731222.1|AEAL	hzg|NP_001261912.1|DMEL
OG0008207	LOC109401835|XP_019530015.2|AEAL	CG11396|NP_649255.1|DMEL
OG0008208	LOC115256002|XP_029710086.1|AEAL	Ptp52F|NP_611093.2|DMEL
OG0008209	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL	CG12010|NP_728878.1|DMEL
OG0008210	LOC109402159|XP_019530333.1|AEAL	Tsp68C|NP_729926.1|DMEL
OG0008211	LOC109403560|XP_029731448.1|AEAL	Snx17|NP_609353.1|DMEL
OG0008212	LOC109431574|XP_019563355.1|AEAL	CG9330|NP_649129.1|DMEL
OG0008213	LOC109622241|XP_029731486.1|AEAL	vnd|NP_476786.2|DMEL
OG0008214	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL	CG34242|NP_001097595.1|DMEL
OG0008215	LOC109403168|XP_019531456.2|AEAL	CG13001|NP_573181.1|DMEL
OG0008216	LOC109622177|XP_019931961.2|AEAL	Clc|NP_524178.2|DMEL
OG0008217	LOC109410612|XP_029731608.1|AEAL	Ranbp21|NP_608339.2|DMEL
OG0008218	LOC109433482|XP_019565448.2|AEAL	CG42837|NP_001188959.1|DMEL
OG0008219	LOC109410664|XP_029731655.1|AEAL	Nost|NP_001285029.1|DMEL
OG0008220	LOC109410666|XP_029731658.1|AEAL	CG2186|NP_001368978.1|DMEL
OG0008221	LOC109433484|XP_029731675.1|AEAL, LOC109410674|XP_029731670.1|AEAL	Fas3|NP_001097174.1|DMEL
OG0008222	LOC109426024|XP_019556998.2|AEAL	CG11367|NP_649412.1|DMEL
OG0008223	LOC109425985|XP_019556954.2|AEAL	CG16959|NP_648750.1|DMEL
OG0008224	LOC109407622|XP_019536308.2|AEAL	Pitslre|NP_649251.2|DMEL
OG0008225	LOC109425828|XP_019556720.2|AEAL	CG1703|NP_572736.1|DMEL
OG0008226	LOC109407532|XP_019536143.2|AEAL	SPR|NP_001368972.1|DMEL
OG0008227	LOC109413246|XP_029715424.1|AEAL	ppk31|NP_001097944.1|DMEL
OG0008228	LOC109621728|XP_029712612.1|AEAL	Kul|NP_651716.1|DMEL
OG0008229	LOC115257119|XP_029712361.1|AEAL, LOC109623020|XP_019933040.1|AEAL	CG34107|NP_001036703.1|DMEL
OG0008230	LOC109411644|XP_029718360.1|AEAL	CG14314|NP_650690.1|DMEL
OG0008233	LOC109409258|XP_019538219.1|AEAL	fbp|NP_724223.4|DMEL
OG0008235	LOC109424729|XP_019555460.1|AEAL	Neb-cGP|NP_652548.1|DMEL
OG0008238	LOC109424155|XP_019554788.2|AEAL, LOC115263196|XP_029722014.1|AEAL	cue|NP_612113.2|DMEL
OG0008239	LOC109407980|XP_029735154.1|AEAL	CG10581|NP_649279.2|DMEL
OG0008240	LOC109430855|XP_029730323.1|AEAL	CG10927|NP_611345.1|DMEL
OG0008243	LOC109422536|XP_019552884.2|AEAL	CG34231|NP_001097280.2|DMEL
OG0008266	LOC109402174|XP_019530356.2|AEAL	CG2182|NP_649570.1|DMEL
OG0008268	LOC109431123|XP_029718280.1|AEAL, LOC115256382|XP_029710638.1|AEAL	Nbr|NP_610094.1|DMEL
OG0008269	LOC115256473|XP_029710978.1|AEAL, LOC109431131|XP_019562864.2|AEAL	CG2493|NP_610037.1|DMEL
OG0008270	LOC109408932|XP_019537874.2|AEAL	CG2681|NP_570022.2|DMEL
OG0008271	LOC109428393|XP_029711709.1|AEAL	CG32485|NP_728794.1|DMEL
OG0008272	LOC109428428|XP_019559729.2|AEAL	IntS6|NP_572253.2|DMEL
OG0008273	LOC115256316|XP_029710415.1|AEAL	CG14711|NP_650094.1|DMEL
OG0008276	LOC109397864|XP_019525746.2|AEAL	sog|NP_476736.1|DMEL
OG0008277	LOC109397882|XP_029729609.1|AEAL, LOC109416118|XP_029711952.1|AEAL	CG15312|NP_001245603.1|DMEL
OG0008278	LOC109401934|XP_029711120.1|AEAL	RfC3|NP_609399.1|DMEL
OG0008282	LOC109422046|XP_019552226.2|AEAL	Cpr11A|NP_572803.1|DMEL
OG0008283	LOC109422062|XP_019552248.2|AEAL	goe|NP_573160.1|DMEL
OG0008284	LOC115256505|XP_029711039.1|AEAL, LOC109410169|XP_029721633.1|AEAL	mGluR|NP_524639.2|DMEL
OG0008285	LOC109427360|XP_019558439.2|AEAL	CG43386|NP_572594.2|DMEL
OG0008286	LOC109400384|XP_019528434.2|AEAL	m|NP_572747.1|DMEL
OG0008287	LOC109432998|XP_029714317.1|AEAL	CG1632|NP_572467.1|DMEL
OG0008288	LOC109402231|XP_029729983.1|AEAL	CG5835|NP_650785.1|DMEL
OG0008289	LOC109422868|XP_019553312.2|AEAL, LOC109397607|XP_019525442.1|AEAL	CG13639|NP_001247299.1|DMEL
OG0008292	LOC109403518|XP_019531884.2|AEAL	CG32803|NP_001259150.1|DMEL
OG0008293	LOC109403544|XP_029720773.1|AEAL	kek6|NP_001263151.1|DMEL
OG0008294	LOC109427684|XP_029717927.1|AEAL, LOC115260730|XP_029717850.1|AEAL	CG31142|NP_732915.1|DMEL
OG0008295	LOC109431478|XP_019563235.2|AEAL	CG1434|NP_572950.2|DMEL
OG0008296	LOC109431476|XP_019563231.2|AEAL	SWIP|NP_573116.2|DMEL
OG0008297	LOC109431504|XP_019563271.2|AEAL	CG1636|NP_572470.3|DMEL
OG0008298	LOC109431469|XP_019563225.2|AEAL	CG17068|NP_608379.1|DMEL
OG0008299	LOC109431079|XP_019562770.2|AEAL	CG14253|NP_651517.1|DMEL
OG0008300	LOC109412166|XP_029718058.1|AEAL	CG12065|NP_001368976.1|DMEL
OG0008301	LOC109406378|XP_029714210.1|AEAL, LOC115258275|XP_029714213.1|AEAL	CG12947|NP_001097731.1|DMEL
OG0008302	LOC109424864|XP_029713906.1|AEAL	CG5445|NP_573213.1|DMEL
OG0008303	LOC109405528|XP_019534280.1|AEAL	cib|NP_525065.1|DMEL
OG0008304	LOC109405547|XP_019534178.2|AEAL	CG32816|NP_726662.1|DMEL
OG0008305	LOC109622748|XP_019932747.2|AEAL	CG15602|NP_573077.2|DMEL
OG0008306	LOC109432121|XP_019563950.2|AEAL	CG10802|NP_570062.1|DMEL
OG0008307	LOC109432188|XP_029723071.1|AEAL, LOC109423479|XP_029722809.1|AEAL	CCHa1|NP_001097784.1|DMEL
OG0008308	LOC109412405|XP_029722911.1|AEAL	TTLL5|NP_733081.1|DMEL
OG0008309	LOC109430338|XP_019561940.2|AEAL	CG6523|NP_609641.1|DMEL
OG0008310	LOC109410072|XP_019539147.1|AEAL	RpL26|NP_649070.1|DMEL
OG0008311	LOC109430003|XP_019561562.2|AEAL, LOC115257414|XP_029712854.1|AEAL, LOC109430705|XP_019562320.2|AEAL	CG12540|NP_572963.1|DMEL
OG0008312	LOC109430731|XP_019562352.2|AEAL	VAChT|NP_477138.1|DMEL
OG0008314	LOC109417287|XP_019546938.1|AEAL	SmF|NP_523708.2|DMEL
OG0008315	LOC109623054|XP_019933079.2|AEAL	Sras|NP_524673.3|DMEL
OG0008317	LOC109400507|XP_019528570.2|AEAL	CG7059|NP_651034.2|DMEL
OG0008318	LOC109400504|XP_019528567.1|AEAL	CG32576|NP_001014746.1|DMEL
OG0008319	LOC109430050|XP_019561623.2|AEAL	CG18635|NP_611267.1|DMEL
OG0008320	LOC109405414|XP_029733815.1|AEAL	jub|NP_572930.3|DMEL
OG0008321	LOC109414621|XP_019543997.2|AEAL	CG12948|NP_649936.1|DMEL
OG0008322	LOC115260773|XP_029717954.1|AEAL	trk|NP_476767.2|DMEL
OG0008323	LOC109404027|XP_019546694.2|AEAL	CG14687|NP_650018.1|DMEL
OG0008324	LOC109412789|XP_019541946.2|AEAL	CG15771|NP_572257.2|DMEL
OG0008325	LOC109404006|XP_029723650.1|AEAL	Gmap|NP_001356946.1|DMEL
OG0008326	LOC109412880|XP_019542071.1|AEAL	abd-A|NP_732176.1|DMEL
OG0008327	LOC109407724|XP_019536417.1|AEAL	CG3860|NP_001286802.1|DMEL
OG0008328	LOC109429065|XP_019560446.2|AEAL	CG5928|NP_001245543.1|DMEL
OG0008329	LOC109418090|XP_029717041.1|AEAL, LOC109406456|XP_019535094.2|AEAL	bou|NP_572373.1|DMEL
OG0008331	LOC109426574|XP_019557650.2|AEAL	CG42455|NP_001163404.1|DMEL
OG0008332	LOC109426648|XP_019557718.2|AEAL	CG13024|NP_001246806.1|DMEL
OG0008333	LOC109417797|XP_019547513.2|AEAL	CG10660|NP_648578.1|DMEL
OG0008334	LOC109417798|XP_029725494.1|AEAL	CG10663|NP_001097592.1|DMEL
OG0008335	LOC109426849|XP_019557948.1|AEAL	Sk2|NP_647762.3|DMEL
OG0008336	LOC109406023|XP_029732417.1|AEAL	CG14086|NP_649102.3|DMEL
OG0008337	LOC109407974|XP_019536724.1|AEAL, LOC109403662|XP_029735111.1|AEAL	CG8080|NP_788288.1|DMEL
OG0008338	LOC109407955|XP_029732268.1|AEAL	Ccdc58|NP_730454.2|DMEL
OG0008339	LOC109403668|XP_019532040.2|AEAL	Bap111|NP_572530.1|DMEL
OG0008340	LOC109408007|XP_029735219.1|AEAL, LOC109405144|XP_029735134.1|AEAL	olf186-M|NP_611272.1|DMEL
OG0008342	LOC109410777|XP_019539853.2|AEAL	CG42245|NP_001137876.1|DMEL
OG0008343	LOC109400634|XP_019528666.2|AEAL	CG5500|NP_651511.1|DMEL
OG0008344	LOC109400706|XP_019528744.2|AEAL	CG12020|NP_647662.1|DMEL
OG0008345	LOC109402742|XP_019530999.2|AEAL	CG15812|NP_523897.2|DMEL
OG0008346	LOC109401375|XP_019529455.2|AEAL	CG4615|NP_572382.1|DMEL
OG0008347	LOC109423354|XP_019553867.2|AEAL	CG14342|NP_608588.2|DMEL
OG0008348	LOC109430821|XP_019562452.2|AEAL, LOC115253907|XP_029722042.1|AEAL, LOC115263203|XP_029722043.1|AEAL	Coq4|NP_648977.3|DMEL
OG0008349	LOC115267588|XP_029730535.1|AEAL	snky|NP_648633.2|DMEL
OG0008350	LOC109403038|XP_019531299.2|AEAL	cactin|NP_523422.4|DMEL
OG0008351	LOC109412521|XP_029735887.1|AEAL	CG13924|NP_001189024.1|DMEL
OG0008352	LOC109428689|XP_019560046.2|AEAL	mRpS34|NP_524104.2|DMEL
OG0008353	LOC115270229|XP_029735346.1|AEAL, LOC109430663|XP_019562293.1|AEAL	Reg-2|NP_612043.1|DMEL
OG0008354	LOC115254177|XP_029728873.1|AEAL, LOC109408217|XP_029728794.1|AEAL	GCS1|NP_572707.4|DMEL
OG0008355	LOC109408914|XP_029728841.1|AEAL	sprt|NP_610683.1|DMEL
OG0008358	LOC109415149|XP_029729047.1|AEAL	H2.0|NP_523488.2|DMEL
OG0008360	LOC109425060|XP_029732895.1|AEAL	inaD|NP_001246470.1|DMEL
OG0008362	LOC109411537|XP_029709938.1|AEAL	Zw10|NP_524901.2|DMEL
OG0008367	LOC109414443|XP_029728132.1|AEAL, LOC115266418|XP_029728509.1|AEAL, LOC109622254|XP_019932072.2|AEAL	CG3706|NP_652634.1|DMEL
OG0008368	LOC109412015|XP_029720689.1|AEAL, LOC109407942|XP_029713428.1|AEAL	Art8|NP_609478.1|DMEL
OG0008369	LOC109401716|XP_029710770.1|AEAL	Sptr|NP_727265.1|DMEL
OG0008371	LOC109414024|XP_019543302.2|AEAL	Adk3|NP_524312.1|DMEL
OG0008372	LOC109429438|XP_019560937.2|AEAL	Stlk|NP_001036442.1|DMEL
OG0008373	LOC109408110|XP_029729410.1|AEAL	Klp31E|NP_609398.2|DMEL
OG0008374	LOC109419591|XP_019549364.2|AEAL	beta3GalTII|NP_610399.1|DMEL
OG0008375	LOC109404561|XP_019533007.2|AEAL	Pld3|NP_610093.1|DMEL
OG0008376	LOC115255336|XP_029709210.1|AEAL	CG44000|NP_001260076.1|DMEL
OG0008378	LOC109420563|XP_029708898.1|AEAL, LOC109419840|XP_029708889.1|AEAL, LOC109420564|XP_029708885.1|AEAL	CG42750|NP_724101.4|DMEL
OG0008379	LOC109414182|XP_019543584.1|AEAL	Tsp39D|NP_523612.3|DMEL
OG0008380	LOC109417231|XP_029708711.1|AEAL	CG5188|NP_609401.2|DMEL
OG0008381	LOC109417135|XP_019546807.1|AEAL	betaggt-I|NP_525100.2|DMEL
OG0008384	LOC109428076|XP_029729223.1|AEAL	kek2|NP_523551.1|DMEL
OG0008385	LOC109433555|XP_019565539.2|AEAL	CG14024|NP_608920.1|DMEL
OG0008386	LOC109405621|XP_029727407.1|AEAL	Axs|NP_476777.1|DMEL
OG0008388	LOC109421304|XP_019551349.1|AEAL	Dad1|NP_609222.1|DMEL
OG0008389	LOC109429890|XP_019561427.2|AEAL	CG16798|NP_610030.1|DMEL
OG0008390	LOC109429841|XP_029729187.1|AEAL, LOC109398295|XP_029720133.1|AEAL	CG34136|NP_001036371.1|DMEL
OG0008391	LOC109420849|XP_019550909.2|AEAL	CG34172|NP_001097054.1|DMEL
OG0008393	LOC109414175|XP_019543502.1|AEAL	SCCRO4|NP_649204.2|DMEL
OG0008394	LOC109414154|XP_019543476.2|AEAL, LOC115257197|XP_029712492.1|AEAL	CG32448|NP_730691.2|DMEL
OG0008397	LOC109422206|XP_019552405.2|AEAL	CBP|NP_001259309.1|DMEL
OG0008398	LOC109418223|XP_019547926.2|AEAL	CG15478|NP_572400.1|DMEL
OG0008399	LOC115253707|XP_029723045.1|AEAL, LOC109415963|XP_029726071.1|AEAL	CG3638|NP_726720.3|DMEL
OG0008400	LOC109429494|XP_029717298.1|AEAL	CG13807|NP_647706.1|DMEL
OG0008401	LOC109415664|XP_019545125.1|AEAL	CG11562|NP_608516.1|DMEL
OG0008405	LOC109401961|XP_019530130.2|AEAL	Aven|NP_572817.1|DMEL
OG0008406	LOC109424058|XP_019554683.2|AEAL	Vlet|NP_572738.1|DMEL
OG0008408	LOC109410825|XP_029730373.1|AEAL, LOC109410897|XP_029730250.1|AEAL	Ctr1A|NP_001245552.1|DMEL
OG0008409	LOC109416749|XP_029718735.1|AEAL	zye|NP_649220.1|DMEL
OG0008410	LOC109433374|XP_019565351.2|AEAL	CG6808|NP_731602.1|DMEL
OG0008411	LOC109433280|XP_019565256.3|AEAL	pxb|NP_788681.1|DMEL
OG0008412	LOC109408456|XP_029735108.1|AEAL	CG32647|NP_727642.1|DMEL
OG0008413	LOC109422732|XP_029727902.1|AEAL	Usp32|NP_001262074.2|DMEL
OG0008414	LOC109422621|XP_029712220.1|AEAL	CG3719|NP_651990.1|DMEL
OG0008415	LOC109415063|XP_019544465.2|AEAL	CG8675|NP_573209.1|DMEL
OG0008416	LOC109428147|XP_019559377.1|AEAL	CG32544|NP_728208.1|DMEL
OG0008417	LOC109404488|XP_029719111.1|AEAL	kz|NP_476591.1|DMEL
OG0008418	LOC109406326|XP_029719127.1|AEAL	Pp2C1|NP_525074.2|DMEL
OG0008419	LOC109406330|XP_029719050.1|AEAL	CG14223|NP_608341.1|DMEL
OG0008422	LOC109404190|XP_019532560.1|AEAL	ogre|NP_524824.1|DMEL
OG0008423	LOC115256208|XP_029710332.1|AEAL	CG9876|NP_611756.1|DMEL
OG0008424	LOC109411944|XP_019541147.2|AEAL, LOC115268955|XP_029733030.1|AEAL	CG14411|NP_572972.1|DMEL
OG0008425	LOC109411955|XP_029733031.1|AEAL	ss|NP_001247140.1|DMEL
OG0008426	LOC109428802|XP_029734053.1|AEAL, LOC109424511|XP_029709905.1|AEAL	CG15701|NP_611100.1|DMEL
OG0008431	LOC109401562|XP_029724216.1|AEAL, LOC109398922|XP_019526921.1|AEAL	CG5235|NP_648833.1|DMEL
OG0008434	LOC109418631|XP_029713131.1|AEAL	CG15543|NP_651822.1|DMEL
OG0008435	LOC109433159|XP_019565103.1|AEAL	holn1|NP_609404.2|DMEL
OG0008438	LOC109397130|XP_019525013.2|AEAL	hb|NP_731267.1|DMEL
OG0008439	LOC109404084|XP_019532488.2|AEAL	Dlip3|NP_525003.2|DMEL
OG0008440	LOC109403176|XP_019531473.2|AEAL	CG2911|NP_001097689.1|DMEL
OG0008441	LOC109410752|XP_019539818.1|AEAL	CG33170|NP_788569.1|DMEL
OG0008442	LOC109410639|XP_029731617.1|AEAL	CG15111|NP_725856.1|DMEL
OG0008443	LOC109407640|XP_019536336.2|AEAL	CrebA|NP_524087.3|DMEL
OG0008444	LOC109407526|XP_019536135.2|AEAL	Capr|NP_652671.1|DMEL
OG0008445	LOC109410209|XP_029715066.1|AEAL	CG42308|NP_001138171.1|DMEL
OG0008447	LOC109420443|XP_019550332.2|AEAL	CG32638|NP_727668.2|DMEL
OG0008448	LOC109424878|XP_029713901.1|AEAL	Ten-a|NP_001162732.2|DMEL
OG0008449	LOC109415633|XP_019545084.2|AEAL	CG13014|NP_573134.1|DMEL
OG0008450	LOC109424777|XP_029717661.1|AEAL	Atg101|NP_573326.1|DMEL
OG0008451	LOC115271004|XP_029736236.1|AEAL	Xport-A|NP_650846.1|DMEL
OG0008452	LOC109431439|XP_019563189.2|AEAL	Pph13|NP_477330.1|DMEL
OG0008453	LOC109406092|XP_019534699.2|AEAL	CG30380|NP_724625.1|DMEL
OG0008455	LOC109429137|XP_029718856.1|AEAL	tipE|NP_523920.1|DMEL
OG0008456	LOC115266218|XP_029728053.1|AEAL	HisCl1|NP_731632.1|DMEL
OG0008459	LOC115268915|XP_029732986.1|AEAL, LOC109406716|XP_029733014.1|AEAL, LOC109411934|XP_029733051.1|AEAL	THADA|NP_608361.3|DMEL
OG0008461	LOC109419826|XP_029709155.1|AEAL	CG8086|NP_001260237.1|DMEL
OG0008463	LOC109426023|XP_019556997.2|AEAL	Amnionless|NP_608515.1|DMEL
OG0008465	LOC109406497|XP_019535127.1|AEAL	CG42381|NP_001137733.1|DMEL
OG0008466	LOC109408578|XP_029735301.1|AEAL	CG33228|NP_995940.2|DMEL
OG0008469	LOC109426398|XP_029730634.1|AEAL	Xrcc2|NP_573302.1|DMEL
OG0008470	LOC115268986|XP_029733133.1|AEAL, LOC109408660|XP_029726356.1|AEAL	CG42361|NP_611945.3|DMEL
OG0008472	LOC115259391|XP_029715799.1|AEAL, LOC115256979|XP_029712062.1|AEAL	CG14478|NP_611214.1|DMEL
OG0008473	LOC109622450|XP_019932336.2|AEAL	PIG-Q|NP_652730.4|DMEL
OG0008527	LOC115256352|XP_029710547.1|AEAL, LOC109431091|XP_029710798.1|AEAL	CG33639|NP_001188669.1|DMEL
OG0008528	LOC109412261|XP_019541457.1|AEAL	CG33229|NP_995945.1|DMEL
OG0008529	LOC109422167|XP_019552353.2|AEAL, LOC109428458|XP_019559767.2|AEAL	Rab27|NP_726743.1|DMEL
OG0008530	LOC109398797|XP_019526753.1|AEAL	tth|NP_572904.1|DMEL
OG0008531	LOC109422140|XP_029733205.1|AEAL, LOC115260348|XP_029717141.1|AEAL	CG6762|NP_573250.1|DMEL
OG0008532	LOC109421960|XP_019552142.2|AEAL, LOC115256719|XP_029711517.1|AEAL	CG13008|NP_573154.1|DMEL
OG0008534	LOC109412994|XP_019542201.2|AEAL	nod|NP_511125.2|DMEL
OG0008535	LOC115260728|XP_029717844.1|AEAL, LOC109427689|XP_029728062.1|AEAL	CG12541|NP_001036262.2|DMEL
OG0008537	LOC109431513|XP_019563287.2|AEAL, LOC109415597|XP_029717879.1|AEAL	2mit|NP_001262529.1|DMEL
OG0008538	LOC109415572|XP_019545002.2|AEAL	Rubicon|NP_572496.1|DMEL
OG0008540	LOC109414937|XP_029715983.1|AEAL	phu|NP_649897.4|DMEL
OG0008541	LOC109416353|XP_029730204.1|AEAL	Tmem63|NP_610351.1|DMEL
OG0008542	LOC109413323|XP_019542586.2|AEAL	CG14965|NP_647783.3|DMEL
OG0008545	LOC109423356|XP_019553865.2|AEAL	sei|NP_476713.1|DMEL
OG0008546	LOC115265474|XP_029726575.1|AEAL	CG15878|NP_647699.1|DMEL
OG0008547	LOC109407778|XP_019536499.2|AEAL	CG17717|NP_572327.1|DMEL
OG0008548	LOC115257722|XP_029713469.1|AEAL, LOC109403392|XP_029734587.1|AEAL, LOC115258514|XP_029714496.1|AEAL, LOC109426579|XP_029725605.1|AEAL, LOC109410522|XP_029725606.1|AEAL	CG2217|NP_651787.1|DMEL
OG0008549	LOC109426770|XP_019557851.2|AEAL	CG6980|NP_651289.1|DMEL
OG0008550	LOC109426745|XP_019557825.2|AEAL	boil|NP_572191.2|DMEL
OG0008551	LOC115269243|XP_029733645.1|AEAL, LOC109403097|XP_029725118.1|AEAL	Cpr62Ba|NP_647666.2|DMEL
OG0008552	LOC109420867|XP_019550893.2|AEAL	SrpRbeta|NP_788485.1|DMEL
OG0008553	LOC109423741|XP_019554280.2|AEAL, LOC109414248|XP_019543603.2|AEAL	CG42382|NP_523665.2|DMEL
OG0008554	LOC109408213|XP_029728786.1|AEAL	Rilpl|NP_001259133.1|DMEL
OG0008555	LOC109415138|XP_019544567.2|AEAL	b6|NP_477365.1|DMEL
OG0008560	LOC109405896|XP_029715267.1|AEAL	Ggamma30A|NP_001285776.1|DMEL
OG0008561	LOC115255331|XP_029709202.1|AEAL, LOC109417557|XP_019547176.2|AEAL, LOC115255377|XP_029709280.1|AEAL	CG2617|NP_610050.1|DMEL
OG0008562	LOC109427452|XP_029708469.1|AEAL	retm|NP_001260132.1|DMEL
OG0008563	LOC109428064|XP_019559288.2|AEAL	CG31365|NP_732827.1|DMEL
OG0008564	LOC109409190|XP_029727082.1|AEAL	CG34367|NP_001097140.1|DMEL
OG0008565	LOC109421412|XP_019551432.2|AEAL	a10|NP_524121.2|DMEL
OG0008567	LOC109429547|XP_019561069.2|AEAL, LOC109429910|XP_019561463.2|AEAL	CG42231|NP_001137828.1|DMEL
OG0008570	LOC109419222|XP_029723309.1|AEAL	CG14431|NP_001368974.1|DMEL
OG0008571	LOC109425041|XP_019555787.2|AEAL	CG6511|NP_648252.1|DMEL
OG0008572	LOC115266343|XP_029728322.1|AEAL, LOC115266145|XP_029727970.1|AEAL, LOC115266347|XP_029728343.1|AEAL, LOC109400207|XP_029728240.1|AEAL	CG14661|NP_649507.1|DMEL
OG0008574	LOC115266713|XP_029729103.1|AEAL, LOC109423801|XP_019554382.2|AEAL, LOC109415330|XP_019544759.2|AEAL	CG43295|NP_001246788.1|DMEL
OG0008576	LOC109409549|XP_029731963.1|AEAL	CG17162|NP_001287647.1|DMEL
OG0008578	LOC109422755|XP_019553179.2|AEAL, LOC115266090|XP_029727878.1|AEAL	moi|NP_001138073.1|DMEL
OG0008579	LOC109401774|XP_019529930.1|AEAL	CG32039|NP_729471.1|DMEL
OG0008581	LOC109416175|XP_019545701.2|AEAL, LOC109404984|XP_019533516.2|AEAL	CG14100|NP_649130.2|DMEL
OG0008582	LOC109404961|XP_029718394.1|AEAL	CG3918|NP_572323.1|DMEL
OG0008583	LOC109432807|XP_029719332.1|AEAL	CG17707|NP_001162627.1|DMEL
OG0008584	LOC109432811|XP_029719335.1|AEAL	CG4281|NP_569973.1|DMEL
OG0008585	LOC109404234|XP_019532611.1|AEAL	Inx2|NP_572375.1|DMEL
OG0008587	LOC109406241|XP_029733101.1|AEAL, LOC115253823|XP_029733082.1|AEAL	subdued|NP_001189248.1|DMEL
OG0008589	LOC109428799|XP_019560197.2|AEAL	CG15725|NP_572823.1|DMEL
OG0008590	LOC109409868|XP_019538923.2|AEAL	CG42498|NP_001163743.1|DMEL
OG0008591	LOC115267880|XP_029731330.1|AEAL, LOC109408333|XP_019537162.2|AEAL, LOC109411244|XP_019540305.2|AEAL	CG45071|NP_730024.1|DMEL
OG0008592	LOC109431583|XP_029731501.1|AEAL	CG42496|NP_001163243.1|DMEL
OG0008597	LOC109432827|XP_019564717.1|AEAL	Ms|NP_536772.1|DMEL
OG0008600	LOC109405930|XP_019534522.2|AEAL	Bdbt|NP_650943.1|DMEL
OG0008607	LOC115257603|XP_029713263.1|AEAL	CG2091|NP_649582.1|DMEL
OG0008612	LOC115260768|XP_029717947.1|AEAL	CG1888|NP_610495.1|DMEL
OG0008613	LOC109404153|XP_019532533.2|AEAL, LOC109413358|XP_029723799.1|AEAL, LOC109413378|XP_029723800.1|AEAL, LOC115264250|XP_029723769.1|AEAL, LOC109406759|XP_029723798.1|AEAL, LOC109413376|XP_029723747.1|AEAL	pre-mod_mdg4_-Z|NP_001189256.1|DMEL
