Orthogroup	AEAL.longest_only	DSUB.longest_only
OG0007037	LOC109427574|XP_019558697.2|AEAL	LOC117897230|XP_034661839.1|DSUB
OG0007038	LOC109416244|XP_029727394.1|AEAL	LOC117890705|XP_034651613.1|DSUB
OG0007039	LOC109423952|XP_019554564.2|AEAL, LOC115265623|XP_029727345.1|AEAL	LOC117892348|XP_034654438.1|DSUB
OG0007040	LOC115265621|XP_029727338.1|AEAL, LOC115265638|XP_029727371.1|AEAL	LOC117901703|XP_034668462.1|DSUB
OG0007041	LOC115265620|XP_029727324.1|AEAL	LOC117902465|XP_034669761.1|DSUB
OG0007042	LOC109431007|XP_029727308.1|AEAL	LOC117901324|XP_034667922.1|DSUB
OG0007043	LOC109404810|XP_019533306.2|AEAL	LOC117897912|XP_034662881.1|DSUB
OG0007044	LOC109419325|XP_029727224.1|AEAL, LOC115265604|XP_029727208.1|AEAL, LOC109623251|XP_019933497.2|AEAL	LOC117901616|XP_034668326.1|DSUB
OG0007045	LOC109419322|XP_029727212.1|AEAL	LOC117896717|XP_034661069.1|DSUB
OG0007046	LOC109419315|XP_019549096.2|AEAL	LOC117897844|XP_034662801.1|DSUB
OG0007047	LOC109421664|XP_019551739.2|AEAL	LOC117900555|XP_034666850.1|DSUB
OG0007048	LOC109421660|XP_019551730.2|AEAL	LOC117902683|XP_034670107.1|DSUB
OG0007049	LOC109421618|XP_019551666.1|AEAL	LOC117900889|XP_034667311.1|DSUB
OG0007050	LOC109409175|XP_019538140.2|AEAL	LOC117901872|XP_034668720.1|DSUB
OG0007051	LOC109409200|XP_029727111.1|AEAL	LOC117901047|XP_034667545.1|DSUB
OG0007052	LOC109409143|XP_019538105.2|AEAL, LOC109421537|XP_019551602.2|AEAL	LOC117903864|XP_034672242.1|DSUB
OG0007053	LOC109421518|XP_029727081.1|AEAL	LOC117897312|XP_034661955.1|DSUB
OG0007054	LOC109621331|XP_019930921.2|AEAL	LOC117892284|XP_034654294.1|DSUB
OG0007055	LOC109621337|XP_029726807.1|AEAL	LOC117891939|XP_034653675.1|DSUB
OG0007056	LOC109421461|XP_019551500.2|AEAL	LOC117893991|XP_034656692.1|DSUB
OG0007057	LOC115254154|XP_029727024.1|AEAL, LOC109432528|XP_029726869.1|AEAL	LOC117903866|XP_034672247.1|DSUB
OG0007058	LOC109432558|XP_019564445.2|AEAL, LOC109421430|XP_019551460.2|AEAL	LOC117903342|XP_034671181.1|DSUB
OG0007059	LOC109421345|XP_029726913.1|AEAL, LOC109432556|XP_019564442.2|AEAL	LOC117900368|XP_034666609.1|DSUB
OG0007060	LOC115265572|XP_029727066.1|AEAL	LOC117902546|XP_034669874.1|DSUB
OG0007061	LOC109421193|XP_029726917.1|AEAL, LOC109432482|XP_029727065.1|AEAL	LOC117902553|XP_034669882.1|DSUB
OG0007062	LOC109621806|XP_019931506.2|AEAL	LOC117902558|XP_034669891.1|DSUB
OG0007063	LOC109421307|XP_019551355.3|AEAL	LOC117901560|XP_034668249.1|DSUB
OG0007064	LOC109421303|XP_019551348.1|AEAL	LOC117891778|XP_034653335.1|DSUB
OG0007065	LOC109621809|XP_019931517.2|AEAL	LOC117894334|XP_034657208.1|DSUB
OG0007066	LOC109621858|XP_019931608.2|AEAL	LOC117893326|XP_034655807.1|DSUB
OG0007067	LOC109421298|XP_019551341.2|AEAL	LOC117899984|XP_034666040.1|DSUB
OG0007068	LOC109621853|XP_029726958.1|AEAL	LOC117900831|XP_034667230.1|DSUB
OG0007069	LOC109410817|XP_029710355.1|AEAL, LOC115256260|XP_029710390.1|AEAL	LOC117902542|XP_034669868.1|DSUB
OG0007070	LOC109621231|XP_019530737.2|AEAL	LOC117892382|XP_034654484.1|DSUB
OG0007071	LOC109402516|XP_019530752.2|AEAL	LOC117891959|XP_034653722.1|DSUB
OG0007073	LOC109402498|XP_019530727.2|AEAL	LOC117902367|XP_034669574.1|DSUB
OG0007074	LOC109415856|XP_019545349.2|AEAL	LOC117890961|XP_034651991.1|DSUB
OG0007075	LOC109415853|XP_019545346.2|AEAL	LOC117901636|XP_034668358.1|DSUB
OG0007076	LOC109402466|XP_019530702.2|AEAL	LOC117891567|XP_034652981.1|DSUB
OG0007077	LOC109416798|XP_019546403.1|AEAL	LOC117901501|XP_034668162.1|DSUB
OG0007078	LOC109402527|XP_019530771.2|AEAL	LOC117900025|XP_034666103.1|DSUB
OG0007079	LOC109416792|XP_029720038.1|AEAL	LOC117900029|XP_034666106.1|DSUB
OG0007080	LOC109429583|XP_029719935.1|AEAL	LOC117901115|XP_034667640.1|DSUB
OG0007081	LOC109429582|XP_019561109.2|AEAL	LOC117902336|XP_034669526.1|DSUB
OG0007082	LOC109426524|XP_019557606.2|AEAL	LOC117901212|XP_034667766.1|DSUB
OG0007083	LOC109429576|XP_029719930.1|AEAL	LOC117900290|XP_034666493.1|DSUB
OG0007084	LOC115262079|XP_029719891.1|AEAL, LOC109429573|XP_029719925.1|AEAL	LOC117902433|XP_034669702.1|DSUB
OG0007085	LOC109429560|XP_029719916.1|AEAL, LOC109429977|XP_029719908.1|AEAL	LOC117901926|XP_034668786.1|DSUB
OG0007086	LOC109429546|XP_029720094.1|AEAL	LOC117902544|XP_034669871.1|DSUB
OG0007087	LOC109429894|XP_019561437.2|AEAL	LOC117894331|XP_034657206.1|DSUB
OG0007088	LOC109429892|XP_029720103.1|AEAL	LOC117901377|XP_034667978.1|DSUB
OG0007089	LOC109415453|XP_019544874.2|AEAL	LOC117900720|XP_034667079.1|DSUB
OG0007090	LOC109429879|XP_029720114.1|AEAL	LOC117902805|XP_034670317.1|DSUB
OG0007091	LOC109429872|XP_019561403.2|AEAL	LOC117901495|XP_034668155.1|DSUB
OG0007092	LOC109415451|XP_019544872.2|AEAL	LOC117898720|XP_034664228.1|DSUB
OG0007093	LOC109429955|XP_029720122.1|AEAL	LOC117900316|XP_034666536.1|DSUB
OG0007094	LOC109429944|XP_019561486.1|AEAL	LOC117900322|XP_034666545.1|DSUB
OG0007095	LOC109429946|XP_019561488.2|AEAL	LOC117901302|XP_034667898.1|DSUB
OG0007096	LOC109429943|XP_019561485.2|AEAL	LOC117902316|XP_034669491.1|DSUB
OG0007097	LOC115253886|XP_029729201.1|AEAL, LOC109429830|XP_029720145.1|AEAL	LOC117901195|XP_034667739.1|DSUB
OG0007098	LOC115262145|XP_029720148.1|AEAL	LOC117900078|XP_034666174.1|DSUB
OG0007099	LOC109429796|XP_019526211.2|AEAL	LOC117897667|XP_034662555.1|DSUB
OG0007100	LOC109429791|XP_029720166.1|AEAL	LOC117901821|XP_034668635.1|DSUB
OG0007101	LOC109404638|XP_019533101.2|AEAL, LOC109411676|XP_019540786.2|AEAL	LOC117901399|XP_034668023.1|DSUB
OG0007102	LOC109404600|XP_029720262.1|AEAL	LOC117901402|XP_034668027.1|DSUB
OG0007103	LOC109404604|XP_019533052.1|AEAL	LOC117900040|XP_034666120.1|DSUB
OG0007104	LOC109411702|XP_019540820.1|AEAL	LOC117902167|XP_034669197.1|DSUB
OG0007105	LOC109411704|XP_019540824.2|AEAL	LOC117902464|XP_034669760.1|DSUB
OG0007106	LOC109411764|XP_019540919.2|AEAL, LOC115262162|XP_029720233.1|AEAL	LOC117900572|XP_034666872.1|DSUB
OG0007107	LOC109416814|XP_019546424.2|AEAL	LOC117902684|XP_034670108.1|DSUB
OG0007108	LOC115266197|XP_029728025.1|AEAL, LOC109416813|XP_029720224.1|AEAL	LOC117901277|XP_034667862.1|DSUB
OG0007109	LOC109421195|XP_019551262.1|AEAL	LOC117900121|XP_034666237.1|DSUB
OG0007110	LOC109421405|XP_029719783.1|AEAL	LOC117900032|XP_034666111.1|DSUB
OG0007111	LOC109421495|XP_029720210.1|AEAL	LOC117901150|XP_034667689.1|DSUB
OG0007112	LOC109411735|XP_019540879.2|AEAL	LOC117902472|XP_034669769.1|DSUB
OG0007113	LOC109411740|XP_019540888.2|AEAL	LOC117899451|XP_034665351.1|DSUB
OG0007114	LOC109420449|XP_019550340.2|AEAL	LOC117902388|XP_034669603.1|DSUB
OG0007115	LOC109411747|XP_029720204.1|AEAL	LOC117900253|XP_034666443.1|DSUB
OG0007116	LOC109411754|XP_019540905.2|AEAL	LOC117901654|XP_034668381.1|DSUB
OG0007118	LOC109411759|XP_019540913.2|AEAL	LOC117901940|XP_034668800.1|DSUB
OG0007119	LOC109411214|XP_029719801.1|AEAL	LOC117897438|XP_034662173.1|DSUB
OG0007120	LOC109411219|XP_019540265.2|AEAL	LOC117903330|XP_034671163.1|DSUB
OG0007121	LOC115262201|XP_029720403.1|AEAL, LOC109411242|XP_019540304.1|AEAL	LOC117902550|XP_034669884.1|DSUB
OG0007122	LOC109411230|XP_019540283.2|AEAL	LOC117889573|XP_034649864.1|DSUB
OG0007123	LOC109411232|XP_019540288.1|AEAL	LOC117902127|XP_034669150.1|DSUB
OG0007124	LOC109414188|XP_019543517.2|AEAL	LOC117893817|XP_034656460.1|DSUB
OG0007125	LOC109414187|XP_019543515.2|AEAL	LOC117893720|XP_034656298.1|DSUB
OG0007126	LOC109414186|XP_019543514.2|AEAL	LOC117893531|XP_034656064.1|DSUB
OG0007127	LOC109414184|XP_019543511.1|AEAL	LOC117894700|XP_034657774.1|DSUB
OG0007128	LOC109414180|XP_019543508.2|AEAL	LOC117894736|XP_034657825.1|DSUB
OG0007129	LOC109414179|XP_019543507.2|AEAL	LOC117893721|XP_034656301.1|DSUB
OG0007130	LOC109414174|XP_029712512.1|AEAL	LOC117893320|XP_034655799.1|DSUB
OG0007131	LOC109414168|XP_019543496.2|AEAL	LOC117893668|XP_034656249.1|DSUB
OG0007132	LOC109414166|XP_029712485.1|AEAL	LOC117894474|XP_034657465.1|DSUB
OG0007133	LOC109414161|XP_019543486.1|AEAL, LOC115254470|XP_029707884.1|AEAL	LOC117894432|XP_034657386.1|DSUB
OG0007134	LOC115257198|XP_029712493.1|AEAL, LOC109414159|XP_019543484.1|AEAL	LOC117894275|XP_034657121.1|DSUB
OG0007135	LOC109414203|XP_019543544.1|AEAL, LOC115257215|XP_029712519.1|AEAL	LOC117893400|XP_034655890.1|DSUB
OG0007136	LOC109414152|XP_019543473.2|AEAL, LOC115254464|XP_029707878.1|AEAL	LOC117894394|XP_034657287.1|DSUB
OG0007137	LOC109432457|XP_029707856.1|AEAL, LOC109426364|XP_029713954.1|AEAL	LOC117903818|XP_034672149.1|DSUB
OG0007138	LOC109621640|XP_029713994.1|AEAL, LOC109426361|XP_029707853.1|AEAL	LOC117903297|XP_034671117.1|DSUB
OG0007139	LOC109621532|XP_029707846.1|AEAL, LOC109426356|XP_029713956.1|AEAL	LOC117898421|XP_034663698.1|DSUB
OG0007140	LOC109426355|XP_019557360.2|AEAL, LOC109621531|XP_029713976.1|AEAL	LOC117903794|XP_034672117.1|DSUB
OG0007141	LOC109426352|XP_019557358.2|AEAL, LOC109621643|XP_019931291.2|AEAL	LOC117900324|XP_034666550.1|DSUB
OG0007142	LOC109423350|XP_019553893.1|AEAL	LOC117894815|XP_034657945.1|DSUB
OG0007143	LOC109421791|XP_019551886.2|AEAL	LOC117897716|XP_034662632.1|DSUB
OG0007145	LOC109427108|XP_019558237.2|AEAL, LOC109421675|XP_029708067.1|AEAL	LOC117896839|XP_034661249.1|DSUB
OG0007146	LOC109421799|XP_019551893.2|AEAL	LOC117898744|XP_034664257.1|DSUB
OG0007147	LOC109421805|XP_029732695.1|AEAL	LOC117899667|XP_034665746.1|DSUB
OG0007148	LOC109427974|XP_019559174.2|AEAL, LOC109418212|XP_029732714.1|AEAL	LOC117903278|XP_034671071.1|DSUB
OG0007149	LOC109418227|XP_029732711.1|AEAL	LOC117891823|XP_034653451.1|DSUB
OG0007150	LOC109418235|XP_029720550.1|AEAL, LOC109428008|XP_029709760.1|AEAL	LOC117894305|XP_034657163.1|DSUB
OG0007151	LOC109427971|XP_029709762.1|AEAL, LOC109418190|XP_029720552.1|AEAL	LOC117893683|XP_034656263.1|DSUB
OG0007152	LOC109418237|XP_019547939.2|AEAL, LOC115255773|XP_029709761.1|AEAL	LOC117903695|XP_034671925.1|DSUB
OG0007153	LOC109428025|XP_019559228.2|AEAL	LOC117903699|XP_034671929.1|DSUB
OG0007154	LOC109428033|XP_019559242.2|AEAL	LOC117892126|XP_034654048.1|DSUB
OG0007155	LOC109428035|XP_019559245.2|AEAL	LOC117890943|XP_034651969.1|DSUB
OG0007156	LOC109428039|XP_019559249.2|AEAL	LOC117898671|XP_034664141.1|DSUB
OG0007157	LOC109418263|XP_019547970.2|AEAL	LOC117897139|XP_034661701.1|DSUB
OG0007158	LOC109428045|XP_019559256.2|AEAL	LOC117893101|XP_034655423.1|DSUB
OG0007159	LOC115259927|XP_029716580.1|AEAL, LOC109428053|XP_029720490.1|AEAL	LOC117903121|XP_034670843.1|DSUB
OG0007160	LOC109428082|XP_029720317.1|AEAL	LOC117897077|XP_034661603.1|DSUB
OG0007161	LOC109428094|XP_029720041.1|AEAL, LOC109418200|XP_019547909.2|AEAL	LOC117897493|XP_034662278.1|DSUB
OG0007162	LOC109418317|XP_019548035.2|AEAL, LOC109428095|XP_029720165.1|AEAL	LOC117903151|XP_034670883.1|DSUB
OG0007163	LOC109428101|XP_019559333.2|AEAL, LOC109418322|XP_019548044.2|AEAL	LOC117899654|XP_034665725.1|DSUB
OG0007164	LOC109418331|XP_019548059.2|AEAL, LOC109427300|XP_029721137.1|AEAL	LOC117899651|XP_034665721.1|DSUB
OG0007165	LOC115253710|XP_029721253.1|AEAL, LOC109418342|XP_029721037.1|AEAL	LOC117903856|XP_034672219.1|DSUB
OG0007166	LOC109418349|XP_019548082.2|AEAL	LOC117895129|XP_034658432.1|DSUB
OG0007167	LOC109418350|XP_029721279.1|AEAL	LOC117889580|XP_034649877.1|DSUB
OG0007168	LOC109418402|XP_029721463.1|AEAL, LOC109426117|XP_029721773.1|AEAL	LOC117903698|XP_034671928.1|DSUB
OG0007169	LOC109418375|XP_019548108.1|AEAL, LOC109426090|XP_019557056.1|AEAL	LOC117893595|XP_034656164.1|DSUB
OG0007170	LOC115263071|XP_029721860.1|AEAL, LOC109426121|XP_029721524.1|AEAL	LOC117899006|XP_034664644.1|DSUB
OG0007171	LOC109418416|XP_029721930.1|AEAL, LOC115262876|XP_029721618.1|AEAL	LOC117894235|XP_034657048.1|DSUB
OG0007172	LOC109418422|XP_019548151.2|AEAL, LOC109426153|XP_019557128.2|AEAL	LOC117902911|XP_034670366.1|DSUB
OG0007173	LOC109426154|XP_019557130.2|AEAL, LOC115262909|XP_029721671.1|AEAL	LOC117902890|XP_034670347.1|DSUB
OG0007174	LOC109419125|XP_019548888.2|AEAL	LOC117897513|XP_034662318.1|DSUB
OG0007175	LOC109426191|XP_019557178.2|AEAL	LOC117894415|XP_034657316.1|DSUB
OG0007176	LOC109415977|XP_019545499.2|AEAL	LOC117897808|XP_034662748.1|DSUB
OG0007177	LOC109419210|XP_019548962.1|AEAL	LOC117897917|XP_034662892.1|DSUB
OG0007178	LOC109419213|XP_019548965.2|AEAL	LOC117898368|XP_034663596.1|DSUB
OG0007179	LOC109416013|XP_019545526.2|AEAL	LOC117896544|XP_034660820.1|DSUB
OG0007180	LOC109419216|XP_019548973.2|AEAL	LOC117897918|XP_034662893.1|DSUB
OG0007181	LOC109419226|XP_029719621.1|AEAL, LOC109407487|XP_029723344.1|AEAL	LOC117899100|XP_034664775.1|DSUB
OG0007182	LOC109419229|XP_029723373.1|AEAL	LOC117899724|XP_034665857.1|DSUB
OG0007183	LOC109419233|XP_019548989.2|AEAL	LOC117899722|XP_034665831.1|DSUB
OG0007184	LOC109407483|XP_029723393.1|AEAL	LOC117898665|XP_034664131.1|DSUB
OG0007185	LOC109407493|XP_029723535.1|AEAL, LOC109419166|XP_019548931.2|AEAL	LOC117902093|XP_034669080.1|DSUB
OG0007186	LOC109427338|XP_029723668.1|AEAL	LOC117896080|XP_034660007.1|DSUB
OG0007187	LOC109427334|XP_029723762.1|AEAL	LOC117899715|XP_034665821.1|DSUB
OG0007188	LOC109419253|XP_019549045.2|AEAL	LOC117897830|XP_034662783.1|DSUB
OG0007189	LOC109419256|XP_019549049.2|AEAL	LOC117896488|XP_034660719.1|DSUB
OG0007190	LOC109419258|XP_019549050.2|AEAL	LOC117896592|XP_034660908.1|DSUB
OG0007191	LOC109426113|XP_019557086.2|AEAL	LOC117895454|XP_034659017.1|DSUB
OG0007192	LOC109415725|XP_029724457.1|AEAL, LOC109429486|XP_029724233.1|AEAL	LOC117903765|XP_034672068.1|DSUB
OG0007193	LOC115264647|XP_029724441.1|AEAL, LOC109429484|XP_019560986.2|AEAL	LOC117903763|XP_034672064.1|DSUB
OG0007194	LOC109429489|XP_019560993.2|AEAL, LOC109415723|XP_019545200.2|AEAL	LOC117894509|XP_034657513.1|DSUB
OG0007195	LOC109429506|XP_019561022.2|AEAL	LOC117897209|XP_034661804.1|DSUB
OG0007196	LOC109410465|XP_029725098.1|AEAL	LOC117899055|XP_034664713.1|DSUB
OG0007197	LOC109401486|XP_029725929.1|AEAL	LOC117893014|XP_034655260.1|DSUB
OG0007198	LOC109405857|XP_019534461.1|AEAL	LOC117897307|XP_034661950.1|DSUB
OG0007199	LOC109405847|XP_019534453.2|AEAL	LOC117898344|XP_034663567.1|DSUB
OG0007200	LOC109405846|XP_029725478.1|AEAL	LOC117897064|XP_034661558.1|DSUB
OG0007201	LOC109405835|XP_019534439.2|AEAL	LOC117895816|XP_034659633.1|DSUB
OG0007202	LOC109410403|XP_029726146.1|AEAL	LOC117895064|XP_034658336.1|DSUB
OG0007203	LOC109405832|XP_019534435.2|AEAL	LOC117895060|XP_034658331.1|DSUB
OG0007204	LOC109410394|XP_019539492.2|AEAL	LOC117893336|XP_034655820.1|DSUB
OG0007205	LOC109410392|XP_019539490.2|AEAL	LOC117895065|XP_034658337.1|DSUB
OG0007206	LOC109417380|XP_029726232.1|AEAL	LOC117896756|XP_034661118.1|DSUB
OG0007207	LOC109398749|XP_019526683.2|AEAL	LOC117896009|XP_034659897.1|DSUB
OG0007208	LOC109398750|XP_029726251.1|AEAL	LOC117896490|XP_034660721.1|DSUB
OG0007209	LOC109398756|XP_019526691.2|AEAL	LOC117899243|XP_034665011.1|DSUB
OG0007210	LOC109398754|XP_019526688.2|AEAL	LOC117897205|XP_034661799.1|DSUB
OG0007211	LOC109410380|XP_019539477.2|AEAL	LOC117896755|XP_034661117.1|DSUB
OG0007212	LOC109398748|XP_029726381.1|AEAL	LOC117898849|XP_034664417.1|DSUB
OG0007213	LOC109416239|XP_019545782.1|AEAL, LOC109427053|XP_019558151.1|AEAL	LOC117890269|XP_034650919.1|DSUB
OG0007214	LOC109416235|XP_019545778.2|AEAL	LOC117893891|XP_034656557.1|DSUB
OG0007215	LOC109399757|XP_029727155.1|AEAL	LOC117898362|XP_034663588.1|DSUB
OG0007219	LOC109413762|XP_029727234.1|AEAL, LOC115265612|XP_029727296.1|AEAL	LOC117898556|XP_034663933.1|DSUB
OG0007220	LOC109413692|XP_019542958.2|AEAL	LOC117897811|XP_034662751.1|DSUB
OG0007221	LOC109413690|XP_019542955.2|AEAL	LOC117898750|XP_034664262.1|DSUB
OG0007222	LOC109622416|XP_029727441.1|AEAL	LOC117898428|XP_034663707.1|DSUB
OG0007223	LOC109413668|XP_019542920.2|AEAL	LOC117899652|XP_034665723.1|DSUB
OG0007224	LOC109425010|XP_019555743.2|AEAL	LOC117897448|XP_034662183.1|DSUB
OG0007225	LOC109413665|XP_019542914.1|AEAL	LOC117896663|XP_034661000.1|DSUB
OG0007226	LOC109413664|XP_019542913.2|AEAL	LOC117897089|XP_034661619.1|DSUB
OG0007227	LOC109413663|XP_019542910.2|AEAL	LOC117894571|XP_034657601.1|DSUB
OG0007228	LOC109413662|XP_029727604.1|AEAL	LOC117894739|XP_034657829.1|DSUB
OG0007229	LOC109425023|XP_019555759.1|AEAL	LOC117899506|XP_034665448.1|DSUB
OG0007230	LOC109415663|XP_019545124.1|AEAL	LOC117897356|XP_034662029.1|DSUB
OG0007231	LOC109415660|XP_019545118.2|AEAL	LOC117896999|XP_034661450.1|DSUB
OG0007232	LOC109425042|XP_029727679.1|AEAL	LOC117892949|XP_034655163.1|DSUB
OG0007233	LOC109415653|XP_019545106.2|AEAL	LOC117892952|XP_034655172.1|DSUB
OG0007234	LOC109415649|XP_019545099.2|AEAL	LOC117892958|XP_034655183.1|DSUB
OG0007235	LOC109425049|XP_029727738.1|AEAL	LOC117892950|XP_034655171.1|DSUB
OG0007238	LOC109399794|XP_019527837.2|AEAL	LOC117902971|XP_034670519.1|DSUB
OG0007241	LOC115270942|XP_029736156.1|AEAL, LOC109402035|XP_019530184.2|AEAL	LOC117903860|XP_034672237.1|DSUB
OG0007242	LOC109413710|XP_029736157.1|AEAL, LOC109402021|XP_029736139.1|AEAL	LOC117903849|XP_034672201.1|DSUB
OG0007243	LOC109404827|XP_029708124.1|AEAL	LOC117897662|XP_034662544.1|DSUB
OG0007244	LOC109414569|XP_029708123.1|AEAL	LOC117898876|XP_034664450.1|DSUB
OG0007248	LOC109415814|XP_019545291.2|AEAL, LOC115266506|XP_029728613.1|AEAL	LOC117897757|XP_034662694.1|DSUB
OG0007250	LOC115254176|XP_029728818.1|AEAL, LOC109415780|XP_029728748.1|AEAL	LOC117903466|XP_034671405.1|DSUB
OG0007251	LOC109415778|XP_019545253.1|AEAL, LOC109423907|XP_019554513.1|AEAL	LOC117898374|XP_034663605.1|DSUB
OG0007252	LOC109423866|XP_029728959.1|AEAL	LOC117897175|XP_034661765.1|DSUB
OG0007253	LOC109424043|XP_029731223.1|AEAL	LOC117893318|XP_034655796.1|DSUB
OG0007254	LOC109621941|XP_019931705.2|AEAL	LOC117898016|XP_034663035.1|DSUB
OG0007255	LOC109425571|XP_029729481.1|AEAL, LOC109411551|XP_029729537.1|AEAL	LOC117898756|XP_034664275.1|DSUB
OG0007256	LOC109411514|XP_019540597.1|AEAL	LOC117897919|XP_034662894.1|DSUB
OG0007257	LOC109411492|XP_019540558.2|AEAL	LOC117896079|XP_034660006.1|DSUB
OG0007258	LOC109425583|XP_029729639.1|AEAL	LOC117896092|XP_034660024.1|DSUB
OG0007259	LOC109411178|XP_019540201.2|AEAL, LOC109425602|XP_019556393.2|AEAL	LOC117903615|XP_034671761.1|DSUB
OG0007260	LOC115267204|XP_029729945.1|AEAL, LOC109411166|XP_029729878.1|AEAL	LOC117894614|XP_034657660.1|DSUB
OG0007261	LOC109412043|XP_019541234.2|AEAL, LOC115269864|XP_029734543.1|AEAL	LOC117890355|XP_034651040.1|DSUB
OG0007262	LOC115267323|XP_029730109.1|AEAL, LOC109411071|XP_029730097.1|AEAL	LOC117903754|XP_034672055.1|DSUB
OG0007263	LOC109411036|XP_019540022.2|AEAL	LOC117895774|XP_034659561.1|DSUB
OG0007264	LOC109411781|XP_029730209.1|AEAL	LOC117893708|XP_034656285.1|DSUB
OG0007265	LOC109410892|XP_019539947.2|AEAL	LOC117903408|XP_034671298.1|DSUB
OG0007266	LOC109410890|XP_029730312.1|AEAL, LOC115254065|XP_029718516.1|AEAL	LOC117897286|XP_034661914.1|DSUB
OG0007269	LOC109400874|XP_019528904.2|AEAL	LOC117900346|XP_034666583.1|DSUB
OG0007270	LOC109416761|XP_019546363.2|AEAL	LOC117898726|XP_034664235.1|DSUB
OG0007271	LOC109400850|XP_019528878.2|AEAL	LOC117896097|XP_034660039.1|DSUB
OG0007272	LOC109416759|XP_019546361.2|AEAL	LOC117894592|XP_034657633.1|DSUB
OG0007273	LOC109416756|XP_019546356.2|AEAL	LOC117899600|XP_034665614.1|DSUB
OG0007274	LOC109416755|XP_019546355.2|AEAL	LOC117897958|XP_034662951.1|DSUB
OG0007275	LOC109416751|XP_019546352.2|AEAL	LOC117894921|XP_034658116.1|DSUB
OG0007276	LOC109400871|XP_019528902.1|AEAL	LOC117894920|XP_034658115.1|DSUB
OG0007277	LOC109416018|XP_029731355.1|AEAL	LOC117895685|XP_034659404.1|DSUB
OG0007278	LOC109416016|XP_019545527.2|AEAL	LOC117895242|XP_034658644.1|DSUB
OG0007279	LOC109415018|XP_029731416.1|AEAL	LOC117895241|XP_034658641.1|DSUB
OG0007280	LOC109414810|XP_029731432.1|AEAL	LOC117894316|XP_034657178.1|DSUB
OG0007281	LOC109414524|XP_019543912.2|AEAL	LOC117898777|XP_034664304.1|DSUB
OG0007282	LOC109423413|XP_029731787.1|AEAL	LOC117898774|XP_034664298.1|DSUB
OG0007283	LOC109414481|XP_019543874.2|AEAL	LOC117897970|XP_034662972.1|DSUB
OG0007284	LOC109423378|XP_019553914.1|AEAL	LOC117897764|XP_034662700.1|DSUB
OG0007285	LOC109409555|XP_019538536.2|AEAL	LOC117896600|XP_034660924.1|DSUB
OG0007286	LOC109423376|XP_029720642.1|AEAL, LOC109430466|XP_029732046.1|AEAL	LOC117898628|XP_034664081.1|DSUB
OG0007287	LOC109409558|XP_019538543.2|AEAL	LOC117900723|XP_034667082.1|DSUB
OG0007288	LOC109409560|XP_019538545.2|AEAL	LOC117903852|XP_034672208.1|DSUB
OG0007289	LOC109409564|XP_029732145.1|AEAL	LOC117903687|XP_034671916.1|DSUB
OG0007290	LOC109430453|XP_019562068.1|AEAL, LOC109409575|XP_019538571.1|AEAL	LOC117898355|XP_034663579.1|DSUB
OG0007291	LOC109405758|XP_019534369.2|AEAL	LOC117898037|XP_034663075.1|DSUB
OG0007292	LOC109405756|XP_019534368.2|AEAL, LOC109433372|XP_019565343.2|AEAL	LOC117903282|XP_034671093.1|DSUB
OG0007293	LOC109433397|XP_019565375.2|AEAL	LOC117896996|XP_034661447.1|DSUB
OG0007294	LOC109433307|XP_019565278.2|AEAL, LOC109622091|XP_019931871.1|AEAL	LOC117898555|XP_034663931.1|DSUB
OG0007295	LOC109413944|XP_019543220.3|AEAL	LOC117896665|XP_034661003.1|DSUB
OG0007296	LOC109413923|XP_029734144.1|AEAL	LOC117896889|XP_034661310.1|DSUB
OG0007297	LOC109622067|XP_029734139.1|AEAL	LOC117897473|XP_034662215.1|DSUB
OG0007298	LOC109622065|XP_019543192.1|AEAL	LOC117895961|XP_034659807.1|DSUB
OG0007299	LOC109413913|XP_029734085.1|AEAL	LOC117896638|XP_034660976.1|DSUB
OG0007300	LOC109622056|XP_029733919.1|AEAL	LOC117896089|XP_034660018.1|DSUB
OG0007301	LOC109405021|XP_029733799.1|AEAL	LOC117897305|XP_034661947.1|DSUB
OG0007302	LOC109405983|XP_019534583.3|AEAL	LOC117899175|XP_034664927.1|DSUB
OG0007303	LOC109419330|XP_019549110.2|AEAL, LOC109408471|XP_019537354.2|AEAL, LOC115269975|XP_029734697.1|AEAL	LOC117903093|XP_034670792.1|DSUB
OG0007304	LOC109408454|XP_019537331.2|AEAL	LOC117902041|XP_034668996.1|DSUB
OG0007305	LOC109408434|XP_019537310.2|AEAL	LOC117894236|XP_034657044.1|DSUB
OG0007306	LOC109419387|XP_019549165.2|AEAL	LOC117894234|XP_034657042.1|DSUB
OG0007307	LOC109401058|XP_029735348.1|AEAL	LOC117898241|XP_034663377.1|DSUB
OG0007308	LOC109401050|XP_029716951.1|AEAL, LOC115270288|XP_029735486.1|AEAL	LOC117899257|XP_034665035.1|DSUB
OG0007309	LOC109408408|XP_029735700.1|AEAL	LOC117897870|XP_034662835.1|DSUB
OG0007310	LOC109408405|XP_019537260.2|AEAL	LOC117896390|XP_034660585.1|DSUB
OG0007311	LOC109405715|XP_029735740.1|AEAL	LOC117897672|XP_034662565.1|DSUB
OG0007312	LOC109408400|XP_029735841.1|AEAL	LOC117892390|XP_034654497.1|DSUB
OG0007313	LOC109424071|XP_029719670.1|AEAL	LOC117896199|XP_034660213.1|DSUB
