Orthogroup	AEAL.longest_only	DFIC.longest_only
OG0007375	LOC115260327|XP_029717117.1|AEAL, LOC109428135|XP_029710431.1|AEAL	LOC108088682|XP_017042111.1|DFIC
OG0007376	LOC109406883|XP_019535437.2|AEAL	LOC108094608|XP_017050762.1|DFIC
OG0007377	LOC115261502|XP_029719095.1|AEAL, LOC109404483|XP_019532916.1|AEAL	LOC108095319|XP_017051885.1|DFIC
OG0007378	LOC109406319|XP_019534959.2|AEAL, LOC115261505|XP_029719098.1|AEAL	LOC108097626|XP_017055537.1|DFIC
OG0007379	LOC109404472|XP_029719039.1|AEAL, LOC109406315|XP_019534953.1|AEAL	LOC108094655|XP_017050853.1|DFIC
OG0007380	LOC109406304|XP_029719029.1|AEAL, LOC109404485|XP_029719110.1|AEAL, LOC115261487|XP_029719064.1|AEAL	LOC108097227|XP_017054876.1|DFIC
OG0007381	LOC109406328|XP_029719045.1|AEAL, LOC109404503|XP_019532946.2|AEAL	LOC108094670|XP_017050872.1|DFIC
OG0007382	LOC109406293|XP_019534923.2|AEAL, LOC115261517|XP_029719141.1|AEAL	LOC108097072|XP_017054602.1|DFIC
OG0007383	LOC109404958|XP_029719144.1|AEAL	LOC108092818|XP_017048110.1|DFIC
OG0007384	LOC109404966|XP_029719198.1|AEAL, LOC109416165|XP_029718397.1|AEAL	LOC108097077|XP_017054607.1|DFIC
OG0007385	LOC115261524|XP_029719200.1|AEAL, LOC109404981|XP_029719237.1|AEAL	LOC108092796|XP_017048056.1|DFIC
OG0007386	LOC109416145|XP_029719223.1|AEAL, LOC109416207|XP_029719212.1|AEAL	LOC108097148|XP_017054757.1|DFIC
OG0007387	LOC109416206|XP_029719222.1|AEAL, LOC109416144|XP_019545657.2|AEAL	LOC108094569|XP_017050671.1|DFIC
OG0007388	LOC109416142|XP_029719221.1|AEAL, LOC109416205|XP_029719216.1|AEAL	LOC108094588|XP_017050696.1|DFIC
OG0007389	LOC109416635|XP_029719266.1|AEAL, LOC109432844|XP_029719277.1|AEAL	LOC108095771|XP_017052506.1|DFIC
OG0007390	LOC109432835|XP_029719292.1|AEAL, LOC109416626|XP_029719291.1|AEAL, LOC115254082|XP_029719263.1|AEAL	LOC108097124|XP_017054709.1|DFIC
OG0007391	LOC109416624|XP_029719261.1|AEAL, LOC109432833|XP_029719282.1|AEAL, LOC115261554|XP_029719283.1|AEAL	LOC108095919|XP_017052740.1|DFIC
OG0007392	LOC115261572|XP_029719327.1|AEAL, LOC109416618|XP_019546228.2|AEAL, LOC109432819|XP_029719254.1|AEAL, LOC115261559|XP_029719302.1|AEAL	LOC108092854|XP_017048163.1|DFIC
OG0007393	LOC109432808|XP_019564698.2|AEAL	LOC108092050|XP_017046987.1|DFIC
OG0007395	LOC109432733|XP_019564662.1|AEAL	LOC108097954|XP_017056049.1|DFIC
OG0007396	LOC109621965|XP_029710319.1|AEAL	LOC108090172|XP_017044237.1|DFIC
OG0007397	LOC115268851|XP_029732883.1|AEAL	LOC108089250|XP_017042904.1|DFIC
OG0007399	LOC109416482|XP_029732994.1|AEAL, LOC109419429|XP_029732996.1|AEAL	LOC108088669|XP_017042091.1|DFIC
OG0007400	LOC109416704|XP_029733002.1|AEAL	LOC108097334|XP_017055057.1|DFIC
OG0007401	LOC109411905|XP_019541076.2|AEAL	LOC108097575|XP_017055451.1|DFIC
OG0007402	LOC109411915|XP_019541091.1|AEAL	LOC108101102|XP_017060801.1|DFIC
OG0007403	LOC115260278|XP_029717074.1|AEAL, LOC109406256|XP_019534863.2|AEAL	LOC108101058|XP_017060734.1|DFIC
OG0007404	LOC109411920|XP_029733057.1|AEAL	LOC108101091|XP_017060783.1|DFIC
OG0007405	LOC109406270|XP_029733055.1|AEAL	LOC108095822|XP_017052590.1|DFIC
OG0007406	LOC109406267|XP_019534891.1|AEAL	LOC108098575|XP_017057100.1|DFIC
OG0007407	LOC109406729|XP_029733035.1|AEAL	LOC108088113|XP_017041252.1|DFIC
OG0007408	LOC109406742|XP_019535333.1|AEAL	LOC108088288|XP_017041498.1|DFIC
OG0007409	LOC109406743|XP_029733034.1|AEAL	LOC108089936|XP_017043915.1|DFIC
OG0007410	LOC109424555|XP_029734041.1|AEAL, LOC109411979|XP_029712458.1|AEAL	LOC108102140|XP_017062298.1|DFIC
OG0007411	LOC115269431|XP_029734040.1|AEAL, LOC109411984|XP_019541187.1|AEAL	LOC108092878|XP_017048208.1|DFIC
OG0007412	LOC109411982|XP_019541184.1|AEAL, LOC115269430|XP_029734039.1|AEAL	LOC108092802|XP_017048062.1|DFIC
OG0007413	LOC109424545|XP_029734047.1|AEAL	LOC108096679|XP_017053968.1|DFIC
OG0007414	LOC109428783|XP_019560172.2|AEAL, LOC109405087|XP_029733941.1|AEAL	LOC108097261|XP_017054940.1|DFIC
OG0007415	LOC109428819|XP_019560212.2|AEAL, LOC109397789|XP_019525652.2|AEAL	LOC108091138|XP_017045662.1|DFIC
OG0007416	LOC109397755|XP_029733975.1|AEAL, LOC109428797|XP_029733955.1|AEAL	LOC108095516|XP_017052114.1|DFIC
OG0007417	LOC109397779|XP_029733961.1|AEAL, LOC109419481|XP_019549248.1|AEAL	LOC108086502|XP_017038917.1|DFIC
OG0007421	LOC109405134|XP_029724204.1|AEAL	LOC108097004|XP_017054481.1|DFIC
OG0007422	LOC115264538|XP_029724147.1|AEAL, LOC109405347|XP_019533949.2|AEAL	LOC108092945|XP_017048304.1|DFIC
OG0007423	LOC115253739|XP_029724142.1|AEAL, LOC109405371|XP_029724183.1|AEAL	LOC108095534|XP_017052150.1|DFIC
OG0007424	LOC109399515|XP_019527513.1|AEAL	LOC108099832|XP_017058952.1|DFIC
OG0007425	LOC109405539|XP_029724166.1|AEAL	LOC108088932|XP_017042444.1|DFIC
OG0007426	LOC109399397|XP_029728100.1|AEAL, LOC109405592|XP_029724164.1|AEAL	LOC108088634|XP_017042041.1|DFIC
OG0007427	LOC109405618|XP_029724163.1|AEAL, LOC109399358|XP_029728102.1|AEAL	LOC108092789|XP_017048043.1|DFIC
OG0007428	LOC109401709|XP_029724226.1|AEAL, LOC109407860|XP_019536584.2|AEAL	LOC108092777|XP_017047999.1|DFIC
OG0007430	LOC109432015|XP_019563862.2|AEAL	LOC108100660|XP_017060159.1|DFIC
OG0007431	LOC109431996|XP_019563844.2|AEAL	LOC108089957|XP_017043938.1|DFIC
OG0007432	LOC109431311|XP_019563073.2|AEAL	LOC108088798|XP_017042257.1|DFIC
OG0007433	LOC115264749|XP_029724635.1|AEAL	LOC108095268|XP_017051781.1|DFIC
OG0007434	LOC115258248|XP_029714177.1|AEAL	LOC108100391|XP_017059738.1|DFIC
OG0007435	LOC109407705|XP_029724289.1|AEAL, LOC109431240|XP_029724281.1|AEAL	LOC108100621|XP_017060105.1|DFIC
OG0007436	LOC109431245|XP_019563017.2|AEAL	LOC108100429|XP_017059825.1|DFIC
OG0007437	LOC109409399|XP_029724376.1|AEAL	LOC108087563|XP_017040479.1|DFIC
OG0007438	LOC109409390|XP_029724378.1|AEAL	LOC108100440|XP_017059850.1|DFIC
OG0007439	LOC115264641|XP_029724404.1|AEAL, LOC115264659|XP_029724458.1|AEAL, LOC109412634|XP_029724453.1|AEAL	LOC108088008|XP_017041109.1|DFIC
OG0007440	LOC109412627|XP_029724450.1|AEAL, LOC109415904|XP_029724414.1|AEAL	LOC108102143|XP_017062304.1|DFIC
OG0007441	LOC109424345|XP_029716611.1|AEAL	LOC108087639|XP_017040592.1|DFIC
OG0007446	LOC109424388|XP_029717199.1|AEAL	LOC108096077|XP_017052926.1|DFIC
OG0007447	LOC109422297|XP_029717204.1|AEAL	LOC108096099|XP_017052964.1|DFIC
OG0007449	LOC109418789|XP_019548569.2|AEAL	LOC108100160|XP_017059412.1|DFIC
OG0007450	LOC109418805|XP_019548575.2|AEAL	LOC108089853|XP_017043787.1|DFIC
OG0007451	LOC109418820|XP_019548594.1|AEAL	LOC108096309|XP_017053285.1|DFIC
OG0007452	LOC109405808|XP_019534411.2|AEAL	LOC108096368|XP_017053408.1|DFIC
OG0007453	LOC109418829|XP_019548609.2|AEAL	LOC108100600|XP_017060072.1|DFIC
OG0007454	LOC109401683|XP_019529817.2|AEAL	LOC108096331|XP_017053353.1|DFIC
OG0007455	LOC109420357|XP_019550229.1|AEAL	LOC108094924|XP_017051271.1|DFIC
OG0007456	LOC115257904|XP_029713754.1|AEAL, LOC109420360|XP_019550232.2|AEAL	LOC108091081|XP_017045575.1|DFIC
OG0007457	LOC109403452|XP_019531825.2|AEAL	LOC108100356|XP_017059678.1|DFIC
OG0007458	LOC109403451|XP_029713464.1|AEAL	LOC108095660|XP_017052317.1|DFIC
OG0007459	LOC109403455|XP_019531831.2|AEAL	LOC108095758|XP_017052439.1|DFIC
OG0007460	LOC109433182|XP_019565132.2|AEAL	LOC108093730|XP_017049474.1|DFIC
OG0007461	LOC109403439|XP_019531802.2|AEAL	LOC108100457|XP_017059874.1|DFIC
OG0007462	LOC109403466|XP_029712873.1|AEAL	LOC108100567|XP_017060034.1|DFIC
OG0007463	LOC109433216|XP_029712872.1|AEAL	LOC108100233|XP_017059499.1|DFIC
OG0007464	LOC109433210|XP_029712925.1|AEAL	LOC108100379|XP_017059722.1|DFIC
OG0007465	LOC109403448|XP_019531818.2|AEAL, LOC115257534|XP_029713117.1|AEAL	LOC108095464|XP_017052068.1|DFIC
OG0007466	LOC109424501|XP_019552736.1|AEAL	LOC108093777|XP_017049537.1|DFIC
OG0007467	LOC109422400|XP_019552727.2|AEAL	LOC108094298|XP_017050303.1|DFIC
OG0007468	LOC109424494|XP_029733196.1|AEAL	LOC108093717|XP_017049411.1|DFIC
OG0007469	LOC109424483|XP_019555176.2|AEAL	LOC108099915|XP_017059067.1|DFIC
OG0007470	LOC109424479|XP_019555172.1|AEAL	LOC108088208|XP_017041399.1|DFIC
OG0007471	LOC109422378|XP_029716833.1|AEAL	LOC108093753|XP_017049510.1|DFIC
OG0007472	LOC109422373|XP_019552667.2|AEAL, LOC109424467|XP_029729570.1|AEAL	LOC108097783|XP_017055802.1|DFIC
OG0007473	LOC109424406|XP_019555043.2|AEAL	LOC108100407|XP_017059782.1|DFIC
OG0007474	LOC109422319|XP_029708134.1|AEAL	LOC108096790|XP_017054155.1|DFIC
OG0007475	LOC109418703|XP_029713180.1|AEAL	LOC108093164|XP_017048604.1|DFIC
OG0007476	LOC109405265|XP_019533842.2|AEAL	LOC108091178|XP_017045724.1|DFIC
OG0007477	LOC109405247|XP_019533824.2|AEAL	LOC108091177|XP_017045715.1|DFIC
OG0007478	LOC109410096|XP_029712747.1|AEAL, LOC109418616|XP_019548370.2|AEAL	LOC108089233|XP_017042882.1|DFIC
OG0007479	LOC109413114|XP_019542374.2|AEAL, LOC109418553|XP_019548304.1|AEAL	LOC108097311|XP_017055017.1|DFIC
OG0007480	LOC109413111|XP_029713147.1|AEAL, LOC109413112|XP_029713137.1|AEAL	LOC108097757|XP_017055762.1|DFIC
OG0007481	LOC115257884|XP_029713718.1|AEAL, LOC109418540|XP_019548291.2|AEAL	LOC108099387|XP_017058378.1|DFIC
OG0007482	LOC109413086|XP_019542324.2|AEAL	LOC108092718|XP_017047935.1|DFIC
OG0007483	LOC109407805|XP_029721508.1|AEAL	LOC108096847|XP_017054249.1|DFIC
OG0007484	LOC109425718|XP_019556590.2|AEAL	LOC108097992|XP_017056115.1|DFIC
OG0007485	LOC109425744|XP_019556615.2|AEAL	LOC108102173|XP_017062367.1|DFIC
OG0007486	LOC109425733|XP_019556608.2|AEAL	LOC108097789|XP_017055809.1|DFIC
OG0007487	LOC109425700|XP_019556549.2|AEAL	LOC108095053|XP_017051448.1|DFIC
OG0007488	LOC109401282|XP_019529317.2|AEAL	LOC108100345|XP_017059659.1|DFIC
OG0007489	LOC109413576|XP_019542810.1|AEAL	LOC108099515|XP_017058567.1|DFIC
OG0007490	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL	LOC108094668|XP_017050869.1|DFIC
OG0007491	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL	LOC108097086|XP_017054624.1|DFIC
OG0007492	LOC109401279|XP_019529311.2|AEAL	LOC108093962|XP_017049856.1|DFIC
OG0007493	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL	LOC108094594|XP_017050726.1|DFIC
OG0007494	LOC109401257|XP_029712141.1|AEAL	LOC108089277|XP_017042943.1|DFIC
OG0007495	LOC109401304|XP_019529350.2|AEAL	LOC108087587|XP_017040508.1|DFIC
OG0007496	LOC109623266|XP_029712109.1|AEAL	LOC108100377|XP_017059714.1|DFIC
OG0007497	LOC109401159|XP_019529178.1|AEAL	LOC108089747|XP_017043622.1|DFIC
OG0007498	LOC109401161|XP_029712130.1|AEAL	LOC108086932|XP_017039529.1|DFIC
OG0007499	LOC109623260|XP_029712132.1|AEAL	LOC108088866|XP_017042335.1|DFIC
OG0007500	LOC109623259|XP_019933307.2|AEAL	LOC108088867|XP_017042337.1|DFIC
OG0007501	LOC115257013|XP_029712107.1|AEAL	LOC108088772|XP_017042213.1|DFIC
OG0007503	LOC109427038|XP_019558128.2|AEAL	LOC108089959|XP_017043939.1|DFIC
OG0007504	LOC109623352|XP_019933454.2|AEAL	LOC108100678|XP_017060181.1|DFIC
OG0007505	LOC109427042|XP_019558136.3|AEAL	LOC108087474|XP_017040339.1|DFIC
OG0007506	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL	LOC108087476|XP_017040341.1|DFIC
OG0007507	LOC109397409|XP_029721122.1|AEAL	LOC108093497|XP_017049076.1|DFIC
OG0007508	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL	LOC108092423|XP_017047479.1|DFIC
OG0007509	LOC109413656|XP_029721056.1|AEAL, LOC109424733|XP_019555464.2|AEAL	LOC108092710|XP_017047920.1|DFIC
OG0007510	LOC109424721|XP_019555424.2|AEAL	LOC108090358|XP_017044472.1|DFIC
OG0007511	LOC109424685|XP_019555394.2|AEAL	LOC108092744|XP_017047962.1|DFIC
OG0007512	LOC109424684|XP_019555393.2|AEAL	LOC108101070|XP_017060749.1|DFIC
OG0007513	LOC109424667|XP_019555380.2|AEAL	LOC108091540|XP_017046294.1|DFIC
OG0007514	LOC109424679|XP_029721027.1|AEAL	LOC108100369|XP_017059699.1|DFIC
OG0007516	LOC109412035|XP_029721015.1|AEAL	LOC108089846|XP_017043780.1|DFIC
OG0007517	LOC109412041|XP_019541228.2|AEAL	LOC108100344|XP_017059658.1|DFIC
OG0007518	LOC109412049|XP_019541237.2|AEAL	LOC108090912|XP_017045322.1|DFIC
OG0007519	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL	LOC108095170|XP_017051623.1|DFIC
OG0007520	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL	LOC108094697|XP_017050918.1|DFIC
OG0007521	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL	LOC108097945|XP_017056026.1|DFIC
OG0007522	LOC109421935|XP_019552112.1|AEAL	LOC108097474|XP_017055239.1|DFIC
OG0007524	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL	LOC108089937|XP_017043916.1|DFIC
OG0007525	LOC109428913|XP_019560299.1|AEAL	LOC108098381|XP_017056734.1|DFIC
OG0007526	LOC109428992|XP_029715562.1|AEAL	LOC108096422|XP_017053499.1|DFIC
OG0007527	LOC109428898|XP_029715551.1|AEAL	LOC108089728|XP_017043594.1|DFIC
OG0007528	LOC109414899|XP_029715556.1|AEAL	LOC108089654|XP_017043511.1|DFIC
OG0007529	LOC109416898|XP_029730887.1|AEAL	LOC108086634|XP_017039098.1|DFIC
OG0007530	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL	LOC108095787|XP_017052533.1|DFIC
OG0007531	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL	LOC108094244|XP_017050192.1|DFIC
OG0007532	LOC109432325|XP_019564209.2|AEAL	LOC108101916|XP_017061981.1|DFIC
OG0007533	LOC109396992|XP_019524855.2|AEAL	LOC108088872|XP_017042349.1|DFIC
OG0007534	LOC109397005|XP_019524870.1|AEAL	LOC108086955|XP_017039557.1|DFIC
OG0007535	LOC109432339|XP_029731013.1|AEAL	LOC108095480|XP_017052084.1|DFIC
OG0007536	LOC109432293|XP_019564181.1|AEAL	LOC108097367|XP_017055105.1|DFIC
OG0007537	LOC109397126|XP_029731004.1|AEAL	LOC108086918|XP_017039482.1|DFIC
OG0007538	LOC109432299|XP_029730999.1|AEAL	LOC108086942|XP_017039541.1|DFIC
OG0007539	LOC109397027|XP_029732005.1|AEAL	LOC108095086|XP_017051507.1|DFIC
OG0007540	LOC109432312|XP_019564196.2|AEAL	LOC108086830|XP_017039365.1|DFIC
OG0007541	LOC109432314|XP_019564198.2|AEAL	LOC108094900|XP_017051235.1|DFIC
OG0007542	LOC109432315|XP_019564200.2|AEAL	LOC108090874|XP_017045256.1|DFIC
OG0007543	LOC109397096|XP_019524963.2|AEAL	LOC108098399|XP_017056765.1|DFIC
OG0007544	LOC109409847|XP_019538875.2|AEAL	LOC108100493|XP_017059924.1|DFIC
OG0007545	LOC109409851|XP_019538886.1|AEAL	LOC108098330|XP_017056647.1|DFIC
OG0007546	LOC109409867|XP_019538922.2|AEAL	LOC108095875|XP_017052669.1|DFIC
OG0007547	LOC109409903|XP_019538964.1|AEAL	LOC108093771|XP_017049530.1|DFIC
OG0007548	LOC109399088|XP_029731141.1|AEAL	LOC108100309|XP_017059597.1|DFIC
OG0007550	LOC109411189|XP_019540212.2|AEAL	LOC108095446|XP_017052045.1|DFIC
OG0007551	LOC109411191|XP_019540231.2|AEAL	LOC108101521|XP_017061378.1|DFIC
OG0007552	LOC109399629|XP_019527670.2|AEAL	LOC108091552|XP_017046312.1|DFIC
OG0007553	LOC109399625|XP_019527667.2|AEAL	LOC108092327|XP_017047352.1|DFIC
OG0007554	LOC109399590|XP_029731197.1|AEAL	LOC108087497|XP_017040382.1|DFIC
OG0007555	LOC109397880|XP_029731193.1|AEAL	LOC108093707|XP_017049392.1|DFIC
OG0007556	LOC109398036|XP_019525975.2|AEAL	LOC108090948|XP_017045372.1|DFIC
OG0007557	LOC109399584|XP_019527604.2|AEAL	LOC108090914|XP_017045324.1|DFIC
OG0007558	LOC109621530|XP_029731206.1|AEAL	LOC108086711|XP_017039205.1|DFIC
OG0007559	LOC109399599|XP_019527631.1|AEAL	LOC108098713|XP_017057317.1|DFIC
OG0007560	LOC109399674|XP_019527726.2|AEAL	LOC108100633|XP_017060124.1|DFIC
OG0007561	LOC109399688|XP_019527744.1|AEAL	LOC108088352|XP_017041588.1|DFIC
OG0007562	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL	LOC108100410|XP_017059787.1|DFIC
OG0007563	LOC109426525|XP_019557604.2|AEAL	LOC108099940|XP_017059099.1|DFIC
OG0007564	LOC109408366|XP_029710108.1|AEAL	LOC108095445|XP_017052044.1|DFIC
OG0007565	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL	LOC108095842|XP_017052627.1|DFIC
OG0007566	LOC109408986|XP_029710085.1|AEAL	LOC108086689|XP_017039173.1|DFIC
OG0007567	LOC109402150|XP_029731375.1|AEAL	LOC108086585|XP_017039033.1|DFIC
OG0007568	LOC109426460|XP_029731374.1|AEAL	LOC108087822|XP_017040880.1|DFIC
OG0007569	LOC109426459|XP_019557525.2|AEAL	LOC108094898|XP_017051232.1|DFIC
OG0007570	LOC109402134|XP_019530302.2|AEAL	LOC108087821|XP_017040878.1|DFIC
OG0007571	LOC109426456|XP_029731376.1|AEAL	LOC108087776|XP_017040793.1|DFIC
OG0007572	LOC109426439|XP_019557492.2|AEAL	LOC108089851|XP_017043784.1|DFIC
OG0007573	LOC109404018|XP_029731414.1|AEAL	LOC108093743|XP_017049499.1|DFIC
OG0007574	LOC109426430|XP_019557483.1|AEAL	LOC108101848|XP_017061855.1|DFIC
OG0007575	LOC109403726|XP_029731415.1|AEAL	LOC108093925|XP_017049783.1|DFIC
OG0007576	LOC109426385|XP_029731452.1|AEAL	LOC108091161|XP_017045683.1|DFIC
OG0007577	LOC109403412|XP_019531787.2|AEAL	LOC108091126|XP_017045646.1|DFIC
OG0007578	LOC109426378|XP_029731471.1|AEAL	LOC108098219|XP_017056485.1|DFIC
OG0007579	LOC109622242|XP_019932053.2|AEAL	LOC108090522|XP_017044730.1|DFIC
OG0007580	LOC109622295|XP_029731485.1|AEAL	LOC108096208|XP_017053084.1|DFIC
OG0007581	LOC109431580|XP_019563360.3|AEAL	LOC108098197|XP_017056424.1|DFIC
OG0007582	LOC109622239|XP_019932051.1|AEAL	LOC108095824|XP_017052593.1|DFIC
OG0007583	LOC109622237|XP_029731500.1|AEAL	LOC108096771|XP_017054135.1|DFIC
OG0007584	LOC109622224|XP_029731404.1|AEAL, LOC109622221|XP_029731517.1|AEAL	LOC108095531|XP_017052147.1|DFIC
OG0007585	LOC115267910|XP_029731403.1|AEAL, LOC109622220|XP_019932018.2|AEAL	LOC108100566|XP_017060032.1|DFIC
OG0007586	LOC109622185|XP_019931974.2|AEAL	LOC108092685|XP_017047861.1|DFIC
OG0007587	LOC109403162|XP_029731550.1|AEAL	LOC108095194|XP_017051689.1|DFIC
OG0007588	LOC109622178|XP_019931965.2|AEAL	LOC108095693|XP_017052356.1|DFIC
OG0007589	LOC109403359|XP_019531719.2|AEAL	LOC108098092|XP_017056287.1|DFIC
OG0007590	LOC109403350|XP_019539807.1|AEAL	LOC108087449|XP_017040294.1|DFIC
OG0007591	LOC109403348|XP_019531697.2|AEAL	LOC108090758|XP_017045080.1|DFIC
OG0007592	LOC109410742|XP_019539800.2|AEAL	LOC108096794|XP_017054162.1|DFIC
OG0007593	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL	LOC108092866|XP_017048188.1|DFIC
OG0007594	LOC109410708|XP_029732227.1|AEAL	LOC108090752|XP_017045073.1|DFIC
OG0007595	LOC109410654|XP_019539732.2|AEAL	LOC108094957|XP_017051310.1|DFIC
OG0007596	LOC109410667|XP_019539751.2|AEAL	LOC108089036|XP_017042624.1|DFIC
OG0007597	LOC109407693|XP_019536386.1|AEAL	LOC108088334|XP_017041565.1|DFIC
OG0007598	LOC109621477|XP_019931065.2|AEAL	LOC108093660|XP_017049329.1|DFIC
OG0007601	LOC109426048|XP_019557034.2|AEAL	LOC108096169|XP_017053039.1|DFIC
OG0007602	LOC109426039|XP_019557023.1|AEAL	LOC108088904|XP_017042398.1|DFIC
OG0007603	LOC109426028|XP_019557006.1|AEAL	LOC108088902|XP_017042393.1|DFIC
OG0007604	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL	LOC108099053|XP_017057805.1|DFIC
OG0007605	LOC109425970|XP_029731865.1|AEAL	LOC108093571|XP_017049156.1|DFIC
OG0007606	LOC109407641|XP_019536339.2|AEAL	LOC108100159|XP_017059404.1|DFIC
OG0007607	LOC109407674|XP_029731878.1|AEAL	LOC108095922|XP_017052744.1|DFIC
OG0007608	LOC109425945|XP_019556895.2|AEAL	LOC108096395|XP_017053451.1|DFIC
OG0007609	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL	LOC108097679|XP_017055633.1|DFIC
OG0007610	LOC109425912|XP_019556830.2|AEAL	LOC108090967|XP_017045402.1|DFIC
OG0007611	LOC109425852|XP_029731943.1|AEAL	LOC108095060|XP_017051453.1|DFIC
OG0007612	LOC109425850|XP_029731952.1|AEAL	LOC108090880|XP_017045269.1|DFIC
OG0007613	LOC109407580|XP_019536217.2|AEAL	LOC108095172|XP_017051625.1|DFIC
OG0007614	LOC109425827|XP_019556719.2|AEAL	LOC108099061|XP_017057824.1|DFIC
OG0007615	LOC109407566|XP_019536185.2|AEAL	LOC108096276|XP_017053225.1|DFIC
OG0007616	LOC109407565|XP_019536184.2|AEAL	LOC108086565|XP_017039011.1|DFIC
OG0007617	LOC109407563|XP_019536181.1|AEAL	LOC108096412|XP_017053473.1|DFIC
OG0007618	LOC109407680|XP_019536378.2|AEAL	LOC108086891|XP_017039441.1|DFIC
OG0007619	LOC109425820|XP_019556709.2|AEAL	LOC108095425|XP_017052023.1|DFIC
OG0007620	LOC109407558|XP_019536172.2|AEAL	LOC108086903|XP_017039462.1|DFIC
OG0007621	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL	LOC108090555|XP_017044784.1|DFIC
OG0007622	LOC109425803|XP_029720431.1|AEAL	LOC108099815|XP_017058932.1|DFIC
OG0007623	LOC109407655|XP_029720441.1|AEAL	LOC108100418|XP_017059799.1|DFIC
OG0007624	LOC109407520|XP_019536124.2|AEAL	LOC108096425|XP_017053498.1|DFIC
OG0007625	LOC109407518|XP_019536121.2|AEAL	LOC108100387|XP_017059731.1|DFIC
OG0007626	LOC109407514|XP_019536116.1|AEAL	LOC108100484|XP_017059907.1|DFIC
OG0007627	LOC109407513|XP_029720457.1|AEAL	LOC108100483|XP_017059906.1|DFIC
OG0007628	LOC109424917|XP_019555641.2|AEAL	LOC108095000|XP_017051322.1|DFIC
OG0007629	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL	LOC108089050|XP_017042647.1|DFIC
OG0007630	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL	LOC108101047|XP_017060714.1|DFIC
OG0007631	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL	LOC108095957|XP_017052786.1|DFIC
OG0007633	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL	LOC108096060|XP_017052907.1|DFIC
OG0007634	LOC115256421|XP_029710797.1|AEAL	LOC108088445|XP_017041709.1|DFIC
OG0007635	LOC109622813|XP_019932814.2|AEAL	LOC108092742|XP_017047960.1|DFIC, LOC108092521|XP_017047671.1|DFIC
OG0007636	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL	LOC108088307|XP_017041526.1|DFIC
OG0007638	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL	LOC108097326|XP_017055038.1|DFIC
OG0007639	LOC109415737|XP_019545210.2|AEAL	LOC108097773|XP_017055789.1|DFIC
OG0007640	LOC115261358|XP_029718745.1|AEAL	LOC108096678|XP_017053967.1|DFIC
OG0007641	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL	LOC108099392|XP_017058380.1|DFIC
OG0007664	LOC109405387|XP_029709616.1|AEAL	LOC108091895|XP_017046769.1|DFIC
OG0007665	LOC109397805|XP_029709609.1|AEAL	LOC108097197|XP_017054831.1|DFIC
OG0007667	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL	LOC108100934|XP_017060565.1|DFIC
OG0007668	LOC109413249|XP_019542528.2|AEAL	LOC108100998|XP_017060652.1|DFIC
OG0007669	LOC109413217|XP_019542486.2|AEAL	LOC108102150|XP_017062322.1|DFIC
OG0007670	LOC109424955|XP_019555694.2|AEAL	LOC108102149|XP_017062321.1|DFIC
OG0007671	LOC109431118|XP_019562842.1|AEAL	LOC108088681|XP_017042110.1|DFIC
OG0007672	LOC109412260|XP_019541456.2|AEAL	LOC108097288|XP_017054991.1|DFIC
