Orthogroup	ASTE.longest_only	DMAU.longest_only
OG0008201	LOC118517605|XP_035919795.1|ASTE	LOC117139685|XP_033158062.1|DMAU
OG0008202	LOC118517604|XP_035919790.1|ASTE	LOC117139128|XP_033157167.1|DMAU
OG0008203	LOC118507988|XP_035903251.1|ASTE	LOC117142123|XP_033161910.1|DMAU
OG0008204	LOC118504724|XP_035895459.1|ASTE	LOC117148191|XP_033171352.1|DMAU
OG0008205	LOC118508035|XP_035903330.1|ASTE	LOC117146614|XP_033168833.1|DMAU
OG0008206	LOC118507308|XP_035901578.1|ASTE	LOC117139084|XP_033157091.1|DMAU
OG0008207	LOC118503479|XP_035892671.1|ASTE	LOC117141230|XP_033160481.1|DMAU
OG0008208	LOC118505881|XP_035898212.1|ASTE	LOC117137586|XP_033154983.1|DMAU
OG0008210	LOC118504226|XP_035894334.1|ASTE	LOC117141522|XP_033160904.1|DMAU
OG0008211	LOC118503532|XP_035892811.1|ASTE	LOC117135474|XP_033151584.1|DMAU
OG0008212	LOC118503873|XP_035893508.1|ASTE	LOC117140225|XP_033158914.1|DMAU
OG0008213	LOC118503870|XP_035893503.1|ASTE	LOC117148883|XP_033172474.1|DMAU
OG0008214	LOC118507416|XP_035901773.1|ASTE	LOC117142110|XP_033161887.1|DMAU
OG0008215	LOC118503725|XP_035893224.1|ASTE	LOC117148116|XP_033171227.1|DMAU
OG0008216	LOC118506118|XP_035898720.1|ASTE	LOC117141941|XP_033161583.1|DMAU
OG0008217	LOC118504836|XP_035895734.1|ASTE	LOC117148821|XP_033172359.1|DMAU
OG0008218	LOC118504122|XP_035894105.1|ASTE	LOC117138254|XP_033156106.1|DMAU
OG0008219	LOC118503436|XP_035892584.1|ASTE	LOC117148807|XP_033172342.1|DMAU
OG0008220	LOC118508154|XP_035903584.1|ASTE	LOC117146768|XP_033169173.1|DMAU
OG0008221	LOC118503666|XP_035893089.1|ASTE	LOC117150720|XP_033173628.1|DMAU
OG0008223	LOC118503823|XP_035893417.1|ASTE	LOC117141788|XP_033161313.1|DMAU
OG0008224	LOC118503762|XP_035893319.1|ASTE	LOC117138960|XP_033156891.1|DMAU
OG0008225	LOC118506864|XP_035900493.1|ASTE	LOC117146998|XP_033169568.1|DMAU
OG0008227	LOC118508130|XP_035903944.1|ASTE	LOC117145687|XP_033167320.1|DMAU
OG0008228	LOC118505437|XP_035897115.1|ASTE	LOC117145619|XP_033167226.1|DMAU
OG0008229	LOC118502750|XP_035891209.1|ASTE	LOC117142229|XP_033161971.1|DMAU
OG0008230	LOC118508531|XP_035904302.1|ASTE	LOC117142879|XP_033163041.1|DMAU
OG0008234	LOC118503444|XP_035892601.1|ASTE	LOC117137191|XP_033154407.1|DMAU
OG0008235	LOC118512342|XP_035912521.1|ASTE	LOC117146380|XP_033168432.1|DMAU
OG0008237	LOC118512240|XP_035912273.1|ASTE	LOC117136788|XP_033153735.1|DMAU
OG0008238	LOC118514199|XP_035916781.1|ASTE	LOC117140018|XP_033158640.1|DMAU
OG0008239	LOC118510387|XP_035908032.1|ASTE	LOC117141054|XP_033160231.1|DMAU
OG0008240	LOC118514475|XP_035917292.1|ASTE	LOC117136832|XP_033153802.1|DMAU
OG0008243	LOC118502419|XP_035890537.1|ASTE	LOC117135770|XP_033152127.1|DMAU
OG0008269	LOC118511260|XP_035910023.1|ASTE	LOC117150571|XP_033173414.1|DMAU
OG0008270	LOC118510622|XP_035908548.1|ASTE	LOC117148514|XP_033171811.1|DMAU
OG0008272	LOC118505973|XP_035898418.1|ASTE	LOC117148949|XP_033172580.1|DMAU
OG0008274	LOC118516603|XP_035918468.1|ASTE	LOC117146995|XP_033169563.1|DMAU
OG0008275	LOC118504155|XP_035894181.1|ASTE	LOC117147298|XP_033170036.1|DMAU
OG0008276	LOC118502887|XP_035891502.1|ASTE	LOC117147155|XP_033169829.1|DMAU
OG0008277	LOC118502944|XP_035891591.1|ASTE	LOC117146815|XP_033169255.1|DMAU
OG0008278	LOC118511536|XP_035910625.1|ASTE	LOC117151040|XP_033174144.1|DMAU
OG0008279	LOC118517506|XP_035919619.1|ASTE	LOC117147688|XP_033170563.1|DMAU
OG0008280	LOC118517510|XP_035919628.1|ASTE	LOC117148531|XP_033171836.1|DMAU
OG0008281	LOC118510080|XP_035907385.1|ASTE	LOC117147799|XP_033170739.1|DMAU
OG0008282	LOC118509924|XP_035907150.1|ASTE	LOC117147286|XP_033170021.1|DMAU
OG0008285	LOC118508021|XP_035903318.1|ASTE	LOC117147176|XP_033169863.1|DMAU
OG0008286	LOC118507666|XP_035902340.1|ASTE	LOC117146898|XP_033169395.1|DMAU
OG0008287	LOC118504055|XP_035893983.1|ASTE	LOC117146577|XP_033168777.1|DMAU
OG0008289	LOC118515915|XP_035917971.1|ASTE	LOC117142898|XP_033163071.1|DMAU
OG0008290	LOC118516879|XP_035918630.1|ASTE	LOC117146871|XP_033169352.1|DMAU
OG0008291	LOC118516863|XP_035918629.1|ASTE	LOC117146365|XP_033168407.1|DMAU
OG0008292	LOC118517219|XP_035919120.1|ASTE	LOC117146993|XP_033169560.1|DMAU
OG0008293	LOC118517466|XP_035919530.1|ASTE	LOC117142798|XP_033162895.1|DMAU
OG0008295	LOC118508401|XP_035904059.1|ASTE	LOC117146794|XP_033169225.1|DMAU
OG0008296	LOC118502560|XP_035890771.1|ASTE	LOC117147007|XP_033169580.1|DMAU
OG0008297	LOC118517357|XP_035919257.1|ASTE	LOC117146578|XP_033168778.1|DMAU
OG0008299	LOC118506492|XP_035899576.1|ASTE	LOC117143890|XP_033164682.1|DMAU
OG0008300	LOC118516969|XP_035918692.1|ASTE	LOC117147278|XP_033170008.1|DMAU
OG0008302	LOC118517497|XP_035919595.1|ASTE	LOC117147811|XP_033170755.1|DMAU
OG0008303	LOC118506904|XP_035900589.1|ASTE	LOC117147021|XP_033169600.1|DMAU
OG0008304	LOC118506272|XP_035899082.1|ASTE	LOC117148326|XP_033171550.1|DMAU
OG0008305	LOC118505578|XP_035897427.1|ASTE	LOC117146711|XP_033169018.1|DMAU
OG0008306	LOC118506787|XP_035900297.1|ASTE	LOC117148764|XP_033172251.1|DMAU
OG0008307	LOC118507787|XP_035902715.1|ASTE	LOC117145034|XP_033166430.1|DMAU
OG0008308	LOC118504653|XP_035895319.1|ASTE	LOC117142333|XP_033162140.1|DMAU
OG0008309	LOC118506791|XP_035900303.1|ASTE	LOC117136743|XP_033153669.1|DMAU
OG0008311	LOC118502897|XP_035891512.1|ASTE	LOC117147013|XP_033169589.1|DMAU
OG0008313	LOC118502702|XP_035891129.1|ASTE	LOC117148591|XP_033171960.1|DMAU
OG0008314	LOC118504978|XP_035896014.1|ASTE	LOC117137694|XP_033155154.1|DMAU
OG0008315	LOC118502885|XP_035891497.1|ASTE	LOC117139816|XP_033158338.1|DMAU
OG0008317	LOC118517623|XP_035919822.1|ASTE	LOC117145012|XP_033166395.1|DMAU
OG0008318	LOC118502898|XP_035891513.1|ASTE	LOC117147628|XP_033170484.1|DMAU
OG0008319	LOC118508444|XP_035904127.1|ASTE	LOC117136856|XP_033153847.1|DMAU
OG0008320	LOC118507466|XP_035901854.1|ASTE	LOC117148718|XP_033172158.1|DMAU
OG0008321	LOC118502970|XP_035891628.1|ASTE	LOC117145776|XP_033167444.1|DMAU
OG0008322	LOC118504387|XP_035894688.1|ASTE	LOC117135224|XP_033151231.1|DMAU
OG0008323	LOC118503378|XP_035892471.1|ASTE	LOC117146066|XP_033167898.1|DMAU
OG0008324	LOC118517617|XP_035919806.1|ASTE	LOC117147292|XP_033170030.1|DMAU
OG0008325	LOC118508575|XP_035904371.1|ASTE	LOC117148648|XP_033172041.1|DMAU
OG0008326	LOC118507741|XP_035902613.1|ASTE	LOC117143686|XP_033164363.1|DMAU
OG0008327	LOC118508912|XP_035904665.1|ASTE	LOC117138522|XP_033156548.1|DMAU
OG0008328	LOC118509098|XP_035905143.1|ASTE	LOC117148184|XP_033171345.1|DMAU
OG0008329	LOC118512166|XP_035912141.1|ASTE	LOC117146878|XP_033169359.1|DMAU
OG0008330	LOC118512439|XP_035912793.1|ASTE	LOC117136621|XP_033153500.1|DMAU
OG0008331	LOC118510072|XP_035907360.1|ASTE	LOC117141185|XP_033160414.1|DMAU
OG0008332	LOC118510317|XP_035907850.1|ASTE	LOC117140473|XP_033159313.1|DMAU
OG0008333	LOC118510319|XP_035907853.1|ASTE	LOC117139819|XP_033158341.1|DMAU
OG0008334	LOC118510315|XP_035907846.1|ASTE	LOC117140265|XP_033158982.1|DMAU
OG0008336	LOC118510420|XP_035908082.1|ASTE	LOC117140963|XP_033160077.1|DMAU
OG0008337	LOC118511571|XP_035910709.1|ASTE	LOC117136535|XP_033153375.1|DMAU
OG0008338	LOC118509441|XP_035905943.1|ASTE	LOC117139538|XP_033157802.1|DMAU
OG0008339	LOC118505490|XP_035897237.1|ASTE	LOC117146954|XP_033169507.1|DMAU
OG0008340	LOC118512790|XP_035913601.1|ASTE	LOC117138673|XP_033156815.1|DMAU
OG0008341	LOC118512805|XP_035913639.1|ASTE	LOC117140626|XP_033159537.1|DMAU
OG0008342	LOC118514403|XP_035917177.1|ASTE	LOC117142005|XP_033161745.1|DMAU
OG0008343	LOC118517270|XP_035919136.1|ASTE, LOC118510242|XP_035907704.1|ASTE	LOC117144977|XP_033166335.1|DMAU
OG0008345	LOC118509615|XP_035906334.1|ASTE	LOC117139837|XP_033158375.1|DMAU
OG0008346	LOC118510307|XP_035907832.1|ASTE	LOC117147381|XP_033170143.1|DMAU
OG0008347	LOC118510314|XP_035907845.1|ASTE	LOC117150447|XP_033173224.1|DMAU
OG0008351	LOC118514233|XP_035916830.1|ASTE	LOC117141822|XP_033161366.1|DMAU
OG0008353	LOC118511852|XP_035911291.1|ASTE	LOC117141371|XP_033160668.1|DMAU
OG0008355	LOC118511952|XP_035911555.1|ASTE	LOC117136702|XP_033153611.1|DMAU
OG0008356	LOC118509685|XP_035906629.1|ASTE	LOC117142107|XP_033161884.1|DMAU
OG0008357	LOC118510951|XP_035909288.1|ASTE	LOC117142396|XP_033162234.1|DMAU
OG0008358	LOC118510950|XP_035909287.1|ASTE	LOC117150644|XP_033173510.1|DMAU
OG0008359	LOC118512241|XP_035912274.1|ASTE	LOC117137807|XP_033155372.1|DMAU
OG0008360	LOC118504530|XP_035894967.1|ASTE	LOC117137252|XP_033154506.1|DMAU
OG0008361	LOC118506500|XP_035899591.1|ASTE	LOC117150539|XP_033173356.1|DMAU
OG0008362	LOC118508538|XP_035904311.1|ASTE	LOC117147028|XP_033169612.1|DMAU
OG0008363	LOC118508537|XP_035904310.1|ASTE	LOC117136283|XP_033153009.1|DMAU
OG0008364	LOC118508550|XP_035904331.1|ASTE	LOC117141905|XP_033161508.1|DMAU
OG0008365	LOC118511942|XP_035911536.1|ASTE	LOC117136798|XP_033153747.1|DMAU
OG0008366	LOC118510974|XP_035909360.1|ASTE	LOC117143712|XP_033164402.1|DMAU
OG0008368	LOC118513566|XP_035915388.1|ASTE	LOC117150764|XP_033173695.1|DMAU
OG0008369	LOC118513853|XP_035916038.1|ASTE	LOC117148872|XP_033172434.1|DMAU
OG0008370	LOC118511111|XP_035909729.1|ASTE	LOC117145990|XP_033167795.1|DMAU
OG0008371	LOC118511599|XP_035910773.1|ASTE	LOC117142288|XP_033162065.1|DMAU
OG0008372	LOC118514004|XP_035916346.1|ASTE	LOC117135676|XP_033151964.1|DMAU
OG0008373	LOC118514008|XP_035916353.1|ASTE	LOC117146489|XP_033168622.1|DMAU
OG0008374	LOC118512538|XP_035913001.1|ASTE	LOC117136740|XP_033153663.1|DMAU
OG0008375	LOC118503466|XP_035892651.1|ASTE	LOC117136462|XP_033153285.1|DMAU
OG0008377	LOC118513778|XP_035915849.1|ASTE	LOC117147614|XP_033170466.1|DMAU
OG0008379	LOC118511683|XP_035910950.1|ASTE	LOC117137004|XP_033154084.1|DMAU
OG0008380	LOC118508848|XP_035904492.1|ASTE	LOC117142345|XP_033162156.1|DMAU
OG0008381	LOC118514656|XP_035917582.1|ASTE	LOC117139060|XP_033157063.1|DMAU
OG0008383	LOC118514582|XP_035917478.1|ASTE	LOC117140126|XP_033158785.1|DMAU
OG0008384	LOC118512434|XP_035912785.1|ASTE	LOC117144944|XP_033166292.1|DMAU
OG0008385	LOC118509222|XP_035905413.1|ASTE	LOC117137221|XP_033154470.1|DMAU
OG0008386	LOC118513452|XP_035915099.1|ASTE	LOC117146943|XP_033169484.1|DMAU
OG0008387	LOC118513658|XP_035915637.1|ASTE	LOC117142855|XP_033162987.1|DMAU
OG0008388	LOC118511238|XP_035909969.1|ASTE	LOC117150826|XP_033173784.1|DMAU
OG0008390	LOC118514057|XP_035916444.1|ASTE	LOC117138878|XP_033156868.1|DMAU
OG0008391	LOC118510687|XP_035908747.1|ASTE	LOC117148619|XP_033172002.1|DMAU
OG0008393	LOC118505326|XP_035896864.1|ASTE	LOC117141756|XP_033161269.1|DMAU
OG0008394	LOC118507599|XP_035902162.1|ASTE	LOC117139515|XP_033157764.1|DMAU
OG0008395	LOC118505642|XP_035897613.1|ASTE	LOC117148618|XP_033171997.1|DMAU
OG0008396	LOC118505641|XP_035897609.1|ASTE	LOC117146900|XP_033169398.1|DMAU
OG0008397	LOC118517540|XP_035919669.1|ASTE	LOC117146971|XP_033169531.1|DMAU
OG0008398	LOC118502496|XP_035890621.1|ASTE	LOC117148365|XP_033171613.1|DMAU
OG0008400	LOC118502405|XP_035890521.1|ASTE	LOC117141765|XP_033161285.1|DMAU
OG0008402	LOC118505494|XP_035897242.1|ASTE	LOC117145170|XP_033166610.1|DMAU
OG0008403	LOC118506648|XP_035899942.1|ASTE	LOC117146821|XP_033169266.1|DMAU
OG0008404	LOC118506577|XP_035899826.1|ASTE	LOC117143930|XP_033164737.1|DMAU
OG0008405	LOC118504364|XP_035894653.1|ASTE	LOC117148243|XP_033171438.1|DMAU
OG0008407	LOC118508526|XP_035904291.1|ASTE	LOC117142658|XP_033162674.1|DMAU
OG0008408	LOC118504352|XP_035894613.1|ASTE	LOC117148897|XP_033172494.1|DMAU
OG0008409	LOC118506979|XP_035900732.1|ASTE	LOC117139846|XP_033158383.1|DMAU
OG0008410	LOC118517560|XP_035919695.1|ASTE	LOC117143014|XP_033163272.1|DMAU
OG0008411	LOC118503223|XP_035892112.1|ASTE	LOC117143805|XP_033164540.1|DMAU
OG0008412	LOC118507663|XP_035902333.1|ASTE	LOC117148317|XP_033171538.1|DMAU
OG0008413	LOC118505295|XP_035896792.1|ASTE	LOC117140673|XP_033159615.1|DMAU
OG0008414	LOC118502583|XP_035890820.1|ASTE	LOC117146618|XP_033168838.1|DMAU
OG0008415	LOC118502810|XP_035891342.1|ASTE	LOC117146449|XP_033168567.1|DMAU
OG0008416	LOC118505101|XP_035896297.1|ASTE	LOC117148218|XP_033171398.1|DMAU
OG0008417	LOC118504983|XP_035896030.1|ASTE	LOC117148679|XP_033172109.1|DMAU
OG0008418	LOC118504654|XP_035895330.1|ASTE	LOC117146852|XP_033169308.1|DMAU
OG0008419	LOC118507558|XP_035902040.1|ASTE	LOC117148823|XP_033172361.1|DMAU
OG0008420	LOC118505178|XP_035896524.1|ASTE	LOC117148124|XP_033171237.1|DMAU
OG0008421	LOC118505172|XP_035896505.1|ASTE	LOC117146938|XP_033169477.1|DMAU
OG0008422	LOC118505226|XP_035896648.1|ASTE	LOC117146877|XP_033169357.1|DMAU
OG0008423	LOC118505216|XP_035896624.1|ASTE	LOC117136976|XP_033154042.1|DMAU
OG0008424	LOC118510970|XP_035909354.1|ASTE	LOC117147046|XP_033169684.1|DMAU
OG0008425	LOC118510987|XP_035909389.1|ASTE	LOC117143691|XP_033164370.1|DMAU
OG0008427	LOC118512417|XP_035912709.1|ASTE	LOC117147132|XP_033169801.1|DMAU
OG0008428	LOC118517714|XP_035920052.1|ASTE	LOC117146814|XP_033169254.1|DMAU
OG0008430	LOC118512392|XP_035912662.1|ASTE	LOC117147466|XP_033170248.1|DMAU
OG0008431	LOC118507245|XP_035901401.1|ASTE	LOC117142089|XP_033161863.1|DMAU
OG0008433	LOC118503912|XP_035893597.1|ASTE	LOC117141584|XP_033160988.1|DMAU
OG0008434	LOC118512307|XP_035912433.1|ASTE	LOC117143615|XP_033164264.1|DMAU
OG0008435	LOC118503534|XP_035892813.1|ASTE	LOC117150489|XP_033173282.1|DMAU
OG0008436	LOC118517637|XP_035919842.1|ASTE	LOC117136198|XP_033152835.1|DMAU
OG0008438	LOC118508140|XP_035903559.1|ASTE	LOC117144728|XP_033165962.1|DMAU
OG0008440	LOC118506120|XP_035898729.1|ASTE	LOC117145761|XP_033167417.1|DMAU
OG0008442	LOC118504092|XP_035894063.1|ASTE	LOC117138549|XP_033156597.1|DMAU
OG0008443	LOC118503790|XP_035893361.1|ASTE	LOC117139482|XP_033157693.1|DMAU
OG0008445	LOC118514588|XP_035917483.1|ASTE	LOC117147972|XP_033171012.1|DMAU
OG0008446	LOC118508449|XP_035904145.1|ASTE	LOC117147877|XP_033170848.1|DMAU
OG0008447	LOC118502633|XP_035890956.1|ASTE	LOC117146649|XP_033168873.1|DMAU
OG0008448	LOC118510205|XP_035907679.1|ASTE	LOC117148735|XP_033172194.1|DMAU
OG0008449	LOC118503981|XP_035893822.1|ASTE	LOC117147016|XP_033169591.1|DMAU
OG0008452	LOC118508348|XP_035903934.1|ASTE	LOC117150679|XP_033173576.1|DMAU
OG0008453	LOC118507073|XP_035900946.1|ASTE	LOC117138278|XP_033156138.1|DMAU
OG0008454	LOC118503577|XP_035892906.1|ASTE	LOC117146726|XP_033169054.1|DMAU
OG0008455	LOC118505396|XP_035897014.1|ASTE	LOC117141798|XP_033161331.1|DMAU
OG0008456	LOC118505488|XP_035897230.1|ASTE	LOC117145658|XP_033167280.1|DMAU
OG0008457	LOC118505197|XP_035896562.1|ASTE	LOC117142423|XP_033162274.1|DMAU
OG0008459	LOC118510981|XP_035909375.1|ASTE	LOC117147498|XP_033170291.1|DMAU
OG0008460	LOC118513444|XP_035915079.1|ASTE	LOC117135283|XP_033151342.1|DMAU
OG0008461	LOC118509153|XP_035905273.1|ASTE	LOC117137950|XP_033155606.1|DMAU
OG0008462	LOC118510728|XP_035908833.1|ASTE	LOC117150366|XP_033173120.1|DMAU
OG0008463	LOC118503352|XP_035892433.1|ASTE	LOC117137988|XP_033155667.1|DMAU
OG0008464	LOC118503443|XP_035892600.1|ASTE	LOC117137506|XP_033154877.1|DMAU
OG0008465	LOC118505374|XP_035896970.1|ASTE	LOC117135622|XP_033151875.1|DMAU
OG0008466	LOC118511829|XP_035911266.1|ASTE	LOC117135561|XP_033151758.1|DMAU
OG0008468	LOC118509711|XP_035906688.1|ASTE	LOC117150869|XP_033173879.1|DMAU
OG0008469	LOC118511558|XP_035910683.1|ASTE	LOC117148451|XP_033171716.1|DMAU
OG0008470	LOC118512109|XP_035911976.1|ASTE	LOC117135535|XP_033151697.1|DMAU
OG0008473	LOC118506775|XP_035900264.1|ASTE	LOC117146346|XP_033168377.1|DMAU
OG0008474	LOC118507708|XP_035902496.1|ASTE	LOC117146050|XP_033167881.1|DMAU
OG0008475	LOC118510270|XP_035907764.1|ASTE	LOC117142866|XP_033163023.1|DMAU
OG0008536	LOC118510463|XP_035908213.1|ASTE	LOC117147152|XP_033169824.1|DMAU
OG0008538	LOC118504102|XP_035894083.1|ASTE	LOC117146562|XP_033168751.1|DMAU
OG0008540	LOC118505202|XP_035896576.1|ASTE	LOC117143086|XP_033163453.1|DMAU
OG0008542	LOC118503121|XP_035891960.1|ASTE	LOC117141119|XP_033160331.1|DMAU
OG0008544	LOC118512072|XP_035911852.1|ASTE	LOC117138003|XP_033155695.1|DMAU
OG0008545	LOC118513601|XP_035915530.1|ASTE, LOC118517003|XP_035918731.1|ASTE	LOC117135447|XP_033151517.1|DMAU
OG0008546	LOC118513032|XP_035914202.1|ASTE	LOC117140094|XP_033158740.1|DMAU
OG0008549	LOC118510158|XP_035907558.1|ASTE	LOC117143984|XP_033164816.1|DMAU
OG0008551	LOC118510899|XP_035909177.1|ASTE	LOC117140630|XP_033159541.1|DMAU
OG0008552	LOC118509204|XP_035905370.1|ASTE	LOC117139471|XP_033157679.1|DMAU
OG0008553	LOC118511349|XP_035910201.1|ASTE	LOC117137923|XP_033155564.1|DMAU
OG0008554	LOC118509715|XP_035906695.1|ASTE	LOC117146422|XP_033168516.1|DMAU
OG0008555	LOC118509684|XP_035906628.1|ASTE	LOC117147895|XP_033170889.1|DMAU
OG0008560	LOC118512653|XP_035913265.1|ASTE	LOC117146300|XP_033168227.1|DMAU
OG0008562	LOC118514535|XP_035917410.1|ASTE	LOC117150241|XP_033172926.1|DMAU
OG0008564	LOC118510875|XP_035909132.1|ASTE	LOC117150286|XP_033172996.1|DMAU
OG0008566	LOC118508806|XP_035904421.1|ASTE	LOC117146254|XP_033168095.1|DMAU
OG0008567	LOC118514055|XP_035916441.1|ASTE	LOC117137535|XP_033154924.1|DMAU
OG0008569	LOC118505646|XP_035897620.1|ASTE	LOC117148298|XP_033171510.1|DMAU
OG0008570	LOC118505505|XP_035897268.1|ASTE	LOC117146662|XP_033168895.1|DMAU
OG0008571	LOC118505149|XP_035896420.1|ASTE	LOC117139470|XP_033157678.1|DMAU
OG0008573	LOC118506674|XP_035900004.1|ASTE	LOC117147215|XP_033169920.1|DMAU
OG0008574	LOC118502609|XP_035890869.1|ASTE	LOC117140301|XP_033159037.1|DMAU
OG0008575	LOC118504626|XP_035895225.1|ASTE	LOC117142788|XP_033162871.1|DMAU
OG0008577	LOC118505693|XP_035897725.1|ASTE	LOC117141858|XP_033161428.1|DMAU
OG0008579	LOC118504746|XP_035895528.1|ASTE	LOC117140003|XP_033158605.1|DMAU
OG0008581	LOC118507567|XP_035902083.1|ASTE	LOC117140226|XP_033158915.1|DMAU
OG0008582	LOC118502564|XP_035890779.1|ASTE	LOC117147138|XP_033169808.1|DMAU
OG0008583	LOC118503385|XP_035892479.1|ASTE	LOC117147846|XP_033170806.1|DMAU
OG0008584	LOC118505179|XP_035896525.1|ASTE	LOC117146728|XP_033169061.1|DMAU
OG0008585	LOC118505229|XP_035896650.1|ASTE	LOC117147968|XP_033171009.1|DMAU
OG0008586	LOC118505217|XP_035896627.1|ASTE	LOC117147965|XP_033171005.1|DMAU
OG0008589	LOC118512400|XP_035912675.1|ASTE	LOC117146659|XP_033168892.1|DMAU
OG0008590	LOC118506321|XP_035899165.1|ASTE	LOC117142763|XP_033162835.1|DMAU
OG0008592	LOC118503867|XP_035893498.1|ASTE	LOC117135800|XP_033152187.1|DMAU
OG0008594	LOC118510214|XP_035907671.1|ASTE	LOC117144857|XP_033166150.1|DMAU
OG0008595	LOC118507076|XP_035900951.1|ASTE	LOC117137738|XP_033155212.1|DMAU
OG0008596	LOC118507084|XP_035900964.1|ASTE	LOC117138182|XP_033155971.1|DMAU
OG0008597	LOC118505260|XP_035896712.1|ASTE	LOC117143403|XP_033163987.1|DMAU
OG0008598	LOC118502441|XP_035890562.1|ASTE, LOC118503588|XP_035892920.1|ASTE	LOC117147841|XP_033170790.1|DMAU
OG0008599	LOC118504379|XP_035894682.1|ASTE	LOC117148508|XP_033171804.1|DMAU
OG0008601	LOC118504866|XP_035895801.1|ASTE	LOC117150224|XP_033172911.1|DMAU
OG0008602	LOC118507858|XP_035902939.1|ASTE	LOC117142284|XP_033162058.1|DMAU
OG0008603	LOC118502540|XP_035890705.1|ASTE	LOC117145375|XP_033166890.1|DMAU
OG0008604	LOC118513226|XP_035914646.1|ASTE	LOC117135717|XP_033152040.1|DMAU
OG0008605	LOC118515251|XP_035917830.1|ASTE	LOC117135277|XP_033151335.1|DMAU
OG0008606	LOC118503932|XP_035893671.1|ASTE	LOC117150494|XP_033173289.1|DMAU
OG0008608	LOC118511899|XP_035911423.1|ASTE	LOC117147987|XP_033171028.1|DMAU
OG0008609	LOC118511895|XP_035911418.1|ASTE	LOC117143215|XP_033163655.1|DMAU
OG0008610	LOC118509928|XP_035907151.1|ASTE	LOC117137721|XP_033155184.1|DMAU
OG0008617	LOC118506794|XP_035900307.1|ASTE	LOC117144587|XP_033165756.1|DMAU
OG0008619	LOC118510656|XP_035908674.1|ASTE	LOC117150797|XP_033173746.1|DMAU
OG0008680	LOC118511458|XP_035910452.1|ASTE	LOC117148763|XP_033172250.1|DMAU
OG0008682	LOC118506879|XP_035900527.1|ASTE, LOC118506851|XP_035900477.1|ASTE	LOC117147428|XP_033170199.1|DMAU
OG0008687	LOC118512092|XP_035911949.1|ASTE	LOC117136234|XP_033152908.1|DMAU
OG0008688	LOC118507070|XP_035900942.1|ASTE	LOC117147644|XP_033170505.1|DMAU
OG0008695	LOC118512321|XP_035912473.1|ASTE, LOC118512323|XP_035912475.1|ASTE	LOC117137119|XP_033154302.1|DMAU
OG0008696	LOC118505482|XP_035897195.1|ASTE	LOC117142307|XP_033162089.1|DMAU
OG0008699	LOC118517629|XP_035919833.1|ASTE	LOC117140568|XP_033159456.1|DMAU
OG0008701	LOC118504780|XP_035895614.1|ASTE	LOC117138628|XP_033156731.1|DMAU
OG0008702	LOC118506230|XP_035898969.1|ASTE	LOC117145497|XP_033167068.1|DMAU
OG0008703	LOC118503754|XP_035893298.1|ASTE	LOC117141493|XP_033160869.1|DMAU
OG0008705	LOC118504333|XP_035894567.1|ASTE	LOC117150355|XP_033173104.1|DMAU
OG0008707	LOC118505078|XP_035896260.1|ASTE	LOC117146541|XP_033168721.1|DMAU
OG0008709	LOC118507715|XP_035902506.1|ASTE	LOC117144900|XP_033166221.1|DMAU
OG0008710	LOC118506795|XP_035900308.1|ASTE	LOC117144947|XP_033166293.1|DMAU
OG0008711	LOC118510947|XP_035909278.1|ASTE	LOC117143148|XP_033163536.1|DMAU
OG0008712	LOC118514006|XP_035916349.1|ASTE	LOC117137740|XP_033155214.1|DMAU
OG0008714	LOC118510729|XP_035908834.1|ASTE	LOC117150375|XP_033173131.1|DMAU
OG0008715	LOC118503907|XP_035893592.1|ASTE	LOC117143566|XP_033164202.1|DMAU
OG0008716	LOC118505797|XP_035898025.1|ASTE	LOC117142244|XP_033161987.1|DMAU
OG0008722	LOC118504288|XP_035894479.1|ASTE	LOC117145891|XP_033167623.1|DMAU
OG0008723	LOC118510393|XP_035908042.1|ASTE	LOC117140650|XP_033159580.1|DMAU
OG0008724	LOC118511153|XP_035909781.1|ASTE	LOC117150448|XP_033173225.1|DMAU
OG0008809	LOC118507872|XP_035902972.1|ASTE	LOC117145459|XP_033167021.1|DMAU
OG0008814	LOC118508875|XP_035904571.1|ASTE	LOC117136233|XP_033152906.1|DMAU
OG0008816	LOC118509535|XP_035906150.1|ASTE	LOC117141093|XP_033160299.1|DMAU
OG0008822	LOC118513230|XP_035914658.1|ASTE	LOC117148547|XP_033171875.1|DMAU
OG0008823	LOC118506669|XP_035899998.1|ASTE	LOC117146563|XP_033168752.1|DMAU
OG0008825	LOC118502394|XP_035890509.1|ASTE	LOC117140065|XP_033158702.1|DMAU
OG0008829	LOC118502827|XP_035891398.1|ASTE	LOC117146630|XP_033168853.1|DMAU
OG0008830	LOC118510747|XP_035908879.1|ASTE	LOC117147804|XP_033170746.1|DMAU
OG0008831	LOC118505206|XP_035896583.1|ASTE	LOC117146732|XP_033169067.1|DMAU
OG0008832	LOC118505213|XP_035896618.1|ASTE	LOC117146729|XP_033169062.1|DMAU
OG0008833	LOC118503584|XP_035892916.1|ASTE	LOC117148336|XP_033171562.1|DMAU
OG0008834	LOC118504658|XP_035895333.1|ASTE	LOC117143633|XP_033164300.1|DMAU
OG0008836	LOC118511028|XP_035909501.1|ASTE	LOC117136890|XP_033153891.1|DMAU
