Orthogroup	ASTE.longest_only	DBUS.longest_only
OG0007463	LOC118517741|XP_035920079.1|ASTE	LOC108599441|XP_017841760.2|DBUS
OG0007464	LOC118505315|XP_035896846.1|ASTE	LOC108599440|XP_017841754.1|DBUS
OG0007465	LOC118508068|XP_035903418.1|ASTE	LOC108599040|XP_017841308.2|DBUS
OG0007466	LOC118503503|XP_035892732.1|ASTE	LOC108597025|XP_017838796.1|DBUS
OG0007468	LOC118503976|XP_035893804.1|ASTE	LOC108596201|XP_017837206.1|DBUS
OG0007469	LOC118503997|XP_035893841.1|ASTE	LOC108601159|XP_033149365.1|DBUS
OG0007470	LOC118503478|XP_035892670.1|ASTE	LOC108606807|XP_017852769.1|DBUS
OG0007471	LOC118507983|XP_035903240.1|ASTE	LOC108595044|XP_017835674.1|DBUS
OG0007472	LOC118504030|XP_035893903.1|ASTE	LOC108605831|XP_017851126.1|DBUS
OG0007473	LOC118517644|XP_035919858.1|ASTE	LOC108599671|XP_017842145.1|DBUS
OG0007474	LOC118503329|XP_035892371.1|ASTE	LOC108595257|XP_017835953.1|DBUS
OG0007475	LOC118505976|XP_035898422.1|ASTE	LOC108597978|XP_033149580.1|DBUS
OG0007476	LOC118510918|XP_035909216.1|ASTE	LOC108607108|XP_017853224.1|DBUS
OG0007477	LOC118508198|XP_035903656.1|ASTE	LOC108606588|XP_017852307.1|DBUS
OG0007478	LOC118508193|XP_035903649.1|ASTE	LOC108598005|XP_017840113.1|DBUS
OG0007479	LOC118505309|XP_035896840.1|ASTE	LOC108605574|XP_017850833.1|DBUS
OG0007481	LOC118505333|XP_035896875.1|ASTE	LOC108599460|XP_017841784.2|DBUS
OG0007482	LOC118503949|XP_035893727.1|ASTE	LOC108607546|XP_017853921.1|DBUS
OG0007483	LOC118504776|XP_035895597.1|ASTE	LOC108595149|XP_017835804.1|DBUS
OG0007484	LOC118503902|XP_035893585.1|ASTE	LOC108605587|XP_017850846.1|DBUS
OG0007485	LOC118503905|XP_035893590.1|ASTE	LOC108605943|XP_017851252.1|DBUS
OG0007486	LOC118503955|XP_035893736.1|ASTE	LOC117134961|XP_033150501.1|DBUS
OG0007487	LOC118503954|XP_035893732.1|ASTE	LOC108607336|XP_017853508.1|DBUS
OG0007488	LOC118517650|XP_035919871.1|ASTE	LOC108600775|XP_017844032.1|DBUS
OG0007489	LOC118512379|XP_035912640.1|ASTE	LOC108604146|XP_017848945.1|DBUS
OG0007490	LOC118509901|XP_035907053.1|ASTE	LOC108605297|XP_017850445.1|DBUS
OG0007491	LOC118504880|XP_035895829.1|ASTE	LOC108607072|XP_017853180.1|DBUS
OG0007492	LOC118507217|XP_035901210.1|ASTE	LOC108597430|XP_017839476.1|DBUS
OG0007493	LOC118510091|XP_035907400.1|ASTE	LOC108605386|XP_017850545.1|DBUS
OG0007494	LOC118510297|XP_035907814.1|ASTE	LOC108605997|XP_017851312.1|DBUS
OG0007495	LOC118507211|XP_035901193.1|ASTE	LOC108606416|XP_017852001.1|DBUS, LOC108605064|XP_017850120.1|DBUS
OG0007496	LOC118504112|XP_035894093.1|ASTE	LOC108600878|XP_017844183.1|DBUS
OG0007497	LOC118504113|XP_035894097.1|ASTE	LOC108600495|XP_017843618.1|DBUS
OG0007498	LOC118512314|XP_035912458.1|ASTE	LOC108600431|XP_017843492.2|DBUS
OG0007499	LOC118512351|XP_035912545.1|ASTE	LOC108600323|XP_017843319.2|DBUS
OG0007500	LOC118510929|XP_035909240.1|ASTE	LOC108598680|XP_017840892.1|DBUS
OG0007501	LOC118503884|XP_035893531.1|ASTE	LOC108600933|XP_017844259.2|DBUS
OG0007502	LOC118504123|XP_035894107.1|ASTE	LOC108595207|XP_017835884.1|DBUS
OG0007503	LOC118504063|XP_035893992.1|ASTE	LOC108594308|XP_017834942.1|DBUS
OG0007504	LOC118504106|XP_035894086.1|ASTE	LOC108600955|XP_017844291.1|DBUS
OG0007505	LOC118504061|XP_035893988.1|ASTE	LOC108600737|XP_017843971.1|DBUS
OG0007506	LOC118504094|XP_035894069.1|ASTE	LOC108598860|XP_017841107.1|DBUS
OG0007507	LOC118504156|XP_035894177.1|ASTE	LOC108608031|XP_017854697.1|DBUS
OG0007508	LOC118512348|XP_035912535.1|ASTE	LOC108608425|XP_017855281.1|DBUS
OG0007510	LOC118506095|XP_035898672.1|ASTE	LOC108597302|XP_017839270.1|DBUS
OG0007511	LOC118503978|XP_035893806.1|ASTE	LOC108607601|XP_017853994.2|DBUS
OG0007512	LOC118503961|XP_035893749.1|ASTE	LOC108603932|XP_017848616.1|DBUS
OG0007513	LOC118507336|XP_035901618.1|ASTE	LOC108598713|XP_017840935.1|DBUS
OG0007514	LOC118507342|XP_035901624.1|ASTE	LOC108599852|XP_033149678.1|DBUS
OG0007515	LOC118512384|XP_035912648.1|ASTE	LOC108600379|XP_017843412.1|DBUS
OG0007516	LOC118512367|XP_035912589.1|ASTE	LOC108607458|XP_017853783.2|DBUS
OG0007517	LOC118512382|XP_035912646.1|ASTE	LOC108599973|XP_017842731.1|DBUS
OG0007518	LOC118507238|XP_035901382.1|ASTE	LOC108596588|XP_017838004.1|DBUS
OG0007519	LOC118508149|XP_035903578.1|ASTE	LOC108597693|XP_017839858.1|DBUS
OG0007520	LOC118503437|XP_035892590.1|ASTE	LOC108605654|XP_017850929.1|DBUS
OG0007521	LOC118505916|XP_035898277.1|ASTE	LOC108605660|XP_017850935.1|DBUS
OG0007522	LOC118507331|XP_035901612.1|ASTE	LOC108605909|XP_017851214.1|DBUS
OG0007523	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE	LOC108597402|XP_033150926.1|DBUS
OG0007524	LOC118505993|XP_035898459.1|ASTE	LOC108608517|XP_017855409.1|DBUS
OG0007525	LOC118517684|XP_035919988.1|ASTE	LOC108608409|XP_017855256.1|DBUS
OG0007526	LOC118517695|XP_035920011.1|ASTE	LOC108601645|XP_017845033.1|DBUS
OG0007527	LOC118517701|XP_035920025.1|ASTE	LOC108601141|XP_017844557.1|DBUS
OG0007528	LOC118517627|XP_035919830.1|ASTE	LOC108596237|XP_017837265.2|DBUS
OG0007529	LOC118503323|XP_035892358.1|ASTE	LOC108595268|XP_017835970.1|DBUS
OG0007530	LOC118505983|XP_035898438.1|ASTE	LOC117134677|XP_033149016.1|DBUS
OG0007531	LOC118506100|XP_035898678.1|ASTE	LOC108595800|XP_017836580.1|DBUS
OG0007532	LOC118507250|XP_035901426.1|ASTE	LOC108597769|XP_017839971.1|DBUS
OG0007534	LOC118507304|XP_035901571.1|ASTE	LOC108598838|XP_017841081.1|DBUS
OG0007535	LOC118507271|XP_035901464.1|ASTE	LOC108599015|XP_017841283.2|DBUS
OG0007536	LOC118506023|XP_035898519.1|ASTE	LOC108603539|XP_017847940.1|DBUS
OG0007537	LOC118508138|XP_035903545.1|ASTE	LOC108600229|XP_033149772.1|DBUS
OG0007538	LOC118508136|XP_035903536.1|ASTE	LOC108600432|XP_033149314.1|DBUS
OG0007539	LOC118508123|XP_035903523.1|ASTE	LOC108595435|XP_033150825.1|DBUS
OG0007540	LOC118508124|XP_035903525.1|ASTE	LOC108603235|XP_017847343.1|DBUS
OG0007541	LOC118507161|XP_035901108.1|ASTE	LOC108595060|XP_017835694.1|DBUS
OG0007542	LOC118507165|XP_035901122.1|ASTE	LOC108595081|XP_017835721.1|DBUS
OG0007543	LOC118508157|XP_035903591.1|ASTE	LOC108607368|XP_017853572.1|DBUS
OG0007544	LOC118507301|XP_035901562.1|ASTE	LOC108598429|XP_017840546.1|DBUS
OG0007545	LOC118514089|XP_035916518.1|ASTE	LOC108597169|XP_017839076.1|DBUS
OG0007546	LOC118506320|XP_035899164.1|ASTE	LOC108602221|XP_017845757.1|DBUS
OG0007547	LOC118504846|XP_035895748.1|ASTE	LOC108596290|XP_017837368.1|DBUS
OG0007548	LOC118504163|XP_035894189.1|ASTE	LOC108600580|XP_017843737.1|DBUS
OG0007549	LOC118504170|XP_035894206.1|ASTE	LOC108599122|XP_017841399.1|DBUS
OG0007550	LOC118517655|XP_035919881.1|ASTE	LOC108600628|XP_017843803.1|DBUS
OG0007551	LOC118517661|XP_035919930.1|ASTE	LOC108595098|XP_017835738.2|DBUS
OG0007552	LOC118517664|XP_035919935.1|ASTE	LOC108602428|XP_017846038.1|DBUS
OG0007553	LOC118517668|XP_035919939.1|ASTE	LOC108608126|XP_017854845.1|DBUS
OG0007554	LOC118505978|XP_035898426.1|ASTE	LOC108599182|XP_017841463.1|DBUS
OG0007555	LOC118505987|XP_035898442.1|ASTE	LOC108596196|XP_017837199.1|DBUS
OG0007556	LOC118503241|XP_035892146.1|ASTE	LOC108596589|XP_017838005.1|DBUS
OG0007557	LOC118503242|XP_035892147.1|ASTE	LOC108597423|XP_017839465.1|DBUS
OG0007558	LOC118507272|XP_035901465.1|ASTE	LOC108595101|XP_033148900.1|DBUS
OG0007559	LOC118505982|XP_035898436.1|ASTE	LOC108602856|XP_017846624.1|DBUS
OG0007560	LOC118503237|XP_035892139.1|ASTE	LOC108598319|XP_017840424.1|DBUS
OG0007561	LOC118507986|XP_035903246.1|ASTE	LOC108601000|XP_033149497.1|DBUS
OG0007562	LOC118503170|XP_035892026.1|ASTE	LOC108598578|XP_017840756.2|DBUS
OG0007563	LOC118504752|XP_035895565.1|ASTE	LOC108601040|XP_017844415.1|DBUS
OG0007564	LOC118506205|XP_035898906.1|ASTE	LOC108601143|XP_017844560.1|DBUS
OG0007565	LOC118505882|XP_035898217.1|ASTE	LOC108604506|XP_017849494.1|DBUS
OG0007566	LOC118504173|XP_035894214.1|ASTE	LOC108597565|XP_017839663.1|DBUS
OG0007567	LOC118507375|XP_035901711.1|ASTE	LOC108604191|XP_017849031.1|DBUS
OG0007568	LOC118504223|XP_035894332.1|ASTE	LOC108596593|XP_017838011.1|DBUS
OG0007569	LOC118507379|XP_035901717.1|ASTE	LOC108597219|XP_017839149.1|DBUS
OG0007570	LOC118507378|XP_035901716.1|ASTE	LOC108597567|XP_017839667.1|DBUS
OG0007572	LOC118504225|XP_035894333.1|ASTE	LOC108595330|XP_017836039.1|DBUS
OG0007573	LOC118503072|XP_035891839.1|ASTE	LOC108595978|XP_017836754.1|DBUS
OG0007574	LOC118503069|XP_035891835.1|ASTE	LOC108597172|XP_017839075.1|DBUS
OG0007575	LOC118503059|XP_035891818.1|ASTE	LOC108597311|XP_017839285.1|DBUS
OG0007576	LOC118503963|XP_035893751.1|ASTE	LOC108606750|XP_033150503.1|DBUS
OG0007577	LOC118503984|XP_035893821.1|ASTE	LOC108605928|XP_017851237.1|DBUS
OG0007579	LOC118503874|XP_035893511.1|ASTE	LOC108596219|XP_017837236.1|DBUS
OG0007580	LOC118503871|XP_035893504.1|ASTE	LOC108598638|XP_017840832.2|DBUS
OG0007581	LOC118503862|XP_035893485.1|ASTE	LOC108607839|XP_017854392.2|DBUS
OG0007582	LOC118503866|XP_035893493.1|ASTE	LOC108601894|XP_017845357.1|DBUS
OG0007583	LOC118503865|XP_035893492.1|ASTE	LOC108595657|XP_017836423.1|DBUS
OG0007584	LOC118507417|XP_035901774.1|ASTE	LOC117134953|XP_033150467.1|DBUS
OG0007585	LOC118507194|XP_035901163.1|ASTE	LOC108599452|XP_017841774.2|DBUS
OG0007587	LOC118506121|XP_035898731.1|ASTE	LOC108597394|XP_017839419.1|DBUS
OG0007588	LOC118506117|XP_035898718.1|ASTE	LOC108607955|XP_017854572.2|DBUS
OG0007589	LOC118506087|XP_035898659.1|ASTE, LOC118516521|XP_035918348.1|ASTE	LOC108606743|XP_017852630.1|DBUS
OG0007590	LOC118503692|XP_035893128.1|ASTE	LOC108600425|XP_017843481.1|DBUS
OG0007591	LOC118507104|XP_035901000.1|ASTE	LOC108596702|XP_017838214.2|DBUS
OG0007592	LOC118508065|XP_035903415.1|ASTE	LOC108595385|XP_017836099.1|DBUS
OG0007593	LOC118504841|XP_035895740.1|ASTE	LOC108605511|XP_017850750.1|DBUS
OG0007594	LOC118504115|XP_035894099.1|ASTE	LOC108595201|XP_017835878.1|DBUS
OG0007595	LOC118504202|XP_035894275.1|ASTE	LOC108595421|XP_017836138.1|DBUS
OG0007596	LOC118504852|XP_035895757.1|ASTE	LOC108599150|XP_017841427.1|DBUS
OG0007597	LOC118504194|XP_035894262.1|ASTE	LOC108599675|XP_017842154.2|DBUS
OG0007598	LOC118503499|XP_035892726.1|ASTE	LOC108597151|XP_017839039.1|DBUS
OG0007599	LOC118503083|XP_035891858.1|ASTE	LOC108598876|XP_017841125.1|DBUS
OG0007600	LOC118503084|XP_035891860.1|ASTE	LOC108600538|XP_017843679.1|DBUS
OG0007601	LOC118503364|XP_035892451.1|ASTE	LOC108599072|XP_017841344.1|DBUS
OG0007602	LOC118503365|XP_035892454.1|ASTE	LOC108599258|XP_017841543.1|DBUS
OG0007603	LOC118503348|XP_035892413.1|ASTE	LOC108601035|XP_017844403.1|DBUS
OG0007604	LOC118503797|XP_035893381.1|ASTE	LOC108600960|XP_017844303.1|DBUS
OG0007605	LOC118503793|XP_035893366.1|ASTE	LOC108599826|XP_017842419.1|DBUS
OG0007606	LOC118503788|XP_035893357.1|ASTE	LOC108599829|XP_017842425.1|DBUS
OG0007607	LOC118503780|XP_035893346.1|ASTE	LOC108604292|XP_017849193.1|DBUS
OG0007608	LOC118503766|XP_035893328.1|ASTE	LOC108599952|XP_017842692.1|DBUS
OG0007609	LOC118509776|XP_035906808.1|ASTE	LOC108606694|XP_017852550.1|DBUS
OG0007610	LOC118503409|XP_035892531.1|ASTE	LOC108595127|XP_017839954.1|DBUS
OG0007611	LOC118503406|XP_035892504.1|ASTE	LOC108607377|XP_017853588.1|DBUS
OG0007612	LOC118506137|XP_035898766.1|ASTE	LOC108597332|XP_017839316.2|DBUS
OG0007613	LOC118507358|XP_035901658.1|ASTE	LOC108597718|XP_017839898.1|DBUS
OG0007614	LOC118504908|XP_035895869.1|ASTE	LOC108600767|XP_017844017.1|DBUS
OG0007615	LOC118504913|XP_035895878.1|ASTE	LOC108600114|XP_017842975.1|DBUS
OG0007616	LOC118504912|XP_035895877.1|ASTE	LOC108601984|XP_017845468.1|DBUS
OG0007617	LOC118504909|XP_035895870.1|ASTE	LOC108600867|XP_017844166.1|DBUS
OG0007618	LOC118504243|XP_035894358.1|ASTE	LOC108600351|XP_017843364.1|DBUS
OG0007619	LOC118506217|XP_035898940.1|ASTE	LOC108600320|XP_017843311.1|DBUS
OG0007620	LOC118504790|XP_035895648.1|ASTE	LOC108598378|XP_033149459.1|DBUS
OG0007621	LOC118508395|XP_035904040.1|ASTE	LOC108596988|XP_017838742.1|DBUS
OG0007622	LOC118508117|XP_035903508.1|ASTE	LOC108599620|XP_017842068.2|DBUS
OG0007623	LOC118503091|XP_035891875.1|ASTE	LOC108599795|XP_017842348.2|DBUS
OG0007624	LOC118503755|XP_035893299.1|ASTE	LOC108599234|XP_017841521.2|DBUS
OG0007625	LOC118503741|XP_035893260.1|ASTE	LOC108600339|XP_017843345.2|DBUS
OG0007626	LOC118503737|XP_035893246.1|ASTE	LOC108600163|XP_017843053.1|DBUS
OG0007627	LOC118503744|XP_035893279.1|ASTE	LOC108600161|XP_017843052.1|DBUS
OG0007628	LOC118509707|XP_035906686.1|ASTE	LOC108607349|XP_017853523.1|DBUS
OG0007630	LOC118517457|XP_035919507.1|ASTE	LOC108601487|XP_017844874.1|DBUS
OG0007631	LOC118508383|XP_035904013.1|ASTE	LOC108603635|XP_017848084.1|DBUS
OG0007632	LOC118509989|XP_035907264.1|ASTE	LOC108598832|XP_017841074.1|DBUS
OG0007633	LOC118510618|XP_035908538.1|ASTE	LOC108607796|XP_017854325.1|DBUS
OG0007635	LOC118512547|XP_035913019.1|ASTE	LOC108608459|XP_017855332.2|DBUS
OG0007637	LOC118508236|XP_035903736.1|ASTE	LOC108600815|XP_017844093.2|DBUS
OG0007664	LOC118504945|XP_035895941.1|ASTE	LOC108602241|XP_017845779.1|DBUS
OG0007665	LOC118510267|XP_035907760.1|ASTE	LOC108605032|XP_033150285.1|DBUS
OG0007666	LOC118510285|XP_035907797.1|ASTE	LOC108607128|XP_017853255.1|DBUS
OG0007667	LOC118507830|XP_035902831.1|ASTE	LOC108606394|XP_017851961.1|DBUS
OG0007669	LOC118517403|XP_035919361.1|ASTE	LOC108606382|XP_017851932.1|DBUS
OG0007670	LOC118517401|XP_035919359.1|ASTE	LOC108606381|XP_033150463.1|DBUS
OG0007671	LOC118509751|XP_035906775.1|ASTE	LOC108605284|XP_017850421.1|DBUS
OG0007672	LOC118517485|XP_035919573.1|ASTE	LOC108607101|XP_017853216.1|DBUS
OG0007673	LOC118507722|XP_035902566.1|ASTE	LOC108602162|XP_017845684.1|DBUS
OG0007674	LOC118511164|XP_035909799.1|ASTE	LOC108606532|XP_017852195.1|DBUS
OG0007675	LOC118510733|XP_035908842.1|ASTE	LOC108606811|XP_017852773.1|DBUS
OG0007676	LOC118510586|XP_035908482.1|ASTE	LOC108606353|XP_017851890.1|DBUS
OG0007677	LOC118514235|XP_035916832.1|ASTE	LOC108606574|XP_017852283.1|DBUS
OG0007678	LOC118509459|XP_035906426.1|ASTE	LOC108604927|XP_017849986.1|DBUS
OG0007679	LOC118517458|XP_035919508.1|ASTE	LOC108605547|XP_017850794.1|DBUS
OG0007680	LOC118503052|XP_035891788.1|ASTE	LOC108608427|XP_017855284.1|DBUS
OG0007682	LOC118509130|XP_035905226.1|ASTE	LOC108606387|XP_033150298.1|DBUS
OG0007683	LOC118515097|XP_035917718.1|ASTE	LOC108606214|XP_017851593.1|DBUS
OG0007684	LOC118506013|XP_035898492.1|ASTE	LOC108605945|XP_017851255.1|DBUS
OG0007685	LOC118505487|XP_035897226.1|ASTE	LOC108606538|XP_017852215.1|DBUS
OG0007686	LOC118510910|XP_035909207.1|ASTE	LOC108606554|XP_017852244.1|DBUS
OG0007687	LOC118516438|XP_035918217.1|ASTE	LOC108606894|XP_017852910.1|DBUS
OG0007688	LOC118512333|XP_035912508.1|ASTE	LOC108604059|XP_017848811.1|DBUS
OG0007689	LOC118516599|XP_035918458.1|ASTE	LOC108607270|XP_017853452.1|DBUS
OG0007690	LOC118505593|XP_035897499.1|ASTE	LOC108606307|XP_017851789.1|DBUS
OG0007691	LOC118503386|XP_035892482.1|ASTE	LOC108602770|XP_017846431.1|DBUS
OG0007692	LOC118517467|XP_035919533.1|ASTE	LOC108606461|XP_017852067.1|DBUS
OG0007693	LOC118510603|XP_035908507.1|ASTE	LOC108606300|XP_017851776.1|DBUS
OG0007694	LOC118510935|XP_035909261.1|ASTE	LOC108598930|XP_017841184.1|DBUS
OG0007695	LOC118507033|XP_035900875.1|ASTE	LOC108606846|XP_017852831.1|DBUS
OG0007696	LOC118509288|XP_035905589.1|ASTE	LOC108598744|XP_017840967.1|DBUS
OG0007697	LOC118517656|XP_035919901.1|ASTE	LOC108600281|XP_017843238.1|DBUS
OG0007698	LOC118512437|XP_035912796.1|ASTE	LOC108606660|XP_033150472.1|DBUS
OG0007699	LOC118516267|XP_035918009.1|ASTE	LOC108605848|XP_017851145.1|DBUS
OG0007701	LOC118511281|XP_035910110.1|ASTE	LOC108605058|XP_017850115.1|DBUS
OG0007702	LOC118512446|XP_035912807.1|ASTE	LOC108605256|XP_017850368.1|DBUS
OG0007705	LOC118503911|XP_035893602.1|ASTE	LOC108606447|XP_017852050.1|DBUS
OG0007706	LOC118517426|XP_035919430.1|ASTE	LOC108605714|XP_017850997.1|DBUS
OG0007707	LOC118511090|XP_035909681.1|ASTE	LOC108606377|XP_033150294.1|DBUS
OG0007708	LOC118509964|XP_035907238.1|ASTE	LOC108606599|XP_017852344.1|DBUS
OG0007709	LOC118516532|XP_035918371.1|ASTE	LOC108605510|XP_017850749.1|DBUS
OG0007710	LOC118511062|XP_035909567.1|ASTE	LOC108607052|XP_017853153.1|DBUS
OG0007711	LOC118506268|XP_035899068.1|ASTE	LOC108606712|XP_017852579.1|DBUS
OG0007712	LOC118511472|XP_035910496.1|ASTE	LOC108605616|XP_033150348.1|DBUS
OG0007713	LOC118508814|XP_035904452.1|ASTE	LOC108606195|XP_033150364.1|DBUS
OG0007714	LOC118508751|XP_035904403.1|ASTE	LOC108604912|XP_017849971.1|DBUS
OG0007715	LOC118513625|XP_035915619.1|ASTE	LOC108606612|XP_017852371.1|DBUS
OG0007717	LOC118506601|XP_035899863.1|ASTE	LOC108603828|XP_017848451.1|DBUS
OG0007718	LOC118505821|XP_035898063.1|ASTE	LOC108607074|XP_017853182.1|DBUS
OG0007719	LOC118507531|XP_035901993.1|ASTE	LOC108607006|XP_017853074.2|DBUS
OG0007720	LOC118507562|XP_035902074.1|ASTE	LOC108605363|XP_017850521.1|DBUS
OG0007721	LOC118507780|XP_035902711.1|ASTE	LOC108606786|XP_017852709.1|DBUS
OG0007722	LOC118507773|XP_035902700.1|ASTE	LOC108604958|XP_017850017.1|DBUS
OG0007723	LOC118508061|XP_035903413.1|ASTE	LOC108606063|XP_017851399.1|DBUS
OG0007724	LOC118507484|XP_035901898.1|ASTE	LOC108594519|XP_017835212.2|DBUS
OG0007725	LOC118507100|XP_035900998.1|ASTE	LOC108606217|XP_017851597.1|DBUS
OG0007726	LOC118507337|XP_035901622.1|ASTE	LOC108605057|XP_017850114.1|DBUS
OG0007727	LOC118508131|XP_035903534.1|ASTE	LOC108607180|XP_017853324.1|DBUS
OG0007728	LOC118505036|XP_035896168.1|ASTE	LOC108606423|XP_017852016.1|DBUS
OG0007729	LOC118509265|XP_035905512.1|ASTE	LOC108605625|XP_017850897.1|DBUS
OG0007731	LOC118512782|XP_035913590.1|ASTE	LOC108600526|XP_017843660.1|DBUS
OG0007733	LOC118504224|XP_035894336.1|ASTE	LOC108606715|XP_017852581.1|DBUS
OG0007734	LOC118504069|XP_035894012.1|ASTE	LOC108605542|XP_017850783.1|DBUS
OG0007735	LOC118504442|XP_035894801.1|ASTE	LOC108606969|XP_017853021.1|DBUS
OG0007736	LOC118516499|XP_035918323.1|ASTE	LOC108606289|XP_017851763.1|DBUS
OG0007737	LOC118508927|XP_035904720.1|ASTE	LOC108604635|XP_017849673.1|DBUS
OG0007738	LOC118516637|XP_035918509.1|ASTE	LOC108604178|XP_017849005.1|DBUS
OG0007739	LOC118515595|XP_035917931.1|ASTE	LOC108606494|XP_017852139.1|DBUS
OG0007740	LOC118503640|XP_035893037.1|ASTE	LOC108605300|XP_017850453.1|DBUS
OG0007741	LOC118504694|XP_035895411.1|ASTE	LOC108606254|XP_017851692.1|DBUS
OG0007742	LOC118503921|XP_035893641.1|ASTE	LOC108606672|XP_017852494.1|DBUS
OG0007743	LOC118512517|XP_035912947.1|ASTE	LOC108602816|XP_017846536.1|DBUS
OG0007744	LOC118513326|XP_035914826.1|ASTE	LOC108599482|XP_017841818.1|DBUS
OG0007745	LOC118510737|XP_035908846.1|ASTE	LOC108603286|XP_017847443.1|DBUS
OG0007746	LOC118504407|XP_035894736.1|ASTE	LOC108601704|XP_017845106.1|DBUS
OG0007747	LOC118504910|XP_035895875.1|ASTE	LOC108606428|XP_017852025.1|DBUS
OG0007749	LOC118509415|XP_035905880.1|ASTE	LOC108605210|XP_017850304.1|DBUS
OG0007751	LOC118506730|XP_035900161.1|ASTE	LOC108594328|XP_017834967.1|DBUS
OG0007753	LOC118503440|XP_035892597.1|ASTE	LOC108606638|XP_017852423.1|DBUS
OG0007754	LOC118504818|XP_035895715.1|ASTE	LOC108605493|XP_017850727.1|DBUS
OG0007755	LOC118504837|XP_035895739.1|ASTE	LOC108605958|XP_017851267.1|DBUS
OG0007756	LOC118504080|XP_035894044.1|ASTE	LOC108605407|XP_033150392.1|DBUS
OG0007757	LOC118511880|XP_035911395.1|ASTE	LOC108606550|XP_017852239.1|DBUS
OG0007758	LOC118514110|XP_035916578.1|ASTE	LOC108606016|XP_017851335.1|DBUS
OG0007760	LOC118508415|XP_035904082.1|ASTE	LOC108605948|XP_017851258.1|DBUS
OG0007761	LOC118508322|XP_035903888.1|ASTE	LOC108605451|XP_033150282.1|DBUS
OG0007762	LOC118508332|XP_035903898.1|ASTE	LOC108605450|XP_017850622.1|DBUS
OG0007763	LOC118508342|XP_035903920.1|ASTE	LOC108603577|XP_017848416.2|DBUS
OG0007764	LOC118504476|XP_035895105.1|ASTE	LOC108606950|XP_033150153.1|DBUS
OG0007765	LOC118508353|XP_035903949.1|ASTE	LOC108607049|XP_017853146.1|DBUS
OG0007767	LOC118517369|XP_035919279.1|ASTE	LOC108607328|XP_017853486.1|DBUS, LOC108607339|XP_017853511.1|DBUS
OG0007768	LOC118506288|XP_035899108.1|ASTE	LOC108605728|XP_017851010.1|DBUS
OG0007769	LOC118508411|XP_035904072.1|ASTE	LOC108605883|XP_017851184.1|DBUS
OG0007770	LOC118506383|XP_035899310.1|ASTE	LOC108606633|XP_017852414.1|DBUS
OG0007771	LOC118505980|XP_035898434.1|ASTE	LOC108599216|XP_017841503.2|DBUS
OG0007772	LOC118503977|XP_035893805.1|ASTE	LOC108605149|XP_017850212.1|DBUS
OG0007773	LOC118505563|XP_035897411.1|ASTE	LOC108608400|XP_017855247.1|DBUS
OG0007774	LOC118516954|XP_035918680.1|ASTE	LOC108601163|XP_017844584.1|DBUS
OG0007775	LOC118511535|XP_035910624.1|ASTE	LOC108606628|XP_017852404.1|DBUS
OG0007776	LOC118510436|XP_035908150.1|ASTE	LOC108606838|XP_017852820.1|DBUS
OG0007777	LOC118517124|XP_035918914.1|ASTE	LOC108607035|XP_017853117.1|DBUS
OG0007778	LOC118502968|XP_035891626.1|ASTE	LOC108606987|XP_017853049.1|DBUS
OG0007779	LOC118504490|XP_035894906.1|ASTE	LOC108601057|XP_017844437.1|DBUS
OG0007780	LOC118504611|XP_035895184.1|ASTE	LOC108607257|XP_017853430.1|DBUS
OG0007781	LOC118506008|XP_035898490.1|ASTE	LOC108605200|XP_017850282.1|DBUS
OG0007782	LOC118506062|XP_035898612.1|ASTE	LOC108607260|XP_017853437.1|DBUS
OG0007783	LOC118507058|XP_035900917.1|ASTE	LOC108606771|XP_017852673.1|DBUS
OG0007784	LOC118515536|XP_035917927.1|ASTE	LOC108604207|XP_017849057.1|DBUS
OG0007785	LOC118503936|XP_035893699.1|ASTE	LOC108607159|XP_033150357.1|DBUS
OG0007786	LOC118505606|XP_035897530.1|ASTE	LOC108599824|XP_017842422.1|DBUS
OG0007787	LOC118505604|XP_035897526.1|ASTE	LOC108601603|XP_017844991.1|DBUS
OG0007788	LOC118505579|XP_035897428.1|ASTE	LOC108603061|XP_017846986.1|DBUS
OG0007790	LOC118508467|XP_035904163.1|ASTE	LOC108601384|XP_033149911.1|DBUS
OG0007792	LOC118502871|XP_035891472.1|ASTE	LOC108605793|XP_017851084.1|DBUS
OG0007793	LOC118504373|XP_035894673.1|ASTE	LOC108603098|XP_017847083.1|DBUS
OG0007794	LOC118503566|XP_035892873.1|ASTE	LOC108606608|XP_017852365.1|DBUS
OG0007795	LOC118505245|XP_035896689.1|ASTE	LOC108606920|XP_017852950.1|DBUS
OG0007797	LOC118506814|XP_035900380.1|ASTE	LOC108604102|XP_017848871.1|DBUS
OG0007798	LOC118506815|XP_035900392.1|ASTE	LOC108603881|XP_017848542.1|DBUS
OG0007799	LOC118506793|XP_035900305.1|ASTE	LOC108602131|XP_017845647.1|DBUS
OG0007800	LOC118502911|XP_035891527.1|ASTE	LOC108601879|XP_017845340.1|DBUS
OG0007802	LOC118508308|XP_035903859.1|ASTE	LOC108603706|XP_017848235.1|DBUS
OG0007803	LOC118502852|XP_035891449.1|ASTE	LOC108601267|XP_017844656.1|DBUS
OG0007804	LOC118502843|XP_035891427.1|ASTE	LOC108606489|XP_017852119.1|DBUS
