Orthogroup	ASTE.longest_only	DHYD.longest_only
OG0007181	LOC118505519|XP_035897312.1|ASTE	LOC111596761|XP_023166875.1|DHYD
OG0007182	LOC118506435|XP_035899448.1|ASTE	LOC111604978|XP_023179031.2|DHYD
OG0007183	LOC118506428|XP_035899422.1|ASTE	LOC111604988|XP_023179054.1|DHYD
OG0007184	LOC118506427|XP_035899420.1|ASTE	LOC111604981|XP_023179046.2|DHYD
OG0007185	LOC118506754|XP_035900244.1|ASTE	LOC111599164|XP_023170509.1|DHYD
OG0007186	LOC118506760|XP_035900246.1|ASTE	LOC111602942|XP_023176069.2|DHYD
OG0007187	LOC118508511|XP_035904248.1|ASTE	LOC111599638|XP_030078822.1|DHYD
OG0007188	LOC118508513|XP_035904254.1|ASTE	LOC111599761|XP_023171284.2|DHYD
OG0007189	LOC118508517|XP_035904263.1|ASTE	LOC111603403|XP_023176738.1|DHYD
OG0007190	LOC118508519|XP_035904266.1|ASTE	LOC111592008|XP_023159758.1|DHYD
OG0007191	LOC118508522|XP_035904274.1|ASTE	LOC111601036|XP_023173215.2|DHYD
OG0007192	LOC118504500|XP_035894915.1|ASTE	LOC111603105|XP_023176339.2|DHYD
OG0007193	LOC118504493|XP_035894909.1|ASTE	LOC111603214|XP_023176480.2|DHYD
OG0007194	LOC118504497|XP_035894913.1|ASTE	LOC111593518|XP_023162075.2|DHYD
OG0007195	LOC118505344|XP_035896896.1|ASTE	LOC111595738|XP_023165359.2|DHYD
OG0007196	LOC118504861|XP_035895790.1|ASTE	LOC111595916|XP_023165634.1|DHYD
OG0007197	LOC118505651|XP_035897626.1|ASTE	LOC111599855|XP_023171441.1|DHYD
OG0007198	LOC118506606|XP_035899866.1|ASTE	LOC111604982|XP_023179047.1|DHYD
OG0007199	LOC118506599|XP_035899858.1|ASTE	LOC111595639|XP_023165224.1|DHYD
OG0007200	LOC118506597|XP_035899855.1|ASTE	LOC111596440|XP_023166431.2|DHYD
OG0007201	LOC118505860|XP_035898135.1|ASTE	LOC111598721|XP_023169881.2|DHYD
OG0007202	LOC118505861|XP_035898137.1|ASTE	LOC111604685|XP_023178620.2|DHYD
OG0007203	LOC118503578|XP_035892911.1|ASTE	LOC111604682|XP_023178615.2|DHYD
OG0007204	LOC118503579|XP_035892912.1|ASTE	LOC111604752|XP_023178709.2|DHYD
OG0007205	LOC118503582|XP_035892914.1|ASTE	LOC111604673|XP_023178602.1|DHYD
OG0007206	LOC118506993|XP_035900766.1|ASTE	LOC111598516|XP_023169559.2|DHYD
OG0007207	LOC118502724|XP_035891173.1|ASTE	LOC111602751|XP_023175771.2|DHYD
OG0007208	LOC118502728|XP_035891181.1|ASTE	LOC111603405|XP_023176742.1|DHYD
OG0007209	LOC118502721|XP_035891170.1|ASTE	LOC111603446|XP_023176800.1|DHYD
OG0007210	LOC118511708|XP_035911022.1|ASTE	LOC111604990|XP_023179075.1|DHYD
OG0007211	LOC118502682|XP_035891083.1|ASTE	LOC111592025|XP_023159786.2|DHYD
OG0007212	LOC118503570|XP_035892896.1|ASTE	LOC111594505|XP_023163586.2|DHYD
OG0007213	LOC118506526|XP_035899671.1|ASTE	LOC111592760|XP_023160932.1|DHYD
OG0007214	LOC118506524|XP_035899658.1|ASTE	LOC111604463|XP_030080430.1|DHYD
OG0007215	LOC118506512|XP_035899631.1|ASTE	LOC111601447|XP_030078716.1|DHYD
OG0007216	LOC118502431|XP_035890552.1|ASTE	LOC111601976|XP_023174623.2|DHYD
OG0007217	LOC118506510|XP_035899627.1|ASTE	LOC111592210|XP_023160049.1|DHYD
OG0007218	LOC118505237|XP_035896669.1|ASTE	LOC111597054|XP_023167344.2|DHYD
OG0007219	LOC118504643|XP_035895287.1|ASTE	LOC111604239|XP_023177990.1|DHYD
OG0007220	LOC118505319|XP_035896857.1|ASTE	LOC111604223|XP_023177961.2|DHYD
OG0007221	LOC118505318|XP_035896855.1|ASTE	LOC111595152|XP_023164502.1|DHYD
OG0007222	LOC118504785|XP_035895629.1|ASTE	LOC111595220|XP_023164603.2|DHYD
OG0007223	LOC118503657|XP_035893073.1|ASTE	LOC111596892|XP_023167113.1|DHYD
OG0007224	LOC118503651|XP_035893065.1|ASTE	LOC111597183|XP_023167517.2|DHYD
OG0007225	LOC118503660|XP_035893078.1|ASTE	LOC111603029|XP_023176226.1|DHYD
OG0007226	LOC118503649|XP_035893061.1|ASTE	LOC111604828|XP_023178820.2|DHYD
OG0007227	LOC118506562|XP_035899777.1|ASTE	LOC111605645|XP_023180074.1|DHYD
OG0007228	LOC118504311|XP_035894506.1|ASTE	LOC111598685|XP_023169817.1|DHYD
OG0007229	LOC118505125|XP_035896334.1|ASTE	LOC111602628|XP_023175557.2|DHYD
OG0007230	LOC118505251|XP_035896697.1|ASTE	LOC111601334|XP_023173632.1|DHYD
OG0007231	LOC118507615|XP_035902220.1|ASTE	LOC111604580|XP_023178450.2|DHYD
OG0007232	LOC118505502|XP_035897256.1|ASTE	LOC111598655|XP_030081114.1|DHYD
OG0007233	LOC118505504|XP_035897265.1|ASTE	LOC111598656|XP_023169773.2|DHYD
OG0007234	LOC118505525|XP_035897330.1|ASTE	LOC111604495|XP_023178354.2|DHYD
OG0007235	LOC118505526|XP_035897331.1|ASTE	LOC111604499|XP_030081173.1|DHYD
OG0007236	LOC118505473|XP_035897179.1|ASTE	LOC111600844|XP_023172917.2|DHYD
OG0007237	LOC118505472|XP_035897178.1|ASTE	LOC111604807|XP_023178793.1|DHYD
OG0007238	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE	LOC111598028|XP_023168823.2|DHYD
OG0007239	LOC118506575|XP_035899811.1|ASTE	LOC111600834|XP_023172906.2|DHYD
OG0007241	LOC118504278|XP_035894445.1|ASTE	LOC111596734|XP_023166834.2|DHYD
OG0007242	LOC118504276|XP_035894435.1|ASTE	LOC111596720|XP_023166811.2|DHYD
OG0007243	LOC118507727|XP_035902574.1|ASTE	LOC115482979|XP_030079453.1|DHYD, LOC111605698|XP_030079445.1|DHYD
OG0007244	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE	LOC111604895|XP_023178903.1|DHYD
OG0007245	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE	LOC111597392|XP_023167825.2|DHYD
OG0007246	LOC118505461|XP_035897156.1|ASTE	LOC111605543|XP_023179873.2|DHYD
OG0007247	LOC118507637|XP_035902289.1|ASTE	LOC111595636|XP_023165218.2|DHYD
OG0007248	LOC118506340|XP_035899216.1|ASTE	LOC111597359|XP_023167781.1|DHYD
OG0007249	LOC118506330|XP_035899193.1|ASTE	LOC111602841|XP_023175920.2|DHYD, LOC111602834|XP_030080138.1|DHYD
OG0007250	LOC118508545|XP_035904321.1|ASTE	LOC111603115|XP_030079307.1|DHYD
OG0007251	LOC118502617|XP_035890883.1|ASTE	LOC111603649|XP_023177096.1|DHYD
OG0007252	LOC118502612|XP_035890872.1|ASTE	LOC111597131|XP_023167463.1|DHYD
OG0007253	LOC118502594|XP_035890842.1|ASTE	LOC111595059|XP_030079279.1|DHYD
OG0007254	LOC118508354|XP_035903948.1|ASTE	LOC111601352|XP_030081619.1|DHYD
OG0007255	LOC118517566|XP_035919703.1|ASTE	LOC111594055|XP_023162941.1|DHYD
OG0007256	LOC118517537|XP_035919665.1|ASTE	LOC111603608|XP_023177040.1|DHYD
OG0007257	LOC118507000|XP_035900786.1|ASTE	LOC111602990|XP_023176155.2|DHYD
OG0007258	LOC118507005|XP_035900792.1|ASTE	LOC111603019|XP_023176208.1|DHYD
OG0007259	LOC118507041|XP_035900889.1|ASTE	LOC111601860|XP_023174465.2|DHYD
OG0007260	LOC118507040|XP_035900888.1|ASTE	LOC111601861|XP_023174470.1|DHYD
OG0007261	LOC118507049|XP_035900902.1|ASTE	LOC111600549|XP_023172462.1|DHYD
OG0007262	LOC118504336|XP_035894586.1|ASTE	LOC111604070|XP_023177715.1|DHYD
OG0007263	LOC118504339|XP_035894593.1|ASTE	LOC111599714|XP_023171215.2|DHYD
OG0007264	LOC118504342|XP_035894596.1|ASTE	LOC111597552|XP_023168116.2|DHYD
OG0007265	LOC118504354|XP_035894632.1|ASTE	LOC111597328|XP_023167739.1|DHYD
OG0007266	LOC118505152|XP_035896425.1|ASTE	LOC111600732|XP_023172772.1|DHYD
OG0007267	LOC118504632|XP_035895242.1|ASTE	LOC111601375|XP_023173682.2|DHYD
OG0007268	LOC118504628|XP_035895234.1|ASTE	LOC111595446|XP_023164938.2|DHYD
OG0007269	LOC118505052|XP_035896218.1|ASTE	LOC111601878|XP_023174488.2|DHYD
OG0007270	LOC118505029|XP_035896137.1|ASTE	LOC111593273|XP_030080818.1|DHYD
OG0007271	LOC118508539|XP_035904312.1|ASTE	LOC111604841|XP_023178841.2|DHYD
OG0007272	LOC118508553|XP_035904338.1|ASTE	LOC111605649|XP_023180079.2|DHYD
OG0007273	LOC118508543|XP_035904318.1|ASTE	LOC111598533|XP_023169588.1|DHYD
OG0007274	LOC118502367|XP_035890479.1|ASTE	LOC111598484|XP_023169510.1|DHYD
OG0007275	LOC118502615|XP_035890882.1|ASTE	LOC111601569|XP_023173983.1|DHYD
OG0007276	LOC118506980|XP_035900734.1|ASTE	LOC111601579|XP_023174002.2|DHYD
OG0007277	LOC118506972|XP_035900711.1|ASTE	LOC111591862|XP_023159511.2|DHYD
OG0007278	LOC118506982|XP_035900743.1|ASTE	LOC111599787|XP_023171330.1|DHYD
OG0007279	LOC118506687|XP_035900050.1|ASTE	LOC111599801|XP_023171347.2|DHYD
OG0007280	LOC118506685|XP_035900044.1|ASTE	LOC111599815|XP_030080333.1|DHYD
OG0007281	LOC118502749|XP_035891208.1|ASTE	LOC111602763|XP_023175793.1|DHYD
OG0007282	LOC118502708|XP_035891145.1|ASTE	LOC111602755|XP_023175780.2|DHYD
OG0007283	LOC118502726|XP_035891179.1|ASTE	LOC111595181|XP_030078738.1|DHYD
OG0007284	LOC118505734|XP_035897815.1|ASTE	LOC111596645|XP_023166713.1|DHYD
OG0007285	LOC118505729|XP_035897809.1|ASTE	LOC111596792|XP_023166918.2|DHYD
OG0007286	LOC118505727|XP_035897803.1|ASTE	LOC111596790|XP_023166912.1|DHYD
OG0007287	LOC118505730|XP_035897811.1|ASTE	LOC111599166|XP_023170513.2|DHYD
OG0007288	LOC118507720|XP_035902562.1|ASTE	LOC111602054|XP_023174732.2|DHYD
OG0007289	LOC118504362|XP_035894648.1|ASTE	LOC111598180|XP_023169043.2|DHYD
OG0007291	LOC118517559|XP_035919694.1|ASTE	LOC111593515|XP_023162070.1|DHYD
OG0007292	LOC118517562|XP_035919697.1|ASTE	LOC111595964|XP_023165707.2|DHYD
OG0007293	LOC118508268|XP_035903798.1|ASTE	LOC111600298|XP_023172121.2|DHYD
OG0007294	LOC118503215|XP_035892097.1|ASTE	LOC111598527|XP_023169577.2|DHYD
OG0007295	LOC118503522|XP_035892774.1|ASTE	LOC111604860|XP_023178862.1|DHYD
OG0007296	LOC118505046|XP_035896193.1|ASTE	LOC111596253|XP_023166154.1|DHYD
OG0007297	LOC118505073|XP_035896251.1|ASTE	LOC111599609|XP_023171064.2|DHYD
OG0007298	LOC118505100|XP_035896296.1|ASTE	LOC111603596|XP_023177022.1|DHYD
OG0007299	LOC118508410|XP_035904066.1|ASTE	LOC111603654|XP_023177101.1|DHYD
OG0007300	LOC118507707|XP_035902495.1|ASTE	LOC111602993|XP_023176158.1|DHYD
OG0007301	LOC118502773|XP_035891258.1|ASTE	LOC111600850|XP_023172924.1|DHYD
OG0007302	LOC118505388|XP_035896988.1|ASTE	LOC111604944|XP_030078819.1|DHYD
OG0007303	LOC118504774|XP_035895596.1|ASTE	LOC111601849|XP_023174452.1|DHYD
OG0007304	LOC118503186|XP_035892060.1|ASTE	LOC111600379|XP_023172223.2|DHYD
OG0007305	LOC118503267|XP_035892220.1|ASTE	LOC111599275|XP_023170641.2|DHYD
OG0007306	LOC118503266|XP_035892219.1|ASTE	LOC111599271|XP_023170638.1|DHYD
OG0007307	LOC118504543|XP_035895034.1|ASTE	LOC111604635|XP_023178541.1|DHYD
OG0007308	LOC118504528|XP_035894963.1|ASTE	LOC111599578|XP_023171021.1|DHYD
OG0007309	LOC118502533|XP_035890697.1|ASTE	LOC111600288|XP_023172108.2|DHYD
OG0007310	LOC118502531|XP_035890691.1|ASTE	LOC111593604|XP_023162233.1|DHYD
OG0007311	LOC118502530|XP_035890688.1|ASTE	LOC111593610|XP_030078615.1|DHYD
OG0007312	LOC118504465|XP_035894863.1|ASTE	LOC111602098|XP_023174800.2|DHYD
OG0007313	LOC118503016|XP_035891733.1|ASTE	LOC111594985|XP_023164252.2|DHYD
OG0007314	LOC118503011|XP_035891720.1|ASTE	LOC111593424|XP_023161936.1|DHYD
OG0007315	LOC118502978|XP_035891642.1|ASTE	LOC111593387|XP_030079438.1|DHYD
OG0007316	LOC118502997|XP_035891698.1|ASTE	LOC111596699|XP_023166785.2|DHYD
OG0007317	LOC118506983|XP_035900744.1|ASTE	LOC111600240|XP_023172043.2|DHYD
OG0007318	LOC118506968|XP_035900696.1|ASTE	LOC111600238|XP_023172036.1|DHYD
OG0007319	LOC118505692|XP_035897724.1|ASTE	LOC111598728|XP_023169888.2|DHYD
OG0007320	LOC118506551|XP_035899748.1|ASTE	LOC111592670|XP_023160802.2|DHYD
OG0007321	LOC118506545|XP_035899729.1|ASTE	LOC111596782|XP_023166903.2|DHYD
OG0007322	LOC118507591|XP_035902148.1|ASTE	LOC111601921|XP_023174538.2|DHYD
OG0007323	LOC118507588|XP_035902144.1|ASTE	LOC111598345|XP_023169319.1|DHYD
OG0007324	LOC118506946|XP_035900657.1|ASTE	LOC111598511|XP_023169552.1|DHYD
OG0007325	LOC118506934|XP_035900643.1|ASTE	LOC111595912|XP_023165631.1|DHYD
OG0007326	LOC118506928|XP_035900620.1|ASTE	LOC111598492|XP_023169517.1|DHYD
OG0007327	LOC118508435|XP_035904107.1|ASTE	LOC111591933|XP_023159637.2|DHYD
OG0007328	LOC118506941|XP_035900652.1|ASTE	LOC111594551|XP_023163672.1|DHYD
OG0007329	LOC118502658|XP_035891002.1|ASTE	LOC111604834|XP_023178831.2|DHYD
OG0007331	LOC118506890|XP_035900558.1|ASTE	LOC111593082|XP_023161437.1|DHYD
OG0007332	LOC118502517|XP_035890662.1|ASTE	LOC111598151|XP_023169000.1|DHYD
OG0007333	LOC118502581|XP_035890816.1|ASTE	LOC111604957|XP_023179003.2|DHYD
OG0007334	LOC118506691|XP_035900056.1|ASTE	LOC111596446|XP_023166439.2|DHYD
OG0007335	LOC118504743|XP_035895524.1|ASTE	LOC111604754|XP_023178708.2|DHYD
OG0007336	LOC118506733|XP_035900165.1|ASTE	LOC111593068|XP_023161457.2|DHYD
OG0007337	LOC118506739|XP_035900190.1|ASTE	LOC111594865|XP_023164112.2|DHYD
OG0007338	LOC118506398|XP_035899342.1|ASTE	LOC111602910|XP_030081180.1|DHYD
OG0007339	LOC118506531|XP_035899692.1|ASTE	LOC111601400|XP_023173711.1|DHYD
OG0007340	LOC118505135|XP_035896369.1|ASTE	LOC111601329|XP_030081626.1|DHYD
OG0007341	LOC118505791|XP_035898017.1|ASTE	LOC111603578|XP_023176997.2|DHYD
OG0007342	LOC118506961|XP_035900675.1|ASTE	LOC111598073|XP_030080794.1|DHYD
OG0007343	LOC118504507|XP_035894930.1|ASTE	LOC111593386|XP_023161873.1|DHYD
OG0007344	LOC118504506|XP_035894929.1|ASTE	LOC111595855|XP_023165538.2|DHYD
OG0007345	LOC118504504|XP_035894924.1|ASTE	LOC111593359|XP_023161840.1|DHYD
OG0007346	LOC118504817|XP_035895714.1|ASTE	LOC111592438|XP_023160390.1|DHYD
OG0007347	LOC118502631|XP_035890909.1|ASTE	LOC111591884|XP_030079546.1|DHYD
OG0007348	LOC118502622|XP_035890889.1|ASTE	LOC111591879|XP_023159537.1|DHYD
OG0007349	LOC118502620|XP_035890887.1|ASTE	LOC111591899|XP_023159575.1|DHYD
OG0007350	LOC118502639|XP_035890978.1|ASTE	LOC111593644|XP_023162292.2|DHYD
OG0007351	LOC118508368|XP_035903983.1|ASTE	LOC111599782|XP_023171320.1|DHYD
OG0007352	LOC118502806|XP_035891337.1|ASTE	LOC111605208|XP_023179393.2|DHYD
OG0007353	LOC118502811|XP_035891344.1|ASTE	LOC111604859|XP_023178861.1|DHYD
OG0007354	LOC118505412|XP_035897054.1|ASTE	LOC111593328|XP_023161804.1|DHYD
OG0007355	LOC118502676|XP_035891058.1|ASTE	LOC111600867|XP_023172957.1|DHYD
OG0007356	LOC118502772|XP_035891257.1|ASTE	LOC111599957|XP_023171601.2|DHYD
OG0007357	LOC118502766|XP_035891245.1|ASTE	LOC111599591|XP_023171038.2|DHYD
OG0007358	LOC118502767|XP_035891249.1|ASTE	LOC111602938|XP_023176060.2|DHYD
OG0007359	LOC118504496|XP_035894912.1|ASTE	LOC111595925|XP_023165646.1|DHYD
OG0007360	LOC118506388|XP_035899321.1|ASTE	LOC111605447|XP_023179732.1|DHYD
OG0007361	LOC118504304|XP_035894493.1|ASTE	LOC111597367|XP_023167794.2|DHYD
OG0007362	LOC118504306|XP_035894500.1|ASTE	LOC111603893|XP_023177479.1|DHYD
OG0007363	LOC118506269|XP_035899064.1|ASTE	LOC111593289|XP_023161776.1|DHYD
OG0007364	LOC118505770|XP_035897906.1|ASTE	LOC111605328|XP_023179602.2|DHYD
OG0007365	LOC118503249|XP_035892179.1|ASTE	LOC111599954|XP_023175651.2|DHYD
OG0007366	LOC118503251|XP_035892182.1|ASTE	LOC111597184|XP_023167518.2|DHYD
OG0007367	LOC118503256|XP_035892189.1|ASTE	LOC111596014|XP_023165802.2|DHYD
OG0007368	LOC118508501|XP_035904230.1|ASTE	LOC111595395|XP_023164870.1|DHYD
OG0007369	LOC118504868|XP_035895805.1|ASTE	LOC111598504|XP_030081578.1|DHYD
OG0007370	LOC118504865|XP_035895800.1|ASTE	LOC111600792|XP_023172850.2|DHYD
OG0007371	LOC118508382|XP_035904012.1|ASTE	LOC111595241|XP_030080735.1|DHYD
OG0007372	LOC118504245|XP_035894361.1|ASTE	LOC111604914|XP_023178930.1|DHYD
OG0007373	LOC118504250|XP_035894370.1|ASTE	LOC111598139|XP_023168969.1|DHYD
OG0007374	LOC118502522|XP_035890676.1|ASTE	LOC111603098|XP_023176326.1|DHYD
OG0007375	LOC118505044|XP_035896188.1|ASTE	LOC111603194|XP_023176450.2|DHYD
OG0007376	LOC118505054|XP_035896221.1|ASTE	LOC111591889|XP_023159563.1|DHYD
OG0007377	LOC118505017|XP_035896099.1|ASTE	LOC111593493|XP_023162025.1|DHYD
OG0007378	LOC118504982|XP_035896028.1|ASTE	LOC111596881|XP_030078959.1|DHYD
OG0007379	LOC118504997|XP_035896067.1|ASTE	LOC111604927|XP_023178961.1|DHYD
OG0007380	LOC118505002|XP_035896080.1|ASTE	LOC111605154|XP_023179305.1|DHYD
OG0007381	LOC118507564|XP_035902079.1|ASTE	LOC111597438|XP_030079688.1|DHYD
OG0007382	LOC118502873|XP_035891474.1|ASTE	LOC111593397|XP_023161886.2|DHYD
OG0007383	LOC118507561|XP_035902056.1|ASTE	LOC111605612|XP_030079869.1|DHYD
OG0007384	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE	LOC111604061|XP_023177695.1|DHYD
OG0007385	LOC118506823|XP_035900406.1|ASTE	LOC111593636|XP_023162280.2|DHYD
OG0007386	LOC118506848|XP_035900471.1|ASTE	LOC111596798|XP_023166927.1|DHYD
OG0007387	LOC118506856|XP_035900479.1|ASTE	LOC111595985|XP_023165740.2|DHYD
OG0007388	LOC118506842|XP_035900449.1|ASTE	LOC111602804|XP_023175864.1|DHYD
OG0007389	LOC118507081|XP_035900957.1|ASTE	LOC111592505|XP_023160497.1|DHYD
OG0007390	LOC118506850|XP_035900473.1|ASTE	LOC111597245|XP_023167609.2|DHYD
OG0007391	LOC118507438|XP_035901809.1|ASTE	LOC111598532|XP_023169586.1|DHYD
OG0007392	LOC118506861|XP_035900485.1|ASTE	LOC111597357|XP_023167775.2|DHYD
OG0007393	LOC118505263|XP_035896718.1|ASTE	LOC111593374|XP_023161858.2|DHYD
OG0007394	LOC118505173|XP_035896507.1|ASTE	LOC111604068|XP_023177705.1|DHYD
OG0007395	LOC118505207|XP_035896584.1|ASTE	LOC111593001|XP_023161291.1|DHYD, LOC115482735|XP_030079332.1|DHYD
OG0007396	LOC118505155|XP_035896441.1|ASTE	LOC111603563|XP_023176971.2|DHYD
OG0007397	LOC118504536|XP_035894992.1|ASTE	LOC111603996|XP_023177609.2|DHYD
OG0007398	LOC118505854|XP_035898127.1|ASTE	LOC111600599|XP_023172559.2|DHYD, LOC115483803|XP_030081982.1|DHYD
OG0007399	LOC118505855|XP_035898129.1|ASTE	LOC111603177|XP_023176426.1|DHYD
OG0007400	LOC118509347|XP_035905758.1|ASTE	LOC111598127|XP_023168956.1|DHYD
OG0007401	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE	LOC111598405|XP_023169411.2|DHYD
OG0007402	LOC118510985|XP_035909388.1|ASTE	LOC111597893|XP_030080800.1|DHYD
OG0007404	LOC118510978|XP_035909372.1|ASTE	LOC111603639|XP_023177079.2|DHYD
OG0007405	LOC118510979|XP_035909373.1|ASTE	LOC111603548|XP_023176950.1|DHYD
OG0007406	LOC118511183|XP_035909832.1|ASTE	LOC111596256|XP_023166163.1|DHYD
OG0007407	LOC118510927|XP_035909231.1|ASTE	LOC111602331|XP_023175100.2|DHYD
OG0007408	LOC118511398|XP_035910325.1|ASTE	LOC111592264|XP_023160125.2|DHYD
OG0007409	LOC118510953|XP_035909291.1|ASTE	LOC111599317|XP_023170700.1|DHYD
OG0007410	LOC118504266|XP_035894388.1|ASTE	LOC111594077|XP_023162987.2|DHYD
OG0007411	LOC118504273|XP_035894400.1|ASTE	LOC111602416|XP_023175219.1|DHYD
OG0007412	LOC118504271|XP_035894398.1|ASTE	LOC111598154|XP_023169007.1|DHYD
OG0007413	LOC118503642|XP_035893036.1|ASTE	LOC111592308|XP_023160186.2|DHYD
OG0007414	LOC118517702|XP_035920026.1|ASTE	LOC111601900|XP_023174510.1|DHYD
OG0007415	LOC118512406|XP_035912690.1|ASTE	LOC111605681|XP_023180121.2|DHYD
OG0007416	LOC118512398|XP_035912673.1|ASTE	LOC111602422|XP_030079874.1|DHYD
OG0007417	LOC118512409|XP_035912697.1|ASTE	LOC111604043|XP_023177667.1|DHYD
OG0007418	LOC118512412|XP_035912702.1|ASTE	LOC111597087|XP_023167390.1|DHYD
OG0007419	LOC118517717|XP_035920055.1|ASTE	LOC111601499|XP_023173860.2|DHYD
OG0007420	LOC118512425|XP_035912722.1|ASTE	LOC111605266|XP_023179472.1|DHYD
OG0007421	LOC118505383|XP_035896978.1|ASTE	LOC111594253|XP_030081765.1|DHYD, LOC115483038|XP_030079704.1|DHYD
OG0007422	LOC118508218|XP_035903697.1|ASTE	LOC111605313|XP_023179542.1|DHYD
OG0007423	LOC118508216|XP_035903690.1|ASTE	LOC111602068|XP_023174754.2|DHYD
OG0007424	LOC118504881|XP_035895830.1|ASTE	LOC111604469|XP_023178319.2|DHYD
OG0007425	LOC118506009|XP_035898486.1|ASTE	LOC111605086|XP_023179191.2|DHYD
OG0007426	LOC118506004|XP_035898482.1|ASTE	LOC111603152|XP_023176397.2|DHYD
OG0007427	LOC118506016|XP_035898495.1|ASTE	LOC111593444|XP_023161965.1|DHYD
OG0007428	LOC118511568|XP_035910701.1|ASTE	LOC111602433|XP_023175246.2|DHYD
OG0007429	LOC118504230|XP_035894340.1|ASTE	LOC111604370|XP_023178209.1|DHYD
OG0007430	LOC118506160|XP_035898824.1|ASTE	LOC111591935|XP_023159642.1|DHYD
OG0007431	LOC118506159|XP_035898823.1|ASTE	LOC111605560|XP_023179901.1|DHYD
OG0007432	LOC118508402|XP_035904056.1|ASTE	LOC111595334|XP_023164763.2|DHYD
OG0007433	LOC118503486|XP_035892681.1|ASTE	LOC111598155|XP_023169008.2|DHYD
OG0007434	LOC118504010|XP_035893859.1|ASTE	LOC111592778|XP_023160950.1|DHYD
OG0007435	LOC118504012|XP_035893867.1|ASTE	LOC111592773|XP_023160945.1|DHYD
OG0007436	LOC118504028|XP_035893901.1|ASTE	LOC111605696|XP_023180138.2|DHYD
OG0007437	LOC118504042|XP_035893933.1|ASTE	LOC111604319|XP_023178140.2|DHYD
OG0007438	LOC118504283|XP_035894451.1|ASTE	LOC111592347|XP_023160250.2|DHYD
OG0007439	LOC118507604|XP_035902170.1|ASTE	LOC111592720|XP_023160877.2|DHYD
OG0007440	LOC118505787|XP_035897989.1|ASTE	LOC111598429|XP_030079324.1|DHYD
OG0007441	LOC118507264|XP_035901447.1|ASTE	LOC111594337|XP_023163352.1|DHYD
OG0007442	LOC118503273|XP_035892239.1|ASTE	LOC111601373|XP_023173680.2|DHYD
OG0007443	LOC118507273|XP_035901470.1|ASTE	LOC111593790|XP_023162576.1|DHYD
OG0007444	LOC118507411|XP_035901765.1|ASTE	LOC111601201|XP_023173459.2|DHYD
OG0007445	LOC118503990|XP_035893832.1|ASTE	LOC111601205|XP_023173464.1|DHYD
OG0007446	LOC118507406|XP_035901757.1|ASTE	LOC111595758|XP_023165398.2|DHYD
OG0007447	LOC118503991|XP_035893833.1|ASTE	LOC111595458|XP_023164964.1|DHYD
OG0007448	LOC118503917|XP_035893611.1|ASTE	LOC111600057|XP_023171754.2|DHYD
OG0007449	LOC118503714|XP_035893170.1|ASTE	LOC111598380|XP_030078879.1|DHYD
OG0007450	LOC118503720|XP_035893215.1|ASTE	LOC111599204|XP_023170568.2|DHYD
OG0007451	LOC118505962|XP_035898390.1|ASTE	LOC111598090|XP_023168907.1|DHYD
OG0007452	LOC118505959|XP_035898386.1|ASTE	LOC111598094|XP_023168912.1|DHYD
OG0007453	LOC118507158|XP_035901101.1|ASTE	LOC111593136|XP_023161504.2|DHYD
OG0007454	LOC118506215|XP_035898929.1|ASTE	LOC111597369|XP_023167792.2|DHYD
OG0007455	LOC118503480|XP_035892673.1|ASTE	LOC111600070|XP_023171769.1|DHYD
OG0007456	LOC118508084|XP_035903452.1|ASTE	LOC111602399|XP_023175184.2|DHYD
OG0007457	LOC118503318|XP_035892350.1|ASTE	LOC111595391|XP_023164861.1|DHYD
OG0007458	LOC118504032|XP_035893909.1|ASTE	LOC111592059|XP_023159826.1|DHYD
OG0007459	LOC118504026|XP_035893899.1|ASTE	LOC111599969|XP_023171633.1|DHYD
OG0007460	LOC118504024|XP_035893896.1|ASTE	LOC111601267|XP_023173542.1|DHYD
OG0007461	LOC118507977|XP_035903217.1|ASTE	LOC111601001|XP_023173165.2|DHYD
OG0007462	LOC118502350|XP_035890425.1|ASTE	LOC111599223|XP_023170588.1|DHYD
OG0007463	LOC118517741|XP_035920079.1|ASTE	LOC111599239|XP_023170604.1|DHYD
OG0007464	LOC118505315|XP_035896846.1|ASTE	LOC111601002|XP_030080984.1|DHYD
OG0007465	LOC118508068|XP_035903418.1|ASTE	LOC111599819|XP_023171375.2|DHYD
OG0007466	LOC118503503|XP_035892732.1|ASTE	LOC111595475|XP_023165009.2|DHYD
OG0007468	LOC118503976|XP_035893804.1|ASTE	LOC111592214|XP_023160054.1|DHYD
OG0007469	LOC118503997|XP_035893841.1|ASTE	LOC111603312|XP_023176601.2|DHYD
OG0007470	LOC118503478|XP_035892670.1|ASTE	LOC111605024|XP_023179123.2|DHYD
OG0007471	LOC118507983|XP_035903240.1|ASTE	LOC111594363|XP_023163398.2|DHYD
