Orthogroup	ASTE.longest_only	HILL.longest_only
OG0008598	LOC118502441|XP_035890562.1|ASTE, LOC118503588|XP_035892920.1|ASTE	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC118504379|XP_035894682.1|ASTE	LOC119654310|XP_037915561.1|HILL
OG0008601	LOC118504866|XP_035895801.1|ASTE	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC118507858|XP_035902939.1|ASTE	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC118502540|XP_035890705.1|ASTE	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC118513226|XP_035914646.1|ASTE	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC118515251|XP_035917830.1|ASTE	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC118503932|XP_035893671.1|ASTE	LOC119652360|XP_037912374.1|HILL
OG0008608	LOC118511899|XP_035911423.1|ASTE	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC118511895|XP_035911418.1|ASTE	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC118509928|XP_035907151.1|ASTE	LOC119646361|XP_037902726.1|HILL
OG0008617	LOC118506794|XP_035900307.1|ASTE	LOC119660218|XP_037924585.1|HILL
OG0008618	LOC118509448|XP_035905957.1|ASTE	LOC119656867|XP_037919451.1|HILL, LOC119658685|XP_037922200.1|HILL, LOC119652120|XP_037911989.1|HILL, LOC119657091|XP_037919773.1|HILL, LOC119647147|XP_037903874.1|HILL, LOC119649118|XP_037907050.1|HILL, LOC119648623|XP_037906321.1|HILL, LOC119650754|XP_037909777.1|HILL, LOC119654015|XP_037915106.1|HILL, LOC119648511|XP_037906207.1|HILL, LOC119657076|XP_037919761.1|HILL
OG0008619	LOC118510656|XP_035908674.1|ASTE	LOC119661363|XP_037926600.1|HILL
OG0008682	LOC118506879|XP_035900527.1|ASTE, LOC118506851|XP_035900477.1|ASTE	LOC119656988|XP_037919650.1|HILL
OG0008687	LOC118512092|XP_035911949.1|ASTE	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC118507070|XP_035900942.1|ASTE	LOC119661651|XP_037927011.1|HILL
OG0008690	LOC118512497|XP_035912895.1|ASTE	LOC119651734|XP_037911390.1|HILL
OG0008696	LOC118505482|XP_035897195.1|ASTE	LOC119660568|XP_037925146.1|HILL
OG0008699	LOC118517629|XP_035919833.1|ASTE	LOC119647603|XP_037904559.1|HILL
OG0008701	LOC118504780|XP_035895614.1|ASTE	LOC119654395|XP_037915704.1|HILL
OG0008703	LOC118503754|XP_035893298.1|ASTE	LOC119655914|XP_037918007.1|HILL
OG0008705	LOC118504333|XP_035894567.1|ASTE	LOC119652801|XP_037913052.1|HILL
OG0008707	LOC118505078|XP_035896260.1|ASTE	LOC119653996|XP_037915085.1|HILL, LOC119658237|XP_037921442.1|HILL
OG0008709	LOC118507715|XP_035902506.1|ASTE	LOC119660146|XP_037924474.1|HILL
OG0008710	LOC118506795|XP_035900308.1|ASTE	LOC119651226|XP_037910624.1|HILL
OG0008711	LOC118510947|XP_035909278.1|ASTE	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC118514006|XP_035916349.1|ASTE	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC118510729|XP_035908834.1|ASTE	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC118505797|XP_035898025.1|ASTE	LOC119659307|XP_037923248.1|HILL
OG0008723	LOC118510393|XP_035908042.1|ASTE	LOC119648752|XP_037906504.1|HILL
OG0008804	LOC118512397|XP_035912672.1|ASTE	LOC119654545|XP_037915917.1|HILL
OG0008814	LOC118508875|XP_035904571.1|ASTE	LOC119646576|XP_037902997.1|HILL
OG0008821	LOC118510144|XP_035907524.1|ASTE	LOC119659241|XP_037923149.1|HILL
OG0008822	LOC118513230|XP_035914658.1|ASTE	LOC119651280|XP_037910712.1|HILL
OG0008823	LOC118506669|XP_035899998.1|ASTE	LOC119646188|XP_037902499.1|HILL
OG0008827	LOC118507157|XP_035901095.1|ASTE, LOC118506003|XP_035898480.1|ASTE	LOC119656264|XP_037918613.1|HILL, LOC119655632|XP_037917530.1|HILL, LOC119650279|XP_037908837.1|HILL, LOC119654791|XP_037916268.1|HILL
OG0008829	LOC118502827|XP_035891398.1|ASTE	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC118510747|XP_035908879.1|ASTE	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC118505206|XP_035896583.1|ASTE	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC118505213|XP_035896618.1|ASTE	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC118503584|XP_035892916.1|ASTE	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC118504658|XP_035895333.1|ASTE	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC118511028|XP_035909501.1|ASTE	LOC119647253|XP_037904059.1|HILL
OG0008983	LOC118508910|XP_035904664.1|ASTE	LOC119650796|XP_037909861.1|HILL
OG0008986	LOC118511562|XP_035910694.1|ASTE	LOC119652384|XP_037912412.1|HILL
OG0008991	LOC118503181|XP_035892048.1|ASTE	LOC119659421|XP_037923423.1|HILL
OG0008996	LOC118509427|XP_035905908.1|ASTE	LOC119658447|XP_037921779.1|HILL
OG0009002	LOC118516433|XP_035918207.1|ASTE	LOC119660139|XP_037924465.1|HILL
OG0009004	LOC118510572|XP_035908455.1|ASTE	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL
OG0009005	LOC118511060|XP_035909563.1|ASTE	LOC119646720|XP_037903227.1|HILL
OG0009223	LOC118517428|XP_035919437.1|ASTE, LOC118507897|XP_035903045.1|ASTE	LOC119658410|XP_037921734.1|HILL, LOC119658382|XP_037921676.1|HILL
OG0009225	LOC118510944|XP_035909273.1|ASTE	LOC119654452|XP_037915793.1|HILL
OG0009226	LOC118512032|XP_035911717.1|ASTE	LOC119652214|XP_037912084.1|HILL
OG0009230	LOC118514511|XP_035917345.1|ASTE	LOC119646221|XP_037902535.1|HILL
OG0009233	LOC118512500|XP_035912902.1|ASTE, LOC118503226|XP_035892118.1|ASTE, LOC118502482|XP_035890606.1|ASTE, LOC118503224|XP_035892115.1|ASTE, LOC118503225|XP_035892116.1|ASTE	LOC119660378|XP_037924825.1|HILL
OG0009234	LOC118503615|XP_035892989.1|ASTE	LOC119658431|XP_037921759.1|HILL
OG0009237	LOC118504327|XP_035894550.1|ASTE	LOC119650585|XP_037909346.1|HILL
OG0009241	LOC118517675|XP_035919966.1|ASTE	LOC119657391|XP_037920205.1|HILL
OG0009243	LOC118513195|XP_035914576.1|ASTE	LOC119646171|XP_037902477.1|HILL
OG0009249	LOC118502468|XP_035890592.1|ASTE	LOC119647048|XP_037903732.1|HILL
OG0009557	LOC118504740|XP_035895514.1|ASTE	LOC119657219|XP_037919959.1|HILL
OG0009924	LOC118511861|XP_035911335.1|ASTE, LOC118507107|XP_035901002.1|ASTE, LOC118512380|XP_035912643.1|ASTE	LOC119656071|XP_037918279.1|HILL
OG0009926	LOC118506405|XP_035899362.1|ASTE	LOC119656513|XP_037918776.1|HILL
OG0009930	LOC118505257|XP_035896708.1|ASTE	LOC119655495|XP_037917325.1|HILL
OG0009933	LOC118513570|XP_035915401.1|ASTE	LOC119657770|XP_037920764.1|HILL, LOC119657723|XP_037920695.1|HILL
OG0009934	LOC118514414|XP_035917187.1|ASTE	LOC119650456|XP_037909239.1|HILL
OG0009938	LOC118505717|XP_035897792.1|ASTE	LOC119651920|XP_037911676.1|HILL
OG0010264	LOC118503760|XP_035893355.1|ASTE, LOC118503645|XP_035893091.1|ASTE, LOC118512648|XP_035913261.1|ASTE	LOC119650821|XP_037909884.1|HILL
OG0010266	LOC118502411|XP_035890528.1|ASTE, LOC118502654|XP_035890998.1|ASTE, LOC118502412|XP_035890529.1|ASTE	LOC119658712|XP_037922255.1|HILL
OG0010608	LOC118510732|XP_035908838.1|ASTE, LOC118510734|XP_035908839.1|ASTE	LOC119646598|XP_037903019.1|HILL
OG0010613	LOC118503771|XP_035893334.1|ASTE	LOC119649235|XP_037907226.1|HILL
OG0010813	LOC118513584|XP_035915440.1|ASTE	LOC119650776|XP_037909811.1|HILL
OG0010814	LOC118508983|XP_035904868.1|ASTE, LOC118506819|XP_035900400.1|ASTE	LOC119654350|XP_037915616.1|HILL
OG0010945	LOC118517544|XP_035919676.1|ASTE, LOC118517528|XP_035919654.1|ASTE, LOC118502498|XP_035890623.1|ASTE	LOC119655096|XP_037916738.1|HILL
OG0010948	LOC118507278|XP_035901481.1|ASTE	LOC119655913|XP_037918006.1|HILL
OG0010950	LOC118511966|XP_035911591.1|ASTE	LOC119654419|XP_037915737.1|HILL
OG0011066	LOC118511764|XP_035911130.1|ASTE	LOC119660935|XP_037925854.1|HILL
OG0011067	LOC118513121|XP_035914413.1|ASTE	LOC119649702|XP_037907901.1|HILL
OG0011074	LOC118509253|XP_035905481.1|ASTE, LOC118509723|XP_035906705.1|ASTE, LOC118512727|XP_035913480.1|ASTE, LOC118515280|XP_035917862.1|ASTE, LOC118507767|XP_035902678.1|ASTE, LOC118507762|XP_035902673.1|ASTE, LOC118504150|XP_035894166.1|ASTE, LOC118504148|XP_035894161.1|ASTE, LOC118510467|XP_035908216.1|ASTE, LOC118503308|XP_035892322.1|ASTE, LOC118503307|XP_035892320.1|ASTE, LOC118508819|XP_035904454.1|ASTE, LOC118508820|XP_035904456.1|ASTE, LOC118513486|XP_035915199.1|ASTE, LOC118509384|XP_035905820.1|ASTE, LOC118503197|XP_035892072.1|ASTE, LOC118514437|XP_035917231.1|ASTE, LOC118510468|XP_035908218.1|ASTE, LOC118503261|XP_035892195.1|ASTE, LOC118513949|XP_035916237.1|ASTE, LOC118509775|XP_035906807.1|ASTE	LOC119648951|XP_037906797.1|HILL, LOC119656819|XP_037919380.1|HILL
OG0011173	LOC118511681|XP_035910948.1|ASTE	LOC119651543|XP_037911137.1|HILL
OG0011174	LOC118511684|XP_035910962.1|ASTE	LOC119661745|XP_037927139.1|HILL
OG0011181	LOC118507601|XP_035902166.1|ASTE, LOC118507440|XP_035901814.1|ASTE, LOC118507446|XP_035901823.1|ASTE	LOC119652354|XP_037912362.1|HILL, LOC119646915|XP_037903519.1|HILL
OG0011182	LOC118509756|XP_035906779.1|ASTE	LOC119654384|XP_037915680.1|HILL
OG0011292	LOC118505429|XP_035897095.1|ASTE, LOC118506800|XP_035900326.1|ASTE, LOC118506804|XP_035900342.1|ASTE, LOC118506799|XP_035900322.1|ASTE	LOC119657448|XP_037920287.1|HILL
OG0011293	LOC118507646|XP_035902301.1|ASTE	LOC119659636|XP_037923764.1|HILL
OG0011295	LOC118508922|XP_035904698.1|ASTE, LOC118517012|XP_035918749.1|ASTE	LOC119652887|XP_037913182.1|HILL
OG0011299	LOC118513279|XP_035914738.1|ASTE	LOC119661492|XP_037926785.1|HILL
OG0011302	LOC118505827|XP_035898070.1|ASTE, LOC118505828|XP_035898071.1|ASTE, LOC118505826|XP_035898069.1|ASTE	LOC119654380|XP_037915670.1|HILL
OG0011303	LOC118504784|XP_035895628.1|ASTE, LOC118504783|XP_035895625.1|ASTE	LOC119661032|XP_037926124.1|HILL
OG0011424	LOC118513477|XP_035915164.1|ASTE	LOC119646513|XP_037902898.1|HILL
OG0011425	LOC118513816|XP_035915940.1|ASTE	LOC119661310|XP_037926530.1|HILL
OG0011431	LOC118506275|XP_035899081.1|ASTE, LOC118504157|XP_035894183.1|ASTE	LOC119648416|XP_037906096.1|HILL, LOC119648681|XP_037906406.1|HILL
OG0011516	LOC118504399|XP_035894706.1|ASTE	LOC119660957|XP_037925924.1|HILL
OG0011518	LOC118505765|XP_035897895.1|ASTE	LOC119657704|XP_037920674.1|HILL, LOC119657703|XP_037920673.1|HILL, LOC119657202|XP_037919937.1|HILL, LOC119656905|XP_037919516.1|HILL, LOC119658324|XP_037921590.1|HILL
OG0011520	LOC118509435|XP_035905918.1|ASTE	LOC119647447|XP_037904300.1|HILL
OG0011521	LOC118513392|XP_035914965.1|ASTE	LOC119658550|XP_037921937.1|HILL
OG0011525	LOC118502995|XP_035891697.1|ASTE	LOC119656228|XP_037918558.1|HILL, LOC119659653|XP_037923788.1|HILL
OG0011527	LOC118507760|XP_035902670.1|ASTE	LOC119660817|XP_037925596.1|HILL
OG0011533	LOC118516662|XP_035918520.1|ASTE	LOC119661122|XP_037926248.1|HILL
OG0011601	LOC118508087|XP_035903458.1|ASTE	LOC119653999|XP_037915088.1|HILL
OG0011602	LOC118511504|XP_035910566.1|ASTE	LOC119648058|XP_037905453.1|HILL, LOC119648057|XP_037905450.1|HILL
OG0011606	LOC118505048|XP_035896204.1|ASTE	LOC119653704|XP_037914508.1|HILL
OG0011610	LOC118505188|XP_035896536.1|ASTE	LOC119651173|XP_037910519.1|HILL
OG0011613	LOC118513489|XP_035915205.1|ASTE	LOC119648999|XP_037906869.1|HILL
OG0011685	LOC118513588|XP_035915459.1|ASTE	LOC119646283|XP_037902620.1|HILL
OG0011686	LOC118505462|XP_035897161.1|ASTE	LOC119657173|XP_037919888.1|HILL
OG0011689	LOC118516512|XP_035918340.1|ASTE	LOC119657663|XP_037920617.1|HILL, LOC119657348|XP_037920149.1|HILL, LOC119657682|XP_037920640.1|HILL
OG0011691	LOC118506891|XP_035900561.1|ASTE	LOC119660739|XP_037925367.1|HILL
OG0011789	LOC118513305|XP_035914783.1|ASTE	LOC119652486|XP_037912597.1|HILL
OG0011799	LOC118512930|XP_035913981.1|ASTE	LOC119649707|XP_037907906.1|HILL
OG0011802	LOC118510991|XP_035909399.1|ASTE, LOC118510992|XP_035909400.1|ASTE	LOC119646916|XP_037903516.1|HILL
OG0011921	LOC118505423|XP_035897071.1|ASTE	LOC119653108|XP_037913557.1|HILL, LOC119653109|XP_037913558.1|HILL, LOC119653112|XP_037913562.1|HILL, LOC119651904|XP_037911659.1|HILL, LOC119653110|XP_037913560.1|HILL, LOC119653111|XP_037913561.1|HILL, LOC119651480|XP_037911019.1|HILL
OG0011923	LOC118502735|XP_035891192.1|ASTE	LOC119652017|XP_037911880.1|HILL, LOC119651968|XP_037911784.1|HILL
OG0011929	LOC118511207|XP_035909881.1|ASTE, LOC118511208|XP_035909884.1|ASTE, LOC118509980|XP_035907253.1|ASTE	LOC119651343|XP_037910824.1|HILL
OG0011931	LOC118509080|XP_035905107.1|ASTE	LOC119654486|XP_037915836.1|HILL
OG0011932	LOC118509044|XP_035905011.1|ASTE	LOC119652391|XP_037912420.1|HILL
OG0011935	LOC118514698|XP_035917651.1|ASTE	LOC119646776|XP_037903286.1|HILL
OG0011938	LOC118505533|XP_035897336.1|ASTE	LOC119653675|XP_037914439.1|HILL
OG0011942	LOC118507958|XP_035903178.1|ASTE	LOC119660416|XP_037924889.1|HILL
OG0011943	LOC118506696|XP_035900072.1|ASTE	LOC119659309|XP_037923252.1|HILL
OG0012068	LOC118505424|XP_035897072.1|ASTE	LOC119653267|XP_037913815.1|HILL
OG0012069	LOC118513080|XP_035914336.1|ASTE, LOC118513079|XP_035914335.1|ASTE	LOC119647726|XP_037904756.1|HILL
OG0012070	LOC118513039|XP_035914213.1|ASTE	LOC119661339|XP_037926569.1|HILL
OG0012072	LOC118509355|XP_035905766.1|ASTE	LOC119648218|XP_037905754.1|HILL
OG0012075	LOC118513724|XP_035915759.1|ASTE	LOC119661674|XP_037927039.1|HILL
OG0012076	LOC118514507|XP_035917336.1|ASTE	LOC119646158|XP_037902458.1|HILL
OG0012080	LOC118512624|XP_035913211.1|ASTE, LOC118503758|XP_035893309.1|ASTE	LOC119652441|XP_037912512.1|HILL
OG0012095	LOC118503457|XP_035892625.1|ASTE	LOC119656174|XP_037918448.1|HILL
OG0012211	LOC118504949|XP_035895956.1|ASTE	LOC119650722|XP_037909668.1|HILL
OG0012213	LOC118508440|XP_035904116.1|ASTE	LOC119653268|XP_037913817.1|HILL
OG0012215	LOC118511276|XP_035910062.1|ASTE	LOC119652471|XP_037912569.1|HILL, LOC119652632|XP_037912806.1|HILL
OG0012216	LOC118510210|XP_035907648.1|ASTE	LOC119648195|XP_037905714.1|HILL
OG0012218	LOC118512818|XP_035913683.1|ASTE	LOC119649963|XP_037908327.1|HILL
OG0012222	LOC118509912|XP_035907084.1|ASTE	LOC119651089|XP_037910370.1|HILL, LOC119651090|XP_037910371.1|HILL
OG0012230	LOC118510620|XP_035908540.1|ASTE	LOC119650752|XP_037909770.1|HILL
OG0012231	LOC118514013|XP_035916375.1|ASTE	LOC119660977|XP_037925982.1|HILL
OG0012233	LOC118514669|XP_035917603.1|ASTE	LOC119654031|XP_037915125.1|HILL
OG0012234	LOC118512479|XP_035912862.1|ASTE	LOC119654723|XP_037916173.1|HILL
OG0012237	LOC118507122|XP_035901020.1|ASTE	LOC119659323|XP_037923275.1|HILL
OG0012238	LOC118506963|XP_035900682.1|ASTE	LOC119660495|XP_037925013.1|HILL
OG0012239	LOC118502401|XP_035890516.1|ASTE, LOC118505652|XP_035897632.1|ASTE	LOC119659594|XP_037923683.1|HILL
OG0012240	LOC118512376|XP_035912637.1|ASTE, LOC118504186|XP_035894250.1|ASTE	LOC119660173|XP_037924506.1|HILL
OG0012246	LOC118502637|XP_035890974.1|ASTE	LOC119655908|XP_037917999.1|HILL
OG0012366	LOC118505883|XP_035898223.1|ASTE	LOC119656894|XP_037919495.1|HILL
OG0012369	LOC118504615|XP_035895237.1|ASTE	LOC119650120|XP_037908574.1|HILL
OG0012372	LOC118504212|XP_035894309.1|ASTE	LOC119651363|XP_037910864.1|HILL
OG0012380	LOC118512825|XP_035913696.1|ASTE	LOC119649479|XP_037907574.1|HILL
OG0012385	LOC118513167|XP_035914508.1|ASTE	LOC119650060|XP_037908478.1|HILL, LOC119650020|XP_037908420.1|HILL
OG0012386	LOC118511206|XP_035909880.1|ASTE	LOC119651014|XP_037910243.1|HILL, LOC119651793|XP_037911488.1|HILL
OG0012391	LOC118513703|XP_035915720.1|ASTE	LOC119651718|XP_037911368.1|HILL
OG0012396	LOC118508341|XP_035903915.1|ASTE, LOC118508340|XP_035903910.1|ASTE	LOC119654917|XP_037916491.1|HILL
OG0012401	LOC118503472|XP_035892662.1|ASTE	LOC119654779|XP_037916249.1|HILL
OG0012402	LOC118507673|XP_035902355.1|ASTE	LOC119655161|XP_037916837.1|HILL
OG0012403	LOC118507669|XP_035902348.1|ASTE	LOC119654254|XP_037915428.1|HILL
OG0012405	LOC118506714|XP_035900115.1|ASTE	LOC119660244|XP_037924626.1|HILL
OG0012408	LOC118504247|XP_035894365.1|ASTE	LOC119654300|XP_037915535.1|HILL
OG0012410	LOC118503528|XP_035892805.1|ASTE	LOC119654096|XP_037915188.1|HILL, LOC119654473|XP_037915819.1|HILL
OG0012415	LOC118503356|XP_035892439.1|ASTE	LOC119648815|XP_037906596.1|HILL
OG0012522	LOC118504110|XP_035894095.1|ASTE	LOC119656942|XP_037919580.1|HILL
OG0012524	LOC118507071|XP_035900947.1|ASTE	LOC119657364|XP_037920175.1|HILL
OG0012525	LOC118505468|XP_035897175.1|ASTE	LOC119657174|XP_037919889.1|HILL
OG0012527	LOC118510857|XP_035909088.1|ASTE	LOC119657361|XP_037920162.1|HILL
OG0012528	LOC118509306|XP_035905651.1|ASTE	LOC119651557|XP_037911118.1|HILL
OG0012531	LOC118503025|XP_035891742.1|ASTE	LOC119651729|XP_037911384.1|HILL, LOC119652798|XP_037913047.1|HILL
OG0012533	LOC118508282|XP_035903817.1|ASTE	LOC119660541|XP_037925101.1|HILL
OG0012535	LOC118507485|XP_035901896.1|ASTE	LOC119650624|XP_037909441.1|HILL
OG0012539	LOC118508879|XP_035904585.1|ASTE	LOC119652132|XP_037912002.1|HILL
OG0012544	LOC118512156|XP_035912089.1|ASTE	LOC119647974|XP_037905274.1|HILL
OG0012546	LOC118509805|XP_035906836.1|ASTE	LOC119658657|XP_037922131.1|HILL
OG0012548	LOC118514341|XP_035917051.1|ASTE	LOC119649879|XP_037908184.1|HILL
OG0012551	LOC118512030|XP_035911715.1|ASTE	LOC119653125|XP_037913580.1|HILL
OG0012552	LOC118514220|XP_035916810.1|ASTE	LOC119649875|XP_037908179.1|HILL
OG0012557	LOC118511633|XP_035910838.1|ASTE, LOC118510633|XP_035908565.1|ASTE	LOC119661653|XP_037927014.1|HILL
OG0012559	LOC118513854|XP_035916040.1|ASTE	LOC119661421|XP_037926692.1|HILL
OG0012562	LOC118513295|XP_035914763.1|ASTE	LOC119660625|XP_037925257.1|HILL
OG0012563	LOC118508979|XP_035904858.1|ASTE	LOC119646404|XP_037902776.1|HILL
OG0012565	LOC118515240|XP_035917817.1|ASTE, LOC118509275|XP_035905543.1|ASTE	LOC119649295|XP_037907315.1|HILL, LOC119649466|XP_037907549.1|HILL, LOC119649407|XP_037907470.1|HILL
OG0012567	LOC118510140|XP_035907514.1|ASTE	LOC119649227|XP_037907217.1|HILL
OG0012569	LOC118510840|XP_035909061.1|ASTE	LOC119646741|XP_037903247.1|HILL
OG0012571	LOC118513141|XP_035914460.1|ASTE	LOC119655490|XP_037917319.1|HILL, LOC119654990|XP_037916583.1|HILL
OG0012572	LOC118505290|XP_035896768.1|ASTE, LOC118517190|XP_035919024.1|ASTE	LOC119656110|XP_037918354.1|HILL
OG0012573	LOC118507023|XP_035900854.1|ASTE	LOC119653846|XP_037914820.1|HILL
OG0012575	LOC118504218|XP_035894317.1|ASTE	LOC119658577|XP_037921954.1|HILL
OG0012577	LOC118505708|XP_035897764.1|ASTE, LOC118505707|XP_035897758.1|ASTE	LOC119659514|XP_037923572.1|HILL
OG0012579	LOC118502577|XP_035890800.1|ASTE	LOC119654703|XP_037916145.1|HILL
OG0012580	LOC118517705|XP_035920033.1|ASTE	LOC119659657|XP_037923795.1|HILL
OG0012583	LOC118508030|XP_035903324.1|ASTE	LOC119655229|XP_037916939.1|HILL, LOC119655230|XP_037916940.1|HILL
OG0012586	LOC118506245|XP_035899009.1|ASTE	LOC119653615|XP_037914310.1|HILL
OG0012588	LOC118507348|XP_035901625.1|ASTE	LOC119654464|XP_037915806.1|HILL
OG0012589	LOC118507310|XP_035901586.1|ASTE	LOC119654581|XP_037915966.1|HILL
OG0012591	LOC118503519|XP_035892772.1|ASTE	LOC119648386|XP_037906051.1|HILL
OG0012592	LOC118512360|XP_035912567.1|ASTE	LOC119653374|XP_037913846.1|HILL
OG0012593	LOC118517672|XP_035919950.1|ASTE	LOC119649195|XP_037907159.1|HILL
OG0012595	LOC118515579|XP_035917930.1|ASTE	LOC119657643|XP_037920576.1|HILL
OG0012596	LOC118503722|XP_035893216.1|ASTE	LOC119655609|XP_037917492.1|HILL
OG0012597	LOC118513514|XP_035915264.1|ASTE	LOC119646865|XP_037903418.1|HILL
OG0012619	LOC118516450|XP_035918239.1|ASTE, LOC118503222|XP_035892111.1|ASTE, LOC118506052|XP_035898587.1|ASTE, LOC118509214|XP_035905388.1|ASTE, LOC118510735|XP_035908840.1|ASTE	LOC119654760|XP_037916229.1|HILL
OG0012736	LOC118516155|XP_035917997.1|ASTE	LOC119657420|XP_037920246.1|HILL
OG0012737	LOC118512569|XP_035913076.1|ASTE	LOC119658155|XP_037921350.1|HILL
OG0012738	LOC118517434|XP_035919449.1|ASTE	LOC119656611|XP_037918978.1|HILL
OG0012739	LOC118511479|XP_035910513.1|ASTE	LOC119659488|XP_037923529.1|HILL
OG0012740	LOC118502493|XP_035890617.1|ASTE	LOC119657950|XP_037921073.1|HILL, LOC119658172|XP_037921367.1|HILL
OG0012742	LOC118514521|XP_035917384.1|ASTE	LOC119656922|XP_037919541.1|HILL
OG0012745	LOC118517442|XP_035919466.1|ASTE	LOC119661385|XP_037926634.1|HILL
OG0012749	LOC118515562|XP_035917929.1|ASTE	LOC119652932|XP_037913250.1|HILL
OG0012750	LOC118515414|XP_035917918.1|ASTE	LOC119652423|XP_037912474.1|HILL
OG0012751	LOC118507384|XP_035901734.1|ASTE	LOC119658638|XP_037922096.1|HILL
OG0012752	LOC118512885|XP_035913879.1|ASTE	LOC119657097|XP_037919780.1|HILL
OG0012754	LOC118504757|XP_035895573.1|ASTE	LOC119653120|XP_037913573.1|HILL
OG0012759	LOC118504485|XP_035894897.1|ASTE	LOC119659487|XP_037923534.1|HILL
OG0012761	LOC118506910|XP_035900597.1|ASTE	LOC119656928|XP_037919549.1|HILL
OG0012762	LOC118503468|XP_035892654.1|ASTE	LOC119658593|XP_037921981.1|HILL
OG0012763	LOC118507149|XP_035901078.1|ASTE	LOC119658623|XP_037922046.1|HILL
OG0012764	LOC118505409|XP_035897051.1|ASTE	LOC119649720|XP_037907930.1|HILL, LOC119652207|XP_037912075.1|HILL
OG0012766	LOC118507489|XP_035901907.1|ASTE	LOC119650955|XP_037910125.1|HILL
OG0012767	LOC118504830|XP_035895726.1|ASTE	LOC119652726|XP_037912952.1|HILL
OG0012769	LOC118510118|XP_035907476.1|ASTE	LOC119657217|XP_037919956.1|HILL
OG0012770	LOC118505204|XP_035896578.1|ASTE, LOC118517169|XP_035918959.1|ASTE	LOC119652221|XP_037912091.1|HILL
OG0012771	LOC118508589|XP_035904386.1|ASTE	LOC119657384|XP_037920198.1|HILL
OG0012772	LOC118512114|XP_035911982.1|ASTE	LOC119661132|XP_037926259.1|HILL
OG0012773	LOC118508865|XP_035904518.1|ASTE, LOC118508864|XP_035904517.1|ASTE	LOC119648558|XP_037906256.1|HILL
OG0012775	LOC118516922|XP_035918658.1|ASTE, LOC118510132|XP_035907500.1|ASTE	LOC119654240|XP_037915411.1|HILL
OG0012777	LOC118512162|XP_035912122.1|ASTE	LOC119648077|XP_037905490.1|HILL
OG0012780	LOC118512151|XP_035912080.1|ASTE	LOC119650051|XP_037908464.1|HILL
OG0012783	LOC118512630|XP_035913218.1|ASTE	LOC119659858|XP_037924091.1|HILL
OG0012785	LOC118511875|XP_035911384.1|ASTE	LOC119647904|XP_037905140.1|HILL
OG0012788	LOC118517242|XP_035919109.1|ASTE, LOC118509361|XP_035905777.1|ASTE	LOC119648726|XP_037906465.1|HILL
OG0012789	LOC118514176|XP_035916739.1|ASTE	LOC119647051|XP_037903737.1|HILL
OG0012794	LOC118511836|XP_035911274.1|ASTE	LOC119651849|XP_037911581.1|HILL
OG0012795	LOC118512714|XP_035913446.1|ASTE	LOC119650361|XP_037908980.1|HILL
OG0012796	LOC118513948|XP_035916231.1|ASTE	LOC119655400|XP_037917210.1|HILL
OG0012798	LOC118512541|XP_035913005.1|ASTE	LOC119653095|XP_037913529.1|HILL
OG0012799	LOC118508990|XP_035904881.1|ASTE	LOC119659997|XP_037924304.1|HILL
OG0012800	LOC118513772|XP_035915842.1|ASTE	LOC119646905|XP_037903501.1|HILL
OG0012801	LOC118513753|XP_035915808.1|ASTE	LOC119654321|XP_037915579.1|HILL
OG0012803	LOC118513359|XP_035914882.1|ASTE	LOC119658185|XP_037921382.1|HILL
OG0012804	LOC118517114|XP_035918871.1|ASTE, LOC118513790|XP_035915867.1|ASTE	LOC119659355|XP_037923335.1|HILL
OG0012805	LOC118513797|XP_035915876.1|ASTE	LOC119659567|XP_037923644.1|HILL
OG0012807	LOC118502393|XP_035890508.1|ASTE	LOC119660527|XP_037925079.1|HILL, LOC119660526|XP_037925078.1|HILL, LOC119660426|XP_037924902.1|HILL
OG0012808	LOC118505713|XP_035897783.1|ASTE, LOC118505700|XP_035897741.1|ASTE	LOC119656086|XP_037918317.1|HILL
OG0012810	LOC118517515|XP_035919633.1|ASTE	LOC119660250|XP_037924633.1|HILL
