Orthogroup	ASTE.longest_only	DMEL.longest_only
OG0006815	LOC118512302|XP_035912425.1|ASTE	sty|NP_523902.2|DMEL
OG0006816	LOC118512300|XP_035912424.1|ASTE	eIF5B|NP_651974.1|DMEL
OG0006817	LOC118509370|XP_035905795.1|ASTE	Oseg2|NP_647700.2|DMEL
OG0006818	LOC118509369|XP_035905788.1|ASTE	CG12502|NP_612067.2|DMEL
OG0006819	LOC118516346|XP_035918051.1|ASTE, LOC118511358|XP_035910212.1|ASTE	Rcd7|NP_649125.1|DMEL
OG0006820	LOC118516349|XP_035918059.1|ASTE, LOC118511363|XP_035910217.1|ASTE	CG9231|NP_649128.1|DMEL
OG0006821	LOC118517721|XP_035920062.1|ASTE	Nup160|NP_609493.1|DMEL
OG0006822	LOC118517332|XP_035919207.1|ASTE, LOC118509390|XP_035905828.1|ASTE	qsm|NP_652049.1|DMEL
OG0006823	LOC118514234|XP_035916831.1|ASTE	eIF3e|NP_477385.1|DMEL
OG0006824	LOC118514245|XP_035916850.1|ASTE	Pfdn4|NP_647961.1|DMEL
OG0006825	LOC118509407|XP_035905865.1|ASTE	CG17672|NP_001036603.1|DMEL
OG0006826	LOC118509823|XP_035906878.1|ASTE	Galphaf|NP_524118.1|DMEL
OG0006827	LOC118511279|XP_035910066.1|ASTE	CG10055|NP_649703.1|DMEL
OG0006828	LOC118511289|XP_035910088.1|ASTE	Ror|NP_476962.1|DMEL
OG0006829	LOC118514389|XP_035917159.1|ASTE	QC|NP_729109.1|DMEL
OG0006830	LOC118514372|XP_035917124.1|ASTE	CG13933|NP_647658.1|DMEL
OG0006831	LOC118508853|XP_035904499.1|ASTE	Exo70|NP_648222.3|DMEL
OG0006832	LOC118509474|XP_035906002.1|ASTE	Pex7|NP_001137914.1|DMEL
OG0006833	LOC118509478|XP_035906011.1|ASTE	rgn|NP_001246866.1|DMEL
OG0006834	LOC118510269|XP_035907763.1|ASTE	Fadd|NP_651006.1|DMEL
OG0006835	LOC118510264|XP_035907751.1|ASTE	Cds|NP_524661.1|DMEL
OG0006836	LOC118510263|XP_035907747.1|ASTE	spz5|NP_647753.1|DMEL
OG0006837	LOC118509447|XP_035905954.1|ASTE	Ctl1|NP_647884.1|DMEL
OG0006838	LOC118509445|XP_035905952.1|ASTE	CG6707|NP_648372.1|DMEL
OG0006839	LOC118509397|XP_035905845.1|ASTE	CG1309|NP_647880.1|DMEL
OG0006840	LOC118510587|XP_035908479.1|ASTE	CG31638|NP_723186.2|DMEL
OG0006841	LOC118509236|XP_035905438.1|ASTE	CG15020|NP_647901.1|DMEL
OG0006842	LOC118511816|XP_035911249.1|ASTE	dar1|NP_001097493.1|DMEL
OG0006843	LOC118511828|XP_035911265.1|ASTE	mRpL16|NP_525041.1|DMEL
OG0006844	LOC118511827|XP_035911264.1|ASTE	CG12818|NP_649996.1|DMEL
OG0006845	LOC118510370|XP_035907987.1|ASTE	CG6664|NP_648944.1|DMEL
OG0006846	LOC118510351|XP_035907942.1|ASTE	Rsph3|NP_648059.1|DMEL
OG0006847	LOC118510376|XP_035907998.1|ASTE	vvl|NP_001303384.1|DMEL
OG0006848	LOC118511341|XP_035910181.1|ASTE	BBS9|NP_001137727.2|DMEL
OG0006849	LOC118513147|XP_035914479.1|ASTE	CG5989|NP_648242.1|DMEL
OG0006850	LOC118513149|XP_035914483.1|ASTE	CG6282|NP_001261595.1|DMEL
OG0006851	LOC118513148|XP_035914481.1|ASTE	GAPsec|NP_648245.2|DMEL
OG0006852	LOC118513186|XP_035914551.1|ASTE	Cyp49a1|NP_610588.2|DMEL
OG0006853	LOC118511414|XP_035910367.1|ASTE	CG7201|NP_648200.1|DMEL
OG0006854	LOC118512908|XP_035913940.1|ASTE	CG1441|NP_610535.1|DMEL
OG0006855	LOC118509797|XP_035906827.1|ASTE	Tsf2|NP_524044.1|DMEL
OG0006856	LOC118509692|XP_035906645.1|ASTE	Ttd14|NP_001097366.1|DMEL
OG0006857	LOC118509630|XP_035906407.1|ASTE	CG43366|NP_610188.2|DMEL
OG0006858	LOC118509634|XP_035906419.1|ASTE	syd|NP_524652.1|DMEL
OG0006859	LOC118511997|XP_035911633.1|ASTE	Nop17l|NP_610324.2|DMEL
OG0006860	LOC118512012|XP_035911675.1|ASTE	Rab3|NP_001356961.1|DMEL
OG0006861	LOC118511946|XP_035911544.1|ASTE	CG42663|NP_001188915.1|DMEL
OG0006862	LOC118509696|XP_035906657.1|ASTE, LOC118509695|XP_035906656.1|ASTE	Galk|NP_648276.1|DMEL
OG0006863	LOC118513906|XP_035916124.1|ASTE	por|NP_476890.1|DMEL
OG0006864	LOC118512892|XP_035913889.1|ASTE	Balat|NP_610823.1|DMEL
OG0006865	LOC118511937|XP_035911520.1|ASTE	Dscam3|NP_996226.2|DMEL
OG0006866	LOC118511973|XP_035911603.1|ASTE	CG3732|NP_611692.1|DMEL
OG0006867	LOC118511950|XP_035911554.1|ASTE	CG6362|NP_611268.1|DMEL
OG0006868	LOC118511939|XP_035911529.1|ASTE	fab1|NP_611269.1|DMEL
OG0006869	LOC118511984|XP_035911617.1|ASTE	GLaz|NP_523727.2|DMEL
OG0006870	LOC118512250|XP_035912286.1|ASTE	stan|NP_001260871.1|DMEL
OG0006871	LOC118512239|XP_035912272.1|ASTE	Socs44A|NP_523659.1|DMEL
OG0006872	LOC118512236|XP_035912263.1|ASTE	mRpL52|NP_610313.1|DMEL
OG0006873	LOC118511964|XP_035911584.1|ASTE	Rgk3|NP_001286670.1|DMEL
OG0006874	LOC118505056|XP_035896226.1|ASTE	CG40006|NP_001036401.1|DMEL
OG0006875	LOC118504532|XP_035894970.1|ASTE	CG10376|NP_609899.1|DMEL
OG0006876	LOC118505031|XP_035896140.1|ASTE	enok|NP_523838.1|DMEL
OG0006877	LOC118505090|XP_035896281.1|ASTE	Clp|NP_477156.1|DMEL
OG0006878	LOC118512253|XP_035912299.1|ASTE	lid|NP_523486.1|DMEL
OG0006879	LOC118512265|XP_035912338.1|ASTE	CG5522|NP_725613.1|DMEL
OG0006880	LOC118517344|XP_035919227.1|ASTE, LOC118511190|XP_035909853.1|ASTE	Cyp303a1|NP_652070.1|DMEL
OG0006882	LOC118508976|XP_035904849.1|ASTE	Mat1|NP_610605.1|DMEL
OG0006883	LOC118511745|XP_035911096.1|ASTE	CG3651|NP_610133.3|DMEL
OG0006884	LOC118511741|XP_035911083.1|ASTE	Bem46|NP_477372.1|DMEL
OG0006885	LOC118511734|XP_035911073.1|ASTE	Trim9|NP_001188786.1|DMEL
OG0006886	LOC118511916|XP_035911446.1|ASTE	Rad60|NP_651134.1|DMEL
OG0006887	LOC118513847|XP_035916022.1|ASTE	Rbcn-3B|NP_569960.2|DMEL
OG0006888	LOC118513855|XP_035916042.1|ASTE	Ip259|NP_477379.1|DMEL
OG0006889	LOC118513848|XP_035916026.1|ASTE	CycK|NP_788082.1|DMEL
OG0006890	LOC118512210|XP_035912216.1|ASTE	CG3008|NP_608871.1|DMEL
OG0006891	LOC118511226|XP_035909954.1|ASTE	CG18787|NP_652664.2|DMEL, CG18789|NP_723704.1|DMEL
OG0006892	LOC118512212|XP_035912220.1|ASTE	ninaA|NP_476656.1|DMEL
OG0006893	LOC118511228|XP_035909956.1|ASTE	mRpL10|NP_523440.1|DMEL
OG0006894	LOC118511225|XP_035909943.1|ASTE	CG11617|NP_608502.1|DMEL
OG0006895	LOC118513309|XP_035914785.1|ASTE	raptor|NP_572294.2|DMEL
OG0006896	LOC118512029|XP_035911713.1|ASTE	Tektin-A|NP_523577.1|DMEL
OG0006897	LOC118510565|XP_035908446.1|ASTE	CG33298|NP_995666.1|DMEL
OG0006898	LOC118508930|XP_035904731.1|ASTE	CG10338|NP_609897.2|DMEL
OG0006899	LOC118511094|XP_035909690.1|ASTE	CG15385|NP_608654.1|DMEL
OG0006900	LOC118511128|XP_035909754.1|ASTE	RPA3|NP_572737.1|DMEL
OG0006901	LOC118511115|XP_035909733.1|ASTE	Stip1|NP_477354.1|DMEL
OG0006902	LOC118511631|XP_035910836.1|ASTE	CG3603|NP_570046.1|DMEL
OG0006903	LOC118510628|XP_035908558.1|ASTE	CG7568|NP_001263071.1|DMEL
OG0006904	LOC118511808|XP_035911242.1|ASTE	CAH1|NP_523561.1|DMEL
OG0006905	LOC118511051|XP_035909543.1|ASTE	BicD|NP_001260531.1|DMEL
OG0006906	LOC118511041|XP_035909528.1|ASTE	tup|NP_476775.1|DMEL
OG0006907	LOC118514514|XP_035917355.1|ASTE	Nhe2|NP_001137851.1|DMEL
OG0006908	LOC118513533|XP_035915298.1|ASTE	CIAPIN1|NP_524938.1|DMEL
OG0006909	LOC118513530|XP_035915295.1|ASTE	CG5037|NP_609382.1|DMEL
OG0006910	LOC118509051|XP_035905030.1|ASTE	emb|NP_723391.2|DMEL
OG0006911	LOC118513981|XP_035916302.1|ASTE	Nep3|NP_523417.2|DMEL
OG0006912	LOC118513914|XP_035916149.1|ASTE	CG10132|NP_609979.2|DMEL
OG0006913	LOC118513946|XP_035916228.1|ASTE	CG5149|NP_609110.1|DMEL
OG0006914	LOC118513964|XP_035916277.1|ASTE	JMJD7|NP_648651.1|DMEL
OG0006915	LOC118513931|XP_035916194.1|ASTE	Fign|NP_608763.2|DMEL
OG0006916	LOC118513918|XP_035916171.1|ASTE	B4|NP_477325.2|DMEL
OG0006917	LOC118513656|XP_035915635.1|ASTE	Gli|NP_476602.1|DMEL
OG0006918	LOC118510584|XP_035908473.1|ASTE	ND-B17|NP_609765.1|DMEL
OG0006919	LOC118508029|XP_035903321.1|ASTE	brwl|NP_609298.1|DMEL
OG0006920	LOC118513559|XP_035915374.1|ASTE	Gyc32E|NP_001097148.1|DMEL
OG0006921	LOC118513550|XP_035915331.1|ASTE	for|NP_477487.1|DMEL
OG0006922	LOC118511040|XP_035909527.1|ASTE	CG9302|NP_609645.2|DMEL
OG0006923	LOC118510079|XP_035907381.1|ASTE	CG3407|NP_608809.1|DMEL
OG0006924	LOC118511045|XP_035909535.1|ASTE	Tim23|NP_001015387.1|DMEL
OG0006925	LOC118511043|XP_035909533.1|ASTE	CG2310|NP_651694.1|DMEL
OG0006926	LOC118513866|XP_035916061.1|ASTE	dpp|NP_477311.1|DMEL
OG0006927	LOC118513865|XP_035916060.1|ASTE	CG9886|NP_608684.1|DMEL
OG0006928	LOC118513863|XP_035916057.1|ASTE	CG18641|NP_608682.3|DMEL
OG0006929	LOC118511069|XP_035909573.1|ASTE	Zir|NP_608489.2|DMEL
OG0006930	LOC118511066|XP_035909566.1|ASTE	CG3294|NP_608857.2|DMEL
OG0006931	LOC118514277|XP_035916911.1|ASTE	CG6712|NP_477479.1|DMEL
OG0006932	LOC118510143|XP_035907523.1|ASTE	Cand1|NP_609389.1|DMEL
OG0006933	LOC118509330|XP_035905683.1|ASTE	CG5022|NP_609384.1|DMEL
OG0006934	LOC118511598|XP_035910771.1|ASTE	CG6621|NP_650036.2|DMEL
OG0006935	LOC118511714|XP_035911029.1|ASTE	CG3793|NP_001246038.1|DMEL
OG0006936	LOC118511718|XP_035911035.1|ASTE	CG11319|NP_001285682.1|DMEL
OG0006937	LOC118511723|XP_035911053.1|ASTE	REPTOR-BP|NP_609363.1|DMEL
OG0006938	LOC118511722|XP_035911051.1|ASTE	CG5885|NP_609321.1|DMEL
OG0006939	LOC118514007|XP_035916351.1|ASTE	Mlc-c|NP_001245533.1|DMEL
OG0006940	LOC118513883|XP_035916085.1|ASTE	muc|NP_609118.1|DMEL
OG0006941	LOC118511087|XP_035909663.1|ASTE	Samuel|NP_525101.2|DMEL
OG0006942	LOC118511089|XP_035909676.1|ASTE	whd|NP_001163111.1|DMEL
OG0006943	LOC118513934|XP_035916200.1|ASTE	CG13272|NP_609811.1|DMEL
OG0006944	LOC118514018|XP_035916382.1|ASTE	Eno|NP_722721.1|DMEL
OG0006945	LOC118514017|XP_035916381.1|ASTE	CG10333|NP_609888.2|DMEL
OG0006946	LOC118513999|XP_035916329.1|ASTE	grsm|NP_731749.3|DMEL
OG0006947	LOC118514005|XP_035916347.1|ASTE	l_2_35Be|NP_609735.1|DMEL
OG0006948	LOC118511756|XP_035911116.1|ASTE	pr|NP_724244.1|DMEL
OG0006950	LOC118510612|XP_035908517.1|ASTE	CG8245|NP_610178.2|DMEL
OG0006951	LOC118511590|XP_035910733.1|ASTE	Akap200|NP_787998.1|DMEL
OG0006952	LOC118511587|XP_035910731.1|ASTE	Not10|NP_650215.1|DMEL
OG0006953	LOC118513397|XP_035914970.1|ASTE	RNaseX25|NP_523966.2|DMEL
OG0006954	LOC118513394|XP_035914968.1|ASTE	spict|NP_001260421.1|DMEL
OG0006955	LOC118509137|XP_035905231.1|ASTE	Srp14|NP_650896.2|DMEL
OG0006956	LOC118512540|XP_035913004.1|ASTE	CG17221|NP_608746.1|DMEL
OG0006957	LOC118512539|XP_035913002.1|ASTE	Sos|NP_476597.2|DMEL
OG0006958	LOC118512543|XP_035913008.1|ASTE	DCP1|NP_611842.1|DMEL
OG0006959	LOC118511658|XP_035910897.1|ASTE	BORCS6|NP_612037.1|DMEL
OG0006960	LOC118511662|XP_035910903.1|ASTE	Rcd4|NP_609221.1|DMEL
OG0006961	LOC118511231|XP_035909959.1|ASTE	Sytalpha|NP_001188832.1|DMEL
OG0006962	LOC118512544|XP_035913010.1|ASTE	CG2991|NP_608725.1|DMEL
OG0006963	LOC118513434|XP_035915058.1|ASTE	CG34109|NP_001036351.2|DMEL
OG0006964	LOC118513439|XP_035915072.1|ASTE	obst-B|NP_609339.1|DMEL
OG0006965	LOC118509270|XP_035905517.1|ASTE	CG10336|NP_609895.2|DMEL
OG0006966	LOC118509269|XP_035905516.1|ASTE	La|NP_477014.1|DMEL
OG0006967	LOC118509267|XP_035905511.1|ASTE	CG11180|NP_611495.1|DMEL
OG0006968	LOC118509066|XP_035905078.1|ASTE	CG9005|NP_001369081.1|DMEL
OG0006969	LOC118509079|XP_035905105.1|ASTE	Aps|NP_648421.1|DMEL
OG0006970	LOC118508991|XP_035904882.1|ASTE	pins|NP_524999.2|DMEL
OG0006971	LOC118511679|XP_035910940.1|ASTE	l_2_10685|NP_608573.1|DMEL
OG0006972	LOC118511677|XP_035910933.1|ASTE	SCAR|NP_001260368.1|DMEL
OG0006973	LOC118511670|XP_035910921.1|ASTE	Ir21a|NP_001097043.1|DMEL
OG0006974	LOC118511648|XP_035910875.1|ASTE	CG9547|NP_609040.1|DMEL
OG0006975	LOC118512470|XP_035912849.1|ASTE	senju|NP_608902.1|DMEL
OG0006976	LOC118511789|XP_035911200.1|ASTE	CG11030|NP_608956.1|DMEL
OG0006977	LOC118511622|XP_035910813.1|ASTE	CG15097|NP_001261079.1|DMEL
OG0006978	LOC118511605|XP_035910781.1|ASTE	cass|NP_477454.1|DMEL
OG0006979	LOC118509144|XP_035905244.1|ASTE	CG4133|NP_608526.1|DMEL
OG0006980	LOC118509038|XP_035904971.1|ASTE	CG9175|NP_608995.2|DMEL
OG0006981	LOC118514031|XP_035916400.1|ASTE	CG16972|NP_609612.2|DMEL
OG0006982	LOC118513894|XP_035916101.1|ASTE	Atg18b|NP_610100.1|DMEL
OG0006983	LOC118513900|XP_035916110.1|ASTE	CG11377|NP_608490.1|DMEL
OG0006984	LOC118513733|XP_035915781.1|ASTE	grp|NP_477011.1|DMEL
OG0006985	LOC118513728|XP_035915774.1|ASTE	CG8460|NP_609190.2|DMEL
OG0006986	LOC118513729|XP_035915776.1|ASTE	CG15629|NP_608859.1|DMEL
OG0006987	LOC118510997|XP_035909404.1|ASTE	CG9436|NP_610235.1|DMEL
OG0006988	LOC118510995|XP_035909402.1|ASTE	CG10413|NP_609887.1|DMEL
OG0006989	LOC118511025|XP_035909496.1|ASTE	CG6153|NP_609580.1|DMEL
OG0006990	LOC118511022|XP_035909486.1|ASTE	CG9265|NP_610081.3|DMEL
OG0006991	LOC118511016|XP_035909437.1|ASTE	Mccc1|NP_651896.1|DMEL
OG0006992	LOC118512468|XP_035912836.1|ASTE	qtc|NP_523480.2|DMEL
OG0006993	LOC118512567|XP_035913053.1|ASTE	CLIP-190|NP_001368962.1|DMEL
OG0006994	LOC118510142|XP_035907522.1|ASTE	mon2|NP_001033884.2|DMEL
OG0006995	LOC118511692|XP_035910986.1|ASTE	Tap42|NP_723811.1|DMEL
OG0006996	LOC118513776|XP_035915847.1|ASTE	CG31855|NP_001137822.1|DMEL
OG0006997	LOC118510001|XP_035907278.1|ASTE	CG13744|NP_610439.1|DMEL
OG0006998	LOC118513744|XP_035915794.1|ASTE	CG31111|NP_733074.1|DMEL
OG0006999	LOC118513760|XP_035915827.1|ASTE	CG17712|NP_608619.1|DMEL
OG0007000	LOC118514143|XP_035916644.1|ASTE	CG4213|NP_608520.1|DMEL
OG0007001	LOC118513360|XP_035914885.1|ASTE	Cpr49Ab|NP_610769.1|DMEL
OG0007002	LOC118511688|XP_035910971.1|ASTE	Pax|NP_001033913.1|DMEL
OG0007003	LOC118513836|XP_035915996.1|ASTE	LamC|NP_001260974.1|DMEL
OG0007004	LOC118512575|XP_035913087.1|ASTE	Axud1|NP_608673.1|DMEL
OG0007005	LOC118512581|XP_035913102.1|ASTE	Oli|NP_523592.1|DMEL
OG0007006	LOC118510645|XP_035908637.1|ASTE	CG9109|NP_001285650.1|DMEL
OG0007007	LOC118514599|XP_035917489.1|ASTE	CG17768|NP_001188778.1|DMEL
OG0007008	LOC118510011|XP_035907290.1|ASTE	CG33003|NP_001137790.1|DMEL
OG0007009	LOC118510592|XP_035908487.1|ASTE	ClpP|NP_609388.1|DMEL
OG0007010	LOC118514660|XP_035917591.1|ASTE	CG10283|NP_001163006.1|DMEL
OG0007011	LOC118514664|XP_035917599.1|ASTE	RpII15|NP_731898.1|DMEL
OG0007012	LOC118514670|XP_035917605.1|ASTE	CG14044|NP_608879.1|DMEL
OG0007013	LOC118511778|XP_035911177.1|ASTE	rau|NP_608965.1|DMEL
OG0007014	LOC118511780|XP_035911179.1|ASTE	TrissinR|NP_001097092.1|DMEL
OG0007015	LOC118511786|XP_035911196.1|ASTE	Chd1|NP_001245851.1|DMEL
OG0007016	LOC118509319|XP_035905664.1|ASTE	milt|NP_001245927.1|DMEL
OG0007017	LOC118514631|XP_035917526.1|ASTE	NTPase|NP_001259972.1|DMEL
OG0007018	LOC118514632|XP_035917529.1|ASTE	Pect|NP_723789.2|DMEL
OG0007019	LOC118511798|XP_035911221.1|ASTE	Cht10|NP_001036422.1|DMEL
OG0007020	LOC118512431|XP_035912782.1|ASTE	CG31612|NP_724363.1|DMEL
OG0007021	LOC118514562|XP_035917451.1|ASTE	CG3662|NP_608549.2|DMEL
OG0007022	LOC118514540|XP_035917416.1|ASTE	Reph|NP_722945.2|DMEL
OG0007023	LOC118514575|XP_035917469.1|ASTE	Rsf1|NP_477001.2|DMEL
OG0007024	LOC118514536|XP_035917412.1|ASTE	MED17|NP_650686.1|DMEL
OG0007025	LOC118513286|XP_035914747.1|ASTE	CG12730|NP_572228.1|DMEL
OG0007026	LOC118513277|XP_035914736.1|ASTE	ex|NP_476840.2|DMEL
OG0007027	LOC118509224|XP_035905418.1|ASTE	cnir|NP_608745.1|DMEL
OG0007028	LOC118509225|XP_035905419.1|ASTE	Plc21C|NP_995605.1|DMEL
OG0007029	LOC118513255|XP_035914711.1|ASTE	CG13282|NP_609814.1|DMEL
OG0007030	LOC118512609|XP_035913175.1|ASTE	CG7246|NP_572520.1|DMEL
OG0007031	LOC118512595|XP_035913141.1|ASTE	Maf1|NP_001015167.2|DMEL
OG0007032	LOC118512601|XP_035913150.1|ASTE	CycH|NP_524207.1|DMEL
OG0007033	LOC118512604|XP_035913166.1|ASTE	Rab14|NP_788056.1|DMEL
OG0007034	LOC118513689|XP_035915701.1|ASTE	Snapin|NP_722835.1|DMEL
OG0007035	LOC118513688|XP_035915700.1|ASTE	CG11164|NP_572908.2|DMEL
OG0007036	LOC118513693|XP_035915710.1|ASTE	CG6951|NP_649197.1|DMEL
OG0007037	LOC118513694|XP_035915711.1|ASTE	CSN6|NP_524451.1|DMEL
OG0007038	LOC118512535|XP_035912983.1|ASTE	PIP5K59B|NP_001369113.1|DMEL
OG0007039	LOC118511554|XP_035910676.1|ASTE	RNaseZ|NP_724916.1|DMEL
OG0007040	LOC118509827|XP_035906890.1|ASTE	CG6388|NP_609566.1|DMEL
OG0007041	LOC118510863|XP_035909102.1|ASTE	Ac3|NP_610116.2|DMEL
OG0007042	LOC118510860|XP_035909086.1|ASTE	CG9541|NP_001260273.1|DMEL
OG0007043	LOC118505163|XP_035896453.1|ASTE	Hcs|NP_001287175.1|DMEL
OG0007044	LOC118513503|XP_035915243.1|ASTE	Wnt6|NP_609108.3|DMEL
OG0007045	LOC118509262|XP_035905504.1|ASTE	RhoGAP92B|NP_650844.1|DMEL
OG0007046	LOC118514600|XP_035917490.1|ASTE	CG12007|NP_649512.1|DMEL
OG0007047	LOC118513351|XP_035914876.1|ASTE	ND-13A|NP_608909.1|DMEL
OG0007048	LOC118513319|XP_035914818.1|ASTE	Su_dx_|NP_476753.1|DMEL
OG0007049	LOC118509181|XP_035905340.1|ASTE	Dim1|NP_608830.3|DMEL
OG0007050	LOC118513627|XP_035915583.1|ASTE	gudu|NP_609111.1|DMEL
OG0007051	LOC118513631|XP_035915588.1|ASTE	CG43707|NP_001260005.1|DMEL
OG0007052	LOC118510583|XP_035908468.1|ASTE	Ucp4A|NP_573246.1|DMEL
OG0007053	LOC118510874|XP_035909129.1|ASTE	CG6752|NP_650425.1|DMEL
OG0007054	LOC118512542|XP_035913007.1|ASTE	CG3594|NP_523855.1|DMEL
OG0007055	LOC118513779|XP_035915850.1|ASTE	Nox|NP_001097336.1|DMEL
OG0007056	LOC118513799|XP_035915889.1|ASTE	nSMase|NP_647790.1|DMEL
OG0007057	LOC118513826|XP_035915955.1|ASTE	CG15814|NP_573247.2|DMEL
OG0007058	LOC118513818|XP_035915944.1|ASTE	CG2685|NP_570023.1|DMEL
OG0007059	LOC118510868|XP_035909109.1|ASTE	CG7154|NP_609148.1|DMEL
OG0007060	LOC118513005|XP_035914159.1|ASTE	CG7179|NP_723315.3|DMEL
OG0007061	LOC118512941|XP_035914038.1|ASTE	CG7191|NP_609146.3|DMEL
OG0007062	LOC118513470|XP_035915154.1|ASTE	CG17075|NP_608508.1|DMEL
OG0007063	LOC118511237|XP_035909968.1|ASTE	fy|NP_477500.1|DMEL
OG0007064	LOC118513660|XP_035915647.1|ASTE	alc|NP_610460.1|DMEL
OG0007065	LOC118513657|XP_035915636.1|ASTE	mus304|NP_524135.3|DMEL
OG0007066	LOC118514251|XP_035916858.1|ASTE	CG32147|NP_730035.1|DMEL
OG0007067	LOC118509881|XP_035907013.1|ASTE	Stam|NP_477448.1|DMEL
OG0007068	LOC118509891|XP_035907030.1|ASTE	Apf|NP_723505.2|DMEL
OG0007069	LOC118511695|XP_035910988.1|ASTE	kuz|NP_477187.1|DMEL
OG0007070	LOC118515244|XP_035917821.1|ASTE	CG33672|NP_001027413.1|DMEL
OG0007071	LOC118513225|XP_035914645.1|ASTE	CG2790|NP_611986.2|DMEL
OG0007072	LOC118511243|XP_035909976.1|ASTE	Dsk|NP_524845.2|DMEL
OG0007073	LOC118513623|XP_035915574.1|ASTE	CG3652|NP_608828.2|DMEL
OG0007074	LOC118510912|XP_035909208.1|ASTE	CG5543|NP_611832.1|DMEL
OG0007075	LOC118510911|XP_035909205.1|ASTE	tho2|NP_608646.3|DMEL
OG0007076	LOC118512969|XP_035914089.1|ASTE	CG8613|NP_610953.1|DMEL
OG0007077	LOC118511807|XP_035911240.1|ASTE	CG17127|NP_001137813.1|DMEL
OG0007078	LOC118511812|XP_035911244.1|ASTE	CG17258|NP_608742.2|DMEL
OG0007079	LOC118509951|XP_035907175.1|ASTE	GABPI|NP_608741.1|DMEL
OG0007080	LOC118510772|XP_035908931.1|ASTE	Eaat1|NP_001369123.1|DMEL
OG0007081	LOC118510764|XP_035908910.1|ASTE	CG9536|NP_609033.1|DMEL
OG0007082	LOC118510763|XP_035908909.1|ASTE	Nhe1|NP_608491.3|DMEL
OG0007083	LOC118510760|XP_035908897.1|ASTE	rho-6|NP_788038.1|DMEL
OG0007084	LOC118510757|XP_035908894.1|ASTE	mthl1|NP_573140.1|DMEL
OG0007085	LOC118510043|XP_035907324.1|ASTE	CG17646|NP_608618.1|DMEL
OG0007086	LOC118514053|XP_035916439.1|ASTE	mRpL4|NP_524939.1|DMEL
OG0007087	LOC118514124|XP_035916602.1|ASTE	Nufip|NP_649058.1|DMEL
OG0007088	LOC118514120|XP_035916592.1|ASTE	RtGEF|NP_001369133.1|DMEL
OG0007089	LOC118509947|XP_035907172.1|ASTE	Saf6|NP_608545.1|DMEL
OG0007090	LOC118514101|XP_035916559.1|ASTE	CG9967|NP_608669.1|DMEL
OG0007091	LOC118514094|XP_035916523.1|ASTE	pkaap|NP_609783.1|DMEL
OG0007092	LOC118509946|XP_035907171.1|ASTE	CG14322|NP_001262675.1|DMEL
OG0007093	LOC118511222|XP_035909937.1|ASTE	pelo|NP_476982.1|DMEL
OG0007094	LOC118513690|XP_035915703.1|ASTE	hoip|NP_524714.1|DMEL
OG0007095	LOC118513685|XP_035915683.1|ASTE	Hs2st|NP_477339.1|DMEL
OG0007096	LOC118513337|XP_035914851.1|ASTE	fs_2_ltoPP43|NP_524940.1|DMEL
OG0007098	LOC118510674|XP_035908728.1|ASTE	tadr|NP_724308.2|DMEL
OG0007099	LOC118514116|XP_035916585.1|ASTE	l_3_87Df|NP_524942.1|DMEL
OG0007100	LOC118510064|XP_035907347.1|ASTE	Tango1|NP_609058.2|DMEL
OG0007101	LOC118514087|XP_035916513.1|ASTE	CG17996|NP_609803.1|DMEL
OG0007102	LOC118514071|XP_035916490.1|ASTE	CG42399|NP_608498.3|DMEL
OG0007103	LOC118510712|XP_035908804.1|ASTE	Bka|NP_524867.2|DMEL
OG0007104	LOC118510706|XP_035908798.1|ASTE	RpL9|NP_477161.1|DMEL
OG0007105	LOC118510705|XP_035908797.1|ASTE	Mdh1|NP_609394.1|DMEL
OG0007106	LOC118510696|XP_035908768.1|ASTE	GABA-B-R3|NP_523447.2|DMEL
OG0007107	LOC118510694|XP_035908762.1|ASTE	CG4238|NP_608640.2|DMEL
OG0007108	LOC118510693|XP_035908760.1|ASTE	fipi|NP_787975.1|DMEL
OG0007109	LOC118510680|XP_035908736.1|ASTE	Swip-1|NP_609925.1|DMEL
OG0007110	LOC118510677|XP_035908731.1|ASTE	CG17219|NP_608740.2|DMEL
OG0007111	LOC118510673|XP_035908713.1|ASTE	RapGAP1|NP_001097114.2|DMEL
OG0007112	LOC118510668|XP_035908705.1|ASTE	RpI135|NP_476708.1|DMEL
OG0007113	LOC118510664|XP_035908697.1|ASTE	beta4GalT7|NP_651319.2|DMEL
OG0007114	LOC118510662|XP_035908689.1|ASTE	CG6766|NP_609537.1|DMEL
OG0007115	LOC118510658|XP_035908676.1|ASTE	CG5776|NP_609585.1|DMEL
OG0007116	LOC118514135|XP_035916624.1|ASTE	CG7231|NP_723327.1|DMEL
OG0007117	LOC118514137|XP_035916626.1|ASTE	CG14341|NP_608580.2|DMEL
OG0007118	LOC118514134|XP_035916621.1|ASTE	spz4|NP_609504.2|DMEL
OG0007119	LOC118505767|XP_035897903.1|ASTE	dpr14|NP_572419.1|DMEL
OG0007120	LOC118505764|XP_035897887.1|ASTE	CG32772|NP_572196.3|DMEL
OG0007121	LOC118503512|XP_035892756.1|ASTE	CG14407|NP_572974.1|DMEL
OG0007122	LOC118505761|XP_035897882.1|ASTE	CoRest|NP_001188671.1|DMEL
OG0007123	LOC118505758|XP_035897868.1|ASTE	CG32532|NP_608318.5|DMEL
