Orthogroup	ASTE.longest_only	SLEB.longest_only
OG0006027	LOC118505996|XP_035898467.1|ASTE	LOC115628148|XP_030379983.1|SLEB
OG0006028	LOC118507750|XP_035902649.1|ASTE	LOC115628557|XP_030380582.1|SLEB
OG0006029	LOC118506094|XP_035898671.1|ASTE	LOC115624885|XP_030375595.1|SLEB
OG0006030	LOC118505995|XP_035898466.1|ASTE	LOC115623607|XP_030373884.1|SLEB
OG0006031	LOC118506096|XP_035898673.1|ASTE	LOC115628201|XP_030380058.1|SLEB
OG0006032	LOC118506092|XP_035898665.1|ASTE	LOC115628069|XP_030379895.1|SLEB
OG0006033	LOC118504900|XP_035895859.1|ASTE	LOC115622771|XP_030372687.1|SLEB
OG0006034	LOC118510533|XP_035908381.1|ASTE	LOC115620344|XP_030369405.1|SLEB
OG0006035	LOC118517683|XP_035919987.1|ASTE	LOC115624418|XP_030375013.1|SLEB
OG0006037	LOC118517682|XP_035919985.1|ASTE	LOC115632398|XP_030385392.1|SLEB
OG0006038	LOC118517703|XP_035920027.1|ASTE	LOC115623482|XP_030373711.1|SLEB
OG0006039	LOC118507754|XP_035902657.1|ASTE	LOC115624660|XP_030375300.1|SLEB
OG0006040	LOC118508399|XP_035904054.1|ASTE	LOC115627651|XP_030379255.1|SLEB
OG0006041	LOC118505221|XP_035896638.1|ASTE	LOC115627030|XP_030378419.1|SLEB
OG0006042	LOC118505947|XP_035898364.1|ASTE	LOC115634687|XP_030388410.1|SLEB
OG0006043	LOC118503313|XP_035892333.1|ASTE	LOC115622253|XP_030372012.1|SLEB
OG0006044	LOC118503316|XP_035892339.1|ASTE	LOC115627020|XP_030378405.1|SLEB
OG0006045	LOC118506214|XP_035898928.1|ASTE	LOC115624873|XP_030375578.1|SLEB
OG0006046	LOC118504723|XP_035895456.1|ASTE	LOC115631675|XP_030384351.1|SLEB
OG0006047	LOC118507237|XP_035901380.1|ASTE	LOC115622628|XP_030372495.1|SLEB
OG0006048	LOC118508134|XP_035903533.1|ASTE	LOC115622673|XP_030372547.1|SLEB
OG0006049	LOC118508126|XP_035903527.1|ASTE	LOC115621838|XP_030371509.1|SLEB
OG0006050	LOC118507155|XP_035901092.1|ASTE	LOC115621770|XP_030371377.1|SLEB
OG0006051	LOC118507184|XP_035901149.1|ASTE	LOC115629857|XP_030382301.1|SLEB
OG0006052	LOC118505915|XP_035898271.1|ASTE	LOC115624579|XP_030375174.1|SLEB
OG0006053	LOC118508164|XP_035903604.1|ASTE	LOC115628675|XP_030380708.1|SLEB
OG0006054	LOC118508163|XP_035903598.1|ASTE	LOC115627787|XP_030379467.1|SLEB
OG0006055	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE	LOC115620385|XP_030369453.1|SLEB
OG0006056	LOC118505949|XP_035898368.1|ASTE	LOC115633803|XP_030387145.1|SLEB
OG0006057	LOC118505952|XP_035898373.1|ASTE	LOC115632682|XP_030385776.1|SLEB
OG0006058	LOC118512375|XP_035912621.1|ASTE	LOC115621261|XP_030370718.1|SLEB
OG0006059	LOC118517607|XP_035919797.1|ASTE	LOC115622323|XP_030372090.1|SLEB
OG0006060	LOC118517609|XP_035919798.1|ASTE	LOC115622324|XP_030372091.1|SLEB
OG0006061	LOC118504843|XP_035895744.1|ASTE	LOC115629185|XP_030381429.1|SLEB
OG0006062	LOC118506349|XP_035899231.1|ASTE	LOC115623437|XP_030373643.1|SLEB, LOC115623438|XP_030373644.1|SLEB
OG0006063	LOC118505067|XP_035896243.1|ASTE	LOC115625913|XP_030377005.1|SLEB
OG0006064	LOC118507152|XP_035901080.1|ASTE	LOC115623239|XP_030373356.1|SLEB
OG0006065	LOC118505392|XP_035896996.1|ASTE	LOC115632439|XP_030385443.1|SLEB
OG0006066	LOC118507758|XP_035902662.1|ASTE	LOC115628413|XP_030380364.1|SLEB
OG0006067	LOC118505772|XP_035897920.1|ASTE	LOC115619985|XP_030368891.1|SLEB
OG0006068	LOC118504727|XP_035895461.1|ASTE	LOC115627412|XP_030378932.1|SLEB
OG0006069	LOC118504164|XP_035894192.1|ASTE	LOC115622250|XP_030372009.1|SLEB
OG0006070	LOC118504172|XP_035894213.1|ASTE	LOC115631684|XP_030384361.1|SLEB, LOC115623040|XP_030373077.1|SLEB
OG0006071	LOC118504174|XP_035894216.1|ASTE	LOC115620682|XP_030369908.1|SLEB
OG0006072	LOC118517665|XP_035919936.1|ASTE	LOC115633168|XP_030386441.1|SLEB
OG0006073	LOC118517674|XP_035919960.1|ASTE	LOC115632599|XP_030385684.1|SLEB
OG0006074	LOC118505979|XP_035898427.1|ASTE	LOC115626784|XP_030378110.1|SLEB
OG0006075	LOC118508506|XP_035904241.1|ASTE	LOC115628874|XP_030380988.1|SLEB
OG0006076	LOC118507269|XP_035901461.1|ASTE	LOC115634656|XP_030388373.1|SLEB
OG0006077	LOC118503245|XP_035892159.1|ASTE	LOC115620031|XP_030368996.1|SLEB
OG0006078	LOC118503246|XP_035892161.1|ASTE	LOC115621102|XP_030370504.1|SLEB
OG0006079	LOC118503163|XP_035892018.1|ASTE	LOC115634504|XP_030388130.1|SLEB
OG0006080	LOC118503162|XP_035892016.1|ASTE	LOC115634503|XP_030388127.1|SLEB
OG0006081	LOC118507086|XP_035900966.1|ASTE	LOC115625766|XP_030376797.1|SLEB
OG0006082	LOC118507087|XP_035900968.1|ASTE	LOC115633714|XP_030387038.1|SLEB
OG0006083	LOC118507454|XP_035901830.1|ASTE	LOC115620917|XP_030370278.1|SLEB
OG0006084	LOC118505816|XP_035898054.1|ASTE	LOC115622164|XP_030371894.1|SLEB
OG0006085	LOC118506240|XP_035898995.1|ASTE	LOC115624627|XP_030375241.1|SLEB
OG0006086	LOC118506256|XP_035899033.1|ASTE	LOC115624787|XP_030375485.1|SLEB
OG0006087	LOC118504751|XP_035895560.1|ASTE	LOC115622919|XP_030372906.1|SLEB
OG0006088	LOC118507573|XP_035902110.1|ASTE	LOC115632512|XP_030385563.1|SLEB
OG0006089	LOC118506203|XP_035898904.1|ASTE	LOC115627336|XP_030378841.1|SLEB
OG0006090	LOC118505867|XP_035898175.1|ASTE	LOC115622865|XP_030372810.1|SLEB
OG0006091	LOC118505394|XP_035897004.1|ASTE	LOC115622571|XP_030372410.1|SLEB
OG0006092	LOC118505879|XP_035898201.1|ASTE	LOC115629868|XP_030382320.1|SLEB
OG0006093	LOC118504891|XP_035895842.1|ASTE	LOC115633881|XP_030387245.1|SLEB
OG0006094	LOC118504890|XP_035895841.1|ASTE	LOC115622185|XP_030371935.1|SLEB
OG0006095	LOC118503061|XP_035891821.1|ASTE	LOC115624332|XP_030374828.1|SLEB
OG0006096	LOC118503882|XP_035893530.1|ASTE	LOC115634760|XP_030388511.1|SLEB
OG0006097	LOC118503876|XP_035893513.1|ASTE	LOC115622882|XP_030372835.1|SLEB
OG0006098	LOC118503872|XP_035893507.1|ASTE	LOC115630986|XP_030383428.1|SLEB
OG0006099	LOC118503864|XP_035893487.1|ASTE	LOC115634238|XP_030387690.1|SLEB
OG0006100	LOC118503853|XP_035893460.1|ASTE	LOC115624861|XP_030375567.1|SLEB
OG0006101	LOC118508049|XP_035903395.1|ASTE	LOC115631494|XP_030384114.1|SLEB
OG0006102	LOC118507415|XP_035901771.1|ASTE	LOC115623124|XP_030373193.1|SLEB
OG0006103	LOC118507199|XP_035901171.1|ASTE	LOC115626965|XP_030378339.1|SLEB
OG0006104	LOC118507200|XP_035901172.1|ASTE	LOC115629664|XP_030382039.1|SLEB
OG0006105	LOC118507202|XP_035901178.1|ASTE	LOC115629637|XP_030381999.1|SLEB
OG0006106	LOC118504734|XP_035895495.1|ASTE	LOC115624703|XP_030375378.1|SLEB
OG0006107	LOC118506110|XP_035898696.1|ASTE	LOC115620047|XP_030369028.1|SLEB
OG0006108	LOC118506109|XP_035898695.1|ASTE	LOC115627772|XP_030379430.1|SLEB
OG0006109	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE	LOC115632286|XP_030385239.1|SLEB
OG0006110	LOC118503694|XP_035893137.1|ASTE	LOC115627694|XP_030379300.1|SLEB
OG0006111	LOC118504840|XP_035895737.1|ASTE	LOC115627745|XP_030379384.1|SLEB
OG0006112	LOC118503401|XP_035892497.1|ASTE	LOC115633624|XP_030386916.1|SLEB
OG0006113	LOC118503392|XP_035892487.1|ASTE	LOC115632419|XP_030385418.1|SLEB
OG0006114	LOC118503391|XP_035892486.1|ASTE	LOC115620676|XP_030369901.1|SLEB
OG0006115	LOC118503048|XP_035891776.1|ASTE	LOC115631200|XP_030383750.1|SLEB
OG0006116	LOC118503531|XP_035892810.1|ASTE	LOC115633843|XP_030387193.1|SLEB
OG0006117	LOC118504093|XP_035894068.1|ASTE	LOC115630836|XP_030383346.1|SLEB
OG0006118	LOC118504103|XP_035894079.1|ASTE	LOC115623486|XP_030373720.1|SLEB
OG0006119	LOC118504201|XP_035894273.1|ASTE	LOC115627887|XP_030379636.1|SLEB
OG0006120	LOC118508156|XP_035903589.1|ASTE	LOC115626803|XP_030378132.1|SLEB
OG0006121	LOC118504190|XP_035894258.1|ASTE	LOC115624712|XP_030375395.1|SLEB
OG0006122	LOC118504195|XP_035894263.1|ASTE	LOC115627808|XP_030379497.1|SLEB
OG0006123	LOC118504197|XP_035894269.1|ASTE	LOC115627615|XP_030379210.1|SLEB
OG0006124	LOC118504198|XP_035894270.1|ASTE	LOC115625497|XP_030376416.1|SLEB
OG0006125	LOC118503080|XP_035891855.1|ASTE	LOC115622503|XP_030372311.1|SLEB
OG0006126	LOC118503344|XP_035892406.1|ASTE	LOC115623275|XP_030373413.1|SLEB
OG0006127	LOC118503337|XP_035892395.1|ASTE	LOC115624566|XP_030375155.1|SLEB
OG0006128	LOC118503362|XP_035892448.1|ASTE	LOC115624997|XP_030375732.1|SLEB
OG0006129	LOC118503351|XP_035892427.1|ASTE	LOC115624623|XP_030375237.1|SLEB
OG0006130	LOC118503843|XP_035893445.1|ASTE	LOC115628172|XP_030380017.1|SLEB
OG0006131	LOC118503832|XP_035893431.1|ASTE	LOC115624612|XP_030375222.1|SLEB
OG0006132	LOC118504097|XP_035894073.1|ASTE	LOC115624789|XP_030375492.1|SLEB
OG0006133	LOC118503822|XP_035893416.1|ASTE	LOC115628173|XP_030380020.1|SLEB
OG0006134	LOC118503821|XP_035893415.1|ASTE	LOC115632542|XP_030385614.1|SLEB
OG0006135	LOC118503798|XP_035893384.1|ASTE	LOC115624514|XP_030375086.1|SLEB
OG0006136	LOC118503792|XP_035893365.1|ASTE	LOC115622504|XP_030372314.1|SLEB
OG0006137	LOC118508403|XP_035904057.1|ASTE	LOC115624924|XP_030375635.1|SLEB
OG0006138	LOC118503599|XP_035892945.1|ASTE	LOC115634181|XP_030387626.1|SLEB
OG0006139	LOC118506128|XP_035898755.1|ASTE	LOC115621976|XP_030371690.1|SLEB
OG0006140	LOC118506124|XP_035898743.1|ASTE	LOC115619952|XP_030368841.1|SLEB
OG0006141	LOC118503107|XP_035891938.1|ASTE	LOC115623703|XP_030374068.1|SLEB
OG0006142	LOC118504791|XP_035895653.1|ASTE	LOC115633785|XP_030387121.1|SLEB
OG0006143	LOC118508110|XP_035903497.1|ASTE	LOC115622598|XP_030372456.1|SLEB
OG0006144	LOC118508105|XP_035903491.1|ASTE	LOC115622727|XP_030372627.1|SLEB
OG0006145	LOC118508114|XP_035903500.1|ASTE	LOC115623166|XP_030373241.1|SLEB
OG0006146	LOC118508113|XP_035903499.1|ASTE	LOC115625654|XP_030376641.1|SLEB
OG0006147	LOC118503764|XP_035893321.1|ASTE	LOC115625330|XP_030376214.1|SLEB
OG0006148	LOC118503750|XP_035893294.1|ASTE	LOC115629404|XP_030381725.1|SLEB
OG0006149	LOC118503753|XP_035893297.1|ASTE	LOC115622599|XP_030372458.1|SLEB
OG0006150	LOC118503747|XP_035893290.1|ASTE	LOC115622597|XP_030372455.1|SLEB
OG0006151	LOC118503745|XP_035893280.1|ASTE	LOC115625724|XP_030376732.1|SLEB
OG0006152	LOC118504659|XP_035895334.1|ASTE	LOC115628200|XP_030380054.1|SLEB
OG0006153	LOC118506547|XP_035899732.1|ASTE	LOC115631418|XP_030384007.1|SLEB
OG0006155	LOC118502485|XP_035890610.1|ASTE	LOC115625110|XP_030375876.1|SLEB
OG0006156	LOC118505088|XP_035896272.1|ASTE	LOC115624473|XP_030375036.1|SLEB, LOC115623953|XP_030374377.1|SLEB
OG0006158	LOC118510861|XP_035909093.1|ASTE	LOC115632458|XP_030385474.1|SLEB
OG0006159	LOC118503733|XP_035893241.1|ASTE	LOC115634016|XP_030387402.1|SLEB
OG0006160	LOC118506344|XP_035899221.1|ASTE	LOC115625884|XP_030376967.1|SLEB
OG0006161	LOC118509657|XP_035906510.1|ASTE	LOC115624083|XP_030374536.1|SLEB
OG0006162	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE	LOC115627976|XP_030379732.1|SLEB
OG0006163	LOC118512637|XP_035913226.1|ASTE	LOC115634742|XP_030388490.1|SLEB
OG0006181	LOC118510457|XP_035908181.1|ASTE	LOC115620349|XP_030369410.1|SLEB
OG0006182	LOC118510466|XP_035908215.1|ASTE	LOC115621634|XP_030371195.1|SLEB
OG0006183	LOC118504962|XP_035895981.1|ASTE	LOC115621637|XP_030371198.1|SLEB
OG0006184	LOC118517389|XP_035919336.1|ASTE	LOC115620874|XP_030370210.1|SLEB
OG0006185	LOC118511262|XP_035910026.1|ASTE	LOC115620434|XP_030369522.1|SLEB
OG0006186	LOC118507320|XP_035901604.1|ASTE	LOC115622046|XP_030371778.1|SLEB
OG0006187	LOC118511264|XP_035910028.1|ASTE	LOC115621534|XP_030371060.1|SLEB
OG0006188	LOC118505395|XP_035897012.1|ASTE	LOC115628802|XP_030380870.1|SLEB
OG0006189	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE	LOC115628803|XP_030380875.1|SLEB
OG0006190	LOC118510292|XP_035907810.1|ASTE	LOC115621893|XP_030371582.1|SLEB
OG0006191	LOC118507523|XP_035901981.1|ASTE	LOC115621216|XP_030370659.1|SLEB
OG0006192	LOC118508051|XP_035903401.1|ASTE	LOC115626732|XP_030378037.1|SLEB
OG0006193	LOC118505169|XP_035896478.1|ASTE	LOC115629098|XP_030381278.1|SLEB
OG0006194	LOC118516550|XP_035918392.1|ASTE	LOC115627801|XP_030379490.1|SLEB
OG0006195	LOC118511117|XP_035909738.1|ASTE	LOC115629863|XP_030382311.1|SLEB
OG0006196	LOC118516756|XP_035918568.1|ASTE	LOC115628090|XP_030379927.1|SLEB
OG0006197	LOC118509676|XP_035906592.1|ASTE	LOC115627723|XP_030379331.1|SLEB
OG0006198	LOC118507132|XP_035901061.1|ASTE	LOC115626949|XP_030378325.1|SLEB
OG0006199	LOC118507096|XP_035900984.1|ASTE	LOC115621845|XP_030371517.1|SLEB
OG0006200	LOC118509460|XP_035905977.1|ASTE	LOC115620383|XP_030369451.1|SLEB
OG0006201	LOC118506952|XP_035900668.1|ASTE	LOC115627648|XP_030379240.1|SLEB
OG0006202	LOC118506932|XP_035900645.1|ASTE	LOC115627586|XP_030379170.1|SLEB
OG0006203	LOC118507395|XP_035901745.1|ASTE	LOC115633268|XP_030386533.1|SLEB
OG0006204	LOC118512712|XP_035913441.1|ASTE	LOC115625337|XP_030376222.1|SLEB
OG0006205	LOC118511421|XP_035910399.1|ASTE	LOC115627582|XP_030379165.1|SLEB
OG0006206	LOC118517496|XP_035919586.1|ASTE	LOC115629108|XP_030381293.1|SLEB
OG0006207	LOC118505296|XP_035896800.1|ASTE	LOC115628599|XP_030380642.1|SLEB
OG0006208	LOC118505276|XP_035896742.1|ASTE	LOC115632641|XP_030385731.1|SLEB
OG0006209	LOC118514543|XP_035917423.1|ASTE	LOC115633266|XP_030386531.1|SLEB
OG0006210	LOC118505477|XP_035897187.1|ASTE	LOC115633419|XP_030386738.1|SLEB
OG0006211	LOC118512034|XP_035911724.1|ASTE	LOC115631183|XP_030383733.1|SLEB
OG0006212	LOC118511654|XP_035910891.1|ASTE	LOC115631182|XP_030383732.1|SLEB
OG0006214	LOC118505724|XP_035897801.1|ASTE	LOC115628028|XP_030379827.1|SLEB
OG0006215	LOC118510787|XP_035908987.1|ASTE	LOC115626860|XP_030378223.1|SLEB
OG0006217	LOC118517382|XP_035919315.1|ASTE	LOC115628724|XP_030380784.1|SLEB
OG0006218	LOC118516488|XP_035918314.1|ASTE	LOC115625753|XP_030376768.1|SLEB
OG0006219	LOC118515721|XP_035917946.1|ASTE	LOC115626688|XP_030377976.1|SLEB
OG0006220	LOC118507166|XP_035901123.1|ASTE	LOC115626818|XP_030378158.1|SLEB
OG0006221	LOC118517486|XP_035919574.1|ASTE	LOC115625252|XP_030376105.1|SLEB
OG0006222	LOC118517495|XP_035919585.1|ASTE	LOC115625271|XP_030376133.1|SLEB
OG0006223	LOC118517507|XP_035919622.1|ASTE	LOC115629317|XP_030381627.1|SLEB
OG0006224	LOC118516663|XP_035918521.1|ASTE	LOC115628754|XP_030380824.1|SLEB
OG0006225	LOC118506528|XP_035899684.1|ASTE	LOC115628879|XP_030380995.1|SLEB
OG0006226	LOC118508996|XP_035904892.1|ASTE	LOC115629182|XP_030381426.1|SLEB
OG0006227	LOC118511740|XP_035911126.1|ASTE	LOC115627465|XP_030378997.1|SLEB
OG0006228	LOC118505405|XP_035897049.1|ASTE	LOC115622481|XP_030372289.1|SLEB
OG0006229	LOC118508987|XP_035904878.1|ASTE	LOC115627998|XP_030379755.1|SLEB
OG0006230	LOC118509041|XP_035905010.1|ASTE	LOC115629836|XP_030382272.1|SLEB
OG0006231	LOC118509090|XP_035905128.1|ASTE	LOC115633339|XP_030386631.1|SLEB
OG0006232	LOC118509106|XP_035905169.1|ASTE	LOC115627091|XP_030378503.1|SLEB
OG0006233	LOC118509156|XP_035905285.1|ASTE	LOC115627211|XP_030378691.1|SLEB
OG0006234	LOC118516617|XP_035918485.1|ASTE	LOC115629799|XP_030382221.1|SLEB
OG0006235	LOC118516410|XP_035918169.1|ASTE	LOC115627818|XP_030379508.1|SLEB
OG0006237	LOC118506102|XP_035898680.1|ASTE	LOC115627710|XP_030379318.1|SLEB
OG0006238	LOC118510893|XP_035909174.1|ASTE	LOC115627720|XP_030379329.1|SLEB
OG0006239	LOC118503930|XP_035893669.1|ASTE	LOC115627562|XP_030379143.1|SLEB
OG0006240	LOC118503860|XP_035893483.1|ASTE	LOC115621575|XP_030371125.1|SLEB
OG0006241	LOC118516610|XP_035918480.1|ASTE	LOC115629798|XP_030382220.1|SLEB
OG0006242	LOC118505305|XP_035896829.1|ASTE	LOC115627197|XP_030378671.1|SLEB
OG0006243	LOC118505208|XP_035896612.1|ASTE	LOC115620400|XP_030369475.1|SLEB
OG0006244	LOC118510186|XP_035907604.1|ASTE	LOC115625157|XP_030375945.1|SLEB
OG0006246	LOC118503632|XP_035893025.1|ASTE	LOC115629152|XP_030381376.1|SLEB
OG0006247	LOC118503605|XP_035892978.1|ASTE	LOC115627558|XP_030379140.1|SLEB
OG0006248	LOC118517268|XP_035919138.1|ASTE	LOC115628685|XP_030380719.1|SLEB
OG0006249	LOC118505577|XP_035897429.1|ASTE	LOC115630564|XP_030383038.1|SLEB
OG0006250	LOC118503321|XP_035892359.1|ASTE	LOC115626776|XP_030378100.1|SLEB
OG0006251	LOC118504185|XP_035894241.1|ASTE	LOC115621152|XP_030370570.1|SLEB
OG0006252	LOC118504147|XP_035894158.1|ASTE	LOC115621151|XP_030370569.1|SLEB
OG0006253	LOC118503297|XP_035892294.1|ASTE	LOC115633360|XP_030386660.1|SLEB
OG0006254	LOC118510515|XP_035908331.1|ASTE	LOC115632198|XP_030385104.1|SLEB
OG0006255	LOC118512408|XP_035912696.1|ASTE	LOC115621270|XP_030370730.1|SLEB
OG0006256	LOC118517232|XP_035919105.1|ASTE	LOC115629794|XP_030382213.1|SLEB
OG0006257	LOC118517286|XP_035919160.1|ASTE	LOC115633353|XP_030386649.1|SLEB
OG0006258	LOC118517220|XP_035919101.1|ASTE	LOC115633379|XP_030386682.1|SLEB
OG0006259	LOC118502915|XP_035891538.1|ASTE	LOC115621130|XP_030370540.1|SLEB
OG0006260	LOC118502982|XP_035891660.1|ASTE	LOC115627146|XP_030378584.1|SLEB
OG0006261	LOC118512106|XP_035911971.1|ASTE	LOC115631114|XP_030383634.1|SLEB
OG0006262	LOC118506927|XP_035900619.1|ASTE	LOC115629579|XP_030381931.1|SLEB
OG0006263	LOC118506478|XP_035899551.1|ASTE	LOC115627449|XP_030378974.1|SLEB
OG0006264	LOC118507809|XP_035902765.1|ASTE	LOC115628747|XP_030380813.1|SLEB
OG0006265	LOC118509916|XP_035907106.1|ASTE	LOC115622455|XP_030372262.1|SLEB
OG0006266	LOC118510939|XP_035909269.1|ASTE	LOC115628669|XP_030380698.1|SLEB
OG0006267	LOC118509287|XP_035905587.1|ASTE	LOC115627404|XP_030378918.1|SLEB
OG0006268	LOC118503890|XP_035893558.1|ASTE	LOC115633837|XP_030387188.1|SLEB
OG0006269	LOC118511532|XP_035910618.1|ASTE	LOC115620721|XP_030369960.1|SLEB
OG0006270	LOC118509845|XP_035906939.1|ASTE	LOC115627973|XP_030379728.1|SLEB
OG0006271	LOC118504563|XP_035895065.1|ASTE	LOC115620822|XP_030370112.1|SLEB
OG0006272	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE	LOC115633347|XP_030386640.1|SLEB
OG0006273	LOC118508170|XP_035903612.1|ASTE	LOC115634300|XP_030387813.1|SLEB
OG0006275	LOC118506078|XP_035898648.1|ASTE	LOC115627067|XP_030378474.1|SLEB
OG0006276	LOC118504482|XP_035894892.1|ASTE	LOC115628234|XP_030380108.1|SLEB
OG0006277	LOC118511416|XP_035910387.1|ASTE	LOC115630667|XP_030383173.1|SLEB
OG0006278	LOC118506084|XP_035898660.1|ASTE	LOC115628731|XP_030380795.1|SLEB
OG0006279	LOC118510088|XP_035907398.1|ASTE	LOC115633308|XP_030386592.1|SLEB
OG0006280	LOC118507044|XP_035900897.1|ASTE	LOC115627665|XP_030379267.1|SLEB
OG0006281	LOC118507036|XP_035900883.1|ASTE	LOC115627713|XP_030379320.1|SLEB
OG0006282	LOC118513766|XP_035915835.1|ASTE	LOC115629251|XP_030381528.1|SLEB
OG0006283	LOC118505773|XP_035897939.1|ASTE	LOC115620597|XP_030369770.1|SLEB
OG0006284	LOC118509455|XP_035905968.1|ASTE	LOC115632184|XP_030385079.1|SLEB
OG0006285	LOC118511887|XP_035911411.1|ASTE	LOC115621965|XP_030371673.1|SLEB
OG0006286	LOC118511841|XP_035911281.1|ASTE	LOC115620658|XP_030369869.1|SLEB
OG0006287	LOC118517459|XP_035919514.1|ASTE	LOC115633310|XP_030386600.1|SLEB
OG0006288	LOC118517461|XP_035919516.1|ASTE	LOC115621518|XP_030371043.1|SLEB
OG0006289	LOC118507945|XP_035903163.1|ASTE	LOC115621654|XP_030371218.1|SLEB
OG0006290	LOC118505805|XP_035898042.1|ASTE	LOC115627729|XP_030379344.1|SLEB
OG0006291	LOC118507612|XP_035902647.1|ASTE	LOC115631537|XP_030384169.1|SLEB
OG0006292	LOC118509948|XP_035907176.1|ASTE	LOC115626716|XP_030378019.1|SLEB
OG0006293	LOC118511073|XP_035909628.1|ASTE	LOC115632377|XP_030385358.1|SLEB
OG0006294	LOC118511427|XP_035910413.1|ASTE	LOC115629097|XP_030381275.1|SLEB
OG0006295	LOC118506125|XP_035898752.1|ASTE	LOC115628964|XP_030381100.1|SLEB
OG0006296	LOC118502989|XP_035891688.1|ASTE	LOC115629653|XP_030382024.1|SLEB
OG0006297	LOC118509174|XP_035905367.1|ASTE	LOC115627113|XP_030378539.1|SLEB
OG0006298	LOC118516918|XP_035918676.1|ASTE	LOC115629793|XP_030382212.1|SLEB
OG0006299	LOC118509231|XP_035905435.1|ASTE	LOC115626878|XP_030378248.1|SLEB
OG0006300	LOC118510848|XP_035909076.1|ASTE	LOC115627124|XP_030378553.1|SLEB
OG0006301	LOC118503858|XP_035893468.1|ASTE	LOC115627266|XP_030378754.1|SLEB
OG0006302	LOC118508767|XP_035904404.1|ASTE	LOC115626704|XP_030377997.1|SLEB
OG0006303	LOC118511147|XP_035909768.1|ASTE	LOC115620027|XP_030368990.1|SLEB
OG0006305	LOC118507674|XP_035902361.1|ASTE	LOC115621310|XP_030370784.1|SLEB
OG0006306	LOC118507576|XP_035902125.1|ASTE	LOC115620811|XP_030370095.1|SLEB
OG0006309	LOC118517482|XP_035919556.1|ASTE	LOC115629155|XP_030381382.1|SLEB
OG0006311	LOC118504534|XP_035894989.1|ASTE	LOC115626991|XP_030378366.1|SLEB
OG0006312	LOC118504498|XP_035894918.1|ASTE	LOC115626680|XP_030377967.1|SLEB
OG0006313	LOC118504318|XP_035894541.1|ASTE	LOC115626756|XP_030378073.1|SLEB
OG0006314	LOC118503485|XP_035892684.1|ASTE	LOC115629277|XP_030381566.1|SLEB
OG0006315	LOC118517500|XP_035919604.1|ASTE	LOC115621084|XP_030370474.1|SLEB
OG0006316	LOC118517278|XP_035919147.1|ASTE	LOC115626736|XP_030378045.1|SLEB
OG0006317	LOC118506402|XP_035899360.1|ASTE	LOC115627551|XP_030379128.1|SLEB
OG0006318	LOC118507915|XP_035903151.1|ASTE	LOC115629151|XP_030381374.1|SLEB
OG0006319	LOC118507981|XP_035903234.1|ASTE	LOC115623476|XP_030373708.1|SLEB
OG0006320	LOC118507848|XP_035902877.1|ASTE	LOC115627911|XP_030379666.1|SLEB
OG0006321	LOC118504681|XP_035895387.1|ASTE	LOC115633423|XP_030386742.1|SLEB
OG0006322	LOC118504222|XP_035894330.1|ASTE	LOC115633408|XP_030386711.1|SLEB
OG0006323	LOC118513798|XP_035915882.1|ASTE	LOC115627410|XP_030378930.1|SLEB
OG0006324	LOC118507445|XP_035901827.1|ASTE	LOC115627105|XP_030378528.1|SLEB
OG0006325	LOC118517412|XP_035919406.1|ASTE	LOC115620548|XP_030369690.1|SLEB
OG0006326	LOC118511347|XP_035910194.1|ASTE	LOC115628681|XP_030380714.1|SLEB
OG0006327	LOC118506801|XP_035900327.1|ASTE	LOC115620894|XP_030370237.1|SLEB
OG0006328	LOC118507483|XP_035901893.1|ASTE	LOC115620956|XP_030370332.1|SLEB
OG0006329	LOC118510450|XP_035908151.1|ASTE	LOC115627505|XP_030379058.1|SLEB
OG0006330	LOC118503718|XP_035893188.1|ASTE	LOC115621913|XP_030371607.1|SLEB
OG0006331	LOC118513859|XP_035916053.1|ASTE	LOC115633286|XP_030386555.1|SLEB
OG0006332	LOC118503712|XP_035893172.1|ASTE	LOC115628851|XP_030380961.1|SLEB
OG0006333	LOC118503693|XP_035893136.1|ASTE	LOC115627068|XP_030378475.1|SLEB
OG0006334	LOC118517385|XP_035919323.1|ASTE	LOC115628965|XP_030381101.1|SLEB
OG0006335	LOC118502675|XP_035891063.1|ASTE	LOC115620330|XP_030369386.1|SLEB
OG0006336	LOC118504232|XP_035894349.1|ASTE	LOC115627224|XP_030378706.1|SLEB
OG0006337	LOC118505047|XP_035896206.1|ASTE	LOC115627920|XP_030379675.1|SLEB
OG0006338	LOC118502836|XP_035891410.1|ASTE	LOC115620576|XP_030369737.1|SLEB
OG0006339	LOC118507704|XP_035902474.1|ASTE	LOC115627110|XP_030378533.1|SLEB
OG0006340	LOC118508045|XP_035903356.1|ASTE	LOC115627079|XP_030378487.1|SLEB
OG0006341	LOC118507857|XP_035902911.1|ASTE	LOC115627814|XP_030379505.1|SLEB
OG0006342	LOC118507633|XP_035902254.1|ASTE	LOC115628030|XP_030379831.1|SLEB
