Orthogroup	ASTE.longest_only	DSEC.longest_only
OG0007752	LOC118511156|XP_035909784.1|ASTE, LOC118511154|XP_035909782.1|ASTE, LOC118511155|XP_035909783.1|ASTE, LOC118507010|XP_035900838.1|ASTE	LOC6620336|XP_002044540.1|DSEC
OG0007753	LOC118503440|XP_035892597.1|ASTE	LOC6620458|XP_002044665.1|DSEC
OG0007754	LOC118504818|XP_035895715.1|ASTE	LOC6619868|XP_002044081.1|DSEC
OG0007755	LOC118504837|XP_035895739.1|ASTE	LOC6619865|XP_032580850.1|DSEC
OG0007756	LOC118504080|XP_035894044.1|ASTE	LOC6614803|XP_032581524.1|DSEC
OG0007757	LOC118511880|XP_035911395.1|ASTE	LOC6612380|XP_032580405.1|DSEC
OG0007758	LOC118514110|XP_035916578.1|ASTE	LOC6613630|XP_002038100.1|DSEC
OG0007760	LOC118508415|XP_035904082.1|ASTE	LOC6619932|XP_032581466.1|DSEC
OG0007761	LOC118508322|XP_035903888.1|ASTE	LOC6615223|XP_002039629.2|DSEC
OG0007762	LOC118508332|XP_035903898.1|ASTE	LOC6615224|XP_032582558.1|DSEC
OG0007763	LOC118508342|XP_035903920.1|ASTE	LOC6617277|XP_002041604.1|DSEC
OG0007764	LOC118504476|XP_035895105.1|ASTE	LOC6620266|XP_002044474.2|DSEC
OG0007765	LOC118508353|XP_035903949.1|ASTE	LOC6620267|XP_032580156.1|DSEC
OG0007767	LOC118517369|XP_035919279.1|ASTE	LOC6620110|XP_002044322.1|DSEC
OG0007768	LOC118506288|XP_035899108.1|ASTE	LOC6619936|XP_002044148.1|DSEC
OG0007769	LOC118508411|XP_035904072.1|ASTE	LOC6619973|XP_002044185.2|DSEC
OG0007770	LOC118506383|XP_035899310.1|ASTE	LOC6611619|XP_002036155.1|DSEC
OG0007771	LOC118505980|XP_035898434.1|ASTE	LOC6611322|XP_002035869.2|DSEC
OG0007772	LOC118503977|XP_035893805.1|ASTE	LOC6616043|XP_002040409.1|DSEC
OG0007773	LOC118505563|XP_035897411.1|ASTE	LOC6613560|XP_002038028.1|DSEC
OG0007774	LOC118516954|XP_035918680.1|ASTE	LOC6611172|XP_002035729.2|DSEC
OG0007775	LOC118511535|XP_035910624.1|ASTE	LOC6618519|XP_002042779.1|DSEC
OG0007776	LOC118510436|XP_035908150.1|ASTE	LOC6614849|XP_002039267.1|DSEC
OG0007777	LOC118517124|XP_035918914.1|ASTE	LOC6618451|XP_002042721.1|DSEC
OG0007778	LOC118502968|XP_035891626.1|ASTE	LOC6615117|XP_032581304.1|DSEC
OG0007779	LOC118504490|XP_035894906.1|ASTE	LOC6605942|XP_002030755.1|DSEC
OG0007780	LOC118504611|XP_035895184.1|ASTE	LOC6616196|XP_032581031.1|DSEC
OG0007781	LOC118506008|XP_035898490.1|ASTE	LOC6615228|XP_032580570.1|DSEC
OG0007782	LOC118506062|XP_035898612.1|ASTE	LOC6612543|XP_002037051.1|DSEC
OG0007783	LOC118507058|XP_035900917.1|ASTE	LOC6612294|XP_002036804.2|DSEC
OG0007784	LOC118515536|XP_035917927.1|ASTE	LOC6613817|XP_032576620.1|DSEC
OG0007785	LOC118503936|XP_035893699.1|ASTE	LOC6614783|XP_002039203.1|DSEC
OG0007786	LOC118505606|XP_035897530.1|ASTE	LOC6617279|XP_002041606.1|DSEC
OG0007787	LOC118505604|XP_035897526.1|ASTE	LOC6612784|XP_032578274.1|DSEC
OG0007788	LOC118505579|XP_035897428.1|ASTE	LOC6607427|XP_002032196.1|DSEC
OG0007790	LOC118508467|XP_035904163.1|ASTE	LOC6612650|XP_032576902.1|DSEC
OG0007792	LOC118502871|XP_035891472.1|ASTE	LOC6615103|XP_002039519.2|DSEC
OG0007793	LOC118504373|XP_035894673.1|ASTE	LOC116801768|XP_032579077.1|DSEC
OG0007794	LOC118503566|XP_035892873.1|ASTE	LOC6614990|XP_032581419.1|DSEC
OG0007795	LOC118505245|XP_035896689.1|ASTE	LOC6618943|XP_002043192.1|DSEC
OG0007796	LOC118507549|XP_035902023.1|ASTE	LOC6619676|XP_002043891.1|DSEC
OG0007797	LOC118506814|XP_035900380.1|ASTE	LOC6612834|XP_002037335.1|DSEC
OG0007798	LOC118506815|XP_035900392.1|ASTE	LOC6612833|XP_002037334.1|DSEC
OG0007799	LOC118506793|XP_035900305.1|ASTE	LOC6607441|XP_002032210.1|DSEC
OG0007800	LOC118502911|XP_035891527.1|ASTE	LOC6607400|XP_002032173.1|DSEC
OG0007802	LOC118508308|XP_035903859.1|ASTE	LOC6620886|XP_002045089.1|DSEC
OG0007803	LOC118502852|XP_035891449.1|ASTE	LOC6613725|XP_032578546.1|DSEC
OG0007804	LOC118502843|XP_035891427.1|ASTE	LOC6619861|XP_032581496.1|DSEC
OG0007805	LOC118502831|XP_035891399.1|ASTE	LOC6615226|XP_002039632.1|DSEC
OG0007806	LOC118502825|XP_035891394.1|ASTE	LOC6615227|XP_002039633.1|DSEC
OG0007808	LOC118504652|XP_035895312.1|ASTE	LOC6619657|XP_002043872.1|DSEC
OG0007809	LOC118504976|XP_035896011.1|ASTE	LOC6615093|XP_002039509.1|DSEC
OG0007810	LOC118504972|XP_035895998.1|ASTE	LOC6617863|XP_002042171.1|DSEC
OG0007811	LOC118504967|XP_035895984.1|ASTE	LOC6621674|XP_032576392.1|DSEC
OG0007812	LOC118507889|XP_035903021.1|ASTE	LOC6619851|XP_002044064.1|DSEC
OG0007813	LOC118505554|XP_035897400.1|ASTE	LOC6607829|XP_002032587.1|DSEC
OG0007814	LOC118502889|XP_035891500.1|ASTE	LOC6614784|XP_032582189.1|DSEC
OG0007815	LOC118503030|XP_035891753.1|ASTE	LOC6619766|XP_032581405.1|DSEC
OG0007816	LOC118506922|XP_035900612.1|ASTE	LOC6616300|XP_002040664.1|DSEC
OG0007817	LOC118506901|XP_035900577.1|ASTE	LOC6614034|XP_002038488.1|DSEC
OG0007818	LOC118505794|XP_035898020.1|ASTE	LOC6607688|XP_002032452.1|DSEC
OG0007819	LOC118502894|XP_035891507.1|ASTE	LOC6615056|XP_002039473.2|DSEC
OG0007820	LOC118505199|XP_035896564.1|ASTE	LOC6612978|XP_032577236.1|DSEC
OG0007821	LOC118505635|XP_035897603.1|ASTE	LOC6612824|XP_002037325.1|DSEC
OG0007822	LOC118505632|XP_035897599.1|ASTE	LOC6612825|XP_002037326.2|DSEC
OG0007823	LOC118505629|XP_035897595.1|ASTE	LOC6612827|XP_002037328.2|DSEC
OG0007824	LOC118505623|XP_035897579.1|ASTE	LOC6612692|XP_032576257.1|DSEC
OG0007825	LOC118507886|XP_035903011.1|ASTE	LOC6606584|XP_032578791.1|DSEC
OG0007826	LOC118502957|XP_035891613.1|ASTE	LOC6618780|XP_032577255.1|DSEC
OG0007827	LOC118507847|XP_035902872.1|ASTE	LOC6612246|XP_002036758.1|DSEC
OG0007828	LOC118511564|XP_035910696.1|ASTE	LOC6610912|XP_002035469.1|DSEC
OG0007829	LOC118507904|XP_035903052.1|ASTE	LOC6613828|XP_002038297.1|DSEC
OG0007830	LOC118504293|XP_035894482.1|ASTE	LOC6613761|XP_032578400.1|DSEC
OG0007831	LOC118505242|XP_035896685.1|ASTE	LOC6619953|XP_002044165.1|DSEC
OG0007833	LOC118505191|XP_035896547.1|ASTE	LOC6616083|XP_002040449.1|DSEC
OG0007834	LOC118508311|XP_035903864.1|ASTE	LOC6619638|XP_002043853.1|DSEC
OG0007835	LOC118516634|XP_035918506.1|ASTE, LOC118508319|XP_035903882.1|ASTE	LOC6619655|XP_032576985.1|DSEC
OG0007837	LOC118502945|XP_035891588.1|ASTE	LOC6614083|XP_002038537.1|DSEC
OG0007838	LOC118502936|XP_035891578.1|ASTE	LOC6614074|XP_002038528.2|DSEC
OG0007839	LOC118507508|XP_035901941.1|ASTE	LOC6619767|XP_032580438.1|DSEC
OG0007840	LOC118507571|XP_035902099.1|ASTE	LOC6612782|XP_002037283.1|DSEC
OG0007841	LOC118506362|XP_035899270.1|ASTE	LOC6607344|XP_002032117.1|DSEC
OG0007844	LOC118507473|XP_035901870.1|ASTE	LOC6609754|XP_002034408.1|DSEC
OG0007845	LOC118507482|XP_035901890.1|ASTE	LOC6606534|XP_032577979.1|DSEC
OG0007846	LOC118507465|XP_035901853.1|ASTE	LOC6612383|XP_032579985.1|DSEC
OG0007847	LOC118508586|XP_035904384.1|ASTE	LOC6607678|XP_002032443.1|DSEC
OG0007848	LOC118502953|XP_035891603.1|ASTE	LOC6607686|XP_002032450.1|DSEC
OG0007849	LOC118502958|XP_035891614.1|ASTE	LOC6607050|XP_002031838.1|DSEC
OG0007850	LOC118502951|XP_035891600.1|ASTE	LOC6607049|XP_002031837.1|DSEC
OG0007851	LOC118502972|XP_035891635.1|ASTE	LOC6617147|XP_002041474.1|DSEC
OG0007852	LOC118502998|XP_035891699.1|ASTE	LOC6606684|XP_032577191.1|DSEC
OG0007853	LOC118503117|XP_035891955.1|ASTE	LOC6612604|XP_002037109.2|DSEC
OG0007854	LOC118503375|XP_035892468.1|ASTE	LOC6607698|XP_002032462.1|DSEC
OG0007855	LOC118504386|XP_035894687.1|ASTE	LOC6606994|XP_032578105.1|DSEC
OG0007856	LOC118504395|XP_035894694.1|ASTE	LOC6607687|XP_002032451.1|DSEC
OG0007857	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE	LOC6607615|XP_032577007.1|DSEC
OG0007858	LOC118503274|XP_035892240.1|ASTE	LOC6611641|XP_032580189.1|DSEC
OG0007859	LOC118503190|XP_035892064.1|ASTE	LOC6619778|XP_032581381.1|DSEC
OG0007860	LOC118503373|XP_035892463.1|ASTE	LOC6606917|XP_002031711.1|DSEC
OG0007861	LOC118506945|XP_035900655.1|ASTE	LOC6606921|XP_002031715.1|DSEC
OG0007863	LOC118502752|XP_035891211.1|ASTE	LOC6614446|XP_002038879.1|DSEC
OG0007864	LOC118505032|XP_035896147.1|ASTE	LOC6607289|XP_032577169.1|DSEC
OG0007865	LOC118505081|XP_035896263.1|ASTE	LOC6605351|XP_002030185.1|DSEC
OG0007866	LOC118504423|XP_035894753.1|ASTE	LOC6616778|XP_002041115.1|DSEC
OG0007867	LOC118503275|XP_035892242.1|ASTE	LOC6607451|XP_032578478.1|DSEC
OG0007868	LOC118502862|XP_035891463.1|ASTE	LOC6607843|XP_002032600.1|DSEC
OG0007869	LOC118513436|XP_035915066.1|ASTE	LOC6612311|XP_032580643.1|DSEC
OG0007870	LOC118511493|XP_035910544.1|ASTE	LOC6605215|XP_002030053.1|DSEC
OG0007871	LOC118513128|XP_035914438.1|ASTE	LOC6620363|XP_002044571.1|DSEC
OG0007872	LOC118511492|XP_035910536.1|ASTE	LOC6611118|XP_002035675.1|DSEC
OG0007873	LOC118514269|XP_035916903.1|ASTE	LOC116801064|XP_032574409.1|DSEC
OG0007874	LOC118508900|XP_035904652.1|ASTE	LOC6612419|XP_002036927.1|DSEC
OG0007875	LOC118510148|XP_035907535.1|ASTE	LOC6608541|XP_002033275.2|DSEC
OG0007876	LOC118509096|XP_035905141.1|ASTE	LOC6612315|XP_032581790.1|DSEC
OG0007877	LOC118510075|XP_035907362.1|ASTE	LOC6620360|XP_002044568.2|DSEC
OG0007878	LOC118512965|XP_035914084.1|ASTE	LOC6610107|XP_032571649.1|DSEC
OG0007879	LOC118510137|XP_035907509.1|ASTE	LOC6606105|XP_002030914.1|DSEC
OG0007880	LOC118512103|XP_035911967.1|ASTE	LOC6612540|XP_002037048.1|DSEC
OG0007881	LOC118509121|XP_035905198.1|ASTE	LOC6610685|XP_032575022.1|DSEC
OG0007882	LOC118509424|XP_035905905.1|ASTE	LOC6610679|XP_032576061.1|DSEC
OG0007883	LOC118509422|XP_035905887.1|ASTE	LOC6610680|XP_002035246.1|DSEC
OG0007884	LOC118509531|XP_035906144.1|ASTE	LOC6606037|XP_002030848.1|DSEC
OG0007885	LOC118509896|XP_035907037.1|ASTE	LOC6608542|XP_032570845.1|DSEC
OG0007886	LOC118511425|XP_035910403.1|ASTE	LOC6617867|XP_032579088.1|DSEC
OG0007887	LOC118512839|XP_035913785.1|ASTE	LOC6610678|XP_002035244.2|DSEC
OG0007888	LOC118512875|XP_035913861.1|ASTE	LOC6605224|XP_002030062.1|DSEC
OG0007889	LOC118512877|XP_035913863.1|ASTE	LOC6616447|XP_032574715.1|DSEC
OG0007890	LOC118510371|XP_035907988.1|ASTE	LOC6604831|XP_032574437.1|DSEC
OG0007891	LOC118510484|XP_035908257.1|ASTE	LOC6606244|XP_002031052.1|DSEC
OG0007892	LOC118511378|XP_035910266.1|ASTE	LOC6619126|XP_002043366.1|DSEC
OG0007893	LOC118509642|XP_035906442.1|ASTE	LOC6615726|XP_032571694.1|DSEC
OG0007894	LOC118514443|XP_035917245.1|ASTE	LOC6604988|XP_032575748.1|DSEC
OG0007895	LOC118514442|XP_035917236.1|ASTE	LOC6610140|XP_032575092.1|DSEC
OG0007896	LOC118512803|XP_035913636.1|ASTE	LOC6605178|XP_002030017.1|DSEC
OG0007897	LOC118509690|XP_035906639.1|ASTE	LOC6605436|XP_002030269.1|DSEC
OG0007898	LOC118513063|XP_035914305.1|ASTE	LOC6610472|XP_002035052.1|DSEC
OG0007899	LOC118512663|XP_035913305.1|ASTE	LOC6606118|XP_002030926.1|DSEC
OG0007900	LOC118514345|XP_035917057.1|ASTE	LOC116800491|XP_032571691.1|DSEC
OG0007901	LOC118512259|XP_035912316.1|ASTE	LOC6604931|XP_032573500.1|DSEC
OG0007902	LOC118505249|XP_035896695.1|ASTE	LOC6619585|XP_002043800.1|DSEC
OG0007903	LOC118514208|XP_035916794.1|ASTE	LOC6605876|XP_002030690.1|DSEC
OG0007904	LOC118514198|XP_035916780.1|ASTE	LOC6616361|XP_002040721.1|DSEC
OG0007905	LOC118512611|XP_035913177.1|ASTE	LOC6611599|XP_002036136.1|DSEC
OG0007906	LOC118511891|XP_035911412.1|ASTE	LOC6610877|XP_002035440.2|DSEC
OG0007907	LOC118510306|XP_035907828.1|ASTE	LOC6610859|XP_002035425.1|DSEC
OG0007908	LOC118510309|XP_035907839.1|ASTE	LOC6610858|XP_002035424.1|DSEC
OG0007909	LOC118512304|XP_035912428.1|ASTE	LOC6616080|XP_002040446.1|DSEC
OG0007910	LOC118511553|XP_035910675.1|ASTE	LOC6618381|XP_002042651.1|DSEC
OG0007911	LOC118508854|XP_035904500.1|ASTE	LOC6610675|XP_002035241.2|DSEC
OG0007912	LOC118508856|XP_035904502.1|ASTE	LOC6610399|XP_002034981.1|DSEC
OG0007913	LOC118508858|XP_035904505.1|ASTE	LOC6610674|XP_002035240.1|DSEC
OG0007914	LOC118510585|XP_035908474.1|ASTE	LOC6621954|XP_032576077.1|DSEC
OG0007915	LOC118511818|XP_035911251.1|ASTE	LOC6605987|XP_002030799.1|DSEC
OG0007916	LOC118511863|XP_035911336.1|ASTE	LOC6613539|XP_002038007.1|DSEC
OG0007917	LOC118513175|XP_035914528.1|ASTE	LOC6608347|XP_002033084.1|DSEC
OG0007918	LOC118512912|XP_035913949.1|ASTE	LOC6607921|XP_002032671.1|DSEC
OG0007919	LOC118511960|XP_035911575.1|ASTE	LOC6609289|XP_032572337.1|DSEC
OG0007920	LOC118511981|XP_035911613.1|ASTE	LOC6615402|XP_032570491.1|DSEC
OG0007921	LOC118511980|XP_035911612.1|ASTE	LOC6608663|XP_032571103.1|DSEC
OG0007922	LOC118510958|XP_035909310.1|ASTE	LOC6606729|XP_032578392.1|DSEC
OG0007923	LOC118511934|XP_035911514.1|ASTE	LOC6617611|XP_032580102.1|DSEC
OG0007924	LOC118511977|XP_035911606.1|ASTE	LOC6608885|XP_002033599.1|DSEC
OG0007925	LOC118512244|XP_035912281.1|ASTE	LOC6618917|XP_002043165.1|DSEC
OG0007926	LOC118507077|XP_035900952.1|ASTE	LOC6609354|XP_002034043.1|DSEC
OG0007927	LOC118505154|XP_035896435.1|ASTE	LOC6611433|XP_032572616.1|DSEC
OG0007928	LOC118504542|XP_035895029.1|ASTE	LOC6611738|XP_032583543.1|DSEC
OG0007929	LOC118504330|XP_035894554.1|ASTE	LOC6611456|XP_032580062.1|DSEC
OG0007930	LOC118505099|XP_035896295.1|ASTE	LOC6618933|XP_032572240.1|DSEC
OG0007931	LOC118513926|XP_035916187.1|ASTE	LOC6613625|XP_032583634.1|DSEC
OG0007932	LOC118512713|XP_035913443.1|ASTE	LOC116802232|XP_032581929.1|DSEC
OG0007933	LOC118512717|XP_035913449.1|ASTE	LOC6616842|XP_002041178.1|DSEC
OG0007934	LOC118511742|XP_035911085.1|ASTE	LOC6613834|XP_032577546.1|DSEC
OG0007935	LOC118511738|XP_035911081.1|ASTE	LOC6617812|XP_002042124.1|DSEC
OG0007936	LOC118513856|XP_035916048.1|ASTE	LOC6611992|XP_002036509.1|DSEC
OG0007937	LOC118511118|XP_035909736.1|ASTE	LOC6611581|XP_002036119.1|DSEC
OG0007938	LOC118511083|XP_035909656.1|ASTE	LOC6612057|XP_032574539.1|DSEC
OG0007939	LOC118511082|XP_035909655.1|ASTE	LOC6613296|XP_032574937.1|DSEC
OG0007940	LOC118511072|XP_035909623.1|ASTE	LOC6613298|XP_032570060.1|DSEC
OG0007941	LOC118513586|XP_035915448.1|ASTE	LOC6620142|XP_002044355.1|DSEC
OG0007942	LOC118510629|XP_035908561.1|ASTE	LOC6619993|XP_002044205.1|DSEC
OG0007943	LOC118510615|XP_035908525.1|ASTE	LOC6617847|XP_032570955.1|DSEC
OG0007944	LOC118511209|XP_035909885.1|ASTE	LOC6610401|XP_002034983.1|DSEC
OG0007945	LOC118513538|XP_035915304.1|ASTE	LOC6612019|XP_002036536.1|DSEC
OG0007946	LOC118513540|XP_035915306.1|ASTE	LOC6615799|XP_002040169.1|DSEC
OG0007947	LOC118513920|XP_035916176.1|ASTE	LOC6617840|XP_002042148.1|DSEC
OG0007948	LOC118513659|XP_035915645.1|ASTE	LOC6611388|XP_032573894.1|DSEC
OG0007949	LOC118513545|XP_035915320.1|ASTE	LOC6618967|XP_032580262.1|DSEC
OG0007950	LOC118511092|XP_035909687.1|ASTE	LOC6618206|XP_002042481.1|DSEC
OG0007951	LOC118511113|XP_035909731.1|ASTE	LOC6613433|XP_032583187.1|DSEC
OG0007952	LOC118511120|XP_035909745.1|ASTE	LOC6613377|XP_002037851.1|DSEC
OG0007953	LOC118512642|XP_035913246.1|ASTE	LOC6613622|XP_002038092.1|DSEC
OG0007954	LOC118509045|XP_035905013.1|ASTE	LOC6611436|XP_002035980.1|DSEC
OG0007955	LOC118511152|XP_035909773.1|ASTE	LOC6611883|XP_032576288.1|DSEC
OG0007956	LOC118509131|XP_035905223.1|ASTE	LOC6614729|XP_002039153.1|DSEC
OG0007957	LOC118511646|XP_035910873.1|ASTE	LOC6611926|XP_032582535.1|DSEC
OG0007958	LOC118514023|XP_035916390.1|ASTE	LOC6618524|XP_002042784.2|DSEC
OG0007959	LOC118514022|XP_035916388.1|ASTE	LOC6614560|XP_002038988.1|DSEC
OG0007960	LOC118512900|XP_035913908.1|ASTE	LOC6611998|XP_002036515.1|DSEC
OG0007961	LOC118511644|XP_035910862.1|ASTE	LOC6616931|XP_002041261.1|DSEC
OG0007962	LOC118509268|XP_035905514.1|ASTE	LOC6616165|XP_002040530.1|DSEC
OG0007963	LOC118509070|XP_035905086.1|ASTE	LOC6617819|XP_002042129.1|DSEC
OG0007964	LOC118509075|XP_035905100.1|ASTE	LOC6611404|XP_002035948.1|DSEC
OG0007965	LOC118509039|XP_035904972.1|ASTE	LOC6613590|XP_032575033.1|DSEC
OG0007966	LOC118510999|XP_035909407.1|ASTE	LOC6617400|XP_002041725.1|DSEC
OG0007967	LOC118511015|XP_035909436.1|ASTE	LOC6618226|XP_002042501.1|DSEC
OG0007968	LOC118514157|XP_035916666.1|ASTE	LOC6617390|XP_032577198.1|DSEC
OG0007969	LOC118514126|XP_035916604.1|ASTE	LOC6611945|XP_002036462.1|DSEC
OG0007971	LOC118514703|XP_035917662.1|ASTE	LOC6617663|XP_002041976.2|DSEC
OG0007972	LOC118513366|XP_035914890.1|ASTE	LOC6608838|XP_002033552.1|DSEC
OG0007973	LOC118513336|XP_035914849.1|ASTE	LOC6617735|XP_032572046.1|DSEC
OG0007975	LOC118510648|XP_035908656.1|ASTE	LOC6614014|XP_002038468.1|DSEC
OG0007976	LOC118514672|XP_035917608.1|ASTE	LOC6619834|XP_002044047.2|DSEC
OG0007977	LOC118514653|XP_035917578.1|ASTE	LOC6611615|XP_002036151.1|DSEC
OG0007978	LOC118514657|XP_035917583.1|ASTE	LOC6613401|XP_002037875.1|DSEC
OG0007979	LOC118513593|XP_035915466.1|ASTE	LOC6621795|XP_032570254.1|DSEC
OG0007980	LOC118514566|XP_035917459.1|ASTE	LOC6618132|XP_002042429.1|DSEC
OG0007981	LOC118514568|XP_035917461.1|ASTE	LOC6619955|XP_002044167.1|DSEC
OG0007982	LOC118514512|XP_035917352.1|ASTE	LOC6612097|XP_032583563.1|DSEC
OG0007983	LOC118512598|XP_035913145.1|ASTE	LOC6614534|XP_002038965.1|DSEC
OG0007984	LOC118508804|XP_035904417.1|ASTE	LOC6614703|XP_032578429.1|DSEC
OG0007985	LOC118512632|XP_035913221.1|ASTE	LOC116801817|XP_032579528.1|DSEC
OG0007986	LOC118509828|XP_035906891.1|ASTE	LOC6617738|XP_002042050.1|DSEC
OG0007987	LOC118513266|XP_035914727.1|ASTE	LOC6613144|XP_002037625.1|DSEC
OG0007988	LOC118508960|XP_035904782.1|ASTE	LOC6614780|XP_002039199.1|DSEC
OG0007989	LOC118514036|XP_035916405.1|ASTE	LOC6611932|XP_032569747.1|DSEC
OG0007990	LOC118509300|XP_035905641.1|ASTE	LOC6611997|XP_002036514.1|DSEC
OG0007991	LOC118513629|XP_035915586.1|ASTE	LOC6613286|XP_032569852.1|DSEC
OG0007993	LOC118510878|XP_035909138.1|ASTE	LOC6619497|XP_032578318.1|DSEC
OG0007994	LOC118511235|XP_035909965.1|ASTE	LOC6611888|XP_002036406.1|DSEC
OG0007995	LOC118511703|XP_035911008.1|ASTE	LOC6617900|XP_002042208.1|DSEC
OG0007996	LOC118513624|XP_035915575.1|ASTE	LOC6614932|XP_032581122.1|DSEC
OG0007997	LOC118514127|XP_035916606.1|ASTE	LOC6618341|XP_002042613.2|DSEC
OG0007998	LOC118514077|XP_035916498.1|ASTE	LOC6614612|XP_002039040.1|DSEC
OG0007999	LOC118514117|XP_035916586.1|ASTE	LOC6612058|XP_032580387.1|DSEC
OG0008000	LOC118514106|XP_035916573.1|ASTE	LOC6612059|XP_002036576.1|DSEC
OG0008001	LOC118510708|XP_035908801.1|ASTE	LOC6617760|XP_002042072.1|DSEC
OG0008002	LOC118510669|XP_035908706.1|ASTE	LOC6617248|XP_002041575.1|DSEC
OG0008003	LOC118510665|XP_035908698.1|ASTE	LOC6617762|XP_032583354.1|DSEC
OG0008004	LOC118505760|XP_035897872.1|ASTE	LOC6615844|XP_032580234.1|DSEC
OG0008005	LOC118505763|XP_035897885.1|ASTE	LOC6617562|XP_032581854.1|DSEC
OG0008006	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE	LOC6615045|XP_002039462.1|DSEC
OG0008007	LOC118505743|XP_035897830.1|ASTE	LOC6612499|XP_002037007.1|DSEC
OG0008009	LOC118503508|XP_035892751.1|ASTE	LOC6612537|XP_032581340.1|DSEC
OG0008010	LOC118505613|XP_035897551.1|ASTE	LOC6617906|XP_032581626.1|DSEC
OG0008011	LOC118505618|XP_035897572.1|ASTE	LOC6615542|XP_002039921.1|DSEC
OG0008012	LOC118505619|XP_035897574.1|ASTE	LOC6608575|XP_032571330.1|DSEC
OG0008013	LOC118508357|XP_035903954.1|ASTE	LOC6609983|XP_032570709.1|DSEC
OG0008014	LOC118505644|XP_035897615.1|ASTE	LOC6613835|XP_002038304.2|DSEC
OG0008015	LOC118505180|XP_035896526.1|ASTE	LOC6605245|XP_002030083.1|DSEC
OG0008016	LOC118505255|XP_035896704.1|ASTE	LOC6605247|XP_002030085.1|DSEC
OG0008017	LOC118517527|XP_035919653.1|ASTE	LOC6618610|XP_032580670.1|DSEC
OG0008018	LOC118502504|XP_035890630.1|ASTE	LOC6615983|XP_032581784.1|DSEC
OG0008019	LOC118505824|XP_035898066.1|ASTE	LOC6615050|XP_032580453.1|DSEC
OG0008020	LOC118506175|XP_035898839.1|ASTE	LOC6620386|XP_002044595.2|DSEC
OG0008021	LOC118504251|XP_035894371.1|ASTE	LOC6616222|XP_002040587.2|DSEC
OG0008022	LOC118508344|XP_035903917.1|ASTE	LOC6617124|XP_032579339.1|DSEC
OG0008023	LOC118502757|XP_035891221.1|ASTE	LOC6615964|XP_032581070.1|DSEC
OG0008024	LOC118502762|XP_035891234.1|ASTE	LOC6615966|XP_032581072.1|DSEC
OG0008025	LOC118505537|XP_035897350.1|ASTE	LOC6615986|XP_032582117.1|DSEC
OG0008026	LOC118504621|XP_035895204.1|ASTE	LOC6617661|XP_002041974.1|DSEC
OG0008027	LOC118504618|XP_035895191.1|ASTE	LOC6612487|XP_002036995.1|DSEC
OG0008028	LOC118517541|XP_035919672.1|ASTE	LOC6616635|XP_002040992.1|DSEC
OG0008029	LOC118508346|XP_035903925.1|ASTE	LOC6607725|XP_002032488.1|DSEC
OG0008030	LOC118505341|XP_035896891.1|ASTE	LOC6613864|XP_002038333.1|DSEC
OG0008031	LOC118505345|XP_035896897.1|ASTE	LOC6613173|XP_002037654.1|DSEC
OG0008032	LOC118506610|XP_035899870.1|ASTE	LOC6619503|XP_032578325.1|DSEC
OG0008033	LOC118502677|XP_035891068.1|ASTE	LOC6606794|XP_032577374.1|DSEC
OG0008034	LOC118504950|XP_035895952.1|ASTE	LOC6606731|XP_032576603.1|DSEC
OG0008035	LOC118517582|XP_035919749.1|ASTE	LOC6618539|XP_002042799.1|DSEC
OG0008036	LOC118505224|XP_035896645.1|ASTE	LOC6616930|XP_002041255.1|DSEC
OG0008037	LOC118505159|XP_035896446.1|ASTE	LOC6619724|XP_032578117.1|DSEC
OG0008038	LOC118504647|XP_035895296.1|ASTE	LOC6612468|XP_032581493.1|DSEC
OG0008039	LOC118503624|XP_035893004.1|ASTE	LOC6619241|XP_032579293.1|DSEC
OG0008040	LOC118503655|XP_035893070.1|ASTE	LOC6619520|XP_002043735.1|DSEC
OG0008042	LOC118505493|XP_035897241.1|ASTE	LOC6606665|XP_002031465.1|DSEC
OG0008043	LOC118506673|XP_035900000.1|ASTE	LOC6616132|XP_002040497.1|DSEC
OG0008044	LOC118506664|XP_035899977.1|ASTE	LOC6616175|XP_032580200.1|DSEC
OG0008045	LOC118506656|XP_035899967.1|ASTE	LOC6612578|XP_002037083.1|DSEC
OG0008046	LOC118506647|XP_035899940.1|ASTE	LOC6619248|XP_002043466.2|DSEC
OG0008047	LOC118506578|XP_035899827.1|ASTE	LOC6620052|XP_032576291.1|DSEC
OG0008048	LOC118506574|XP_035899809.1|ASTE	LOC6619246|XP_002043464.1|DSEC
OG0008049	LOC118506576|XP_035899815.1|ASTE	LOC6620053|XP_002044265.1|DSEC
OG0008050	LOC118506568|XP_035899785.1|ASTE	LOC6616950|XP_002041278.2|DSEC
OG0008051	LOC118506567|XP_035899784.1|ASTE	LOC6606625|XP_002031426.1|DSEC
OG0008052	LOC118503673|XP_035893107.1|ASTE	LOC6606180|XP_002030988.1|DSEC
OG0008053	LOC118504985|XP_035896035.1|ASTE	LOC6620132|XP_002044344.1|DSEC
OG0008054	LOC118506338|XP_035899211.1|ASTE	LOC6615841|XP_032580244.1|DSEC
OG0008055	LOC118506334|XP_035899202.1|ASTE	LOC6617660|XP_032581351.1|DSEC
