Orthogroup	ASTE.longest_only	DSUB.longest_only
OG0008092	LOC118506433|XP_035899444.1|ASTE	LOC117896733|XP_034661088.1|DSUB
OG0008093	LOC118505835|XP_035898085.1|ASTE	LOC117889592|XP_034649894.1|DSUB
OG0008094	LOC118505834|XP_035898083.1|ASTE	LOC117902645|XP_034670061.1|DSUB
OG0008095	LOC118504501|XP_035894920.1|ASTE	LOC117899321|XP_034665143.1|DSUB
OG0008096	LOC118504810|XP_035895704.1|ASTE	LOC117903106|XP_034670820.1|DSUB
OG0008097	LOC118505364|XP_035896949.1|ASTE	LOC117892190|XP_034654173.1|DSUB
OG0008098	LOC118502403|XP_035890519.1|ASTE	LOC117894854|XP_034658000.1|DSUB
OG0008099	LOC118508361|XP_035903975.1|ASTE	LOC117894690|XP_034657759.1|DSUB
OG0008100	LOC118502818|XP_035891360.1|ASTE	LOC117896838|XP_034661248.1|DSUB
OG0008101	LOC118502671|XP_035891042.1|ASTE	LOC117891393|XP_034652769.1|DSUB
OG0008102	LOC118508377|XP_035904007.1|ASTE	LOC117895986|XP_034659862.1|DSUB
OG0008103	LOC118506410|XP_035899378.1|ASTE	LOC117891141|XP_034652296.1|DSUB
OG0008104	LOC118503192|XP_035892067.1|ASTE	LOC117895836|XP_034659669.1|DSUB
OG0008105	LOC118506387|XP_035899320.1|ASTE	LOC117899188|XP_034664941.1|DSUB
OG0008106	LOC118504262|XP_035894384.1|ASTE	LOC117894314|XP_034657176.1|DSUB
OG0008107	LOC118504811|XP_035895707.1|ASTE	LOC117898129|XP_034663214.1|DSUB
OG0008108	LOC118506265|XP_035899060.1|ASTE	LOC117903842|XP_034672193.1|DSUB
OG0008109	LOC118503258|XP_035892193.1|ASTE	LOC117903174|XP_034670910.1|DSUB
OG0008110	LOC118505079|XP_035896261.1|ASTE	LOC117901615|XP_034668339.1|DSUB
OG0008111	LOC118505051|XP_035896217.1|ASTE	LOC117900038|XP_034666159.1|DSUB
OG0008112	LOC118505027|XP_035896131.1|ASTE	LOC117903745|XP_034672026.1|DSUB
OG0008113	LOC118505026|XP_035896130.1|ASTE	LOC117903593|XP_034671708.1|DSUB
OG0008114	LOC118505025|XP_035896129.1|ASTE	LOC117903592|XP_034671707.1|DSUB
OG0008115	LOC118505024|XP_035896120.1|ASTE	LOC117903381|XP_034671253.1|DSUB
OG0008116	LOC118505023|XP_035896118.1|ASTE	LOC117896133|XP_034660092.1|DSUB
OG0008117	LOC118504984|XP_035896031.1|ASTE	LOC117903134|XP_034670865.1|DSUB
OG0008118	LOC118504657|XP_035895332.1|ASTE	LOC117901352|XP_034667995.1|DSUB
OG0008119	LOC118504660|XP_035895336.1|ASTE	LOC117897727|XP_034662648.1|DSUB
OG0008120	LOC118504377|XP_035894680.1|ASTE	LOC117903133|XP_034670857.1|DSUB
OG0008121	LOC118504380|XP_035894683.1|ASTE	LOC117890167|XP_034650756.1|DSUB
OG0008122	LOC118502850|XP_035891445.1|ASTE	LOC117893703|XP_034656489.1|DSUB
OG0008123	LOC118507568|XP_035902084.1|ASTE	LOC117903685|XP_034671914.1|DSUB
OG0008124	LOC118507566|XP_035902080.1|ASTE	LOC117890908|XP_034651916.1|DSUB
OG0008125	LOC118506822|XP_035900405.1|ASTE	LOC117889622|XP_034649961.1|DSUB
OG0008126	LOC118504376|XP_035894677.1|ASTE	LOC117903867|XP_034672248.1|DSUB
OG0008127	LOC118502557|XP_035890754.1|ASTE, LOC118515306|XP_035917874.1|ASTE	LOC117903404|XP_034671289.1|DSUB
OG0008129	LOC118506843|XP_035900452.1|ASTE	LOC117890325|XP_034651016.1|DSUB
OG0008130	LOC118506857|XP_035900480.1|ASTE	LOC117903207|XP_034670985.1|DSUB
OG0008131	LOC118506862|XP_035900491.1|ASTE	LOC117897487|XP_034662267.1|DSUB
OG0008132	LOC118505186|XP_035896534.1|ASTE	LOC117897832|XP_034662785.1|DSUB
OG0008133	LOC118505203|XP_035896577.1|ASTE	LOC117892413|XP_034654538.1|DSUB
OG0008135	LOC118510971|XP_035909356.1|ASTE	LOC117898369|XP_034663598.1|DSUB
OG0008136	LOC118510976|XP_035909370.1|ASTE	LOC117902426|XP_034669677.1|DSUB
OG0008137	LOC118511898|XP_035911422.1|ASTE	LOC117896474|XP_034660704.1|DSUB
OG0008138	LOC118512416|XP_035912708.1|ASTE	LOC117894511|XP_034657511.1|DSUB
OG0008139	LOC118512415|XP_035912707.1|ASTE	LOC117889929|XP_034650348.1|DSUB
OG0008140	LOC118512401|XP_035912677.1|ASTE	LOC117889623|XP_034649962.1|DSUB, LOC117889627|XP_034649965.1|DSUB
OG0008141	LOC118512399|XP_035912674.1|ASTE	LOC117889596|XP_034649897.1|DSUB
OG0008142	LOC118517719|XP_035920061.1|ASTE	LOC117898580|XP_034664013.1|DSUB
OG0008143	LOC118512423|XP_035912719.1|ASTE	LOC117893346|XP_034655830.1|DSUB
OG0008145	LOC118505934|XP_035898333.1|ASTE	LOC117898093|XP_034663167.1|DSUB
OG0008146	LOC118505931|XP_035898330.1|ASTE	LOC117903674|XP_034649854.1|DSUB
OG0008147	LOC118505384|XP_035896980.1|ASTE	LOC117889569|XP_034654003.1|DSUB
OG0008148	LOC118506002|XP_035898476.1|ASTE	LOC117903831|XP_034672177.1|DSUB
OG0008149	LOC118507226|XP_035901283.1|ASTE	LOC117903113|XP_034670830.1|DSUB
OG0008150	LOC118507228|XP_035901287.1|ASTE	LOC117898426|XP_034663709.1|DSUB
OG0008151	LOC118507229|XP_035901289.1|ASTE	LOC117903740|XP_034671994.1|DSUB
OG0008152	LOC118512024|XP_035911702.1|ASTE	LOC117903747|XP_034672038.1|DSUB
OG0008153	LOC118506155|XP_035898818.1|ASTE	LOC117891172|XP_034652385.1|DSUB
OG0008154	LOC118506157|XP_035898820.1|ASTE	LOC117895084|XP_034658371.1|DSUB
OG0008155	LOC118504014|XP_035893870.1|ASTE	LOC117895079|XP_034658360.1|DSUB
OG0008156	LOC118504043|XP_035893935.1|ASTE	LOC117899334|XP_034665162.1|DSUB
OG0008157	LOC118503966|XP_035893775.1|ASTE	LOC117896216|XP_034660241.1|DSUB
OG0008158	LOC118508237|XP_035903738.1|ASTE	LOC117903546|XP_034671628.1|DSUB
OG0008160	LOC118503516|XP_035892761.1|ASTE	LOC117890482|XP_034651241.1|DSUB
OG0008161	LOC118507434|XP_035901802.1|ASTE	LOC117903518|XP_034671523.1|DSUB
OG0008162	LOC118508063|XP_035903411.1|ASTE	LOC117903391|XP_034671268.1|DSUB
OG0008163	LOC118517648|XP_035919869.1|ASTE	LOC117895492|XP_034659079.1|DSUB
OG0008164	LOC118508559|XP_035904347.1|ASTE	LOC117903605|XP_034671747.1|DSUB
OG0008165	LOC118512429|XP_035912779.1|ASTE	LOC117903042|XP_034670670.1|DSUB
OG0008166	LOC118511215|XP_035909902.1|ASTE	LOC117903046|XP_034670674.1|DSUB
OG0008167	LOC118510926|XP_035909230.1|ASTE	LOC117903135|XP_034670862.1|DSUB
OG0008168	LOC118510920|XP_035909223.1|ASTE	LOC117903127|XP_034670847.1|DSUB
OG0008169	LOC118510924|XP_035909227.1|ASTE	LOC117903821|XP_034672162.1|DSUB
OG0008170	LOC118508204|XP_035903667.1|ASTE	LOC117891345|XP_034652667.1|DSUB
OG0008171	LOC118503923|XP_035893646.1|ASTE	LOC117903440|XP_034671363.1|DSUB
OG0008172	LOC118507247|XP_035901421.1|ASTE	LOC117896688|XP_034661030.1|DSUB
OG0008173	LOC118503538|XP_035892830.1|ASTE	LOC117901982|XP_034668882.1|DSUB
OG0008174	LOC118505944|XP_035898361.1|ASTE	LOC117891153|XP_034652299.1|DSUB
OG0008175	LOC118509904|XP_035907056.1|ASTE	LOC117893835|XP_034656493.1|DSUB
OG0008176	LOC118505920|XP_035898305.1|ASTE	LOC117903120|XP_034670838.1|DSUB
OG0008177	LOC118507213|XP_035901205.1|ASTE	LOC117903083|XP_034670778.1|DSUB
OG0008178	LOC118507209|XP_035901191.1|ASTE	LOC117892142|XP_034654075.1|DSUB
OG0008179	LOC118507203|XP_035901179.1|ASTE	LOC117900338|XP_034666571.1|DSUB
OG0008180	LOC118507922|XP_035903117.1|ASTE	LOC117903616|XP_034671763.1|DSUB
OG0008181	LOC118507923|XP_035903118.1|ASTE	LOC117903618|XP_034671765.1|DSUB
OG0008183	LOC118504066|XP_035893997.1|ASTE	LOC117890947|XP_034651973.1|DSUB
OG0008184	LOC118504132|XP_035894113.1|ASTE	LOC117899033|XP_034664682.1|DSUB
OG0008185	LOC118504145|XP_035894136.1|ASTE	LOC117896180|XP_034660155.1|DSUB
OG0008186	LOC118517630|XP_035919834.1|ASTE	LOC117892391|XP_034654498.1|DSUB
OG0008187	LOC118517634|XP_035919839.1|ASTE	LOC117892398|XP_034654505.1|DSUB
OG0008188	LOC118505932|XP_035898331.1|ASTE	LOC117902090|XP_034669077.1|DSUB
OG0008189	LOC118503988|XP_035893829.1|ASTE	LOC117901888|XP_034668741.1|DSUB
OG0008190	LOC118504730|XP_035895475.1|ASTE	LOC117895634|XP_034659280.1|DSUB
OG0008191	LOC118507256|XP_035901438.1|ASTE	LOC117903780|XP_034672096.1|DSUB
OG0008192	LOC118517647|XP_035919866.1|ASTE	LOC117897845|XP_034662806.1|DSUB
OG0008193	LOC118507419|XP_035901778.1|ASTE	LOC117903473|XP_034671419.1|DSUB
OG0008194	LOC118517686|XP_035919990.1|ASTE	LOC117900806|XP_034667184.1|DSUB
OG0008195	LOC118517688|XP_035919992.1|ASTE	LOC117892644|XP_034654889.1|DSUB
OG0008196	LOC118508406|XP_035904063.1|ASTE	LOC117892492|XP_034654649.1|DSUB
OG0008197	LOC118507266|XP_035901451.1|ASTE	LOC117894154|XP_034656941.1|DSUB
OG0008198	LOC118504655|XP_035895331.1|ASTE	LOC117903343|XP_034671182.1|DSUB
OG0008199	LOC118508121|XP_035903521.1|ASTE	LOC117893854|XP_034656515.1|DSUB
OG0008200	LOC118512364|XP_035912582.1|ASTE	LOC117890564|XP_034651389.1|DSUB
OG0008201	LOC118517605|XP_035919795.1|ASTE	LOC117895076|XP_034658356.1|DSUB
OG0008202	LOC118517604|XP_035919790.1|ASTE	LOC117894844|XP_034657985.1|DSUB
OG0008203	LOC118507988|XP_035903251.1|ASTE	LOC117895283|XP_034658710.1|DSUB
OG0008204	LOC118504724|XP_035895459.1|ASTE	LOC117903678|XP_034671907.1|DSUB
OG0008205	LOC118508035|XP_035903330.1|ASTE	LOC117903362|XP_034671208.1|DSUB
OG0008206	LOC118507308|XP_035901578.1|ASTE	LOC117895827|XP_034659655.1|DSUB
OG0008207	LOC118503479|XP_035892671.1|ASTE	LOC117893106|XP_034655430.1|DSUB
OG0008208	LOC118505881|XP_035898212.1|ASTE	LOC117890498|XP_034651280.1|DSUB
OG0008210	LOC118504226|XP_035894334.1|ASTE	LOC117900367|XP_034666606.1|DSUB
OG0008211	LOC118503532|XP_035892811.1|ASTE	LOC117901484|XP_034668143.1|DSUB
OG0008212	LOC118503873|XP_035893508.1|ASTE	LOC117893878|XP_034656541.1|DSUB
OG0008213	LOC118503870|XP_035893503.1|ASTE	LOC117897679|XP_034662584.1|DSUB
OG0008214	LOC118507416|XP_035901773.1|ASTE	LOC117895197|XP_034658569.1|DSUB
OG0008215	LOC118503725|XP_035893224.1|ASTE	LOC117894712|XP_034657826.1|DSUB
OG0008216	LOC118506118|XP_035898720.1|ASTE	LOC117894772|XP_034657887.1|DSUB
OG0008217	LOC118504836|XP_035895734.1|ASTE	LOC117903213|XP_034670994.1|DSUB
OG0008218	LOC118504122|XP_035894105.1|ASTE	LOC117891600|XP_034653024.1|DSUB
OG0008219	LOC118503436|XP_035892584.1|ASTE	LOC117903664|XP_034671876.1|DSUB
OG0008220	LOC118508154|XP_035903584.1|ASTE	LOC117903824|XP_034672164.1|DSUB
OG0008221	LOC118503666|XP_035893089.1|ASTE	LOC117902708|XP_034670153.1|DSUB
OG0008223	LOC118503823|XP_035893417.1|ASTE	LOC117893212|XP_034655631.1|DSUB
OG0008224	LOC118503762|XP_035893319.1|ASTE	LOC117894645|XP_034657708.1|DSUB
OG0008225	LOC118506864|XP_035900493.1|ASTE	LOC117903327|XP_034671161.1|DSUB
OG0008227	LOC118508130|XP_035903944.1|ASTE	LOC117898130|XP_034663215.1|DSUB
OG0008228	LOC118505437|XP_035897115.1|ASTE	LOC117897715|XP_034662629.1|DSUB
OG0008229	LOC118502750|XP_035891209.1|ASTE	LOC117896251|XP_034660312.1|DSUB
OG0008230	LOC118508531|XP_035904302.1|ASTE	LOC117896691|XP_034661032.1|DSUB
OG0008234	LOC118503444|XP_035892601.1|ASTE	LOC117891967|XP_034653731.1|DSUB
OG0008235	LOC118512342|XP_035912521.1|ASTE	LOC117890087|XP_034650640.1|DSUB
OG0008237	LOC118512240|XP_035912273.1|ASTE	LOC117892662|XP_034654940.1|DSUB
OG0008238	LOC118514199|XP_035916781.1|ASTE	LOC117895695|XP_034659432.1|DSUB
OG0008239	LOC118510387|XP_035908032.1|ASTE	LOC117893374|XP_034655859.1|DSUB
OG0008240	LOC118514475|XP_035917292.1|ASTE	LOC117891630|XP_034653063.1|DSUB
OG0008243	LOC118502419|XP_035890537.1|ASTE	LOC117892542|XP_034654742.1|DSUB
OG0008269	LOC118511260|XP_035910023.1|ASTE	LOC117900547|XP_034666841.1|DSUB
OG0008270	LOC118510622|XP_035908548.1|ASTE	LOC117903364|XP_034671215.1|DSUB
OG0008272	LOC118505973|XP_035898418.1|ASTE	LOC117903534|XP_034671604.1|DSUB
OG0008274	LOC118516603|XP_035918468.1|ASTE	LOC117901726|XP_034668499.1|DSUB
OG0008275	LOC118504155|XP_035894181.1|ASTE	LOC117903062|XP_034670707.1|DSUB
OG0008276	LOC118502887|XP_035891502.1|ASTE	LOC117891416|XP_034652763.1|DSUB
OG0008277	LOC118502944|XP_035891591.1|ASTE	LOC117903480|XP_034671427.1|DSUB
OG0008278	LOC118511536|XP_035910625.1|ASTE	LOC117902308|XP_034669480.1|DSUB
OG0008279	LOC118517506|XP_035919619.1|ASTE	LOC117903888|XP_034672278.1|DSUB
OG0008280	LOC118517510|XP_035919628.1|ASTE	LOC117903891|XP_034672284.1|DSUB
OG0008281	LOC118510080|XP_035907385.1|ASTE	LOC117898772|XP_034664300.1|DSUB
OG0008282	LOC118509924|XP_035907150.1|ASTE	LOC117894922|XP_034658160.1|DSUB
OG0008285	LOC118508021|XP_035903318.1|ASTE	LOC117901700|XP_034668457.1|DSUB
OG0008286	LOC118507666|XP_035902340.1|ASTE	LOC117903900|XP_034672296.1|DSUB
OG0008287	LOC118504055|XP_035893983.1|ASTE	LOC117889603|XP_034649908.1|DSUB
OG0008289	LOC118515915|XP_035917971.1|ASTE	LOC117899308|XP_034665125.1|DSUB
OG0008290	LOC118516879|XP_035918630.1|ASTE	LOC117889907|XP_034650324.1|DSUB
OG0008291	LOC118516863|XP_035918629.1|ASTE	LOC117891099|XP_034652179.1|DSUB
OG0008292	LOC118517219|XP_035919120.1|ASTE	LOC117901716|XP_034668487.1|DSUB
OG0008293	LOC118517466|XP_035919530.1|ASTE	LOC117897863|XP_034662827.1|DSUB
OG0008295	LOC118508401|XP_035904059.1|ASTE	LOC117890895|XP_034651924.1|DSUB
OG0008296	LOC118502560|XP_035890771.1|ASTE	LOC117897299|XP_034661936.1|DSUB
OG0008297	LOC118517357|XP_035919257.1|ASTE	LOC117889605|XP_034649914.1|DSUB
OG0008299	LOC118506492|XP_035899576.1|ASTE	LOC117899352|XP_034665210.1|DSUB
OG0008300	LOC118516969|XP_035918692.1|ASTE	LOC117903494|XP_034671461.1|DSUB
OG0008302	LOC118517497|XP_035919595.1|ASTE	LOC117899777|XP_034665944.1|DSUB
OG0008303	LOC118506904|XP_035900589.1|ASTE	LOC117895646|XP_034659326.1|DSUB
OG0008304	LOC118506272|XP_035899082.1|ASTE	LOC117902200|XP_034669296.1|DSUB
OG0008305	LOC118505578|XP_035897427.1|ASTE	LOC117903287|XP_034671102.1|DSUB
OG0008306	LOC118506787|XP_035900297.1|ASTE	LOC117903834|XP_034672176.1|DSUB
OG0008307	LOC118507787|XP_035902715.1|ASTE	LOC117899734|XP_034665870.1|DSUB
OG0008308	LOC118504653|XP_035895319.1|ASTE	LOC117898860|XP_034664428.1|DSUB
OG0008309	LOC118506791|XP_035900303.1|ASTE	LOC117902244|XP_034669380.1|DSUB
OG0008311	LOC118502897|XP_035891512.1|ASTE	LOC117897949|XP_034662944.1|DSUB
OG0008313	LOC118502702|XP_035891129.1|ASTE	LOC117901911|XP_034668771.1|DSUB
OG0008314	LOC118504978|XP_035896014.1|ASTE	LOC117892517|XP_034654694.1|DSUB
OG0008315	LOC118502885|XP_035891497.1|ASTE	LOC117895782|XP_034659571.1|DSUB
OG0008317	LOC118517623|XP_035919822.1|ASTE	LOC117899314|XP_034665131.1|DSUB
OG0008318	LOC118502898|XP_035891513.1|ASTE	LOC117889616|XP_034649931.1|DSUB
OG0008319	LOC118508444|XP_035904127.1|ASTE	LOC117891846|XP_034653488.1|DSUB
OG0008320	LOC118507466|XP_035901854.1|ASTE	LOC117890016|XP_034650511.1|DSUB
OG0008321	LOC118502970|XP_035891628.1|ASTE	LOC117896143|XP_034660106.1|DSUB
OG0008322	LOC118504387|XP_035894688.1|ASTE	LOC117902382|XP_034669594.1|DSUB
OG0008323	LOC118503378|XP_035892471.1|ASTE	LOC117897744|XP_034662677.1|DSUB
OG0008324	LOC118517617|XP_035919806.1|ASTE	LOC117903547|XP_034671629.1|DSUB
OG0008326	LOC118507741|XP_035902613.1|ASTE	LOC117896810|XP_034661204.1|DSUB
OG0008327	LOC118508912|XP_035904665.1|ASTE	LOC117889841|XP_034650222.1|DSUB
OG0008328	LOC118509098|XP_035905143.1|ASTE	LOC117903723|XP_034671963.1|DSUB
OG0008329	LOC118512166|XP_035912141.1|ASTE	LOC117901738|XP_034668520.1|DSUB
OG0008331	LOC118510072|XP_035907360.1|ASTE	LOC117893793|XP_034656428.1|DSUB
OG0008332	LOC118510317|XP_035907850.1|ASTE	LOC117895400|XP_034658918.1|DSUB
OG0008333	LOC118510319|XP_035907853.1|ASTE	LOC117894453|XP_034657441.1|DSUB
OG0008334	LOC118510315|XP_035907846.1|ASTE	LOC117894446|XP_034657422.1|DSUB
OG0008336	LOC118510420|XP_035908082.1|ASTE	LOC117893816|XP_034656458.1|DSUB
OG0008337	LOC118511571|XP_035910709.1|ASTE	LOC117889969|XP_034650423.1|DSUB
OG0008338	LOC118509441|XP_035905943.1|ASTE	LOC117894827|XP_034657966.1|DSUB
OG0008339	LOC118505490|XP_035897237.1|ASTE	LOC117890800|XP_034651769.1|DSUB
OG0008341	LOC118512805|XP_035913639.1|ASTE	LOC117893810|XP_034656448.1|DSUB
OG0008342	LOC118514403|XP_035917177.1|ASTE	LOC117894355|XP_034657236.1|DSUB
OG0008343	LOC118517270|XP_035919136.1|ASTE, LOC118510242|XP_035907704.1|ASTE	LOC117896126|XP_034660074.1|DSUB
OG0008345	LOC118509615|XP_035906334.1|ASTE	LOC117894051|XP_034656795.1|DSUB
OG0008346	LOC118510307|XP_035907832.1|ASTE	LOC117900233|XP_034666414.1|DSUB
OG0008347	LOC118510314|XP_035907845.1|ASTE	LOC117900986|XP_034667474.1|DSUB
OG0008351	LOC118514233|XP_035916830.1|ASTE	LOC117893541|XP_034656081.1|DSUB
OG0008353	LOC118511852|XP_035911291.1|ASTE	LOC117893768|XP_034656399.1|DSUB
OG0008355	LOC118511952|XP_035911555.1|ASTE	LOC117889998|XP_034650476.1|DSUB
OG0008356	LOC118509685|XP_035906629.1|ASTE	LOC117895193|XP_034658566.1|DSUB
OG0008357	LOC118510951|XP_035909288.1|ASTE	LOC117899224|XP_034664989.1|DSUB
OG0008358	LOC118510950|XP_035909287.1|ASTE	LOC117902116|XP_034669122.1|DSUB
OG0008359	LOC118512241|XP_035912274.1|ASTE	LOC117891660|XP_034653106.1|DSUB
OG0008360	LOC118504530|XP_035894967.1|ASTE	LOC117890721|XP_034651654.1|DSUB
OG0008361	LOC118506500|XP_035899591.1|ASTE	LOC117901333|XP_034667932.1|DSUB
OG0008362	LOC118508538|XP_035904311.1|ASTE	LOC117903501|XP_034671472.1|DSUB
OG0008363	LOC118508537|XP_035904310.1|ASTE	LOC117890366|XP_034651051.1|DSUB
OG0008364	LOC118508550|XP_035904331.1|ASTE	LOC117901790|XP_034668591.1|DSUB
OG0008365	LOC118511942|XP_035911536.1|ASTE	LOC117892146|XP_034654081.1|DSUB
OG0008366	LOC118510974|XP_035909360.1|ASTE	LOC117897456|XP_034662193.1|DSUB
OG0008368	LOC118513566|XP_035915388.1|ASTE	LOC117902166|XP_034669196.1|DSUB
OG0008369	LOC118513853|XP_035916038.1|ASTE	LOC117898244|XP_034663385.1|DSUB
OG0008370	LOC118511111|XP_035909729.1|ASTE	LOC117898070|XP_034663133.1|DSUB
OG0008371	LOC118511599|XP_035910773.1|ASTE	LOC117899792|XP_034665963.1|DSUB
OG0008372	LOC118514004|XP_035916346.1|ASTE	LOC117902395|XP_034669612.1|DSUB
OG0008373	LOC118514008|XP_035916353.1|ASTE	LOC117901837|XP_034668663.1|DSUB
OG0008374	LOC118512538|XP_035913001.1|ASTE	LOC117902187|XP_034669253.1|DSUB
OG0008375	LOC118503466|XP_035892651.1|ASTE	LOC117899958|XP_034666003.1|DSUB
OG0008377	LOC118513778|XP_035915849.1|ASTE	LOC117900343|XP_034666574.1|DSUB
OG0008379	LOC118511683|XP_035910950.1|ASTE	LOC117902030|XP_034668982.1|DSUB
OG0008380	LOC118508848|XP_035904492.1|ASTE	LOC117901453|XP_034668093.1|DSUB
OG0008381	LOC118514656|XP_035917582.1|ASTE	LOC117902074|XP_034669055.1|DSUB
OG0008383	LOC118514582|XP_035917478.1|ASTE	LOC117901028|XP_034667522.1|DSUB
OG0008384	LOC118512434|XP_035912785.1|ASTE	LOC117901102|XP_034667622.1|DSUB
OG0008385	LOC118509222|XP_035905413.1|ASTE	LOC117902170|XP_034669201.1|DSUB
OG0008386	LOC118513452|XP_035915099.1|ASTE	LOC117903112|XP_034670829.1|DSUB
OG0008387	LOC118513658|XP_035915637.1|ASTE	LOC117899526|XP_034665479.1|DSUB
OG0008388	LOC118511238|XP_035909969.1|ASTE	LOC117902300|XP_034669472.1|DSUB
OG0008390	LOC118514057|XP_035916444.1|ASTE	LOC117900676|XP_034667012.1|DSUB
OG0008391	LOC118510687|XP_035908747.1|ASTE	LOC117900054|XP_034666142.1|DSUB
OG0008393	LOC118505326|XP_035896864.1|ASTE	LOC117893133|XP_034655474.1|DSUB
OG0008394	LOC118507599|XP_035902162.1|ASTE	LOC117893732|XP_034656347.1|DSUB
OG0008395	LOC118505642|XP_035897613.1|ASTE	LOC117893809|XP_034656451.1|DSUB
OG0008396	LOC118505641|XP_035897609.1|ASTE	LOC117903180|XP_034670915.1|DSUB
OG0008397	LOC118517540|XP_035919669.1|ASTE	LOC117898330|XP_034663548.1|DSUB
OG0008398	LOC118502496|XP_035890621.1|ASTE	LOC117890403|XP_034651107.1|DSUB
OG0008400	LOC118502405|XP_035890521.1|ASTE	LOC117895348|XP_034658820.1|DSUB
OG0008402	LOC118505494|XP_035897242.1|ASTE	LOC117898589|XP_034664024.1|DSUB
OG0008403	LOC118506648|XP_035899942.1|ASTE	LOC117903090|XP_034670788.1|DSUB
OG0008404	LOC118506577|XP_035899826.1|ASTE	LOC117898224|XP_034663349.1|DSUB
OG0008405	LOC118504364|XP_035894653.1|ASTE	LOC117903131|XP_034670854.1|DSUB
OG0008407	LOC118508526|XP_035904291.1|ASTE	LOC117899322|XP_034665147.1|DSUB
OG0008408	LOC118504352|XP_035894613.1|ASTE	LOC117903409|XP_034671299.1|DSUB
OG0008409	LOC118506979|XP_035900732.1|ASTE	LOC117893860|XP_034656521.1|DSUB
OG0008410	LOC118517560|XP_035919695.1|ASTE	LOC117897707|XP_034662620.1|DSUB
OG0008411	LOC118503223|XP_035892112.1|ASTE	LOC117896372|XP_034660539.1|DSUB
OG0008412	LOC118507663|XP_035902333.1|ASTE	LOC117903548|XP_034671631.1|DSUB
OG0008413	LOC118505295|XP_035896792.1|ASTE	LOC117894397|XP_034657293.1|DSUB
OG0008414	LOC118502583|XP_035890820.1|ASTE	LOC117896586|XP_034660904.1|DSUB
OG0008415	LOC118502810|XP_035891342.1|ASTE	LOC117899930|XP_034665990.1|DSUB
OG0008416	LOC118505101|XP_035896297.1|ASTE	LOC117903458|XP_034671386.1|DSUB
OG0008417	LOC118504983|XP_035896030.1|ASTE	LOC117903460|XP_034671389.1|DSUB
OG0008418	LOC118504654|XP_035895330.1|ASTE	LOC117890995|XP_034652038.1|DSUB
OG0008419	LOC118507558|XP_035902040.1|ASTE	LOC117892594|XP_034654827.1|DSUB
OG0008420	LOC118505178|XP_035896524.1|ASTE	LOC117900540|XP_034666834.1|DSUB
OG0008421	LOC118505172|XP_035896505.1|ASTE	LOC117903907|XP_034672304.1|DSUB
OG0008422	LOC118505226|XP_035896648.1|ASTE	LOC117896423|XP_034660635.1|DSUB
OG0008423	LOC118505216|XP_035896624.1|ASTE	LOC117890575|XP_034651403.1|DSUB
OG0008424	LOC118510970|XP_035909354.1|ASTE	LOC117903808|XP_034672134.1|DSUB
OG0008425	LOC118510987|XP_035909389.1|ASTE	LOC117896084|XP_034660014.1|DSUB
OG0008427	LOC118512417|XP_035912709.1|ASTE	LOC117903274|XP_034671068.1|DSUB
OG0008428	LOC118517714|XP_035920052.1|ASTE	LOC117898643|XP_034664100.1|DSUB
OG0008430	LOC118512392|XP_035912662.1|ASTE	LOC117898230|XP_034663359.1|DSUB
OG0008431	LOC118507245|XP_035901401.1|ASTE	LOC117891134|XP_034652233.1|DSUB
OG0008433	LOC118503912|XP_035893597.1|ASTE	LOC117893618|XP_034656185.1|DSUB
OG0008434	LOC118512307|XP_035912433.1|ASTE	LOC117896656|XP_034660994.1|DSUB
OG0008435	LOC118503534|XP_035892813.1|ASTE	LOC117902309|XP_034669481.1|DSUB
OG0008436	LOC118517637|XP_035919842.1|ASTE	LOC117892400|XP_034654507.1|DSUB
OG0008438	LOC118508140|XP_035903559.1|ASTE	LOC117897475|XP_034662218.1|DSUB
OG0008440	LOC118506120|XP_035898729.1|ASTE	LOC117899632|XP_034665678.1|DSUB
OG0008442	LOC118504092|XP_035894063.1|ASTE	LOC117892235|XP_034654231.1|DSUB
OG0008443	LOC118503790|XP_035893361.1|ASTE	LOC117895121|XP_034658420.1|DSUB
OG0008445	LOC118514588|XP_035917483.1|ASTE	LOC117893974|XP_034656673.1|DSUB
OG0008446	LOC118508449|XP_035904145.1|ASTE	LOC117897394|XP_034662101.1|DSUB
OG0008447	LOC118502633|XP_035890956.1|ASTE	LOC117896737|XP_034661131.1|DSUB
OG0008448	LOC118510205|XP_035907679.1|ASTE	LOC117903650|XP_034671842.1|DSUB
OG0008449	LOC118503981|XP_035893822.1|ASTE	LOC117889613|XP_034649929.1|DSUB
OG0008452	LOC118508348|XP_035903934.1|ASTE	LOC117901437|XP_034668072.1|DSUB
OG0008453	LOC118507073|XP_035900946.1|ASTE	LOC117892372|XP_034654473.1|DSUB
OG0008454	LOC118503577|XP_035892906.1|ASTE	LOC117903748|XP_034672040.1|DSUB
OG0008455	LOC118505396|XP_035897014.1|ASTE	LOC117895322|XP_034658780.1|DSUB
OG0008456	LOC118505488|XP_035897230.1|ASTE	LOC117898383|XP_034663628.1|DSUB
OG0008457	LOC118505197|XP_035896562.1|ASTE	LOC117896505|XP_034660748.1|DSUB
OG0008460	LOC118513444|XP_035915079.1|ASTE	LOC117900885|XP_034667305.1|DSUB
