Orthogroup	ASTE.longest_only	DSER.longest_only
OG0006424	LOC118505580|XP_035897430.1|ASTE	LOC110188336|XP_020813703.1|DSER
OG0006425	LOC118505573|XP_035897422.1|ASTE	LOC110187961|XP_020813139.1|DSER
OG0006426	LOC118505572|XP_035897421.1|ASTE	LOC110187960|XP_020813138.1|DSER
OG0006427	LOC118505583|XP_035897437.1|ASTE	LOC110177393|XP_020799755.1|DSER
OG0006429	LOC118502684|XP_035891087.1|ASTE	LOC110191307|XP_020817776.1|DSER
OG0006430	LOC118506468|XP_035899536.1|ASTE	LOC110184671|XP_020808937.1|DSER
OG0006431	LOC118508445|XP_035904128.1|ASTE	LOC110176410|XP_020798408.1|DSER
OG0006432	LOC118502922|XP_035891550.1|ASTE	LOC110188263|XP_020813608.1|DSER
OG0006433	LOC118506376|XP_035899295.1|ASTE	LOC110188064|XP_020813273.1|DSER
OG0006434	LOC118506154|XP_035898815.1|ASTE	LOC110183386|XP_020807311.1|DSER
OG0006435	LOC118506805|XP_035900345.1|ASTE	LOC110177285|XP_020799594.1|DSER
OG0006436	LOC118502864|XP_035891465.1|ASTE	LOC110181488|XP_020804908.1|DSER
OG0006437	LOC118502874|XP_035891477.1|ASTE	LOC110184197|XP_020808287.1|DSER
OG0006438	LOC118508305|XP_035903855.1|ASTE	LOC110187556|XP_020812604.1|DSER
OG0006439	LOC118507792|XP_035902725.1|ASTE	LOC110190433|XP_020816578.1|DSER
OG0006440	LOC118507791|XP_035902722.1|ASTE	LOC110191417|XP_020817934.1|DSER
OG0006441	LOC118507556|XP_035902037.1|ASTE	LOC110191393|XP_020817910.1|DSER
OG0006442	LOC118507550|XP_035902024.1|ASTE	LOC110189685|XP_020815514.1|DSER
OG0006443	LOC118502544|XP_035890713.1|ASTE	LOC110191807|XP_020818418.1|DSER
OG0006444	LOC118504473|XP_035894879.1|ASTE	LOC110186174|XP_020810886.1|DSER
OG0006445	LOC118504993|XP_035896064.1|ASTE	LOC110182502|XP_020806209.1|DSER
OG0006446	LOC118504988|XP_035896049.1|ASTE	LOC110189039|XP_020814667.1|DSER
OG0006447	LOC118504990|XP_035896056.1|ASTE	LOC110190875|XP_020817191.1|DSER
OG0006448	LOC118505446|XP_035897137.1|ASTE	LOC110189720|XP_020815573.1|DSER
OG0006449	LOC118505447|XP_035897138.1|ASTE	LOC110189468|XP_020815209.1|DSER
OG0006450	LOC118506816|XP_035900396.1|ASTE	LOC110187209|XP_020812268.1|DSER
OG0006451	LOC118502838|XP_035891409.1|ASTE	LOC110184367|XP_020808520.1|DSER
OG0006452	LOC118502884|XP_035891496.1|ASTE	LOC110190859|XP_020817168.1|DSER
OG0006453	LOC118504531|XP_035894969.1|ASTE	LOC110185217|XP_020809605.1|DSER
OG0006454	LOC118506899|XP_035900572.1|ASTE	LOC110179485|XP_020802718.1|DSER
OG0006455	LOC118504275|XP_035894405.1|ASTE	LOC110187895|XP_020813042.1|DSER
OG0006456	LOC118508011|XP_035903288.1|ASTE	LOC110187661|XP_020812739.1|DSER
OG0006457	LOC118507470|XP_035901865.1|ASTE	LOC110184298|XP_020808449.1|DSER
OG0006458	LOC118506382|XP_035899307.1|ASTE	LOC110183326|XP_020807233.1|DSER
OG0006459	LOC118504434|XP_035894768.1|ASTE	LOC110188215|XP_020813513.1|DSER
OG0006460	LOC118504480|XP_035894890.1|ASTE	LOC110191067|XP_020817458.1|DSER
OG0006461	LOC118503572|XP_035892899.1|ASTE	LOC110188187|XP_020813422.1|DSER
OG0006462	LOC118507534|XP_035901999.1|ASTE	LOC110185448|XP_020809940.1|DSER
OG0006463	LOC118507530|XP_035901988.1|ASTE	LOC110191867|XP_020818506.1|DSER
OG0006464	LOC118505689|XP_035897721.1|ASTE	LOC110184634|XP_020808890.1|DSER
OG0006465	LOC118504670|XP_035895353.1|ASTE	LOC110180441|XP_020803770.1|DSER
OG0006466	LOC118504665|XP_035895340.1|ASTE	LOC110182583|XP_020806288.1|DSER
OG0006467	LOC118502853|XP_035891450.1|ASTE	LOC110186376|XP_020811187.1|DSER
OG0006468	LOC118503377|XP_035892470.1|ASTE	LOC110190918|XP_020817238.1|DSER
OG0006469	LOC118502879|XP_035891490.1|ASTE	LOC110180097|XP_020803379.1|DSER
OG0006470	LOC118508488|XP_035904199.1|ASTE	LOC110190666|XP_020816925.1|DSER
OG0006471	LOC118508581|XP_035904379.1|ASTE	LOC110191070|XP_020817461.1|DSER
OG0006472	LOC118508580|XP_035904377.1|ASTE	LOC110191069|XP_020817460.1|DSER
OG0006473	LOC118502703|XP_035891130.1|ASTE	LOC110190610|XP_020816862.1|DSER
OG0006474	LOC118502725|XP_035891176.1|ASTE	LOC110176847|XP_020798972.1|DSER
OG0006475	LOC118502747|XP_035891206.1|ASTE	LOC110176640|XP_020798726.1|DSER
OG0006476	LOC118502709|XP_035891146.1|ASTE	LOC110180433|XP_020803763.1|DSER
OG0006477	LOC118502741|XP_035891199.1|ASTE	LOC110184439|XP_020808637.1|DSER
OG0006478	LOC118504649|XP_035895299.1|ASTE	LOC110191183|XP_020817607.1|DSER
OG0006479	LOC118506354|XP_035899252.1|ASTE	LOC110191445|XP_020817968.1|DSER
OG0006480	LOC118504644|XP_035895293.1|ASTE	LOC110191579|XP_020818121.1|DSER
OG0006481	LOC118502882|XP_035891494.1|ASTE	LOC110183980|XP_020807995.1|DSER
OG0006482	LOC118505547|XP_035897381.1|ASTE	LOC110190870|XP_020817182.1|DSER
OG0006483	LOC118505557|XP_035897402.1|ASTE	LOC110187830|XP_020812967.1|DSER
OG0006484	LOC118505559|XP_035897403.1|ASTE	LOC110187726|XP_020812834.1|DSER
OG0006485	LOC118506936|XP_035900647.1|ASTE	LOC110186441|XP_020811284.1|DSER
OG0006486	LOC118504367|XP_035894657.1|ASTE	LOC110176464|XP_020798480.1|DSER
OG0006487	LOC118503293|XP_035892280.1|ASTE	LOC110187704|XP_020812797.1|DSER
OG0006488	LOC118504289|XP_035894477.1|ASTE	LOC110183648|XP_020807631.1|DSER
OG0006489	LOC118503303|XP_035892310.1|ASTE	LOC110186542|XP_020811408.1|DSER
OG0006490	LOC118503027|XP_035891745.1|ASTE	LOC110190982|XP_020817349.1|DSER
OG0006491	LOC118503277|XP_035892248.1|ASTE	LOC110187534|XP_020812587.1|DSER
OG0006492	LOC118506937|XP_035900648.1|ASTE	LOC110191112|XP_020817516.1|DSER
OG0006493	LOC118506900|XP_035900573.1|ASTE	LOC110184433|XP_020808628.1|DSER
OG0006494	LOC118506893|XP_035900564.1|ASTE	LOC110187044|XP_020812075.1|DSER
OG0006495	LOC118508255|XP_035903767.1|ASTE	LOC110181894|XP_020805485.1|DSER
OG0006496	LOC118508574|XP_035904370.1|ASTE	LOC110191130|XP_020817542.1|DSER
OG0006497	LOC118505252|XP_035896698.1|ASTE	LOC110187911|XP_020813073.1|DSER
OG0006498	LOC118505193|XP_035896558.1|ASTE	LOC110188125|XP_020813371.1|DSER
OG0006499	LOC118505150|XP_035896421.1|ASTE	LOC110191109|XP_020817512.1|DSER
OG0006500	LOC118505239|XP_035896682.1|ASTE	LOC110183397|XP_020807326.1|DSER
OG0006501	LOC118505241|XP_035896684.1|ASTE	LOC110186777|XP_020811707.1|DSER
OG0006502	LOC118505630|XP_035897596.1|ASTE	LOC110186600|XP_020811490.1|DSER
OG0006503	LOC118505631|XP_035897597.1|ASTE	LOC110186275|XP_020811047.1|DSER
OG0006504	LOC118505628|XP_035897594.1|ASTE	LOC110186594|XP_020811481.1|DSER
OG0006505	LOC118505622|XP_035897578.1|ASTE	LOC110189017|XP_020814637.1|DSER
OG0006506	LOC118506953|XP_035900665.1|ASTE	LOC110190209|XP_020816224.1|DSER
OG0006507	LOC118507431|XP_035901796.1|ASTE	LOC110188216|XP_020813514.1|DSER
OG0006508	LOC118508389|XP_035904025.1|ASTE	LOC110188442|XP_020813827.1|DSER
OG0006509	LOC118502539|XP_035890703.1|ASTE	LOC110179098|XP_020802142.1|DSER
OG0006510	LOC118508380|XP_035904009.1|ASTE	LOC110191439|XP_020817961.1|DSER
OG0006511	LOC118502823|XP_035891392.1|ASTE	LOC110187657|XP_020812735.1|DSER
OG0006512	LOC118505407|XP_035897048.1|ASTE	LOC110177221|XP_020799497.1|DSER
OG0006513	LOC118502549|XP_035890723.1|ASTE	LOC110188103|XP_020813325.1|DSER
OG0006514	LOC118507873|XP_035902973.1|ASTE	LOC110190573|XP_020816821.1|DSER
OG0006515	LOC118507867|XP_035902966.1|ASTE	LOC110188023|XP_020813221.1|DSER
OG0006516	LOC118507851|XP_035902875.1|ASTE	LOC110191373|XP_020817884.1|DSER
OG0006517	LOC118507853|XP_035902880.1|ASTE	LOC110190255|XP_020816283.1|DSER
OG0006518	LOC118507856|XP_035902897.1|ASTE	LOC110189081|XP_020814715.1|DSER
OG0006519	LOC118507854|XP_035902881.1|ASTE	LOC110190266|XP_020816295.1|DSER
OG0006520	LOC118517615|XP_035919804.1|ASTE	LOC110186988|XP_020812004.1|DSER
OG0006521	LOC118502855|XP_035891453.1|ASTE	LOC110186929|XP_020811914.1|DSER
OG0006522	LOC118502845|XP_035891434.1|ASTE	LOC110186406|XP_020811231.1|DSER
OG0006523	LOC118502895|XP_035891509.1|ASTE	LOC110191781|XP_020818387.1|DSER
OG0006524	LOC118505161|XP_035896450.1|ASTE	LOC110185593|XP_020810187.1|DSER
OG0006525	LOC118504688|XP_035895395.1|ASTE	LOC110181779|XP_020805317.1|DSER
OG0006526	LOC118502458|XP_035890581.1|ASTE	LOC110176657|XP_020798750.1|DSER
OG0006527	LOC118508557|XP_035904344.1|ASTE	LOC110176647|XP_020798734.1|DSER
OG0006528	LOC118504265|XP_035894387.1|ASTE	LOC110176586|XP_020798660.1|DSER
OG0006529	LOC118504292|XP_035894481.1|ASTE	LOC110176646|XP_020798733.1|DSER
OG0006530	LOC118502946|XP_035891589.1|ASTE	LOC110176624|XP_020798708.1|DSER
OG0006531	LOC118502941|XP_035891585.1|ASTE	LOC110176654|XP_020798747.1|DSER
OG0006532	LOC118502934|XP_035891576.1|ASTE	LOC110176593|XP_020798668.1|DSER
OG0006533	LOC118502928|XP_035891559.1|ASTE	LOC110177739|XP_020800254.1|DSER
OG0006534	LOC118507506|XP_035901936.1|ASTE	LOC110191874|XP_020818516.1|DSER
OG0006535	LOC118502518|XP_035890671.1|ASTE	LOC110191425|XP_020817943.1|DSER
OG0006536	LOC118502950|XP_035891595.1|ASTE	LOC110189561|XP_020815354.1|DSER
OG0006537	LOC118507909|XP_035903094.1|ASTE	LOC110186699|XP_020811631.1|DSER
OG0006538	LOC118505166|XP_035896459.1|ASTE	LOC110177457|XP_020799850.1|DSER
OG0006539	LOC118505234|XP_035896660.1|ASTE	LOC110186826|XP_020811772.1|DSER
OG0006540	LOC118506360|XP_035899267.1|ASTE	LOC110190956|XP_020817300.1|DSER
OG0006541	LOC118507517|XP_035901970.1|ASTE	LOC110186945|XP_020811938.1|DSER
OG0006542	LOC118507519|XP_035901972.1|ASTE	LOC110186946|XP_020811939.1|DSER
OG0006543	LOC118502948|XP_035891592.1|ASTE	LOC110186396|XP_020811218.1|DSER
OG0006544	LOC118507810|XP_035902767.1|ASTE	LOC110190158|XP_020816156.1|DSER
OG0006545	LOC118507818|XP_035902789.1|ASTE	LOC110179669|XP_020802939.1|DSER
OG0006546	LOC118507803|XP_035902754.1|ASTE	LOC110191319|XP_020817800.1|DSER
OG0006547	LOC118503460|XP_035892636.1|ASTE	LOC110191160|XP_020817577.1|DSER
OG0006548	LOC118507468|XP_035901861.1|ASTE	LOC110184281|XP_020808425.1|DSER
OG0006549	LOC118505069|XP_035896245.1|ASTE	LOC110177356|XP_020799707.1|DSER
OG0006550	LOC118505061|XP_035896230.1|ASTE	LOC110186908|XP_020811887.1|DSER
OG0006551	LOC118507733|XP_035902586.1|ASTE	LOC110181858|XP_020805436.1|DSER
OG0006552	LOC118507732|XP_035902583.1|ASTE	LOC110181738|XP_020805257.1|DSER
OG0006553	LOC118512275|XP_035912357.1|ASTE	LOC110186891|XP_020811849.1|DSER
OG0006554	LOC118511925|XP_035911471.1|ASTE	LOC110188736|XP_020814227.1|DSER
OG0006555	LOC118511930|XP_035911504.1|ASTE	LOC110188071|XP_020813281.1|DSER
OG0006556	LOC118514630|XP_035917524.1|ASTE	LOC110191290|XP_020817758.1|DSER
OG0006557	LOC118511935|XP_035911515.1|ASTE	LOC110186526|XP_020811383.1|DSER
OG0006558	LOC118511941|XP_035911534.1|ASTE	LOC110189888|XP_020815801.1|DSER
OG0006559	LOC118511978|XP_035911610.1|ASTE	LOC110188439|XP_020813825.1|DSER
OG0006560	LOC118507785|XP_035902713.1|ASTE	LOC110176450|XP_020798460.1|DSER
OG0006561	LOC118507784|XP_035902712.1|ASTE	LOC110176522|XP_020798558.1|DSER
OG0006562	LOC118502949|XP_035891594.1|ASTE	LOC110187000|XP_020812019.1|DSER
OG0006563	LOC118503007|XP_035891710.1|ASTE	LOC110191275|XP_020817729.1|DSER
OG0006564	LOC118503001|XP_035891704.1|ASTE	LOC110191131|XP_020817543.1|DSER
OG0006565	LOC118502979|XP_035891651.1|ASTE	LOC110191415|XP_020817932.1|DSER
OG0006566	LOC118504420|XP_035894747.1|ASTE	LOC110176444|XP_020798452.1|DSER
OG0006567	LOC118507831|XP_035902830.1|ASTE	LOC110190881|XP_020817196.1|DSER
OG0006568	LOC118507826|XP_035902816.1|ASTE	LOC110190880|XP_020817195.1|DSER
OG0006569	LOC118507828|XP_035902818.1|ASTE	LOC110190528|XP_020816733.1|DSER
OG0006570	LOC118504296|XP_035894485.1|ASTE	LOC110177139|XP_020799372.1|DSER
OG0006571	LOC118503179|XP_035892047.1|ASTE	LOC110188269|XP_020813617.1|DSER
OG0006572	LOC118506930|XP_035900630.1|ASTE	LOC110189027|XP_020814649.1|DSER
OG0006573	LOC118517613|XP_035919802.1|ASTE	LOC110191757|XP_020818355.1|DSER
OG0006574	LOC118502687|XP_035891093.1|ASTE	LOC110190939|XP_020817265.1|DSER
OG0006575	LOC118504663|XP_035895339.1|ASTE	LOC110186541|XP_020811404.1|DSER
OG0006576	LOC118505085|XP_035896269.1|ASTE	LOC110187816|XP_020812953.1|DSER
OG0006577	LOC118505084|XP_035896268.1|ASTE	LOC110186440|XP_020811283.1|DSER
OG0006578	LOC118505049|XP_035896216.1|ASTE	LOC110187815|XP_020812952.1|DSER
OG0006579	LOC118505072|XP_035896249.1|ASTE	LOC110183875|XP_020807887.1|DSER
OG0006580	LOC118504424|XP_035894754.1|ASTE	LOC110187843|XP_020812984.1|DSER
OG0006581	LOC118505418|XP_035897066.1|ASTE	LOC110188500|XP_020813890.1|DSER
OG0006582	LOC118505421|XP_035897069.1|ASTE	LOC110187639|XP_020812705.1|DSER
OG0006583	LOC118503270|XP_035892229.1|ASTE	LOC110187796|XP_020812929.1|DSER
OG0006584	LOC118504686|XP_035895393.1|ASTE	LOC110176987|XP_020799155.1|DSER
OG0006585	LOC118502840|XP_035891415.1|ASTE	LOC110184982|XP_020809293.1|DSER
OG0006586	LOC118507739|XP_035902605.1|ASTE	LOC110176531|XP_020798570.1|DSER
OG0006587	LOC118507738|XP_035902602.1|ASTE	LOC110176527|XP_020798563.1|DSER
OG0006588	LOC118507740|XP_035902606.1|ASTE	LOC110191430|XP_020817947.1|DSER
OG0006589	LOC118507771|XP_035902685.1|ASTE	LOC110177133|XP_020799362.1|DSER
OG0006590	LOC118507769|XP_035902680.1|ASTE	LOC110191755|XP_020818353.1|DSER
OG0006591	LOC118512048|XP_035911775.1|ASTE	LOC110190007|XP_020815964.1|DSER
OG0006592	LOC118512110|XP_035911977.1|ASTE	LOC110188451|XP_020813839.1|DSER
OG0006593	LOC118512097|XP_035911956.1|ASTE	LOC110188449|XP_020813836.1|DSER
OG0006594	LOC118512101|XP_035911966.1|ASTE	LOC110190542|XP_020816748.1|DSER
OG0006595	LOC118511474|XP_035910494.1|ASTE	LOC110188931|XP_020814516.1|DSER
OG0006596	LOC118511481|XP_035910511.1|ASTE	LOC110184030|XP_020808053.1|DSER
OG0006597	LOC118511484|XP_035910527.1|ASTE	LOC110188870|XP_020814442.1|DSER
OG0006598	LOC118511486|XP_035910531.1|ASTE	LOC110183367|XP_020807288.1|DSER
OG0006599	LOC118511496|XP_035910548.1|ASTE	LOC110178586|XP_020801424.1|DSER
OG0006600	LOC118512952|XP_035914063.1|ASTE	LOC110176740|XP_020798843.1|DSER
OG0006601	LOC118510179|XP_035907593.1|ASTE	LOC110187057|XP_020812105.1|DSER
OG0006602	LOC118510180|XP_035907594.1|ASTE	LOC110187065|XP_020812117.1|DSER
OG0006603	LOC118510170|XP_035907578.1|ASTE	LOC110187455|XP_020812505.1|DSER
OG0006604	LOC118510183|XP_035907598.1|ASTE	LOC110190731|XP_020817011.1|DSER
OG0006605	LOC118510174|XP_035907587.1|ASTE	LOC110181852|XP_020805423.1|DSER
OG0006606	LOC118510181|XP_035907595.1|ASTE	LOC110178784|XP_020801689.1|DSER
OG0006607	LOC118510188|XP_035907602.1|ASTE	LOC110178649|XP_020801500.1|DSER
OG0006608	LOC118510208|XP_035907638.1|ASTE	LOC110177189|XP_020799443.1|DSER
OG0006609	LOC118513123|XP_035914424.1|ASTE	LOC110186377|XP_020811189.1|DSER
OG0006610	LOC118513125|XP_035914425.1|ASTE	LOC110190472|XP_020816640.1|DSER
OG0006611	LOC118513131|XP_035914443.1|ASTE	LOC110188894|XP_020814472.1|DSER
OG0006612	LOC118513133|XP_035914452.1|ASTE	LOC110188907|XP_020814487.1|DSER
OG0006613	LOC118513132|XP_035914447.1|ASTE	LOC110188899|XP_020814479.1|DSER
OG0006614	LOC118513134|XP_035914453.1|ASTE	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER
OG0006615	LOC118514417|XP_035917193.1|ASTE	LOC110188884|XP_020814461.1|DSER
OG0006616	LOC118514420|XP_035917202.1|ASTE	LOC110190430|XP_020816570.1|DSER
OG0006617	LOC118514427|XP_035917222.1|ASTE	LOC110185202|XP_020809587.1|DSER
OG0006618	LOC118509839|XP_035906924.1|ASTE	LOC110190567|XP_020816802.1|DSER
OG0006619	LOC118509840|XP_035906925.1|ASTE	LOC110188880|XP_020814457.1|DSER
OG0006620	LOC118511497|XP_035910549.1|ASTE	LOC110188813|XP_020814350.1|DSER
OG0006621	LOC118511498|XP_035910550.1|ASTE	LOC110187123|XP_020812196.1|DSER
OG0006622	LOC118512865|XP_035913842.1|ASTE	LOC110183638|XP_020807616.1|DSER
OG0006623	LOC118508924|XP_035904700.1|ASTE	LOC110183661|XP_020807647.1|DSER
OG0006624	LOC118510594|XP_035908489.1|ASTE	LOC110189728|XP_020815578.1|DSER
OG0006625	LOC118510597|XP_035908496.1|ASTE	LOC110189732|XP_020815585.1|DSER
OG0006626	LOC118510146|XP_035907530.1|ASTE	LOC110189357|XP_020815058.1|DSER
OG0006627	LOC118510145|XP_035907526.1|ASTE	LOC110191108|XP_020817515.1|DSER
OG0006628	LOC118512057|XP_035911801.1|ASTE	LOC110176426|XP_020798436.1|DSER
OG0006629	LOC118509638|XP_035906438.1|ASTE	LOC110179200|XP_020802276.1|DSER
OG0006630	LOC118512200|XP_035912198.1|ASTE	LOC110179349|XP_020802519.1|DSER
OG0006631	LOC118512197|XP_035912193.1|ASTE	LOC110189074|XP_020814703.1|DSER
OG0006632	LOC118512189|XP_035912173.1|ASTE	LOC110181889|XP_020805482.1|DSER
OG0006633	LOC118512196|XP_035912191.1|ASTE	LOC110177607|XP_020800065.1|DSER
OG0006634	LOC118512186|XP_035912170.1|ASTE	LOC110178160|XP_020800852.1|DSER
OG0006635	LOC118512187|XP_035912171.1|ASTE	LOC110183202|XP_020807073.1|DSER
OG0006636	LOC118512117|XP_035911986.1|ASTE	LOC110181497|XP_020804924.1|DSER
OG0006638	LOC118512078|XP_035911910.1|ASTE	LOC110177079|XP_020799255.1|DSER
OG0006639	LOC118512051|XP_035911787.1|ASTE	LOC110177082|XP_020799269.1|DSER
OG0006640	LOC118512088|XP_035911944.1|ASTE	LOC110182884|XP_020806687.1|DSER
OG0006641	LOC118512081|XP_035911930.1|ASTE	LOC110191142|XP_020817559.1|DSER
OG0006642	LOC118512055|XP_035911799.1|ASTE	LOC110191665|XP_020818226.1|DSER
OG0006643	LOC118512118|XP_035911987.1|ASTE	LOC110191662|XP_020818219.1|DSER
OG0006644	LOC118504421|XP_035894750.1|ASTE	LOC110181228|XP_020804584.1|DSER
OG0006645	LOC118513602|XP_035915532.1|ASTE	LOC110181365|XP_020804748.1|DSER
OG0006646	LOC118513607|XP_035915541.1|ASTE	LOC110178233|XP_020800943.1|DSER
OG0006647	LOC118508868|XP_035904549.1|ASTE	LOC110178491|XP_020801297.1|DSER
OG0006648	LOC118512216|XP_035912224.1|ASTE	LOC110177617|XP_020800081.1|DSER
OG0006649	LOC118508909|XP_035904663.1|ASTE	LOC110180475|XP_020803821.1|DSER
OG0006650	LOC118514493|XP_035917309.1|ASTE	LOC110189781|XP_020815666.1|DSER
OG0006651	LOC118509596|XP_035906271.1|ASTE	LOC110190418|XP_020816549.1|DSER
OG0006652	LOC118509597|XP_035906280.1|ASTE	LOC110178599|XP_020801443.1|DSER
OG0006653	LOC118513075|XP_035914318.1|ASTE	LOC110188821|XP_020814360.1|DSER
OG0006654	LOC118513086|XP_035914348.1|ASTE	LOC110183628|XP_020807605.1|DSER
OG0006655	LOC118509820|XP_035906874.1|ASTE	LOC110182751|XP_020806521.1|DSER
OG0006656	LOC118509835|XP_035906919.1|ASTE	LOC110189978|XP_020815926.1|DSER
OG0006657	LOC118509105|XP_035905165.1|ASTE	LOC110182907|XP_020806725.1|DSER
OG0006658	LOC118513031|XP_035914201.1|ASTE	LOC110178636|XP_020801482.1|DSER
OG0006659	LOC118513035|XP_035914205.1|ASTE	LOC110178612|XP_020801455.1|DSER
OG0006660	LOC118514461|XP_035917271.1|ASTE	LOC110184748|XP_020809037.1|DSER
OG0006661	LOC118513009|XP_035914172.1|ASTE	LOC110184718|XP_020808996.1|DSER
OG0006662	LOC118504687|XP_035895394.1|ASTE	LOC110185858|XP_020810526.1|DSER
OG0006663	LOC118510885|XP_035909158.1|ASTE	LOC110178770|XP_020801667.1|DSER
OG0006664	LOC118511373|XP_035910260.1|ASTE	LOC110188315|XP_020813682.1|DSER
OG0006665	LOC118511370|XP_035910257.1|ASTE	LOC110184493|XP_020808706.1|DSER
OG0006666	LOC118512960|XP_035914079.1|ASTE	LOC110182864|XP_020806665.1|DSER
OG0006667	LOC118512176|XP_035912155.1|ASTE	LOC110189979|XP_020815927.1|DSER
OG0006668	LOC118512988|XP_035914136.1|ASTE	LOC110182955|XP_020806805.1|DSER
OG0006669	LOC118512981|XP_035914127.1|ASTE	LOC110187212|XP_020812274.1|DSER
OG0006670	LOC118512992|XP_035914141.1|ASTE	LOC110187168|XP_020812235.1|DSER
OG0006671	LOC118512979|XP_035914117.1|ASTE	LOC110187002|XP_020812024.1|DSER
OG0006672	LOC118512977|XP_035914103.1|ASTE	LOC110190357|XP_020816421.1|DSER
OG0006673	LOC118513241|XP_035914690.1|ASTE	LOC110189053|XP_020814678.1|DSER
OG0006674	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE	LOC110178593|XP_020801438.1|DSER
OG0006675	LOC118513239|XP_035914687.1|ASTE	LOC110183705|XP_020807710.1|DSER
OG0006676	LOC118510492|XP_035908277.1|ASTE	LOC110176181|XP_020798087.1|DSER
OG0006677	LOC118510486|XP_035908260.1|ASTE	LOC110190668|XP_020816927.1|DSER
OG0006678	LOC118503767|XP_035893329.1|ASTE	LOC110176714|XP_020798813.1|DSER
OG0006679	LOC118514266|XP_035916878.1|ASTE	LOC110188818|XP_020814357.1|DSER
OG0006680	LOC118514462|XP_035917272.1|ASTE	LOC110191358|XP_020817865.1|DSER
OG0006681	LOC118510570|XP_035908452.1|ASTE	LOC110186993|XP_020812013.1|DSER
OG0006682	LOC118510539|XP_035908389.1|ASTE	LOC110190519|XP_020816711.1|DSER
OG0006683	LOC118510541|XP_035908394.1|ASTE	LOC110190624|XP_020816877.1|DSER
OG0006684	LOC118512027|XP_035911708.1|ASTE	LOC110190621|XP_020816875.1|DSER
OG0006685	LOC118510138|XP_035907512.1|ASTE	LOC110189275|XP_020814953.1|DSER
OG0006686	LOC118514490|XP_035917306.1|ASTE	LOC110178759|XP_020801651.1|DSER
OG0006687	LOC118512203|XP_035912206.1|ASTE	LOC110181807|XP_020805353.1|DSER
OG0006688	LOC118510519|XP_035908346.1|ASTE	LOC110184740|XP_020809028.1|DSER
OG0006689	LOC118510528|XP_035908365.1|ASTE	LOC110177622|XP_020800086.1|DSER
OG0006690	LOC118512136|XP_035912039.1|ASTE	LOC110190869|XP_020817179.1|DSER
OG0006691	LOC118512153|XP_035912086.1|ASTE	LOC110187756|XP_020812880.1|DSER
OG0006692	LOC118512152|XP_035912085.1|ASTE	LOC110177605|XP_020800062.1|DSER
OG0006693	LOC118512149|XP_035912078.1|ASTE	LOC110185284|XP_020809690.1|DSER
OG0006694	LOC118512161|XP_035912109.1|ASTE	LOC110180135|XP_020803437.1|DSER
OG0006695	LOC118514322|XP_035916999.1|ASTE	LOC110190788|XP_020817085.1|DSER
OG0006696	LOC118509123|XP_035905203.1|ASTE	LOC110185790|XP_020810453.1|DSER
OG0006697	LOC118510453|XP_035908163.1|ASTE	LOC110190687|XP_020816956.1|DSER
OG0006698	LOC118510458|XP_035908182.1|ASTE	LOC110177544|XP_020799972.1|DSER
OG0006699	LOC118512678|XP_035913353.1|ASTE	LOC110182792|XP_020806584.1|DSER
OG0006700	LOC118512688|XP_035913372.1|ASTE	LOC110190823|XP_020817138.1|DSER
OG0006701	LOC118513479|XP_035915170.1|ASTE	LOC110189365|XP_020815071.1|DSER
OG0006702	LOC118512751|XP_035913531.1|ASTE	LOC110178741|XP_020801628.1|DSER
OG0006703	LOC118513095|XP_035914389.1|ASTE	LOC110189951|XP_020815898.1|DSER
OG0006704	LOC118513109|XP_035914402.1|ASTE	LOC110189952|XP_020815900.1|DSER
OG0006705	LOC118513041|XP_035914226.1|ASTE	LOC110188967|XP_020814570.1|DSER
OG0006706	LOC118513043|XP_035914228.1|ASTE	LOC110189625|XP_020815425.1|DSER
OG0006707	LOC118510275|XP_035907782.1|ASTE	LOC110176926|XP_020799082.1|DSER
OG0006708	LOC118510276|XP_035907783.1|ASTE	LOC110180106|XP_020803398.1|DSER
OG0006709	LOC118509483|XP_035906028.1|ASTE	LOC110178114|XP_020800787.1|DSER
OG0006710	LOC118509505|XP_035906055.1|ASTE	LOC110178786|XP_020801691.1|DSER
OG0006711	LOC118509506|XP_035906066.1|ASTE	LOC110178803|XP_020801715.1|DSER
OG0006712	LOC118509509|XP_035906068.1|ASTE	LOC110188798|XP_020814322.1|DSER
OG0006713	LOC118509927|XP_035907149.1|ASTE	LOC110178670|XP_020801525.1|DSER
OG0006714	LOC118509925|XP_035907147.1|ASTE	LOC110178631|XP_020801476.1|DSER
OG0006715	LOC118509937|XP_035907161.1|ASTE	LOC110178736|XP_020801620.1|DSER
OG0006716	LOC118509936|XP_035907160.1|ASTE	LOC110183975|XP_020807989.1|DSER
OG0006717	LOC118509941|XP_035907166.1|ASTE	LOC110190806|XP_020817112.1|DSER
OG0006718	LOC118509944|XP_035907169.1|ASTE	LOC110190811|XP_020817120.1|DSER
OG0006719	LOC118509533|XP_035906146.1|ASTE	LOC110190195|XP_020816206.1|DSER
OG0006720	LOC118509530|XP_035906143.1|ASTE	LOC110178970|XP_020801938.1|DSER
