Orthogroup	BTRY.longest_only	DYAK.longest_only
OG0007215	LOC120779567|XP_039967845.1|BTRY	LOC6536637|XP_002097209.1|DYAK
OG0007216	LOC120782884|XP_039971367.1|BTRY	LOC6538923|XP_002099427.1|DYAK
OG0007217	LOC120771083|XP_039954841.1|BTRY	LOC26534543|XP_015051599.1|DYAK
OG0007218	LOC120782436|XP_039970657.1|BTRY	LOC6539049|XP_002099551.3|DYAK
OG0007219	LOC120775486|XP_039961627.1|BTRY	LOC6537246|XP_002097804.1|DYAK
OG0007220	LOC120766527|XP_039948031.1|BTRY	LOC6535622|XP_002096250.1|DYAK
OG0007221	LOC120780234|XP_039968422.1|BTRY	LOC6538422|XP_002098946.2|DYAK
OG0007222	LOC120782795|XP_039971203.1|BTRY	LOC6537167|XP_002097728.1|DYAK
OG0007223	LOC120774939|XP_039960755.1|BTRY	LOC6539041|XP_002099543.1|DYAK
OG0007224	LOC120782847|XP_039971308.1|BTRY	LOC6535657|XP_002096285.3|DYAK
OG0007225	LOC120782173|XP_039970243.1|BTRY	LOC6537209|XP_002097767.1|DYAK
OG0007226	LOC120780061|XP_039968266.1|BTRY	LOC6536242|XP_002096831.1|DYAK
OG0007227	LOC120778209|XP_039965899.1|BTRY	LOC6533102|XP_002093828.1|DYAK
OG0007228	LOC120778580|XP_039966380.1|BTRY	LOC6532953|XP_002093688.1|DYAK
OG0007229	LOC120774807|XP_039960542.1|BTRY	LOC6535917|XP_002096533.1|DYAK
OG0007230	LOC120782713|XP_039971068.1|BTRY	LOC6535510|XP_002096139.1|DYAK
OG0007231	LOC120776410|XP_039962976.1|BTRY	LOC6536770|XP_002097341.1|DYAK
OG0007232	LOC120777201|XP_039964304.1|BTRY	LOC6533015|XP_015049773.1|DYAK
OG0007233	LOC120778049|XP_039965659.1|BTRY	LOC6533017|XP_002093752.1|DYAK
OG0007234	LOC120778673|XP_039966541.1|BTRY	LOC6533022|XP_002093757.1|DYAK
OG0007235	LOC120777998|XP_039965589.1|BTRY	LOC6533020|XP_039230159.1|DYAK
OG0007236	LOC120777951|XP_039965501.1|BTRY	LOC6535964|XP_002096579.1|DYAK
OG0007237	LOC120769030|XP_039951808.1|BTRY	LOC6536240|XP_002096829.1|DYAK
OG0007238	LOC120779566|XP_039967842.1|BTRY	LOC6523762|XP_002099637.1|DYAK
OG0007239	LOC120782012|XP_039970107.1|BTRY	LOC6535314|XP_002095970.2|DYAK
OG0007240	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY	LOC6535536|XP_002096165.2|DYAK
OG0007241	LOC120774466|XP_039960056.1|BTRY	LOC6525726|XP_002101548.1|DYAK
OG0007242	LOC120773480|XP_039958340.1|BTRY	LOC6525727|XP_015046446.1|DYAK
OG0007243	LOC120775652|XP_039961842.1|BTRY	LOC6524576|XP_039226913.1|DYAK
OG0007244	LOC120775909|XP_039962235.1|BTRY	LOC6537141|XP_015048172.1|DYAK
OG0007245	LOC120782640|XP_039970946.1|BTRY	LOC6538913|XP_002099417.1|DYAK
OG0007246	LOC120782564|XP_039970839.1|BTRY	LOC6536832|XP_002097402.1|DYAK
OG0007247	LOC120771613|XP_039955636.1|BTRY	LOC6530355|XP_002091281.1|DYAK
OG0007248	LOC120775809|XP_039962091.1|BTRY	LOC6523781|XP_002099656.1|DYAK
OG0007249	LOC120773424|XP_039958231.1|BTRY	LOC6525125|XP_015046107.2|DYAK
OG0007250	LOC120775317|XP_039961387.1|BTRY	LOC6526022|XP_002101839.1|DYAK
OG0007251	LOC120771610|XP_039955633.1|BTRY	LOC6536257|XP_002096843.1|DYAK
OG0007252	LOC120782849|XP_039971310.1|BTRY	LOC6536452|XP_002097033.3|DYAK
OG0007253	LOC120779143|XP_039967284.1|BTRY	LOC6539630|XP_039229604.1|DYAK
OG0007254	LOC120782066|XP_039970155.1|BTRY	LOC6535520|XP_039231677.1|DYAK
OG0007255	LOC120775391|XP_039961485.1|BTRY	LOC6525887|XP_002101707.1|DYAK
OG0007256	LOC120766174|XP_039947461.1|BTRY	LOC6535412|XP_002096061.1|DYAK
OG0007257	LOC120770085|XP_039953170.1|BTRY	LOC6537067|XP_002097628.1|DYAK
OG0007258	LOC120782369|XP_039970646.1|BTRY	LOC6537066|XP_039232072.1|DYAK
OG0007259	LOC120773456|XP_039958284.1|BTRY	LOC6523878|XP_039233418.1|DYAK
OG0007260	LOC120775536|XP_039961692.1|BTRY	LOC6533857|XP_002094557.1|DYAK
OG0007262	LOC120774080|XP_039959341.1|BTRY	LOC6524469|XP_002100326.1|DYAK
OG0007264	LOC120774161|XP_039959512.1|BTRY	LOC6535143|XP_039230249.1|DYAK
OG0007265	LOC120775882|XP_039962192.1|BTRY	LOC6524047|XP_002099916.1|DYAK
OG0007266	LOC120774317|XP_039959791.1|BTRY	LOC6535819|XP_002096441.3|DYAK
OG0007267	LOC120772473|XP_039957047.1|BTRY	LOC6535516|XP_002096145.1|DYAK
OG0007268	LOC120771305|XP_039955173.1|BTRY	LOC6531138|XP_002091972.1|DYAK
OG0007269	LOC120774685|XP_039960349.1|BTRY	LOC6523890|XP_002099763.1|DYAK
OG0007270	LOC120767050|XP_039948838.1|BTRY	LOC6537327|XP_039232546.1|DYAK
OG0007271	LOC120775599|XP_039961775.1|BTRY	LOC6537139|XP_002097700.1|DYAK
OG0007272	LOC120776868|XP_039963860.1|BTRY	LOC6533101|XP_002093827.1|DYAK
OG0007273	LOC120774820|XP_039960563.1|BTRY	LOC6536602|XP_002097178.1|DYAK
OG0007274	LOC120782228|XP_039970328.1|BTRY	LOC6536460|XP_002097041.1|DYAK
OG0007275	LOC120778157|XP_039965817.1|BTRY	LOC6532850|XP_015049653.1|DYAK
OG0007276	LOC120777919|XP_039965437.1|BTRY	LOC6532847|XP_002093584.1|DYAK
OG0007277	LOC120778081|XP_039965712.1|BTRY	LOC6534619|XP_039229732.1|DYAK
OG0007278	LOC120776699|XP_039963517.1|BTRY	LOC6532635|XP_002093379.1|DYAK
OG0007279	LOC120776988|XP_039964020.1|BTRY	LOC6533546|XP_039229903.1|DYAK
OG0007280	LOC120777444|XP_039964690.1|BTRY	LOC6539779|XP_039229571.1|DYAK
OG0007281	LOC120775187|XP_039961179.1|BTRY	LOC6538509|XP_002099031.1|DYAK
OG0007282	LOC120775149|XP_039961123.1|BTRY	LOC6538508|XP_002099030.1|DYAK
OG0007283	LOC120780241|XP_039968433.1|BTRY	LOC6538415|XP_002098939.1|DYAK
OG0007284	LOC120782794|XP_039971202.1|BTRY	LOC6535590|XP_002096218.1|DYAK
OG0007285	LOC120775343|XP_039961422.1|BTRY	LOC6525180|XP_002101018.3|DYAK
OG0007286	LOC120773678|XP_039958638.1|BTRY	LOC6525179|XP_039227644.1|DYAK
OG0007287	LOC120768090|XP_039950562.1|BTRY	LOC6526347|XP_002087469.1|DYAK
OG0007288	LOC120774200|XP_039959575.1|BTRY	LOC6524029|XP_039232375.1|DYAK
OG0007289	LOC120774333|XP_039959821.1|BTRY	LOC6524013|XP_002099885.1|DYAK
OG0007290	LOC120775163|XP_039961147.1|BTRY	LOC6535525|XP_002096154.1|DYAK
OG0007291	LOC120780322|XP_039968547.1|BTRY	LOC6524159|XP_002100022.1|DYAK
OG0007292	LOC120775445|XP_039961565.1|BTRY	LOC6524884|XP_002100724.1|DYAK
OG0007293	LOC120782696|XP_039971029.1|BTRY	LOC26535095|XP_039231336.1|DYAK
OG0007294	LOC120766315|XP_039947668.1|BTRY	LOC6537240|XP_002097798.1|DYAK
OG0007295	LOC120772449|XP_039957007.1|BTRY	LOC6537144|XP_002097705.3|DYAK
OG0007296	LOC120766191|XP_039947482.1|BTRY	LOC6538107|XP_039232417.1|DYAK
OG0007297	LOC120782465|XP_039970690.1|BTRY	LOC6535455|XP_002096096.1|DYAK
OG0007298	LOC120766552|XP_039948070.1|BTRY	LOC6535409|XP_002096058.1|DYAK
OG0007299	LOC120766967|XP_039948691.1|BTRY	LOC6536294|XP_039231864.1|DYAK
OG0007300	LOC120782435|XP_039970654.1|BTRY	LOC6537070|XP_002097631.1|DYAK
OG0007301	LOC120776630|XP_039963385.1|BTRY	LOC6537514|XP_015048380.1|DYAK
OG0007302	LOC120773350|XP_039958108.1|BTRY	LOC6535398|XP_002096048.2|DYAK
OG0007303	LOC120773761|XP_039958769.1|BTRY	LOC6525039|XP_002100878.1|DYAK
OG0007304	LOC120767853|XP_039950091.1|BTRY	LOC6528226|XP_002089288.1|DYAK
OG0007305	LOC120777911|XP_039965427.1|BTRY	LOC6534245|XP_002094927.1|DYAK
OG0007306	LOC120777910|XP_039965425.1|BTRY	LOC6534244|XP_002094926.1|DYAK
OG0007307	LOC120780237|XP_039968426.1|BTRY	LOC6537089|XP_002097650.2|DYAK
OG0007308	LOC120774586|XP_039960252.1|BTRY	LOC6538260|XP_002098787.1|DYAK
OG0007309	LOC120766789|XP_039948420.1|BTRY	LOC6538394|XP_002098918.1|DYAK
OG0007310	LOC120779209|XP_039967424.1|BTRY	LOC6538743|XP_015049002.1|DYAK
OG0007311	LOC120770688|XP_039954206.1|BTRY	LOC6538740|XP_015048996.1|DYAK
OG0007312	LOC120773770|XP_039958783.1|BTRY	LOC6531428|XP_002092231.3|DYAK
OG0007313	LOC120774222|XP_039959614.1|BTRY	LOC6525354|XP_002101190.1|DYAK
OG0007314	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY	LOC6524448|XP_015045703.1|DYAK
OG0007315	LOC120773712|XP_039958687.1|BTRY	LOC6525092|XP_039226350.1|DYAK
OG0007316	LOC120782279|XP_039970414.1|BTRY	LOC6535732|XP_002096355.1|DYAK
OG0007317	LOC120772542|XP_039957159.1|BTRY	LOC6537532|XP_015048400.1|DYAK
OG0007318	LOC120772532|XP_039957138.1|BTRY	LOC6537531|XP_002098077.1|DYAK
OG0007319	LOC120778501|XP_039966263.1|BTRY	LOC6533878|XP_002094578.1|DYAK
OG0007320	LOC120774835|XP_039960585.1|BTRY	LOC6536501|XP_002097079.1|DYAK
OG0007321	LOC120775861|XP_039962165.1|BTRY	LOC6524420|XP_015045695.1|DYAK
OG0007322	LOC120774154|XP_039959496.1|BTRY	LOC6523872|XP_015045358.1|DYAK
OG0007323	LOC120775420|XP_039961536.1|BTRY	LOC6523816|XP_002099691.1|DYAK
OG0007324	LOC120771705|XP_039955778.1|BTRY	LOC6537481|XP_002098037.1|DYAK
OG0007325	LOC120767039|XP_039948820.1|BTRY	LOC6537780|XP_002098321.1|DYAK
OG0007326	LOC120773680|XP_039958647.1|BTRY	LOC6537482|XP_002098038.1|DYAK
OG0007327	LOC120776926|XP_039963931.1|BTRY	LOC6533425|XP_002094143.1|DYAK
OG0007328	LOC120777838|XP_039965310.1|BTRY	LOC6537182|XP_015048192.2|DYAK
OG0007329	LOC120782356|XP_039970529.1|BTRY	LOC6538539|XP_002099061.1|DYAK
OG0007330	LOC120774980|XP_039960815.1|BTRY	LOC6525748|XP_039233044.1|DYAK
OG0007331	LOC120773626|XP_039958565.1|BTRY	LOC6523808|XP_002099683.1|DYAK
OG0007332	LOC120774100|XP_039959388.1|BTRY	LOC6526179|XP_002101989.1|DYAK
OG0007333	LOC120766637|XP_039948189.1|BTRY	LOC6537038|XP_002097605.2|DYAK
OG0007334	LOC120775851|XP_039962155.1|BTRY	LOC6526585|XP_039226489.1|DYAK
OG0007335	LOC120776749|XP_039963637.1|BTRY	LOC6532593|XP_002093337.1|DYAK
OG0007336	LOC120766500|XP_039947986.1|BTRY	LOC6524520|XP_002100377.1|DYAK
OG0007337	LOC120778029|XP_039965636.1|BTRY	LOC6534330|XP_002095010.1|DYAK
OG0007338	LOC120778967|XP_039966977.1|BTRY	LOC6532814|XP_002093551.1|DYAK
OG0007339	LOC120766813|XP_039948457.1|BTRY	LOC6536293|XP_002096877.1|DYAK
OG0007340	LOC120782591|XP_039970876.1|BTRY	LOC6535495|XP_002096126.2|DYAK
OG0007341	LOC120766957|XP_039948680.1|BTRY	LOC6535416|XP_002096065.3|DYAK
OG0007342	LOC120766480|XP_039947955.1|BTRY	LOC6538120|XP_039232140.1|DYAK
OG0007343	LOC120770681|XP_039954203.1|BTRY	LOC6538709|XP_002099224.1|DYAK
OG0007344	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY	LOC6526410|XP_002087529.1|DYAK
OG0007345	LOC120767067|XP_039948859.1|BTRY	LOC6538707|XP_002099222.1|DYAK
OG0007346	LOC120776574|XP_039963272.1|BTRY	LOC6532958|XP_002093693.1|DYAK
OG0007347	LOC120775016|XP_039960901.1|BTRY	LOC6524754|XP_039232127.1|DYAK
OG0007348	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY	LOC6524763|XP_002100607.1|DYAK
OG0007349	LOC120774645|XP_039960303.1|BTRY	LOC6524761|XP_015045874.1|DYAK
OG0007350	LOC120776191|XP_039962750.1|BTRY	LOC6524125|XP_002099989.1|DYAK
OG0007351	LOC120777369|XP_039964573.1|BTRY	LOC6534109|XP_002094795.1|DYAK
OG0007352	LOC120772794|XP_039957511.1|BTRY	LOC6530062|XP_002091008.1|DYAK
OG0007353	LOC120782817|XP_039971297.1|BTRY	LOC6535372|XP_002096022.1|DYAK
OG0007354	LOC120772158|XP_039956528.1|BTRY	LOC6525718|XP_002101540.1|DYAK
OG0007355	LOC120773768|XP_039958782.1|BTRY	LOC6537520|XP_039231052.1|DYAK
OG0007356	LOC120771571|XP_039955570.1|BTRY	LOC6528704|XP_002089739.1|DYAK
OG0007357	LOC120772068|XP_039956392.1|BTRY	LOC6537615|XP_015048438.1|DYAK
OG0007358	LOC120767221|XP_039948979.1|BTRY	LOC6537120|XP_039232151.1|DYAK
OG0007359	LOC120766203|XP_039947501.1|BTRY	LOC6538284|XP_002098811.1|DYAK
OG0007360	LOC120766287|XP_039947623.1|BTRY	LOC6537263|XP_002097821.1|DYAK
OG0007361	LOC120774185|XP_039959540.1|BTRY	LOC6523812|XP_039233732.1|DYAK
OG0007362	LOC120768063|XP_039950518.1|BTRY	LOC6529665|XP_002090658.1|DYAK
OG0007363	LOC120775879|XP_039962190.1|BTRY	LOC6524262|XP_002100125.1|DYAK
OG0007364	LOC120776153|XP_039962633.1|BTRY	LOC6524261|XP_015045571.1|DYAK
OG0007365	LOC120775113|XP_039961064.1|BTRY	LOC6524250|XP_002100113.1|DYAK
OG0007366	LOC120779375|XP_039967507.1|BTRY	LOC6535658|XP_015047260.1|DYAK
OG0007367	LOC120778998|XP_039967035.1|BTRY	LOC6532913|XP_002093649.2|DYAK
OG0007368	LOC120782599|XP_039970888.1|BTRY	LOC6535878|XP_002096494.2|DYAK
OG0007369	LOC120766810|XP_039948456.1|BTRY	LOC6535481|XP_015047172.2|DYAK
OG0007370	LOC120772347|XP_039956843.1|BTRY	LOC6528539|XP_002089585.1|DYAK
OG0007371	LOC120773488|XP_039958366.1|BTRY	LOC6538070|XP_002098605.1|DYAK
OG0007372	LOC120767032|XP_039948812.1|BTRY	LOC6536305|XP_002096889.1|DYAK
OG0007373	LOC120774472|XP_039960062.1|BTRY	LOC6524783|XP_002100627.1|DYAK
OG0007374	LOC120775887|XP_039962201.1|BTRY	LOC6525227|XP_002101065.1|DYAK
OG0007375	LOC120774072|XP_039959318.1|BTRY	LOC6525268|XP_002101104.1|DYAK
OG0007376	LOC120774346|XP_039959860.1|BTRY	LOC6524770|XP_002100614.1|DYAK
OG0007377	LOC120776109|XP_039962535.1|BTRY	LOC6524993|XP_002100833.1|DYAK
OG0007378	LOC120774777|XP_039960484.1|BTRY	LOC6525130|XP_002100968.1|DYAK
OG0007379	LOC120774029|XP_039959261.1|BTRY	LOC6524862|XP_002100702.1|DYAK
OG0007380	LOC120773627|XP_039958567.1|BTRY	LOC6523912|XP_002099785.1|DYAK
OG0007381	LOC120774949|XP_039960763.1|BTRY	LOC6524858|XP_002100698.1|DYAK
OG0007382	LOC120773505|XP_039958391.1|BTRY	LOC6524438|XP_002100296.2|DYAK
OG0007383	LOC120776117|XP_039962555.1|BTRY	LOC6524399|XP_039233659.1|DYAK
OG0007384	LOC120775921|XP_039962257.1|BTRY	LOC6524442|XP_002100300.1|DYAK
OG0007385	LOC120775002|XP_039960861.1|BTRY	LOC6525699|XP_002101521.1|DYAK
OG0007386	LOC120775316|XP_039961386.1|BTRY	LOC6524134|XP_002099998.1|DYAK
OG0007387	LOC120774965|XP_039960788.1|BTRY	LOC6524904|XP_002100744.2|DYAK
OG0007388	LOC120774405|XP_039959961.1|BTRY	LOC6524891|XP_015045920.1|DYAK
OG0007389	LOC120768350|XP_039950937.1|BTRY	LOC6529204|XP_002090211.1|DYAK
OG0007390	LOC120774986|XP_039960828.1|BTRY	LOC6524455|XP_002100312.1|DYAK
OG0007391	LOC120766801|XP_039948439.1|BTRY	LOC6538566|XP_002099088.1|DYAK
OG0007392	LOC120775041|XP_039960950.1|BTRY	LOC6523780|XP_015045340.1|DYAK
OG0007393	LOC120780248|XP_039968444.1|BTRY	LOC6538732|XP_039231752.1|DYAK
OG0007394	LOC120774077|XP_039959329.1|BTRY	LOC6524470|XP_039233522.1|DYAK
OG0007395	LOC120773932|XP_039959065.1|BTRY	LOC6526113|XP_039233502.1|DYAK
OG0007396	LOC120766955|XP_039948678.1|BTRY	LOC6535415|XP_002096064.2|DYAK
OG0007397	LOC120768504|XP_039951162.1|BTRY	LOC6527982|XP_015054502.1|DYAK
OG0007398	LOC120772121|XP_039956466.1|BTRY	LOC6531639|XP_002092436.1|DYAK
OG0007399	LOC120773840|XP_039958903.1|BTRY	LOC6525270|XP_002101106.1|DYAK
OG0007400	LOC120773790|XP_039958819.1|BTRY	LOC6524475|XP_002100332.1|DYAK
OG0007401	LOC120775174|XP_039961160.1|BTRY	LOC6525995|XP_039228153.1|DYAK
OG0007402	LOC120781020|XP_039969146.1|BTRY	LOC6535692|XP_002096320.1|DYAK
OG0007403	LOC120766243|XP_039947597.1|BTRY	LOC6535689|XP_002096317.2|DYAK
OG0007404	LOC120780863|XP_039969033.1|BTRY	LOC6535665|XP_015047267.2|DYAK
OG0007405	LOC120778396|XP_039966118.1|BTRY	LOC6538552|XP_002099074.1|DYAK
OG0007406	LOC120782818|XP_039971265.1|BTRY	LOC6536000|XP_002096615.3|DYAK
OG0007407	LOC120767627|XP_039949719.1|BTRY	LOC6528098|XP_002089165.2|DYAK
OG0007408	LOC120778483|XP_039966234.1|BTRY	LOC6534989|XP_002095659.1|DYAK
OG0007409	LOC120769182|XP_039952001.1|BTRY	LOC6526864|XP_002087964.1|DYAK
OG0007410	LOC120774424|XP_039959991.1|BTRY	LOC6524959|XP_002100799.1|DYAK
OG0007411	LOC120773423|XP_039958230.1|BTRY	LOC6524409|XP_002100267.1|DYAK
OG0007412	LOC120774546|XP_039960211.1|BTRY	LOC6526180|XP_002101990.1|DYAK
OG0007413	LOC120770102|XP_039953206.1|BTRY	LOC6528878|XP_002089910.1|DYAK
OG0007414	LOC120774888|XP_039960684.1|BTRY	LOC6523862|XP_002099735.1|DYAK
OG0007415	LOC120774430|XP_039960002.1|BTRY	LOC6524506|XP_002100363.3|DYAK
OG0007416	LOC120774640|XP_039960298.1|BTRY	LOC6524527|XP_039233577.1|DYAK
OG0007417	LOC120775860|XP_039962164.1|BTRY	LOC6524214|XP_002100077.1|DYAK
OG0007418	LOC120774213|XP_039959600.1|BTRY	LOC6531239|XP_002092051.1|DYAK
OG0007419	LOC120782320|XP_039970475.1|BTRY	LOC6537320|XP_002097877.2|DYAK
OG0007420	LOC120770236|XP_039953460.1|BTRY	LOC6530054|XP_002091000.1|DYAK
OG0007421	LOC120775824|XP_039962114.1|BTRY	LOC6524384|XP_039226122.1|DYAK
OG0007422	LOC120774419|XP_039959980.1|BTRY	LOC6524394|XP_002100252.1|DYAK
OG0007423	LOC120775361|XP_039961454.1|BTRY	LOC6526008|XP_002101826.1|DYAK
OG0007424	LOC120778993|XP_039967028.1|BTRY	LOC6533671|XP_002094377.1|DYAK
OG0007425	LOC120777250|XP_039964378.1|BTRY	LOC6539702|XP_015045040.1|DYAK
OG0007426	LOC120774398|XP_039959950.1|BTRY	LOC6525273|XP_002101109.1|DYAK
OG0007427	LOC120774843|XP_039960593.1|BTRY	LOC6525704|XP_002101526.1|DYAK
OG0007428	LOC120773443|XP_039958259.1|BTRY	LOC6525708|XP_015046436.1|DYAK
OG0007429	LOC120772837|XP_039957580.1|BTRY	LOC6530836|XP_002091719.2|DYAK
OG0007430	LOC120778171|XP_039965841.1|BTRY	LOC6532306|XP_002093066.1|DYAK
OG0007431	LOC120769422|XP_039952338.1|BTRY	LOC6526871|XP_002087971.1|DYAK
OG0007432	LOC120777240|XP_039964366.1|BTRY	LOC6535180|XP_002095842.1|DYAK
OG0007433	LOC120778759|XP_039966671.1|BTRY	LOC6525381|XP_002101217.2|DYAK
OG0007434	LOC120777668|XP_039965059.1|BTRY	LOC6533750|XP_002094455.2|DYAK
OG0007435	LOC120777967|XP_039965520.1|BTRY	LOC6533763|XP_002094467.1|DYAK
OG0007436	LOC120776464|XP_039963065.1|BTRY	LOC6539750|XP_002086635.1|DYAK
OG0007437	LOC120777395|XP_039964625.1|BTRY	LOC6534133|XP_002094817.1|DYAK
OG0007438	LOC120777411|XP_039964644.1|BTRY	LOC6534856|XP_015050875.2|DYAK
OG0007439	LOC120774009|XP_039959222.1|BTRY	LOC6535635|XP_002096263.1|DYAK
OG0007440	LOC120773679|XP_039958644.1|BTRY	LOC6526228|XP_039233617.1|DYAK
OG0007441	LOC120772822|XP_039957553.1|BTRY	LOC6531538|XP_002092337.1|DYAK
OG0007442	LOC120770219|XP_039953432.1|BTRY	LOC6535515|XP_002096144.2|DYAK
OG0007443	LOC120770560|XP_039954073.1|BTRY	LOC26535829|XP_015051589.1|DYAK
OG0007444	LOC120772543|XP_039957157.1|BTRY	LOC6530435|XP_002091351.1|DYAK
OG0007445	LOC120772541|XP_039957156.1|BTRY	LOC6530436|XP_002091352.1|DYAK
OG0007446	LOC120767541|XP_039949579.1|BTRY	LOC6529604|XP_002090598.2|DYAK
OG0007447	LOC120772499|XP_039957079.1|BTRY	LOC6529574|XP_002090571.1|DYAK
OG0007448	LOC120771692|XP_039955761.1|BTRY	LOC6529360|XP_002090365.1|DYAK
OG0007449	LOC120778678|XP_039966546.1|BTRY	LOC6533778|XP_002094481.1|DYAK
OG0007450	LOC120777666|XP_039965056.1|BTRY	LOC26536298|XP_015054723.1|DYAK
OG0007451	LOC120777991|XP_039965572.1|BTRY	LOC6539529|XP_002086417.3|DYAK
OG0007452	LOC120777074|XP_039964136.1|BTRY	LOC6539530|XP_002086418.1|DYAK
OG0007453	LOC120777259|XP_039964392.1|BTRY	LOC6533687|XP_002094392.1|DYAK
OG0007454	LOC120776623|XP_039963354.1|BTRY	LOC6539613|XP_015045072.2|DYAK
OG0007455	LOC120770222|XP_039953436.1|BTRY	LOC6530940|XP_002091782.1|DYAK
OG0007456	LOC120775561|XP_039961720.1|BTRY	LOC6525745|XP_002101567.3|DYAK
OG0007457	LOC120776792|XP_039963712.1|BTRY	LOC6532341|XP_002093101.1|DYAK
OG0007458	LOC120769462|XP_039952408.1|BTRY	LOC6529162|XP_002090164.1|DYAK
OG0007459	LOC120766863|XP_039948528.1|BTRY	LOC6537811|XP_002098352.2|DYAK
OG0007460	LOC120770359|XP_039953704.1|BTRY	LOC6531267|XP_002092076.1|DYAK
OG0007461	LOC120776419|XP_039962991.1|BTRY	LOC6534843|XP_039229581.1|DYAK
OG0007462	LOC120776431|XP_039963018.1|BTRY	LOC6533828|XP_002094528.1|DYAK
OG0007463	LOC120776421|XP_039962995.1|BTRY	LOC6533827|XP_039230481.1|DYAK
OG0007464	LOC120776420|XP_039962992.1|BTRY	LOC6539423|XP_039230827.1|DYAK
OG0007465	LOC120778617|XP_039966429.1|BTRY	LOC6534013|XP_002094702.1|DYAK
OG0007466	LOC120772518|XP_039957100.1|BTRY	LOC6530247|XP_039228373.1|DYAK
OG0007467	LOC120771098|XP_039954866.1|BTRY	LOC6528295|XP_002089348.1|DYAK
OG0007468	LOC120770070|XP_039953133.1|BTRY	LOC6531703|XP_002092494.1|DYAK
OG0007469	LOC120777711|XP_039965123.1|BTRY	LOC6534205|XP_002094888.2|DYAK
OG0007470	LOC120776734|XP_039963596.1|BTRY	LOC6527003|XP_002088099.1|DYAK
OG0007471	LOC120771380|XP_039955281.1|BTRY	LOC6531341|XP_015051256.1|DYAK
OG0007472	LOC120775693|XP_039961937.1|BTRY	LOC6524731|XP_039233719.1|DYAK
OG0007473	LOC120778941|XP_039966933.1|BTRY	LOC6534806|XP_002095478.1|DYAK
OG0007474	LOC120771612|XP_039955630.1|BTRY	LOC6529355|XP_039229083.1|DYAK
OG0007475	LOC120777766|XP_039965207.1|BTRY	LOC6533222|XP_002093948.1|DYAK
OG0007476	LOC120774167|XP_039959521.1|BTRY	LOC6524516|XP_002100373.1|DYAK
OG0007477	LOC120776097|XP_039962513.1|BTRY	LOC6524514|XP_039227435.1|DYAK
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC6528054|XP_002089121.1|DYAK
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC6523957|XP_002099829.1|DYAK
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC6537115|XP_002097676.2|DYAK
OG0007481	LOC120778563|XP_039966360.1|BTRY	LOC6532864|XP_002093600.1|DYAK
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC6527673|XP_015053053.1|DYAK
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC6528871|XP_002089903.1|DYAK
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC26535301|XP_015046011.1|DYAK
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC6526240|XP_002102049.1|DYAK
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC6525157|XP_002100995.1|DYAK
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC6523736|XP_002099611.2|DYAK
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC6534801|XP_002095473.3|DYAK
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC6536292|XP_015047644.1|DYAK
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC6524877|XP_002100717.1|DYAK
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC6524051|XP_002099920.1|DYAK
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC6528409|XP_002089455.1|DYAK
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC6524919|XP_002100759.1|DYAK
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC6527977|XP_002089044.1|DYAK
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC6525852|XP_002101672.1|DYAK
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC6534871|XP_015050891.1|DYAK
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC6533603|XP_002094311.2|DYAK
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC6534076|XP_015050416.1|DYAK
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC6534636|XP_015050757.2|DYAK
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC6534637|XP_002095312.1|DYAK
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC6535200|XP_015051083.1|DYAK
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC120320431|XP_039232411.1|DYAK
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC6526863|XP_002087963.1|DYAK
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC6534761|XP_002095436.2|DYAK
