Orthogroup	BTRY.longest_only	BCOP.longest_only
OG0006409	LOC120776073|XP_039962477.1|BTRY	LOC119069279|XP_037029236.1|BCOP
OG0006410	LOC120775612|XP_039961788.1|BTRY	LOC119068783|XP_037028438.1|BCOP
OG0006411	LOC120773897|XP_039959007.1|BTRY	LOC119069611|XP_037029599.1|BCOP
OG0006412	LOC120782612|XP_039970913.1|BTRY	LOC119069360|XP_037029328.1|BCOP
OG0006413	LOC120782865|XP_039971338.1|BTRY	LOC119068478|XP_037027984.1|BCOP
OG0006414	LOC120777682|XP_039965089.1|BTRY	LOC119068480|XP_037027986.1|BCOP
OG0006415	LOC120773730|XP_039958720.1|BTRY	LOC119074402|XP_037036419.1|BCOP
OG0006416	LOC120775401|XP_039961496.1|BTRY	LOC119068463|XP_037027951.1|BCOP
OG0006417	LOC120774353|XP_039959872.1|BTRY	LOC119081352|XP_037046095.1|BCOP
OG0006418	LOC120774434|XP_039960008.1|BTRY	LOC119067234|XP_037025985.1|BCOP
OG0006419	LOC120782667|XP_039970982.1|BTRY	LOC119068222|XP_037027613.1|BCOP
OG0006420	LOC120770012|XP_039953042.1|BTRY	LOC119070511|XP_037030767.1|BCOP
OG0006421	LOC120768011|XP_039950372.1|BTRY	LOC119067197|XP_037025923.1|BCOP
OG0006422	LOC120779335|XP_039967469.1|BTRY	LOC119070225|XP_037030394.1|BCOP
OG0006423	LOC120782524|XP_039970767.1|BTRY	LOC119083146|XP_037048684.1|BCOP
OG0006424	LOC120772249|XP_039956688.1|BTRY	LOC119083152|XP_037048693.1|BCOP
OG0006425	LOC120781629|XP_039969797.1|BTRY	LOC119067081|XP_037025719.1|BCOP
OG0006426	LOC120781623|XP_039969791.1|BTRY	LOC119067079|XP_037025714.1|BCOP
OG0006427	LOC120782374|XP_039970548.1|BTRY	LOC119082158|XP_037047457.1|BCOP
OG0006428	LOC120782647|XP_039970953.1|BTRY	LOC119085108|XP_037051261.1|BCOP
OG0006429	LOC120782874|XP_039971350.1|BTRY	LOC119069186|XP_037029022.1|BCOP
OG0006430	LOC120776465|XP_039963066.1|BTRY	LOC119069817|XP_037029874.1|BCOP
OG0006431	LOC120777560|XP_039964890.1|BTRY	LOC119067912|XP_037027105.1|BCOP
OG0006432	LOC120772266|XP_039956706.1|BTRY	LOC119067937|XP_037027147.1|BCOP
OG0006433	LOC120782560|XP_039970827.1|BTRY	LOC119068716|XP_037028300.1|BCOP
OG0006434	LOC120768654|XP_039951361.1|BTRY	LOC119081543|XP_037046449.1|BCOP
OG0006435	LOC120776808|XP_039963746.1|BTRY	LOC119067880|XP_037027046.1|BCOP
OG0006436	LOC120775924|XP_039962263.1|BTRY	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP
OG0006437	LOC120774288|XP_039959715.1|BTRY	LOC119084261|XP_037050069.1|BCOP
OG0006438	LOC120767350|XP_039949249.1|BTRY	LOC119069512|XP_037029484.1|BCOP
OG0006439	LOC120779268|XP_039967451.1|BTRY	LOC119068459|XP_037027939.1|BCOP
OG0006440	LOC120778611|XP_039966426.1|BTRY	LOC119067432|XP_037026299.1|BCOP
OG0006441	LOC120782282|XP_039970418.1|BTRY	LOC119077413|XP_037040521.1|BCOP
OG0006442	LOC120782285|XP_039970422.1|BTRY	LOC119074148|XP_037036043.1|BCOP
OG0006443	LOC120770920|XP_039954591.1|BTRY	LOC119069909|XP_037030010.1|BCOP
OG0006444	LOC120775843|XP_039962149.1|BTRY	LOC119082481|XP_037047896.1|BCOP
OG0006445	LOC120780402|XP_039968621.1|BTRY	LOC119070123|XP_037030337.1|BCOP
OG0006446	LOC120780640|XP_039968836.1|BTRY	LOC119069926|XP_037030044.1|BCOP
OG0006447	LOC120780291|XP_039968491.1|BTRY	LOC119069930|XP_037030048.1|BCOP
OG0006448	LOC120782403|XP_039970583.1|BTRY	LOC119068561|XP_037028084.1|BCOP
OG0006449	LOC120766498|XP_039947984.1|BTRY	LOC119068558|XP_037028079.1|BCOP
OG0006450	LOC120769226|XP_039952057.1|BTRY	LOC119078020|XP_037041307.1|BCOP
OG0006451	LOC120774069|XP_039959310.1|BTRY	LOC119070592|XP_037030905.1|BCOP
OG0006453	LOC120778135|XP_039965793.1|BTRY	LOC119079065|XP_037042768.1|BCOP
OG0006454	LOC120775201|XP_039961198.1|BTRY	LOC119078355|XP_037041750.1|BCOP
OG0006455	LOC120766575|XP_039948102.1|BTRY	LOC119069448|XP_037029398.1|BCOP
OG0006456	LOC120766337|XP_039947696.1|BTRY	LOC119078482|XP_037041933.1|BCOP
OG0006457	LOC120782684|XP_039971009.1|BTRY	LOC119067351|XP_037026156.1|BCOP
OG0006458	LOC120768023|XP_039950428.1|BTRY	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP
OG0006459	LOC120772711|XP_039957398.1|BTRY	LOC119078257|XP_037041647.1|BCOP
OG0006460	LOC120772276|XP_039956719.1|BTRY	LOC119081699|XP_037046701.1|BCOP
OG0006461	LOC120771874|XP_039956065.1|BTRY	LOC119082805|XP_037048350.1|BCOP
OG0006462	LOC120766256|XP_039947576.1|BTRY	LOC119070462|XP_037030710.1|BCOP
OG0006463	LOC120766566|XP_039948090.1|BTRY	LOC119069962|XP_037030090.1|BCOP
OG0006464	LOC120777995|XP_039965578.1|BTRY	LOC119069982|XP_037030121.1|BCOP
OG0006465	LOC120773523|XP_039958414.1|BTRY	LOC119073276|XP_037034553.1|BCOP
OG0006466	LOC120774112|XP_039959406.1|BTRY	LOC119079296|XP_037042978.1|BCOP
OG0006467	LOC120782652|XP_039970959.1|BTRY	LOC119068460|XP_037027941.1|BCOP
OG0006468	LOC120776859|XP_039963841.1|BTRY	LOC119080938|XP_037045459.1|BCOP
OG0006469	LOC120775020|XP_039960906.1|BTRY	LOC119068776|XP_037028431.1|BCOP
OG0006470	LOC120776845|XP_039963804.1|BTRY	LOC119068428|XP_037027891.1|BCOP
OG0006471	LOC120769262|XP_039952104.1|BTRY	LOC119073968|XP_037035769.1|BCOP
OG0006472	LOC120769255|XP_039952093.1|BTRY	LOC119067217|XP_037025958.1|BCOP
OG0006473	LOC120776781|XP_039963696.1|BTRY	LOC119081915|XP_037047050.1|BCOP
OG0006474	LOC120771478|XP_039955450.1|BTRY	LOC119082692|XP_037048163.1|BCOP
OG0006475	LOC120771597|XP_039955607.1|BTRY	LOC119067896|XP_037027081.1|BCOP
OG0006476	LOC120775621|XP_039961802.1|BTRY	LOC119068097|XP_037027415.1|BCOP
OG0006477	LOC120775585|XP_039961755.1|BTRY	LOC119068115|XP_037027459.1|BCOP
OG0006479	LOC120766197|XP_039947491.1|BTRY	LOC119085649|XP_037051983.1|BCOP
OG0006480	LOC120772893|XP_039957699.1|BTRY	LOC119080197|XP_037044332.1|BCOP
OG0006481	LOC120775427|XP_039961545.1|BTRY	LOC119085434|XP_037051745.1|BCOP
OG0006482	LOC120774335|XP_039959831.1|BTRY	LOC119068972|XP_037028733.1|BCOP
OG0006483	LOC120766654|XP_039948220.1|BTRY	LOC119085249|XP_037051480.1|BCOP
OG0006484	LOC120766655|XP_039948221.1|BTRY	LOC119068377|XP_037027841.1|BCOP
OG0006485	LOC120780709|XP_039968905.1|BTRY	LOC119082530|XP_037047940.1|BCOP
OG0006486	LOC120782267|XP_039970375.1|BTRY	LOC119068559|XP_037028080.1|BCOP
OG0006487	LOC120780371|XP_039968598.1|BTRY	LOC119067077|XP_037025712.1|BCOP
OG0006488	LOC120775271|XP_039961300.1|BTRY	LOC119069434|XP_037029386.1|BCOP
OG0006489	LOC120767054|XP_039948844.1|BTRY	LOC119068104|XP_037027425.1|BCOP
OG0006490	LOC120774165|XP_039959523.1|BTRY	LOC119067971|XP_037027208.1|BCOP
OG0006491	LOC120768643|XP_039951347.1|BTRY	LOC119077136|XP_037040210.1|BCOP
OG0006492	LOC120782535|XP_039970799.1|BTRY	LOC119067090|XP_037025744.1|BCOP
OG0006493	LOC120774373|XP_039959902.1|BTRY	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP
OG0006494	LOC120773341|XP_039958089.1|BTRY	LOC119081751|XP_037046828.1|BCOP
OG0006495	LOC120773734|XP_039958724.1|BTRY	LOC119068563|XP_037028087.1|BCOP
OG0006496	LOC120776688|XP_039963506.1|BTRY	LOC119067268|XP_037026042.1|BCOP
OG0006497	LOC120775990|XP_039962357.1|BTRY	LOC119067895|XP_037027079.1|BCOP
OG0006498	LOC120778947|XP_039966947.1|BTRY	LOC119067883|XP_037027057.1|BCOP
OG0006499	LOC120774568|XP_039960239.1|BTRY	LOC119067877|XP_037027041.1|BCOP
OG0006500	LOC120766568|XP_039948128.1|BTRY	LOC119085007|XP_037051084.1|BCOP
OG0006501	LOC120769116|XP_039951914.1|BTRY	LOC119067891|XP_037027071.1|BCOP
OG0006502	LOC120778204|XP_039965893.1|BTRY	LOC119069237|XP_037029173.1|BCOP
OG0006503	LOC120782172|XP_039970242.1|BTRY	LOC119069272|XP_037029225.1|BCOP
OG0006504	LOC120775355|XP_039961451.1|BTRY	LOC119075756|XP_037038188.1|BCOP
OG0006505	LOC120766576|XP_039948103.1|BTRY	LOC119069138|XP_037028939.1|BCOP
OG0006506	LOC120766734|XP_039948320.1|BTRY	LOC119069144|XP_037028944.1|BCOP
OG0006507	LOC120782687|XP_039971011.1|BTRY	LOC119080404|XP_037044627.1|BCOP
OG0006509	LOC120773614|XP_039958548.1|BTRY	LOC119070501|XP_037030744.1|BCOP
OG0006510	LOC120767077|XP_039948874.1|BTRY	LOC119069224|XP_037029145.1|BCOP
OG0006511	LOC120766856|XP_039948521.1|BTRY	LOC119067518|XP_037026433.1|BCOP
OG0006512	LOC120782305|XP_039970449.1|BTRY	LOC119070569|XP_037030869.1|BCOP
OG0006513	LOC120766536|XP_039948041.1|BTRY	LOC119067793|XP_037026832.1|BCOP
OG0006514	LOC120781482|XP_039969639.1|BTRY	LOC119067999|XP_037027255.1|BCOP
OG0006515	LOC120774262|XP_039959668.1|BTRY	LOC119067998|XP_037027254.1|BCOP
OG0006516	LOC120766672|XP_039948246.1|BTRY	LOC119067840|XP_037026910.1|BCOP
OG0006517	LOC120772804|XP_039957525.1|BTRY	LOC119070399|XP_037030617.1|BCOP
OG0006518	LOC120769448|XP_039952375.1|BTRY	LOC119067844|XP_037026923.1|BCOP
OG0006519	LOC120772831|XP_039957575.1|BTRY	LOC119067507|XP_037026414.1|BCOP
OG0006520	LOC120776143|XP_039962621.1|BTRY	LOC119069134|XP_037028935.1|BCOP
OG0006521	LOC120782656|XP_039970963.1|BTRY	LOC119068028|XP_037027286.1|BCOP
OG0006522	LOC120766673|XP_039948250.1|BTRY	LOC119069712|XP_037029731.1|BCOP
OG0006523	LOC120779506|XP_039967750.1|BTRY	LOC119069676|XP_037029690.1|BCOP
OG0006524	LOC120767939|XP_039950240.1|BTRY	LOC119067573|XP_037026552.1|BCOP
OG0006525	LOC120774860|XP_039960622.1|BTRY	LOC119070275|XP_037030431.1|BCOP
OG0006528	LOC120768151|XP_039951039.1|BTRY	LOC119068812|XP_037028482.1|BCOP
OG0006529	LOC120767071|XP_039948863.1|BTRY	LOC119068813|XP_037028483.1|BCOP
OG0006530	LOC120766558|XP_039948082.1|BTRY	LOC119068817|XP_037028485.1|BCOP
OG0006533	LOC120772660|XP_039957326.1|BTRY	LOC119069215|XP_037029086.1|BCOP
OG0006534	LOC120771285|XP_039955150.1|BTRY	LOC119077417|XP_037040524.1|BCOP
OG0006535	LOC120771533|XP_039955526.1|BTRY	LOC119067085|XP_037025738.1|BCOP
OG0006536	LOC120767095|XP_039948910.1|BTRY	LOC119069946|XP_037030069.1|BCOP
OG0006537	LOC120766718|XP_039948299.1|BTRY	LOC119069811|XP_037029864.1|BCOP
OG0006538	LOC120776053|XP_039962448.1|BTRY	LOC119069725|XP_037029744.1|BCOP
OG0006539	LOC120782160|XP_039970226.1|BTRY	LOC119068196|XP_037027591.1|BCOP
OG0006540	LOC120778935|XP_039966920.1|BTRY	LOC119070315|XP_037030475.1|BCOP
OG0006541	LOC120767192|XP_039948930.1|BTRY	LOC119070439|XP_037030684.1|BCOP
OG0006542	LOC120776364|XP_039962876.1|BTRY	LOC119070440|XP_037030685.1|BCOP
OG0006543	LOC120782474|XP_039970702.1|BTRY	LOC119068708|XP_037028292.1|BCOP
OG0006544	LOC120782317|XP_039970468.1|BTRY	LOC119074598|XP_037036738.1|BCOP
OG0006545	LOC120774967|XP_039960790.1|BTRY	LOC119069592|XP_037029577.1|BCOP
OG0006546	LOC120771359|XP_039955253.1|BTRY	LOC119069588|XP_037029573.1|BCOP
OG0006547	LOC120766470|XP_039947947.1|BTRY	LOC119070084|XP_037030292.1|BCOP
OG0006548	LOC120778349|XP_039966075.1|BTRY	LOC119067347|XP_037026153.1|BCOP
OG0006549	LOC120782426|XP_039970611.1|BTRY	LOC119067009|XP_037025631.1|BCOP
OG0006550	LOC120781326|XP_039969461.1|BTRY	LOC119067008|XP_037025629.1|BCOP
OG0006551	LOC120775985|XP_039962350.1|BTRY	LOC119071215|XP_037031919.1|BCOP
OG0006552	LOC120775312|XP_039961381.1|BTRY	LOC119068033|XP_037027335.1|BCOP
OG0006553	LOC120766711|XP_039948291.1|BTRY	LOC119068666|XP_037028243.1|BCOP
OG0006554	LOC120766851|XP_039948505.1|BTRY	LOC119069418|XP_037029360.1|BCOP
OG0006555	LOC120779484|XP_039967705.1|BTRY	LOC119068773|XP_037028424.1|BCOP
OG0006557	LOC120773749|XP_039958747.1|BTRY	LOC119084789|XP_037050749.1|BCOP
OG0006558	LOC120766451|XP_039947901.1|BTRY	LOC119084022|XP_037049739.1|BCOP
OG0006559	LOC120766798|XP_039948433.1|BTRY	LOC119069785|XP_037029822.1|BCOP
OG0006560	LOC120767036|XP_039948815.1|BTRY	LOC119072547|XP_037033676.1|BCOP
OG0006561	LOC120775332|XP_039961411.1|BTRY	LOC119074461|XP_037036497.1|BCOP
OG0006562	LOC120782666|XP_039970979.1|BTRY	LOC119067919|XP_037027116.1|BCOP
OG0006563	LOC120779690|XP_039967985.1|BTRY	LOC119070491|XP_037030739.1|BCOP
OG0006564	LOC120766219|XP_039947527.1|BTRY	LOC119070488|XP_037030736.1|BCOP
OG0006565	LOC120782443|XP_039970664.1|BTRY	LOC119070486|XP_037030734.1|BCOP
OG0006566	LOC120779469|XP_039967674.1|BTRY	LOC119067282|XP_037026057.1|BCOP
OG0006567	LOC120771829|XP_039955999.1|BTRY	LOC119068689|XP_037028271.1|BCOP
OG0006568	LOC120771822|XP_039955985.1|BTRY	LOC119068688|XP_037028270.1|BCOP
OG0006569	LOC120776765|XP_039963662.1|BTRY	LOC119072870|XP_037034070.1|BCOP
OG0006570	LOC120782506|XP_039970748.1|BTRY	LOC119067115|XP_037025784.1|BCOP
OG0006571	LOC120779980|XP_039968211.1|BTRY	LOC119070515|XP_037030774.1|BCOP
OG0006572	LOC120780596|XP_039968788.1|BTRY	LOC119078819|XP_037042420.1|BCOP
OG0006573	LOC120766336|XP_039947695.1|BTRY	LOC119067184|XP_037025902.1|BCOP
OG0006574	LOC120772226|XP_039956655.1|BTRY	LOC119069196|XP_037029039.1|BCOP
OG0006575	LOC120776144|XP_039962618.1|BTRY	LOC119069120|XP_037028912.1|BCOP
OG0006577	LOC120780700|XP_039968898.1|BTRY	LOC119082471|XP_037047888.1|BCOP
OG0006578	LOC120771146|XP_039954950.1|BTRY	LOC119070558|XP_037030857.1|BCOP
OG0006579	LOC120771078|XP_039954832.1|BTRY	LOC119068985|XP_037028750.1|BCOP
OG0006580	LOC120779410|XP_039967544.1|BTRY	LOC119070355|XP_037030543.1|BCOP
OG0006581	LOC120782505|XP_039970747.1|BTRY	LOC119067105|XP_037025764.1|BCOP
OG0006582	LOC120766459|XP_039947921.1|BTRY	LOC119067113|XP_037025782.1|BCOP
OG0006583	LOC120773421|XP_039958623.1|BTRY	LOC119080704|XP_037045058.1|BCOP
OG0006584	LOC120769458|XP_039952402.1|BTRY	LOC119078674|XP_037042228.1|BCOP
OG0006585	LOC120775131|XP_039961093.1|BTRY	LOC119081167|XP_037045802.1|BCOP
OG0006586	LOC120771299|XP_039955206.1|BTRY	LOC119068489|XP_037027996.1|BCOP
OG0006587	LOC120771122|XP_039954909.1|BTRY	LOC119068475|XP_037027981.1|BCOP
OG0006588	LOC120766752|XP_039948358.1|BTRY	LOC119085742|XP_037052106.1|BCOP
OG0006589	LOC120782746|XP_039971122.1|BTRY	LOC119085755|XP_037052133.1|BCOP
OG0006590	LOC120766681|XP_039948256.1|BTRY	LOC119085759|XP_037052138.1|BCOP
OG0006591	LOC120778859|XP_039966823.1|BTRY	LOC119073991|XP_037035802.1|BCOP
OG0006592	LOC120767025|XP_039948795.1|BTRY	LOC119085729|XP_037052089.1|BCOP
OG0006593	LOC120767024|XP_039948794.1|BTRY	LOC119085728|XP_037052088.1|BCOP
OG0006594	LOC120778131|XP_039965776.1|BTRY	LOC119084887|XP_037050929.1|BCOP
OG0006595	LOC120770024|XP_039953057.1|BTRY	LOC119081724|XP_037046762.1|BCOP
OG0006596	LOC120771068|XP_039954809.1|BTRY	LOC119081745|XP_037046811.1|BCOP
OG0006597	LOC120778276|XP_039965994.1|BTRY	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP
OG0006598	LOC120769073|XP_039951865.1|BTRY	LOC119083065|XP_037048583.1|BCOP
OG0006599	LOC120778958|XP_039966967.1|BTRY	LOC119075457|XP_037037795.1|BCOP
OG0006600	LOC120776377|XP_039962904.1|BTRY	LOC119076288|XP_037038848.1|BCOP
OG0006601	LOC120778713|XP_039966609.1|BTRY	LOC119080529|XP_037044835.1|BCOP
OG0006602	LOC120778714|XP_039966610.1|BTRY	LOC119084908|XP_037050958.1|BCOP
OG0006603	LOC120778170|XP_039965840.1|BTRY	LOC119075845|XP_037038296.1|BCOP
OG0006604	LOC120778457|XP_039966188.1|BTRY	LOC119074579|XP_037036708.1|BCOP
OG0006605	LOC120775944|XP_039962288.1|BTRY	LOC119072799|XP_037033992.1|BCOP
OG0006606	LOC120777446|XP_039964695.1|BTRY	LOC119079662|XP_037043607.1|BCOP
OG0006607	LOC120776478|XP_039963087.1|BTRY	LOC119079302|XP_037042984.1|BCOP
OG0006608	LOC120766599|XP_039948138.1|BTRY	LOC119073748|XP_037035303.1|BCOP
OG0006609	LOC120777781|XP_039965239.1|BTRY	LOC119073542|XP_037034984.1|BCOP
OG0006610	LOC120777573|XP_039964911.1|BTRY	LOC119073694|XP_037035185.1|BCOP
OG0006611	LOC120777181|XP_039964274.1|BTRY	LOC119073711|XP_037035228.1|BCOP
OG0006612	LOC120777441|XP_039964688.1|BTRY	LOC119073718|XP_037035236.1|BCOP
OG0006613	LOC120778977|XP_039967001.1|BTRY	LOC119073602|XP_037035070.1|BCOP
OG0006614	LOC120777089|XP_039964157.1|BTRY	LOC119079802|XP_037043759.1|BCOP
OG0006615	LOC120777475|XP_039964743.1|BTRY	LOC119079800|XP_037043757.1|BCOP
OG0006616	LOC120778051|XP_039965662.1|BTRY	LOC119084849|XP_037050861.1|BCOP
OG0006617	LOC120776396|XP_039962948.1|BTRY	LOC119078726|XP_037042302.1|BCOP
OG0006618	LOC120778017|XP_039965621.1|BTRY	LOC119080862|XP_037045334.1|BCOP
OG0006619	LOC120776983|XP_039964016.1|BTRY	LOC119080517|XP_037044821.1|BCOP
OG0006620	LOC120777693|XP_039965100.1|BTRY	LOC119080421|XP_037044657.1|BCOP
OG0006621	LOC120778780|XP_039966697.1|BTRY	LOC119080497|XP_037044791.1|BCOP
OG0006622	LOC120776723|XP_039963571.1|BTRY	LOC119074129|XP_037036011.1|BCOP
OG0006624	LOC120772519|XP_039957108.1|BTRY	LOC119081376|XP_037046152.1|BCOP
OG0006626	LOC120770938|XP_039954582.1|BTRY	LOC119073842|XP_037035576.1|BCOP
OG0006627	LOC120772892|XP_039957697.1|BTRY	LOC119073835|XP_037035541.1|BCOP
OG0006628	LOC120770325|XP_039953642.1|BTRY	LOC119073975|XP_037035776.1|BCOP
OG0006629	LOC120781264|XP_039969356.1|BTRY	LOC119081559|XP_037046483.1|BCOP
OG0006630	LOC120772819|XP_039957549.1|BTRY	LOC119074484|XP_037036526.1|BCOP
OG0006631	LOC120777528|XP_039964844.1|BTRY	LOC119078214|XP_037041571.1|BCOP
OG0006632	LOC120771665|XP_039955715.1|BTRY	LOC119079634|XP_037043549.1|BCOP
OG0006633	LOC120776757|XP_039963653.1|BTRY	LOC119079543|XP_037043425.1|BCOP
OG0006634	LOC120767666|XP_039949773.1|BTRY	LOC119070936|XP_037031377.1|BCOP
OG0006635	LOC120767712|XP_039949842.1|BTRY	LOC119068110|XP_037027451.1|BCOP
OG0006636	LOC120774400|XP_039959953.1|BTRY	LOC119073903|XP_037035688.1|BCOP
OG0006637	LOC120776576|XP_039963274.1|BTRY	LOC119081284|XP_037045941.1|BCOP
OG0006638	LOC120771077|XP_039954830.1|BTRY	LOC119080313|XP_037044483.1|BCOP
OG0006639	LOC120770954|XP_039954603.1|BTRY	LOC119080599|XP_037044888.1|BCOP
OG0006640	LOC120781209|XP_039969262.1|BTRY	LOC119074115|XP_037035977.1|BCOP
OG0006641	LOC120771814|XP_039955956.1|BTRY	LOC119074119|XP_037035981.1|BCOP
OG0006642	LOC120771828|XP_039955991.1|BTRY	LOC119080876|XP_037045347.1|BCOP
OG0006643	LOC120772528|XP_039957127.1|BTRY	LOC119080902|XP_037045381.1|BCOP
OG0006644	LOC120777562|XP_039964892.1|BTRY	LOC119079577|XP_037043463.1|BCOP
OG0006645	LOC120781426|XP_039969580.1|BTRY	LOC119079979|XP_037044017.1|BCOP
OG0006646	LOC120769999|XP_039953023.1|BTRY	LOC119080058|XP_037044159.1|BCOP
OG0006647	LOC120772933|XP_039957766.1|BTRY	LOC119081401|XP_037046187.1|BCOP
OG0006648	LOC120777394|XP_039964621.1|BTRY	LOC119071592|XP_037032434.1|BCOP
OG0006649	LOC120771043|XP_039954777.1|BTRY	LOC119084946|XP_037050988.1|BCOP
OG0006650	LOC120781211|XP_039969265.1|BTRY	LOC119081367|XP_037046131.1|BCOP
OG0006651	LOC120777350|XP_039964540.1|BTRY	LOC119080376|XP_037044574.1|BCOP
OG0006652	LOC120778630|XP_039966450.1|BTRY	LOC119080348|XP_037044541.1|BCOP
OG0006653	LOC120776380|XP_039962916.1|BTRY	LOC119077363|XP_037040435.1|BCOP
OG0006654	LOC120779152|XP_039967304.1|BTRY	LOC119073808|XP_037035474.1|BCOP
OG0006655	LOC120776398|XP_039962953.1|BTRY	LOC119080624|XP_037044926.1|BCOP
OG0006656	LOC120777729|XP_039965153.1|BTRY	LOC119081147|XP_037045789.1|BCOP
OG0006657	LOC120770578|XP_039954093.1|BTRY	LOC119077961|XP_037041237.1|BCOP
OG0006658	LOC120778449|XP_039966176.1|BTRY	LOC119080437|XP_037044691.1|BCOP
OG0006659	LOC120778735|XP_039966634.1|BTRY	LOC119080450|XP_037044709.1|BCOP
OG0006660	LOC120777792|XP_039965256.1|BTRY	LOC119081099|XP_037045733.1|BCOP
OG0006661	LOC120779087|XP_039967172.1|BTRY	LOC119074285|XP_037036199.1|BCOP
OG0006662	LOC120768092|XP_039950564.1|BTRY	LOC119066135|XP_037024321.1|BCOP
OG0006663	LOC120777767|XP_039965211.1|BTRY	LOC119083661|XP_037049336.1|BCOP
OG0006664	LOC120768976|XP_039952089.1|BTRY	LOC119073541|XP_037034982.1|BCOP
OG0006665	LOC120776659|XP_039963462.1|BTRY	LOC119073141|XP_037034334.1|BCOP
OG0006666	LOC120781292|XP_039969423.1|BTRY	LOC119081812|XP_037046939.1|BCOP
OG0006667	LOC120778096|XP_039965730.1|BTRY	LOC119085831|XP_037052226.1|BCOP
OG0006668	LOC120771884|XP_039956076.1|BTRY	LOC119079219|XP_037042907.1|BCOP
OG0006669	LOC120778981|XP_039967006.1|BTRY	LOC119077319|XP_037040394.1|BCOP
OG0006670	LOC120778477|XP_039966227.1|BTRY	LOC119078014|XP_037041300.1|BCOP, LOC119080623|XP_037044923.1|BCOP
OG0006671	LOC120778067|XP_039965686.1|BTRY	LOC119080618|XP_037044915.1|BCOP
OG0006672	LOC120778488|XP_039966243.1|BTRY	LOC119073425|XP_037034765.1|BCOP
OG0006673	LOC120777779|XP_039965234.1|BTRY	LOC119066904|XP_037025489.1|BCOP
OG0006675	LOC120772445|XP_039956999.1|BTRY	LOC119082137|XP_037047409.1|BCOP
OG0006676	LOC120778075|XP_039965701.1|BTRY	LOC119078202|XP_037041563.1|BCOP
OG0006677	LOC120777883|XP_039965375.1|BTRY	LOC119075855|XP_037038306.1|BCOP
OG0006678	LOC120777628|XP_039965016.1|BTRY	LOC119068628|XP_037028190.1|BCOP
OG0006679	LOC120779163|XP_039967322.1|BTRY	LOC119074809|XP_037036992.1|BCOP
OG0006680	LOC120781309|XP_039969443.1|BTRY	LOC119067490|XP_037026393.1|BCOP
OG0006681	LOC120779211|XP_039967422.1|BTRY	LOC119081231|XP_037045851.1|BCOP
OG0006682	LOC120777466|XP_039964724.1|BTRY	LOC119081868|XP_037046995.1|BCOP
OG0006683	LOC120778011|XP_039965611.1|BTRY	LOC119073274|XP_037034551.1|BCOP
OG0006684	LOC120776719|XP_039963551.1|BTRY	LOC119080655|XP_037044965.1|BCOP
OG0006685	LOC120770789|XP_039954303.1|BTRY	LOC119080659|XP_037044974.1|BCOP
OG0006688	LOC120777303|XP_039964455.1|BTRY	LOC119077343|XP_037040424.1|BCOP
OG0006691	LOC120776690|XP_039963507.1|BTRY	LOC119078299|XP_037041688.1|BCOP
OG0006692	LOC120776756|XP_039963652.1|BTRY	LOC119077270|XP_037040315.1|BCOP
OG0006693	LOC120776548|XP_039963231.1|BTRY	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP
OG0006694	LOC120774144|XP_039959474.1|BTRY	LOC119070382|XP_037030590.1|BCOP
OG0006695	LOC120777606|XP_039964981.1|BTRY	LOC119080436|XP_037044689.1|BCOP
OG0006696	LOC120782145|XP_039970216.1|BTRY	LOC119080694|XP_037045037.1|BCOP
OG0006697	LOC120776494|XP_039963110.1|BTRY	LOC119076568|XP_037039257.1|BCOP
OG0006698	LOC120776496|XP_039963113.1|BTRY	LOC119077692|XP_037040857.1|BCOP
OG0006699	LOC120777432|XP_039964673.1|BTRY	LOC119080400|XP_037044624.1|BCOP
OG0006700	LOC120776752|XP_039963642.1|BTRY	LOC119069263|XP_037029216.1|BCOP
OG0006701	LOC120772917|XP_039957751.1|BTRY	LOC119080370|XP_037044562.1|BCOP
OG0006702	LOC120778679|XP_039966548.1|BTRY	LOC119080931|XP_037045444.1|BCOP
OG0006703	LOC120778254|XP_039965956.1|BTRY	LOC119072692|XP_037033859.1|BCOP
OG0006704	LOC120778255|XP_039965958.1|BTRY	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP
OG0006705	LOC120771970|XP_039956251.1|BTRY	LOC119075445|XP_037037780.1|BCOP
OG0006706	LOC120772393|XP_039956917.1|BTRY	LOC119075436|XP_037037770.1|BCOP
OG0006707	LOC120770948|XP_039954595.1|BTRY	LOC119080440|XP_037044698.1|BCOP
OG0006708	LOC120766742|XP_039948342.1|BTRY	LOC119076537|XP_037039226.1|BCOP
OG0006709	LOC120771848|XP_039956025.1|BTRY	LOC119073473|XP_037034874.1|BCOP
OG0006710	LOC120779134|XP_039967271.1|BTRY	LOC119080325|XP_037044498.1|BCOP
OG0006712	LOC120779106|XP_039967212.1|BTRY	LOC119080328|XP_037044508.1|BCOP
OG0006713	LOC120778121|XP_039965759.1|BTRY	LOC119080205|XP_037044339.1|BCOP
