Orthogroup	BTRY.longest_only	AAEG.longest_only
OG0006528	LOC120768151|XP_039951039.1|BTRY	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG
OG0006529	LOC120767071|XP_039948863.1|BTRY	LOC110674096|XP_021693383.1|AAEG
OG0006530	LOC120766558|XP_039948082.1|BTRY	LOC110674097|XP_021693385.1|AAEG
OG0006531	LOC120766953|XP_039948672.1|BTRY	LOC5564498|XP_021693386.1|AAEG
OG0006533	LOC120772660|XP_039957326.1|BTRY	LOC5567119|XP_021693403.1|AAEG
OG0006534	LOC120771285|XP_039955150.1|BTRY	LOC5573313|XP_001654528.1|AAEG
OG0006535	LOC120771533|XP_039955526.1|BTRY	LOC5573315|XP_001654535.1|AAEG
OG0006536	LOC120767095|XP_039948910.1|BTRY	LOC5573322|XP_021693452.1|AAEG
OG0006537	LOC120766718|XP_039948299.1|BTRY	LOC5569641|XP_021694321.1|AAEG
OG0006538	LOC120776053|XP_039962448.1|BTRY	LOC5565349|XP_021694322.1|AAEG
OG0006539	LOC120782160|XP_039970226.1|BTRY	LOC5579481|XP_001647778.2|AAEG
OG0006540	LOC120778935|XP_039966920.1|BTRY	LOC5577200|XP_001663291.2|AAEG
OG0006541	LOC120767192|XP_039948930.1|BTRY	LOC5576518|XP_001662710.2|AAEG
OG0006542	LOC120776364|XP_039962876.1|BTRY	LOC5576534|XP_021693731.1|AAEG
OG0006543	LOC120782474|XP_039970702.1|BTRY	LOC5576528|XP_021693736.1|AAEG
OG0006544	LOC120782317|XP_039970468.1|BTRY	LOC110674164|XP_021693738.1|AAEG
OG0006545	LOC120774967|XP_039960790.1|BTRY	LOC5575641|XP_001655789.2|AAEG
OG0006546	LOC120771359|XP_039955253.1|BTRY	LOC5575644|XP_021693741.1|AAEG
OG0006547	LOC120766470|XP_039947947.1|BTRY	LOC5575651|XP_021693762.1|AAEG
OG0006548	LOC120778349|XP_039966075.1|BTRY	LOC5565608|XP_001649950.2|AAEG
OG0006549	LOC120782426|XP_039970611.1|BTRY	LOC5565594|XP_001649963.1|AAEG
OG0006550	LOC120781326|XP_039969461.1|BTRY	LOC5565589|XP_001649965.1|AAEG
OG0006551	LOC120775985|XP_039962350.1|BTRY	LOC110674175|XP_021693810.1|AAEG
OG0006552	LOC120775312|XP_039961381.1|BTRY	LOC5569686|XP_001658684.2|AAEG
OG0006553	LOC120766711|XP_039948291.1|BTRY	LOC5577664|XP_001656662.2|AAEG
OG0006554	LOC120766851|XP_039948505.1|BTRY	LOC5577649|XP_021693827.1|AAEG
OG0006555	LOC120779484|XP_039967705.1|BTRY	LOC5577642|XP_021693845.1|AAEG
OG0006556	LOC120778642|XP_039966482.1|BTRY	LOC5577637|XP_001656635.1|AAEG
OG0006557	LOC120773749|XP_039958747.1|BTRY	LOC5577631|XP_021693882.1|AAEG
OG0006558	LOC120766451|XP_039947901.1|BTRY	LOC5565932|XP_021693909.1|AAEG
OG0006559	LOC120766798|XP_039948433.1|BTRY	LOC5565935|XP_001650313.2|AAEG
OG0006560	LOC120767036|XP_039948815.1|BTRY	LOC5565931|XP_021693915.1|AAEG
OG0006561	LOC120775332|XP_039961411.1|BTRY	LOC5565930|XP_001650308.2|AAEG
OG0006562	LOC120782666|XP_039970979.1|BTRY	LOC5565937|XP_021693929.1|AAEG
OG0006563	LOC120779690|XP_039967985.1|BTRY	LOC5568360|XP_001658012.1|AAEG
OG0006564	LOC120766219|XP_039947527.1|BTRY	LOC5568358|XP_001658010.2|AAEG
OG0006565	LOC120782443|XP_039970664.1|BTRY	LOC5568352|XP_021693940.1|AAEG
OG0006566	LOC120779469|XP_039967674.1|BTRY	LOC5577579|XP_021694031.1|AAEG
OG0006567	LOC120771829|XP_039955999.1|BTRY	LOC5576107|XP_001662452.2|AAEG
OG0006568	LOC120771822|XP_039955985.1|BTRY	LOC5576108|XP_001662453.2|AAEG
OG0006569	LOC120776765|XP_039963662.1|BTRY	LOC5576109|XP_001662454.2|AAEG
OG0006570	LOC120782506|XP_039970748.1|BTRY	LOC5576110|XP_021694084.1|AAEG
OG0006571	LOC120779980|XP_039968211.1|BTRY	LOC5576116|XP_001662462.1|AAEG
OG0006572	LOC120780596|XP_039968788.1|BTRY	LOC5576132|XP_001662478.2|AAEG
OG0006573	LOC120766336|XP_039947695.1|BTRY	LOC110674229|XP_021694111.1|AAEG
OG0006574	LOC120772226|XP_039956655.1|BTRY	LOC5576136|XP_021694113.1|AAEG
OG0006575	LOC120776144|XP_039962618.1|BTRY	LOC5565180|XP_001649527.2|AAEG
OG0006576	LOC120771128|XP_039954922.1|BTRY	LOC110674238|XP_021694147.1|AAEG
OG0006577	LOC120780700|XP_039968898.1|BTRY	LOC5565138|XP_001649513.2|AAEG
OG0006578	LOC120771146|XP_039954950.1|BTRY	LOC5565141|XP_001649511.2|AAEG
OG0006579	LOC120771078|XP_039954832.1|BTRY	LOC5565143|XP_001649510.2|AAEG
OG0006580	LOC120779410|XP_039967544.1|BTRY	LOC110674240|XP_021694152.1|AAEG
OG0006581	LOC120782505|XP_039970747.1|BTRY	LOC5577592|XP_001656580.2|AAEG
OG0006582	LOC120766459|XP_039947921.1|BTRY	LOC5577591|XP_021694159.1|AAEG
OG0006583	LOC120773421|XP_039958623.1|BTRY	LOC5565080|XP_021694165.1|AAEG
OG0006584	LOC120769458|XP_039952402.1|BTRY	LOC5564609|XP_001648956.2|AAEG
OG0006585	LOC120775131|XP_039961093.1|BTRY	LOC5564410|XP_021694178.1|AAEG
OG0006586	LOC120771299|XP_039955206.1|BTRY	LOC5572611|XP_001654122.2|AAEG
OG0006587	LOC120771122|XP_039954909.1|BTRY	LOC5572612|XP_001654123.2|AAEG
OG0006588	LOC120766752|XP_039948358.1|BTRY	LOC5572615|XP_021694184.1|AAEG
OG0006589	LOC120782746|XP_039971122.1|BTRY	LOC5572675|XP_021694204.1|AAEG
OG0006590	LOC120766681|XP_039948256.1|BTRY	LOC5572678|XP_001660498.2|AAEG
OG0006591	LOC120778859|XP_039966823.1|BTRY	LOC5566106|XP_021695274.1|AAEG
OG0006592	LOC120767025|XP_039948795.1|BTRY	LOC5566140|XP_001650507.1|AAEG
OG0006593	LOC120767024|XP_039948794.1|BTRY	LOC5566139|XP_001650506.1|AAEG
OG0006594	LOC120778131|XP_039965776.1|BTRY	LOC5566121|XP_001650501.2|AAEG
OG0006595	LOC120770024|XP_039953057.1|BTRY	LOC5566108|XP_021695437.1|AAEG
OG0006596	LOC120771068|XP_039954809.1|BTRY	LOC5570944|XP_021699203.1|AAEG
OG0006597	LOC120778276|XP_039965994.1|BTRY	LOC5570945|XP_021695449.1|AAEG
OG0006598	LOC120769073|XP_039951865.1|BTRY	LOC5570951|XP_021695450.1|AAEG
OG0006599	LOC120778958|XP_039966967.1|BTRY	LOC5571446|XP_001659697.2|AAEG
OG0006600	LOC120776377|XP_039962904.1|BTRY	LOC5571447|XP_021695466.1|AAEG
OG0006601	LOC120778713|XP_039966609.1|BTRY	LOC5571450|XP_001659703.1|AAEG
OG0006602	LOC120778714|XP_039966610.1|BTRY	LOC5571451|XP_001659704.1|AAEG
OG0006603	LOC120778170|XP_039965840.1|BTRY	LOC5571452|XP_001659705.2|AAEG
OG0006604	LOC120778457|XP_039966188.1|BTRY	LOC5573691|XP_021695485.1|AAEG
OG0006605	LOC120775944|XP_039962288.1|BTRY	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG
OG0006606	LOC120777446|XP_039964695.1|BTRY	LOC23687391|XP_011493608.2|AAEG
OG0006607	LOC120776478|XP_039963087.1|BTRY	LOC5574895|XP_021695492.1|AAEG
OG0006608	LOC120766599|XP_039948138.1|BTRY	LOC5570277|XP_001659030.1|AAEG
OG0006609	LOC120777781|XP_039965239.1|BTRY	LOC5579871|XP_021695537.1|AAEG
OG0006610	LOC120777573|XP_039964911.1|BTRY	LOC5579867|XP_021695542.1|AAEG
OG0006611	LOC120777181|XP_039964274.1|BTRY	LOC5579865|XP_021695552.1|AAEG
OG0006612	LOC120777441|XP_039964688.1|BTRY	LOC5579863|XP_001664324.1|AAEG
OG0006613	LOC120778977|XP_039967001.1|BTRY	LOC5579876|XP_021695557.1|AAEG
OG0006614	LOC120777089|XP_039964157.1|BTRY	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC120777475|XP_039964743.1|BTRY	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC120778051|XP_039965662.1|BTRY	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC120776396|XP_039962948.1|BTRY	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC120778017|XP_039965621.1|BTRY	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC120776983|XP_039964016.1|BTRY	LOC5569150|XP_001658335.2|AAEG
OG0006620	LOC120777693|XP_039965100.1|BTRY	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC120778780|XP_039966697.1|BTRY	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC120776723|XP_039963571.1|BTRY	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC120778232|XP_039965924.1|BTRY	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC120772519|XP_039957108.1|BTRY	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC120770060|XP_039953114.1|BTRY	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC120770938|XP_039954582.1|BTRY	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC120772892|XP_039957697.1|BTRY	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC120770325|XP_039953642.1|BTRY	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC120781264|XP_039969356.1|BTRY	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC120772819|XP_039957549.1|BTRY	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC120777528|XP_039964844.1|BTRY	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC120771665|XP_039955715.1|BTRY	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC120776757|XP_039963653.1|BTRY	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC120767666|XP_039949773.1|BTRY	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC120767712|XP_039949842.1|BTRY	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC120774400|XP_039959953.1|BTRY	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC120776576|XP_039963274.1|BTRY	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC120771077|XP_039954830.1|BTRY	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC120770954|XP_039954603.1|BTRY	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC120781209|XP_039969262.1|BTRY	LOC110675376|XP_021695875.1|AAEG
OG0006641	LOC120771814|XP_039955956.1|BTRY	LOC5571277|XP_021695876.1|AAEG
OG0006642	LOC120771828|XP_039955991.1|BTRY	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC120772528|XP_039957127.1|BTRY	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC120777562|XP_039964892.1|BTRY	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC120781426|XP_039969580.1|BTRY	LOC5578052|XP_021695953.1|AAEG
OG0006646	LOC120769999|XP_039953023.1|BTRY	LOC5578053|XP_021695958.1|AAEG
OG0006647	LOC120772933|XP_039957766.1|BTRY	LOC5568469|XP_021695997.1|AAEG
OG0006648	LOC120777394|XP_039964621.1|BTRY	LOC5573484|XP_001654632.1|AAEG
OG0006649	LOC120771043|XP_039954777.1|BTRY	LOC5575041|XP_001661771.2|AAEG
OG0006650	LOC120781211|XP_039969265.1|BTRY	LOC5573236|XP_021696049.1|AAEG
OG0006651	LOC120777350|XP_039964540.1|BTRY	LOC110675422|XP_021696083.1|AAEG
OG0006652	LOC120778630|XP_039966450.1|BTRY	LOC5574113|XP_001661185.1|AAEG
OG0006653	LOC120776380|XP_039962916.1|BTRY	LOC5574095|XP_021696112.1|AAEG
OG0006654	LOC120779152|XP_039967304.1|BTRY	LOC5574088|XP_021696127.1|AAEG
OG0006655	LOC120776398|XP_039962953.1|BTRY	LOC5574085|XP_021696132.1|AAEG
OG0006656	LOC120777729|XP_039965153.1|BTRY	LOC5565105|XP_021696171.1|AAEG
OG0006657	LOC120770578|XP_039954093.1|BTRY	LOC5572889|XP_001654239.2|AAEG
OG0006658	LOC120778449|XP_039966176.1|BTRY	LOC5574850|XP_001661673.2|AAEG
OG0006659	LOC120778735|XP_039966634.1|BTRY	LOC5566569|XP_021696260.1|AAEG
OG0006660	LOC120777792|XP_039965256.1|BTRY	LOC5574852|XP_021696264.1|AAEG
OG0006661	LOC120779087|XP_039967172.1|BTRY	LOC5579990|XP_021696271.1|AAEG
OG0006662	LOC120768092|XP_039950564.1|BTRY	LOC5574519|XP_001661488.1|AAEG
OG0006663	LOC120777767|XP_039965211.1|BTRY	LOC23687518|XP_011493493.2|AAEG
OG0006664	LOC120768976|XP_039952089.1|BTRY	LOC5577071|XP_021696368.1|AAEG
OG0006665	LOC120776659|XP_039963462.1|BTRY	LOC110675498|XP_021696371.1|AAEG
OG0006666	LOC120781292|XP_039969423.1|BTRY	LOC5570511|XP_021696425.1|AAEG
OG0006667	LOC120778096|XP_039965730.1|BTRY	LOC5570529|XP_021696429.1|AAEG
OG0006668	LOC120771884|XP_039956076.1|BTRY	LOC5570473|XP_021696469.1|AAEG
OG0006669	LOC120778981|XP_039967006.1|BTRY	LOC5571688|XP_021696474.1|AAEG
OG0006670	LOC120778477|XP_039966227.1|BTRY	LOC5571685|XP_001659821.1|AAEG
OG0006671	LOC120778067|XP_039965686.1|BTRY	LOC5571684|XP_021696476.1|AAEG
OG0006672	LOC120778488|XP_039966243.1|BTRY	LOC5567636|XP_021696480.1|AAEG
OG0006673	LOC120777779|XP_039965234.1|BTRY	LOC5567634|XP_001657589.2|AAEG
OG0006674	LOC120778584|XP_039966385.1|BTRY	LOC5567619|XP_001657593.2|AAEG
OG0006675	LOC120772445|XP_039956999.1|BTRY	LOC110675521|XP_021696504.1|AAEG
OG0006676	LOC120778075|XP_039965701.1|BTRY	LOC5564100|XP_021696522.1|AAEG
OG0006677	LOC120777883|XP_039965375.1|BTRY	LOC5564099|XP_001648425.2|AAEG
OG0006678	LOC120777628|XP_039965016.1|BTRY	LOC5566286|XP_021696527.1|AAEG
OG0006679	LOC120779163|XP_039967322.1|BTRY	LOC5566296|XP_001650672.2|AAEG
OG0006680	LOC120781309|XP_039969443.1|BTRY	LOC5566273|XP_021696539.1|AAEG
OG0006681	LOC120779211|XP_039967422.1|BTRY	LOC5566279|XP_021696554.1|AAEG
OG0006682	LOC120777466|XP_039964724.1|BTRY	LOC5566283|XP_021696559.1|AAEG
OG0006683	LOC120778011|XP_039965611.1|BTRY	LOC110675561|XP_021696569.1|AAEG
OG0006684	LOC120776719|XP_039963551.1|BTRY	LOC5566291|XP_021696570.1|AAEG
OG0006685	LOC120770789|XP_039954303.1|BTRY	LOC5570091|XP_001653078.1|AAEG
OG0006686	LOC120777814|XP_039965285.1|BTRY	LOC5570087|XP_021696585.1|AAEG
OG0006687	LOC120774094|XP_039959364.1|BTRY	LOC5569214|XP_001658387.1|AAEG
OG0006688	LOC120777303|XP_039964455.1|BTRY	LOC5568098|XP_001652035.1|AAEG
OG0006689	LOC120778572|XP_039966370.1|BTRY	LOC5568104|XP_001652043.2|AAEG
OG0006690	LOC120780613|XP_039968807.1|BTRY	LOC5566341|XP_021696745.1|AAEG
OG0006691	LOC120776690|XP_039963507.1|BTRY	LOC5578957|XP_001664136.2|AAEG
OG0006692	LOC120776756|XP_039963652.1|BTRY	LOC5564626|XP_001648971.2|AAEG
OG0006693	LOC120776548|XP_039963231.1|BTRY	LOC5564627|XP_021696772.1|AAEG
OG0006694	LOC120774144|XP_039959474.1|BTRY	LOC5567126|XP_001651548.1|AAEG
OG0006695	LOC120777606|XP_039964981.1|BTRY	LOC5564573|XP_021696810.1|AAEG
OG0006696	LOC120782145|XP_039970216.1|BTRY	LOC5572350|XP_021702586.1|AAEG
OG0006697	LOC120776494|XP_039963110.1|BTRY	LOC5566237|XP_021696840.1|AAEG
OG0006698	LOC120776496|XP_039963113.1|BTRY	LOC5566233|XP_001650607.1|AAEG
OG0006699	LOC120777432|XP_039964673.1|BTRY	LOC5565645|XP_021696877.1|AAEG
OG0006700	LOC120776752|XP_039963642.1|BTRY	LOC5565664|XP_001650012.1|AAEG
OG0006701	LOC120772917|XP_039957751.1|BTRY	LOC110675643|XP_021696899.1|AAEG
OG0006702	LOC120778679|XP_039966548.1|BTRY	LOC5573780|XP_021696923.1|AAEG
OG0006703	LOC120778254|XP_039965956.1|BTRY	LOC5576413|XP_001656115.2|AAEG
OG0006704	LOC120778255|XP_039965958.1|BTRY	LOC5576414|XP_021696953.1|AAEG
OG0006705	LOC120771970|XP_039956251.1|BTRY	LOC5568904|XP_021696995.1|AAEG
OG0006706	LOC120772393|XP_039956917.1|BTRY	LOC5568900|XP_001658223.2|AAEG
OG0006707	LOC120770948|XP_039954595.1|BTRY	LOC5574793|XP_001655350.2|AAEG
OG0006708	LOC120766742|XP_039948342.1|BTRY	LOC5574797|XP_021697006.1|AAEG
OG0006709	LOC120771848|XP_039956025.1|BTRY	LOC5574825|XP_021697020.1|AAEG
OG0006710	LOC120779134|XP_039967271.1|BTRY	LOC5578225|XP_021697046.1|AAEG
OG0006712	LOC120779106|XP_039967212.1|BTRY	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC120778121|XP_039965759.1|BTRY	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC120778120|XP_039965758.1|BTRY	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC120778068|XP_039965692.1|BTRY	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC120767754|XP_039949903.1|BTRY	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC120777478|XP_039964746.1|BTRY	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC120777297|XP_039964448.1|BTRY	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC120779155|XP_039967311.1|BTRY	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC120779144|XP_039967285.1|BTRY, LOC120779086|XP_039967171.1|BTRY	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC120778112|XP_039965749.1|BTRY	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC120777819|XP_039965290.1|BTRY	LOC5571811|XP_021697116.1|AAEG
OG0006723	LOC120767552|XP_039949611.1|BTRY	LOC5574704|XP_021697229.1|AAEG
OG0006724	LOC120766802|XP_039948443.1|BTRY	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC120770375|XP_039953726.1|BTRY	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC120766725|XP_039948307.1|BTRY	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC120767344|XP_039949241.1|BTRY	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC120766732|XP_039948319.1|BTRY	LOC5571605|XP_001653725.2|AAEG
OG0006729	LOC120771010|XP_039954711.1|BTRY	LOC5570741|XP_021697358.1|AAEG
OG0006730	LOC120770415|XP_039953789.1|BTRY	LOC5576648|XP_001662804.1|AAEG
OG0006731	LOC120776553|XP_039963238.1|BTRY	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC120777909|XP_039965424.1|BTRY	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC120778093|XP_039965727.1|BTRY	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC120777832|XP_039965303.1|BTRY	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC120776585|XP_039963288.1|BTRY	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC120778026|XP_039965633.1|BTRY	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC120772638|XP_039957295.1|BTRY	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC120777006|XP_039964042.1|BTRY	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC120777230|XP_039964345.1|BTRY	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC120777928|XP_039965445.1|BTRY	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC120777477|XP_039964745.1|BTRY	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC120782310|XP_039970460.1|BTRY	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC120769509|XP_039952479.1|BTRY	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC120777471|XP_039964729.1|BTRY	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC120782545|XP_039970809.1|BTRY	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC120776888|XP_039963880.1|BTRY	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC120777431|XP_039964672.1|BTRY	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC120773987|XP_039959182.1|BTRY	LOC5567758|XP_021697604.1|AAEG
OG0006749	LOC120777762|XP_039965199.1|BTRY	LOC5564953|XP_021697669.1|AAEG
OG0006750	LOC120775957|XP_039962303.1|BTRY	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC120777273|XP_039964410.1|BTRY	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC120778743|XP_039966646.1|BTRY	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC120779200|XP_039967404.1|BTRY	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC120777375|XP_039964597.1|BTRY	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC120779195|XP_039967394.1|BTRY	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC120779204|XP_039967409.1|BTRY	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC120777305|XP_039964464.1|BTRY	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC120776416|XP_039962982.1|BTRY	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC120778179|XP_039965850.1|BTRY	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC120782735|XP_039971102.1|BTRY	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC120781141|XP_039969207.1|BTRY	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC120772032|XP_039956337.1|BTRY	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC120770970|XP_039954639.1|BTRY	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC120771572|XP_039955571.1|BTRY	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC120776711|XP_039963541.1|BTRY	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC120777577|XP_039964921.1|BTRY	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC120777559|XP_039964883.1|BTRY	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC120778061|XP_039965676.1|BTRY	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC120778018|XP_039965624.1|BTRY	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC120774266|XP_039959675.1|BTRY	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC120770476|XP_039953914.1|BTRY	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC120778755|XP_039966665.1|BTRY	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC120776339|XP_039962811.1|BTRY	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC120777472|XP_039964730.1|BTRY	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC120776827|XP_039963781.1|BTRY	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC120776830|XP_039963785.1|BTRY	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC120777776|XP_039965231.1|BTRY	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC120776332|XP_039962799.1|BTRY	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC120777235|XP_039964358.1|BTRY	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC120777289|XP_039964434.1|BTRY	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC120778845|XP_039966802.1|BTRY	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC120771962|XP_039956211.1|BTRY	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC120776863|XP_039963843.1|BTRY	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC120771381|XP_039955283.1|BTRY	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC120771203|XP_039955038.1|BTRY	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC120776753|XP_039963643.1|BTRY	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC120776754|XP_039963650.1|BTRY	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC120775605|XP_039961779.1|BTRY	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC120775606|XP_039961781.1|BTRY	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC120778865|XP_039966835.1|BTRY	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC120778785|XP_039966706.1|BTRY	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC120777777|XP_039965232.1|BTRY	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC120770029|XP_039953074.1|BTRY	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC120778023|XP_039965630.1|BTRY	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC120777979|XP_039965553.1|BTRY	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC120772527|XP_039957126.1|BTRY	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC120779159|XP_039967315.1|BTRY	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC120776374|XP_039962890.1|BTRY	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC120776722|XP_039963570.1|BTRY	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC120775259|XP_039961274.1|BTRY	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC120771269|XP_039955124.1|BTRY	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC120771268|XP_039955122.1|BTRY	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC120776335|XP_039962807.1|BTRY	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC120770888|XP_039954465.1|BTRY	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC120777025|XP_039964071.1|BTRY	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC120780062|XP_039968262.1|BTRY	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC120771216|XP_039955052.1|BTRY	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC120776730|XP_039963589.1|BTRY	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC120779140|XP_039967279.1|BTRY	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC120777864|XP_039965349.1|BTRY	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC120777535|XP_039964851.1|BTRY	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC120781267|XP_039969383.1|BTRY	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC120776892|XP_039963883.1|BTRY	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC120776806|XP_039963736.1|BTRY	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC120778471|XP_039966216.1|BTRY	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC120777461|XP_039964718.1|BTRY	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC120778455|XP_039966184.1|BTRY	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC120776472|XP_039963079.1|BTRY	LOC5574351|XP_001661386.2|AAEG
