Orthogroup	BTRY.longest_only	DBIA.longest_only
OG0007574	LOC120773052|XP_039957916.1|BTRY	LOC108022550|XP_016947024.1|DBIA
OG0007575	LOC120770232|XP_039953451.1|BTRY	LOC108030224|XP_016958497.1|DBIA
OG0007576	LOC120776044|XP_039962423.1|BTRY	LOC108025707|XP_016951742.1|DBIA
OG0007577	LOC120773503|XP_039958389.1|BTRY	LOC108023251|XP_016948021.1|DBIA
OG0007578	LOC120769595|XP_039952587.1|BTRY	LOC108034071|XP_016964322.1|DBIA
OG0007579	LOC120770571|XP_039954085.1|BTRY	LOC108029762|XP_016957756.1|DBIA
OG0007580	LOC120778115|XP_039965751.1|BTRY	LOC108030550|XP_016958932.1|DBIA
OG0007581	LOC120769345|XP_039952238.1|BTRY	LOC108034603|XP_016965028.1|DBIA
OG0007582	LOC120771218|XP_039955054.1|BTRY	LOC108026256|XP_016952599.1|DBIA
OG0007583	LOC120771443|XP_039955382.1|BTRY	LOC108022944|XP_016947649.1|DBIA
OG0007584	LOC120775604|XP_039961778.1|BTRY	LOC108025714|XP_016951759.1|DBIA
OG0007585	LOC120774371|XP_039959899.1|BTRY	LOC108035453|XP_016966580.1|DBIA
OG0007586	LOC120781480|XP_039969633.1|BTRY	LOC108032593|XP_016961995.1|DBIA
OG0007587	LOC120772655|XP_039957316.1|BTRY	LOC108022741|XP_016947321.1|DBIA
OG0007588	LOC120768005|XP_039950364.1|BTRY	LOC108026737|XP_016953346.1|DBIA
OG0007589	LOC120774221|XP_039959613.1|BTRY	LOC108024020|XP_016949270.1|DBIA
OG0007590	LOC120777621|XP_039965004.1|BTRY	LOC108035076|XP_016965958.1|DBIA
OG0007591	LOC120771353|XP_039955237.1|BTRY	LOC108036324|XP_016967827.1|DBIA
OG0007592	LOC120772147|XP_039956513.1|BTRY	LOC108026755|XP_016953375.1|DBIA
OG0007593	LOC120774533|XP_039960180.1|BTRY	LOC108036032|XP_016967466.1|DBIA
OG0007594	LOC120772184|XP_039956568.1|BTRY	LOC108036657|XP_016968425.1|DBIA
OG0007595	LOC120770446|XP_039953853.1|BTRY	LOC108026949|XP_016953651.1|DBIA
OG0007596	LOC120779150|XP_039967301.1|BTRY	LOC108034591|XP_016965013.1|DBIA
OG0007597	LOC120778299|XP_039966020.1|BTRY	LOC108028791|XP_016956262.1|DBIA
OG0007598	LOC120770149|XP_039953276.1|BTRY	LOC108030147|XP_016958356.1|DBIA
OG0007599	LOC120778694|XP_039966583.1|BTRY	LOC108028741|XP_016956197.1|DBIA
OG0007600	LOC120778219|XP_039965911.1|BTRY	LOC108035931|XP_016967210.1|DBIA
OG0007601	LOC120779046|XP_039967117.1|BTRY	LOC108030522|XP_016958898.1|DBIA
OG0007602	LOC120778060|XP_039965675.1|BTRY	LOC108030926|XP_016959609.1|DBIA
OG0007603	LOC120777221|XP_039964334.1|BTRY	LOC108030886|XP_016959537.1|DBIA
OG0007604	LOC120779079|XP_039967160.1|BTRY	LOC108030127|XP_016958324.1|DBIA
OG0007605	LOC120777892|XP_039965393.1|BTRY	LOC108030736|XP_016959267.1|DBIA
OG0007606	LOC120776406|XP_039962962.1|BTRY	LOC108030575|XP_016958999.1|DBIA
OG0007607	LOC120775743|XP_039962005.1|BTRY	LOC108025260|XP_016951109.1|DBIA
OG0007608	LOC120777627|XP_039965015.1|BTRY	LOC108028324|XP_016955545.1|DBIA
OG0007609	LOC120774759|XP_039960453.1|BTRY	LOC108025825|XP_016951967.1|DBIA
OG0007610	LOC120772273|XP_039956711.1|BTRY	LOC108036675|XP_016968446.1|DBIA
OG0007611	LOC120779425|XP_039967560.1|BTRY	LOC108035728|XP_016966922.1|DBIA
OG0007612	LOC120770591|XP_039954116.1|BTRY	LOC108036574|XP_016968311.1|DBIA
OG0007613	LOC120770380|XP_039953734.1|BTRY	LOC108023011|XP_016947733.1|DBIA
OG0007614	LOC120776925|XP_039963930.1|BTRY	LOC108035472|XP_016966610.1|DBIA
OG0007615	LOC120782869|XP_039971346.1|BTRY	LOC108029892|XP_016957874.1|DBIA
OG0007616	LOC120782837|XP_039971296.1|BTRY	LOC108026287|XP_016952642.1|DBIA
OG0007617	LOC120779179|XP_039967356.1|BTRY	LOC108030616|XP_016959099.1|DBIA
OG0007618	LOC120778968|XP_039966978.1|BTRY	LOC108034620|XP_016965045.1|DBIA
OG0007619	LOC120777452|XP_039964705.1|BTRY	LOC108035155|XP_016966094.1|DBIA
OG0007620	LOC120777255|XP_039964385.1|BTRY	LOC108034836|XP_016965444.1|DBIA
OG0007621	LOC120771910|XP_039956130.1|BTRY	LOC108036651|XP_016968420.1|DBIA
OG0007622	LOC120778193|XP_039965865.1|BTRY	LOC108028246|XP_016955414.1|DBIA
OG0007623	LOC120776610|XP_039963332.1|BTRY	LOC108028333|XP_016955566.1|DBIA
OG0007624	LOC120779100|XP_039967200.1|BTRY	LOC108028771|XP_016956237.1|DBIA
OG0007625	LOC120776665|XP_039963469.1|BTRY	LOC108028351|XP_016955594.1|DBIA
OG0007626	LOC120777266|XP_039964403.1|BTRY	LOC108028334|XP_016955576.1|DBIA
OG0007627	LOC120776805|XP_039963734.1|BTRY	LOC108030858|XP_016959495.1|DBIA
OG0007628	LOC120781998|XP_039970097.1|BTRY	LOC108035643|XP_016966840.1|DBIA
OG0007629	LOC120778439|XP_039966159.1|BTRY	LOC108035380|XP_016966475.1|DBIA
OG0007630	LOC120766453|XP_039947908.1|BTRY	LOC108031339|XP_016960092.1|DBIA
OG0007631	LOC120766840|XP_039948488.1|BTRY	LOC108024621|XP_016950148.1|DBIA
OG0007632	LOC120776951|XP_039963972.1|BTRY	LOC108030166|XP_016958392.1|DBIA
OG0007633	LOC120768645|XP_039951348.1|BTRY	LOC108033757|XP_016963819.1|DBIA
OG0007634	LOC120777541|XP_039964866.1|BTRY	LOC108025507|XP_016951518.1|DBIA
OG0007635	LOC120777525|XP_039964840.1|BTRY	LOC108032703|XP_016962170.1|DBIA
OG0007636	LOC120775029|XP_039960919.1|BTRY, LOC120773903|XP_039959017.1|BTRY	LOC108035878|XP_016967117.1|DBIA
OG0007637	LOC120767887|XP_039950145.1|BTRY	LOC108026904|XP_016953606.1|DBIA
OG0007638	LOC120781284|XP_039969414.1|BTRY	LOC108023360|XP_016948230.1|DBIA
OG0007639	LOC120766745|XP_039948349.1|BTRY	LOC108024240|XP_016949610.1|DBIA
OG0007640	LOC120772131|XP_039956481.1|BTRY	LOC108022566|XP_016947053.1|DBIA
OG0007642	LOC120771204|XP_039955040.1|BTRY	LOC108036444|XP_016968073.1|DBIA
OG0007643	LOC120767307|XP_039949159.1|BTRY, LOC120767304|XP_039949132.1|BTRY	LOC108026372|XP_016952782.1|DBIA
OG0007644	LOC120774930|XP_039960744.1|BTRY	LOC108023869|XP_016949037.1|DBIA
OG0007645	LOC120778576|XP_039966377.1|BTRY, LOC120782477|XP_039970706.1|BTRY	LOC108026070|XP_016952257.1|DBIA
OG0007646	LOC120768602|XP_039951298.1|BTRY	LOC108034351|XP_016964726.1|DBIA
OG0007647	LOC120767197|XP_039948932.1|BTRY	LOC108032374|XP_016961684.1|DBIA
OG0007648	LOC120772399|XP_039956923.1|BTRY	LOC108029752|XP_016957736.1|DBIA
OG0007649	LOC120772318|XP_039956770.1|BTRY, LOC120772623|XP_039957273.1|BTRY, LOC120772813|XP_039957536.1|BTRY	LOC108035385|XP_016966481.1|DBIA
OG0007650	LOC120770768|XP_039954284.1|BTRY, LOC120770771|XP_039954287.1|BTRY, LOC120770774|XP_039954290.1|BTRY, LOC120770773|XP_039954289.1|BTRY	LOC108026522|XP_016952957.1|DBIA
OG0007651	LOC120774358|XP_039959877.1|BTRY, LOC120775570|XP_039961733.1|BTRY, LOC120776345|XP_039962832.1|BTRY, LOC120773560|XP_039958462.1|BTRY	LOC108036509|XP_016968204.1|DBIA
OG0007652	LOC120778568|XP_039966367.1|BTRY, LOC120777413|XP_039964648.1|BTRY, LOC120778703|XP_039966597.1|BTRY	LOC108029571|XP_016957418.1|DBIA
OG0007653	LOC120780268|XP_039968466.1|BTRY	LOC108028500|XP_016955865.1|DBIA
OG0007664	LOC120766458|XP_039947916.1|BTRY	LOC108031126|XP_016959829.1|DBIA
OG0007665	LOC120776071|XP_039962474.1|BTRY	LOC108025735|XP_016951812.1|DBIA
OG0007666	LOC120775705|XP_039961950.1|BTRY	LOC108025800|XP_016951928.1|DBIA
OG0007667	LOC120775356|XP_039961448.1|BTRY	LOC108028888|XP_016956394.1|DBIA
OG0007668	LOC120770907|XP_039954519.1|BTRY	LOC108036151|XP_016967631.1|DBIA
OG0007669	LOC120774854|XP_039960609.1|BTRY	LOC108027158|XP_016953883.1|DBIA
OG0007670	LOC120774853|XP_039960607.1|BTRY	LOC108027144|XP_016953857.1|DBIA
OG0007671	LOC120774818|XP_039960556.1|BTRY	LOC108023600|XP_016948697.1|DBIA
OG0007672	LOC120775524|XP_039961678.1|BTRY	LOC108023200|XP_016947949.1|DBIA
OG0007673	LOC120768064|XP_039950523.1|BTRY	LOC108025239|XP_016951074.1|DBIA
OG0007674	LOC120776160|XP_039962689.1|BTRY	LOC108023948|XP_016949128.1|DBIA
OG0007675	LOC120773978|XP_039959162.1|BTRY	LOC108023993|XP_016949218.1|DBIA
OG0007676	LOC120774102|XP_039959390.1|BTRY	LOC108035803|XP_016967038.1|DBIA
OG0007677	LOC120775412|XP_039961514.1|BTRY	LOC108023742|XP_016948868.1|DBIA
OG0007678	LOC120774875|XP_039960662.1|BTRY	LOC108025884|XP_016952049.1|DBIA
OG0007679	LOC120774126|XP_039959431.1|BTRY	LOC108025840|XP_016951986.1|DBIA
OG0007680	LOC120767225|XP_039948985.1|BTRY	LOC108027873|XP_016954977.1|DBIA
OG0007681	LOC120771847|XP_039956024.1|BTRY	LOC108031957|XP_016961234.1|DBIA
OG0007682	LOC120774277|XP_039959701.1|BTRY	LOC108025636|XP_016951660.1|DBIA
OG0007683	LOC120775091|XP_039961025.1|BTRY	LOC108024188|XP_016949522.1|DBIA
OG0007684	LOC120775907|XP_039962232.1|BTRY	LOC108023962|XP_016949165.1|DBIA
OG0007685	LOC120775003|XP_039960863.1|BTRY	LOC108025702|XP_016951734.1|DBIA
OG0007686	LOC120775148|XP_039961113.1|BTRY	LOC108025865|XP_016952023.1|DBIA
OG0007687	LOC120774142|XP_039959470.1|BTRY	LOC108021955|XP_016946273.1|DBIA
OG0007688	LOC120771545|XP_039955538.1|BTRY	LOC108026157|XP_016952381.1|DBIA
OG0007689	LOC120775640|XP_039961829.1|BTRY	LOC108027605|XP_016954614.1|DBIA
OG0007690	LOC120775837|XP_039962140.1|BTRY	LOC108023954|XP_016949136.1|DBIA
OG0007691	LOC120778891|XP_039966877.1|BTRY	LOC108024740|XP_016950326.1|DBIA
OG0007692	LOC120773834|XP_039958890.1|BTRY	LOC108024043|XP_016949308.1|DBIA
OG0007693	LOC120774218|XP_039959608.1|BTRY	LOC108027526|XP_016954459.1|DBIA
OG0007694	LOC120775692|XP_039961936.1|BTRY	LOC108030709|XP_016959239.1|DBIA
OG0007695	LOC120775330|XP_039961406.1|BTRY	LOC108033207|XP_016962946.1|DBIA
OG0007696	LOC120775455|XP_039961575.1|BTRY	LOC108035969|XP_016967276.1|DBIA
OG0007697	LOC120768304|XP_039950875.1|BTRY	LOC108035099|XP_016966014.1|DBIA
OG0007698	LOC120775716|XP_039961962.1|BTRY	LOC108036127|XP_016967604.1|DBIA
OG0007699	LOC120775601|XP_039961774.1|BTRY	LOC108022043|XP_016946376.1|DBIA
OG0007700	LOC120775094|XP_039961029.1|BTRY	LOC108023577|XP_016948661.1|DBIA
OG0007701	LOC120775080|XP_039961008.1|BTRY	LOC108036148|XP_016967629.1|DBIA
OG0007702	LOC120775519|XP_039961666.1|BTRY	LOC108024130|XP_016949402.1|DBIA
OG0007703	LOC120773895|XP_039959005.1|BTRY	LOC108021973|XP_016946303.1|DBIA
OG0007704	LOC120766640|XP_039948193.1|BTRY	LOC108025103|XP_016950856.1|DBIA
OG0007705	LOC120773691|XP_039958658.1|BTRY	LOC108035794|XP_016967023.1|DBIA
OG0007706	LOC120776175|XP_039962722.1|BTRY	LOC108035804|XP_016967039.1|DBIA
OG0007707	LOC120774041|XP_039959275.1|BTRY	LOC108025733|XP_016951801.1|DBIA
OG0007708	LOC120775466|XP_039961590.1|BTRY	LOC108023975|XP_016949189.1|DBIA
OG0007709	LOC120775460|XP_039961578.1|BTRY	LOC108036351|XP_016967917.1|DBIA
OG0007710	LOC120775140|XP_039961104.1|BTRY	LOC108025886|XP_016952051.1|DBIA
OG0007711	LOC120774432|XP_039960004.1|BTRY	LOC108033163|XP_016962884.1|DBIA
OG0007712	LOC120775642|XP_039961831.1|BTRY	LOC108026475|XP_016952925.1|DBIA
OG0007713	LOC120774162|XP_039959513.1|BTRY	LOC108032084|XP_016961425.1|DBIA
OG0007714	LOC120775233|XP_039961248.1|BTRY	LOC108027555|XP_016954508.1|DBIA
OG0007716	LOC120774537|XP_039960195.1|BTRY	LOC108025719|XP_016951766.1|DBIA
OG0007717	LOC120767073|XP_039948869.1|BTRY	LOC108025357|XP_016951306.1|DBIA
OG0007718	LOC120776014|XP_039962393.1|BTRY	LOC108035819|XP_016967056.1|DBIA
OG0007719	LOC120776161|XP_039962691.1|BTRY	LOC108024179|XP_016949491.1|DBIA
OG0007720	LOC120773466|XP_039958304.1|BTRY	LOC108024205|XP_016949544.1|DBIA
OG0007721	LOC120774806|XP_039960536.1|BTRY	LOC108027577|XP_016954573.1|DBIA
OG0007722	LOC120775774|XP_039962040.1|BTRY	LOC108027510|XP_016954443.1|DBIA
OG0007723	LOC120774233|XP_039959627.1|BTRY	LOC108027495|XP_016954428.1|DBIA
OG0007724	LOC120775031|XP_039960921.1|BTRY	LOC108029134|XP_016956746.1|DBIA
OG0007725	LOC120773752|XP_039958752.1|BTRY	LOC108033174|XP_016962900.1|DBIA
OG0007726	LOC120776001|XP_039962367.1|BTRY	LOC108029229|XP_016956949.1|DBIA
OG0007727	LOC120774274|XP_039959696.1|BTRY	LOC108036546|XP_016968268.1|DBIA
OG0007728	LOC120775706|XP_039961951.1|BTRY	LOC108033098|XP_016962828.1|DBIA
OG0007730	LOC120774654|XP_039960313.1|BTRY	LOC108032993|XP_016962621.1|DBIA
OG0007731	LOC120774240|XP_039959634.1|BTRY	LOC108028192|XP_016955345.1|DBIA
OG0007732	LOC120773956|XP_039959118.1|BTRY	LOC108027602|XP_016954612.1|DBIA
OG0007733	LOC120775447|XP_039961566.1|BTRY	LOC108024030|XP_016949288.1|DBIA
OG0007734	LOC120776149|XP_039962624.1|BTRY	LOC108023937|XP_016949113.1|DBIA
OG0007735	LOC120773412|XP_039958215.1|BTRY	LOC108028867|XP_016956347.1|DBIA
OG0007736	LOC120773439|XP_039958255.1|BTRY	LOC108023616|XP_016948711.1|DBIA
OG0007737	LOC120781863|XP_039970027.1|BTRY	LOC108031775|XP_016960973.1|DBIA
OG0007738	LOC120766961|XP_039948688.1|BTRY	LOC108031756|XP_016960950.1|DBIA
OG0007739	LOC120775086|XP_039961017.1|BTRY	LOC108025876|XP_016952039.1|DBIA, LOC108032790|XP_016962287.1|DBIA
OG0007740	LOC120775216|XP_039961218.1|BTRY	LOC108023643|XP_016948748.1|DBIA
OG0007741	LOC120775993|XP_039962358.1|BTRY	LOC108031292|XP_016960059.1|DBIA
OG0007742	LOC120773366|XP_039958125.1|BTRY	LOC108025808|XP_016951940.1|DBIA
OG0007743	LOC120766919|XP_039948598.1|BTRY	LOC108026385|XP_016952795.1|DBIA
OG0007744	LOC120774483|XP_039960079.1|BTRY	LOC108033734|XP_016963774.1|DBIA
OG0007745	LOC120766964|XP_039948687.1|BTRY	LOC108024704|XP_016950290.1|DBIA
OG0007746	LOC120773578|XP_039958499.1|BTRY	LOC108032099|XP_016961416.1|DBIA
OG0007747	LOC120775616|XP_039961796.1|BTRY, LOC120774485|XP_039960083.1|BTRY	LOC108033073|XP_016962730.1|DBIA
OG0007748	LOC120775754|XP_039962016.1|BTRY	LOC108027488|XP_016954420.1|DBIA
OG0007749	LOC120773502|XP_039958387.1|BTRY	LOC108023444|XP_016948424.1|DBIA
OG0007750	LOC120782855|XP_039971320.1|BTRY	LOC108025312|XP_016951201.1|DBIA
OG0007751	LOC120775833|XP_039962132.1|BTRY	LOC108029200|XP_016956866.1|DBIA
OG0007752	LOC120775054|XP_039960968.1|BTRY	LOC108028890|XP_016956397.1|DBIA
OG0007753	LOC120773395|XP_039958179.1|BTRY	LOC108023482|XP_016948492.1|DBIA
OG0007754	LOC120775093|XP_039961028.1|BTRY	LOC108023691|XP_016948804.1|DBIA
OG0007755	LOC120775932|XP_039962273.1|BTRY	LOC108023264|XP_016948036.1|DBIA
OG0007756	LOC120775547|XP_039961706.1|BTRY	LOC108023287|XP_016948067.1|DBIA
OG0007757	LOC120774710|XP_039960382.1|BTRY	LOC108024225|XP_016949585.1|DBIA
OG0007758	LOC120768277|XP_039950810.1|BTRY	LOC108034025|XP_016964253.1|DBIA
OG0007759	LOC120779257|XP_039967434.1|BTRY	LOC108025442|XP_016951428.1|DBIA
OG0007760	LOC120776189|XP_039962748.1|BTRY	LOC108033135|XP_016962846.1|DBIA
OG0007761	LOC120774171|XP_039959526.1|BTRY	LOC108027544|XP_016954485.1|DBIA
OG0007762	LOC120775699|XP_039961944.1|BTRY	LOC108027543|XP_016954482.1|DBIA
OG0007763	LOC120774915|XP_039960725.1|BTRY	LOC108029295|XP_016956986.1|DBIA
OG0007764	LOC120773795|XP_039958831.1|BTRY	LOC108028857|XP_016956334.1|DBIA
OG0007765	LOC120774529|XP_039960172.1|BTRY	LOC108028858|XP_016956335.1|DBIA
OG0007766	LOC120769269|XP_039952115.1|BTRY	LOC108031909|XP_016961166.1|DBIA
OG0007767	LOC120779536|XP_039967817.1|BTRY	LOC108036013|XP_016967421.1|DBIA
OG0007768	LOC120774404|XP_039959960.1|BTRY	LOC108033197|XP_016962932.1|DBIA
OG0007769	LOC120774294|XP_039959750.1|BTRY	LOC108033000|XP_016962613.1|DBIA
OG0007770	LOC120774295|XP_039959751.1|BTRY	LOC108036700|XP_016968478.1|DBIA
OG0007771	LOC120775566|XP_039961728.1|BTRY	LOC108029286|XP_016956974.1|DBIA
OG0007772	LOC120773343|XP_039958092.1|BTRY	LOC108023436|XP_016948415.1|DBIA
OG0007774	LOC120776042|XP_039962421.1|BTRY	LOC108028837|XP_016956317.1|DBIA
OG0007775	LOC120774718|XP_039960403.1|BTRY	LOC108024042|XP_016949306.1|DBIA
OG0007776	LOC120773402|XP_039958194.1|BTRY	LOC108033230|XP_016962986.1|DBIA
OG0007777	LOC120771251|XP_039955100.1|BTRY	LOC108024004|XP_016949234.1|DBIA
OG0007778	LOC120775869|XP_039962173.1|BTRY	LOC108025914|XP_016952088.1|DBIA
OG0007779	LOC120777211|XP_039964320.1|BTRY	LOC108035281|XP_016966335.1|DBIA
OG0007780	LOC120776069|XP_039962473.1|BTRY	LOC108025874|XP_016952037.1|DBIA
OG0007781	LOC120773767|XP_039958778.1|BTRY	LOC108027573|XP_016954567.1|DBIA
OG0007782	LOC120774543|XP_039960206.1|BTRY	LOC108024794|XP_016950401.1|DBIA
OG0007783	LOC120773613|XP_039958547.1|BTRY	LOC108033078|XP_016962736.1|DBIA
OG0007784	LOC120767016|XP_039948781.1|BTRY	LOC108024974|XP_016950706.1|DBIA
OG0007785	LOC120773821|XP_039958863.1|BTRY	LOC108023570|XP_016948650.1|DBIA
OG0007786	LOC120768485|XP_039951134.1|BTRY	LOC108028977|XP_016956506.1|DBIA
OG0007787	LOC120782196|XP_039970274.1|BTRY	LOC108025545|XP_016951564.1|DBIA
OG0007788	LOC120772242|XP_039956675.1|BTRY	LOC108031979|XP_016961262.1|DBIA
OG0007789	LOC120782648|XP_039970955.1|BTRY	LOC108031051|XP_016959740.1|DBIA
OG0007790	LOC120767000|XP_039948744.1|BTRY	LOC108026142|XP_016952360.1|DBIA
OG0007791	LOC120776835|XP_039963794.1|BTRY	LOC108025348|XP_016951294.1|DBIA
OG0007792	LOC120775626|XP_039961814.1|BTRY	LOC108025838|XP_016951985.1|DBIA
OG0007793	LOC120766791|XP_039948425.1|BTRY	LOC108031417|XP_016960307.1|DBIA
OG0007794	LOC120774170|XP_039959525.1|BTRY	LOC108024192|XP_016949527.1|DBIA
OG0007795	LOC120775784|XP_039962054.1|BTRY	LOC108023681|XP_016948792.1|DBIA
OG0007796	LOC120768142|XP_039950633.1|BTRY	LOC108026264|XP_016952612.1|DBIA
OG0007797	LOC120780830|XP_039969009.1|BTRY	LOC108025333|XP_016951251.1|DBIA
OG0007798	LOC120776697|XP_039963519.1|BTRY	LOC108025296|XP_016951174.1|DBIA
OG0007799	LOC120776627|XP_039963371.1|BTRY	LOC108031084|XP_016959779.1|DBIA
OG0007800	LOC120766623|XP_039948168.1|BTRY	LOC108032224|XP_016961575.1|DBIA
OG0007801	LOC120780353|XP_039968580.1|BTRY	LOC108026404|XP_016952816.1|DBIA
OG0007802	LOC120780492|XP_039968703.1|BTRY	LOC108032042|XP_016961343.1|DBIA
OG0007803	LOC120766553|XP_039948071.1|BTRY	LOC108030955|XP_016959644.1|DBIA
OG0007804	LOC120773853|XP_039958925.1|BTRY	LOC108023477|XP_016948487.1|DBIA
OG0007805	LOC120773702|XP_039958670.1|BTRY	LOC108027583|XP_016954587.1|DBIA
OG0007806	LOC120773699|XP_039958665.1|BTRY	LOC108027584|XP_016954588.1|DBIA
OG0007809	LOC120775428|XP_039961546.1|BTRY	LOC108025883|XP_016952048.1|DBIA
OG0007810	LOC120775780|XP_039962051.1|BTRY	LOC108032641|XP_016962076.1|DBIA
OG0007811	LOC120777755|XP_039965191.1|BTRY	LOC108031429|XP_016960321.1|DBIA
OG0007812	LOC120774436|XP_039960010.1|BTRY	LOC108023249|XP_016948018.1|DBIA
OG0007813	LOC120766635|XP_039948187.1|BTRY	LOC108031715|XP_016960870.1|DBIA
OG0007814	LOC120775022|XP_039960910.1|BTRY	LOC108023606|XP_016948701.1|DBIA
OG0007815	LOC120775452|XP_039961572.1|BTRY	LOC108023199|XP_016947947.1|DBIA
OG0007816	LOC120766295|XP_039947632.1|BTRY	LOC108028729|XP_016956180.1|DBIA
OG0007817	LOC120770326|XP_039953650.1|BTRY	LOC108027334|XP_016954235.1|DBIA
OG0007818	LOC120775483|XP_039961620.1|BTRY	LOC108026390|XP_016952801.1|DBIA
OG0007819	LOC120775481|XP_039961615.1|BTRY	LOC108023978|XP_016949195.1|DBIA
OG0007820	LOC120780204|XP_039968401.1|BTRY	LOC108025303|XP_016951187.1|DBIA
OG0007821	LOC120782658|XP_039970967.1|BTRY	LOC108025531|XP_016951545.1|DBIA
OG0007822	LOC120766311|XP_039947663.1|BTRY	LOC108025530|XP_016951543.1|DBIA
OG0007823	LOC120778198|XP_039965879.1|BTRY	LOC108025012|XP_016950756.1|DBIA
OG0007824	LOC120782183|XP_039970259.1|BTRY	LOC108026210|XP_016952515.1|DBIA
OG0007825	LOC120773123|XP_039958056.1|BTRY	LOC108023984|XP_016949206.1|DBIA
OG0007826	LOC120766651|XP_039948215.1|BTRY	LOC108024575|XP_016950060.1|DBIA
OG0007827	LOC120773357|XP_039958115.1|BTRY	LOC108023473|XP_016948484.1|DBIA
OG0007828	LOC120777494|XP_039964772.1|BTRY	LOC108028691|XP_016956124.1|DBIA
OG0007829	LOC120771016|XP_039954729.1|BTRY	LOC108024953|XP_016950675.1|DBIA
OG0007830	LOC120782377|XP_039970552.1|BTRY	LOC108023410|XP_016948360.1|DBIA
OG0007831	LOC120774785|XP_039960497.1|BTRY	LOC108033142|XP_016962853.1|DBIA
OG0007832	LOC120773543|XP_039958434.1|BTRY	LOC108027600|XP_016954610.1|DBIA
OG0007833	LOC120775511|XP_039961654.1|BTRY	LOC108023652|XP_016948761.1|DBIA
OG0007835	LOC120780260|XP_039968451.1|BTRY	LOC108026300|XP_016952672.1|DBIA
OG0007836	LOC120769765|XP_039952874.1|BTRY	LOC108031092|XP_016959788.1|DBIA
OG0007837	LOC120766633|XP_039948185.1|BTRY	LOC108027141|XP_016953849.1|DBIA
OG0007838	LOC120766567|XP_039948092.1|BTRY	LOC108027079|XP_016953783.1|DBIA
OG0007839	LOC120775958|XP_039962304.1|BTRY	LOC108023222|XP_016947983.1|DBIA
OG0007840	LOC120777512|XP_039964816.1|BTRY	LOC108025505|XP_016951516.1|DBIA
OG0007841	LOC120767922|XP_039950219.1|BTRY	LOC108031229|XP_016959953.1|DBIA
OG0007842	LOC120767090|XP_039948907.1|BTRY	LOC108026261|XP_016952603.1|DBIA
OG0007843	LOC120767207|XP_039948953.1|BTRY	LOC108026096|XP_016952285.1|DBIA
OG0007844	LOC120771638|XP_039955672.1|BTRY	LOC108029905|XP_016957885.1|DBIA
OG0007845	LOC120782692|XP_039971021.1|BTRY	LOC108031125|XP_016959826.1|DBIA
OG0007846	LOC120774792|XP_039960511.1|BTRY	LOC108024206|XP_016949548.1|DBIA
OG0007847	LOC120782514|XP_039970756.1|BTRY	LOC108026399|XP_016952811.1|DBIA
OG0007848	LOC120768265|XP_039950799.1|BTRY	LOC108026400|XP_016952812.1|DBIA
OG0007849	LOC120782206|XP_039970292.1|BTRY	LOC108031789|XP_016960991.1|DBIA
OG0007850	LOC120782110|XP_039970192.1|BTRY	LOC108031788|XP_016960990.1|DBIA
OG0007851	LOC120766233|XP_039947545.1|BTRY	LOC108025066|XP_016950812.1|DBIA
OG0007852	LOC120782284|XP_039970421.1|BTRY	LOC108027057|XP_016953755.1|DBIA
OG0007853	LOC120771063|XP_039954847.1|BTRY	LOC108024844|XP_016950471.1|DBIA
OG0007854	LOC120766493|XP_039947979.1|BTRY	LOC108026342|XP_016952735.1|DBIA
OG0007855	LOC120766402|XP_039947785.1|BTRY	LOC108031235|XP_016959960.1|DBIA
OG0007856	LOC120768283|XP_039950823.1|BTRY	LOC108026401|XP_016952813.1|DBIA
OG0007857	LOC120771760|XP_039955880.1|BTRY	LOC108024721|XP_016950302.1|DBIA
OG0007858	LOC120767839|XP_039950064.1|BTRY	LOC108036105|XP_016967566.1|DBIA
OG0007859	LOC120773735|XP_039958725.1|BTRY	LOC108023205|XP_016947957.1|DBIA
OG0007860	LOC120780475|XP_039968684.1|BTRY	LOC108032110|XP_016961430.1|DBIA
OG0007861	LOC120780636|XP_039968828.1|BTRY	LOC108031561|XP_016960595.1|DBIA
OG0007862	LOC120772370|XP_039956918.1|BTRY	LOC108025190|XP_016950989.1|DBIA
OG0007863	LOC120768301|XP_039950865.1|BTRY	LOC108033759|XP_016963825.1|DBIA
OG0007864	LOC120782852|XP_039971313.1|BTRY	LOC108031888|XP_016961143.1|DBIA
OG0007865	LOC120778525|XP_039966294.1|BTRY	LOC108035339|XP_016966413.1|DBIA
OG0007866	LOC120779408|XP_039967540.1|BTRY	LOC108024695|XP_016950263.1|DBIA
OG0007867	LOC120782327|XP_039970486.1|BTRY	LOC108031970|XP_016961251.1|DBIA
OG0007868	LOC120774052|XP_039959293.1|BTRY	LOC108026105|XP_016952294.1|DBIA
OG0007869	LOC120773487|XP_039958358.1|BTRY	LOC108033057|XP_016962687.1|DBIA
OG0007870	LOC120778955|XP_039966962.1|BTRY	LOC108028422|XP_016955738.1|DBIA
OG0007871	LOC120774743|XP_039960433.1|BTRY	LOC108026550|XP_016952992.1|DBIA
OG0007873	LOC120777386|XP_039964613.1|BTRY	LOC108028552|XP_016955944.1|DBIA
OG0007874	LOC120774732|XP_039960419.1|BTRY	LOC108032498|XP_016961809.1|DBIA
OG0007875	LOC120771468|XP_039955414.1|BTRY	LOC108036454|XP_016968105.1|DBIA
