Orthogroup	BTRY.longest_only	DSIM.longest_only
OG0009044	LOC120768934|XP_039951650.1|BTRY	LOC6738945|XP_002085740.1|DSIM
OG0009045	LOC120782526|XP_039970770.1|BTRY	LOC6726974|XP_016033473.1|DSIM
OG0009046	LOC120777618|XP_039965001.1|BTRY	LOC6739084|XP_016032927.1|DSIM
OG0009047	LOC120772592|XP_039957236.1|BTRY	LOC6733304|XP_016026229.1|DSIM
OG0009048	LOC120781420|XP_039969568.1|BTRY	LOC6732215|XP_002079344.1|DSIM
OG0009049	LOC120770361|XP_039953710.1|BTRY	LOC6727878|XP_039151737.1|DSIM
OG0009050	LOC120769112|XP_039951908.1|BTRY	LOC6732272|XP_002079401.1|DSIM
OG0009051	LOC120772821|XP_039957551.1|BTRY	LOC6735354|XP_002082301.1|DSIM
OG0009052	LOC120782878|XP_039971358.1|BTRY	LOC6727142|XP_016033624.1|DSIM
OG0009053	LOC120780242|XP_039968434.1|BTRY	LOC6729395|XP_039150447.1|DSIM
OG0009054	LOC120773628|XP_039958571.1|BTRY	LOC6728440|XP_016035040.1|DSIM
OG0009055	LOC120767971|XP_039950315.1|BTRY	LOC6732776|XP_016025489.1|DSIM
OG0009056	LOC120776562|XP_039963256.1|BTRY	LOC27208426|XP_016023860.1|DSIM
OG0009057	LOC120770432|XP_039953828.1|BTRY	LOC6734401|XP_016029668.1|DSIM
OG0009058	LOC120779502|XP_039967730.1|BTRY	LOC27207240|XP_016037441.1|DSIM
OG0009059	LOC120776680|XP_039963488.1|BTRY	LOC6738471|XP_016032299.1|DSIM
OG0009060	LOC120779088|XP_039967178.1|BTRY	LOC6728769|XP_016035448.1|DSIM
OG0009061	LOC120770186|XP_039953346.1|BTRY	LOC6734734|XP_016027942.1|DSIM
OG0009063	LOC120769010|XP_039951782.1|BTRY	LOC6732678|XP_016025400.1|DSIM
OG0009065	LOC120782452|XP_039970674.1|BTRY	LOC6729230|XP_016035881.1|DSIM
OG0009066	LOC120778812|XP_039966752.1|BTRY	LOC6737477|XP_002084313.1|DSIM
OG0009067	LOC120776608|XP_039963330.1|BTRY	LOC6739105|XP_016032950.1|DSIM
OG0009068	LOC120771277|XP_039955135.1|BTRY	LOC6733399|XP_016026321.2|DSIM
OG0009069	LOC120769174|XP_039951991.1|BTRY	LOC6732054|XP_016024737.1|DSIM
OG0009070	LOC120770517|XP_039953989.1|BTRY	LOC27206976|XP_039147284.1|DSIM
OG0009071	LOC120775674|XP_039961894.1|BTRY	LOC6729634|XP_016036275.1|DSIM
OG0009072	LOC120782741|XP_039971108.1|BTRY	LOC6727127|XP_002102520.1|DSIM
OG0009073	LOC120782466|XP_039970691.1|BTRY	LOC6727394|XP_016033943.1|DSIM
OG0009074	LOC120772000|XP_039956294.1|BTRY	LOC6728505|XP_016035143.1|DSIM
OG0009075	LOC120776522|XP_039963184.1|BTRY	LOC6726741|XP_002102152.2|DSIM
OG0009076	LOC120779413|XP_039967547.1|BTRY, LOC120781216|XP_039969278.1|BTRY	LOC6728868|XP_002104201.1|DSIM
OG0009077	LOC120766916|XP_039948596.1|BTRY	LOC6726719|XP_002102130.1|DSIM
OG0009078	LOC120782469|XP_039970696.1|BTRY	LOC6728546|XP_002103891.1|DSIM
OG0009079	LOC120778338|XP_039966067.1|BTRY	LOC6729433|XP_016036070.1|DSIM
OG0009080	LOC120767276|XP_039949085.1|BTRY	LOC27207335|XP_016034508.1|DSIM
OG0009081	LOC120782637|XP_039970939.1|BTRY	LOC6729699|XP_002105005.1|DSIM
OG0009082	LOC120778139|XP_039965800.1|BTRY	LOC6727860|XP_002103215.1|DSIM
OG0009083	LOC120777959|XP_039965522.1|BTRY	LOC6725392|XP_016038444.1|DSIM
OG0009084	LOC120766800|XP_039948437.1|BTRY	LOC6728615|XP_016035249.1|DSIM
OG0009085	LOC120766970|XP_039948695.1|BTRY	LOC6728569|XP_002103910.1|DSIM
OG0009086	LOC120782221|XP_039970317.1|BTRY	LOC6726683|XP_016033175.1|DSIM
OG0009087	LOC120782233|XP_039970334.1|BTRY, LOC120769951|XP_039952973.1|BTRY	LOC6729893|XP_016036651.1|DSIM
OG0009088	LOC120776154|XP_039962641.1|BTRY, LOC120771980|XP_039956307.1|BTRY	LOC6730232|XP_002105515.1|DSIM
OG0009089	LOC120772283|XP_039956730.1|BTRY	LOC6724737|XP_002105780.2|DSIM
OG0009090	LOC120775962|XP_039962310.1|BTRY	LOC6730120|XP_002105413.1|DSIM
OG0009091	LOC120766439|XP_039947882.1|BTRY	LOC6726655|XP_016033143.1|DSIM
OG0009092	LOC120766671|XP_039948244.1|BTRY	LOC6727185|XP_002102577.1|DSIM
OG0009093	LOC120780522|XP_039968726.1|BTRY	LOC6728246|XP_016034885.1|DSIM
OG0009094	LOC120776869|XP_039963898.1|BTRY	LOC6730071|XP_016036842.1|DSIM
OG0009095	LOC120782342|XP_039970509.1|BTRY	LOC6730069|XP_016036839.1|DSIM
OG0009096	LOC120766290|XP_039947627.1|BTRY	LOC6729775|XP_002105081.1|DSIM
OG0009097	LOC120782331|XP_039970491.1|BTRY	LOC27206488|XP_016036459.1|DSIM
OG0009098	LOC120766977|XP_039948704.1|BTRY, LOC120782336|XP_039970501.1|BTRY	LOC6729788|XP_039151062.1|DSIM
OG0009099	LOC120782622|XP_039970923.1|BTRY	LOC6730152|XP_016036917.1|DSIM
OG0009100	LOC120767604|XP_039949687.1|BTRY	LOC6732429|XP_002079550.1|DSIM
OG0009101	LOC120769583|XP_039952576.1|BTRY, LOC120769498|XP_039952462.1|BTRY	LOC6730563|XP_002077742.1|DSIM
OG0009102	LOC120768456|XP_039951091.1|BTRY	LOC6730924|XP_016023372.1|DSIM
OG0009103	LOC120769797|XP_039952919.1|BTRY	LOC6730904|XP_016023338.1|DSIM
OG0009104	LOC120769792|XP_039952914.1|BTRY, LOC120768228|XP_039950747.1|BTRY	LOC6730903|XP_002078067.1|DSIM
OG0009105	LOC120768176|XP_039950675.1|BTRY	LOC6732144|XP_039153823.1|DSIM
OG0009107	LOC120767202|XP_039948940.1|BTRY	LOC6731347|XP_002078503.1|DSIM
OG0009108	LOC120767409|XP_039949385.1|BTRY	LOC6727928|XP_002103283.1|DSIM
OG0009109	LOC120768620|XP_039951321.1|BTRY	LOC6732076|XP_002079208.2|DSIM
OG0009110	LOC120767287|XP_039949098.1|BTRY	LOC6730445|XP_002077626.1|DSIM
OG0009111	LOC120769396|XP_039952301.1|BTRY	LOC27207481|XP_039150000.1|DSIM
OG0009112	LOC120768527|XP_039951190.1|BTRY	LOC6730467|XP_002077648.1|DSIM
OG0009113	LOC120769665|XP_039952713.1|BTRY	LOC6731860|XP_002078995.1|DSIM
OG0009114	LOC120769040|XP_039951818.1|BTRY	LOC6730431|XP_002077612.1|DSIM
OG0009115	LOC120769773|XP_039952888.1|BTRY	LOC6731160|XP_039147409.1|DSIM
OG0009116	LOC120768393|XP_039950999.1|BTRY, LOC120769650|XP_039952689.1|BTRY	LOC6730777|XP_002077945.2|DSIM
OG0009117	LOC120769317|XP_039952198.1|BTRY	LOC6738955|XP_016023644.1|DSIM
OG0009118	LOC120769575|XP_039952564.1|BTRY, LOC120768883|XP_039951571.1|BTRY	LOC6724765|XP_002105808.2|DSIM
OG0009119	LOC120768099|XP_039950576.1|BTRY	LOC120285371|XP_039154004.1|DSIM
OG0009120	LOC120773000|XP_039957851.1|BTRY	LOC6737450|XP_016031218.1|DSIM
OG0009121	LOC120772360|XP_039956859.1|BTRY	LOC6735190|XP_002082164.1|DSIM
OG0009122	LOC120771331|XP_039955210.1|BTRY	LOC6735887|XP_002082797.1|DSIM
OG0009123	LOC120771273|XP_039955131.1|BTRY	LOC6735427|XP_002082367.1|DSIM
OG0009124	LOC120772582|XP_039957218.1|BTRY	LOC6732324|XP_002079452.1|DSIM
OG0009125	LOC120772693|XP_039957366.1|BTRY	LOC6733314|XP_002080373.1|DSIM
OG0009126	LOC120772739|XP_039957434.1|BTRY, LOC120772870|XP_039957640.1|BTRY	LOC6735038|XP_002082019.1|DSIM
OG0009127	LOC120771528|XP_039955520.1|BTRY	LOC6736091|XP_002082992.1|DSIM
OG0009128	LOC120772403|XP_039956932.1|BTRY	LOC6739285|XP_002076193.1|DSIM
OG0009129	LOC120770104|XP_039953208.1|BTRY	LOC6733559|XP_002080614.1|DSIM
OG0009130	LOC120772425|XP_039956970.1|BTRY	LOC6733447|XP_016026395.1|DSIM
OG0009131	LOC120773089|XP_039957992.1|BTRY	LOC6733443|XP_002080500.2|DSIM
OG0009132	LOC120772469|XP_039957042.1|BTRY	LOC6736150|XP_002083050.1|DSIM
OG0009133	LOC120769973|XP_039952977.1|BTRY, LOC120769972|XP_039952976.1|BTRY	LOC6734301|XP_039147826.1|DSIM
OG0009134	LOC120772080|XP_039956411.1|BTRY	LOC6734654|XP_002081661.1|DSIM
OG0009135	LOC120770996|XP_039954677.1|BTRY	LOC6733648|XP_016026614.1|DSIM
OG0009136	LOC120772740|XP_039957435.1|BTRY	LOC6734062|XP_016027065.1|DSIM
OG0009137	LOC120772579|XP_039957217.1|BTRY	LOC6734142|XP_016027151.1|DSIM
OG0009138	LOC120772815|XP_039957540.1|BTRY, LOC120772814|XP_039957538.1|BTRY	LOC6734140|XP_002081169.1|DSIM
OG0009139	LOC120771726|XP_039955815.1|BTRY	LOC6736096|XP_016029491.2|DSIM
OG0009140	LOC120771334|XP_039955213.1|BTRY	LOC6733960|XP_002081004.1|DSIM
OG0009141	LOC120771670|XP_039955719.1|BTRY	LOC6739279|XP_016026239.1|DSIM
OG0009142	LOC120770352|XP_039953689.1|BTRY	LOC6733336|XP_016026247.1|DSIM
OG0009143	LOC120772496|XP_039957077.1|BTRY	LOC27209059|XP_016029102.1|DSIM
OG0009144	LOC120770231|XP_039953450.1|BTRY	LOC27209252|XP_016029108.1|DSIM
OG0009145	LOC120772278|XP_039956722.1|BTRY	LOC6735654|XP_002082572.1|DSIM
OG0009146	LOC120772818|XP_039957544.1|BTRY	LOC6734361|XP_016027440.1|DSIM
OG0009147	LOC120772213|XP_039956627.1|BTRY	LOC27208193|XP_016028014.1|DSIM
OG0009148	LOC120770767|XP_039954283.1|BTRY	LOC6733564|XP_016026510.1|DSIM
OG0009149	LOC120770772|XP_039954288.1|BTRY	LOC6735275|XP_016028622.1|DSIM
OG0009150	LOC120772435|XP_039956985.1|BTRY	LOC6734331|XP_016027409.1|DSIM
OG0009151	LOC120771132|XP_039954930.1|BTRY	LOC6733985|XP_002081029.2|DSIM
OG0009152	LOC120771346|XP_039955228.1|BTRY	LOC6733735|XP_002080781.1|DSIM
OG0009153	LOC120771139|XP_039954940.1|BTRY	LOC27208798|XP_039147592.1|DSIM
OG0009154	LOC120776075|XP_039962478.1|BTRY	LOC6729888|XP_016036649.1|DSIM
OG0009155	LOC120773354|XP_039958109.1|BTRY, LOC120776188|XP_039962747.1|BTRY	LOC6733616|XP_039147573.1|DSIM
OG0009156	LOC120775385|XP_039961480.1|BTRY	LOC6731616|XP_002078756.1|DSIM
OG0009157	LOC120775488|XP_039961625.1|BTRY, LOC120775475|XP_039961609.1|BTRY, LOC120775553|XP_039961715.1|BTRY	LOC6732803|XP_016025517.1|DSIM
OG0009158	LOC120774740|XP_039960428.1|BTRY, LOC120776013|XP_039962391.1|BTRY, LOC120773681|XP_039958646.1|BTRY	LOC6736196|XP_002083091.1|DSIM
OG0009159	LOC120774478|XP_039960071.1|BTRY	LOC6740138|XP_002077023.2|DSIM
OG0009160	LOC120774481|XP_039960075.1|BTRY	LOC6730559|XP_002077738.2|DSIM
OG0009161	LOC120774031|XP_039959263.1|BTRY	LOC27206378|XP_016037588.1|DSIM
OG0009162	LOC120776368|XP_039962881.1|BTRY	LOC6738446|XP_016032280.1|DSIM
OG0009163	LOC120778654|XP_039966505.1|BTRY	LOC6737503|XP_016031298.1|DSIM
OG0009164	LOC120778648|XP_039966493.1|BTRY	LOC6736414|XP_039150127.1|DSIM
OG0009165	LOC120776967|XP_039963993.1|BTRY	LOC6736954|XP_016030596.1|DSIM
OG0009166	LOC120776876|XP_039963869.1|BTRY	LOC6737771|XP_002084599.2|DSIM
OG0009167	LOC120777405|XP_039964638.1|BTRY	LOC6738988|XP_002085783.2|DSIM
OG0009168	LOC120777407|XP_039964639.1|BTRY	LOC6738989|XP_016032815.1|DSIM
OG0009169	LOC120776815|XP_039963765.1|BTRY	LOC6739629|XP_016031208.1|DSIM
OG0009170	LOC120777484|XP_039964755.1|BTRY	LOC6738266|XP_002085077.1|DSIM
OG0009171	LOC120778980|XP_039967005.1|BTRY	LOC6738419|XP_002085228.2|DSIM
OG0009172	LOC120777384|XP_039964609.1|BTRY	LOC6737718|XP_016031493.1|DSIM
OG0009173	LOC120777863|XP_039965346.1|BTRY	LOC6736506|XP_016030082.1|DSIM
OG0009174	LOC120778629|XP_039966448.1|BTRY	LOC6725016|XP_002106048.1|DSIM
OG0009175	LOC120777531|XP_039964848.1|BTRY	LOC6731546|XP_039154528.1|DSIM
OG0009176	LOC120782111|XP_039970189.1|BTRY, LOC120778191|XP_039965863.1|BTRY	LOC6738012|XP_039150274.1|DSIM
OG0009178	LOC120777651|XP_039965037.1|BTRY	LOC6738195|XP_002085008.1|DSIM
OG0009179	LOC120778374|XP_039966094.1|BTRY	LOC6739163|XP_039149849.1|DSIM
OG0009180	LOC120778405|XP_039966123.1|BTRY, LOC120778404|XP_039966122.1|BTRY, LOC120776492|XP_039963108.1|BTRY	LOC6738028|XP_002084843.1|DSIM
OG0009181	LOC120776881|XP_039963873.1|BTRY	LOC6738836|XP_016032657.1|DSIM
OG0009182	LOC120778590|XP_039966392.1|BTRY	LOC6738117|XP_016031957.1|DSIM
OG0009183	LOC120778409|XP_039966126.1|BTRY, LOC120778583|XP_039966384.1|BTRY	LOC6737951|XP_002084770.1|DSIM
OG0009184	LOC120778412|XP_039966130.1|BTRY	LOC6739127|XP_002085920.1|DSIM
OG0009185	LOC120779007|XP_039967060.1|BTRY	LOC27207179|XP_016032876.1|DSIM
OG0009186	LOC120777423|XP_039964660.1|BTRY	LOC6738894|XP_016032715.1|DSIM
OG0009187	LOC120780903|XP_039969074.1|BTRY	LOC6727754|XP_002103116.1|DSIM
OG0009188	LOC120781240|XP_039969314.1|BTRY	LOC6735002|XP_002081984.1|DSIM
OG0009219	LOC120766455|XP_039947911.1|BTRY	LOC27206377|XP_039151699.1|DSIM
OG0009220	LOC120775788|XP_039962059.1|BTRY	LOC6726227|XP_016039755.1|DSIM
OG0009221	LOC120782414|XP_039970597.1|BTRY	LOC6731813|XP_002078948.1|DSIM
OG0009222	LOC120775607|XP_039961782.1|BTRY	LOC6739833|XP_016039492.1|DSIM
OG0009226	LOC120773786|XP_039958811.1|BTRY	LOC120285386|XP_039153975.1|DSIM
OG0009228	LOC120774901|XP_039960703.1|BTRY	LOC6725428|XP_002106444.2|DSIM
OG0009232	LOC120776182|XP_039962734.1|BTRY	LOC27207305|XP_039153143.1|DSIM
OG0009235	ND5|YP_003935002.1|BTRY	ND5|NP_982329.1|DSIM
OG0009237	LOC120768137|XP_039950629.1|BTRY	LOC6731786|XP_016024478.1|DSIM
OG0009239	LOC120777980|XP_039965554.1|BTRY	LOC6739017|XP_002085812.1|DSIM
OG0009241	LOC120767227|XP_039948986.1|BTRY	LOC6730788|XP_002077956.2|DSIM
OG0009243	LOC120770586|XP_039954102.1|BTRY	LOC120284436|XP_039148227.1|DSIM
OG0009245	LOC120766608|XP_039948149.1|BTRY	LOC6727607|XP_002102986.1|DSIM
OG0009248	LOC120773473|XP_039958321.1|BTRY	LOC6740119|XP_016039257.1|DSIM
OG0009249	LOC120769028|XP_039951803.1|BTRY	LOC6731869|XP_002079004.1|DSIM
OG0009251	LOC120775842|XP_039962145.1|BTRY	LOC6740291|XP_002077167.1|DSIM
OG0009252	LOC120774883|XP_039960673.1|BTRY	LOC6726143|XP_016037609.1|DSIM
OG0009253	LOC120773824|XP_039958868.1|BTRY	LOC6725515|XP_016038656.1|DSIM
OG0009254	LOC120775916|XP_039962245.1|BTRY	LOC6724767|XP_039152876.1|DSIM
OG0009255	LOC120779991|XP_039968215.1|BTRY	LOC6724892|XP_002105930.2|DSIM
OG0009256	LOC120776084|XP_039962491.1|BTRY	LOC6740207|XP_039153729.1|DSIM
OG0009257	LOC120774931|XP_039960742.1|BTRY	LOC6726185|XP_002107161.1|DSIM
OG0009258	LOC120773747|XP_039958742.1|BTRY	LOC6725996|XP_039152481.1|DSIM
OG0009260	LOC120773371|XP_039958133.1|BTRY	LOC6740379|XP_002077241.2|DSIM
OG0009261	LOC120774150|XP_039959490.1|BTRY	LOC27206716|XP_039152755.1|DSIM
OG0009262	LOC120774816|XP_039960554.1|BTRY	LOC6726150|XP_002107126.2|DSIM
OG0009263	LOC120775697|XP_039961942.1|BTRY	LOC6726434|XP_002107391.1|DSIM
OG0009264	LOC120773828|XP_039958875.1|BTRY	LOC6726430|XP_016039990.1|DSIM
OG0009265	LOC120776043|XP_039962422.1|BTRY	LOC6726425|XP_039153637.1|DSIM
OG0009266	LOC120767293|XP_039949107.1|BTRY	LOC6732145|XP_016024832.1|DSIM
OG0009267	LOC120767308|XP_039949158.1|BTRY	LOC6731157|XP_002078315.1|DSIM
OG0009268	LOC120772756|XP_039957457.1|BTRY	LOC6733770|XP_002080814.2|DSIM
OG0009269	LOC120778507|XP_039966271.1|BTRY	LOC6727590|XP_016034185.1|DSIM
OG0009271	LOC120775785|XP_039962055.1|BTRY	LOC6726225|XP_016039752.1|DSIM
OG0009272	LOC120778014|XP_039965614.1|BTRY	LOC6738891|XP_002085686.1|DSIM
OG0009273	LOC120768401|XP_039951007.1|BTRY	LOC6730874|XP_016023294.1|DSIM
OG0009274	LOC120776538|XP_039963210.1|BTRY	LOC6736573|XP_016030167.1|DSIM
OG0009275	LOC120774699|XP_039960362.1|BTRY	LOC6724805|XP_002105846.2|DSIM
OG0009276	LOC120771762|XP_039955877.1|BTRY	LOC6734601|XP_002081609.1|DSIM
OG0009277	LOC120773557|XP_039958455.1|BTRY	LOC27206856|XP_016037627.1|DSIM
OG0009278	LOC120774103|XP_039959391.1|BTRY	LOC6739907|XP_039153091.1|DSIM
OG0009279	LOC120774047|XP_039959283.1|BTRY	LOC27208345|XP_016023838.1|DSIM
OG0009280	LOC120775344|XP_039961424.1|BTRY	LOC6739977|XP_016038098.1|DSIM
OG0009281	LOC120774027|XP_039959254.1|BTRY	LOC6725618|XP_016038813.1|DSIM
OG0009282	LOC120769466|XP_039952413.1|BTRY	LOC6730426|XP_016022895.1|DSIM
OG0009283	LOC120768789|XP_039951480.1|BTRY, LOC120768271|XP_039950803.1|BTRY	LOC6731758|XP_016024440.1|DSIM
OG0009284	LOC120774474|XP_039960065.1|BTRY	LOC6738610|XP_016032453.1|DSIM
OG0009285	LOC120779754|XP_039968069.1|BTRY	LOC6740381|XP_016037323.1|DSIM
OG0009287	LOC120778638|XP_039966471.1|BTRY	LOC6737059|XP_002083906.1|DSIM
OG0009288	LOC120768627|XP_039951327.1|BTRY	LOC6725236|XP_016038249.1|DSIM
OG0009289	LOC120779626|XP_039967904.1|BTRY	LOC6724748|XP_016037451.1|DSIM
OG0009291	LOC120779424|XP_039967556.1|BTRY	LOC6724749|XP_016037459.1|DSIM
OG0009292	LOC120774909|XP_039960713.1|BTRY, LOC120774908|XP_039960712.1|BTRY	LOC6725424|XP_002106440.2|DSIM
OG0009293	LOC120774340|XP_039959835.1|BTRY	LOC6725419|XP_016038498.1|DSIM
OG0009294	LOC120770762|XP_039954280.1|BTRY	LOC6734801|XP_039148501.1|DSIM
OG0009295	LOC120773769|XP_039958781.1|BTRY	LOC6726054|XP_039153199.1|DSIM
OG0009296	LOC120766692|XP_039948272.1|BTRY	LOC6729688|XP_002104994.2|DSIM
OG0009297	LOC120767015|XP_039948778.1|BTRY	LOC6729692|XP_016036357.1|DSIM
OG0009298	LOC120766539|XP_039948051.1|BTRY	LOC6728391|XP_002103739.2|DSIM
OG0009299	LOC120776864|XP_039963856.1|BTRY	LOC6727387|XP_016033924.1|DSIM
OG0009300	LOC120766353|XP_039947716.1|BTRY	LOC6727385|XP_016033920.1|DSIM
OG0009301	LOC120775651|XP_039961846.1|BTRY	LOC6729632|XP_002104940.3|DSIM
OG0009302	LOC120780552|XP_039968746.1|BTRY	LOC6727125|XP_002102518.2|DSIM
OG0009303	LOC120782806|XP_039971219.1|BTRY	LOC6727683|XP_002103045.1|DSIM
OG0009304	LOC120782258|XP_039970357.1|BTRY	LOC6727393|XP_002102778.2|DSIM
OG0009305	LOC120782427|XP_039970612.1|BTRY	LOC6727827|XP_016034411.1|DSIM
OG0009306	LOC120776066|XP_039962469.1|BTRY	LOC6725648|XP_002106655.1|DSIM
OG0009307	LOC120766761|XP_039948368.1|BTRY	LOC6728581|XP_002103922.1|DSIM
OG0009308	LOC120780344|XP_039968597.1|BTRY	LOC6726965|XP_016033457.1|DSIM
OG0009309	LOC120782848|XP_039971309.1|BTRY	LOC6727815|XP_002103176.2|DSIM
OG0009310	LOC120776606|XP_039963331.1|BTRY	LOC6727627|XP_002103004.1|DSIM
OG0009311	LOC120782412|XP_039970594.1|BTRY	LOC6728514|XP_016035155.1|DSIM
OG0009312	LOC120766223|XP_039947532.1|BTRY	LOC6727833|XP_016034418.1|DSIM
OG0009313	LOC120782841|XP_039971300.1|BTRY	LOC6727839|XP_016034425.1|DSIM
OG0009314	LOC120766852|XP_039948510.1|BTRY	LOC6727881|XP_002103236.2|DSIM
OG0009315	LOC120770745|XP_039954268.1|BTRY	LOC27208198|XP_039151287.1|DSIM
OG0009316	LOC120771603|XP_039955619.1|BTRY	LOC6728891|XP_016035581.1|DSIM
OG0009317	LOC120766450|XP_039947898.1|BTRY	LOC6729852|XP_016036587.1|DSIM
OG0009318	LOC120767982|XP_039950337.1|BTRY	LOC27206458|XP_016033735.2|DSIM
OG0009319	LOC120776568|XP_039963267.1|BTRY	LOC6727904|XP_002103259.1|DSIM
OG0009320	LOC120766726|XP_039948309.1|BTRY	LOC6729704|XP_002105010.1|DSIM
OG0009321	LOC120767004|XP_039948746.1|BTRY	LOC6729696|XP_002105002.1|DSIM
OG0009322	LOC120777566|XP_039964903.1|BTRY	LOC6728037|XP_016034654.1|DSIM
OG0009323	LOC120782365|XP_039970537.1|BTRY	LOC6726972|XP_016033471.1|DSIM
OG0009324	LOC120770908|XP_039954523.1|BTRY	LOC6727151|XP_016033633.2|DSIM
OG0009325	LOC120772027|XP_039956332.1|BTRY	LOC6727762|XP_016034338.1|DSIM
OG0009326	LOC120766870|XP_039948535.1|BTRY	LOC6739724|XP_016034707.1|DSIM
OG0009327	LOC120766702|XP_039948287.1|BTRY	LOC6730155|XP_002105446.1|DSIM
OG0009328	LOC120782676|XP_039970998.1|BTRY	LOC6730138|XP_016036903.1|DSIM
OG0009329	LOC120766974|XP_039948699.1|BTRY	LOC6729291|XP_016035934.2|DSIM
OG0009330	LOC120766779|XP_039948404.1|BTRY	LOC6728186|XP_002103535.1|DSIM
OG0009331	LOC120766660|XP_039948229.1|BTRY	LOC6727519|XP_002102899.2|DSIM
OG0009332	LOC120773142|XP_039958071.1|BTRY	LOC6728279|XP_002103628.1|DSIM
OG0009333	LOC120766238|XP_039947550.1|BTRY	LOC6728995|XP_002104316.1|DSIM
OG0009334	LOC120782393|XP_039970570.1|BTRY	LOC6730275|XP_016037041.1|DSIM
OG0009335	LOC120782364|XP_039970536.1|BTRY	LOC6728943|XP_002104271.1|DSIM
OG0009336	LOC120766733|XP_039948363.1|BTRY	LOC6730339|XP_002105621.1|DSIM
OG0009337	LOC120766747|XP_039948352.1|BTRY	LOC6725764|XP_039152673.1|DSIM
OG0009338	LOC120766573|XP_039948099.1|BTRY	LOC6726660|XP_002102071.1|DSIM
OG0009339	LOC120782237|XP_039970342.1|BTRY	LOC6726654|XP_002102065.2|DSIM
OG0009340	LOC120774848|XP_039960649.1|BTRY	LOC6728218|XP_002103567.2|DSIM
OG0009341	LOC120773757|XP_039958763.1|BTRY	LOC6727354|XP_002102739.1|DSIM
OG0009342	LOC120772497|XP_039957081.1|BTRY	LOC6728326|XP_002103675.1|DSIM
OG0009343	LOC120772486|XP_039957070.1|BTRY	LOC6728325|XP_002103674.1|DSIM
OG0009344	LOC120775541|XP_039961734.1|BTRY	LOC6729007|XP_002104328.1|DSIM
OG0009345	LOC120766918|XP_039948600.1|BTRY	LOC6729861|XP_002105164.1|DSIM
OG0009346	LOC120766411|XP_039947796.1|BTRY	LOC6729842|XP_002105145.1|DSIM
OG0009347	LOC120778565|XP_039966401.1|BTRY, LOC120780363|XP_039968590.1|BTRY	LOC6729761|XP_002105067.1|DSIM
OG0009348	LOC120766340|XP_039947698.1|BTRY	LOC6729077|XP_016035726.2|DSIM
OG0009349	LOC120782581|XP_039970862.1|BTRY	LOC6727795|XP_016034383.1|DSIM
OG0009350	LOC120782844|XP_039971304.1|BTRY	LOC6730262|XP_002105545.2|DSIM
OG0009351	LOC120782323|XP_039970479.1|BTRY	LOC6730257|XP_016037028.1|DSIM
OG0009352	LOC120779833|XP_039968151.1|BTRY	LOC6726925|XP_016033423.1|DSIM
OG0009353	LOC120780722|XP_039968919.1|BTRY	LOC6729089|XP_016035739.1|DSIM
OG0009354	LOC120769760|XP_039952857.1|BTRY	LOC6731842|XP_002078977.1|DSIM
OG0009355	LOC120769688|XP_039952748.1|BTRY	LOC6732114|XP_002079246.1|DSIM
OG0009356	LOC120767537|XP_039949575.1|BTRY	LOC6730847|XP_016023266.1|DSIM
OG0009357	LOC120768492|XP_039951142.1|BTRY	LOC6732032|XP_002079164.1|DSIM
OG0009358	LOC120768302|XP_039950866.1|BTRY	LOC6730893|XP_002078057.1|DSIM
OG0009359	LOC120768416|XP_039951031.1|BTRY, LOC120769339|XP_039952229.1|BTRY	LOC6730892|XP_002078056.1|DSIM
OG0009360	LOC120769812|XP_039952954.1|BTRY	LOC6731485|XP_002078634.1|DSIM
OG0009361	LOC120769813|XP_039952955.1|BTRY	LOC6731484|XP_016024164.1|DSIM
OG0009362	LOC120767622|XP_039949713.1|BTRY	LOC6731483|XP_016024163.1|DSIM
OG0009363	LOC120767320|XP_039949188.1|BTRY	LOC27208244|XP_016023513.1|DSIM
OG0009364	LOC120769135|XP_039951941.1|BTRY	LOC6730707|XP_002077877.1|DSIM
OG0009365	LOC120768281|XP_039950815.1|BTRY	LOC6731010|XP_039149932.1|DSIM
OG0009366	LOC120769065|XP_039951855.1|BTRY	LOC6731991|XP_002079125.2|DSIM
OG0009367	LOC120768128|XP_039950616.1|BTRY	LOC6732073|XP_002079205.1|DSIM
OG0009368	LOC120767286|XP_039949096.1|BTRY	LOC27208012|XP_016022912.1|DSIM
OG0009369	LOC120769820|XP_039952962.1|BTRY	LOC6730430|XP_002077611.2|DSIM
OG0009370	LOC120769178|XP_039951998.1|BTRY	LOC6733016|XP_039154510.1|DSIM
OG0009371	LOC120768133|XP_039950625.1|BTRY	LOC6733015|XP_016025693.1|DSIM
OG0009372	LOC120769534|XP_039952509.1|BTRY	LOC6730435|XP_002077616.1|DSIM
OG0009373	LOC120768280|XP_039950814.1|BTRY	LOC6732647|XP_002079764.1|DSIM
OG0009374	LOC120767896|XP_039950167.1|BTRY	LOC6732574|XP_002079693.2|DSIM
OG0009376	LOC120769002|XP_039951776.1|BTRY	LOC6730812|XP_002077980.2|DSIM
OG0009377	LOC120769456|XP_039952396.1|BTRY	LOC6732490|XP_002079610.2|DSIM
OG0009378	LOC120767674|XP_039949782.1|BTRY	LOC6731649|XP_016024332.1|DSIM
OG0009379	LOC120769296|XP_039952159.1|BTRY	LOC27206543|XP_016023653.1|DSIM
