Orthogroup	BTRY.longest_only	DMEL.longest_only
OG0008869	LOC120778668|XP_039966533.1|BTRY	CG11109|NP_730761.1|DMEL
OG0008870	LOC120777114|XP_039964184.1|BTRY	CG14079|NP_649091.1|DMEL
OG0008871	LOC120777246|XP_039964371.1|BTRY	Tgi|NP_729916.1|DMEL
OG0008872	LOC120767275|XP_039949080.1|BTRY	CG4496|NP_609101.1|DMEL
OG0008874	LOC120771721|XP_039955810.1|BTRY	CG7786|NP_611101.1|DMEL
OG0008875	LOC120772793|XP_039957510.1|BTRY	CG13148|NP_610811.1|DMEL
OG0008876	LOC120781300|XP_039969430.1|BTRY	CG1909|NP_651928.1|DMEL
OG0008877	LOC120777506|XP_039964794.1|BTRY	CG32109|NP_729822.1|DMEL
OG0008878	LOC120781474|XP_039969629.1|BTRY	D12|NP_609228.2|DMEL
OG0008879	LOC120771654|XP_039955703.1|BTRY, LOC120771675|XP_039955731.1|BTRY	CG15615|NP_611159.2|DMEL
OG0008881	LOC120772282|XP_039956727.1|BTRY	CG13581|NP_611921.1|DMEL
OG0008882	LOC120768829|XP_039951515.1|BTRY	ppk18|NP_609308.3|DMEL
OG0008883	LOC120782416|XP_039970600.1|BTRY	Rlb1|NP_477099.1|DMEL
OG0008884	LOC120766687|XP_039948267.1|BTRY	Lgr3|NP_733115.1|DMEL
OG0008885	LOC120768157|XP_039950652.1|BTRY	CG17350|NP_609958.1|DMEL
OG0008886	LOC120770859|XP_039954408.1|BTRY	CG8303|NP_611141.3|DMEL
OG0008887	LOC120771070|XP_039954815.1|BTRY	FAM21|NP_611496.1|DMEL
OG0008888	LOC120776906|XP_039963911.1|BTRY	CG6409|NP_648415.1|DMEL
OG0008889	LOC120771667|XP_039955717.1|BTRY	Plekhm1|NP_611639.1|DMEL
OG0008890	LOC120779538|XP_039967819.1|BTRY	CG14860|NP_650403.2|DMEL
OG0008891	LOC120771576|XP_039955575.1|BTRY	DOR|NP_001246624.1|DMEL
OG0008892	LOC120771649|XP_039955695.1|BTRY	CG3328|NP_001369116.1|DMEL
OG0008893	LOC120778188|XP_039965860.1|BTRY	CHMP2B|NP_647947.1|DMEL
OG0008894	LOC120772683|XP_039957359.1|BTRY	Octbeta1R|NP_651057.1|DMEL
OG0008895	LOC120768625|XP_039951328.1|BTRY	CG9444|NP_649927.2|DMEL
OG0008897	LOC120782462|XP_039970688.1|BTRY	CG7131|NP_650706.1|DMEL
OG0008898	LOC120771423|XP_039955344.1|BTRY	CG4630|NP_001260948.1|DMEL
OG0008899	LOC120767243|XP_039949019.1|BTRY	Nak|NP_477165.1|DMEL
OG0008900	LOC120767837|XP_039950061.1|BTRY	Atac2|NP_609889.1|DMEL
OG0008901	LOC120777592|XP_039964959.1|BTRY	CG8641|NP_648073.1|DMEL
OG0008902	LOC120779662|XP_039967952.1|BTRY	RhoGAP102A|NP_001245416.1|DMEL
OG0008903	LOC120768321|XP_039950893.1|BTRY	CG13950|NP_001334728.1|DMEL
OG0008904	LOC120772869|XP_039957639.1|BTRY	CG34386|NP_001097362.1|DMEL
OG0008905	LOC120779590|XP_039967867.1|BTRY	Thd1|NP_651925.1|DMEL
OG0008906	LOC120778782|XP_039966701.1|BTRY	ect|NP_001287019.1|DMEL
OG0008907	LOC120766306|XP_039947657.1|BTRY	CG13615|NP_651261.2|DMEL
OG0008908	LOC120766370|XP_039947737.1|BTRY	thw|NP_001097699.2|DMEL
OG0008909	LOC120777704|XP_039965120.1|BTRY	AstA-R2|NP_524544.1|DMEL
OG0008910	LOC120771624|XP_039955692.1|BTRY	CG8861|NP_001163567.1|DMEL
OG0008911	LOC120778779|XP_039966700.1|BTRY	kuk|NP_650595.1|DMEL
OG0008912	LOC120774524|XP_039960204.1|BTRY, LOC120767005|XP_039948748.1|BTRY	TwdlV|NP_649446.1|DMEL
OG0008913	LOC120769769|XP_039953167.1|BTRY, LOC120772547|XP_039957554.1|BTRY, LOC120766369|XP_039947736.1|BTRY	Pebp1|NP_651051.1|DMEL
OG0008914	LOC120781812|XP_039969968.1|BTRY	Crz|NP_524350.1|DMEL
OG0008915	LOC120781646|XP_039969810.1|BTRY	Ama|NP_731114.2|DMEL
OG0008916	LOC120768041|XP_039950476.1|BTRY	CG31904|NP_723310.1|DMEL, CG13796|NP_723308.2|DMEL
OG0008917	LOC120769121|XP_039951916.1|BTRY	Proc|NP_609158.2|DMEL
OG0008918	LOC120767959|XP_039950284.1|BTRY	CG31752|NP_724136.3|DMEL
OG0008919	LOC120769639|XP_039952678.1|BTRY	CG4297|NP_608527.2|DMEL
OG0008920	LOC120768831|XP_039951517.1|BTRY, LOC120768832|XP_039951518.1|BTRY	CG42728|NP_001189111.1|DMEL
OG0008921	LOC120769444|XP_039952366.1|BTRY	lmgB|NP_001097124.1|DMEL
OG0008922	LOC120769346|XP_039952240.1|BTRY	grk|NP_476568.2|DMEL
OG0008923	LOC120772275|XP_039956713.1|BTRY	prod|NP_725841.1|DMEL
OG0008924	LOC120770837|XP_039954362.1|BTRY	CG16799|NP_611504.2|DMEL
OG0008925	LOC120771993|XP_039956284.1|BTRY	GstE9|NP_725784.1|DMEL
OG0008926	LOC120771591|XP_039955597.1|BTRY	CG8788|NP_610461.1|DMEL
OG0008927	LOC120771608|XP_039955626.1|BTRY	Brca2|NP_611925.2|DMEL
OG0008928	LOC120771297|XP_039955166.1|BTRY, LOC120773070|XP_039957946.1|BTRY	Tsp42Ek|NP_523637.1|DMEL
OG0008929	LOC120772554|XP_039957172.1|BTRY, LOC120772553|XP_039957171.1|BTRY	CG15083|NP_611380.1|DMEL
OG0008930	LOC120770305|XP_039953607.1|BTRY	Or88a|NP_524348.2|DMEL
OG0008931	LOC120772830|XP_039957571.1|BTRY	FMRFa|NP_523669.2|DMEL
OG0008932	LOC120772422|XP_039956967.1|BTRY, LOC120770089|XP_039953172.1|BTRY	Lcp9|NP_523854.1|DMEL
OG0008933	LOC120773021|XP_039957884.1|BTRY, LOC120771437|XP_039955374.1|BTRY	Cpr47Ec|NP_610657.1|DMEL
OG0008934	LOC120772676|XP_039957347.1|BTRY	Tsp66A|NP_001261518.1|DMEL
OG0008935	LOC120771376|XP_039955271.1|BTRY	Spn43Aa|NP_524805.1|DMEL
OG0008936	LOC120770008|XP_039953035.1|BTRY	CG10307|NP_611605.1|DMEL
OG0008937	LOC120770962|XP_039954626.1|BTRY	CG30020|NP_610627.2|DMEL
OG0008938	LOC120771430|XP_039955360.1|BTRY	CG13331|NP_725310.1|DMEL
OG0008939	LOC120771093|XP_039954854.1|BTRY	18w|NP_476814.1|DMEL
OG0008940	LOC120770094|XP_039953178.1|BTRY	CG11073|NP_611638.2|DMEL
OG0008941	LOC120773429|XP_039958243.1|BTRY	CG12184|NP_001259240.1|DMEL, CG12179|NP_572175.3|DMEL
OG0008942	LOC120775096|XP_039961037.1|BTRY	HP5|NP_572718.2|DMEL
OG0008943	LOC120775797|XP_039962075.1|BTRY, LOC120774734|XP_039960421.1|BTRY	CG3032|NP_572376.1|DMEL
OG0008944	LOC120774440|XP_039960015.1|BTRY, LOC120775988|XP_039962352.1|BTRY, LOC120775894|XP_039962220.1|BTRY, LOC120775911|XP_039962237.1|BTRY	Cyp4s3|NP_573003.2|DMEL
OG0008945	LOC120773455|XP_039958282.1|BTRY	CG15892|NP_001027041.1|DMEL
OG0008946	LOC120773365|XP_039958124.1|BTRY, LOC120775071|XP_039960994.1|BTRY	ssp7|NP_727495.1|DMEL
OG0008948	LOC120774748|XP_039960440.1|BTRY	z|NP_001259190.1|DMEL
OG0008949	LOC120777813|XP_039965284.1|BTRY	CG42714|NP_001189053.1|DMEL
OG0008950	LOC120776909|XP_039963914.1|BTRY	vilya|NP_570026.1|DMEL
OG0008951	LOC120776913|XP_039963917.1|BTRY	CG4229|NP_648903.1|DMEL
OG0008952	LOC120776684|XP_039963496.1|BTRY, LOC120778028|XP_039965635.1|BTRY	CG8661|NP_573212.1|DMEL
OG0008953	LOC120778478|XP_039966228.1|BTRY	CG32462|NP_730750.1|DMEL
OG0008954	LOC120777150|XP_039964229.1|BTRY	Sfp35C|NP_001162982.1|DMEL, CG43307|NP_001245900.1|DMEL
OG0008955	LOC120777167|XP_039964256.1|BTRY	Cpr65Ea|NP_648075.1|DMEL
OG0008956	LOC120777687|XP_039965095.1|BTRY	CG30383|NP_724612.2|DMEL
OG0008957	LOC120778877|XP_039966855.1|BTRY	btl|NP_729956.1|DMEL
OG0008958	LOC120779010|XP_039967063.1|BTRY	CG11249|NP_649346.1|DMEL
OG0008959	LOC120776425|XP_039963011.1|BTRY, LOC120778430|XP_039966145.1|BTRY	CG7017|NP_649190.1|DMEL
OG0008960	LOC120776605|XP_039963327.1|BTRY	CG44837|NP_001287037.1|DMEL
OG0008985	LOC120778924|XP_039966904.1|BTRY	Cpr72Ec|NP_648884.1|DMEL
OG0008986	LOC120769139|XP_039951946.1|BTRY	CG10286|NP_649649.1|DMEL
OG0008992	LOC120780461|XP_039968668.1|BTRY	CG4565|NP_001097743.1|DMEL
OG0008993	LOC120776666|XP_039963475.1|BTRY	CG6175|NP_001261708.1|DMEL
OG0008994	LOC120767840|XP_039950067.1|BTRY	CG8292|NP_609198.1|DMEL
OG0008995	LOC120772977|XP_039957823.1|BTRY	Ir60a|NP_611901.1|DMEL
OG0008997	LOC120773447|XP_039958271.1|BTRY	CG4293|NP_569847.1|DMEL
OG0008999	LOC120782791|XP_039971197.1|BTRY	tgy|NP_573349.4|DMEL
OG0009001	LOC120774896|XP_039960697.1|BTRY	CG17343|NP_609940.1|DMEL
OG0009003	LOC120778052|XP_039965666.1|BTRY	CG14118|NP_648612.1|DMEL
OG0009004	LOC120782373|XP_039970547.1|BTRY	CG13223|NP_610656.1|DMEL
OG0009005	LOC120769245|XP_039952079.1|BTRY	Rsph1|NP_609609.1|DMEL
OG0009006	LOC120782595|XP_039970882.1|BTRY	CG5180|NP_001138087.1|DMEL
OG0009007	LOC120776855|XP_039963831.1|BTRY	CG13314|NP_648275.1|DMEL
OG0009008	LOC120771843|XP_039956022.1|BTRY	ninaE|NP_524407.1|DMEL
OG0009009	LOC120776712|XP_039963543.1|BTRY	CG12003|NP_647625.2|DMEL
OG0009010	LOC120776714|XP_039963545.1|BTRY	CG7182|NP_648212.1|DMEL
OG0009011	LOC120777345|XP_039964530.1|BTRY	Teh4|NP_647866.2|DMEL
OG0009012	LOC120775496|XP_039961637.1|BTRY	TAF1C-like|NP_611585.1|DMEL
OG0009013	LOC120773484|XP_039958349.1|BTRY	CG14442|NP_572342.1|DMEL
OG0009014	LOC120777082|XP_039964144.1|BTRY	aos|NP_524107.2|DMEL
OG0009015	LOC120778111|XP_039965748.1|BTRY	CG8563|NP_648116.2|DMEL
OG0009016	LOC120778207|XP_039965897.1|BTRY	CG8042|NP_648165.1|DMEL
OG0009017	LOC120769661|XP_039952703.1|BTRY	daw|NP_523461.1|DMEL
OG0009018	LOC120782070|XP_039970156.1|BTRY	Syt7|NP_726557.3|DMEL
OG0009019	LOC120779765|XP_039968079.1|BTRY	CG1674|NP_001245414.1|DMEL
OG0009020	LOC120782182|XP_039970255.1|BTRY	CG34404|NP_650457.2|DMEL
OG0009021	LOC120774788|XP_039960508.1|BTRY	CG9775|NP_649482.2|DMEL
OG0009022	LOC120767782|XP_039950007.1|BTRY	beat-Va|NP_001189214.1|DMEL
OG0009023	LOC120768072|XP_039950536.1|BTRY	CG5984|NP_651548.1|DMEL
OG0009024	LOC120766396|XP_039947777.1|BTRY	AstA|NP_524489.2|DMEL
OG0009025	LOC120779649|XP_039967935.1|BTRY	DNAlig3|NP_650187.2|DMEL
OG0009026	LOC120770356|XP_039953695.1|BTRY	CG34290|NP_001097899.2|DMEL
OG0009027	LOC120781212|XP_039969269.1|BTRY	CG15071|NP_611360.1|DMEL
OG0009028	LOC120776497|XP_039963114.1|BTRY	CG3448|NP_648316.1|DMEL
OG0009029	LOC120769058|XP_039951845.1|BTRY	Tsp26A|NP_001097093.1|DMEL
OG0009030	LOC120768191|XP_039950694.1|BTRY	CG4577|NP_001259855.1|DMEL
OG0009031	LOC120782668|XP_039970984.1|BTRY	CG1227|NP_649712.1|DMEL
OG0009032	LOC120782669|XP_039970985.1|BTRY	CG10053|NP_649711.1|DMEL
OG0009033	LOC120768243|XP_039950766.1|BTRY	DnaJ-H|NP_001260431.1|DMEL
OG0009034	LOC120768219|XP_039950726.1|BTRY	kek3|NP_523575.1|DMEL
OG0009035	LOC120768395|XP_039951002.1|BTRY	CG13123|NP_609315.1|DMEL
OG0009036	LOC120771957|XP_039956203.1|BTRY	CG1688|NP_610516.1|DMEL
OG0009037	LOC120767682|XP_039949800.1|BTRY	E23|NP_995622.1|DMEL
OG0009038	LOC120777912|XP_039965432.1|BTRY	CG42487|NP_001163752.1|DMEL
OG0009039	LOC120782763|XP_039971159.1|BTRY	CG4287|NP_650514.1|DMEL
OG0009040	LOC120770793|XP_039954306.1|BTRY	CG12866|NP_001286425.1|DMEL
OG0009041	LOC120782234|XP_039970335.1|BTRY	CG6040|NP_650781.2|DMEL
OG0009042	LOC120768606|XP_039951303.1|BTRY	hoe2|NP_608878.1|DMEL
OG0009043	LOC120766792|XP_039948426.1|BTRY	msb1l|NP_609991.1|DMEL
OG0009044	LOC120768934|XP_039951650.1|BTRY	CG9121|NP_608901.1|DMEL
OG0009045	LOC120782526|XP_039970770.1|BTRY	CG15186|NP_001246950.1|DMEL
OG0009046	LOC120777618|XP_039965001.1|BTRY	CG14562|NP_649372.1|DMEL
OG0009047	LOC120772592|XP_039957236.1|BTRY	CG17002|NP_610253.1|DMEL
OG0009048	LOC120781420|XP_039969568.1|BTRY	Hacd2|NP_609655.2|DMEL
OG0009049	LOC120770361|XP_039953710.1|BTRY	CG10407|NP_001303466.1|DMEL
OG0009050	LOC120769112|XP_039951908.1|BTRY	CG7968|NP_609684.1|DMEL
OG0009051	LOC120772821|XP_039957551.1|BTRY	plu|NP_476683.1|DMEL
OG0009052	LOC120782878|XP_039971358.1|BTRY	CG2846|NP_649749.2|DMEL
OG0009053	LOC120780242|XP_039968434.1|BTRY	CG5746|NP_001138106.1|DMEL
OG0009054	LOC120773628|XP_039958571.1|BTRY	Tk|NP_001262493.1|DMEL
OG0009055	LOC120767971|XP_039950315.1|BTRY	CG10561|NP_476608.1|DMEL
OG0009056	LOC120776562|XP_039963256.1|BTRY	Atac1|NP_609088.1|DMEL
OG0009057	LOC120770432|XP_039953828.1|BTRY	wac|NP_612020.2|DMEL
OG0009058	LOC120779502|XP_039967730.1|BTRY	CG32017|NP_726650.2|DMEL
OG0009059	LOC120776680|XP_039963488.1|BTRY	Oatp74D|NP_648989.1|DMEL
OG0009060	LOC120779088|XP_039967178.1|BTRY	CG16789|NP_649910.3|DMEL
OG0009061	LOC120770186|XP_039953346.1|BTRY	CG15706|NP_611099.2|DMEL
OG0009063	LOC120769010|XP_039951782.1|BTRY	grnd|NP_609880.2|DMEL
OG0009065	LOC120782452|XP_039970674.1|BTRY	CG4393|NP_651143.2|DMEL
OG0009066	LOC120778812|XP_039966752.1|BTRY	CG18178|NP_648350.1|DMEL
OG0009067	LOC120776608|XP_039963330.1|BTRY	Srpk79D|NP_001246881.1|DMEL
OG0009068	LOC120771277|XP_039955135.1|BTRY	CG1360|NP_610300.1|DMEL
OG0009069	LOC120769174|XP_039951991.1|BTRY	firl|NP_001033900.2|DMEL
OG0009070	LOC120770517|XP_039953989.1|BTRY	hebe|NP_001097248.1|DMEL
OG0009071	LOC120775674|XP_039961894.1|BTRY	ymp|NP_001287531.1|DMEL
OG0009072	LOC120782741|XP_039971108.1|BTRY	CG18268|NP_649739.1|DMEL
OG0009073	LOC120782466|XP_039970691.1|BTRY	CG4462|NP_650849.1|DMEL
OG0009074	LOC120772000|XP_039956294.1|BTRY	CG6791|NP_650090.1|DMEL
OG0009075	LOC120776522|XP_039963184.1|BTRY	CG14657|NP_649501.1|DMEL
OG0009076	LOC120779413|XP_039967547.1|BTRY, LOC120781216|XP_039969278.1|BTRY	CG9837|NP_649838.5|DMEL
OG0009077	LOC120766916|XP_039948596.1|BTRY	rpk|NP_001246909.1|DMEL
OG0009078	LOC120782469|XP_039970696.1|BTRY	CG17721|NP_001247041.1|DMEL
OG0009079	LOC120778338|XP_039966067.1|BTRY	mld|NP_001247289.1|DMEL
OG0009080	LOC120767276|XP_039949085.1|BTRY	EndoU|NP_650508.1|DMEL
OG0009081	LOC120782637|XP_039970939.1|BTRY	E_spl_malpha-BFM|NP_524506.1|DMEL
OG0009082	LOC120778139|XP_039965800.1|BTRY	CG31287|NP_732119.1|DMEL
OG0009083	LOC120777959|XP_039965522.1|BTRY	dec-1|NP_511072.2|DMEL
OG0009084	LOC120766800|XP_039948437.1|BTRY	Cap-H2|NP_650014.2|DMEL
OG0009085	LOC120766970|XP_039948695.1|BTRY	CG4757|NP_650043.1|DMEL
OG0009086	LOC120782221|XP_039970317.1|BTRY	CG34112|NP_001246902.1|DMEL
OG0009087	LOC120782233|XP_039970334.1|BTRY, LOC120769951|XP_039952973.1|BTRY	CG33213|NP_788749.1|DMEL
OG0009088	LOC120776154|XP_039962641.1|BTRY, LOC120771980|XP_039956307.1|BTRY	PH4alphaSG2|NP_651801.1|DMEL
OG0009089	LOC120772283|XP_039956730.1|BTRY	CG11076|NP_726630.2|DMEL
OG0009090	LOC120775962|XP_039962310.1|BTRY	CG15514|NP_651739.1|DMEL
OG0009091	LOC120766439|XP_039947882.1|BTRY	TwdlG|NP_649444.1|DMEL
OG0009092	LOC120766671|XP_039948244.1|BTRY	lbl|NP_001262805.1|DMEL
OG0009093	LOC120780522|XP_039968726.1|BTRY	Su_var_3-7|NP_524342.3|DMEL
OG0009094	LOC120776869|XP_039963898.1|BTRY	ppk30|NP_651706.1|DMEL
OG0009095	LOC120782342|XP_039970509.1|BTRY	ppk21|NP_651704.2|DMEL
OG0009096	LOC120766290|XP_039947627.1|BTRY	CG6403|NP_651501.2|DMEL
OG0009097	LOC120782331|XP_039970491.1|BTRY	CG14247|NP_651502.2|DMEL
OG0009098	LOC120766977|XP_039948704.1|BTRY, LOC120782336|XP_039970501.1|BTRY	Rb97D|NP_524520.1|DMEL
OG0009099	LOC120782622|XP_039970923.1|BTRY	CG11504|NP_651758.1|DMEL
OG0009100	LOC120767604|XP_039949687.1|BTRY	sna|NP_476732.1|DMEL
OG0009101	LOC120769583|XP_039952576.1|BTRY, LOC120769498|XP_039952462.1|BTRY	a5|NP_476998.1|DMEL
OG0009102	LOC120768456|XP_039951091.1|BTRY	TTLL4B|NP_722946.1|DMEL
OG0009103	LOC120769797|XP_039952919.1|BTRY	CG2816|NP_608803.2|DMEL
OG0009104	LOC120769792|XP_039952914.1|BTRY, LOC120768228|XP_039950747.1|BTRY	CG10031|NP_608802.2|DMEL
OG0009105	LOC120768176|XP_039950675.1|BTRY	A16|NP_609598.1|DMEL
OG0009107	LOC120767202|XP_039948940.1|BTRY	CG5177|NP_609114.1|DMEL
OG0009108	LOC120767409|XP_039949385.1|BTRY	CG5404|NP_650482.1|DMEL
OG0009109	LOC120768620|XP_039951321.1|BTRY	atilla|NP_609558.3|DMEL
OG0009110	LOC120767287|XP_039949098.1|BTRY	CG11911|NP_608518.1|DMEL
OG0009111	LOC120769396|XP_039952301.1|BTRY	CG15021|NP_647902.1|DMEL
OG0009112	LOC120768527|XP_039951190.1|BTRY	cbt|NP_722636.1|DMEL
OG0009113	LOC120769665|XP_039952713.1|BTRY	CG31871|NP_723607.1|DMEL
OG0009114	LOC120769040|XP_039951818.1|BTRY	mbm|NP_608511.1|DMEL
OG0009115	LOC120769773|XP_039952888.1|BTRY	CG34179|NP_001285654.1|DMEL
OG0009116	LOC120768393|XP_039950999.1|BTRY, LOC120769650|XP_039952689.1|BTRY	CG3119|NP_608717.2|DMEL
OG0009117	LOC120769317|XP_039952198.1|BTRY	CG11149|NP_723110.1|DMEL
OG0009118	LOC120769575|XP_039952564.1|BTRY, LOC120768883|XP_039951571.1|BTRY	Or1a|NP_525029.2|DMEL
OG0009119	LOC120768099|XP_039950576.1|BTRY	NimC2|NP_788047.1|DMEL
OG0009120	LOC120773000|XP_039957851.1|BTRY	Ir67a|NP_648329.3|DMEL
OG0009121	LOC120772360|XP_039956859.1|BTRY	CG18190|NP_611384.2|DMEL
OG0009122	LOC120771331|XP_039955210.1|BTRY	CG3906|NP_611802.1|DMEL
OG0009123	LOC120771273|XP_039955131.1|BTRY	CG13437|NP_611507.1|DMEL
OG0009124	LOC120772582|XP_039957218.1|BTRY	ppk|NP_477232.1|DMEL
OG0009125	LOC120772693|XP_039957366.1|BTRY	Tsp42Ei|NP_523635.2|DMEL
OG0009126	LOC120772739|XP_039957434.1|BTRY, LOC120772870|XP_039957640.1|BTRY	CG10911|NP_611286.1|DMEL
OG0009127	LOC120771528|XP_039955520.1|BTRY	CG4681|NP_611937.2|DMEL
OG0009128	LOC120772403|XP_039956932.1|BTRY	CG12164|NP_610268.2|DMEL
OG0009129	LOC120770104|XP_039953208.1|BTRY	CG14752|NP_610393.1|DMEL
OG0009130	LOC120772425|XP_039956970.1|BTRY	MFS12|NP_610332.3|DMEL
OG0009131	LOC120773089|XP_039957992.1|BTRY	CG12159|NP_610330.1|DMEL
OG0009132	LOC120772469|XP_039957042.1|BTRY	Ance-5|NP_573392.2|DMEL
OG0009133	LOC120769973|XP_039952977.1|BTRY, LOC120769972|XP_039952976.1|BTRY	CG17047|NP_610865.1|DMEL
OG0009134	LOC120772080|XP_039956411.1|BTRY	CG30080|NP_725491.1|DMEL
OG0009135	LOC120770996|XP_039954677.1|BTRY	CG13742|NP_001260813.1|DMEL
OG0009136	LOC120772740|XP_039957435.1|BTRY	reb|NP_610713.2|DMEL
OG0009137	LOC120772579|XP_039957217.1|BTRY	Cpr49Ac|NP_725150.2|DMEL
OG0009138	LOC120772815|XP_039957540.1|BTRY, LOC120772814|XP_039957538.1|BTRY	CG13155|NP_610770.1|DMEL
OG0009139	LOC120771726|XP_039955815.1|BTRY	CG3548|NP_611941.1|DMEL
OG0009140	LOC120771334|XP_039955213.1|BTRY	Cpr47Ee|NP_610659.1|DMEL
OG0009141	LOC120771670|XP_039955719.1|BTRY	lbm|NP_523639.1|DMEL
OG0009142	LOC120770352|XP_039953689.1|BTRY	Spn43Ad|NP_610261.1|DMEL
OG0009143	LOC120772496|XP_039957077.1|BTRY	CG34445|NP_001097420.1|DMEL
OG0009144	LOC120770231|XP_039953450.1|BTRY	CG43325|NP_611699.1|DMEL
OG0009145	LOC120772278|XP_039956722.1|BTRY	CG13501|NP_611631.1|DMEL
OG0009146	LOC120772818|XP_039957544.1|BTRY	CG6329|NP_610904.1|DMEL
OG0009147	LOC120772213|XP_039956627.1|BTRY	CG34458|NP_001097340.1|DMEL
OG0009148	LOC120770767|XP_039954283.1|BTRY	rgr|NP_001163089.2|DMEL
OG0009149	LOC120770772|XP_039954288.1|BTRY	Ir56b|NP_611430.1|DMEL
OG0009150	LOC120772435|XP_039956985.1|BTRY	CG13330|NP_610880.1|DMEL
OG0009151	LOC120771132|XP_039954930.1|BTRY	lambdaTry|NP_610673.1|DMEL
OG0009152	LOC120771346|XP_039955228.1|BTRY	Map60|NP_476952.1|DMEL
OG0009153	LOC120771139|XP_039954940.1|BTRY	CG3163|NP_611872.1|DMEL
OG0009154	LOC120776075|XP_039962478.1|BTRY	CG12426|NP_651591.2|DMEL
OG0009155	LOC120773354|XP_039958109.1|BTRY, LOC120776188|XP_039962747.1|BTRY	CG8252|NP_610420.1|DMEL
OG0009156	LOC120775385|XP_039961480.1|BTRY	CG17005|NP_609280.2|DMEL
OG0009157	LOC120775488|XP_039961625.1|BTRY, LOC120775475|XP_039961609.1|BTRY, LOC120775553|XP_039961715.1|BTRY	CG31798|NP_724182.1|DMEL
OG0009158	LOC120774740|XP_039960428.1|BTRY, LOC120776013|XP_039962391.1|BTRY, LOC120773681|XP_039958646.1|BTRY	Dic61B|NP_728477.1|DMEL
OG0009159	LOC120774478|XP_039960071.1|BTRY	CG15642|NP_573028.1|DMEL
OG0009160	LOC120774481|XP_039960075.1|BTRY	CG42329|NP_608590.2|DMEL
OG0009161	LOC120774031|XP_039959263.1|BTRY	CG5273|NP_569857.1|DMEL
OG0009162	LOC120776368|XP_039962881.1|BTRY	Mip|NP_648971.1|DMEL
OG0009163	LOC120778654|XP_039966505.1|BTRY	CG34382|NP_001097565.1|DMEL
OG0009164	LOC120778648|XP_039966493.1|BTRY	CG42676|NP_995960.2|DMEL
OG0009165	LOC120776967|XP_039963993.1|BTRY	CG6462|NP_648011.1|DMEL
OG0009166	LOC120776876|XP_039963869.1|BTRY	Ir68b|NP_648548.1|DMEL
OG0009167	LOC120777405|XP_039964638.1|BTRY	CG32436|NP_730622.1|DMEL
OG0009168	LOC120777407|XP_039964639.1|BTRY	ebd2|NP_649307.1|DMEL
OG0009169	LOC120776815|XP_039963765.1|BTRY	CG44838|NP_001287006.1|DMEL
OG0009170	LOC120777484|XP_039964755.1|BTRY	l_3_72Dr|NP_730120.1|DMEL
OG0009171	LOC120778980|XP_039967005.1|BTRY	Ilp8|NP_648949.2|DMEL
OG0009172	LOC120777384|XP_039964609.1|BTRY	CG42255|NP_729748.3|DMEL
OG0009173	LOC120777863|XP_039965346.1|BTRY	CG12182|NP_647731.2|DMEL
OG0009174	LOC120778629|XP_039966448.1|BTRY	CG12535|NP_726860.1|DMEL
OG0009175	LOC120777531|XP_039964848.1|BTRY	Glt|NP_477504.1|DMEL
OG0009176	LOC120782111|XP_039970189.1|BTRY, LOC120778191|XP_039965863.1|BTRY	CG13484|NP_648690.1|DMEL
OG0009178	LOC120777651|XP_039965037.1|BTRY	comm|NP_524095.1|DMEL
OG0009179	LOC120778374|XP_039966094.1|BTRY	CG11131|NP_649429.1|DMEL
OG0009180	LOC120778405|XP_039966123.1|BTRY, LOC120778404|XP_039966122.1|BTRY, LOC120776492|XP_039963108.1|BTRY	CG7924|NP_648698.1|DMEL
OG0009181	LOC120776881|XP_039963873.1|BTRY	CG5665|NP_001246844.1|DMEL
OG0009182	LOC120778590|XP_039966392.1|BTRY	CG12316|NP_648752.1|DMEL
OG0009183	LOC120778409|XP_039966126.1|BTRY, LOC120778583|XP_039966384.1|BTRY	CG33263|NP_996072.1|DMEL
OG0009184	LOC120778412|XP_039966130.1|BTRY	CG33772|NP_001027146.4|DMEL
OG0009185	LOC120779007|XP_039967060.1|BTRY	CG11248|NP_649348.1|DMEL
OG0009186	LOC120777423|XP_039964660.1|BTRY	cmpy|NP_001097652.1|DMEL
OG0009187	LOC120780903|XP_039969074.1|BTRY	CG3995|NP_650591.1|DMEL
OG0009188	LOC120781240|XP_039969314.1|BTRY	CG14488|NP_611266.2|DMEL
OG0009219	LOC120766455|XP_039947911.1|BTRY	CG15563|NP_651854.2|DMEL
OG0009220	LOC120775788|XP_039962059.1|BTRY	mei-217|NP_001027069.3|DMEL
OG0009221	LOC120782414|XP_039970597.1|BTRY	LSm-4|NP_001260345.1|DMEL
OG0009222	LOC120775607|XP_039961782.1|BTRY	UBL3|NP_573083.2|DMEL
OG0009226	LOC120773786|XP_039958811.1|BTRY	CG46311|NP_001334677.1|DMEL
OG0009228	LOC120774901|XP_039960703.1|BTRY	CG18262|NP_572453.1|DMEL
OG0009232	LOC120776182|XP_039962734.1|BTRY	CG15473|NP_572179.1|DMEL
OG0009235	ND5|YP_003935002.1|BTRY	ND5|YP_009047273.1|DMEL
OG0009237	LOC120768137|XP_039950629.1|BTRY	Schip1|NP_001334735.1|DMEL
OG0009239	LOC120777980|XP_039965554.1|BTRY	COX8|NP_649328.1|DMEL
OG0009241	LOC120767227|XP_039948986.1|BTRY	CG8813|NP_608727.1|DMEL
