Orthogroup	BTRY.longest_only	DSER.longest_only
OG0008215	LOC120774375|XP_039959905.1|BTRY	LOC110175959|XP_020797807.1|DSER
OG0008216	LOC120778008|XP_039965606.1|BTRY	LOC110178578|XP_020801415.1|DSER
OG0008217	LOC120774205|XP_039959583.1|BTRY	LOC110176051|XP_020797924.1|DSER
OG0008218	LOC120770328|XP_039953653.1|BTRY	LOC110176340|XP_020798321.1|DSER
OG0008219	LOC120773963|XP_039959132.1|BTRY	LOC110182107|XP_020805772.1|DSER
OG0008220	LOC120774022|XP_039959244.1|BTRY	LOC110181513|XP_020804946.1|DSER
OG0008222	LOC120777239|XP_039964365.1|BTRY	LOC110190424|XP_020816561.1|DSER
OG0008224	LOC120777619|XP_039965002.1|BTRY	LOC110176700|XP_020798794.1|DSER
OG0008225	LOC120774877|XP_039960665.1|BTRY	LOC110187142|XP_020812215.1|DSER
OG0008226	LOC120774828|XP_039960573.1|BTRY, LOC120779719|XP_039968018.1|BTRY	LOC110182462|XP_020806158.1|DSER
OG0008227	LOC120766232|XP_039947544.1|BTRY	LOC110186361|XP_020811169.1|DSER
OG0008228	LOC120770755|XP_039954278.1|BTRY	LOC110189010|XP_020814622.1|DSER
OG0008229	LOC120782471|XP_039970698.1|BTRY	LOC110186205|XP_020810927.1|DSER
OG0008230	LOC120775905|XP_039962234.1|BTRY	LOC110190304|XP_020816351.1|DSER
OG0008232	LOC120776766|XP_039963663.1|BTRY	LOC110177552|XP_020799983.1|DSER
OG0008233	LOC120769379|XP_039952281.1|BTRY	LOC110181383|XP_020804773.1|DSER, LOC110178703|XP_020801562.1|DSER
OG0008234	LOC120770367|XP_039953717.1|BTRY, LOC120770368|XP_039953718.1|BTRY	LOC110184101|XP_020808151.1|DSER
OG0008235	LOC120773659|XP_039958606.1|BTRY	LOC110181901|XP_020805491.1|DSER
OG0008236	LOC120770942|XP_039954586.1|BTRY	LOC110188343|XP_020813710.1|DSER, LOC110189358|XP_020815059.1|DSER
OG0008237	LOC120771193|XP_039955023.1|BTRY	LOC110188683|XP_020814185.1|DSER
OG0008238	LOC120776333|XP_039962800.1|BTRY	LOC110178728|XP_020801608.1|DSER
OG0008239	LOC120776964|XP_039963991.1|BTRY	LOC110190232|XP_020816252.1|DSER
OG0008240	LOC120772732|XP_039957428.1|BTRY	LOC110189469|XP_020815206.1|DSER
OG0008243	LOC120772330|XP_039956807.1|BTRY	LOC110178473|XP_020801274.1|DSER
OG0008244	LOC120769061|XP_039951850.1|BTRY, LOC120769068|XP_039951862.1|BTRY	LOC110191020|XP_020817395.1|DSER
OG0008245	LOC120772852|XP_039957602.1|BTRY, LOC120770797|XP_039954310.1|BTRY, LOC120771477|XP_039955446.1|BTRY	LOC110178251|XP_020800965.1|DSER
OG0008246	LOC120772887|XP_039957672.1|BTRY	LOC110180066|XP_020803351.1|DSER
OG0008247	LOC120782802|XP_039971213.1|BTRY	LOC110190913|XP_020817233.1|DSER
OG0008248	LOC120782845|XP_039971306.1|BTRY	LOC110186509|XP_020811363.1|DSER
OG0008249	LOC120766189|XP_039947478.1|BTRY, LOC120766694|XP_039948273.1|BTRY	LOC110186617|XP_020811511.1|DSER
OG0008250	LOC120771474|XP_039955438.1|BTRY	LOC110189442|XP_020815171.1|DSER
OG0008251	LOC120772173|XP_039956553.1|BTRY	LOC110189361|XP_020815062.1|DSER, LOC110189360|XP_020815061.1|DSER, LOC110189764|XP_020815643.1|DSER
OG0008252	LOC120772643|XP_039957301.1|BTRY, LOC120771647|XP_039955694.1|BTRY	LOC110188978|XP_020814586.1|DSER
OG0008253	LOC120772568|XP_039957190.1|BTRY	LOC110176173|XP_020798076.1|DSER
OG0008254	LOC120776598|XP_039963316.1|BTRY	LOC110183667|XP_020807660.1|DSER
OG0008266	LOC120766901|XP_039948586.1|BTRY	LOC110188111|XP_020813342.1|DSER
OG0008267	LOC120767001|XP_039948747.1|BTRY	LOC110191263|XP_020817713.1|DSER
OG0008268	LOC120774795|XP_039960518.1|BTRY	LOC110187420|XP_020812468.1|DSER
OG0008270	LOC120773665|XP_039958616.1|BTRY	LOC110179110|XP_020802159.1|DSER
OG0008271	LOC120779151|XP_039967302.1|BTRY	LOC110185300|XP_020809710.1|DSER
OG0008272	LOC120774243|XP_039959638.1|BTRY	LOC110183051|XP_020806894.1|DSER
OG0008273	LOC120781565|XP_039969738.1|BTRY	LOC110186448|XP_020811291.1|DSER
OG0008274	LOC120775352|XP_039961444.1|BTRY	LOC110187147|XP_020812220.1|DSER
OG0008276	LOC120774198|XP_039959572.1|BTRY	LOC110187097|XP_020812160.1|DSER
OG0008277	LOC120773731|XP_039958721.1|BTRY	LOC110182220|XP_020805905.1|DSER
OG0008278	LOC120775960|XP_039962306.1|BTRY	LOC110183360|XP_020807281.1|DSER
OG0008279	LOC120774866|XP_039960630.1|BTRY	LOC110181927|XP_020805521.1|DSER
OG0008280	LOC120775246|XP_039961260.1|BTRY	LOC110181704|XP_020805207.1|DSER
OG0008281	LOC120775441|XP_039961561.1|BTRY	LOC110181718|XP_020805231.1|DSER
OG0008282	LOC120775202|XP_039961199.1|BTRY	LOC110182482|XP_020806188.1|DSER
OG0008283	LOC120773936|XP_039959080.1|BTRY	LOC110181612|XP_020805073.1|DSER
OG0008285	LOC120774924|XP_039960733.1|BTRY	LOC110179061|XP_020802082.1|DSER
OG0008286	LOC120775048|XP_039960959.1|BTRY	LOC110179504|XP_020802739.1|DSER
OG0008287	LOC120773922|XP_039959052.1|BTRY	LOC110179083|XP_020802128.1|DSER
OG0008288	LOC120781345|XP_039969483.1|BTRY	LOC110188702|XP_020814168.1|DSER
OG0008289	LOC120782470|XP_039970697.1|BTRY	LOC110188063|XP_020813272.1|DSER
OG0008290	LOC120775819|XP_039962107.1|BTRY	LOC110180291|XP_020803607.1|DSER
OG0008291	LOC120775997|XP_039962364.1|BTRY	LOC110184282|XP_020808422.1|DSER
OG0008292	LOC120775383|XP_039961477.1|BTRY	LOC110187101|XP_020812166.1|DSER
OG0008293	LOC120774439|XP_039960014.1|BTRY	LOC110186824|XP_020811770.1|DSER
OG0008294	LOC120782300|XP_039970444.1|BTRY	LOC110191342|XP_020817846.1|DSER
OG0008295	LOC120774720|XP_039960404.1|BTRY	LOC110180625|XP_020803970.1|DSER
OG0008296	LOC120775090|XP_039961023.1|BTRY	LOC110184246|XP_020808361.1|DSER
OG0008297	LOC120775494|XP_039961633.1|BTRY	LOC110179085|XP_020802129.1|DSER
OG0008298	LOC120776011|XP_039962388.1|BTRY	LOC110184130|XP_020808197.1|DSER
OG0008299	LOC120772417|XP_039956955.1|BTRY	LOC110186576|XP_020811447.1|DSER
OG0008300	LOC120774133|XP_039959450.1|BTRY	LOC110179749|XP_020803025.1|DSER
OG0008301	LOC120782384|XP_039970561.1|BTRY	LOC110188654|XP_020814091.1|DSER
OG0008302	LOC120773846|XP_039958915.1|BTRY	LOC110184387|XP_020808552.1|DSER
OG0008303	LOC120775676|XP_039961901.1|BTRY	LOC110181799|XP_020805340.1|DSER
OG0008304	LOC120774726|XP_039960411.1|BTRY	LOC110182649|XP_020806375.1|DSER
OG0008305	LOC120775155|XP_039961127.1|BTRY	LOC110179577|XP_020802826.1|DSER
OG0008306	LOC120774254|XP_039959653.1|BTRY	LOC110184380|XP_020808543.1|DSER
OG0008307	LOC120766538|XP_039948050.1|BTRY	LOC110189200|XP_020814833.1|DSER
OG0008308	LOC120780329|XP_039968556.1|BTRY	LOC110191377|XP_020817887.1|DSER
OG0008309	LOC120775503|XP_039961643.1|BTRY	LOC110185844|XP_020810511.1|DSER
OG0008310	LOC120778685|XP_039966555.1|BTRY	LOC110185246|XP_020809640.1|DSER
OG0008311	LOC120775649|XP_039961839.1|BTRY	LOC110191991|XP_020818683.1|DSER
OG0008312	LOC120766554|XP_039948072.1|BTRY	LOC110186254|XP_020810995.1|DSER
OG0008313	LOC120773776|XP_039958794.1|BTRY	LOC110179387|XP_020802571.1|DSER
OG0008314	LOC120775685|XP_039961918.1|BTRY	LOC110189237|XP_020814879.1|DSER
OG0008315	LOC120775501|XP_039961642.1|BTRY	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER
OG0008317	LOC120771064|XP_039954807.1|BTRY	LOC110187785|XP_020812915.1|DSER
OG0008318	LOC120773871|XP_039958958.1|BTRY	LOC110184257|XP_020808380.1|DSER
OG0008320	LOC120774192|XP_039959554.1|BTRY	LOC110179472|XP_020802701.1|DSER
OG0008321	LOC120766309|XP_039947659.1|BTRY	LOC110191888|XP_020818532.1|DSER
OG0008323	LOC120780494|XP_039968702.1|BTRY	LOC110191047|XP_020817430.1|DSER
OG0008324	LOC120774207|XP_039959588.1|BTRY	LOC110183047|XP_020806890.1|DSER
OG0008325	LOC120773624|XP_039958562.1|BTRY	LOC110184337|XP_020808493.1|DSER
OG0008326	LOC120766601|XP_039948140.1|BTRY	LOC110190972|XP_020817322.1|DSER
OG0008327	LOC120770862|XP_039954412.1|BTRY	LOC110191645|XP_020818198.1|DSER
OG0008328	LOC120775308|XP_039961377.1|BTRY	LOC110182011|XP_020805602.1|DSER
OG0008329	LOC120773374|XP_039958137.1|BTRY	LOC110181925|XP_020805519.1|DSER
OG0008330	LOC120771931|XP_039956162.1|BTRY	LOC110178726|XP_020801609.1|DSER
OG0008331	LOC120778506|XP_039966269.1|BTRY	LOC110190552|XP_020816766.1|DSER
OG0008335	LOC120777884|XP_039965378.1|BTRY	LOC110185292|XP_020809700.1|DSER
OG0008337	LOC120781258|XP_039969344.1|BTRY	LOC110189004|XP_020814615.1|DSER
OG0008338	LOC120778854|XP_039966816.1|BTRY	LOC110178989|XP_020801963.1|DSER
OG0008339	LOC120775390|XP_039961484.1|BTRY	LOC110184423|XP_020808617.1|DSER
OG0008340	LOC120772777|XP_039957490.1|BTRY	LOC110177918|XP_020800555.1|DSER
OG0008341	LOC120766757|XP_039948365.1|BTRY	LOC110178596|XP_020801441.1|DSER
OG0008342	LOC120776417|XP_039962984.1|BTRY	LOC110188802|XP_020814336.1|DSER
OG0008343	LOC120766248|XP_039947564.1|BTRY	LOC110191268|XP_020817723.1|DSER
OG0008344	LOC120777695|XP_039965103.1|BTRY	LOC110177625|XP_020800092.1|DSER
OG0008345	LOC120773380|XP_039958140.1|BTRY, LOC120778311|XP_039966038.1|BTRY	LOC110182803|XP_020806597.1|DSER
OG0008347	LOC120769050|XP_039951834.1|BTRY	LOC110185930|XP_020810603.1|DSER
OG0008348	LOC120777262|XP_039964395.1|BTRY	LOC110189846|XP_020815714.1|DSER
OG0008349	LOC120780632|XP_039968825.1|BTRY	LOC110191024|XP_020817400.1|DSER
OG0008350	LOC120774987|XP_039960829.1|BTRY	LOC110175919|XP_020797756.1|DSER
OG0008351	LOC120777631|XP_039965018.1|BTRY	LOC110188905|XP_020814485.1|DSER
OG0008352	LOC120777213|XP_039964323.1|BTRY	LOC110190485|XP_020816656.1|DSER
OG0008353	LOC120778558|XP_039966348.1|BTRY	LOC110183651|XP_020807634.1|DSER
OG0008354	LOC120774803|XP_039960531.1|BTRY	LOC110181677|XP_020805171.1|DSER
OG0008355	LOC120772934|XP_039957767.1|BTRY	LOC110179353|XP_020802524.1|DSER
OG0008356	LOC120779138|XP_039967277.1|BTRY	LOC110190489|XP_020816664.1|DSER
OG0008357	LOC120767623|XP_039949717.1|BTRY	LOC110186349|XP_020811156.1|DSER
OG0008358	LOC120769755|XP_039952852.1|BTRY	LOC110185931|XP_020810604.1|DSER
OG0008359	LOC120772801|XP_039957518.1|BTRY	LOC110184073|XP_020808111.1|DSER
OG0008360	LOC120771112|XP_039954895.1|BTRY	LOC110177249|XP_020799562.1|DSER
OG0008361	LOC120769574|XP_039952563.1|BTRY	LOC110183870|XP_020807882.1|DSER
OG0008362	LOC120767768|XP_039949940.1|BTRY	LOC110179509|XP_020802745.1|DSER
OG0008363	LOC120771752|XP_039955864.1|BTRY	LOC110190924|XP_020817245.1|DSER
OG0008364	LOC120778721|XP_039966617.1|BTRY	LOC110176185|XP_020798094.1|DSER
OG0008365	LOC120770023|XP_039953054.1|BTRY	LOC110179203|XP_020802280.1|DSER
OG0008366	LOC120769810|XP_039952951.1|BTRY	LOC110177355|XP_020799706.1|DSER
OG0008367	LOC120773427|XP_039958242.1|BTRY	LOC110179480|XP_020802712.1|DSER
OG0008369	LOC120774064|XP_039959303.1|BTRY	LOC110175917|XP_020797753.1|DSER
OG0008370	LOC120780281|XP_039968479.1|BTRY	LOC110191078|XP_020817472.1|DSER
OG0008371	LOC120766762|XP_039948370.1|BTRY	LOC110187619|XP_020812668.1|DSER
OG0008372	LOC120771880|XP_039956073.1|BTRY	LOC110187185|XP_020812243.1|DSER
OG0008374	LOC120768407|XP_039951021.1|BTRY	LOC110182817|XP_020806612.1|DSER
OG0008376	LOC120768439|XP_039951059.1|BTRY	LOC110182307|XP_020805982.1|DSER
OG0008377	LOC120781082|XP_039969161.1|BTRY	LOC110178103|XP_020800772.1|DSER
OG0008379	LOC120768985|XP_039951743.1|BTRY	LOC110185711|XP_020810346.1|DSER
OG0008380	LOC120781456|XP_039969605.1|BTRY	LOC110183316|XP_020807220.1|DSER
OG0008381	LOC120768347|XP_039950934.1|BTRY	LOC110182314|XP_020805999.1|DSER
OG0008383	LOC120768558|XP_039951236.1|BTRY	LOC110177051|XP_020799226.1|DSER
OG0008384	LOC120768052|XP_039950502.1|BTRY	LOC110184011|XP_020808036.1|DSER
OG0008386	LOC120774225|XP_039959617.1|BTRY	LOC110184447|XP_020808646.1|DSER
OG0008387	LOC120768774|XP_039951491.1|BTRY	LOC110176483|XP_020798512.1|DSER
OG0008388	LOC120769464|XP_039952410.1|BTRY	LOC110183828|XP_020807840.1|DSER
OG0008389	LOC120767584|XP_039949665.1|BTRY	LOC110182719|XP_020806478.1|DSER
OG0008390	LOC120768196|XP_039950701.1|BTRY	LOC110179894|XP_020803151.1|DSER
OG0008391	LOC120768604|XP_039951300.1|BTRY	LOC110182283|XP_020805960.1|DSER
OG0008392	LOC120777546|XP_039964869.1|BTRY	LOC110178551|XP_020801375.1|DSER
OG0008393	LOC120779173|XP_039967342.1|BTRY	LOC110178547|XP_020801365.1|DSER
OG0008395	LOC120774521|XP_039960150.1|BTRY	LOC110184319|XP_020808468.1|DSER
OG0008396	LOC120773921|XP_039959050.1|BTRY	LOC110184219|XP_020808330.1|DSER
OG0008397	LOC120774738|XP_039960425.1|BTRY	LOC110178022|XP_020800696.1|DSER
OG0008398	LOC120775721|XP_039961966.1|BTRY	LOC110182192|XP_020805859.1|DSER
OG0008399	LOC120776124|XP_039962586.1|BTRY	LOC110180526|XP_020803853.1|DSER
OG0008400	LOC120777694|XP_039965102.1|BTRY	LOC110188814|XP_020814351.1|DSER
OG0008401	LOC120768010|XP_039950371.1|BTRY	LOC110178096|XP_020800764.1|DSER
OG0008402	LOC120767048|XP_039948837.1|BTRY	LOC110191297|XP_020817765.1|DSER
OG0008403	LOC120774895|XP_039960696.1|BTRY	LOC110181916|XP_020805511.1|DSER
OG0008404	LOC120770235|XP_039953461.1|BTRY	LOC110177244|XP_020799546.1|DSER
OG0008405	LOC120774467|XP_039960057.1|BTRY	LOC110179519|XP_020802755.1|DSER
OG0008406	LOC120775946|XP_039962290.1|BTRY	LOC110184241|XP_020808357.1|DSER
OG0008407	LOC120781996|XP_039970098.1|BTRY	LOC110186568|XP_020811435.1|DSER
OG0008408	LOC120773355|XP_039958110.1|BTRY	LOC110187089|XP_020812148.1|DSER
OG0008410	LOC120780114|XP_039968333.1|BTRY	LOC110186449|XP_020811293.1|DSER
OG0008412	LOC120774769|XP_039960465.1|BTRY	LOC110180576|XP_020803929.1|DSER
OG0008414	LOC120773629|XP_039958568.1|BTRY	LOC110178855|XP_020801777.1|DSER
OG0008415	LOC120774138|XP_039959458.1|BTRY	LOC110181855|XP_020805432.1|DSER
OG0008416	LOC120774067|XP_039959307.1|BTRY	LOC110179564|XP_020802805.1|DSER
OG0008417	LOC120775110|XP_039961061.1|BTRY	LOC110180189|XP_020803504.1|DSER
OG0008418	LOC120774366|XP_039959895.1|BTRY	LOC110180533|XP_020803868.1|DSER
OG0008419	LOC120775883|XP_039962193.1|BTRY	LOC110176052|XP_020797925.1|DSER
OG0008420	LOC120775813|XP_039962099.1|BTRY	LOC110187074|XP_020812123.1|DSER
OG0008421	LOC120774401|XP_039959954.1|BTRY	LOC110184371|XP_020808528.1|DSER
OG0008422	LOC120773370|XP_039958131.1|BTRY	LOC110181941|XP_020805536.1|DSER
OG0008424	LOC120774878|XP_039960666.1|BTRY	LOC110187064|XP_020812113.1|DSER
OG0008425	LOC120772771|XP_039957483.1|BTRY	LOC110177395|XP_020799758.1|DSER
OG0008426	LOC120770184|XP_039953343.1|BTRY	LOC110176324|XP_020798302.1|DSER
OG0008427	LOC120773352|XP_039958106.1|BTRY	LOC110179556|XP_020802797.1|DSER
OG0008428	LOC120782166|XP_039970235.1|BTRY	LOC110179045|XP_020802058.1|DSER
OG0008429	LOC120781385|XP_039969528.1|BTRY	LOC110191737|XP_020818326.1|DSER
OG0008430	LOC120773356|XP_039958114.1|BTRY	LOC110181756|XP_020805278.1|DSER
OG0008431	LOC120772820|XP_039957550.1|BTRY	LOC110185362|XP_020809803.1|DSER
OG0008432	LOC120766847|XP_039948500.1|BTRY	LOC110177311|XP_020799642.1|DSER
OG0008433	LOC120776741|XP_039963610.1|BTRY	LOC110190164|XP_020816159.1|DSER
OG0008434	LOC120774296|XP_039959752.1|BTRY	LOC110186877|XP_020811833.1|DSER
OG0008436	LOC120771866|XP_039956049.1|BTRY	LOC110179821|XP_020803089.1|DSER
OG0008438	LOC120782808|XP_039971220.1|BTRY	LOC110188582|XP_020814006.1|DSER
OG0008439	LOC120772811|XP_039957535.1|BTRY	LOC110176320|XP_020798297.1|DSER
OG0008441	LOC120776748|XP_039963635.1|BTRY	LOC110190416|XP_020816542.1|DSER
OG0008442	LOC120772418|XP_039956956.1|BTRY	LOC110184034|XP_020808065.1|DSER
OG0008443	LOC120779040|XP_039967097.1|BTRY	LOC110176261|XP_020798231.1|DSER
OG0008444	LOC120776625|XP_039963361.1|BTRY	LOC110185173|XP_020809550.1|DSER
OG0008445	LOC120774737|XP_039960424.1|BTRY	LOC110184428|XP_020808623.1|DSER
OG0008446	LOC120775595|XP_039961767.1|BTRY	LOC110178847|XP_020801766.1|DSER
OG0008447	LOC120775114|XP_039961066.1|BTRY	LOC110187111|XP_020812180.1|DSER
OG0008448	LOC120774914|XP_039960721.1|BTRY	LOC110181024|XP_020804358.1|DSER
OG0008450	LOC120773690|XP_039958657.1|BTRY	LOC110181669|XP_020805153.1|DSER
OG0008451	LOC120766163|XP_039947443.1|BTRY	LOC110188281|XP_020813635.1|DSER
OG0008452	LOC120775897|XP_039962221.1|BTRY	LOC110178144|XP_020800831.1|DSER
OG0008453	LOC120771056|XP_039954796.1|BTRY	LOC110182952|XP_020806802.1|DSER
OG0008454	LOC120774140|XP_039959465.1|BTRY	LOC110180414|XP_020803737.1|DSER
OG0008455	LOC120777347|XP_039964531.1|BTRY	LOC110183684|XP_020807680.1|DSER
OG0008456	LOC120776392|XP_039962946.1|BTRY	LOC110188196|XP_020813448.1|DSER
OG0008457	LOC120769845|XP_039952966.1|BTRY	LOC110184368|XP_020808529.1|DSER
OG0008459	LOC120775010|XP_039960885.1|BTRY	LOC110181876|XP_020805461.1|DSER
OG0008460	LOC120769675|XP_039952729.1|BTRY	LOC110185679|XP_020810305.1|DSER
OG0008461	LOC120769685|XP_039952741.1|BTRY	LOC110177099|XP_020799303.1|DSER
OG0008462	LOC120767194|XP_039948927.1|BTRY	LOC110178438|XP_020801231.1|DSER, LOC110182295|XP_020805973.1|DSER
OG0008463	LOC120769533|XP_039952507.1|BTRY	LOC110178094|XP_020800760.1|DSER
OG0008464	LOC120770370|XP_039953719.1|BTRY, LOC120770371|XP_039953721.1|BTRY	LOC110184102|XP_020808152.1|DSER
OG0008465	LOC120770011|XP_039953038.1|BTRY	LOC110177718|XP_020800218.1|DSER
OG0008466	LOC120771976|XP_039956266.1|BTRY	LOC110182826|XP_020806622.1|DSER
OG0008467	LOC120781226|XP_039969293.1|BTRY	LOC110178479|XP_020801279.1|DSER
OG0008468	LOC120769413|XP_039952326.1|BTRY	LOC110182400|XP_020806101.1|DSER, LOC110187313|XP_020812361.1|DSER
OG0008469	LOC120772475|XP_039957049.1|BTRY	LOC110186966|XP_020811972.1|DSER
OG0008470	LOC120773054|XP_039957922.1|BTRY	LOC110190259|XP_020816323.1|DSER
OG0008472	LOC120780715|XP_039968910.1|BTRY, LOC120770412|XP_039953781.1|BTRY	LOC110180051|XP_020803331.1|DSER
OG0008473	LOC120773868|XP_039958956.1|BTRY	LOC110181793|XP_020805332.1|DSER
OG0008474	LOC120780753|XP_039968943.1|BTRY	LOC110177282|XP_020799590.1|DSER
OG0008475	LOC120769655|XP_039952694.1|BTRY, LOC120769624|XP_039952663.1|BTRY	LOC110185895|XP_020810566.1|DSER
OG0008476	LOC120771421|XP_039955343.1|BTRY	LOC110188686|XP_020814147.1|DSER
OG0008477	LOC120770227|XP_039953442.1|BTRY	LOC110178699|XP_020801756.1|DSER
OG0008478	LOC120780747|XP_039968937.1|BTRY	LOC110190990|XP_020817360.1|DSER
OG0008478	LOC120780741|XP_039968935.1|BTRY	LOC110190989|XP_020817359.1|DSER
OG0008479	LOC120772132|XP_039956482.1|BTRY	LOC110179227|XP_020802323.1|DSER
OG0008480	LOC120776787|XP_039963707.1|BTRY	LOC110178710|XP_020801569.1|DSER
OG0008481	LOC120778734|XP_039966633.1|BTRY	LOC110181798|XP_020805339.1|DSER
OG0008482	LOC120776366|XP_039962878.1|BTRY	LOC110190175|XP_020816181.1|DSER
OG0008483	LOC120775156|XP_039961128.1|BTRY	LOC110187334|XP_020812381.1|DSER, LOC110179238|XP_020802351.1|DSER, LOC110179931|XP_020803188.1|DSER
OG0008484	LOC120773717|XP_039958703.1|BTRY	LOC110187884|XP_020813028.1|DSER
OG0008485	LOC120781463|XP_039969617.1|BTRY	LOC110185747|XP_020810403.1|DSER
OG0008486	LOC120779464|XP_039967659.1|BTRY	LOC110185397|XP_020809838.1|DSER
OG0008487	LOC120775690|XP_039961934.1|BTRY	LOC110182536|XP_020806243.1|DSER
OG0008488	LOC120766416|XP_039947803.1|BTRY	LOC110191012|XP_020817389.1|DSER
OG0008490	LOC120780601|XP_039968793.1|BTRY	LOC110186662|XP_020811586.1|DSER
OG0008491	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY	LOC110191009|XP_020817385.1|DSER
OG0008493	LOC120768344|XP_039950932.1|BTRY, LOC120769704|XP_039952770.1|BTRY, LOC120768544|XP_039951220.1|BTRY	LOC110186120|XP_020810829.1|DSER, LOC110186118|XP_020810826.1|DSER
OG0008494	LOC120771704|XP_039955773.1|BTRY, LOC120773086|XP_039957984.1|BTRY	LOC110191582|XP_020818127.1|DSER
OG0008495	LOC120770718|XP_039954232.1|BTRY, LOC120772904|XP_039957726.1|BTRY	LOC110182837|XP_020806633.1|DSER
OG0008496	LOC120770010|XP_039953037.1|BTRY	LOC110177717|XP_020800217.1|DSER
OG0008497	LOC120770435|XP_039953837.1|BTRY	LOC110182902|XP_020806718.1|DSER
OG0008498	LOC120771688|XP_039955754.1|BTRY	LOC110180009|XP_020803260.1|DSER
OG0008499	LOC120771671|XP_039955720.1|BTRY	LOC110176813|XP_020798917.1|DSER
OG0008500	LOC120770288|XP_039953559.1|BTRY	LOC110178399|XP_020801196.1|DSER
OG0008501	LOC120776570|XP_039963266.1|BTRY, LOC120776569|XP_039963265.1|BTRY	LOC110185194|XP_020809578.1|DSER
OG0008502	LOC120774983|XP_039960823.1|BTRY, LOC120774982|XP_039960820.1|BTRY	LOC110182041|XP_020805630.1|DSER
OG0008503	LOC120773528|XP_039958418.1|BTRY	LOC110184260|XP_020808382.1|DSER
OG0008504	LOC120776383|XP_039962928.1|BTRY, LOC120776382|XP_039962927.1|BTRY	LOC110188823|XP_020814368.1|DSER
OG0008505	LOC120776515|XP_039963168.1|BTRY	LOC110189910|XP_020815834.1|DSER
OG0008506	LOC120777188|XP_039964290.1|BTRY, LOC120777149|XP_039964228.1|BTRY, LOC120777189|XP_039964291.1|BTRY, LOC120777190|XP_039964292.1|BTRY	LOC110189998|XP_020815955.1|DSER
OG0008527	LOC120775571|XP_039961736.1|BTRY	LOC110175951|XP_020797798.1|DSER
OG0008528	LOC120777314|XP_039964487.1|BTRY	LOC110178744|XP_020801633.1|DSER
OG0008529	LOC120774433|XP_039960005.1|BTRY	LOC110182451|XP_020806144.1|DSER
OG0008530	LOC120775518|XP_039961665.1|BTRY	LOC110179082|XP_020802127.1|DSER
OG0008531	LOC120775289|XP_039961337.1|BTRY	LOC110181505|XP_020804934.1|DSER
OG0008532	LOC120774289|XP_039959728.1|BTRY	LOC110181607|XP_020805063.1|DSER
OG0008535	LOC120773375|XP_039958138.1|BTRY	LOC110182021|XP_020805611.1|DSER
OG0008536	LOC120773713|XP_039958688.1|BTRY	LOC110180434|XP_020803764.1|DSER
OG0008538	LOC120774972|XP_039960797.1|BTRY	LOC110184121|XP_020808186.1|DSER
OG0008540	LOC120774323|XP_039959800.1|BTRY	LOC110190934|XP_020817262.1|DSER
OG0008541	LOC120770937|XP_039954579.1|BTRY	LOC110191122|XP_020817536.1|DSER
OG0008544	LOC120770956|XP_039954615.1|BTRY	LOC110177083|XP_020799270.1|DSER
OG0008545	LOC120771136|XP_039954936.1|BTRY	LOC110191565|XP_020818100.1|DSER
OG0008547	LOC120775219|XP_039961220.1|BTRY	LOC110187108|XP_020812176.1|DSER
OG0008551	LOC120776733|XP_039963594.1|BTRY	LOC110177564|XP_020799996.1|DSER
OG0008552	LOC120776352|XP_039962841.1|BTRY	LOC110190155|XP_020816150.1|DSER
OG0008554	LOC120775411|XP_039961513.1|BTRY	LOC110182485|XP_020806192.1|DSER
OG0008555	LOC120774880|XP_039960670.1|BTRY	LOC110182207|XP_020805893.1|DSER
OG0008556	LOC120770883|XP_039954459.1|BTRY	LOC110189301|XP_020814991.1|DSER
OG0008557	LOC120777524|XP_039964842.1|BTRY	LOC110191279|XP_020817735.1|DSER
OG0008558	LOC120769163|XP_039951979.1|BTRY	LOC110187360|XP_020812411.1|DSER
OG0008560	LOC120769757|XP_039952853.1|BTRY	LOC110183743|XP_020807758.1|DSER
OG0008562	LOC120767943|XP_039950254.1|BTRY	LOC110183384|XP_020807312.1|DSER, LOC110185589|XP_020810182.1|DSER
OG0008563	LOC120766981|XP_039948715.1|BTRY	LOC110191444|XP_020817967.1|DSER
OG0008566	LOC120767927|XP_039950222.1|BTRY	LOC110185727|XP_020810370.1|DSER
OG0008567	LOC120769596|XP_039952588.1|BTRY	LOC110181180|XP_020804517.1|DSER
OG0008569	LOC120773586|XP_039958508.1|BTRY	LOC110180156|XP_020803469.1|DSER
OG0008570	LOC120775803|XP_039962084.1|BTRY	LOC110180430|XP_020803760.1|DSER
OG0008571	LOC120777474|XP_039964741.1|BTRY	LOC110190233|XP_020816253.1|DSER
OG0008572	LOC120770369|XP_039953722.1|BTRY	LOC110187802|XP_020812935.1|DSER
OG0008573	LOC120774197|XP_039959569.1|BTRY	LOC110183265|XP_020807151.1|DSER
OG0008574	LOC120776953|XP_039963977.1|BTRY	LOC110190737|XP_020817018.1|DSER
