Orthogroup	BTRY.longest_only	CQUI.longest_only
OG0007416	LOC120774640|XP_039960298.1|BTRY	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC120775860|XP_039962164.1|BTRY	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC120774213|XP_039959600.1|BTRY	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC120782320|XP_039970475.1|BTRY	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC120770236|XP_039953460.1|BTRY	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC120775824|XP_039962114.1|BTRY	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC120774419|XP_039959980.1|BTRY	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC120775361|XP_039961454.1|BTRY	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC120778993|XP_039967028.1|BTRY	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC120777250|XP_039964378.1|BTRY	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC120774398|XP_039959950.1|BTRY	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC120774843|XP_039960593.1|BTRY	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC120773443|XP_039958259.1|BTRY	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC120772837|XP_039957580.1|BTRY	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC120778171|XP_039965841.1|BTRY	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC120769422|XP_039952338.1|BTRY	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC120777240|XP_039964366.1|BTRY	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC120778759|XP_039966671.1|BTRY	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC120777668|XP_039965059.1|BTRY	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC120777967|XP_039965520.1|BTRY	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC120776464|XP_039963065.1|BTRY	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC120777395|XP_039964625.1|BTRY	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC120777411|XP_039964644.1|BTRY	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC120774009|XP_039959222.1|BTRY	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC120773679|XP_039958644.1|BTRY	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC120772822|XP_039957553.1|BTRY	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC120770219|XP_039953432.1|BTRY	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC120770560|XP_039954073.1|BTRY	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC120772543|XP_039957157.1|BTRY	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC120772541|XP_039957156.1|BTRY	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC120767541|XP_039949579.1|BTRY	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC120772499|XP_039957079.1|BTRY	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC120771692|XP_039955761.1|BTRY	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC120778678|XP_039966546.1|BTRY	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC120777666|XP_039965056.1|BTRY	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC120777991|XP_039965572.1|BTRY	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC120777074|XP_039964136.1|BTRY	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC120777259|XP_039964392.1|BTRY	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC120776623|XP_039963354.1|BTRY	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC120770222|XP_039953436.1|BTRY	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC120775561|XP_039961720.1|BTRY	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC120776792|XP_039963712.1|BTRY	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC120769462|XP_039952408.1|BTRY	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC120766863|XP_039948528.1|BTRY	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC120770359|XP_039953704.1|BTRY	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC120776419|XP_039962991.1|BTRY	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC120776431|XP_039963018.1|BTRY	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC120776421|XP_039962995.1|BTRY	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC120776420|XP_039962992.1|BTRY	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC120778617|XP_039966429.1|BTRY	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC120772518|XP_039957100.1|BTRY	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC120771098|XP_039954866.1|BTRY	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC120770070|XP_039953133.1|BTRY	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC120777711|XP_039965123.1|BTRY	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC120776734|XP_039963596.1|BTRY	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC120771380|XP_039955281.1|BTRY	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC120775693|XP_039961937.1|BTRY	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC120778941|XP_039966933.1|BTRY	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC120771612|XP_039955630.1|BTRY	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC120777766|XP_039965207.1|BTRY	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC120774167|XP_039959521.1|BTRY	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC120776097|XP_039962513.1|BTRY	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC120781756|XP_039969922.1|BTRY	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC120775434|XP_039961554.1|BTRY	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC120767226|XP_039948990.1|BTRY	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC120778563|XP_039966360.1|BTRY	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC120767437|XP_039949434.1|BTRY	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC120770845|XP_039954376.1|BTRY	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC120775193|XP_039961182.1|BTRY	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC120774001|XP_039959211.1|BTRY	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC120774842|XP_039960592.1|BTRY	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC120779606|XP_039967886.1|BTRY	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC120777040|XP_039964083.1|BTRY	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC120766821|XP_039948465.1|BTRY	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC120773683|XP_039958648.1|BTRY	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC120774379|XP_039959910.1|BTRY	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC120771559|XP_039955555.1|BTRY	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC120773418|XP_039958223.1|BTRY	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC120769250|XP_039952086.1|BTRY, LOC120769167|XP_039951986.1|BTRY	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC120774108|XP_039959400.1|BTRY	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC120778163|XP_039965829.1|BTRY	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC120778639|XP_039966472.1|BTRY	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC120777119|XP_039964191.1|BTRY	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC120777498|XP_039964778.1|BTRY	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC120778287|XP_039966008.1|BTRY	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC120778667|XP_039966529.1|BTRY	LOC6035686|XP_038110155.1|CQUI
OG0007502	LOC120772406|XP_039956936.1|BTRY, LOC120772204|XP_039956605.1|BTRY	LOC119767968|XP_038114006.1|CQUI
OG0007503	LOC120771021|XP_039954731.1|BTRY	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC120777501|XP_039964786.1|BTRY	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC120777583|XP_039964932.1|BTRY	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC120778450|XP_039966177.1|BTRY	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC120767645|XP_039949751.1|BTRY	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC120769310|XP_039952186.1|BTRY	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC120768096|XP_039950570.1|BTRY	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC120770393|XP_039953758.1|BTRY	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC120769066|XP_039951857.1|BTRY	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC120768358|XP_039950950.1|BTRY	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC120767610|XP_039949697.1|BTRY	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC120779058|XP_039967126.1|BTRY	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC120769653|XP_039952692.1|BTRY	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC120768241|XP_039950764.1|BTRY	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC120778671|XP_039966538.1|BTRY	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC120771095|XP_039954862.1|BTRY	LOC6034194|XP_001844549.2|CQUI
OG0007520	LOC120773379|XP_039958139.1|BTRY	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC120774227|XP_039959619.1|BTRY	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC120776107|XP_039962532.1|BTRY	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC120772943|XP_039957779.1|BTRY	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC120769181|XP_039952000.1|BTRY	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC120767876|XP_039950135.1|BTRY	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC120782798|XP_039971209.1|BTRY	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC120777712|XP_039965124.1|BTRY	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC120770309|XP_039953613.1|BTRY	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC120772954|XP_039957790.1|BTRY	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC120773982|XP_039959172.1|BTRY	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC120771773|XP_039955897.1|BTRY	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC120771446|XP_039955385.1|BTRY	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC120777532|XP_039964849.1|BTRY	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC120777744|XP_039965171.1|BTRY	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC120782557|XP_039970821.1|BTRY	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC120778707|XP_039966602.1|BTRY	LOC6045974|XP_038108038.1|CQUI
OG0007538	LOC120776455|XP_039963048.1|BTRY	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC120780699|XP_039968894.1|BTRY	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC120768044|XP_039950489.1|BTRY	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC120771803|XP_039955939.1|BTRY	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC120771503|XP_039955490.1|BTRY	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC120779468|XP_039967665.1|BTRY	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC120776687|XP_039963499.1|BTRY	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC120773348|XP_039958102.1|BTRY	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC120782609|XP_039970914.1|BTRY	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC120771770|XP_039955895.1|BTRY	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC120776771|XP_039963671.1|BTRY	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC120777366|XP_039964568.1|BTRY	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC120776744|XP_039963622.1|BTRY	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC120771187|XP_039955012.1|BTRY	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC120769552|XP_039952534.1|BTRY	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC120769082|XP_039951876.1|BTRY	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC120777938|XP_039965471.1|BTRY	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC120772011|XP_039956310.1|BTRY	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC120771448|XP_039955389.1|BTRY	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC120770858|XP_039954405.1|BTRY	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC120772584|XP_039957220.1|BTRY	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC120767795|XP_039949994.1|BTRY	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC120777400|XP_039964631.1|BTRY	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC120777292|XP_039964436.1|BTRY	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC120776721|XP_039963566.1|BTRY	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC120777610|XP_039964993.1|BTRY	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC120777825|XP_039965297.1|BTRY	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC120780139|XP_039968361.1|BTRY	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC120770977|XP_039954649.1|BTRY	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC120778129|XP_039965778.1|BTRY	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC120772307|XP_039956754.1|BTRY	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC120772188|XP_039956588.1|BTRY	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC120770878|XP_039954448.1|BTRY	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC120770303|XP_039953604.1|BTRY	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC120772574|XP_039957202.1|BTRY	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC120771324|XP_039955203.1|BTRY	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC120773052|XP_039957916.1|BTRY	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC120770232|XP_039953451.1|BTRY	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC120776044|XP_039962423.1|BTRY	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC120773503|XP_039958389.1|BTRY	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC120769595|XP_039952587.1|BTRY	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC120770571|XP_039954085.1|BTRY	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC120778115|XP_039965751.1|BTRY	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC120769345|XP_039952238.1|BTRY	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC120771218|XP_039955054.1|BTRY	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC120771443|XP_039955382.1|BTRY	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC120775604|XP_039961778.1|BTRY	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC120774371|XP_039959899.1|BTRY	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC120781480|XP_039969633.1|BTRY	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC120772655|XP_039957316.1|BTRY	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC120768005|XP_039950364.1|BTRY	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC120774221|XP_039959613.1|BTRY	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC120777621|XP_039965004.1|BTRY	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC120771353|XP_039955237.1|BTRY	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC120772147|XP_039956513.1|BTRY	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC120774533|XP_039960180.1|BTRY	LOC6045880|XP_038109347.1|CQUI
OG0007594	LOC120772184|XP_039956568.1|BTRY	LOC6051761|XP_001868148.2|CQUI
OG0007595	LOC120770446|XP_039953853.1|BTRY	LOC6053924|XP_038113794.1|CQUI
OG0007596	LOC120779150|XP_039967301.1|BTRY	LOC6036712|XP_001846716.2|CQUI
OG0007597	LOC120778299|XP_039966020.1|BTRY	LOC6050979|XP_001867488.1|CQUI
OG0007598	LOC120770149|XP_039953276.1|BTRY	LOC6049830|XP_001866531.2|CQUI
OG0007599	LOC120778694|XP_039966583.1|BTRY	LOC6043024|XP_038110698.1|CQUI
OG0007600	LOC120778219|XP_039965911.1|BTRY	LOC6043026|XP_001854864.1|CQUI
OG0007601	LOC120779046|XP_039967117.1|BTRY	LOC6037694|XP_038113712.1|CQUI
OG0007602	LOC120778060|XP_039965675.1|BTRY	LOC6052476|XP_001868741.1|CQUI
OG0007603	LOC120777221|XP_039964334.1|BTRY	LOC6047155|XP_038111322.1|CQUI
OG0007604	LOC120779079|XP_039967160.1|BTRY	LOC6043293|XP_038112660.1|CQUI
OG0007605	LOC120777892|XP_039965393.1|BTRY	LOC6034502|XP_038107230.1|CQUI
OG0007606	LOC120776406|XP_039962962.1|BTRY	LOC6034505|XP_001844810.2|CQUI
OG0007607	LOC120775743|XP_039962005.1|BTRY	LOC6034527|XP_038109421.1|CQUI
OG0007608	LOC120777627|XP_039965015.1|BTRY	LOC6034549|XP_001844849.2|CQUI
OG0007609	LOC120774759|XP_039960453.1|BTRY	LOC6034551|XP_001844851.2|CQUI
OG0007610	LOC120772273|XP_039956711.1|BTRY	LOC6037238|XP_038114160.1|CQUI
OG0007611	LOC120779425|XP_039967560.1|BTRY	LOC6037235|XP_038108646.1|CQUI
OG0007612	LOC120770591|XP_039954116.1|BTRY	LOC6037234|XP_001847164.2|CQUI
OG0007613	LOC120770380|XP_039953734.1|BTRY	LOC6037223|XP_038111253.1|CQUI
OG0007614	LOC120776925|XP_039963930.1|BTRY	LOC6037199|XP_001847129.2|CQUI
OG0007615	LOC120782869|XP_039971346.1|BTRY	LOC6037200|XP_038112374.1|CQUI
OG0007616	LOC120782837|XP_039971296.1|BTRY	LOC6037201|XP_001847131.2|CQUI
OG0007617	LOC120779179|XP_039967356.1|BTRY	LOC6037203|XP_038112373.1|CQUI
OG0007618	LOC120778968|XP_039966978.1|BTRY	LOC6037206|XP_001847136.2|CQUI
OG0007619	LOC120777452|XP_039964705.1|BTRY	LOC6037207|XP_038110127.1|CQUI
OG0007620	LOC120777255|XP_039964385.1|BTRY	LOC6037212|XP_038109985.1|CQUI
OG0007621	LOC120771910|XP_039956130.1|BTRY	LOC6037222|XP_001847152.2|CQUI
OG0007622	LOC120778193|XP_039965865.1|BTRY	LOC6040533|XP_038113830.1|CQUI
OG0007623	LOC120776610|XP_039963332.1|BTRY	LOC6040538|XP_038112703.1|CQUI
OG0007624	LOC120779100|XP_039967200.1|BTRY	LOC6040524|XP_038114299.1|CQUI
OG0007625	LOC120776665|XP_039963469.1|BTRY	LOC6040529|XP_038111602.1|CQUI
OG0007626	LOC120777266|XP_039964403.1|BTRY	LOC6040565|XP_001849945.1|CQUI
OG0007627	LOC120776805|XP_039963734.1|BTRY	LOC6040562|XP_038110642.1|CQUI
OG0007628	LOC120781998|XP_039970097.1|BTRY	LOC6041672|XP_038104105.1|CQUI
OG0007629	LOC120778439|XP_039966159.1|BTRY	LOC6035227|XP_038122586.1|CQUI
OG0007630	LOC120766453|XP_039947908.1|BTRY	LOC6048477|XP_001865388.2|CQUI
OG0007631	LOC120766840|XP_039948488.1|BTRY	LOC6042768|XP_038116429.1|CQUI
OG0007632	LOC120776951|XP_039963972.1|BTRY	LOC119766390|XP_038106829.1|CQUI
OG0007633	LOC120768645|XP_039951348.1|BTRY	LOC6032949|XP_001843468.2|CQUI
OG0007635	LOC120777525|XP_039964840.1|BTRY	LOC6041543|XP_038111123.1|CQUI
OG0007638	LOC120781284|XP_039969414.1|BTRY	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	LOC120766745|XP_039948349.1|BTRY	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC120772131|XP_039956481.1|BTRY	LOC6045407|XP_038106968.1|CQUI
OG0007651	LOC120774358|XP_039959877.1|BTRY, LOC120775570|XP_039961733.1|BTRY, LOC120776345|XP_039962832.1|BTRY, LOC120773560|XP_039958462.1|BTRY	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC120766458|XP_039947916.1|BTRY	LOC6048860|XP_038122644.1|CQUI
OG0007666	LOC120775705|XP_039961950.1|BTRY	LOC6035090|XP_038105572.1|CQUI
OG0007668	LOC120770907|XP_039954519.1|BTRY	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC120774854|XP_039960609.1|BTRY	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC120774853|XP_039960607.1|BTRY	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC120774818|XP_039960556.1|BTRY	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC120775524|XP_039961678.1|BTRY	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC120768064|XP_039950523.1|BTRY	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC120776160|XP_039962689.1|BTRY	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC120773978|XP_039959162.1|BTRY	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC120774102|XP_039959390.1|BTRY	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC120775412|XP_039961514.1|BTRY	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC120774875|XP_039960662.1|BTRY	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC120774126|XP_039959431.1|BTRY	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC120767225|XP_039948985.1|BTRY	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC120771847|XP_039956024.1|BTRY	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC120774277|XP_039959701.1|BTRY	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC120775907|XP_039962232.1|BTRY	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC120775003|XP_039960863.1|BTRY	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC120775148|XP_039961113.1|BTRY	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC120774142|XP_039959470.1|BTRY	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC120775640|XP_039961829.1|BTRY	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC120775837|XP_039962140.1|BTRY	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC120778891|XP_039966877.1|BTRY	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC120773834|XP_039958890.1|BTRY	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC120774218|XP_039959608.1|BTRY	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC120775692|XP_039961936.1|BTRY	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC120775330|XP_039961406.1|BTRY	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC120775455|XP_039961575.1|BTRY	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC120768304|XP_039950875.1|BTRY	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC120775716|XP_039961962.1|BTRY	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC120775601|XP_039961774.1|BTRY	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC120775094|XP_039961029.1|BTRY	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC120775080|XP_039961008.1|BTRY	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC120775519|XP_039961666.1|BTRY	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC120773895|XP_039959005.1|BTRY	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC120766640|XP_039948193.1|BTRY	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC120773691|XP_039958658.1|BTRY	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC120776175|XP_039962722.1|BTRY	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC120774041|XP_039959275.1|BTRY	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC120775466|XP_039961590.1|BTRY	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC120775460|XP_039961578.1|BTRY	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC120775140|XP_039961104.1|BTRY	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC120774432|XP_039960004.1|BTRY	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC120775642|XP_039961831.1|BTRY	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC120775233|XP_039961248.1|BTRY	LOC6044149|XP_001861702.1|CQUI
OG0007716	LOC120774537|XP_039960195.1|BTRY	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC120767073|XP_039948869.1|BTRY	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC120776014|XP_039962393.1|BTRY	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC120776161|XP_039962691.1|BTRY	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC120773466|XP_039958304.1|BTRY	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC120774806|XP_039960536.1|BTRY	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC120775774|XP_039962040.1|BTRY	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC120774233|XP_039959627.1|BTRY	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC120775031|XP_039960921.1|BTRY	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC120773752|XP_039958752.1|BTRY	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC120774274|XP_039959696.1|BTRY	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC120775706|XP_039961951.1|BTRY	LOC6044992|XP_038112317.1|CQUI
OG0007730	LOC120774654|XP_039960313.1|BTRY	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC120773956|XP_039959118.1|BTRY	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC120773412|XP_039958215.1|BTRY	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC120773439|XP_039958255.1|BTRY	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC120781863|XP_039970027.1|BTRY	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC120766961|XP_039948688.1|BTRY	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC120775086|XP_039961017.1|BTRY	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC120775216|XP_039961218.1|BTRY	LOC6042695|XP_038104246.1|CQUI
